"pld0044","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Often","2013","lower secondary degree","Male","98","0.0280673910953006","0.022552847756786","0.0335819344338151"
"Often","2013","lower secondary degree","Female","69","0.0141235414356279","0.0102949042622568","0.017952178608999"
"Often","2013","secondary school degree","Male","76","0.0209852135414921","0.0159549385701764","0.0260154885128079"
"Often","2013","secondary school degree","Female","75","0.0145679947946421","0.0111613794719857","0.0179746101172985"
"Often","2013","college entrance qualification","Male","97","0.0315253156413931","0.0257455991670158","0.0373050321157703"
"Often","2013","college entrance qualification","Female","78","0.0294687037559625","0.0241405359122898","0.0347968715996353"
"Often","2013","Other degree","Male","36","0.038051806633067","0.0238686471821518","0.0522349660839822"
"Often","2013","Other degree","Female","36","0.0346189207515378","0.0226886314295006","0.0465492100735751"
"Often","2013","no degree/no degree yet","Male","53","0.117838938110515","0.0853790634636212","0.150298812757408"
"Often","2013","no degree/no degree yet","Female","41","0.074671068725014","0.0498549584676159","0.0994871789824122"
"Sometimes","2013","lower secondary degree","Male","357","0.108521063503586","0.0981361467819512","0.118905980225221"
"Sometimes","2013","lower secondary degree","Female","306","0.0740569134499356","0.0655604907648522","0.0825533361350191"
"Sometimes","2013","secondary school degree","Male","367","0.119505969267012","0.108121876895999","0.130890061638025"
"Sometimes","2013","secondary school degree","Female","456","0.0865646951777584","0.0785696821871705","0.0945597081683463"
"Sometimes","2013","college entrance qualification","Male","523","0.168014609329846","0.155647618189035","0.180381600470656"
"Sometimes","2013","college entrance qualification","Female","569","0.160766756089936","0.14919412597639","0.172339386203483"
"Sometimes","2013","Other degree","Male","126","0.191948197769681","0.162752347738288","0.221144047801074"
"Sometimes","2013","Other degree","Female","137","0.129755604773436","0.107826116231714","0.151685093315159"
"Sometimes","2013","no degree/no degree yet","Male","100","0.211810082482658","0.17067453912532","0.252945625839996"
"Sometimes","2013","no degree/no degree yet","Female","112","0.20343140661323","0.1654273421042","0.24143547112226"
"Rarely","2013","lower secondary degree","Male","955","0.272826410609559","0.257954981414939","0.28769783980418"
"Rarely","2013","lower secondary degree","Female","823","0.211334647350071","0.198088399035877","0.224580895664265"
"Rarely","2013","secondary school degree","Male","1024","0.338224713409326","0.321621263175977","0.354828163642675"
"Rarely","2013","secondary school degree","Female","1422","0.319071303312655","0.305818597215654","0.332324009409656"
"Rarely","2013","college entrance qualification","Male","1397","0.409472092426373","0.393206681358209","0.425737503494537"
"Rarely","2013","college entrance qualification","Female","1479","0.391449343651792","0.376072090620456","0.406826596683129"
"Rarely","2013","Other degree","Male","175","0.244857046230301","0.212979829628987","0.276734262831615"
"Rarely","2013","Other degree","Female","231","0.231764200636261","0.204227286544853","0.25930111472767"
"Rarely","2013","no degree/no degree yet","Male","97","0.268734648180393","0.224104552664488","0.313364743696298"
"Rarely","2013","no degree/no degree yet","Female","103","0.276372036362887","0.234152430388879","0.318591642336895"
"Never","2013","lower secondary degree","Male","2023","0.588665694862143","0.572236272904596","0.60509511681969"
"Never","2013","lower secondary degree","Female","2440","0.698275415451172","0.683382494503272","0.713168336399071"
"Never","2013","secondary school degree","Male","1639","0.517210020347214","0.499673113600135","0.534746927094293"
"Never","2013","secondary school degree","Female","2787","0.57869812951261","0.564659244787898","0.592737014237323"
"Never","2013","college entrance qualification","Male","1490","0.389335507118025","0.373206931413503","0.405464082822547"
"Never","2013","college entrance qualification","Female","1736","0.417023893399786","0.401489351330506","0.432558435469065"
"Never","2013","Other degree","Male","355","0.516859166342174","0.479813920032825","0.553904412651522"
"Never","2013","Other degree","Female","492","0.600883080084288","0.568924323088803","0.632841837079774"
"Never","2013","no degree/no degree yet","Male","121","0.386282047973859","0.337262967277656","0.435301128670062"
"Never","2013","no degree/no degree yet","Female","168","0.434073027239979","0.387281087104346","0.480864967375612"
"Very often","2014","lower secondary degree","Male","","","",""
"Very often","2014","lower secondary degree","Female","","","",""
"Very often","2014","secondary school degree","Male","","","",""
"Very often","2014","secondary school degree","Female","","","",""
"Very often","2014","college entrance qualification","Male","","","",""
"Very often","2014","college entrance qualification","Female","","","",""
"Very often","2014","Other degree","Male","","","",""
"Very often","2014","Other degree","Female","","","",""
"Very often","2014","no degree/no degree yet","Male","","","",""
"Very often","2014","no degree/no degree yet","Female","","","",""
"Often","2014","lower secondary degree","Male","","","",""
"Often","2014","lower secondary degree","Female","","","",""
"Often","2014","secondary school degree","Male","","","",""
"Often","2014","secondary school degree","Female","","","",""
"Often","2014","college entrance qualification","Male","","","",""
"Often","2014","college entrance qualification","Female","","","",""
"Often","2014","Other degree","Male","","","",""
"Often","2014","Other degree","Female","","","",""
"Often","2014","no degree/no degree yet","Male","","","",""
"Often","2014","no degree/no degree yet","Female","","","",""
"Sometimes","2014","lower secondary degree","Male","","","",""
"Sometimes","2014","lower secondary degree","Female","","","",""
"Sometimes","2014","secondary school degree","Male","","","",""
"Sometimes","2014","secondary school degree","Female","","","",""
"Sometimes","2014","college entrance qualification","Male","","","",""
"Sometimes","2014","college entrance qualification","Female","","","",""
"Sometimes","2014","Other degree","Male","","","",""
"Sometimes","2014","Other degree","Female","","","",""
"Sometimes","2014","no degree/no degree yet","Male","","","",""
"Sometimes","2014","no degree/no degree yet","Female","","","",""
"Rarely","2014","lower secondary degree","Male","","","",""
"Rarely","2014","lower secondary degree","Female","","","",""
"Rarely","2014","secondary school degree","Male","","","",""
"Rarely","2014","secondary school degree","Female","","","",""
"Rarely","2014","college entrance qualification","Male","","","",""
"Rarely","2014","college entrance qualification","Female","","","",""
"Rarely","2014","Other degree","Male","","","",""
"Rarely","2014","Other degree","Female","","","",""
"Rarely","2014","no degree/no degree yet","Male","","","",""
"Rarely","2014","no degree/no degree yet","Female","","","",""
"Never","2014","lower secondary degree","Male","","","",""
"Never","2014","lower secondary degree","Female","","","",""
"Never","2014","secondary school degree","Male","","","",""
"Never","2014","secondary school degree","Female","","","",""
"Never","2014","college entrance qualification","Male","","","",""
"Never","2014","college entrance qualification","Female","","","",""
"Never","2014","Other degree","Male","","","",""
"Never","2014","Other degree","Female","","","",""
"Never","2014","no degree/no degree yet","Male","","","",""
"Never","2014","no degree/no degree yet","Female","","","",""
"Very often","2015","lower secondary degree","Male","","","",""
"Very often","2015","lower secondary degree","Female","","","",""
"Very often","2015","secondary school degree","Male","","","",""
"Very often","2015","secondary school degree","Female","","","",""
"Very often","2015","college entrance qualification","Male","","","",""
"Very often","2015","college entrance qualification","Female","","","",""
"Very often","2015","Other degree","Male","","","",""
"Very often","2015","Other degree","Female","","","",""
"Very often","2015","no degree/no degree yet","Male","","","",""
"Very often","2015","no degree/no degree yet","Female","","","",""
"Often","2015","lower secondary degree","Male","","","",""
"Often","2015","lower secondary degree","Female","","","",""
"Often","2015","secondary school degree","Male","","","",""
"Often","2015","secondary school degree","Female","","","",""
"Often","2015","college entrance qualification","Male","","","",""
"Often","2015","college entrance qualification","Female","","","",""
"Often","2015","Other degree","Male","","","",""
"Often","2015","Other degree","Female","","","",""
"Often","2015","no degree/no degree yet","Male","","","",""
"Often","2015","no degree/no degree yet","Female","","","",""
"Sometimes","2015","lower secondary degree","Male","","","",""
"Sometimes","2015","lower secondary degree","Female","","","",""
"Sometimes","2015","secondary school degree","Male","","","",""
"Sometimes","2015","secondary school degree","Female","","","",""
"Sometimes","2015","college entrance qualification","Male","","","",""
"Sometimes","2015","college entrance qualification","Female","","","",""
"Sometimes","2015","Other degree","Male","","","",""
"Sometimes","2015","Other degree","Female","","","",""
"Sometimes","2015","no degree/no degree yet","Male","","","",""
"Sometimes","2015","no degree/no degree yet","Female","","","",""
"Rarely","2015","lower secondary degree","Male","","","",""
"Rarely","2015","lower secondary degree","Female","","","",""
"Rarely","2015","secondary school degree","Male","","","",""
"Rarely","2015","secondary school degree","Female","","","",""
"Rarely","2015","college entrance qualification","Male","","","",""
"Rarely","2015","college entrance qualification","Female","","","",""
"Rarely","2015","Other degree","Male","","","",""
"Rarely","2015","Other degree","Female","","","",""
"Rarely","2015","no degree/no degree yet","Male","","","",""
"Rarely","2015","no degree/no degree yet","Female","","","",""
"Never","2015","lower secondary degree","Male","","","",""
"Never","2015","lower secondary degree","Female","","","",""
"Never","2015","secondary school degree","Male","","","",""
"Never","2015","secondary school degree","Female","","","",""
"Never","2015","college entrance qualification","Male","","","",""
"Never","2015","college entrance qualification","Female","","","",""
"Never","2015","Other degree","Male","","","",""
"Never","2015","Other degree","Female","","","",""
"Never","2015","no degree/no degree yet","Male","","","",""
"Never","2015","no degree/no degree yet","Female","","","",""
"Very often","2016","lower secondary degree","Male","","","",""
"Very often","2016","lower secondary degree","Female","","","",""
"Very often","2016","secondary school degree","Male","","","",""
"Very often","2016","secondary school degree","Female","","","",""
"Very often","2016","college entrance qualification","Male","","","",""
"Very often","2016","college entrance qualification","Female","","","",""
"Very often","2016","Other degree","Male","","","",""
"Very often","2016","Other degree","Female","","","",""
"Very often","2016","no degree/no degree yet","Male","","","",""
"Very often","2016","no degree/no degree yet","Female","","","",""
"Often","2016","lower secondary degree","Male","","","",""
"Often","2016","lower secondary degree","Female","","","",""
"Often","2016","secondary school degree","Male","","","",""
"Often","2016","secondary school degree","Female","","","",""
"Often","2016","college entrance qualification","Male","","","",""
"Often","2016","college entrance qualification","Female","","","",""
"Often","2016","Other degree","Male","","","",""
"Often","2016","Other degree","Female","","","",""
"Often","2016","no degree/no degree yet","Male","","","",""
"Often","2016","no degree/no degree yet","Female","","","",""
"Sometimes","2016","lower secondary degree","Male","","","",""
"Sometimes","2016","lower secondary degree","Female","","","",""
"Sometimes","2016","secondary school degree","Male","","","",""
"Sometimes","2016","secondary school degree","Female","","","",""
"Sometimes","2016","college entrance qualification","Male","","","",""
"Sometimes","2016","college entrance qualification","Female","","","",""
"Sometimes","2016","Other degree","Male","","","",""
"Sometimes","2016","Other degree","Female","","","",""
"Sometimes","2016","no degree/no degree yet","Male","","","",""
"Sometimes","2016","no degree/no degree yet","Female","","","",""
"Rarely","2016","lower secondary degree","Male","","","",""
"Rarely","2016","lower secondary degree","Female","","","",""
"Rarely","2016","secondary school degree","Male","","","",""
"Rarely","2016","secondary school degree","Female","","","",""
"Rarely","2016","college entrance qualification","Male","","","",""
"Rarely","2016","college entrance qualification","Female","","","",""
"Rarely","2016","Other degree","Male","","","",""
"Rarely","2016","Other degree","Female","","","",""
"Rarely","2016","no degree/no degree yet","Male","","","",""
"Rarely","2016","no degree/no degree yet","Female","","","",""
"Never","2016","lower secondary degree","Male","","","",""
"Never","2016","lower secondary degree","Female","","","",""
"Never","2016","secondary school degree","Male","","","",""
"Never","2016","secondary school degree","Female","","","",""
"Never","2016","college entrance qualification","Male","","","",""
"Never","2016","college entrance qualification","Female","","","",""
"Never","2016","Other degree","Male","","","",""
"Never","2016","Other degree","Female","","","",""
"Never","2016","no degree/no degree yet","Male","","","",""
"Never","2016","no degree/no degree yet","Female","","","",""
"Very often","2017","lower secondary degree","Male","","","",""
"Very often","2017","lower secondary degree","Female","","","",""
"Very often","2017","secondary school degree","Male","","","",""
"Very often","2017","secondary school degree","Female","","","",""
"Very often","2017","college entrance qualification","Male","","","",""
"Very often","2017","college entrance qualification","Female","","","",""
"Very often","2017","Other degree","Male","","","",""
"Very often","2017","Other degree","Female","","","",""
"Very often","2017","no degree/no degree yet","Male","","","",""
"Very often","2017","no degree/no degree yet","Female","","","",""
"Often","2017","lower secondary degree","Male","","","",""
"Often","2017","lower secondary degree","Female","","","",""
"Often","2017","secondary school degree","Male","","","",""
"Often","2017","secondary school degree","Female","","","",""
"Often","2017","college entrance qualification","Male","","","",""
"Often","2017","college entrance qualification","Female","","","",""
"Often","2017","Other degree","Male","","","",""
"Often","2017","Other degree","Female","","","",""
"Often","2017","no degree/no degree yet","Male","","","",""
"Often","2017","no degree/no degree yet","Female","","","",""
"Sometimes","2017","lower secondary degree","Male","","","",""
"Sometimes","2017","lower secondary degree","Female","","","",""
"Sometimes","2017","secondary school degree","Male","","","",""
"Sometimes","2017","secondary school degree","Female","","","",""
"Sometimes","2017","college entrance qualification","Male","","","",""
"Sometimes","2017","college entrance qualification","Female","","","",""
"Sometimes","2017","Other degree","Male","","","",""
"Sometimes","2017","Other degree","Female","","","",""
"Sometimes","2017","no degree/no degree yet","Male","","","",""
"Sometimes","2017","no degree/no degree yet","Female","","","",""
"Rarely","2017","lower secondary degree","Male","","","",""
"Rarely","2017","lower secondary degree","Female","","","",""
"Rarely","2017","secondary school degree","Male","","","",""
"Rarely","2017","secondary school degree","Female","","","",""
"Rarely","2017","college entrance qualification","Male","","","",""
"Rarely","2017","college entrance qualification","Female","","","",""
"Rarely","2017","Other degree","Male","","","",""
"Rarely","2017","Other degree","Female","","","",""
"Rarely","2017","no degree/no degree yet","Male","","","",""
"Rarely","2017","no degree/no degree yet","Female","","","",""
"Never","2017","lower secondary degree","Male","","","",""
"Never","2017","lower secondary degree","Female","","","",""
"Never","2017","secondary school degree","Male","","","",""
"Never","2017","secondary school degree","Female","","","",""
"Never","2017","college entrance qualification","Male","","","",""
"Never","2017","college entrance qualification","Female","","","",""
"Never","2017","Other degree","Male","","","",""
"Never","2017","Other degree","Female","","","",""
"Never","2017","no degree/no degree yet","Male","","","",""
"Never","2017","no degree/no degree yet","Female","","","",""
"Very often","2018","lower secondary degree","Male","22","","",""
"Very often","2018","lower secondary degree","Female","19","","",""
"Very often","2018","secondary school degree","Male","17","","",""
"Very often","2018","secondary school degree","Female","18","","",""
"Very often","2018","college entrance qualification","Male","26","","",""
"Very often","2018","college entrance qualification","Female","29","","",""
"Very often","2018","Other degree","Male","20","","",""
"Very often","2018","Other degree","Female","18","","",""
"Very often","2018","no degree/no degree yet","Male","15","","",""
"Very often","2018","no degree/no degree yet","Female","16","","",""
"Often","2018","lower secondary degree","Male","80","0.0284369074990358","0.0223483543156296","0.0345254606824421"
"Often","2018","lower secondary degree","Female","68","0.0245606175137961","0.0188750458065179","0.0302461892210743"
"Often","2018","secondary school degree","Male","84","0.0321771000047593","0.0258219330976413","0.0385322669118774"
"Often","2018","secondary school degree","Female","103","0.0199592725544165","0.0157652874335549","0.0241532576752781"
"Often","2018","college entrance qualification","Male","197","0.0587067442179232","0.0510992803394867","0.0663142080963596"
"Often","2018","college entrance qualification","Female","167","0.049293535616348","0.0425789897610814","0.0560080814716146"
"Often","2018","Other degree","Male","91","0.0644936496633781","0.051156662591854","0.0778306367349022"
"Often","2018","Other degree","Female","75","0.0483596689326879","0.0379548847158289","0.0587644531495468"
"Often","2018","no degree/no degree yet","Male","41","0.0896210737675539","0.0616639767098314","0.117578170825276"
"Often","2018","no degree/no degree yet","Female","50","0.101399230063408","0.0746721956486473","0.128126264478168"
"Sometimes","2018","lower secondary degree","Male","361","0.124562753251671","0.112466690624959","0.136658815878384"
"Sometimes","2018","lower secondary degree","Female","320","0.0993955880838497","0.0884054045191464","0.110385771648553"
"Sometimes","2018","secondary school degree","Male","459","0.163886445301768","0.150555537840385","0.177217352763151"
"Sometimes","2018","secondary school degree","Female","561","0.13968564868625","0.129290350599487","0.150080946773013"
"Sometimes","2018","college entrance qualification","Male","753","0.21557880466146","0.202270855986242","0.228886753336678"
"Sometimes","2018","college entrance qualification","Female","809","0.198953367658017","0.186571020305003","0.211335715011031"
"Sometimes","2018","Other degree","Male","250","0.201788927210196","0.179997612997643","0.223580241422749"
"Sometimes","2018","Other degree","Female","275","0.169186727843041","0.151002709658254","0.187370746027829"
"Sometimes","2018","no degree/no degree yet","Male","110","0.287752030605589","0.243442136400771","0.332061924810406"
"Sometimes","2018","no degree/no degree yet","Female","131","0.246349619265708","0.208198177034101","0.284501061497316"
"Rarely","2018","lower secondary degree","Male","896","0.320422308304246","0.303329306189503","0.33751531041899"
"Rarely","2018","lower secondary degree","Female","683","0.230805385661183","0.215328076987102","0.246282694335263"
"Rarely","2018","secondary school degree","Male","1043","0.366620236035335","0.349266384719123","0.383974087351548"
"Rarely","2018","secondary school degree","Female","1389","0.315309315335022","0.301376204899599","0.329242425770445"
"Rarely","2018","college entrance qualification","Male","1419","0.390291510062805","0.3745048920372","0.406078128088411"
"Rarely","2018","college entrance qualification","Female","1597","0.392205292700168","0.377061536199691","0.407349049200646"
"Rarely","2018","Other degree","Male","365","0.263392155590302","0.239475774157417","0.287308537023186"
"Rarely","2018","Other degree","Female","421","0.262303178662882","0.240968027144908","0.283638330180857"
"Rarely","2018","no degree/no degree yet","Male","98","0.217742534073189","0.177348018938822","0.258137049207556"
"Rarely","2018","no degree/no degree yet","Female","88","0.167725211752234","0.134643909683985","0.200806513820483"
"Never","2018","lower secondary degree","Male","1504","0.521170331135397","0.50287173444288","0.539468927827913"
"Never","2018","lower secondary degree","Female","1757","0.641540992234692","0.623925843588317","0.659156140881067"
"Never","2018","secondary school degree","Male","1359","0.429907677011383","0.412079137799288","0.447736216223479"
"Never","2018","secondary school degree","Female","2201","0.522130502889251","0.507151715488775","0.537109290289727"
"Never","2018","college entrance qualification","Male","1273","0.3304815984897","0.315259016292121","0.345704180687279"
"Never","2018","college entrance qualification","Female","1391","0.353495938308211","0.338668153356009","0.368323723260414"
"Never","2018","Other degree","Male","577","0.457594290694248","0.430543603156972","0.484644978231525"
"Never","2018","Other degree","Female","844","0.511156376126262","0.486911673179623","0.535401079072901"
"Never","2018","no degree/no degree yet","Male","137","0.37103583483408","0.323753731916504","0.418317937751655"
"Never","2018","no degree/no degree yet","Female","205","0.463565239357361","0.41941186104221","0.507718617672511"
