"pld0044","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Rarely","2013","16-34 y.","direct migration background","186","0.356423438312427","0.318036742049354","0.394810134575499"
"Rarely","2013","16-34 y.","indirect migration background","227","0.397189962342199","0.359745677413617","0.43463424727078"
"Rarely","2013","35-65 y.","no migration background","4200","0.343746036227317","0.335482382716367","0.352009689738268"
"Rarely","2013","35-65 y.","direct migration background","489","0.29415503690002","0.272385517684031","0.315924556116009"
"Rarely","2013","35-65 y.","indirect migration background","190","0.364151936513812","0.322912261426462","0.405391611601163"
"Rarely","2013","66 and older","no migration background","941","0.200969458668791","0.189382964314837","0.212555953022745"
"Rarely","2013","66 and older","direct migration background","73","0.206820239142862","0.165382372455013","0.248258105830711"
"Rarely","2013","66 and older","indirect migration background","1","","",""
"Never","2013","16-34 y.","no migration background","1383","0.290204768394582","0.276762287459765","0.3036472493294"
"Never","2013","16-34 y.","direct migration background","246","0.310824703385921","0.27372929865041","0.347920108121433"
"Never","2013","16-34 y.","indirect migration background","188","0.293406114814968","0.258563102932078","0.328249126697858"
"Never","2013","35-65 y.","no migration background","7026","0.539510216639317","0.530838059948695","0.548182373329939"
"Never","2013","35-65 y.","direct migration background","795","0.483189145691168","0.459314857550666","0.50706343383167"
"Never","2013","35-65 y.","indirect migration background","233","0.427541260748994","0.38514199280237","0.469940528695619"
"Never","2013","66 and older","no migration background","3379","0.732742680785964","0.719947516054479","0.74553784551745"
"Never","2013","66 and older","direct migration background","260","0.710682047083619","0.664290332589491","0.757073761577746"
"Never","2013","66 and older","indirect migration background","4","","",""
"Very often","2014","16-34 y.","no migration background","","","",""
"Very often","2014","16-34 y.","direct migration background","","","",""
"Very often","2014","16-34 y.","indirect migration background","","","",""
"Very often","2014","35-65 y.","no migration background","","","",""
"Very often","2014","35-65 y.","direct migration background","","","",""
"Very often","2014","35-65 y.","indirect migration background","","","",""
"Very often","2014","66 and older","no migration background","","","",""
"Very often","2014","66 and older","direct migration background","","","",""
"Very often","2014","66 and older","indirect migration background","","","",""
"Often","2014","16-34 y.","no migration background","","","",""
"Often","2014","16-34 y.","direct migration background","","","",""
"Often","2014","16-34 y.","indirect migration background","","","",""
"Often","2014","35-65 y.","no migration background","","","",""
"Often","2014","35-65 y.","direct migration background","","","",""
"Often","2014","35-65 y.","indirect migration background","","","",""
"Often","2014","66 and older","no migration background","","","",""
"Often","2014","66 and older","direct migration background","","","",""
"Often","2014","66 and older","indirect migration background","","","",""
"Sometimes","2014","16-34 y.","no migration background","","","",""
"Sometimes","2014","16-34 y.","direct migration background","","","",""
"Sometimes","2014","16-34 y.","indirect migration background","","","",""
"Sometimes","2014","35-65 y.","no migration background","","","",""
"Sometimes","2014","35-65 y.","direct migration background","","","",""
"Sometimes","2014","35-65 y.","indirect migration background","","","",""
"Sometimes","2014","66 and older","no migration background","","","",""
"Sometimes","2014","66 and older","direct migration background","","","",""
"Sometimes","2014","66 and older","indirect migration background","","","",""
"Rarely","2014","16-34 y.","no migration background","","","",""
"Rarely","2014","16-34 y.","direct migration background","","","",""
"Rarely","2014","16-34 y.","indirect migration background","","","",""
"Rarely","2014","35-65 y.","no migration background","","","",""
"Rarely","2014","35-65 y.","direct migration background","","","",""
"Rarely","2014","35-65 y.","indirect migration background","","","",""
"Rarely","2014","66 and older","no migration background","","","",""
"Rarely","2014","66 and older","direct migration background","","","",""
"Rarely","2014","66 and older","indirect migration background","","","",""
"Never","2014","16-34 y.","no migration background","","","",""
"Never","2014","16-34 y.","direct migration background","","","",""
"Never","2014","16-34 y.","indirect migration background","","","",""
"Never","2014","35-65 y.","no migration background","","","",""
"Never","2014","35-65 y.","direct migration background","","","",""
"Never","2014","35-65 y.","indirect migration background","","","",""
"Never","2014","66 and older","no migration background","","","",""
"Never","2014","66 and older","direct migration background","","","",""
"Never","2014","66 and older","indirect migration background","","","",""
"Very often","2015","16-34 y.","no migration background","","","",""
"Very often","2015","16-34 y.","direct migration background","","","",""
"Very often","2015","16-34 y.","indirect migration background","","","",""
"Very often","2015","35-65 y.","no migration background","","","",""
"Very often","2015","35-65 y.","direct migration background","","","",""
"Very often","2015","35-65 y.","indirect migration background","","","",""
"Very often","2015","66 and older","no migration background","","","",""
"Very often","2015","66 and older","direct migration background","","","",""
"Very often","2015","66 and older","indirect migration background","","","",""
"Often","2015","16-34 y.","no migration background","","","",""
"Often","2015","16-34 y.","direct migration background","","","",""
"Often","2015","16-34 y.","indirect migration background","","","",""
"Often","2015","35-65 y.","no migration background","","","",""
"Often","2015","35-65 y.","direct migration background","","","",""
"Often","2015","35-65 y.","indirect migration background","","","",""
"Often","2015","66 and older","no migration background","","","",""
"Often","2015","66 and older","direct migration background","","","",""
"Often","2015","66 and older","indirect migration background","","","",""
"Sometimes","2015","16-34 y.","no migration background","","","",""
"Sometimes","2015","16-34 y.","direct migration background","","","",""
"Sometimes","2015","16-34 y.","indirect migration background","","","",""
"Sometimes","2015","35-65 y.","no migration background","","","",""
"Sometimes","2015","35-65 y.","direct migration background","","","",""
"Sometimes","2015","35-65 y.","indirect migration background","","","",""
"Sometimes","2015","66 and older","no migration background","","","",""
"Sometimes","2015","66 and older","direct migration background","","","",""
"Sometimes","2015","66 and older","indirect migration background","","","",""
"Rarely","2015","16-34 y.","no migration background","","","",""
"Rarely","2015","16-34 y.","direct migration background","","","",""
"Rarely","2015","16-34 y.","indirect migration background","","","",""
"Rarely","2015","35-65 y.","no migration background","","","",""
"Rarely","2015","35-65 y.","direct migration background","","","",""
"Rarely","2015","35-65 y.","indirect migration background","","","",""
"Rarely","2015","66 and older","no migration background","","","",""
"Rarely","2015","66 and older","direct migration background","","","",""
"Rarely","2015","66 and older","indirect migration background","","","",""
"Never","2015","16-34 y.","no migration background","","","",""
"Never","2015","16-34 y.","direct migration background","","","",""
"Never","2015","16-34 y.","indirect migration background","","","",""
"Never","2015","35-65 y.","no migration background","","","",""
"Never","2015","35-65 y.","direct migration background","","","",""
"Never","2015","35-65 y.","indirect migration background","","","",""
"Never","2015","66 and older","no migration background","","","",""
"Never","2015","66 and older","direct migration background","","","",""
"Never","2015","66 and older","indirect migration background","","","",""
"Very often","2016","16-34 y.","no migration background","","","",""
"Very often","2016","16-34 y.","direct migration background","","","",""
"Very often","2016","16-34 y.","indirect migration background","","","",""
"Very often","2016","35-65 y.","no migration background","","","",""
"Very often","2016","35-65 y.","direct migration background","","","",""
"Very often","2016","35-65 y.","indirect migration background","","","",""
"Very often","2016","66 and older","no migration background","","","",""
"Very often","2016","66 and older","direct migration background","","","",""
"Very often","2016","66 and older","indirect migration background","","","",""
"Often","2016","16-34 y.","no migration background","","","",""
"Often","2016","16-34 y.","direct migration background","","","",""
"Often","2016","16-34 y.","indirect migration background","","","",""
"Often","2016","35-65 y.","no migration background","","","",""
"Often","2016","35-65 y.","direct migration background","","","",""
"Often","2016","35-65 y.","indirect migration background","","","",""
"Often","2016","66 and older","no migration background","","","",""
"Often","2016","66 and older","direct migration background","","","",""
"Often","2016","66 and older","indirect migration background","","","",""
"Sometimes","2016","16-34 y.","no migration background","","","",""
"Sometimes","2016","16-34 y.","direct migration background","","","",""
"Sometimes","2016","16-34 y.","indirect migration background","","","",""
"Sometimes","2016","35-65 y.","no migration background","","","",""
"Sometimes","2016","35-65 y.","direct migration background","","","",""
"Sometimes","2016","35-65 y.","indirect migration background","","","",""
"Sometimes","2016","66 and older","no migration background","","","",""
"Sometimes","2016","66 and older","direct migration background","","","",""
"Sometimes","2016","66 and older","indirect migration background","","","",""
"Rarely","2016","16-34 y.","no migration background","","","",""
"Rarely","2016","16-34 y.","direct migration background","","","",""
"Rarely","2016","16-34 y.","indirect migration background","","","",""
"Rarely","2016","35-65 y.","no migration background","","","",""
"Rarely","2016","35-65 y.","direct migration background","","","",""
"Rarely","2016","35-65 y.","indirect migration background","","","",""
"Rarely","2016","66 and older","no migration background","","","",""
"Rarely","2016","66 and older","direct migration background","","","",""
"Rarely","2016","66 and older","indirect migration background","","","",""
"Never","2016","16-34 y.","no migration background","","","",""
"Never","2016","16-34 y.","direct migration background","","","",""
"Never","2016","16-34 y.","indirect migration background","","","",""
"Never","2016","35-65 y.","no migration background","","","",""
"Never","2016","35-65 y.","direct migration background","","","",""
"Never","2016","35-65 y.","indirect migration background","","","",""
"Never","2016","66 and older","no migration background","","","",""
"Never","2016","66 and older","direct migration background","","","",""
"Never","2016","66 and older","indirect migration background","","","",""
"Very often","2017","16-34 y.","no migration background","","","",""
"Very often","2017","16-34 y.","direct migration background","","","",""
"Very often","2017","16-34 y.","indirect migration background","","","",""
"Very often","2017","35-65 y.","no migration background","","","",""
"Very often","2017","35-65 y.","direct migration background","","","",""
"Very often","2017","35-65 y.","indirect migration background","","","",""
"Very often","2017","66 and older","no migration background","","","",""
"Very often","2017","66 and older","direct migration background","","","",""
"Very often","2017","66 and older","indirect migration background","","","",""
"Often","2017","16-34 y.","no migration background","","","",""
"Often","2017","16-34 y.","direct migration background","","","",""
"Often","2017","16-34 y.","indirect migration background","","","",""
"Often","2017","35-65 y.","no migration background","","","",""
"Often","2017","35-65 y.","direct migration background","","","",""
"Often","2017","35-65 y.","indirect migration background","","","",""
"Often","2017","66 and older","no migration background","","","",""
"Often","2017","66 and older","direct migration background","","","",""
"Often","2017","66 and older","indirect migration background","","","",""
"Sometimes","2017","16-34 y.","no migration background","","","",""
"Sometimes","2017","16-34 y.","direct migration background","","","",""
"Sometimes","2017","16-34 y.","indirect migration background","","","",""
"Sometimes","2017","35-65 y.","no migration background","","","",""
"Sometimes","2017","35-65 y.","direct migration background","","","",""
"Sometimes","2017","35-65 y.","indirect migration background","","","",""
"Sometimes","2017","66 and older","no migration background","","","",""
"Sometimes","2017","66 and older","direct migration background","","","",""
"Sometimes","2017","66 and older","indirect migration background","","","",""
"Rarely","2017","16-34 y.","no migration background","","","",""
"Rarely","2017","16-34 y.","direct migration background","","","",""
"Rarely","2017","16-34 y.","indirect migration background","","","",""
"Rarely","2017","35-65 y.","no migration background","","","",""
"Rarely","2017","35-65 y.","direct migration background","","","",""
"Rarely","2017","35-65 y.","indirect migration background","","","",""
"Rarely","2017","66 and older","no migration background","","","",""
"Rarely","2017","66 and older","direct migration background","","","",""
"Rarely","2017","66 and older","indirect migration background","","","",""
"Never","2017","16-34 y.","no migration background","","","",""
"Never","2017","16-34 y.","direct migration background","","","",""
"Never","2017","16-34 y.","indirect migration background","","","",""
"Never","2017","35-65 y.","no migration background","","","",""
"Never","2017","35-65 y.","direct migration background","","","",""
"Never","2017","35-65 y.","indirect migration background","","","",""
"Never","2017","66 and older","no migration background","","","",""
"Never","2017","66 and older","direct migration background","","","",""
"Never","2017","66 and older","indirect migration background","","","",""
"Very often","2018","16-34 y.","no migration background","75","0.014599278631638","0.0108753095658622","0.0183232476974139"
"Very often","2018","16-34 y.","direct migration background","18","","",""
"Very often","2018","16-34 y.","indirect migration background","21","","",""
"Very often","2018","35-65 y.","no migration background","36","0.00200429180458109","0.00116884468250129","0.0028397389266609"
"Very often","2018","35-65 y.","direct migration background","37","0.0111851758666502","0.00735888236850213","0.0150114693647983"
"Very often","2018","35-65 y.","indirect migration background","12","","",""
"Very often","2018","66 and older","no migration background","13","","",""
"Very often","2018","66 and older","direct migration background","4","","",""
"Very often","2018","66 and older","indirect migration background","","","",""
"Often","2018","16-34 y.","no migration background","407","0.104259461329902","0.09477128425215","0.113747638407654"
"Often","2018","16-34 y.","direct migration background","97","0.110923336267946","0.0920981056279329","0.129748566907959"
"Often","2018","16-34 y.","indirect migration background","123","0.131085658264913","0.109955579032673","0.152215737497154"
"Often","2018","35-65 y.","no migration background","199","0.0195295894821652","0.0169447239339218","0.0221144550304086"
"Often","2018","35-65 y.","direct migration background","161","0.0581627514173807","0.0496472585494607","0.0666782442853006"
"Often","2018","35-65 y.","indirect migration background","33","0.0928185547845441","0.0714741820110972","0.114162927557991"
"Often","2018","66 and older","no migration background","46","0.00833410657600354","0.00569750323227046","0.0109707099197366"
"Often","2018","66 and older","direct migration background","9","","",""
"Often","2018","66 and older","indirect migration background","","","",""
"Sometimes","2018","16-34 y.","no migration background","1237","0.311538401103373","0.297159371360364","0.325917430846382"
"Sometimes","2018","16-34 y.","direct migration background","261","0.224279897526891","0.199276044583739","0.249283750470043"
"Sometimes","2018","16-34 y.","indirect migration background","334","0.347382572604407","0.317572131646714","0.377193013562099"
"Sometimes","2018","35-65 y.","no migration background","1491","0.142584073833563","0.136052686529667","0.149115461137458"
"Sometimes","2018","35-65 y.","direct migration background","550","0.208532392697672","0.193751429942924","0.223313355452419"
"Sometimes","2018","35-65 y.","indirect migration background","134","0.216472523448077","0.18617916512106","0.246765881775093"
"Sometimes","2018","66 and older","no migration background","305","0.0697195526631172","0.0623334246957318","0.0771056806305027"
"Sometimes","2018","66 and older","direct migration background","52","0.1064510606132","0.077763688011846","0.135138433214554"
"Sometimes","2018","66 and older","indirect migration background","","","",""
"Rarely","2018","16-34 y.","no migration background","1388","0.344816358939419","0.330058974822654","0.359573743056185"
"Rarely","2018","16-34 y.","direct migration background","324","0.293262439762614","0.265971622179685","0.320553257345544"
"Rarely","2018","16-34 y.","indirect migration background","280","0.270839363024415","0.243016452899881","0.298662273148949"
"Rarely","2018","35-65 y.","no migration background","4101","0.384439576683517","0.375352513554549","0.393526639812485"
"Rarely","2018","35-65 y.","direct migration background","839","0.291323296142035","0.274791841388593","0.307854750895477"
"Rarely","2018","35-65 y.","indirect migration background","247","0.323261338669481","0.288857548186549","0.357665129152412"
"Rarely","2018","66 and older","no migration background","1099","0.228359914389638","0.216185448667288","0.240534380111988"
"Rarely","2018","66 and older","direct migration background","101","0.264545063184047","0.223516673626717","0.305573452741378"
"Rarely","2018","66 and older","indirect migration background","6","","",""
"Never","2018","16-34 y.","no migration background","878","0.224786499995668","0.211825762805284","0.237747237186051"
"Never","2018","16-34 y.","direct migration background","369","0.351335817685126","0.322718402066782","0.37995323330347"
"Never","2018","16-34 y.","indirect migration background","222","0.240007695425145","0.213268259961623","0.266747130888667"
"Never","2018","35-65 y.","no migration background","5182","0.451442468196174","0.442146675025339","0.460738261367008"
"Never","2018","35-65 y.","direct migration background","1315","0.430796383876262","0.412779933211362","0.448812834541162"
"Never","2018","35-65 y.","indirect migration background","284","0.348459624058057","0.313411416219147","0.383507831896967"
"Never","2018","66 and older","no migration background","3104","0.690596263450649","0.677190008494231","0.704002518407068"
"Never","2018","66 and older","direct migration background","278","0.60096096451893","0.555411064438069","0.646510864599792"
"Never","2018","66 and older","indirect migration background","14","","",""
