"pld0044","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Often","2007","Baden-Württemberg","no migration background","","","",""
"Often","2007","Baden-Württemberg","direct migration background","","","",""
"Often","2007","Baden-Württemberg","indirect migration background","","","",""
"Often","2007","Bavaria","no migration background","","","",""
"Often","2007","Bavaria","direct migration background","","","",""
"Often","2007","Bavaria","indirect migration background","","","",""
"Often","2007","Berlin","no migration background","","","",""
"Often","2007","Berlin","direct migration background","","","",""
"Often","2007","Berlin","indirect migration background","","","",""
"Often","2007","Brandenburg","no migration background","","","",""
"Often","2007","Brandenburg","direct migration background","","","",""
"Often","2007","Brandenburg","indirect migration background","","","",""
"Often","2007","Mecklenburg-Western Pomerania","no migration background","","","",""
"Often","2007","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Often","2007","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Often","2007","Saxony","no migration background","","","",""
"Often","2007","Saxony","direct migration background","","","",""
"Often","2007","Saxony","indirect migration background","","","",""
"Often","2007","Saxony-Anhalt","no migration background","","","",""
"Often","2007","Saxony-Anhalt","direct migration background","","","",""
"Often","2007","Saxony-Anhalt","indirect migration background","","","",""
"Often","2007","Thuringia","no migration background","","","",""
"Often","2007","Thuringia","direct migration background","","","",""
"Often","2007","Thuringia","indirect migration background","","","",""
"Sometimes","2007","Schleswig-Holstein","no migration background","","","",""
"Sometimes","2007","Schleswig-Holstein","direct migration background","","","",""
"Sometimes","2007","Schleswig-Holstein","indirect migration background","","","",""
"Sometimes","2007","Hamburg","no migration background","","","",""
"Sometimes","2007","Hamburg","direct migration background","","","",""
"Sometimes","2007","Hamburg","indirect migration background","","","",""
"Sometimes","2007","Lower Saxony","no migration background","","","",""
"Sometimes","2007","Lower Saxony","direct migration background","","","",""
"Sometimes","2007","Lower Saxony","indirect migration background","","","",""
"Sometimes","2007","Bremen","no migration background","","","",""
"Sometimes","2007","Bremen","direct migration background","","","",""
"Sometimes","2007","Bremen","indirect migration background","","","",""
"Sometimes","2007","North Rhine-Westphalia","no migration background","","","",""
"Sometimes","2007","North Rhine-Westphalia","direct migration background","","","",""
"Sometimes","2007","North Rhine-Westphalia","indirect migration background","","","",""
"Sometimes","2007","Hesse","no migration background","","","",""
"Sometimes","2007","Hesse","direct migration background","","","",""
"Sometimes","2007","Hesse","indirect migration background","","","",""
"Sometimes","2007","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Sometimes","2007","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Sometimes","2007","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Sometimes","2007","Baden-Württemberg","no migration background","","","",""
"Sometimes","2007","Baden-Württemberg","direct migration background","","","",""
"Sometimes","2007","Baden-Württemberg","indirect migration background","","","",""
"Sometimes","2007","Bavaria","no migration background","","","",""
"Sometimes","2007","Bavaria","direct migration background","","","",""
"Sometimes","2007","Bavaria","indirect migration background","","","",""
"Sometimes","2007","Berlin","no migration background","","","",""
"Sometimes","2007","Berlin","direct migration background","","","",""
"Sometimes","2007","Berlin","indirect migration background","","","",""
"Sometimes","2007","Brandenburg","no migration background","","","",""
"Sometimes","2007","Brandenburg","direct migration background","","","",""
"Sometimes","2007","Brandenburg","indirect migration background","","","",""
"Sometimes","2007","Mecklenburg-Western Pomerania","no migration background","","","",""
"Sometimes","2007","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Sometimes","2007","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Sometimes","2007","Saxony","no migration background","","","",""
"Sometimes","2007","Saxony","direct migration background","","","",""
"Sometimes","2007","Saxony","indirect migration background","","","",""
"Sometimes","2007","Saxony-Anhalt","no migration background","","","",""
"Sometimes","2007","Saxony-Anhalt","direct migration background","","","",""
"Sometimes","2007","Saxony-Anhalt","indirect migration background","","","",""
"Sometimes","2007","Thuringia","no migration background","","","",""
"Sometimes","2007","Thuringia","direct migration background","","","",""
"Sometimes","2007","Thuringia","indirect migration background","","","",""
"Rarely","2007","Schleswig-Holstein","no migration background","","","",""
"Rarely","2007","Schleswig-Holstein","direct migration background","","","",""
"Rarely","2007","Schleswig-Holstein","indirect migration background","","","",""
"Rarely","2007","Hamburg","no migration background","","","",""
"Rarely","2007","Hamburg","direct migration background","","","",""
"Rarely","2007","Hamburg","indirect migration background","","","",""
"Rarely","2007","Lower Saxony","no migration background","","","",""
"Rarely","2007","Lower Saxony","direct migration background","","","",""
"Rarely","2007","Lower Saxony","indirect migration background","","","",""
"Rarely","2007","Bremen","no migration background","","","",""
"Rarely","2007","Bremen","direct migration background","","","",""
"Rarely","2007","Bremen","indirect migration background","","","",""
"Rarely","2007","North Rhine-Westphalia","no migration background","","","",""
"Rarely","2007","North Rhine-Westphalia","direct migration background","","","",""
"Rarely","2007","North Rhine-Westphalia","indirect migration background","","","",""
"Rarely","2007","Hesse","no migration background","","","",""
"Rarely","2007","Hesse","direct migration background","","","",""
"Rarely","2007","Hesse","indirect migration background","","","",""
"Rarely","2007","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Rarely","2007","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Rarely","2007","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Rarely","2007","Baden-Württemberg","no migration background","","","",""
"Rarely","2007","Baden-Württemberg","direct migration background","","","",""
"Rarely","2007","Baden-Württemberg","indirect migration background","","","",""
"Rarely","2007","Bavaria","no migration background","","","",""
"Rarely","2007","Bavaria","direct migration background","","","",""
"Rarely","2007","Bavaria","indirect migration background","","","",""
"Rarely","2007","Berlin","no migration background","","","",""
"Rarely","2007","Berlin","direct migration background","","","",""
"Rarely","2007","Berlin","indirect migration background","","","",""
"Rarely","2007","Brandenburg","no migration background","","","",""
"Rarely","2007","Brandenburg","direct migration background","","","",""
"Rarely","2007","Brandenburg","indirect migration background","","","",""
"Rarely","2007","Mecklenburg-Western Pomerania","no migration background","","","",""
"Rarely","2007","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Rarely","2007","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Rarely","2007","Saxony","no migration background","","","",""
"Rarely","2007","Saxony","direct migration background","","","",""
"Rarely","2007","Saxony","indirect migration background","","","",""
"Rarely","2007","Saxony-Anhalt","no migration background","","","",""
"Rarely","2007","Saxony-Anhalt","direct migration background","","","",""
"Rarely","2007","Saxony-Anhalt","indirect migration background","","","",""
"Rarely","2007","Thuringia","no migration background","","","",""
"Rarely","2007","Thuringia","direct migration background","","","",""
"Rarely","2007","Thuringia","indirect migration background","","","",""
"Never","2007","Schleswig-Holstein","no migration background","","","",""
"Never","2007","Schleswig-Holstein","direct migration background","","","",""
"Never","2007","Schleswig-Holstein","indirect migration background","","","",""
"Never","2007","Hamburg","no migration background","","","",""
"Never","2007","Hamburg","direct migration background","","","",""
"Never","2007","Hamburg","indirect migration background","","","",""
"Never","2007","Lower Saxony","no migration background","","","",""
"Never","2007","Lower Saxony","direct migration background","","","",""
"Never","2007","Lower Saxony","indirect migration background","","","",""
"Never","2007","Bremen","no migration background","","","",""
"Never","2007","Bremen","direct migration background","","","",""
"Never","2007","Bremen","indirect migration background","","","",""
"Never","2007","North Rhine-Westphalia","no migration background","","","",""
"Never","2007","North Rhine-Westphalia","direct migration background","","","",""
"Never","2007","North Rhine-Westphalia","indirect migration background","","","",""
"Never","2007","Hesse","no migration background","","","",""
"Never","2007","Hesse","direct migration background","","","",""
"Never","2007","Hesse","indirect migration background","","","",""
"Never","2007","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Never","2007","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Never","2007","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Never","2007","Baden-Württemberg","no migration background","","","",""
"Never","2007","Baden-Württemberg","direct migration background","","","",""
"Never","2007","Baden-Württemberg","indirect migration background","","","",""
"Never","2007","Bavaria","no migration background","","","",""
"Never","2007","Bavaria","direct migration background","","","",""
"Never","2007","Bavaria","indirect migration background","","","",""
"Never","2007","Berlin","no migration background","","","",""
"Never","2007","Berlin","direct migration background","","","",""
"Never","2007","Berlin","indirect migration background","","","",""
"Never","2007","Brandenburg","no migration background","","","",""
"Never","2007","Brandenburg","direct migration background","","","",""
"Never","2007","Brandenburg","indirect migration background","","","",""
"Never","2007","Mecklenburg-Western Pomerania","no migration background","","","",""
"Never","2007","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Never","2007","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Never","2007","Saxony","no migration background","","","",""
"Never","2007","Saxony","direct migration background","","","",""
"Never","2007","Saxony","indirect migration background","","","",""
"Never","2007","Saxony-Anhalt","no migration background","","","",""
"Never","2007","Saxony-Anhalt","direct migration background","","","",""
"Never","2007","Saxony-Anhalt","indirect migration background","","","",""
"Never","2007","Thuringia","no migration background","","","",""
"Never","2007","Thuringia","direct migration background","","","",""
"Never","2007","Thuringia","indirect migration background","","","",""
"Very often","2008","Schleswig-Holstein","no migration background","1","","",""
"Very often","2008","Schleswig-Holstein","direct migration background","","","",""
"Very often","2008","Schleswig-Holstein","indirect migration background","","","",""
"Very often","2008","Hamburg","no migration background","2","","",""
"Very often","2008","Hamburg","direct migration background","","","",""
"Very often","2008","Hamburg","indirect migration background","","","",""
"Very often","2008","Lower Saxony","no migration background","8","","",""
"Very often","2008","Lower Saxony","direct migration background","","","",""
"Very often","2008","Lower Saxony","indirect migration background","","","",""
"Very often","2008","Bremen","no migration background","","","",""
"Very often","2008","Bremen","direct migration background","1","","",""
"Very often","2008","Bremen","indirect migration background","","","",""
"Very often","2008","North Rhine-Westphalia","no migration background","18","","",""
"Very often","2008","North Rhine-Westphalia","direct migration background","","","",""
"Very often","2008","North Rhine-Westphalia","indirect migration background","4","","",""
"Very often","2008","Hesse","no migration background","5","","",""
"Very often","2008","Hesse","direct migration background","","","",""
"Very often","2008","Hesse","indirect migration background","","","",""
"Very often","2008","Rhineland-Palatinate,Saarland","no migration background","7","","",""
"Very often","2008","Rhineland-Palatinate,Saarland","direct migration background","1","","",""
"Very often","2008","Rhineland-Palatinate,Saarland","indirect migration background","1","","",""
"Very often","2008","Baden-Württemberg","no migration background","9","","",""
"Very often","2008","Baden-Württemberg","direct migration background","1","","",""
"Very often","2008","Baden-Württemberg","indirect migration background","4","","",""
"Very often","2008","Bavaria","no migration background","11","","",""
"Very often","2008","Bavaria","direct migration background","2","","",""
"Very often","2008","Bavaria","indirect migration background","1","","",""
"Very often","2008","Berlin","no migration background","6","","",""
"Very often","2008","Berlin","direct migration background","","","",""
"Very often","2008","Berlin","indirect migration background","","","",""
"Very often","2008","Brandenburg","no migration background","2","","",""
"Very often","2008","Brandenburg","direct migration background","","","",""
"Very often","2008","Brandenburg","indirect migration background","","","",""
"Very often","2008","Mecklenburg-Western Pomerania","no migration background","2","","",""
"Very often","2008","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Very often","2008","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Very often","2008","Saxony","no migration background","5","","",""
"Very often","2008","Saxony","direct migration background","","","",""
"Very often","2008","Saxony","indirect migration background","","","",""
"Very often","2008","Saxony-Anhalt","no migration background","2","","",""
"Very often","2008","Saxony-Anhalt","direct migration background","1","","",""
"Very often","2008","Saxony-Anhalt","indirect migration background","","","",""
"Very often","2008","Thuringia","no migration background","","","",""
"Very often","2008","Thuringia","direct migration background","","","",""
"Very often","2008","Thuringia","indirect migration background","1","","",""
"Often","2008","Schleswig-Holstein","no migration background","15","","",""
"Often","2008","Schleswig-Holstein","direct migration background","","","",""
"Often","2008","Schleswig-Holstein","indirect migration background","1","","",""
"Often","2008","Hamburg","no migration background","10","","",""
"Often","2008","Hamburg","direct migration background","","","",""
"Often","2008","Hamburg","indirect migration background","2","","",""
"Often","2008","Lower Saxony","no migration background","34","0.0208113962081647","0.013697840809492","0.0279249516068373"
"Often","2008","Lower Saxony","direct migration background","6","","",""
"Often","2008","Lower Saxony","indirect migration background","5","","",""
"Often","2008","Bremen","no migration background","2","","",""
"Often","2008","Bremen","direct migration background","","","",""
"Often","2008","Bremen","indirect migration background","","","",""
"Often","2008","North Rhine-Westphalia","no migration background","69","0.0253562881680433","0.0199171634846597","0.0307954128514269"
"Often","2008","North Rhine-Westphalia","direct migration background","14","","",""
"Often","2008","North Rhine-Westphalia","indirect migration background","18","","",""
"Often","2008","Hesse","no migration background","32","0.0397291406968358","0.0279652339880004","0.0514930474056712"
"Often","2008","Hesse","direct migration background","1","","",""
"Often","2008","Hesse","indirect migration background","4","","",""
"Often","2008","Rhineland-Palatinate,Saarland","no migration background","20","","",""
"Often","2008","Rhineland-Palatinate,Saarland","direct migration background","8","","",""
"Often","2008","Rhineland-Palatinate,Saarland","indirect migration background","4","","",""
"Often","2008","Baden-Württemberg","no migration background","37","0.0230289283002988","0.0160073482898409","0.0300505083107566"
"Often","2008","Baden-Württemberg","direct migration background","10","","",""
"Often","2008","Baden-Württemberg","indirect migration background","7","","",""
"Often","2008","Bavaria","no migration background","54","0.0231896667574811","0.0170732705228209","0.0293060629921414"
"Often","2008","Bavaria","direct migration background","11","","",""
"Often","2008","Bavaria","indirect migration background","8","","",""
"Often","2008","Berlin","no migration background","20","","",""
"Often","2008","Berlin","direct migration background","3","","",""
"Often","2008","Berlin","indirect migration background","1","","",""
"Often","2008","Brandenburg","no migration background","14","","",""
"Often","2008","Brandenburg","direct migration background","","","",""
"Often","2008","Brandenburg","indirect migration background","","","",""
"Often","2008","Mecklenburg-Western Pomerania","no migration background","3","","",""
"Often","2008","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Often","2008","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Often","2008","Saxony","no migration background","19","","",""
"Often","2008","Saxony","direct migration background","","","",""
"Often","2008","Saxony","indirect migration background","2","","",""
"Often","2008","Saxony-Anhalt","no migration background","8","","",""
"Often","2008","Saxony-Anhalt","direct migration background","","","",""
"Often","2008","Saxony-Anhalt","indirect migration background","","","",""
"Often","2008","Thuringia","no migration background","11","","",""
"Often","2008","Thuringia","direct migration background","","","",""
"Often","2008","Thuringia","indirect migration background","","","",""
"Sometimes","2008","Schleswig-Holstein","no migration background","58","0.123660598234347","0.094834818147608","0.152486378321086"
"Sometimes","2008","Schleswig-Holstein","direct migration background","6","","",""
"Sometimes","2008","Schleswig-Holstein","indirect migration background","1","","",""
"Sometimes","2008","Hamburg","no migration background","40","0.147754677413902","0.103854713576872","0.191654641250932"
"Sometimes","2008","Hamburg","direct migration background","4","","",""
"Sometimes","2008","Hamburg","indirect migration background","1","","",""
"Sometimes","2008","Lower Saxony","no migration background","176","0.12659900568163","0.110028913573816","0.143169097789445"
"Sometimes","2008","Lower Saxony","direct migration background","27","","",""
"Sometimes","2008","Lower Saxony","indirect migration background","10","","",""
"Sometimes","2008","Bremen","no migration background","10","","",""
"Sometimes","2008","Bremen","direct migration background","3","","",""
"Sometimes","2008","Bremen","indirect migration background","2","","",""
"Sometimes","2008","North Rhine-Westphalia","no migration background","353","0.117614843890229","0.106468732023128","0.12876095575733"
"Sometimes","2008","North Rhine-Westphalia","direct migration background","83","0.157616779239468","0.126054439610882","0.189179118868055"
"Sometimes","2008","North Rhine-Westphalia","indirect migration background","59","0.254993232759451","0.196732854855366","0.313253610663536"
"Sometimes","2008","Hesse","no migration background","137","0.132649752580385","0.112220588975025","0.153078916185744"
"Sometimes","2008","Hesse","direct migration background","32","0.175007704103457","0.119187474304433","0.230827933902482"
"Sometimes","2008","Hesse","indirect migration background","16","","",""
"Sometimes","2008","Rhineland-Palatinate,Saarland","no migration background","80","0.0823051465640258","0.0642595234266172","0.100350769701434"
"Sometimes","2008","Rhineland-Palatinate,Saarland","direct migration background","27","","",""
"Sometimes","2008","Rhineland-Palatinate,Saarland","indirect migration background","13","","",""
"Sometimes","2008","Baden-Württemberg","no migration background","219","0.125542736555188","0.110032364226452","0.141053108883923"
"Sometimes","2008","Baden-Württemberg","direct migration background","69","0.136929301811943","0.104586725668369","0.169271877955518"
"Sometimes","2008","Baden-Württemberg","indirect migration background","27","","",""
"Sometimes","2008","Bavaria","no migration background","259","0.115601594924385","0.102607407573373","0.128595782275398"
"Sometimes","2008","Bavaria","direct migration background","44","0.124861543671835","0.0868815987397565","0.162841488603914"
"Sometimes","2008","Bavaria","indirect migration background","30","0.183710322674635","0.116884830182251","0.250535815167018"
"Sometimes","2008","Berlin","no migration background","98","0.136797099134565","0.110236522821945","0.163357675447184"
"Sometimes","2008","Berlin","direct migration background","14","","",""
"Sometimes","2008","Berlin","indirect migration background","5","","",""
"Sometimes","2008","Brandenburg","no migration background","72","0.0787267779498655","0.0600296718267","0.097423884073031"
"Sometimes","2008","Brandenburg","direct migration background","","","",""
"Sometimes","2008","Brandenburg","indirect migration background","4","","",""
"Sometimes","2008","Mecklenburg-Western Pomerania","no migration background","43","0.085709125523289","0.0607183176049049","0.110699933441673"
"Sometimes","2008","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Sometimes","2008","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Sometimes","2008","Saxony","no migration background","129","0.0905570317155049","0.075492156864155","0.105621906566855"
"Sometimes","2008","Saxony","direct migration background","1","","",""
"Sometimes","2008","Saxony","indirect migration background","3","","",""
"Sometimes","2008","Saxony-Anhalt","no migration background","82","0.127992873113782","0.104784512265144","0.151201233962421"
"Sometimes","2008","Saxony-Anhalt","direct migration background","","","",""
"Sometimes","2008","Saxony-Anhalt","indirect migration background","1","","",""
"Sometimes","2008","Thuringia","no migration background","60","0.0642479115519262","0.0477838036505511","0.0807120194533013"
"Sometimes","2008","Thuringia","direct migration background","1","","",""
"Sometimes","2008","Thuringia","indirect migration background","2","","",""
"Rarely","2008","Schleswig-Holstein","no migration background","166","0.370355993310585","0.328070981762366","0.412641004858805"
"Rarely","2008","Schleswig-Holstein","direct migration background","22","","",""
"Rarely","2008","Schleswig-Holstein","indirect migration background","4","","",""
"Rarely","2008","Hamburg","no migration background","84","0.325069243066234","0.267122533504496","0.383015952627973"
"Rarely","2008","Hamburg","direct migration background","8","","",""
"Rarely","2008","Hamburg","indirect migration background","3","","",""
"Rarely","2008","Lower Saxony","no migration background","458","0.313967118868484","0.290840215602558","0.33709402213441"
"Rarely","2008","Lower Saxony","direct migration background","40","0.204865623680814","0.139841869014683","0.269889378346945"
"Rarely","2008","Lower Saxony","indirect migration background","18","","",""
"Rarely","2008","Bremen","no migration background","52","0.437520987436135","0.350901536801473","0.524140438070798"
"Rarely","2008","Bremen","direct migration background","2","","",""
"Rarely","2008","Bremen","indirect migration background","2","","",""
"Rarely","2008","North Rhine-Westphalia","no migration background","957","0.292079332640799","0.27634653553062","0.307812129750979"
"Rarely","2008","North Rhine-Westphalia","direct migration background","134","0.263208239808875","0.225063449559613","0.301353030058137"
"Rarely","2008","North Rhine-Westphalia","indirect migration background","66","0.210194592138327","0.155731827681076","0.264657356595578"
"Rarely","2008","Hesse","no migration background","343","0.321906168411174","0.293767103764006","0.350045233058342"
"Rarely","2008","Hesse","direct migration background","53","0.336056844077456","0.266664763134513","0.405448925020399"
"Rarely","2008","Hesse","indirect migration background","25","","",""
"Rarely","2008","Rhineland-Palatinate,Saarland","no migration background","216","0.246628464691858","0.21832527107639","0.274931658307327"
"Rarely","2008","Rhineland-Palatinate,Saarland","direct migration background","34","0.283810606532264","0.208038931112298","0.35958228195223"
"Rarely","2008","Rhineland-Palatinate,Saarland","indirect migration background","14","","",""
"Rarely","2008","Baden-Württemberg","no migration background","635","0.322523195932505","0.300641306192366","0.344405085672643"
"Rarely","2008","Baden-Württemberg","direct migration background","125","0.306094358235095","0.262735174471446","0.349453541998744"
"Rarely","2008","Baden-Württemberg","indirect migration background","68","0.499653549021158","0.42599360950331","0.573313488539006"
"Rarely","2008","Bavaria","no migration background","799","0.316581167448762","0.297678232269612","0.335484102627912"
"Rarely","2008","Bavaria","direct migration background","94","0.339756542160892","0.285339170230605","0.39417391409118"
"Rarely","2008","Bavaria","indirect migration background","42","0.292051863259962","0.213585423470727","0.370518303049197"
"Rarely","2008","Berlin","no migration background","229","0.365327009692421","0.3281085407276","0.402545478657242"
"Rarely","2008","Berlin","direct migration background","17","","",""
"Rarely","2008","Berlin","indirect migration background","15","","",""
"Rarely","2008","Brandenburg","no migration background","251","0.361356526919832","0.328004969340159","0.394708084499506"
"Rarely","2008","Brandenburg","direct migration background","6","","",""
"Rarely","2008","Brandenburg","indirect migration background","4","","",""
"Rarely","2008","Mecklenburg-Western Pomerania","no migration background","136","0.240269545027961","0.202127523848856","0.278411566207067"
"Rarely","2008","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Rarely","2008","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Rarely","2008","Saxony","no migration background","426","0.334624453920165","0.309854285490024","0.359394622350306"
"Rarely","2008","Saxony","direct migration background","7","","",""
"Rarely","2008","Saxony","indirect migration background","1","","",""
"Rarely","2008","Saxony-Anhalt","no migration background","229","0.25788770802514","0.227496938927306","0.288278477122974"
"Rarely","2008","Saxony-Anhalt","direct migration background","8","","",""
"Rarely","2008","Saxony-Anhalt","indirect migration background","5","","",""
"Rarely","2008","Thuringia","no migration background","254","0.324543461129531","0.293104844307633","0.355982077951429"
"Rarely","2008","Thuringia","direct migration background","9","","",""
"Rarely","2008","Thuringia","indirect migration background","1","","",""
"Never","2008","Schleswig-Holstein","no migration background","261","0.472973042569927","0.429254685050433","0.51669140008942"
"Never","2008","Schleswig-Holstein","direct migration background","18","","",""
"Never","2008","Schleswig-Holstein","indirect migration background","2","","",""
"Never","2008","Hamburg","no migration background","115","0.474413524109887","0.412638652480342","0.536188395739431"
"Never","2008","Hamburg","direct migration background","10","","",""
"Never","2008","Hamburg","indirect migration background","2","","",""
"Never","2008","Lower Saxony","no migration background","871","0.531262935851181","0.506395996169114","0.556129875533247"
"Never","2008","Lower Saxony","direct migration background","75","0.535298324112672","0.454945287360944","0.615651360864399"
"Never","2008","Lower Saxony","indirect migration background","15","","",""
"Never","2008","Bremen","no migration background","62","0.515345971777051","0.4280833665549","0.602608576999202"
"Never","2008","Bremen","direct migration background","2","","",""
"Never","2008","Bremen","indirect migration background","","","",""
"Never","2008","North Rhine-Westphalia","no migration background","1812","0.561234984421836","0.544065723682866","0.578404245160807"
"Never","2008","North Rhine-Westphalia","direct migration background","281","0.541779915747307","0.4986218848488","0.584937946645813"
"Never","2008","North Rhine-Westphalia","indirect migration background","68","0.431117692573776","0.364920739863039","0.497314645284513"
"Never","2008","Hesse","no migration background","542","0.50223439743068","0.472120582378372","0.532348212482989"
"Never","2008","Hesse","direct migration background","92","0.487891859752043","0.414460644510522","0.561323074993564"
"Never","2008","Hesse","indirect migration background","23","","",""
"Never","2008","Rhineland-Palatinate,Saarland","no migration background","568","0.646107129325972","0.614709459913881","0.677504798738063"
"Never","2008","Rhineland-Palatinate,Saarland","direct migration background","66","0.354256891958097","0.273873249678015","0.43464053423818"
"Never","2008","Rhineland-Palatinate,Saarland","indirect migration background","17","","",""
"Never","2008","Baden-Württemberg","no migration background","853","0.523213565576519","0.499832808161918","0.54659432299112"
"Never","2008","Baden-Württemberg","direct migration background","229","0.526036538522033","0.479059718689173","0.573013358354893"
"Never","2008","Baden-Württemberg","indirect migration background","71","0.28332567963718","0.216941384383668","0.349709974890693"
"Never","2008","Bavaria","no migration background","1203","0.538326464035691","0.518066736928477","0.558586191142906"
"Never","2008","Bavaria","direct migration background","140","0.487801925663106","0.430371462018995","0.545232389307218"
"Never","2008","Bavaria","indirect migration background","48","0.454946733124106","0.369015115993038","0.540878350255174"
"Never","2008","Berlin","no migration background","290","0.456834389624459","0.418331960331719","0.495336818917199"
"Never","2008","Berlin","direct migration background","15","","",""
"Never","2008","Berlin","indirect migration background","6","","",""
"Never","2008","Brandenburg","no migration background","458","0.538407738465703","0.503797560162965","0.573017916768442"
"Never","2008","Brandenburg","direct migration background","6","","",""
"Never","2008","Brandenburg","indirect migration background","3","","",""
"Never","2008","Mecklenburg-Western Pomerania","no migration background","298","0.655697931579805","0.613280311825778","0.698115551333833"
"Never","2008","Mecklenburg-Western Pomerania","direct migration background","5","","",""
"Never","2008","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Never","2008","Saxony","no migration background","815","0.559443698807727","0.533382426981114","0.58550497063434"
"Never","2008","Saxony","direct migration background","15","","",""
"Never","2008","Saxony","indirect migration background","4","","",""
"Never","2008","Saxony-Anhalt","no migration background","475","0.591791015880465","0.557646809689605","0.625935222071325"
"Never","2008","Saxony-Anhalt","direct migration background","3","","",""
"Never","2008","Saxony-Anhalt","indirect migration background","1","","",""
"Never","2008","Thuringia","no migration background","527","0.594147650297124","0.561174570170792","0.627120730423456"
"Never","2008","Thuringia","direct migration background","7","","",""
"Never","2008","Thuringia","indirect migration background","5","","",""
"Very often","2009","Schleswig-Holstein","no migration background","","","",""
"Very often","2009","Schleswig-Holstein","direct migration background","","","",""
"Very often","2009","Schleswig-Holstein","indirect migration background","","","",""
"Very often","2009","Hamburg","no migration background","","","",""
"Very often","2009","Hamburg","direct migration background","","","",""
"Very often","2009","Hamburg","indirect migration background","","","",""
"Very often","2009","Lower Saxony","no migration background","","","",""
"Very often","2009","Lower Saxony","direct migration background","","","",""
"Very often","2009","Lower Saxony","indirect migration background","","","",""
"Very often","2009","Bremen","no migration background","","","",""
"Very often","2009","Bremen","direct migration background","","","",""
"Very often","2009","Bremen","indirect migration background","","","",""
"Very often","2009","North Rhine-Westphalia","no migration background","","","",""
"Very often","2009","North Rhine-Westphalia","direct migration background","","","",""
"Very often","2009","North Rhine-Westphalia","indirect migration background","","","",""
"Very often","2009","Hesse","no migration background","","","",""
"Very often","2009","Hesse","direct migration background","","","",""
"Very often","2009","Hesse","indirect migration background","","","",""
"Very often","2009","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Very often","2009","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Very often","2009","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Very often","2009","Baden-Württemberg","no migration background","","","",""
"Very often","2009","Baden-Württemberg","direct migration background","","","",""
"Very often","2009","Baden-Württemberg","indirect migration background","","","",""
"Very often","2009","Bavaria","no migration background","","","",""
"Very often","2009","Bavaria","direct migration background","","","",""
"Very often","2009","Bavaria","indirect migration background","","","",""
"Very often","2009","Berlin","no migration background","","","",""
"Very often","2009","Berlin","direct migration background","","","",""
"Very often","2009","Berlin","indirect migration background","","","",""
"Very often","2009","Brandenburg","no migration background","","","",""
"Very often","2009","Brandenburg","direct migration background","","","",""
"Very often","2009","Brandenburg","indirect migration background","","","",""
"Very often","2009","Mecklenburg-Western Pomerania","no migration background","","","",""
"Very often","2009","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Very often","2009","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Very often","2009","Saxony","no migration background","","","",""
"Very often","2009","Saxony","direct migration background","","","",""
"Very often","2009","Saxony","indirect migration background","","","",""
"Very often","2009","Saxony-Anhalt","no migration background","","","",""
"Very often","2009","Saxony-Anhalt","direct migration background","","","",""
"Very often","2009","Saxony-Anhalt","indirect migration background","","","",""
"Very often","2009","Thuringia","no migration background","","","",""
"Very often","2009","Thuringia","direct migration background","","","",""
"Very often","2009","Thuringia","indirect migration background","","","",""
"Often","2009","Schleswig-Holstein","no migration background","","","",""
"Often","2009","Schleswig-Holstein","direct migration background","","","",""
"Often","2009","Schleswig-Holstein","indirect migration background","","","",""
"Often","2009","Hamburg","no migration background","","","",""
"Often","2009","Hamburg","direct migration background","","","",""
"Often","2009","Hamburg","indirect migration background","","","",""
"Often","2009","Lower Saxony","no migration background","","","",""
"Often","2009","Lower Saxony","direct migration background","","","",""
"Often","2009","Lower Saxony","indirect migration background","","","",""
