"pld0044","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Never","2006","Other degree","1-pers.-HH","","","",""
"Never","2006","Other degree","(Married) couple without C. ","","","",""
"Never","2006","Other degree","Single parent ","","","",""
"Never","2006","Other degree","Couple + C. LE 16 ","","","",""
"Never","2006","Other degree","Couple + C. GT 16 ","","","",""
"Never","2006","Other degree","Couple + C. LE and GT 16","","","",""
"Never","2006","no degree/no degree yet","1-pers.-HH","","","",""
"Never","2006","no degree/no degree yet","(Married) couple without C. ","","","",""
"Never","2006","no degree/no degree yet","Single parent ","","","",""
"Never","2006","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Never","2006","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Never","2006","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Very often","2007","lower secondary degree","1-pers.-HH","","","",""
"Very often","2007","lower secondary degree","(Married) couple without C. ","","","",""
"Very often","2007","lower secondary degree","Single parent ","","","",""
"Very often","2007","lower secondary degree","Couple + C. LE 16 ","","","",""
"Very often","2007","lower secondary degree","Couple + C. GT 16 ","","","",""
"Very often","2007","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Very often","2007","secondary school degree","1-pers.-HH","","","",""
"Very often","2007","secondary school degree","(Married) couple without C. ","","","",""
"Very often","2007","secondary school degree","Single parent ","","","",""
"Very often","2007","secondary school degree","Couple + C. LE 16 ","","","",""
"Very often","2007","secondary school degree","Couple + C. GT 16 ","","","",""
"Very often","2007","secondary school degree","Couple + C. LE and GT 16","","","",""
"Very often","2007","college entrance qualification","1-pers.-HH","","","",""
"Very often","2007","college entrance qualification","(Married) couple without C. ","","","",""
"Very often","2007","college entrance qualification","Single parent ","","","",""
"Very often","2007","college entrance qualification","Couple + C. LE 16 ","","","",""
"Very often","2007","college entrance qualification","Couple + C. GT 16 ","","","",""
"Very often","2007","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Very often","2007","Other degree","1-pers.-HH","","","",""
"Very often","2007","Other degree","(Married) couple without C. ","","","",""
"Very often","2007","Other degree","Single parent ","","","",""
"Very often","2007","Other degree","Couple + C. LE 16 ","","","",""
"Very often","2007","Other degree","Couple + C. GT 16 ","","","",""
"Very often","2007","Other degree","Couple + C. LE and GT 16","","","",""
"Very often","2007","no degree/no degree yet","1-pers.-HH","","","",""
"Very often","2007","no degree/no degree yet","(Married) couple without C. ","","","",""
"Very often","2007","no degree/no degree yet","Single parent ","","","",""
"Very often","2007","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Very often","2007","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Very often","2007","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Often","2007","lower secondary degree","1-pers.-HH","","","",""
"Often","2007","lower secondary degree","(Married) couple without C. ","","","",""
"Often","2007","lower secondary degree","Single parent ","","","",""
"Often","2007","lower secondary degree","Couple + C. LE 16 ","","","",""
"Often","2007","lower secondary degree","Couple + C. GT 16 ","","","",""
"Often","2007","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Often","2007","secondary school degree","1-pers.-HH","","","",""
"Often","2007","secondary school degree","(Married) couple without C. ","","","",""
"Often","2007","secondary school degree","Single parent ","","","",""
"Often","2007","secondary school degree","Couple + C. LE 16 ","","","",""
"Often","2007","secondary school degree","Couple + C. GT 16 ","","","",""
"Often","2007","secondary school degree","Couple + C. LE and GT 16","","","",""
"Often","2007","college entrance qualification","1-pers.-HH","","","",""
"Often","2007","college entrance qualification","(Married) couple without C. ","","","",""
"Often","2007","college entrance qualification","Single parent ","","","",""
"Often","2007","college entrance qualification","Couple + C. LE 16 ","","","",""
"Often","2007","college entrance qualification","Couple + C. GT 16 ","","","",""
"Often","2007","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Often","2007","Other degree","1-pers.-HH","","","",""
"Often","2007","Other degree","(Married) couple without C. ","","","",""
"Often","2007","Other degree","Single parent ","","","",""
"Often","2007","Other degree","Couple + C. LE 16 ","","","",""
"Often","2007","Other degree","Couple + C. GT 16 ","","","",""
"Often","2007","Other degree","Couple + C. LE and GT 16","","","",""
"Often","2007","no degree/no degree yet","1-pers.-HH","","","",""
"Often","2007","no degree/no degree yet","(Married) couple without C. ","","","",""
"Often","2007","no degree/no degree yet","Single parent ","","","",""
"Often","2007","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Often","2007","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Often","2007","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Sometimes","2007","lower secondary degree","1-pers.-HH","","","",""
"Sometimes","2007","lower secondary degree","(Married) couple without C. ","","","",""
"Sometimes","2007","lower secondary degree","Single parent ","","","",""
"Sometimes","2007","lower secondary degree","Couple + C. LE 16 ","","","",""
"Sometimes","2007","lower secondary degree","Couple + C. GT 16 ","","","",""
"Sometimes","2007","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Sometimes","2007","secondary school degree","1-pers.-HH","","","",""
"Sometimes","2007","secondary school degree","(Married) couple without C. ","","","",""
"Sometimes","2007","secondary school degree","Single parent ","","","",""
"Sometimes","2007","secondary school degree","Couple + C. LE 16 ","","","",""
"Sometimes","2007","secondary school degree","Couple + C. GT 16 ","","","",""
"Sometimes","2007","secondary school degree","Couple + C. LE and GT 16","","","",""
"Sometimes","2007","college entrance qualification","1-pers.-HH","","","",""
"Sometimes","2007","college entrance qualification","(Married) couple without C. ","","","",""
"Sometimes","2007","college entrance qualification","Single parent ","","","",""
"Sometimes","2007","college entrance qualification","Couple + C. LE 16 ","","","",""
"Sometimes","2007","college entrance qualification","Couple + C. GT 16 ","","","",""
"Sometimes","2007","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Sometimes","2007","Other degree","1-pers.-HH","","","",""
"Sometimes","2007","Other degree","(Married) couple without C. ","","","",""
"Sometimes","2007","Other degree","Single parent ","","","",""
"Sometimes","2007","Other degree","Couple + C. LE 16 ","","","",""
"Sometimes","2007","Other degree","Couple + C. GT 16 ","","","",""
"Sometimes","2007","Other degree","Couple + C. LE and GT 16","","","",""
"Sometimes","2007","no degree/no degree yet","1-pers.-HH","","","",""
"Sometimes","2007","no degree/no degree yet","(Married) couple without C. ","","","",""
"Sometimes","2007","no degree/no degree yet","Single parent ","","","",""
"Sometimes","2007","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Sometimes","2007","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Sometimes","2007","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Rarely","2007","lower secondary degree","1-pers.-HH","","","",""
"Rarely","2007","lower secondary degree","(Married) couple without C. ","","","",""
"Rarely","2007","lower secondary degree","Single parent ","","","",""
"Rarely","2007","lower secondary degree","Couple + C. LE 16 ","","","",""
"Rarely","2007","lower secondary degree","Couple + C. GT 16 ","","","",""
"Rarely","2007","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Rarely","2007","secondary school degree","1-pers.-HH","","","",""
"Rarely","2007","secondary school degree","(Married) couple without C. ","","","",""
"Rarely","2007","secondary school degree","Single parent ","","","",""
"Rarely","2007","secondary school degree","Couple + C. LE 16 ","","","",""
"Rarely","2007","secondary school degree","Couple + C. GT 16 ","","","",""
"Rarely","2007","secondary school degree","Couple + C. LE and GT 16","","","",""
"Rarely","2007","college entrance qualification","1-pers.-HH","","","",""
"Rarely","2007","college entrance qualification","(Married) couple without C. ","","","",""
"Rarely","2007","college entrance qualification","Single parent ","","","",""
"Rarely","2007","college entrance qualification","Couple + C. LE 16 ","","","",""
"Rarely","2007","college entrance qualification","Couple + C. GT 16 ","","","",""
"Rarely","2007","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Rarely","2007","Other degree","1-pers.-HH","","","",""
"Rarely","2007","Other degree","(Married) couple without C. ","","","",""
"Rarely","2007","Other degree","Single parent ","","","",""
"Rarely","2007","Other degree","Couple + C. LE 16 ","","","",""
"Rarely","2007","Other degree","Couple + C. GT 16 ","","","",""
"Rarely","2007","Other degree","Couple + C. LE and GT 16","","","",""
"Rarely","2007","no degree/no degree yet","1-pers.-HH","","","",""
"Rarely","2007","no degree/no degree yet","(Married) couple without C. ","","","",""
"Rarely","2007","no degree/no degree yet","Single parent ","","","",""
"Rarely","2007","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Rarely","2007","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Rarely","2007","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Never","2007","lower secondary degree","1-pers.-HH","","","",""
"Never","2007","lower secondary degree","(Married) couple without C. ","","","",""
"Never","2007","lower secondary degree","Single parent ","","","",""
"Never","2007","lower secondary degree","Couple + C. LE 16 ","","","",""
"Never","2007","lower secondary degree","Couple + C. GT 16 ","","","",""
"Never","2007","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Never","2007","secondary school degree","1-pers.-HH","","","",""
"Never","2007","secondary school degree","(Married) couple without C. ","","","",""
"Never","2007","secondary school degree","Single parent ","","","",""
"Never","2007","secondary school degree","Couple + C. LE 16 ","","","",""
"Never","2007","secondary school degree","Couple + C. GT 16 ","","","",""
"Never","2007","secondary school degree","Couple + C. LE and GT 16","","","",""
"Never","2007","college entrance qualification","1-pers.-HH","","","",""
"Never","2007","college entrance qualification","(Married) couple without C. ","","","",""
"Never","2007","college entrance qualification","Single parent ","","","",""
"Never","2007","college entrance qualification","Couple + C. LE 16 ","","","",""
"Never","2007","college entrance qualification","Couple + C. GT 16 ","","","",""
"Never","2007","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Never","2007","Other degree","1-pers.-HH","","","",""
"Never","2007","Other degree","(Married) couple without C. ","","","",""
"Never","2007","Other degree","Single parent ","","","",""
"Never","2007","Other degree","Couple + C. LE 16 ","","","",""
"Never","2007","Other degree","Couple + C. GT 16 ","","","",""
"Never","2007","Other degree","Couple + C. LE and GT 16","","","",""
"Never","2007","no degree/no degree yet","1-pers.-HH","","","",""
"Never","2007","no degree/no degree yet","(Married) couple without C. ","","","",""
"Never","2007","no degree/no degree yet","Single parent ","","","",""
"Never","2007","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Never","2007","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Never","2007","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Very often","2008","lower secondary degree","1-pers.-HH","6","","",""
"Very often","2008","lower secondary degree","(Married) couple without C. ","9","","",""
"Very often","2008","lower secondary degree","Single parent ","1","","",""
"Very often","2008","lower secondary degree","Couple + C. LE 16 ","2","","",""
"Very often","2008","lower secondary degree","Couple + C. GT 16 ","3","","",""
"Very often","2008","lower secondary degree","Couple + C. LE and GT 16","3","","",""
"Very often","2008","secondary school degree","1-pers.-HH","3","","",""
"Very often","2008","secondary school degree","(Married) couple without C. ","4","","",""
"Very often","2008","secondary school degree","Single parent ","","","",""
"Very often","2008","secondary school degree","Couple + C. LE 16 ","3","","",""
"Very often","2008","secondary school degree","Couple + C. GT 16 ","3","","",""
"Very often","2008","secondary school degree","Couple + C. LE and GT 16","1","","",""
"Very often","2008","college entrance qualification","1-pers.-HH","4","","",""
"Very often","2008","college entrance qualification","(Married) couple without C. ","5","","",""
"Very often","2008","college entrance qualification","Single parent ","3","","",""
"Very often","2008","college entrance qualification","Couple + C. LE 16 ","4","","",""
"Very often","2008","college entrance qualification","Couple + C. GT 16 ","7","","",""
"Very often","2008","college entrance qualification","Couple + C. LE and GT 16","1","","",""
"Very often","2008","Other degree","1-pers.-HH","1","","",""
"Very often","2008","Other degree","(Married) couple without C. ","","","",""
"Very often","2008","Other degree","Single parent ","","","",""
"Very often","2008","Other degree","Couple + C. LE 16 ","2","","",""
"Very often","2008","Other degree","Couple + C. GT 16 ","","","",""
"Very often","2008","Other degree","Couple + C. LE and GT 16","","","",""
"Very often","2008","no degree/no degree yet","1-pers.-HH","","","",""
"Very often","2008","no degree/no degree yet","(Married) couple without C. ","","","",""
"Very often","2008","no degree/no degree yet","Single parent ","5","","",""
"Very often","2008","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Very often","2008","no degree/no degree yet","Couple + C. GT 16 ","6","","",""
"Very often","2008","no degree/no degree yet","Couple + C. LE and GT 16","7","","",""
"Often","2008","lower secondary degree","1-pers.-HH","25","","",""
"Often","2008","lower secondary degree","(Married) couple without C. ","19","","",""
"Often","2008","lower secondary degree","Single parent ","11","","",""
"Often","2008","lower secondary degree","Couple + C. LE 16 ","18","","",""
"Often","2008","lower secondary degree","Couple + C. GT 16 ","10","","",""
"Often","2008","lower secondary degree","Couple + C. LE and GT 16","3","","",""
"Often","2008","secondary school degree","1-pers.-HH","16","","",""
"Often","2008","secondary school degree","(Married) couple without C. ","20","","",""
"Often","2008","secondary school degree","Single parent ","11","","",""
"Often","2008","secondary school degree","Couple + C. LE 16 ","10","","",""
"Often","2008","secondary school degree","Couple + C. GT 16 ","16","","",""
"Often","2008","secondary school degree","Couple + C. LE and GT 16","13","","",""
"Often","2008","college entrance qualification","1-pers.-HH","31","0.0351491174766547","0.0225675287326535","0.0477307062206559"
"Often","2008","college entrance qualification","(Married) couple without C. ","24","","",""
"Often","2008","college entrance qualification","Single parent ","15","","",""
"Often","2008","college entrance qualification","Couple + C. LE 16 ","18","","",""
"Often","2008","college entrance qualification","Couple + C. GT 16 ","34","0.0485180144352537","0.0339621783333604","0.063073850537147"
"Often","2008","college entrance qualification","Couple + C. LE and GT 16","9","","",""
"Often","2008","Other degree","1-pers.-HH","3","","",""
"Often","2008","Other degree","(Married) couple without C. ","8","","",""
"Often","2008","Other degree","Single parent ","","","",""
"Often","2008","Other degree","Couple + C. LE 16 ","4","","",""
"Often","2008","Other degree","Couple + C. GT 16 ","2","","",""
"Often","2008","Other degree","Couple + C. LE and GT 16","4","","",""
"Often","2008","no degree/no degree yet","1-pers.-HH","1","","",""
"Often","2008","no degree/no degree yet","(Married) couple without C. ","2","","",""
"Often","2008","no degree/no degree yet","Single parent ","10","","",""
"Often","2008","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Often","2008","no degree/no degree yet","Couple + C. GT 16 ","31","0.144085381280567","0.0934810827768224","0.194689679784312"
"Often","2008","no degree/no degree yet","Couple + C. LE and GT 16","31","0.253928927284878","0.182339298811442","0.325518555758315"
"Sometimes","2008","lower secondary degree","1-pers.-HH","96","0.0807258338401228","0.0655143516001248","0.0959373160801207"
"Sometimes","2008","lower secondary degree","(Married) couple without C. ","155","0.0653217051747755","0.0562373126847428","0.0744060976648081"
"Sometimes","2008","lower secondary degree","Single parent ","31","0.098250584266392","0.0653803106089965","0.131120857923787"
"Sometimes","2008","lower secondary degree","Couple + C. LE 16 ","86","0.115511877725415","0.0921155423787301","0.138908213072101"
"Sometimes","2008","lower secondary degree","Couple + C. GT 16 ","88","0.0816498416312289","0.0638877327387928","0.0994119505236651"
"Sometimes","2008","lower secondary degree","Couple + C. LE and GT 16","35","0.138381651675156","0.0968858655066391","0.179877437843672"
"Sometimes","2008","secondary school degree","1-pers.-HH","98","0.128954908930637","0.105479862046259","0.152429955815015"
"Sometimes","2008","secondary school degree","(Married) couple without C. ","150","0.0911570043920547","0.0783090486783863","0.104004960105723"
"Sometimes","2008","secondary school degree","Single parent ","57","0.199508511500282","0.15787859560607","0.241138427394493"
"Sometimes","2008","secondary school degree","Couple + C. LE 16 ","119","0.100907155793979","0.0834530207441643","0.118361290843793"
"Sometimes","2008","secondary school degree","Couple + C. GT 16 ","134","0.123414471433757","0.103414908290195","0.143414034577318"
"Sometimes","2008","secondary school degree","Couple + C. LE and GT 16","49","0.140565275262952","0.106245419630427","0.174885130895476"
"Sometimes","2008","college entrance qualification","1-pers.-HH","166","0.18809551131599","0.161396826987549","0.21479419564443"
"Sometimes","2008","college entrance qualification","(Married) couple without C. ","217","0.123143134572172","0.107916203697282","0.138370065447062"
"Sometimes","2008","college entrance qualification","Single parent ","49","0.247837689270681","0.191917348470198","0.303758030071164"
"Sometimes","2008","college entrance qualification","Couple + C. LE 16 ","131","0.134724529111173","0.114510944007536","0.15493811421481"
"Sometimes","2008","college entrance qualification","Couple + C. GT 16 ","151","0.212208256902514","0.184508738813384","0.239907774991644"
"Sometimes","2008","college entrance qualification","Couple + C. LE and GT 16","38","0.14172696311838","0.100505754685405","0.182948171551354"
"Sometimes","2008","Other degree","1-pers.-HH","5","","",""
"Sometimes","2008","Other degree","(Married) couple without C. ","50","0.150170086176313","0.112253552830168","0.188086619522457"
"Sometimes","2008","Other degree","Single parent ","7","","",""
"Sometimes","2008","Other degree","Couple + C. LE 16 ","34","0.17640254299717","0.122061607806887","0.230743478187453"
"Sometimes","2008","Other degree","Couple + C. GT 16 ","27","","",""
"Sometimes","2008","Other degree","Couple + C. LE and GT 16","12","","",""
"Sometimes","2008","no degree/no degree yet","1-pers.-HH","6","","",""
"Sometimes","2008","no degree/no degree yet","(Married) couple without C. ","8","","",""
"Sometimes","2008","no degree/no degree yet","Single parent ","22","","",""
"Sometimes","2008","no degree/no degree yet","Couple + C. LE 16 ","6","","",""
"Sometimes","2008","no degree/no degree yet","Couple + C. GT 16 ","60","0.301543878605031","0.235412580277164","0.367675176932898"
"Sometimes","2008","no degree/no degree yet","Couple + C. LE and GT 16","45","0.342117710729783","0.264086958254757","0.42014846320481"
"Rarely","2008","lower secondary degree","1-pers.-HH","245","0.197266655259908","0.175046083513785","0.219487227006032"
"Rarely","2008","lower secondary degree","(Married) couple without C. ","616","0.218364388772946","0.203175390589053","0.233553386956839"
"Rarely","2008","lower secondary degree","Single parent ","94","0.293905802833394","0.243598826432349","0.344212779234439"
"Rarely","2008","lower secondary degree","Couple + C. LE 16 ","243","0.312700772321212","0.278767486275417","0.346634058367006"
"Rarely","2008","lower secondary degree","Couple + C. GT 16 ","305","0.359479617336878","0.328354118901933","0.390605115771824"
"Rarely","2008","lower secondary degree","Couple + C. LE and GT 16","93","0.381578979785303","0.323202000940194","0.439955958630411"
"Rarely","2008","secondary school degree","1-pers.-HH","248","0.316856942806417","0.284269171995591","0.349444713617243"
"Rarely","2008","secondary school degree","(Married) couple without C. ","580","0.311288210191982","0.290620390158779","0.331956030225185"
"Rarely","2008","secondary school degree","Single parent ","114","0.27011819242786","0.223864155062036","0.316372229793685"
"Rarely","2008","secondary school degree","Couple + C. LE 16 ","422","0.415619270579057","0.387061068668776","0.444177472489338"
"Rarely","2008","secondary school degree","Couple + C. GT 16 ","359","0.340832586726137","0.312011607178588","0.369653566273686"
"Rarely","2008","secondary school degree","Couple + C. LE and GT 16","125","0.321957099176444","0.275822413121621","0.368091785231267"
"Rarely","2008","college entrance qualification","1-pers.-HH","325","0.422276533583533","0.388531749664403","0.456021317502662"
"Rarely","2008","college entrance qualification","(Married) couple without C. ","641","0.373287275778216","0.35087433879274","0.395700212763692"
"Rarely","2008","college entrance qualification","Single parent ","88","0.407764519494398","0.344116883452313","0.471412155536482"
"Rarely","2008","college entrance qualification","Couple + C. LE 16 ","461","0.430403102999735","0.401089829629767","0.459716376369702"
"Rarely","2008","college entrance qualification","Couple + C. GT 16 ","340","0.387561514158546","0.354555968195005","0.420567060122087"
"Rarely","2008","college entrance qualification","Couple + C. LE and GT 16","99","0.327136657602871","0.271685606293081","0.38258770891266"
"Rarely","2008","Other degree","1-pers.-HH","30","0.357817381450977","0.25878281008782","0.456851952814134"
"Rarely","2008","Other degree","(Married) couple without C. ","77","0.263514484570103","0.216756557149241","0.310272411990964"
"Rarely","2008","Other degree","Single parent ","12","","",""
"Rarely","2008","Other degree","Couple + C. LE 16 ","64","0.368173932852513","0.299412886462507","0.43693497924252"
"Rarely","2008","Other degree","Couple + C. GT 16 ","56","0.322141302814513","0.252101836614193","0.392180769014834"
"Rarely","2008","Other degree","Couple + C. LE and GT 16","19","","",""
"Rarely","2008","no degree/no degree yet","1-pers.-HH","6","","",""
"Rarely","2008","no degree/no degree yet","(Married) couple without C. ","11","","",""
"Rarely","2008","no degree/no degree yet","Single parent ","21","","",""
"Rarely","2008","no degree/no degree yet","Couple + C. LE 16 ","6","","",""
"Rarely","2008","no degree/no degree yet","Couple + C. GT 16 ","46","0.234727947512693","0.173654483393639","0.295801411631747"
"Rarely","2008","no degree/no degree yet","Couple + C. LE and GT 16","36","0.226654080068556","0.157793196839054","0.295514963298058"
"Never","2008","lower secondary degree","1-pers.-HH","860","0.689382975113113","0.663543383712336","0.71522256651389"
"Never","2008","lower secondary degree","(Married) couple without C. ","2043","0.706111944655508","0.689363911928537","0.72285997738248"
"Never","2008","lower secondary degree","Single parent ","178","0.53285880498025","0.47776243693832","0.58795517302218"
"Never","2008","lower secondary degree","Couple + C. LE 16 ","368","0.527212151609679","0.490668295525938","0.56375600769342"
"Never","2008","lower secondary degree","Couple + C. GT 16 ","507","0.534286216968673","0.501929888668487","0.566642545268859"
"Never","2008","lower secondary degree","Couple + C. LE and GT 16","132","0.445969898988663","0.386235193533153","0.505704604444173"
"Never","2008","secondary school degree","1-pers.-HH","418","0.537807758878164","0.502886325043958","0.572729192712371"
"Never","2008","secondary school degree","(Married) couple without C. ","1174","0.58412300337537","0.562122674120824","0.606123332629916"
"Never","2008","secondary school degree","Single parent ","172","0.494696630660087","0.4426141053867","0.546779155933473"
"Never","2008","secondary school degree","Couple + C. LE 16 ","590","0.470740829999149","0.441816706389622","0.499664953608677"
"Never","2008","secondary school degree","Couple + C. GT 16 ","527","0.501893227692695","0.471490873923355","0.532295581462036"
"Never","2008","secondary school degree","Couple + C. LE and GT 16","206","0.493485150549965","0.444118562115912","0.542851738984017"
"Never","2008","college entrance qualification","1-pers.-HH","297","0.345282312660416","0.312798845634626","0.377765779686207"
"Never","2008","college entrance qualification","(Married) couple without C. ","902","0.488922017632274","0.465758404433229","0.512085630831319"
"Never","2008","college entrance qualification","Single parent ","74","0.246763721936592","0.190924852027995","0.302602591845188"
"Never","2008","college entrance qualification","Couple + C. LE 16 ","482","0.420818164603892","0.391590270896026","0.450046058311757"
"Never","2008","college entrance qualification","Couple + C. GT 16 ","305","0.339027759117466","0.306958080931258","0.371097437303675"
"Never","2008","college entrance qualification","Couple + C. LE and GT 16","128","0.452578247821714","0.39374949956687","0.511406996076557"
"Never","2008","Other degree","1-pers.-HH","51","0.526182819560258","0.423025376173976","0.62934026294654"
"Never","2008","Other degree","(Married) couple without C. ","206","0.561550151798889","0.508884781995658","0.61421552160212"
"Never","2008","Other degree","Single parent ","34","0.636147912022277","0.506623495372965","0.765672328671589"
"Never","2008","Other degree","Couple + C. LE 16 ","85","0.385311396064415","0.3159287758667","0.454694016262131"
"Never","2008","Other degree","Couple + C. GT 16 ","86","0.51886264101618","0.443974891992795","0.593750390039565"
"Never","2008","Other degree","Couple + C. LE and GT 16","26","","",""
"Never","2008","no degree/no degree yet","1-pers.-HH","19","","",""
"Never","2008","no degree/no degree yet","(Married) couple without C. ","58","0.738665915907136","0.641780902623446","0.835550929190826"
"Never","2008","no degree/no degree yet","Single parent ","10","","",""
"Never","2008","no degree/no degree yet","Couple + C. LE 16 ","16","","",""
"Never","2008","no degree/no degree yet","Couple + C. GT 16 ","42","0.284841459916837","0.219803787100369","0.349879132733305"
"Never","2008","no degree/no degree yet","Couple + C. LE and GT 16","23","","",""
"Very often","2009","lower secondary degree","1-pers.-HH","","","",""
"Very often","2009","lower secondary degree","(Married) couple without C. ","","","",""
"Very often","2009","lower secondary degree","Single parent ","","","",""
"Very often","2009","lower secondary degree","Couple + C. LE 16 ","","","",""
"Very often","2009","lower secondary degree","Couple + C. GT 16 ","","","",""
"Very often","2009","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Very often","2009","secondary school degree","1-pers.-HH","","","",""
"Very often","2009","secondary school degree","(Married) couple without C. ","","","",""
"Very often","2009","secondary school degree","Single parent ","","","",""
"Very often","2009","secondary school degree","Couple + C. LE 16 ","","","",""
"Very often","2009","secondary school degree","Couple + C. GT 16 ","","","",""
"Very often","2009","secondary school degree","Couple + C. LE and GT 16","","","",""
"Very often","2009","college entrance qualification","1-pers.-HH","","","",""
"Very often","2009","college entrance qualification","(Married) couple without C. ","","","",""
"Very often","2009","college entrance qualification","Single parent ","","","",""
"Very often","2009","college entrance qualification","Couple + C. LE 16 ","","","",""
"Very often","2009","college entrance qualification","Couple + C. GT 16 ","","","",""
"Very often","2009","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Very often","2009","Other degree","1-pers.-HH","","","",""
"Very often","2009","Other degree","(Married) couple without C. ","","","",""
"Very often","2009","Other degree","Single parent ","","","",""
"Very often","2009","Other degree","Couple + C. LE 16 ","","","",""
"Very often","2009","Other degree","Couple + C. GT 16 ","","","",""
"Very often","2009","Other degree","Couple + C. LE and GT 16","","","",""
"Very often","2009","no degree/no degree yet","1-pers.-HH","","","",""
"Very often","2009","no degree/no degree yet","(Married) couple without C. ","","","",""
"Very often","2009","no degree/no degree yet","Single parent ","","","",""
"Very often","2009","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Very often","2009","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Very often","2009","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Often","2009","lower secondary degree","1-pers.-HH","","","",""
"Often","2009","lower secondary degree","(Married) couple without C. ","","","",""
"Often","2009","lower secondary degree","Single parent ","","","",""
"Often","2009","lower secondary degree","Couple + C. LE 16 ","","","",""
"Often","2009","lower secondary degree","Couple + C. GT 16 ","","","",""
"Often","2009","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Often","2009","secondary school degree","1-pers.-HH","","","",""
"Often","2009","secondary school degree","(Married) couple without C. ","","","",""
"Often","2009","secondary school degree","Single parent ","","","",""
"Often","2009","secondary school degree","Couple + C. LE 16 ","","","",""
"Often","2009","secondary school degree","Couple + C. GT 16 ","","","",""
"Often","2009","secondary school degree","Couple + C. LE and GT 16","","","",""
"Often","2009","college entrance qualification","1-pers.-HH","","","",""
"Often","2009","college entrance qualification","(Married) couple without C. ","","","",""
"Often","2009","college entrance qualification","Single parent ","","","",""
"Often","2009","college entrance qualification","Couple + C. LE 16 ","","","",""
"Often","2009","college entrance qualification","Couple + C. GT 16 ","","","",""
"Often","2009","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Often","2009","Other degree","1-pers.-HH","","","",""
"Often","2009","Other degree","(Married) couple without C. ","","","",""
"Often","2009","Other degree","Single parent ","","","",""
"Often","2009","Other degree","Couple + C. LE 16 ","","","",""
"Often","2009","Other degree","Couple + C. GT 16 ","","","",""
"Often","2009","Other degree","Couple + C. LE and GT 16","","","",""
"Often","2009","no degree/no degree yet","1-pers.-HH","","","",""
"Often","2009","no degree/no degree yet","(Married) couple without C. ","","","",""
"Often","2009","no degree/no degree yet","Single parent ","","","",""
"Often","2009","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Often","2009","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Often","2009","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Sometimes","2009","lower secondary degree","1-pers.-HH","","","",""
"Sometimes","2009","lower secondary degree","(Married) couple without C. ","","","",""
"Sometimes","2009","lower secondary degree","Single parent ","","","",""
"Sometimes","2009","lower secondary degree","Couple + C. LE 16 ","","","",""
"Sometimes","2009","lower secondary degree","Couple + C. GT 16 ","","","",""
"Sometimes","2009","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Sometimes","2009","secondary school degree","1-pers.-HH","","","",""
"Sometimes","2009","secondary school degree","(Married) couple without C. ","","","",""
"Sometimes","2009","secondary school degree","Single parent ","","","",""
"Sometimes","2009","secondary school degree","Couple + C. LE 16 ","","","",""
"Sometimes","2009","secondary school degree","Couple + C. GT 16 ","","","",""
"Sometimes","2009","secondary school degree","Couple + C. LE and GT 16","","","",""
"Sometimes","2009","college entrance qualification","1-pers.-HH","","","",""
