"pld0044","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Never","2009","general elemantary","Rural Area","","","",""
"Never","2009","middle vocational","Urban Area","","","",""
"Never","2009","middle vocational","Rural Area","","","",""
"Never","2009","vocational + Abi","Urban Area","","","",""
"Never","2009","vocational + Abi","Rural Area","","","",""
"Never","2009","higher vocational","Urban Area","","","",""
"Never","2009","higher vocational","Rural Area","","","",""
"Never","2009","higher education","Urban Area","","","",""
"Never","2009","higher education","Rural Area","","","",""
"Very often","2010","in school","Urban Area","","","",""
"Very often","2010","in school","Rural Area","","","",""
"Very often","2010","inadequately","Urban Area","","","",""
"Very often","2010","inadequately","Rural Area","","","",""
"Very often","2010","general elemantary","Urban Area","","","",""
"Very often","2010","general elemantary","Rural Area","","","",""
"Very often","2010","middle vocational","Urban Area","","","",""
"Very often","2010","middle vocational","Rural Area","","","",""
"Very often","2010","vocational + Abi","Urban Area","","","",""
"Very often","2010","vocational + Abi","Rural Area","","","",""
"Very often","2010","higher vocational","Urban Area","","","",""
"Very often","2010","higher vocational","Rural Area","","","",""
"Very often","2010","higher education","Urban Area","","","",""
"Very often","2010","higher education","Rural Area","","","",""
"Often","2010","in school","Urban Area","","","",""
"Often","2010","in school","Rural Area","","","",""
"Often","2010","inadequately","Urban Area","","","",""
"Often","2010","inadequately","Rural Area","","","",""
"Often","2010","general elemantary","Urban Area","","","",""
"Often","2010","general elemantary","Rural Area","","","",""
"Often","2010","middle vocational","Urban Area","","","",""
"Often","2010","middle vocational","Rural Area","","","",""
"Often","2010","vocational + Abi","Urban Area","","","",""
"Often","2010","vocational + Abi","Rural Area","","","",""
"Often","2010","higher vocational","Urban Area","","","",""
"Often","2010","higher vocational","Rural Area","","","",""
"Often","2010","higher education","Urban Area","","","",""
"Often","2010","higher education","Rural Area","","","",""
"Sometimes","2010","in school","Urban Area","","","",""
"Sometimes","2010","in school","Rural Area","","","",""
"Sometimes","2010","inadequately","Urban Area","","","",""
"Sometimes","2010","inadequately","Rural Area","","","",""
"Sometimes","2010","general elemantary","Urban Area","","","",""
"Sometimes","2010","general elemantary","Rural Area","","","",""
"Sometimes","2010","middle vocational","Urban Area","","","",""
"Sometimes","2010","middle vocational","Rural Area","","","",""
"Sometimes","2010","vocational + Abi","Urban Area","","","",""
"Sometimes","2010","vocational + Abi","Rural Area","","","",""
"Sometimes","2010","higher vocational","Urban Area","","","",""
"Sometimes","2010","higher vocational","Rural Area","","","",""
"Sometimes","2010","higher education","Urban Area","","","",""
"Sometimes","2010","higher education","Rural Area","","","",""
"Rarely","2010","in school","Urban Area","","","",""
"Rarely","2010","in school","Rural Area","","","",""
"Rarely","2010","inadequately","Urban Area","","","",""
"Rarely","2010","inadequately","Rural Area","","","",""
"Rarely","2010","general elemantary","Urban Area","","","",""
"Rarely","2010","general elemantary","Rural Area","","","",""
"Rarely","2010","middle vocational","Urban Area","","","",""
"Rarely","2010","middle vocational","Rural Area","","","",""
"Rarely","2010","vocational + Abi","Urban Area","","","",""
"Rarely","2010","vocational + Abi","Rural Area","","","",""
"Rarely","2010","higher vocational","Urban Area","","","",""
"Rarely","2010","higher vocational","Rural Area","","","",""
"Rarely","2010","higher education","Urban Area","","","",""
"Rarely","2010","higher education","Rural Area","","","",""
"Never","2010","in school","Urban Area","","","",""
"Never","2010","in school","Rural Area","","","",""
"Never","2010","inadequately","Urban Area","","","",""
"Never","2010","inadequately","Rural Area","","","",""
"Never","2010","general elemantary","Urban Area","","","",""
"Never","2010","general elemantary","Rural Area","","","",""
"Never","2010","middle vocational","Urban Area","","","",""
"Never","2010","middle vocational","Rural Area","","","",""
"Never","2010","vocational + Abi","Urban Area","","","",""
"Never","2010","vocational + Abi","Rural Area","","","",""
"Never","2010","higher vocational","Urban Area","","","",""
"Never","2010","higher vocational","Rural Area","","","",""
"Never","2010","higher education","Urban Area","","","",""
"Never","2010","higher education","Rural Area","","","",""
"Very often","2011","in school","Urban Area","","","",""
"Very often","2011","in school","Rural Area","","","",""
"Very often","2011","inadequately","Urban Area","","","",""
"Very often","2011","inadequately","Rural Area","","","",""
"Very often","2011","general elemantary","Urban Area","","","",""
"Very often","2011","general elemantary","Rural Area","","","",""
"Very often","2011","middle vocational","Urban Area","","","",""
"Very often","2011","middle vocational","Rural Area","","","",""
"Very often","2011","vocational + Abi","Urban Area","","","",""
"Very often","2011","vocational + Abi","Rural Area","","","",""
"Very often","2011","higher vocational","Urban Area","","","",""
"Very often","2011","higher vocational","Rural Area","","","",""
"Very often","2011","higher education","Urban Area","","","",""
"Very often","2011","higher education","Rural Area","","","",""
"Often","2011","in school","Urban Area","","","",""
"Often","2011","in school","Rural Area","","","",""
"Often","2011","inadequately","Urban Area","","","",""
"Often","2011","inadequately","Rural Area","","","",""
"Often","2011","general elemantary","Urban Area","","","",""
"Often","2011","general elemantary","Rural Area","","","",""
"Often","2011","middle vocational","Urban Area","","","",""
"Often","2011","middle vocational","Rural Area","","","",""
"Often","2011","vocational + Abi","Urban Area","","","",""
"Often","2011","vocational + Abi","Rural Area","","","",""
"Often","2011","higher vocational","Urban Area","","","",""
"Often","2011","higher vocational","Rural Area","","","",""
"Often","2011","higher education","Urban Area","","","",""
"Often","2011","higher education","Rural Area","","","",""
"Sometimes","2011","in school","Urban Area","","","",""
"Sometimes","2011","in school","Rural Area","","","",""
"Sometimes","2011","inadequately","Urban Area","","","",""
"Sometimes","2011","inadequately","Rural Area","","","",""
"Sometimes","2011","general elemantary","Urban Area","","","",""
"Sometimes","2011","general elemantary","Rural Area","","","",""
"Sometimes","2011","middle vocational","Urban Area","","","",""
"Sometimes","2011","middle vocational","Rural Area","","","",""
"Sometimes","2011","vocational + Abi","Urban Area","","","",""
"Sometimes","2011","vocational + Abi","Rural Area","","","",""
"Sometimes","2011","higher vocational","Urban Area","","","",""
"Sometimes","2011","higher vocational","Rural Area","","","",""
"Sometimes","2011","higher education","Urban Area","","","",""
"Sometimes","2011","higher education","Rural Area","","","",""
"Rarely","2011","in school","Urban Area","","","",""
"Rarely","2011","in school","Rural Area","","","",""
"Rarely","2011","inadequately","Urban Area","","","",""
"Rarely","2011","inadequately","Rural Area","","","",""
"Rarely","2011","general elemantary","Urban Area","","","",""
"Rarely","2011","general elemantary","Rural Area","","","",""
"Rarely","2011","middle vocational","Urban Area","","","",""
"Rarely","2011","middle vocational","Rural Area","","","",""
"Rarely","2011","vocational + Abi","Urban Area","","","",""
"Rarely","2011","vocational + Abi","Rural Area","","","",""
"Rarely","2011","higher vocational","Urban Area","","","",""
"Rarely","2011","higher vocational","Rural Area","","","",""
"Rarely","2011","higher education","Urban Area","","","",""
"Rarely","2011","higher education","Rural Area","","","",""
"Never","2011","in school","Urban Area","","","",""
"Never","2011","in school","Rural Area","","","",""
"Never","2011","inadequately","Urban Area","","","",""
"Never","2011","inadequately","Rural Area","","","",""
"Never","2011","general elemantary","Urban Area","","","",""
"Never","2011","general elemantary","Rural Area","","","",""
"Never","2011","middle vocational","Urban Area","","","",""
"Never","2011","middle vocational","Rural Area","","","",""
"Never","2011","vocational + Abi","Urban Area","","","",""
"Never","2011","vocational + Abi","Rural Area","","","",""
"Never","2011","higher vocational","Urban Area","","","",""
"Never","2011","higher vocational","Rural Area","","","",""
"Never","2011","higher education","Urban Area","","","",""
"Never","2011","higher education","Rural Area","","","",""
"Very often","2012","in school","Urban Area","","","",""
"Very often","2012","in school","Rural Area","","","",""
"Very often","2012","inadequately","Urban Area","","","",""
"Very often","2012","inadequately","Rural Area","","","",""
"Very often","2012","general elemantary","Urban Area","","","",""
"Very often","2012","general elemantary","Rural Area","","","",""
"Very often","2012","middle vocational","Urban Area","","","",""
"Very often","2012","middle vocational","Rural Area","","","",""
"Very often","2012","vocational + Abi","Urban Area","","","",""
"Very often","2012","vocational + Abi","Rural Area","","","",""
"Very often","2012","higher vocational","Urban Area","","","",""
"Very often","2012","higher vocational","Rural Area","","","",""
"Very often","2012","higher education","Urban Area","","","",""
"Very often","2012","higher education","Rural Area","","","",""
"Often","2012","in school","Urban Area","","","",""
"Often","2012","in school","Rural Area","","","",""
"Often","2012","inadequately","Urban Area","","","",""
"Often","2012","inadequately","Rural Area","","","",""
"Often","2012","general elemantary","Urban Area","","","",""
"Often","2012","general elemantary","Rural Area","","","",""
"Often","2012","middle vocational","Urban Area","","","",""
"Often","2012","middle vocational","Rural Area","","","",""
"Often","2012","vocational + Abi","Urban Area","","","",""
"Often","2012","vocational + Abi","Rural Area","","","",""
"Often","2012","higher vocational","Urban Area","","","",""
"Often","2012","higher vocational","Rural Area","","","",""
"Often","2012","higher education","Urban Area","","","",""
"Often","2012","higher education","Rural Area","","","",""
"Sometimes","2012","in school","Urban Area","","","",""
"Sometimes","2012","in school","Rural Area","","","",""
"Sometimes","2012","inadequately","Urban Area","","","",""
"Sometimes","2012","inadequately","Rural Area","","","",""
"Sometimes","2012","general elemantary","Urban Area","","","",""
"Sometimes","2012","general elemantary","Rural Area","","","",""
"Sometimes","2012","middle vocational","Urban Area","","","",""
"Sometimes","2012","middle vocational","Rural Area","","","",""
"Sometimes","2012","vocational + Abi","Urban Area","","","",""
"Sometimes","2012","vocational + Abi","Rural Area","","","",""
"Sometimes","2012","higher vocational","Urban Area","","","",""
"Sometimes","2012","higher vocational","Rural Area","","","",""
"Sometimes","2012","higher education","Urban Area","","","",""
"Sometimes","2012","higher education","Rural Area","","","",""
"Rarely","2012","in school","Urban Area","","","",""
"Rarely","2012","in school","Rural Area","","","",""
"Rarely","2012","inadequately","Urban Area","","","",""
"Rarely","2012","inadequately","Rural Area","","","",""
"Rarely","2012","general elemantary","Urban Area","","","",""
"Rarely","2012","general elemantary","Rural Area","","","",""
"Rarely","2012","middle vocational","Urban Area","","","",""
"Rarely","2012","middle vocational","Rural Area","","","",""
"Rarely","2012","vocational + Abi","Urban Area","","","",""
"Rarely","2012","vocational + Abi","Rural Area","","","",""
"Rarely","2012","higher vocational","Urban Area","","","",""
"Rarely","2012","higher vocational","Rural Area","","","",""
"Rarely","2012","higher education","Urban Area","","","",""
"Rarely","2012","higher education","Rural Area","","","",""
"Never","2012","in school","Urban Area","","","",""
"Never","2012","in school","Rural Area","","","",""
"Never","2012","inadequately","Urban Area","","","",""
"Never","2012","inadequately","Rural Area","","","",""
"Never","2012","general elemantary","Urban Area","","","",""
"Never","2012","general elemantary","Rural Area","","","",""
"Never","2012","middle vocational","Urban Area","","","",""
"Never","2012","middle vocational","Rural Area","","","",""
"Never","2012","vocational + Abi","Urban Area","","","",""
"Never","2012","vocational + Abi","Rural Area","","","",""
"Never","2012","higher vocational","Urban Area","","","",""
"Never","2012","higher vocational","Rural Area","","","",""
"Never","2012","higher education","Urban Area","","","",""
"Never","2012","higher education","Rural Area","","","",""
"Very often","2013","in school","Urban Area","6","","",""
"Very often","2013","in school","Rural Area","3","","",""
"Very often","2013","inadequately","Urban Area","2","","",""
"Very often","2013","inadequately","Rural Area","4","","",""
"Very often","2013","general elemantary","Urban Area","16","","",""
"Very often","2013","general elemantary","Rural Area","5","","",""
"Very often","2013","middle vocational","Urban Area","29","","",""
"Very often","2013","middle vocational","Rural Area","7","","",""
"Very often","2013","vocational + Abi","Urban Area","4","","",""
"Very often","2013","vocational + Abi","Rural Area","","","",""
"Very often","2013","higher vocational","Urban Area","6","","",""
"Very often","2013","higher vocational","Rural Area","1","","",""
"Very often","2013","higher education","Urban Area","6","","",""
"Very often","2013","higher education","Rural Area","2","","",""
"Often","2013","in school","Urban Area","49","0.160451324538098","0.119395621162121","0.201507027914076"
"Often","2013","in school","Rural Area","25","","",""
"Often","2013","inadequately","Urban Area","11","","",""
"Often","2013","inadequately","Rural Area","10","","",""
"Often","2013","general elemantary","Urban Area","90","0.0376946113791147","0.0285873134470078","0.0468019093112215"
"Often","2013","general elemantary","Rural Area","37","0.0242905274308342","0.0142270754584349","0.0343539794032334"
"Often","2013","middle vocational","Urban Area","200","0.0280303129297888","0.0242603981356248","0.0318002277239528"
"Often","2013","middle vocational","Rural Area","87","0.0179164185331492","0.0142568383811833","0.0215759986851151"
"Often","2013","vocational + Abi","Urban Area","39","0.0402887778449477","0.0295417112514688","0.0510358444384267"
"Often","2013","vocational + Abi","Rural Area","4","","",""
"Often","2013","higher vocational","Urban Area","13","","",""
"Often","2013","higher vocational","Rural Area","9","","",""
"Often","2013","higher education","Urban Area","87","0.0234957124408635","0.0189087593662558","0.0280826655154712"
"Often","2013","higher education","Rural Area","13","","",""
"Sometimes","2013","in school","Urban Area","109","0.351852209921152","0.298433171380649","0.405271248461655"
"Sometimes","2013","in school","Rural Area","49","0.324380433744565","0.245701752649331","0.4030591148398"
"Sometimes","2013","inadequately","Urban Area","41","0.128539419166226","0.0834865762713926","0.173592262061059"
"Sometimes","2013","inadequately","Rural Area","14","","",""
"Sometimes","2013","general elemantary","Urban Area","247","0.122828747188251","0.107132867669896","0.138524626706606"
"Sometimes","2013","general elemantary","Rural Area","129","0.123242854142622","0.101755211337814","0.14473049694743"
"Sometimes","2013","middle vocational","Urban Area","908","0.118561642494642","0.111178193525844","0.125945091463439"
"Sometimes","2013","middle vocational","Rural Area","476","0.101573009895604","0.0932388468062","0.109907172985007"
"Sometimes","2013","vocational + Abi","Urban Area","161","0.122608427625568","0.104682381999918","0.140534473251219"
"Sometimes","2013","vocational + Abi","Rural Area","52","0.140856357793795","0.109896544054401","0.171816171533189"
"Sometimes","2013","higher vocational","Urban Area","92","0.094337395475595","0.0762390285412671","0.112435762409923"
"Sometimes","2013","higher vocational","Rural Area","61","0.107653324562846","0.0842715896347601","0.131035059490933"
"Sometimes","2013","higher education","Urban Area","596","0.153865600571466","0.142939043090042","0.16479215805289"
"Sometimes","2013","higher education","Rural Area","163","0.0957360020495787","0.0814523404479404","0.110019663651217"
"Rarely","2013","in school","Urban Area","89","0.332869689257556","0.280156248461473","0.385583130053639"
"Rarely","2013","in school","Rural Area","35","0.186525370776644","0.12105879901724","0.251991942536049"
"Rarely","2013","inadequately","Urban Area","46","0.255151559171841","0.196468434516367","0.313834683827315"
"Rarely","2013","inadequately","Rural Area","21","","",""
"Rarely","2013","general elemantary","Urban Area","422","0.242424632332049","0.221932141682162","0.262917122981936"
"Rarely","2013","general elemantary","Rural Area","203","0.218655502506746","0.19163647399294","0.245674531020552"
"Rarely","2013","middle vocational","Urban Area","2181","0.296544512454782","0.286112827610417","0.306976197299148"
"Rarely","2013","middle vocational","Rural Area","1398","0.269968785183334","0.25772096138326","0.282216608983409"
"Rarely","2013","vocational + Abi","Urban Area","469","0.383711172748424","0.357133192371052","0.410289153125796"
"Rarely","2013","vocational + Abi","Rural Area","182","0.422051768536866","0.378097146138963","0.466006390934769"
"Rarely","2013","higher vocational","Urban Area","335","0.372315780786816","0.342383448521514","0.402248113052119"
"Rarely","2013","higher vocational","Rural Area","229","0.338301439596451","0.302608836516053","0.373994042676849"
"Rarely","2013","higher education","Urban Area","1612","0.392559781137606","0.37777218490331","0.407347377371902"
"Rarely","2013","higher education","Rural Area","586","0.3740146883018","0.350524814186758","0.397504562416842"
"Never","2013","in school","Urban Area","54","0.141405715439819","0.102428897402958","0.18038253347668"
"Never","2013","in school","Rural Area","24","","",""
"Never","2013","inadequately","Urban Area","112","0.595157249060441","0.529081939259989","0.661232558860892"
"Never","2013","inadequately","Rural Area","67","0.583340218249153","0.493624023020791","0.673056413477514"
"Never","2013","general elemantary","Urban Area","905","0.591934962977277","0.568433486941024","0.61543643901353"
"Never","2013","general elemantary","Rural Area","525","0.632378530371882","0.600860632998069","0.663896427745694"
"Never","2013","middle vocational","Urban Area","4046","0.553161180382601","0.541806040296404","0.564516320468799"
"Never","2013","middle vocational","Rural Area","3079","0.609951267448996","0.596494571392475","0.623407963505517"
"Never","2013","vocational + Abi","Urban Area","613","0.452426194374587","0.425222818030887","0.479629570718288"
"Never","2013","vocational + Abi","Rural Area","247","0.421511299046694","0.377564295123097","0.465458302970291"
"Never","2013","higher vocational","Urban Area","556","0.519819773104569","0.48888529708472","0.550754249124419"
"Never","2013","higher vocational","Rural Area","375","0.545942050854366","0.508382090978623","0.58350201073011"
"Never","2013","higher education","Urban Area","1888","0.429233251118758","0.414244380115961","0.444222122121554"
"Never","2013","higher education","Rural Area","866","0.520293274720149","0.496040228271437","0.544546321168861"
"Very often","2014","in school","Urban Area","","","",""
"Very often","2014","in school","Rural Area","","","",""
"Very often","2014","inadequately","Urban Area","","","",""
"Very often","2014","inadequately","Rural Area","","","",""
"Very often","2014","general elemantary","Urban Area","","","",""
"Very often","2014","general elemantary","Rural Area","","","",""
"Very often","2014","middle vocational","Urban Area","","","",""
"Very often","2014","middle vocational","Rural Area","","","",""
"Very often","2014","vocational + Abi","Urban Area","","","",""
"Very often","2014","vocational + Abi","Rural Area","","","",""
"Very often","2014","higher vocational","Urban Area","","","",""
"Very often","2014","higher vocational","Rural Area","","","",""
"Very often","2014","higher education","Urban Area","","","",""
"Very often","2014","higher education","Rural Area","","","",""
"Often","2014","in school","Urban Area","","","",""
"Often","2014","in school","Rural Area","","","",""
"Often","2014","inadequately","Urban Area","","","",""
"Often","2014","inadequately","Rural Area","","","",""
"Often","2014","general elemantary","Urban Area","","","",""
"Often","2014","general elemantary","Rural Area","","","",""
"Often","2014","middle vocational","Urban Area","","","",""
"Often","2014","middle vocational","Rural Area","","","",""
"Often","2014","vocational + Abi","Urban Area","","","",""
"Often","2014","vocational + Abi","Rural Area","","","",""
"Often","2014","higher vocational","Urban Area","","","",""
"Often","2014","higher vocational","Rural Area","","","",""
"Often","2014","higher education","Urban Area","","","",""
"Often","2014","higher education","Rural Area","","","",""
"Sometimes","2014","in school","Urban Area","","","",""
"Sometimes","2014","in school","Rural Area","","","",""
"Sometimes","2014","inadequately","Urban Area","","","",""
"Sometimes","2014","inadequately","Rural Area","","","",""
"Sometimes","2014","general elemantary","Urban Area","","","",""
"Sometimes","2014","general elemantary","Rural Area","","","",""
"Sometimes","2014","middle vocational","Urban Area","","","",""
"Sometimes","2014","middle vocational","Rural Area","","","",""
"Sometimes","2014","vocational + Abi","Urban Area","","","",""
"Sometimes","2014","vocational + Abi","Rural Area","","","",""
"Sometimes","2014","higher vocational","Urban Area","","","",""
"Sometimes","2014","higher vocational","Rural Area","","","",""
"Sometimes","2014","higher education","Urban Area","","","",""
"Sometimes","2014","higher education","Rural Area","","","",""
"Rarely","2014","in school","Urban Area","","","",""
"Rarely","2014","in school","Rural Area","","","",""
"Rarely","2014","inadequately","Urban Area","","","",""
"Rarely","2014","inadequately","Rural Area","","","",""
"Rarely","2014","general elemantary","Urban Area","","","",""
"Rarely","2014","general elemantary","Rural Area","","","",""
"Rarely","2014","middle vocational","Urban Area","","","",""
"Rarely","2014","middle vocational","Rural Area","","","",""
"Rarely","2014","vocational + Abi","Urban Area","","","",""
"Rarely","2014","vocational + Abi","Rural Area","","","",""
"Rarely","2014","higher vocational","Urban Area","","","",""
"Rarely","2014","higher vocational","Rural Area","","","",""
"Rarely","2014","higher education","Urban Area","","","",""
"Rarely","2014","higher education","Rural Area","","","",""
"Never","2014","in school","Urban Area","","","",""
"Never","2014","in school","Rural Area","","","",""
"Never","2014","inadequately","Urban Area","","","",""
"Never","2014","inadequately","Rural Area","","","",""
"Never","2014","general elemantary","Urban Area","","","",""
"Never","2014","general elemantary","Rural Area","","","",""
"Never","2014","middle vocational","Urban Area","","","",""
"Never","2014","middle vocational","Rural Area","","","",""
"Never","2014","vocational + Abi","Urban Area","","","",""
"Never","2014","vocational + Abi","Rural Area","","","",""
"Never","2014","higher vocational","Urban Area","","","",""
"Never","2014","higher vocational","Rural Area","","","",""
"Never","2014","higher education","Urban Area","","","",""
"Never","2014","higher education","Rural Area","","","",""
"Very often","2015","in school","Urban Area","","","",""
"Very often","2015","in school","Rural Area","","","",""
"Very often","2015","inadequately","Urban Area","","","",""
"Very often","2015","inadequately","Rural Area","","","",""
"Very often","2015","general elemantary","Urban Area","","","",""
"Very often","2015","general elemantary","Rural Area","","","",""
"Very often","2015","middle vocational","Urban Area","","","",""
"Very often","2015","middle vocational","Rural Area","","","",""
"Very often","2015","vocational + Abi","Urban Area","","","",""
"Very often","2015","vocational + Abi","Rural Area","","","",""
"Very often","2015","higher vocational","Urban Area","","","",""
"Very often","2015","higher vocational","Rural Area","","","",""
"Very often","2015","higher education","Urban Area","","","",""
"Very often","2015","higher education","Rural Area","","","",""
"Often","2015","in school","Urban Area","","","",""
"Often","2015","in school","Rural Area","","","",""
"Often","2015","inadequately","Urban Area","","","",""
"Often","2015","inadequately","Rural Area","","","",""
"Often","2015","general elemantary","Urban Area","","","",""
"Often","2015","general elemantary","Rural Area","","","",""
"Often","2015","middle vocational","Urban Area","","","",""
"Often","2015","middle vocational","Rural Area","","","",""
"Often","2015","vocational + Abi","Urban Area","","","",""
"Often","2015","vocational + Abi","Rural Area","","","",""
"Often","2015","higher vocational","Urban Area","","","",""
"Often","2015","higher vocational","Rural Area","","","",""
"Often","2015","higher education","Urban Area","","","",""
"Often","2015","higher education","Rural Area","","","",""
"Sometimes","2015","in school","Urban Area","","","",""
"Sometimes","2015","in school","Rural Area","","","",""
"Sometimes","2015","inadequately","Urban Area","","","",""
"Sometimes","2015","inadequately","Rural Area","","","",""
"Sometimes","2015","general elemantary","Urban Area","","","",""
"Sometimes","2015","general elemantary","Rural Area","","","",""
"Sometimes","2015","middle vocational","Urban Area","","","",""
"Sometimes","2015","middle vocational","Rural Area","","","",""
"Sometimes","2015","vocational + Abi","Urban Area","","","",""
"Sometimes","2015","vocational + Abi","Rural Area","","","",""
"Sometimes","2015","higher vocational","Urban Area","","","",""
"Sometimes","2015","higher vocational","Rural Area","","","",""
"Sometimes","2015","higher education","Urban Area","","","",""
"Sometimes","2015","higher education","Rural Area","","","",""
"Rarely","2015","in school","Urban Area","","","",""
"Rarely","2015","in school","Rural Area","","","",""
"Rarely","2015","inadequately","Urban Area","","","",""
"Rarely","2015","inadequately","Rural Area","","","",""
"Rarely","2015","general elemantary","Urban Area","","","",""
"Rarely","2015","general elemantary","Rural Area","","","",""
"Rarely","2015","middle vocational","Urban Area","","","",""
"Rarely","2015","middle vocational","Rural Area","","","",""
"Rarely","2015","vocational + Abi","Urban Area","","","",""
"Rarely","2015","vocational + Abi","Rural Area","","","",""
"Rarely","2015","higher vocational","Urban Area","","","",""
"Rarely","2015","higher vocational","Rural Area","","","",""
"Rarely","2015","higher education","Urban Area","","","",""
"Rarely","2015","higher education","Rural Area","","","",""
"Never","2015","in school","Urban Area","","","",""
"Never","2015","in school","Rural Area","","","",""
"Never","2015","inadequately","Urban Area","","","",""
"Never","2015","inadequately","Rural Area","","","",""
"Never","2015","general elemantary","Urban Area","","","",""
"Never","2015","general elemantary","Rural Area","","","",""
"Never","2015","middle vocational","Urban Area","","","",""
"Never","2015","middle vocational","Rural Area","","","",""
"Never","2015","vocational + Abi","Urban Area","","","",""
"Never","2015","vocational + Abi","Rural Area","","","",""
"Never","2015","higher vocational","Urban Area","","","",""
"Never","2015","higher vocational","Rural Area","","","",""
"Never","2015","higher education","Urban Area","","","",""
"Never","2015","higher education","Rural Area","","","",""
"Very often","2016","in school","Urban Area","","","",""
"Very often","2016","in school","Rural Area","","","",""
"Very often","2016","inadequately","Urban Area","","","",""
"Very often","2016","inadequately","Rural Area","","","",""
"Very often","2016","general elemantary","Urban Area","","","",""
"Very often","2016","general elemantary","Rural Area","","","",""
"Very often","2016","middle vocational","Urban Area","","","",""
"Very often","2016","middle vocational","Rural Area","","","",""
"Very often","2016","vocational + Abi","Urban Area","","","",""
"Very often","2016","vocational + Abi","Rural Area","","","",""
"Very often","2016","higher vocational","Urban Area","","","",""
"Very often","2016","higher vocational","Rural Area","","","",""
"Very often","2016","higher education","Urban Area","","","",""
"Very often","2016","higher education","Rural Area","","","",""
"Often","2016","in school","Urban Area","","","",""
"Often","2016","in school","Rural Area","","","",""
"Often","2016","inadequately","Urban Area","","","",""
"Often","2016","inadequately","Rural Area","","","",""
"Often","2016","general elemantary","Urban Area","","","",""
"Often","2016","general elemantary","Rural Area","","","",""
"Often","2016","middle vocational","Urban Area","","","",""
"Often","2016","middle vocational","Rural Area","","","",""
"Often","2016","vocational + Abi","Urban Area","","","",""
"Often","2016","vocational + Abi","Rural Area","","","",""
"Often","2016","higher vocational","Urban Area","","","",""
"Often","2016","higher vocational","Rural Area","","","",""
"Often","2016","higher education","Urban Area","","","",""
"Often","2016","higher education","Rural Area","","","",""
"Sometimes","2016","in school","Urban Area","","","",""
"Sometimes","2016","in school","Rural Area","","","",""
"Sometimes","2016","inadequately","Urban Area","","","",""
"Sometimes","2016","inadequately","Rural Area","","","",""
"Sometimes","2016","general elemantary","Urban Area","","","",""
"Sometimes","2016","general elemantary","Rural Area","","","",""
"Sometimes","2016","middle vocational","Urban Area","","","",""
"Sometimes","2016","middle vocational","Rural Area","","","",""
"Sometimes","2016","vocational + Abi","Urban Area","","","",""
"Sometimes","2016","vocational + Abi","Rural Area","","","",""
"Sometimes","2016","higher vocational","Urban Area","","","",""
"Sometimes","2016","higher vocational","Rural Area","","","",""
"Sometimes","2016","higher education","Urban Area","","","",""
"Sometimes","2016","higher education","Rural Area","","","",""
"Rarely","2016","in school","Urban Area","","","",""
"Rarely","2016","in school","Rural Area","","","",""
"Rarely","2016","inadequately","Urban Area","","","",""
"Rarely","2016","inadequately","Rural Area","","","",""
"Rarely","2016","general elemantary","Urban Area","","","",""
"Rarely","2016","general elemantary","Rural Area","","","",""
"Rarely","2016","middle vocational","Urban Area","","","",""
"Rarely","2016","middle vocational","Rural Area","","","",""
"Rarely","2016","vocational + Abi","Urban Area","","","",""
"Rarely","2016","vocational + Abi","Rural Area","","","",""
"Rarely","2016","higher vocational","Urban Area","","","",""
"Rarely","2016","higher vocational","Rural Area","","","",""
"Rarely","2016","higher education","Urban Area","","","",""
"Rarely","2016","higher education","Rural Area","","","",""
"Never","2016","in school","Urban Area","","","",""
"Never","2016","in school","Rural Area","","","",""
"Never","2016","inadequately","Urban Area","","","",""
"Never","2016","inadequately","Rural Area","","","",""
"Never","2016","general elemantary","Urban Area","","","",""
"Never","2016","general elemantary","Rural Area","","","",""
"Never","2016","middle vocational","Urban Area","","","",""
"Never","2016","middle vocational","Rural Area","","","",""
"Never","2016","vocational + Abi","Urban Area","","","",""
"Never","2016","vocational + Abi","Rural Area","","","",""
"Never","2016","higher vocational","Urban Area","","","",""
"Never","2016","higher vocational","Rural Area","","","",""
"Never","2016","higher education","Urban Area","","","",""
"Never","2016","higher education","Rural Area","","","",""
"Very often","2017","in school","Urban Area","","","",""
"Very often","2017","in school","Rural Area","","","",""
"Very often","2017","inadequately","Urban Area","","","",""
"Very often","2017","inadequately","Rural Area","","","",""
"Very often","2017","general elemantary","Urban Area","","","",""
"Very often","2017","general elemantary","Rural Area","","","",""
"Very often","2017","middle vocational","Urban Area","","","",""
"Very often","2017","middle vocational","Rural Area","","","",""
"Very often","2017","vocational + Abi","Urban Area","","","",""
"Very often","2017","vocational + Abi","Rural Area","","","",""
"Very often","2017","higher vocational","Urban Area","","","",""
"Very often","2017","higher vocational","Rural Area","","","",""
"Very often","2017","higher education","Urban Area","","","",""
"Very often","2017","higher education","Rural Area","","","",""
"Often","2017","in school","Urban Area","","","",""
"Often","2017","in school","Rural Area","","","",""
"Often","2017","inadequately","Urban Area","","","",""
"Often","2017","inadequately","Rural Area","","","",""
"Often","2017","general elemantary","Urban Area","","","",""
"Often","2017","general elemantary","Rural Area","","","",""
"Often","2017","middle vocational","Urban Area","","","",""
"Often","2017","middle vocational","Rural Area","","","",""
"Often","2017","vocational + Abi","Urban Area","","","",""
"Often","2017","vocational + Abi","Rural Area","","","",""
"Often","2017","higher vocational","Urban Area","","","",""
