"pld0044","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Sometimes","2012","Employed","lower secondary degree","","","",""
"Sometimes","2012","Employed","secondary school degree","","","",""
"Sometimes","2012","Employed","college entrance qualification","","","",""
"Sometimes","2012","Employed","Other degree","","","",""
"Sometimes","2012","Employed","no degree/no degree yet","","","",""
"Rarely","2012","Not Employed","lower secondary degree","","","",""
"Rarely","2012","Not Employed","secondary school degree","","","",""
"Rarely","2012","Not Employed","college entrance qualification","","","",""
"Rarely","2012","Not Employed","Other degree","","","",""
"Rarely","2012","Not Employed","no degree/no degree yet","","","",""
"Rarely","2012","Employed","lower secondary degree","","","",""
"Rarely","2012","Employed","secondary school degree","","","",""
"Rarely","2012","Employed","college entrance qualification","","","",""
"Rarely","2012","Employed","Other degree","","","",""
"Rarely","2012","Employed","no degree/no degree yet","","","",""
"Never","2012","Not Employed","lower secondary degree","","","",""
"Never","2012","Not Employed","secondary school degree","","","",""
"Never","2012","Not Employed","college entrance qualification","","","",""
"Never","2012","Not Employed","Other degree","","","",""
"Never","2012","Not Employed","no degree/no degree yet","","","",""
"Never","2012","Employed","lower secondary degree","","","",""
"Never","2012","Employed","secondary school degree","","","",""
"Never","2012","Employed","college entrance qualification","","","",""
"Never","2012","Employed","Other degree","","","",""
"Never","2012","Employed","no degree/no degree yet","","","",""
"Very often","2013","Not Employed","lower secondary degree","9","","",""
"Very often","2013","Not Employed","secondary school degree","6","","",""
"Very often","2013","Not Employed","college entrance qualification","3","","",""
"Very often","2013","Not Employed","Other degree","1","","",""
"Very often","2013","Not Employed","no degree/no degree yet","11","","",""
"Very often","2013","Employed","lower secondary degree","15","","",""
"Very often","2013","Employed","secondary school degree","19","","",""
"Very often","2013","Employed","college entrance qualification","9","","",""
"Very often","2013","Employed","Other degree","12","","",""
"Very often","2013","Employed","no degree/no degree yet","4","","",""
"Often","2013","Not Employed","lower secondary degree","66","0.0134919560360041","0.0097481921525356","0.0172357199194726"
"Often","2013","Not Employed","secondary school degree","27","","",""
"Often","2013","Not Employed","college entrance qualification","43","0.0267205357247281","0.0189837372745623","0.0344573341748939"
"Often","2013","Not Employed","Other degree","18","","",""
"Often","2013","Not Employed","no degree/no degree yet","59","0.0892932796298912","0.0652635924963737","0.113322966763409"
"Often","2013","Employed","lower secondary degree","101","0.0304595705679406","0.0247227363585467","0.0361964047773344"
"Often","2013","Employed","secondary school degree","124","0.0207474058730946","0.017083537658813","0.0244112740873763"
"Often","2013","Employed","college entrance qualification","132","0.0317989528400047","0.0272486198941419","0.0363492857858674"
"Often","2013","Employed","Other degree","54","0.0506803023708132","0.0369892926653265","0.0643713120762998"
"Often","2013","Employed","no degree/no degree yet","35","0.10432233819941","0.067793447929178","0.140851228469641"
"Sometimes","2013","Not Employed","lower secondary degree","245","0.0622062823845567","0.0543685314326301","0.0700440333364834"
"Sometimes","2013","Not Employed","secondary school degree","183","0.0709195919671748","0.059826804037438","0.0820123798969116"
"Sometimes","2013","Not Employed","college entrance qualification","191","0.125607580749601","0.109708169601326","0.141506991897877"
"Sometimes","2013","Not Employed","Other degree","72","0.100859900210562","0.0770595425450852","0.12466025787604"
"Sometimes","2013","Not Employed","no degree/no degree yet","147","0.197719254405726","0.164158081890021","0.231280426921431"
"Sometimes","2013","Employed","lower secondary degree","418","0.127806087728684","0.116660326238662","0.138951849218706"
"Sometimes","2013","Employed","secondary school degree","640","0.113043484944596","0.104904232658372","0.121182737230821"
"Sometimes","2013","Employed","college entrance qualification","901","0.177311037959174","0.167406374744898","0.187215701173449"
"Sometimes","2013","Employed","Other degree","191","0.207286829251091","0.18198490654175","0.232588751960432"
"Sometimes","2013","Employed","no degree/no degree yet","65","0.226292938592984","0.176289976456604","0.276295900729364"
"Rarely","2013","Not Employed","lower secondary degree","685","0.178319463762684","0.165898035064731","0.190740892460636"
"Rarely","2013","Not Employed","secondary school degree","518","0.260101859222626","0.241144028482449","0.279059689962804"
"Rarely","2013","Not Employed","college entrance qualification","574","0.339572067467502","0.31685257534894","0.362291559586064"
"Rarely","2013","Not Employed","Other degree","124","0.190866010778101","0.159807183478133","0.221924838078069"
"Rarely","2013","Not Employed","no degree/no degree yet","138","0.284568205582199","0.246546922867237","0.322589488297161"
"Rarely","2013","Employed","lower secondary degree","1093","0.3226628656905","0.307056406335815","0.338269325045186"
"Rarely","2013","Employed","secondary school degree","1928","0.353804718022101","0.34151408423194","0.366095351812262"
"Rarely","2013","Employed","college entrance qualification","2302","0.420960985299053","0.408157481677856","0.433764488920249"
"Rarely","2013","Employed","Other degree","282","0.276966218871707","0.249034199864731","0.304898237878683"
"Rarely","2013","Employed","no degree/no degree yet","62","0.249552309899786","0.197837734811036","0.301266884988536"
"Never","2013","Not Employed","lower secondary degree","2643","0.744461780512992","0.730308086195792","0.758615474830193"
"Never","2013","Not Employed","secondary school degree","1323","0.65765807400151","0.637153012881563","0.678163135121457"
"Never","2013","Not Employed","college entrance qualification","858","0.506963983215854","0.482978537188023","0.530949429243686"
"Never","2013","Not Employed","Other degree","400","0.689248138473565","0.652671380930114","0.725824896017016"
"Never","2013","Not Employed","no degree/no degree yet","186","0.418415356270172","0.376847298642775","0.459983413897569"
"Never","2013","Employed","lower secondary degree","1820","0.516289337143843","0.49960661726084","0.532972057026846"
"Never","2013","Employed","secondary school degree","3103","0.50998026300537","0.497130531652815","0.522829994357925"
"Never","2013","Employed","college entrance qualification","2368","0.368335497700717","0.355826600743345","0.380844394658089"
"Never","2013","Employed","Other degree","447","0.455218789615941","0.424135227411087","0.486302351820795"
"Never","2013","Employed","no degree/no degree yet","103","0.400184816419977","0.341636962301452","0.458732670538502"
"Very often","2014","Not Employed","lower secondary degree","","","",""
"Very often","2014","Not Employed","secondary school degree","","","",""
"Very often","2014","Not Employed","college entrance qualification","","","",""
"Very often","2014","Not Employed","Other degree","","","",""
"Very often","2014","Not Employed","no degree/no degree yet","","","",""
"Very often","2014","Employed","lower secondary degree","","","",""
"Very often","2014","Employed","secondary school degree","","","",""
"Very often","2014","Employed","college entrance qualification","","","",""
"Very often","2014","Employed","Other degree","","","",""
"Very often","2014","Employed","no degree/no degree yet","","","",""
"Often","2014","Not Employed","lower secondary degree","","","",""
"Often","2014","Not Employed","secondary school degree","","","",""
"Often","2014","Not Employed","college entrance qualification","","","",""
"Often","2014","Not Employed","Other degree","","","",""
"Often","2014","Not Employed","no degree/no degree yet","","","",""
"Often","2014","Employed","lower secondary degree","","","",""
"Often","2014","Employed","secondary school degree","","","",""
"Often","2014","Employed","college entrance qualification","","","",""
"Often","2014","Employed","Other degree","","","",""
"Often","2014","Employed","no degree/no degree yet","","","",""
"Sometimes","2014","Not Employed","lower secondary degree","","","",""
"Sometimes","2014","Not Employed","secondary school degree","","","",""
"Sometimes","2014","Not Employed","college entrance qualification","","","",""
"Sometimes","2014","Not Employed","Other degree","","","",""
"Sometimes","2014","Not Employed","no degree/no degree yet","","","",""
"Sometimes","2014","Employed","lower secondary degree","","","",""
"Sometimes","2014","Employed","secondary school degree","","","",""
"Sometimes","2014","Employed","college entrance qualification","","","",""
"Sometimes","2014","Employed","Other degree","","","",""
"Sometimes","2014","Employed","no degree/no degree yet","","","",""
"Rarely","2014","Not Employed","lower secondary degree","","","",""
"Rarely","2014","Not Employed","secondary school degree","","","",""
"Rarely","2014","Not Employed","college entrance qualification","","","",""
"Rarely","2014","Not Employed","Other degree","","","",""
"Rarely","2014","Not Employed","no degree/no degree yet","","","",""
"Rarely","2014","Employed","lower secondary degree","","","",""
"Rarely","2014","Employed","secondary school degree","","","",""
"Rarely","2014","Employed","college entrance qualification","","","",""
"Rarely","2014","Employed","Other degree","","","",""
"Rarely","2014","Employed","no degree/no degree yet","","","",""
"Never","2014","Not Employed","lower secondary degree","","","",""
"Never","2014","Not Employed","secondary school degree","","","",""
"Never","2014","Not Employed","college entrance qualification","","","",""
"Never","2014","Not Employed","Other degree","","","",""
"Never","2014","Not Employed","no degree/no degree yet","","","",""
"Never","2014","Employed","lower secondary degree","","","",""
"Never","2014","Employed","secondary school degree","","","",""
"Never","2014","Employed","college entrance qualification","","","",""
"Never","2014","Employed","Other degree","","","",""
"Never","2014","Employed","no degree/no degree yet","","","",""
"Very often","2015","Not Employed","lower secondary degree","","","",""
"Very often","2015","Not Employed","secondary school degree","","","",""
"Very often","2015","Not Employed","college entrance qualification","","","",""
"Very often","2015","Not Employed","Other degree","","","",""
"Very often","2015","Not Employed","no degree/no degree yet","","","",""
"Very often","2015","Employed","lower secondary degree","","","",""
"Very often","2015","Employed","secondary school degree","","","",""
"Very often","2015","Employed","college entrance qualification","","","",""
"Very often","2015","Employed","Other degree","","","",""
"Very often","2015","Employed","no degree/no degree yet","","","",""
"Often","2015","Not Employed","lower secondary degree","","","",""
"Often","2015","Not Employed","secondary school degree","","","",""
"Often","2015","Not Employed","college entrance qualification","","","",""
"Often","2015","Not Employed","Other degree","","","",""
"Often","2015","Not Employed","no degree/no degree yet","","","",""
"Often","2015","Employed","lower secondary degree","","","",""
"Often","2015","Employed","secondary school degree","","","",""
"Often","2015","Employed","college entrance qualification","","","",""
"Often","2015","Employed","Other degree","","","",""
"Often","2015","Employed","no degree/no degree yet","","","",""
"Sometimes","2015","Not Employed","lower secondary degree","","","",""
"Sometimes","2015","Not Employed","secondary school degree","","","",""
"Sometimes","2015","Not Employed","college entrance qualification","","","",""
"Sometimes","2015","Not Employed","Other degree","","","",""
"Sometimes","2015","Not Employed","no degree/no degree yet","","","",""
"Sometimes","2015","Employed","lower secondary degree","","","",""
"Sometimes","2015","Employed","secondary school degree","","","",""
"Sometimes","2015","Employed","college entrance qualification","","","",""
"Sometimes","2015","Employed","Other degree","","","",""
"Sometimes","2015","Employed","no degree/no degree yet","","","",""
"Rarely","2015","Not Employed","lower secondary degree","","","",""
"Rarely","2015","Not Employed","secondary school degree","","","",""
"Rarely","2015","Not Employed","college entrance qualification","","","",""
"Rarely","2015","Not Employed","Other degree","","","",""
"Rarely","2015","Not Employed","no degree/no degree yet","","","",""
"Rarely","2015","Employed","lower secondary degree","","","",""
"Rarely","2015","Employed","secondary school degree","","","",""
"Rarely","2015","Employed","college entrance qualification","","","",""
"Rarely","2015","Employed","Other degree","","","",""
"Rarely","2015","Employed","no degree/no degree yet","","","",""
"Never","2015","Not Employed","lower secondary degree","","","",""
"Never","2015","Not Employed","secondary school degree","","","",""
"Never","2015","Not Employed","college entrance qualification","","","",""
"Never","2015","Not Employed","Other degree","","","",""
"Never","2015","Not Employed","no degree/no degree yet","","","",""
"Never","2015","Employed","lower secondary degree","","","",""
"Never","2015","Employed","secondary school degree","","","",""
"Never","2015","Employed","college entrance qualification","","","",""
"Never","2015","Employed","Other degree","","","",""
"Never","2015","Employed","no degree/no degree yet","","","",""
"Very often","2016","Not Employed","lower secondary degree","","","",""
"Very often","2016","Not Employed","secondary school degree","","","",""
"Very often","2016","Not Employed","college entrance qualification","","","",""
"Very often","2016","Not Employed","Other degree","","","",""
"Very often","2016","Not Employed","no degree/no degree yet","","","",""
"Very often","2016","Employed","lower secondary degree","","","",""
"Very often","2016","Employed","secondary school degree","","","",""
"Very often","2016","Employed","college entrance qualification","","","",""
"Very often","2016","Employed","Other degree","","","",""
"Very often","2016","Employed","no degree/no degree yet","","","",""
"Often","2016","Not Employed","lower secondary degree","","","",""
"Often","2016","Not Employed","secondary school degree","","","",""
"Often","2016","Not Employed","college entrance qualification","","","",""
"Often","2016","Not Employed","Other degree","","","",""
"Often","2016","Not Employed","no degree/no degree yet","","","",""
"Often","2016","Employed","lower secondary degree","","","",""
"Often","2016","Employed","secondary school degree","","","",""
"Often","2016","Employed","college entrance qualification","","","",""
"Often","2016","Employed","Other degree","","","",""
"Often","2016","Employed","no degree/no degree yet","","","",""
"Sometimes","2016","Not Employed","lower secondary degree","","","",""
"Sometimes","2016","Not Employed","secondary school degree","","","",""
"Sometimes","2016","Not Employed","college entrance qualification","","","",""
"Sometimes","2016","Not Employed","Other degree","","","",""
"Sometimes","2016","Not Employed","no degree/no degree yet","","","",""
"Sometimes","2016","Employed","lower secondary degree","","","",""
"Sometimes","2016","Employed","secondary school degree","","","",""
"Sometimes","2016","Employed","college entrance qualification","","","",""
"Sometimes","2016","Employed","Other degree","","","",""
"Sometimes","2016","Employed","no degree/no degree yet","","","",""
"Rarely","2016","Not Employed","lower secondary degree","","","",""
"Rarely","2016","Not Employed","secondary school degree","","","",""
"Rarely","2016","Not Employed","college entrance qualification","","","",""
"Rarely","2016","Not Employed","Other degree","","","",""
"Rarely","2016","Not Employed","no degree/no degree yet","","","",""
"Rarely","2016","Employed","lower secondary degree","","","",""
"Rarely","2016","Employed","secondary school degree","","","",""
"Rarely","2016","Employed","college entrance qualification","","","",""
"Rarely","2016","Employed","Other degree","","","",""
"Rarely","2016","Employed","no degree/no degree yet","","","",""
"Never","2016","Not Employed","lower secondary degree","","","",""
"Never","2016","Not Employed","secondary school degree","","","",""
"Never","2016","Not Employed","college entrance qualification","","","",""
"Never","2016","Not Employed","Other degree","","","",""
"Never","2016","Not Employed","no degree/no degree yet","","","",""
"Never","2016","Employed","lower secondary degree","","","",""
"Never","2016","Employed","secondary school degree","","","",""
"Never","2016","Employed","college entrance qualification","","","",""
"Never","2016","Employed","Other degree","","","",""
"Never","2016","Employed","no degree/no degree yet","","","",""
"Very often","2017","Not Employed","lower secondary degree","","","",""
"Very often","2017","Not Employed","secondary school degree","","","",""
"Very often","2017","Not Employed","college entrance qualification","","","",""
"Very often","2017","Not Employed","Other degree","","","",""
"Very often","2017","Not Employed","no degree/no degree yet","","","",""
"Very often","2017","Employed","lower secondary degree","","","",""
"Very often","2017","Employed","secondary school degree","","","",""
"Very often","2017","Employed","college entrance qualification","","","",""
"Very often","2017","Employed","Other degree","","","",""
"Very often","2017","Employed","no degree/no degree yet","","","",""
"Often","2017","Not Employed","lower secondary degree","","","",""
"Often","2017","Not Employed","secondary school degree","","","",""
"Often","2017","Not Employed","college entrance qualification","","","",""
"Often","2017","Not Employed","Other degree","","","",""
"Often","2017","Not Employed","no degree/no degree yet","","","",""
"Often","2017","Employed","lower secondary degree","","","",""
"Often","2017","Employed","secondary school degree","","","",""
"Often","2017","Employed","college entrance qualification","","","",""
"Often","2017","Employed","Other degree","","","",""
"Often","2017","Employed","no degree/no degree yet","","","",""
"Sometimes","2017","Not Employed","lower secondary degree","","","",""
"Sometimes","2017","Not Employed","secondary school degree","","","",""
"Sometimes","2017","Not Employed","college entrance qualification","","","",""
"Sometimes","2017","Not Employed","Other degree","","","",""
"Sometimes","2017","Not Employed","no degree/no degree yet","","","",""
"Sometimes","2017","Employed","lower secondary degree","","","",""
"Sometimes","2017","Employed","secondary school degree","","","",""
"Sometimes","2017","Employed","college entrance qualification","","","",""
"Sometimes","2017","Employed","Other degree","","","",""
"Sometimes","2017","Employed","no degree/no degree yet","","","",""
"Rarely","2017","Not Employed","lower secondary degree","","","",""
"Rarely","2017","Not Employed","secondary school degree","","","",""
"Rarely","2017","Not Employed","college entrance qualification","","","",""
"Rarely","2017","Not Employed","Other degree","","","",""
"Rarely","2017","Not Employed","no degree/no degree yet","","","",""
"Rarely","2017","Employed","lower secondary degree","","","",""
"Rarely","2017","Employed","secondary school degree","","","",""
"Rarely","2017","Employed","college entrance qualification","","","",""
"Rarely","2017","Employed","Other degree","","","",""
"Rarely","2017","Employed","no degree/no degree yet","","","",""
"Never","2017","Not Employed","lower secondary degree","","","",""
"Never","2017","Not Employed","secondary school degree","","","",""
"Never","2017","Not Employed","college entrance qualification","","","",""
"Never","2017","Not Employed","Other degree","","","",""
"Never","2017","Not Employed","no degree/no degree yet","","","",""
"Never","2017","Employed","lower secondary degree","","","",""
"Never","2017","Employed","secondary school degree","","","",""
"Never","2017","Employed","college entrance qualification","","","",""
"Never","2017","Employed","Other degree","","","",""
"Never","2017","Employed","no degree/no degree yet","","","",""
"Very often","2018","Not Employed","lower secondary degree","10","","",""
"Very often","2018","Not Employed","secondary school degree","10","","",""
"Very often","2018","Not Employed","college entrance qualification","12","","",""
"Very often","2018","Not Employed","Other degree","8","","",""
"Very often","2018","Not Employed","no degree/no degree yet","26","","",""
"Very often","2018","Employed","lower secondary degree","31","0.00880003202395637","0.00538315059311805","0.0122169134547947"
"Very often","2018","Employed","secondary school degree","25","","",""
"Very often","2018","Employed","college entrance qualification","43","0.00524783208796964","0.00341490700651037","0.00708075716942891"
"Very often","2018","Employed","Other degree","30","0.0132327201009599","0.00830773685800583","0.0181577033439139"
"Very often","2018","Employed","no degree/no degree yet","5","","",""
"Often","2018","Not Employed","lower secondary degree","47","0.0129210668372757","0.00876756842294923","0.0170745652516022"
"Often","2018","Not Employed","secondary school degree","41","0.0155213636358112","0.00999643676652814","0.0210462905050943"
"Often","2018","Not Employed","college entrance qualification","92","0.0494081163881282","0.0390818312904608","0.0597344014857956"
"Often","2018","Not Employed","Other degree","32","0.0237557533667704","0.013624763615067","0.0338867431184739"
"Often","2018","Not Employed","no degree/no degree yet","60","0.0879463490271518","0.064736667718012","0.111156030336292"
"Often","2018","Employed","lower secondary degree","101","0.0421588461623614","0.0348069689153167","0.0495107234094061"
"Often","2018","Employed","secondary school degree","146","0.0293995300049746","0.0248564500227229","0.0339426099872263"
"Often","2018","Employed","college entrance qualification","272","0.0555687755601033","0.0497571465388436","0.061380404581363"
"Often","2018","Employed","Other degree","134","0.0723598697686397","0.0611935136015843","0.083526225935695"
"Often","2018","Employed","no degree/no degree yet","31","0.110958594542795","0.0764923300065046","0.145424859079085"
"Sometimes","2018","Not Employed","lower secondary degree","220","0.0684368209213234","0.0591505790386857","0.0777230628039612"
"Sometimes","2018","Not Employed","secondary school degree","206","0.104334378312004","0.090671408218843","0.117997348405165"
"Sometimes","2018","Not Employed","college entrance qualification","289","0.162425486271789","0.144850834586725","0.180000137956853"
"Sometimes","2018","Not Employed","Other degree","118","0.129895574344466","0.107530461461682","0.152260687227249"
"Sometimes","2018","Not Employed","no degree/no degree yet","153","0.260367140803625","0.224404525932284","0.296329755674967"
"Sometimes","2018","Employed","lower secondary degree","461","0.162249688305444","0.148761414377632","0.175737962233257"
"Sometimes","2018","Employed","secondary school degree","814","0.168915282622966","0.158838612056866","0.178991953189065"
"Sometimes","2018","Employed","college entrance qualification","1273","0.220595476306379","0.21007641312252","0.231114539490237"
"Sometimes","2018","Employed","Other degree","407","0.212366203790651","0.194739232502939","0.229993175078362"
"Sometimes","2018","Employed","no degree/no degree yet","88","0.274306725039124","0.225346035420543","0.323267414657706"
"Rarely","2018","Not Employed","lower secondary degree","612","0.219323329606027","0.204105001725522","0.234541657486532"
"Rarely","2018","Not Employed","secondary school degree","527","0.256321114327903","0.236807246199337","0.275834982456469"
"Rarely","2018","Not Employed","college entrance qualification","532","0.305975112470849","0.284017835232944","0.327932389708755"
"Rarely","2018","Not Employed","Other degree","168","0.236505774867373","0.20823667490995","0.264774874824796"
"Rarely","2018","Not Employed","no degree/no degree yet","106","0.179094338207085","0.147672062827668","0.210516613586503"
"Rarely","2018","Employed","lower secondary degree","967","0.340827151782758","0.32348616167967","0.358168141885847"
"Rarely","2018","Employed","secondary school degree","1905","0.370953133541709","0.357961583695299","0.383944683388118"
"Rarely","2018","Employed","college entrance qualification","2484","0.415711493206702","0.403208701695478","0.428214284717927"
"Rarely","2018","Employed","Other degree","618","0.276234378527396","0.256963094034645","0.295505663020147"
"Rarely","2018","Employed","no degree/no degree yet","80","0.211796235668778","0.166959795889448","0.256632675448108"
"Never","2018","Not Employed","lower secondary degree","1951","0.698446641837361","0.681567995149767","0.715325288524954"
"Never","2018","Not Employed","secondary school degree","1139","0.617922068093247","0.596204995707605","0.63963914047889"
"Never","2018","Not Employed","college entrance qualification","767","0.475931306763587","0.452134748064459","0.499727865462716"
"Never","2018","Not Employed","Other degree","542","0.603959232003852","0.571423394712355","0.636495069295348"
"Never","2018","Not Employed","no degree/no degree yet","227","0.436254419198538","0.395613682530008","0.476895155867069"
"Never","2018","Employed","lower secondary degree","1310","0.445964281725479","0.427778747522977","0.464149815927981"
"Never","2018","Employed","secondary school degree","2421","0.426175877004735","0.412876117957839","0.43947563605163"
"Never","2018","Employed","college entrance qualification","1897","0.302876422838846","0.291219473183961","0.314533372493731"
"Never","2018","Employed","Other degree","879","0.425806827812354","0.404495615963095","0.447118039661612"
"Never","2018","Employed","no degree/no degree yet","115","0.39365280776259","0.340039807503517","0.447265808021662"
