"pld0044","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very often","2006","indirect migration background","(1b) general elementary school","","","",""
"Very often","2006","indirect migration background","(1c) basic vocational qualification","","","",""
"Very often","2006","indirect migration background","(2b) intermediate general qualification","","","",""
"Very often","2006","indirect migration background","(2a) intermediate vocational","","","",""
"Very often","2006","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2006","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2006","indirect migration background","(3a) lower tertiary education","","","",""
"Very often","2006","indirect migration background","(3b) higher tertiary education","","","",""
"Often","2006","no migration background","(0) in school","","","",""
"Often","2006","no migration background","(1a) inadequately completed","","","",""
"Often","2006","no migration background","(1b) general elementary school","","","",""
"Often","2006","no migration background","(1c) basic vocational qualification","","","",""
"Often","2006","no migration background","(2b) intermediate general qualification","","","",""
"Often","2006","no migration background","(2a) intermediate vocational","","","",""
"Often","2006","no migration background","(2c_gen) general maturity certificate","","","",""
"Often","2006","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2006","no migration background","(3a) lower tertiary education","","","",""
"Often","2006","no migration background","(3b) higher tertiary education","","","",""
"Often","2006","direct migration background","(0) in school","","","",""
"Often","2006","direct migration background","(1a) inadequately completed","","","",""
"Often","2006","direct migration background","(1b) general elementary school","","","",""
"Often","2006","direct migration background","(1c) basic vocational qualification","","","",""
"Often","2006","direct migration background","(2b) intermediate general qualification","","","",""
"Often","2006","direct migration background","(2a) intermediate vocational","","","",""
"Often","2006","direct migration background","(2c_gen) general maturity certificate","","","",""
"Often","2006","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2006","direct migration background","(3a) lower tertiary education","","","",""
"Often","2006","direct migration background","(3b) higher tertiary education","","","",""
"Often","2006","indirect migration background","(0) in school","","","",""
"Often","2006","indirect migration background","(1a) inadequately completed","","","",""
"Often","2006","indirect migration background","(1b) general elementary school","","","",""
"Often","2006","indirect migration background","(1c) basic vocational qualification","","","",""
"Often","2006","indirect migration background","(2b) intermediate general qualification","","","",""
"Often","2006","indirect migration background","(2a) intermediate vocational","","","",""
"Often","2006","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Often","2006","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2006","indirect migration background","(3a) lower tertiary education","","","",""
"Often","2006","indirect migration background","(3b) higher tertiary education","","","",""
"Sometimes","2006","no migration background","(0) in school","","","",""
"Sometimes","2006","no migration background","(1a) inadequately completed","","","",""
"Sometimes","2006","no migration background","(1b) general elementary school","","","",""
"Sometimes","2006","no migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2006","no migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2006","no migration background","(2a) intermediate vocational","","","",""
"Sometimes","2006","no migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2006","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2006","no migration background","(3a) lower tertiary education","","","",""
"Sometimes","2006","no migration background","(3b) higher tertiary education","","","",""
"Sometimes","2006","direct migration background","(0) in school","","","",""
"Sometimes","2006","direct migration background","(1a) inadequately completed","","","",""
"Sometimes","2006","direct migration background","(1b) general elementary school","","","",""
"Sometimes","2006","direct migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2006","direct migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2006","direct migration background","(2a) intermediate vocational","","","",""
"Sometimes","2006","direct migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2006","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2006","direct migration background","(3a) lower tertiary education","","","",""
"Sometimes","2006","direct migration background","(3b) higher tertiary education","","","",""
"Sometimes","2006","indirect migration background","(0) in school","","","",""
"Sometimes","2006","indirect migration background","(1a) inadequately completed","","","",""
"Sometimes","2006","indirect migration background","(1b) general elementary school","","","",""
"Sometimes","2006","indirect migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2006","indirect migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2006","indirect migration background","(2a) intermediate vocational","","","",""
"Sometimes","2006","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2006","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2006","indirect migration background","(3a) lower tertiary education","","","",""
"Sometimes","2006","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","2006","no migration background","(0) in school","","","",""
"Rarely","2006","no migration background","(1a) inadequately completed","","","",""
"Rarely","2006","no migration background","(1b) general elementary school","","","",""
"Rarely","2006","no migration background","(1c) basic vocational qualification","","","",""
"Rarely","2006","no migration background","(2b) intermediate general qualification","","","",""
"Rarely","2006","no migration background","(2a) intermediate vocational","","","",""
"Rarely","2006","no migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2006","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2006","no migration background","(3a) lower tertiary education","","","",""
"Rarely","2006","no migration background","(3b) higher tertiary education","","","",""
"Rarely","2006","direct migration background","(0) in school","","","",""
"Rarely","2006","direct migration background","(1a) inadequately completed","","","",""
"Rarely","2006","direct migration background","(1b) general elementary school","","","",""
"Rarely","2006","direct migration background","(1c) basic vocational qualification","","","",""
"Rarely","2006","direct migration background","(2b) intermediate general qualification","","","",""
"Rarely","2006","direct migration background","(2a) intermediate vocational","","","",""
"Rarely","2006","direct migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2006","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2006","direct migration background","(3a) lower tertiary education","","","",""
"Rarely","2006","direct migration background","(3b) higher tertiary education","","","",""
"Rarely","2006","indirect migration background","(0) in school","","","",""
"Rarely","2006","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","2006","indirect migration background","(1b) general elementary school","","","",""
"Rarely","2006","indirect migration background","(1c) basic vocational qualification","","","",""
"Rarely","2006","indirect migration background","(2b) intermediate general qualification","","","",""
"Rarely","2006","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","2006","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2006","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2006","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","2006","indirect migration background","(3b) higher tertiary education","","","",""
"Never","2006","no migration background","(0) in school","","","",""
"Never","2006","no migration background","(1a) inadequately completed","","","",""
"Never","2006","no migration background","(1b) general elementary school","","","",""
"Never","2006","no migration background","(1c) basic vocational qualification","","","",""
"Never","2006","no migration background","(2b) intermediate general qualification","","","",""
"Never","2006","no migration background","(2a) intermediate vocational","","","",""
"Never","2006","no migration background","(2c_gen) general maturity certificate","","","",""
"Never","2006","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2006","no migration background","(3a) lower tertiary education","","","",""
"Never","2006","no migration background","(3b) higher tertiary education","","","",""
"Never","2006","direct migration background","(0) in school","","","",""
"Never","2006","direct migration background","(1a) inadequately completed","","","",""
"Never","2006","direct migration background","(1b) general elementary school","","","",""
"Never","2006","direct migration background","(1c) basic vocational qualification","","","",""
"Never","2006","direct migration background","(2b) intermediate general qualification","","","",""
"Never","2006","direct migration background","(2a) intermediate vocational","","","",""
"Never","2006","direct migration background","(2c_gen) general maturity certificate","","","",""
"Never","2006","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2006","direct migration background","(3a) lower tertiary education","","","",""
"Never","2006","direct migration background","(3b) higher tertiary education","","","",""
"Never","2006","indirect migration background","(0) in school","","","",""
"Never","2006","indirect migration background","(1a) inadequately completed","","","",""
"Never","2006","indirect migration background","(1b) general elementary school","","","",""
"Never","2006","indirect migration background","(1c) basic vocational qualification","","","",""
"Never","2006","indirect migration background","(2b) intermediate general qualification","","","",""
"Never","2006","indirect migration background","(2a) intermediate vocational","","","",""
"Never","2006","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","2006","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2006","indirect migration background","(3a) lower tertiary education","","","",""
"Never","2006","indirect migration background","(3b) higher tertiary education","","","",""
"Very often","2007","no migration background","(0) in school","","","",""
"Very often","2007","no migration background","(1a) inadequately completed","","","",""
"Very often","2007","no migration background","(1b) general elementary school","","","",""
"Very often","2007","no migration background","(1c) basic vocational qualification","","","",""
"Very often","2007","no migration background","(2b) intermediate general qualification","","","",""
"Very often","2007","no migration background","(2a) intermediate vocational","","","",""
"Very often","2007","no migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2007","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2007","no migration background","(3a) lower tertiary education","","","",""
"Very often","2007","no migration background","(3b) higher tertiary education","","","",""
"Very often","2007","direct migration background","(0) in school","","","",""
"Very often","2007","direct migration background","(1a) inadequately completed","","","",""
"Very often","2007","direct migration background","(1b) general elementary school","","","",""
"Very often","2007","direct migration background","(1c) basic vocational qualification","","","",""
"Very often","2007","direct migration background","(2b) intermediate general qualification","","","",""
"Very often","2007","direct migration background","(2a) intermediate vocational","","","",""
"Very often","2007","direct migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2007","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2007","direct migration background","(3a) lower tertiary education","","","",""
"Very often","2007","direct migration background","(3b) higher tertiary education","","","",""
"Very often","2007","indirect migration background","(0) in school","","","",""
"Very often","2007","indirect migration background","(1a) inadequately completed","","","",""
"Very often","2007","indirect migration background","(1b) general elementary school","","","",""
"Very often","2007","indirect migration background","(1c) basic vocational qualification","","","",""
"Very often","2007","indirect migration background","(2b) intermediate general qualification","","","",""
"Very often","2007","indirect migration background","(2a) intermediate vocational","","","",""
"Very often","2007","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2007","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2007","indirect migration background","(3a) lower tertiary education","","","",""
"Very often","2007","indirect migration background","(3b) higher tertiary education","","","",""
"Often","2007","no migration background","(0) in school","","","",""
"Often","2007","no migration background","(1a) inadequately completed","","","",""
"Often","2007","no migration background","(1b) general elementary school","","","",""
"Often","2007","no migration background","(1c) basic vocational qualification","","","",""
"Often","2007","no migration background","(2b) intermediate general qualification","","","",""
"Often","2007","no migration background","(2a) intermediate vocational","","","",""
"Often","2007","no migration background","(2c_gen) general maturity certificate","","","",""
"Often","2007","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2007","no migration background","(3a) lower tertiary education","","","",""
"Often","2007","no migration background","(3b) higher tertiary education","","","",""
"Often","2007","direct migration background","(0) in school","","","",""
"Often","2007","direct migration background","(1a) inadequately completed","","","",""
"Often","2007","direct migration background","(1b) general elementary school","","","",""
"Often","2007","direct migration background","(1c) basic vocational qualification","","","",""
"Often","2007","direct migration background","(2b) intermediate general qualification","","","",""
"Often","2007","direct migration background","(2a) intermediate vocational","","","",""
"Often","2007","direct migration background","(2c_gen) general maturity certificate","","","",""
"Often","2007","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2007","direct migration background","(3a) lower tertiary education","","","",""
"Often","2007","direct migration background","(3b) higher tertiary education","","","",""
"Often","2007","indirect migration background","(0) in school","","","",""
"Often","2007","indirect migration background","(1a) inadequately completed","","","",""
"Often","2007","indirect migration background","(1b) general elementary school","","","",""
"Often","2007","indirect migration background","(1c) basic vocational qualification","","","",""
"Often","2007","indirect migration background","(2b) intermediate general qualification","","","",""
"Often","2007","indirect migration background","(2a) intermediate vocational","","","",""
"Often","2007","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Often","2007","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2007","indirect migration background","(3a) lower tertiary education","","","",""
"Often","2007","indirect migration background","(3b) higher tertiary education","","","",""
"Sometimes","2007","no migration background","(0) in school","","","",""
"Sometimes","2007","no migration background","(1a) inadequately completed","","","",""
"Sometimes","2007","no migration background","(1b) general elementary school","","","",""
"Sometimes","2007","no migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2007","no migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2007","no migration background","(2a) intermediate vocational","","","",""
"Sometimes","2007","no migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2007","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2007","no migration background","(3a) lower tertiary education","","","",""
"Sometimes","2007","no migration background","(3b) higher tertiary education","","","",""
"Sometimes","2007","direct migration background","(0) in school","","","",""
"Sometimes","2007","direct migration background","(1a) inadequately completed","","","",""
"Sometimes","2007","direct migration background","(1b) general elementary school","","","",""
"Sometimes","2007","direct migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2007","direct migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2007","direct migration background","(2a) intermediate vocational","","","",""
"Sometimes","2007","direct migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2007","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2007","direct migration background","(3a) lower tertiary education","","","",""
"Sometimes","2007","direct migration background","(3b) higher tertiary education","","","",""
"Sometimes","2007","indirect migration background","(0) in school","","","",""
"Sometimes","2007","indirect migration background","(1a) inadequately completed","","","",""
"Sometimes","2007","indirect migration background","(1b) general elementary school","","","",""
"Sometimes","2007","indirect migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2007","indirect migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2007","indirect migration background","(2a) intermediate vocational","","","",""
"Sometimes","2007","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2007","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2007","indirect migration background","(3a) lower tertiary education","","","",""
"Sometimes","2007","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","2007","no migration background","(0) in school","","","",""
"Rarely","2007","no migration background","(1a) inadequately completed","","","",""
"Rarely","2007","no migration background","(1b) general elementary school","","","",""
"Rarely","2007","no migration background","(1c) basic vocational qualification","","","",""
"Rarely","2007","no migration background","(2b) intermediate general qualification","","","",""
"Rarely","2007","no migration background","(2a) intermediate vocational","","","",""
"Rarely","2007","no migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2007","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2007","no migration background","(3a) lower tertiary education","","","",""
"Rarely","2007","no migration background","(3b) higher tertiary education","","","",""
"Rarely","2007","direct migration background","(0) in school","","","",""
"Rarely","2007","direct migration background","(1a) inadequately completed","","","",""
"Rarely","2007","direct migration background","(1b) general elementary school","","","",""
"Rarely","2007","direct migration background","(1c) basic vocational qualification","","","",""
"Rarely","2007","direct migration background","(2b) intermediate general qualification","","","",""
"Rarely","2007","direct migration background","(2a) intermediate vocational","","","",""
"Rarely","2007","direct migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2007","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2007","direct migration background","(3a) lower tertiary education","","","",""
"Rarely","2007","direct migration background","(3b) higher tertiary education","","","",""
"Rarely","2007","indirect migration background","(0) in school","","","",""
"Rarely","2007","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","2007","indirect migration background","(1b) general elementary school","","","",""
"Rarely","2007","indirect migration background","(1c) basic vocational qualification","","","",""
"Rarely","2007","indirect migration background","(2b) intermediate general qualification","","","",""
"Rarely","2007","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","2007","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2007","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2007","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","2007","indirect migration background","(3b) higher tertiary education","","","",""
"Never","2007","no migration background","(0) in school","","","",""
"Never","2007","no migration background","(1a) inadequately completed","","","",""
"Never","2007","no migration background","(1b) general elementary school","","","",""
"Never","2007","no migration background","(1c) basic vocational qualification","","","",""
"Never","2007","no migration background","(2b) intermediate general qualification","","","",""
"Never","2007","no migration background","(2a) intermediate vocational","","","",""
"Never","2007","no migration background","(2c_gen) general maturity certificate","","","",""
"Never","2007","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2007","no migration background","(3a) lower tertiary education","","","",""
"Never","2007","no migration background","(3b) higher tertiary education","","","",""
"Never","2007","direct migration background","(0) in school","","","",""
"Never","2007","direct migration background","(1a) inadequately completed","","","",""
"Never","2007","direct migration background","(1b) general elementary school","","","",""
"Never","2007","direct migration background","(1c) basic vocational qualification","","","",""
"Never","2007","direct migration background","(2b) intermediate general qualification","","","",""
"Never","2007","direct migration background","(2a) intermediate vocational","","","",""
"Never","2007","direct migration background","(2c_gen) general maturity certificate","","","",""
"Never","2007","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2007","direct migration background","(3a) lower tertiary education","","","",""
"Never","2007","direct migration background","(3b) higher tertiary education","","","",""
"Never","2007","indirect migration background","(0) in school","","","",""
"Never","2007","indirect migration background","(1a) inadequately completed","","","",""
"Never","2007","indirect migration background","(1b) general elementary school","","","",""
"Never","2007","indirect migration background","(1c) basic vocational qualification","","","",""
"Never","2007","indirect migration background","(2b) intermediate general qualification","","","",""
"Never","2007","indirect migration background","(2a) intermediate vocational","","","",""
"Never","2007","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","2007","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2007","indirect migration background","(3a) lower tertiary education","","","",""
"Never","2007","indirect migration background","(3b) higher tertiary education","","","",""
"Very often","2008","no migration background","(0) in school","15","","",""
"Very often","2008","no migration background","(1a) inadequately completed","","","",""
"Very often","2008","no migration background","(1b) general elementary school","2","","",""
"Very often","2008","no migration background","(1c) basic vocational qualification","16","","",""
"Very often","2008","no migration background","(2b) intermediate general qualification","2","","",""
"Very often","2008","no migration background","(2a) intermediate vocational","6","","",""
"Very often","2008","no migration background","(2c_gen) general maturity certificate","12","","",""
"Very often","2008","no migration background","(2c_voc) vocational maturity certificate","4","","",""
"Very often","2008","no migration background","(3a) lower tertiary education","7","","",""
"Very often","2008","no migration background","(3b) higher tertiary education","3","","",""
"Very often","2008","direct migration background","(0) in school","","","",""
"Very often","2008","direct migration background","(1a) inadequately completed","","","",""
"Very often","2008","direct migration background","(1b) general elementary school","","","",""
"Very often","2008","direct migration background","(1c) basic vocational qualification","1","","",""
"Very often","2008","direct migration background","(2b) intermediate general qualification","","","",""
"Very often","2008","direct migration background","(2a) intermediate vocational","","","",""
"Very often","2008","direct migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2008","direct migration background","(2c_voc) vocational maturity certificate","2","","",""
"Very often","2008","direct migration background","(3a) lower tertiary education","","","",""
"Very often","2008","direct migration background","(3b) higher tertiary education","2","","",""
"Very often","2008","indirect migration background","(0) in school","2","","",""
"Very often","2008","indirect migration background","(1a) inadequately completed","","","",""
"Very often","2008","indirect migration background","(1b) general elementary school","2","","",""
"Very often","2008","indirect migration background","(1c) basic vocational qualification","2","","",""
"Very often","2008","indirect migration background","(2b) intermediate general qualification","2","","",""
"Very often","2008","indirect migration background","(2a) intermediate vocational","3","","",""
"Very often","2008","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2008","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2008","indirect migration background","(3a) lower tertiary education","","","",""
"Very often","2008","indirect migration background","(3b) higher tertiary education","","","",""
"Often","2008","no migration background","(0) in school","62","0.186286350051504","0.141782176223108","0.2307905238799"
"Often","2008","no migration background","(1a) inadequately completed","1","","",""
"Often","2008","no migration background","(1b) general elementary school","14","","",""
"Often","2008","no migration background","(1c) basic vocational qualification","49","0.018102030011194","0.0142392328417837","0.0219648271806044"
"Often","2008","no migration background","(2b) intermediate general qualification","29","","",""
"Often","2008","no migration background","(2a) intermediate vocational","42","0.0117098955336048","0.00852146406997611","0.0148983269972336"
"Often","2008","no migration background","(2c_gen) general maturity certificate","48","0.0858888892472963","0.0627024185838363","0.109075359910756"
"Often","2008","no migration background","(2c_voc) vocational maturity certificate","24","","",""
"Often","2008","no migration background","(3a) lower tertiary education","16","","",""
"Often","2008","no migration background","(3b) higher tertiary education","36","0.0136309057764729","0.00883550067464866","0.0184263108782972"
"Often","2008","direct migration background","(0) in school","","","",""
"Often","2008","direct migration background","(1a) inadequately completed","2","","",""
"Often","2008","direct migration background","(1b) general elementary school","8","","",""
"Often","2008","direct migration background","(1c) basic vocational qualification","13","","",""
"Often","2008","direct migration background","(2b) intermediate general qualification","","","",""
"Often","2008","direct migration background","(2a) intermediate vocational","2","","",""
"Often","2008","direct migration background","(2c_gen) general maturity certificate","6","","",""
"Often","2008","direct migration background","(2c_voc) vocational maturity certificate","9","","",""
"Often","2008","direct migration background","(3a) lower tertiary education","","","",""
"Often","2008","direct migration background","(3b) higher tertiary education","9","","",""
"Often","2008","indirect migration background","(0) in school","9","","",""
"Often","2008","indirect migration background","(1a) inadequately completed","1","","",""
"Often","2008","indirect migration background","(1b) general elementary school","9","","",""
"Often","2008","indirect migration background","(1c) basic vocational qualification","5","","",""
"Often","2008","indirect migration background","(2b) intermediate general qualification","2","","",""
"Often","2008","indirect migration background","(2a) intermediate vocational","6","","",""
"Often","2008","indirect migration background","(2c_gen) general maturity certificate","8","","",""
"Often","2008","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"Often","2008","indirect migration background","(3a) lower tertiary education","2","","",""
"Often","2008","indirect migration background","(3b) higher tertiary education","1","","",""
"Sometimes","2008","no migration background","(0) in school","100","0.359011895770946","0.30417740303869","0.413846388503202"
"Sometimes","2008","no migration background","(1a) inadequately completed","9","","",""
"Sometimes","2008","no migration background","(1b) general elementary school","85","0.0841140333999005","0.0675451347186841","0.100682932081117"
"Sometimes","2008","no migration background","(1c) basic vocational qualification","303","0.0730365246914103","0.0654976513973891","0.0805753979854315"
"Sometimes","2008","no migration background","(2b) intermediate general qualification","77","0.159994774716908","0.123517186061577","0.19647236337224"
"Sometimes","2008","no migration background","(2a) intermediate vocational","426","0.112253299977823","0.102897036480823","0.121609563474823"
"Sometimes","2008","no migration background","(2c_gen) general maturity certificate","154","0.294727776874747","0.257000489137351","0.332455064612143"
"Sometimes","2008","no migration background","(2c_voc) vocational maturity certificate","144","0.131546260744554","0.112011334792314","0.151081186696794"
"Sometimes","2008","no migration background","(3a) lower tertiary education","151","0.100483467958887","0.085497140128612","0.115469795789161"
"Sometimes","2008","no migration background","(3b) higher tertiary education","292","0.14450710548968","0.129966047062081","0.15904816391728"
"Sometimes","2008","direct migration background","(0) in school","5","","",""
"Sometimes","2008","direct migration background","(1a) inadequately completed","17","","",""
"Sometimes","2008","direct migration background","(1b) general elementary school","59","0.160407470042593","0.124262566044181","0.196552374041005"
"Sometimes","2008","direct migration background","(1c) basic vocational qualification","78","0.133859512073283","0.104480172484679","0.163238851661888"
"Sometimes","2008","direct migration background","(2b) intermediate general qualification","6","","",""
"Sometimes","2008","direct migration background","(2a) intermediate vocational","11","","",""
"Sometimes","2008","direct migration background","(2c_gen) general maturity certificate","25","","",""
"Sometimes","2008","direct migration background","(2c_voc) vocational maturity certificate","39","0.159807094618034","0.113448527598914","0.206165661637154"
"Sometimes","2008","direct migration background","(3a) lower tertiary education","10","","",""
"Sometimes","2008","direct migration background","(3b) higher tertiary education","41","0.173481088112266","0.125373666722543","0.221588509501989"
"Sometimes","2008","indirect migration background","(0) in school","15","","",""
"Sometimes","2008","indirect migration background","(1a) inadequately completed","2","","",""
"Sometimes","2008","indirect migration background","(1b) general elementary school","19","","",""
"Sometimes","2008","indirect migration background","(1c) basic vocational qualification","21","","",""
"Sometimes","2008","indirect migration background","(2b) intermediate general qualification","21","","",""
"Sometimes","2008","indirect migration background","(2a) intermediate vocational","27","","",""
"Sometimes","2008","indirect migration background","(2c_gen) general maturity certificate","23","","",""
"Sometimes","2008","indirect migration background","(2c_voc) vocational maturity certificate","14","","",""
"Sometimes","2008","indirect migration background","(3a) lower tertiary education","2","","",""
"Sometimes","2008","indirect migration background","(3b) higher tertiary education","11","","",""
"Rarely","2008","no migration background","(0) in school","85","0.287987772039428","0.236226471957904","0.339749072120952"
"Rarely","2008","no migration background","(1a) inadequately completed","16","","",""
"Rarely","2008","no migration background","(1b) general elementary school","225","0.20131849259316","0.177381622657198","0.225255362529122"
"Rarely","2008","no migration background","(1c) basic vocational qualification","1170","0.253586051511616","0.240980622319771","0.26619148070346"
"Rarely","2008","no migration background","(2b) intermediate general qualification","125","0.274330791953011","0.229935301876046","0.318726282029977"
"Rarely","2008","no migration background","(2a) intermediate vocational","1414","0.335761027817929","0.321764004966615","0.349758050669242"
"Rarely","2008","no migration background","(2c_gen) general maturity certificate","211","0.369194288774862","0.329260367649789","0.409128209899936"
"Rarely","2008","no migration background","(2c_voc) vocational maturity certificate","436","0.395131857775578","0.366876516989298","0.423387198561858"
"Rarely","2008","no migration background","(3a) lower tertiary education","553","0.363293765032611","0.339319689471116","0.387267840594105"
"Rarely","2008","no migration background","(3b) higher tertiary education","876","0.411318513258994","0.390968132809752","0.431668893708236"
"Rarely","2008","direct migration background","(0) in school","2","","",""
"Rarely","2008","direct migration background","(1a) inadequately completed","13","","",""
"Rarely","2008","direct migration background","(1b) general elementary school","97","0.251142474758881","0.20842946430718","0.293855485210582"
"Rarely","2008","direct migration background","(1c) basic vocational qualification","153","0.316469788909323","0.276339875173829","0.356599702644817"
"Rarely","2008","direct migration background","(2b) intermediate general qualification","5","","",""
"Rarely","2008","direct migration background","(2a) intermediate vocational","51","0.363822897168534","0.282059994404498","0.445585799932569"
"Rarely","2008","direct migration background","(2c_gen) general maturity certificate","30","0.28859591959882","0.199788068774084","0.377403770423557"
"Rarely","2008","direct migration background","(2c_voc) vocational maturity certificate","74","0.333505297620241","0.27385780535596","0.393152789884523"
"Rarely","2008","direct migration background","(3a) lower tertiary education","28","","",""
"Rarely","2008","direct migration background","(3b) higher tertiary education","93","0.395171099276721","0.333060106998996","0.457282091554447"
"Rarely","2008","indirect migration background","(0) in school","11","","",""
"Rarely","2008","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","2008","indirect migration background","(1b) general elementary school","31","0.226768501146598","0.143863412758222","0.309673589534974"
"Rarely","2008","indirect migration background","(1c) basic vocational qualification","50","0.318179499025442","0.239021757427536","0.397337240623347"
"Rarely","2008","indirect migration background","(2b) intermediate general qualification","18","","",""
"Rarely","2008","indirect migration background","(2a) intermediate vocational","46","0.385808673753619","0.299781952997991","0.471835394509246"
"Rarely","2008","indirect migration background","(2c_gen) general maturity certificate","30","0.357415928297014","0.249671896112881","0.465159960481147"
"Rarely","2008","indirect migration background","(2c_voc) vocational maturity certificate","25","","",""
"Rarely","2008","indirect migration background","(3a) lower tertiary education","12","","",""
"Rarely","2008","indirect migration background","(3b) higher tertiary education","27","","",""
"Never","2008","no migration background","(0) in school","32","0.112881715566569","0.0767093433016228","0.149054087831515"
"Never","2008","no migration background","(1a) inadequately completed","44","0.610633075989178","0.496406078425564","0.724860073552791"
"Never","2008","no migration background","(1b) general elementary school","752","0.691684290550112","0.664117227883489","0.719251353216735"
"Never","2008","no migration background","(1c) basic vocational qualification","3038","0.651082671487626","0.637272965868513","0.664892377106739"
"Never","2008","no migration background","(2b) intermediate general qualification","155","0.482209172544861","0.432489628392534","0.531928716697189"
"Never","2008","no migration background","(2a) intermediate vocational","2485","0.539140981525577","0.524367135444012","0.553914827607142"
"Never","2008","no migration background","(2c_gen) general maturity certificate","136","0.221931924689379","0.187545632568526","0.256318216810232"
"Never","2008","no migration background","(2c_voc) vocational maturity certificate","542","0.445326048181541","0.416601242071955","0.474050854291127"
"Never","2008","no migration background","(3a) lower tertiary education","819","0.515737588710169","0.490826189638363","0.540648987781975"
"Never","2008","no migration background","(3b) higher tertiary education","1039","0.428452338244379","0.40798691645182","0.448917760036939"
"Never","2008","direct migration background","(0) in school","2","","",""
