"pld0044","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Never","2006","no degree/no degree yet","vocational + Abi","","","",""
"Never","2006","no degree/no degree yet","higher vocational","","","",""
"Never","2006","no degree/no degree yet","higher education","","","",""
"Very often","2007","lower secondary degree","in school","","","",""
"Very often","2007","lower secondary degree","inadequately","","","",""
"Very often","2007","lower secondary degree","general elemantary","","","",""
"Very often","2007","lower secondary degree","middle vocational","","","",""
"Very often","2007","lower secondary degree","vocational + Abi","","","",""
"Very often","2007","lower secondary degree","higher vocational","","","",""
"Very often","2007","lower secondary degree","higher education","","","",""
"Very often","2007","secondary school degree","in school","","","",""
"Very often","2007","secondary school degree","inadequately","","","",""
"Very often","2007","secondary school degree","general elemantary","","","",""
"Very often","2007","secondary school degree","middle vocational","","","",""
"Very often","2007","secondary school degree","vocational + Abi","","","",""
"Very often","2007","secondary school degree","higher vocational","","","",""
"Very often","2007","secondary school degree","higher education","","","",""
"Very often","2007","college entrance qualification","in school","","","",""
"Very often","2007","college entrance qualification","inadequately","","","",""
"Very often","2007","college entrance qualification","general elemantary","","","",""
"Very often","2007","college entrance qualification","middle vocational","","","",""
"Very often","2007","college entrance qualification","vocational + Abi","","","",""
"Very often","2007","college entrance qualification","higher vocational","","","",""
"Very often","2007","college entrance qualification","higher education","","","",""
"Very often","2007","Other degree","in school","","","",""
"Very often","2007","Other degree","inadequately","","","",""
"Very often","2007","Other degree","general elemantary","","","",""
"Very often","2007","Other degree","middle vocational","","","",""
"Very often","2007","Other degree","vocational + Abi","","","",""
"Very often","2007","Other degree","higher vocational","","","",""
"Very often","2007","Other degree","higher education","","","",""
"Very often","2007","no degree/no degree yet","in school","","","",""
"Very often","2007","no degree/no degree yet","inadequately","","","",""
"Very often","2007","no degree/no degree yet","general elemantary","","","",""
"Very often","2007","no degree/no degree yet","middle vocational","","","",""
"Very often","2007","no degree/no degree yet","vocational + Abi","","","",""
"Very often","2007","no degree/no degree yet","higher vocational","","","",""
"Very often","2007","no degree/no degree yet","higher education","","","",""
"Often","2007","lower secondary degree","in school","","","",""
"Often","2007","lower secondary degree","inadequately","","","",""
"Often","2007","lower secondary degree","general elemantary","","","",""
"Often","2007","lower secondary degree","middle vocational","","","",""
"Often","2007","lower secondary degree","vocational + Abi","","","",""
"Often","2007","lower secondary degree","higher vocational","","","",""
"Often","2007","lower secondary degree","higher education","","","",""
"Often","2007","secondary school degree","in school","","","",""
"Often","2007","secondary school degree","inadequately","","","",""
"Often","2007","secondary school degree","general elemantary","","","",""
"Often","2007","secondary school degree","middle vocational","","","",""
"Often","2007","secondary school degree","vocational + Abi","","","",""
"Often","2007","secondary school degree","higher vocational","","","",""
"Often","2007","secondary school degree","higher education","","","",""
"Often","2007","college entrance qualification","in school","","","",""
"Often","2007","college entrance qualification","inadequately","","","",""
"Often","2007","college entrance qualification","general elemantary","","","",""
"Often","2007","college entrance qualification","middle vocational","","","",""
"Often","2007","college entrance qualification","vocational + Abi","","","",""
"Often","2007","college entrance qualification","higher vocational","","","",""
"Often","2007","college entrance qualification","higher education","","","",""
"Often","2007","Other degree","in school","","","",""
"Often","2007","Other degree","inadequately","","","",""
"Often","2007","Other degree","general elemantary","","","",""
"Often","2007","Other degree","middle vocational","","","",""
"Often","2007","Other degree","vocational + Abi","","","",""
"Often","2007","Other degree","higher vocational","","","",""
"Often","2007","Other degree","higher education","","","",""
"Often","2007","no degree/no degree yet","in school","","","",""
"Often","2007","no degree/no degree yet","inadequately","","","",""
"Often","2007","no degree/no degree yet","general elemantary","","","",""
"Often","2007","no degree/no degree yet","middle vocational","","","",""
"Often","2007","no degree/no degree yet","vocational + Abi","","","",""
"Often","2007","no degree/no degree yet","higher vocational","","","",""
"Often","2007","no degree/no degree yet","higher education","","","",""
"Sometimes","2007","lower secondary degree","in school","","","",""
"Sometimes","2007","lower secondary degree","inadequately","","","",""
"Sometimes","2007","lower secondary degree","general elemantary","","","",""
"Sometimes","2007","lower secondary degree","middle vocational","","","",""
"Sometimes","2007","lower secondary degree","vocational + Abi","","","",""
"Sometimes","2007","lower secondary degree","higher vocational","","","",""
"Sometimes","2007","lower secondary degree","higher education","","","",""
"Sometimes","2007","secondary school degree","in school","","","",""
"Sometimes","2007","secondary school degree","inadequately","","","",""
"Sometimes","2007","secondary school degree","general elemantary","","","",""
"Sometimes","2007","secondary school degree","middle vocational","","","",""
"Sometimes","2007","secondary school degree","vocational + Abi","","","",""
"Sometimes","2007","secondary school degree","higher vocational","","","",""
"Sometimes","2007","secondary school degree","higher education","","","",""
"Sometimes","2007","college entrance qualification","in school","","","",""
"Sometimes","2007","college entrance qualification","inadequately","","","",""
"Sometimes","2007","college entrance qualification","general elemantary","","","",""
"Sometimes","2007","college entrance qualification","middle vocational","","","",""
"Sometimes","2007","college entrance qualification","vocational + Abi","","","",""
"Sometimes","2007","college entrance qualification","higher vocational","","","",""
"Sometimes","2007","college entrance qualification","higher education","","","",""
"Sometimes","2007","Other degree","in school","","","",""
"Sometimes","2007","Other degree","inadequately","","","",""
"Sometimes","2007","Other degree","general elemantary","","","",""
"Sometimes","2007","Other degree","middle vocational","","","",""
"Sometimes","2007","Other degree","vocational + Abi","","","",""
"Sometimes","2007","Other degree","higher vocational","","","",""
"Sometimes","2007","Other degree","higher education","","","",""
"Sometimes","2007","no degree/no degree yet","in school","","","",""
"Sometimes","2007","no degree/no degree yet","inadequately","","","",""
"Sometimes","2007","no degree/no degree yet","general elemantary","","","",""
"Sometimes","2007","no degree/no degree yet","middle vocational","","","",""
"Sometimes","2007","no degree/no degree yet","vocational + Abi","","","",""
"Sometimes","2007","no degree/no degree yet","higher vocational","","","",""
"Sometimes","2007","no degree/no degree yet","higher education","","","",""
"Rarely","2007","lower secondary degree","in school","","","",""
"Rarely","2007","lower secondary degree","inadequately","","","",""
"Rarely","2007","lower secondary degree","general elemantary","","","",""
"Rarely","2007","lower secondary degree","middle vocational","","","",""
"Rarely","2007","lower secondary degree","vocational + Abi","","","",""
"Rarely","2007","lower secondary degree","higher vocational","","","",""
"Rarely","2007","lower secondary degree","higher education","","","",""
"Rarely","2007","secondary school degree","in school","","","",""
"Rarely","2007","secondary school degree","inadequately","","","",""
"Rarely","2007","secondary school degree","general elemantary","","","",""
"Rarely","2007","secondary school degree","middle vocational","","","",""
"Rarely","2007","secondary school degree","vocational + Abi","","","",""
"Rarely","2007","secondary school degree","higher vocational","","","",""
"Rarely","2007","secondary school degree","higher education","","","",""
"Rarely","2007","college entrance qualification","in school","","","",""
"Rarely","2007","college entrance qualification","inadequately","","","",""
"Rarely","2007","college entrance qualification","general elemantary","","","",""
"Rarely","2007","college entrance qualification","middle vocational","","","",""
"Rarely","2007","college entrance qualification","vocational + Abi","","","",""
"Rarely","2007","college entrance qualification","higher vocational","","","",""
"Rarely","2007","college entrance qualification","higher education","","","",""
"Rarely","2007","Other degree","in school","","","",""
"Rarely","2007","Other degree","inadequately","","","",""
"Rarely","2007","Other degree","general elemantary","","","",""
"Rarely","2007","Other degree","middle vocational","","","",""
"Rarely","2007","Other degree","vocational + Abi","","","",""
"Rarely","2007","Other degree","higher vocational","","","",""
"Rarely","2007","Other degree","higher education","","","",""
"Rarely","2007","no degree/no degree yet","in school","","","",""
"Rarely","2007","no degree/no degree yet","inadequately","","","",""
"Rarely","2007","no degree/no degree yet","general elemantary","","","",""
"Rarely","2007","no degree/no degree yet","middle vocational","","","",""
"Rarely","2007","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","2007","no degree/no degree yet","higher vocational","","","",""
"Rarely","2007","no degree/no degree yet","higher education","","","",""
"Never","2007","lower secondary degree","in school","","","",""
"Never","2007","lower secondary degree","inadequately","","","",""
"Never","2007","lower secondary degree","general elemantary","","","",""
"Never","2007","lower secondary degree","middle vocational","","","",""
"Never","2007","lower secondary degree","vocational + Abi","","","",""
"Never","2007","lower secondary degree","higher vocational","","","",""
"Never","2007","lower secondary degree","higher education","","","",""
"Never","2007","secondary school degree","in school","","","",""
"Never","2007","secondary school degree","inadequately","","","",""
"Never","2007","secondary school degree","general elemantary","","","",""
"Never","2007","secondary school degree","middle vocational","","","",""
"Never","2007","secondary school degree","vocational + Abi","","","",""
"Never","2007","secondary school degree","higher vocational","","","",""
"Never","2007","secondary school degree","higher education","","","",""
"Never","2007","college entrance qualification","in school","","","",""
"Never","2007","college entrance qualification","inadequately","","","",""
"Never","2007","college entrance qualification","general elemantary","","","",""
"Never","2007","college entrance qualification","middle vocational","","","",""
"Never","2007","college entrance qualification","vocational + Abi","","","",""
"Never","2007","college entrance qualification","higher vocational","","","",""
"Never","2007","college entrance qualification","higher education","","","",""
"Never","2007","Other degree","in school","","","",""
"Never","2007","Other degree","inadequately","","","",""
"Never","2007","Other degree","general elemantary","","","",""
"Never","2007","Other degree","middle vocational","","","",""
"Never","2007","Other degree","vocational + Abi","","","",""
"Never","2007","Other degree","higher vocational","","","",""
"Never","2007","Other degree","higher education","","","",""
"Never","2007","no degree/no degree yet","in school","","","",""
"Never","2007","no degree/no degree yet","inadequately","","","",""
"Never","2007","no degree/no degree yet","general elemantary","","","",""
"Never","2007","no degree/no degree yet","middle vocational","","","",""
"Never","2007","no degree/no degree yet","vocational + Abi","","","",""
"Never","2007","no degree/no degree yet","higher vocational","","","",""
"Never","2007","no degree/no degree yet","higher education","","","",""
"Very often","2008","lower secondary degree","in school","","","",""
"Very often","2008","lower secondary degree","inadequately","","","",""
"Very often","2008","lower secondary degree","general elemantary","4","","",""
"Very often","2008","lower secondary degree","middle vocational","17","","",""
"Very often","2008","lower secondary degree","vocational + Abi","","","",""
"Very often","2008","lower secondary degree","higher vocational","2","","",""
"Very often","2008","lower secondary degree","higher education","1","","",""
"Very often","2008","secondary school degree","in school","","","",""
"Very often","2008","secondary school degree","inadequately","","","",""
"Very often","2008","secondary school degree","general elemantary","4","","",""
"Very often","2008","secondary school degree","middle vocational","7","","",""
"Very often","2008","secondary school degree","vocational + Abi","1","","",""
"Very often","2008","secondary school degree","higher vocational","2","","",""
"Very often","2008","secondary school degree","higher education","","","",""
"Very often","2008","college entrance qualification","in school","","","",""
"Very often","2008","college entrance qualification","inadequately","","","",""
"Very often","2008","college entrance qualification","general elemantary","","","",""
"Very often","2008","college entrance qualification","middle vocational","12","","",""
"Very often","2008","college entrance qualification","vocational + Abi","2","","",""
"Very often","2008","college entrance qualification","higher vocational","2","","",""
"Very often","2008","college entrance qualification","higher education","8","","",""
"Very often","2008","Other degree","in school","","","",""
"Very often","2008","Other degree","inadequately","","","",""
"Very often","2008","Other degree","general elemantary","","","",""
"Very often","2008","Other degree","middle vocational","","","",""
"Very often","2008","Other degree","vocational + Abi","1","","",""
"Very often","2008","Other degree","higher vocational","","","",""
"Very often","2008","Other degree","higher education","2","","",""
"Very often","2008","no degree/no degree yet","in school","17","","",""
"Very often","2008","no degree/no degree yet","inadequately","","","",""
"Very often","2008","no degree/no degree yet","general elemantary","","","",""
"Very often","2008","no degree/no degree yet","middle vocational","","","",""
"Very often","2008","no degree/no degree yet","vocational + Abi","","","",""
"Very often","2008","no degree/no degree yet","higher vocational","","","",""
"Very often","2008","no degree/no degree yet","higher education","1","","",""
"Often","2008","lower secondary degree","in school","","","",""
"Often","2008","lower secondary degree","inadequately","","","",""
"Often","2008","lower secondary degree","general elemantary","26","","",""
"Often","2008","lower secondary degree","middle vocational","56","0.0189850121622029","0.0150156968347466","0.0229543274896592"
"Often","2008","lower secondary degree","vocational + Abi","1","","",""
"Often","2008","lower secondary degree","higher vocational","5","","",""
"Often","2008","lower secondary degree","higher education","","","",""
"Often","2008","secondary school degree","in school","","","",""
"Often","2008","secondary school degree","inadequately","","","",""
"Often","2008","secondary school degree","general elemantary","31","0.0769377440131311","0.0530973904069019","0.10077809761936"
"Often","2008","secondary school degree","middle vocational","47","0.0138357611987792","0.0102140692729517","0.0174574531246067"
"Often","2008","secondary school degree","vocational + Abi","2","","",""
"Often","2008","secondary school degree","higher vocational","3","","",""
"Often","2008","secondary school degree","higher education","3","","",""
"Often","2008","college entrance qualification","in school","","","",""
"Often","2008","college entrance qualification","inadequately","","","",""
"Often","2008","college entrance qualification","general elemantary","","","",""
"Often","2008","college entrance qualification","middle vocational","59","0.0845223038200692","0.0636301082719258","0.105414499368213"
"Often","2008","college entrance qualification","vocational + Abi","23","","",""
"Often","2008","college entrance qualification","higher vocational","3","","",""
"Often","2008","college entrance qualification","higher education","55","0.0167284569603791","0.0122813524418374","0.0211755614789208"
"Often","2008","Other degree","in school","","","",""
"Often","2008","Other degree","inadequately","1","","",""
"Often","2008","Other degree","general elemantary","4","","",""
"Often","2008","Other degree","middle vocational","9","","",""
"Often","2008","Other degree","vocational + Abi","5","","",""
"Often","2008","Other degree","higher vocational","","","",""
"Often","2008","Other degree","higher education","4","","",""
"Often","2008","no degree/no degree yet","in school","71","0.181943522515722","0.141697711685039","0.222189333346405"
"Often","2008","no degree/no degree yet","inadequately","4","","",""
"Often","2008","no degree/no degree yet","general elemantary","","","",""
"Often","2008","no degree/no degree yet","middle vocational","","","",""
"Often","2008","no degree/no degree yet","vocational + Abi","","","",""
"Often","2008","no degree/no degree yet","higher vocational","","","",""
"Often","2008","no degree/no degree yet","higher education","1","","",""
"Sometimes","2008","lower secondary degree","in school","","","",""
"Sometimes","2008","lower secondary degree","inadequately","","","",""
"Sometimes","2008","lower secondary degree","general elemantary","126","0.0986699484433796","0.0823835694902919","0.114956327396467"
"Sometimes","2008","lower secondary degree","middle vocational","338","0.0777669281120294","0.0699777764818739","0.085556079742185"
"Sometimes","2008","lower secondary degree","vocational + Abi","2","","",""
"Sometimes","2008","lower secondary degree","higher vocational","27","","",""
"Sometimes","2008","lower secondary degree","higher education","9","","",""
"Sometimes","2008","secondary school degree","in school","","","",""
"Sometimes","2008","secondary school degree","inadequately","","","",""
"Sometimes","2008","secondary school degree","general elemantary","104","0.200328619714116","0.164522707029428","0.236134532398803"
"Sometimes","2008","secondary school degree","middle vocational","408","0.110621826837427","0.100896616616851","0.120347037058004"
"Sometimes","2008","secondary school degree","vocational + Abi","4","","",""
"Sometimes","2008","secondary school degree","higher vocational","55","0.118250955540154","0.0928746890212169","0.143627222059092"
"Sometimes","2008","secondary school degree","higher education","51","0.0936051790737216","0.070490289639779","0.116720068507664"
"Sometimes","2008","college entrance qualification","in school","","","",""
"Sometimes","2008","college entrance qualification","inadequately","","","",""
"Sometimes","2008","college entrance qualification","general elemantary","","","",""
"Sometimes","2008","college entrance qualification","middle vocational","198","0.310012386610363","0.275275994741506","0.344748778479219"
"Sometimes","2008","college entrance qualification","vocational + Abi","136","0.15981859312684","0.136368376623496","0.183268809630183"
"Sometimes","2008","college entrance qualification","higher vocational","29","","",""
"Sometimes","2008","college entrance qualification","higher education","408","0.13556822976351","0.123698058573447","0.147438400953572"
"Sometimes","2008","Other degree","in school","","","",""
"Sometimes","2008","Other degree","inadequately","3","","",""
"Sometimes","2008","Other degree","general elemantary","34","0.170165626185292","0.123397079032361","0.216934173338223"
"Sometimes","2008","Other degree","middle vocational","41","0.114996716185559","0.0798784051914738","0.150115027179644"
"Sometimes","2008","Other degree","vocational + Abi","20","","",""
"Sometimes","2008","Other degree","higher vocational","7","","",""
"Sometimes","2008","Other degree","higher education","34","0.189176344112404","0.131478700419942","0.246873987804867"
"Sometimes","2008","no degree/no degree yet","in school","118","0.367550008803037","0.317254170340243","0.417845847265831"
"Sometimes","2008","no degree/no degree yet","inadequately","21","","",""
"Sometimes","2008","no degree/no degree yet","general elemantary","","","",""
"Sometimes","2008","no degree/no degree yet","middle vocational","9","","",""
"Sometimes","2008","no degree/no degree yet","vocational + Abi","","","",""
"Sometimes","2008","no degree/no degree yet","higher vocational","","","",""
"Sometimes","2008","no degree/no degree yet","higher education","","","",""
"Rarely","2008","lower secondary degree","in school","","","",""
"Rarely","2008","lower secondary degree","inadequately","","","",""
"Rarely","2008","lower secondary degree","general elemantary","289","0.212024084521206","0.189701769664101","0.234346399378312"
"Rarely","2008","lower secondary degree","middle vocational","1170","0.259022467614643","0.246280292239911","0.271764642989374"
"Rarely","2008","lower secondary degree","vocational + Abi","5","","",""
"Rarely","2008","lower secondary degree","higher vocational","118","0.26516390393093","0.222796436297609","0.30753137156425"
"Rarely","2008","lower secondary degree","higher education","56","0.338496903527985","0.268785351998957","0.408208455057013"
"Rarely","2008","secondary school degree","in school","","","",""
"Rarely","2008","secondary school degree","inadequately","","","",""
"Rarely","2008","secondary school degree","general elemantary","147","0.274065956965815","0.234163135913346","0.313968778018283"
"Rarely","2008","secondary school degree","middle vocational","1271","0.326104170848465","0.311569342334989","0.340638999361941"
"Rarely","2008","secondary school degree","vocational + Abi","7","","",""
"Rarely","2008","secondary school degree","higher vocational","233","0.409800993347689","0.371151959738407","0.448450026956971"
"Rarely","2008","secondary school degree","higher education","214","0.346081246938669","0.30832975643918","0.383832737438158"
"Rarely","2008","college entrance qualification","in school","","","",""
"Rarely","2008","college entrance qualification","inadequately","","","",""
"Rarely","2008","college entrance qualification","general elemantary","","","",""
"Rarely","2008","college entrance qualification","middle vocational","255","0.359444658737478","0.323405978306215","0.395483339168741"
"Rarely","2008","college entrance qualification","vocational + Abi","359","0.401077530112803","0.369712468774055","0.432442591451552"
"Rarely","2008","college entrance qualification","higher vocational","128","0.416310705306901","0.361700277882011","0.47092113273179"
"Rarely","2008","college entrance qualification","higher education","1244","0.406082958894107","0.389054202390644","0.42311171539757"
"Rarely","2008","Other degree","in school","","","",""
"Rarely","2008","Other degree","inadequately","11","","",""
"Rarely","2008","Other degree","general elemantary","54","0.233938569458082","0.181251388262526","0.286625750653639"
"Rarely","2008","Other degree","middle vocational","97","0.314117619434851","0.263021321918279","0.365213916951423"
"Rarely","2008","Other degree","vocational + Abi","27","","",""
"Rarely","2008","Other degree","higher vocational","20","","",""
"Rarely","2008","Other degree","higher education","61","0.374861573805438","0.303545895468859","0.446177252142018"
"Rarely","2008","no degree/no degree yet","in school","97","0.254589082341042","0.209144878329547","0.300033286352537"
"Rarely","2008","no degree/no degree yet","inadequately","19","","",""
"Rarely","2008","no degree/no degree yet","general elemantary","","","",""
"Rarely","2008","no degree/no degree yet","middle vocational","10","","",""
"Rarely","2008","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","2008","no degree/no degree yet","higher vocational","1","","",""
"Rarely","2008","no degree/no degree yet","higher education","","","",""
"Never","2008","lower secondary degree","in school","","","",""
"Never","2008","lower secondary degree","inadequately","","","",""
"Never","2008","lower secondary degree","general elemantary","843","0.654394425364294","0.628422728541639","0.68036612218695"
"Never","2008","lower secondary degree","middle vocational","2960","0.639378364957387","0.62541219902898","0.653344530885794"
"Never","2008","lower secondary degree","vocational + Abi","9","","",""
"Never","2008","lower secondary degree","higher vocational","265","0.643942701027889","0.597984436293654","0.689900965762124"
"Never","2008","lower secondary degree","higher education","111","0.599358500882403","0.527167550598427","0.671549451166379"
"Never","2008","secondary school degree","in school","","","",""
"Never","2008","secondary school degree","inadequately","","","",""
"Never","2008","secondary school degree","general elemantary","194","0.446384567567685","0.401912619677708","0.490856515457662"
"Never","2008","secondary school degree","middle vocational","2263","0.547394175820478","0.531961348157545","0.56282700348341"
"Never","2008","secondary school degree","vocational + Abi","17","","",""
"Never","2008","secondary school degree","higher vocational","329","0.464483273390687","0.425288833870517","0.503677712910857"
"Never","2008","secondary school degree","higher education","342","0.559240654824583","0.519841826565379","0.598639483083788"
"Never","2008","college entrance qualification","in school","","","",""
"Never","2008","college entrance qualification","inadequately","","","",""
"Never","2008","college entrance qualification","general elemantary","","","",""
"Never","2008","college entrance qualification","middle vocational","157","0.224294231476392","0.19296627276444","0.255622190188343"
"Never","2008","college entrance qualification","vocational + Abi","418","0.410090403596083","0.378614427580473","0.441566379611693"
"Never","2008","college entrance qualification","higher vocational","151","0.487898678332094","0.432523046896284","0.543274309767903"
"Never","2008","college entrance qualification","higher education","1480","0.437169732805419","0.419969812880176","0.454369652730663"
"Never","2008","Other degree","in school","","","",""
"Never","2008","Other degree","inadequately","23","","",""
"Never","2008","Other degree","general elemantary","156","0.581808642315224","0.52041832737445","0.643198957255998"
"Never","2008","Other degree","middle vocational","170","0.526224399321129","0.471258885025225","0.581189913617033"
"Never","2008","Other degree","vocational + Abi","58","0.4211256971294","0.329274544924385","0.512976849334415"
"Never","2008","Other degree","higher vocational","22","","",""
"Never","2008","Other degree","higher education","76","0.407937620489172","0.335537036356153","0.480338204622191"
"Never","2008","no degree/no degree yet","in school","50","0.147715710581162","0.110701684743524","0.184729736418801"
"Never","2008","no degree/no degree yet","inadequately","99","0.638162258732254","0.559402829121255","0.716921688343253"
"Never","2008","no degree/no degree yet","general elemantary","","","",""
"Never","2008","no degree/no degree yet","middle vocational","23","","",""
"Never","2008","no degree/no degree yet","vocational + Abi","","","",""
"Never","2008","no degree/no degree yet","higher vocational","1","","",""
"Never","2008","no degree/no degree yet","higher education","2","","",""
"Very often","2009","lower secondary degree","in school","","","",""
"Very often","2009","lower secondary degree","inadequately","","","",""
"Very often","2009","lower secondary degree","general elemantary","","","",""
"Very often","2009","lower secondary degree","middle vocational","","","",""
"Very often","2009","lower secondary degree","vocational + Abi","","","",""
"Very often","2009","lower secondary degree","higher vocational","","","",""
"Very often","2009","lower secondary degree","higher education","","","",""
"Very often","2009","secondary school degree","in school","","","",""
"Very often","2009","secondary school degree","inadequately","","","",""
"Very often","2009","secondary school degree","general elemantary","","","",""
"Very often","2009","secondary school degree","middle vocational","","","",""
"Very often","2009","secondary school degree","vocational + Abi","","","",""
"Very often","2009","secondary school degree","higher vocational","","","",""
"Very often","2009","secondary school degree","higher education","","","",""
"Very often","2009","college entrance qualification","in school","","","",""
"Very often","2009","college entrance qualification","inadequately","","","",""
"Very often","2009","college entrance qualification","general elemantary","","","",""
"Very often","2009","college entrance qualification","middle vocational","","","",""
"Very often","2009","college entrance qualification","vocational + Abi","","","",""
"Very often","2009","college entrance qualification","higher vocational","","","",""
"Very often","2009","college entrance qualification","higher education","","","",""
"Very often","2009","Other degree","in school","","","",""
"Very often","2009","Other degree","inadequately","","","",""
"Very often","2009","Other degree","general elemantary","","","",""
"Very often","2009","Other degree","middle vocational","","","",""
"Very often","2009","Other degree","vocational + Abi","","","",""
"Very often","2009","Other degree","higher vocational","","","",""
"Very often","2009","Other degree","higher education","","","",""
"Very often","2009","no degree/no degree yet","in school","","","",""
"Very often","2009","no degree/no degree yet","inadequately","","","",""
"Very often","2009","no degree/no degree yet","general elemantary","","","",""
"Very often","2009","no degree/no degree yet","middle vocational","","","",""
"Very often","2009","no degree/no degree yet","vocational + Abi","","","",""
"Very often","2009","no degree/no degree yet","higher vocational","","","",""
"Very often","2009","no degree/no degree yet","higher education","","","",""
"Often","2009","lower secondary degree","in school","","","",""
"Often","2009","lower secondary degree","inadequately","","","",""
"Often","2009","lower secondary degree","general elemantary","","","",""
"Often","2009","lower secondary degree","middle vocational","","","",""
"Often","2009","lower secondary degree","vocational + Abi","","","",""
"Often","2009","lower secondary degree","higher vocational","","","",""
"Often","2009","lower secondary degree","higher education","","","",""
"Often","2009","secondary school degree","in school","","","",""
"Often","2009","secondary school degree","inadequately","","","",""
"Often","2009","secondary school degree","general elemantary","","","",""
"Often","2009","secondary school degree","middle vocational","","","",""
"Often","2009","secondary school degree","vocational + Abi","","","",""
"Often","2009","secondary school degree","higher vocational","","","",""
"Often","2009","secondary school degree","higher education","","","",""
"Often","2009","college entrance qualification","in school","","","",""
"Often","2009","college entrance qualification","inadequately","","","",""
"Often","2009","college entrance qualification","general elemantary","","","",""
"Often","2009","college entrance qualification","middle vocational","","","",""
"Often","2009","college entrance qualification","vocational + Abi","","","",""
"Often","2009","college entrance qualification","higher vocational","","","",""
"Often","2009","college entrance qualification","higher education","","","",""
"Often","2009","Other degree","in school","","","",""
"Often","2009","Other degree","inadequately","","","",""
"Often","2009","Other degree","general elemantary","","","",""
"Often","2009","Other degree","middle vocational","","","",""
"Often","2009","Other degree","vocational + Abi","","","",""
"Often","2009","Other degree","higher vocational","","","",""
"Often","2009","Other degree","higher education","","","",""
"Often","2009","no degree/no degree yet","in school","","","",""
"Often","2009","no degree/no degree yet","inadequately","","","",""
"Often","2009","no degree/no degree yet","general elemantary","","","",""
"Often","2009","no degree/no degree yet","middle vocational","","","",""
"Often","2009","no degree/no degree yet","vocational + Abi","","","",""
"Often","2009","no degree/no degree yet","higher vocational","","","",""
"Often","2009","no degree/no degree yet","higher education","","","",""
"Sometimes","2009","lower secondary degree","in school","","","",""
"Sometimes","2009","lower secondary degree","inadequately","","","",""
"Sometimes","2009","lower secondary degree","general elemantary","","","",""
"Sometimes","2009","lower secondary degree","middle vocational","","","",""
"Sometimes","2009","lower secondary degree","vocational + Abi","","","",""
"Sometimes","2009","lower secondary degree","higher vocational","","","",""
"Sometimes","2009","lower secondary degree","higher education","","","",""
"Sometimes","2009","secondary school degree","in school","","","",""
"Sometimes","2009","secondary school degree","inadequately","","","",""
"Sometimes","2009","secondary school degree","general elemantary","","","",""
"Sometimes","2009","secondary school degree","middle vocational","","","",""
"Sometimes","2009","secondary school degree","vocational + Abi","","","",""
"Sometimes","2009","secondary school degree","higher vocational","","","",""
"Sometimes","2009","secondary school degree","higher education","","","",""
"Sometimes","2009","college entrance qualification","in school","","","",""
"Sometimes","2009","college entrance qualification","inadequately","","","",""
"Sometimes","2009","college entrance qualification","general elemantary","","","",""
"Sometimes","2009","college entrance qualification","middle vocational","","","",""
"Sometimes","2009","college entrance qualification","vocational + Abi","","","",""
"Sometimes","2009","college entrance qualification","higher vocational","","","",""
"Sometimes","2009","college entrance qualification","higher education","","","",""
"Sometimes","2009","Other degree","in school","","","",""
"Sometimes","2009","Other degree","inadequately","","","",""
"Sometimes","2009","Other degree","general elemantary","","","",""
"Sometimes","2009","Other degree","middle vocational","","","",""
"Sometimes","2009","Other degree","vocational + Abi","","","",""
"Sometimes","2009","Other degree","higher vocational","","","",""
"Sometimes","2009","Other degree","higher education","","","",""
"Sometimes","2009","no degree/no degree yet","in school","","","",""
"Sometimes","2009","no degree/no degree yet","inadequately","","","",""
"Sometimes","2009","no degree/no degree yet","general elemantary","","","",""
"Sometimes","2009","no degree/no degree yet","middle vocational","","","",""
"Sometimes","2009","no degree/no degree yet","vocational + Abi","","","",""
"Sometimes","2009","no degree/no degree yet","higher vocational","","","",""
"Sometimes","2009","no degree/no degree yet","higher education","","","",""
"Rarely","2009","lower secondary degree","in school","","","",""
"Rarely","2009","lower secondary degree","inadequately","","","",""
"Rarely","2009","lower secondary degree","general elemantary","","","",""
"Rarely","2009","lower secondary degree","middle vocational","","","",""
"Rarely","2009","lower secondary degree","vocational + Abi","","","",""
"Rarely","2009","lower secondary degree","higher vocational","","","",""
"Rarely","2009","lower secondary degree","higher education","","","",""
"Rarely","2009","secondary school degree","in school","","","",""
"Rarely","2009","secondary school degree","inadequately","","","",""
"Rarely","2009","secondary school degree","general elemantary","","","",""
"Rarely","2009","secondary school degree","middle vocational","","","",""
"Rarely","2009","secondary school degree","vocational + Abi","","","",""
"Rarely","2009","secondary school degree","higher vocational","","","",""
"Rarely","2009","secondary school degree","higher education","","","",""
"Rarely","2009","college entrance qualification","in school","","","",""
"Rarely","2009","college entrance qualification","inadequately","","","",""
"Rarely","2009","college entrance qualification","general elemantary","","","",""
"Rarely","2009","college entrance qualification","middle vocational","","","",""
"Rarely","2009","college entrance qualification","vocational + Abi","","","",""
"Rarely","2009","college entrance qualification","higher vocational","","","",""
"Rarely","2009","college entrance qualification","higher education","","","",""
"Rarely","2009","Other degree","in school","","","",""
"Rarely","2009","Other degree","inadequately","","","",""
"Rarely","2009","Other degree","general elemantary","","","",""
"Rarely","2009","Other degree","middle vocational","","","",""
