"pld0044","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"Often","2018","Employed","direct migration background","202","0.0773211071056918","0.0678758929323043","0.0867663212790794","2"
"Often","2018","Employed","indirect migration background","117","0.114602880544956","0.097340088523907","0.131865672566006","2"
"Often","2018","Employed","no migration background","454","0.0396567443391351","0.0363100578885912","0.0430034307896791","2"
"Rarely","2018","Not Employed","no migration background","1626","0.240617590404245","0.23022512049615","0.25101006031234","4"
"Rarely","2018","Not Employed","indirect migration background","108","0.294221548134222","0.249675775092763","0.338767321175681","4"
"Rarely","2018","Not Employed","direct migration background","291","0.23950220992891","0.216677050198234","0.262327369659586","4"
"Rarely","2018","Employed","direct migration background","973","0.309745027043401","0.293394022895967","0.326096031190836","4"
"Rarely","2018","Employed","indirect migration background","425","0.290232942388539","0.265636319044536","0.314829565732542","4"
"Rarely","2018","Employed","no migration background","4962","0.383623272087278","0.375284178641376","0.39196236553318","4"
"Sometimes","2018","Not Employed","no migration background","728","0.101291456661343","0.0939561096114156","0.108626803711271","3"
"Sometimes","2018","Not Employed","indirect migration background","117","0.279904745699878","0.236017818947429","0.323791672452327","3"
"Sometimes","2018","Not Employed","direct migration background","215","0.150861053550507","0.131719021760302","0.170003085340712","3"
"Sometimes","2018","Employed","no migration background","2305","0.187760562619992","0.181063451938769","0.194457673301215","3"
"Sometimes","2018","Employed","direct migration background","648","0.214296576310211","0.199786342033553","0.228806810586869","3"
"Sometimes","2018","Employed","indirect migration background","351","0.299295168800345","0.274477463212135","0.324112874388555","3"
"Very often","2018","Not Employed","no migration background","48","0.00526128473518109","0.00350244918134547","0.0070201202890167","1"
"Very often","2018","Not Employed","direct migration background","14","","","","1"
"Very often","2018","Not Employed","indirect migration background","7","","","","1"
"Very often","2018","Employed","no migration background","76","0.00464778641111844","0.00348136703452553","0.00581420578771134","1"
"Very often","2018","Employed","direct migration background","45","0.013604835664732","0.00950836732473771","0.0177013040047262","1"
"Very often","2018","Employed","indirect migration background","26","","","","1"
