"ple0015","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2019","16-34 y.","1-pers.-HH","857","0.998428855081467","0.995780243988769","1.00107746617416","2"
"No","2019","16-34 y.","(Married) couple without C. ","997","0.983578117271546","0.975716767188088","0.991439467355004","2"
"No","2019","16-34 y.","Single parent ","735","0.993745503036011","0.988061429955695","0.999429576116328","2"
"No","2019","16-34 y.","Couple + C. LE 16 ","1006","0.992089690732181","0.986639806588568","0.997539574875794","2"
"No","2019","16-34 y.","Couple + C. GT 16 ","900","0.997658250624588","0.994502179358282","1.00081432189089","2"
"No","2019","16-34 y.","Couple + C. LE and GT 16","679","0.998915318549793","0.996443082253884","1.0013875548457","2"
"No","2019","35-65 y.","1-pers.-HH","1817","0.939641035765826","0.929038174437458","0.950243897094193","2"
"No","2019","35-65 y.","(Married) couple without C. ","3859","0.937314671199876","0.929925622713459","0.944703719686292","2"
"No","2019","35-65 y.","Single parent ","1197","0.947871119952771","0.935558236478154","0.960184003427388","2"
"No","2019","35-65 y.","Couple + C. LE 16 ","4086","0.978805029397631","0.974439142179238","0.983170916616024","2"
"No","2019","35-65 y.","Couple + C. GT 16 ","1794","0.958210170972356","0.949159808310009","0.967260533634702","2"
"No","2019","35-65 y.","Couple + C. LE and GT 16","1459","0.962404842462687","0.952791619234209","0.972018065691164","2"
"No","2019","66 and older","1-pers.-HH","1291","0.88052925879071","0.863915028440922","0.897143489140499","2"
"No","2019","66 and older","(Married) couple without C. ","2956","0.861891095881487","0.85032128669022","0.873460905072755","2"
"No","2019","66 and older","Single parent ","65","0.861680874147988","0.785065639818996","0.938296108476981","2"
"No","2019","66 and older","Couple + C. LE 16 ","8","","","","2"
"No","2019","66 and older","Couple + C. GT 16 ","175","0.825823470595167","0.773129614627958","0.878517326562377","2"
"No","2019","66 and older","Couple + C. LE and GT 16","4","","","","2"
"Yes","2019","35-65 y.","Single parent ","55","0.0521288800472287","0.0398159965726117","0.0644417635218456","1"
"Yes","2019","35-65 y.","Couple + C. LE 16 ","95","0.0211949706023688","0.0168290833839761","0.0255608578207615","1"
"Yes","2019","35-65 y.","Couple + C. GT 16 ","84","0.0417898290276445","0.0327394663652985","0.0508401916899906","1"
"Yes","2019","35-65 y.","Couple + C. LE and GT 16","45","0.0375951575373135","0.0279819343088359","0.047208380765791","1"
"Yes","2019","66 and older","1-pers.-HH","173","0.11947074120929","0.102856510859501","0.136084971559078","1"
"Yes","2019","16-34 y.","Couple + C. LE 16 ","9","","","","1"
"Yes","2019","66 and older","Couple + C. GT 16 ","24","","","","1"
"Yes","2019","35-65 y.","1-pers.-HH","121","0.0603589642341744","0.0497561029058067","0.0709618255625422","1"
"Yes","2019","16-34 y.","1-pers.-HH","2","","","","1"
"Yes","2019","16-34 y.","(Married) couple without C. ","7","","","","1"
"Yes","2019","16-34 y.","Single parent ","4","","","","1"
"Yes","2019","16-34 y.","Couple + C. GT 16 ","1","","","","1"
"Yes","2019","16-34 y.","Couple + C. LE and GT 16","2","","","","1"
"Yes","2019","66 and older","Single parent ","13","","","","1"
"Yes","2019","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2019","35-65 y.","(Married) couple without C. ","275","0.0626853288001243","0.055296280313708","0.0700743772865407","1"
"Yes","2019","66 and older","(Married) couple without C. ","460","0.138108904118513","0.126539094927245","0.14967871330978","1"
"Yes","2019","66 and older","Couple + C. LE and GT 16","","","","","1"
