"ple0015","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"No","2019","16-34 y.","higher education","1005","0.998474138256513","0.996064544509555","1.00088373200347"
"No","2019","35-65 y.","in school","","","",""
"No","2019","35-65 y.","inadequately","243","0.984997001404988","0.969897767741212","1.00009623506876"
"No","2019","35-65 y.","general elemantary","982","0.967294064700831","0.956383988897338","0.978204140504325"
"No","2019","35-65 y.","middle vocational","6159","0.943603617010206","0.937981277276389","0.949225956744023"
"No","2019","35-65 y.","vocational + Abi","1487","0.961453056337048","0.951847464142684","0.971058648531411"
"No","2019","35-65 y.","higher vocational","1098","0.948628535425478","0.935853107740947","0.961403963110009"
"No","2019","35-65 y.","higher education","4332","0.956531549548611","0.950608627801488","0.962454471295734"
"No","2019","66 and older","in school","","","",""
"No","2019","66 and older","inadequately","31","0.88619689833201","0.780987089598632","0.991406707065388"
"No","2019","66 and older","general elemantary","505","0.913830418762133","0.89052642851793","0.937134409006335"
"No","2019","66 and older","middle vocational","2264","0.871490238708485","0.858601882489703","0.884378594927266"
"No","2019","66 and older","vocational + Abi","148","0.876934681469747","0.827406064401783","0.926463298537712"
"No","2019","66 and older","higher vocational","326","0.844367454711166","0.808389891876653","0.880345017545679"
"No","2019","66 and older","higher education","1254","0.832262674111234","0.813110438710304","0.851414909512165"
