"pgfamstd","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Married, but separated","1991","direct migration background","higher vocational","1","","","","2"
"Married, but separated","1991","direct migration background","higher education","2","","","","2"
"Married, but separated","1991","indirect migration background","inadequately","1","","","","2"
"Married, but separated","1991","indirect migration background","general elemantary","1","","","","2"
"Married, but separated","1991","indirect migration background","middle vocational","1","","","","2"
"Married, but separated","1991","indirect migration background","vocational + Abi","","","","","2"
"Single","1991","indirect migration background","higher vocational","1","","","","3"
"Single","1991","no migration background","in school","108","1","1","1","3"
"Single","1991","no migration background","inadequately","65","0.593858801354326","0.499014858438901","0.688702744269751","3"
"Single","1991","no migration background","general elemantary","536","0.235832151779907","0.216627260980458","0.255037042579355","3"
"Single","1991","no migration background","middle vocational","1248","0.216323431748032","0.20584215456378","0.226804708932285","3"
"Single","1991","no migration background","vocational + Abi","119","0.506956915895855","0.447322884360224","0.566590947431486","3"
"Single","1991","no migration background","higher vocational","77","0.144716197585611","0.118522598931731","0.17090979623949","3"
"Single","1991","no migration background","higher education","190","0.180026976651131","0.160924434788166","0.199129518514096","3"
"Single","1991","direct migration background","in school","20","","","","3"
"Single","1991","direct migration background","inadequately","26","","","","3"
"Single","1991","direct migration background","general elemantary","144","0.158364875525636","0.133792818037877","0.182936933013394","3"
"Single","1991","direct migration background","middle vocational","135","0.136324117028483","0.113536403216687","0.159111830840278","3"
"Single","1991","direct migration background","vocational + Abi","16","","","","3"
"Single","1991","direct migration background","higher vocational","6","","","","3"
"Single","1991","direct migration background","higher education","12","","","","3"
"Single","1991","indirect migration background","in school","34","1","1","1","3"
"Single","1991","indirect migration background","inadequately","15","","","","3"
"Single","1991","indirect migration background","general elemantary","116","0.772308666531481","0.70208936392639","0.842527969136572","3"
"Single","1991","indirect migration background","middle vocational","85","0.563037998590762","0.475381075084539","0.650694922096984","3"
"Single","1991","indirect migration background","vocational + Abi","8","","","","3"
"Single","1991","indirect migration background","higher education","","","","","3"
"Widowed","1991","direct migration background","in school","","","","","5"
"Widowed","1991","direct migration background","inadequately","18","","","","5"
"Widowed","1991","indirect migration background","higher vocational","","","","","5"
"Widowed","1991","indirect migration background","higher education","","","","","5"
"Widowed","1991","direct migration background","general elemantary","30","0.101139044485532","0.0808455963416839","0.12143249262938","5"
"Widowed","1991","direct migration background","middle vocational","29","","","","5"
"Widowed","1991","direct migration background","vocational + Abi","","","","","5"
"Widowed","1991","direct migration background","higher vocational","2","","","","5"
"Widowed","1991","direct migration background","higher education","2","","","","5"
"Widowed","1991","indirect migration background","in school","","","","","5"
"Widowed","1991","indirect migration background","inadequately","","","","","5"
"Widowed","1991","indirect migration background","general elemantary","","","","","5"
"Widowed","1991","indirect migration background","middle vocational","1","","","","5"
"Widowed","1991","indirect migration background","vocational + Abi","","","","","5"
"Widowed","1991","no migration background","in school","","","","","5"
"Widowed","1991","no migration background","inadequately","6","","","","5"
"Widowed","1991","no migration background","general elemantary","316","0.233838998430469","0.21469051219764","0.252987484663299","5"
"Widowed","1991","no migration background","middle vocational","364","0.100586460196353","0.0929297278381295","0.108243192554576","5"
"Widowed","1991","no migration background","vocational + Abi","5","","","","5"
"Widowed","1991","no migration background","higher vocational","38","0.0942877012399998","0.0725304448225407","0.116044957657459","5"
"Widowed","1991","no migration background","higher education","41","0.0330900663473122","0.0241967362238992","0.0419833964707253","5"
"Divorced","1992","indirect migration background","higher education","1","","","","4"
"Divorced","1992","indirect migration background","higher vocational","","","","","4"
"Divorced","1992","no migration background","in school","","","","","4"
"Divorced","1992","no migration background","inadequately","6","","","","4"
"Divorced","1992","no migration background","general elemantary","71","0.0446857656292161","0.0351355984652593","0.0542359327931729","4"
"Divorced","1992","no migration background","middle vocational","331","0.069848441417723","0.063263636434397","0.0764332464010489","4"
"Divorced","1992","no migration background","vocational + Abi","8","","","","4"
"Divorced","1992","direct migration background","higher vocational","4","","","","4"
"Divorced","1992","no migration background","higher vocational","23","","","","4"
"Divorced","1992","no migration background","higher education","99","0.0827103819071949","0.0688814429473097","0.09653932086708","4"
"Divorced","1992","direct migration background","middle vocational","25","","","","4"
"Divorced","1992","direct migration background","vocational + Abi","2","","","","4"
"Divorced","1992","direct migration background","higher education","8","","","","4"
"Divorced","1992","indirect migration background","in school","","","","","4"
"Divorced","1992","indirect migration background","inadequately","","","","","4"
"Divorced","1992","indirect migration background","general elemantary","2","","","","4"
"Divorced","1992","indirect migration background","vocational + Abi","","","","","4"
"Divorced","1992","indirect migration background","middle vocational","3","","","","4"
"Divorced","1992","direct migration background","in school","","","","","4"
"Divorced","1992","direct migration background","inadequately","16","","","","4"
"Divorced","1992","direct migration background","general elemantary","28","","","","4"
"Married","1992","no migration background","in school","","","","","1"
"Married","1992","no migration background","inadequately","26","","","","1"
"Married","1992","no migration background","general elemantary","890","0.475630775916485","0.452547001657987","0.498714550174983","1"
"Married","1992","no migration background","middle vocational","3785","0.60009618680676","0.587440785987691","0.612751587625829","1"
"Married","1992","no migration background","vocational + Abi","138","0.430468759127471","0.372159462648007","0.488778055606935","1"
"Married","1992","no migration background","higher vocational","546","0.695814122355839","0.661708526118692","0.729919718592986","1"
"Married","1992","no migration background","higher education","1165","0.679879378222613","0.656457141407627","0.703301615037599","1"
"Married","1992","direct migration background","in school","","","","","1"
"Married","1992","direct migration background","inadequately","433","0.766428150569703","0.729921733268615","0.802934567870791","1"
"Married","1992","direct migration background","general elemantary","595","0.634786659878503","0.601871240393154","0.667702079363852","1"
"Married","1992","direct migration background","middle vocational","641","0.717565053240754","0.687265235160998","0.747864871320509","1"
"Married","1992","direct migration background","vocational + Abi","81","0.790625","0.709237040908938","0.872012959091062","1"
"Married","1992","direct migration background","higher vocational","49","0.804200608853741","0.706214235589167","0.902186982118315","1"
"Married","1992","direct migration background","higher education","105","0.806743707862289","0.739384690931485","0.874102724793092","1"
"Married","1992","indirect migration background","in school","","","","","1"
"Married","1992","indirect migration background","general elemantary","28","","","","1"
"Married","1992","indirect migration background","middle vocational","33","0.347278467913622","0.263479215039449","0.431077720787794","1"
"Married","1992","indirect migration background","vocational + Abi","2","","","","1"
"Married","1992","indirect migration background","higher vocational","5","","","","1"
"Married","1992","indirect migration background","higher education","1","","","","1"
"Married","1992","indirect migration background","inadequately","4","","","","1"
"Married, but separated","1992","indirect migration background","higher education","","","","","2"
"Married, but separated","1992","indirect migration background","higher vocational","","","","","2"
"Married, but separated","1992","indirect migration background","inadequately","1","","","","2"
"Married, but separated","1992","no migration background","higher vocational","6","","","","2"
"Married, but separated","1992","direct migration background","inadequately","24","","","","2"
"Married, but separated","1992","indirect migration background","in school","","","","","2"
"Married, but separated","1992","indirect migration background","general elemantary","1","","","","2"
"Married, but separated","1992","indirect migration background","middle vocational","2","","","","2"
"Married, but separated","1992","indirect migration background","vocational + Abi","","","","","2"
"Married, but separated","1992","no migration background","vocational + Abi","6","","","","2"
"Married, but separated","1992","no migration background","higher education","23","","","","2"
"Married, but separated","1992","direct migration background","in school","","","","","2"
"Married, but separated","1992","direct migration background","general elemantary","34","0.0400305625635069","0.0266295772178261","0.0534315479091878","2"
"Married, but separated","1992","direct migration background","middle vocational","25","","","","2"
"Married, but separated","1992","direct migration background","vocational + Abi","2","","","","2"
"Married, but separated","1992","direct migration background","higher vocational","1","","","","2"
"Married, but separated","1992","direct migration background","higher education","1","","","","2"
"Married, but separated","1992","no migration background","inadequately","3","","","","2"
"Married, but separated","1992","no migration background","in school","","","","","2"
"Married, but separated","1992","no migration background","general elemantary","28","","","","2"
"Married, but separated","1992","no migration background","middle vocational","76","0.0159204603717104","0.0126869027042753","0.0191540180391455","2"
"Single","1992","indirect migration background","higher vocational","2","","","","3"
"Single","1992","no migration background","in school","125","1","1","1","3"
"Single","1992","no migration background","inadequately","45","0.495473504811011","0.390412712507352","0.600534297114671","3"
"Single","1992","no migration background","general elemantary","514","0.232113884945406","0.212599619198575","0.251628150692236","3"
"Single","1992","no migration background","middle vocational","1214","0.214602028435852","0.203996080341355","0.225207976530349","3"
"Single","1992","no migration background","vocational + Abi","120","0.484775219998027","0.425921111738444","0.54362932825761","3"
"Single","1992","no migration background","higher vocational","89","0.154820406030768","0.128004152333678","0.181636659727858","3"
"Single","1992","no migration background","higher education","196","0.177367355954133","0.1581897044141","0.196545007494166","3"
"Single","1992","direct migration background","in school","14","","","","3"
"Single","1992","direct migration background","inadequately","22","","","","3"
"Single","1992","direct migration background","general elemantary","137","0.16482199643715","0.139458490128752","0.190185502745548","3"
"Single","1992","direct migration background","middle vocational","124","0.141423838624566","0.117970704437306","0.164876972811826","3"
"Single","1992","direct migration background","vocational + Abi","11","","","","3"
"Single","1992","direct migration background","higher vocational","6","","","","3"
"Single","1992","direct migration background","higher education","15","","","","3"
"Single","1992","indirect migration background","in school","48","1","1","1","3"
"Single","1992","indirect migration background","inadequately","21","","","","3"
"Single","1992","indirect migration background","general elemantary","137","0.776970792250052","0.714023555886892","0.839918028613213","3"
"Single","1992","indirect migration background","middle vocational","85","0.538748018107138","0.451007698142788","0.626488338071489","3"
"Single","1992","indirect migration background","vocational + Abi","10","","","","3"
"Single","1992","indirect migration background","higher education","1","","","","3"
"Widowed","1992","indirect migration background","higher vocational","","","","","5"
"Widowed","1992","indirect migration background","higher education","","","","","5"
"Widowed","1992","no migration background","in school","","","","","5"
"Widowed","1992","no migration background","inadequately","7","","","","5"
"Widowed","1992","indirect migration background","middle vocational","1","","","","5"
"Widowed","1992","no migration background","general elemantary","295","0.230791043542741","0.211315710688971","0.250266376396511","5"
"Widowed","1992","no migration background","middle vocational","350","0.0995328829679547","0.0917988695859466","0.107266896349963","5"
"Widowed","1992","no migration background","vocational + Abi","5","","","","5"
"Widowed","1992","no migration background","higher vocational","35","0.0964612100191245","0.0745755697300939","0.118346850308155","5"
"Widowed","1992","no migration background","higher education","41","0.0349117964579122","0.025696162644677","0.0441274302711475","5"
"Widowed","1992","direct migration background","in school","","","","","5"
"Widowed","1992","direct migration background","inadequately","21","","","","5"
"Widowed","1992","direct migration background","higher vocational","3","","","","5"
"Widowed","1992","direct migration background","higher education","3","","","","5"
"Widowed","1992","indirect migration background","in school","","","","","5"
"Widowed","1992","indirect migration background","inadequately","","","","","5"
"Widowed","1992","indirect migration background","general elemantary","","","","","5"
"Widowed","1992","indirect migration background","vocational + Abi","","","","","5"
"Widowed","1992","direct migration background","general elemantary","28","","","","5"
"Widowed","1992","direct migration background","middle vocational","33","0.070115826830698","0.0529299132836361","0.0873017403777598","5"
"Widowed","1992","direct migration background","vocational + Abi","","","","","5"
"Divorced","1993","indirect migration background","higher education","1","","","","4"
"Divorced","1993","indirect migration background","higher vocational","","","","","4"
"Divorced","1993","no migration background","in school","","","","","4"
"Divorced","1993","no migration background","inadequately","9","","","","4"
"Divorced","1993","no migration background","general elemantary","74","0.0483097297956877","0.038126023022677","0.0584934365686984","4"
"Divorced","1993","no migration background","middle vocational","322","0.0716315119843843","0.0649233908206448","0.0783396331481237","4"
"Divorced","1993","no migration background","vocational + Abi","5","","","","4"
"Divorced","1993","no migration background","higher vocational","19","","","","4"
"Divorced","1993","direct migration background","middle vocational","28","","","","4"
"Divorced","1993","direct migration background","vocational + Abi","2","","","","4"
"Divorced","1993","direct migration background","higher vocational","4","","","","4"
"Divorced","1993","direct migration background","higher education","8","","","","4"
"Divorced","1993","indirect migration background","inadequately","","","","","4"
"Divorced","1993","indirect migration background","general elemantary","2","","","","4"
"Divorced","1993","direct migration background","in school","","","","","4"
"Divorced","1993","no migration background","higher education","99","0.0829417761948064","0.0689942159699528","0.0968893364196601","4"
"Divorced","1993","direct migration background","inadequately","14","","","","4"
"Divorced","1993","direct migration background","general elemantary","26","","","","4"
"Divorced","1993","indirect migration background","in school","","","","","4"
"Divorced","1993","indirect migration background","middle vocational","2","","","","4"
"Divorced","1993","indirect migration background","vocational + Abi","","","","","4"
"Married","1993","no migration background","higher vocational","525","0.684412890878289","0.649481783588036","0.719343998168543","1"
"Married","1993","no migration background","in school","","","","","1"
"Married","1993","no migration background","inadequately","27","","","","1"
"Married","1993","no migration background","general elemantary","846","0.472152640843132","0.448442389643976","0.495862892042288","1"
"Married","1993","no migration background","middle vocational","3688","0.603085708505791","0.590358694245968","0.615812722765615","1"
"Married","1993","no migration background","vocational + Abi","138","0.450444214383709","0.392063098984795","0.508825329782623","1"
"Married","1993","no migration background","higher education","1132","0.664767955651157","0.640894190037318","0.688641721264995","1"
"Married","1993","indirect migration background","middle vocational","42","0.386961436276964","0.309017882687475","0.464904989866452","1"
"Married","1993","direct migration background","in school","","","","","1"
"Married","1993","direct migration background","inadequately","417","0.75654657240208","0.719115852266439","0.793977292537722","1"
"Married","1993","direct migration background","general elemantary","583","0.654568442194382","0.621262191450368","0.687874692938397","1"
"Married","1993","direct migration background","middle vocational","629","0.696851290264796","0.665787960334554","0.727914620195038","1"
"Married","1993","direct migration background","vocational + Abi","79","0.775626624636449","0.691738921537101","0.859514327735796","1"
"Married","1993","indirect migration background","in school","","","","","1"
"Married","1993","indirect migration background","general elemantary","33","0.126568198605471","0.0801389369154938","0.172997460295448","1"
"Married","1993","indirect migration background","higher education","1","","","","1"
"Married","1993","direct migration background","higher vocational","45","0.818403097868046","0.71918932975164","0.917616865984451","1"
"Married","1993","direct migration background","higher education","99","0.746216829842239","0.671979036505159","0.820454623179318","1"
"Married","1993","indirect migration background","higher vocational","5","","","","1"
"Married","1993","indirect migration background","vocational + Abi","3","","","","1"
"Married","1993","indirect migration background","inadequately","4","","","","1"
"Married, but separated","1993","indirect migration background","higher vocational","","","","","2"
"Married, but separated","1993","indirect migration background","higher education","","","","","2"
"Married, but separated","1993","indirect migration background","inadequately","3","","","","2"
"Married, but separated","1993","no migration background","higher vocational","12","","","","2"
"Married, but separated","1993","direct migration background","inadequately","26","","","","2"
"Married, but separated","1993","indirect migration background","in school","","","","","2"
"Married, but separated","1993","indirect migration background","general elemantary","3","","","","2"
"Married, but separated","1993","indirect migration background","middle vocational","2","","","","2"
"Married, but separated","1993","indirect migration background","vocational + Abi","1","","","","2"
"Married, but separated","1993","direct migration background","higher vocational","2","","","","2"
"Married, but separated","1993","direct migration background","general elemantary","27","","","","2"
"Married, but separated","1993","no migration background","vocational + Abi","5","","","","2"
"Married, but separated","1993","no migration background","higher education","26","","","","2"
"Married, but separated","1993","direct migration background","in school","","","","","2"
"Married, but separated","1993","direct migration background","middle vocational","31","0.0320379216849538","0.0201361549957382","0.0439396883741693","2"
"Married, but separated","1993","direct migration background","vocational + Abi","3","","","","2"
"Married, but separated","1993","direct migration background","higher education","3","","","","2"
"Married, but separated","1993","no migration background","in school","1","","","","2"
"Married, but separated","1993","no migration background","inadequately","2","","","","2"
"Married, but separated","1993","no migration background","general elemantary","28","","","","2"
"Married, but separated","1993","no migration background","middle vocational","100","0.0178879675096278","0.0144401072276196","0.0213358277916359","2"
"Single","1993","indirect migration background","higher vocational","3","","","","3"
"Single","1993","no migration background","in school","127","0.975409702423234","0.948579834548279","1.00223957029819","3"
"Single","1993","no migration background","inadequately","41","0.492308524338663","0.385396374761383","0.599220673915943","3"
"Single","1993","no migration background","general elemantary","461","0.223252595269165","0.203474752018764","0.243030438519567","3"
"Single","1993","no migration background","middle vocational","1219","0.208134346293799","0.197573802698203","0.218694889889396","3"
"Single","1993","no migration background","vocational + Abi","125","0.467272717569133","0.408728545151682","0.525816889986584","3"
"Single","1993","no migration background","higher vocational","87","0.15461692199309","0.127443212915496","0.181790631070684","3"
"Single","1993","no migration background","higher education","205","0.187650965482157","0.16790584170198","0.207396089262334","3"
"Single","1993","direct migration background","in school","11","","","","3"
"Single","1993","direct migration background","inadequately","27","","","","3"
"Single","1993","direct migration background","general elemantary","119","0.152823669365125","0.127620832502403","0.178026506227847","3"
"Single","1993","direct migration background","middle vocational","119","0.151441429626145","0.127213664455291","0.175669194796998","3"
"Single","1993","direct migration background","vocational + Abi","11","","","","3"
"Single","1993","direct migration background","higher vocational","4","","","","3"
"Single","1993","direct migration background","higher education","19","","","","3"
"Single","1993","indirect migration background","in school","46","1","1","1","3"
"Single","1993","indirect migration background","inadequately","15","","","","3"
"Single","1993","indirect migration background","general elemantary","159","0.807718077941099","0.752686228678731","0.862749927203468","3"
"Single","1993","indirect migration background","middle vocational","103","0.532792015507486","0.452949089627536","0.612634941387436","3"
"Single","1993","indirect migration background","vocational + Abi","8","","","","3"
"Single","1993","indirect migration background","higher education","3","","","","3"
"Widowed","1993","indirect migration background","higher education","","","","","5"
"Widowed","1993","indirect migration background","higher vocational","","","","","5"
"Widowed","1993","no migration background","in school","","","","","5"
"Widowed","1993","no migration background","inadequately","5","","","","5"
"Widowed","1993","no migration background","general elemantary","294","0.238207006240648","0.217975113236446","0.258438899244851","5"
"Widowed","1993","no migration background","middle vocational","348","0.0992604657063971","0.0914823139808249","0.107038617431969","5"
"Widowed","1993","no migration background","vocational + Abi","6","","","","5"
"Widowed","1993","no migration background","higher vocational","37","0.106276383232381","0.0831123790349723","0.12944038742979","5"
"Widowed","1993","no migration background","higher education","40","0.0323483669665308","0.0234009264009318","0.0412958075321298","5"
"Widowed","1993","direct migration background","in school","","","","","5"
"Widowed","1993","direct migration background","vocational + Abi","","","","","5"
"Widowed","1993","direct migration background","higher vocational","3","","","","5"
"Widowed","1993","direct migration background","higher education","3","","","","5"
"Widowed","1993","indirect migration background","in school","","","","","5"
"Widowed","1993","indirect migration background","inadequately","","","","","5"
"Widowed","1993","indirect migration background","general elemantary","","","","","5"
"Widowed","1993","indirect migration background","middle vocational","1","","","","5"
"Widowed","1993","direct migration background","inadequately","21","","","","5"
"Widowed","1993","direct migration background","general elemantary","28","","","","5"
"Widowed","1993","direct migration background","middle vocational","34","0.0738657550678115","0.0561887520746169","0.0915427580610061","5"
"Widowed","1993","indirect migration background","vocational + Abi","","","","","5"
"Divorced","1994","indirect migration background","higher vocational","","","","","4"
"Divorced","1994","indirect migration background","higher education","1","","","","4"
"Divorced","1994","direct migration background","higher education","8","","","","4"
"Divorced","1994","no migration background","in school","","","","","4"
"Divorced","1994","no migration background","inadequately","5","","","","4"
"Divorced","1994","no migration background","general elemantary","70","0.0481324607815758","0.0376476712688408","0.0586172502943108","4"
"Divorced","1994","no migration background","middle vocational","319","0.0705050387496026","0.0637960157752416","0.0772140617239637","4"
"Divorced","1994","no migration background","vocational + Abi","10","","","","4"
"Divorced","1994","no migration background","higher vocational","24","","","","4"
"Divorced","1994","direct migration background","general elemantary","24","","","","4"
"Divorced","1994","direct migration background","middle vocational","29","","","","4"
"Divorced","1994","direct migration background","vocational + Abi","2","","","","4"
"Divorced","1994","direct migration background","higher vocational","5","","","","4"
"Divorced","1994","indirect migration background","in school","","","","","4"
"Divorced","1994","no migration background","higher education","97","0.0811597126098665","0.0674314189102092","0.0948880063095237","4"
"Divorced","1994","direct migration background","in school","","","","","4"
"Divorced","1994","direct migration background","inadequately","14","","","","4"
"Divorced","1994","indirect migration background","inadequately","","","","","4"
"Divorced","1994","indirect migration background","general elemantary","2","","","","4"
"Divorced","1994","indirect migration background","middle vocational","3","","","","4"
"Divorced","1994","indirect migration background","vocational + Abi","","","","","4"
"Married","1994","no migration background","higher vocational","516","0.66343743351843","0.628076890579412","0.698797976457449","1"
"Married","1994","no migration background","in school","","","","","1"
"Married","1994","no migration background","inadequately","27","","","","1"
"Married","1994","no migration background","general elemantary","791","0.468867683325765","0.444423308274965","0.493312058376565","1"
"Married","1994","no migration background","middle vocational","3622","0.606729421780063","0.593927683699081","0.619531159861045","1"
"Married","1994","no migration background","vocational + Abi","135","0.423334196568115","0.366663253434044","0.480005139702186","1"
"Married","1994","indirect migration background","higher education","3","","","","1"
"Married","1994","indirect migration background","vocational + Abi","4","","","","1"
"Married","1994","indirect migration background","higher vocational","5","","","","1"
"Married","1994","no migration background","higher education","1130","0.663840919663659","0.640092717896526","0.687589121430792","1"
"Married","1994","direct migration background","middle vocational","612","0.689929774506375","0.658233814107785","0.721625734904966","1"
"Married","1994","direct migration background","vocational + Abi","71","0.814008456642769","0.73177284576435","0.896244067521187","1"
"Married","1994","direct migration background","higher vocational","46","0.779544378768438","0.674649695371921","0.884439062164955","1"
"Married","1994","direct migration background","higher education","97","0.766201524548266","0.692004681382226","0.840398367714306","1"
"Married","1994","indirect migration background","in school","","","","","1"
"Married","1994","indirect migration background","inadequately","6","","","","1"
"Married","1994","indirect migration background","general elemantary","32","0.14289616471382","0.0920522007118831","0.193740128715758","1"
"Married","1994","indirect migration background","middle vocational","42","0.309478621141875","0.237397183704375","0.381560058579375","1"
"Married","1994","direct migration background","inadequately","389","0.760889090868339","0.722203429597179","0.799574752139499","1"
"Married","1994","direct migration background","in school","","","","","1"
"Married","1994","direct migration background","general elemantary","545","0.668591750979969","0.63394303560237","0.703240466357567","1"
"Married, but separated","1994","indirect migration background","higher vocational","","","","","2"
"Married, but separated","1994","indirect migration background","higher education","","","","","2"
"Married, but separated","1994","indirect migration background","inadequately","1","","","","2"
"Married, but separated","1994","no migration background","higher vocational","10","","","","2"
"Married, but separated","1994","indirect migration background","general elemantary","3","","","","2"
"Married, but separated","1994","no migration background","general elemantary","37","0.0259776227614056","0.0181858443145326","0.0337694012082786","2"
"Married, but separated","1994","direct migration background","inadequately","19","","","","2"
"Married, but separated","1994","direct migration background","middle vocational","26","","","","2"
"Married, but separated","1994","indirect migration background","in school","","","","","2"
"Married, but separated","1994","indirect migration background","middle vocational","2","","","","2"
"Married, but separated","1994","indirect migration background","vocational + Abi","1","","","","2"
"Married, but separated","1994","direct migration background","general elemantary","26","","","","2"
"Married, but separated","1994","direct migration background","vocational + Abi","3","","","","2"
"Married, but separated","1994","no migration background","vocational + Abi","5","","","","2"
"Married, but separated","1994","no migration background","in school","","","","","2"
"Married, but separated","1994","direct migration background","higher vocational","1","","","","2"
"Married, but separated","1994","direct migration background","higher education","3","","","","2"
"Married, but separated","1994","no migration background","inadequately","2","","","","2"
"Married, but separated","1994","direct migration background","in school","","","","","2"
"Married, but separated","1994","no migration background","middle vocational","114","0.0214434908000729","0.0176471396244308","0.0252398419757149","2"
"Married, but separated","1994","no migration background","higher education","27","","","","2"
"Single","1994","indirect migration background","higher vocational","6","","","","3"
"Single","1994","no migration background","in school","167","1","1","1","3"
"Single","1994","no migration background","inadequately","34","0.451239740475329","0.336298245987594","0.566181234963064","3"
"Single","1994","no migration background","general elemantary","414","0.206362238327295","0.186538812882641","0.226185663771949","3"
"Single","1994","no migration background","middle vocational","1197","0.203492315352846","0.192941289842425","0.214043340863268","3"
"Single","1994","no migration background","vocational + Abi","137","0.488693824050068","0.431359379450172","0.546028268649964","3"
"Single","1994","no migration background","higher vocational","100","0.168386033253067","0.140383330297789","0.196388736208345","3"
"Single","1994","no migration background","higher education","222","0.196722500041781","0.176738330029144","0.216706670054418","3"
"Single","1994","direct migration background","in school","14","","","","3"
"Single","1994","direct migration background","inadequately","25","","","","3"
"Single","1994","direct migration background","general elemantary","85","0.126414842494605","0.101953706019216","0.150875978969994","3"
"Single","1994","direct migration background","middle vocational","114","0.145528818404861","0.121363381538232","0.169694255271489","3"
"Single","1994","direct migration background","vocational + Abi","10","","","","3"
"Single","1994","direct migration background","higher vocational","5","","","","3"
"Single","1994","direct migration background","higher education","15","","","","3"
"Single","1994","indirect migration background","in school","59","1","1","1","3"
"Single","1994","indirect migration background","inadequately","10","","","","3"
"Single","1994","indirect migration background","general elemantary","145","0.782348590060003","0.722398023523615","0.842299156596391","3"
"Single","1994","indirect migration background","middle vocational","110","0.612318773515013","0.536348144822711","0.688289402207315","3"
"Single","1994","indirect migration background","vocational + Abi","9","","","","3"
"Single","1994","indirect migration background","higher education","5","","","","3"
"Widowed","1994","indirect migration background","higher vocational","","","","","5"
"Widowed","1994","indirect migration background","higher education","","","","","5"
"Widowed","1994","no migration background","in school","","","","","5"
"Widowed","1994","no migration background","inadequately","4","","","","5"
"Widowed","1994","no migration background","general elemantary","289","0.250659994803959","0.229430757204768","0.271889232403149","5"
"Widowed","1994","no migration background","middle vocational","341","0.0978297333174152","0.0900438951752357","0.105615571459595","5"
"Widowed","1994","no migration background","vocational + Abi","5","","","","5"
"Widowed","1994","no migration background","higher vocational","36","0.10846204394066","0.0851921264144281","0.131731961466892","5"
"Widowed","1994","no migration background","higher education","44","0.0357371230396347","0.0264049278380189","0.0450693182412506","5"
"Widowed","1994","direct migration background","in school","","","","","5"
"Widowed","1994","direct migration background","vocational + Abi","","","","","5"
"Widowed","1994","direct migration background","higher vocational","3","","","","5"
"Widowed","1994","direct migration background","higher education","2","","","","5"
"Widowed","1994","indirect migration background","in school","","","","","5"
"Widowed","1994","indirect migration background","inadequately","","","","","5"
"Widowed","1994","indirect migration background","general elemantary","","","","","5"
"Widowed","1994","indirect migration background","middle vocational","1","","","","5"
"Widowed","1994","indirect migration background","vocational + Abi","","","","","5"
"Widowed","1994","direct migration background","inadequately","20","","","","5"
"Widowed","1994","direct migration background","general elemantary","29","","","","5"
"Widowed","1994","direct migration background","middle vocational","37","0.0812074080641211","0.0624886079746554","0.0999262081535867","5"
"Divorced","1995","indirect migration background","higher vocational","","","","","4"
"Divorced","1995","indirect migration background","higher education","1","","","","4"
"Divorced","1995","indirect migration background","in school","","","","","4"
"Divorced","1995","direct migration background","higher education","10","","","","4"
"Divorced","1995","indirect migration background","inadequately","","","","","4"
"Divorced","1995","no migration background","higher vocational","30","0.0550551811223389","0.0380611125737747","0.0720492496709031","4"
"Divorced","1995","no migration background","in school","","","","","4"
"Divorced","1995","no migration background","inadequately","3","","","","4"
"Divorced","1995","no migration background","general elemantary","78","0.0544460802148198","0.0431395488149587","0.0657526116146809","4"
"Divorced","1995","no migration background","middle vocational","342","0.0758273030623207","0.0688646681066712","0.0827899380179703","4"
"Divorced","1995","no migration background","vocational + Abi","10","","","","4"
"Divorced","1995","direct migration background","general elemantary","24","","","","4"
"Divorced","1995","direct migration background","middle vocational","36","0.0474019414129029","0.0341651293016758","0.06063875352413","4"
"Divorced","1995","direct migration background","vocational + Abi","4","","","","4"
"Divorced","1995","direct migration background","higher vocational","5","","","","4"
"Divorced","1995","indirect migration background","general elemantary","3","","","","4"
"Divorced","1995","indirect migration background","middle vocational","3","","","","4"
"Divorced","1995","indirect migration background","vocational + Abi","","","","","4"
"Divorced","1995","direct migration background","in school","","","","","4"
"Divorced","1995","direct migration background","inadequately","12","","","","4"
"Divorced","1995","no migration background","higher education","116","0.0894343778314219","0.075218604739494","0.10365015092335","4"
"Married","1995","no migration background","in school","","","","","1"
"Married","1995","no migration background","inadequately","25","","","","1"
"Married","1995","no migration background","general elemantary","740","0.452400980817706","0.427598447947122","0.47720351368829","1"
"Married","1995","no migration background","middle vocational","3585","0.605574619736941","0.592720258118398","0.618428981355484","1"
"Married","1995","no migration background","vocational + Abi","150","0.443970668896237","0.388210489571388","0.499730848221087","1"
"Married","1995","no migration background","higher vocational","528","0.709567822906528","0.675744648460281","0.743390997352775","1"
"Married","1995","no migration background","higher education","1127","0.653381749309912","0.629675009915901","0.677088488703922","1"
"Married","1995","direct migration background","in school","1","","","","1"
"Married","1995","direct migration background","inadequately","384","0.747834852598159","0.708064381696223","0.787605323500095","1"
"Married","1995","direct migration background","general elemantary","603","0.67463134353906","0.641730996684753","0.707531690393367","1"
"Married","1995","direct migration background","middle vocational","738","0.690189237422614","0.661384571975068","0.718993902870159","1"
"Married","1995","direct migration background","vocational + Abi","131","0.743752403128273","0.676318352975444","0.811186453281101","1"
"Married","1995","direct migration background","higher vocational","45","0.788255572796233","0.684881414762656","0.89162973082981","1"
"Married","1995","direct migration background","higher education","152","0.730521345133536","0.668876013499126","0.792166676767947","1"
"Married","1995","indirect migration background","in school","","","","","1"
"Married","1995","indirect migration background","inadequately","7","","","","1"
