"erwst","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"Part-time","1993","35-65 y.","Full Time","61","0.0147902830795882","0.0108795323523391","0.0187010338068373","2"
"Part-time","1993","16-34 y.","Not Working","25","","","","2"
"Part-time","1993","35-65 y.","Not Working","10","","","","2"
"Part-time","1993","66 and older","Part Time","6","","","","2"
"Part-time","1993","66 and older","Not Working","","","","","2"
"Part-time","1993","66 and older","Full Time","1","","","","2"
"Full-time","1994","16-34 y.","Full Time","2049","0.829014323054368","0.814282427083408","0.843746219025327","1"
"Full-time","1994","16-34 y.","Part Time","280","0.24657004553874","0.220923739469149","0.27221635160833","1"
"Full-time","1994","16-34 y.","Not Working","41","0.0404145235364706","0.0293821756847106","0.0514468713882306","1"
"Full-time","1994","35-65 y.","Full Time","3301","0.958247112294566","0.95158800779611","0.964906216793021","1"
"Full-time","1994","35-65 y.","Part Time","295","0.190925577646228","0.169180922691578","0.212670232600878","1"
"Full-time","1994","35-65 y.","Not Working","22","","","","1"
"Full-time","1994","66 and older","Full Time","10","","","","1"
"Full-time","1994","66 and older","Part Time","1","","","","1"
"Full-time","1994","66 and older","Not Working","1","","","","1"
"Non-working","1994","16-34 y.","Full Time","146","0.0527234527250781","0.0439788904568893","0.0614680149932668","5"
"Non-working","1994","16-34 y.","Part Time","354","0.314630537180732","0.2869995734423","0.342261500919163","5"
"Non-working","1994","16-34 y.","Not Working","1120","0.912564102107476","0.89673945770872","0.928388746506232","5"
"Non-working","1994","35-65 y.","Full Time","110","0.0279421411391557","0.0224554601389122","0.0334288221393993","5"
"Non-working","1994","35-65 y.","Part Time","308","0.251638743689471","0.227629933953183","0.275647553425758","5"
"Non-working","1994","35-65 y.","Not Working","1828","0.974570317955235","0.967461707812143","0.981678928098326","5"
"Non-working","1994","66 and older","Part Time","16","","","","5"
"Non-working","1994","66 and older","Not Working","1480","0.999596173952493","0.998572928039969","1.00061941986502","5"
"Non-working","1994","66 and older","Full Time","","","","","5"
"Other","1994","16-34 y.","Full Time","269","0.0975893721662362","0.0859775300261827","0.10920121430629","6"
"Other","1994","16-34 y.","Part Time","226","0.218447234438507","0.193861360558261","0.243033108318753","6"
"Other","1994","16-34 y.","Not Working","52","0.0391312093560796","0.028268177304663","0.0499942414074962","6"
"Other","1994","35-65 y.","Full Time","8","","","","6"
"Other","1994","35-65 y.","Part Time","116","0.107966304472794","0.0907966729006784","0.12513593604491","6"
"Other","1994","35-65 y.","Not Working","19","","","","6"
"Other","1994","66 and older","Full Time","","","","","6"
"Other","1994","66 and older","Part Time","6","","","","6"
"Other","1994","66 and older","Not Working","","","","","6"
"Part-time","1994","16-34 y.","Full Time","45","0.0206728520543182","0.0151053311603131","0.0262403729483234","2"
"Part-time","1994","16-34 y.","Part Time","225","0.220352182842022","0.195689453655436","0.245014912028608","2"
"Part-time","1994","35-65 y.","Full Time","47","0.0116656813383306","0.00809097142820577","0.0152403912484554","2"
"Part-time","1994","35-65 y.","Part Time","536","0.449469374191507","0.421948195982181","0.476990552400833","2"
"Part-time","1994","16-34 y.","Not Working","11","","","","2"
"Part-time","1994","35-65 y.","Not Working","15","","","","2"
"Part-time","1994","66 and older","Part Time","7","","","","2"
"Part-time","1994","66 and older","Not Working","","","","","2"
"Part-time","1994","66 and older","Full Time","","","","","2"
"Full-time","1995","16-34 y.","Full Time","2019","0.836477545369011","0.821769662044078","0.851185428693944","1"
"Full-time","1995","16-34 y.","Part Time","366","0.297143653574002","0.270890098813725","0.323397208334279","1"
"Full-time","1995","16-34 y.","Not Working","56","0.0441048192023003","0.0332281849182269","0.0549814534863737","1"
"Full-time","1995","35-65 y.","Full Time","3286","0.948046188616138","0.940670428949098","0.955421948283178","1"
"Full-time","1995","35-65 y.","Part Time","388","0.263133188186034","0.240206280725603","0.286060095646466","1"
"Full-time","1995","35-65 y.","Not Working","30","0.0115041297708831","0.00678071522215629","0.01622754431961","1"
"Full-time","1995","66 and older","Full Time","7","","","","1"
"Full-time","1995","66 and older","Part Time","3","","","","1"
"Full-time","1995","66 and older","Not Working","2","","","","1"
"Non-working","1995","16-34 y.","Full Time","94","0.0410485469491742","0.0331584645524213","0.0489386293459271","5"
"Non-working","1995","16-34 y.","Part Time","319","0.28679818410678","0.260816576490673","0.312779791722887","5"
"Non-working","1995","16-34 y.","Not Working","1244","0.899109677304201","0.883155388162656","0.915063966445746","5"
"Non-working","1995","35-65 y.","Full Time","111","0.0293160943493107","0.0237098080544407","0.0349223806441806","5"
"Non-working","1995","35-65 y.","Part Time","296","0.197128373723688","0.176414525464082","0.217842221983295","5"
"Non-working","1995","35-65 y.","Not Working","1898","0.972796730486541","0.965591243294128","0.980002217678953","5"
"Non-working","1995","66 and older","Part Time","13","","","","5"
"Non-working","1995","66 and older","Not Working","1507","0.997782754462161","0.99541115823749","1.00015435068683","5"
"Non-working","1995","66 and older","Full Time","2","","","","5"
"Other","1995","16-34 y.","Full Time","281","0.107250451381289","0.0949449668849003","0.119555935877678","6"
"Other","1995","16-34 y.","Part Time","241","0.207290177057045","0.184002933681398","0.230577420432693","6"
"Other","1995","16-34 y.","Not Working","46","0.0377268129978098","0.0276338049629806","0.047819821032639","6"
"Other","1995","35-65 y.","Full Time","11","","","","6"
"Other","1995","35-65 y.","Part Time","139","0.107317048847026","0.0912014611872477","0.123432636506805","6"
"Other","1995","35-65 y.","Not Working","21","","","","6"
"Other","1995","66 and older","Full Time","1","","","","6"
"Other","1995","66 and older","Part Time","8","","","","6"
"Other","1995","66 and older","Not Working","2","","","","6"
"Part-time","1995","16-34 y.","Full Time","35","0.0152234563005257","0.0103542316285685","0.020092680972483","2"
"Part-time","1995","16-34 y.","Part Time","238","0.208767985262173","0.185419673883248","0.232116296641098","2"
"Part-time","1995","16-34 y.","Not Working","23","","","","2"
"Part-time","1995","35-65 y.","Full Time","70","0.0179356516063166","0.0135249075813628","0.0223463956312704","2"
"Part-time","1995","35-65 y.","Part Time","594","0.432421389243251","0.406626732077285","0.458216046409218","2"
"Part-time","1995","35-65 y.","Not Working","9","","","","2"
"Part-time","1995","66 and older","Part Time","9","","","","2"
"Part-time","1995","66 and older","Not Working","","","","","2"
"Part-time","1995","66 and older","Full Time","","","","","2"
"Full-time","1996","16-34 y.","Full Time","1957","0.826010625864912","0.810751259715966","0.841269992013857","1"
"Full-time","1996","16-34 y.","Part Time","316","0.276816909226916","0.250729598660956","0.302904219792876","1"
"Full-time","1996","16-34 y.","Not Working","40","0.0250316374118877","0.0164734262581907","0.0335898485655846","1"
"Full-time","1996","35-65 y.","Full Time","3159","0.943439228390728","0.93564006949479","0.951238387286667","1"
"Full-time","1996","35-65 y.","Part Time","413","0.237960564591936","0.216636994060877","0.259284135122995","1"
"Full-time","1996","66 and older","Part Time","2","","","","1"
"Full-time","1996","66 and older","Full Time","10","","","","1"
"Full-time","1996","66 and older","Not Working","1","","","","1"
"Full-time","1996","35-65 y.","Not Working","18","","","","1"
"Non-working","1996","16-34 y.","Full Time","112","0.049311708666126","0.0405965276438052","0.0580268896884469","5"
"Non-working","1996","16-34 y.","Part Time","349","0.297799591179959","0.271137055055475","0.324462127304442","5"
"Non-working","1996","16-34 y.","Not Working","1173","0.919099716767829","0.904161476397268","0.934037957138391","5"
"Non-working","1996","35-65 y.","Full Time","134","0.0360856410690356","0.0297888457289386","0.0423824364091326","5"
"Non-working","1996","35-65 y.","Part Time","320","0.203978126467261","0.183800363849139","0.224155889085383","5"
"Non-working","1996","66 and older","Part Time","13","","","","5"
"Non-working","1996","66 and older","Not Working","1525","0.999536232518013","0.998456346320608","1.00061611871542","5"
"Non-working","1996","35-65 y.","Not Working","1815","0.968697801195303","0.960790591736464","0.976605010654141","5"
"Non-working","1996","66 and older","Full Time","2","","","","5"
"Other","1996","16-34 y.","Full Time","257","0.101392121545568","0.0892423103219154","0.113541932769221","6"
"Other","1996","16-34 y.","Part Time","232","0.198940038529383","0.17566435300566","0.222215724053107","6"
"Other","1996","16-34 y.","Not Working","46","0.040567939847377","0.0297600304257806","0.0513758492689734","6"
"Other","1996","35-65 y.","Full Time","8","","","","6"
"Other","1996","35-65 y.","Part Time","138","0.10910555801322","0.0934936756371104","0.12471744038933","6"
"Other","1996","35-65 y.","Not Working","15","","","","6"
"Other","1996","66 and older","Full Time","","","","","6"
"Other","1996","66 and older","Part Time","13","","","","6"
"Other","1996","66 and older","Not Working","1","","","","6"
"Part-time","1996","16-34 y.","Full Time","45","0.0232855439233937","0.0172152556573981","0.0293558321893893","2"
"Part-time","1996","16-34 y.","Part Time","233","0.226443461063742","0.20204093461319","0.250845987514294","2"
"Part-time","1996","16-34 y.","Not Working","21","","","","2"
"Part-time","1996","35-65 y.","Full Time","69","0.0187689078248916","0.0141870849943666","0.0233507306554166","2"
"Part-time","1996","35-65 y.","Part Time","661","0.448955750927583","0.424049192850501","0.473862309004664","2"
"Part-time","1996","35-65 y.","Not Working","15","","","","2"
"Part-time","1996","66 and older","Part Time","11","","","","2"
"Part-time","1996","66 and older","Not Working","","","","","2"
"Part-time","1996","66 and older","Full Time","","","","","2"
"Full-time","1997","16-34 y.","Full Time","1885","0.831480057436264","0.816115069011082","0.846845045861446","1"
"Full-time","1997","16-34 y.","Part Time","302","0.30263535333457","0.274688095107806","0.330582611561334","1"
"Full-time","1997","16-34 y.","Not Working","32","0.0241981481017346","0.0159022717548529","0.0324940244486163","1"
"Full-time","1997","35-65 y.","Full Time","3089","0.934628912871934","0.926209516415391","0.943048309328476","1"
"Full-time","1997","35-65 y.","Part Time","409","0.241607420046638","0.219799240960895","0.263415599132381","1"
"Full-time","1997","66 and older","Part Time","4","","","","1"
"Full-time","1997","66 and older","Not Working","","","","","1"
"Full-time","1997","66 and older","Full Time","10","","","","1"
"Full-time","1997","35-65 y.","Not Working","14","","","","1"
"Non-working","1997","16-34 y.","Full Time","101","0.0409585532115154","0.0328232890506898","0.0490938173723409","5"
"Non-working","1997","16-34 y.","Part Time","278","0.252528929709904","0.226098624540181","0.278959234879627","5"
"Non-working","1997","16-34 y.","Not Working","1230","0.931267051981405","0.917608332343745","0.944925771619064","5"
"Non-working","1997","35-65 y.","Full Time","127","0.0378774442979269","0.0313750390437126","0.0443798495521412","5"
"Non-working","1997","35-65 y.","Part Time","341","0.235465638006092","0.213849430168684","0.2570818458435","5"
"Non-working","1997","66 and older","Part Time","14","","","","5"
"Non-working","1997","66 and older","Not Working","1559","1","1","1","5"
"Non-working","1997","35-65 y.","Not Working","1832","0.97967691983608","0.973290114809434","0.986063724862727","5"
"Non-working","1997","66 and older","Full Time","3","","","","5"
"Other","1997","16-34 y.","Full Time","263","0.108384368051716","0.095624304735394","0.121144431368038","6"
"Other","1997","16-34 y.","Part Time","224","0.20307567140633","0.178602688562135","0.227548654250525","6"
"Other","1997","16-34 y.","Not Working","44","0.0263700573514768","0.0177195240204271","0.0350205906825265","6"
"Other","1997","35-65 y.","Full Time","6","","","","6"
"Other","1997","35-65 y.","Part Time","126","0.0906216315873861","0.0759963080720339","0.105246955102738","6"
"Other","1997","35-65 y.","Not Working","15","","","","6"
"Other","1997","66 and older","Full Time","1","","","","6"
"Other","1997","66 and older","Part Time","12","","","","6"
"Other","1997","66 and older","Not Working","","","","","6"
"Part-time","1997","16-34 y.","Full Time","31","0.0191770213005051","0.0135475636182415","0.0248064789827687","2"
"Part-time","1997","16-34 y.","Part Time","234","0.241760045549197","0.215713807149861","0.267806283948532","2"
"Part-time","1997","16-34 y.","Not Working","12","","","","2"
"Part-time","1997","35-65 y.","Full Time","89","0.0263372262589449","0.0208826904036441","0.0317917621142457","2"
"Part-time","1997","35-65 y.","Part Time","604","0.432305310359884","0.407066438750594","0.457544181969174","2"
"Part-time","1997","35-65 y.","Not Working","14","","","","2"
"Part-time","1997","66 and older","Part Time","9","","","","2"
"Part-time","1997","66 and older","Not Working","","","","","2"
"Part-time","1997","66 and older","Full Time","1","","","","2"
"Full-time","1998","16-34 y.","Full Time","1916","0.82590647756895","0.810539455234283","0.841273499903616","1"
"Full-time","1998","16-34 y.","Part Time","357","0.302561287909919","0.275965339176363","0.329157236643475","1"
"Full-time","1998","16-34 y.","Not Working","30","0.0244565685966674","0.0163655138617065","0.0325476233316284","1"
"Full-time","1998","35-65 y.","Full Time","3409","0.931460879915991","0.923267278621025","0.939654481210958","1"
"Full-time","1998","35-65 y.","Part Time","495","0.27179578959653","0.250597741808328","0.292993837384732","1"
"Full-time","1998","35-65 y.","Not Working","25","","","","1"
"Full-time","1998","66 and older","Full Time","10","","","","1"
"Full-time","1998","66 and older","Part Time","1","","","","1"
"Full-time","1998","66 and older","Not Working","","","","","1"
"Non-working","1998","16-34 y.","Full Time","100","0.0485773207728944","0.039864946800023","0.0572896947457657","5"
"Non-working","1998","16-34 y.","Part Time","311","0.25290382015734","0.227737383086989","0.278070257227692","5"
"Non-working","1998","16-34 y.","Not Working","1317","0.928207870732619","0.91468574052265","0.941730000942588","5"
"Non-working","1998","35-65 y.","Full Time","128","0.0349417124776855","0.0289868447373036","0.0408965802180674","5"
"Non-working","1998","35-65 y.","Part Time","310","0.177815970865663","0.159597252911765","0.196034688819562","5"
"Non-working","1998","66 and older","Part Time","15","","","","5"
"Non-working","1998","66 and older","Not Working","1832","0.999349621649353","0.998182520161011","1.00051672313769","5"
"Non-working","1998","35-65 y.","Not Working","2153","0.976060906107798","0.969682125720519","0.982439686495076","5"
"Non-working","1998","66 and older","Full Time","3","","","","5"
"Other","1998","16-34 y.","Full Time","292","0.114127567462112","0.101241694245829","0.127013440678394","6"
"Other","1998","16-34 y.","Part Time","262","0.215431880988139","0.19162918788195","0.239234574094327","6"
"Other","1998","16-34 y.","Not Working","35","0.0296740440142461","0.0207854869310102","0.0385626010974819","6"
"Other","1998","35-65 y.","Full Time","18","","","","6"
"Other","1998","35-65 y.","Part Time","161","0.0905154969725765","0.0768442844843822","0.104186709460771","6"
"Other","1998","35-65 y.","Not Working","17","","","","6"
"Other","1998","66 and older","Full Time","","","","","6"
"Other","1998","66 and older","Part Time","15","","","","6"
"Other","1998","66 and older","Not Working","1","","","","6"
"Part-time","1998","16-34 y.","Full Time","31","0.0113886341960446","0.00708850403503602","0.0156887643570531","2"
"Part-time","1998","16-34 y.","Not Working","18","","","","2"
"Part-time","1998","35-65 y.","Full Time","98","0.0281779911526156","0.0228117320980248","0.0335442502072063","2"
"Part-time","1998","35-65 y.","Part Time","726","0.45987274256523","0.436125412237305","0.483620072893155","2"
"Part-time","1998","66 and older","Full Time","2","","","","2"
"Part-time","1998","66 and older","Part Time","12","","","","2"
"Part-time","1998","66 and older","Not Working","","","","","2"
"Part-time","1998","16-34 y.","Part Time","216","0.229103010944602","0.204771484500874","0.25343453738833","2"
"Part-time","1998","35-65 y.","Not Working","11","","","","2"
"Full-time","1999","16-34 y.","Full Time","1828","0.823221877956205","0.8073530696606","0.83909068625181","1"
"Full-time","1999","16-34 y.","Part Time","327","0.264119375287166","0.239092088040259","0.289146662534074","1"
"Full-time","1999","16-34 y.","Not Working","30","0.0217037752939646","0.0134764740655037","0.0299310765224255","1"
"Full-time","1999","35-65 y.","Full Time","3370","0.930222998110293","0.92192480537844","0.938521190842146","1"
"Full-time","1999","66 and older","Part Time","5","","","","1"
"Full-time","1999","35-65 y.","Part Time","469","0.273263018547569","0.25203552717716","0.294490509917977","1"
"Full-time","1999","66 and older","Full Time","9","","","","1"
"Full-time","1999","35-65 y.","Not Working","22","","","","1"
"Full-time","1999","66 and older","Not Working","1","","","","1"
"Non-working","1999","16-34 y.","Full Time","87","0.0458448350347428","0.0371446935820474","0.0545449764874382","5"
"Non-working","1999","16-34 y.","Part Time","297","0.237758870426171","0.213591771644456","0.261925969207887","5"
"Non-working","1999","16-34 y.","Not Working","1118","0.925574457880799","0.910755377571904","0.940393538189694","5"
"Non-working","1999","35-65 y.","Full Time","119","0.031058681684946","0.0254083482705417","0.0367090150993503","5"
"Non-working","1999","35-65 y.","Part Time","323","0.193326580949131","0.174515477557646","0.212137684340615","5"
"Non-working","1999","66 and older","Part Time","30","0.349083512006327","0.232298957443272","0.465868066569383","5"
"Non-working","1999","66 and older","Not Working","1760","0.99960967962949","0.998687120420845","1.00053223883813","5"
"Non-working","1999","35-65 y.","Not Working","1945","0.971364935156357","0.964059327399763","0.978670542912951","5"
"Non-working","1999","66 and older","Full Time","","","","","5"
"Other","1999","16-34 y.","Full Time","273","0.114454172282256","0.101210972251203","0.127697372313309","6"
"Other","1999","16-34 y.","Part Time","327","0.287253780199964","0.261566962653279","0.312940597746649","6"
"Other","1999","16-34 y.","Not Working","39","0.0354786221243827","0.0250339726633018","0.0459232715854637","6"
"Other","1999","35-65 y.","Full Time","17","","","","6"
"Other","1999","35-65 y.","Part Time","209","0.13795418271484","0.121527410960687","0.154380954468992","6"
"Other","1999","66 and older","Full Time","1","","","","6"
"Other","1999","66 and older","Part Time","17","","","","6"
"Other","1999","66 and older","Not Working","","","","","6"
"Other","1999","35-65 y.","Not Working","24","","","","6"
"Part-time","1999","16-34 y.","Full Time","32","0.0164791147267956","0.0111833298411496","0.0217748996124416","2"
"Part-time","1999","16-34 y.","Part Time","241","0.210867974086698","0.187710557381334","0.234025390792063","2"
"Part-time","1999","16-34 y.","Not Working","18","","","","2"
"Part-time","1999","35-65 y.","Full Time","115","0.0335073177000741","0.0276458963025042","0.0393687390976441","2"
"Part-time","1999","35-65 y.","Part Time","692","0.395456217788461","0.37216550952298","0.418746926053942","2"
"Part-time","1999","66 and older","Full Time","","","","","2"
"Part-time","1999","66 and older","Part Time","12","","","","2"
"Part-time","1999","66 and older","Not Working","","","","","2"
"Part-time","1999","35-65 y.","Not Working","11","","","","2"
"Full-time","2000","16-34 y.","Full Time","2693","0.806605858255957","0.793294767866738","0.819916948645176","1"
"Full-time","2000","16-34 y.","Part Time","418","0.231761200611866","0.212940948419232","0.250581452804501","1"
"Full-time","2000","16-34 y.","Not Working","50","0.0338514687636182","0.0255702155576044","0.042132721969632","1"
"Full-time","2000","35-65 y.","Full Time","6203","0.930091312137732","0.923975512443072","0.936207111832391","1"
"Full-time","2000","66 and older","Part Time","5","","","","1"
"Full-time","2000","66 and older","Full Time","28","","","","1"
"Full-time","2000","35-65 y.","Part Time","650","0.212850031724995","0.19834956346633","0.227350499983659","1"
"Full-time","2000","66 and older","Not Working","","","","","1"
"Full-time","2000","35-65 y.","Not Working","38","0.0103850339801617","0.00713603647291258","0.0136340314874108","1"
"Non-working","2000","16-34 y.","Full Time","162","0.0483201883335978","0.0410929724642027","0.0555474042029929","5"
"Non-working","2000","16-34 y.","Part Time","599","0.294266825412385","0.273941014896845","0.314592635927925","5"
"Non-working","2000","16-34 y.","Not Working","1684","0.90668121923446","0.893361434861445","0.920001003607475","5"
"Non-working","2000","35-65 y.","Full Time","188","0.026217259629533","0.0223850472677871","0.0300494719912789","5"
"Non-working","2000","35-65 y.","Part Time","616","0.197087593061477","0.182995349082807","0.211179837040146","5"
"Non-working","2000","66 and older","Part Time","48","0.357344568936356","0.265243619888583","0.449445517984128","5"
"Non-working","2000","66 and older","Not Working","3495","0.999134278497499","0.998159510400808","1.00010904659419","5"
"Non-working","2000","35-65 y.","Not Working","3624","0.965950808755464","0.960138573351698","0.97176304415923","5"
"Non-working","2000","66 and older","Full Time","5","","","","5"
"Other","2000","16-34 y.","Full Time","450","0.119219972729191","0.108298793676188","0.130141151782195","6"
"Other","2000","16-34 y.","Part Time","491","0.257088272558924","0.237595810648964","0.276580734468884","6"
"Other","2000","16-34 y.","Not Working","74","0.0460646657936558","0.0364656040219142","0.0556637275653975","6"
"Other","2000","35-65 y.","Full Time","43","0.00631465408043646","0.00441478310236803","0.00821452505850488","6"
"Other","2000","35-65 y.","Part Time","393","0.135209725003203","0.123096053578778","0.147323396427629","6"
"Other","2000","66 and older","Full Time","2","","","","6"
"Other","2000","66 and older","Part Time","29","","","","6"
"Other","2000","66 and older","Not Working","1","","","","6"
"Other","2000","35-65 y.","Not Working","35","0.0101286181212086","0.00691956598597054","0.0133376702564466","6"
"Part-time","2000","16-34 y.","Full Time","77","0.0258539806812537","0.0205054187428605","0.031202542619647","2"
"Part-time","2000","16-34 y.","Part Time","423","0.216883701416825","0.198502091575025","0.235265311258625","2"
"Part-time","2000","16-34 y.","Not Working","24","","","","2"
"Part-time","2000","35-65 y.","Full Time","244","0.037376774152299","0.0328273758645404","0.0419261724400577","2"
"Part-time","2000","35-65 y.","Part Time","1402","0.454852650210325","0.437212237419859","0.472493063000791","2"
"Part-time","2000","66 and older","Full Time","4","","","","2"
"Part-time","2000","66 and older","Part Time","22","","","","2"
"Part-time","2000","66 and older","Not Working","1","","","","2"
"Part-time","2000","35-65 y.","Not Working","43","0.0135355391431656","0.00983222297444394","0.0172388553118873","2"
"Full-time","2001","35-65 y.","Full Time","5719","0.927883249882742","0.921410250752956","0.934356249012528","1"
"Full-time","2001","16-34 y.","Full Time","2293","0.791311250647887","0.776576894142004","0.80604560715377","1"
"Full-time","2001","16-34 y.","Part Time","358","0.213442503991644","0.194375740741701","0.232509267241586","1"
"Full-time","2001","16-34 y.","Not Working","40","0.0319962024803053","0.0233836147694464","0.0406087901911642","1"
"Full-time","2001","35-65 y.","Part Time","616","0.208975997409503","0.194279377578812","0.223672617240194","1"
"Full-time","2001","35-65 y.","Not Working","27","","","","1"
"Full-time","2001","66 and older","Full Time","26","","","","1"
"Full-time","2001","66 and older","Part Time","2","","","","1"
"Full-time","2001","66 and older","Not Working","1","","","","1"
"Non-working","2001","16-34 y.","Full Time","142","0.0513133315253842","0.0433134327803516","0.0593132302704168","5"
"Non-working","2001","35-65 y.","Full Time","165","0.0277384450989728","0.0236290923733472","0.0318477978245985","5"
"Non-working","2001","66 and older","Part Time","66","0.528535013454655","0.441025616981792","0.616044409927518","5"
"Non-working","2001","66 and older","Not Working","3287","0.998084397295347","0.996590727730839","0.999578066859855","5"
"Non-working","2001","16-34 y.","Part Time","550","0.289387986404059","0.268285782997323","0.310490189810794","5"
"Non-working","2001","16-34 y.","Not Working","1470","0.908084542875627","0.893946043193293","0.922223042557961","5"
"Non-working","2001","35-65 y.","Part Time","597","0.212356394174258","0.197573074340747","0.227139714007768","5"
"Non-working","2001","35-65 y.","Not Working","3153","0.972499393153336","0.966870922255951","0.97812786405072","5"
"Non-working","2001","66 and older","Full Time","1","","","","5"
"Other","2001","16-34 y.","Full Time","424","0.132196776212058","0.119915908675451","0.144477643748664","6"
"Other","2001","35-65 y.","Full Time","35","0.00564164853152954","0.00376745133628139","0.00751584572677768","6"
"Other","2001","35-65 y.","Part Time","380","0.1312742631891","0.119067358193443","0.143481168184756","6"
"Other","2001","16-34 y.","Not Working","66","0.0393376978914967","0.0298242979736524","0.0488510978093411","6"
"Other","2001","16-34 y.","Part Time","501","0.289988817336193","0.268873651186821","0.311103983485566","6"
"Other","2001","66 and older","Full Time","1","","","","6"
"Other","2001","66 and older","Part Time","37","0.311420293877771","0.230241302862044","0.392599284893499","6"
"Other","2001","66 and older","Not Working","4","","","","6"
"Other","2001","35-65 y.","Not Working","35","0.0104644418633185","0.0069621821062803","0.0139667016203567","6"
"Part-time","2001","16-34 y.","Not Working","28","","","","2"
"Part-time","2001","35-65 y.","Full Time","216","0.0387366564867557","0.0339080360924167","0.0435652768810948","2"
"Part-time","2001","35-65 y.","Part Time","1347","0.44739334522714","0.429420069325984","0.465366621128296","2"
"Part-time","2001","66 and older","Full Time","","","","","2"
"Part-time","2001","66 and older","Part Time","20","","","","2"
"Part-time","2001","16-34 y.","Full Time","63","0.0251786416146709","0.019498140474255","0.0308591427550868","2"
"Part-time","2001","16-34 y.","Part Time","365","0.207180692268105","0.188321068172678","0.226040316363531","2"
"Part-time","2001","35-65 y.","Not Working","28","","","","2"
"Part-time","2001","66 and older","Not Working","","","","","2"
"Full-time","2002","35-65 y.","Full Time","6332","0.927390690235088","0.921226644710275","0.933554735759901","1"
"Full-time","2002","16-34 y.","Full Time","2142","0.785935860933879","0.770588929618771","0.801282792248986","1"
"Full-time","2002","16-34 y.","Part Time","342","0.189031912327928","0.170863368860247","0.20720045579561","1"
"Full-time","2002","16-34 y.","Not Working","36","0.0249203815796544","0.0174170660252573","0.0324236971340515","1"
"Full-time","2002","66 and older","Part Time","9","","","","1"
"Full-time","2002","66 and older","Full Time","29","","","","1"
"Full-time","2002","35-65 y.","Part Time","655","0.193876327807895","0.180404436493009","0.20734821912278","1"
"Full-time","2002","35-65 y.","Not Working","26","","","","1"
"Full-time","2002","66 and older","Not Working","","","","","1"
"Non-working","2002","16-34 y.","Full Time","130","0.0425698448285921","0.0350161293582399","0.0501235602989444","5"
"Non-working","2002","35-65 y.","Full Time","195","0.0299908697230152","0.0259393238669234","0.034042415579107","5"
"Non-working","2002","66 and older","Part Time","82","0.528696689813028","0.451590597546183","0.605802782079873","5"
"Non-working","2002","66 and older","Not Working","3434","0.998872789201009","0.997750987778021","0.999994590623997","5"
"Non-working","2002","16-34 y.","Part Time","578","0.337987001267558","0.316037031649164","0.359936970885953","5"
"Non-working","2002","16-34 y.","Not Working","1531","0.911591442435592","0.897926648084615","0.925256236786569","5"
"Non-working","2002","35-65 y.","Part Time","648","0.218815548713125","0.20472651444736","0.23290458297889","5"
"Non-working","2002","35-65 y.","Not Working","3133","0.974443929963592","0.968988228257878","0.979899631669307","5"
"Non-working","2002","66 and older","Full Time","6","","","","5"
"Other","2002","16-34 y.","Full Time","429","0.153183624482729","0.139707753887231","0.166659495078227","6"
"Other","2002","16-34 y.","Part Time","498","0.262298259225301","0.241886108134851","0.282710410315751","6"
"Other","2002","16-34 y.","Not Working","72","0.0520328963775753","0.0413425577560546","0.0627232349990961","6"
"Other","2002","35-65 y.","Full Time","39","0.00828555321551446","0.0061323134438282","0.0104387929872007","6"
"Other","2002","35-65 y.","Part Time","445","0.143966922225681","0.132003870681579","0.155929973769782","6"
"Other","2002","66 and older","Full Time","1","","","","6"
"Other","2002","66 and older","Part Time","39","0.242516185659439","0.176310971280827","0.30872140003805","6"
"Other","2002","66 and older","Not Working","3","","","","6"
"Other","2002","35-65 y.","Not Working","29","","","","6"
"Part-time","2002","16-34 y.","Not Working","19","","","","2"
"Part-time","2002","35-65 y.","Full Time","242","0.0343328868263822","0.0300076768196971","0.0386580968330672","2"
"Part-time","2002","35-65 y.","Part Time","1560","0.4433412012533","0.42641229396931","0.460270108537289","2"
"Part-time","2002","66 and older","Full Time","7","","","","2"
"Part-time","2002","66 and older","Part Time","31","0.190583102775031","0.129914571282867","0.251251634267195","2"
"Part-time","2002","16-34 y.","Full Time","43","0.0183106697547997","0.0132942347714656","0.0233271047381337","2"
"Part-time","2002","16-34 y.","Part Time","366","0.210682827179212","0.191759782681458","0.229605871676967","2"
"Part-time","2002","35-65 y.","Not Working","26","","","","2"
"Part-time","2002","66 and older","Not Working","","","","","2"
"Full-time","2003","35-65 y.","Full Time","5905","0.925557802932334","0.919115855182541","0.931999750682126","1"
"Full-time","2003","16-34 y.","Full Time","1929","0.779264342851425","0.76303268146836","0.79549600423449","1"
"Full-time","2003","16-34 y.","Part Time","346","0.227490327082254","0.207707562997497","0.24727309116701","1"
"Full-time","2003","16-34 y.","Not Working","19","","","","1"
"Full-time","2003","35-65 y.","Part Time","612","0.19176069279208","0.178242385017207","0.205279000566953","1"
"Full-time","2003","35-65 y.","Not Working","20","","","","1"
"Full-time","2003","66 and older","Full Time","33","0.679619343880233","0.546216474466262","0.813022213294203","1"
"Full-time","2003","66 and older","Part Time","6","","","","1"
"Full-time","2003","66 and older","Not Working","1","","","","1"
"Non-working","2003","35-65 y.","Full Time","187","0.0288738393412826","0.0247642736393139","0.0329834050432513","5"
"Non-working","2003","16-34 y.","Full Time","111","0.0436924102692","0.0356924813592233","0.0516923391791767","5"
