"erwst","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Other","2011","no migration background","East Germany","377","0.0633476869988384","0.0572667379849393","0.0694286360127375","6"
"Other","2011","direct migration background","West Germany","248","0.0800782222550943","0.070553045019716","0.0896033994904727","6"
"Other","2011","direct migration background","East Germany","10","","","","6"
"Other","2011","indirect migration background","West Germany","187","0.152592439130916","0.133193686712685","0.171991191549147","6"
"Other","2011","indirect migration background","East Germany","11","","","","6"
"Part-time","2011","no migration background","West Germany","2706","0.103657568446433","0.0992242629899955","0.108090873902871","2"
"Part-time","2011","no migration background","East Germany","666","0.0842340676470709","0.0773005615117135","0.0911675737824284","2"
"Part-time","2011","direct migration background","East Germany","11","","","","2"
"Part-time","2011","direct migration background","West Germany","387","0.115572713925437","0.104352551965265","0.126792875885609","2"
"Part-time","2011","indirect migration background","West Germany","161","0.105861563016638","0.0892644458955185","0.122458680137757","2"
"Part-time","2011","indirect migration background","East Germany","10","","","","2"
"Full-time","2012","no migration background","West Germany","6518","0.388675166705797","0.381511853401935","0.395838480009658","1"
"Full-time","2012","direct migration background","West Germany","1094","0.378293402017499","0.360688405925327","0.395898398109671","1"
"Full-time","2012","direct migration background","East Germany","31","0.238550508558435","0.171670469864174","0.305430547252697","1"
"Full-time","2012","no migration background","East Germany","2366","0.392043352204149","0.379733266305727","0.404353438102572","1"
"Full-time","2012","indirect migration background","West Germany","463","0.40413903324327","0.377380968404813","0.430897098081727","1"
"Full-time","2012","indirect migration background","East Germany","28","","","","1"
"Non-working","2012","no migration background","West Germany","7036","0.427729316487417","0.420458724246476","0.434999908728359","5"
"Non-working","2012","no migration background","East Germany","2614","0.456066857593191","0.443508155807684","0.468625559378698","5"
"Non-working","2012","direct migration background","West Germany","1181","0.41919427376554","0.401281950146651","0.437106597384429","5"
"Non-working","2012","direct migration background","East Germany","100","0.642427040151764","0.56721627053546","0.717637809768068","5"
"Non-working","2012","indirect migration background","East Germany","33","0.487761634396166","0.379573150454714","0.595950118337619","5"
"Non-working","2012","indirect migration background","West Germany","456","0.325112365498337","0.299570694076585","0.35065403692009","5"
"Other","2012","no migration background","West Germany","1558","0.0775486498498923","0.0736181897982794","0.0814791099015052","6"
"Other","2012","no migration background","East Germany","382","0.0628042202689329","0.0566868142404286","0.0689216262974373","6"
"Other","2012","direct migration background","West Germany","241","0.0789046445927307","0.0691180321184834","0.0886912570669781","6"
"Other","2012","direct migration background","East Germany","8","","","","6"
"Other","2012","indirect migration background","West Germany","201","0.157511503669696","0.137648040808625","0.177374966530766","6"
"Other","2012","indirect migration background","East Germany","12","","","","6"
"Part-time","2012","no migration background","West Germany","2676","0.106046866956894","0.101522156146844","0.110571577766944","2"
"Part-time","2012","no migration background","East Germany","680","0.0890855699337265","0.0819026636049144","0.0962684762625385","2"
"Part-time","2012","direct migration background","East Germany","17","","","","2"
"Part-time","2012","direct migration background","West Germany","399","0.12360767962423","0.111659525391575","0.135555833856885","2"
"Part-time","2012","indirect migration background","East Germany","9","","","","2"
"Part-time","2012","indirect migration background","West Germany","172","0.113237097588697","0.0959582427166408","0.130515952460753","2"
"Full-time","2013","no migration background","West Germany","6179","0.373048640925111","0.365769830126794","0.380327451723428","1"
"Full-time","2013","direct migration background","West Germany","2380","0.387500276524448","0.375162876776073","0.399837676272823","1"
"Full-time","2013","no migration background","East Germany","2206","0.39411528621416","0.381419475583604","0.406811096844717","1"
"Full-time","2013","direct migration background","East Germany","123","0.275574073635038","0.23377833531849","0.317369811951586","1"
"Full-time","2013","indirect migration background","West Germany","745","0.396894802063082","0.376102690947409","0.417686913178755","1"
"Full-time","2013","indirect migration background","East Germany","48","0.383481891539874","0.292616793916174","0.474346989163573","1"
"Non-working","2013","no migration background","West Germany","6541","0.434304766115105","0.426844585654556","0.441764946575655","5"
"Non-working","2013","no migration background","East Germany","2402","0.441782001165845","0.428879921326521","0.454684081005169","5"
"Non-working","2013","direct migration background","West Germany","2171","0.395001526914812","0.382621795961738","0.407381257867886","5"
"Non-working","2013","direct migration background","East Germany","214","0.52885532806743","0.482161291936471","0.575549364198388","5"
"Non-working","2013","indirect migration background","West Germany","763","0.344735932376197","0.324537586756309","0.364934277996085","5"
"Non-working","2013","indirect migration background","East Germany","35","0.394184420313205","0.30286320236961","0.485505638256799","5"
"Other","2013","no migration background","West Germany","1613","0.0826313930370261","0.078487531363082","0.0867752547109703","6"
"Other","2013","no migration background","East Germany","370","0.0627240189824759","0.0564245421815997","0.069023495783352","6"
"Other","2013","direct migration background","West Germany","630","0.0981536942840342","0.0906191971819406","0.105688191386128","6"
"Other","2013","direct migration background","East Germany","48","0.0616810739231421","0.0391766949724849","0.0841854528737994","6"
"Other","2013","indirect migration background","West Germany","366","0.157950500738139","0.142451858243566","0.173449143232712","6"
"Other","2013","indirect migration background","East Germany","19","","","","6"
"Part-time","2013","no migration background","West Germany","2625","0.110015199922758","0.105305660719232","0.114724739126283","2"
"Part-time","2013","no migration background","East Germany","713","0.101378693637519","0.0935368983758636","0.109220488899174","2"
"Part-time","2013","direct migration background","East Germany","54","0.13388952437439","0.102034658852532","0.165744389896249","2"
"Part-time","2013","direct migration background","West Germany","809","0.119344502276705","0.111134582490268","0.127554422063142","2"
"Part-time","2013","indirect migration background","West Germany","253","0.100418764822582","0.0876457923128102","0.113191737332354","2"
"Part-time","2013","indirect migration background","East Germany","8","","","","2"
"Full-time","2014","no migration background","West Germany","5580","0.371663467821338","0.364039519639247","0.379287416003429","1"
"Full-time","2014","direct migration background","West Germany","1875","0.38379630092743","0.370080157078122","0.397512444776739","1"
"Full-time","2014","direct migration background","East Germany","99","0.279320316031473","0.232516297738854","0.326124334324092","1"
"Full-time","2014","no migration background","East Germany","2001","0.388011072390208","0.374806994875429","0.401215149904986","1"
"Full-time","2014","indirect migration background","West Germany","638","0.384922564085887","0.362531175218757","0.407313952953018","1"
"Full-time","2014","indirect migration background","East Germany","51","0.4787520145634","0.388618856228368","0.568885172898433","1"
"Non-working","2014","no migration background","West Germany","5951","0.423374629909341","0.415579593801514","0.431169666017168","5"
"Non-working","2014","no migration background","East Germany","2261","0.446172996581782","0.432703451503116","0.459642541660448","5"
"Non-working","2014","direct migration background","East Germany","182","0.54721060095445","0.495284452022105","0.599136749886795","5"
"Non-working","2014","direct migration background","West Germany","1755","0.400792769599412","0.386970863125388","0.414614676073435","5"
"Non-working","2014","indirect migration background","East Germany","43","0.339138428121971","0.25372014493537","0.424556711308572","5"
"Non-working","2014","indirect migration background","West Germany","644","0.344465590319263","0.32259804078386","0.366333139854666","5"
"Other","2014","no migration background","West Germany","1543","0.0880555852432588","0.0835849269058021","0.0925262435807155","6"
"Other","2014","no migration background","East Germany","343","0.0655689516916944","0.0588618178373378","0.072276085546051","6"
"Other","2014","direct migration background","West Germany","537","0.100656067419027","0.0921700802219726","0.109142054616081","6"
"Other","2014","direct migration background","East Germany","31","0.0560447854220327","0.0320507089507804","0.080038861893285","6"
"Other","2014","indirect migration background","West Germany","321","0.172496239346976","0.1551100560726","0.189882422621352","6"
"Other","2014","indirect migration background","East Germany","16","","","","6"
"Part-time","2014","no migration background","West Germany","2360","0.116906317026062","0.111837212791728","0.121975421260396","2"
"Part-time","2014","no migration background","East Germany","627","0.100246979336316","0.092109094724261","0.108384863948371","2"
"Part-time","2014","direct migration background","East Germany","41","0.117424297592044","0.0838415900538149","0.151007005130273","2"
"Part-time","2014","direct migration background","West Germany","662","0.114754862054131","0.105765335677987","0.123744388430275","2"
"Part-time","2014","indirect migration background","East Germany","8","","","","2"
"Part-time","2014","indirect migration background","West Germany","211","0.0981156062478739","0.0844265366523632","0.111804675843385","2"
"Full-time","2015","no migration background","West Germany","5251","0.368856790171264","0.361062047419995","0.376651532922533","1"
"Full-time","2015","no migration background","East Germany","1866","0.388568350234862","0.375041629058304","0.40209507141142","1"
"Full-time","2015","direct migration background","West Germany","2226","0.390974100674431","0.378150072180686","0.403798129168175","1"
"Full-time","2015","direct migration background","East Germany","149","0.335082021353719","0.290724929632824","0.379439113074614","1"
"Full-time","2015","indirect migration background","West Germany","591","0.415497400816862","0.392002040058668","0.438992761575055","1"
"Full-time","2015","indirect migration background","East Germany","46","0.50200472926841","0.411790799597671","0.592218658939149","1"
"Non-working","2015","no migration background","West Germany","5710","0.422778129119338","0.414797510010622","0.430758748228053","5"
"Non-working","2015","no migration background","East Germany","2180","0.43865610662868","0.424885234053517","0.452426979203844","5"
"Non-working","2015","direct migration background","East Germany","198","0.431938395551693","0.385389210083345","0.478487581020041","5"
"Non-working","2015","direct migration background","West Germany","2023","0.387681752127764","0.374877362537967","0.400486141717561","5"
"Non-working","2015","indirect migration background","West Germany","606","0.328766162790052","0.30636940177963","0.351162923800473","5"
"Non-working","2015","indirect migration background","East Germany","42","0.284655153029162","0.203236420190904","0.366073885867419","5"
"Other","2015","no migration background","West Germany","1448","0.0876346124796503","0.0830665590580385","0.092202665901262","6"
"Other","2015","no migration background","East Germany","335","0.0669488580878104","0.0600128565634621","0.0738848596121588","6"
"Other","2015","direct migration background","West Germany","536","0.0914945224193686","0.0839175811474012","0.099071463691336","6"
"Other","2015","direct migration background","East Germany","37","0.0738352218997309","0.0492610220890268","0.0984094217104349","6"
"Other","2015","indirect migration background","West Germany","287","0.166662394692374","0.148894579117034","0.184430210267715","6"
"Other","2015","indirect migration background","East Germany","21","","","","6"
"Part-time","2015","no migration background","West Germany","2310","0.120730468229748","0.115466922589851","0.125994013869645","2"
"Part-time","2015","no migration background","East Germany","607","0.105826685048647","0.0972899202267041","0.11436344987059","2"
"Part-time","2015","direct migration background","West Germany","777","0.129849624778437","0.121015773078935","0.138683476477938","2"
"Part-time","2015","direct migration background","East Germany","51","0.159144361194857","0.124768007377888","0.193520715011826","2"
"Part-time","2015","indirect migration background","West Germany","206","0.0890740417007126","0.0754933510358824","0.102654732365543","2"
"Part-time","2015","indirect migration background","East Germany","9","","","","2"
"Full-time","2016","no migration background","West Germany","4852","0.379339114063049","0.371198548368809","0.387479679757289","1"
"Full-time","2016","direct migration background","West Germany","1957","0.373630855169529","0.363186819872074","0.384074890466983","1"
"Full-time","2016","no migration background","East Germany","1767","0.386987968168773","0.373055966322099","0.400919970015448","1"
"Full-time","2016","direct migration background","East Germany","141","0.292034761364526","0.265743506305004","0.318326016424047","1"
"Full-time","2016","indirect migration background","West Germany","542","0.396923628228723","0.37274546180192","0.421101794655526","1"
"Full-time","2016","indirect migration background","East Germany","42","0.435920541906002","0.344893700119989","0.526947383692015","1"
"Non-working","2016","no migration background","West Germany","5312","0.417068436428035","0.408796141080627","0.425340731775443","5"
"Non-working","2016","no migration background","East Germany","2035","0.431222104971562","0.417055944563593","0.445388265379532","5"
"Non-working","2016","direct migration background","East Germany","868","0.486085668306334","0.457186200207363","0.514985136405306","5"
"Non-working","2016","direct migration background","West Germany","4877","0.402748621420899","0.392160293142283","0.413336949699515","5"
"Non-working","2016","indirect migration background","East Germany","41","0.388561150657952","0.299086117444723","0.478036183871181","5"
"Non-working","2016","indirect migration background","West Germany","545","0.346273520529233","0.322761421122944","0.369785619935523","5"
"Other","2016","no migration background","West Germany","1280","0.0820581625204617","0.0774536669426299","0.0866626580982936","6"
"Other","2016","no migration background","East Germany","294","0.0658171496461269","0.0587243813450721","0.0729099179471817","6"
"Other","2016","direct migration background","West Germany","653","0.0941515956509226","0.0878467655185912","0.100456425783254","6"
"Other","2016","direct migration background","East Germany","78","0.0662845273572576","0.0518998065727319","0.0806692481417832","6"
"Other","2016","indirect migration background","West Germany","266","0.148035856913326","0.13048582748176","0.165585886344893","6"
"Other","2016","indirect migration background","East Germany","19","","","","6"
"Part-time","2016","no migration background","West Germany","2204","0.121534286988455","0.116052459042591","0.127016114934318","2"
"Part-time","2016","no migration background","East Germany","599","0.115972777213537","0.106813923111875","0.125131631315199","2"
"Part-time","2016","direct migration background","East Germany","62","0.155595042971883","0.13463648770449","0.176553598239275","2"
"Part-time","2016","direct migration background","West Germany","755","0.12946892775865","0.12222111942282","0.136716736094479","2"
"Part-time","2016","indirect migration background","East Germany","12","","","","2"
"Part-time","2016","indirect migration background","West Germany","220","0.108766994328717","0.0933809165248141","0.12415307213262","2"
"Full-time","2017","no migration background","West Germany","5802","0.380505384069551","0.372853678342291","0.388157089796811","1"
"Full-time","2017","direct migration background","West Germany","2034","0.365611046220249","0.355787062060019","0.375435030380479","1"
"Full-time","2017","no migration background","East Germany","2089","0.404351828477622","0.391053751717012","0.417649905238231","1"
"Full-time","2017","direct migration background","East Germany","180","0.344073577836949","0.316386953179606","0.371760202494291","1"
"Full-time","2017","indirect migration background","West Germany","610","0.400866558299375","0.377733068424567","0.424000048174184","1"
"Full-time","2017","indirect migration background","East Germany","42","0.431521232847328","0.340998557681275","0.522043908013381","1"
"Non-working","2017","no migration background","West Germany","5646","0.408560548158725","0.400813389554086","0.416307706763364","5"
"Non-working","2017","no migration background","East Germany","2159","0.423642619449128","0.410253254622675","0.437031984275581","5"
"Non-working","2017","direct migration background","West Germany","5645","0.413276794653309","0.403232086198611","0.423321503108007","5"
"Non-working","2017","direct migration background","East Germany","816","0.446618170693925","0.417644906264937","0.475591435122913","5"
"Non-working","2017","indirect migration background","West Germany","585","0.325839775032246","0.303715804476282","0.34796374558821","5"
"Non-working","2017","indirect migration background","East Germany","50","0.412643539032607","0.322665283118009","0.502621794947205","5"
"Other","2017","no migration background","West Germany","1427","0.0863142906434356","0.0818884185668695","0.0907401627200017","6"
"Other","2017","no migration background","East Germany","336","0.0576033426055872","0.0512900642999433","0.0639166209112311","6"
"Other","2017","direct migration background","West Germany","736","0.0990288059985235","0.0929357324925967","0.10512187950445","6"
"Other","2017","direct migration background","East Germany","68","0.0779415916177841","0.062318008582523","0.0935651746530451","6"
"Other","2017","indirect migration background","West Germany","278","0.157831108135784","0.140621326462565","0.175040889809002","6"
"Other","2017","indirect migration background","East Germany","11","","","","6"
"Part-time","2017","no migration background","West Germany","2591","0.124619777128289","0.119414415114518","0.129825139142059","2"
"Part-time","2017","no migration background","East Germany","648","0.114402209467663","0.105777396388782","0.123027022546544","2"
"Part-time","2017","direct migration background","West Germany","817","0.122083353127919","0.115405220195686","0.128761486060151","2"
"Part-time","2017","direct migration background","East Germany","67","0.131366659851343","0.111679747187804","0.151053572514881","2"
"Part-time","2017","indirect migration background","West Germany","251","0.115462558532595","0.10037711237616","0.13054800468903","2"
"Part-time","2017","indirect migration background","East Germany","12","","","","2"
"Full-time","2018","no migration background","West Germany","5448","0.382126454796072","0.374303382527428","0.389949527064715","1"
"Full-time","2018","direct migration background","West Germany","2108","0.387493343313554","0.376759258122402","0.398227428504707","1"
"Full-time","2018","no migration background","East Germany","1987","0.396112842263664","0.382742150104809","0.409483534422519","1"
"Full-time","2018","direct migration background","East Germany","192","0.401370855490402","0.37066589162736","0.432075819353444","1"
"Full-time","2018","indirect migration background","West Germany","595","0.41149082835992","0.388022078080024","0.434959578639815","1"
"Full-time","2018","indirect migration background","East Germany","51","0.505783104114037","0.419169909107695","0.592396299120378","1"
"Non-working","2018","no migration background","West Germany","5493","0.40289977393497","0.395003065214165","0.410796482655774","5"
"Non-working","2018","no migration background","East Germany","2150","0.42637544359922","0.412855449841925","0.439895437356515","5"
"Non-working","2018","direct migration background","East Germany","624","0.406249313738375","0.375484440669845","0.437014186806905","5"
"Non-working","2018","direct migration background","West Germany","4225","0.397327495541228","0.386545664864371","0.408109326218084","5"
"Non-working","2018","indirect migration background","West Germany","552","0.29543109200965","0.273672885056232","0.317189298963069","5"
"Non-working","2018","indirect migration background","East Germany","44","0.260877716424725","0.184806607667037","0.336948825182412","5"
"Other","2018","no migration background","West Germany","1347","0.0828123254408177","0.0783752114681212","0.0872494394135142","6"
"Other","2018","no migration background","East Germany","337","0.0621007377647379","0.0555030310140657","0.0686984445154101","6"
"Other","2018","direct migration background","West Germany","697","0.078455109605496","0.0725306823312989","0.084379536879693","6"
"Other","2018","direct migration background","East Germany","82","0.0810570230390716","0.0639609505205822","0.098153095557561","6"
"Other","2018","indirect migration background","West Germany","296","0.172993671002504","0.154955072587656","0.191032269417353","6"
"Other","2018","indirect migration background","East Germany","19","","","","6"
"Part-time","2018","no migration background","West Germany","2532","0.132161445828141","0.126708943624788","0.137613948031494","2"
"Part-time","2018","no migration background","East Germany","666","0.115410976372378","0.106676017546651","0.124145935198106","2"
"Part-time","2018","direct migration background","West Germany","883","0.136724051539722","0.129154419159376","0.144293683920069","2"
"Part-time","2018","direct migration background","East Germany","81","0.111322807732152","0.0916203303365204","0.131025285127783","2"
"Part-time","2018","indirect migration background","West Germany","246","0.120084408627926","0.104582074805279","0.135586742450573","2"
"Part-time","2018","indirect migration background","East Germany","14","","","","2"
"Full-time","2019","no migration background","West Germany","6109","0.388236607220518","0.380518166467606","0.395955047973429","1"
"Full-time","2019","direct migration background","West Germany","2051","0.381864766234729","0.370487430727686","0.393242101741772","1"
"Full-time","2019","no migration background","East Germany","2203","0.399299382172664","0.386031256075793","0.412567508269536","1"
"Full-time","2019","direct migration background","East Germany","193","0.387439388268705","0.353786172508991","0.421092604028419","1"
"Full-time","2019","indirect migration background","West Germany","645","0.411925891277713","0.388112602694153","0.435739179861272","1"
"Full-time","2019","indirect migration background","East Germany","71","0.50443861295077","0.420098515571665","0.588778710329874","1"
"Non-working","2019","no migration background","West Germany","5265","0.394835200413695","0.387093535817939","0.402576865009451","5"
"Non-working","2019","no migration background","East Germany","2051","0.420026400934951","0.406655100755007","0.433397701114894","5"
"Non-working","2019","direct migration background","West Germany","3485","0.394017315004814","0.382574528836289","0.405460101173339","5"
"Non-working","2019","direct migration background","East Germany","465","0.410725896579051","0.376741084573289","0.444710708584814","5"
"Non-working","2019","indirect migration background","East Germany","40","0.356335687316658","0.275548854572972","0.437122520060345","5"
"Non-working","2019","indirect migration background","West Germany","481","0.299488528193673","0.277327417543221","0.321649638844125","5"
"Other","2019","no migration background","West Germany","1306","0.0774532863991855","0.0732197460973816","0.0816868267009895","6"
"Other","2019","no migration background","East Germany","324","0.0629479026012415","0.0563682383560383","0.0695275668464448","6"
"Other","2019","direct migration background","West Germany","649","0.0760342014373481","0.0698272769250934","0.0822411259496028","6"
"Other","2019","direct migration background","East Germany","79","0.0712781367708474","0.0535047105851286","0.0890515629565662","6"
"Other","2019","indirect migration background","West Germany","247","0.130623008192918","0.11431849966567","0.146927516720166","6"
"Other","2019","indirect migration background","East Germany","11","","","","6"
"Part-time","2019","no migration background","West Germany","2635","0.139474905966602","0.133988102570044","0.14496170936316","2"
"Part-time","2019","no migration background","East Germany","656","0.117726314291143","0.108995200088014","0.126457428494273","2"
"Part-time","2019","direct migration background","East Germany","68","0.130556578381396","0.107282623205123","0.153830533557669","2"
"Part-time","2019","direct migration background","West Germany","820","0.148083717323109","0.139766153640978","0.15640128100524","2"
"Part-time","2019","indirect migration background","West Germany","268","0.157962572335696","0.140316965553329","0.175608179118063","2"
"Part-time","2019","indirect migration background","East Germany","13","","","","2"
