"transab_cat2","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","1991","no degree/no degree yet","indirect migration background","46","0.865280179344724","0.77157639542996","0.958983963259488"
"Low transfer dependency","1991","lower secondary degree","no migration background","89","0.0229797193355111","0.0181666100550739","0.0277928286159483"
"Low transfer dependency","1991","lower secondary degree","direct migration background","21","","",""
"Low transfer dependency","1991","lower secondary degree","indirect migration background","6","","",""
"Low transfer dependency","1991","secondary school degree","no migration background","23","","",""
"Low transfer dependency","1991","secondary school degree","direct migration background","4","","",""
"Low transfer dependency","1991","secondary school degree","indirect migration background","2","","",""
"Low transfer dependency","1991","college entrance qualification","no migration background","20","","",""
"Low transfer dependency","1991","college entrance qualification","direct migration background","5","","",""
"Low transfer dependency","1991","college entrance qualification","indirect migration background","4","","",""
"Low transfer dependency","1991","Other degree","no migration background","1","","",""
"Low transfer dependency","1991","Other degree","direct migration background","41","0.0553079667687843","0.0406799434195262","0.0699359901180423"
"Low transfer dependency","1991","Other degree","indirect migration background","1","","",""
"Low transfer dependency","1991","no degree/no degree yet","no migration background","8","","",""
"Low transfer dependency","1991","no degree/no degree yet","direct migration background","40","0.0804654338767057","0.0588971200377956","0.102033747715616"
"Low transfer dependency","1991","no degree/no degree yet","indirect migration background","3","","",""
"High transfer dependency","1991","lower secondary degree","no migration background","41","0.0109016606697196","0.0075661092561022","0.014237212083337"
"High transfer dependency","1991","lower secondary degree","direct migration background","8","","",""
"High transfer dependency","1991","lower secondary degree","indirect migration background","","","",""
"High transfer dependency","1991","secondary school degree","no migration background","9","","",""
"High transfer dependency","1991","secondary school degree","direct migration background","3","","",""
"High transfer dependency","1991","secondary school degree","indirect migration background","1","","",""
"High transfer dependency","1991","college entrance qualification","no migration background","2","","",""
"High transfer dependency","1991","college entrance qualification","direct migration background","1","","",""
"High transfer dependency","1991","college entrance qualification","indirect migration background","1","","",""
"High transfer dependency","1991","Other degree","no migration background","2","","",""
"High transfer dependency","1991","Other degree","direct migration background","13","","",""
"High transfer dependency","1991","Other degree","indirect migration background","","","",""
"High transfer dependency","1991","no degree/no degree yet","no migration background","1","","",""
"High transfer dependency","1991","no degree/no degree yet","direct migration background","6","","",""
"High transfer dependency","1991","no degree/no degree yet","indirect migration background","","","",""
"Very high transfer dependency","1991","lower secondary degree","no migration background","38","0.0136533334930565","0.00992567847836784","0.0173809885077453"
"Very high transfer dependency","1991","lower secondary degree","direct migration background","4","","",""
"Very high transfer dependency","1991","lower secondary degree","indirect migration background","5","","",""
"Very high transfer dependency","1991","secondary school degree","no migration background","6","","",""
"Very high transfer dependency","1991","secondary school degree","direct migration background","4","","",""
"Very high transfer dependency","1991","secondary school degree","indirect migration background","1","","",""
"Very high transfer dependency","1991","college entrance qualification","no migration background","5","","",""
"Very high transfer dependency","1991","college entrance qualification","direct migration background","3","","",""
"Very high transfer dependency","1991","college entrance qualification","indirect migration background","","","",""
"Very high transfer dependency","1991","Other degree","no migration background","1","","",""
"Very high transfer dependency","1991","Other degree","direct migration background","22","","",""
"Very high transfer dependency","1991","Other degree","indirect migration background","1","","",""
"Very high transfer dependency","1991","no degree/no degree yet","no migration background","4","","",""
"Very high transfer dependency","1991","no degree/no degree yet","direct migration background","10","","",""
"Very high transfer dependency","1991","no degree/no degree yet","indirect migration background","2","","",""
"Very low transfer dependency","1992","lower secondary degree","no migration background","4762","0.951476411897957","0.945544314273092","0.957408509522822"
"Very low transfer dependency","1992","lower secondary degree","direct migration background","600","0.943956890474171","0.926179017572409","0.961734763375932"
"Very low transfer dependency","1992","lower secondary degree","indirect migration background","159","0.905943365461732","0.862939578689012","0.948947152234451"
"Very low transfer dependency","1992","secondary school degree","no migration background","3042","0.929617418233872","0.920937416877293","0.938297419590452"
"Very low transfer dependency","1992","secondary school degree","direct migration background","167","0.966933885900087","0.940739299493512","0.993128472306662"
"Very low transfer dependency","1992","secondary school degree","indirect migration background","80","0.991865805547786","0.972424523582186","1.01130708751339"
"Very low transfer dependency","1992","college entrance qualification","no migration background","1450","0.953776949240599","0.943324093518208","0.964229804962991"
"Very low transfer dependency","1992","college entrance qualification","direct migration background","140","0.959817182042469","0.928389169594234","0.991245194490703"
"Very low transfer dependency","1992","college entrance qualification","indirect migration background","28","","",""
"Very low transfer dependency","1992","Other degree","no migration background","68","0.897500491959771","0.82975491176561","0.965246072153933"
"Very low transfer dependency","1992","Other degree","direct migration background","834","0.910846406887055","0.892362034787737","0.929330778986373"
"Very low transfer dependency","1992","Other degree","indirect migration background","14","","",""
"Very low transfer dependency","1992","no degree/no degree yet","no migration background","186","0.927323845650894","0.891786675344294","0.962861015957494"
"Very low transfer dependency","1992","no degree/no degree yet","direct migration background","517","0.905556229523292","0.881735603056182","0.929376855990402"
"Very low transfer dependency","1992","no degree/no degree yet","indirect migration background","62","0.876120965707478","0.799490783391113","0.952751148023843"
"Low transfer dependency","1992","lower secondary degree","no migration background","168","0.0238143235534564","0.019604943263138","0.0280237038437748"
"Low transfer dependency","1992","lower secondary degree","direct migration background","26","","",""
"Low transfer dependency","1992","lower secondary degree","indirect migration background","11","","",""
"Low transfer dependency","1992","secondary school degree","no migration background","237","0.05038794696553","0.0429650828391096","0.0578108110919505"
"Low transfer dependency","1992","secondary school degree","direct migration background","6","","",""
"Low transfer dependency","1992","secondary school degree","indirect migration background","1","","",""
"Low transfer dependency","1992","college entrance qualification","no migration background","70","0.0295737777866397","0.021140101909312","0.0380074536639673"
"Low transfer dependency","1992","college entrance qualification","direct migration background","7","","",""
"Low transfer dependency","1992","college entrance qualification","indirect migration background","6","","",""
"Low transfer dependency","1992","Other degree","no migration background","4","","",""
"Low transfer dependency","1992","Other degree","direct migration background","38","0.0351010676334921","0.0231635568124887","0.0470385784544955"
"Low transfer dependency","1992","Other degree","indirect migration background","2","","",""
"Low transfer dependency","1992","no degree/no degree yet","no migration background","13","","",""
"Low transfer dependency","1992","no degree/no degree yet","direct migration background","40","0.0614486901602734","0.0418875513845066","0.0810098289360402"
"Low transfer dependency","1992","no degree/no degree yet","indirect migration background","3","","",""
"High transfer dependency","1992","lower secondary degree","no migration background","58","0.0104026344661466","0.00760150129069621","0.0132037676415971"
"High transfer dependency","1992","lower secondary degree","direct migration background","10","","",""
"High transfer dependency","1992","lower secondary degree","indirect migration background","3","","",""
"High transfer dependency","1992","secondary school degree","no migration background","37","0.0104291829757518","0.00698184667004583","0.0138765192814577"
"High transfer dependency","1992","secondary school degree","direct migration background","3","","",""
"High transfer dependency","1992","secondary school degree","indirect migration background","","","",""
"High transfer dependency","1992","college entrance qualification","no migration background","20","","",""
"High transfer dependency","1992","college entrance qualification","direct migration background","","","",""
"High transfer dependency","1992","college entrance qualification","indirect migration background","","","",""
"High transfer dependency","1992","Other degree","no migration background","3","","",""
"High transfer dependency","1992","Other degree","direct migration background","16","","",""
"High transfer dependency","1992","Other degree","indirect migration background","","","",""
"High transfer dependency","1992","no degree/no degree yet","no migration background","5","","",""
"High transfer dependency","1992","no degree/no degree yet","direct migration background","7","","",""
"High transfer dependency","1992","no degree/no degree yet","indirect migration background","","","",""
"Very high transfer dependency","1992","lower secondary degree","no migration background","52","0.0143066300824399","0.0110281510197005","0.0175851091451792"
"Very high transfer dependency","1992","lower secondary degree","direct migration background","7","","",""
"Very high transfer dependency","1992","lower secondary degree","indirect migration background","4","","",""
"Very high transfer dependency","1992","secondary school degree","no migration background","20","","",""
"Very high transfer dependency","1992","secondary school degree","direct migration background","3","","",""
"Very high transfer dependency","1992","secondary school degree","indirect migration background","1","","",""
"Very high transfer dependency","1992","college entrance qualification","no migration background","10","","",""
"Very high transfer dependency","1992","college entrance qualification","direct migration background","3","","",""
"Very high transfer dependency","1992","college entrance qualification","indirect migration background","","","",""
"Very high transfer dependency","1992","Other degree","no migration background","2","","",""
"Very high transfer dependency","1992","Other degree","direct migration background","25","","",""
"Very high transfer dependency","1992","Other degree","indirect migration background","1","","",""
"Very high transfer dependency","1992","no degree/no degree yet","no migration background","1","","",""
"Very high transfer dependency","1992","no degree/no degree yet","direct migration background","15","","",""
"Very high transfer dependency","1992","no degree/no degree yet","indirect migration background","6","","",""
"Very low transfer dependency","1993","lower secondary degree","no migration background","4488","0.938680191711814","0.931935773361417","0.945424610062212"
"Very low transfer dependency","1993","lower secondary degree","direct migration background","579","0.940304302056357","0.921700153603367","0.958908450509347"
"Very low transfer dependency","1993","lower secondary degree","indirect migration background","170","0.89463858213681","0.851546706250408","0.937730458023212"
"Very low transfer dependency","1993","secondary school degree","no migration background","2871","0.905719039545241","0.89572162845813","0.915716450632352"
"Very low transfer dependency","1993","secondary school degree","direct migration background","157","0.96226315151011","0.933533227286524","0.990993075733697"
"Very low transfer dependency","1993","secondary school degree","indirect migration background","106","0.980621699943812","0.954623408907288","1.00661999098034"
"Very low transfer dependency","1993","college entrance qualification","no migration background","1469","0.959065524758807","0.949270837498356","0.968860212019259"
"Very low transfer dependency","1993","college entrance qualification","direct migration background","140","0.968717960297536","0.940481004729767","0.996954915865305"
"Very low transfer dependency","1993","college entrance qualification","indirect migration background","39","0.866282917969082","0.768980757606067","0.963585078332098"
"Very low transfer dependency","1993","Other degree","no migration background","62","0.838333566999745","0.75329808088408","0.923369053115411"
"Very low transfer dependency","1993","Other degree","direct migration background","803","0.917174770253732","0.89900584103904","0.935343699468425"
"Very low transfer dependency","1993","Other degree","indirect migration background","14","","",""
"Very low transfer dependency","1993","no degree/no degree yet","no migration background","180","0.899978701859642","0.858706044558401","0.941251359160884"
"Very low transfer dependency","1993","no degree/no degree yet","direct migration background","498","0.87751035710957","0.850500910556531","0.904519803662609"
"Very low transfer dependency","1993","no degree/no degree yet","indirect migration background","66","0.99231662735606","0.971562966407185","1.01307028830493"
"Low transfer dependency","1993","lower secondary degree","no migration background","241","0.0331275508345785","0.0280964324377052","0.0381586692314519"
"Low transfer dependency","1993","lower secondary degree","direct migration background","33","0.041433075671128","0.0257839933913849","0.0570821579508712"
"Low transfer dependency","1993","lower secondary degree","indirect migration background","10","","",""
"Low transfer dependency","1993","secondary school degree","no migration background","308","0.0631214185259766","0.0548016961773719","0.0714411408745813"
"Low transfer dependency","1993","secondary school degree","direct migration background","5","","",""
"Low transfer dependency","1993","secondary school degree","indirect migration background","2","","",""
"Low transfer dependency","1993","college entrance qualification","no migration background","66","0.0266046330499526","0.0186495431091337","0.0345597229907715"
"Low transfer dependency","1993","college entrance qualification","direct migration background","2","","",""
"Low transfer dependency","1993","college entrance qualification","indirect migration background","7","","",""
"Low transfer dependency","1993","Other degree","no migration background","3","","",""
"Low transfer dependency","1993","Other degree","direct migration background","44","0.0366680134327396","0.024278517431569","0.0490575094339103"
"Low transfer dependency","1993","Other degree","indirect migration background","1","","",""
"Low transfer dependency","1993","no degree/no degree yet","no migration background","16","","",""
"Low transfer dependency","1993","no degree/no degree yet","direct migration background","31","0.0559111598400449","0.0369835594565244","0.0748387602235654"
"Low transfer dependency","1993","no degree/no degree yet","indirect migration background","","","",""
"High transfer dependency","1993","lower secondary degree","no migration background","69","0.0132294778496473","0.0100175578776999","0.0164413978215948"
"High transfer dependency","1993","lower secondary degree","direct migration background","4","","",""
"High transfer dependency","1993","lower secondary degree","indirect migration background","7","","",""
"High transfer dependency","1993","secondary school degree","no migration background","50","0.0147098414840441","0.0105910967994021","0.0188285861686861"
"High transfer dependency","1993","secondary school degree","direct migration background","6","","",""
"High transfer dependency","1993","secondary school degree","indirect migration background","","","",""
"High transfer dependency","1993","college entrance qualification","no migration background","21","","",""
"High transfer dependency","1993","college entrance qualification","direct migration background","","","",""
"High transfer dependency","1993","college entrance qualification","indirect migration background","1","","",""
"High transfer dependency","1993","Other degree","no migration background","2","","",""
"High transfer dependency","1993","Other degree","direct migration background","21","","",""
"High transfer dependency","1993","Other degree","indirect migration background","","","",""
"High transfer dependency","1993","no degree/no degree yet","no migration background","5","","",""
"High transfer dependency","1993","no degree/no degree yet","direct migration background","17","","",""
"High transfer dependency","1993","no degree/no degree yet","indirect migration background","2","","",""
"Very high transfer dependency","1993","lower secondary degree","no migration background","63","0.0149627796039597","0.0115499253630182","0.0183756338449011"
"Very high transfer dependency","1993","lower secondary degree","direct migration background","7","","",""
"Very high transfer dependency","1993","lower secondary degree","indirect migration background","8","","",""
"Very high transfer dependency","1993","secondary school degree","no migration background","53","0.0164497004447383","0.0120980291130733","0.0208013717764032"
"Very high transfer dependency","1993","secondary school degree","direct migration background","1","","",""
"Very high transfer dependency","1993","secondary school degree","indirect migration background","","","",""
"Very high transfer dependency","1993","college entrance qualification","no migration background","16","","",""
"Very high transfer dependency","1993","college entrance qualification","direct migration background","4","","",""
"Very high transfer dependency","1993","college entrance qualification","indirect migration background","","","",""
"Very high transfer dependency","1993","Other degree","no migration background","5","","",""
"Very high transfer dependency","1993","Other degree","direct migration background","16","","",""
"Very high transfer dependency","1993","Other degree","indirect migration background","","","",""
"Very high transfer dependency","1993","no degree/no degree yet","no migration background","2","","",""
"Very high transfer dependency","1993","no degree/no degree yet","direct migration background","20","","",""
"Very high transfer dependency","1993","no degree/no degree yet","indirect migration background","","","",""
"Very low transfer dependency","1994","lower secondary degree","no migration background","4328","0.934402218335317","0.927330983625037","0.941473453045596"
"Very low transfer dependency","1994","lower secondary degree","direct migration background","533","0.905082744182838","0.881512092078599","0.928653396287077"
"Very low transfer dependency","1994","lower secondary degree","indirect migration background","172","0.905843638570179","0.864747721237578","0.946939555902779"
"Very low transfer dependency","1994","secondary school degree","no migration background","2831","0.902581818774913","0.892354133215283","0.912809504334542"
"Very low transfer dependency","1994","secondary school degree","direct migration background","149","0.966379212381502","0.938449540670184","0.994308884092819"
"Very low transfer dependency","1994","secondary school degree","indirect migration background","104","0.937138798503251","0.89198649620798","0.982291100798521"
"Very low transfer dependency","1994","college entrance qualification","no migration background","1515","0.955187195117587","0.945093698644403","0.965280691590771"
"Very low transfer dependency","1994","college entrance qualification","direct migration background","129","0.93291156872952","0.892331225041307","0.973491912417733"
"Very low transfer dependency","1994","college entrance qualification","indirect migration background","43","0.921250607082725","0.847328301502068","0.995172912663383"
"Very low transfer dependency","1994","Other degree","no migration background","55","0.833861168990988","0.742672567693724","0.925049770288252"
"Very low transfer dependency","1994","Other degree","direct migration background","726","0.866198113298605","0.842953398575446","0.889442828021763"
"Very low transfer dependency","1994","Other degree","indirect migration background","13","","",""
"Very low transfer dependency","1994","no degree/no degree yet","no migration background","204","0.893557619034012","0.853438283287999","0.933676954780024"
"Very low transfer dependency","1994","no degree/no degree yet","direct migration background","468","0.873026052870787","0.844734082987542","0.901318022754031"
"Very low transfer dependency","1994","no degree/no degree yet","indirect migration background","65","0.909707107875043","0.843961879706879","0.975452336043206"
"Low transfer dependency","1994","lower secondary degree","no migration background","225","0.0320692312389919","0.0270371207512733","0.0371013417267105"
"Low transfer dependency","1994","lower secondary degree","direct migration background","34","0.0389147529851977","0.0233625125079712","0.0544669934624241"
"Low transfer dependency","1994","lower secondary degree","indirect migration background","16","","",""
"Low transfer dependency","1994","secondary school degree","no migration background","281","0.0604280798533383","0.0522094678090627","0.0686466918976138"
"Low transfer dependency","1994","secondary school degree","direct migration background","8","","",""
"Low transfer dependency","1994","secondary school degree","indirect migration background","5","","",""
"Low transfer dependency","1994","college entrance qualification","no migration background","64","0.0251792524079278","0.0175359661796377","0.0328225386362179"
"Low transfer dependency","1994","college entrance qualification","direct migration background","11","","",""
"Low transfer dependency","1994","college entrance qualification","indirect migration background","7","","",""
"Low transfer dependency","1994","Other degree","no migration background","3","","",""
"Low transfer dependency","1994","Other degree","direct migration background","57","0.0746162251866651","0.0566745883110056","0.0925578620623247"
"Low transfer dependency","1994","Other degree","indirect migration background","","","",""
"Low transfer dependency","1994","no degree/no degree yet","no migration background","10","","",""
"Low transfer dependency","1994","no degree/no degree yet","direct migration background","36","0.0752551357266985","0.0528384547814215","0.0976718166719754"
"Low transfer dependency","1994","no degree/no degree yet","indirect migration background","4","","",""
"High transfer dependency","1994","lower secondary degree","no migration background","77","0.0141743380003238","0.010798083332026","0.0175505926686215"
"High transfer dependency","1994","lower secondary degree","direct migration background","12","","",""
"High transfer dependency","1994","lower secondary degree","indirect migration background","3","","",""
"High transfer dependency","1994","secondary school degree","no migration background","65","0.0187604978556753","0.0140807359281855","0.0234402597831651"
"High transfer dependency","1994","secondary school degree","direct migration background","2","","",""
"High transfer dependency","1994","secondary school degree","indirect migration background","1","","",""
"High transfer dependency","1994","college entrance qualification","no migration background","20","","",""
"High transfer dependency","1994","college entrance qualification","direct migration background","3","","",""
"High transfer dependency","1994","college entrance qualification","indirect migration background","1","","",""
"High transfer dependency","1994","Other degree","no migration background","1","","",""
"High transfer dependency","1994","Other degree","direct migration background","20","","",""
"High transfer dependency","1994","Other degree","indirect migration background","","","",""
"High transfer dependency","1994","no degree/no degree yet","no migration background","7","","",""
"High transfer dependency","1994","no degree/no degree yet","direct migration background","10","","",""
"High transfer dependency","1994","no degree/no degree yet","indirect migration background","2","","",""
"Very high transfer dependency","1994","lower secondary degree","no migration background","79","0.0193542124253677","0.0154193678637801","0.0232890569869552"
"Very high transfer dependency","1994","lower secondary degree","direct migration background","15","","",""
"Very high transfer dependency","1994","lower secondary degree","indirect migration background","3","","",""
"Very high transfer dependency","1994","secondary school degree","no migration background","52","0.0182296035160737","0.0136152841844541","0.0228439228476933"
"Very high transfer dependency","1994","secondary school degree","direct migration background","1","","",""
"Very high transfer dependency","1994","secondary school degree","indirect migration background","1","","",""
"Very high transfer dependency","1994","college entrance qualification","no migration background","15","","",""
"Very high transfer dependency","1994","college entrance qualification","direct migration background","3","","",""
"Very high transfer dependency","1994","college entrance qualification","indirect migration background","","","",""
"Very high transfer dependency","1994","Other degree","no migration background","5","","",""
"Very high transfer dependency","1994","Other degree","direct migration background","21","","",""
"Very high transfer dependency","1994","Other degree","indirect migration background","","","",""
"Very high transfer dependency","1994","no degree/no degree yet","no migration background","6","","",""
"Very high transfer dependency","1994","no degree/no degree yet","direct migration background","18","","",""
"Very high transfer dependency","1994","no degree/no degree yet","indirect migration background","2","","",""
"Very low transfer dependency","1995","lower secondary degree","no migration background","4170","0.920043874221715","0.912193170978829","0.9278945774646"
"Very low transfer dependency","1995","lower secondary degree","direct migration background","552","0.898594638011725","0.874909922781207","0.922279353242242"
"Very low transfer dependency","1995","lower secondary degree","indirect migration background","167","0.90589954256446","0.864274654712793","0.947524430416127"
"Very low transfer dependency","1995","secondary school degree","no migration background","2917","0.917031548958712","0.907562902074265","0.926500195843159"
"Very low transfer dependency","1995","secondary school degree","direct migration background","170","0.940316612160077","0.906631726423941","0.974001497896212"
"Very low transfer dependency","1995","secondary school degree","indirect migration background","104","0.925336612604192","0.87750414189521","0.973169083313173"
"Very low transfer dependency","1995","college entrance qualification","no migration background","1566","0.961451140117485","0.952167625023275","0.970734655211694"
"Very low transfer dependency","1995","college entrance qualification","direct migration background","167","0.878891770675698","0.83274386428978","0.925039677061615"
"Very low transfer dependency","1995","college entrance qualification","indirect migration background","57","0.97694995924704","0.939292138672531","1.01460777982155"
"Very low transfer dependency","1995","Other degree","no migration background","57","0.806612701127032","0.713422543247907","0.899802859006156"
"Very low transfer dependency","1995","Other degree","direct migration background","920","0.794464227362581","0.770475029559777","0.818453425165386"
"Very low transfer dependency","1995","Other degree","indirect migration background","14","","",""
"Very low transfer dependency","1995","no degree/no degree yet","no migration background","215","0.877401585155678","0.836249218850573","0.918553951460783"
"Very low transfer dependency","1995","no degree/no degree yet","direct migration background","474","0.864929473131493","0.836338261255363","0.893520685007622"
"Very low transfer dependency","1995","no degree/no degree yet","indirect migration background","54","0.848508430375021","0.762011949842071","0.935004910907971"
"Low transfer dependency","1995","lower secondary degree","no migration background","240","0.0416446849986976","0.0358621071315271","0.0474272628658682"
"Low transfer dependency","1995","lower secondary degree","direct migration background","36","0.0479459071021569","0.0311824966758202","0.0647093175284935"
"Low transfer dependency","1995","lower secondary degree","indirect migration background","13","","",""
"Low transfer dependency","1995","secondary school degree","no migration background","223","0.0470534444464649","0.0397845347496256","0.0543223541433041"
"Low transfer dependency","1995","secondary school degree","direct migration background","9","","",""
"Low transfer dependency","1995","secondary school degree","indirect migration background","8","","",""
"Low transfer dependency","1995","college entrance qualification","no migration background","53","0.0198472205516324","0.0131214847214873","0.0265729563817774"
"Low transfer dependency","1995","college entrance qualification","direct migration background","8","","",""
"Low transfer dependency","1995","college entrance qualification","indirect migration background","4","","",""
"Low transfer dependency","1995","Other degree","no migration background","6","","",""
"Low transfer dependency","1995","Other degree","direct migration background","84","0.0764105341253872","0.0606398350391645","0.0921812332116099"
"Low transfer dependency","1995","Other degree","indirect migration background","1","","",""
"Low transfer dependency","1995","no degree/no degree yet","no migration background","17","","",""
"Low transfer dependency","1995","no degree/no degree yet","direct migration background","33","0.0453098402118678","0.0279122375781425","0.0627074428455932"
"Low transfer dependency","1995","no degree/no degree yet","indirect migration background","5","","",""
"High transfer dependency","1995","lower secondary degree","no migration background","73","0.0138259133275915","0.0104460267277115","0.0172057999274715"
"High transfer dependency","1995","lower secondary degree","direct migration background","16","","",""
"High transfer dependency","1995","lower secondary degree","indirect migration background","7","","",""
"High transfer dependency","1995","secondary school degree","no migration background","63","0.0194926553646806","0.0147469560421211","0.0242383546872402"
"High transfer dependency","1995","secondary school degree","direct migration background","5","","",""
"High transfer dependency","1995","secondary school degree","indirect migration background","3","","",""
"High transfer dependency","1995","college entrance qualification","no migration background","12","","",""
"High transfer dependency","1995","college entrance qualification","direct migration background","4","","",""
"High transfer dependency","1995","college entrance qualification","indirect migration background","","","",""
"High transfer dependency","1995","Other degree","no migration background","2","","",""
"High transfer dependency","1995","Other degree","direct migration background","23","","",""
"High transfer dependency","1995","Other degree","indirect migration background","","","",""
"High transfer dependency","1995","no degree/no degree yet","no migration background","4","","",""
"High transfer dependency","1995","no degree/no degree yet","direct migration background","22","","",""
"High transfer dependency","1995","no degree/no degree yet","indirect migration background","4","","",""
"Very high transfer dependency","1995","lower secondary degree","no migration background","102","0.0244855274519963","0.0200120009828354","0.0289590539211572"
"Very high transfer dependency","1995","lower secondary degree","direct migration background","20","","",""
"Very high transfer dependency","1995","lower secondary degree","indirect migration background","2","","",""
"Very high transfer dependency","1995","secondary school degree","no migration background","57","0.0164223512301428","0.0120595916116117","0.0207851108486739"
"Very high transfer dependency","1995","secondary school degree","direct migration background","6","","",""
"Very high transfer dependency","1995","secondary school degree","indirect migration background","1","","",""
"Very high transfer dependency","1995","college entrance qualification","no migration background","21","","",""
"Very high transfer dependency","1995","college entrance qualification","direct migration background","13","","",""
"Very high transfer dependency","1995","college entrance qualification","indirect migration background","","","",""
"Very high transfer dependency","1995","Other degree","no migration background","4","","",""
"Very high transfer dependency","1995","Other degree","direct migration background","63","0.105699844288155","0.0874477094280224","0.123951979148287"
"Very high transfer dependency","1995","Other degree","indirect migration background","","","",""
"Very high transfer dependency","1995","no degree/no degree yet","no migration background","8","","",""
"Very high transfer dependency","1995","no degree/no degree yet","direct migration background","20","","",""
"Very high transfer dependency","1995","no degree/no degree yet","indirect migration background","3","","",""
"Very low transfer dependency","1996","lower secondary degree","no migration background","3946","0.904575823644687","0.895945596797734","0.91320605049164"
"Very low transfer dependency","1996","lower secondary degree","direct migration background","533","0.907013048239849","0.883833380419078","0.93019271606062"
"Very low transfer dependency","1996","lower secondary degree","indirect migration background","166","0.859293382889145","0.810981991288205","0.907604774490085"
"Very low transfer dependency","1996","secondary school degree","no migration background","2899","0.910759233936735","0.900975839820437","0.920542628053033"
"Very low transfer dependency","1996","secondary school degree","direct migration background","159","0.914993283354831","0.874022556957577","0.955964009752085"
"Very low transfer dependency","1996","secondary school degree","indirect migration background","114","0.943394305593019","0.903044680399909","0.983743930786128"
"Very low transfer dependency","1996","college entrance qualification","no migration background","1561","0.950553814804218","0.940112079615918","0.960995549992517"
"Very low transfer dependency","1996","college entrance qualification","direct migration background","162","0.907667655604907","0.865838457318447","0.949496853891367"
"Very low transfer dependency","1996","college entrance qualification","indirect migration background","62","0.937052223255623","0.880157607770879","0.993946838740366"
"Very low transfer dependency","1996","Other degree","no migration background","54","0.794942879329732","0.70036175764625","0.889524001013213"
"Very low transfer dependency","1996","Other degree","direct migration background","858","0.821576193594841","0.797917028001288","0.845235359188393"
"Very low transfer dependency","1996","Other degree","indirect migration background","13","","",""
"Very low transfer dependency","1996","no degree/no degree yet","no migration background","233","0.900821896955834","0.864766233326609","0.93687756058506"
"Very low transfer dependency","1996","no degree/no degree yet","direct migration background","403","0.814560588153481","0.780253224295011","0.84886795201195"
"Very low transfer dependency","1996","no degree/no degree yet","indirect migration background","59","0.953223912023703","0.90149092952425","1.00495689452316"
"Low transfer dependency","1996","lower secondary degree","no migration background","268","0.0492604915819151","0.0429035143684205","0.0556174687954098"
"Low transfer dependency","1996","lower secondary degree","direct migration background","30","0.0356399355212278","0.0208428052102448","0.0504370658322109"
"Low transfer dependency","1996","lower secondary degree","indirect migration background","17","","",""
"Low transfer dependency","1996","secondary school degree","no migration background","254","0.0584173611830288","0.0503690214304038","0.0664657009356538"
"Low transfer dependency","1996","secondary school degree","direct migration background","9","","",""
"Low transfer dependency","1996","secondary school degree","indirect migration background","9","","",""
"Low transfer dependency","1996","college entrance qualification","no migration background","66","0.0293047256968455","0.0211815057451154","0.0374279456485755"
"Low transfer dependency","1996","college entrance qualification","direct migration background","10","","",""
"Low transfer dependency","1996","college entrance qualification","indirect migration background","7","","",""
"Low transfer dependency","1996","Other degree","no migration background","10","","",""
"Low transfer dependency","1996","Other degree","direct migration background","72","0.0619196911505465","0.0470266461657807","0.0768127361353124"
"Low transfer dependency","1996","Other degree","indirect migration background","","","",""
"Low transfer dependency","1996","no degree/no degree yet","no migration background","14","","",""
"Low transfer dependency","1996","no degree/no degree yet","direct migration background","46","0.0849166526581785","0.0603100650605642","0.109523240255793"
"Low transfer dependency","1996","no degree/no degree yet","indirect migration background","1","","",""
"High transfer dependency","1996","lower secondary degree","no migration background","122","0.0220240005046107","0.0177129539200271","0.0263350470891944"
"High transfer dependency","1996","lower secondary degree","direct migration background","22","","",""
"High transfer dependency","1996","lower secondary degree","indirect migration background","7","","",""
"High transfer dependency","1996","secondary school degree","no migration background","70","0.0191214503796535","0.0144217069791146","0.0238211937801924"
"High transfer dependency","1996","secondary school degree","direct migration background","4","","",""
"High transfer dependency","1996","secondary school degree","indirect migration background","2","","",""
"High transfer dependency","1996","college entrance qualification","no migration background","15","","",""
"High transfer dependency","1996","college entrance qualification","direct migration background","2","","",""
"High transfer dependency","1996","college entrance qualification","indirect migration background","","","",""
"High transfer dependency","1996","Other degree","no migration background","1","","",""
"High transfer dependency","1996","Other degree","direct migration background","23","","",""
"High transfer dependency","1996","Other degree","indirect migration background","","","",""
"High transfer dependency","1996","no degree/no degree yet","no migration background","4","","",""
"High transfer dependency","1996","no degree/no degree yet","direct migration background","20","","",""
"High transfer dependency","1996","no degree/no degree yet","indirect migration background","1","","",""
"Very high transfer dependency","1996","lower secondary degree","no migration background","116","0.0241396842687869","0.0196312044018516","0.0286481641357223"
"Very high transfer dependency","1996","lower secondary degree","direct migration background","18","","",""
"Very high transfer dependency","1996","lower secondary degree","indirect migration background","9","","",""
"Very high transfer dependency","1996","secondary school degree","no migration background","39","0.0117019545005829","0.00801150485901937","0.0153924041421465"
"Very high transfer dependency","1996","secondary school degree","direct migration background","6","","",""
"Very high transfer dependency","1996","secondary school degree","indirect migration background","1","","",""
"Very high transfer dependency","1996","college entrance qualification","no migration background","14","","",""
"Very high transfer dependency","1996","college entrance qualification","direct migration background","10","","",""
"Very high transfer dependency","1996","college entrance qualification","indirect migration background","1","","",""
"Very high transfer dependency","1996","Other degree","no migration background","5","","",""
