"transab_cat2","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","1994","(2c_voc) vocational maturity certificate","Male","251","0.906510543506095","0.872472649747093","0.940548437265096"
"Very low transfer dependency","1994","(2c_voc) vocational maturity certificate","Female","219","0.938631227716029","0.908266898805155","0.968995556626904"
"Very low transfer dependency","1994","(3a) lower tertiary education","Male","385","0.92869071199459","0.90402074597488","0.953360678014301"
"Very low transfer dependency","1994","(3a) lower tertiary education","Female","395","0.929184188251719","0.904966901719391","0.953401474784047"
"Very low transfer dependency","1994","(3b) higher tertiary education","Male","467","0.958505874848888","0.940883832709645","0.976127916988132"
"Very low transfer dependency","1994","(3b) higher tertiary education","Female","290","0.963206580175525","0.942216521641754","0.984196638709296"
"Low transfer dependency","1994","(0) in school","Male","3","","",""
"Low transfer dependency","1994","(0) in school","Female","6","","",""
"Low transfer dependency","1994","(1a) inadequately completed","Male","12","","",""
"Low transfer dependency","1994","(1a) inadequately completed","Female","31","0.0761378729722408","0.049294541818841","0.102981204125641"
"Low transfer dependency","1994","(1b) general elementary school","Male","53","0.0503667490491437","0.0341073082488581","0.0666261898494292"
"Low transfer dependency","1994","(1b) general elementary school","Female","59","0.0246230509511136","0.0164017803888572","0.03284432151337"
"Low transfer dependency","1994","(1c) basic vocational qualification","Male","102","0.0327163027251939","0.0253641857805364","0.0400684196698513"
"Low transfer dependency","1994","(1c) basic vocational qualification","Female","96","0.0374687419482473","0.0287029288928226","0.0462345550036719"
"Low transfer dependency","1994","(2b) intermediate general qualification","Male","11","","",""
"Low transfer dependency","1994","(2b) intermediate general qualification","Female","21","","",""
"Low transfer dependency","1994","(2a) intermediate vocational","Male","108","0.0595195642677174","0.0460316714196134","0.0730074571158213"
"Low transfer dependency","1994","(2a) intermediate vocational","Female","126","0.0596264840502305","0.0471692061366602","0.0720837619638009"
"Low transfer dependency","1994","(2c_gen) general maturity certificate","Male","16","","",""
"Low transfer dependency","1994","(2c_gen) general maturity certificate","Female","13","","",""
"Low transfer dependency","1994","(2c_voc) vocational maturity certificate","Male","20","","",""
"Low transfer dependency","1994","(2c_voc) vocational maturity certificate","Female","13","","",""
"Low transfer dependency","1994","(3a) lower tertiary education","Male","22","","",""
"Low transfer dependency","1994","(3a) lower tertiary education","Female","24","","",""
"Low transfer dependency","1994","(3b) higher tertiary education","Male","16","","",""
"Low transfer dependency","1994","(3b) higher tertiary education","Female","12","","",""
"High transfer dependency","1994","(0) in school","Male","1","","",""
"High transfer dependency","1994","(0) in school","Female","4","","",""
"High transfer dependency","1994","(1a) inadequately completed","Male","6","","",""
"High transfer dependency","1994","(1a) inadequately completed","Female","8","","",""
"High transfer dependency","1994","(1b) general elementary school","Male","16","","",""
"High transfer dependency","1994","(1b) general elementary school","Female","28","","",""
"High transfer dependency","1994","(1c) basic vocational qualification","Male","39","0.0156668468998582","0.0105345092611234","0.0207991845385929"
"High transfer dependency","1994","(1c) basic vocational qualification","Female","24","","",""
"High transfer dependency","1994","(2b) intermediate general qualification","Male","4","","",""
"High transfer dependency","1994","(2b) intermediate general qualification","Female","6","","",""
"High transfer dependency","1994","(2a) intermediate vocational","Male","20","","",""
"High transfer dependency","1994","(2a) intermediate vocational","Female","29","","",""
"High transfer dependency","1994","(2c_gen) general maturity certificate","Male","4","","",""
"High transfer dependency","1994","(2c_gen) general maturity certificate","Female","2","","",""
"High transfer dependency","1994","(2c_voc) vocational maturity certificate","Male","3","","",""
"High transfer dependency","1994","(2c_voc) vocational maturity certificate","Female","4","","",""
"High transfer dependency","1994","(3a) lower tertiary education","Male","6","","",""
"High transfer dependency","1994","(3a) lower tertiary education","Female","9","","",""
"High transfer dependency","1994","(3b) higher tertiary education","Male","7","","",""
"High transfer dependency","1994","(3b) higher tertiary education","Female","4","","",""
"Very high transfer dependency","1994","(0) in school","Male","3","","",""
"Very high transfer dependency","1994","(0) in school","Female","2","","",""
"Very high transfer dependency","1994","(1a) inadequately completed","Male","8","","",""
"Very high transfer dependency","1994","(1a) inadequately completed","Female","13","","",""
"Very high transfer dependency","1994","(1b) general elementary school","Male","18","","",""
"Very high transfer dependency","1994","(1b) general elementary school","Female","32","0.0230119585356748","0.0150576362985232","0.0309662807728264"
"Very high transfer dependency","1994","(1c) basic vocational qualification","Male","33","0.0183652019530683","0.0128160554576141","0.0239143484485226"
"Very high transfer dependency","1994","(1c) basic vocational qualification","Female","34","0.0204814660224007","0.0139435840463361","0.0270193479984653"
"Very high transfer dependency","1994","(2b) intermediate general qualification","Male","4","","",""
"Very high transfer dependency","1994","(2b) intermediate general qualification","Female","6","","",""
"Very high transfer dependency","1994","(2a) intermediate vocational","Male","16","","",""
"Very high transfer dependency","1994","(2a) intermediate vocational","Female","24","","",""
"Very high transfer dependency","1994","(2c_gen) general maturity certificate","Male","4","","",""
"Very high transfer dependency","1994","(2c_gen) general maturity certificate","Female","1","","",""
"Very high transfer dependency","1994","(2c_voc) vocational maturity certificate","Male","7","","",""
"Very high transfer dependency","1994","(2c_voc) vocational maturity certificate","Female","4","","",""
"Very high transfer dependency","1994","(3a) lower tertiary education","Male","5","","",""
"Very high transfer dependency","1994","(3a) lower tertiary education","Female","3","","",""
"Very high transfer dependency","1994","(3b) higher tertiary education","Male","2","","",""
"Very high transfer dependency","1994","(3b) higher tertiary education","Female","3","","",""
"Very low transfer dependency","1995","(0) in school","Male","116","0.894523957578253","0.841924005973796","0.94712390918271"
"Very low transfer dependency","1995","(0) in school","Female","115","0.894124953148394","0.841437360142442","0.946812546154347"
"Very low transfer dependency","1995","(1a) inadequately completed","Male","224","0.84891896510038","0.8053039223505","0.89253400785026"
"Very low transfer dependency","1995","(1a) inadequately completed","Female","304","0.846590729466502","0.809155056154372","0.884026402778632"
"Very low transfer dependency","1995","(1b) general elementary school","Male","608","0.857601171292275","0.831805346185452","0.883396996399098"
"Very low transfer dependency","1995","(1b) general elementary school","Female","1198","0.912133961291035","0.896981836488042","0.927286086094028"
"Very low transfer dependency","1995","(1c) basic vocational qualification","Male","2064","0.91614326028462","0.904751166724915","0.927535353844325"
"Very low transfer dependency","1995","(1c) basic vocational qualification","Female","1640","0.920818418559964","0.908385643425393","0.933251193694535"
"Very low transfer dependency","1995","(2b) intermediate general qualification","Male","158","0.91552219521551","0.87431862814493","0.956725762286091"
"Very low transfer dependency","1995","(2b) intermediate general qualification","Female","260","0.911102429596762","0.878790082359988","0.943414776833536"
"Very low transfer dependency","1995","(2a) intermediate vocational","Male","1083","0.928430719214847","0.913803359338299","0.943058079091394"
"Very low transfer dependency","1995","(2a) intermediate vocational","Female","1270","0.913169722072219","0.898605670161754","0.927733773982685"
"Very low transfer dependency","1995","(2c_gen) general maturity certificate","Male","218","0.9267479611718","0.893920969412856","0.959574952930744"
"Very low transfer dependency","1995","(2c_gen) general maturity certificate","Female","203","0.924560886949753","0.889975700035665","0.959146073863841"
"Very low transfer dependency","1995","(2c_voc) vocational maturity certificate","Male","271","0.864203797599668","0.826373068466955","0.902034526732382"
"Very low transfer dependency","1995","(2c_voc) vocational maturity certificate","Female","259","0.919090048738076","0.887595756801268","0.950584340674884"
"Very low transfer dependency","1995","(3a) lower tertiary education","Male","382","0.938891554126691","0.915846253482137","0.961936854771245"
"Very low transfer dependency","1995","(3a) lower tertiary education","Female","415","0.937451978652194","0.914978931420239","0.959925025884149"
"Very low transfer dependency","1995","(3b) higher tertiary education","Male","515","0.954421883132999","0.93683051593327","0.972013250332728"
"Very low transfer dependency","1995","(3b) higher tertiary education","Female","330","0.943488904165911","0.919401167131368","0.967576641200455"
"Low transfer dependency","1995","(0) in school","Male","8","","",""
"Low transfer dependency","1995","(0) in school","Female","7","","",""
"Low transfer dependency","1995","(1a) inadequately completed","Male","15","","",""
"Low transfer dependency","1995","(1a) inadequately completed","Female","26","","",""
"Low transfer dependency","1995","(1b) general elementary school","Male","52","0.0618735580385306","0.0440892584184182","0.079657857658643"
"Low transfer dependency","1995","(1b) general elementary school","Female","65","0.0386807320900996","0.0283598963013696","0.0490015678788296"
"Low transfer dependency","1995","(1c) basic vocational qualification","Male","128","0.0472425757562217","0.0385226895844962","0.0559624619279472"
"Low transfer dependency","1995","(1c) basic vocational qualification","Female","98","0.0376347440537033","0.0288721348082847","0.046397353299122"
"Low transfer dependency","1995","(2b) intermediate general qualification","Male","8","","",""
"Low transfer dependency","1995","(2b) intermediate general qualification","Female","21","","",""
"Low transfer dependency","1995","(2a) intermediate vocational","Male","78","0.044919797180189","0.0331663114599775","0.0566732829004005"
"Low transfer dependency","1995","(2a) intermediate vocational","Female","107","0.0506409929224257","0.039300362049013","0.0619816237958384"
"Low transfer dependency","1995","(2c_gen) general maturity certificate","Male","13","","",""
"Low transfer dependency","1995","(2c_gen) general maturity certificate","Female","12","","",""
"Low transfer dependency","1995","(2c_voc) vocational maturity certificate","Male","24","","",""
"Low transfer dependency","1995","(2c_voc) vocational maturity certificate","Female","12","","",""
"Low transfer dependency","1995","(3a) lower tertiary education","Male","21","","",""
"Low transfer dependency","1995","(3a) lower tertiary education","Female","22","","",""
"Low transfer dependency","1995","(3b) higher tertiary education","Male","14","","",""
"Low transfer dependency","1995","(3b) higher tertiary education","Female","11","","",""
"High transfer dependency","1995","(0) in school","Male","3","","",""
"High transfer dependency","1995","(0) in school","Female","6","","",""
"High transfer dependency","1995","(1a) inadequately completed","Male","8","","",""
"High transfer dependency","1995","(1a) inadequately completed","Female","13","","",""
"High transfer dependency","1995","(1b) general elementary school","Male","17","","",""
"High transfer dependency","1995","(1b) general elementary school","Female","32","0.0165887474304131","0.00975265248049197","0.0234248423803342"
"High transfer dependency","1995","(1c) basic vocational qualification","Male","35","0.0124425399382829","0.00788648901499972","0.0169985908615661"
"High transfer dependency","1995","(1c) basic vocational qualification","Female","32","0.0153218614488923","0.00966634971539793","0.0209773731823867"
"High transfer dependency","1995","(2b) intermediate general qualification","Male","6","","",""
"High transfer dependency","1995","(2b) intermediate general qualification","Female","8","","",""
"High transfer dependency","1995","(2a) intermediate vocational","Male","18","","",""
"High transfer dependency","1995","(2a) intermediate vocational","Female","31","0.0211937070941267","0.0137442827912291","0.0286431313970244"
"High transfer dependency","1995","(2c_gen) general maturity certificate","Male","5","","",""
"High transfer dependency","1995","(2c_gen) general maturity certificate","Female","","","",""
"High transfer dependency","1995","(2c_voc) vocational maturity certificate","Male","6","","",""
"High transfer dependency","1995","(2c_voc) vocational maturity certificate","Female","4","","",""
"High transfer dependency","1995","(3a) lower tertiary education","Male","6","","",""
"High transfer dependency","1995","(3a) lower tertiary education","Female","4","","",""
"High transfer dependency","1995","(3b) higher tertiary education","Male","2","","",""
"High transfer dependency","1995","(3b) higher tertiary education","Female","2","","",""
"Very high transfer dependency","1995","(0) in school","Male","4","","",""
"Very high transfer dependency","1995","(0) in school","Female","3","","",""
"Very high transfer dependency","1995","(1a) inadequately completed","Male","12","","",""
"Very high transfer dependency","1995","(1a) inadequately completed","Female","13","","",""
"Very high transfer dependency","1995","(1b) general elementary school","Male","28","","",""
"Very high transfer dependency","1995","(1b) general elementary school","Female","46","0.0325965591884527","0.0230921878564216","0.0421009305204838"
"Very high transfer dependency","1995","(1c) basic vocational qualification","Male","47","0.0241716240208755","0.0178592532904443","0.0304839947513067"
"Very high transfer dependency","1995","(1c) basic vocational qualification","Female","42","0.0262249759374402","0.0188670424241903","0.0335829094506902"
"Very high transfer dependency","1995","(2b) intermediate general qualification","Male","3","","",""
"Very high transfer dependency","1995","(2b) intermediate general qualification","Female","9","","",""
"Very high transfer dependency","1995","(2a) intermediate vocational","Male","14","","",""
"Very high transfer dependency","1995","(2a) intermediate vocational","Female","28","","",""
"Very high transfer dependency","1995","(2c_gen) general maturity certificate","Male","6","","",""
"Very high transfer dependency","1995","(2c_gen) general maturity certificate","Female","9","","",""
"Very high transfer dependency","1995","(2c_voc) vocational maturity certificate","Male","14","","",""
"Very high transfer dependency","1995","(2c_voc) vocational maturity certificate","Female","13","","",""
"Very high transfer dependency","1995","(3a) lower tertiary education","Male","6","","",""
"Very high transfer dependency","1995","(3a) lower tertiary education","Female","5","","",""
"Very high transfer dependency","1995","(3b) higher tertiary education","Male","9","","",""
"Very high transfer dependency","1995","(3b) higher tertiary education","Female","10","","",""
"Very low transfer dependency","1996","(0) in school","Male","124","0.958620060871836","0.924898018313737","0.992342103429934"
"Very low transfer dependency","1996","(0) in school","Female","132","0.895224101982181","0.8462124839237","0.944235720040661"
"Very low transfer dependency","1996","(1a) inadequately completed","Male","199","0.852484485021409","0.807241194725412","0.897727775317407"
"Very low transfer dependency","1996","(1a) inadequately completed","Female","256","0.791135283587544","0.74645741480209","0.835813152372998"
"Very low transfer dependency","1996","(1b) general elementary school","Male","556","0.860473032305754","0.834098240708582","0.886847823902925"
"Very low transfer dependency","1996","(1b) general elementary school","Female","1121","0.897251569782288","0.880656758502176","0.9138463810624"
"Very low transfer dependency","1996","(1c) basic vocational qualification","Male","1967","0.904468350266487","0.892218638902069","0.916718061630905"
"Very low transfer dependency","1996","(1c) basic vocational qualification","Female","1575","0.902522593779854","0.888724155478403","0.916321032081306"
"Very low transfer dependency","1996","(2b) intermediate general qualification","Male","144","0.861988991880427","0.809987900006972","0.913990083753882"
"Very low transfer dependency","1996","(2b) intermediate general qualification","Female","262","0.924209780562238","0.894110110943471","0.954309450181004"
"Very low transfer dependency","1996","(2a) intermediate vocational","Male","1085","0.923195760095383","0.908173545753202","0.938217974437564"
"Very low transfer dependency","1996","(2a) intermediate vocational","Female","1267","0.907137958740395","0.892100167303359","0.922175750177431"
"Very low transfer dependency","1996","(2c_gen) general maturity certificate","Male","202","0.935162269426996","0.903058852258029","0.967265686595962"
"Very low transfer dependency","1996","(2c_gen) general maturity certificate","Female","190","0.905338635617861","0.865838483286244","0.944838787949478"
"Very low transfer dependency","1996","(2c_voc) vocational maturity certificate","Male","268","0.866647439428971","0.828178574476491","0.905116304381451"
"Very low transfer dependency","1996","(2c_voc) vocational maturity certificate","Female","277","0.945908945328335","0.920227033537756","0.971590857118914"
"Very low transfer dependency","1996","(3a) lower tertiary education","Male","393","0.939943440935246","0.917408042696758","0.962478839173733"
"Very low transfer dependency","1996","(3a) lower tertiary education","Female","404","0.929962973467905","0.906197695058788","0.953728251877022"
"Very low transfer dependency","1996","(3b) higher tertiary education","Male","511","0.95872269168781","0.941928624111073","0.975516759264547"
"Very low transfer dependency","1996","(3b) higher tertiary education","Female","322","0.924238905217328","0.896595470521455","0.951882339913201"
"Low transfer dependency","1996","(0) in school","Male","6","","",""
"Low transfer dependency","1996","(0) in school","Female","5","","",""
"Low transfer dependency","1996","(1a) inadequately completed","Male","21","","",""
"Low transfer dependency","1996","(1a) inadequately completed","Female","30","0.0847533797059465","0.0541420559429841","0.115364703468909"
"Low transfer dependency","1996","(1b) general elementary school","Male","53","0.0579669897054096","0.0401794959229323","0.075754483487887"
"Low transfer dependency","1996","(1b) general elementary school","Female","87","0.0539217747267592","0.0415772828265203","0.0662662666269981"
"Low transfer dependency","1996","(1c) basic vocational qualification","Male","140","0.0532562675136838","0.0438988262055018","0.0626137088218658"
"Low transfer dependency","1996","(1c) basic vocational qualification","Female","92","0.0402295648555302","0.0310883216481344","0.049370808062926"
"Low transfer dependency","1996","(2b) intermediate general qualification","Male","13","","",""
"Low transfer dependency","1996","(2b) intermediate general qualification","Female","24","","",""
"Low transfer dependency","1996","(2a) intermediate vocational","Male","94","0.0547921985724571","0.041953604481449","0.0676307926634653"
"Low transfer dependency","1996","(2a) intermediate vocational","Female","107","0.0544415975993982","0.0426861848121568","0.0661970103866396"
"Low transfer dependency","1996","(2c_gen) general maturity certificate","Male","11","","",""
"Low transfer dependency","1996","(2c_gen) general maturity certificate","Female","11","","",""
"Low transfer dependency","1996","(2c_voc) vocational maturity certificate","Male","20","","",""
"Low transfer dependency","1996","(2c_voc) vocational maturity certificate","Female","13","","",""
"Low transfer dependency","1996","(3a) lower tertiary education","Male","19","","",""
"Low transfer dependency","1996","(3a) lower tertiary education","Female","30","0.0502282429196342","0.0298892312073801","0.0705672546318883"
"Low transfer dependency","1996","(3b) higher tertiary education","Male","18","","",""
"Low transfer dependency","1996","(3b) higher tertiary education","Female","20","","",""
"High transfer dependency","1996","(0) in school","Male","2","","",""
"High transfer dependency","1996","(0) in school","Female","4","","",""
"High transfer dependency","1996","(1a) inadequately completed","Male","7","","",""
"High transfer dependency","1996","(1a) inadequately completed","Female","12","","",""
"High transfer dependency","1996","(1b) general elementary school","Male","24","","",""
"High transfer dependency","1996","(1b) general elementary school","Female","33","0.0210117231197573","0.0131729663832731","0.0288504798562414"
"High transfer dependency","1996","(1c) basic vocational qualification","Male","54","0.0204345448352077","0.0145385819018406","0.0263305077685747"
"High transfer dependency","1996","(1c) basic vocational qualification","Female","57","0.0264552048561658","0.0189893000807938","0.0339211096315378"
"High transfer dependency","1996","(2b) intermediate general qualification","Male","8","","",""
"High transfer dependency","1996","(2b) intermediate general qualification","Female","7","","",""
"High transfer dependency","1996","(2a) intermediate vocational","Male","18","","",""
"High transfer dependency","1996","(2a) intermediate vocational","Female","36","0.0247866798952966","0.0167312770237982","0.032842082766795"
"High transfer dependency","1996","(2c_gen) general maturity certificate","Male","5","","",""
"High transfer dependency","1996","(2c_gen) general maturity certificate","Female","4","","",""
"High transfer dependency","1996","(2c_voc) vocational maturity certificate","Male","3","","",""
"High transfer dependency","1996","(2c_voc) vocational maturity certificate","Female","3","","",""
"High transfer dependency","1996","(3a) lower tertiary education","Male","8","","",""
"High transfer dependency","1996","(3a) lower tertiary education","Female","6","","",""
"High transfer dependency","1996","(3b) higher tertiary education","Male","1","","",""
"High transfer dependency","1996","(3b) higher tertiary education","Female","1","","",""
"Very high transfer dependency","1996","(0) in school","Male","2","","",""
"Very high transfer dependency","1996","(0) in school","Female","9","","",""
"Very high transfer dependency","1996","(1a) inadequately completed","Male","9","","",""
"Very high transfer dependency","1996","(1a) inadequately completed","Female","20","","",""
"Very high transfer dependency","1996","(1b) general elementary school","Male","30","0.04845629414976","0.0321114495526781","0.0648011387468419"
"Very high transfer dependency","1996","(1b) general elementary school","Female","45","0.0278149323711958","0.0188273872445605","0.0368024774978312"
"Very high transfer dependency","1996","(1c) basic vocational qualification","Male","51","0.0218408373846219","0.0157497485132092","0.0279319262560345"
"Very high transfer dependency","1996","(1c) basic vocational qualification","Female","51","0.0307926365084499","0.0227558820000462","0.0388293910168535"
"Very high transfer dependency","1996","(2b) intermediate general qualification","Male","4","","",""
"Very high transfer dependency","1996","(2b) intermediate general qualification","Female","4","","",""
"Very high transfer dependency","1996","(2a) intermediate vocational","Male","10","","",""
"Very high transfer dependency","1996","(2a) intermediate vocational","Female","21","","",""
"Very high transfer dependency","1996","(2c_gen) general maturity certificate","Male","8","","",""
"Very high transfer dependency","1996","(2c_gen) general maturity certificate","Female","6","","",""
"Very high transfer dependency","1996","(2c_voc) vocational maturity certificate","Male","9","","",""
"Very high transfer dependency","1996","(2c_voc) vocational maturity certificate","Female","5","","",""
"Very high transfer dependency","1996","(3a) lower tertiary education","Male","7","","",""
"Very high transfer dependency","1996","(3a) lower tertiary education","Female","3","","",""
"Very high transfer dependency","1996","(3b) higher tertiary education","Male","9","","",""
"Very high transfer dependency","1996","(3b) higher tertiary education","Female","9","","",""
"Very low transfer dependency","1997","(0) in school","Male","136","0.898642335018951","0.85066368403949","0.946620985998412"
"Very low transfer dependency","1997","(0) in school","Female","141","0.8829477488904","0.832820146295065","0.933075351485736"
"Very low transfer dependency","1997","(1a) inadequately completed","Male","183","0.84199444702453","0.793905779564517","0.890083114484542"
"Very low transfer dependency","1997","(1a) inadequately completed","Female","233","0.761487322518927","0.71318149020503","0.809793154832824"
"Very low transfer dependency","1997","(1b) general elementary school","Male","531","0.815383415581522","0.785805766355226","0.844961064807818"
"Very low transfer dependency","1997","(1b) general elementary school","Female","1053","0.875847789460763","0.857404411981517","0.894291166940009"
"Very low transfer dependency","1997","(1c) basic vocational qualification","Male","1881","0.885329139799792","0.871848449024337","0.898809830575247"
"Very low transfer dependency","1997","(1c) basic vocational qualification","Female","1524","0.888764642473813","0.873973965830677","0.903555319116949"
"Very low transfer dependency","1997","(2b) intermediate general qualification","Male","153","0.856489292713258","0.805831962094318","0.907146623332199"
"Very low transfer dependency","1997","(2b) intermediate general qualification","Female","246","0.912667253748838","0.879947511997214","0.945386995500463"
"Very low transfer dependency","1997","(2a) intermediate vocational","Male","1021","0.903145618364191","0.886205822617103","0.920085414111279"
"Very low transfer dependency","1997","(2a) intermediate vocational","Female","1209","0.872817188222501","0.855426595236559","0.890207781208443"
"Very low transfer dependency","1997","(2c_gen) general maturity certificate","Male","192","0.928977692161134","0.894801926200147","0.963153458122122"
"Very low transfer dependency","1997","(2c_gen) general maturity certificate","Female","185","0.865943375195066","0.82040078275778","0.911485967632351"
"Very low transfer dependency","1997","(2c_voc) vocational maturity certificate","Male","269","0.870879917889605","0.83318460660696","0.908575229172249"
"Very low transfer dependency","1997","(2c_voc) vocational maturity certificate","Female","257","0.885267540944795","0.848587525201959","0.92194755668763"
"Very low transfer dependency","1997","(3a) lower tertiary education","Male","386","0.924784214509849","0.89985614971366","0.949712279306039"
"Very low transfer dependency","1997","(3a) lower tertiary education","Female","397","0.904476061579046","0.877042420977767","0.931909702180325"
"Very low transfer dependency","1997","(3b) higher tertiary education","Male","508","0.951684782596137","0.933582129044561","0.969787436147713"
"Very low transfer dependency","1997","(3b) higher tertiary education","Female","324","0.929789320681245","0.903210985205295","0.956367656157194"
"Low transfer dependency","1997","(0) in school","Male","13","","",""
"Low transfer dependency","1997","(0) in school","Female","6","","",""
"Low transfer dependency","1997","(1a) inadequately completed","Male","27","","",""
"Low transfer dependency","1997","(1a) inadequately completed","Female","34","0.116085694436781","0.0797773095880564","0.152394079285506"
"Low transfer dependency","1997","(1b) general elementary school","Male","69","0.0830645151407481","0.0620255430036587","0.104103487277838"
"Low transfer dependency","1997","(1b) general elementary school","Female","87","0.0514581364152856","0.0391013885220335","0.0638148843085377"
"Low transfer dependency","1997","(1c) basic vocational qualification","Male","163","0.0704756487165285","0.0596467782406173","0.0813045191924397"
"Low transfer dependency","1997","(1c) basic vocational qualification","Female","120","0.0498568822331152","0.0396185244413554","0.0600952400248749"
"Low transfer dependency","1997","(2b) intermediate general qualification","Male","15","","",""
"Low transfer dependency","1997","(2b) intermediate general qualification","Female","29","","",""
"Low transfer dependency","1997","(2a) intermediate vocational","Male","108","0.0665981447922424","0.0523179201622368","0.080878369422248"
"Low transfer dependency","1997","(2a) intermediate vocational","Female","126","0.0734051502098682","0.0597923728518093","0.0870179275679271"
"Low transfer dependency","1997","(2c_gen) general maturity certificate","Male","14","","",""
"Low transfer dependency","1997","(2c_gen) general maturity certificate","Female","14","","",""
"Low transfer dependency","1997","(2c_voc) vocational maturity certificate","Male","19","","",""
"Low transfer dependency","1997","(2c_voc) vocational maturity certificate","Female","23","","",""
"Low transfer dependency","1997","(3a) lower tertiary education","Male","27","","",""
"Low transfer dependency","1997","(3a) lower tertiary education","Female","33","0.0672949962656221","0.0439124212512419","0.0906775712800024"
"Low transfer dependency","1997","(3b) higher tertiary education","Male","19","","",""
"Low transfer dependency","1997","(3b) higher tertiary education","Female","20","","",""
"High transfer dependency","1997","(0) in school","Male","","","",""
"High transfer dependency","1997","(0) in school","Female","6","","",""
"High transfer dependency","1997","(1a) inadequately completed","Male","6","","",""
"High transfer dependency","1997","(1a) inadequately completed","Female","11","","",""
"High transfer dependency","1997","(1b) general elementary school","Male","28","","",""
"High transfer dependency","1997","(1b) general elementary school","Female","42","0.0398067393151292","0.0288720477673941","0.0507414308628643"
"High transfer dependency","1997","(1c) basic vocational qualification","Male","48","0.0197860953951104","0.013893946527808","0.0256782442624127"
"High transfer dependency","1997","(1c) basic vocational qualification","Female","42","0.0218584790378819","0.0149801325726565","0.0287368255031072"
"High transfer dependency","1997","(2b) intermediate general qualification","Male","8","","",""
"High transfer dependency","1997","(2b) intermediate general qualification","Female","3","","",""
"High transfer dependency","1997","(2a) intermediate vocational","Male","23","","",""
"High transfer dependency","1997","(2a) intermediate vocational","Female","43","0.0292204951010339","0.0204294072665183","0.0380115829355495"
"High transfer dependency","1997","(2c_gen) general maturity certificate","Male","4","","",""
"High transfer dependency","1997","(2c_gen) general maturity certificate","Female","9","","",""
"High transfer dependency","1997","(2c_voc) vocational maturity certificate","Male","8","","",""
"High transfer dependency","1997","(2c_voc) vocational maturity certificate","Female","5","","",""
"High transfer dependency","1997","(3a) lower tertiary education","Male","8","","",""
"High transfer dependency","1997","(3a) lower tertiary education","Female","7","","",""
"High transfer dependency","1997","(3b) higher tertiary education","Male","9","","",""
"High transfer dependency","1997","(3b) higher tertiary education","Female","4","","",""
"Very high transfer dependency","1997","(0) in school","Male","3","","",""
"Very high transfer dependency","1997","(0) in school","Female","5","","",""
"Very high transfer dependency","1997","(1a) inadequately completed","Male","5","","",""
"Very high transfer dependency","1997","(1a) inadequately completed","Female","21","","",""
"Very high transfer dependency","1997","(1b) general elementary school","Male","33","0.0621593863529136","0.0437531396553747","0.0805656330504526"
"Very high transfer dependency","1997","(1b) general elementary school","Female","46","0.0328873348088223","0.0229125902476244","0.0428620793700202"
"Very high transfer dependency","1997","(1c) basic vocational qualification","Male","54","0.0244091160885692","0.0178801693551866","0.0309380628219519"
"Very high transfer dependency","1997","(1c) basic vocational qualification","Female","50","0.0395199962551899","0.0303551361147769","0.0486848563956029"
"Very high transfer dependency","1997","(2b) intermediate general qualification","Male","8","","",""
"Very high transfer dependency","1997","(2b) intermediate general qualification","Female","8","","",""
"Very high transfer dependency","1997","(2a) intermediate vocational","Male","19","","",""
"Very high transfer dependency","1997","(2a) intermediate vocational","Female","32","0.0245571664665966","0.0164787065774493","0.0326356263557439"
"Very high transfer dependency","1997","(2c_gen) general maturity certificate","Male","7","","",""
"Very high transfer dependency","1997","(2c_gen) general maturity certificate","Female","7","","",""
"Very high transfer dependency","1997","(2c_voc) vocational maturity certificate","Male","8","","",""
"Very high transfer dependency","1997","(2c_voc) vocational maturity certificate","Female","5","","",""
"Very high transfer dependency","1997","(3a) lower tertiary education","Male","9","","",""
"Very high transfer dependency","1997","(3a) lower tertiary education","Female","4","","",""
"Very high transfer dependency","1997","(3b) higher tertiary education","Male","3","","",""
"Very high transfer dependency","1997","(3b) higher tertiary education","Female","7","","",""
"Very low transfer dependency","1998","(0) in school","Male","139","0.883066466575715","0.833275067121598","0.932857866029833"
"Very low transfer dependency","1998","(0) in school","Female","149","0.874162892197531","0.824306117746232","0.924019666648831"
"Very low transfer dependency","1998","(1a) inadequately completed","Male","169","0.824848142777936","0.773193329339925","0.876502956215948"
"Very low transfer dependency","1998","(1a) inadequately completed","Female","218","0.782600060535899","0.734712213859855","0.830487907211942"
"Very low transfer dependency","1998","(1b) general elementary school","Male","597","0.844809114928081","0.818434191443664","0.871184038412498"
"Very low transfer dependency","1998","(1b) general elementary school","Female","1161","0.905192920100173","0.889389463619445","0.920996376580902"
"Very low transfer dependency","1998","(1c) basic vocational qualification","Male","2017","0.889705726844291","0.876875627345824","0.902535826342758"
"Very low transfer dependency","1998","(1c) basic vocational qualification","Female","1646","0.894988550189134","0.881086248076826","0.908890852301443"
"Very low transfer dependency","1998","(2b) intermediate general qualification","Male","179","0.870964405584209","0.825837544374832","0.916091266793587"
"Very low transfer dependency","1998","(2b) intermediate general qualification","Female","272","0.902132761837323","0.869526077189654","0.934739446484992"
"Very low transfer dependency","1998","(2a) intermediate vocational","Male","1149","0.897581418062603","0.881067903544928","0.914094932580277"
"Very low transfer dependency","1998","(2a) intermediate vocational","Female","1346","0.895161350747228","0.879880912401384","0.910441789093072"
