"transab_cat2","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","1996","16-34 y.","Not Employed","955","0.771320817520955","0.748158753501264","0.794482881540646","0"
"Very low transfer dependency","1996","16-34 y.","Employed","3183","0.926237480911074","0.917553126984476","0.934921834837672","0"
"Very low transfer dependency","1996","35-65 y.","Not Employed","1311","0.752911054393737","0.73315489989835","0.772667208889124","0"
"Very low transfer dependency","1996","35-65 y.","Employed","4576","0.948488992387583","0.942286748323518","0.954691236451648","0"
"Very low transfer dependency","1996","66 and older","Not Employed","1476","0.977552666203286","0.970108159100615","0.984997173305957","0"
"Very low transfer dependency","1996","66 and older","Employed","50","0.995779227752618","0.977986583588137","1.0135718719171","0"
"High transfer dependency","1997","16-34 y.","Not Employed","64","0.0442895222430756","0.0331014004115907","0.0554776440745604","2"
"High transfer dependency","1997","16-34 y.","Employed","65","0.0233430451401678","0.0181852040672916","0.0285008862130441","2"
"High transfer dependency","1997","35-65 y.","Not Employed","112","0.0522212880637483","0.0420781024627244","0.0623644736647722","2"
"High transfer dependency","1997","35-65 y.","Employed","68","0.0122861813698259","0.00915376415695312","0.0154185985826987","2"
"High transfer dependency","1997","66 and older","Not Employed","10","","","","2"
"High transfer dependency","1997","66 and older","Employed","1","","","","2"
"Low transfer dependency","1997","16-34 y.","Not Employed","158","0.105315136214239","0.0886225373375018","0.122007735090976","1"
"Low transfer dependency","1997","16-34 y.","Employed","263","0.0713352460534337","0.0625430018718753","0.0801274902349922","1"
"Low transfer dependency","1997","35-65 y.","Employed","283","0.0506808051315119","0.0444436943239557","0.0569179159390681","1"
"Low transfer dependency","1997","35-65 y.","Not Employed","257","0.10482540376982","0.0908590109121618","0.118791796627477","1"
"Low transfer dependency","1997","66 and older","Not Employed","30","0.0148409562288698","0.00882912610624549","0.0208527863514942","1"
"Low transfer dependency","1997","66 and older","Employed","","","","","1"
"Very high transfer dependency","1997","16-34 y.","Not Employed","126","0.116999126686628","0.0995201745922384","0.134478078781017","3"
"Very high transfer dependency","1997","16-34 y.","Employed","35","0.0104113577972713","0.00694399556272049","0.013878720031822","3"
"Very high transfer dependency","1997","35-65 y.","Not Employed","174","0.106669731680986","0.0925955311851942","0.120743932176779","3"
"Very high transfer dependency","1997","35-65 y.","Employed","16","","","","3"
"Very high transfer dependency","1997","66 and older","Not Employed","4","","","","3"
"Very high transfer dependency","1997","66 and older","Employed","","","","","3"
"Very low transfer dependency","1997","16-34 y.","Not Employed","951","0.733396214856058","0.709350039873664","0.757442389838451","0"
"Very low transfer dependency","1997","16-34 y.","Employed","2929","0.894910351009127","0.884434533744757","0.905386168273497","0"
"Very low transfer dependency","1997","35-65 y.","Employed","4384","0.934246576676799","0.927198907372516","0.941294245981083","0"
"Very low transfer dependency","1997","35-65 y.","Not Employed","1305","0.736283576485446","0.716193191788812","0.756373961182079","0"
"Very low transfer dependency","1997","66 and older","Employed","53","0.995645949373843","0.978084902021869","1.01320699672582","0"
"Very low transfer dependency","1997","66 and older","Not Employed","1510","0.971038609117518","0.962700827029842","0.979376391205193","0"
"High transfer dependency","1998","16-34 y.","Employed","66","0.0211656988549633","0.0163682926464504","0.0259631050634762","2"
"High transfer dependency","1998","16-34 y.","Not Employed","69","0.0412874645580248","0.0307867399736421","0.0517881891424075","2"
"High transfer dependency","1998","35-65 y.","Employed","84","0.0130164184792904","0.00996608691455483","0.0160667500440259","2"
"High transfer dependency","1998","35-65 y.","Not Employed","99","0.0428088786184441","0.0343075772920931","0.0513101799447952","2"
"High transfer dependency","1998","66 and older","Not Employed","5","","","","2"
"High transfer dependency","1998","66 and older","Employed","","","","","2"
"Low transfer dependency","1998","16-34 y.","Employed","254","0.0637051735107091","0.0555650825133843","0.0718452645080339","1"
"Low transfer dependency","1998","16-34 y.","Not Employed","180","0.103985189023367","0.0878746787937396","0.120095699252995","1"
"Low transfer dependency","1998","35-65 y.","Employed","285","0.0454999197263985","0.0398915112996343","0.0511083281531628","1"
"Low transfer dependency","1998","35-65 y.","Not Employed","286","0.102381597053249","0.0896502025061026","0.115112991600395","1"
"Low transfer dependency","1998","66 and older","Not Employed","44","0.0153338644427726","0.00970713973876336","0.0209605891467818","1"
"Low transfer dependency","1998","66 and older","Employed","2","","","","1"
"Very high transfer dependency","1998","16-34 y.","Not Employed","143","0.134737355120384","0.116716145253902","0.152758564986866","3"
"Very high transfer dependency","1998","16-34 y.","Employed","23","","","","3"
"Very high transfer dependency","1998","35-65 y.","Not Employed","193","0.100010340430317","0.0874106357512829","0.11261004510935","3"
"Very high transfer dependency","1998","35-65 y.","Employed","27","","","","3"
"Very high transfer dependency","1998","66 and older","Not Employed","8","","","","3"
"Very high transfer dependency","1998","66 and older","Employed","","","","","3"
"Very low transfer dependency","1998","16-34 y.","Not Employed","987","0.719989991298224","0.696291758299194","0.743688224297254","0"
"Very low transfer dependency","1998","16-34 y.","Employed","3115","0.909342330227252","0.899772558541029","0.918912101913474","0"
"Very low transfer dependency","1998","35-65 y.","Employed","4908","0.936672621325211","0.930118175138829","0.943227067511593","0"
"Very low transfer dependency","1998","35-65 y.","Not Employed","1600","0.75479918389799","0.736731777230112","0.772866590565869","0"
"Very low transfer dependency","1998","66 and older","Employed","56","0.979951214479361","0.943878372701335","1.01602405625739","0"
"Very low transfer dependency","1998","66 and older","Not Employed","1775","0.977150277717059","0.97030790859363","0.983992646840488","0"
"High transfer dependency","1999","16-34 y.","Not Employed","56","0.0408943122362434","0.0296420641741857","0.0521465602983011","2"
"High transfer dependency","1999","16-34 y.","Employed","93","0.029468413799138","0.0237654385689192","0.0351713890293569","2"
"High transfer dependency","1999","35-65 y.","Not Employed","96","0.0345307767269133","0.026500493562186","0.0425610598916406","2"
"High transfer dependency","1999","35-65 y.","Employed","61","0.00912485558036701","0.0065600550383319","0.0116896561224021","2"
"High transfer dependency","1999","66 and older","Not Employed","10","","","","2"
"High transfer dependency","1999","66 and older","Employed","","","","","2"
"Low transfer dependency","1999","16-34 y.","Not Employed","159","0.108852566730447","0.091156826771686","0.126548306689208","1"
"Low transfer dependency","1999","16-34 y.","Employed","249","0.0636649733399707","0.055431479135822","0.0718984675441194","1"
"Low transfer dependency","1999","35-65 y.","Employed","300","0.0459941254201678","0.0403440032714772","0.0516442475688584","1"
"Low transfer dependency","1999","35-65 y.","Not Employed","234","0.0973531992463838","0.0843157537291108","0.110390644763657","1"
"Low transfer dependency","1999","66 and older","Not Employed","34","0.0104908352765665","0.00572677601989801","0.015254894533235","1"
"Low transfer dependency","1999","66 and older","Employed","2","","","","1"
"Very high transfer dependency","1999","16-34 y.","Not Employed","115","0.113353550684495","0.0953413235747735","0.131365777794217","3"
"Very high transfer dependency","1999","16-34 y.","Employed","26","","","","3"
"Very high transfer dependency","1999","35-65 y.","Not Employed","165","0.0946735548385777","0.081797719489573","0.107549390187582","3"
"Very high transfer dependency","1999","35-65 y.","Employed","13","","","","3"
"Very high transfer dependency","1999","66 and older","Not Employed","2","","","","3"
"Very high transfer dependency","1999","66 and older","Employed","","","","","3"
"Very low transfer dependency","1999","16-34 y.","Not Employed","860","0.736899570348814","0.711882321955969","0.761916818741659","0"
"Very low transfer dependency","1999","16-34 y.","Employed","3010","0.89817431781398","0.88797603036173","0.90837260526623","0"
"Very low transfer dependency","1999","35-65 y.","Employed","4906","0.943103099620051","0.936854898222348","0.949351301017755","0"
"Very low transfer dependency","1999","35-65 y.","Not Employed","1491","0.773442469188125","0.75503213262808","0.79185280574817","0"
"Very low transfer dependency","1999","66 and older","Employed","71","0.964654474902823","0.922296053015627","1.00701289679002","0"
"Very low transfer dependency","1999","66 and older","Not Employed","1711","0.979364723270322","0.972717510393132","0.986011936147512","0"
"High transfer dependency","2000","16-34 y.","Not Employed","93","0.055286086564259","0.0447342324504205","0.0658379406780976","2"
"High transfer dependency","2000","16-34 y.","Employed","101","0.019166815970592","0.015460068715808","0.022873563225376","2"
"High transfer dependency","2000","35-65 y.","Employed","119","0.0115050862233824","0.00938142322809978","0.0136287492186649","2"
"High transfer dependency","2000","35-65 y.","Not Employed","139","0.0297340957579753","0.0242641205869786","0.0352040709289721","2"
"High transfer dependency","2000","66 and older","Not Employed","16","","","","2"
"High transfer dependency","2000","66 and older","Employed","","","","","2"
"Low transfer dependency","2000","16-34 y.","Not Employed","226","0.117852995581028","0.102965848041448","0.132740143120608","1"
"Low transfer dependency","2000","16-34 y.","Employed","387","0.0675592421526037","0.0607738739123162","0.0743446103928912","1"
"Low transfer dependency","2000","35-65 y.","Employed","496","0.0424370090981481","0.0384227120936172","0.046451306102679","1"
"Low transfer dependency","2000","35-65 y.","Not Employed","365","0.0805633533561606","0.0717985480326955","0.0893281586796257","1"
"Low transfer dependency","2000","66 and older","Not Employed","78","0.0192327195841309","0.0146767952687687","0.0237886438994931","1"
"Low transfer dependency","2000","66 and older","Employed","2","","","","1"
"Very high transfer dependency","2000","16-34 y.","Employed","45","0.0079363720232022","0.00553753255778392","0.0103352114886205","3"
"Very high transfer dependency","2000","16-34 y.","Not Employed","185","0.104162498890632","0.0900585406910566","0.118266457090208","3"
"Very high transfer dependency","2000","35-65 y.","Not Employed","324","0.0970814464159803","0.0875467908342026","0.106616101997758","3"
"Very high transfer dependency","2000","35-65 y.","Employed","52","0.00667083191260441","0.00504980571294386","0.00829185811226496","3"
"Very high transfer dependency","2000","66 and older","Not Employed","10","","","","3"
"Very high transfer dependency","2000","66 and older","Employed","","","","","3"
"Very low transfer dependency","2000","16-34 y.","Not Employed","1298","0.72269841896408","0.702029135426874","0.743367702501287","0"
"Very low transfer dependency","2000","16-34 y.","Employed","4723","0.905337569853602","0.897423233400081","0.913251906307123","0"
"Very low transfer dependency","2000","35-65 y.","Not Employed","2876","0.792621104469884","0.779564576709287","0.805677632230481","0"
"Very low transfer dependency","2000","35-65 y.","Employed","9020","0.939387072765865","0.934635270503188","0.944138875028542","0"
"Very low transfer dependency","2000","66 and older","Employed","141","0.993457070929054","0.980242875329316","1.00667126652879","0"
"Very low transfer dependency","2000","66 and older","Not Employed","3387","0.973973442625172","0.968691969341083","0.979254915909262","0"
"High transfer dependency","2001","16-34 y.","Not Employed","67","0.0388292378120734","0.0292579444260237","0.0484005311981232","2"
"High transfer dependency","2001","16-34 y.","Employed","108","0.0247102703687681","0.0202482947933731","0.0291722459441631","2"
"High transfer dependency","2001","35-65 y.","Not Employed","133","0.0326707542339335","0.0265285845433729","0.0388129239244941","2"
"High transfer dependency","2001","35-65 y.","Employed","116","0.0120721842718803","0.00981871202216489","0.0143256565215957","2"
"High transfer dependency","2001","66 and older","Not Employed","19","","","","2"
"High transfer dependency","2001","66 and older","Employed","","","","","2"
"Low transfer dependency","2001","16-34 y.","Not Employed","213","0.125643338840202","0.109222135988653","0.142064541691752","1"
"Low transfer dependency","2001","16-34 y.","Employed","371","0.0697694842040331","0.0624471480626989","0.0770918203453672","1"
"Low transfer dependency","2001","35-65 y.","Employed","491","0.0441260930394776","0.0398882514269696","0.0483639346519856","1"
"Low transfer dependency","2001","35-65 y.","Not Employed","323","0.0779454074395783","0.0686828981922363","0.0872079166869202","1"
"Low transfer dependency","2001","66 and older","Not Employed","67","0.018791939143809","0.0141484251740791","0.023435453113539","1"
"Low transfer dependency","2001","66 and older","Employed","","","","","1"
"Very high transfer dependency","2001","16-34 y.","Employed","58","0.0139671589011","0.0105941200649262","0.0173401977372738","3"
"Very high transfer dependency","2001","16-34 y.","Not Employed","150","0.113042619784413","0.0973547706979716","0.128730468870855","3"
"Very high transfer dependency","2001","35-65 y.","Not Employed","290","0.102833772595802","0.0923393290911914","0.113328216100413","3"
"Very high transfer dependency","2001","35-65 y.","Employed","51","0.00658657352459238","0.00491743852276917","0.00825570852641559","3"
"Very high transfer dependency","2001","66 and older","Not Employed","8","","","","3"
"Very high transfer dependency","2001","66 and older","Employed","","","","","3"
"Very low transfer dependency","2001","16-34 y.","Not Employed","1135","0.722484803563311","0.700300353707906","0.744669253418715","0"
"Very low transfer dependency","2001","16-34 y.","Employed","4113","0.891553086526099","0.882615838378998","0.9004903346732","0"
"Very low transfer dependency","2001","35-65 y.","Not Employed","2472","0.786550065730686","0.772393227491909","0.800706903969463","0"
"Very low transfer dependency","2001","35-65 y.","Employed","8364","0.93721514916405","0.932209691839796","0.942220606488304","0"
"Very low transfer dependency","2001","66 and older","Employed","153","1","1","1","0"
"Very low transfer dependency","2001","66 and older","Not Employed","3191","0.971565504595908","0.96588169906471","0.977249310127107","0"
"High transfer dependency","2002","16-34 y.","Not Employed","87","0.0740878572342792","0.0613651569107881","0.0868105575577703","2"
"High transfer dependency","2002","16-34 y.","Employed","98","0.029401448734638","0.0244586350446016","0.0343442624246744","2"
"High transfer dependency","2002","35-65 y.","Employed","121","0.0161319962885886","0.0136691669055653","0.0185948256716119","2"
"High transfer dependency","2002","35-65 y.","Not Employed","130","0.043461139732803","0.0363790173678562","0.0505432620977498","2"
"High transfer dependency","2002","66 and older","Not Employed","22","","","","2"
"High transfer dependency","2002","66 and older","Employed","1","","","","2"
"Low transfer dependency","2002","16-34 y.","Not Employed","184","0.117330400368465","0.101698015038816","0.132962785698115","1"
"Low transfer dependency","2002","16-34 y.","Employed","336","0.0766009948582053","0.0688191608557137","0.084382828860697","1"
"Low transfer dependency","2002","35-65 y.","Not Employed","290","0.086411286739554","0.0766519082688207","0.0961706652102873","1"
"Low transfer dependency","2002","35-65 y.","Employed","457","0.0505177473347308","0.0462363329386234","0.0547991617308382","1"
"Low transfer dependency","2002","66 and older","Not Employed","60","0.0173812370174712","0.0130057751220464","0.0217566989128961","1"
"Low transfer dependency","2002","66 and older","Employed","","","","","1"
"Very high transfer dependency","2002","16-34 y.","Employed","37","0.00891321904400861","0.0061631525941935","0.0116632854938237","3"
"Very high transfer dependency","2002","16-34 y.","Not Employed","148","0.123408952235606","0.107432044072539","0.139385860398673","3"
"Very high transfer dependency","2002","35-65 y.","Not Employed","290","0.114421433545025","0.103364650138656","0.125478216951394","3"
"Very high transfer dependency","2002","35-65 y.","Employed","34","0.00365536888663666","0.00247561273932077","0.00483512503395255","3"
"Very high transfer dependency","2002","66 and older","Not Employed","8","","","","3"
"Very high transfer dependency","2002","66 and older","Employed","","","","","3"
"Very low transfer dependency","2002","16-34 y.","Not Employed","1209","0.685172790161649","0.662611856171328","0.707733724151971","0"
"Very low transfer dependency","2002","16-34 y.","Employed","4016","0.885084337363148","0.87575282583741","0.894415848888886","0"
"Very low transfer dependency","2002","35-65 y.","Not Employed","2474","0.755706139982618","0.740781828217975","0.770630451747261","0"
"Very low transfer dependency","2002","35-65 y.","Employed","9440","0.929694887490044","0.924697010921894","0.934692764058194","0"
"Very low transfer dependency","2002","66 and older","Employed","203","0.997625278829191","0.990946100454543","1.00430445720384","0"
"Very low transfer dependency","2002","66 and older","Not Employed","3337","0.971150965515473","0.96554694065332","0.976754990377626","0"
"High transfer dependency","2003","16-34 y.","Not Employed","79","0.0537910512604352","0.0428016708275124","0.0647804316933579","2"
"High transfer dependency","2003","16-34 y.","Employed","118","0.0304904735863836","0.0252870161868385","0.0356939309859287","2"
"High transfer dependency","2003","35-65 y.","Employed","108","0.0140468056798497","0.0116882548312075","0.0164053565284919","2"
"High transfer dependency","2003","35-65 y.","Not Employed","118","0.0357940562219503","0.0291977285046798","0.0423903839392208","2"
"High transfer dependency","2003","66 and older","Not Employed","15","","","","2"
"High transfer dependency","2003","66 and older","Employed","","","","","2"
"Low transfer dependency","2003","16-34 y.","Not Employed","199","0.113725990845335","0.0982613963014572","0.129190585389214","1"
"Low transfer dependency","2003","16-34 y.","Employed","339","0.081075201427523","0.0728144818048852","0.0893359210501609","1"
"Low transfer dependency","2003","35-65 y.","Employed","507","0.0553229462821034","0.0507412885669405","0.0599046039972663","1"
"Low transfer dependency","2003","35-65 y.","Not Employed","284","0.084183743551281","0.0743248051017719","0.0940426820007901","1"
"Low transfer dependency","2003","66 and older","Not Employed","75","0.0235201751040837","0.0184915469911939","0.0285488032169735","1"
"Low transfer dependency","2003","66 and older","Employed","1","","","","1"
"Very high transfer dependency","2003","16-34 y.","Employed","52","0.0148343737100313","0.0111757047915661","0.0184930426284966","3"
"Very high transfer dependency","2003","16-34 y.","Not Employed","180","0.162819134642418","0.14483510397349","0.180803165311345","3"
"Very high transfer dependency","2003","35-65 y.","Not Employed","278","0.120132041425087","0.108588208200372","0.131675874649801","3"
"Very high transfer dependency","2003","35-65 y.","Employed","63","0.0100917788869172","0.00808864657696918","0.0120949111968653","3"
"Very high transfer dependency","2003","66 and older","Not Employed","6","","","","3"
"Very high transfer dependency","2003","66 and older","Employed","","","","","3"
"Very low transfer dependency","2003","16-34 y.","Not Employed","1161","0.669663823251812","0.646753503282437","0.692574143221187","0"
"Very low transfer dependency","2003","16-34 y.","Employed","3685","0.873599951276062","0.863543058977432","0.883656843574693","0"
"Very low transfer dependency","2003","35-65 y.","Not Employed","2367","0.759890158801682","0.744723418369029","0.775056899234335","0"
"Very low transfer dependency","2003","35-65 y.","Employed","8886","0.92053846915113","0.915118114011791","0.925958824290468","0"
"Very low transfer dependency","2003","66 and older","Employed","207","0.9901383804771","0.97670954068854","1.00356722026566","0"
"Very low transfer dependency","2003","66 and older","Not Employed","3393","0.968078270083307","0.962245215349158","0.973911324817455","0"
"High transfer dependency","2004","16-34 y.","Not Employed","75","0.0490081097595607","0.0386384775075117","0.0593777420116096","2"
"High transfer dependency","2004","16-34 y.","Employed","114","0.0329036330511828","0.0273144289435314","0.0384928371588342","2"
"High transfer dependency","2004","35-65 y.","Employed","127","0.0176846216967095","0.0149998159959325","0.0203694273974864","2"
"High transfer dependency","2004","35-65 y.","Not Employed","109","0.0343331570060651","0.0277129614909112","0.0409533525212191","2"
"High transfer dependency","2004","66 and older","Not Employed","15","","","","2"
"High transfer dependency","2004","66 and older","Employed","","","","","2"
"Low transfer dependency","2004","16-34 y.","Not Employed","211","0.144357192219813","0.127475870860022","0.161238513579604","1"
"Low transfer dependency","2004","16-34 y.","Employed","351","0.0933940110132112","0.0842768007089586","0.102511221317464","1"
"Low transfer dependency","2004","35-65 y.","Not Employed","267","0.0814350999145656","0.0714911019679302","0.091379097861201","1"
"Low transfer dependency","2004","35-65 y.","Employed","482","0.0557141385536331","0.0510419113221441","0.0603863657851222","1"
"Low transfer dependency","2004","66 and older","Not Employed","76","0.0232815835716306","0.0183446755360766","0.0282184916071846","1"
"Low transfer dependency","2004","66 and older","Employed","1","","","","1"
"Very high transfer dependency","2004","16-34 y.","Employed","52","0.0195237512215739","0.0151887089323103","0.0238587935108376","3"
"Very high transfer dependency","2004","16-34 y.","Not Employed","189","0.145556613840192","0.128617191730778","0.162496035949606","3"
"Very high transfer dependency","2004","35-65 y.","Employed","64","0.00996264774629584","0.00793961608212195","0.0119856794104697","3"
"Very high transfer dependency","2004","35-65 y.","Not Employed","298","0.131271958570258","0.118993942750567","0.14354997438995","3"
"Very high transfer dependency","2004","66 and older","Not Employed","6","","","","3"
"Very high transfer dependency","2004","66 and older","Employed","","","","","3"
"Very low transfer dependency","2004","16-34 y.","Not Employed","1190","0.661078084180434","0.638341920959912","0.683814247400956","0"
"Very low transfer dependency","2004","16-34 y.","Employed","3396","0.854178604714032","0.843120565228885","0.86523664419918","0"
"Very low transfer dependency","2004","35-65 y.","Not Employed","2232","0.752959784509111","0.737278919888679","0.768640649129543","0"
"Very low transfer dependency","2004","35-65 y.","Employed","8585","0.916638592003362","0.911007779161805","0.922269404844918","0"
"Very low transfer dependency","2004","66 and older","Not Employed","3487","0.969158557781962","0.9634983959656","0.974818719598324","0"
"Very low transfer dependency","2004","66 and older","Employed","226","0.996663539949773","0.989161965694393","1.00416511420515","0"
"High transfer dependency","2005","16-34 y.","Not Employed","88","0.0649588758062922","0.0528487792081156","0.0770689724044688","2"
"High transfer dependency","2005","16-34 y.","Employed","110","0.034042627045948","0.0281821530547784","0.0399031010371176","2"
"High transfer dependency","2005","35-65 y.","Employed","112","0.0152181439873066","0.0126703657289462","0.017765922245667","2"
"High transfer dependency","2005","35-65 y.","Not Employed","139","0.0518528988956442","0.0434582009269681","0.0602475968643204","2"
"High transfer dependency","2005","66 and older","Employed","","","","","2"
"High transfer dependency","2005","66 and older","Not Employed","21","","","","2"
"Low transfer dependency","2005","16-34 y.","Not Employed","209","0.141361650152019","0.124242431254671","0.158480869049366","1"
"Low transfer dependency","2005","16-34 y.","Employed","344","0.0991707584755746","0.0895112443127863","0.108830272638363","1"
"Low transfer dependency","2005","35-65 y.","Employed","476","0.0568914324467289","0.0520706776387147","0.0617121872547431","1"
"Low transfer dependency","2005","35-65 y.","Not Employed","278","0.0944697339376235","0.0833963967285784","0.105543071146669","1"
"Low transfer dependency","2005","66 and older","Employed","3","","","","1"
"Low transfer dependency","2005","66 and older","Not Employed","78","0.0238521925978866","0.0188559141711977","0.0288484710245756","1"
"Very high transfer dependency","2005","16-34 y.","Employed","66","0.023555233634465","0.0186539506540852","0.0284565166148448","3"
"Very high transfer dependency","2005","16-34 y.","Not Employed","202","0.156884378966027","0.139013479133632","0.174755278798422","3"
"Very high transfer dependency","2005","35-65 y.","Employed","68","0.012427392497864","0.0101217854622707","0.0147329995334574","3"
"Very high transfer dependency","2005","35-65 y.","Not Employed","273","0.13472908221983","0.121802389562329","0.147655774877332","3"
"Very high transfer dependency","2005","66 and older","Not Employed","9","","","","3"
"Very high transfer dependency","2005","66 and older","Employed","","","","","3"
"Very low transfer dependency","2005","16-34 y.","Not Employed","1092","0.636795095075662","0.61316373550376","0.660426454647564","0"
"Very low transfer dependency","2005","16-34 y.","Employed","3158","0.843231380844012","0.831481183103055","0.85498157858497","0"
"Very low transfer dependency","2005","35-65 y.","Not Employed","1990","0.718948284946902","0.701929731616122","0.735966838277682","0"
"Very low transfer dependency","2005","35-65 y.","Employed","8213","0.9154630310681","0.909673351807463","0.921252710328738","0"
"Very low transfer dependency","2005","66 and older","Not Employed","3475","0.9655370909986","0.959564192500932","0.971509989496269","0"
"Very low transfer dependency","2005","66 and older","Employed","224","0.970470211417618","0.948448227766671","0.992492195068564","0"
"High transfer dependency","2006","16-34 y.","Not Employed","115","0.0733752190530038","0.0612276851879969","0.0855227529180107","2"
"High transfer dependency","2006","16-34 y.","Employed","150","0.0464975401118329","0.0396402935437653","0.0533547866799004","2"
"High transfer dependency","2006","35-65 y.","Employed","134","0.0167681030805738","0.0141850152504395","0.019351190910708","2"
"High transfer dependency","2006","35-65 y.","Not Employed","140","0.0543622303881114","0.0460686409366012","0.0626558198396217","2"
"High transfer dependency","2006","66 and older","Not Employed","19","","","","2"
"High transfer dependency","2006","66 and older","Employed","","","","","2"
"Low transfer dependency","2006","16-34 y.","Not Employed","195","0.122960909974218","0.107662212125508","0.138259607822929","1"
"Low transfer dependency","2006","16-34 y.","Employed","335","0.102113596286926","0.0922524738406064","0.111974718733246","1"
"Low transfer dependency","2006","35-65 y.","Not Employed","260","0.0832640707505189","0.0731579975184407","0.0933701439825972","1"
"Low transfer dependency","2006","35-65 y.","Employed","482","0.0537525325076157","0.0492155087167432","0.0582895562984883","1"
"Low transfer dependency","2006","66 and older","Not Employed","77","0.0213710264653043","0.0169905804105317","0.0257514725200769","1"
"Low transfer dependency","2006","66 and older","Employed","5","","","","1"
"Very high transfer dependency","2006","16-34 y.","Employed","78","0.0298117300149372","0.0242731878351097","0.0353502721947646","3"
"Very high transfer dependency","2006","16-34 y.","Not Employed","245","0.183415675818179","0.165386320311677","0.201445031324681","3"
"Very high transfer dependency","2006","35-65 y.","Employed","104","0.0149571402638512","0.0125152785078671","0.0173990020198352","3"
"Very high transfer dependency","2006","35-65 y.","Not Employed","342","0.158927485714274","0.145553904434732","0.172301066993817","3"
"Very high transfer dependency","2006","66 and older","Not Employed","14","","","","3"
"Very high transfer dependency","2006","66 and older","Employed","","","","","3"
"Very low transfer dependency","2006","16-34 y.","Not Employed","1215","0.620248195154599","0.597638529730214","0.642857860578984","0"
"Very low transfer dependency","2006","16-34 y.","Employed","3059","0.821577133586304","0.809108372722194","0.834045894450413","0"
"Very low transfer dependency","2006","35-65 y.","Not Employed","2129","0.703446213147095","0.686739205174063","0.720153221120128","0"
"Very low transfer dependency","2006","35-65 y.","Employed","8772","0.914522224147959","0.908897607022934","0.920146841272985","0"
"Very low transfer dependency","2006","66 and older","Not Employed","4077","0.965899689680786","0.960402486496008","0.971396892865563","0"
"Very low transfer dependency","2006","66 and older","Employed","285","0.967362790383564","0.946912461743387","0.987813119023741","0"
"High transfer dependency","2007","16-34 y.","Not Employed","79","0.0558160764122889","0.0447593674578434","0.0668727853667344","2"
"High transfer dependency","2007","16-34 y.","Employed","126","0.0525650143182604","0.0450260074736185","0.0601040211629023","2"
"High transfer dependency","2007","35-65 y.","Employed","132","0.0169623535601441","0.0142782398122028","0.0196464673080853","2"
"High transfer dependency","2007","35-65 y.","Not Employed","124","0.0557932174760829","0.0468318954917053","0.0647545394604604","2"
"High transfer dependency","2007","66 and older","Employed","2","","","","2"
"High transfer dependency","2007","66 and older","Not Employed","25","","","","2"
"Low transfer dependency","2007","16-34 y.","Not Employed","181","0.120110026571267","0.104452551074066","0.135767502068467","1"
"Low transfer dependency","2007","16-34 y.","Employed","318","0.0967273970825072","0.0867417731821214","0.106713020982893","1"
"Low transfer dependency","2007","35-65 y.","Employed","418","0.0532457924869645","0.0485788327357068","0.0579127522382221","1"
"Low transfer dependency","2007","35-65 y.","Not Employed","231","0.0848112397055679","0.0739337203378207","0.0956887590733152","1"
"Low transfer dependency","2007","66 and older","Employed","2","","","","1"
"Low transfer dependency","2007","66 and older","Not Employed","87","0.0220194390941554","0.0175401441414201","0.0264987340468907","1"
"Very high transfer dependency","2007","16-34 y.","Not Employed","211","0.181921320923142","0.163340826673555","0.200501815172729","3"
"Very high transfer dependency","2007","16-34 y.","Employed","72","0.0246013346258623","0.0193682055374456","0.029834463714279","3"
"Very high transfer dependency","2007","35-65 y.","Not Employed","334","0.164322696639836","0.149854450090394","0.178790943189278","3"
"Very high transfer dependency","2007","35-65 y.","Employed","88","0.0130255022819846","0.0106687008622033","0.0153823037017659","3"
"Very high transfer dependency","2007","66 and older","Not Employed","8","","","","3"
"Very high transfer dependency","2007","66 and older","Employed","","","","","3"
"Very low transfer dependency","2007","16-34 y.","Not Employed","1185","0.642152576093303","0.619064593467699","0.665240558718906","0"
"Very low transfer dependency","2007","16-34 y.","Employed","2850","0.82610625397337","0.813302097530575","0.838910410416165","0"
"Very low transfer dependency","2007","35-65 y.","Not Employed","1831","0.695072846178513","0.677098171785259","0.713047520571767","0"
"Very low transfer dependency","2007","35-65 y.","Employed","8253","0.916766351670907","0.911024505093325","0.922508198248489","0"
"Very low transfer dependency","2007","66 and older","Not Employed","4003","0.967892086884295","0.962511112398807","0.973273061369782","0"
"Very low transfer dependency","2007","66 and older","Employed","269","0.966085979611101","0.94461438516339","0.987557574058812","0"
"High transfer dependency","2008","16-34 y.","Not Employed","61","0.0436035623747931","0.0330267075583059","0.0541804171912803","2"
"High transfer dependency","2008","16-34 y.","Employed","105","0.0442390710963954","0.0370468852170316","0.0514312569757592","2"
"High transfer dependency","2008","35-65 y.","Employed","120","0.0205686206361512","0.0175374925984125","0.0235997486738899","2"
"High transfer dependency","2008","35-65 y.","Not Employed","89","0.043142389352643","0.0346791809078447","0.0516055977974413","2"
"High transfer dependency","2008","66 and older","Employed","","","","","2"
"High transfer dependency","2008","66 and older","Not Employed","19","","","","2"
"Low transfer dependency","2008","16-34 y.","Not Employed","149","0.131510319351746","0.114006257893557","0.149014380809935","1"
"Low transfer dependency","2008","16-34 y.","Employed","281","0.0880486184991306","0.0781373239513193","0.0979599130469419","1"
