"transab_cat2","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","1993","66 and older","Not Working","19","","",""
"High transfer dependency","1993","16-34 y.","Full Time","18","","",""
"High transfer dependency","1993","16-34 y.","Part Time","43","0.0408186220722642","0.029302106398047","0.0523351377464814"
"High transfer dependency","1993","16-34 y.","Not Working","43","0.0329452464613441","0.0226956435398922","0.0431948493827959"
"High transfer dependency","1993","35-65 y.","Full Time","13","","",""
"High transfer dependency","1993","35-65 y.","Part Time","29","","",""
"High transfer dependency","1993","35-65 y.","Not Working","61","0.0301608497136455","0.0222333547291516","0.0380883446981394"
"High transfer dependency","1993","66 and older","Full Time","","","",""
"High transfer dependency","1993","66 and older","Part Time","","","",""
"High transfer dependency","1993","66 and older","Not Working","5","","",""
"Very high transfer dependency","1993","16-34 y.","Full Time","2","","",""
"Very high transfer dependency","1993","16-34 y.","Part Time","21","","",""
"Very high transfer dependency","1993","16-34 y.","Not Working","88","0.0841254541057694","0.0681862425937835","0.100064665617755"
"Very high transfer dependency","1993","35-65 y.","Full Time","3","","",""
"Very high transfer dependency","1993","35-65 y.","Part Time","8","","",""
"Very high transfer dependency","1993","35-65 y.","Not Working","78","0.0478626209806926","0.0379676988719448","0.0577575430894405"
"Very high transfer dependency","1993","66 and older","Full Time","","","",""
"Very high transfer dependency","1993","66 and older","Part Time","","","",""
"Very high transfer dependency","1993","66 and older","Not Working","4","","",""
"Very low transfer dependency","1994","16-34 y.","Full Time","2360","0.954949673498744","0.946820798245359","0.963078548752129"
"Very low transfer dependency","1994","16-34 y.","Part Time","906","0.84985545829149","0.828501855140464","0.871209061442515"
"Very low transfer dependency","1994","16-34 y.","Not Working","909","0.759275926122936","0.735167203448322","0.783384648797549"
"Very low transfer dependency","1994","35-65 y.","Full Time","3340","0.978143106421437","0.973268308219985","0.983017904622889"
"Very low transfer dependency","1994","35-65 y.","Part Time","1103","0.903617059181928","0.88719776449232","0.920036353871535"
"Very low transfer dependency","1994","35-65 y.","Not Working","1522","0.846189279034529","0.829837901312101","0.862540656756958"
"Very low transfer dependency","1994","66 and older","Full Time","10","","",""
"Very low transfer dependency","1994","66 and older","Part Time","29","","",""
"Very low transfer dependency","1994","66 and older","Not Working","1450","0.986233749426038","0.980297460934563","0.992170037917513"
"Low transfer dependency","1994","16-34 y.","Full Time","124","0.0384957932406728","0.0309557562575148","0.0460358302238309"
"Low transfer dependency","1994","16-34 y.","Part Time","108","0.0873816828658424","0.0705006641359874","0.104262701595697"
"Low transfer dependency","1994","16-34 y.","Not Working","158","0.104648719616667","0.087387228347811","0.121910210885523"
"Low transfer dependency","1994","35-65 y.","Full Time","98","0.0176339680308258","0.0132459043936587","0.0220220316679929"
"Low transfer dependency","1994","35-65 y.","Part Time","93","0.0571280556666846","0.0442154681350056","0.0700406431983637"
"Low transfer dependency","1994","35-65 y.","Not Working","175","0.06149596842338","0.0506074527256174","0.0723844841211425"
"Low transfer dependency","1994","66 and older","Full Time","","","",""
"Low transfer dependency","1994","66 and older","Part Time","1","","",""
"Low transfer dependency","1994","66 and older","Not Working","20","","",""
"High transfer dependency","1994","16-34 y.","Full Time","13","","",""
"High transfer dependency","1994","16-34 y.","Part Time","37","0.038386464034032","0.0269014059119919","0.049871522156072"
"High transfer dependency","1994","16-34 y.","Not Working","46","0.0409736243054547","0.0297951613959248","0.0521520872149845"
"High transfer dependency","1994","35-65 y.","Full Time","16","","",""
"High transfer dependency","1994","35-65 y.","Part Time","37","0.0266823056966906","0.0177162550579049","0.0356483563354763"
"High transfer dependency","1994","35-65 y.","Not Working","75","0.0325252231631526","0.0244852008150798","0.0405652455112255"
"High transfer dependency","1994","66 and older","Full Time","","","",""
"High transfer dependency","1994","66 and older","Part Time","","","",""
"High transfer dependency","1994","66 and older","Not Working","5","","",""
"Very high transfer dependency","1994","16-34 y.","Full Time","4","","",""
"Very high transfer dependency","1994","16-34 y.","Part Time","24","","",""
"Very high transfer dependency","1994","16-34 y.","Not Working","95","0.0951017299549426","0.0785589416807073","0.111644518229178"
"Very high transfer dependency","1994","35-65 y.","Full Time","2","","",""
"Very high transfer dependency","1994","35-65 y.","Part Time","8","","",""
"Very high transfer dependency","1994","35-65 y.","Not Working","98","0.0597895293789379","0.0490433917864814","0.0705356669713945"
"Very high transfer dependency","1994","66 and older","Full Time","","","",""
"Very high transfer dependency","1994","66 and older","Part Time","","","",""
"Very high transfer dependency","1994","66 and older","Not Working","5","","",""
"Very low transfer dependency","1995","16-34 y.","Full Time","2292","0.955643062577509","0.947429944049664","0.963856181105355"
"Very low transfer dependency","1995","16-34 y.","Part Time","989","0.863412464866666","0.843616172236497","0.883208757496836"
"Very low transfer dependency","1995","16-34 y.","Not Working","993","0.724288615592285","0.700424383060004","0.748152848124567"
"Very low transfer dependency","1995","35-65 y.","Full Time","3364","0.979498321994317","0.97478402068519","0.984212623303444"
"Very low transfer dependency","1995","35-65 y.","Part Time","1245","0.899463811970833","0.883767718025698","0.915159905915967"
"Very low transfer dependency","1995","35-65 y.","Not Working","1529","0.815976685341441","0.798702106677739","0.833251264005143"
"Very low transfer dependency","1995","66 and older","Full Time","10","","",""
"Very low transfer dependency","1995","66 and older","Part Time","33","1","1","1"
"Very low transfer dependency","1995","66 and older","Not Working","1476","0.986064901469981","0.980146570656018","0.991983232283943"
"Low transfer dependency","1995","16-34 y.","Full Time","105","0.03779501081437","0.0301877116202165","0.0454023100085235"
"Low transfer dependency","1995","16-34 y.","Part Time","104","0.077666524419926","0.0622377974008003","0.0930952514390516"
"Low transfer dependency","1995","16-34 y.","Not Working","151","0.0952612320027314","0.0795834727839025","0.11093899122156"
"Low transfer dependency","1995","35-65 y.","Full Time","93","0.0174245245123093","0.0130715691653602","0.0217774798592585"
"Low transfer dependency","1995","35-65 y.","Part Time","116","0.0751187688296153","0.0613607547825837","0.0888767828766469"
"Low transfer dependency","1995","35-65 y.","Not Working","180","0.0642516985071301","0.053320847010127","0.0751825500041333"
"Low transfer dependency","1995","66 and older","Full Time","","","",""
"Low transfer dependency","1995","66 and older","Part Time","","","",""
"Low transfer dependency","1995","66 and older","Not Working","18","","",""
"High transfer dependency","1995","16-34 y.","Full Time","15","","",""
"High transfer dependency","1995","16-34 y.","Part Time","41","0.0427600213315997","0.0310973363596757","0.0544227063035236"
"High transfer dependency","1995","16-34 y.","Not Working","57","0.0442395145132801","0.0332584610756147","0.0552205679509454"
"High transfer dependency","1995","35-65 y.","Full Time","13","","",""
"High transfer dependency","1995","35-65 y.","Part Time","34","0.0159914897478702","0.00944388546785919","0.0225390940278812"
"High transfer dependency","1995","35-65 y.","Not Working","81","0.0356006163237075","0.027340438736723","0.043860793910692"
"High transfer dependency","1995","66 and older","Full Time","","","",""
"High transfer dependency","1995","66 and older","Part Time","","","",""
"High transfer dependency","1995","66 and older","Not Working","7","","",""
"Very high transfer dependency","1995","16-34 y.","Full Time","2","","",""
"Very high transfer dependency","1995","16-34 y.","Part Time","22","","",""
"Very high transfer dependency","1995","16-34 y.","Not Working","146","0.136210637891703","0.117892820208674","0.154528455574733"
"Very high transfer dependency","1995","35-65 y.","Full Time","1","","",""
"Very high transfer dependency","1995","35-65 y.","Part Time","15","","",""
"Very high transfer dependency","1995","35-65 y.","Not Working","143","0.0841709998277216","0.0717938512942288","0.0965481483612144"
"Very high transfer dependency","1995","66 and older","Full Time","","","",""
"Very high transfer dependency","1995","66 and older","Part Time","","","",""
"Very high transfer dependency","1995","66 and older","Not Working","6","","",""
"Very low transfer dependency","1996","16-34 y.","Full Time","2221","0.952916987697558","0.944371206986146","0.96146276840897"
"Very low transfer dependency","1996","16-34 y.","Part Time","962","0.869743377856789","0.850031202636295","0.889455553077283"
"Very low transfer dependency","1996","16-34 y.","Not Working","955","0.771320817520955","0.748158753501264","0.794482881540646"
"Very low transfer dependency","1996","35-65 y.","Full Time","3246","0.97611321385515","0.970950919179333","0.981275508530968"
"Very low transfer dependency","1996","35-65 y.","Part Time","1330","0.888730643851413","0.872911423690022","0.904549864012803"
"Very low transfer dependency","1996","35-65 y.","Not Working","1311","0.752911054393737","0.73315489989835","0.772667208889124"
"Very low transfer dependency","1996","66 and older","Full Time","12","","",""
"Very low transfer dependency","1996","66 and older","Part Time","38","0.994762606074747","0.972109219650797","1.0174159924987"
"Very low transfer dependency","1996","66 and older","Not Working","1476","0.977552666203286","0.970108159100615","0.984997173305957"
"Low transfer dependency","1996","16-34 y.","Full Time","121","0.0424411230701137","0.0343077954473529","0.0505744506928744"
"Low transfer dependency","1996","16-34 y.","Part Time","93","0.0732905420297606","0.0580277198599645","0.0885533641995566"
"Low transfer dependency","1996","16-34 y.","Not Working","135","0.0882393348253742","0.0725964101310755","0.103882259519673"
"Low transfer dependency","1996","35-65 y.","Full Time","101","0.0213210577242114","0.016437477462683","0.0262046379857398"
"Low transfer dependency","1996","35-65 y.","Part Time","121","0.0722095290518046","0.0591888265755036","0.0852302315281056"
"Low transfer dependency","1996","35-65 y.","Not Working","232","0.0962289854670354","0.0827211402119437","0.109736830722127"
"Low transfer dependency","1996","66 and older","Full Time","","","",""
"Low transfer dependency","1996","66 and older","Part Time","","","",""
"Low transfer dependency","1996","66 and older","Not Working","33","0.014112648346142","0.00818474121110346","0.0200405554811806"
"High transfer dependency","1996","16-34 y.","Full Time","16","","",""
"High transfer dependency","1996","16-34 y.","Part Time","50","0.0490932047245509","0.0364394693853509","0.0617469400637509"
"High transfer dependency","1996","16-34 y.","Not Working","52","0.0379243446803753","0.0273899382271514","0.0484587511335992"
"High transfer dependency","1996","35-65 y.","Full Time","13","","",""
"High transfer dependency","1996","35-65 y.","Part Time","54","0.030303061539401","0.021679762013431","0.0389263610653709"
"High transfer dependency","1996","35-65 y.","Not Working","116","0.0552308423117492","0.0447678090547415","0.0656938755687568"
"High transfer dependency","1996","66 and older","Full Time","","","",""
"High transfer dependency","1996","66 and older","Part Time","","","",""
"High transfer dependency","1996","66 and older","Not Working","5","","",""
"Very high transfer dependency","1996","16-34 y.","Full Time","2","","",""
"Very high transfer dependency","1996","16-34 y.","Part Time","15","","",""
"Very high transfer dependency","1996","16-34 y.","Not Working","121","0.102515502973296","0.0857870928692909","0.1192439130773"
"Very high transfer dependency","1996","35-65 y.","Full Time","1","","",""
"Very high transfer dependency","1996","35-65 y.","Part Time","13","","",""
"Very high transfer dependency","1996","35-65 y.","Not Working","172","0.0956291178274784","0.0821589725677523","0.109099263087205"
"Very high transfer dependency","1996","66 and older","Full Time","","","",""
"Very high transfer dependency","1996","66 and older","Part Time","1","","",""
"Very high transfer dependency","1996","66 and older","Not Working","7","","",""
"Very low transfer dependency","1997","16-34 y.","Full Time","2096","0.940184258816128","0.930418000212098","0.949950517420159"
"Very low transfer dependency","1997","16-34 y.","Part Time","833","0.801224505156917","0.776817111675243","0.825631898638591"
"Very low transfer dependency","1997","16-34 y.","Not Working","951","0.733396214856058","0.709350039873664","0.757442389838451"
"Very low transfer dependency","1997","35-65 y.","Full Time","3138","0.965171629764683","0.958904754700713","0.971438504828653"
"Very low transfer dependency","1997","35-65 y.","Part Time","1246","0.865690827362428","0.848218121227115","0.883163533497741"
"Very low transfer dependency","1997","35-65 y.","Not Working","1305","0.736283576485446","0.716193191788812","0.756373961182079"
"Very low transfer dependency","1997","66 and older","Full Time","15","","",""
"Very low transfer dependency","1997","66 and older","Part Time","38","0.994589376789196","0.971566407125826","1.01761234645257"
"Very low transfer dependency","1997","66 and older","Not Working","1510","0.971038609117518","0.962700827029842","0.979376391205193"
"Low transfer dependency","1997","16-34 y.","Full Time","148","0.0521496100399534","0.0429935334467619","0.0613056866331449"
"Low transfer dependency","1997","16-34 y.","Part Time","115","0.111036315062051","0.091821447322437","0.130251182801665"
"Low transfer dependency","1997","16-34 y.","Not Working","158","0.105315136214239","0.0886225373375018","0.122007735090976"
"Low transfer dependency","1997","35-65 y.","Full Time","125","0.0293304369786909","0.0235630756753963","0.0350977982819854"
"Low transfer dependency","1997","35-65 y.","Part Time","158","0.0980110549032669","0.0827752968576633","0.11324681294887"
"Low transfer dependency","1997","35-65 y.","Not Working","257","0.10482540376982","0.0908590109121618","0.118791796627477"
"Low transfer dependency","1997","66 and older","Full Time","","","",""
"Low transfer dependency","1997","66 and older","Part Time","","","",""
"Low transfer dependency","1997","66 and older","Not Working","30","0.0148409562288698","0.00882912610624549","0.0208527863514942"
"High transfer dependency","1997","16-34 y.","Full Time","21","","",""
"High transfer dependency","1997","16-34 y.","Part Time","44","0.0557834731754934","0.0417472119093854","0.0698197344416015"
"High transfer dependency","1997","16-34 y.","Not Working","64","0.0442895222430756","0.0331014004115907","0.0554776440745604"
"High transfer dependency","1997","35-65 y.","Full Time","23","","",""
"High transfer dependency","1997","35-65 y.","Part Time","45","0.0282630678856379","0.0197710689068436","0.0367550668644321"
"High transfer dependency","1997","35-65 y.","Not Working","112","0.0522212880637483","0.0420781024627244","0.0623644736647722"
"High transfer dependency","1997","66 and older","Full Time","","","",""
"High transfer dependency","1997","66 and older","Part Time","1","","",""
"High transfer dependency","1997","66 and older","Not Working","10","","",""
"Very high transfer dependency","1997","16-34 y.","Full Time","","","",""
"Very high transfer dependency","1997","16-34 y.","Part Time","35","0.0319557066055384","0.0211988669154051","0.0427125462956718"
"Very high transfer dependency","1997","16-34 y.","Not Working","126","0.116999126686628","0.0995201745922384","0.134478078781017"
"Very high transfer dependency","1997","35-65 y.","Full Time","2","","",""
"Very high transfer dependency","1997","35-65 y.","Part Time","14","","",""
"Very high transfer dependency","1997","35-65 y.","Not Working","174","0.106669731680986","0.0925955311851942","0.120743932176779"
"Very high transfer dependency","1997","66 and older","Full Time","","","",""
"Very high transfer dependency","1997","66 and older","Part Time","","","",""
"Very high transfer dependency","1997","66 and older","Not Working","4","","",""
"Very low transfer dependency","1998","16-34 y.","Full Time","2162","0.938528089585568","0.928766844242986","0.94828933492815"
"Very low transfer dependency","1998","16-34 y.","Part Time","953","0.851501646499145","0.830786956287091","0.872216336711198"
"Very low transfer dependency","1998","16-34 y.","Not Working","987","0.719989991298224","0.696291758299194","0.743688224297254"
"Very low transfer dependency","1998","35-65 y.","Full Time","3483","0.969791091573261","0.964226894608965","0.975355288537557"
"Very low transfer dependency","1998","35-65 y.","Part Time","1425","0.864272355769071","0.847840773356513","0.880703938181629"
"Very low transfer dependency","1998","35-65 y.","Not Working","1600","0.75479918389799","0.736731777230112","0.772866590565869"
"Very low transfer dependency","1998","66 and older","Full Time","13","","",""
"Very low transfer dependency","1998","66 and older","Part Time","43","1","1","1"
"Very low transfer dependency","1998","66 and older","Not Working","1775","0.977150277717059","0.97030790859363","0.983992646840488"
"Low transfer dependency","1998","16-34 y.","Full Time","147","0.0546506719174943","0.0454135399411565","0.0638878038938321"
"Low transfer dependency","1998","16-34 y.","Part Time","107","0.0816494920579514","0.0656978330794958","0.097601151036407"
"Low transfer dependency","1998","16-34 y.","Not Working","180","0.103985189023367","0.0878746787937396","0.120095699252995"
"Low transfer dependency","1998","35-65 y.","Full Time","135","0.026984669499385","0.0217170514567644","0.0322522875420056"
"Low transfer dependency","1998","35-65 y.","Part Time","150","0.0859760958068169","0.0725271711834658","0.0994250204301679"
"Low transfer dependency","1998","35-65 y.","Not Working","286","0.102381597053249","0.0896502025061026","0.115112991600395"
"Low transfer dependency","1998","66 and older","Full Time","2","","",""
"Low transfer dependency","1998","66 and older","Part Time","","","",""
"Low transfer dependency","1998","66 and older","Not Working","44","0.0153338644427726","0.00970713973876336","0.0209605891467818"
"High transfer dependency","1998","16-34 y.","Full Time","16","","",""
"High transfer dependency","1998","16-34 y.","Part Time","50","0.0499588036877828","0.0372676205361535","0.062649986839412"
"High transfer dependency","1998","16-34 y.","Not Working","69","0.0412874645580248","0.0307867399736421","0.0517881891424075"
"High transfer dependency","1998","35-65 y.","Full Time","15","","",""
"High transfer dependency","1998","35-65 y.","Part Time","69","0.0363652517292878","0.0273843602662878","0.0453461431922879"
"High transfer dependency","1998","35-65 y.","Not Working","99","0.0428088786184441","0.0343075772920931","0.0513101799447952"
"High transfer dependency","1998","66 and older","Full Time","","","",""
"High transfer dependency","1998","66 and older","Part Time","","","",""
"High transfer dependency","1998","66 and older","Not Working","5","","",""
"Very high transfer dependency","1998","16-34 y.","Full Time","1","","",""
"Very high transfer dependency","1998","16-34 y.","Part Time","22","","",""
"Very high transfer dependency","1998","16-34 y.","Not Working","143","0.134737355120384","0.116716145253902","0.152758564986866"
"Very high transfer dependency","1998","35-65 y.","Full Time","2","","",""
"Very high transfer dependency","1998","35-65 y.","Part Time","25","","",""
"Very high transfer dependency","1998","35-65 y.","Not Working","193","0.100010340430317","0.0874106357512829","0.11261004510935"
"Very high transfer dependency","1998","66 and older","Full Time","","","",""
"Very high transfer dependency","1998","66 and older","Part Time","","","",""
"Very high transfer dependency","1998","66 and older","Not Working","8","","",""
"Very low transfer dependency","1999","16-34 y.","Full Time","2053","0.951589938772419","0.94262938123893","0.960550496305907"
"Very low transfer dependency","1999","16-34 y.","Part Time","957","0.802368557212827","0.779589853070058","0.825147261355595"
"Very low transfer dependency","1999","16-34 y.","Not Working","860","0.736899570348814","0.711882321955969","0.761916818741659"
"Very low transfer dependency","1999","35-65 y.","Full Time","3429","0.963614427179533","0.95750033172159","0.969728522637477"
"Very low transfer dependency","1999","35-65 y.","Part Time","1477","0.900012748402044","0.885655268873685","0.914370227930403"
"Very low transfer dependency","1999","35-65 y.","Not Working","1491","0.773442469188125","0.75503213262808","0.79185280574817"
"Very low transfer dependency","1999","66 and older","Full Time","10","","",""
"Very low transfer dependency","1999","66 and older","Part Time","61","0.960803669630307","0.912883555073202","1.00872378418741"
"Very low transfer dependency","1999","66 and older","Not Working","1711","0.979364723270322","0.972717510393132","0.986011936147512"
"Low transfer dependency","1999","16-34 y.","Full Time","131","0.0428255307341303","0.0343729519784425","0.0512781094898181"
"Low transfer dependency","1999","16-34 y.","Part Time","118","0.101042403640933","0.0838024743474075","0.118282332934458"
"Low transfer dependency","1999","16-34 y.","Not Working","159","0.108852566730447","0.091156826771686","0.126548306689208"
"Low transfer dependency","1999","35-65 y.","Full Time","157","0.0330602071096945","0.0272221483532336","0.0388982658661554"
"Low transfer dependency","1999","35-65 y.","Part Time","143","0.073165798292491","0.0607023951428912","0.0856292014420907"
"Low transfer dependency","1999","35-65 y.","Not Working","234","0.0973531992463838","0.0843157537291108","0.110390644763657"
"Low transfer dependency","1999","66 and older","Full Time","","","",""
"Low transfer dependency","1999","66 and older","Part Time","2","","",""
"Low transfer dependency","1999","66 and older","Not Working","34","0.0104908352765665","0.00572677601989801","0.015254894533235"
"High transfer dependency","1999","16-34 y.","Full Time","18","","",""
"High transfer dependency","1999","16-34 y.","Part Time","75","0.0740261919285276","0.059049837887165","0.0890025459698903"
"High transfer dependency","1999","16-34 y.","Not Working","56","0.0408943122362434","0.0296420641741857","0.0521465602983011"
"High transfer dependency","1999","35-65 y.","Full Time","15","","",""
"High transfer dependency","1999","35-65 y.","Part Time","46","0.0222390530416621","0.0151814691605833","0.0292966369227409"
"High transfer dependency","1999","35-65 y.","Not Working","96","0.0345307767269133","0.026500493562186","0.0425610598916406"
"High transfer dependency","1999","66 and older","Full Time","","","",""
"High transfer dependency","1999","66 and older","Part Time","","","",""
"High transfer dependency","1999","66 and older","Not Working","10","","",""
"Very high transfer dependency","1999","16-34 y.","Full Time","2","","",""
"Very high transfer dependency","1999","16-34 y.","Part Time","24","","",""
"Very high transfer dependency","1999","16-34 y.","Not Working","115","0.113353550684495","0.0953413235747735","0.131365777794217"
"Very high transfer dependency","1999","35-65 y.","Full Time","2","","",""
"Very high transfer dependency","1999","35-65 y.","Part Time","11","","",""
"Very high transfer dependency","1999","35-65 y.","Not Working","165","0.0946735548385777","0.081797719489573","0.107549390187582"
"Very high transfer dependency","1999","66 and older","Full Time","","","",""
"Very high transfer dependency","1999","66 and older","Part Time","","","",""
"Very high transfer dependency","1999","66 and older","Not Working","2","","",""
"Very low transfer dependency","2000","16-34 y.","Full Time","3143","0.944482035778888","0.936732419853392","0.952231651704383"
"Very low transfer dependency","2000","16-34 y.","Part Time","1580","0.834153393059254","0.817437903892738","0.850868882225769"
"Very low transfer dependency","2000","16-34 y.","Not Working","1298","0.72269841896408","0.702029135426874","0.743367702501287"
"Very low transfer dependency","2000","35-65 y.","Full Time","6369","0.965289917495652","0.960892165148256","0.969687669843048"
"Very low transfer dependency","2000","35-65 y.","Part Time","2651","0.88281754828411","0.871369004187111","0.894266092381109"
"Very low transfer dependency","2000","35-65 y.","Not Working","2876","0.792621104469884","0.779564576709287","0.805677632230481"
"Very low transfer dependency","2000","66 and older","Full Time","39","1","1","1"
"Very low transfer dependency","2000","66 and older","Part Time","102","0.99141770347256","0.973689631176716","1.0091457757684"
"Very low transfer dependency","2000","66 and older","Not Working","3387","0.973973442625172","0.968691969341083","0.979254915909262"
"Low transfer dependency","2000","16-34 y.","Full Time","185","0.0483876255204156","0.0411254998885851","0.0556497511522461"
"Low transfer dependency","2000","16-34 y.","Part Time","202","0.102422810105835","0.0887965372238817","0.116049082987789"
"Low transfer dependency","2000","16-34 y.","Not Working","226","0.117852995581028","0.102965848041448","0.132740143120608"
"Low transfer dependency","2000","35-65 y.","Full Time","258","0.0309091794398239","0.0267510305213366","0.0350673283583113"
"Low transfer dependency","2000","35-65 y.","Part Time","238","0.0676127706363453","0.0586756829880337","0.0765498582846569"
"Low transfer dependency","2000","35-65 y.","Not Working","365","0.0805633533561606","0.0717985480326955","0.0893281586796257"
"Low transfer dependency","2000","66 and older","Full Time","","","",""
"Low transfer dependency","2000","66 and older","Part Time","2","","",""
"Low transfer dependency","2000","66 and older","Not Working","78","0.0192327195841309","0.0146767952687687","0.0237886438994931"
"High transfer dependency","2000","16-34 y.","Full Time","22","","",""
"High transfer dependency","2000","16-34 y.","Part Time","79","0.0423324079006632","0.0332836969327639","0.0513811188685625"
"High transfer dependency","2000","16-34 y.","Not Working","93","0.055286086564259","0.0447342324504205","0.0658379406780976"
"High transfer dependency","2000","35-65 y.","Full Time","25","","",""
"High transfer dependency","2000","35-65 y.","Part Time","94","0.0296810855293205","0.0236404778374335","0.0357216932212075"
"High transfer dependency","2000","35-65 y.","Not Working","139","0.0297340957579753","0.0242641205869786","0.0352040709289721"
"High transfer dependency","2000","66 and older","Full Time","","","",""
"High transfer dependency","2000","66 and older","Part Time","","","",""
"High transfer dependency","2000","66 and older","Not Working","16","","",""
"Very high transfer dependency","2000","16-34 y.","Full Time","4","","",""
"Very high transfer dependency","2000","16-34 y.","Part Time","41","0.0210913889342478","0.0146338579404237","0.0275489199280718"
"Very high transfer dependency","2000","16-34 y.","Not Working","185","0.104162498890632","0.0900585406910566","0.118266457090208"
"Very high transfer dependency","2000","35-65 y.","Full Time","3","","",""
"Very high transfer dependency","2000","35-65 y.","Part Time","49","0.0198885955502239","0.0149189745195547","0.0248582165808931"
"Very high transfer dependency","2000","35-65 y.","Not Working","324","0.0970814464159803","0.0875467908342026","0.106616101997758"
"Very high transfer dependency","2000","66 and older","Full Time","","","",""
"Very high transfer dependency","2000","66 and older","Part Time","","","",""
"Very high transfer dependency","2000","66 and older","Not Working","10","","",""
"Very low transfer dependency","2001","16-34 y.","Full Time","2693","0.938983034737101","0.93027583017156","0.947690239302641"
"Very low transfer dependency","2001","16-34 y.","Part Time","1420","0.811640029984379","0.793305166783794","0.829974893184965"
"Very low transfer dependency","2001","16-34 y.","Not Working","1135","0.722484803563311","0.700300353707906","0.744669253418715"
"Very low transfer dependency","2001","35-65 y.","Full Time","5826","0.96719581066118","0.962727667134249","0.971663954188111"
"Very low transfer dependency","2001","35-65 y.","Part Time","2538","0.8739310527912","0.861885616774691","0.885976488807709"
"Very low transfer dependency","2001","35-65 y.","Not Working","2472","0.786550065730686","0.772393227491909","0.800706903969463"
"Very low transfer dependency","2001","66 and older","Full Time","28","","",""
"Very low transfer dependency","2001","66 and older","Part Time","125","1","1","1"
"Very low transfer dependency","2001","66 and older","Not Working","3191","0.971565504595908","0.96588169906471","0.977249310127107"
"Low transfer dependency","2001","16-34 y.","Full Time","171","0.0521996191627025","0.0441083494185248","0.0602908889068802"
"Low transfer dependency","2001","16-34 y.","Part Time","200","0.0993723336997141","0.0853439697374302","0.113400697661998"
"Low transfer dependency","2001","16-34 y.","Not Working","213","0.125643338840202","0.109222135988653","0.142064541691752"
"Low transfer dependency","2001","35-65 y.","Full Time","259","0.03036712892003","0.0260627471001575","0.0346715107399024"
"Low transfer dependency","2001","35-65 y.","Part Time","232","0.0731689349197027","0.0637186797757676","0.0826191900636379"
"Low transfer dependency","2001","35-65 y.","Not Working","323","0.0779454074395783","0.0686828981922363","0.0872079166869202"
"Low transfer dependency","2001","66 and older","Full Time","","","",""
"Low transfer dependency","2001","66 and older","Part Time","","","",""
"Low transfer dependency","2001","66 and older","Not Working","67","0.018791939143809","0.0141484251740791","0.023435453113539"
"High transfer dependency","2001","16-34 y.","Full Time","32","0.0071137523393852","0.00405655346147886","0.0101709512172915"
"High transfer dependency","2001","16-34 y.","Part Time","76","0.0543580265493934","0.0437264700975046","0.0649895830012822"
"High transfer dependency","2001","16-34 y.","Not Working","67","0.0388292378120734","0.0292579444260237","0.0484005311981232"
"High transfer dependency","2001","35-65 y.","Full Time","18","","",""
"High transfer dependency","2001","35-65 y.","Part Time","98","0.0330780231708416","0.0265880131759087","0.0395680331657745"
"High transfer dependency","2001","35-65 y.","Not Working","133","0.0326707542339335","0.0265285845433729","0.0388129239244941"
"High transfer dependency","2001","66 and older","Full Time","","","",""
"High transfer dependency","2001","66 and older","Part Time","","","",""
"High transfer dependency","2001","66 and older","Not Working","19","","",""
"Very high transfer dependency","2001","16-34 y.","Full Time","7","","",""
"Very high transfer dependency","2001","16-34 y.","Part Time","51","0.0346296097665133","0.0260558280120649","0.0432033915209617"
"Very high transfer dependency","2001","16-34 y.","Not Working","150","0.113042619784413","0.0973547706979716","0.128730468870855"
"Very high transfer dependency","2001","35-65 y.","Full Time","2","","",""
"Very high transfer dependency","2001","35-65 y.","Part Time","49","0.0198219891182559","0.0147636729549182","0.0248803052815935"
"Very high transfer dependency","2001","35-65 y.","Not Working","290","0.102833772595802","0.0923393290911914","0.113328216100413"
"Very high transfer dependency","2001","66 and older","Full Time","","","",""
"Very high transfer dependency","2001","66 and older","Part Time","","","",""
"Very high transfer dependency","2001","66 and older","Not Working","8","","",""
"Very low transfer dependency","2002","16-34 y.","Full Time","2559","0.933919893489849","0.924592613407268","0.94324717357243"
"Very low transfer dependency","2002","16-34 y.","Part Time","1457","0.800869057616193","0.782222645835574","0.819515469396812"
"Very low transfer dependency","2002","16-34 y.","Not Working","1209","0.685172790161649","0.662611856171328","0.707733724151971"
"Very low transfer dependency","2002","35-65 y.","Full Time","6534","0.964768806296792","0.96037908752487","0.969158525068713"
"Very low transfer dependency","2002","35-65 y.","Part Time","2906","0.861912633094989","0.850098965636118","0.873726300553859"
"Very low transfer dependency","2002","35-65 y.","Not Working","2474","0.755706139982618","0.740781828217975","0.770630451747261"
"Very low transfer dependency","2002","66 and older","Full Time","43","1","1","1"
"Very low transfer dependency","2002","66 and older","Part Time","160","0.997188127901817","0.989008727211138","1.0053675285925"
"Very low transfer dependency","2002","66 and older","Not Working","3337","0.971150965515473","0.96554694065332","0.976754990377626"
"Low transfer dependency","2002","16-34 y.","Full Time","139","0.054359880532256","0.0458471864004688","0.0628725746640433"
"Low transfer dependency","2002","16-34 y.","Part Time","197","0.114955051070534","0.100061720393529","0.129848381747539"
"Low transfer dependency","2002","16-34 y.","Not Working","184","0.117330400368465","0.101698015038816","0.132962785698115"
"Low transfer dependency","2002","35-65 y.","Full Time","221","0.0322712426161522","0.028063530098265","0.0364789551340393"
