"transab_cat2","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","1990","Part Time","in school","1","","",""
"Low transfer dependency","1990","Part Time","inadequately","6","","",""
"Low transfer dependency","1990","Part Time","general elemantary","30","0.0553115879835887","0.0350305332241055","0.0755926427430719"
"Low transfer dependency","1990","Part Time","middle vocational","27","","",""
"Low transfer dependency","1990","Part Time","vocational + Abi","5","","",""
"Low transfer dependency","1990","Part Time","higher vocational","3","","",""
"Low transfer dependency","1990","Part Time","higher education","3","","",""
"Low transfer dependency","1990","Not Working","in school","3","","",""
"Low transfer dependency","1990","Not Working","inadequately","19","","",""
"Low transfer dependency","1990","Not Working","general elemantary","47","0.0286947130907984","0.0187195323129493","0.0386698938686474"
"Low transfer dependency","1990","Not Working","middle vocational","39","0.0211852998556397","0.013695478347162","0.0286751213641173"
"Low transfer dependency","1990","Not Working","vocational + Abi","6","","",""
"Low transfer dependency","1990","Not Working","higher vocational","1","","",""
"Low transfer dependency","1990","Not Working","higher education","2","","",""
"High transfer dependency","1990","Full Time","in school","","","",""
"High transfer dependency","1990","Full Time","inadequately","","","",""
"High transfer dependency","1990","Full Time","general elemantary","3","","",""
"High transfer dependency","1990","Full Time","middle vocational","5","","",""
"High transfer dependency","1990","Full Time","vocational + Abi","1","","",""
"High transfer dependency","1990","Full Time","higher vocational","","","",""
"High transfer dependency","1990","Full Time","higher education","","","",""
"High transfer dependency","1990","Part Time","in school","1","","",""
"High transfer dependency","1990","Part Time","inadequately","4","","",""
"High transfer dependency","1990","Part Time","general elemantary","15","","",""
"High transfer dependency","1990","Part Time","middle vocational","13","","",""
"High transfer dependency","1990","Part Time","vocational + Abi","1","","",""
"High transfer dependency","1990","Part Time","higher vocational","1","","",""
"High transfer dependency","1990","Part Time","higher education","1","","",""
"High transfer dependency","1990","Not Working","in school","2","","",""
"High transfer dependency","1990","Not Working","inadequately","10","","",""
"High transfer dependency","1990","Not Working","general elemantary","26","","",""
"High transfer dependency","1990","Not Working","middle vocational","15","","",""
"High transfer dependency","1990","Not Working","vocational + Abi","","","",""
"High transfer dependency","1990","Not Working","higher vocational","1","","",""
"High transfer dependency","1990","Not Working","higher education","","","",""
"Very high transfer dependency","1990","Full Time","in school","","","",""
"Very high transfer dependency","1990","Full Time","inadequately","","","",""
"Very high transfer dependency","1990","Full Time","general elemantary","1","","",""
"Very high transfer dependency","1990","Full Time","middle vocational","","","",""
"Very high transfer dependency","1990","Full Time","vocational + Abi","","","",""
"Very high transfer dependency","1990","Full Time","higher vocational","","","",""
"Very high transfer dependency","1990","Full Time","higher education","","","",""
"Very high transfer dependency","1990","Part Time","in school","","","",""
"Very high transfer dependency","1990","Part Time","inadequately","1","","",""
"Very high transfer dependency","1990","Part Time","general elemantary","7","","",""
"Very high transfer dependency","1990","Part Time","middle vocational","2","","",""
"Very high transfer dependency","1990","Part Time","vocational + Abi","","","",""
"Very high transfer dependency","1990","Part Time","higher vocational","","","",""
"Very high transfer dependency","1990","Part Time","higher education","","","",""
"Very high transfer dependency","1990","Not Working","in school","3","","",""
"Very high transfer dependency","1990","Not Working","inadequately","20","","",""
"Very high transfer dependency","1990","Not Working","general elemantary","30","0.0206369950512602","0.0121425104633905","0.0291314796391298"
"Very high transfer dependency","1990","Not Working","middle vocational","42","0.0275326902088135","0.0190219810674278","0.0360433993501991"
"Very high transfer dependency","1990","Not Working","vocational + Abi","6","","",""
"Very high transfer dependency","1990","Not Working","higher vocational","3","","",""
"Very high transfer dependency","1990","Not Working","higher education","1","","",""
"Very low transfer dependency","1991","Full Time","in school","","","",""
"Very low transfer dependency","1991","Full Time","inadequately","250","0.970472105090699","0.949816115329628","0.991128094851769"
"Very low transfer dependency","1991","Full Time","general elemantary","896","0.970089279088643","0.959100067554714","0.981078490622571"
"Very low transfer dependency","1991","Full Time","middle vocational","2276","0.989083718761173","0.984841759330756","0.99332567819159"
"Very low transfer dependency","1991","Full Time","vocational + Abi","148","0.985588169102043","0.966641467440258","1.00453487076383"
"Very low transfer dependency","1991","Full Time","higher vocational","290","1","1","1"
"Very low transfer dependency","1991","Full Time","higher education","432","0.996735498644563","0.991368869116981","1.00210212817215"
"Very low transfer dependency","1991","Part Time","in school","17","","",""
"Very low transfer dependency","1991","Part Time","inadequately","101","0.925640058270166","0.87638788111221","0.974892235428122"
"Very low transfer dependency","1991","Part Time","general elemantary","411","0.916259905273978","0.890523721399504","0.941996089148451"
"Very low transfer dependency","1991","Part Time","middle vocational","766","0.945246584861284","0.929627792497197","0.960865377225372"
"Very low transfer dependency","1991","Part Time","vocational + Abi","73","0.938039253087996","0.885210309554735","0.990868196621258"
"Very low transfer dependency","1991","Part Time","higher vocational","86","0.96679852188626","0.929783881486294","1.00381316228623"
"Very low transfer dependency","1991","Part Time","higher education","142","0.965333009254328","0.935659540727304","0.995006477781352"
"Very low transfer dependency","1991","Not Working","in school","124","0.925682330048215","0.88093798506642","0.97042667503001"
"Very low transfer dependency","1991","Not Working","inadequately","209","0.774233632993799","0.723019037459426","0.825448228528172"
"Very low transfer dependency","1991","Not Working","general elemantary","937","0.917784524863774","0.901105856153679","0.93446319357387"
"Very low transfer dependency","1991","Not Working","middle vocational","1314","0.937490213277685","0.924881410716041","0.950099015839328"
"Very low transfer dependency","1991","Not Working","vocational + Abi","61","0.824030908525147","0.737850726671633","0.91021109037866"
"Very low transfer dependency","1991","Not Working","higher vocational","130","0.948264477705742","0.911443115528698","0.985085839882785"
"Very low transfer dependency","1991","Not Working","higher education","135","0.96245779321884","0.931082392579188","0.993833193858491"
"Low transfer dependency","1991","Full Time","in school","","","",""
"Low transfer dependency","1991","Full Time","inadequately","8","","",""
"Low transfer dependency","1991","Full Time","general elemantary","23","","",""
"Low transfer dependency","1991","Full Time","middle vocational","28","","",""
"Low transfer dependency","1991","Full Time","vocational + Abi","4","","",""
"Low transfer dependency","1991","Full Time","higher vocational","","","",""
"Low transfer dependency","1991","Full Time","higher education","2","","",""
"Low transfer dependency","1991","Part Time","in school","1","","",""
"Low transfer dependency","1991","Part Time","inadequately","7","","",""
"Low transfer dependency","1991","Part Time","general elemantary","19","","",""
"Low transfer dependency","1991","Part Time","middle vocational","33","0.0384283255496779","0.0252310024883184","0.0516256486110374"
"Low transfer dependency","1991","Part Time","vocational + Abi","4","","",""
"Low transfer dependency","1991","Part Time","higher vocational","3","","",""
"Low transfer dependency","1991","Part Time","higher education","3","","",""
"Low transfer dependency","1991","Not Working","in school","7","","",""
"Low transfer dependency","1991","Not Working","inadequately","24","","",""
"Low transfer dependency","1991","Not Working","general elemantary","41","0.0284289605366984","0.0183380117442436","0.0385199093291532"
"Low transfer dependency","1991","Not Working","middle vocational","49","0.0269765111106456","0.0185378991431446","0.0354151230781466"
"Low transfer dependency","1991","Not Working","vocational + Abi","9","","",""
"Low transfer dependency","1991","Not Working","higher vocational","4","","",""
"Low transfer dependency","1991","Not Working","higher education","3","","",""
"High transfer dependency","1991","Full Time","in school","","","",""
"High transfer dependency","1991","Full Time","inadequately","","","",""
"High transfer dependency","1991","Full Time","general elemantary","4","","",""
"High transfer dependency","1991","Full Time","middle vocational","1","","",""
"High transfer dependency","1991","Full Time","vocational + Abi","","","",""
"High transfer dependency","1991","Full Time","higher vocational","","","",""
"High transfer dependency","1991","Full Time","higher education","","","",""
"High transfer dependency","1991","Part Time","in school","","","",""
"High transfer dependency","1991","Part Time","inadequately","1","","",""
"High transfer dependency","1991","Part Time","general elemantary","11","","",""
"High transfer dependency","1991","Part Time","middle vocational","12","","",""
"High transfer dependency","1991","Part Time","vocational + Abi","3","","",""
"High transfer dependency","1991","Part Time","higher vocational","1","","",""
"High transfer dependency","1991","Part Time","higher education","1","","",""
"High transfer dependency","1991","Not Working","in school","","","",""
"High transfer dependency","1991","Not Working","inadequately","6","","",""
"High transfer dependency","1991","Not Working","general elemantary","26","","",""
"High transfer dependency","1991","Not Working","middle vocational","22","","",""
"High transfer dependency","1991","Not Working","vocational + Abi","1","","",""
"High transfer dependency","1991","Not Working","higher vocational","1","","",""
"High transfer dependency","1991","Not Working","higher education","","","",""
"Very high transfer dependency","1991","Full Time","in school","","","",""
"Very high transfer dependency","1991","Full Time","inadequately","","","",""
"Very high transfer dependency","1991","Full Time","general elemantary","","","",""
"Very high transfer dependency","1991","Full Time","middle vocational","","","",""
"Very high transfer dependency","1991","Full Time","vocational + Abi","","","",""
"Very high transfer dependency","1991","Full Time","higher vocational","","","",""
"Very high transfer dependency","1991","Full Time","higher education","","","",""
"Very high transfer dependency","1991","Part Time","in school","","","",""
"Very high transfer dependency","1991","Part Time","inadequately","","","",""
"Very high transfer dependency","1991","Part Time","general elemantary","4","","",""
"Very high transfer dependency","1991","Part Time","middle vocational","4","","",""
"Very high transfer dependency","1991","Part Time","vocational + Abi","","","",""
"Very high transfer dependency","1991","Part Time","higher vocational","","","",""
"Very high transfer dependency","1991","Part Time","higher education","","","",""
"Very high transfer dependency","1991","Not Working","in school","1","","",""
"Very high transfer dependency","1991","Not Working","inadequately","17","","",""
"Very high transfer dependency","1991","Not Working","general elemantary","38","0.0278273816681364","0.017840679543682","0.0378140837925908"
"Very high transfer dependency","1991","Not Working","middle vocational","31","0.0230671733944504","0.0152482671446896","0.0308860796442112"
"Very high transfer dependency","1991","Not Working","vocational + Abi","4","","",""
"Very high transfer dependency","1991","Not Working","higher vocational","4","","",""
"Very high transfer dependency","1991","Not Working","higher education","3","","",""
"Very low transfer dependency","1992","Full Time","in school","8","","",""
"Very low transfer dependency","1992","Full Time","inadequately","244","0.973855766446638","0.954155001110337","0.993556531782939"
"Very low transfer dependency","1992","Full Time","general elemantary","953","0.977898902114755","0.968713367351854","0.987084436877657"
"Very low transfer dependency","1992","Full Time","middle vocational","3390","0.976877421955386","0.971900438633542","0.981854405277231"
"Very low transfer dependency","1992","Full Time","vocational + Abi","198","0.969347965728124","0.945922624468829","0.992773306987418"
"Very low transfer dependency","1992","Full Time","higher vocational","466","0.976905151377612","0.963425686193057","0.990384616562168"
"Very low transfer dependency","1992","Full Time","higher education","1008","0.97116321073532","0.961041055243539","0.981285366227102"
"Very low transfer dependency","1992","Part Time","in school","19","","",""
"Very low transfer dependency","1992","Part Time","inadequately","84","0.757764898711965","0.674620349176859","0.840909448247072"
"Very low transfer dependency","1992","Part Time","general elemantary","483","0.90325206440511","0.878249400498822","0.928254728311398"
"Very low transfer dependency","1992","Part Time","middle vocational","1130","0.905192235703937","0.889143697923438","0.921240773484437"
"Very low transfer dependency","1992","Part Time","vocational + Abi","69","0.927983224132946","0.870241515853489","0.985724932412404"
"Very low transfer dependency","1992","Part Time","higher vocational","110","0.929514137959282","0.883906832581371","0.975121443337193"
"Very low transfer dependency","1992","Part Time","higher education","293","0.927810896426101","0.899674273571124","0.955947519281078"
"Very low transfer dependency","1992","Not Working","in school","145","0.948898050876575","0.914562180761821","0.983233920991328"
"Very low transfer dependency","1992","Not Working","inadequately","227","0.853564356509437","0.811549278457462","0.895579434561412"
"Very low transfer dependency","1992","Not Working","general elemantary","1153","0.92798015829902","0.913801077777809","0.942159238820231"
"Very low transfer dependency","1992","Not Working","middle vocational","1733","0.923401452224726","0.911563823052068","0.935239081397385"
"Very low transfer dependency","1992","Not Working","vocational + Abi","75","0.815850899078968","0.740258591381558","0.891443206776378"
"Very low transfer dependency","1992","Not Working","higher vocational","162","0.949036538155918","0.916073975906791","0.981999100405045"
"Very low transfer dependency","1992","Not Working","higher education","237","0.923703155245035","0.892096179132653","0.955310131357417"
"Low transfer dependency","1992","Full Time","in school","","","",""
"Low transfer dependency","1992","Full Time","inadequately","7","","",""
"Low transfer dependency","1992","Full Time","general elemantary","23","","",""
"Low transfer dependency","1992","Full Time","middle vocational","107","0.0217002490797654","0.0168752597947084","0.0265252383648223"
"Low transfer dependency","1992","Full Time","vocational + Abi","8","","",""
"Low transfer dependency","1992","Full Time","higher vocational","9","","",""
"Low transfer dependency","1992","Full Time","higher education","36","0.0244084154228891","0.0150746419325267","0.0337421889132516"
"Low transfer dependency","1992","Part Time","in school","1","","",""
"Low transfer dependency","1992","Part Time","inadequately","11","","",""
"Low transfer dependency","1992","Part Time","general elemantary","33","0.0575571285471203","0.0378584077463414","0.0772558493478992"
"Low transfer dependency","1992","Part Time","middle vocational","119","0.0736800615716312","0.0593681184273998","0.0879920047158626"
"Low transfer dependency","1992","Part Time","vocational + Abi","5","","",""
"Low transfer dependency","1992","Part Time","higher vocational","7","","",""
"Low transfer dependency","1992","Part Time","higher education","23","","",""
"Low transfer dependency","1992","Not Working","in school","7","","",""
"Low transfer dependency","1992","Not Working","inadequately","23","","",""
"Low transfer dependency","1992","Not Working","general elemantary","60","0.030377784687983","0.0209646998961033","0.0397908694798627"
"Low transfer dependency","1992","Not Working","middle vocational","115","0.0314101713122546","0.0236465509381415","0.0391737916863677"
"Low transfer dependency","1992","Not Working","vocational + Abi","13","","",""
"Low transfer dependency","1992","Not Working","higher vocational","3","","",""
"Low transfer dependency","1992","Not Working","higher education","22","","",""
"High transfer dependency","1992","Full Time","in school","","","",""
"High transfer dependency","1992","Full Time","inadequately","","","",""
"High transfer dependency","1992","Full Time","general elemantary","6","","",""
"High transfer dependency","1992","Full Time","middle vocational","5","","",""
"High transfer dependency","1992","Full Time","vocational + Abi","2","","",""
"High transfer dependency","1992","Full Time","higher vocational","2","","",""
"High transfer dependency","1992","Full Time","higher education","4","","",""
"High transfer dependency","1992","Part Time","in school","","","",""
"High transfer dependency","1992","Part Time","inadequately","6","","",""
"High transfer dependency","1992","Part Time","general elemantary","14","","",""
"High transfer dependency","1992","Part Time","middle vocational","26","","",""
"High transfer dependency","1992","Part Time","vocational + Abi","3","","",""
"High transfer dependency","1992","Part Time","higher vocational","2","","",""
"High transfer dependency","1992","Part Time","higher education","9","","",""
"High transfer dependency","1992","Not Working","in school","1","","",""
"High transfer dependency","1992","Not Working","inadequately","7","","",""
"High transfer dependency","1992","Not Working","general elemantary","25","","",""
"High transfer dependency","1992","Not Working","middle vocational","40","0.0162981043855381","0.0106622535752796","0.0219339551957965"
"High transfer dependency","1992","Not Working","vocational + Abi","1","","",""
"High transfer dependency","1992","Not Working","higher vocational","3","","",""
"High transfer dependency","1992","Not Working","higher education","7","","",""
"Very high transfer dependency","1992","Full Time","in school","1","","",""
"Very high transfer dependency","1992","Full Time","inadequately","1","","",""
"Very high transfer dependency","1992","Full Time","general elemantary","2","","",""
"Very high transfer dependency","1992","Full Time","middle vocational","1","","",""
"Very high transfer dependency","1992","Full Time","vocational + Abi","","","",""
"Very high transfer dependency","1992","Full Time","higher vocational","","","",""
"Very high transfer dependency","1992","Full Time","higher education","2","","",""
"Very high transfer dependency","1992","Part Time","in school","","","",""
"Very high transfer dependency","1992","Part Time","inadequately","1","","",""
"Very high transfer dependency","1992","Part Time","general elemantary","7","","",""
"Very high transfer dependency","1992","Part Time","middle vocational","5","","",""
"Very high transfer dependency","1992","Part Time","vocational + Abi","","","",""
"Very high transfer dependency","1992","Part Time","higher vocational","2","","",""
"Very high transfer dependency","1992","Part Time","higher education","","","",""
"Very high transfer dependency","1992","Not Working","in school","5","","",""
"Very high transfer dependency","1992","Not Working","inadequately","15","","",""
"Very high transfer dependency","1992","Not Working","general elemantary","39","0.0280819655361449","0.0190208594773311","0.0371430715949587"
"Very high transfer dependency","1992","Not Working","middle vocational","51","0.0288902720774808","0.0214349028851233","0.0363456412698382"
"Very high transfer dependency","1992","Not Working","vocational + Abi","12","","",""
"Very high transfer dependency","1992","Not Working","higher vocational","3","","",""
"Very high transfer dependency","1992","Not Working","higher education","5","","",""
"Very low transfer dependency","1993","Full Time","in school","6","","",""
"Very low transfer dependency","1993","Full Time","inadequately","229","0.979520775527504","0.961373821401847","0.997667729653161"
"Very low transfer dependency","1993","Full Time","general elemantary","873","0.966816551211058","0.955146934279486","0.978486168142629"
"Very low transfer dependency","1993","Full Time","middle vocational","3184","0.965009907795882","0.958789275716794","0.971230539874971"
"Very low transfer dependency","1993","Full Time","vocational + Abi","185","0.975384184840613","0.953691414363541","0.997076955317685"
"Very low transfer dependency","1993","Full Time","higher vocational","428","0.974003629547216","0.959268779171094","0.988738479923338"
"Very low transfer dependency","1993","Full Time","higher education","977","0.974857254055914","0.96522105015841","0.984493457953417"
"Very low transfer dependency","1993","Part Time","in school","13","","",""
"Very low transfer dependency","1993","Part Time","inadequately","77","0.870804840463905","0.80150848808786","0.94010119283995"
"Very low transfer dependency","1993","Part Time","general elemantary","477","0.896969502589071","0.871281597379534","0.922657407798608"
"Very low transfer dependency","1993","Part Time","middle vocational","1080","0.898984833212768","0.882225498752121","0.915744167673414"
"Very low transfer dependency","1993","Part Time","vocational + Abi","86","0.917474367259618","0.862142198912698","0.972806535606538"
"Very low transfer dependency","1993","Part Time","higher vocational","106","0.938457611334131","0.895459243279874","0.981455979388387"
"Very low transfer dependency","1993","Part Time","higher education","267","0.926765935229933","0.896935754688308","0.956596115771558"
"Very low transfer dependency","1993","Not Working","in school","150","0.928441789096812","0.889348975180724","0.967534603012901"
"Very low transfer dependency","1993","Not Working","inadequately","230","0.764783639021115","0.715714300864963","0.813852977177267"
"Very low transfer dependency","1993","Not Working","general elemantary","1096","0.919349232148561","0.904199438677534","0.934499025619588"
"Very low transfer dependency","1993","Not Working","middle vocational","1749","0.894851463761508","0.88163729009022","0.908065637432796"
"Very low transfer dependency","1993","Not Working","vocational + Abi","74","0.895053264883166","0.832082886704889","0.958023643061442"
"Very low transfer dependency","1993","Not Working","higher vocational","164","0.947761849371557","0.914700774052357","0.980822924690757"
"Very low transfer dependency","1993","Not Working","higher education","273","0.905863334996776","0.873967725884898","0.937758944108654"
"Low transfer dependency","1993","Full Time","in school","","","",""
"Low transfer dependency","1993","Full Time","inadequately","5","","",""
"Low transfer dependency","1993","Full Time","general elemantary","27","","",""
"Low transfer dependency","1993","Full Time","middle vocational","150","0.0309447251239073","0.0250824840283733","0.0368069662194413"
"Low transfer dependency","1993","Full Time","vocational + Abi","9","","",""
"Low transfer dependency","1993","Full Time","higher vocational","18","","",""
"Low transfer dependency","1993","Full Time","higher education","29","","",""
"Low transfer dependency","1993","Part Time","in school","","","",""
"Low transfer dependency","1993","Part Time","inadequately","7","","",""
"Low transfer dependency","1993","Part Time","general elemantary","36","0.0691043430669971","0.0476724700897745","0.0905362160442198"
"Low transfer dependency","1993","Part Time","middle vocational","111","0.0605469671672494","0.0472830736567637","0.0738108606777352"
"Low transfer dependency","1993","Part Time","vocational + Abi","3","","",""
"Low transfer dependency","1993","Part Time","higher vocational","12","","",""
"Low transfer dependency","1993","Part Time","higher education","18","","",""
"Low transfer dependency","1993","Not Working","in school","13","","",""
"Low transfer dependency","1993","Not Working","inadequately","23","","",""
"Low transfer dependency","1993","Not Working","general elemantary","79","0.034082360960529","0.0239875757076643","0.0441771462133936"
"Low transfer dependency","1993","Not Working","middle vocational","187","0.0511238490902238","0.0416357446619168","0.0606119535185309"
"Low transfer dependency","1993","Not Working","vocational + Abi","9","","",""
"Low transfer dependency","1993","Not Working","higher vocational","8","","",""
"Low transfer dependency","1993","Not Working","higher education","29","","",""
"High transfer dependency","1993","Full Time","in school","","","",""
"High transfer dependency","1993","Full Time","inadequately","","","",""
"High transfer dependency","1993","Full Time","general elemantary","4","","",""
"High transfer dependency","1993","Full Time","middle vocational","16","","",""
"High transfer dependency","1993","Full Time","vocational + Abi","2","","",""
"High transfer dependency","1993","Full Time","higher vocational","2","","",""
"High transfer dependency","1993","Full Time","higher education","7","","",""
"High transfer dependency","1993","Part Time","in school","","","",""
"High transfer dependency","1993","Part Time","inadequately","6","","",""
"High transfer dependency","1993","Part Time","general elemantary","15","","",""
"High transfer dependency","1993","Part Time","middle vocational","39","0.0331390013699777","0.0231840527566189","0.0430939499833365"
"High transfer dependency","1993","Part Time","vocational + Abi","5","","",""
"High transfer dependency","1993","Part Time","higher vocational","1","","",""
"High transfer dependency","1993","Part Time","higher education","6","","",""
"High transfer dependency","1993","Not Working","in school","3","","",""
"High transfer dependency","1993","Not Working","inadequately","13","","",""
"High transfer dependency","1993","Not Working","general elemantary","26","","",""
"High transfer dependency","1993","Not Working","middle vocational","49","0.0178602374674251","0.0121547444291572","0.023565730505693"
"High transfer dependency","1993","Not Working","vocational + Abi","1","","",""
"High transfer dependency","1993","Not Working","higher vocational","","","",""
"High transfer dependency","1993","Not Working","higher education","11","","",""
"Very high transfer dependency","1993","Full Time","in school","","","",""
"Very high transfer dependency","1993","Full Time","inadequately","","","",""
"Very high transfer dependency","1993","Full Time","general elemantary","1","","",""
"Very high transfer dependency","1993","Full Time","middle vocational","2","","",""
"Very high transfer dependency","1993","Full Time","vocational + Abi","","","",""
"Very high transfer dependency","1993","Full Time","higher vocational","","","",""
"Very high transfer dependency","1993","Full Time","higher education","1","","",""
"Very high transfer dependency","1993","Part Time","in school","","","",""
"Very high transfer dependency","1993","Part Time","inadequately","","","",""
"Very high transfer dependency","1993","Part Time","general elemantary","10","","",""
"Very high transfer dependency","1993","Part Time","middle vocational","12","","",""
"Very high transfer dependency","1993","Part Time","vocational + Abi","1","","",""
"Very high transfer dependency","1993","Part Time","higher vocational","1","","",""
"Very high transfer dependency","1993","Part Time","higher education","2","","",""
"Very high transfer dependency","1993","Not Working","in school","1","","",""
"Very high transfer dependency","1993","Not Working","inadequately","21","","",""
"Very high transfer dependency","1993","Not Working","general elemantary","40","0.0315630613167747","0.0218358705575346","0.0412902520760148"
"Very high transfer dependency","1993","Not Working","middle vocational","85","0.0361644496808428","0.0281216857958729","0.0442072135658126"
"Very high transfer dependency","1993","Not Working","vocational + Abi","7","","",""
"Very high transfer dependency","1993","Not Working","higher vocational","2","","",""
"Very high transfer dependency","1993","Not Working","higher education","9","","",""
"Very low transfer dependency","1994","Full Time","in school","5","","",""
"Very low transfer dependency","1994","Full Time","inadequately","201","0.984757145976274","0.967944706919815","1.00156958503273"
"Very low transfer dependency","1994","Full Time","general elemantary","772","0.963564267859514","0.950652731462728","0.976475804256301"
"Very low transfer dependency","1994","Full Time","middle vocational","3054","0.968638292953045","0.962601335833983","0.974675250072106"
"Very low transfer dependency","1994","Full Time","vocational + Abi","192","0.960220490842064","0.933335167324883","0.987105814359244"
"Very low transfer dependency","1994","Full Time","higher vocational","407","0.965743447143135","0.94853181088251","0.982955083403759"
"Very low transfer dependency","1994","Full Time","higher education","988","0.976860698456342","0.967643178541885","0.986078218370799"
"Very low transfer dependency","1994","Part Time","in school","10","","",""
"Very low transfer dependency","1994","Part Time","inadequately","89","0.934982573795042","0.886414918364959","0.983550229225125"
"Very low transfer dependency","1994","Part Time","general elemantary","419","0.860892192830377","0.830344756492969","0.891439629167784"
"Very low transfer dependency","1994","Part Time","middle vocational","1024","0.868311226790561","0.849106669755839","0.887515783825282"
"Very low transfer dependency","1994","Part Time","vocational + Abi","73","0.919393529462091","0.860109016585178","0.978678042339004"
"Very low transfer dependency","1994","Part Time","higher vocational","117","0.952949287440169","0.915976617331137","0.989921957549201"
"Very low transfer dependency","1994","Part Time","higher education","254","0.92147319020788","0.890132742047089","0.95281363836867"
"Very low transfer dependency","1994","Not Working","in school","200","0.919762997845617","0.884107954113948","0.955418041577286"
"Very low transfer dependency","1994","Not Working","inadequately","202","0.72818027863308","0.673467197744309","0.78289335952185"
"Very low transfer dependency","1994","Not Working","general elemantary","1060","0.923076289646635","0.908024651902377","0.938127927390893"
"Very low transfer dependency","1994","Not Working","middle vocational","1814","0.889205635510427","0.875959690216451","0.902451580804404"
"Very low transfer dependency","1994","Not Working","vocational + Abi","79","0.749096810392731","0.666952352610372","0.83124126817509"
"Very low transfer dependency","1994","Not Working","higher vocational","181","0.935400584480314","0.901332618415878","0.96946855054475"
"Very low transfer dependency","1994","Not Working","higher education","295","0.89194076424704","0.859181246811137","0.924700281682943"
"Low transfer dependency","1994","Full Time","in school","","","",""
"Low transfer dependency","1994","Full Time","inadequately","3","","",""
"Low transfer dependency","1994","Full Time","general elemantary","30","0.0245918330942383","0.013919423728897","0.0352642424595796"
"Low transfer dependency","1994","Full Time","middle vocational","129","0.0271055707490862","0.0214808681590453","0.032730273339127"
"Low transfer dependency","1994","Full Time","vocational + Abi","11","","",""
"Low transfer dependency","1994","Full Time","higher vocational","18","","",""
"Low transfer dependency","1994","Full Time","higher education","29","","",""
"Low transfer dependency","1994","Part Time","in school","2","","",""
"Low transfer dependency","1994","Part Time","inadequately","7","","",""
"Low transfer dependency","1994","Part Time","general elemantary","47","0.082434200848505","0.0581570925220269","0.106711309174983"
"Low transfer dependency","1994","Part Time","middle vocational","112","0.077872436830094","0.0626536653925062","0.0930912082676817"
"Low transfer dependency","1994","Part Time","vocational + Abi","4","","",""
"Low transfer dependency","1994","Part Time","higher vocational","7","","",""
"Low transfer dependency","1994","Part Time","higher education","20","","",""
"Low transfer dependency","1994","Not Working","in school","12","","",""
"Low transfer dependency","1994","Not Working","inadequately","24","","",""
"Low transfer dependency","1994","Not Working","general elemantary","66","0.0256650083310931","0.0167327823444494","0.0345972343177368"
"Low transfer dependency","1994","Not Working","middle vocational","191","0.0504016221976971","0.0411692084758404","0.0596340359195537"
"Low transfer dependency","1994","Not Working","vocational + Abi","16","","",""
"Low transfer dependency","1994","Not Working","higher vocational","12","","",""
"Low transfer dependency","1994","Not Working","higher education","25","","",""
"High transfer dependency","1994","Full Time","in school","","","",""
"High transfer dependency","1994","Full Time","inadequately","","","",""
"High transfer dependency","1994","Full Time","general elemantary","4","","",""
"High transfer dependency","1994","Full Time","middle vocational","17","","",""
"High transfer dependency","1994","Full Time","vocational + Abi","","","",""
"High transfer dependency","1994","Full Time","higher vocational","4","","",""
"High transfer dependency","1994","Full Time","higher education","4","","",""
"High transfer dependency","1994","Part Time","in school","","","",""
"High transfer dependency","1994","Part Time","inadequately","3","","",""
"High transfer dependency","1994","Part Time","general elemantary","18","","",""
"High transfer dependency","1994","Part Time","middle vocational","38","0.0303148576383811","0.0205776294536648","0.0400520858230975"
"High transfer dependency","1994","Part Time","vocational + Abi","1","","",""
"High transfer dependency","1994","Part Time","higher vocational","2","","",""
"High transfer dependency","1994","Part Time","higher education","8","","",""
"High transfer dependency","1994","Not Working","in school","6","","",""
"High transfer dependency","1994","Not Working","inadequately","10","","",""
"High transfer dependency","1994","Not Working","general elemantary","31","0.0187229752813309","0.0110666902212146","0.0263792603414472"
"High transfer dependency","1994","Not Working","middle vocational","57","0.0192313651633735","0.013435592262737","0.02502713806401"
"High transfer dependency","1994","Not Working","vocational + Abi","5","","",""
"High transfer dependency","1994","Not Working","higher vocational","3","","",""
"High transfer dependency","1994","Not Working","higher education","14","","",""
"Very high transfer dependency","1994","Full Time","in school","","","",""
"Very high transfer dependency","1994","Full Time","inadequately","","","",""
"Very high transfer dependency","1994","Full Time","general elemantary","3","","",""
"Very high transfer dependency","1994","Full Time","middle vocational","2","","",""
"Very high transfer dependency","1994","Full Time","vocational + Abi","","","",""
"Very high transfer dependency","1994","Full Time","higher vocational","","","",""
"Very high transfer dependency","1994","Full Time","higher education","1","","",""
"Very high transfer dependency","1994","Part Time","in school","","","",""
"Very high transfer dependency","1994","Part Time","inadequately","","","",""
"Very high transfer dependency","1994","Part Time","general elemantary","9","","",""
"Very high transfer dependency","1994","Part Time","middle vocational","17","","",""
"Very high transfer dependency","1994","Part Time","vocational + Abi","3","","",""
"Very high transfer dependency","1994","Part Time","higher vocational","","","",""
"Very high transfer dependency","1994","Part Time","higher education","1","","",""
"Very high transfer dependency","1994","Not Working","in school","5","","",""
"Very high transfer dependency","1994","Not Working","inadequately","18","","",""
"Very high transfer dependency","1994","Not Working","general elemantary","47","0.0325357267409411","0.0225142304139908","0.0425572230678913"
