"transab_cat2","year","education","sex","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","1993","lower secondary degree","Female","39","0.0106768832463901","0.00698746043752239","0.0143663060552579"
"High transfer dependency","1993","lower secondary degree","Male","41","0.0152685400421303","0.0106416968515456","0.0198953832327151"
"High transfer dependency","1993","no degree/no degree yet","Female","14","","",""
"High transfer dependency","1993","no degree/no degree yet","Male","10","","",""
"High transfer dependency","1993","Other degree","Female","9","","",""
"High transfer dependency","1993","Other degree","Male","14","","",""
"High transfer dependency","1993","secondary school degree","Female","29","","",""
"High transfer dependency","1993","secondary school degree","Male","27","","",""
"Low transfer dependency","1993","college entrance qualification","Female","33","0.0293829400692811","0.0171323150753257","0.0416335650632365"
"Low transfer dependency","1993","college entrance qualification","Male","42","0.0246529791517165","0.0152060164381741","0.0340999418652589"
"Low transfer dependency","1993","lower secondary degree","Female","151","0.0338274500112267","0.027337683369892","0.0403172166525613"
"Low transfer dependency","1993","lower secondary degree","Male","133","0.0341576162881135","0.0273039330907029","0.0410112994855241"
"Low transfer dependency","1993","no degree/no degree yet","Female","28","","",""
"Low transfer dependency","1993","no degree/no degree yet","Male","19","","",""
"Low transfer dependency","1993","Other degree","Female","18","","",""
"Low transfer dependency","1993","Other degree","Male","30","0.0381675892458909","0.0223689044054678","0.0539662740863139"
"Low transfer dependency","1993","secondary school degree","Female","167","0.0564354082179761","0.0463170045333239","0.0665538119026283"
"Low transfer dependency","1993","secondary school degree","Male","148","0.063938937310652","0.0518027733113657","0.0760751013099383"
"Very high transfer dependency","1993","college entrance qualification","Female","7","","",""
"Very high transfer dependency","1993","college entrance qualification","Male","13","","",""
"Very high transfer dependency","1993","lower secondary degree","Female","46","0.0172131925405648","0.0125441538223786","0.0218822312587511"
"Very high transfer dependency","1993","lower secondary degree","Male","32","0.0124584167378154","0.00827302375991233","0.0166438097157184"
"Very high transfer dependency","1993","no degree/no degree yet","Female","14","","",""
"Very high transfer dependency","1993","no degree/no degree yet","Male","8","","",""
"Very high transfer dependency","1993","Other degree","Female","8","","",""
"Very high transfer dependency","1993","Other degree","Male","13","","",""
"Very high transfer dependency","1993","secondary school degree","Female","38","0.0183326183747971","0.012450350767121","0.0242148859824732"
"Very high transfer dependency","1993","secondary school degree","Male","16","","",""
"Very low transfer dependency","1993","college entrance qualification","Female","679","0.954833175854084","0.939768486228349","0.96989786547982"
"Very low transfer dependency","1993","college entrance qualification","Male","969","0.961727389344044","0.950039180790786","0.973415597897302"
"Very low transfer dependency","1993","lower secondary degree","Female","2745","0.938282474201818","0.92964397775751","0.946920970646126"
"Very low transfer dependency","1993","lower secondary degree","Male","2492","0.938115426931941","0.929023698460609","0.947207155403273"
"Very low transfer dependency","1993","no degree/no degree yet","Female","421","0.889193426005957","0.861024532578595","0.917362319433318"
"Very low transfer dependency","1993","no degree/no degree yet","Male","323","0.904311668235899","0.873924838006235","0.934698498465562"
"Very low transfer dependency","1993","Other degree","Female","371","0.923155562008406","0.897247869200455","0.949063254816358"
"Very low transfer dependency","1993","Other degree","Male","508","0.891583606349488","0.865947481215736","0.917219731483241"
"Very low transfer dependency","1993","secondary school degree","Female","1764","0.910053041251544","0.897507859905409","0.92259822259768"
"Very low transfer dependency","1993","secondary school degree","Male","1370","0.909616313746316","0.895392345150814","0.923840282341818"
"High transfer dependency","1994","college entrance qualification","Female","13","","",""
"High transfer dependency","1994","college entrance qualification","Male","11","","",""
"High transfer dependency","1994","lower secondary degree","Female","44","0.013334076802105","0.00915442199981414","0.0175137316043958"
"High transfer dependency","1994","lower secondary degree","Male","48","0.0173939434381634","0.0123726413930011","0.0224152454833256"
"High transfer dependency","1994","no degree/no degree yet","Female","12","","",""
"High transfer dependency","1994","no degree/no degree yet","Male","7","","",""
"High transfer dependency","1994","Other degree","Female","9","","",""
"High transfer dependency","1994","Other degree","Male","12","","",""
"High transfer dependency","1994","secondary school degree","Female","40","0.0179854479873809","0.0121227960853498","0.023848099889412"
"High transfer dependency","1994","secondary school degree","Male","28","","",""
"Low transfer dependency","1994","college entrance qualification","Female","37","0.0293042852942724","0.0173292244577153","0.0412793461308296"
"Low transfer dependency","1994","college entrance qualification","Male","45","0.0262016968015779","0.0165354125502161","0.0358679810529397"
"Low transfer dependency","1994","lower secondary degree","Female","142","0.0316575258091829","0.0252774351520859","0.03803761646628"
"Low transfer dependency","1994","lower secondary degree","Male","133","0.0342127578074497","0.0272310386577265","0.0411944769571728"
"Low transfer dependency","1994","no degree/no degree yet","Female","35","0.0598521848935748","0.0386090596646354","0.0810953101225142"
"Low transfer dependency","1994","no degree/no degree yet","Male","15","","",""
"Low transfer dependency","1994","Other degree","Female","23","","",""
"Low transfer dependency","1994","Other degree","Male","37","0.0827658366780143","0.0590385063194008","0.106493167036628"
"Low transfer dependency","1994","secondary school degree","Female","162","0.056308924724531","0.0461399291616168","0.0664779202874452"
"Low transfer dependency","1994","secondary school degree","Male","132","0.0602399548595227","0.048302228176679","0.0721776815423663"
"Very high transfer dependency","1994","college entrance qualification","Female","7","","",""
"Very high transfer dependency","1994","college entrance qualification","Male","11","","",""
"Very high transfer dependency","1994","lower secondary degree","Female","54","0.0207933969530209","0.0155937511215486","0.0259930427844932"
"Very high transfer dependency","1994","lower secondary degree","Male","43","0.0199085657630445","0.0145434279150831","0.0252737036110058"
"Very high transfer dependency","1994","no degree/no degree yet","Female","15","","",""
"Very high transfer dependency","1994","no degree/no degree yet","Male","11","","",""
"Very high transfer dependency","1994","Other degree","Female","13","","",""
"Very high transfer dependency","1994","Other degree","Male","13","","",""
"Very high transfer dependency","1994","secondary school degree","Female","33","0.0194753564293203","0.0133793350585549","0.0255713778000857"
"Very high transfer dependency","1994","secondary school degree","Male","21","","",""
"Very low transfer dependency","1994","college entrance qualification","Female","705","0.95188107399903","0.936685401881606","0.967076746116455"
"Very low transfer dependency","1994","college entrance qualification","Male","982","0.953234451845436","0.940457618601591","0.96601128508928"
"Very low transfer dependency","1994","lower secondary degree","Female","2653","0.934215000435691","0.925181403056939","0.943248597814443"
"Very low transfer dependency","1994","lower secondary degree","Male","2380","0.928484732991342","0.918587486948753","0.938381979033932"
"Very low transfer dependency","1994","no degree/no degree yet","Female","417","0.870564692584982","0.840503428500453","0.900625956669511"
"Very low transfer dependency","1994","no degree/no degree yet","Male","320","0.903952641534592","0.873214593139324","0.934690689929861"
"Very low transfer dependency","1994","Other degree","Female","338","0.879237998990332","0.846604241719256","0.911871756261409"
"Very low transfer dependency","1994","Other degree","Male","456","0.851705353603446","0.821100476766955","0.882310230439936"
"Very low transfer dependency","1994","secondary school degree","Female","1739","0.906230270858768","0.893370739849311","0.919089801868225"
"Very low transfer dependency","1994","secondary school degree","Male","1345","0.906697770193867","0.892104651678235","0.9212908887095"
"High transfer dependency","1995","college entrance qualification","Female","5","","",""
"High transfer dependency","1995","college entrance qualification","Male","11","","",""
"High transfer dependency","1995","lower secondary degree","Female","55","0.0148364486031535","0.010370352774432","0.0193025444318749"
"High transfer dependency","1995","lower secondary degree","Male","41","0.0159166299644903","0.011090184601517","0.0207430753274635"
"High transfer dependency","1995","no degree/no degree yet","Female","19","","",""
"High transfer dependency","1995","no degree/no degree yet","Male","11","","",""
"High transfer dependency","1995","Other degree","Female","11","","",""
"High transfer dependency","1995","Other degree","Male","14","","",""
"High transfer dependency","1995","secondary school degree","Female","42","0.0205827925704272","0.0144139754155475","0.026751609725307"
"High transfer dependency","1995","secondary school degree","Male","29","","",""
"Low transfer dependency","1995","college entrance qualification","Female","25","","",""
"Low transfer dependency","1995","college entrance qualification","Male","40","0.024375528138901","0.0152248332382205","0.0335262230395815"
"Low transfer dependency","1995","lower secondary degree","Female","137","0.0359267755417686","0.029051770478259","0.0428017806052781"
"Low transfer dependency","1995","lower secondary degree","Male","152","0.049900750784655","0.0415037553836735","0.0582977461856364"
"Low transfer dependency","1995","no degree/no degree yet","Female","32","0.0524740995227248","0.0325054646149771","0.0724427344304726"
"Low transfer dependency","1995","no degree/no degree yet","Male","23","","",""
"Low transfer dependency","1995","Other degree","Female","43","0.0829570956554568","0.0594752757389626","0.106438915571951"
"Low transfer dependency","1995","Other degree","Male","48","0.0684539069629835","0.0489506810298651","0.0879571328961019"
"Low transfer dependency","1995","secondary school degree","Female","143","0.0476493535156205","0.0383940038480803","0.0569047031831607"
"Low transfer dependency","1995","secondary school degree","Male","97","0.0421735274853865","0.0321059755753987","0.0522410793953743"
"Very high transfer dependency","1995","college entrance qualification","Female","16","","",""
"Very high transfer dependency","1995","college entrance qualification","Male","18","","",""
"Very high transfer dependency","1995","lower secondary degree","Female","71","0.0259708692692875","0.0200954602265126","0.0318462783120623"
"Very high transfer dependency","1995","lower secondary degree","Male","53","0.0223427037840752","0.0166430683905607","0.0280423391775896"
"Very high transfer dependency","1995","no degree/no degree yet","Female","16","","",""
"Very high transfer dependency","1995","no degree/no degree yet","Male","15","","",""
"Very high transfer dependency","1995","Other degree","Female","32","0.105965739874094","0.0797615960497166","0.132169883698471"
"Very high transfer dependency","1995","Other degree","Male","35","0.102118270389063","0.0787317047364804","0.125504836041646"
"Very high transfer dependency","1995","secondary school degree","Female","43","0.0187034920626071","0.0128173957947637","0.0245895883304505"
"Very high transfer dependency","1995","secondary school degree","Male","21","","",""
"Very low transfer dependency","1995","college entrance qualification","Female","768","0.95841328626035","0.944698482341505","0.972128090179196"
"Very low transfer dependency","1995","college entrance qualification","Male","1022","0.948773184700315","0.935691442233007","0.961854927167624"
"Very low transfer dependency","1995","lower secondary degree","Female","2552","0.92326590658579","0.913433349557123","0.933098463614458"
"Very low transfer dependency","1995","lower secondary degree","Male","2337","0.91183991546678","0.900905862167323","0.922773968766237"
"Very low transfer dependency","1995","no degree/no degree yet","Female","412","0.863715405165496","0.832990606135645","0.894440204195347"
"Very low transfer dependency","1995","no degree/no degree yet","Male","331","0.875514981560501","0.84232197225401","0.908707990866992"
"Very low transfer dependency","1995","Other degree","Female","444","0.787434392838772","0.752603561136844","0.8222652245407"
"Very low transfer dependency","1995","Other degree","Male","547","0.807098224709733","0.776623733354445","0.837572716065021"
"Very low transfer dependency","1995","secondary school degree","Female","1807","0.913064361851345","0.900823401156446","0.925305322546244"
"Very low transfer dependency","1995","secondary school degree","Male","1384","0.925686162641558","0.912548224115767","0.938824101167349"
"High transfer dependency","1996","college entrance qualification","Female","8","","",""
"High transfer dependency","1996","college entrance qualification","Male","9","","",""
"High transfer dependency","1996","lower secondary degree","Female","82","0.0238902745691281","0.0181755529735253","0.029604996164731"
"High transfer dependency","1996","lower secondary degree","Male","69","0.0222135383461887","0.0164491183572275","0.02797795833515"
"High transfer dependency","1996","no degree/no degree yet","Female","16","","",""
"High transfer dependency","1996","no degree/no degree yet","Male","9","","",""
"High transfer dependency","1996","Other degree","Female","10","","",""
"High transfer dependency","1996","Other degree","Male","14","","",""
"High transfer dependency","1996","secondary school degree","Female","47","0.0217129424693049","0.0153697686769702","0.0280561162616396"
"High transfer dependency","1996","secondary school degree","Male","29","","",""
"Low transfer dependency","1996","college entrance qualification","Female","42","0.0334973044618611","0.0211969210941201","0.0457976878296021"
"Low transfer dependency","1996","college entrance qualification","Male","41","0.0280382771166154","0.0182290704116412","0.0378474838215897"
"Low transfer dependency","1996","lower secondary degree","Female","153","0.0446199807517822","0.0368933892222559","0.0523465722813086"
"Low transfer dependency","1996","lower secondary degree","Male","162","0.0525131288520795","0.0437885337149553","0.0612377239892038"
"Low transfer dependency","1996","no degree/no degree yet","Female","35","0.0589331038210992","0.0374122706552104","0.080453936986988"
"Low transfer dependency","1996","no degree/no degree yet","Male","26","","",""
"Low transfer dependency","1996","Other degree","Female","37","0.0594723095014821","0.0386585540349735","0.0802860649679907"
"Low transfer dependency","1996","Other degree","Male","45","0.0697079428758453","0.0492118285851449","0.0902040571665456"
"Low transfer dependency","1996","secondary school degree","Female","152","0.0539682826879585","0.0441341454748566","0.0638024199010605"
"Low transfer dependency","1996","secondary school degree","Male","120","0.0607534091675547","0.0488150383703373","0.0726917799647721"
"Very high transfer dependency","1996","college entrance qualification","Female","9","","",""
"Very high transfer dependency","1996","college entrance qualification","Male","16","","",""
"Very high transfer dependency","1996","lower secondary degree","Female","80","0.0268955253128851","0.0208413507697132","0.032949699856057"
"Very high transfer dependency","1996","lower secondary degree","Male","63","0.0215823281657836","0.0158985643265564","0.0272660920050109"
"Very high transfer dependency","1996","no degree/no degree yet","Female","29","","",""
"Very high transfer dependency","1996","no degree/no degree yet","Male","11","","",""
"Very high transfer dependency","1996","Other degree","Female","27","","",""
"Very high transfer dependency","1996","Other degree","Male","31","0.0959587790434647","0.0722528370352254","0.119664721051704"
"Very high transfer dependency","1996","secondary school degree","Female","28","","",""
"Very high transfer dependency","1996","secondary school degree","Male","18","","",""
"Very low transfer dependency","1996","college entrance qualification","Female","763","0.942780313384475","0.926902519045932","0.958658107723019"
"Very low transfer dependency","1996","college entrance qualification","Male","1022","0.948223194020779","0.93505711193435","0.961389276107208"
"Very low transfer dependency","1996","lower secondary degree","Female","2428","0.904594219366205","0.893600378762186","0.915588059970223"
"Very low transfer dependency","1996","lower secondary degree","Male","2217","0.903691004635948","0.892152005505578","0.915230003766319"
"Very low transfer dependency","1996","no degree/no degree yet","Female","380","0.835375323679104","0.801486424371912","0.869264222986296"
"Very low transfer dependency","1996","no degree/no degree yet","Male","315","0.904210727527754","0.873851707054165","0.934569748001342"
"Very low transfer dependency","1996","Other degree","Female","422","0.830113540018822","0.79706476359889","0.863162316438754"
"Very low transfer dependency","1996","Other degree","Male","503","0.8128444279973","0.781451932431343","0.844236923563257"
"Very low transfer dependency","1996","secondary school degree","Female","1801","0.910550563392143","0.898129609370535","0.922971517413751"
"Very low transfer dependency","1996","secondary school degree","Male","1371","0.913176161773797","0.899103809554955","0.927248513992639"
"High transfer dependency","1997","college entrance qualification","Female","17","","",""
"High transfer dependency","1997","college entrance qualification","Male","17","","",""
"High transfer dependency","1997","lower secondary degree","Female","75","0.0295524650843133","0.0231192665771252","0.0359856635915014"
"High transfer dependency","1997","lower secondary degree","Male","69","0.0237441444271195","0.0177459494624747","0.0297423393917644"
"High transfer dependency","1997","no degree/no degree yet","Female","17","","",""
"High transfer dependency","1997","no degree/no degree yet","Male","6","","",""
"High transfer dependency","1997","Other degree","Female","13","","",""
"High transfer dependency","1997","Other degree","Male","15","","",""
"High transfer dependency","1997","secondary school degree","Female","49","0.0245856921303695","0.0177766669879967","0.0313947172727424"
"High transfer dependency","1997","secondary school degree","Male","35","0.0180263877655823","0.0113334549047696","0.0247193206263949"
"Low transfer dependency","1997","college entrance qualification","Female","46","0.0506843909749882","0.0358240837196937","0.0655446982302827"
"Low transfer dependency","1997","college entrance qualification","Male","46","0.0329721267817357","0.0224102791581989","0.0435339744052726"
"Low transfer dependency","1997","lower secondary degree","Female","173","0.0480346875836151","0.039911394686984","0.0561579804802462"
"Low transfer dependency","1997","lower secondary degree","Male","191","0.0700281844084672","0.0599743479584335","0.0800820208585008"
"Low transfer dependency","1997","no degree/no degree yet","Female","40","0.0730945076508975","0.0490452356408837","0.0971437796609114"
"Low transfer dependency","1997","no degree/no degree yet","Male","40","0.0897353514063027","0.060374880190262","0.119095822622343"
"Low transfer dependency","1997","Other degree","Female","54","0.098350773855648","0.0714001161921999","0.125301431519096"
"Low transfer dependency","1997","Other degree","Male","61","0.102447886737729","0.0770592634971853","0.127836509978273"
"Low transfer dependency","1997","secondary school degree","Female","179","0.0708270140524875","0.0595473306132193","0.0821066974917556"
"Low transfer dependency","1997","secondary school degree","Male","136","0.0659467085671348","0.0534615346874386","0.0784318824468311"
"Very high transfer dependency","1997","college entrance qualification","Female","10","","",""
"Very high transfer dependency","1997","college entrance qualification","Male","11","","",""
"Very high transfer dependency","1997","lower secondary degree","Female","81","0.0343269952642207","0.0274106445721538","0.0412433459562876"
"Very high transfer dependency","1997","lower secondary degree","Male","65","0.0250431640428796","0.0188871757832358","0.0311991523025234"
"Very high transfer dependency","1997","no degree/no degree yet","Female","26","","",""
"Very high transfer dependency","1997","no degree/no degree yet","Male","7","","",""
"Very high transfer dependency","1997","Other degree","Female","24","","",""
"Very high transfer dependency","1997","Other degree","Male","33","0.10059238969179","0.0754087409341547","0.125776038449426"
"Very high transfer dependency","1997","secondary school degree","Female","44","0.0241078639907082","0.0173636796423403","0.0308520483390761"
"Very high transfer dependency","1997","secondary school degree","Male","32","0.0192281800971755","0.0123199740057836","0.0261363861885674"
"Very low transfer dependency","1997","college entrance qualification","Female","764","0.918670803530848","0.900153038893529","0.937188568168166"
"Very low transfer dependency","1997","college entrance qualification","Male","1024","0.941419322801589","0.92752889348284","0.955309752120339"
"Very low transfer dependency","1997","lower secondary degree","Female","2333","0.888085852067851","0.876109790019438","0.900061914116263"
"Very low transfer dependency","1997","lower secondary degree","Male","2150","0.881184507121534","0.868436847675787","0.89393216656728"
"Very low transfer dependency","1997","no degree/no degree yet","Female","367","0.814146517441597","0.778206484520965","0.850086550362228"
"Very low transfer dependency","1997","no degree/no degree yet","Male","311","0.874852711326225","0.840860799404098","0.908844623248353"
"Very low transfer dependency","1997","Other degree","Female","378","0.793885030857926","0.757275408999532","0.83049465271632"
"Very low transfer dependency","1997","Other degree","Male","439","0.773161983165811","0.738098829232782","0.808225137098841"
"Very low transfer dependency","1997","secondary school degree","Female","1715","0.880479429826435","0.866215798905185","0.894743060747685"
"Very low transfer dependency","1997","secondary school degree","Male","1315","0.896798723570107","0.881494819653178","0.912102627487037"
"High transfer dependency","1998","college entrance qualification","Female","13","","",""
"High transfer dependency","1998","college entrance qualification","Male","20","","",""
"High transfer dependency","1998","lower secondary degree","Female","70","0.022342433480277","0.0169670629662271","0.027717803994327"
"High transfer dependency","1998","lower secondary degree","Male","65","0.0194780629574879","0.0142730082214467","0.0246831176935291"
"High transfer dependency","1998","no degree/no degree yet","Female","20","","",""
"High transfer dependency","1998","no degree/no degree yet","Male","7","","",""
"High transfer dependency","1998","Other degree","Female","13","","",""
"High transfer dependency","1998","Other degree","Male","21","","",""
"High transfer dependency","1998","secondary school degree","Female","49","0.0190813916035583","0.0133211573643312","0.0248416258427854"
"High transfer dependency","1998","secondary school degree","Male","28","","",""
"Low transfer dependency","1998","college entrance qualification","Female","55","0.046303428431885","0.0331601401989027","0.0594467166648674"
"Low transfer dependency","1998","college entrance qualification","Male","61","0.0379902605519413","0.027267264908251","0.0487132561956317"
"Low transfer dependency","1998","lower secondary degree","Female","183","0.0455393157262903","0.0379566474468579","0.0531219840057227"
"Low transfer dependency","1998","lower secondary degree","Male","196","0.0598664209875776","0.0509310993291864","0.0688017426459687"
"Low transfer dependency","1998","no degree/no degree yet","Female","42","0.0735085028356365","0.0493428466823856","0.0976741589888874"
"Low transfer dependency","1998","no degree/no degree yet","Male","34","0.0793975915575065","0.0514309327230515","0.107364250391961"
"Low transfer dependency","1998","Other degree","Female","52","0.107234463550997","0.0790814427695921","0.135387484332401"
"Low transfer dependency","1998","Other degree","Male","60","0.096852435157076","0.0716967899738387","0.122008080340313"
"Low transfer dependency","1998","secondary school degree","Female","173","0.0559368415000199","0.0462614592849476","0.0656122237150922"
"Low transfer dependency","1998","secondary school degree","Male","139","0.0694679413782259","0.0573066238611835","0.0816292588952683"
"Very high transfer dependency","1998","college entrance qualification","Female","21","","",""
"Very high transfer dependency","1998","college entrance qualification","Male","16","","",""
"Very high transfer dependency","1998","lower secondary degree","Female","78","0.0277419968465291","0.0217687645117696","0.0337152291812886"
"Very high transfer dependency","1998","lower secondary degree","Male","79","0.0326558979189127","0.0259617536171473","0.0393500422206781"
"Very high transfer dependency","1998","no degree/no degree yet","Female","26","","",""
"Very high transfer dependency","1998","no degree/no degree yet","Male","18","","",""
"Very high transfer dependency","1998","Other degree","Female","20","","",""
"Very high transfer dependency","1998","Other degree","Male","26","","",""
"Very high transfer dependency","1998","secondary school degree","Female","54","0.0283337544067515","0.0213477435530719","0.0353197652604311"
"Very high transfer dependency","1998","secondary school degree","Male","34","0.0238140112353321","0.0165210264924998","0.0311069959781643"
"Very low transfer dependency","1998","college entrance qualification","Female","893","0.920246254250052","0.903302099036301","0.937190409463803"
"Very low transfer dependency","1998","college entrance qualification","Male","1124","0.92873887686385","0.914308974145872","0.943168779581828"
"Very low transfer dependency","1998","lower secondary degree","Female","2573","0.904376253946903","0.893680602615079","0.915071905278728"
"Very low transfer dependency","1998","lower secondary degree","Male","2368","0.887999618136022","0.876121711638008","0.899877524634036"
"Very low transfer dependency","1998","no degree/no degree yet","Female","360","0.821687322265876","0.786242444080711","0.85713220045104"
"Very low transfer dependency","1998","no degree/no degree yet","Male","300","0.853719428123094","0.817164008473846","0.890274847772343"
"Very low transfer dependency","1998","Other degree","Female","379","0.788349155661952","0.751182078711621","0.825516232612283"
"Very low transfer dependency","1998","Other degree","Male","424","0.785971219181747","0.751086097600699","0.820856340762795"
"Very low transfer dependency","1998","secondary school degree","Female","1891","0.89664801248967","0.883830933913179","0.909465091066162"
"Very low transfer dependency","1998","secondary school degree","Male","1478","0.895370652641494","0.880730320522977","0.910010984760011"
"High transfer dependency","1999","college entrance qualification","Female","17","","",""
"High transfer dependency","1999","college entrance qualification","Male","21","","",""
"High transfer dependency","1999","lower secondary degree","Female","72","0.022112183860633","0.0166916068014476","0.0275327609198185"
"High transfer dependency","1999","lower secondary degree","Male","66","0.0184518404850412","0.0133433372732991","0.0235603436967834"
"High transfer dependency","1999","no degree/no degree yet","Female","15","","",""
"High transfer dependency","1999","no degree/no degree yet","Male","15","","",""
"High transfer dependency","1999","Other degree","Female","5","","",""
"High transfer dependency","1999","Other degree","Male","9","","",""
"High transfer dependency","1999","secondary school degree","Female","55","0.0204910484674269","0.0145206113823745","0.0264614855524793"
"High transfer dependency","1999","secondary school degree","Male","27","","",""
"Low transfer dependency","1999","college entrance qualification","Female","59","0.048273653543853","0.0349887250362889","0.0615585820514171"
"Low transfer dependency","1999","college entrance qualification","Male","46","0.0330433931056552","0.0230458170030165","0.0430409692082938"
"Low transfer dependency","1999","lower secondary degree","Female","165","0.0405308581090203","0.0332615413775937","0.047800174840447"
"Low transfer dependency","1999","lower secondary degree","Male","165","0.0475888182774125","0.0395074905092134","0.0556701460456116"
"Low transfer dependency","1999","no degree/no degree yet","Female","50","0.0919741059311663","0.064531509713421","0.119416702148912"
"Low transfer dependency","1999","no degree/no degree yet","Male","35","0.0873674775049813","0.0577848368669482","0.116950118143014"
"Low transfer dependency","1999","Other degree","Female","48","0.0875166816251164","0.0606817075940801","0.114351655656153"
"Low transfer dependency","1999","Other degree","Male","56","0.0983269297384573","0.0721229025386652","0.124530956938249"
"Low transfer dependency","1999","secondary school degree","Female","173","0.0636811242091847","0.0533906098857952","0.0739716385325742"
"Low transfer dependency","1999","secondary school degree","Male","148","0.0749329430662968","0.0622752201622546","0.0875906659703389"
"Very high transfer dependency","1999","college entrance qualification","Female","15","","",""
"Very high transfer dependency","1999","college entrance qualification","Male","13","","",""
"Very high transfer dependency","1999","lower secondary degree","Female","75","0.0277800657962752","0.0217219986514658","0.0338381329410847"
"Very high transfer dependency","1999","lower secondary degree","Male","68","0.0281791091898204","0.0218974443067","0.0344607740729408"
"Very high transfer dependency","1999","no degree/no degree yet","Female","20","","",""
"Very high transfer dependency","1999","no degree/no degree yet","Male","10","","",""
"Very high transfer dependency","1999","Other degree","Female","18","","",""
"Very high transfer dependency","1999","Other degree","Male","19","","",""
"Very high transfer dependency","1999","secondary school degree","Female","43","0.0234888474761193","0.0171063700265882","0.0298713249256504"
"Very high transfer dependency","1999","secondary school degree","Male","25","","",""
"Very low transfer dependency","1999","college entrance qualification","Female","909","0.920878284785072","0.904148241918975","0.937608327651169"
"Very low transfer dependency","1999","college entrance qualification","Male","1148","0.946654792388483","0.934086032449423","0.959223552327543"
"Very low transfer dependency","1999","lower secondary degree","Female","2515","0.909576892234071","0.899005197581207","0.920148586886936"
"Very low transfer dependency","1999","lower secondary degree","Male","2367","0.905780232047726","0.894691026009022","0.91686943808643"
"Very low transfer dependency","1999","no degree/no degree yet","Female","341","0.833413537572856","0.798030638008553","0.868796437137158"
"Very low transfer dependency","1999","no degree/no degree yet","Male","290","0.842085362807296","0.803881847936657","0.880288877677935"
"Very low transfer dependency","1999","Other degree","Female","355","0.856982934193963","0.823738165925541","0.890227702462384"
"Very low transfer dependency","1999","Other degree","Male","412","0.832616375245301","0.799762529706447","0.865470220784155"
"Very low transfer dependency","1999","secondary school degree","Female","1892","0.892338979847269","0.879276849630357","0.905401110064181"
"Very low transfer dependency","1999","secondary school degree","Male","1462","0.895438032081759","0.880727200494676","0.910148863668842"
"High transfer dependency","2000","college entrance qualification","Female","30","0.013665591444558","0.00876611891816782","0.0185650639709482"
"High transfer dependency","2000","college entrance qualification","Male","31","0.0105385026928527","0.00659592929886549","0.0144810760868399"
"High transfer dependency","2000","lower secondary degree","Female","94","0.0139193308350809","0.0107165152531341","0.0171221464170277"
"High transfer dependency","2000","lower secondary degree","Male","79","0.0133711544324866","0.010115752163792","0.0166265567011812"
"High transfer dependency","2000","no degree/no degree yet","Female","20","","",""
"High transfer dependency","2000","no degree/no degree yet","Male","18","","",""
"High transfer dependency","2000","Other degree","Female","24","","",""
"High transfer dependency","2000","Other degree","Male","28","","",""
"High transfer dependency","2000","secondary school degree","Female","89","0.0212839705104588","0.0167761676996426","0.025791773321275"
"High transfer dependency","2000","secondary school degree","Male","54","0.0181641493638722","0.0133846013001917","0.0229436974275528"
"Low transfer dependency","2000","college entrance qualification","Female","105","0.0427916526600543","0.034250710379095","0.0513325949410135"
"Low transfer dependency","2000","college entrance qualification","Male","92","0.0287317266382018","0.0222819994378876","0.035181453838516"
"Low transfer dependency","2000","lower secondary degree","Female","251","0.0406752404829574","0.03527498355307","0.0460754974128448"
"Low transfer dependency","2000","lower secondary degree","Male","281","0.0486187977564526","0.0425231102356963","0.054714485277209"
"Low transfer dependency","2000","no degree/no degree yet","Female","46","0.0819333806478161","0.0577724851287058","0.106094276166926"
"Low transfer dependency","2000","no degree/no degree yet","Male","41","0.090237116073782","0.0628352489071378","0.117638983240426"
"Low transfer dependency","2000","Other degree","Female","78","0.095604492405941","0.074657653174029","0.116551331637853"
"Low transfer dependency","2000","Other degree","Male","86","0.105228042598505","0.0834982473330794","0.12695783786393"
"Low transfer dependency","2000","secondary school degree","Female","322","0.0653595345854089","0.0576400731735902","0.0730789959972276"
"Low transfer dependency","2000","secondary school degree","Male","244","0.0673160150058042","0.058348206680609","0.0762838233309993"
"Very high transfer dependency","2000","college entrance qualification","Female","27","","",""
"Very high transfer dependency","2000","college entrance qualification","Male","30","0.0132026396730139","0.00879571876076054","0.0176095605852673"
"Very high transfer dependency","2000","lower secondary degree","Female","142","0.0237661015823512","0.0196019891412286","0.0279302140234738"
"Very high transfer dependency","2000","lower secondary degree","Male","124","0.0249792239576804","0.0205559920380347","0.0294024558773262"
"Very high transfer dependency","2000","no degree/no degree yet","Female","31","0.0684981963188957","0.0462457936780823","0.0907505989597092"
"Very high transfer dependency","2000","no degree/no degree yet","Male","24","","",""
"Very high transfer dependency","2000","Other degree","Female","56","0.0823240049019714","0.0627442125409487","0.101903797262994"
"Very high transfer dependency","2000","Other degree","Male","53","0.0893785350568772","0.069175376889793","0.109581693223961"
"Very high transfer dependency","2000","secondary school degree","Female","81","0.0199915321026789","0.0156198538761142","0.0243632103292436"
"Very high transfer dependency","2000","secondary school degree","Male","48","0.0188306893679897","0.0139658898693502","0.0236954888666293"
"Very low transfer dependency","2000","college entrance qualification","Female","1995","0.931346050469552","0.920674898119688","0.942017202819415"
"Very low transfer dependency","2000","college entrance qualification","Male","2424","0.947527130995932","0.938918103121398","0.956136158870466"
