"transab_cat2","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","1990","Hamburg","higher education","","","","","1"
"Low transfer dependency","1990","Lower Saxony","in school","1","","","","1"
"Low transfer dependency","1990","Lower Saxony","inadequately","2","","","","1"
"Low transfer dependency","1990","Lower Saxony","general elemantary","16","","","","1"
"Low transfer dependency","1990","Lower Saxony","middle vocational","14","","","","1"
"Low transfer dependency","1990","Lower Saxony","vocational + Abi","","","","","1"
"Low transfer dependency","1990","Lower Saxony","higher vocational","1","","","","1"
"Low transfer dependency","1990","Lower Saxony","higher education","","","","","1"
"Low transfer dependency","1990","Bremen","in school","","","","","1"
"Low transfer dependency","1990","Bremen","inadequately","","","","","1"
"Low transfer dependency","1990","Bremen","general elemantary","4","","","","1"
"Low transfer dependency","1990","Bremen","middle vocational","2","","","","1"
"Low transfer dependency","1990","Bremen","vocational + Abi","","","","","1"
"Low transfer dependency","1990","Bremen","higher vocational","","","","","1"
"Low transfer dependency","1990","Bremen","higher education","","","","","1"
"Low transfer dependency","1990","North Rhine-Westphalia","in school","1","","","","1"
"Low transfer dependency","1990","North Rhine-Westphalia","inadequately","8","","","","1"
"Low transfer dependency","1990","North Rhine-Westphalia","general elemantary","26","","","","1"
"Low transfer dependency","1990","North Rhine-Westphalia","middle vocational","29","","","","1"
"Low transfer dependency","1990","North Rhine-Westphalia","vocational + Abi","8","","","","1"
"Low transfer dependency","1990","North Rhine-Westphalia","higher vocational","2","","","","1"
"Low transfer dependency","1990","North Rhine-Westphalia","higher education","3","","","","1"
"Low transfer dependency","1990","Hesse","in school","","","","","1"
"Low transfer dependency","1990","Hesse","inadequately","5","","","","1"
"Low transfer dependency","1990","Rhineland-Palatinate,Saarland","in school","","","","","1"
"Low transfer dependency","1990","Rhineland-Palatinate,Saarland","inadequately","1","","","","1"
"Low transfer dependency","1990","Rhineland-Palatinate,Saarland","general elemantary","7","","","","1"
"Low transfer dependency","1990","Rhineland-Palatinate,Saarland","middle vocational","5","","","","1"
"Low transfer dependency","1990","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","1"
"Low transfer dependency","1990","Rhineland-Palatinate,Saarland","higher vocational","1","","","","1"
"Low transfer dependency","1990","Rhineland-Palatinate,Saarland","higher education","","","","","1"
"Low transfer dependency","1990","Baden-Württemberg","in school","1","","","","1"
"Low transfer dependency","1990","Baden-Württemberg","inadequately","5","","","","1"
"Low transfer dependency","1990","Baden-Württemberg","general elemantary","7","","","","1"
"Low transfer dependency","1990","Baden-Württemberg","middle vocational","2","","","","1"
"Low transfer dependency","1990","Baden-Württemberg","vocational + Abi","2","","","","1"
"Low transfer dependency","1990","Baden-Württemberg","higher vocational","1","","","","1"
"Low transfer dependency","1990","Mecklenburg-Western Pomerania","middle vocational","","","","","1"
"Low transfer dependency","1990","Mecklenburg-Western Pomerania","vocational + Abi","","","","","1"
"Low transfer dependency","1990","Mecklenburg-Western Pomerania","higher vocational","","","","","1"
"Low transfer dependency","1990","Mecklenburg-Western Pomerania","higher education","","","","","1"
"Low transfer dependency","1990","Saxony","in school","","","","","1"
"Low transfer dependency","1990","Saxony","inadequately","","","","","1"
"Low transfer dependency","1990","Saxony","general elemantary","","","","","1"
"Low transfer dependency","1990","Saxony","middle vocational","","","","","1"
"Low transfer dependency","1990","Saxony","vocational + Abi","","","","","1"
"Low transfer dependency","1990","Saxony","higher vocational","","","","","1"
"Low transfer dependency","1990","Saxony","higher education","","","","","1"
"Low transfer dependency","1990","Saxony-Anhalt","in school","","","","","1"
"Low transfer dependency","1990","Saxony-Anhalt","inadequately","","","","","1"
"Low transfer dependency","1990","Saxony-Anhalt","general elemantary","","","","","1"
"Low transfer dependency","1990","Saxony-Anhalt","middle vocational","","","","","1"
"Low transfer dependency","1990","Saxony-Anhalt","vocational + Abi","","","","","1"
"Low transfer dependency","1990","Saxony-Anhalt","higher vocational","","","","","1"
"Low transfer dependency","1990","Saxony-Anhalt","higher education","","","","","1"
"Low transfer dependency","1990","Thuringia","in school","","","","","1"
"Low transfer dependency","1990","Thuringia","inadequately","","","","","1"
"Low transfer dependency","1990","Thuringia","general elemantary","","","","","1"
"Low transfer dependency","1990","Thuringia","middle vocational","","","","","1"
"Low transfer dependency","1990","Thuringia","vocational + Abi","","","","","1"
"Low transfer dependency","1990","Thuringia","higher vocational","","","","","1"
"Low transfer dependency","1990","Thuringia","higher education","","","","","1"
"Low transfer dependency","1990","Hesse","general elemantary","9","","","","1"
"Low transfer dependency","1990","Hesse","middle vocational","7","","","","1"
"Low transfer dependency","1990","Hesse","vocational + Abi","2","","","","1"
"Low transfer dependency","1990","Hesse","higher vocational","","","","","1"
"Low transfer dependency","1990","Hesse","higher education","2","","","","1"
"Low transfer dependency","1990","Bavaria","in school","1","","","","1"
"Low transfer dependency","1990","Bavaria","inadequately","4","","","","1"
"Low transfer dependency","1990","Bavaria","general elemantary","14","","","","1"
"Low transfer dependency","1990","Bavaria","middle vocational","24","","","","1"
"Low transfer dependency","1990","Bavaria","vocational + Abi","2","","","","1"
"Low transfer dependency","1990","Baden-Württemberg","higher education","","","","","1"
"Low transfer dependency","1990","Brandenburg","higher vocational","","","","","1"
"Low transfer dependency","1990","Brandenburg","higher education","","","","","1"
"Low transfer dependency","1990","Mecklenburg-Western Pomerania","general elemantary","","","","","1"
"Low transfer dependency","1990","Berlin","vocational + Abi","","","","","1"
"Low transfer dependency","1990","Berlin","higher vocational","","","","","1"
"Low transfer dependency","1990","Brandenburg","general elemantary","","","","","1"
"Low transfer dependency","1990","Brandenburg","middle vocational","","","","","1"
"Low transfer dependency","1990","Brandenburg","vocational + Abi","","","","","1"
"Low transfer dependency","1990","Berlin","in school","","","","","1"
"Low transfer dependency","1990","Berlin","inadequately","3","","","","1"
"Low transfer dependency","1990","Bavaria","higher education","1","","","","1"
"Low transfer dependency","1990","Mecklenburg-Western Pomerania","inadequately","","","","","1"
"Low transfer dependency","1990","Berlin","middle vocational","2","","","","1"
"Low transfer dependency","1990","Berlin","general elemantary","2","","","","1"
"Low transfer dependency","1990","Mecklenburg-Western Pomerania","in school","","","","","1"
"Low transfer dependency","1990","Brandenburg","in school","","","","","1"
"Low transfer dependency","1990","Bavaria","higher vocational","","","","","1"
"Low transfer dependency","1990","Berlin","higher education","","","","","1"
"Low transfer dependency","1990","Brandenburg","inadequately","","","","","1"
"Very high transfer dependency","1990","Saxony","higher vocational","","","","","3"
"Very high transfer dependency","1990","Saxony","vocational + Abi","","","","","3"
"Very high transfer dependency","1990","Saxony","inadequately","","","","","3"
"Very high transfer dependency","1990","Saxony-Anhalt","vocational + Abi","","","","","3"
"Very high transfer dependency","1990","Saxony","middle vocational","","","","","3"
"Very high transfer dependency","1990","Mecklenburg-Western Pomerania","middle vocational","","","","","3"
"Very high transfer dependency","1990","Mecklenburg-Western Pomerania","higher education","","","","","3"
"Very high transfer dependency","1990","Saxony","in school","","","","","3"
"Very high transfer dependency","1990","Saxony","general elemantary","","","","","3"
"Very high transfer dependency","1990","Saxony","higher education","","","","","3"
"Very high transfer dependency","1990","Saxony-Anhalt","in school","","","","","3"
"Very high transfer dependency","1990","Saxony-Anhalt","inadequately","","","","","3"
"Very high transfer dependency","1990","Saxony-Anhalt","general elemantary","","","","","3"
"Very high transfer dependency","1990","Saxony-Anhalt","middle vocational","","","","","3"
"Very high transfer dependency","1990","Saxony-Anhalt","higher vocational","","","","","3"
"Very high transfer dependency","1990","Saxony-Anhalt","higher education","","","","","3"
"Very high transfer dependency","1990","Thuringia","in school","","","","","3"
"Very high transfer dependency","1990","Mecklenburg-Western Pomerania","vocational + Abi","","","","","3"
"Very high transfer dependency","1990","Mecklenburg-Western Pomerania","higher vocational","","","","","3"
"Very high transfer dependency","1990","Thuringia","inadequately","","","","","3"
"Very high transfer dependency","1990","Thuringia","general elemantary","","","","","3"
"Very high transfer dependency","1990","Thuringia","middle vocational","","","","","3"
"Very high transfer dependency","1990","Thuringia","vocational + Abi","","","","","3"
"Very high transfer dependency","1990","Thuringia","higher vocational","","","","","3"
"Very high transfer dependency","1990","Thuringia","higher education","","","","","3"
"Very high transfer dependency","1990","Schleswig-Holstein","in school","","","","","3"
"Very high transfer dependency","1990","Schleswig-Holstein","inadequately","1","","","","3"
"Very high transfer dependency","1990","Schleswig-Holstein","general elemantary","3","","","","3"
"Very high transfer dependency","1990","Schleswig-Holstein","middle vocational","","","","","3"
"Very high transfer dependency","1990","Schleswig-Holstein","vocational + Abi","","","","","3"
"Very high transfer dependency","1990","Schleswig-Holstein","higher vocational","","","","","3"
"Very high transfer dependency","1990","Schleswig-Holstein","higher education","","","","","3"
"Very high transfer dependency","1990","Hamburg","in school","","","","","3"
"Very high transfer dependency","1990","Hamburg","inadequately","1","","","","3"
"Very high transfer dependency","1990","Hamburg","general elemantary","1","","","","3"
"Very high transfer dependency","1990","Hamburg","middle vocational","2","","","","3"
"Very high transfer dependency","1990","Hamburg","vocational + Abi","1","","","","3"
"Very high transfer dependency","1990","Hamburg","higher vocational","","","","","3"
"Very high transfer dependency","1990","Hamburg","higher education","","","","","3"
"Very high transfer dependency","1990","Lower Saxony","in school","1","","","","3"
"Very high transfer dependency","1990","Lower Saxony","inadequately","5","","","","3"
"Very high transfer dependency","1990","Lower Saxony","general elemantary","7","","","","3"
"Very high transfer dependency","1990","Lower Saxony","middle vocational","7","","","","3"
"Very high transfer dependency","1990","Lower Saxony","vocational + Abi","1","","","","3"
"Very high transfer dependency","1990","Lower Saxony","higher vocational","","","","","3"
"Very high transfer dependency","1990","Lower Saxony","higher education","","","","","3"
"Very high transfer dependency","1990","Bremen","in school","","","","","3"
"Very high transfer dependency","1990","Bremen","inadequately","1","","","","3"
"Very high transfer dependency","1990","Bremen","general elemantary","2","","","","3"
"Very high transfer dependency","1990","Bremen","middle vocational","2","","","","3"
"Very high transfer dependency","1990","Bremen","vocational + Abi","","","","","3"
"Very high transfer dependency","1990","Bremen","higher vocational","","","","","3"
"Very high transfer dependency","1990","Bremen","higher education","","","","","3"
"Very high transfer dependency","1990","North Rhine-Westphalia","in school","1","","","","3"
"Very high transfer dependency","1990","North Rhine-Westphalia","inadequately","9","","","","3"
"Very high transfer dependency","1990","North Rhine-Westphalia","general elemantary","10","","","","3"
"Very high transfer dependency","1990","North Rhine-Westphalia","middle vocational","20","","","","3"
"Very high transfer dependency","1990","North Rhine-Westphalia","vocational + Abi","2","","","","3"
"Very high transfer dependency","1990","North Rhine-Westphalia","higher vocational","2","","","","3"
"Very high transfer dependency","1990","North Rhine-Westphalia","higher education","1","","","","3"
"Very high transfer dependency","1990","Hesse","in school","","","","","3"
"Very high transfer dependency","1990","Hesse","inadequately","","","","","3"
"Very high transfer dependency","1990","Hesse","general elemantary","2","","","","3"
"Very high transfer dependency","1990","Hesse","middle vocational","4","","","","3"
"Very high transfer dependency","1990","Hesse","vocational + Abi","","","","","3"
"Very high transfer dependency","1990","Hesse","higher vocational","","","","","3"
"Very high transfer dependency","1990","Hesse","higher education","","","","","3"
"Very high transfer dependency","1990","Rhineland-Palatinate,Saarland","in school","","","","","3"
"Very high transfer dependency","1990","Rhineland-Palatinate,Saarland","inadequately","1","","","","3"
"Very high transfer dependency","1990","Rhineland-Palatinate,Saarland","general elemantary","3","","","","3"
"Very high transfer dependency","1990","Rhineland-Palatinate,Saarland","middle vocational","4","","","","3"
"Very high transfer dependency","1990","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","3"
"Very high transfer dependency","1990","Rhineland-Palatinate,Saarland","higher vocational","","","","","3"
"Very high transfer dependency","1990","Rhineland-Palatinate,Saarland","higher education","","","","","3"
"Very high transfer dependency","1990","Baden-Württemberg","in school","","","","","3"
"Very high transfer dependency","1990","Baden-Württemberg","inadequately","","","","","3"
"Very high transfer dependency","1990","Baden-Württemberg","general elemantary","4","","","","3"
"Very high transfer dependency","1990","Baden-Württemberg","middle vocational","4","","","","3"
"Very high transfer dependency","1990","Baden-Württemberg","vocational + Abi","1","","","","3"
"Very high transfer dependency","1990","Baden-Württemberg","higher vocational","","","","","3"
"Very high transfer dependency","1990","Baden-Württemberg","higher education","","","","","3"
"Very high transfer dependency","1990","Bavaria","in school","","","","","3"
"Very high transfer dependency","1990","Bavaria","inadequately","1","","","","3"
"Very high transfer dependency","1990","Bavaria","general elemantary","3","","","","3"
"Very high transfer dependency","1990","Bavaria","middle vocational","","","","","3"
"Very high transfer dependency","1990","Bavaria","vocational + Abi","1","","","","3"
"Very high transfer dependency","1990","Bavaria","higher vocational","1","","","","3"
"Very high transfer dependency","1990","Bavaria","higher education","","","","","3"
"Very high transfer dependency","1990","Berlin","in school","1","","","","3"
"Very high transfer dependency","1990","Berlin","inadequately","2","","","","3"
"Very high transfer dependency","1990","Berlin","general elemantary","3","","","","3"
"Very high transfer dependency","1990","Berlin","middle vocational","1","","","","3"
"Very high transfer dependency","1990","Berlin","vocational + Abi","","","","","3"
"Very high transfer dependency","1990","Berlin","higher vocational","","","","","3"
"Very high transfer dependency","1990","Berlin","higher education","","","","","3"
"Very high transfer dependency","1990","Brandenburg","in school","","","","","3"
"Very high transfer dependency","1990","Brandenburg","inadequately","","","","","3"
"Very high transfer dependency","1990","Brandenburg","general elemantary","","","","","3"
"Very high transfer dependency","1990","Brandenburg","middle vocational","","","","","3"
"Very high transfer dependency","1990","Brandenburg","vocational + Abi","","","","","3"
"Very high transfer dependency","1990","Brandenburg","higher vocational","","","","","3"
"Very high transfer dependency","1990","Brandenburg","higher education","","","","","3"
"Very high transfer dependency","1990","Mecklenburg-Western Pomerania","in school","","","","","3"
"Very high transfer dependency","1990","Mecklenburg-Western Pomerania","inadequately","","","","","3"
"Very high transfer dependency","1990","Mecklenburg-Western Pomerania","general elemantary","","","","","3"
"Very low transfer dependency","1990","Schleswig-Holstein","in school","6","","","","0"
"Very low transfer dependency","1990","Schleswig-Holstein","inadequately","6","","","","0"
"Very low transfer dependency","1990","Schleswig-Holstein","general elemantary","59","0.960646292948562","0.912634005660467","1.00865858023666","0"
"Very low transfer dependency","1990","Schleswig-Holstein","middle vocational","154","0.963952037154598","0.934885879578401","0.993018194730795","0"
"Very low transfer dependency","1990","Schleswig-Holstein","vocational + Abi","7","","","","0"
"Very low transfer dependency","1990","Schleswig-Holstein","higher vocational","17","","","","0"
"Very low transfer dependency","1990","Schleswig-Holstein","higher education","14","","","","0"
"Very low transfer dependency","1990","Hamburg","in school","2","","","","0"
"Very low transfer dependency","1990","Hamburg","inadequately","6","","","","0"
"Very low transfer dependency","1990","Hamburg","general elemantary","26","","","","0"
"Very low transfer dependency","1990","Hamburg","middle vocational","87","0.968153562568549","0.932273207729097","1.004033917408","0"
"Very low transfer dependency","1990","Hamburg","vocational + Abi","3","","","","0"
"Very low transfer dependency","1990","Hamburg","higher vocational","15","","","","0"
"Very low transfer dependency","1990","Hamburg","higher education","15","","","","0"
"Very low transfer dependency","1990","Lower Saxony","in school","10","","","","0"
"Very low transfer dependency","1990","Lower Saxony","inadequately","35","0.738975085577263","0.606150238344004","0.871799932810521","0"
"Very low transfer dependency","1990","Lower Saxony","general elemantary","218","0.897392272880985","0.859549686493376","0.935234859268593","0"
"Very low transfer dependency","1990","Lower Saxony","middle vocational","477","0.955475565728162","0.937414714061935","0.973536417394389","0"
"Very low transfer dependency","1990","Lower Saxony","vocational + Abi","22","","","","0"
"Very low transfer dependency","1990","Lower Saxony","higher vocational","64","0.984701570987291","0.954863747124529","1.01453939485005","0"
"Very low transfer dependency","1990","Lower Saxony","higher education","76","1","1","1","0"
"Very low transfer dependency","1990","Bremen","in school","","","","","0"
"Very low transfer dependency","1990","Bremen","inadequately","3","","","","0"
"Very low transfer dependency","1990","Bremen","general elemantary","24","","","","0"
"Very low transfer dependency","1990","Bremen","middle vocational","49","0.93383257429513","0.867533442711688","1.00013170587857","0"
"Very low transfer dependency","1990","Bremen","vocational + Abi","6","","","","0"
"Very low transfer dependency","1990","Bremen","higher vocational","4","","","","0"
"Very low transfer dependency","1990","Bremen","higher education","4","","","","0"
"Very low transfer dependency","1990","North Rhine-Westphalia","in school","54","0.895081736023605","0.816886736572384","0.973276735474826","0"
"Very low transfer dependency","1990","North Rhine-Westphalia","inadequately","163","0.825112358063355","0.770520518876766","0.879704197249945","0"
"Very low transfer dependency","1990","North Rhine-Westphalia","general elemantary","553","0.922982608701581","0.90185922241851","0.944105994984652","0"
"Very low transfer dependency","1990","North Rhine-Westphalia","middle vocational","1164","0.948664264295734","0.936306320591743","0.961022207999725","0"
"Very low transfer dependency","1990","North Rhine-Westphalia","vocational + Abi","76","0.893901505925988","0.828813898164807","0.95898911368717","0"
"Very low transfer dependency","1990","North Rhine-Westphalia","higher vocational","131","0.980466891287019","0.957122456850142","1.0038113257239","0"
"Very low transfer dependency","1990","North Rhine-Westphalia","higher education","195","0.977533811518385","0.956944010676807","0.998123612359963","0"
"Very low transfer dependency","1990","Hesse","in school","20","","","","0"
"Very low transfer dependency","1990","Hesse","inadequately","66","0.938887312958155","0.883169848889372","0.994604777026938","0"
"Very low transfer dependency","1990","Hesse","general elemantary","255","0.975764792526527","0.957284739389627","0.994244845663428","0"
"Very low transfer dependency","1990","Hesse","middle vocational","438","0.972891763805009","0.957920386084992","0.987863141525025","0"
"Very low transfer dependency","1990","Hesse","vocational + Abi","31","0.884933177900128","0.777672896757245","0.992193459043012","0"
"Very low transfer dependency","1990","Hesse","higher vocational","41","1","1","1","0"
"Very low transfer dependency","1990","Hesse","higher education","80","0.987031246156481","0.962691075493535","1.01137141681943","0"
"Very low transfer dependency","1990","Rhineland-Palatinate,Saarland","in school","5","","","","0"
"Very low transfer dependency","1990","Rhineland-Palatinate,Saarland","inadequately","29","","","","0"
"Very low transfer dependency","1990","Rhineland-Palatinate,Saarland","general elemantary","202","0.929585217391894","0.895466103682342","0.963704331101446","0"
"Very low transfer dependency","1990","Rhineland-Palatinate,Saarland","middle vocational","309","0.969398693943847","0.950527720728018","0.988269667159677","0"
"Very low transfer dependency","1990","Rhineland-Palatinate,Saarland","vocational + Abi","15","","","","0"
"Very low transfer dependency","1990","Rhineland-Palatinate,Saarland","higher vocational","24","","","","0"
"Very low transfer dependency","1990","Rhineland-Palatinate,Saarland","higher education","41","1","1","1","0"
"Very low transfer dependency","1990","Baden-Württemberg","in school","20","","","","0"
"Very low transfer dependency","1990","Baden-Württemberg","inadequately","179","0.975125657509352","0.952863089297334","0.99738822572137","0"
"Very low transfer dependency","1990","Baden-Württemberg","general elemantary","500","0.978848508567967","0.966421324927752","0.991275692208182","0"
"Very low transfer dependency","1990","Baden-Württemberg","middle vocational","789","0.990683974399434","0.984022695661062","0.997345253137807","0"
"Very low transfer dependency","1990","Baden-Württemberg","vocational + Abi","52","0.975765300948177","0.935124875397085","1.01640572649927","0"
"Very low transfer dependency","1990","Baden-Württemberg","higher vocational","97","0.989112913537609","0.968567550242173","1.00965827683305","0"
"Very low transfer dependency","1990","Baden-Württemberg","higher education","99","1","1","1","0"
"Very low transfer dependency","1990","Bavaria","in school","27","","","","0"
"Very low transfer dependency","1990","Bavaria","inadequately","59","0.940694270870444","0.882827309434423","0.998561232306465","0"
"Very low transfer dependency","1990","Bavaria","general elemantary","384","0.933302448405699","0.909003542022657","0.957601354788741","0"
"Very low transfer dependency","1990","Bavaria","middle vocational","782","0.973048132340405","0.961875052089585","0.984221212591225","0"
"Very low transfer dependency","1990","Bavaria","vocational + Abi","48","0.966237318228534","0.91666680971445","1.01580782674262","0"
"Very low transfer dependency","1990","Bavaria","higher vocational","89","0.979217241676093","0.949744675204839","1.00868980814735","0"
"Very low transfer dependency","1990","Bavaria","higher education","134","0.991290418496047","0.975616401808565","1.00696443518353","0"
"Very low transfer dependency","1990","Berlin","in school","7","","","","0"
"Very low transfer dependency","1990","Berlin","inadequately","20","","","","0"
"Very low transfer dependency","1990","Berlin","general elemantary","74","0.945262670601101","0.89510323958409","0.995422101618112","0"
"Very low transfer dependency","1990","Berlin","middle vocational","131","0.960863726301093","0.928509636735763","0.993217815866422","0"
"Very low transfer dependency","1990","Berlin","vocational + Abi","12","","","","0"
"Very low transfer dependency","1990","Berlin","higher vocational","20","","","","0"
"Very low transfer dependency","1990","Berlin","higher education","34","1","1","1","0"
"Very low transfer dependency","1990","Brandenburg","in school","","","","","0"
"Very low transfer dependency","1990","Brandenburg","inadequately","","","","","0"
"Very low transfer dependency","1990","Brandenburg","general elemantary","","","","","0"
"Very low transfer dependency","1990","Brandenburg","middle vocational","","","","","0"
"Very low transfer dependency","1990","Brandenburg","vocational + Abi","","","","","0"
"Very low transfer dependency","1990","Brandenburg","higher vocational","","","","","0"
"Very low transfer dependency","1990","Brandenburg","higher education","","","","","0"
"Very low transfer dependency","1990","Mecklenburg-Western Pomerania","in school","","","","","0"
"Very low transfer dependency","1990","Mecklenburg-Western Pomerania","inadequately","","","","","0"
"Very low transfer dependency","1990","Mecklenburg-Western Pomerania","general elemantary","","","","","0"
"Very low transfer dependency","1990","Mecklenburg-Western Pomerania","middle vocational","","","","","0"
"Very low transfer dependency","1990","Mecklenburg-Western Pomerania","vocational + Abi","","","","","0"
"Very low transfer dependency","1990","Mecklenburg-Western Pomerania","higher vocational","","","","","0"
"Very low transfer dependency","1990","Mecklenburg-Western Pomerania","higher education","","","","","0"
"Very low transfer dependency","1990","Saxony","in school","","","","","0"
"Very low transfer dependency","1990","Saxony","inadequately","","","","","0"
"Very low transfer dependency","1990","Saxony","general elemantary","","","","","0"
"Very low transfer dependency","1990","Saxony","middle vocational","","","","","0"
"Very low transfer dependency","1990","Saxony","vocational + Abi","","","","","0"
"Very low transfer dependency","1990","Saxony","higher vocational","","","","","0"
"Very low transfer dependency","1990","Saxony","higher education","","","","","0"
"Very low transfer dependency","1990","Saxony-Anhalt","in school","","","","","0"
"Very low transfer dependency","1990","Saxony-Anhalt","inadequately","","","","","0"
"Very low transfer dependency","1990","Saxony-Anhalt","general elemantary","","","","","0"
"Very low transfer dependency","1990","Saxony-Anhalt","middle vocational","","","","","0"
"Very low transfer dependency","1990","Saxony-Anhalt","vocational + Abi","","","","","0"
"Very low transfer dependency","1990","Saxony-Anhalt","higher vocational","","","","","0"
"Very low transfer dependency","1990","Saxony-Anhalt","higher education","","","","","0"
"Very low transfer dependency","1990","Thuringia","in school","","","","","0"
"Very low transfer dependency","1990","Thuringia","inadequately","","","","","0"
"Very low transfer dependency","1990","Thuringia","general elemantary","","","","","0"
"Very low transfer dependency","1990","Thuringia","middle vocational","","","","","0"
"Very low transfer dependency","1990","Thuringia","vocational + Abi","","","","","0"
"Very low transfer dependency","1990","Thuringia","higher vocational","","","","","0"
"Very low transfer dependency","1990","Thuringia","higher education","","","","","0"
"High transfer dependency","1991","Lower Saxony","vocational + Abi","","","","","2"
"High transfer dependency","1991","Lower Saxony","higher vocational","","","","","2"
"High transfer dependency","1991","Lower Saxony","higher education","","","","","2"
"High transfer dependency","1991","Bremen","in school","","","","","2"
"High transfer dependency","1991","Bremen","inadequately","1","","","","2"
"High transfer dependency","1991","Bremen","general elemantary","1","","","","2"
"High transfer dependency","1991","Bremen","middle vocational","3","","","","2"
"High transfer dependency","1991","Bremen","vocational + Abi","","","","","2"
"High transfer dependency","1991","Bremen","higher vocational","","","","","2"
"High transfer dependency","1991","Bremen","higher education","","","","","2"
"High transfer dependency","1991","North Rhine-Westphalia","in school","","","","","2"
"High transfer dependency","1991","North Rhine-Westphalia","inadequately","2","","","","2"
"High transfer dependency","1991","Thuringia","in school","","","","","2"
"High transfer dependency","1991","Thuringia","inadequately","","","","","2"
"High transfer dependency","1991","Thuringia","general elemantary","","","","","2"
"High transfer dependency","1991","Thuringia","middle vocational","","","","","2"
"High transfer dependency","1991","Thuringia","vocational + Abi","","","","","2"
"High transfer dependency","1991","Thuringia","higher vocational","","","","","2"
"High transfer dependency","1991","Thuringia","higher education","","","","","2"
"High transfer dependency","1991","Mecklenburg-Western Pomerania","middle vocational","","","","","2"
"High transfer dependency","1991","Mecklenburg-Western Pomerania","vocational + Abi","","","","","2"
"High transfer dependency","1991","Mecklenburg-Western Pomerania","higher vocational","","","","","2"
"High transfer dependency","1991","Mecklenburg-Western Pomerania","higher education","","","","","2"
"High transfer dependency","1991","Saxony","in school","","","","","2"
"High transfer dependency","1991","Schleswig-Holstein","in school","","","","","2"
"High transfer dependency","1991","Schleswig-Holstein","inadequately","","","","","2"
"High transfer dependency","1991","Schleswig-Holstein","general elemantary","1","","","","2"
"High transfer dependency","1991","Schleswig-Holstein","middle vocational","1","","","","2"
"High transfer dependency","1991","Schleswig-Holstein","vocational + Abi","","","","","2"
"High transfer dependency","1991","Schleswig-Holstein","higher vocational","","","","","2"
"High transfer dependency","1991","Schleswig-Holstein","higher education","","","","","2"
"High transfer dependency","1991","Hamburg","in school","","","","","2"
"High transfer dependency","1991","Hamburg","inadequately","","","","","2"
"High transfer dependency","1991","Hamburg","general elemantary","1","","","","2"
"High transfer dependency","1991","Hamburg","middle vocational","1","","","","2"
"High transfer dependency","1991","Hamburg","vocational + Abi","","","","","2"
"High transfer dependency","1991","Hamburg","higher vocational","","","","","2"
"High transfer dependency","1991","Hamburg","higher education","","","","","2"
"High transfer dependency","1991","Lower Saxony","in school","","","","","2"
"High transfer dependency","1991","Lower Saxony","inadequately","1","","","","2"
"High transfer dependency","1991","Lower Saxony","general elemantary","5","","","","2"
"High transfer dependency","1991","Lower Saxony","middle vocational","3","","","","2"
"High transfer dependency","1991","North Rhine-Westphalia","general elemantary","12","","","","2"
"High transfer dependency","1991","North Rhine-Westphalia","middle vocational","12","","","","2"
"High transfer dependency","1991","North Rhine-Westphalia","vocational + Abi","","","","","2"
"High transfer dependency","1991","North Rhine-Westphalia","higher vocational","","","","","2"
"High transfer dependency","1991","North Rhine-Westphalia","higher education","1","","","","2"
"High transfer dependency","1991","Hesse","in school","","","","","2"
"High transfer dependency","1991","Saxony","inadequately","","","","","2"
"High transfer dependency","1991","Saxony","general elemantary","","","","","2"
"High transfer dependency","1991","Saxony","middle vocational","","","","","2"
"High transfer dependency","1991","Saxony","vocational + Abi","","","","","2"
"High transfer dependency","1991","Saxony","higher vocational","","","","","2"
"High transfer dependency","1991","Saxony","higher education","","","","","2"
"High transfer dependency","1991","Saxony-Anhalt","in school","","","","","2"
"High transfer dependency","1991","Saxony-Anhalt","inadequately","","","","","2"
"High transfer dependency","1991","Saxony-Anhalt","general elemantary","","","","","2"
"High transfer dependency","1991","Saxony-Anhalt","middle vocational","","","","","2"
"High transfer dependency","1991","Saxony-Anhalt","vocational + Abi","","","","","2"
"High transfer dependency","1991","Saxony-Anhalt","higher vocational","","","","","2"
"High transfer dependency","1991","Saxony-Anhalt","higher education","","","","","2"
"High transfer dependency","1991","Hesse","inadequately","","","","","2"
"High transfer dependency","1991","Hesse","general elemantary","2","","","","2"
"High transfer dependency","1991","Hesse","middle vocational","2","","","","2"
"High transfer dependency","1991","Hesse","vocational + Abi","1","","","","2"
"High transfer dependency","1991","Hesse","higher vocational","","","","","2"
"High transfer dependency","1991","Hesse","higher education","","","","","2"
"High transfer dependency","1991","Mecklenburg-Western Pomerania","in school","","","","","2"
"High transfer dependency","1991","Mecklenburg-Western Pomerania","inadequately","","","","","2"
"High transfer dependency","1991","Mecklenburg-Western Pomerania","general elemantary","","","","","2"
"High transfer dependency","1991","Berlin","middle vocational","1","","","","2"
"High transfer dependency","1991","Baden-Württemberg","general elemantary","5","","","","2"
"High transfer dependency","1991","Rhineland-Palatinate,Saarland","higher education","","","","","2"
"High transfer dependency","1991","Baden-Württemberg","in school","","","","","2"
"High transfer dependency","1991","Baden-Württemberg","inadequately","2","","","","2"
"High transfer dependency","1991","Baden-Württemberg","middle vocational","3","","","","2"
