"transab_cat2","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","1992","35-65 y.","middle vocational","3251","0.946886833744204","0.939416591347904","0.954357076140504"
"Very low transfer dependency","1992","35-65 y.","vocational + Abi","118","0.897016677758303","0.846122100035385","0.947911255481221"
"Very low transfer dependency","1992","35-65 y.","higher vocational","445","0.977636246836729","0.964138582588508","0.99113391108495"
"Very low transfer dependency","1992","35-65 y.","higher education","1044","0.966455908468662","0.955796285255334","0.97711553168199"
"Very low transfer dependency","1992","66 and older","in school","","","",""
"Very low transfer dependency","1992","66 and older","inadequately","22","","",""
"Very low transfer dependency","1992","66 and older","general elemantary","482","0.983030693287248","0.971606568621257","0.994454817953239"
"Very low transfer dependency","1992","66 and older","middle vocational","726","0.996870446648228","0.992818654100547","1.00092223919591"
"Very low transfer dependency","1992","66 and older","vocational + Abi","25","","",""
"Very low transfer dependency","1992","66 and older","higher vocational","93","1","1","1"
"Very low transfer dependency","1992","66 and older","higher education","109","1","1","1"
"Low transfer dependency","1992","16-34 y.","in school","8","","",""
"Low transfer dependency","1992","16-34 y.","inadequately","12","","",""
"Low transfer dependency","1992","16-34 y.","general elemantary","56","0.0455244170801244","0.0330344638993611","0.0580143702608876"
"Low transfer dependency","1992","16-34 y.","middle vocational","199","0.0622769506966874","0.0528604661961167","0.0716934351972582"
"Low transfer dependency","1992","16-34 y.","vocational + Abi","14","","",""
"Low transfer dependency","1992","16-34 y.","higher vocational","8","","",""
"Low transfer dependency","1992","16-34 y.","higher education","43","0.064205482813119","0.0413281651552662","0.0870828004709717"
"Low transfer dependency","1992","35-65 y.","in school","","","",""
"Low transfer dependency","1992","35-65 y.","inadequately","27","","",""
"Low transfer dependency","1992","35-65 y.","general elemantary","58","0.042067944556283","0.0308811351007208","0.0532547540118452"
"Low transfer dependency","1992","35-65 y.","middle vocational","139","0.0281280393587939","0.0226204846982993","0.0336355940192884"
"Low transfer dependency","1992","35-65 y.","vocational + Abi","12","","",""
"Low transfer dependency","1992","35-65 y.","higher vocational","11","","",""
"Low transfer dependency","1992","35-65 y.","higher education","38","0.0234606481028026","0.0144996230590061","0.0324216731465991"
"Low transfer dependency","1992","66 and older","in school","","","",""
"Low transfer dependency","1992","66 and older","inadequately","2","","",""
"Low transfer dependency","1992","66 and older","general elemantary","2","","",""
"Low transfer dependency","1992","66 and older","middle vocational","3","","",""
"Low transfer dependency","1992","66 and older","vocational + Abi","","","",""
"Low transfer dependency","1992","66 and older","higher vocational","","","",""
"Low transfer dependency","1992","66 and older","higher education","","","",""
"High transfer dependency","1992","16-34 y.","in school","1","","",""
"High transfer dependency","1992","16-34 y.","inadequately","3","","",""
"High transfer dependency","1992","16-34 y.","general elemantary","22","","",""
"High transfer dependency","1992","16-34 y.","middle vocational","29","","",""
"High transfer dependency","1992","16-34 y.","vocational + Abi","3","","",""
"High transfer dependency","1992","16-34 y.","higher vocational","5","","",""
"High transfer dependency","1992","16-34 y.","higher education","9","","",""
"High transfer dependency","1992","35-65 y.","in school","","","",""
"High transfer dependency","1992","35-65 y.","inadequately","7","","",""
"High transfer dependency","1992","35-65 y.","general elemantary","18","","",""
"High transfer dependency","1992","35-65 y.","middle vocational","42","0.0108695679671372","0.0074156065462497","0.0143235293880247"
"High transfer dependency","1992","35-65 y.","vocational + Abi","3","","",""
"High transfer dependency","1992","35-65 y.","higher vocational","2","","",""
"High transfer dependency","1992","35-65 y.","higher education","11","","",""
"High transfer dependency","1992","66 and older","in school","","","",""
"High transfer dependency","1992","66 and older","inadequately","3","","",""
"High transfer dependency","1992","66 and older","general elemantary","5","","",""
"High transfer dependency","1992","66 and older","middle vocational","","","",""
"High transfer dependency","1992","66 and older","vocational + Abi","","","",""
"High transfer dependency","1992","66 and older","higher vocational","","","",""
"High transfer dependency","1992","66 and older","higher education","","","",""
"Very high transfer dependency","1992","16-34 y.","in school","6","","",""
"Very high transfer dependency","1992","16-34 y.","inadequately","5","","",""
"Very high transfer dependency","1992","16-34 y.","general elemantary","25","","",""
"Very high transfer dependency","1992","16-34 y.","middle vocational","26","","",""
"Very high transfer dependency","1992","16-34 y.","vocational + Abi","8","","",""
"Very high transfer dependency","1992","16-34 y.","higher vocational","2","","",""
"Very high transfer dependency","1992","16-34 y.","higher education","4","","",""
"Very high transfer dependency","1992","35-65 y.","in school","","","",""
"Very high transfer dependency","1992","35-65 y.","inadequately","12","","",""
"Very high transfer dependency","1992","35-65 y.","general elemantary","21","","",""
"Very high transfer dependency","1992","35-65 y.","middle vocational","30","0.014115558929865","0.0101859746716142","0.0180451431881158"
"Very high transfer dependency","1992","35-65 y.","vocational + Abi","4","","",""
"Very high transfer dependency","1992","35-65 y.","higher vocational","3","","",""
"Very high transfer dependency","1992","35-65 y.","higher education","3","","",""
"Very high transfer dependency","1992","66 and older","in school","","","",""
"Very high transfer dependency","1992","66 and older","inadequately","","","",""
"Very high transfer dependency","1992","66 and older","general elemantary","2","","",""
"Very high transfer dependency","1992","66 and older","middle vocational","1","","",""
"Very high transfer dependency","1992","66 and older","vocational + Abi","","","",""
"Very high transfer dependency","1992","66 and older","higher vocational","","","",""
"Very high transfer dependency","1992","66 and older","higher education","","","",""
"Very low transfer dependency","1993","16-34 y.","in school","169","0.936628935348607","0.901616614002105","0.97164125669511"
"Very low transfer dependency","1993","16-34 y.","inadequately","146","0.870485957153655","0.819408018538227","0.921563895769082"
"Very low transfer dependency","1993","16-34 y.","general elemantary","895","0.877063342011487","0.856941559282065","0.897185124740908"
"Very low transfer dependency","1993","16-34 y.","middle vocational","2182","0.888844244098302","0.87657679229768","0.901111695898924"
"Very low transfer dependency","1993","16-34 y.","vocational + Abi","202","0.928831681326026","0.895162237311078","0.962501125340974"
"Very low transfer dependency","1993","16-34 y.","higher vocational","190","0.939983176145956","0.907389784751767","0.972576567540146"
"Very low transfer dependency","1993","16-34 y.","higher education","365","0.914851176330102","0.8877690623743","0.941933290285904"
"Very low transfer dependency","1993","35-65 y.","in school","","","",""
"Very low transfer dependency","1993","35-65 y.","inadequately","369","0.846113280694537","0.811562655846771","0.880663905542302"
"Very low transfer dependency","1993","35-65 y.","general elemantary","1066","0.926531948147331","0.911524341349868","0.941539554944794"
"Very low transfer dependency","1993","35-65 y.","middle vocational","3100","0.928995445941616","0.920366315955667","0.937624575927564"
"Very low transfer dependency","1993","35-65 y.","vocational + Abi","118","0.938253283535885","0.897347072840486","0.979159494231285"
"Very low transfer dependency","1993","35-65 y.","higher vocational","420","0.958470706422986","0.940037175659579","0.976904237186394"
"Very low transfer dependency","1993","35-65 y.","higher education","1035","0.954295616646813","0.941976375807063","0.966614857486563"
"Very low transfer dependency","1993","66 and older","in school","","","",""
"Very low transfer dependency","1993","66 and older","inadequately","21","","",""
"Very low transfer dependency","1993","66 and older","general elemantary","485","0.973120591973582","0.95894450822911","0.987296675718054"
"Very low transfer dependency","1993","66 and older","middle vocational","731","0.992781219095796","0.986677639975939","0.998884798215653"
"Very low transfer dependency","1993","66 and older","vocational + Abi","25","","",""
"Very low transfer dependency","1993","66 and older","higher vocational","88","1","1","1"
"Very low transfer dependency","1993","66 and older","higher education","117","1","1","1"
"Low transfer dependency","1993","16-34 y.","in school","13","","",""
"Low transfer dependency","1993","16-34 y.","inadequately","8","","",""
"Low transfer dependency","1993","16-34 y.","general elemantary","78","0.0739769507771136","0.0579382425942634","0.0900156589599637"
"Low transfer dependency","1993","16-34 y.","middle vocational","230","0.0665184370997116","0.0567932169656351","0.0762436572337882"
"Low transfer dependency","1993","16-34 y.","vocational + Abi","13","","",""
"Low transfer dependency","1993","16-34 y.","higher vocational","12","","",""
"Low transfer dependency","1993","16-34 y.","higher education","29","","",""
"Low transfer dependency","1993","35-65 y.","in school","","","",""
"Low transfer dependency","1993","35-65 y.","inadequately","25","","",""
"Low transfer dependency","1993","35-65 y.","general elemantary","55","0.0356686565004882","0.0250005216124418","0.0463367913885346"
"Low transfer dependency","1993","35-65 y.","middle vocational","210","0.0419789824064983","0.0352411440420693","0.0487168207709272"
"Low transfer dependency","1993","35-65 y.","vocational + Abi","8","","",""
"Low transfer dependency","1993","35-65 y.","higher vocational","26","","",""
"Low transfer dependency","1993","35-65 y.","higher education","47","0.0296730723828274","0.0196637689722442","0.0396823757934106"
"Low transfer dependency","1993","66 and older","in school","","","",""
"Low transfer dependency","1993","66 and older","inadequately","2","","",""
"Low transfer dependency","1993","66 and older","general elemantary","9","","",""
"Low transfer dependency","1993","66 and older","middle vocational","8","","",""
"Low transfer dependency","1993","66 and older","vocational + Abi","","","",""
"Low transfer dependency","1993","66 and older","higher vocational","","","",""
"Low transfer dependency","1993","66 and older","higher education","","","",""
"High transfer dependency","1993","16-34 y.","in school","3","","",""
"High transfer dependency","1993","16-34 y.","inadequately","4","","",""
"High transfer dependency","1993","16-34 y.","general elemantary","22","","",""
"High transfer dependency","1993","16-34 y.","middle vocational","53","0.0211174084907741","0.0155061385355041","0.0267286784460442"
"High transfer dependency","1993","16-34 y.","vocational + Abi","6","","",""
"High transfer dependency","1993","16-34 y.","higher vocational","2","","",""
"High transfer dependency","1993","16-34 y.","higher education","8","","",""
"High transfer dependency","1993","35-65 y.","in school","","","",""
"High transfer dependency","1993","35-65 y.","inadequately","12","","",""
"High transfer dependency","1993","35-65 y.","general elemantary","21","","",""
"High transfer dependency","1993","35-65 y.","middle vocational","51","0.0144439433768753","0.0104352700099544","0.0184526167437962"
"High transfer dependency","1993","35-65 y.","vocational + Abi","2","","",""
"High transfer dependency","1993","35-65 y.","higher vocational","1","","",""
"High transfer dependency","1993","35-65 y.","higher education","16","","",""
"High transfer dependency","1993","66 and older","in school","","","",""
"High transfer dependency","1993","66 and older","inadequately","3","","",""
"High transfer dependency","1993","66 and older","general elemantary","2","","",""
"High transfer dependency","1993","66 and older","middle vocational","","","",""
"High transfer dependency","1993","66 and older","vocational + Abi","","","",""
"High transfer dependency","1993","66 and older","higher vocational","","","",""
"High transfer dependency","1993","66 and older","higher education","","","",""
"Very high transfer dependency","1993","16-34 y.","in school","1","","",""
"Very high transfer dependency","1993","16-34 y.","inadequately","8","","",""
"Very high transfer dependency","1993","16-34 y.","general elemantary","28","","",""
"Very high transfer dependency","1993","16-34 y.","middle vocational","57","0.0235199103112123","0.0176053144259944","0.0294345061964301"
"Very high transfer dependency","1993","16-34 y.","vocational + Abi","3","","",""
"Very high transfer dependency","1993","16-34 y.","higher vocational","","","",""
"Very high transfer dependency","1993","16-34 y.","higher education","6","","",""
"Very high transfer dependency","1993","35-65 y.","in school","","","",""
"Very high transfer dependency","1993","35-65 y.","inadequately","13","","",""
"Very high transfer dependency","1993","35-65 y.","general elemantary","19","","",""
"Very high transfer dependency","1993","35-65 y.","middle vocational","42","0.014581628275011","0.0105541755134498","0.0186090810365723"
"Very high transfer dependency","1993","35-65 y.","vocational + Abi","5","","",""
"Very high transfer dependency","1993","35-65 y.","higher vocational","3","","",""
"Very high transfer dependency","1993","35-65 y.","higher education","6","","",""
"Very high transfer dependency","1993","66 and older","in school","","","",""
"Very high transfer dependency","1993","66 and older","inadequately","","","",""
"Very high transfer dependency","1993","66 and older","general elemantary","4","","",""
"Very high transfer dependency","1993","66 and older","middle vocational","","","",""
"Very high transfer dependency","1993","66 and older","vocational + Abi","","","",""
"Very high transfer dependency","1993","66 and older","higher vocational","","","",""
"Very high transfer dependency","1993","66 and older","higher education","","","",""
"Very low transfer dependency","1994","16-34 y.","in school","215","0.922113915888216","0.888208842177211","0.95601898959922"
"Very low transfer dependency","1994","16-34 y.","inadequately","125","0.869818005531235","0.814275151503234","0.925360859559237"
"Very low transfer dependency","1994","16-34 y.","general elemantary","776","0.853692169754107","0.8307928818235","0.876591457684715"
"Very low transfer dependency","1994","16-34 y.","middle vocational","2125","0.881653848824509","0.868850169678415","0.894457527970603"
"Very low transfer dependency","1994","16-34 y.","vocational + Abi","218","0.874354638372516","0.833186099181312","0.915523177563721"
"Very low transfer dependency","1994","16-34 y.","higher vocational","202","0.940610343567033","0.909235604271944","0.971985082862122"
"Very low transfer dependency","1994","16-34 y.","higher education","376","0.912445089929188","0.885284134172771","0.939606045685605"
"Very low transfer dependency","1994","35-65 y.","in school","","","",""
"Very low transfer dependency","1994","35-65 y.","inadequately","340","0.827559800139522","0.789825467109581","0.865294133169463"
"Very low transfer dependency","1994","35-65 y.","general elemantary","1002","0.918372654843547","0.902236582387263","0.93450872729983"
"Very low transfer dependency","1994","35-65 y.","middle vocational","3028","0.919644777139308","0.910446236358445","0.928843317920171"
"Very low transfer dependency","1994","35-65 y.","vocational + Abi","104","0.916783405988738","0.866947147752829","0.966619664224647"
"Very low transfer dependency","1994","35-65 y.","higher vocational","411","0.944458373854129","0.923178512613549","0.96573823509471"
"Very low transfer dependency","1994","35-65 y.","higher education","1031","0.952630701148048","0.940088664690479","0.965172737605618"
"Very low transfer dependency","1994","66 and older","in school","","","",""
"Very low transfer dependency","1994","66 and older","inadequately","27","","",""
"Very low transfer dependency","1994","66 and older","general elemantary","473","0.981636640571628","0.969687720134038","0.993585561009219"
"Very low transfer dependency","1994","66 and older","middle vocational","739","0.989378485306805","0.98204193470201","0.9967150359116"
"Very low transfer dependency","1994","66 and older","vocational + Abi","22","","",""
"Very low transfer dependency","1994","66 and older","higher vocational","92","1","1","1"
"Very low transfer dependency","1994","66 and older","higher education","130","0.983933260154222","0.962484221745353","1.00538229856309"
"Low transfer dependency","1994","16-34 y.","in school","14","","",""
"Low transfer dependency","1994","16-34 y.","inadequately","8","","",""
"Low transfer dependency","1994","16-34 y.","general elemantary","80","0.0761636009275113","0.0589762551959364","0.0933509466590861"
"Low transfer dependency","1994","16-34 y.","middle vocational","220","0.0707020804303996","0.0605418808659017","0.0808622799948975"
"Low transfer dependency","1994","16-34 y.","vocational + Abi","19","","",""
"Low transfer dependency","1994","16-34 y.","higher vocational","15","","",""
"Low transfer dependency","1994","16-34 y.","higher education","25","","",""
"Low transfer dependency","1994","35-65 y.","in school","","","",""
"Low transfer dependency","1994","35-65 y.","inadequately","25","","",""
"Low transfer dependency","1994","35-65 y.","general elemantary","54","0.0307359073608759","0.0205637139554844","0.0409081007662674"
"Low transfer dependency","1994","35-65 y.","middle vocational","203","0.0428373846247712","0.0359855611359708","0.0496892081135715"
"Low transfer dependency","1994","35-65 y.","vocational + Abi","12","","",""
"Low transfer dependency","1994","35-65 y.","higher vocational","22","","",""
"Low transfer dependency","1994","35-65 y.","higher education","47","0.0279419316919972","0.0182115111236402","0.0376723522603542"
"Low transfer dependency","1994","66 and older","in school","","","",""
"Low transfer dependency","1994","66 and older","inadequately","1","","",""
"Low transfer dependency","1994","66 and older","general elemantary","9","","",""
"Low transfer dependency","1994","66 and older","middle vocational","9","","",""
"Low transfer dependency","1994","66 and older","vocational + Abi","","","",""
"Low transfer dependency","1994","66 and older","higher vocational","","","",""
"Low transfer dependency","1994","66 and older","higher education","2","","",""
"High transfer dependency","1994","16-34 y.","in school","6","","",""
"High transfer dependency","1994","16-34 y.","inadequately","3","","",""
"High transfer dependency","1994","16-34 y.","general elemantary","23","","",""
"High transfer dependency","1994","16-34 y.","middle vocational","47","0.0194771747165823","0.0139994463384126","0.0249549030947519"
"High transfer dependency","1994","16-34 y.","vocational + Abi","4","","",""
"High transfer dependency","1994","16-34 y.","higher vocational","1","","",""
"High transfer dependency","1994","16-34 y.","higher education","9","","",""
"High transfer dependency","1994","35-65 y.","in school","","","",""
"High transfer dependency","1994","35-65 y.","inadequately","8","","",""
"High transfer dependency","1994","35-65 y.","general elemantary","29","","",""
"High transfer dependency","1994","35-65 y.","middle vocational","64","0.0156902569694465","0.0114850947984598","0.0198954191404333"
"High transfer dependency","1994","35-65 y.","vocational + Abi","1","","",""
"High transfer dependency","1994","35-65 y.","higher vocational","8","","",""
"High transfer dependency","1994","35-65 y.","higher education","17","","",""
"High transfer dependency","1994","66 and older","in school","","","",""
"High transfer dependency","1994","66 and older","inadequately","2","","",""
"High transfer dependency","1994","66 and older","general elemantary","1","","",""
"High transfer dependency","1994","66 and older","middle vocational","1","","",""
"High transfer dependency","1994","66 and older","vocational + Abi","1","","",""
"High transfer dependency","1994","66 and older","higher vocational","","","",""
"High transfer dependency","1994","66 and older","higher education","","","",""
"Very high transfer dependency","1994","16-34 y.","in school","5","","",""
"Very high transfer dependency","1994","16-34 y.","inadequately","5","","",""
"Very high transfer dependency","1994","16-34 y.","general elemantary","36","0.0375047912785633","0.025194163265121","0.0498154192920055"
"Very high transfer dependency","1994","16-34 y.","middle vocational","53","0.0281668960285087","0.0216088569702742","0.0347249350867432"
"Very high transfer dependency","1994","16-34 y.","vocational + Abi","8","","",""
"Very high transfer dependency","1994","16-34 y.","higher vocational","","","",""
"Very high transfer dependency","1994","16-34 y.","higher education","6","","",""
"Very high transfer dependency","1994","35-65 y.","in school","","","",""
"Very high transfer dependency","1994","35-65 y.","inadequately","12","","",""
"Very high transfer dependency","1994","35-65 y.","general elemantary","21","","",""
"Very high transfer dependency","1994","35-65 y.","middle vocational","60","0.0218275812664743","0.0168831955612133","0.0267719669717353"
"Very high transfer dependency","1994","35-65 y.","vocational + Abi","1","","",""
"Very high transfer dependency","1994","35-65 y.","higher vocational","4","","",""
"Very high transfer dependency","1994","35-65 y.","higher education","7","","",""
"Very high transfer dependency","1994","66 and older","in school","","","",""
"Very high transfer dependency","1994","66 and older","inadequately","1","","",""
"Very high transfer dependency","1994","66 and older","general elemantary","2","","",""
"Very high transfer dependency","1994","66 and older","middle vocational","1","","",""
"Very high transfer dependency","1994","66 and older","vocational + Abi","1","","",""
"Very high transfer dependency","1994","66 and older","higher vocational","","","",""
"Very high transfer dependency","1994","66 and older","higher education","","","",""
"Very low transfer dependency","1995","16-34 y.","in school","250","0.895516563403355","0.859878392262294","0.931154734544416"
"Very low transfer dependency","1995","16-34 y.","inadequately","105","0.801178859860673","0.730645989830398","0.871711729890948"
"Very low transfer dependency","1995","16-34 y.","general elemantary","766","0.831967862329296","0.807661744390977","0.856273980267615"
"Very low transfer dependency","1995","16-34 y.","middle vocational","2167","0.871299284711748","0.858162170984976","0.88443639843852"
"Very low transfer dependency","1995","16-34 y.","vocational + Abi","241","0.868366183848651","0.828334118501748","0.908398249195554"
"Very low transfer dependency","1995","16-34 y.","higher vocational","195","0.935026945051207","0.902080575323983","0.96797331477843"
"Very low transfer dependency","1995","16-34 y.","higher education","396","0.919848703542205","0.894244003429143","0.945453403655267"
"Very low transfer dependency","1995","35-65 y.","in school","1","","",""
"Very low transfer dependency","1995","35-65 y.","inadequately","317","0.822303550916886","0.783510929095911","0.86109617273786"
"Very low transfer dependency","1995","35-65 y.","general elemantary","957","0.883572278445713","0.864531527074533","0.902613029816892"
"Very low transfer dependency","1995","35-65 y.","middle vocational","3126","0.914111708955748","0.904782107577372","0.923441310334123"
"Very low transfer dependency","1995","35-65 y.","vocational + Abi","150","0.866297221750258","0.816579008232721","0.916015435267796"
"Very low transfer dependency","1995","35-65 y.","higher vocational","433","0.9430689559125","0.921940225492366","0.964197686332633"
"Very low transfer dependency","1995","35-65 y.","higher education","1093","0.943610963336232","0.930387821324656","0.956834105347808"
"Very low transfer dependency","1995","66 and older","in school","","","",""
"Very low transfer dependency","1995","66 and older","inadequately","30","0.811392973420288","0.685343282702238","0.937442664138338"
"Very low transfer dependency","1995","66 and older","general elemantary","483","0.978373440082704","0.965585047932454","0.991161832232953"
"Very low transfer dependency","1995","66 and older","middle vocational","740","0.992373266002264","0.986138730248252","0.998607801756277"
"Very low transfer dependency","1995","66 and older","vocational + Abi","22","","",""
"Very low transfer dependency","1995","66 and older","higher vocational","85","1","1","1"
"Very low transfer dependency","1995","66 and older","higher education","153","1","1","1"
"Low transfer dependency","1995","16-34 y.","in school","16","","",""
"Low transfer dependency","1995","16-34 y.","inadequately","8","","",""
"Low transfer dependency","1995","16-34 y.","general elemantary","62","0.0595821385803962","0.0441940517722797","0.0749702253885128"
"Low transfer dependency","1995","16-34 y.","middle vocational","212","0.0759446284325227","0.0655520495574309","0.0863372073076144"
"Low transfer dependency","1995","16-34 y.","vocational + Abi","13","","",""
"Low transfer dependency","1995","16-34 y.","higher vocational","11","","",""
"Low transfer dependency","1995","16-34 y.","higher education","21","","",""
"Low transfer dependency","1995","35-65 y.","in school","","","",""
"Low transfer dependency","1995","35-65 y.","inadequately","26","","",""
"Low transfer dependency","1995","35-65 y.","general elemantary","74","0.0568219213965155","0.0430786650040379","0.0705651777889931"
"Low transfer dependency","1995","35-65 y.","middle vocational","202","0.0454256259093428","0.0384921371265782","0.0523591146921074"
"Low transfer dependency","1995","35-65 y.","vocational + Abi","20","","",""
"Low transfer dependency","1995","35-65 y.","higher vocational","16","","",""
"Low transfer dependency","1995","35-65 y.","higher education","47","0.0305880240366272","0.0207168061730333","0.0404592419002211"
"Low transfer dependency","1995","66 and older","in school","","","",""
"Low transfer dependency","1995","66 and older","inadequately","3","","",""
"Low transfer dependency","1995","66 and older","general elemantary","9","","",""
"Low transfer dependency","1995","66 and older","middle vocational","5","","",""
"Low transfer dependency","1995","66 and older","vocational + Abi","","","",""
"Low transfer dependency","1995","66 and older","higher vocational","","","",""
"Low transfer dependency","1995","66 and older","higher education","","","",""
"High transfer dependency","1995","16-34 y.","in school","9","","",""
"High transfer dependency","1995","16-34 y.","inadequately","2","","",""
"High transfer dependency","1995","16-34 y.","general elemantary","34","0.0445327120565274","0.0311231796820268","0.0579422444310279"
"High transfer dependency","1995","16-34 y.","middle vocational","52","0.0235130625667787","0.017568586001484","0.0294575391320734"
"High transfer dependency","1995","16-34 y.","vocational + Abi","4","","",""
"High transfer dependency","1995","16-34 y.","higher vocational","3","","",""
"High transfer dependency","1995","16-34 y.","higher education","3","","",""
"High transfer dependency","1995","35-65 y.","in school","","","",""
"High transfer dependency","1995","35-65 y.","inadequately","15","","",""
"High transfer dependency","1995","35-65 y.","general elemantary","27","","",""
"High transfer dependency","1995","35-65 y.","middle vocational","65","0.0150946936989288","0.0110348822632045","0.0191545051346532"
"High transfer dependency","1995","35-65 y.","vocational + Abi","6","","",""
"High transfer dependency","1995","35-65 y.","higher vocational","","","",""
"High transfer dependency","1995","35-65 y.","higher education","11","","",""
"High transfer dependency","1995","66 and older","in school","","","",""
"High transfer dependency","1995","66 and older","inadequately","3","","",""
"High transfer dependency","1995","66 and older","general elemantary","2","","",""
"High transfer dependency","1995","66 and older","middle vocational","2","","",""
"High transfer dependency","1995","66 and older","vocational + Abi","","","",""
"High transfer dependency","1995","66 and older","higher vocational","","","",""
"High transfer dependency","1995","66 and older","higher education","","","",""
"Very high transfer dependency","1995","16-34 y.","in school","8","","",""
"Very high transfer dependency","1995","16-34 y.","inadequately","8","","",""
"Very high transfer dependency","1995","16-34 y.","general elemantary","47","0.0639172870337803","0.0480159944576736","0.0798185796098871"
"Very high transfer dependency","1995","16-34 y.","middle vocational","65","0.0292430242889507","0.0226331651718866","0.0358528834060148"
"Very high transfer dependency","1995","16-34 y.","vocational + Abi","16","","",""
"Very high transfer dependency","1995","16-34 y.","higher vocational","6","","",""
"Very high transfer dependency","1995","16-34 y.","higher education","12","","",""
"Very high transfer dependency","1995","35-65 y.","in school","","","",""
"Very high transfer dependency","1995","35-65 y.","inadequately","15","","",""
"Very high transfer dependency","1995","35-65 y.","general elemantary","32","0.0306808240460498","0.020443139246104","0.0409185088459957"
"Very high transfer dependency","1995","35-65 y.","middle vocational","72","0.0253679714359806","0.0201324531457993","0.0306034897261619"
"Very high transfer dependency","1995","35-65 y.","vocational + Abi","4","","",""
"Very high transfer dependency","1995","35-65 y.","higher vocational","13","","",""
"Very high transfer dependency","1995","35-65 y.","higher education","18","","",""
"Very high transfer dependency","1995","66 and older","in school","","","",""
"Very high transfer dependency","1995","66 and older","inadequately","1","","",""
"Very high transfer dependency","1995","66 and older","general elemantary","3","","",""
"Very high transfer dependency","1995","66 and older","middle vocational","1","","",""
"Very high transfer dependency","1995","66 and older","vocational + Abi","1","","",""
"Very high transfer dependency","1995","66 and older","higher vocational","","","",""
"Very high transfer dependency","1995","66 and older","higher education","","","",""
"Very low transfer dependency","1996","16-34 y.","in school","262","0.924289137355514","0.893895364162216","0.954682910548812"
"Very low transfer dependency","1996","16-34 y.","inadequately","89","0.711021567332007","0.627812669753881","0.794230464910134"
"Very low transfer dependency","1996","16-34 y.","general elemantary","711","0.843115370319875","0.818808302808115","0.867422437831636"
"Very low transfer dependency","1996","16-34 y.","middle vocational","2073","0.88642121662596","0.873644059426355","0.899198373825565"
"Very low transfer dependency","1996","16-34 y.","vocational + Abi","246","0.888803714889392","0.851579900037943","0.926027529740842"
"Very low transfer dependency","1996","16-34 y.","higher vocational","216","0.944283622114883","0.914379122649581","0.974188121580186"
"Very low transfer dependency","1996","16-34 y.","higher education","395","0.942555854580213","0.920381328769101","0.964730380391324"
"Very low transfer dependency","1996","35-65 y.","in school","","","",""
"Very low transfer dependency","1996","35-65 y.","inadequately","269","0.802993642408828","0.760338535795724","0.845648749021931"
"Very low transfer dependency","1996","35-65 y.","general elemantary","888","0.858980818812219","0.837919227839164","0.880042409785275"
"Very low transfer dependency","1996","35-65 y.","middle vocational","3026","0.891382746997227","0.881002821962954","0.9017626720315"
"Very low transfer dependency","1996","35-65 y.","vocational + Abi","155","0.914091978535962","0.872090764549953","0.956093192521971"
"Very low transfer dependency","1996","35-65 y.","higher vocational","416","0.900673821957693","0.873281365219462","0.928066278695924"
"Very low transfer dependency","1996","35-65 y.","higher education","1079","0.92948052985506","0.914872832715846","0.944088226994274"
"Very low transfer dependency","1996","66 and older","in school","","","",""
"Very low transfer dependency","1996","66 and older","inadequately","36","0.828286421304228","0.715565000603902","0.941007842004555"
"Very low transfer dependency","1996","66 and older","general elemantary","463","0.968860966465685","0.95330619521988","0.984415737711489"
"Very low transfer dependency","1996","66 and older","middle vocational","759","0.984760056461559","0.976146262628861","0.993373850294258"
"Very low transfer dependency","1996","66 and older","vocational + Abi","25","","",""
"Very low transfer dependency","1996","66 and older","higher vocational","79","0.984782293683917","0.957956794490377","1.01160779287746"
"Very low transfer dependency","1996","66 and older","higher education","156","0.995494462637476","0.98505177543167","1.00593714984328"
"Low transfer dependency","1996","16-34 y.","in school","12","","",""
"Low transfer dependency","1996","16-34 y.","inadequately","13","","",""
"Low transfer dependency","1996","16-34 y.","general elemantary","73","0.0757110024687388","0.058031002684678","0.0933910022527996"
"Low transfer dependency","1996","16-34 y.","middle vocational","195","0.0681123232282951","0.0579671330660129","0.0782575133905774"
"Low transfer dependency","1996","16-34 y.","vocational + Abi","18","","",""
"Low transfer dependency","1996","16-34 y.","higher vocational","5","","",""
"Low transfer dependency","1996","16-34 y.","higher education","17","","",""
"Low transfer dependency","1996","35-65 y.","in school","","","",""
"Low transfer dependency","1996","35-65 y.","inadequately","31","0.0744580687998294","0.0463048023223753","0.102611335277283"
"Low transfer dependency","1996","35-65 y.","general elemantary","91","0.0742634171752157","0.0583965376352933","0.090130296715138"
"Low transfer dependency","1996","35-65 y.","middle vocational","223","0.0522550275425285","0.0448312921688871","0.0596787629161699"
"Low transfer dependency","1996","35-65 y.","vocational + Abi","11","","",""
"Low transfer dependency","1996","35-65 y.","higher vocational","24","","",""
"Low transfer dependency","1996","35-65 y.","higher education","69","0.042590038984014","0.0310685110536938","0.0541115669143342"
"Low transfer dependency","1996","66 and older","in school","","","",""
"Low transfer dependency","1996","66 and older","inadequately","5","","",""
"Low transfer dependency","1996","66 and older","general elemantary","11","","",""
"Low transfer dependency","1996","66 and older","middle vocational","15","","",""
"Low transfer dependency","1996","66 and older","vocational + Abi","1","","",""
"Low transfer dependency","1996","66 and older","higher vocational","","","",""
"Low transfer dependency","1996","66 and older","higher education","1","","",""
