"transab_cat2","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","1995","(0) in school","in school","15","","",""
"Low transfer dependency","1995","(0) in school","inadequately","","","",""
"Low transfer dependency","1995","(0) in school","general elemantary","","","",""
"Low transfer dependency","1995","(0) in school","middle vocational","","","",""
"Low transfer dependency","1995","(0) in school","vocational + Abi","","","",""
"Low transfer dependency","1995","(0) in school","higher vocational","","","",""
"Low transfer dependency","1995","(0) in school","higher education","","","",""
"Low transfer dependency","1995","(1a) inadequately completed","in school","1","","",""
"Low transfer dependency","1995","(1a) inadequately completed","inadequately","36","0.0602918874494295","0.0396338561581222","0.0809499187407367"
"Low transfer dependency","1995","(1a) inadequately completed","general elemantary","","","",""
"Low transfer dependency","1995","(1a) inadequately completed","middle vocational","4","","",""
"Low transfer dependency","1995","(1a) inadequately completed","vocational + Abi","","","",""
"Low transfer dependency","1995","(1a) inadequately completed","higher vocational","","","",""
"Low transfer dependency","1995","(1a) inadequately completed","higher education","","","",""
"Low transfer dependency","1995","(1b) general elementary school","in school","","","",""
"Low transfer dependency","1995","(1b) general elementary school","inadequately","1","","",""
"Low transfer dependency","1995","(1b) general elementary school","general elemantary","116","0.0446647635017221","0.0356633530106212","0.053666173992823"
"Low transfer dependency","1995","(1b) general elementary school","middle vocational","","","",""
"Low transfer dependency","1995","(1b) general elementary school","vocational + Abi","","","",""
"Low transfer dependency","1995","(1b) general elementary school","higher vocational","","","",""
"Low transfer dependency","1995","(1b) general elementary school","higher education","","","",""
"Low transfer dependency","1995","(1c) basic vocational qualification","in school","","","",""
"Low transfer dependency","1995","(1c) basic vocational qualification","inadequately","","","",""
"Low transfer dependency","1995","(1c) basic vocational qualification","general elemantary","","","",""
"Low transfer dependency","1995","(1c) basic vocational qualification","middle vocational","217","0.0453982129284459","0.0387827789868334","0.0520136468700583"
"Low transfer dependency","1995","(1c) basic vocational qualification","vocational + Abi","","","",""
"Low transfer dependency","1995","(1c) basic vocational qualification","higher vocational","9","","",""
"Low transfer dependency","1995","(1c) basic vocational qualification","higher education","","","",""
"Low transfer dependency","1995","(2b) intermediate general qualification","in school","","","",""
"Low transfer dependency","1995","(2b) intermediate general qualification","inadequately","","","",""
"Low transfer dependency","1995","(2b) intermediate general qualification","general elemantary","29","","",""
"Low transfer dependency","1995","(2b) intermediate general qualification","middle vocational","","","",""
"Low transfer dependency","1995","(2b) intermediate general qualification","vocational + Abi","","","",""
"Low transfer dependency","1995","(2b) intermediate general qualification","higher vocational","","","",""
"Low transfer dependency","1995","(2b) intermediate general qualification","higher education","","","",""
"Low transfer dependency","1995","(2a) intermediate vocational","in school","","","",""
"Low transfer dependency","1995","(2a) intermediate vocational","inadequately","","","",""
"Low transfer dependency","1995","(2a) intermediate vocational","general elemantary","","","",""
"Low transfer dependency","1995","(2a) intermediate vocational","middle vocational","170","0.0510799014707302","0.0420528724868529","0.0601069304546075"
"Low transfer dependency","1995","(2a) intermediate vocational","vocational + Abi","","","",""
"Low transfer dependency","1995","(2a) intermediate vocational","higher vocational","15","","",""
"Low transfer dependency","1995","(2a) intermediate vocational","higher education","","","",""
"Low transfer dependency","1995","(2c_gen) general maturity certificate","in school","","","",""
"Low transfer dependency","1995","(2c_gen) general maturity certificate","inadequately","","","",""
"Low transfer dependency","1995","(2c_gen) general maturity certificate","general elemantary","","","",""
"Low transfer dependency","1995","(2c_gen) general maturity certificate","middle vocational","25","","",""
"Low transfer dependency","1995","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Low transfer dependency","1995","(2c_gen) general maturity certificate","higher vocational","","","",""
"Low transfer dependency","1995","(2c_gen) general maturity certificate","higher education","","","",""
"Low transfer dependency","1995","(2c_voc) vocational maturity certificate","in school","","","",""
"Low transfer dependency","1995","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Low transfer dependency","1995","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Low transfer dependency","1995","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Low transfer dependency","1995","(2c_voc) vocational maturity certificate","vocational + Abi","33","0.0470848748492001","0.0280759864097488","0.0660937632886514"
"Low transfer dependency","1995","(2c_voc) vocational maturity certificate","higher vocational","3","","",""
"Low transfer dependency","1995","(2c_voc) vocational maturity certificate","higher education","","","",""
"Low transfer dependency","1995","(3a) lower tertiary education","in school","","","",""
"Low transfer dependency","1995","(3a) lower tertiary education","inadequately","","","",""
"Low transfer dependency","1995","(3a) lower tertiary education","general elemantary","","","",""
"Low transfer dependency","1995","(3a) lower tertiary education","middle vocational","","","",""
"Low transfer dependency","1995","(3a) lower tertiary education","vocational + Abi","","","",""
"Low transfer dependency","1995","(3a) lower tertiary education","higher vocational","","","",""
"Low transfer dependency","1995","(3a) lower tertiary education","higher education","43","0.0389995169412261","0.0260683436376001","0.0519306902448521"
"Low transfer dependency","1995","(3b) higher tertiary education","in school","","","",""
"Low transfer dependency","1995","(3b) higher tertiary education","inadequately","","","",""
"Low transfer dependency","1995","(3b) higher tertiary education","general elemantary","","","",""
"Low transfer dependency","1995","(3b) higher tertiary education","middle vocational","","","",""
"Low transfer dependency","1995","(3b) higher tertiary education","vocational + Abi","","","",""
"Low transfer dependency","1995","(3b) higher tertiary education","higher vocational","","","",""
"Low transfer dependency","1995","(3b) higher tertiary education","higher education","25","","",""
"High transfer dependency","1995","(0) in school","in school","9","","",""
"High transfer dependency","1995","(0) in school","inadequately","","","",""
"High transfer dependency","1995","(0) in school","general elemantary","","","",""
"High transfer dependency","1995","(0) in school","middle vocational","","","",""
"High transfer dependency","1995","(0) in school","vocational + Abi","","","",""
"High transfer dependency","1995","(0) in school","higher vocational","","","",""
"High transfer dependency","1995","(0) in school","higher education","","","",""
"High transfer dependency","1995","(1a) inadequately completed","in school","","","",""
"High transfer dependency","1995","(1a) inadequately completed","inadequately","20","","",""
"High transfer dependency","1995","(1a) inadequately completed","general elemantary","","","",""
"High transfer dependency","1995","(1a) inadequately completed","middle vocational","1","","",""
"High transfer dependency","1995","(1a) inadequately completed","vocational + Abi","","","",""
"High transfer dependency","1995","(1a) inadequately completed","higher vocational","","","",""
"High transfer dependency","1995","(1a) inadequately completed","higher education","","","",""
"High transfer dependency","1995","(1b) general elementary school","in school","","","",""
"High transfer dependency","1995","(1b) general elementary school","inadequately","","","",""
"High transfer dependency","1995","(1b) general elementary school","general elemantary","49","0.022427766887963","0.0159754216732019","0.0288801121027241"
"High transfer dependency","1995","(1b) general elementary school","middle vocational","","","",""
"High transfer dependency","1995","(1b) general elementary school","vocational + Abi","","","",""
"High transfer dependency","1995","(1b) general elementary school","higher vocational","","","",""
"High transfer dependency","1995","(1b) general elementary school","higher education","","","",""
"High transfer dependency","1995","(1c) basic vocational qualification","in school","","","",""
"High transfer dependency","1995","(1c) basic vocational qualification","inadequately","","","",""
"High transfer dependency","1995","(1c) basic vocational qualification","general elemantary","","","",""
"High transfer dependency","1995","(1c) basic vocational qualification","middle vocational","66","0.0148069309831392","0.0109687889960451","0.0186450729702333"
"High transfer dependency","1995","(1c) basic vocational qualification","vocational + Abi","","","",""
"High transfer dependency","1995","(1c) basic vocational qualification","higher vocational","1","","",""
"High transfer dependency","1995","(1c) basic vocational qualification","higher education","","","",""
"High transfer dependency","1995","(2b) intermediate general qualification","in school","","","",""
"High transfer dependency","1995","(2b) intermediate general qualification","inadequately","","","",""
"High transfer dependency","1995","(2b) intermediate general qualification","general elemantary","14","","",""
"High transfer dependency","1995","(2b) intermediate general qualification","middle vocational","","","",""
"High transfer dependency","1995","(2b) intermediate general qualification","vocational + Abi","","","",""
"High transfer dependency","1995","(2b) intermediate general qualification","higher vocational","","","",""
"High transfer dependency","1995","(2b) intermediate general qualification","higher education","","","",""
"High transfer dependency","1995","(2a) intermediate vocational","in school","","","",""
"High transfer dependency","1995","(2a) intermediate vocational","inadequately","","","",""
"High transfer dependency","1995","(2a) intermediate vocational","general elemantary","","","",""
"High transfer dependency","1995","(2a) intermediate vocational","middle vocational","47","0.0191287682165493","0.0135124140073787","0.0247451224257199"
"High transfer dependency","1995","(2a) intermediate vocational","vocational + Abi","","","",""
"High transfer dependency","1995","(2a) intermediate vocational","higher vocational","2","","",""
"High transfer dependency","1995","(2a) intermediate vocational","higher education","","","",""
"High transfer dependency","1995","(2c_gen) general maturity certificate","in school","","","",""
"High transfer dependency","1995","(2c_gen) general maturity certificate","inadequately","","","",""
"High transfer dependency","1995","(2c_gen) general maturity certificate","general elemantary","","","",""
"High transfer dependency","1995","(2c_gen) general maturity certificate","middle vocational","5","","",""
"High transfer dependency","1995","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"High transfer dependency","1995","(2c_gen) general maturity certificate","higher vocational","","","",""
"High transfer dependency","1995","(2c_gen) general maturity certificate","higher education","","","",""
"High transfer dependency","1995","(2c_voc) vocational maturity certificate","in school","","","",""
"High transfer dependency","1995","(2c_voc) vocational maturity certificate","inadequately","","","",""
"High transfer dependency","1995","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"High transfer dependency","1995","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"High transfer dependency","1995","(2c_voc) vocational maturity certificate","vocational + Abi","10","","",""
"High transfer dependency","1995","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"High transfer dependency","1995","(2c_voc) vocational maturity certificate","higher education","","","",""
"High transfer dependency","1995","(3a) lower tertiary education","in school","","","",""
"High transfer dependency","1995","(3a) lower tertiary education","inadequately","","","",""
"High transfer dependency","1995","(3a) lower tertiary education","general elemantary","","","",""
"High transfer dependency","1995","(3a) lower tertiary education","middle vocational","","","",""
"High transfer dependency","1995","(3a) lower tertiary education","vocational + Abi","","","",""
"High transfer dependency","1995","(3a) lower tertiary education","higher vocational","","","",""
"High transfer dependency","1995","(3a) lower tertiary education","higher education","10","","",""
"High transfer dependency","1995","(3b) higher tertiary education","in school","","","",""
"High transfer dependency","1995","(3b) higher tertiary education","inadequately","","","",""
"High transfer dependency","1995","(3b) higher tertiary education","general elemantary","","","",""
"High transfer dependency","1995","(3b) higher tertiary education","middle vocational","","","",""
"High transfer dependency","1995","(3b) higher tertiary education","vocational + Abi","","","",""
"High transfer dependency","1995","(3b) higher tertiary education","higher vocational","","","",""
"High transfer dependency","1995","(3b) higher tertiary education","higher education","4","","",""
"Very high transfer dependency","1995","(0) in school","in school","7","","",""
"Very high transfer dependency","1995","(0) in school","inadequately","","","",""
"Very high transfer dependency","1995","(0) in school","general elemantary","","","",""
"Very high transfer dependency","1995","(0) in school","middle vocational","","","",""
"Very high transfer dependency","1995","(0) in school","vocational + Abi","","","",""
"Very high transfer dependency","1995","(0) in school","higher vocational","","","",""
"Very high transfer dependency","1995","(0) in school","higher education","","","",""
"Very high transfer dependency","1995","(1a) inadequately completed","in school","1","","",""
"Very high transfer dependency","1995","(1a) inadequately completed","inadequately","20","","",""
"Very high transfer dependency","1995","(1a) inadequately completed","general elemantary","","","",""
"Very high transfer dependency","1995","(1a) inadequately completed","middle vocational","4","","",""
"Very high transfer dependency","1995","(1a) inadequately completed","vocational + Abi","","","",""
"Very high transfer dependency","1995","(1a) inadequately completed","higher vocational","","","",""
"Very high transfer dependency","1995","(1a) inadequately completed","higher education","","","",""
"Very high transfer dependency","1995","(1b) general elementary school","in school","","","",""
"Very high transfer dependency","1995","(1b) general elementary school","inadequately","4","","",""
"Very high transfer dependency","1995","(1b) general elementary school","general elemantary","70","0.0324882399567745","0.0247624771942371","0.0402140027193119"
"Very high transfer dependency","1995","(1b) general elementary school","middle vocational","","","",""
"Very high transfer dependency","1995","(1b) general elementary school","vocational + Abi","","","",""
"Very high transfer dependency","1995","(1b) general elementary school","higher vocational","","","",""
"Very high transfer dependency","1995","(1b) general elementary school","higher education","","","",""
"Very high transfer dependency","1995","(1c) basic vocational qualification","in school","","","",""
"Very high transfer dependency","1995","(1c) basic vocational qualification","inadequately","","","",""
"Very high transfer dependency","1995","(1c) basic vocational qualification","general elemantary","","","",""
"Very high transfer dependency","1995","(1c) basic vocational qualification","middle vocational","82","0.0249531472396511","0.0199963261494128","0.0299099683298894"
"Very high transfer dependency","1995","(1c) basic vocational qualification","vocational + Abi","","","",""
"Very high transfer dependency","1995","(1c) basic vocational qualification","higher vocational","7","","",""
"Very high transfer dependency","1995","(1c) basic vocational qualification","higher education","","","",""
"Very high transfer dependency","1995","(2b) intermediate general qualification","in school","","","",""
"Very high transfer dependency","1995","(2b) intermediate general qualification","inadequately","","","",""
"Very high transfer dependency","1995","(2b) intermediate general qualification","general elemantary","12","","",""
"Very high transfer dependency","1995","(2b) intermediate general qualification","middle vocational","","","",""
"Very high transfer dependency","1995","(2b) intermediate general qualification","vocational + Abi","","","",""
"Very high transfer dependency","1995","(2b) intermediate general qualification","higher vocational","","","",""
"Very high transfer dependency","1995","(2b) intermediate general qualification","higher education","","","",""
"Very high transfer dependency","1995","(2a) intermediate vocational","in school","","","",""
"Very high transfer dependency","1995","(2a) intermediate vocational","inadequately","","","",""
"Very high transfer dependency","1995","(2a) intermediate vocational","general elemantary","","","",""
"Very high transfer dependency","1995","(2a) intermediate vocational","middle vocational","36","0.0139560950500103","0.00914620582287805","0.0187659842771426"
"Very high transfer dependency","1995","(2a) intermediate vocational","vocational + Abi","","","",""
"Very high transfer dependency","1995","(2a) intermediate vocational","higher vocational","6","","",""
"Very high transfer dependency","1995","(2a) intermediate vocational","higher education","","","",""
"Very high transfer dependency","1995","(2c_gen) general maturity certificate","in school","","","",""
"Very high transfer dependency","1995","(2c_gen) general maturity certificate","inadequately","","","",""
"Very high transfer dependency","1995","(2c_gen) general maturity certificate","general elemantary","","","",""
"Very high transfer dependency","1995","(2c_gen) general maturity certificate","middle vocational","15","","",""
"Very high transfer dependency","1995","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Very high transfer dependency","1995","(2c_gen) general maturity certificate","higher vocational","","","",""
"Very high transfer dependency","1995","(2c_gen) general maturity certificate","higher education","","","",""
"Very high transfer dependency","1995","(2c_voc) vocational maturity certificate","in school","","","",""
"Very high transfer dependency","1995","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Very high transfer dependency","1995","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Very high transfer dependency","1995","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Very high transfer dependency","1995","(2c_voc) vocational maturity certificate","vocational + Abi","21","","",""
"Very high transfer dependency","1995","(2c_voc) vocational maturity certificate","higher vocational","6","","",""
"Very high transfer dependency","1995","(2c_voc) vocational maturity certificate","higher education","","","",""
"Very high transfer dependency","1995","(3a) lower tertiary education","in school","","","",""
"Very high transfer dependency","1995","(3a) lower tertiary education","inadequately","","","",""
"Very high transfer dependency","1995","(3a) lower tertiary education","general elemantary","","","",""
"Very high transfer dependency","1995","(3a) lower tertiary education","middle vocational","","","",""
"Very high transfer dependency","1995","(3a) lower tertiary education","vocational + Abi","","","",""
"Very high transfer dependency","1995","(3a) lower tertiary education","higher vocational","","","",""
"Very high transfer dependency","1995","(3a) lower tertiary education","higher education","11","","",""
"Very high transfer dependency","1995","(3b) higher tertiary education","in school","","","",""
"Very high transfer dependency","1995","(3b) higher tertiary education","inadequately","","","",""
"Very high transfer dependency","1995","(3b) higher tertiary education","general elemantary","","","",""
"Very high transfer dependency","1995","(3b) higher tertiary education","middle vocational","","","",""
"Very high transfer dependency","1995","(3b) higher tertiary education","vocational + Abi","","","",""
"Very high transfer dependency","1995","(3b) higher tertiary education","higher vocational","","","",""
"Very high transfer dependency","1995","(3b) higher tertiary education","higher education","19","","",""
"Very low transfer dependency","1996","(0) in school","in school","255","0.924930642309036","0.894230470424236","0.955630814193837"
"Very low transfer dependency","1996","(0) in school","inadequately","","","",""
"Very low transfer dependency","1996","(0) in school","general elemantary","","","",""
"Very low transfer dependency","1996","(0) in school","middle vocational","1","","",""
"Very low transfer dependency","1996","(0) in school","vocational + Abi","","","",""
"Very low transfer dependency","1996","(0) in school","higher vocational","","","",""
"Very low transfer dependency","1996","(0) in school","higher education","","","",""
"Very low transfer dependency","1996","(1a) inadequately completed","in school","7","","",""
"Very low transfer dependency","1996","(1a) inadequately completed","inadequately","373","0.788726100445355","0.751583258415785","0.825868942474924"
"Very low transfer dependency","1996","(1a) inadequately completed","general elemantary","","","",""
"Very low transfer dependency","1996","(1a) inadequately completed","middle vocational","69","0.919394394516124","0.858191094007346","0.980597695024903"
"Very low transfer dependency","1996","(1a) inadequately completed","vocational + Abi","","","",""
"Very low transfer dependency","1996","(1a) inadequately completed","higher vocational","6","","",""
"Very low transfer dependency","1996","(1a) inadequately completed","higher education","","","",""
"Very low transfer dependency","1996","(1b) general elementary school","in school","","","",""
"Very low transfer dependency","1996","(1b) general elementary school","inadequately","21","","",""
"Very low transfer dependency","1996","(1b) general elementary school","general elemantary","1656","0.889905278869666","0.875911772857763","0.903898784881568"
"Very low transfer dependency","1996","(1b) general elementary school","middle vocational","","","",""
"Very low transfer dependency","1996","(1b) general elementary school","vocational + Abi","","","",""
"Very low transfer dependency","1996","(1b) general elementary school","higher vocational","","","",""
"Very low transfer dependency","1996","(1b) general elementary school","higher education","","","",""
"Very low transfer dependency","1996","(1c) basic vocational qualification","in school","","","",""
"Very low transfer dependency","1996","(1c) basic vocational qualification","inadequately","","","",""
"Very low transfer dependency","1996","(1c) basic vocational qualification","general elemantary","","","",""
"Very low transfer dependency","1996","(1c) basic vocational qualification","middle vocational","3289","0.901426349695721","0.891839571368693","0.911013128022748"
"Very low transfer dependency","1996","(1c) basic vocational qualification","vocational + Abi","","","",""
"Very low transfer dependency","1996","(1c) basic vocational qualification","higher vocational","253","0.929718006406038","0.899395546906189","0.960040465905887"
"Very low transfer dependency","1996","(1c) basic vocational qualification","higher education","","","",""
"Very low transfer dependency","1996","(2b) intermediate general qualification","in school","","","",""
"Very low transfer dependency","1996","(2b) intermediate general qualification","inadequately","","","",""
"Very low transfer dependency","1996","(2b) intermediate general qualification","general elemantary","406","0.904762643709203","0.878110869288783","0.931414418129623"
"Very low transfer dependency","1996","(2b) intermediate general qualification","middle vocational","","","",""
"Very low transfer dependency","1996","(2b) intermediate general qualification","vocational + Abi","","","",""
"Very low transfer dependency","1996","(2b) intermediate general qualification","higher vocational","","","",""
"Very low transfer dependency","1996","(2b) intermediate general qualification","higher education","","","",""
"Very low transfer dependency","1996","(2a) intermediate vocational","in school","","","",""
"Very low transfer dependency","1996","(2a) intermediate vocational","inadequately","","","",""
"Very low transfer dependency","1996","(2a) intermediate vocational","general elemantary","","","",""
"Very low transfer dependency","1996","(2a) intermediate vocational","middle vocational","2024","0.914262586019602","0.902783015171103","0.925742156868102"
"Very low transfer dependency","1996","(2a) intermediate vocational","vocational + Abi","","","",""
"Very low transfer dependency","1996","(2a) intermediate vocational","higher vocational","328","0.916088570087727","0.887165790262659","0.945011349912796"
"Very low transfer dependency","1996","(2a) intermediate vocational","higher education","","","",""
"Very low transfer dependency","1996","(2c_gen) general maturity certificate","in school","","","",""
"Very low transfer dependency","1996","(2c_gen) general maturity certificate","inadequately","","","",""
"Very low transfer dependency","1996","(2c_gen) general maturity certificate","general elemantary","","","",""
"Very low transfer dependency","1996","(2c_gen) general maturity certificate","middle vocational","392","0.921969926359037","0.896822313929311","0.947117538788762"
"Very low transfer dependency","1996","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Very low transfer dependency","1996","(2c_gen) general maturity certificate","higher vocational","","","",""
"Very low transfer dependency","1996","(2c_gen) general maturity certificate","higher education","","","",""
"Very low transfer dependency","1996","(2c_voc) vocational maturity certificate","in school","","","",""
"Very low transfer dependency","1996","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Very low transfer dependency","1996","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Very low transfer dependency","1996","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Very low transfer dependency","1996","(2c_voc) vocational maturity certificate","vocational + Abi","426","0.89875530788248","0.871541835658815","0.925968780106145"
"Very low transfer dependency","1996","(2c_voc) vocational maturity certificate","higher vocational","119","0.926624502352581","0.881095279398973","0.972153725306189"
"Very low transfer dependency","1996","(2c_voc) vocational maturity certificate","higher education","","","",""
"Very low transfer dependency","1996","(3a) lower tertiary education","in school","","","",""
"Very low transfer dependency","1996","(3a) lower tertiary education","inadequately","","","",""
"Very low transfer dependency","1996","(3a) lower tertiary education","general elemantary","","","",""
"Very low transfer dependency","1996","(3a) lower tertiary education","middle vocational","","","",""
"Very low transfer dependency","1996","(3a) lower tertiary education","vocational + Abi","","","",""
"Very low transfer dependency","1996","(3a) lower tertiary education","higher vocational","","","",""
"Very low transfer dependency","1996","(3a) lower tertiary education","higher education","797","0.935832816790655","0.919549454428874","0.952116179152436"
"Very low transfer dependency","1996","(3b) higher tertiary education","in school","","","",""
"Very low transfer dependency","1996","(3b) higher tertiary education","inadequately","","","",""
"Very low transfer dependency","1996","(3b) higher tertiary education","general elemantary","","","",""
"Very low transfer dependency","1996","(3b) higher tertiary education","middle vocational","","","",""
"Very low transfer dependency","1996","(3b) higher tertiary education","vocational + Abi","","","",""
"Very low transfer dependency","1996","(3b) higher tertiary education","higher vocational","","","",""
"Very low transfer dependency","1996","(3b) higher tertiary education","higher education","833","0.944779796462742","0.929782135236726","0.959777457688759"
"Low transfer dependency","1996","(0) in school","in school","11","","",""
"Low transfer dependency","1996","(0) in school","inadequately","","","",""
"Low transfer dependency","1996","(0) in school","general elemantary","","","",""
"Low transfer dependency","1996","(0) in school","middle vocational","","","",""
"Low transfer dependency","1996","(0) in school","vocational + Abi","","","",""
"Low transfer dependency","1996","(0) in school","higher vocational","","","",""
"Low transfer dependency","1996","(0) in school","higher education","","","",""
"Low transfer dependency","1996","(1a) inadequately completed","in school","1","","",""
"Low transfer dependency","1996","(1a) inadequately completed","inadequately","47","0.0930708102822927","0.0666356140731933","0.119506006491392"
"Low transfer dependency","1996","(1a) inadequately completed","general elemantary","","","",""
"Low transfer dependency","1996","(1a) inadequately completed","middle vocational","3","","",""
"Low transfer dependency","1996","(1a) inadequately completed","vocational + Abi","","","",""
"Low transfer dependency","1996","(1a) inadequately completed","higher vocational","","","",""
"Low transfer dependency","1996","(1a) inadequately completed","higher education","","","",""
"Low transfer dependency","1996","(1b) general elementary school","in school","","","",""
"Low transfer dependency","1996","(1b) general elementary school","inadequately","2","","",""
"Low transfer dependency","1996","(1b) general elementary school","general elemantary","138","0.0546914456170822","0.0445261995768689","0.0648566916572956"
"Low transfer dependency","1996","(1b) general elementary school","middle vocational","","","",""
"Low transfer dependency","1996","(1b) general elementary school","vocational + Abi","","","",""
"Low transfer dependency","1996","(1b) general elementary school","higher vocational","","","",""
"Low transfer dependency","1996","(1b) general elementary school","higher education","","","",""
"Low transfer dependency","1996","(1c) basic vocational qualification","in school","","","",""
"Low transfer dependency","1996","(1c) basic vocational qualification","inadequately","","","",""
"Low transfer dependency","1996","(1c) basic vocational qualification","general elemantary","","","",""
"Low transfer dependency","1996","(1c) basic vocational qualification","middle vocational","223","0.048488119753633","0.0415801262469194","0.0553961132603466"
"Low transfer dependency","1996","(1c) basic vocational qualification","vocational + Abi","","","",""
"Low transfer dependency","1996","(1c) basic vocational qualification","higher vocational","9","","",""
"Low transfer dependency","1996","(1c) basic vocational qualification","higher education","","","",""
"Low transfer dependency","1996","(2b) intermediate general qualification","in school","","","",""
"Low transfer dependency","1996","(2b) intermediate general qualification","inadequately","","","",""
"Low transfer dependency","1996","(2b) intermediate general qualification","general elemantary","37","0.0590317453462592","0.0376331419002287","0.0804303487922896"
"Low transfer dependency","1996","(2b) intermediate general qualification","middle vocational","","","",""
"Low transfer dependency","1996","(2b) intermediate general qualification","vocational + Abi","","","",""
"Low transfer dependency","1996","(2b) intermediate general qualification","higher vocational","","","",""
"Low transfer dependency","1996","(2b) intermediate general qualification","higher education","","","",""
"Low transfer dependency","1996","(2a) intermediate vocational","in school","","","",""
"Low transfer dependency","1996","(2a) intermediate vocational","inadequately","","","",""
"Low transfer dependency","1996","(2a) intermediate vocational","general elemantary","","","",""
"Low transfer dependency","1996","(2a) intermediate vocational","middle vocational","185","0.0554867955360801","0.0461002924376895","0.0648732986344708"
"Low transfer dependency","1996","(2a) intermediate vocational","vocational + Abi","","","",""
"Low transfer dependency","1996","(2a) intermediate vocational","higher vocational","16","","",""
"Low transfer dependency","1996","(2a) intermediate vocational","higher education","","","",""
"Low transfer dependency","1996","(2c_gen) general maturity certificate","in school","","","",""
"Low transfer dependency","1996","(2c_gen) general maturity certificate","inadequately","","","",""
"Low transfer dependency","1996","(2c_gen) general maturity certificate","general elemantary","","","",""
"Low transfer dependency","1996","(2c_gen) general maturity certificate","middle vocational","22","","",""
"Low transfer dependency","1996","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Low transfer dependency","1996","(2c_gen) general maturity certificate","higher vocational","","","",""
"Low transfer dependency","1996","(2c_gen) general maturity certificate","higher education","","","",""
"Low transfer dependency","1996","(2c_voc) vocational maturity certificate","in school","","","",""
"Low transfer dependency","1996","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Low transfer dependency","1996","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Low transfer dependency","1996","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Low transfer dependency","1996","(2c_voc) vocational maturity certificate","vocational + Abi","30","0.0575683184905741","0.0365550406666333","0.078581596314515"
"Low transfer dependency","1996","(2c_voc) vocational maturity certificate","higher vocational","3","","",""
"Low transfer dependency","1996","(2c_voc) vocational maturity certificate","higher education","","","",""
"Low transfer dependency","1996","(3a) lower tertiary education","in school","","","",""
"Low transfer dependency","1996","(3a) lower tertiary education","inadequately","","","",""
"Low transfer dependency","1996","(3a) lower tertiary education","general elemantary","","","",""
"Low transfer dependency","1996","(3a) lower tertiary education","middle vocational","","","",""
"Low transfer dependency","1996","(3a) lower tertiary education","vocational + Abi","","","",""
"Low transfer dependency","1996","(3a) lower tertiary education","higher vocational","","","",""
"Low transfer dependency","1996","(3a) lower tertiary education","higher education","49","0.0410115141273536","0.0278335578313223","0.0541894704233848"
"Low transfer dependency","1996","(3b) higher tertiary education","in school","","","",""
"Low transfer dependency","1996","(3b) higher tertiary education","inadequately","","","",""
"Low transfer dependency","1996","(3b) higher tertiary education","general elemantary","","","",""
"Low transfer dependency","1996","(3b) higher tertiary education","middle vocational","","","",""
"Low transfer dependency","1996","(3b) higher tertiary education","vocational + Abi","","","",""
"Low transfer dependency","1996","(3b) higher tertiary education","higher vocational","","","",""
"Low transfer dependency","1996","(3b) higher tertiary education","higher education","38","0.0302050900256233","0.0189670841086633","0.0414430959425834"
"High transfer dependency","1996","(0) in school","in school","6","","",""
"High transfer dependency","1996","(0) in school","inadequately","","","",""
"High transfer dependency","1996","(0) in school","general elemantary","","","",""
"High transfer dependency","1996","(0) in school","middle vocational","","","",""
"High transfer dependency","1996","(0) in school","vocational + Abi","","","",""
"High transfer dependency","1996","(0) in school","higher vocational","","","",""
"High transfer dependency","1996","(0) in school","higher education","","","",""
"High transfer dependency","1996","(1a) inadequately completed","in school","","","",""
"High transfer dependency","1996","(1a) inadequately completed","inadequately","17","","",""
"High transfer dependency","1996","(1a) inadequately completed","general elemantary","","","",""
"High transfer dependency","1996","(1a) inadequately completed","middle vocational","2","","",""
"High transfer dependency","1996","(1a) inadequately completed","vocational + Abi","","","",""
"High transfer dependency","1996","(1a) inadequately completed","higher vocational","","","",""
"High transfer dependency","1996","(1a) inadequately completed","higher education","","","",""
"High transfer dependency","1996","(1b) general elementary school","in school","","","",""
"High transfer dependency","1996","(1b) general elementary school","inadequately","","","",""
"High transfer dependency","1996","(1b) general elementary school","general elemantary","57","0.024586047688988","0.0176627940773806","0.0315093013005954"
"High transfer dependency","1996","(1b) general elementary school","middle vocational","","","",""
