"transab_cat2","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","1997","35-65 y.","Rural Area","81","0.0344119568270134","0.026960705199327","0.0418632084546999"
"High transfer dependency","1997","66 and older","Urban Area","6","","",""
"High transfer dependency","1997","66 and older","Rural Area","5","","",""
"Very high transfer dependency","1997","16-34 y.","Urban Area","112","0.0392717330322254","0.0324263390479639","0.046117127016487"
"Very high transfer dependency","1997","16-34 y.","Rural Area","49","0.0412269756379306","0.0311556686898489","0.0512982825860124"
"Very high transfer dependency","1997","35-65 y.","Urban Area","114","0.0323521499824826","0.0270637523166306","0.0376405476483347"
"Very high transfer dependency","1997","35-65 y.","Rural Area","76","0.0380787510963693","0.0302554559934617","0.045902046199277"
"Very high transfer dependency","1997","66 and older","Urban Area","4","","",""
"Very high transfer dependency","1997","66 and older","Rural Area","","","",""
"Very low transfer dependency","1998","16-34 y.","Urban Area","2809","0.865157822860008","0.853418761570444","0.876896884149572"
"Very low transfer dependency","1998","16-34 y.","Rural Area","1293","0.828606911926649","0.810054328829808","0.847159495023491"
"Very low transfer dependency","1998","35-65 y.","Urban Area","4299","0.896544538385197","0.887971605347908","0.905117471422485"
"Very low transfer dependency","1998","35-65 y.","Rural Area","2209","0.845150368879044","0.831335006342909","0.85896573141518"
"Very low transfer dependency","1998","66 and older","Urban Area","1236","0.977761426020318","0.969680097977965","0.985842754062671"
"Very low transfer dependency","1998","66 and older","Rural Area","595","0.975968862279065","0.963825676675846","0.988112047882284"
"Low transfer dependency","1998","16-34 y.","Urban Area","241","0.0635232819610761","0.0551405075511885","0.0719060563709636"
"Low transfer dependency","1998","16-34 y.","Rural Area","193","0.103717659773645","0.0887076065573505","0.11872771298994"
"Low transfer dependency","1998","35-65 y.","Urban Area","296","0.0488542736049395","0.0427863291585414","0.0549222180513376"
"Low transfer dependency","1998","35-65 y.","Rural Area","275","0.0952395565511994","0.0840292964202245","0.106449816682174"
"Low transfer dependency","1998","66 and older","Urban Area","32","0.0164106207229608","0.00944784769586966","0.0233733937500519"
"Low transfer dependency","1998","66 and older","Rural Area","14","","",""
"High transfer dependency","1998","16-34 y.","Urban Area","86","0.0255628084173123","0.0201383793955266","0.0309872374390981"
"High transfer dependency","1998","16-34 y.","Rural Area","49","0.0304559904329816","0.0219963172583649","0.0389156636075984"
"High transfer dependency","1998","35-65 y.","Urban Area","113","0.0224102118979257","0.0182437434715406","0.0265766803243109"
"High transfer dependency","1998","35-65 y.","Rural Area","70","0.0215321848103498","0.0159890233666723","0.0270753462540273"
"High transfer dependency","1998","66 and older","Urban Area","5","","",""
"High transfer dependency","1998","66 and older","Rural Area","","","",""
"Very high transfer dependency","1998","16-34 y.","Urban Area","116","0.0457560867616032","0.0385743917270261","0.0529377817961804"
"Very high transfer dependency","1998","16-34 y.","Rural Area","50","0.0372194378667236","0.0279001651856194","0.0465387105478277"
"Very high transfer dependency","1998","35-65 y.","Urban Area","140","0.0321909761119381","0.0272224372399952","0.0371595149838811"
"Very high transfer dependency","1998","35-65 y.","Rural Area","80","0.0380778897594065","0.0307690810492","0.0453866984696131"
"Very high transfer dependency","1998","66 and older","Urban Area","6","","",""
"Very high transfer dependency","1998","66 and older","Rural Area","2","","",""
"Very low transfer dependency","1999","16-34 y.","Urban Area","2643","0.878684430997592","0.86707451862865","0.890294343366534"
"Very low transfer dependency","1999","16-34 y.","Rural Area","1227","0.804553620254646","0.784683811480731","0.82442342902856"
"Very low transfer dependency","1999","35-65 y.","Urban Area","4245","0.909446252653573","0.901261965648105","0.91763053965904"
"Very low transfer dependency","1999","35-65 y.","Rural Area","2152","0.862545517468994","0.8491627671387","0.875928267799288"
"Very low transfer dependency","1999","66 and older","Urban Area","1185","0.978207024070592","0.970017400935716","0.986396647205469"
"Very low transfer dependency","1999","66 and older","Rural Area","597","0.980200064237948","0.969135643075407","0.99126448540049"
"Low transfer dependency","1999","16-34 y.","Urban Area","214","0.0558808983191482","0.0477132075286975","0.064048589109599"
"Low transfer dependency","1999","16-34 y.","Rural Area","194","0.121337888739572","0.104976824779407","0.137698952699738"
"Low transfer dependency","1999","35-65 y.","Urban Area","295","0.0533406449371189","0.0469320161695822","0.0597492737046557"
"Low transfer dependency","1999","35-65 y.","Rural Area","239","0.0770327420071357","0.0666692590665789","0.0873962249476924"
"Low transfer dependency","1999","66 and older","Urban Area","28","","",""
"Low transfer dependency","1999","66 and older","Rural Area","8","","",""
"High transfer dependency","1999","16-34 y.","Urban Area","95","0.0331903376438106","0.0268204681795886","0.0395602071080326"
"High transfer dependency","1999","16-34 y.","Rural Area","54","0.0305437760034359","0.0219213824755293","0.0391661695313426"
"High transfer dependency","1999","35-65 y.","Urban Area","82","0.0134319590654006","0.010148948205035","0.0167149699257662"
"High transfer dependency","1999","35-65 y.","Rural Area","75","0.0229034794087371","0.0170892203769515","0.0287177384405228"
"High transfer dependency","1999","66 and older","Urban Area","7","","",""
"High transfer dependency","1999","66 and older","Rural Area","3","","",""
"Very high transfer dependency","1999","16-34 y.","Urban Area","86","0.0322443330394492","0.0259628272135349","0.0385258388653635"
"Very high transfer dependency","1999","16-34 y.","Rural Area","55","0.0435647150023458","0.0333365527406877","0.0537928772640039"
"Very high transfer dependency","1999","35-65 y.","Urban Area","101","0.0237811433439076","0.0194357501510441","0.0281265365367711"
"Very high transfer dependency","1999","35-65 y.","Rural Area","77","0.0375182611151333","0.0301325466955494","0.0449039755347172"
"Very high transfer dependency","1999","66 and older","Urban Area","1","","",""
"Very high transfer dependency","1999","66 and older","Rural Area","1","","",""
"Very low transfer dependency","2000","16-34 y.","Urban Area","4047","0.872027814001538","0.862442669009524","0.881612958993552"
"Very low transfer dependency","2000","16-34 y.","Rural Area","1974","0.837772627349975","0.822998812434605","0.852546442265346"
"Very low transfer dependency","2000","35-65 y.","Urban Area","7987","0.916041720011244","0.910250773813947","0.921832666208541"
"Very low transfer dependency","2000","35-65 y.","Rural Area","3909","0.861923796263251","0.851933881110157","0.871913711416346"
"Very low transfer dependency","2000","66 and older","Urban Area","2323","0.976598706983937","0.970531596563539","0.982665817404336"
"Very low transfer dependency","2000","66 and older","Rural Area","1205","0.970889050503468","0.96156553153205","0.980212569474887"
"Low transfer dependency","2000","16-34 y.","Urban Area","353","0.0696871563352748","0.0623813761070478","0.0769929365635019"
"Low transfer dependency","2000","16-34 y.","Rural Area","260","0.101740353247064","0.0896255861620697","0.113855120332059"
"Low transfer dependency","2000","35-65 y.","Urban Area","454","0.0409215420817624","0.0367847546949291","0.0450583294685958"
"Low transfer dependency","2000","35-65 y.","Rural Area","407","0.0798686304687109","0.0720184257506105","0.0877188351868113"
"Low transfer dependency","2000","66 and older","Urban Area","48","0.0179575300092701","0.0126279579964824","0.0232871020220578"
"Low transfer dependency","2000","66 and older","Rural Area","32","0.0203133836108302","0.012489874467709","0.0281368927539513"
"High transfer dependency","2000","16-34 y.","Urban Area","114","0.026858195753416","0.0222194325244378","0.0314969589823941"
"High transfer dependency","2000","16-34 y.","Rural Area","80","0.0300878731005735","0.0232419905751807","0.0369337556259664"
"High transfer dependency","2000","35-65 y.","Urban Area","122","0.012025456870167","0.0097493963457385","0.0143015173945955"
"High transfer dependency","2000","35-65 y.","Rural Area","136","0.0265591848153248","0.0219030012723427","0.031215368358307"
"High transfer dependency","2000","66 and older","Urban Area","9","","",""
"High transfer dependency","2000","66 and older","Rural Area","7","","",""
"Very high transfer dependency","2000","16-34 y.","Urban Area","152","0.0314268339097716","0.0264208176554308","0.0364328501641123"
"Very high transfer dependency","2000","16-34 y.","Rural Area","78","0.030399146302387","0.0235190472353334","0.0372792453694406"
"Very high transfer dependency","2000","35-65 y.","Urban Area","247","0.0310112810368264","0.0273915245864683","0.0346310374871845"
"Very high transfer dependency","2000","35-65 y.","Rural Area","129","0.031648388452713","0.026578944975066","0.03671783193036"
"Very high transfer dependency","2000","66 and older","Urban Area","5","","",""
"Very high transfer dependency","2000","66 and older","Rural Area","5","","",""
"Very low transfer dependency","2001","16-34 y.","Urban Area","3552","0.85609871698419","0.845383811279388","0.866813622688993"
"Very low transfer dependency","2001","16-34 y.","Rural Area","1696","0.844001938897259","0.828456793112308","0.85954708468221"
"Very low transfer dependency","2001","35-65 y.","Urban Area","7313","0.916540308544554","0.910502285832224","0.922578331256884"
"Very low transfer dependency","2001","35-65 y.","Rural Area","3523","0.856405836566649","0.845774982578996","0.867036690554302"
"Very low transfer dependency","2001","66 and older","Urban Area","2204","0.972214329428135","0.965441139703692","0.978987519152577"
"Very low transfer dependency","2001","66 and older","Rural Area","1140","0.974505322118948","0.96549663917597","0.983514005061925"
"Low transfer dependency","2001","16-34 y.","Urban Area","331","0.0798583335199794","0.0715830750500702","0.0881335919898886"
"Low transfer dependency","2001","16-34 y.","Rural Area","253","0.0891274160285372","0.0769207250564328","0.101334107000642"
"Low transfer dependency","2001","35-65 y.","Urban Area","405","0.039756978795427","0.0354914012952194","0.0440225562956346"
"Low transfer dependency","2001","35-65 y.","Rural Area","409","0.083000085405773","0.0746366661695243","0.0913635046420217"
"Low transfer dependency","2001","66 and older","Urban Area","38","0.0173012740191421","0.01192785102396","0.0226746970143242"
"Low transfer dependency","2001","66 and older","Rural Area","29","","",""
"High transfer dependency","2001","16-34 y.","Urban Area","102","0.0274631862787909","0.0224740819750731","0.0324522905825087"
"High transfer dependency","2001","16-34 y.","Rural Area","73","0.0291464773083281","0.0219398283358822","0.036353126280774"
"High transfer dependency","2001","35-65 y.","Urban Area","140","0.0153413784471839","0.0126581626275775","0.0180245942667903"
"High transfer dependency","2001","35-65 y.","Rural Area","109","0.0221017112169625","0.0176449461307391","0.0265584763031859"
"High transfer dependency","2001","66 and older","Urban Area","16","","",""
"High transfer dependency","2001","66 and older","Rural Area","3","","",""
"Very high transfer dependency","2001","16-34 y.","Urban Area","137","0.0365797632170391","0.0308488685731241","0.0423106578609541"
"Very high transfer dependency","2001","16-34 y.","Rural Area","71","0.0377241677658757","0.0295616695397832","0.0458866659919682"
"Very high transfer dependency","2001","35-65 y.","Urban Area","202","0.0283613342128352","0.0247372665842162","0.0319854018414541"
"Very high transfer dependency","2001","35-65 y.","Rural Area","139","0.0384923668106154","0.032660284749262","0.0443244488719687"
"Very high transfer dependency","2001","66 and older","Urban Area","4","","",""
"Very high transfer dependency","2001","66 and older","Rural Area","4","","",""
"Very low transfer dependency","2002","16-34 y.","Urban Area","3534","0.844927049997249","0.833805075946006","0.856049024048492"
"Very low transfer dependency","2002","16-34 y.","Rural Area","1691","0.816879889103009","0.800121109104559","0.833638669101458"
"Very low transfer dependency","2002","35-65 y.","Urban Area","8190","0.901752976725069","0.895570202367628","0.90793575108251"
"Very low transfer dependency","2002","35-65 y.","Rural Area","3724","0.847275343544847","0.836564575627084","0.857986111462609"
"Very low transfer dependency","2002","66 and older","Urban Area","2345","0.970579201511063","0.963828440026904","0.977329962995222"
"Very low transfer dependency","2002","66 and older","Rural Area","1195","0.976540037790252","0.968060619429693","0.985019456150811"
"Low transfer dependency","2002","16-34 y.","Urban Area","307","0.0776731920314033","0.0694492083747775","0.085897175688029"
"Low transfer dependency","2002","16-34 y.","Rural Area","213","0.105968796477429","0.092631720792135","0.119305872162723"
"Low transfer dependency","2002","35-65 y.","Urban Area","363","0.0459697222830872","0.0416196454939645","0.0503197990722099"
"Low transfer dependency","2002","35-65 y.","Rural Area","384","0.0905180838366561","0.0819749254811563","0.0990612421921559"
"Low transfer dependency","2002","66 and older","Urban Area","42","0.0170952818103802","0.0119167829145623","0.0222737807061981"
"Low transfer dependency","2002","66 and older","Rural Area","18","","",""
"High transfer dependency","2002","16-34 y.","Urban Area","108","0.0398260957379778","0.0338176372910973","0.0458345541848582"
"High transfer dependency","2002","16-34 y.","Rural Area","77","0.0414954230090337","0.0328538566364448","0.0501369893816226"
"High transfer dependency","2002","35-65 y.","Urban Area","151","0.0213646102366143","0.0183610396006639","0.0243681808725647"
"High transfer dependency","2002","35-65 y.","Rural Area","100","0.0271965578975615","0.0223534597917784","0.0320396560033446"
"High transfer dependency","2002","66 and older","Urban Area","17","","",""
"High transfer dependency","2002","66 and older","Rural Area","6","","",""
"Very high transfer dependency","2002","16-34 y.","Urban Area","120","0.0375736622333702","0.0317307446658097","0.0434165798009306"
"Very high transfer dependency","2002","16-34 y.","Rural Area","65","0.0356558914105286","0.0276210568053439","0.0436907260157133"
"Very high transfer dependency","2002","35-65 y.","Urban Area","199","0.0309126907552299","0.0273174352321528","0.0345079462783069"
"Very high transfer dependency","2002","35-65 y.","Rural Area","125","0.0350100147209358","0.0295371930601275","0.0404828363817441"
"Very high transfer dependency","2002","66 and older","Urban Area","3","","",""
"Very high transfer dependency","2002","66 and older","Rural Area","5","","",""
"Very low transfer dependency","2003","16-34 y.","Urban Area","3313","0.830446830594596","0.81865951907737","0.842234142111822"
"Very low transfer dependency","2003","16-34 y.","Rural Area","1533","0.795861676708606","0.777832390020712","0.813890963396499"
"Very low transfer dependency","2003","35-65 y.","Urban Area","7761","0.896358540268041","0.889882016087667","0.902835064448415"
"Very low transfer dependency","2003","35-65 y.","Rural Area","3492","0.838278989552959","0.827012857270528","0.84954512183539"
"Very low transfer dependency","2003","66 and older","Urban Area","2393","0.970809641306424","0.964147925934276","0.977471356678572"
"Very low transfer dependency","2003","66 and older","Rural Area","1207","0.965816421789652","0.95571938464073","0.975913458938573"
"Low transfer dependency","2003","16-34 y.","Urban Area","309","0.0788318137454908","0.0703668302849951","0.0872967972059865"
"Low transfer dependency","2003","16-34 y.","Rural Area","229","0.114011398067537","0.0997951275253649","0.128227668609708"
"Low transfer dependency","2003","35-65 y.","Urban Area","419","0.0493976175113453","0.044793071668735","0.0540021633539557"
"Low transfer dependency","2003","35-65 y.","Rural Area","372","0.0932001817304118","0.084304864836782","0.102095498624042"
"Low transfer dependency","2003","66 and older","Urban Area","50","0.022431027940405","0.0165710280295814","0.0282910278512286"
"Low transfer dependency","2003","66 and older","Rural Area","26","","",""
"High transfer dependency","2003","16-34 y.","Urban Area","129","0.0357400454298143","0.0299085424111523","0.0415715484484762"
"High transfer dependency","2003","16-34 y.","Rural Area","68","0.038657914657693","0.0300349686711285","0.0472808606442575"
"High transfer dependency","2003","35-65 y.","Urban Area","114","0.0153562114723522","0.0127433525256072","0.0179690704190973"
"High transfer dependency","2003","35-65 y.","Rural Area","112","0.0295998409256002","0.0244140207788226","0.0347856610723779"
"High transfer dependency","2003","66 and older","Urban Area","7","","",""
"High transfer dependency","2003","66 and older","Rural Area","8","","",""
"Very high transfer dependency","2003","16-34 y.","Urban Area","142","0.0549813102300989","0.0478209704641454","0.0621416499960524"
"Very high transfer dependency","2003","16-34 y.","Rural Area","90","0.0514690105661646","0.0415858432320793","0.0613521779002498"
"Very high transfer dependency","2003","35-65 y.","Urban Area","214","0.0388876307482614","0.0347796615760189","0.0429955999205038"
"Very high transfer dependency","2003","35-65 y.","Rural Area","127","0.0389209877910288","0.0330030716584296","0.044838903923628"
"Very high transfer dependency","2003","66 and older","Urban Area","3","","",""
"Very high transfer dependency","2003","66 and older","Rural Area","3","","",""
"Very low transfer dependency","2004","16-34 y.","Urban Area","3140","0.82382036217114","0.811572905041116","0.836067819301165"
"Very low transfer dependency","2004","16-34 y.","Rural Area","1446","0.749378083588701","0.729688572989611","0.769067594187791"
"Very low transfer dependency","2004","35-65 y.","Urban Area","7432","0.892153638408124","0.885432529574843","0.898874747241404"
"Very low transfer dependency","2004","35-65 y.","Rural Area","3385","0.835356730148559","0.823837977763968","0.84687548253315"
"Very low transfer dependency","2004","66 and older","Urban Area","2458","0.973078581013792","0.966758000943506","0.979399161084078"
"Very low transfer dependency","2004","66 and older","Rural Area","1255","0.965411660342794","0.955447562998636","0.975375757686952"
"Low transfer dependency","2004","16-34 y.","Urban Area","305","0.0899870396625057","0.0807875108973446","0.0991865684276667"
"Low transfer dependency","2004","16-34 y.","Rural Area","257","0.14587539837787","0.129838272148354","0.161912524607385"
"Low transfer dependency","2004","35-65 y.","Urban Area","396","0.0508881534047529","0.0461261972054954","0.0556501096040104"
"Low transfer dependency","2004","35-65 y.","Rural Area","353","0.0880253606530399","0.0792251564368221","0.0968255648692577"
"Low transfer dependency","2004","66 and older","Urban Area","45","0.0188782352610557","0.0135635670244711","0.0241929034976403"
"Low transfer dependency","2004","66 and older","Rural Area","32","0.0294205174163833","0.0202063194127359","0.0386347154200307"
"High transfer dependency","2004","16-34 y.","Urban Area","124","0.034768243409897","0.0288790070304263","0.0406574797893677"
"High transfer dependency","2004","16-34 y.","Rural Area","65","0.0430943764577867","0.0338682424475698","0.0523205104680036"
"High transfer dependency","2004","35-65 y.","Urban Area","131","0.0174331349000892","0.0145972594299554","0.020269010370223"
"High transfer dependency","2004","35-65 y.","Rural Area","105","0.0321287801144844","0.0266516460747851","0.0376059141541837"
"High transfer dependency","2004","66 and older","Urban Area","12","","",""
"High transfer dependency","2004","66 and older","Rural Area","3","","",""
"Very high transfer dependency","2004","16-34 y.","Urban Area","148","0.0514243547564571","0.0443241279640494","0.0585245815488648"
"Very high transfer dependency","2004","16-34 y.","Rural Area","93","0.0616521415756426","0.0507243872808487","0.0725798958704365"
"Very high transfer dependency","2004","35-65 y.","Urban Area","223","0.0395250732870343","0.0353032727442085","0.0437468738298601"
"Very high transfer dependency","2004","35-65 y.","Rural Area","139","0.0444891290839167","0.0380852631480717","0.0508929950197617"
"Very high transfer dependency","2004","66 and older","Urban Area","4","","",""
"Very high transfer dependency","2004","66 and older","Rural Area","2","","",""
"Very low transfer dependency","2005","16-34 y.","Urban Area","2947","0.818428424643485","0.805699079784031","0.831157769502939"
"Very low transfer dependency","2005","16-34 y.","Rural Area","1303","0.72146659420773","0.700439816201926","0.742493372213534"
"Very low transfer dependency","2005","35-65 y.","Urban Area","7004","0.887632431684271","0.88060160657932","0.894663256789221"
"Very low transfer dependency","2005","35-65 y.","Rural Area","3199","0.823580058069102","0.811457413854602","0.835702702283601"
"Very low transfer dependency","2005","66 and older","Urban Area","2474","0.969806246050919","0.96314886636647","0.976463625735369"
"Very low transfer dependency","2005","66 and older","Rural Area","1225","0.956835093192684","0.945666756792786","0.968003429592581"
"Low transfer dependency","2005","16-34 y.","Urban Area","304","0.0888415529642188","0.0794465527783333","0.0982365531501043"
"Low transfer dependency","2005","16-34 y.","Rural Area","249","0.157550583846913","0.140461928270674","0.174639239423152"
"Low transfer dependency","2005","35-65 y.","Urban Area","397","0.048743164713622","0.0439494191514965","0.0535369102757474"
"Low transfer dependency","2005","35-65 y.","Rural Area","357","0.104333863695286","0.0946118476536583","0.114055879736914"
"Low transfer dependency","2005","66 and older","Urban Area","44","0.0200505329997475","0.0145971363927436","0.0255039296067514"
"Low transfer dependency","2005","66 and older","Rural Area","37","0.033431299977957","0.0235526515096805","0.0433099484462335"
"High transfer dependency","2005","16-34 y.","Urban Area","110","0.0384868152476847","0.032134597470033","0.0448390330253363"
"High transfer dependency","2005","16-34 y.","Rural Area","88","0.0506912132875946","0.0404016708013689","0.0609807557738204"
"High transfer dependency","2005","35-65 y.","Urban Area","141","0.0229950569498632","0.0196582210613016","0.0263318928384248"
"High transfer dependency","2005","35-65 y.","Rural Area","110","0.0266064064384836","0.0214883159129477","0.0317244969640194"
"High transfer dependency","2005","66 and older","Urban Area","14","","",""
"High transfer dependency","2005","66 and older","Rural Area","7","","",""
"Very high transfer dependency","2005","16-34 y.","Urban Area","162","0.0542432071446115","0.0467640237289831","0.06172239056024"
"Very high transfer dependency","2005","16-34 y.","Rural Area","106","0.0702916086577619","0.0583007277955334","0.0822824895199905"
"Very high transfer dependency","2005","35-65 y.","Urban Area","209","0.0406293466522443","0.0362341090595541","0.0450245842449344"
"Very high transfer dependency","2005","35-65 y.","Rural Area","132","0.0454796717971289","0.0388533600724416","0.0521059835218161"
"Very high transfer dependency","2005","66 and older","Urban Area","6","","",""
"Very high transfer dependency","2005","66 and older","Rural Area","3","","",""
"Very low transfer dependency","2006","16-34 y.","Urban Area","2917","0.781257250317627","0.767702377506668","0.794812123128586"
"Very low transfer dependency","2006","16-34 y.","Rural Area","1357","0.720722635501579","0.700105245260731","0.741340025742426"
"Very low transfer dependency","2006","35-65 y.","Urban Area","7396","0.874250744200194","0.867094736308524","0.881406752091864"
"Very low transfer dependency","2006","35-65 y.","Rural Area","3505","0.839751627171775","0.8285448006517","0.85095845369185"
"Very low transfer dependency","2006","66 and older","Urban Area","2874","0.965467487543349","0.958875127197889","0.972059847888809"
"Very low transfer dependency","2006","66 and older","Rural Area","1488","0.967104629160235","0.958167325789701","0.976041932530768"
"Low transfer dependency","2006","16-34 y.","Urban Area","306","0.0988005289651032","0.0890164109638553","0.108584646966351"
"Low transfer dependency","2006","16-34 y.","Rural Area","224","0.128431349632129","0.113056245529541","0.143806453734718"
"Low transfer dependency","2006","35-65 y.","Urban Area","416","0.0548454940083273","0.0499316431082345","0.0597593449084201"
"Low transfer dependency","2006","35-65 y.","Rural Area","326","0.0742120983091081","0.0662044772301789","0.0822197193880374"
"Low transfer dependency","2006","66 and older","Urban Area","57","0.0241634366751031","0.0186194022595555","0.0297074710906506"
"Low transfer dependency","2006","66 and older","Rural Area","25","","",""
"High transfer dependency","2006","16-34 y.","Urban Area","157","0.0490577121144772","0.0419756079779669","0.0561398162509875"
"High transfer dependency","2006","16-34 y.","Rural Area","108","0.0659454720124698","0.0545400765812872","0.0773508674436524"
"High transfer dependency","2006","35-65 y.","Urban Area","159","0.0233331458648495","0.0200750792009907","0.0265912125287082"
"High transfer dependency","2006","35-65 y.","Rural Area","115","0.031425035804419","0.0260951866454767","0.0367548849633613"
"High transfer dependency","2006","66 and older","Urban Area","7","","",""
"High transfer dependency","2006","66 and older","Rural Area","12","","",""
"Very high transfer dependency","2006","16-34 y.","Urban Area","193","0.0708845086027925","0.0624697415071667","0.0792992756984182"
"Very high transfer dependency","2006","16-34 y.","Rural Area","130","0.0849005428538222","0.0720913688904117","0.0977097168172328"
"Very high transfer dependency","2006","35-65 y.","Urban Area","276","0.0475706159266295","0.0429766700545108","0.0521645617987481"
"Very high transfer dependency","2006","35-65 y.","Rural Area","170","0.0546112387146977","0.0476696857887729","0.0615527916406226"
"Very high transfer dependency","2006","66 and older","Urban Area","9","","",""
"Very high transfer dependency","2006","66 and older","Rural Area","5","","",""
"Very low transfer dependency","2007","16-34 y.","Urban Area","2734","0.783358850127229","0.769324737828924","0.797392962425535"
"Very low transfer dependency","2007","16-34 y.","Rural Area","1301","0.745280321228992","0.724641386049958","0.765919256408025"
"Very low transfer dependency","2007","35-65 y.","Urban Area","6820","0.875398689785624","0.867965216008926","0.882832163562321"
"Very low transfer dependency","2007","35-65 y.","Rural Area","3264","0.842855184835241","0.831326264557105","0.854384105113377"
"Very low transfer dependency","2007","66 and older","Urban Area","2817","0.967678668800677","0.961235358731813","0.974121978869541"
"Very low transfer dependency","2007","66 and older","Rural Area","1455","0.968020047717826","0.959122010740373","0.97691808469528"
"Low transfer dependency","2007","16-34 y.","Urban Area","267","0.0880601162621949","0.0784061266674366","0.0977141058569531"
"Low transfer dependency","2007","16-34 y.","Rural Area","232","0.136643243201664","0.120373322446685","0.152913163956643"
"Low transfer dependency","2007","35-65 y.","Urban Area","346","0.0539831709483613","0.0488968215524384","0.0590695203442843"
"Low transfer dependency","2007","35-65 y.","Rural Area","303","0.0749393791101749","0.0665986835668815","0.0832800746534683"
"Low transfer dependency","2007","66 and older","Urban Area","56","0.0230367102963631","0.0175709802181086","0.0285024403746176"
"Low transfer dependency","2007","66 and older","Rural Area","33","0.0197278337701679","0.0126950678851631","0.0267605996551727"
"High transfer dependency","2007","16-34 y.","Urban Area","141","0.056880347012775","0.0489899544601352","0.0647707395654148"
"High transfer dependency","2007","16-34 y.","Rural Area","64","0.0465102445311959","0.0365348854491687","0.0564856036132231"
"High transfer dependency","2007","35-65 y.","Urban Area","151","0.0241216262078158","0.0206683707921657","0.0275748816234659"
"High transfer dependency","2007","35-65 y.","Rural Area","105","0.0300958355338312","0.0246835619573249","0.0355081091103376"
"High transfer dependency","2007","66 and older","Urban Area","16","","",""
"High transfer dependency","2007","66 and older","Rural Area","11","","",""
"Very high transfer dependency","2007","16-34 y.","Urban Area","168","0.0717006865978008","0.0629116804962185","0.0804896926993831"
"Very high transfer dependency","2007","16-34 y.","Rural Area","115","0.071566191038148","0.0593559106744859","0.0837764714018101"
"Very high transfer dependency","2007","35-65 y.","Urban Area","266","0.0464965130581992","0.0417573800448823","0.0512356460715162"
"Very high transfer dependency","2007","35-65 y.","Rural Area","156","0.0521096005207529","0.0450691563222058","0.0591500447193"
"Very high transfer dependency","2007","66 and older","Urban Area","5","","",""
"Very high transfer dependency","2007","66 and older","Rural Area","3","","",""
"Very low transfer dependency","2008","16-34 y.","Urban Area","2545","0.811031448122782","0.797142497270519","0.824920398975045"
"Very low transfer dependency","2008","16-34 y.","Rural Area","1193","0.759810896394542","0.738334782106708","0.781287010682376"
"Very low transfer dependency","2008","35-65 y.","Urban Area","6390","0.882979858300252","0.875469510942582","0.890490205657922"
"Very low transfer dependency","2008","35-65 y.","Rural Area","3136","0.85874155006219","0.847364352563713","0.870118747560668"
"Very low transfer dependency","2008","66 and older","Urban Area","2790","0.962662152302211","0.955723580190039","0.969600724414383"
"Very low transfer dependency","2008","66 and older","Rural Area","1435","0.966789335327248","0.957660361906077","0.975918308748419"
"Low transfer dependency","2008","16-34 y.","Urban Area","257","0.0811200288899321","0.0714339217768635","0.0908061360030008"
"Low transfer dependency","2008","16-34 y.","Rural Area","173","0.141966497833919","0.124420771382852","0.159512224284986"
"Low transfer dependency","2008","35-65 y.","Urban Area","305","0.0468227981190376","0.0418868587041338","0.0517587375339414"
"Low transfer dependency","2008","35-65 y.","Rural Area","229","0.0638444866035196","0.055858427135674","0.0718305460713653"
"Low transfer dependency","2008","66 and older","Urban Area","59","0.024851474228509","0.0191541625303998","0.0305487859266181"
"Low transfer dependency","2008","66 and older","Rural Area","37","0.0277386729521629","0.0193720233858877","0.0361053225184381"
"High transfer dependency","2008","16-34 y.","Urban Area","116","0.0486446765590076","0.0410125623127603","0.056276790805255"
"High transfer dependency","2008","16-34 y.","Rural Area","50","0.0343968422032666","0.0252349553774075","0.0435587290291257"
"High transfer dependency","2008","35-65 y.","Urban Area","125","0.0240157885713117","0.0204387457654226","0.0275928313772008"
"High transfer dependency","2008","35-65 y.","Rural Area","84","0.0283774957166186","0.0229533336569878","0.0338016577762495"
"High transfer dependency","2008","66 and older","Urban Area","12","","",""
"High transfer dependency","2008","66 and older","Rural Area","7","","",""
"Very high transfer dependency","2008","16-34 y.","Urban Area","134","0.0592038464282779","0.0508308953317744","0.0675767975247814"
"Very high transfer dependency","2008","16-34 y.","Rural Area","104","0.0638257635682719","0.0515371567427417","0.076114370393802"
"Very high transfer dependency","2008","35-65 y.","Urban Area","217","0.0461815550093986","0.0412778825937607","0.0510852274250364"
"Very high transfer dependency","2008","35-65 y.","Rural Area","151","0.0490364676176713","0.0419824204219723","0.0560905148133704"
"Very high transfer dependency","2008","66 and older","Urban Area","7","","",""
"Very high transfer dependency","2008","66 and older","Rural Area","1","","",""
"Very low transfer dependency","2009","16-34 y.","Urban Area","2387","0.827322752099993","0.813355265348696","0.84129023885129"
"Very low transfer dependency","2009","16-34 y.","Rural Area","1108","0.775343826196741","0.753505185601476","0.797182466792006"
"Very low transfer dependency","2009","35-65 y.","Urban Area","5867","0.888363482273689","0.880661341893598","0.89606562265378"
"Very low transfer dependency","2009","35-65 y.","Rural Area","3006","0.865029589841438","0.85360292508555","0.876456254597325"
"Very low transfer dependency","2009","66 and older","Urban Area","2686","0.962402287391314","0.955306935762884","0.969497639019744"
