"transab_cat2","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","1994","Hamburg","Other degree","1","","",""
"High transfer dependency","1994","Hamburg","no degree/no degree yet","1","","",""
"High transfer dependency","1994","Lower Saxony","lower secondary degree","3","","",""
"High transfer dependency","1994","Lower Saxony","secondary school degree","","","",""
"High transfer dependency","1994","Lower Saxony","college entrance qualification","4","","",""
"High transfer dependency","1994","Lower Saxony","Other degree","2","","",""
"High transfer dependency","1994","Lower Saxony","no degree/no degree yet","1","","",""
"High transfer dependency","1994","Bremen","lower secondary degree","1","","",""
"High transfer dependency","1994","Bremen","secondary school degree","1","","",""
"High transfer dependency","1994","Bremen","college entrance qualification","","","",""
"High transfer dependency","1994","Bremen","Other degree","","","",""
"High transfer dependency","1994","Bremen","no degree/no degree yet","","","",""
"High transfer dependency","1994","North Rhine-Westphalia","lower secondary degree","9","","",""
"High transfer dependency","1994","North Rhine-Westphalia","secondary school degree","7","","",""
"High transfer dependency","1994","North Rhine-Westphalia","college entrance qualification","3","","",""
"High transfer dependency","1994","North Rhine-Westphalia","Other degree","7","","",""
"High transfer dependency","1994","North Rhine-Westphalia","no degree/no degree yet","5","","",""
"High transfer dependency","1994","Hesse","lower secondary degree","5","","",""
"High transfer dependency","1994","Hesse","secondary school degree","","","",""
"High transfer dependency","1994","Hesse","college entrance qualification","","","",""
"High transfer dependency","1994","Hesse","Other degree","3","","",""
"High transfer dependency","1994","Hesse","no degree/no degree yet","2","","",""
"High transfer dependency","1994","Rhineland-Palatinate,Saarland","lower secondary degree","1","","",""
"High transfer dependency","1994","Rhineland-Palatinate,Saarland","secondary school degree","1","","",""
"High transfer dependency","1994","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"High transfer dependency","1994","Rhineland-Palatinate,Saarland","Other degree","","","",""
"High transfer dependency","1994","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"High transfer dependency","1994","Baden-Württemberg","lower secondary degree","5","","",""
"High transfer dependency","1994","Baden-Württemberg","secondary school degree","3","","",""
"High transfer dependency","1994","Baden-Württemberg","college entrance qualification","2","","",""
"High transfer dependency","1994","Baden-Württemberg","Other degree","5","","",""
"High transfer dependency","1994","Baden-Württemberg","no degree/no degree yet","4","","",""
"High transfer dependency","1994","Bavaria","lower secondary degree","2","","",""
"High transfer dependency","1994","Bavaria","secondary school degree","3","","",""
"High transfer dependency","1994","Bavaria","college entrance qualification","","","",""
"High transfer dependency","1994","Bavaria","Other degree","","","",""
"High transfer dependency","1994","Bavaria","no degree/no degree yet","","","",""
"High transfer dependency","1994","Berlin","lower secondary degree","5","","",""
"High transfer dependency","1994","Berlin","secondary school degree","2","","",""
"High transfer dependency","1994","Berlin","college entrance qualification","2","","",""
"High transfer dependency","1994","Berlin","Other degree","3","","",""
"High transfer dependency","1994","Berlin","no degree/no degree yet","","","",""
"High transfer dependency","1994","Brandenburg","lower secondary degree","5","","",""
"High transfer dependency","1994","Brandenburg","secondary school degree","7","","",""
"High transfer dependency","1994","Brandenburg","college entrance qualification","","","",""
"High transfer dependency","1994","Brandenburg","Other degree","","","",""
"High transfer dependency","1994","Brandenburg","no degree/no degree yet","1","","",""
"High transfer dependency","1994","Mecklenburg-Western Pomerania","lower secondary degree","8","","",""
"High transfer dependency","1994","Mecklenburg-Western Pomerania","secondary school degree","7","","",""
"High transfer dependency","1994","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"High transfer dependency","1994","Mecklenburg-Western Pomerania","Other degree","","","",""
"High transfer dependency","1994","Mecklenburg-Western Pomerania","no degree/no degree yet","1","","",""
"High transfer dependency","1994","Saxony","lower secondary degree","21","","",""
"High transfer dependency","1994","Saxony","secondary school degree","14","","",""
"High transfer dependency","1994","Saxony","college entrance qualification","10","","",""
"High transfer dependency","1994","Saxony","Other degree","","","",""
"High transfer dependency","1994","Saxony","no degree/no degree yet","1","","",""
"High transfer dependency","1994","Saxony-Anhalt","lower secondary degree","8","","",""
"High transfer dependency","1994","Saxony-Anhalt","secondary school degree","11","","",""
"High transfer dependency","1994","Saxony-Anhalt","college entrance qualification","2","","",""
"High transfer dependency","1994","Saxony-Anhalt","Other degree","","","",""
"High transfer dependency","1994","Saxony-Anhalt","no degree/no degree yet","1","","",""
"High transfer dependency","1994","Thuringia","lower secondary degree","13","","",""
"High transfer dependency","1994","Thuringia","secondary school degree","9","","",""
"High transfer dependency","1994","Thuringia","college entrance qualification","","","",""
"High transfer dependency","1994","Thuringia","Other degree","","","",""
"High transfer dependency","1994","Thuringia","no degree/no degree yet","1","","",""
"Very high transfer dependency","1994","Schleswig-Holstein","lower secondary degree","3","","",""
"Very high transfer dependency","1994","Schleswig-Holstein","secondary school degree","1","","",""
"Very high transfer dependency","1994","Schleswig-Holstein","college entrance qualification","","","",""
"Very high transfer dependency","1994","Schleswig-Holstein","Other degree","","","",""
"Very high transfer dependency","1994","Schleswig-Holstein","no degree/no degree yet","","","",""
"Very high transfer dependency","1994","Hamburg","lower secondary degree","1","","",""
"Very high transfer dependency","1994","Hamburg","secondary school degree","","","",""
"Very high transfer dependency","1994","Hamburg","college entrance qualification","","","",""
"Very high transfer dependency","1994","Hamburg","Other degree","","","",""
"Very high transfer dependency","1994","Hamburg","no degree/no degree yet","","","",""
"Very high transfer dependency","1994","Lower Saxony","lower secondary degree","3","","",""
"Very high transfer dependency","1994","Lower Saxony","secondary school degree","","","",""
"Very high transfer dependency","1994","Lower Saxony","college entrance qualification","2","","",""
"Very high transfer dependency","1994","Lower Saxony","Other degree","5","","",""
"Very high transfer dependency","1994","Lower Saxony","no degree/no degree yet","","","",""
"Very high transfer dependency","1994","Bremen","lower secondary degree","2","","",""
"Very high transfer dependency","1994","Bremen","secondary school degree","1","","",""
"Very high transfer dependency","1994","Bremen","college entrance qualification","","","",""
"Very high transfer dependency","1994","Bremen","Other degree","1","","",""
"Very high transfer dependency","1994","Bremen","no degree/no degree yet","","","",""
"Very high transfer dependency","1994","North Rhine-Westphalia","lower secondary degree","24","","",""
"Very high transfer dependency","1994","North Rhine-Westphalia","secondary school degree","4","","",""
"Very high transfer dependency","1994","North Rhine-Westphalia","college entrance qualification","6","","",""
"Very high transfer dependency","1994","North Rhine-Westphalia","Other degree","4","","",""
"Very high transfer dependency","1994","North Rhine-Westphalia","no degree/no degree yet","5","","",""
"Very high transfer dependency","1994","Hesse","lower secondary degree","5","","",""
"Very high transfer dependency","1994","Hesse","secondary school degree","3","","",""
"Very high transfer dependency","1994","Hesse","college entrance qualification","","","",""
"Very high transfer dependency","1994","Hesse","Other degree","1","","",""
"Very high transfer dependency","1994","Hesse","no degree/no degree yet","4","","",""
"Very high transfer dependency","1994","Rhineland-Palatinate,Saarland","lower secondary degree","5","","",""
"Very high transfer dependency","1994","Rhineland-Palatinate,Saarland","secondary school degree","1","","",""
"Very high transfer dependency","1994","Rhineland-Palatinate,Saarland","college entrance qualification","1","","",""
"Very high transfer dependency","1994","Rhineland-Palatinate,Saarland","Other degree","3","","",""
"Very high transfer dependency","1994","Rhineland-Palatinate,Saarland","no degree/no degree yet","2","","",""
"Very high transfer dependency","1994","Baden-Württemberg","lower secondary degree","6","","",""
"Very high transfer dependency","1994","Baden-Württemberg","secondary school degree","2","","",""
"Very high transfer dependency","1994","Baden-Württemberg","college entrance qualification","1","","",""
"Very high transfer dependency","1994","Baden-Württemberg","Other degree","7","","",""
"Very high transfer dependency","1994","Baden-Württemberg","no degree/no degree yet","5","","",""
"Very high transfer dependency","1994","Bavaria","lower secondary degree","5","","",""
"Very high transfer dependency","1994","Bavaria","secondary school degree","","","",""
"Very high transfer dependency","1994","Bavaria","college entrance qualification","","","",""
"Very high transfer dependency","1994","Bavaria","Other degree","2","","",""
"Very high transfer dependency","1994","Bavaria","no degree/no degree yet","4","","",""
"Very high transfer dependency","1994","Berlin","lower secondary degree","6","","",""
"Very high transfer dependency","1994","Berlin","secondary school degree","3","","",""
"Very high transfer dependency","1994","Berlin","college entrance qualification","1","","",""
"Very high transfer dependency","1994","Berlin","Other degree","1","","",""
"Very high transfer dependency","1994","Berlin","no degree/no degree yet","4","","",""
"Very high transfer dependency","1994","Brandenburg","lower secondary degree","2","","",""
"Very high transfer dependency","1994","Brandenburg","secondary school degree","4","","",""
"Very high transfer dependency","1994","Brandenburg","college entrance qualification","1","","",""
"Very high transfer dependency","1994","Brandenburg","Other degree","1","","",""
"Very high transfer dependency","1994","Brandenburg","no degree/no degree yet","2","","",""
"Very high transfer dependency","1994","Mecklenburg-Western Pomerania","lower secondary degree","6","","",""
"Very high transfer dependency","1994","Mecklenburg-Western Pomerania","secondary school degree","11","","",""
"Very high transfer dependency","1994","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Very high transfer dependency","1994","Mecklenburg-Western Pomerania","Other degree","1","","",""
"Very high transfer dependency","1994","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Very high transfer dependency","1994","Saxony","lower secondary degree","15","","",""
"Very high transfer dependency","1994","Saxony","secondary school degree","7","","",""
"Very high transfer dependency","1994","Saxony","college entrance qualification","5","","",""
"Very high transfer dependency","1994","Saxony","Other degree","","","",""
"Very high transfer dependency","1994","Saxony","no degree/no degree yet","","","",""
"Very high transfer dependency","1994","Saxony-Anhalt","lower secondary degree","8","","",""
"Very high transfer dependency","1994","Saxony-Anhalt","secondary school degree","9","","",""
"Very high transfer dependency","1994","Saxony-Anhalt","college entrance qualification","","","",""
"Very high transfer dependency","1994","Saxony-Anhalt","Other degree","","","",""
"Very high transfer dependency","1994","Saxony-Anhalt","no degree/no degree yet","","","",""
"Very high transfer dependency","1994","Thuringia","lower secondary degree","6","","",""
"Very high transfer dependency","1994","Thuringia","secondary school degree","8","","",""
"Very high transfer dependency","1994","Thuringia","college entrance qualification","1","","",""
"Very high transfer dependency","1994","Thuringia","Other degree","","","",""
"Very high transfer dependency","1994","Thuringia","no degree/no degree yet","","","",""
"Very low transfer dependency","1995","Schleswig-Holstein","lower secondary degree","122","0.894613991511344","0.842430685297784","0.946797297724905"
"Very low transfer dependency","1995","Schleswig-Holstein","secondary school degree","69","0.924785742056577","0.865491578752745","0.98407990536041"
"Very low transfer dependency","1995","Schleswig-Holstein","college entrance qualification","38","0.955290013671343","0.890428709781742","1.02015131756094"
"Very low transfer dependency","1995","Schleswig-Holstein","Other degree","12","","",""
"Very low transfer dependency","1995","Schleswig-Holstein","no degree/no degree yet","12","","",""
"Very low transfer dependency","1995","Hamburg","lower secondary degree","48","0.905691808632866","0.827741805123209","0.983641812142524"
"Very low transfer dependency","1995","Hamburg","secondary school degree","29","","",""
"Very low transfer dependency","1995","Hamburg","college entrance qualification","23","","",""
"Very low transfer dependency","1995","Hamburg","Other degree","17","","",""
"Very low transfer dependency","1995","Hamburg","no degree/no degree yet","6","","",""
"Very low transfer dependency","1995","Lower Saxony","lower secondary degree","411","0.917905003827333","0.892400005599913","0.943410002054753"
"Very low transfer dependency","1995","Lower Saxony","secondary school degree","250","0.97725963244045","0.959033889136365","0.995485375744536"
"Very low transfer dependency","1995","Lower Saxony","college entrance qualification","144","0.933543923726928","0.894205001545353","0.972882845908503"
"Very low transfer dependency","1995","Lower Saxony","Other degree","67","0.590377157191143","0.494942776069849","0.685811538312437"
"Very low transfer dependency","1995","Lower Saxony","no degree/no degree yet","45","0.854870131902158","0.760041687061154","0.949698576743163"
"Very low transfer dependency","1995","Bremen","lower secondary degree","45","0.839722649823481","0.740009960453157","0.939435339193804"
"Very low transfer dependency","1995","Bremen","secondary school degree","16","","",""
"Very low transfer dependency","1995","Bremen","college entrance qualification","10","","",""
"Very low transfer dependency","1995","Bremen","Other degree","7","","",""
"Very low transfer dependency","1995","Bremen","no degree/no degree yet","3","","",""
"Very low transfer dependency","1995","North Rhine-Westphalia","lower secondary degree","965","0.948173415297753","0.934707282012808","0.961639548582699"
"Very low transfer dependency","1995","North Rhine-Westphalia","secondary school degree","465","0.947428290626356","0.927827091383246","0.967029489869466"
"Very low transfer dependency","1995","North Rhine-Westphalia","college entrance qualification","414","0.959090803521258","0.940582692720347","0.977598914322169"
"Very low transfer dependency","1995","North Rhine-Westphalia","Other degree","248","0.829459677736776","0.786467880106217","0.872451475367335"
"Very low transfer dependency","1995","North Rhine-Westphalia","no degree/no degree yet","193","0.895723997170081","0.855247275922276","0.936200718417885"
"Very low transfer dependency","1995","Hesse","lower secondary degree","359","0.9420592034537","0.91847567704491","0.965642729862489"
"Very low transfer dependency","1995","Hesse","secondary school degree","157","0.956004560324825","0.92508462678155","0.986924493868099"
"Very low transfer dependency","1995","Hesse","college entrance qualification","151","0.967241134226563","0.939308133096053","0.995174135357073"
"Very low transfer dependency","1995","Hesse","Other degree","109","0.699152680618083","0.62150029930433","0.776805061931836"
"Very low transfer dependency","1995","Hesse","no degree/no degree yet","68","0.818784227566631","0.734375796315915","0.903192658817347"
"Very low transfer dependency","1995","Rhineland-Palatinate,Saarland","lower secondary degree","341","0.928717092667044","0.90267553974606","0.954758645588028"
"Very low transfer dependency","1995","Rhineland-Palatinate,Saarland","secondary school degree","105","0.973980052603597","0.944094376838157","1.00386572836904"
"Very low transfer dependency","1995","Rhineland-Palatinate,Saarland","college entrance qualification","69","0.904440529762385","0.837906422516248","0.970974637008522"
"Very low transfer dependency","1995","Rhineland-Palatinate,Saarland","Other degree","65","0.733919974609436","0.639418423144966","0.828421526073907"
"Very low transfer dependency","1995","Rhineland-Palatinate,Saarland","no degree/no degree yet","33","0.678607083616943","0.539021293937687","0.818192873296199"
"Very low transfer dependency","1995","Baden-Württemberg","lower secondary degree","696","0.93403688527864","0.916260650691739","0.951813119865541"
"Very low transfer dependency","1995","Baden-Württemberg","secondary school degree","271","0.971926732575469","0.952681723583243","0.991171741567695"
"Very low transfer dependency","1995","Baden-Württemberg","college entrance qualification","200","0.970946797800041","0.948338134781024","0.993555460819059"
"Very low transfer dependency","1995","Baden-Württemberg","Other degree","236","0.905555775836276","0.87021179029092","0.940899761381631"
"Very low transfer dependency","1995","Baden-Württemberg","no degree/no degree yet","186","0.881039815102438","0.837866062532003","0.924213567672874"
"Very low transfer dependency","1995","Bavaria","lower secondary degree","704","0.918197578387384","0.898712935675518","0.93768222109925"
"Very low transfer dependency","1995","Bavaria","secondary school degree","343","0.97920727655486","0.964343147591365","0.994071405518356"
"Very low transfer dependency","1995","Bavaria","college entrance qualification","233","0.974525550002341","0.954550026784205","0.994501073220476"
"Very low transfer dependency","1995","Bavaria","Other degree","166","0.935969173568671","0.899904103182465","0.972034243954876"
"Very low transfer dependency","1995","Bavaria","no degree/no degree yet","94","0.92718313372724","0.877245245243461","0.977121022211019"
"Very low transfer dependency","1995","Berlin","lower secondary degree","136","0.90622236407575","0.860030083598514","0.952414644552987"
"Very low transfer dependency","1995","Berlin","secondary school degree","186","0.925719275011067","0.88955746780063","0.961881082221503"
"Very low transfer dependency","1995","Berlin","college entrance qualification","114","0.960159220545823","0.92501854128954","0.995299899802106"
"Very low transfer dependency","1995","Berlin","Other degree","40","0.706399529939006","0.577565365133702","0.835233694744309"
"Very low transfer dependency","1995","Berlin","no degree/no degree yet","24","","",""
"Very low transfer dependency","1995","Brandenburg","lower secondary degree","177","0.914642439804114","0.875918479685767","0.953366399922462"
"Very low transfer dependency","1995","Brandenburg","secondary school degree","225","0.824911818079392","0.779830256947864","0.869993379210921"
"Very low transfer dependency","1995","Brandenburg","college entrance qualification","69","0.890369424414321","0.821474772317236","0.959264076511406"
"Very low transfer dependency","1995","Brandenburg","Other degree","6","","",""
"Very low transfer dependency","1995","Brandenburg","no degree/no degree yet","17","","",""
"Very low transfer dependency","1995","Mecklenburg-Western Pomerania","lower secondary degree","94","0.747152777865626","0.671560047581613","0.82274550814964"
"Very low transfer dependency","1995","Mecklenburg-Western Pomerania","secondary school degree","162","0.75980037321104","0.701033039450537","0.818567706971543"
"Very low transfer dependency","1995","Mecklenburg-Western Pomerania","college entrance qualification","54","0.964293909577436","0.916122813830853","1.01246500532402"
"Very low transfer dependency","1995","Mecklenburg-Western Pomerania","Other degree","3","","",""
"Very low transfer dependency","1995","Mecklenburg-Western Pomerania","no degree/no degree yet","17","","",""
"Very low transfer dependency","1995","Saxony","lower secondary degree","348","0.868161801471531","0.83541437849507","0.900909224447993"
"Very low transfer dependency","1995","Saxony","secondary school degree","396","0.829668195949982","0.796107986221264","0.8632284056787"
"Very low transfer dependency","1995","Saxony","college entrance qualification","139","0.903991291197398","0.857761361855514","0.950221220539283"
"Very low transfer dependency","1995","Saxony","Other degree","5","","",""
"Very low transfer dependency","1995","Saxony","no degree/no degree yet","25","","",""
"Very low transfer dependency","1995","Saxony-Anhalt","lower secondary degree","227","0.870565345048942","0.830225591058428","0.910905099039457"
"Very low transfer dependency","1995","Saxony-Anhalt","secondary school degree","252","0.813485945711913","0.769913723315596","0.857058168108231"
"Very low transfer dependency","1995","Saxony-Anhalt","college entrance qualification","79","0.927017939542218","0.872044742473517","0.981991136610919"
"Very low transfer dependency","1995","Saxony-Anhalt","Other degree","7","","",""
"Very low transfer dependency","1995","Saxony-Anhalt","no degree/no degree yet","13","","",""
"Very low transfer dependency","1995","Thuringia","lower secondary degree","216","0.873065394121615","0.832285929951045","0.913844858292184"
"Very low transfer dependency","1995","Thuringia","secondary school degree","265","0.834334666855835","0.7926790719368","0.87599026177487"
"Very low transfer dependency","1995","Thuringia","college entrance qualification","53","0.822590288625112","0.725928917888124","0.9192516593621"
"Very low transfer dependency","1995","Thuringia","Other degree","3","","",""
"Very low transfer dependency","1995","Thuringia","no degree/no degree yet","7","","",""
"Low transfer dependency","1995","Schleswig-Holstein","lower secondary degree","7","","",""
"Low transfer dependency","1995","Schleswig-Holstein","secondary school degree","4","","",""
"Low transfer dependency","1995","Schleswig-Holstein","college entrance qualification","","","",""
"Low transfer dependency","1995","Schleswig-Holstein","Other degree","","","",""
"Low transfer dependency","1995","Schleswig-Holstein","no degree/no degree yet","2","","",""
"Low transfer dependency","1995","Hamburg","lower secondary degree","5","","",""
"Low transfer dependency","1995","Hamburg","secondary school degree","","","",""
"Low transfer dependency","1995","Hamburg","college entrance qualification","","","",""
"Low transfer dependency","1995","Hamburg","Other degree","","","",""
"Low transfer dependency","1995","Hamburg","no degree/no degree yet","","","",""
"Low transfer dependency","1995","Lower Saxony","lower secondary degree","15","","",""
"Low transfer dependency","1995","Lower Saxony","secondary school degree","4","","",""
"Low transfer dependency","1995","Lower Saxony","college entrance qualification","4","","",""
"Low transfer dependency","1995","Lower Saxony","Other degree","13","","",""
"Low transfer dependency","1995","Lower Saxony","no degree/no degree yet","5","","",""
"Low transfer dependency","1995","Bremen","lower secondary degree","3","","",""
"Low transfer dependency","1995","Bremen","secondary school degree","1","","",""
"Low transfer dependency","1995","Bremen","college entrance qualification","","","",""
"Low transfer dependency","1995","Bremen","Other degree","1","","",""
"Low transfer dependency","1995","Bremen","no degree/no degree yet","","","",""
"Low transfer dependency","1995","North Rhine-Westphalia","lower secondary degree","36","0.0240311991192605","0.0147280835822081","0.0333343146563129"
"Low transfer dependency","1995","North Rhine-Westphalia","secondary school degree","18","","",""
"Low transfer dependency","1995","North Rhine-Westphalia","college entrance qualification","12","","",""
"Low transfer dependency","1995","North Rhine-Westphalia","Other degree","29","","",""
"Low transfer dependency","1995","North Rhine-Westphalia","no degree/no degree yet","16","","",""
"Low transfer dependency","1995","Hesse","lower secondary degree","8","","",""
"Low transfer dependency","1995","Hesse","secondary school degree","8","","",""
"Low transfer dependency","1995","Hesse","college entrance qualification","4","","",""
"Low transfer dependency","1995","Hesse","Other degree","10","","",""
"Low transfer dependency","1995","Hesse","no degree/no degree yet","8","","",""
"Low transfer dependency","1995","Rhineland-Palatinate,Saarland","lower secondary degree","21","","",""
"Low transfer dependency","1995","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Low transfer dependency","1995","Rhineland-Palatinate,Saarland","college entrance qualification","2","","",""
"Low transfer dependency","1995","Rhineland-Palatinate,Saarland","Other degree","8","","",""
"Low transfer dependency","1995","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Low transfer dependency","1995","Baden-Württemberg","lower secondary degree","30","0.0334497020068803","0.0205726770243682","0.0463267269893924"
"Low transfer dependency","1995","Baden-Württemberg","secondary school degree","8","","",""
"Low transfer dependency","1995","Baden-Württemberg","college entrance qualification","8","","",""
"Low transfer dependency","1995","Baden-Württemberg","Other degree","11","","",""
"Low transfer dependency","1995","Baden-Württemberg","no degree/no degree yet","13","","",""
"Low transfer dependency","1995","Bavaria","lower secondary degree","31","0.0435188842485296","0.0290138629449379","0.0580239055521213"
"Low transfer dependency","1995","Bavaria","secondary school degree","6","","",""
"Low transfer dependency","1995","Bavaria","college entrance qualification","2","","",""
"Low transfer dependency","1995","Bavaria","Other degree","11","","",""
"Low transfer dependency","1995","Bavaria","no degree/no degree yet","4","","",""
"Low transfer dependency","1995","Berlin","lower secondary degree","6","","",""
"Low transfer dependency","1995","Berlin","secondary school degree","3","","",""
"Low transfer dependency","1995","Berlin","college entrance qualification","2","","",""
"Low transfer dependency","1995","Berlin","Other degree","3","","",""
"Low transfer dependency","1995","Berlin","no degree/no degree yet","","","",""
"Low transfer dependency","1995","Brandenburg","lower secondary degree","16","","",""
"Low transfer dependency","1995","Brandenburg","secondary school degree","38","0.147175951426886","0.105150255614187","0.189201647239586"
"Low transfer dependency","1995","Brandenburg","college entrance qualification","7","","",""
"Low transfer dependency","1995","Brandenburg","Other degree","3","","",""
"Low transfer dependency","1995","Brandenburg","no degree/no degree yet","1","","",""
"Low transfer dependency","1995","Mecklenburg-Western Pomerania","lower secondary degree","23","","",""
"Low transfer dependency","1995","Mecklenburg-Western Pomerania","secondary school degree","21","","",""
"Low transfer dependency","1995","Mecklenburg-Western Pomerania","college entrance qualification","3","","",""
"Low transfer dependency","1995","Mecklenburg-Western Pomerania","Other degree","","","",""
"Low transfer dependency","1995","Mecklenburg-Western Pomerania","no degree/no degree yet","1","","",""
"Low transfer dependency","1995","Saxony","lower secondary degree","32","0.0711245754806634","0.0462448982028772","0.0960042527584496"
"Low transfer dependency","1995","Saxony","secondary school degree","64","0.116989558245142","0.088296222371952","0.145682894118332"
"Low transfer dependency","1995","Saxony","college entrance qualification","11","","",""
"Low transfer dependency","1995","Saxony","Other degree","1","","",""
"Low transfer dependency","1995","Saxony","no degree/no degree yet","3","","",""
"Low transfer dependency","1995","Saxony-Anhalt","lower secondary degree","27","","",""
"Low transfer dependency","1995","Saxony-Anhalt","secondary school degree","40","0.130840577472521","0.0931181310175048","0.168563023927537"
"Low transfer dependency","1995","Saxony-Anhalt","college entrance qualification","6","","",""
"Low transfer dependency","1995","Saxony-Anhalt","Other degree","","","",""
"Low transfer dependency","1995","Saxony-Anhalt","no degree/no degree yet","1","","",""
"Low transfer dependency","1995","Thuringia","lower secondary degree","29","","",""
"Low transfer dependency","1995","Thuringia","secondary school degree","25","","",""
"Low transfer dependency","1995","Thuringia","college entrance qualification","4","","",""
"Low transfer dependency","1995","Thuringia","Other degree","1","","",""
"Low transfer dependency","1995","Thuringia","no degree/no degree yet","1","","",""
"High transfer dependency","1995","Schleswig-Holstein","lower secondary degree","2","","",""
"High transfer dependency","1995","Schleswig-Holstein","secondary school degree","1","","",""
"High transfer dependency","1995","Schleswig-Holstein","college entrance qualification","","","",""
"High transfer dependency","1995","Schleswig-Holstein","Other degree","","","",""
"High transfer dependency","1995","Schleswig-Holstein","no degree/no degree yet","","","",""
"High transfer dependency","1995","Hamburg","lower secondary degree","","","",""
"High transfer dependency","1995","Hamburg","secondary school degree","","","",""
"High transfer dependency","1995","Hamburg","college entrance qualification","","","",""
"High transfer dependency","1995","Hamburg","Other degree","","","",""
"High transfer dependency","1995","Hamburg","no degree/no degree yet","","","",""
"High transfer dependency","1995","Lower Saxony","lower secondary degree","3","","",""
"High transfer dependency","1995","Lower Saxony","secondary school degree","1","","",""
"High transfer dependency","1995","Lower Saxony","college entrance qualification","2","","",""
"High transfer dependency","1995","Lower Saxony","Other degree","4","","",""
"High transfer dependency","1995","Lower Saxony","no degree/no degree yet","","","",""
"High transfer dependency","1995","Bremen","lower secondary degree","4","","",""
"High transfer dependency","1995","Bremen","secondary school degree","1","","",""
"High transfer dependency","1995","Bremen","college entrance qualification","","","",""
"High transfer dependency","1995","Bremen","Other degree","","","",""
"High transfer dependency","1995","Bremen","no degree/no degree yet","","","",""
"High transfer dependency","1995","North Rhine-Westphalia","lower secondary degree","18","","",""
"High transfer dependency","1995","North Rhine-Westphalia","secondary school degree","9","","",""
"High transfer dependency","1995","North Rhine-Westphalia","college entrance qualification","2","","",""
"High transfer dependency","1995","North Rhine-Westphalia","Other degree","6","","",""
"High transfer dependency","1995","North Rhine-Westphalia","no degree/no degree yet","5","","",""
"High transfer dependency","1995","Hesse","lower secondary degree","6","","",""
"High transfer dependency","1995","Hesse","secondary school degree","1","","",""
"High transfer dependency","1995","Hesse","college entrance qualification","","","",""
"High transfer dependency","1995","Hesse","Other degree","5","","",""
"High transfer dependency","1995","Hesse","no degree/no degree yet","4","","",""
"High transfer dependency","1995","Rhineland-Palatinate,Saarland","lower secondary degree","6","","",""
"High transfer dependency","1995","Rhineland-Palatinate,Saarland","secondary school degree","1","","",""
"High transfer dependency","1995","Rhineland-Palatinate,Saarland","college entrance qualification","1","","",""
"High transfer dependency","1995","Rhineland-Palatinate,Saarland","Other degree","1","","",""
"High transfer dependency","1995","Rhineland-Palatinate,Saarland","no degree/no degree yet","2","","",""
"High transfer dependency","1995","Baden-Württemberg","lower secondary degree","14","","",""
"High transfer dependency","1995","Baden-Württemberg","secondary school degree","3","","",""
"High transfer dependency","1995","Baden-Württemberg","college entrance qualification","1","","",""
"High transfer dependency","1995","Baden-Württemberg","Other degree","7","","",""
"High transfer dependency","1995","Baden-Württemberg","no degree/no degree yet","12","","",""
"High transfer dependency","1995","Bavaria","lower secondary degree","9","","",""
"High transfer dependency","1995","Bavaria","secondary school degree","3","","",""
"High transfer dependency","1995","Bavaria","college entrance qualification","1","","",""
"High transfer dependency","1995","Bavaria","Other degree","","","",""
"High transfer dependency","1995","Bavaria","no degree/no degree yet","3","","",""
"High transfer dependency","1995","Berlin","lower secondary degree","4","","",""
"High transfer dependency","1995","Berlin","secondary school degree","6","","",""
"High transfer dependency","1995","Berlin","college entrance qualification","3","","",""
"High transfer dependency","1995","Berlin","Other degree","1","","",""
"High transfer dependency","1995","Berlin","no degree/no degree yet","","","",""
"High transfer dependency","1995","Brandenburg","lower secondary degree","5","","",""
"High transfer dependency","1995","Brandenburg","secondary school degree","8","","",""
"High transfer dependency","1995","Brandenburg","college entrance qualification","1","","",""
"High transfer dependency","1995","Brandenburg","Other degree","","","",""
"High transfer dependency","1995","Brandenburg","no degree/no degree yet","1","","",""
"High transfer dependency","1995","Mecklenburg-Western Pomerania","lower secondary degree","3","","",""
"High transfer dependency","1995","Mecklenburg-Western Pomerania","secondary school degree","8","","",""
"High transfer dependency","1995","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"High transfer dependency","1995","Mecklenburg-Western Pomerania","Other degree","","","",""
"High transfer dependency","1995","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"High transfer dependency","1995","Saxony","lower secondary degree","13","","",""
"High transfer dependency","1995","Saxony","secondary school degree","7","","",""
"High transfer dependency","1995","Saxony","college entrance qualification","3","","",""
"High transfer dependency","1995","Saxony","Other degree","1","","",""
"High transfer dependency","1995","Saxony","no degree/no degree yet","1","","",""
"High transfer dependency","1995","Saxony-Anhalt","lower secondary degree","5","","",""
"High transfer dependency","1995","Saxony-Anhalt","secondary school degree","13","","",""
"High transfer dependency","1995","Saxony-Anhalt","college entrance qualification","","","",""
