"transab_cat2","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","1993","middle vocational","Female","46","0.0132814490194846","0.00935836873954023","0.017204529299429"
"High transfer dependency","1993","vocational + Abi","Male","4","","",""
"High transfer dependency","1993","vocational + Abi","Female","4","","",""
"High transfer dependency","1993","higher vocational","Male","1","","",""
"High transfer dependency","1993","higher vocational","Female","2","","",""
"High transfer dependency","1993","higher education","Male","12","","",""
"High transfer dependency","1993","higher education","Female","12","","",""
"Very high transfer dependency","1993","in school","Male","1","","",""
"Very high transfer dependency","1993","in school","Female","","","",""
"Very high transfer dependency","1993","inadequately","Male","8","","",""
"Very high transfer dependency","1993","inadequately","Female","13","","",""
"Very high transfer dependency","1993","general elemantary","Male","19","","",""
"Very high transfer dependency","1993","general elemantary","Female","32","0.0186227586130514","0.0122780037270322","0.0249675134990706"
"Very high transfer dependency","1993","middle vocational","Male","41","0.0124622004087473","0.0087294376320174","0.0161949631854773"
"Very high transfer dependency","1993","middle vocational","Female","58","0.0172304570234276","0.012770999189899","0.0216899148569563"
"Very high transfer dependency","1993","vocational + Abi","Male","7","","",""
"Very high transfer dependency","1993","vocational + Abi","Female","1","","",""
"Very high transfer dependency","1993","higher vocational","Male","2","","",""
"Very high transfer dependency","1993","higher vocational","Female","1","","",""
"Very high transfer dependency","1993","higher education","Male","4","","",""
"Very high transfer dependency","1993","higher education","Female","8","","",""
"Very low transfer dependency","1994","in school","Male","100","0.935882434603649","0.889683136966692","0.982081732240606"
"Very low transfer dependency","1994","in school","Female","115","0.908069958102985","0.858781014689749","0.957358901516221"
"Very low transfer dependency","1994","inadequately","Male","203","0.851546418322578","0.805191761010438","0.897901075634719"
"Very low transfer dependency","1994","inadequately","Female","289","0.846206651299467","0.807343224851117","0.885070077747817"
"Very low transfer dependency","1994","general elemantary","Male","753","0.897266560440176","0.876939511361709","0.917593609518644"
"Very low transfer dependency","1994","general elemantary","Female","1498","0.931724128796764","0.919550640019855","0.943897617573673"
"Very low transfer dependency","1994","middle vocational","Male","3000","0.925486201880231","0.916538674583994","0.934433729176468"
"Very low transfer dependency","1994","middle vocational","Female","2892","0.916014937772448","0.906465872155512","0.925564003389383"
"Very low transfer dependency","1994","vocational + Abi","Male","188","0.877922400147622","0.834162641583436","0.921682158711807"
"Very low transfer dependency","1994","vocational + Abi","Female","156","0.907275682528729","0.864424953495887","0.950126411561571"
"Very low transfer dependency","1994","higher vocational","Male","436","0.937378363574916","0.915613082330903","0.959143644818929"
"Very low transfer dependency","1994","higher vocational","Female","269","0.979339927817758","0.962649070783447","0.996030784852069"
"Very low transfer dependency","1994","higher education","Male","852","0.945517713192789","0.930771181329692","0.960264245055885"
"Very low transfer dependency","1994","higher education","Female","685","0.947284432787142","0.931183839733032","0.963385025841252"
"Low transfer dependency","1994","in school","Male","3","","",""
"Low transfer dependency","1994","in school","Female","11","","",""
"Low transfer dependency","1994","inadequately","Male","11","","",""
"Low transfer dependency","1994","inadequately","Female","23","","",""
"Low transfer dependency","1994","general elemantary","Male","64","0.0563842630548484","0.0409411723634664","0.0718273537462303"
"Low transfer dependency","1994","general elemantary","Female","79","0.0269337907218064","0.0191200733286887","0.0347475081149242"
"Low transfer dependency","1994","middle vocational","Male","197","0.0403728823089652","0.0336663836617086","0.0470793809562219"
"Low transfer dependency","1994","middle vocational","Female","235","0.049272381073339","0.0418209720099813","0.0567237901366967"
"Low transfer dependency","1994","vocational + Abi","Male","19","","",""
"Low transfer dependency","1994","vocational + Abi","Female","12","","",""
"Low transfer dependency","1994","higher vocational","Male","31","0.0395229540956103","0.0220199413608458","0.0570259668303748"
"Low transfer dependency","1994","higher vocational","Female","6","","",""
"Low transfer dependency","1994","higher education","Male","38","0.0301795981844065","0.019064078311453","0.0412951180573601"
"Low transfer dependency","1994","higher education","Female","36","0.0313731739556229","0.0188131720225458","0.0439331758886999"
"High transfer dependency","1994","in school","Male","2","","",""
"High transfer dependency","1994","in school","Female","4","","",""
"High transfer dependency","1994","inadequately","Male","5","","",""
"High transfer dependency","1994","inadequately","Female","8","","",""
"High transfer dependency","1994","general elemantary","Male","19","","",""
"High transfer dependency","1994","general elemantary","Female","34","0.018612587109034","0.0120893768578335","0.0251357973602346"
"High transfer dependency","1994","middle vocational","Male","60","0.0152128466873687","0.011042461791865","0.0193832315828724"
"High transfer dependency","1994","middle vocational","Female","52","0.0132092160552724","0.00927860890584791","0.0171398232046969"
"High transfer dependency","1994","vocational + Abi","Male","2","","",""
"High transfer dependency","1994","vocational + Abi","Female","4","","",""
"High transfer dependency","1994","higher vocational","Male","5","","",""
"High transfer dependency","1994","higher vocational","Female","4","","",""
"High transfer dependency","1994","higher education","Male","13","","",""
"High transfer dependency","1994","higher education","Female","13","","",""
"Very high transfer dependency","1994","in school","Male","3","","",""
"Very high transfer dependency","1994","in school","Female","2","","",""
"Very high transfer dependency","1994","inadequately","Male","7","","",""
"Very high transfer dependency","1994","inadequately","Female","11","","",""
"Very high transfer dependency","1994","general elemantary","Male","21","","",""
"Very high transfer dependency","1994","general elemantary","Female","38","0.0227294933723953","0.0155359968638628","0.0299229898809277"
"Very high transfer dependency","1994","middle vocational","Male","52","0.018928069123435","0.0142850198847744","0.0235711183620957"
"Very high transfer dependency","1994","middle vocational","Female","62","0.021503465098941","0.0165095351543924","0.0264973950434897"
"Very high transfer dependency","1994","vocational + Abi","Male","6","","",""
"Very high transfer dependency","1994","vocational + Abi","Female","4","","",""
"Very high transfer dependency","1994","higher vocational","Male","4","","",""
"Very high transfer dependency","1994","higher vocational","Female","","","",""
"Very high transfer dependency","1994","higher education","Male","7","","",""
"Very high transfer dependency","1994","higher education","Female","6","","",""
"Very low transfer dependency","1995","in school","Male","125","0.893954677619177","0.84313381368227","0.944775541556084"
"Very low transfer dependency","1995","in school","Female","126","0.898647873243952","0.849183640059246","0.948112106428658"
"Very low transfer dependency","1995","inadequately","Male","179","0.81189288630771","0.759037357574575","0.864748415040846"
"Very low transfer dependency","1995","inadequately","Female","273","0.817434210704683","0.775305037684127","0.85956338372524"
"Very low transfer dependency","1995","general elemantary","Male","755","0.871865439084292","0.849617160393547","0.894113717775037"
"Very low transfer dependency","1995","general elemantary","Female","1451","0.913946598318391","0.900328013482974","0.927565183153808"
"Very low transfer dependency","1995","middle vocational","Male","3059","0.917079861499563","0.907787401936691","0.926372321062435"
"Very low transfer dependency","1995","middle vocational","Female","2974","0.914798734780871","0.905310776460514","0.924286693101229"
"Very low transfer dependency","1995","vocational + Abi","Male","214","0.84535533457708","0.800625390960691","0.890085278193468"
"Very low transfer dependency","1995","vocational + Abi","Female","199","0.903564076716978","0.865078963284868","0.942049190149088"
"Very low transfer dependency","1995","higher vocational","Male","440","0.942811531861674","0.921907714853191","0.963715348870158"
"Very low transfer dependency","1995","higher vocational","Female","273","0.962769166393467","0.940903419640361","0.984634913146574"
"Very low transfer dependency","1995","higher education","Male","897","0.947947073736746","0.933858694779733","0.96203545269376"
"Very low transfer dependency","1995","higher education","Female","745","0.940810300918308","0.924447833329274","0.957172768507343"
"Low transfer dependency","1995","in school","Male","8","","",""
"Low transfer dependency","1995","in school","Female","8","","",""
"Low transfer dependency","1995","inadequately","Male","14","","",""
"Low transfer dependency","1995","inadequately","Female","23","","",""
"Low transfer dependency","1995","general elemantary","Male","60","0.0558649676354118","0.0405778582091612","0.0711520770616623"
"Low transfer dependency","1995","general elemantary","Female","85","0.0369971528960815","0.0278310339934135","0.0461632717987495"
"Low transfer dependency","1995","middle vocational","Male","205","0.0485542605455522","0.041311522512969","0.0557969985781354"
"Low transfer dependency","1995","middle vocational","Female","214","0.0445177388571033","0.0375085972909009","0.0515268804233056"
"Low transfer dependency","1995","vocational + Abi","Male","22","","",""
"Low transfer dependency","1995","vocational + Abi","Female","11","","",""
"Low transfer dependency","1995","higher vocational","Male","19","","",""
"Low transfer dependency","1995","higher vocational","Female","8","","",""
"Low transfer dependency","1995","higher education","Male","35","0.0283021456091494","0.0177844231231264","0.0388198680951725"
"Low transfer dependency","1995","higher education","Female","33","0.032105641156898","0.0198825977414159","0.0443286845723801"
"High transfer dependency","1995","in school","Male","3","","",""
"High transfer dependency","1995","in school","Female","6","","",""
"High transfer dependency","1995","inadequately","Male","7","","",""
"High transfer dependency","1995","inadequately","Female","13","","",""
"High transfer dependency","1995","general elemantary","Male","23","","",""
"High transfer dependency","1995","general elemantary","Female","40","0.018197487707027","0.0117065814690483","0.0246883939450058"
"High transfer dependency","1995","middle vocational","Male","57","0.0132130561828412","0.00936527443417385","0.0170608379315085"
"High transfer dependency","1995","middle vocational","Female","62","0.0177813754361001","0.0132900582504211","0.022272692621779"
"High transfer dependency","1995","vocational + Abi","Male","6","","",""
"High transfer dependency","1995","vocational + Abi","Female","4","","",""
"High transfer dependency","1995","higher vocational","Male","2","","",""
"High transfer dependency","1995","higher vocational","Female","1","","",""
"High transfer dependency","1995","higher education","Male","8","","",""
"High transfer dependency","1995","higher education","Female","6","","",""
"Very high transfer dependency","1995","in school","Male","5","","",""
"Very high transfer dependency","1995","in school","Female","3","","",""
"Very high transfer dependency","1995","inadequately","Male","10","","",""
"Very high transfer dependency","1995","inadequately","Female","14","","",""
"Very high transfer dependency","1995","general elemantary","Male","29","","",""
"Very high transfer dependency","1995","general elemantary","Female","53","0.0308587610785005","0.0224608682327926","0.0392566539242084"
"Very high transfer dependency","1995","middle vocational","Male","62","0.0211528217720438","0.0163039723921597","0.0260016711519279"
"Very high transfer dependency","1995","middle vocational","Female","76","0.0229021509259253","0.0178182844759513","0.0279860173758993"
"Very high transfer dependency","1995","vocational + Abi","Male","9","","",""
"Very high transfer dependency","1995","vocational + Abi","Female","12","","",""
"Very high transfer dependency","1995","higher vocational","Male","13","","",""
"Very high transfer dependency","1995","higher vocational","Female","6","","",""
"Very high transfer dependency","1995","higher education","Male","15","","",""
"Very high transfer dependency","1995","higher education","Female","15","","",""
"Very low transfer dependency","1996","in school","Male","127","0.955835655430219","0.921556030924656","0.990115279935782"
"Very low transfer dependency","1996","in school","Female","135","0.894281158961613","0.845560224117833","0.943002093805394"
"Very low transfer dependency","1996","inadequately","Male","165","0.818353945300911","0.76492007054077","0.871787820061052"
"Very low transfer dependency","1996","inadequately","Female","229","0.750177038649292","0.700437740118414","0.79991633718017"
"Very low transfer dependency","1996","general elemantary","Male","687","0.862061484891621","0.838401475864213","0.88572149391903"
"Very low transfer dependency","1996","general elemantary","Female","1375","0.903906989313127","0.88933799436666","0.918475984259594"
"Very low transfer dependency","1996","middle vocational","Male","2956","0.911016027263882","0.901336893589109","0.920695160938655"
"Very low transfer dependency","1996","middle vocational","Female","2902","0.903823105046283","0.893723931179029","0.913922278913537"
"Very low transfer dependency","1996","vocational + Abi","Male","211","0.862031022087767","0.818217135113595","0.90584490906194"
"Very low transfer dependency","1996","vocational + Abi","Female","215","0.937614266715301","0.906626169634839","0.968602363795762"
"Very low transfer dependency","1996","higher vocational","Male","436","0.919004278261052","0.894312550722227","0.943696005799877"
"Very low transfer dependency","1996","higher vocational","Female","275","0.932329728462604","0.903666783561281","0.960992673363928"
"Very low transfer dependency","1996","higher education","Male","904","0.950617224760602","0.936954097484533","0.964280352036671"
"Very low transfer dependency","1996","higher education","Female","726","0.926753412325316","0.908642500251442","0.944864324399189"
"Low transfer dependency","1996","in school","Male","7","","",""
"Low transfer dependency","1996","in school","Female","5","","",""
"Low transfer dependency","1996","inadequately","Male","20","","",""
"Low transfer dependency","1996","inadequately","Female","29","","",""
"Low transfer dependency","1996","general elemantary","Male","65","0.0638222787284338","0.0470509173984747","0.080593640058393"
"Low transfer dependency","1996","general elemantary","Female","110","0.0523316787334399","0.0413230725673818","0.0633402848994979"
"Low transfer dependency","1996","middle vocational","Male","230","0.0516538886863806","0.0441298238642568","0.0591779535085043"
"Low transfer dependency","1996","middle vocational","Female","203","0.046430635480404","0.03922309297356","0.0536381779872481"
"Low transfer dependency","1996","vocational + Abi","Male","18","","",""
"Low transfer dependency","1996","vocational + Abi","Female","12","","",""
"Low transfer dependency","1996","higher vocational","Male","18","","",""
"Low transfer dependency","1996","higher vocational","Female","11","","",""
"Low transfer dependency","1996","higher education","Male","37","0.0282797479637762","0.017826098761777","0.0387333971657754"
"Low transfer dependency","1996","higher education","Female","50","0.0445291212934039","0.0301908987511466","0.0588673438356612"
"High transfer dependency","1996","in school","Male","2","","",""
"High transfer dependency","1996","in school","Female","4","","",""
"High transfer dependency","1996","inadequately","Male","5","","",""
"High transfer dependency","1996","inadequately","Female","12","","",""
"High transfer dependency","1996","general elemantary","Male","32","0.0336292085944085","0.0212602472395842","0.0459981699492328"
"High transfer dependency","1996","general elemantary","Female","40","0.0200530284140876","0.0131233498155215","0.0269827070126537"
"High transfer dependency","1996","middle vocational","Male","75","0.0182328254004045","0.0136845283197","0.022781122481109"
"High transfer dependency","1996","middle vocational","Female","93","0.0254411185175313","0.0200474916829209","0.0308347453521417"
"High transfer dependency","1996","vocational + Abi","Male","2","","",""
"High transfer dependency","1996","vocational + Abi","Female","3","","",""
"High transfer dependency","1996","higher vocational","Male","6","","",""
"High transfer dependency","1996","higher vocational","Female","4","","",""
"High transfer dependency","1996","higher education","Male","9","","",""
"High transfer dependency","1996","higher education","Female","7","","",""
"Very high transfer dependency","1996","in school","Male","2","","",""
"Very high transfer dependency","1996","in school","Female","9","","",""
"Very high transfer dependency","1996","inadequately","Male","10","","",""
"Very high transfer dependency","1996","inadequately","Female","21","","",""
"Very high transfer dependency","1996","general elemantary","Male","32","0.0404870277855363","0.0269636125009072","0.0540104430701653"
"Very high transfer dependency","1996","general elemantary","Female","47","0.0237083035393455","0.0161875413301482","0.0312290657485429"
"Very high transfer dependency","1996","middle vocational","Male","63","0.0190972586493329","0.01444444056688","0.0237500767317858"
"Very high transfer dependency","1996","middle vocational","Female","76","0.0243051409557816","0.0190302336312657","0.0295800482802974"
"Very high transfer dependency","1996","vocational + Abi","Male","7","","",""
"Very high transfer dependency","1996","vocational + Abi","Female","4","","",""
"Very high transfer dependency","1996","higher vocational","Male","9","","",""
"Very high transfer dependency","1996","higher vocational","Female","5","","",""
"Very high transfer dependency","1996","higher education","Male","16","","",""
"Very high transfer dependency","1996","higher education","Female","12","","",""
"Very low transfer dependency","1997","in school","Male","138","0.900445386143445","0.85315780328817","0.94773296899872"
"Very low transfer dependency","1997","in school","Female","141","0.881937611850683","0.83162298437155","0.932252239329815"
"Very low transfer dependency","1997","inadequately","Male","155","0.809618057509594","0.754085145616023","0.865150969403165"
"Very low transfer dependency","1997","inadequately","Female","206","0.720362686199023","0.667024676715585","0.77370069568246"
"Very low transfer dependency","1997","general elemantary","Male","668","0.823554173468877","0.797573696634502","0.849534650303251"
"Very low transfer dependency","1997","general elemantary","Female","1293","0.884274605709655","0.868102129835462","0.900447081583849"
"Very low transfer dependency","1997","middle vocational","Male","2806","0.890100968861803","0.879296481360869","0.900905456362737"
"Very low transfer dependency","1997","middle vocational","Female","2797","0.880805656524568","0.869636686917087","0.89197462613205"
"Very low transfer dependency","1997","vocational + Abi","Male","203","0.837130264791811","0.789920604358895","0.884339925224726"
"Very low transfer dependency","1997","vocational + Abi","Female","191","0.861175561528668","0.815589637187798","0.906761485869538"
"Very low transfer dependency","1997","higher vocational","Male","435","0.93563703070519","0.913451444995152","0.957822616415228"
"Very low transfer dependency","1997","higher vocational","Female","266","0.914149468111271","0.881625332623552","0.946673603598989"
"Very low transfer dependency","1997","higher education","Male","894","0.940025602832396","0.925075678678463","0.954975526986328"
"Very low transfer dependency","1997","higher education","Female","721","0.918026008693219","0.898968896509698","0.937083120876741"
"Low transfer dependency","1997","in school","Male","13","","",""
"Low transfer dependency","1997","in school","Female","6","","",""
"Low transfer dependency","1997","inadequately","Male","26","","",""
"Low transfer dependency","1997","inadequately","Female","33","0.133703853159419","0.0932584850955424","0.174149221223295"
"Low transfer dependency","1997","general elemantary","Male","84","0.0816997487781494","0.0630317377677448","0.100367759788554"
"Low transfer dependency","1997","general elemantary","Female","113","0.0515529990603209","0.04037402104425","0.0627319770763918"
"Low transfer dependency","1997","middle vocational","Male","263","0.0670521808561074","0.0584120019846001","0.0756923597276148"
"Low transfer dependency","1997","middle vocational","Female","254","0.0581685509072541","0.0501003639137385","0.0662367379007697"
"Low transfer dependency","1997","vocational + Abi","Male","17","","",""
"Low transfer dependency","1997","vocational + Abi","Female","21","","",""
"Low transfer dependency","1997","higher vocational","Male","27","","",""
"Low transfer dependency","1997","higher vocational","Female","14","","",""
"Low transfer dependency","1997","higher education","Male","46","0.035890776036541","0.0241785149264569","0.0476030371466251"
"Low transfer dependency","1997","higher education","Female","53","0.0533996794916182","0.0377810038475394","0.069018355135697"
"High transfer dependency","1997","in school","Male","","","",""
"High transfer dependency","1997","in school","Female","6","","",""
"High transfer dependency","1997","inadequately","Male","5","","",""
"High transfer dependency","1997","inadequately","Female","12","","",""
"High transfer dependency","1997","general elemantary","Male","36","0.0394423283563375","0.0261763791278373","0.0527082775848377"
"High transfer dependency","1997","general elemantary","Female","44","0.0341446317836598","0.0249637188984771","0.0433255446688424"
"High transfer dependency","1997","middle vocational","Male","71","0.0192100953881644","0.0144683267837653","0.0239518639925634"
"High transfer dependency","1997","middle vocational","Female","92","0.0273526524430323","0.0217302404567","0.0329750644293647"
"High transfer dependency","1997","vocational + Abi","Male","8","","",""
"High transfer dependency","1997","vocational + Abi","Female","4","","",""
"High transfer dependency","1997","higher vocational","Male","5","","",""
"High transfer dependency","1997","higher vocational","Female","3","","",""
"High transfer dependency","1997","higher education","Male","17","","",""
"High transfer dependency","1997","higher education","Female","11","","",""
"Very high transfer dependency","1997","in school","Male","3","","",""
"Very high transfer dependency","1997","in school","Female","5","","",""
"Very high transfer dependency","1997","inadequately","Male","6","","",""
"Very high transfer dependency","1997","inadequately","Female","21","","",""
"Very high transfer dependency","1997","general elemantary","Male","39","0.0553037493966366","0.0397254975699649","0.0708820012233082"
"Very high transfer dependency","1997","general elemantary","Female","53","0.0300277634463642","0.0213997712125946","0.0386557556801338"
"Very high transfer dependency","1997","middle vocational","Male","79","0.0236367548939251","0.0183888344873359","0.0288846753005142"
"Very high transfer dependency","1997","middle vocational","Female","90","0.0336731401251451","0.0274551636709451","0.039891116579345"
"Very high transfer dependency","1997","vocational + Abi","Male","7","","",""
"Very high transfer dependency","1997","vocational + Abi","Female","5","","",""
"Very high transfer dependency","1997","higher vocational","Male","3","","",""
"Very high transfer dependency","1997","higher vocational","Female","2","","",""
"Very high transfer dependency","1997","higher education","Male","12","","",""
"Very high transfer dependency","1997","higher education","Female","11","","",""
"Very low transfer dependency","1998","in school","Male","139","0.876639299603732","0.825999793061087","0.927278806146377"
"Very low transfer dependency","1998","in school","Female","149","0.872416244835426","0.822264829657531","0.922567660013322"
"Very low transfer dependency","1998","inadequately","Male","153","0.819126147271578","0.763660317281082","0.874591977262073"
"Very low transfer dependency","1998","inadequately","Female","193","0.740562799450803","0.687385667763321","0.793739931138284"
"Very low transfer dependency","1998","general elemantary","Male","756","0.85134825111729","0.828272739545768","0.874423762688812"
"Very low transfer dependency","1998","general elemantary","Female","1428","0.907401317002683","0.893320657442394","0.921481976562972"
"Very low transfer dependency","1998","middle vocational","Male","3059","0.885724882930023","0.875183408005404","0.896266357854643"
"Very low transfer dependency","1998","middle vocational","Female","3052","0.891918993802512","0.88163434582014","0.902203641784883"
"Very low transfer dependency","1998","vocational + Abi","Male","210","0.851895727482296","0.807143215067052","0.896648239897541"
"Very low transfer dependency","1998","vocational + Abi","Female","233","0.886134420269217","0.847961682697479","0.924307157840954"
"Very low transfer dependency","1998","higher vocational","Male","465","0.94350981123272","0.923192465257919","0.963827157207522"
"Very low transfer dependency","1998","higher vocational","Female","302","0.916939619628685","0.886935994026187","0.946943245231183"
"Very low transfer dependency","1998","higher education","Male","976","0.92297942005475","0.907048481728397","0.938910358381104"
"Very low transfer dependency","1998","higher education","Female","799","0.916286978679008","0.898019441289513","0.934554516068502"
"Low transfer dependency","1998","in school","Male","12","","",""
"Low transfer dependency","1998","in school","Female","8","","",""
"Low transfer dependency","1998","inadequately","Male","17","","",""
"Low transfer dependency","1998","inadequately","Female","31","0.119855549968928","0.0804521325613078","0.159258967376548"
"Low transfer dependency","1998","general elemantary","Male","88","0.0752935321602871","0.0581778786711276","0.0924091856494466"
"Low transfer dependency","1998","general elemantary","Female","112","0.0444748007483562","0.0344609994695302","0.0544886020271822"
"Low transfer dependency","1998","middle vocational","Male","279","0.06707202349086","0.0587836200459003","0.0753604269358197"
"Low transfer dependency","1998","middle vocational","Female","268","0.0545511931016774","0.0470285029977529","0.0620738832056019"
"Low transfer dependency","1998","vocational + Abi","Male","16","","",""
"Low transfer dependency","1998","vocational + Abi","Female","21","","",""
"Low transfer dependency","1998","higher vocational","Male","21","","",""
"Low transfer dependency","1998","higher vocational","Female","11","","",""
"Low transfer dependency","1998","higher education","Male","64","0.0420035850485619","0.0300177836575387","0.0539893864395851"
"Low transfer dependency","1998","higher education","Female","60","0.0590042105144461","0.0434623473411387","0.0745460736877535"
"High transfer dependency","1998","in school","Male","3","","",""
"High transfer dependency","1998","in school","Female","6","","",""
"High transfer dependency","1998","inadequately","Male","4","","",""
"High transfer dependency","1998","inadequately","Female","15","","",""
"High transfer dependency","1998","general elemantary","Male","32","0.0291055671952929","0.0182015446401803","0.0400095897504055"
"High transfer dependency","1998","general elemantary","Female","39","0.0178470866566044","0.011415855619849","0.0242783176933599"
"High transfer dependency","1998","middle vocational","Male","71","0.0157919889260481","0.0116611526425683","0.019922825209528"
"High transfer dependency","1998","middle vocational","Female","83","0.0220533463493491","0.0171887493544172","0.0269179433442811"
"High transfer dependency","1998","vocational + Abi","Male","9","","",""
"High transfer dependency","1998","vocational + Abi","Female","6","","",""
"High transfer dependency","1998","higher vocational","Male","7","","",""
"High transfer dependency","1998","higher vocational","Female","6","","",""
"High transfer dependency","1998","higher education","Male","19","","",""
"High transfer dependency","1998","higher education","Female","11","","",""
"Very high transfer dependency","1998","in school","Male","8","","",""
"Very high transfer dependency","1998","in school","Female","7","","",""
"Very high transfer dependency","1998","inadequately","Male","11","","",""
"Very high transfer dependency","1998","inadequately","Female","22","","",""
"Very high transfer dependency","1998","general elemantary","Male","37","0.0442526495271305","0.0309127090202994","0.0575925900339616"
"Very high transfer dependency","1998","general elemantary","Female","49","0.0302767955923565","0.0219534152759527","0.0386001759087603"
"Very high transfer dependency","1998","middle vocational","Male","90","0.0314111046530687","0.0256316419225389","0.0371905673835984"
"Very high transfer dependency","1998","middle vocational","Female","98","0.0314764667464618","0.025692841926663","0.0372600915662605"
"Very high transfer dependency","1998","vocational + Abi","Male","7","","",""
"Very high transfer dependency","1998","vocational + Abi","Female","6","","",""
"Very high transfer dependency","1998","higher vocational","Male","3","","",""
"Very high transfer dependency","1998","higher vocational","Female","6","","",""
"Very high transfer dependency","1998","higher education","Male","17","","",""
"Very high transfer dependency","1998","higher education","Female","13","","",""
"Very low transfer dependency","1999","in school","Male","138","0.844243098839586","0.787878432877598","0.900607764801575"
"Very low transfer dependency","1999","in school","Female","139","0.871129019605911","0.819533808860022","0.922724230351801"
"Very low transfer dependency","1999","inadequately","Male","141","0.825028578924221","0.768736521427837","0.881320636420605"
"Very low transfer dependency","1999","inadequately","Female","185","0.77317218268921","0.721051689359665","0.825292676018755"
"Very low transfer dependency","1999","general elemantary","Male","748","0.874554346132425","0.852657837917155","0.896450854347695"
"Very low transfer dependency","1999","general elemantary","Female","1367","0.901560391793596","0.886810258571122","0.91631052501607"
"Very low transfer dependency","1999","middle vocational","Male","3031","0.896652813608268","0.886490585576528","0.906815041640009"
"Very low transfer dependency","1999","middle vocational","Female","3032","0.896809962135922","0.886672204416341","0.906947719855503"
"Very low transfer dependency","1999","vocational + Abi","Male","213","0.891409363983176","0.851965093804105","0.930853634162248"
"Very low transfer dependency","1999","vocational + Abi","Female","244","0.933137116166276","0.903342932337287","0.962931299995264"
"Very low transfer dependency","1999","higher vocational","Male","460","0.95853099684995","0.940805646211147","0.976256347488753"
"Very low transfer dependency","1999","higher vocational","Female","307","0.935183182995657","0.908579464954393","0.961786901036921"
"Very low transfer dependency","1999","higher education","Male","1003","0.942862688009435","0.929026407071918","0.956698968946952"
"Very low transfer dependency","1999","higher education","Female","805","0.916411997738336","0.898125770554949","0.934698224921723"
"Low transfer dependency","1999","in school","Male","12","","",""
"Low transfer dependency","1999","in school","Female","10","","",""
"Low transfer dependency","1999","inadequately","Male","20","","",""
"Low transfer dependency","1999","inadequately","Female","39","0.131421346666964","0.0893719486295989","0.173470744704328"
"Low transfer dependency","1999","general elemantary","Male","79","0.0723028647826281","0.0551816524288422","0.0894240771364139"
"Low transfer dependency","1999","general elemantary","Female","109","0.0449586173687134","0.0346990000666859","0.0552182346707409"
"Low transfer dependency","1999","middle vocational","Male","265","0.061146461210692","0.0531478969740866","0.0691450254472973"
"Low transfer dependency","1999","middle vocational","Female","260","0.0558553338220902","0.0482024625553808","0.0635082050887996"
"Low transfer dependency","1999","vocational + Abi","Male","13","","",""
"Low transfer dependency","1999","vocational + Abi","Female","16","","",""
"Low transfer dependency","1999","higher vocational","Male","17","","",""
"Low transfer dependency","1999","higher vocational","Female","15","","",""
"Low transfer dependency","1999","higher education","Male","51","0.0340358947798227","0.023226924455458","0.0448448651041875"
"Low transfer dependency","1999","higher education","Female","49","0.0520280942125955","0.0373549411699791","0.0667012472552118"
"High transfer dependency","1999","in school","Male","6","","",""
"High transfer dependency","1999","in school","Female","6","","",""
"High transfer dependency","1999","inadequately","Male","7","","",""
"High transfer dependency","1999","inadequately","Female","9","","",""
"High transfer dependency","1999","general elemantary","Male","22","","",""
"High transfer dependency","1999","general elemantary","Female","47","0.0276345579931085","0.0195183230191828","0.0357507929670343"
"High transfer dependency","1999","middle vocational","Male","78","0.016377197038435","0.0121401671210454","0.0206142269558246"
"High transfer dependency","1999","middle vocational","Female","83","0.0189355543830102","0.0143934136021712","0.0234776951638493"
"High transfer dependency","1999","vocational + Abi","Male","7","","",""
"High transfer dependency","1999","vocational + Abi","Female","6","","",""
"High transfer dependency","1999","higher vocational","Male","4","","",""
"High transfer dependency","1999","higher vocational","Female","4","","",""
"High transfer dependency","1999","higher education","Male","15","","",""
"High transfer dependency","1999","higher education","Female","12","","",""
"Very high transfer dependency","1999","in school","Male","3","","",""
"Very high transfer dependency","1999","in school","Female","7","","",""
"Very high transfer dependency","1999","inadequately","Male","7","","",""
"Very high transfer dependency","1999","inadequately","Female","15","","",""
"Very high transfer dependency","1999","general elemantary","Male","30","0.0348197777554515","0.0227006641127856","0.0469388913981175"
"Very high transfer dependency","1999","general elemantary","Female","44","0.0258464328445822","0.0179899600329367","0.0337029056562277"
"Very high transfer dependency","1999","middle vocational","Male","73","0.0258235281426045","0.020528673327497","0.031118382957712"
"Very high transfer dependency","1999","middle vocational","Female","84","0.0283991496589771","0.0228634894881747","0.0339348098297794"
"Very high transfer dependency","1999","vocational + Abi","Male","6","","",""
"Very high transfer dependency","1999","vocational + Abi","Female","4","","",""
"Very high transfer dependency","1999","higher vocational","Male","5","","",""
"Very high transfer dependency","1999","higher vocational","Female","3","","",""
"Very high transfer dependency","1999","higher education","Male","12","","",""
"Very high transfer dependency","1999","higher education","Female","14","","",""
"Very low transfer dependency","2000","in school","Male","200","0.843186774409226","0.796989872714434","0.889383676104018"
"Very low transfer dependency","2000","in school","Female","218","0.871976786162523","0.831048370574057","0.91290520175099"
"Very low transfer dependency","2000","inadequately","Male","122","0.758820283282835","0.693545419408759","0.824095147156911"
"Very low transfer dependency","2000","inadequately","Female","167","0.743804738238131","0.687632838039395","0.799976638436867"
"Very low transfer dependency","2000","general elemantary","Male","988","0.874215553450923","0.855041637790285","0.893389469111561"
