"transab_cat2","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","1991","no migration background","higher vocational","6","","","","1"
"Low transfer dependency","1991","no migration background","in school","6","","","","1"
"Low transfer dependency","1991","direct migration background","vocational + Abi","10","","","","1"
"Low transfer dependency","1991","direct migration background","higher vocational","1","","","","1"
"Low transfer dependency","1991","direct migration background","higher education","3","","","","1"
"Low transfer dependency","1991","indirect migration background","in school","1","","","","1"
"Low transfer dependency","1991","direct migration background","in school","1","","","","1"
"Low transfer dependency","1991","direct migration background","inadequately","35","0.0771461718787944","0.0545575702929292","0.0997347734646596","1"
"Low transfer dependency","1991","direct migration background","general elemantary","34","0.0444828103885961","0.0304823940285903","0.0584832267486018","1"
"Low transfer dependency","1991","direct migration background","middle vocational","29","","","","1"
"Low transfer dependency","1991","indirect migration background","inadequately","2","","","","1"
"Low transfer dependency","1991","indirect migration background","general elemantary","7","","","","1"
"Low transfer dependency","1991","indirect migration background","middle vocational","6","","","","1"
"Low transfer dependency","1991","indirect migration background","vocational + Abi","","","","","1"
"Low transfer dependency","1991","indirect migration background","higher vocational","","","","","1"
"Low transfer dependency","1991","indirect migration background","higher education","","","","","1"
"Very high transfer dependency","1991","direct migration background","middle vocational","12","","","","3"
"Very high transfer dependency","1991","no migration background","general elemantary","21","","","","3"
"Very high transfer dependency","1991","no migration background","inadequately","5","","","","3"
"Very high transfer dependency","1991","direct migration background","vocational + Abi","3","","","","3"
"Very high transfer dependency","1991","direct migration background","higher vocational","2","","","","3"
"Very high transfer dependency","1991","no migration background","middle vocational","22","","","","3"
"Very high transfer dependency","1991","indirect migration background","higher education","","","","","3"
"Very high transfer dependency","1991","no migration background","in school","","","","","3"
"Very high transfer dependency","1991","no migration background","vocational + Abi","1","","","","3"
"Very high transfer dependency","1991","no migration background","higher education","3","","","","3"
"Very high transfer dependency","1991","direct migration background","in school","1","","","","3"
"Very high transfer dependency","1991","direct migration background","inadequately","9","","","","3"
"Very high transfer dependency","1991","direct migration background","general elemantary","16","","","","3"
"Very high transfer dependency","1991","direct migration background","higher education","","","","","3"
"Very high transfer dependency","1991","no migration background","higher vocational","2","","","","3"
"Very high transfer dependency","1991","indirect migration background","higher vocational","","","","","3"
"Very high transfer dependency","1991","indirect migration background","in school","","","","","3"
"Very high transfer dependency","1991","indirect migration background","inadequately","3","","","","3"
"Very high transfer dependency","1991","indirect migration background","general elemantary","5","","","","3"
"Very high transfer dependency","1991","indirect migration background","middle vocational","1","","","","3"
"Very high transfer dependency","1991","indirect migration background","vocational + Abi","","","","","3"
"Very low transfer dependency","1991","no migration background","general elemantary","1348","0.93552678379119","0.922837547794502","0.948216019787878","0"
"Very low transfer dependency","1991","no migration background","middle vocational","3496","0.964553170671128","0.958527219333394","0.970579122008862","0"
"Very low transfer dependency","1991","no migration background","vocational + Abi","192","0.962186671554971","0.935751312410416","0.988622030699525","0"
"Very low transfer dependency","1991","no migration background","higher vocational","454","0.977667830609104","0.964223158344539","0.991112502873669","0"
"Very low transfer dependency","1991","no migration background","higher education","620","0.981553516146918","0.971037855610619","0.992069176683218","0"
"Very low transfer dependency","1991","direct migration background","in school","17","","","","0"
"Very low transfer dependency","1991","direct migration background","inadequately","486","0.895019261639327","0.869069301291458","0.920969221987196","0"
"Very low transfer dependency","1991","no migration background","in school","91","0.93072290414377","0.880190814091693","0.981254994195846","0"
"Very low transfer dependency","1991","no migration background","inadequately","60","0.859495638905787","0.776899380255095","0.942091897556478","0"
"Very low transfer dependency","1991","direct migration background","general elemantary","771","0.918672633925351","0.900110652504304","0.937234615346399","0"
"Very low transfer dependency","1991","direct migration background","middle vocational","747","0.944950542039853","0.929126125428586","0.96077495865112","0"
"Very low transfer dependency","1991","direct migration background","vocational + Abi","81","0.765541979594933","0.681663199520967","0.849420759668899","0"
"Very low transfer dependency","1991","direct migration background","higher vocational","46","0.985705039761149","0.95246856029859","1.01894151922371","0"
"Very low transfer dependency","1991","direct migration background","higher education","87","0.992843056777588","0.975427758236071","1.01025835531911","0"
"Very low transfer dependency","1991","indirect migration background","in school","33","0.968340447308925","0.909486573183245","1.02719432143461","0"
"Very low transfer dependency","1991","indirect migration background","inadequately","14","","","","0"
"Very low transfer dependency","1991","indirect migration background","general elemantary","125","0.890610916907488","0.83853468576038","0.942687148054597","0"
"Very low transfer dependency","1991","indirect migration background","middle vocational","113","0.950179886567961","0.911413021880881","0.988946751255041","0"
"Very low transfer dependency","1991","indirect migration background","vocational + Abi","9","","","","0"
"Very low transfer dependency","1991","indirect migration background","higher vocational","6","","","","0"
"Very low transfer dependency","1991","indirect migration background","higher education","2","","","","0"
"High transfer dependency","1992","direct migration background","middle vocational","7","","","","2"
"High transfer dependency","1992","direct migration background","vocational + Abi","2","","","","2"
"High transfer dependency","1992","no migration background","general elemantary","23","","","","2"
"High transfer dependency","1992","no migration background","middle vocational","64","0.00984824549269032","0.00729675781125944","0.0123997331741212","2"
"High transfer dependency","1992","no migration background","vocational + Abi","4","","","","2"
"High transfer dependency","1992","direct migration background","higher vocational","","","","","2"
"High transfer dependency","1992","direct migration background","higher education","1","","","","2"
"High transfer dependency","1992","no migration background","inadequately","6","","","","2"
"High transfer dependency","1992","no migration background","higher vocational","7","","","","2"
"High transfer dependency","1992","no migration background","higher education","19","","","","2"
"High transfer dependency","1992","direct migration background","in school","","","","","2"
"High transfer dependency","1992","direct migration background","inadequately","7","","","","2"
"High transfer dependency","1992","direct migration background","general elemantary","19","","","","2"
"High transfer dependency","1992","no migration background","in school","1","","","","2"
"High transfer dependency","1992","indirect migration background","in school","","","","","2"
"High transfer dependency","1992","indirect migration background","inadequately","","","","","2"
"High transfer dependency","1992","indirect migration background","general elemantary","3","","","","2"
"High transfer dependency","1992","indirect migration background","middle vocational","","","","","2"
"High transfer dependency","1992","indirect migration background","vocational + Abi","","","","","2"
"High transfer dependency","1992","indirect migration background","higher vocational","","","","","2"
"High transfer dependency","1992","indirect migration background","higher education","","","","","2"
"Low transfer dependency","1992","no migration background","higher education","79","0.033372466093665","0.0243163998652846","0.0424285323220454","1"
"Low transfer dependency","1992","no migration background","higher vocational","14","","","","1"
"Low transfer dependency","1992","no migration background","general elemantary","78","0.0310540804768884","0.0230583529869307","0.0390498079668461","1"
"Low transfer dependency","1992","no migration background","vocational + Abi","15","","","","1"
"Low transfer dependency","1992","no migration background","middle vocational","295","0.0345944676728836","0.0298725177175838","0.0393164176281835","1"
"Low transfer dependency","1992","no migration background","inadequately","6","","","","1"
"Low transfer dependency","1992","no migration background","in school","5","","","","1"
"Low transfer dependency","1992","direct migration background","vocational + Abi","9","","","","1"
"Low transfer dependency","1992","direct migration background","higher vocational","5","","","","1"
"Low transfer dependency","1992","direct migration background","higher education","1","","","","1"
"Low transfer dependency","1992","indirect migration background","in school","3","","","","1"
"Low transfer dependency","1992","direct migration background","in school","","","","","1"
"Low transfer dependency","1992","direct migration background","inadequately","34","0.0534948947219452","0.0340040456052876","0.0729857438386027","1"
"Low transfer dependency","1992","direct migration background","general elemantary","32","0.0331963853971729","0.0209643418971558","0.0454284288971901","1"
"Low transfer dependency","1992","direct migration background","middle vocational","36","0.0272941031678955","0.0163144632303229","0.0382737431054681","1"
"Low transfer dependency","1992","indirect migration background","inadequately","1","","","","1"
"Low transfer dependency","1992","indirect migration background","general elemantary","6","","","","1"
"Low transfer dependency","1992","indirect migration background","middle vocational","10","","","","1"
"Low transfer dependency","1992","indirect migration background","vocational + Abi","2","","","","1"
"Low transfer dependency","1992","indirect migration background","higher vocational","","","","","1"
"Low transfer dependency","1992","indirect migration background","higher education","1","","","","1"
"Very high transfer dependency","1992","direct migration background","vocational + Abi","8","","","","3"
"Very high transfer dependency","1992","no migration background","general elemantary","25","","","","3"
"Very high transfer dependency","1992","no migration background","inadequately","2","","","","3"
"Very high transfer dependency","1992","no migration background","middle vocational","45","0.011309747252268","0.00857750163313331","0.0140419928714027","3"
"Very high transfer dependency","1992","indirect migration background","higher education","","","","","3"
"Very high transfer dependency","1992","direct migration background","middle vocational","12","","","","3"
"Very high transfer dependency","1992","direct migration background","higher vocational","2","","","","3"
"Very high transfer dependency","1992","indirect migration background","higher vocational","","","","","3"
"Very high transfer dependency","1992","no migration background","in school","1","","","","3"
"Very high transfer dependency","1992","no migration background","vocational + Abi","4","","","","3"
"Very high transfer dependency","1992","no migration background","higher vocational","3","","","","3"
"Very high transfer dependency","1992","no migration background","higher education","6","","","","3"
"Very high transfer dependency","1992","direct migration background","in school","1","","","","3"
"Very high transfer dependency","1992","direct migration background","inadequately","12","","","","3"
"Very high transfer dependency","1992","direct migration background","general elemantary","18","","","","3"
"Very high transfer dependency","1992","direct migration background","higher education","1","","","","3"
"Very high transfer dependency","1992","indirect migration background","in school","4","","","","3"
"Very high transfer dependency","1992","indirect migration background","inadequately","3","","","","3"
"Very high transfer dependency","1992","indirect migration background","general elemantary","5","","","","3"
"Very high transfer dependency","1992","indirect migration background","middle vocational","","","","","3"
"Very high transfer dependency","1992","indirect migration background","vocational + Abi","","","","","3"
"Very low transfer dependency","1992","no migration background","general elemantary","1682","0.94075625732802","0.929874258389009","0.951638256267032","0"
"Very low transfer dependency","1992","no migration background","middle vocational","5350","0.944247539582158","0.938319131206238","0.950175947958078","0"
"Very low transfer dependency","1992","no migration background","vocational + Abi","253","0.945269031794504","0.918434882571404","0.972103181017605","0"
"Very low transfer dependency","1992","no migration background","higher vocational","675","0.962205801692759","0.948068840771305","0.976342762614214","0"
"Very low transfer dependency","1992","no migration background","higher education","1407","0.950897248938336","0.940002039910093","0.96179245796658","0"
"Very low transfer dependency","1992","direct migration background","in school","13","","","","0"
"Very low transfer dependency","1992","direct migration background","inadequately","459","0.912329957295911","0.887832856599381","0.936827057992441","0"
"Very low transfer dependency","1992","direct migration background","vocational + Abi","79","0.768724149678443","0.685243569489198","0.852204729867688","0"
"Very low transfer dependency","1992","direct migration background","higher vocational","56","0.955453684840937","0.904510214217812","1.00639715546406","0"
"Very low transfer dependency","1992","direct migration background","higher education","129","0.979783242684069","0.955773811120204","1.00379267424793","0"
"Very low transfer dependency","1992","indirect migration background","in school","41","0.869084078726411","0.773660741190841","0.964507416261981","0"
"Very low transfer dependency","1992","indirect migration background","inadequately","23","","","","0"
"Very low transfer dependency","1992","indirect migration background","general elemantary","152","0.919732766833048","0.878400043307965","0.961065490358132","0"
"Very low transfer dependency","1992","indirect migration background","middle vocational","112","0.950266185485095","0.911690229404828","0.988842141565362","0"
"Very low transfer dependency","1992","no migration background","in school","118","0.964453967088778","0.931995395355848","0.996912538821708","0"
"Very low transfer dependency","1992","no migration background","inadequately","73","0.838091550740197","0.760686561882336","0.915496539598058","0"
"Very low transfer dependency","1992","direct migration background","general elemantary","755","0.916976922785111","0.898137694820207","0.935816150750015","0"
"Very low transfer dependency","1992","direct migration background","middle vocational","791","0.959563025025747","0.946289416910016","0.972836633141478","0"
"Very low transfer dependency","1992","indirect migration background","vocational + Abi","10","","","","0"
"Very low transfer dependency","1992","indirect migration background","higher vocational","7","","","","0"
"Very low transfer dependency","1992","indirect migration background","higher education","2","","","","0"
"High transfer dependency","1993","direct migration background","vocational + Abi","4","","","","2"
"High transfer dependency","1993","no migration background","general elemantary","23","","","","2"
"High transfer dependency","1993","no migration background","middle vocational","91","0.01461347796597","0.0114911139824495","0.0177358419494905","2"
"High transfer dependency","1993","direct migration background","higher vocational","","","","","2"
"High transfer dependency","1993","direct migration background","higher education","2","","","","2"
"High transfer dependency","1993","no migration background","inadequately","4","","","","2"
"High transfer dependency","1993","no migration background","vocational + Abi","4","","","","2"
"High transfer dependency","1993","direct migration background","middle vocational","12","","","","2"
"High transfer dependency","1993","no migration background","higher vocational","3","","","","2"
"High transfer dependency","1993","no migration background","in school","1","","","","2"
"High transfer dependency","1993","no migration background","higher education","21","","","","2"
"High transfer dependency","1993","direct migration background","in school","","","","","2"
"High transfer dependency","1993","direct migration background","inadequately","15","","","","2"
"High transfer dependency","1993","direct migration background","general elemantary","16","","","","2"
"High transfer dependency","1993","indirect migration background","in school","2","","","","2"
"High transfer dependency","1993","indirect migration background","inadequately","","","","","2"
"High transfer dependency","1993","indirect migration background","general elemantary","6","","","","2"
"High transfer dependency","1993","indirect migration background","middle vocational","1","","","","2"
"High transfer dependency","1993","indirect migration background","vocational + Abi","","","","","2"
"High transfer dependency","1993","indirect migration background","higher vocational","","","","","2"
"High transfer dependency","1993","indirect migration background","higher education","1","","","","2"
"Low transfer dependency","1993","no migration background","higher vocational","37","0.0349516850924337","0.0211172208733653","0.048786149311502","1"
"Low transfer dependency","1993","no migration background","vocational + Abi","15","","","","1"
"Low transfer dependency","1993","no migration background","higher education","74","0.0346867936357518","0.0254018369603452","0.0439717503111584","1"
"Low transfer dependency","1993","no migration background","middle vocational","409","0.0454506570780319","0.0400309888695346","0.0508703252865292","1"
"Low transfer dependency","1993","no migration background","general elemantary","85","0.0345438365691075","0.0258957311613921","0.0431919419768229","1"
"Low transfer dependency","1993","no migration background","inadequately","6","","","","1"
"Low transfer dependency","1993","no migration background","in school","12","","","","1"
"Low transfer dependency","1993","direct migration background","in school","1","","","","1"
"Low transfer dependency","1993","direct migration background","inadequately","29","","","","1"
"Low transfer dependency","1993","direct migration background","general elemantary","49","0.0564986000518241","0.040264519391183","0.0727326807124652","1"
"Low transfer dependency","1993","direct migration background","middle vocational","30","0.0225684615086072","0.0125305296238449","0.0326063933933695","1"
"Low transfer dependency","1993","direct migration background","vocational + Abi","4","","","","1"
"Low transfer dependency","1993","direct migration background","higher vocational","1","","","","1"
"Low transfer dependency","1993","direct migration background","higher education","1","","","","1"
"Low transfer dependency","1993","indirect migration background","in school","","","","","1"
"Low transfer dependency","1993","indirect migration background","inadequately","","","","","1"
"Low transfer dependency","1993","indirect migration background","general elemantary","8","","","","1"
"Low transfer dependency","1993","indirect migration background","middle vocational","9","","","","1"
"Low transfer dependency","1993","indirect migration background","vocational + Abi","2","","","","1"
"Low transfer dependency","1993","indirect migration background","higher vocational","","","","","1"
"Low transfer dependency","1993","indirect migration background","higher education","1","","","","1"
"Very high transfer dependency","1993","no migration background","general elemantary","34","0.0208790242951556","0.0141081821839083","0.0276498664064028","3"
"Very high transfer dependency","1993","direct migration background","vocational + Abi","4","","","","3"
"Very high transfer dependency","1993","indirect migration background","higher education","","","","","3"
"Very high transfer dependency","1993","no migration background","inadequately","4","","","","3"
"Very high transfer dependency","1993","no migration background","middle vocational","85","0.0151753376646108","0.0119944226591699","0.0183562526700518","3"
"Very high transfer dependency","1993","direct migration background","middle vocational","13","","","","3"
"Very high transfer dependency","1993","direct migration background","higher vocational","2","","","","3"
"Very high transfer dependency","1993","indirect migration background","higher vocational","","","","","3"
"Very high transfer dependency","1993","no migration background","in school","","","","","3"
"Very high transfer dependency","1993","no migration background","vocational + Abi","3","","","","3"
"Very high transfer dependency","1993","no migration background","higher vocational","1","","","","3"
"Very high transfer dependency","1993","no migration background","higher education","12","","","","3"
"Very high transfer dependency","1993","direct migration background","in school","1","","","","3"
"Very high transfer dependency","1993","direct migration background","inadequately","17","","","","3"
"Very high transfer dependency","1993","direct migration background","general elemantary","11","","","","3"
"Very high transfer dependency","1993","direct migration background","higher education","","","","","3"
"Very high transfer dependency","1993","indirect migration background","in school","","","","","3"
"Very high transfer dependency","1993","indirect migration background","inadequately","","","","","3"
"Very high transfer dependency","1993","indirect migration background","general elemantary","6","","","","3"
"Very high transfer dependency","1993","indirect migration background","middle vocational","1","","","","3"
"Very high transfer dependency","1993","indirect migration background","vocational + Abi","1","","","","3"
"Very low transfer dependency","1993","no migration background","in school","115","0.929864110311788","0.885623306987608","0.974104913635968","0"
"Very low transfer dependency","1993","no migration background","inadequately","71","0.801416568607105","0.716608086178868","0.886225051035342","0"
"Very low transfer dependency","1993","no migration background","general elemantary","1571","0.933018824064216","0.921180478951657","0.944857169176775","0"
"Very low transfer dependency","1993","no migration background","middle vocational","5089","0.924760527291387","0.917897101554905","0.931623953027869","0"
"Very low transfer dependency","1993","no migration background","vocational + Abi","255","0.96056173483242","0.937640936036725","0.983482533628115","0"
"Very low transfer dependency","1993","no migration background","higher vocational","636","0.957879514077117","0.942748923293025","0.97301010486121","0"
"Very low transfer dependency","1993","no migration background","higher education","1385","0.946607878966996","0.935200461802068","0.958015296131925","0"
"Very low transfer dependency","1993","direct migration background","in school","9","","","","0"
"Very low transfer dependency","1993","direct migration background","inadequately","442","0.880772160887359","0.852452716758481","0.909091605016237","0"
"Very low transfer dependency","1993","direct migration background","general elemantary","701","0.904541397981571","0.883880017254348","0.925202778708794","0"
"Very low transfer dependency","1993","direct migration background","middle vocational","786","0.95683477551837","0.943099557081936","0.970569993954805","0"
"Very low transfer dependency","1993","direct migration background","vocational + Abi","81","0.831690582520316","0.755650650991975","0.907730514048656","0"
"Very low transfer dependency","1993","direct migration background","higher vocational","54","0.985944961250839","0.955384984271986","1.01650493822969","0"
"Very low transfer dependency","1993","direct migration background","higher education","129","0.987145124115612","0.967928124932148","1.00636212329908","0"
"Very low transfer dependency","1993","indirect migration background","in school","45","0.990204862339598","0.962049121355285","1.01836060332391","0"
"Very low transfer dependency","1993","indirect migration background","inadequately","23","","","","0"
"Very low transfer dependency","1993","indirect migration background","general elemantary","174","0.904491952566169","0.863132997013718","0.94585090811862","0"
"Very low transfer dependency","1993","indirect migration background","middle vocational","138","0.954489700618442","0.92102434639342","0.987955054843464","0"
"Very low transfer dependency","1993","indirect migration background","vocational + Abi","9","","","","0"
"Very low transfer dependency","1993","indirect migration background","higher vocational","8","","","","0"
"Very low transfer dependency","1993","indirect migration background","higher education","3","","","","0"
"High transfer dependency","1994","no migration background","inadequately","3","","","","2"
"High transfer dependency","1994","no migration background","vocational + Abi","3","","","","2"
"High transfer dependency","1994","direct migration background","higher education","2","","","","2"
"High transfer dependency","1994","no migration background","general elemantary","32","0.0172460197715916","0.0108888008646765","0.0236032386785067","2"
"High transfer dependency","1994","direct migration background","vocational + Abi","3","","","","2"
"High transfer dependency","1994","direct migration background","higher vocational","","","","","2"
"High transfer dependency","1994","no migration background","middle vocational","97","0.0142985967022738","0.0111822551459602","0.0174149382585873","2"
"High transfer dependency","1994","no migration background","in school","4","","","","2"
"High transfer dependency","1994","no migration background","higher vocational","9","","","","2"
"High transfer dependency","1994","direct migration background","middle vocational","15","","","","2"
"High transfer dependency","1994","no migration background","higher education","23","","","","2"
"High transfer dependency","1994","direct migration background","in school","","","","","2"
"High transfer dependency","1994","direct migration background","inadequately","10","","","","2"
"High transfer dependency","1994","direct migration background","general elemantary","17","","","","2"
"High transfer dependency","1994","indirect migration background","inadequately","","","","","2"
"High transfer dependency","1994","indirect migration background","general elemantary","4","","","","2"
"High transfer dependency","1994","indirect migration background","in school","2","","","","2"
"High transfer dependency","1994","indirect migration background","middle vocational","","","","","2"
"High transfer dependency","1994","indirect migration background","vocational + Abi","","","","","2"
"High transfer dependency","1994","indirect migration background","higher vocational","","","","","2"
"High transfer dependency","1994","indirect migration background","higher education","1","","","","2"
"Low transfer dependency","1994","no migration background","inadequately","2","","","","1"
"Low transfer dependency","1994","no migration background","general elemantary","76","0.0309411569273253","0.0224855717345508","0.0393967421200999","1"
"Low transfer dependency","1994","no migration background","middle vocational","378","0.0450218433965616","0.0395788975846007","0.0504647892085225","1"
"Low transfer dependency","1994","no migration background","higher education","68","0.0299726292981631","0.021389356694301","0.0385559019020252","1"
"Low transfer dependency","1994","no migration background","vocational + Abi","17","","","","1"
"Low transfer dependency","1994","no migration background","higher vocational","36","0.0289409851194188","0.0163778072853274","0.0415041629535101","1"
"Low transfer dependency","1994","no migration background","in school","10","","","","1"
"Low transfer dependency","1994","direct migration background","in school","1","","","","1"
"Low transfer dependency","1994","direct migration background","inadequately","31","0.0732806159765959","0.0496959163825333","0.0968653155706586","1"
"Low transfer dependency","1994","direct migration background","general elemantary","52","0.0545587791966125","0.0378764117437066","0.0712411466495184","1"
"Low transfer dependency","1994","direct migration background","middle vocational","45","0.0416804795593997","0.0279761250809633","0.0553848340378362","1"
"Low transfer dependency","1994","direct migration background","vocational + Abi","11","","","","1"
"Low transfer dependency","1994","direct migration background","higher vocational","1","","","","1"
"Low transfer dependency","1994","direct migration background","higher education","5","","","","1"
"Low transfer dependency","1994","indirect migration background","in school","3","","","","1"
"Low transfer dependency","1994","indirect migration background","inadequately","1","","","","1"
"Low transfer dependency","1994","indirect migration background","general elemantary","15","","","","1"
"Low transfer dependency","1994","indirect migration background","middle vocational","9","","","","1"
"Low transfer dependency","1994","indirect migration background","vocational + Abi","3","","","","1"
"Low transfer dependency","1994","indirect migration background","higher vocational","","","","","1"
"Low transfer dependency","1994","indirect migration background","higher education","1","","","","1"
"Very high transfer dependency","1994","no migration background","general elemantary","35","0.0199162242093719","0.0130938517709197","0.026738596647824","3"
"Very high transfer dependency","1994","no migration background","inadequately","4","","","","3"
"Very high transfer dependency","1994","indirect migration background","higher education","","","","","3"
"Very high transfer dependency","1994","direct migration background","vocational + Abi","3","","","","3"
"Very high transfer dependency","1994","no migration background","in school","3","","","","3"
"Very high transfer dependency","1994","no migration background","middle vocational","95","0.0206009506517473","0.0168723220631834","0.0243295792403112","3"
"Very high transfer dependency","1994","direct migration background","middle vocational","19","","","","3"
"Very high transfer dependency","1994","direct migration background","higher vocational","1","","","","3"
"Very high transfer dependency","1994","indirect migration background","higher vocational","","","","","3"
"Very high transfer dependency","1994","no migration background","vocational + Abi","7","","","","3"
"Very high transfer dependency","1994","no migration background","higher vocational","3","","","","3"
"Very high transfer dependency","1994","no migration background","higher education","12","","","","3"
"Very high transfer dependency","1994","direct migration background","in school","","","","","3"
"Very high transfer dependency","1994","direct migration background","inadequately","14","","","","3"
"Very high transfer dependency","1994","direct migration background","general elemantary","20","","","","3"
"Very high transfer dependency","1994","direct migration background","higher education","1","","","","3"
"Very high transfer dependency","1994","indirect migration background","in school","2","","","","3"
"Very high transfer dependency","1994","indirect migration background","inadequately","","","","","3"
"Very high transfer dependency","1994","indirect migration background","general elemantary","4","","","","3"
"Very high transfer dependency","1994","indirect migration background","middle vocational","","","","","3"
"Very high transfer dependency","1994","indirect migration background","vocational + Abi","","","","","3"
"Very low transfer dependency","1994","no migration background","in school","150","0.927832719956452","0.88858676817202","0.967078671740885","0"
"Very low transfer dependency","1994","no migration background","inadequately","63","0.78924367637998","0.695037862625888","0.883449490134073","0"
"Very low transfer dependency","1994","no migration background","general elemantary","1468","0.931896599091711","0.919594801297388","0.944198396886035","0"
"Very low transfer dependency","1994","no migration background","middle vocational","5005","0.920078609249417","0.912960418226869","0.927196800271966","0"
"Very low transfer dependency","1994","no migration background","vocational + Abi","263","0.92026763164434","0.889091408749221","0.951443854539458","0"
"Very low transfer dependency","1994","no migration background","higher vocational","636","0.950270957146873","0.933979916830385","0.966561997463361","0"
"Very low transfer dependency","1994","no migration background","higher education","1413","0.94851389829859","0.937389786500178","0.959638010097002","0"
"Very low transfer dependency","1994","direct migration background","in school","13","","","","0"
"Very low transfer dependency","1994","direct migration background","inadequately","414","0.87140855930377","0.84111302534116","0.90170409326638","0"
"Very low transfer dependency","1994","direct migration background","general elemantary","623","0.878514045843947","0.854517679505413","0.902510412182481","0"
"Very low transfer dependency","1994","direct migration background","middle vocational","738","0.924485051332331","0.906367334190035","0.942602768474627","0"
"Very low transfer dependency","1994","direct migration background","vocational + Abi","70","0.72791549554157","0.634400587435851","0.821430403647289","0"
"Very low transfer dependency","1994","direct migration background","higher vocational","58","0.982775823798378","0.949855133905006","1.01569651369175","0"
"Very low transfer dependency","1994","direct migration background","higher education","117","0.925227010534959","0.879117595978526","0.971336425091392","0"
"Very low transfer dependency","1994","indirect migration background","in school","52","0.90517982035503","0.830424879224971","0.979934761485089","0"
"Very low transfer dependency","1994","indirect migration background","inadequately","15","","","","0"
"Very low transfer dependency","1994","indirect migration background","general elemantary","160","0.89786451176196","0.853989597179374","0.941739426344546","0"
"Very low transfer dependency","1994","indirect migration background","middle vocational","149","0.952132725783364","0.918844730400135","0.985420721166592","0"
"Very low transfer dependency","1994","indirect migration background","vocational + Abi","11","","","","0"
"Very low transfer dependency","1994","indirect migration background","higher vocational","11","","","","0"
"Very low transfer dependency","1994","indirect migration background","higher education","7","","","","0"
"High transfer dependency","1995","no migration background","inadequately","","","","","2"
"High transfer dependency","1995","no migration background","middle vocational","93","0.0145791008725883","0.0114231497339765","0.0177350520112","2"
"High transfer dependency","1995","no migration background","vocational + Abi","5","","","","2"
"High transfer dependency","1995","no migration background","general elemantary","36","0.0211684766326613","0.0140116357732142","0.0283253174921084","2"
"High transfer dependency","1995","no migration background","in school","4","","","","2"
"High transfer dependency","1995","direct migration background","higher vocational","","","","","2"
"High transfer dependency","1995","no migration background","higher vocational","3","","","","2"
"High transfer dependency","1995","direct migration background","middle vocational","25","","","","2"
"High transfer dependency","1995","direct migration background","vocational + Abi","5","","","","2"
"High transfer dependency","1995","direct migration background","higher education","1","","","","2"
"High transfer dependency","1995","no migration background","higher education","13","","","","2"
"High transfer dependency","1995","direct migration background","in school","1","","","","2"
"High transfer dependency","1995","direct migration background","inadequately","20","","","","2"
"High transfer dependency","1995","direct migration background","general elemantary","18","","","","2"
"High transfer dependency","1995","indirect migration background","in school","4","","","","2"
"High transfer dependency","1995","indirect migration background","inadequately","","","","","2"
"High transfer dependency","1995","indirect migration background","general elemantary","9","","","","2"
"High transfer dependency","1995","indirect migration background","middle vocational","1","","","","2"
"High transfer dependency","1995","indirect migration background","vocational + Abi","","","","","2"
"High transfer dependency","1995","indirect migration background","higher vocational","","","","","2"
"High transfer dependency","1995","indirect migration background","higher education","","","","","2"
"Low transfer dependency","1995","no migration background","inadequately","5","","","","1"
"Low transfer dependency","1995","no migration background","general elemantary","85","0.0408211687641342","0.0309829812923567","0.0506593562359117","1"
"Low transfer dependency","1995","no migration background","vocational + Abi","18","","","","1"
"Low transfer dependency","1995","no migration background","higher vocational","23","","","","1"
"Low transfer dependency","1995","no migration background","higher education","53","0.0223244559499843","0.014955393096238","0.0296935188037307","1"
"Low transfer dependency","1995","no migration background","middle vocational","348","0.0464399579483854","0.0408991391594294","0.0519807767373414","1"
"Low transfer dependency","1995","no migration background","in school","12","","","","1"
"Low transfer dependency","1995","direct migration background","in school","","","","","1"
"Low transfer dependency","1995","direct migration background","inadequately","31","0.056163254255903","0.0351004437297823","0.0772260647820237","1"
"Low transfer dependency","1995","direct migration background","general elemantary","49","0.0467358249163586","0.0318850600228712","0.061586589809846","1"
"Low transfer dependency","1995","direct migration background","middle vocational","60","0.0488085750701294","0.0353458626297531","0.0622712875105057","1"
"Low transfer dependency","1995","direct migration background","vocational + Abi","15","","","","1"
"Low transfer dependency","1995","direct migration background","higher vocational","3","","","","1"
"Low transfer dependency","1995","direct migration background","higher education","12","","","","1"
"Low transfer dependency","1995","indirect migration background","in school","4","","","","1"
"Low transfer dependency","1995","indirect migration background","inadequately","1","","","","1"
"Low transfer dependency","1995","indirect migration background","general elemantary","11","","","","1"
"Low transfer dependency","1995","indirect migration background","middle vocational","11","","","","1"
"Low transfer dependency","1995","indirect migration background","vocational + Abi","","","","","1"
"Low transfer dependency","1995","indirect migration background","higher vocational","1","","","","1"
"Low transfer dependency","1995","indirect migration background","higher education","3","","","","1"
"Very high transfer dependency","1995","no migration background","inadequately","8","","","","3"
"Very high transfer dependency","1995","no migration background","general elemantary","41","0.0244732517709463","0.0167910092413839","0.0321554943005088","3"
"Very high transfer dependency","1995","direct migration background","middle vocational","35","0.0365903312476323","0.0248592183963815","0.048321444098883","3"
"Very high transfer dependency","1995","direct migration background","vocational + Abi","12","","","","3"
"Very high transfer dependency","1995","indirect migration background","higher education","","","","","3"
"Very high transfer dependency","1995","no migration background","in school","4","","","","3"
