"transab_cat2","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","1991","Full Time","Other degree","","","",""
"High transfer dependency","1991","Full Time","no degree/no degree yet","","","",""
"High transfer dependency","1991","Part Time","lower secondary degree","14","","",""
"High transfer dependency","1991","Part Time","secondary school degree","7","","",""
"High transfer dependency","1991","Part Time","college entrance qualification","1","","",""
"High transfer dependency","1991","Part Time","Other degree","6","","",""
"High transfer dependency","1991","Part Time","no degree/no degree yet","","","",""
"High transfer dependency","1991","Not Working","lower secondary degree","31","0.0175457830219909","0.0113696624141358","0.0237219036298459"
"High transfer dependency","1991","Not Working","secondary school degree","5","","",""
"High transfer dependency","1991","Not Working","college entrance qualification","3","","",""
"High transfer dependency","1991","Not Working","Other degree","9","","",""
"High transfer dependency","1991","Not Working","no degree/no degree yet","7","","",""
"Very high transfer dependency","1991","Full Time","lower secondary degree","","","",""
"Very high transfer dependency","1991","Full Time","secondary school degree","","","",""
"Very high transfer dependency","1991","Full Time","college entrance qualification","","","",""
"Very high transfer dependency","1991","Full Time","Other degree","","","",""
"Very high transfer dependency","1991","Full Time","no degree/no degree yet","","","",""
"Very high transfer dependency","1991","Part Time","lower secondary degree","5","","",""
"Very high transfer dependency","1991","Part Time","secondary school degree","2","","",""
"Very high transfer dependency","1991","Part Time","college entrance qualification","","","",""
"Very high transfer dependency","1991","Part Time","Other degree","1","","",""
"Very high transfer dependency","1991","Part Time","no degree/no degree yet","","","",""
"Very high transfer dependency","1991","Not Working","lower secondary degree","42","0.0266196832873044","0.0190475900559607","0.0341917765186481"
"Very high transfer dependency","1991","Not Working","secondary school degree","9","","",""
"Very high transfer dependency","1991","Not Working","college entrance qualification","8","","",""
"Very high transfer dependency","1991","Not Working","Other degree","23","","",""
"Very high transfer dependency","1991","Not Working","no degree/no degree yet","16","","",""
"Very low transfer dependency","1992","Full Time","lower secondary degree","2452","0.983366445161387","0.978361093967019","0.988371796355755"
"Very low transfer dependency","1992","Full Time","secondary school degree","2002","0.962739097405117","0.954653841360143","0.970824353450091"
"Very low transfer dependency","1992","Full Time","college entrance qualification","905","0.976111336173486","0.966339137686185","0.985883534660786"
"Very low transfer dependency","1992","Full Time","Other degree","586","0.985657049803853","0.97611936234506","0.995194737262646"
"Very low transfer dependency","1992","Full Time","no degree/no degree yet","273","0.975170799326944","0.957009569672942","0.993332028980946"
"Very low transfer dependency","1992","Part Time","lower secondary degree","906","0.910722227382585","0.893231822565826","0.928212632199344"
"Very low transfer dependency","1992","Part Time","secondary school degree","660","0.881255259044793","0.858211241121621","0.904299276967966"
"Very low transfer dependency","1992","Part Time","college entrance qualification","368","0.948668211054544","0.926906155371275","0.970430266737812"
"Very low transfer dependency","1992","Part Time","Other degree","134","0.905027179044489","0.857952709307232","0.952101648781745"
"Very low transfer dependency","1992","Part Time","no degree/no degree yet","105","0.846469722181417","0.783272816189093","0.909666628173742"
"Very low transfer dependency","1992","Not Working","lower secondary degree","2163","0.936725263471356","0.926842048459725","0.946608478482988"
"Very low transfer dependency","1992","Not Working","secondary school degree","627","0.910091446323355","0.88936926008866","0.93081363255805"
"Very low transfer dependency","1992","Not Working","college entrance qualification","345","0.911196487430531","0.883354707564393","0.93903826729667"
"Very low transfer dependency","1992","Not Working","Other degree","196","0.752066131957764","0.699679101534845","0.804453162380682"
"Very low transfer dependency","1992","Not Working","no degree/no degree yet","387","0.905085239278661","0.877944560579879","0.932225917977443"
"Low transfer dependency","1992","Full Time","lower secondary degree","46","0.0122985545825932","0.0079851101658897","0.0166119989992966"
"Low transfer dependency","1992","Full Time","secondary school degree","96","0.0333927982004485","0.0257233484292555","0.0410622479716415"
"Low transfer dependency","1992","Full Time","college entrance qualification","30","0.0215790937477175","0.0122803102837533","0.0308778772116817"
"Low transfer dependency","1992","Full Time","Other degree","9","","",""
"Low transfer dependency","1992","Full Time","no degree/no degree yet","9","","",""
"Low transfer dependency","1992","Part Time","lower secondary degree","85","0.0639724388242992","0.0489626012676222","0.0789822763809762"
"Low transfer dependency","1992","Part Time","secondary school degree","73","0.0840787896386203","0.0643103479961663","0.103847231281074"
"Low transfer dependency","1992","Part Time","college entrance qualification","19","","",""
"Low transfer dependency","1992","Part Time","Other degree","7","","",""
"Low transfer dependency","1992","Part Time","no degree/no degree yet","15","","",""
"Low transfer dependency","1992","Not Working","lower secondary degree","74","0.0211548037556797","0.0153131143607148","0.0269964931506447"
"Low transfer dependency","1992","Not Working","secondary school degree","75","0.0493850322933414","0.0336889037901936","0.0650811607964891"
"Low transfer dependency","1992","Not Working","college entrance qualification","34","0.0465891108213863","0.0259610611018548","0.0672171605409178"
"Low transfer dependency","1992","Not Working","Other degree","28","","",""
"Low transfer dependency","1992","Not Working","no degree/no degree yet","32","0.048359850688356","0.0284948795732217","0.0682248218034903"
"High transfer dependency","1992","Full Time","lower secondary degree","9","","",""
"High transfer dependency","1992","Full Time","secondary school degree","6","","",""
"High transfer dependency","1992","Full Time","college entrance qualification","3","","",""
"High transfer dependency","1992","Full Time","Other degree","1","","",""
"High transfer dependency","1992","Full Time","no degree/no degree yet","","","",""
"High transfer dependency","1992","Part Time","lower secondary degree","22","","",""
"High transfer dependency","1992","Part Time","secondary school degree","21","","",""
"High transfer dependency","1992","Part Time","college entrance qualification","8","","",""
"High transfer dependency","1992","Part Time","Other degree","5","","",""
"High transfer dependency","1992","Part Time","no degree/no degree yet","4","","",""
"High transfer dependency","1992","Not Working","lower secondary degree","40","0.0138086679441111","0.00907134013201304","0.0185459957562093"
"High transfer dependency","1992","Not Working","secondary school degree","13","","",""
"High transfer dependency","1992","Not Working","college entrance qualification","9","","",""
"High transfer dependency","1992","Not Working","Other degree","13","","",""
"High transfer dependency","1992","Not Working","no degree/no degree yet","8","","",""
"Very high transfer dependency","1992","Full Time","lower secondary degree","1","","",""
"Very high transfer dependency","1992","Full Time","secondary school degree","4","","",""
"Very high transfer dependency","1992","Full Time","college entrance qualification","","","",""
"Very high transfer dependency","1992","Full Time","Other degree","1","","",""
"Very high transfer dependency","1992","Full Time","no degree/no degree yet","","","",""
"Very high transfer dependency","1992","Part Time","lower secondary degree","8","","",""
"Very high transfer dependency","1992","Part Time","secondary school degree","3","","",""
"Very high transfer dependency","1992","Part Time","college entrance qualification","","","",""
"Very high transfer dependency","1992","Part Time","Other degree","3","","",""
"Very high transfer dependency","1992","Part Time","no degree/no degree yet","1","","",""
"Very high transfer dependency","1992","Not Working","lower secondary degree","54","0.028311264828853","0.0215780856097514","0.0350444440479547"
"Very high transfer dependency","1992","Not Working","secondary school degree","17","","",""
"Very high transfer dependency","1992","Not Working","college entrance qualification","13","","",""
"Very high transfer dependency","1992","Not Working","Other degree","24","","",""
"Very high transfer dependency","1992","Not Working","no degree/no degree yet","21","","",""
"Very low transfer dependency","1993","Full Time","lower secondary degree","2216","0.974138711503104","0.967663325391797","0.980614097614411"
"Very low transfer dependency","1993","Full Time","secondary school degree","1917","0.948466890982067","0.938910568524304","0.95802321343983"
"Very low transfer dependency","1993","Full Time","college entrance qualification","893","0.981100864998177","0.972311440832096","0.989890289164259"
"Very low transfer dependency","1993","Full Time","Other degree","545","0.988846118011449","0.980085072604153","0.997607163418745"
"Very low transfer dependency","1993","Full Time","no degree/no degree yet","258","0.979066569412729","0.961797360563751","0.996335778261708"
"Very low transfer dependency","1993","Part Time","lower secondary degree","872","0.901706134863218","0.883161161564082","0.920251108162354"
"Very low transfer dependency","1993","Part Time","secondary school degree","587","0.888118747354168","0.864581663259855","0.91165583144848"
"Very low transfer dependency","1993","Part Time","college entrance qualification","401","0.942168628388041","0.920233027856272","0.96410422891981"
"Very low transfer dependency","1993","Part Time","Other degree","141","0.890689107084384","0.84188087733707","0.939497336831699"
"Very low transfer dependency","1993","Part Time","no degree/no degree yet","89","0.884257136055648","0.822474579201102","0.946039692910194"
"Very low transfer dependency","1993","Not Working","lower secondary degree","2149","0.923138319284425","0.912438985873439","0.933837652695411"
"Very low transfer dependency","1993","Not Working","secondary school degree","630","0.854058443754961","0.829805236922508","0.878311650587415"
"Very low transfer dependency","1993","Not Working","college entrance qualification","354","0.929359123643391","0.904497022318792","0.954221224967989"
"Very low transfer dependency","1993","Not Working","Other degree","193","0.744626153477629","0.691823615536057","0.797428691419201"
"Very low transfer dependency","1993","Not Working","no degree/no degree yet","397","0.865027307886907","0.834135948068506","0.895918667705309"
"Low transfer dependency","1993","Full Time","lower secondary degree","79","0.021531647137259","0.0156100043260161","0.0274532899485019"
"Low transfer dependency","1993","Full Time","secondary school degree","124","0.0448903748908052","0.0359400301606303","0.0538407196209802"
"Low transfer dependency","1993","Full Time","college entrance qualification","23","","",""
"Low transfer dependency","1993","Full Time","Other degree","7","","",""
"Low transfer dependency","1993","Full Time","no degree/no degree yet","5","","",""
"Low transfer dependency","1993","Part Time","lower secondary degree","76","0.0607455894947182","0.0458663926014699","0.0756247863879664"
"Low transfer dependency","1993","Part Time","secondary school degree","75","0.071630553961018","0.0523753530543633","0.0908857548676727"
"Low transfer dependency","1993","Part Time","college entrance qualification","23","","",""
"Low transfer dependency","1993","Part Time","Other degree","4","","",""
"Low transfer dependency","1993","Part Time","no degree/no degree yet","8","","",""
"Low transfer dependency","1993","Not Working","lower secondary degree","129","0.0346202388216013","0.0272770868229697","0.0419633908202329"
"Low transfer dependency","1993","Not Working","secondary school degree","116","0.0789386408298546","0.0604150579751407","0.0974622236845685"
"Low transfer dependency","1993","Not Working","college entrance qualification","29","","",""
"Low transfer dependency","1993","Not Working","Other degree","37","0.108756331621229","0.0710579289253227","0.146454734317136"
"Low transfer dependency","1993","Not Working","no degree/no degree yet","34","0.0665816294648637","0.0440436725779635","0.0891195863517639"
"High transfer dependency","1993","Full Time","lower secondary degree","12","","",""
"High transfer dependency","1993","Full Time","secondary school degree","13","","",""
"High transfer dependency","1993","Full Time","college entrance qualification","5","","",""
"High transfer dependency","1993","Full Time","Other degree","","","",""
"High transfer dependency","1993","Full Time","no degree/no degree yet","1","","",""
"High transfer dependency","1993","Part Time","lower secondary degree","28","","",""
"High transfer dependency","1993","Part Time","secondary school degree","19","","",""
"High transfer dependency","1993","Part Time","college entrance qualification","10","","",""
"High transfer dependency","1993","Part Time","Other degree","9","","",""
"High transfer dependency","1993","Part Time","no degree/no degree yet","6","","",""
"High transfer dependency","1993","Not Working","lower secondary degree","40","0.0142783669617673","0.00951312665142054","0.0190436072721141"
"High transfer dependency","1993","Not Working","secondary school degree","24","","",""
"High transfer dependency","1993","Not Working","college entrance qualification","7","","",""
"High transfer dependency","1993","Not Working","Other degree","14","","",""
"High transfer dependency","1993","Not Working","no degree/no degree yet","17","","",""
"Very high transfer dependency","1993","Full Time","lower secondary degree","1","","",""
"Very high transfer dependency","1993","Full Time","secondary school degree","2","","",""
"Very high transfer dependency","1993","Full Time","college entrance qualification","1","","",""
"Very high transfer dependency","1993","Full Time","Other degree","","","",""
"Very high transfer dependency","1993","Full Time","no degree/no degree yet","","","",""
"Very high transfer dependency","1993","Part Time","lower secondary degree","14","","",""
"Very high transfer dependency","1993","Part Time","secondary school degree","8","","",""
"Very high transfer dependency","1993","Part Time","college entrance qualification","1","","",""
"Very high transfer dependency","1993","Part Time","Other degree","3","","",""
"Very high transfer dependency","1993","Part Time","no degree/no degree yet","","","",""
"Very high transfer dependency","1993","Not Working","lower secondary degree","63","0.0279630749322067","0.0213408757696897","0.0345852740947238"
"Very high transfer dependency","1993","Not Working","secondary school degree","44","0.0463374449353895","0.0318963775207773","0.0607785123500016"
"Very high transfer dependency","1993","Not Working","college entrance qualification","18","","",""
"Very high transfer dependency","1993","Not Working","Other degree","18","","",""
"Very high transfer dependency","1993","Not Working","no degree/no degree yet","22","","",""
"Very low transfer dependency","1994","Full Time","lower secondary degree","2035","0.97346683427318","0.966622357912563","0.980311310633797"
"Very low transfer dependency","1994","Full Time","secondary school degree","1900","0.953844143658313","0.944712136758253","0.962976150558373"
"Very low transfer dependency","1994","Full Time","college entrance qualification","930","0.98515850636346","0.977497532458374","0.992819480268546"
"Very low transfer dependency","1994","Full Time","Other degree","469","0.970225020351667","0.955051493288594","0.985398547414741"
"Very low transfer dependency","1994","Full Time","no degree/no degree yet","228","0.986180935743339","0.971126665060967","1.00123520642571"
"Very low transfer dependency","1994","Part Time","lower secondary degree","800","0.87690648975457","0.855711097372719","0.89810188213642"
"Very low transfer dependency","1994","Part Time","secondary school degree","579","0.85934142976425","0.833362584316423","0.885320275212078"
"Very low transfer dependency","1994","Part Time","college entrance qualification","353","0.940417361058511","0.916741669957348","0.964093052159674"
"Very low transfer dependency","1994","Part Time","Other degree","135","0.819062717014517","0.758652777213756","0.879472656815278"
"Very low transfer dependency","1994","Part Time","no degree/no degree yet","93","0.893928552713225","0.835308553229745","0.952548552196705"
"Very low transfer dependency","1994","Not Working","lower secondary degree","2198","0.919988395697398","0.909258349946437","0.930718441448359"
"Very low transfer dependency","1994","Not Working","secondary school degree","605","0.85183666425671","0.826968793725949","0.876704534787472"
"Very low transfer dependency","1994","Not Working","college entrance qualification","404","0.900960835991713","0.873955125882792","0.927966546100633"
"Very low transfer dependency","1994","Not Working","Other degree","190","0.699255899343603","0.643833305832743","0.754678492854463"
"Very low transfer dependency","1994","Not Working","no degree/no degree yet","416","0.852084162059103","0.82080939547034","0.883358928647865"
"Low transfer dependency","1994","Full Time","lower secondary degree","71","0.0215515970897012","0.0153672506947272","0.0277359434846751"
"Low transfer dependency","1994","Full Time","secondary school degree","108","0.037154752591347","0.0289228627877973","0.0453866423948967"
"Low transfer dependency","1994","Full Time","college entrance qualification","24","","",""
"Low transfer dependency","1994","Full Time","Other degree","13","","",""
"Low transfer dependency","1994","Full Time","no degree/no degree yet","3","","",""
"Low transfer dependency","1994","Part Time","lower secondary degree","75","0.0631575362509892","0.0474650009499603","0.0788500715520182"
"Low transfer dependency","1994","Part Time","secondary school degree","77","0.0890654316698726","0.0677814903937672","0.110349372945978"
"Low transfer dependency","1994","Part Time","college entrance qualification","22","","",""
"Low transfer dependency","1994","Part Time","Other degree","14","","",""
"Low transfer dependency","1994","Part Time","no degree/no degree yet","9","","",""
"Low transfer dependency","1994","Not Working","lower secondary degree","129","0.0312453619556575","0.0243646466785507","0.0381260772327643"
"Low transfer dependency","1994","Not Working","secondary school degree","109","0.0751556631756858","0.056701037689789","0.0936102886615826"
"Low transfer dependency","1994","Not Working","college entrance qualification","36","0.0439748147550298","0.0254379689202125","0.0625116605898472"
"Low transfer dependency","1994","Not Working","Other degree","33","0.104433060868284","0.0674725260619518","0.141393595674617"
"Low transfer dependency","1994","Not Working","no degree/no degree yet","38","0.0622462289975674","0.0409625635253291","0.0835298944698056"
"High transfer dependency","1994","Full Time","lower secondary degree","9","","",""
"High transfer dependency","1994","Full Time","secondary school degree","18","","",""
"High transfer dependency","1994","Full Time","college entrance qualification","2","","",""
"High transfer dependency","1994","Full Time","Other degree","","","",""
"High transfer dependency","1994","Full Time","no degree/no degree yet","","","",""
"High transfer dependency","1994","Part Time","lower secondary degree","35","0.0395990616336441","0.0270180380712894","0.0521800851959988"
"High transfer dependency","1994","Part Time","secondary school degree","21","","",""
"High transfer dependency","1994","Part Time","college entrance qualification","5","","",""
"High transfer dependency","1994","Part Time","Other degree","5","","",""
"High transfer dependency","1994","Part Time","no degree/no degree yet","4","","",""
"High transfer dependency","1994","Not Working","lower secondary degree","48","0.015112727783734","0.0102877135128904","0.0199377420545775"
"High transfer dependency","1994","Not Working","secondary school degree","29","","",""
"High transfer dependency","1994","Not Working","college entrance qualification","17","","",""
"High transfer dependency","1994","Not Working","Other degree","16","","",""
"High transfer dependency","1994","Not Working","no degree/no degree yet","15","","",""
"Very high transfer dependency","1994","Full Time","lower secondary degree","3","","",""
"Very high transfer dependency","1994","Full Time","secondary school degree","2","","",""
"Very high transfer dependency","1994","Full Time","college entrance qualification","1","","",""
"Very high transfer dependency","1994","Full Time","Other degree","","","",""
"Very high transfer dependency","1994","Full Time","no degree/no degree yet","","","",""
"Very high transfer dependency","1994","Part Time","lower secondary degree","13","","",""
"Very high transfer dependency","1994","Part Time","secondary school degree","11","","",""
"Very high transfer dependency","1994","Part Time","college entrance qualification","4","","",""
"Very high transfer dependency","1994","Part Time","Other degree","2","","",""
"Very high transfer dependency","1994","Part Time","no degree/no degree yet","","","",""
"Very high transfer dependency","1994","Not Working","lower secondary degree","81","0.0336535145632105","0.0265214451963417","0.0407855839300793"
"Very high transfer dependency","1994","Not Working","secondary school degree","41","0.0447799432305358","0.0303027775237802","0.0592571089372914"
"Very high transfer dependency","1994","Not Working","college entrance qualification","13","","",""
"Very high transfer dependency","1994","Not Working","Other degree","24","","",""
"Very high transfer dependency","1994","Not Working","no degree/no degree yet","26","","",""
"Very low transfer dependency","1995","Full Time","lower secondary degree","1912","0.963169077657837","0.954910449509023","0.971427705806651"
"Very low transfer dependency","1995","Full Time","secondary school degree","1890","0.966858943942493","0.958976324059789","0.974741563825197"
"Very low transfer dependency","1995","Full Time","college entrance qualification","976","0.990844910528211","0.984923992660416","0.996765828396007"
"Very low transfer dependency","1995","Full Time","Other degree","536","0.968324274136567","0.953792966776089","0.982855581497045"
"Very low transfer dependency","1995","Full Time","no degree/no degree yet","192","0.966392212522692","0.941162242920684","0.991622182124699"
"Very low transfer dependency","1995","Part Time","lower secondary degree","820","0.874543648928828","0.853491574170729","0.895595723686927"
"Very low transfer dependency","1995","Part Time","secondary school degree","680","0.900512334759986","0.87945290133663","0.921571768183343"
"Very low transfer dependency","1995","Part Time","college entrance qualification","398","0.94064778853435","0.918366608401006","0.962928968667695"
"Very low transfer dependency","1995","Part Time","Other degree","198","0.804607027545695","0.75391256297198","0.855301492119411"
"Very low transfer dependency","1995","Part Time","no degree/no degree yet","94","0.872735793588284","0.810737300687253","0.934734286489315"
"Very low transfer dependency","1995","Not Working","lower secondary degree","2157","0.904123986081863","0.892463338259553","0.915784633904173"
"Very low transfer dependency","1995","Not Working","secondary school degree","621","0.846981456079566","0.822173966723061","0.871788945436071"
"Very low transfer dependency","1995","Not Working","college entrance qualification","416","0.891299595536206","0.863425051691651","0.919174139380761"
"Very low transfer dependency","1995","Not Working","Other degree","257","0.582916473934602","0.533405634917712","0.632427312951492"
"Very low transfer dependency","1995","Not Working","no degree/no degree yet","457","0.845127244204529","0.814946696537906","0.875307791871152"
"Low transfer dependency","1995","Full Time","lower secondary degree","75","0.0315561912303205","0.0238908789541308","0.0392215035065103"
"Low transfer dependency","1995","Full Time","secondary school degree","77","0.0275560094562522","0.0203474860289557","0.0347645328835487"
"Low transfer dependency","1995","Full Time","college entrance qualification","16","","",""
"Low transfer dependency","1995","Full Time","Other degree","18","","",""
"Low transfer dependency","1995","Full Time","no degree/no degree yet","4","","",""
"Low transfer dependency","1995","Part Time","lower secondary degree","90","0.092182290946758","0.0737965597509239","0.110568022142592"
"Low transfer dependency","1995","Part Time","secondary school degree","64","0.0563293891488368","0.0401077414141354","0.0725510368835383"
"Low transfer dependency","1995","Part Time","college entrance qualification","23","","",""
"Low transfer dependency","1995","Part Time","Other degree","23","","",""
"Low transfer dependency","1995","Part Time","no degree/no degree yet","11","","",""
"Low transfer dependency","1995","Not Working","lower secondary degree","124","0.0337550542603701","0.0266024084269236","0.0409077000938167"
"Low transfer dependency","1995","Not Working","secondary school degree","99","0.0684014148654481","0.0510065610675931","0.0857962686633031"
"Low transfer dependency","1995","Not Working","college entrance qualification","26","","",""
"Low transfer dependency","1995","Not Working","Other degree","50","0.10711121230365","0.0760583415817372","0.138164083025564"
"Low transfer dependency","1995","Not Working","no degree/no degree yet","40","0.0539211486040183","0.0350793747581601","0.0727629224498765"
"High transfer dependency","1995","Full Time","lower secondary degree","10","","",""
"High transfer dependency","1995","Full Time","secondary school degree","13","","",""
"High transfer dependency","1995","Full Time","college entrance qualification","1","","",""
"High transfer dependency","1995","Full Time","Other degree","4","","",""
"High transfer dependency","1995","Full Time","no degree/no degree yet","","","",""
"High transfer dependency","1995","Part Time","lower secondary degree","28","","",""
"High transfer dependency","1995","Part Time","secondary school degree","21","","",""
"High transfer dependency","1995","Part Time","college entrance qualification","8","","",""
"High transfer dependency","1995","Part Time","Other degree","8","","",""
"High transfer dependency","1995","Part Time","no degree/no degree yet","4","","",""
"High transfer dependency","1995","Not Working","lower secondary degree","58","0.0196261686139393","0.0141324385494837","0.0251198986783949"
"High transfer dependency","1995","Not Working","secondary school degree","37","0.038198064365979","0.0249900561108557","0.0514060726211023"
"High transfer dependency","1995","Not Working","college entrance qualification","7","","",""
"High transfer dependency","1995","Not Working","Other degree","13","","",""
"High transfer dependency","1995","Not Working","no degree/no degree yet","26","","",""
"Very high transfer dependency","1995","Full Time","lower secondary degree","1","","",""
"Very high transfer dependency","1995","Full Time","secondary school degree","1","","",""
"Very high transfer dependency","1995","Full Time","college entrance qualification","1","","",""
"Very high transfer dependency","1995","Full Time","Other degree","","","",""
"Very high transfer dependency","1995","Full Time","no degree/no degree yet","","","",""
"Very high transfer dependency","1995","Part Time","lower secondary degree","13","","",""
"Very high transfer dependency","1995","Part Time","secondary school degree","11","","",""
"Very high transfer dependency","1995","Part Time","college entrance qualification","3","","",""
"Very high transfer dependency","1995","Part Time","Other degree","6","","",""
"Very high transfer dependency","1995","Part Time","no degree/no degree yet","2","","",""
"Very high transfer dependency","1995","Not Working","lower secondary degree","110","0.0424947910438274","0.034505796581508","0.0504837855061468"
"Very high transfer dependency","1995","Not Working","secondary school degree","52","0.0464190646890072","0.0319213081344534","0.0609168212435611"
"Very high transfer dependency","1995","Not Working","college entrance qualification","30","0.0635896612954359","0.0417368814650816","0.0854424411257902"
"Very high transfer dependency","1995","Not Working","Other degree","61","0.281086852208428","0.235948668232469","0.326225036184387"
"Very high transfer dependency","1995","Not Working","no degree/no degree yet","29","","",""
"Very low transfer dependency","1996","Full Time","lower secondary degree","1834","0.967206620198427","0.959246655007195","0.975166585389658"
"Very low transfer dependency","1996","Full Time","secondary school degree","1884","0.958308709981985","0.949537651122962","0.967079768841009"
"Very low transfer dependency","1996","Full Time","college entrance qualification","1001","0.981764859148561","0.973581696715061","0.98994802158206"
"Very low transfer dependency","1996","Full Time","Other degree","452","0.974329174874494","0.960016050757373","0.988642298991615"
"Very low transfer dependency","1996","Full Time","no degree/no degree yet","148","0.97085215076008","0.944109398392886","0.997594903127273"
"Very low transfer dependency","1996","Part Time","lower secondary degree","822","0.87683023823471","0.855976509805316","0.897683966664105"
"Very low transfer dependency","1996","Part Time","secondary school degree","688","0.874270000053567","0.851194360683315","0.897345639423819"
"Very low transfer dependency","1996","Part Time","college entrance qualification","408","0.943277237848025","0.921712940127922","0.964841535568127"
"Very low transfer dependency","1996","Part Time","Other degree","212","0.80919460604075","0.760583775221874","0.857805436859627"
"Very low transfer dependency","1996","Part Time","no degree/no degree yet","115","0.831220279808436","0.768037401953675","0.894403157663198"
"Very low transfer dependency","1996","Not Working","lower secondary degree","1989","0.874662429259492","0.861351929169831","0.887972929349154"
"Very low transfer dependency","1996","Not Working","secondary school degree","600","0.856675551947321","0.832053365362246","0.881297738532397"
"Very low transfer dependency","1996","Not Working","college entrance qualification","376","0.875182156174804","0.844334912687509","0.906029399662099"
"Very low transfer dependency","1996","Not Working","Other degree","261","0.646608409737093","0.597834936056982","0.695381883417204"
"Very low transfer dependency","1996","Not Working","no degree/no degree yet","432","0.851162365672964","0.820973968977289","0.881350762368639"
"Low transfer dependency","1996","Full Time","lower secondary degree","70","0.0270446934898196","0.0197945612786785","0.0342948257009608"
"Low transfer dependency","1996","Full Time","secondary school degree","99","0.0385100292162568","0.0300662679794472","0.0469537904530663"
"Low transfer dependency","1996","Full Time","college entrance qualification","26","","",""
"Low transfer dependency","1996","Full Time","Other degree","16","","",""
"Low transfer dependency","1996","Full Time","no degree/no degree yet","4","","",""
"Low transfer dependency","1996","Part Time","lower secondary degree","76","0.0751776312127038","0.0584456493516333","0.0919096130737743"
"Low transfer dependency","1996","Part Time","secondary school degree","70","0.0798221556877555","0.0609592275761102","0.0986850837994007"
"Low transfer dependency","1996","Part Time","college entrance qualification","24","","",""
"Low transfer dependency","1996","Part Time","Other degree","22","","",""
"Low transfer dependency","1996","Part Time","no degree/no degree yet","14","","",""
"Low transfer dependency","1996","Not Working","lower secondary degree","169","0.0527782648718445","0.0437897719291772","0.0617667578145119"
"Low transfer dependency","1996","Not Working","secondary school degree","103","0.0727870126040299","0.0545323002885416","0.0910417249195181"
"Low transfer dependency","1996","Not Working","college entrance qualification","33","0.0536732465593572","0.0326389356926948","0.0747075574260197"
"Low transfer dependency","1996","Not Working","Other degree","44","0.0917458021567382","0.0622926544128225","0.121198949900654"
"Low transfer dependency","1996","Not Working","no degree/no degree yet","43","0.0500706435162227","0.0315730724865503","0.0685682145458951"
"High transfer dependency","1996","Full Time","lower secondary degree","17","","",""
"High transfer dependency","1996","Full Time","secondary school degree","11","","",""
"High transfer dependency","1996","Full Time","college entrance qualification","","","",""
"High transfer dependency","1996","Full Time","Other degree","1","","",""
"High transfer dependency","1996","Full Time","no degree/no degree yet","","","",""
"High transfer dependency","1996","Part Time","lower secondary degree","45","0.0413981998766567","0.0287571323201956","0.0540392674331178"
"High transfer dependency","1996","Part Time","secondary school degree","31","0.0428931768526788","0.0287910112577885","0.0569953424475692"
"High transfer dependency","1996","Part Time","college entrance qualification","6","","",""
"High transfer dependency","1996","Part Time","Other degree","12","","",""
"High transfer dependency","1996","Part Time","no degree/no degree yet","3","","",""
"High transfer dependency","1996","Not Working","lower secondary degree","89","0.0283984616850011","0.0217207908910649","0.0350761324789372"
"High transfer dependency","1996","Not Working","secondary school degree","34","0.0289223868472788","0.0171462639616061","0.0406985097329515"
"High transfer dependency","1996","Not Working","college entrance qualification","11","","",""
"High transfer dependency","1996","Not Working","Other degree","11","","",""
"High transfer dependency","1996","Not Working","no degree/no degree yet","22","","",""
"Very high transfer dependency","1996","Full Time","lower secondary degree","2","","",""
"Very high transfer dependency","1996","Full Time","secondary school degree","1","","",""
"Very high transfer dependency","1996","Full Time","college entrance qualification","","","",""
"Very high transfer dependency","1996","Full Time","Other degree","","","",""
"Very high transfer dependency","1996","Full Time","no degree/no degree yet","","","",""
"Very high transfer dependency","1996","Part Time","lower secondary degree","11","","",""
"Very high transfer dependency","1996","Part Time","secondary school degree","4","","",""
"Very high transfer dependency","1996","Part Time","college entrance qualification","4","","",""
"Very high transfer dependency","1996","Part Time","Other degree","5","","",""
"Very high transfer dependency","1996","Part Time","no degree/no degree yet","3","","",""
"Very high transfer dependency","1996","Not Working","lower secondary degree","130","0.0441608441836623","0.0359015184886684","0.0524201698786563"
"Very high transfer dependency","1996","Not Working","secondary school degree","41","0.0416150486013699","0.0275819528505042","0.0556481443522356"
"Very high transfer dependency","1996","Not Working","college entrance qualification","21","","",""
"Very high transfer dependency","1996","Not Working","Other degree","53","0.241332043019675","0.197673596986","0.284990489053351"
"Very high transfer dependency","1996","Not Working","no degree/no degree yet","37","0.0653812066681587","0.0444149362417359","0.0863474770945815"
"Very low transfer dependency","1997","Full Time","lower secondary degree","1724","0.955711333855658","0.946285230125091","0.965137437586224"
"Very low transfer dependency","1997","Full Time","secondary school degree","1800","0.94119379390348","0.930733044484371","0.95165454332259"
"Very low transfer dependency","1997","Full Time","college entrance qualification","1044","0.983126770574868","0.97540595630486","0.990847584844877"
"Very low transfer dependency","1997","Full Time","Other degree","390","0.946454900723342","0.924822174604198","0.968087626842487"
"Very low transfer dependency","1997","Full Time","no degree/no degree yet","131","0.953677299627067","0.918736056845352","0.988618542408783"
"Very low transfer dependency","1997","Part Time","lower secondary degree","779","0.844235481862924","0.820979176495106","0.867491787230742"
"Very low transfer dependency","1997","Part Time","secondary school degree","620","0.827971194822709","0.800961127929529","0.854981261715889"
