"transab_cat2","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","1995","inadequately","Urban Area","31","0.0543030410967615","0.033341993089706","0.0752640891038169","1"
"Low transfer dependency","1995","in school","Urban Area","7","","","","1"
"Low transfer dependency","1995","inadequately","Rural Area","6","","","","1"
"Low transfer dependency","1995","general elemantary","Urban Area","85","0.03646462561123","0.0276573177361076","0.0452719334863524","1"
"Low transfer dependency","1995","general elemantary","Rural Area","60","0.054799730017981","0.0385764628160597","0.0710229972199023","1"
"Low transfer dependency","1995","higher education","Rural Area","35","0.0506744724972299","0.033615085308623","0.0677338596858367","1"
"Low transfer dependency","1995","higher vocational","Rural Area","13","","","","1"
"Low transfer dependency","1995","higher education","Urban Area","33","0.0217477970326124","0.0132017338240025","0.0302938602412223","1"
"Low transfer dependency","1995","middle vocational","Urban Area","201","0.0345473977625663","0.0290759865589339","0.0400188089661987","1"
"Low transfer dependency","1995","higher vocational","Urban Area","14","","","","1"
"Low transfer dependency","1995","middle vocational","Rural Area","218","0.0725097496616665","0.0621966975314815","0.0828228017918516","1"
"Low transfer dependency","1995","vocational + Abi","Urban Area","21","","","","1"
"Low transfer dependency","1995","vocational + Abi","Rural Area","12","","","","1"
"Very high transfer dependency","1995","in school","Rural Area","3","","","","3"
"Very high transfer dependency","1995","inadequately","Urban Area","17","","","","3"
"Very high transfer dependency","1995","inadequately","Rural Area","7","","","","3"
"Very high transfer dependency","1995","general elemantary","Urban Area","59","0.0319034717949197","0.0236459111598988","0.0401610324299406","3"
"Very high transfer dependency","1995","higher vocational","Rural Area","4","","","","3"
"Very high transfer dependency","1995","higher education","Urban Area","21","","","","3"
"Very high transfer dependency","1995","higher education","Rural Area","9","","","","3"
"Very high transfer dependency","1995","in school","Urban Area","5","","","","3"
"Very high transfer dependency","1995","general elemantary","Rural Area","23","","","","3"
"Very high transfer dependency","1995","higher vocational","Urban Area","15","","","","3"
"Very high transfer dependency","1995","middle vocational","Urban Area","84","0.0196258856225168","0.0154702567394018","0.0237815145056318","3"
"Very high transfer dependency","1995","middle vocational","Rural Area","54","0.0271557701274815","0.0206919829431165","0.0336195573118464","3"
"Very high transfer dependency","1995","vocational + Abi","Urban Area","13","","","","3"
"Very high transfer dependency","1995","vocational + Abi","Rural Area","8","","","","3"
"Very low transfer dependency","1995","in school","Urban Area","181","0.914086450694872","0.875052728917027","0.953120172472717","0"
"Very low transfer dependency","1995","in school","Rural Area","70","0.842565330187579","0.765590126525103","0.919540533850056","0"
"Very low transfer dependency","1995","inadequately","Urban Area","385","0.830239718331243","0.795514521420938","0.864964915241547","0"
"Very low transfer dependency","1995","inadequately","Rural Area","67","0.747914927576105","0.655059324880728","0.840770530271483","0"
"Very low transfer dependency","1995","general elemantary","Urban Area","1552","0.90874698780335","0.89521634081319","0.922277634793509","0"
"Very low transfer dependency","1995","general elemantary","Rural Area","654","0.888463829641704","0.866024238813212","0.910903420470197","0"
"Very low transfer dependency","1995","middle vocational","Urban Area","3936","0.93155789314037","0.923993173858063","0.939122612422677","0"
"Very low transfer dependency","1995","middle vocational","Rural Area","2097","0.882321731873986","0.869507400342824","0.895136063405149","0"
"Very low transfer dependency","1995","vocational + Abi","Urban Area","321","0.884931540716446","0.852104800005021","0.917758281427871","0"
"Very low transfer dependency","1995","vocational + Abi","Rural Area","92","0.834092478258618","0.765805828554604","0.902379127962632","0"
"Very low transfer dependency","1995","higher vocational","Urban Area","440","0.947299086575841","0.927120522045471","0.96747765110621","0"
"Very low transfer dependency","1995","higher vocational","Rural Area","273","0.957362159011917","0.934148835282336","0.980575482741499","0"
"Very low transfer dependency","1995","higher education","Urban Area","1057","0.951623023265553","0.939051587514786","0.96419445901632","0"
"Very low transfer dependency","1995","higher education","Rural Area","585","0.928038816588595","0.907938937377775","0.948138695799414","0"
"High transfer dependency","1996","general elemantary","Urban Area","48","0.0251705583302751","0.017632913998101","0.0327082026624492","2"
"High transfer dependency","1996","general elemantary","Rural Area","24","","","","2"
"High transfer dependency","1996","middle vocational","Urban Area","91","0.0205114126742805","0.0162216688843561","0.0248011564642049","2"
"High transfer dependency","1996","middle vocational","Rural Area","77","0.0246432359048271","0.0184445187097377","0.0308419530999165","2"
"High transfer dependency","1996","in school","Urban Area","5","","","","2"
"High transfer dependency","1996","in school","Rural Area","1","","","","2"
"High transfer dependency","1996","inadequately","Urban Area","11","","","","2"
"High transfer dependency","1996","inadequately","Rural Area","6","","","","2"
"High transfer dependency","1996","vocational + Abi","Urban Area","2","","","","2"
"High transfer dependency","1996","vocational + Abi","Rural Area","3","","","","2"
"High transfer dependency","1996","higher vocational","Urban Area","6","","","","2"
"High transfer dependency","1996","higher vocational","Rural Area","4","","","","2"
"High transfer dependency","1996","higher education","Urban Area","9","","","","2"
"High transfer dependency","1996","higher education","Rural Area","7","","","","2"
"Low transfer dependency","1996","in school","Rural Area","9","","","","1"
"Low transfer dependency","1996","inadequately","Urban Area","39","0.0732314575866529","0.047859436680606","0.0986034784926998","1"
"Low transfer dependency","1996","inadequately","Rural Area","10","","","","1"
"Low transfer dependency","1996","higher vocational","Urban Area","14","","","","1"
"Low transfer dependency","1996","in school","Urban Area","3","","","","1"
"Low transfer dependency","1996","general elemantary","Rural Area","65","0.0674197761699875","0.0492176935694992","0.0856218587704758","1"
"Low transfer dependency","1996","general elemantary","Urban Area","110","0.0503427541796475","0.0398212743520857","0.0608642340072093","1"
"Low transfer dependency","1996","higher vocational","Rural Area","15","","","","1"
"Low transfer dependency","1996","higher education","Urban Area","45","0.0275644726118219","0.0180396825375748","0.0370892626860689","1"
"Low transfer dependency","1996","higher education","Rural Area","42","0.0546022736505627","0.0368041768386233","0.0724003704625021","1"
"Low transfer dependency","1996","middle vocational","Urban Area","205","0.0363200299412349","0.0306579839453147","0.0419820759371551","1"
"Low transfer dependency","1996","middle vocational","Rural Area","228","0.0775414544337743","0.0668481580009131","0.0882347508666356","1"
"Low transfer dependency","1996","vocational + Abi","Urban Area","20","","","","1"
"Low transfer dependency","1996","vocational + Abi","Rural Area","10","","","","1"
"Very high transfer dependency","1996","in school","Rural Area","5","","","","3"
"Very high transfer dependency","1996","inadequately","Urban Area","25","","","","3"
"Very high transfer dependency","1996","inadequately","Rural Area","6","","","","3"
"Very high transfer dependency","1996","general elemantary","Urban Area","57","0.0292218705121122","0.0211171340847237","0.0373266069395006","3"
"Very high transfer dependency","1996","in school","Urban Area","6","","","","3"
"Very high transfer dependency","1996","general elemantary","Rural Area","22","","","","3"
"Very high transfer dependency","1996","higher vocational","Urban Area","9","","","","3"
"Very high transfer dependency","1996","higher vocational","Rural Area","5","","","","3"
"Very high transfer dependency","1996","higher education","Urban Area","16","","","","3"
"Very high transfer dependency","1996","higher education","Rural Area","12","","","","3"
"Very high transfer dependency","1996","middle vocational","Urban Area","87","0.0212050762495579","0.0168449441099042","0.0255652083892116","3"
"Very high transfer dependency","1996","middle vocational","Rural Area","52","0.0227044936765167","0.0167486942003634","0.02866029315267","3"
"Very high transfer dependency","1996","vocational + Abi","Urban Area","9","","","","3"
"Very high transfer dependency","1996","vocational + Abi","Rural Area","2","","","","3"
"Very low transfer dependency","1996","general elemantary","Urban Area","1444","0.895264816977965","0.880529925055532","0.909999708900398","0"
"Very low transfer dependency","1996","general elemantary","Rural Area","618","0.886118391141229","0.863058513474713","0.909178268807746","0"
"Very low transfer dependency","1996","middle vocational","Urban Area","3811","0.921963481134927","0.913845656199569","0.930081306070284","0"
"Very low transfer dependency","1996","middle vocational","Rural Area","2046","0.875110815984882","0.861892834309985","0.888328797659779","0"
"Very low transfer dependency","1996","vocational + Abi","Urban Area","327","0.909152954894763","0.879382843617503","0.938923066172023","0"
"Very low transfer dependency","1996","in school","Urban Area","188","0.944722226926008","0.913208501823165","0.97623595202885","0"
"Very low transfer dependency","1996","in school","Rural Area","74","0.870289491712813","0.800486740847863","0.940092242577763","0"
"Very low transfer dependency","1996","inadequately","Urban Area","330","0.786446588519088","0.746534132530663","0.826359044507513","0"
"Very low transfer dependency","1996","inadequately","Rural Area","64","0.753723417455366","0.662665769340023","0.844781065570709","0"
"Very low transfer dependency","1996","vocational + Abi","Rural Area","99","0.860423457177789","0.796808680813591","0.924038233541988","0"
"Very low transfer dependency","1996","higher vocational","Urban Area","453","0.930720391097335","0.90805115424704","0.95338962794763","0"
"Very low transfer dependency","1996","higher vocational","Rural Area","258","0.912030375049735","0.87897100617031","0.945089743929161","0"
"Very low transfer dependency","1996","higher education","Urban Area","1065","0.952105795261757","0.939682573212221","0.964529017311293","0"
"Very low transfer dependency","1996","higher education","Rural Area","565","0.910783949776944","0.888453878729159","0.933114020824728","0"
"High transfer dependency","1997","general elemantary","Urban Area","48","0.0303785786973514","0.0220569776484104","0.0387001797462925","2"
"High transfer dependency","1997","general elemantary","Rural Area","32","0.0482789393001915","0.0323540225315877","0.0642038560687954","2"
"High transfer dependency","1997","middle vocational","Urban Area","78","0.0173623889411948","0.013367661329083","0.0213571165533066","2"
"High transfer dependency","1997","middle vocational","Rural Area","85","0.0362780050103753","0.0287085106270689","0.0438474993936816","2"
"High transfer dependency","1997","in school","Urban Area","3","","","","2"
"High transfer dependency","1997","in school","Rural Area","3","","","","2"
"High transfer dependency","1997","inadequately","Urban Area","11","","","","2"
"High transfer dependency","1997","inadequately","Rural Area","6","","","","2"
"High transfer dependency","1997","vocational + Abi","Urban Area","9","","","","2"
"High transfer dependency","1997","higher vocational","Rural Area","3","","","","2"
"High transfer dependency","1997","higher education","Urban Area","19","","","","2"
"High transfer dependency","1997","higher education","Rural Area","9","","","","2"
"High transfer dependency","1997","vocational + Abi","Rural Area","3","","","","2"
"High transfer dependency","1997","higher vocational","Urban Area","5","","","","2"
"Low transfer dependency","1997","in school","Rural Area","9","","","","1"
"Low transfer dependency","1997","general elemantary","Urban Area","141","0.0640721573426527","0.0521986801574721","0.0759456345278333","1"
"Low transfer dependency","1997","in school","Urban Area","10","","","","1"
"Low transfer dependency","1997","inadequately","Urban Area","52","0.129668036145199","0.096198357536876","0.163137714753521","1"
"Low transfer dependency","1997","higher education","Rural Area","48","0.0715594865774258","0.0516210442476783","0.0914979289071733","1"
"Low transfer dependency","1997","inadequately","Rural Area","7","","","","1"
"Low transfer dependency","1997","general elemantary","Rural Area","56","0.050165287457049","0.0339483387746785","0.0663822361394196","1"
"Low transfer dependency","1997","higher vocational","Urban Area","20","","","","1"
"Low transfer dependency","1997","higher vocational","Rural Area","21","","","","1"
"Low transfer dependency","1997","higher education","Urban Area","51","0.0315992756560471","0.0213681285421988","0.0418304227698955","1"
"Low transfer dependency","1997","middle vocational","Urban Area","258","0.0479925296462365","0.0414553150962289","0.054529744196244","1"
"Low transfer dependency","1997","middle vocational","Rural Area","259","0.0951108376287226","0.0832345150825027","0.106987160174942","1"
"Low transfer dependency","1997","vocational + Abi","Urban Area","29","","","","1"
"Low transfer dependency","1997","vocational + Abi","Rural Area","9","","","","1"
"Very high transfer dependency","1997","inadequately","Rural Area","6","","","","3"
"Very high transfer dependency","1997","general elemantary","Urban Area","67","0.0401318967856538","0.0306154967859726","0.049648296785335","3"
"Very high transfer dependency","1997","in school","Rural Area","2","","","","3"
"Very high transfer dependency","1997","inadequately","Urban Area","21","","","","3"
"Very high transfer dependency","1997","in school","Urban Area","6","","","","3"
"Very high transfer dependency","1997","general elemantary","Rural Area","25","","","","3"
"Very high transfer dependency","1997","higher vocational","Urban Area","4","","","","3"
"Very high transfer dependency","1997","higher vocational","Rural Area","1","","","","3"
"Very high transfer dependency","1997","higher education","Urban Area","11","","","","3"
"Very high transfer dependency","1997","higher education","Rural Area","12","","","","3"
"Very high transfer dependency","1997","middle vocational","Urban Area","98","0.0256922700458976","0.0208534992286055","0.0305310408631896","3"
"Very high transfer dependency","1997","middle vocational","Rural Area","71","0.0350956112795968","0.027645927579517","0.0425452949796765","3"
"Very high transfer dependency","1997","vocational + Abi","Urban Area","8","","","","3"
"Very high transfer dependency","1997","vocational + Abi","Rural Area","4","","","","3"
"Very low transfer dependency","1997","general elemantary","Urban Area","1378","0.865417367174342","0.848869981922185","0.881964752426499","0"
"Very low transfer dependency","1997","general elemantary","Rural Area","583","0.871746010792769","0.846904734987989","0.896587286597549","0"
"Very low transfer dependency","1997","middle vocational","Urban Area","3673","0.908952811366671","0.900154695476305","0.917750927257037","0"
"Very low transfer dependency","1997","middle vocational","Rural Area","1929","0.833515546081305","0.818435141866976","0.848595950295635","0"
"Very low transfer dependency","1997","vocational + Abi","Urban Area","296","0.839899201586438","0.801035391872289","0.878763011300587","0"
"Very low transfer dependency","1997","in school","Urban Area","190","0.91263677762895","0.874355338743008","0.950918216514892","0"
"Very low transfer dependency","1997","in school","Rural Area","89","0.838229523864799","0.76711462656074","0.909344421168857","0"
"Very low transfer dependency","1997","inadequately","Urban Area","303","0.759989515716749","0.717438344775987","0.802540686657511","0"
"Very low transfer dependency","1997","inadequately","Rural Area","58","0.754773833371109","0.658680214121626","0.850867452620592","0"
"Very low transfer dependency","1997","vocational + Abi","Rural Area","98","0.877985910294974","0.817903903414376","0.938067917175573","0"
"Very low transfer dependency","1997","higher vocational","Urban Area","450","0.937984803204497","0.916386118808521","0.959583487600473","0"
"Very low transfer dependency","1997","higher vocational","Rural Area","251","0.903193325264189","0.868308499275771","0.938078151252608","0"
"Very low transfer dependency","1997","higher education","Urban Area","1042","0.945193583575537","0.931881859764867","0.958505307386207","0"
"Very low transfer dependency","1997","higher education","Rural Area","573","0.895772218360357","0.872136374152968","0.919408062567746","0"
"High transfer dependency","1998","general elemantary","Urban Area","46","0.0200608506175077","0.013543719795655","0.0265779814393604","2"
"High transfer dependency","1998","general elemantary","Rural Area","25","","","","2"
"High transfer dependency","1998","middle vocational","Urban Area","87","0.0171077519004894","0.0132866382190348","0.0209288655819441","2"
"High transfer dependency","1998","middle vocational","Rural Area","67","0.0227362608281752","0.0169799985290052","0.0284925231273452","2"
"High transfer dependency","1998","inadequately","Rural Area","1","","","","2"
"High transfer dependency","1998","vocational + Abi","Urban Area","14","","","","2"
"High transfer dependency","1998","higher education","Rural Area","15","","","","2"
"High transfer dependency","1998","in school","Urban Area","3","","","","2"
"High transfer dependency","1998","in school","Rural Area","6","","","","2"
"High transfer dependency","1998","inadequately","Urban Area","18","","","","2"
"High transfer dependency","1998","vocational + Abi","Rural Area","1","","","","2"
"High transfer dependency","1998","higher vocational","Urban Area","11","","","","2"
"High transfer dependency","1998","higher vocational","Rural Area","2","","","","2"
"High transfer dependency","1998","higher education","Urban Area","15","","","","2"
"Low transfer dependency","1998","higher vocational","Urban Area","14","","","","1"
"Low transfer dependency","1998","in school","Rural Area","8","","","","1"
"Low transfer dependency","1998","general elemantary","Urban Area","135","0.0536401185427081","0.0431675011380585","0.0641127359473578","1"
"Low transfer dependency","1998","higher vocational","Rural Area","18","","","","1"
"Low transfer dependency","1998","in school","Urban Area","12","","","","1"
"Low transfer dependency","1998","inadequately","Urban Area","38","0.0981245314885011","0.0678537787025483","0.128395284274454","1"
"Low transfer dependency","1998","inadequately","Rural Area","10","","","","1"
"Low transfer dependency","1998","middle vocational","Urban Area","270","0.0474964350716479","0.0412287907383083","0.0537640794049874","1"
"Low transfer dependency","1998","middle vocational","Rural Area","277","0.0894920848089949","0.0784688429267872","0.100515326691203","1"
"Low transfer dependency","1998","vocational + Abi","Urban Area","24","","","","1"
"Low transfer dependency","1998","vocational + Abi","Rural Area","13","","","","1"
"Low transfer dependency","1998","higher education","Urban Area","54","0.0344693080994424","0.0243842181306028","0.0445543980682821","1"
"Low transfer dependency","1998","higher education","Rural Area","70","0.0838082446589476","0.0633100271628312","0.104306462155064","1"
"Low transfer dependency","1998","general elemantary","Rural Area","65","0.0545634171544046","0.038447582457983","0.0706792518508262","1"
"Very high transfer dependency","1998","inadequately","Rural Area","10","","","","3"
"Very high transfer dependency","1998","general elemantary","Urban Area","57","0.031643305081255","0.0235067454500446","0.0397798647124655","3"
"Very high transfer dependency","1998","higher vocational","Urban Area","4","","","","3"
"Very high transfer dependency","1998","higher vocational","Rural Area","5","","","","3"
"Very high transfer dependency","1998","higher education","Urban Area","23","","","","3"
"Very high transfer dependency","1998","higher education","Rural Area","7","","","","3"
"Very high transfer dependency","1998","in school","Rural Area","4","","","","3"
"Very high transfer dependency","1998","inadequately","Urban Area","23","","","","3"
"Very high transfer dependency","1998","in school","Urban Area","11","","","","3"
"Very high transfer dependency","1998","general elemantary","Rural Area","29","","","","3"
"Very high transfer dependency","1998","middle vocational","Urban Area","122","0.0310669241514996","0.0259543861266303","0.0361794621763689","3"
"Very high transfer dependency","1998","middle vocational","Rural Area","66","0.0322504937067694","0.0254282877760636","0.0390726996374753","3"
"Very high transfer dependency","1998","vocational + Abi","Urban Area","9","","","","3"
"Very high transfer dependency","1998","vocational + Abi","Rural Area","4","","","","3"
"Very low transfer dependency","1998","general elemantary","Urban Area","1540","0.894655725758529","0.880385999127385","0.908925452389674","0"
"Very low transfer dependency","1998","general elemantary","Rural Area","644","0.879298996355898","0.856183163186721","0.902414829525074","0"
"Very low transfer dependency","1998","middle vocational","Urban Area","3945","0.904328888876363","0.895661383032609","0.912996394720118","0"
"Very low transfer dependency","1998","middle vocational","Rural Area","2166","0.855521160656061","0.841944509421719","0.869097811890402","0"
"Very low transfer dependency","1998","vocational + Abi","Urban Area","343","0.876847324379638","0.844233652017711","0.909460996741564","0"
"Very low transfer dependency","1998","higher education","Rural Area","610","0.891852143405629","0.868878232982083","0.914826053829175","0"
"Very low transfer dependency","1998","in school","Urban Area","193","0.874445412278059","0.830561162473056","0.918329662083062","0"
"Very low transfer dependency","1998","in school","Rural Area","95","0.874501702205293","0.813420424022608","0.935582980387977","0"
"Very low transfer dependency","1998","inadequately","Urban Area","292","0.787255918222792","0.745612358424167","0.828899478021418","0"
"Very low transfer dependency","1998","inadequately","Rural Area","54","0.718240404020935","0.616430100205179","0.820050707836692","0"
"Very low transfer dependency","1998","vocational + Abi","Rural Area","100","0.837431934090798","0.770858729038975","0.904005139142621","0"
"Very low transfer dependency","1998","higher vocational","Urban Area","496","0.939896323280065","0.919565314185857","0.960227332374272","0"
"Very low transfer dependency","1998","higher vocational","Rural Area","271","0.91609562466584","0.884511783701545","0.947679465630135","0"
"Very low transfer dependency","1998","higher education","Urban Area","1165","0.932049050172033","0.918136792838969","0.945961307505096","0"
"High transfer dependency","1999","general elemantary","Urban Area","47","0.0234778408656472","0.0162949137598818","0.0306607679714125","2"
"High transfer dependency","1999","general elemantary","Rural Area","22","","","","2"
"High transfer dependency","1999","middle vocational","Urban Area","76","0.014423733966456","0.0108732476998411","0.0179742202330709","2"
"High transfer dependency","1999","middle vocational","Rural Area","85","0.0243865076984046","0.0184277253285393","0.03034529006827","2"
"High transfer dependency","1999","inadequately","Rural Area","1","","","","2"
"High transfer dependency","1999","vocational + Abi","Urban Area","13","","","","2"
"High transfer dependency","1999","higher education","Rural Area","12","","","","2"
"High transfer dependency","1999","in school","Urban Area","6","","","","2"
"High transfer dependency","1999","in school","Rural Area","6","","","","2"
"High transfer dependency","1999","inadequately","Urban Area","15","","","","2"
"High transfer dependency","1999","vocational + Abi","Rural Area","","","","","2"
"High transfer dependency","1999","higher vocational","Urban Area","4","","","","2"
"High transfer dependency","1999","higher vocational","Rural Area","4","","","","2"
"High transfer dependency","1999","higher education","Urban Area","15","","","","2"
"Low transfer dependency","1999","in school","Rural Area","7","","","","1"
"Low transfer dependency","1999","inadequately","Urban Area","47","0.0950610431949108","0.0645077948410803","0.125614291548741","1"
"Low transfer dependency","1999","inadequately","Rural Area","12","","","","1"
"Low transfer dependency","1999","higher vocational","Urban Area","12","","","","1"
"Low transfer dependency","1999","higher vocational","Rural Area","20","","","","1"
"Low transfer dependency","1999","higher education","Urban Area","53","0.0350799103306745","0.0249292726762723","0.0452305479850766","1"
"Low transfer dependency","1999","higher education","Rural Area","47","0.0573481502712726","0.040111817408383","0.0745844831341622","1"
"Low transfer dependency","1999","general elemantary","Urban Area","119","0.0477734847251015","0.0376554788740151","0.0578914905761879","1"
"Low transfer dependency","1999","in school","Urban Area","15","","","","1"
"Low transfer dependency","1999","middle vocational","Urban Area","254","0.0475327147090479","0.0411965682079977","0.0538688612100981","1"
"Low transfer dependency","1999","middle vocational","Rural Area","271","0.0816465864901258","0.0710682407280767","0.0922249322521748","1"
"Low transfer dependency","1999","vocational + Abi","Urban Area","20","","","","1"
"Low transfer dependency","1999","vocational + Abi","Rural Area","9","","","","1"
"Low transfer dependency","1999","general elemantary","Rural Area","69","0.0673778135083647","0.0493045242265294","0.0854511027902001","1"
"Very high transfer dependency","1999","in school","Rural Area","6","","","","3"
"Very high transfer dependency","1999","inadequately","Urban Area","14","","","","3"
"Very high transfer dependency","1999","inadequately","Rural Area","8","","","","3"
"Very high transfer dependency","1999","general elemantary","Urban Area","52","0.0311399185662518","0.0229000440480635","0.03937979308444","3"
"Very high transfer dependency","1999","higher vocational","Urban Area","4","","","","3"
"Very high transfer dependency","1999","higher vocational","Rural Area","4","","","","3"
"Very high transfer dependency","1999","higher education","Urban Area","14","","","","3"
"Very high transfer dependency","1999","higher education","Rural Area","12","","","","3"
"Very high transfer dependency","1999","in school","Urban Area","4","","","","3"
"Very high transfer dependency","1999","general elemantary","Rural Area","22","","","","3"
"Very high transfer dependency","1999","middle vocational","Urban Area","85","0.0219428722193592","0.0175803995886592","0.0263053448500593","3"
"Very high transfer dependency","1999","middle vocational","Rural Area","72","0.0379054082404901","0.0305280088487549","0.0452828076322252","3"
"Very high transfer dependency","1999","vocational + Abi","Urban Area","6","","","","3"
"Very high transfer dependency","1999","vocational + Abi","Rural Area","4","","","","3"
"Very low transfer dependency","1999","general elemantary","Urban Area","1489","0.897608755843","0.883227186464978","0.911990325221021","0"
"Very low transfer dependency","1999","general elemantary","Rural Area","626","0.882347786721318","0.859117967881448","0.905577605561187","0"
"Very low transfer dependency","1999","middle vocational","Urban Area","3917","0.916100679105137","0.90784496409891","0.924356394111364","0"
"Very low transfer dependency","1999","middle vocational","Rural Area","2146","0.85606149757098","0.842500713774177","0.869622281367782","0"
"Very low transfer dependency","1999","vocational + Abi","Urban Area","352","0.91607887888907","0.888596027724753","0.943561730053386","0"
"Very low transfer dependency","1999","higher education","Rural Area","628","0.912133915464344","0.891146959937688","0.933120870991","0"
"Very low transfer dependency","1999","in school","Urban Area","188","0.880094548824992","0.836468847813249","0.923720249836736","0"
"Very low transfer dependency","1999","in school","Rural Area","89","0.792950798862289","0.716532720358114","0.869368877366464","0"
"Very low transfer dependency","1999","vocational + Abi","Rural Area","105","0.900312019257449","0.846258371034695","0.954365667480204","0"
"Very low transfer dependency","1999","higher vocational","Urban Area","493","0.959564252149911","0.94251877438697","0.976609729912852","0"
"Very low transfer dependency","1999","inadequately","Urban Area","278","0.808510354010589","0.767521865732646","0.849498842288532","0"
"Very low transfer dependency","1999","inadequately","Rural Area","48","0.730519715148862","0.62583024179349","0.835209188504235","0"
"Very low transfer dependency","1999","higher vocational","Rural Area","274","0.923107180697516","0.89305931865985","0.953155042735183","0"
"Very low transfer dependency","1999","higher education","Urban Area","1180","0.939914216026154","0.926802836502314","0.953025595549993","0"
"High transfer dependency","2000","middle vocational","Urban Area","114","0.0137411243781583","0.0112004295544586","0.0162818192018579","2"
"High transfer dependency","2000","middle vocational","Rural Area","140","0.0240653236544144","0.0196914380427481","0.0284392092660807","2"
"High transfer dependency","2000","vocational + Abi","Urban Area","23","","","","2"
"High transfer dependency","2000","higher education","Rural Area","21","","","","2"
"High transfer dependency","2000","general elemantary","Urban Area","53","0.0202443574673331","0.0146157438637312","0.025872971070935","2"
"High transfer dependency","2000","general elemantary","Rural Area","34","0.0216182899724785","0.0131796958183536","0.0300568841266034","2"
"High transfer dependency","2000","in school","Urban Area","5","","","","2"
"High transfer dependency","2000","in school","Rural Area","9","","","","2"
"High transfer dependency","2000","inadequately","Urban Area","19","","","","2"
"High transfer dependency","2000","inadequately","Rural Area","3","","","","2"
"High transfer dependency","2000","vocational + Abi","Rural Area","3","","","","2"
"High transfer dependency","2000","higher vocational","Urban Area","12","","","","2"
"High transfer dependency","2000","higher vocational","Rural Area","13","","","","2"
"High transfer dependency","2000","higher education","Urban Area","18","","","","2"
"Low transfer dependency","2000","in school","Rural Area","17","","","","1"
"Low transfer dependency","2000","inadequately","Urban Area","35","0.100269678582848","0.0673091825248998","0.133230174640796","1"
"Low transfer dependency","2000","inadequately","Rural Area","7","","","","1"
"Low transfer dependency","2000","general elemantary","Urban Area","168","0.058202845833458","0.0488457441799399","0.0675599474869761","1"
"Low transfer dependency","2000","higher vocational","Urban Area","44","0.0270899068085178","0.0179197881041283","0.0362600255129073","1"
"Low transfer dependency","2000","higher vocational","Rural Area","53","0.0675877756093457","0.048733381049036","0.0864421701696554","1"
"Low transfer dependency","2000","higher education","Urban Area","94","0.0290127295958103","0.0226138995879785","0.035411559603642","1"
"Low transfer dependency","2000","higher education","Rural Area","77","0.0572303935093487","0.0439939329086913","0.070466854110006","1"
"Low transfer dependency","2000","in school","Urban Area","28","","","","1"
"Low transfer dependency","2000","general elemantary","Rural Area","89","0.0664905145364806","0.0520346362389578","0.0809463928340035","1"
"Low transfer dependency","2000","middle vocational","Urban Area","428","0.0422920595566863","0.0378997608565974","0.0466843582567752","1"
"Low transfer dependency","2000","middle vocational","Rural Area","438","0.0797172772702808","0.0719869468827392","0.0874476076578224","1"
"Low transfer dependency","2000","vocational + Abi","Urban Area","53","0.0591691065517531","0.043482048873805","0.0748561642297013","1"
"Low transfer dependency","2000","vocational + Abi","Rural Area","17","","","","1"
"Very high transfer dependency","2000","in school","Rural Area","7","","","","3"
"Very high transfer dependency","2000","inadequately","Urban Area","28","","","","3"
"Very high transfer dependency","2000","higher vocational","Rural Area","8","","","","3"
"Very high transfer dependency","2000","higher education","Urban Area","40","0.0188740234136376","0.0136860930099121","0.0240619538173631","3"
"Very high transfer dependency","2000","in school","Urban Area","10","","","","3"
"Very high transfer dependency","2000","inadequately","Rural Area","16","","","","3"
"Very high transfer dependency","2000","general elemantary","Urban Area","98","0.0357457981511746","0.0283258850333308","0.0431657112690185","3"
"Very high transfer dependency","2000","general elemantary","Rural Area","32","0.0226201867866525","0.013992685263278","0.0312476883100271","3"
"Very high transfer dependency","2000","higher education","Rural Area","19","","","","3"
"Very high transfer dependency","2000","higher vocational","Urban Area","15","","","","3"
"Very high transfer dependency","2000","middle vocational","Urban Area","195","0.0238937200058178","0.0205607121007065","0.027226727910929","3"
"Very high transfer dependency","2000","middle vocational","Rural Area","127","0.0279551441762889","0.0232504086575704","0.0326598796950075","3"
"Very high transfer dependency","2000","vocational + Abi","Urban Area","16","","","","3"
"Very high transfer dependency","2000","vocational + Abi","Rural Area","5","","","","3"
"Very low transfer dependency","2000","general elemantary","Urban Area","2086","0.885806998548034","0.873095994754569","0.898518002341499","0"
"Very low transfer dependency","2000","general elemantary","Rural Area","986","0.889271008704388","0.87106339596845","0.907478621440327","0"
"Very low transfer dependency","2000","middle vocational","Urban Area","7328","0.920073096059338","0.914154706249911","0.925991485868764","0"
"Very low transfer dependency","2000","middle vocational","Rural Area","4011","0.868262254899016","0.858609711421652","0.87791479837638","0"
"Very low transfer dependency","2000","vocational + Abi","Urban Area","777","0.894270152622056","0.873825893661355","0.914714411582756","0"
"Very low transfer dependency","2000","higher education","Rural Area","1066","0.906329271460984","0.889725732294218","0.92293281062775","0"
"Very low transfer dependency","2000","in school","Urban Area","279","0.878439013141827","0.842746833396624","0.91413119288703","0"
"Very low transfer dependency","2000","in school","Rural Area","139","0.813847993936645","0.755679291438788","0.872016696434501","0"
"Very low transfer dependency","2000","vocational + Abi","Rural Area","223","0.899156534747506","0.861679624084406","0.936633445410605","0"
