"transab_cat2","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","1993","inadequately","West Germany","521","0.855490244577474","0.827214699723663","0.883765789431285"
"Very low transfer dependency","1993","inadequately","East Germany","15","","",""
"Very low transfer dependency","1993","general elemantary","West Germany","2092","0.936004791107815","0.925907727832327","0.946101854383303"
"Very low transfer dependency","1993","general elemantary","East Germany","354","0.866488271693871","0.834227466194889","0.898749077192853"
"Very low transfer dependency","1993","middle vocational","West Germany","4345","0.961742809979104","0.956163170060248","0.967322449897959"
"Very low transfer dependency","1993","middle vocational","East Germany","1668","0.798016828183881","0.780942860561217","0.815090795806544"
"Very low transfer dependency","1993","vocational + Abi","West Germany","293","0.958461613909488","0.936391964283565","0.980531263535411"
"Very low transfer dependency","1993","vocational + Abi","East Germany","52","0.789799931343983","0.692956848231231","0.886643014456734"
"Very low transfer dependency","1993","higher vocational","West Germany","504","0.972834528672902","0.95887543119729","0.986793626148515"
"Very low transfer dependency","1993","higher vocational","East Germany","194","0.908447731081842","0.870425597582826","0.946469864580857"
"Very low transfer dependency","1993","higher education","West Germany","743","0.977115079043874","0.966504639183628","0.987725518904119"
"Very low transfer dependency","1993","higher education","East Germany","774","0.897771671958445","0.877594619514983","0.917948724401906"
"Low transfer dependency","1993","in school","West Germany","4","","",""
"Low transfer dependency","1993","in school","East Germany","9","","",""
"Low transfer dependency","1993","inadequately","West Germany","33","0.0580278757141255","0.0392263873571883","0.0768293640710627"
"Low transfer dependency","1993","inadequately","East Germany","2","","",""
"Low transfer dependency","1993","general elemantary","West Germany","89","0.0315654702849411","0.0243523433229416","0.0387785972469405"
"Low transfer dependency","1993","general elemantary","East Germany","53","0.0873943866832581","0.0606077929528457","0.11418098041367"
"Low transfer dependency","1993","middle vocational","West Germany","113","0.0191664761137698","0.0151781657109015","0.0231547865166381"
"Low transfer dependency","1993","middle vocational","East Germany","335","0.136260293622085","0.121670574286454","0.150850012957715"
"Low transfer dependency","1993","vocational + Abi","West Germany","9","","",""
"Low transfer dependency","1993","vocational + Abi","East Germany","12","","",""
"Low transfer dependency","1993","higher vocational","West Germany","12","","",""
"Low transfer dependency","1993","higher vocational","East Germany","26","","",""
"Low transfer dependency","1993","higher education","West Germany","14","","",""
"Low transfer dependency","1993","higher education","East Germany","62","0.0625592138886958","0.0464302411139879","0.0786881866634038"
"High transfer dependency","1993","in school","West Germany","2","","",""
"High transfer dependency","1993","in school","East Germany","1","","",""
"High transfer dependency","1993","inadequately","West Germany","19","","",""
"High transfer dependency","1993","inadequately","East Germany","","","",""
"High transfer dependency","1993","general elemantary","West Germany","34","0.0112559181977294","0.00690365927729514","0.0156081771181637"
"High transfer dependency","1993","general elemantary","East Germany","11","","",""
"High transfer dependency","1993","middle vocational","West Germany","39","0.00853012124306222","0.00585503659522331","0.0112052058909011"
"High transfer dependency","1993","middle vocational","East Germany","65","0.0347711881228965","0.0269801426585355","0.0425622335872575"
"High transfer dependency","1993","vocational + Abi","West Germany","7","","",""
"High transfer dependency","1993","vocational + Abi","East Germany","1","","",""
"High transfer dependency","1993","higher vocational","West Germany","2","","",""
"High transfer dependency","1993","higher vocational","East Germany","1","","",""
"High transfer dependency","1993","higher education","West Germany","5","","",""
"High transfer dependency","1993","higher education","East Germany","19","","",""
"Very high transfer dependency","1993","in school","West Germany","1","","",""
"Very high transfer dependency","1993","in school","East Germany","","","",""
"Very high transfer dependency","1993","inadequately","West Germany","21","","",""
"Very high transfer dependency","1993","inadequately","East Germany","","","",""
"Very high transfer dependency","1993","general elemantary","West Germany","42","0.0211738204095143","0.0152345279337148","0.0271131128853138"
"Very high transfer dependency","1993","general elemantary","East Germany","9","","",""
"Very high transfer dependency","1993","middle vocational","West Germany","43","0.0105605926640644","0.00758715449432554","0.0135340308338033"
"Very high transfer dependency","1993","middle vocational","East Germany","56","0.0309516900711383","0.0235864699142947","0.0383169102279818"
"Very high transfer dependency","1993","vocational + Abi","West Germany","5","","",""
"Very high transfer dependency","1993","vocational + Abi","East Germany","3","","",""
"Very high transfer dependency","1993","higher vocational","West Germany","3","","",""
"Very high transfer dependency","1993","higher vocational","East Germany","","","",""
"Very high transfer dependency","1993","higher education","West Germany","1","","",""
"Very high transfer dependency","1993","higher education","East Germany","11","","",""
"Very low transfer dependency","1994","in school","West Germany","146","0.945725134160774","0.910172839497794","0.981277428823754"
"Very low transfer dependency","1994","in school","East Germany","69","0.826517222026832","0.745540053765882","0.907494390287782"
"Very low transfer dependency","1994","inadequately","West Germany","482","0.84428911077177","0.813904091629777","0.874674129913762"
"Very low transfer dependency","1994","inadequately","East Germany","10","","",""
"Very low transfer dependency","1994","general elemantary","West Germany","1925","0.931608698282101","0.920820581053717","0.942396815510485"
"Very low transfer dependency","1994","general elemantary","East Germany","326","0.853439387319149","0.818909867017765","0.887968907620533"
"Very low transfer dependency","1994","middle vocational","West Germany","4252","0.951204461270057","0.94490073924096","0.957508183299154"
"Very low transfer dependency","1994","middle vocational","East Germany","1640","0.802635961519177","0.785461157278554","0.819810765759801"
"Very low transfer dependency","1994","vocational + Abi","West Germany","286","0.910948369500953","0.879693292820741","0.942203446181166"
"Very low transfer dependency","1994","vocational + Abi","East Germany","58","0.749460052677237","0.649369156374582","0.849550948979892"
"Very low transfer dependency","1994","higher vocational","West Germany","501","0.974138114850815","0.960482704055133","0.987793525646496"
"Very low transfer dependency","1994","higher vocational","East Germany","204","0.870695441695079","0.827886731545039","0.913504151845118"
"Very low transfer dependency","1994","higher education","West Germany","769","0.97262145235796","0.961285221478331","0.98395768323759"
"Very low transfer dependency","1994","higher education","East Germany","768","0.893681763968099","0.873008241285681","0.914355286650518"
"Low transfer dependency","1994","in school","West Germany","5","","",""
"Low transfer dependency","1994","in school","East Germany","9","","",""
"Low transfer dependency","1994","inadequately","West Germany","34","0.0656910690642621","0.0449298503902456","0.0864522877382786"
"Low transfer dependency","1994","inadequately","East Germany","","","",""
"Low transfer dependency","1994","general elemantary","West Germany","92","0.0270160593608367","0.0200867126524866","0.0339454060691869"
"Low transfer dependency","1994","general elemantary","East Germany","51","0.093962014173083","0.0654751313086447","0.122448897037521"
"Low transfer dependency","1994","middle vocational","West Germany","147","0.0258071537638347","0.0211677456357713","0.0304465618918982"
"Low transfer dependency","1994","middle vocational","East Germany","285","0.118477635147475","0.104532159453431","0.132423110841519"
"Low transfer dependency","1994","vocational + Abi","West Germany","23","","",""
"Low transfer dependency","1994","vocational + Abi","East Germany","8","","",""
"Low transfer dependency","1994","higher vocational","West Germany","14","","",""
"Low transfer dependency","1994","higher vocational","East Germany","23","","",""
"Low transfer dependency","1994","higher education","West Germany","18","","",""
"Low transfer dependency","1994","higher education","East Germany","56","0.0609138874701362","0.0448729397616762","0.0769548351785961"
"High transfer dependency","1994","in school","West Germany","2","","",""
"High transfer dependency","1994","in school","East Germany","4","","",""
"High transfer dependency","1994","inadequately","West Germany","13","","",""
"High transfer dependency","1994","inadequately","East Germany","","","",""
"High transfer dependency","1994","general elemantary","West Germany","38","0.0185824110472224","0.0128106757605138","0.0243541463339311"
"High transfer dependency","1994","general elemantary","East Germany","15","","",""
"High transfer dependency","1994","middle vocational","West Germany","37","0.00772045012130981","0.00515945714436645","0.0102814430982532"
"High transfer dependency","1994","middle vocational","East Germany","75","0.0395139390745842","0.0311073625004934","0.047920515648675"
"High transfer dependency","1994","vocational + Abi","West Germany","4","","",""
"High transfer dependency","1994","vocational + Abi","East Germany","2","","",""
"High transfer dependency","1994","higher vocational","West Germany","2","","",""
"High transfer dependency","1994","higher vocational","East Germany","7","","",""
"High transfer dependency","1994","higher education","West Germany","5","","",""
"High transfer dependency","1994","higher education","East Germany","21","","",""
"Very high transfer dependency","1994","in school","West Germany","3","","",""
"Very high transfer dependency","1994","in school","East Germany","2","","",""
"Very high transfer dependency","1994","inadequately","West Germany","18","","",""
"Very high transfer dependency","1994","inadequately","East Germany","","","",""
"Very high transfer dependency","1994","general elemantary","West Germany","48","0.0227928313098396","0.0164142967204945","0.0291713658991847"
"Very high transfer dependency","1994","general elemantary","East Germany","11","","",""
"Very high transfer dependency","1994","middle vocational","West Germany","51","0.0152679348447983","0.0116802090331459","0.0188556606564508"
"Very high transfer dependency","1994","middle vocational","East Germany","63","0.0393724642587631","0.0309803325466273","0.0477645959708989"
"Very high transfer dependency","1994","vocational + Abi","West Germany","6","","",""
"Very high transfer dependency","1994","vocational + Abi","East Germany","4","","",""
"Very high transfer dependency","1994","higher vocational","West Germany","2","","",""
"Very high transfer dependency","1994","higher vocational","East Germany","2","","",""
"Very high transfer dependency","1994","higher education","West Germany","4","","",""
"Very high transfer dependency","1994","higher education","East Germany","9","","",""
"Very low transfer dependency","1995","in school","West Germany","172","0.910699841771788","0.870150385483261","0.951249298060315"
"Very low transfer dependency","1995","in school","East Germany","79","0.830783450620284","0.754986889889002","0.906580011351565"
"Very low transfer dependency","1995","inadequately","West Germany","443","0.811435563027546","0.777911692105659","0.844959433949434"
"Very low transfer dependency","1995","inadequately","East Germany","9","","",""
"Very low transfer dependency","1995","general elemantary","West Germany","1892","0.907908650767658","0.895579622806626","0.92023767872869"
"Very low transfer dependency","1995","general elemantary","East Germany","314","0.860311248172628","0.825593046386663","0.895029449958593"
"Very low transfer dependency","1995","middle vocational","West Germany","4355","0.938467832264477","0.931577962644942","0.945357701884013"
"Very low transfer dependency","1995","middle vocational","East Germany","1678","0.828996365778997","0.812641831265747","0.845350900292248"
"Very low transfer dependency","1995","vocational + Abi","West Germany","362","0.891353755022472","0.861157685326594","0.92154982471835"
"Very low transfer dependency","1995","vocational + Abi","East Germany","51","0.717801385199725","0.611606614741612","0.823996155657838"
"Very low transfer dependency","1995","higher vocational","West Germany","504","0.962846207371712","0.946743822800018","0.978948591943407"
"Very low transfer dependency","1995","higher vocational","East Germany","209","0.900559280681467","0.862052041700796","0.939066519662138"
"Very low transfer dependency","1995","higher education","West Germany","876","0.958170540828318","0.945234043319904","0.971107038336731"
"Very low transfer dependency","1995","higher education","East Germany","766","0.915753744560334","0.896902947389511","0.934604541731158"
"Low transfer dependency","1995","in school","West Germany","8","","",""
"Low transfer dependency","1995","in school","East Germany","8","","",""
"Low transfer dependency","1995","inadequately","West Germany","37","0.0621173349374739","0.0414312688264809","0.0828034010484669"
"Low transfer dependency","1995","inadequately","East Germany","","","",""
"Low transfer dependency","1995","general elemantary","West Germany","100","0.036675939526674","0.0286614628335535","0.0446904162197945"
"Low transfer dependency","1995","general elemantary","East Germany","45","0.0844768477404375","0.0566251149664041","0.112328580514471"
"Low transfer dependency","1995","middle vocational","West Germany","178","0.0314254421284639","0.0264232838764829","0.0364276003804449"
"Low transfer dependency","1995","middle vocational","East Germany","241","0.105102262515638","0.0917807989358494","0.118423726095427"
"Low transfer dependency","1995","vocational + Abi","West Germany","22","","",""
"Low transfer dependency","1995","vocational + Abi","East Germany","11","","",""
"Low transfer dependency","1995","higher vocational","West Germany","14","","",""
"Low transfer dependency","1995","higher vocational","East Germany","13","","",""
"Low transfer dependency","1995","higher education","West Germany","20","","",""
"Low transfer dependency","1995","higher education","East Germany","48","0.0611664460610342","0.0449028720299413","0.0774300200921271"
"High transfer dependency","1995","in school","West Germany","5","","",""
"High transfer dependency","1995","in school","East Germany","4","","",""
"High transfer dependency","1995","inadequately","West Germany","20","","",""
"High transfer dependency","1995","inadequately","East Germany","","","",""
"High transfer dependency","1995","general elemantary","West Germany","51","0.0238463837557268","0.0173410633661981","0.0303517041452556"
"High transfer dependency","1995","general elemantary","East Germany","12","","",""
"High transfer dependency","1995","middle vocational","West Germany","61","0.0124453362421531","0.00926674933625636","0.0156239231480498"
"High transfer dependency","1995","middle vocational","East Germany","58","0.0270830433113876","0.0200321227356612","0.0341339638871141"
"High transfer dependency","1995","vocational + Abi","West Germany","7","","",""
"High transfer dependency","1995","vocational + Abi","East Germany","3","","",""
"High transfer dependency","1995","higher vocational","West Germany","1","","",""
"High transfer dependency","1995","higher vocational","East Germany","2","","",""
"High transfer dependency","1995","higher education","West Germany","3","","",""
"High transfer dependency","1995","higher education","East Germany","11","","",""
"Very high transfer dependency","1995","in school","West Germany","5","","",""
"Very high transfer dependency","1995","in school","East Germany","3","","",""
"Very high transfer dependency","1995","inadequately","West Germany","23","","",""
"Very high transfer dependency","1995","inadequately","East Germany","1","","",""
"Very high transfer dependency","1995","general elemantary","West Germany","70","0.0315690259499409","0.0241137577910678","0.0390242941088141"
"Very high transfer dependency","1995","general elemantary","East Germany","12","","",""
"Very high transfer dependency","1995","middle vocational","West Germany","79","0.0176613893649054","0.0138848567456869","0.0214379219841239"
"Very high transfer dependency","1995","middle vocational","East Germany","59","0.0388183283939771","0.0304279729488452","0.0472086838391089"
"Very high transfer dependency","1995","vocational + Abi","West Germany","17","","",""
"Very high transfer dependency","1995","vocational + Abi","East Germany","4","","",""
"Very high transfer dependency","1995","higher vocational","West Germany","11","","",""
"Very high transfer dependency","1995","higher vocational","East Germany","8","","",""
"Very high transfer dependency","1995","higher education","West Germany","21","","",""
"Very high transfer dependency","1995","higher education","East Germany","9","","",""
"Very low transfer dependency","1996","in school","West Germany","181","0.944791601405665","0.912736188727671","0.97684701408366"
"Very low transfer dependency","1996","in school","East Germany","81","0.835272786081069","0.761071861466128","0.90947371069601"
"Very low transfer dependency","1996","inadequately","West Germany","384","0.775272177195672","0.737853393716853","0.812690960674492"
"Very low transfer dependency","1996","inadequately","East Germany","10","","",""
"Very low transfer dependency","1996","general elemantary","West Germany","1778","0.903241289060841","0.890346125370107","0.916136452751576"
"Very low transfer dependency","1996","general elemantary","East Germany","284","0.80482015915664","0.764381028500205","0.845259289813074"
"Very low transfer dependency","1996","middle vocational","West Germany","4283","0.939237077408102","0.932322939982806","0.946151214833399"
"Very low transfer dependency","1996","middle vocational","East Germany","1575","0.782025167370828","0.76398470582934","0.800065628912315"
"Very low transfer dependency","1996","vocational + Abi","West Germany","368","0.919011240600133","0.892208491567329","0.945813989632937"
"Very low transfer dependency","1996","vocational + Abi","East Germany","58","0.705048409798564","0.601148045370711","0.808948774226418"
"Very low transfer dependency","1996","higher vocational","West Germany","517","0.947283553666466","0.928383022474518","0.966184084858414"
"Very low transfer dependency","1996","higher vocational","East Germany","194","0.826299758312693","0.777015958293505","0.875583558331881"
"Very low transfer dependency","1996","higher education","West Germany","893","0.966088120080278","0.954448882376195","0.977727357784361"
"Very low transfer dependency","1996","higher education","East Germany","737","0.883838530439069","0.8620662488821","0.905610811996038"
"Low transfer dependency","1996","in school","West Germany","2","","",""
"Low transfer dependency","1996","in school","East Germany","10","","",""
"Low transfer dependency","1996","inadequately","West Germany","47","0.0922265400120974","0.0662876826277997","0.118165397396395"
"Low transfer dependency","1996","inadequately","East Germany","2","","",""
"Low transfer dependency","1996","general elemantary","West Germany","123","0.0467488034559813","0.0375407281831684","0.0559568787287943"
"Low transfer dependency","1996","general elemantary","East Germany","52","0.126731540937056","0.0927884683443495","0.160674613529762"
"Low transfer dependency","1996","middle vocational","West Germany","155","0.0279381628768629","0.0231686180501287","0.0327077077035971"
"Low transfer dependency","1996","middle vocational","East Germany","278","0.132560528704886","0.117743510767427","0.147377546642345"
"Low transfer dependency","1996","vocational + Abi","West Germany","18","","",""
"Low transfer dependency","1996","vocational + Abi","East Germany","12","","",""
"Low transfer dependency","1996","higher vocational","West Germany","9","","",""
"Low transfer dependency","1996","higher vocational","East Germany","20","","",""
"Low transfer dependency","1996","higher education","West Germany","18","","",""
"Low transfer dependency","1996","higher education","East Germany","69","0.086054331272669","0.0669982768517531","0.105110385693585"
"High transfer dependency","1996","in school","West Germany","5","","",""
"High transfer dependency","1996","in school","East Germany","1","","",""
"High transfer dependency","1996","inadequately","West Germany","17","","",""
"High transfer dependency","1996","inadequately","East Germany","","","",""
"High transfer dependency","1996","general elemantary","West Germany","53","0.0221110160553012","0.0156970145369842","0.0285250175736182"
"High transfer dependency","1996","general elemantary","East Germany","19","","",""
"High transfer dependency","1996","middle vocational","West Germany","70","0.0152962865530179","0.0117442546392573","0.0188483184667784"
"High transfer dependency","1996","middle vocational","East Germany","98","0.0474158020960938","0.0381294030875828","0.0567022011046048"
"High transfer dependency","1996","vocational + Abi","West Germany","3","","",""
"High transfer dependency","1996","vocational + Abi","East Germany","2","","",""
"High transfer dependency","1996","higher vocational","West Germany","3","","",""
"High transfer dependency","1996","higher vocational","East Germany","7","","",""
"High transfer dependency","1996","higher education","West Germany","4","","",""
"High transfer dependency","1996","higher education","East Germany","12","","",""
"Very high transfer dependency","1996","in school","West Germany","7","","",""
"Very high transfer dependency","1996","in school","East Germany","4","","",""
"Very high transfer dependency","1996","inadequately","West Germany","30","0.0939773302785222","0.0678186863327694","0.120135974224275"
"Very high transfer dependency","1996","inadequately","East Germany","1","","",""
"Very high transfer dependency","1996","general elemantary","West Germany","65","0.0278988914278762","0.0207155067475798","0.0350822761081727"
"Very high transfer dependency","1996","general elemantary","East Germany","14","","",""
"Very high transfer dependency","1996","middle vocational","West Germany","78","0.0175284731620167","0.0137304020114173","0.0213265443126162"
"Very high transfer dependency","1996","middle vocational","East Germany","61","0.0379985018281924","0.0296442951739948","0.0463527084823899"
"Very high transfer dependency","1996","vocational + Abi","West Germany","9","","",""
"Very high transfer dependency","1996","vocational + Abi","East Germany","2","","",""
"Very high transfer dependency","1996","higher vocational","West Germany","8","","",""
"Very high transfer dependency","1996","higher vocational","East Germany","6","","",""
"Very high transfer dependency","1996","higher education","West Germany","14","","",""
"Very high transfer dependency","1996","higher education","East Germany","14","","",""
"Very low transfer dependency","1997","in school","West Germany","183","0.893674385057143","0.851477560793791","0.935871209320496"
"Very low transfer dependency","1997","in school","East Germany","96","0.88115602898393","0.819840399940978","0.942471658026882"
"Very low transfer dependency","1997","inadequately","West Germany","353","0.755968723332656","0.716416249680058","0.795521196985254"
"Very low transfer dependency","1997","inadequately","East Germany","8","","",""
"Very low transfer dependency","1997","general elemantary","West Germany","1687","0.871950504584308","0.857247296298264","0.886653712870351"
"Very low transfer dependency","1997","general elemantary","East Germany","274","0.826781974397556","0.786906847017416","0.866657101777697"
"Very low transfer dependency","1997","middle vocational","West Germany","4131","0.921538499353677","0.913679419634564","0.929397579072791"
"Very low transfer dependency","1997","middle vocational","East Germany","1472","0.741278726016816","0.721866222431874","0.760691229601758"
"Very low transfer dependency","1997","vocational + Abi","West Germany","337","0.859511799121315","0.824710572551235","0.894313025691395"
"Very low transfer dependency","1997","vocational + Abi","East Germany","57","0.74597805300149","0.646119491305756","0.845836614697223"
"Very low transfer dependency","1997","higher vocational","West Germany","505","0.94255325660561","0.922686432827608","0.962420080383613"
"Very low transfer dependency","1997","higher vocational","East Germany","196","0.86055752522036","0.815593191565795","0.905521858874924"
"Very low transfer dependency","1997","higher education","West Germany","890","0.961277691057309","0.948877976970297","0.97367740514432"
"Very low transfer dependency","1997","higher education","East Germany","725","0.864751929526816","0.841555765980778","0.887948093072854"
"Low transfer dependency","1997","in school","West Germany","11","","",""
"Low transfer dependency","1997","in school","East Germany","8","","",""
"Low transfer dependency","1997","inadequately","West Germany","58","0.119567331746259","0.0896892072094348","0.149445456283083"
"Low transfer dependency","1997","inadequately","East Germany","1","","",""
"Low transfer dependency","1997","general elemantary","West Germany","156","0.0557890955292038","0.0456899083104105","0.0658882827479971"
"Low transfer dependency","1997","general elemantary","East Germany","41","0.0963953167155266","0.0652976900464195","0.127492943384634"
"Low transfer dependency","1997","middle vocational","West Germany","212","0.0400469516500497","0.0343164007420506","0.0457775025580487"
"Low transfer dependency","1997","middle vocational","East Germany","305","0.15307435574839","0.13711377933102","0.169034932165761"
"Low transfer dependency","1997","vocational + Abi","West Germany","28","","",""
"Low transfer dependency","1997","vocational + Abi","East Germany","10","","",""
"Low transfer dependency","1997","higher vocational","West Germany","14","","",""
"Low transfer dependency","1997","higher vocational","East Germany","27","","",""
"Low transfer dependency","1997","higher education","West Germany","22","","",""
"Low transfer dependency","1997","higher education","East Germany","77","0.0930714850291686","0.0733654294449143","0.112777540613423"
"High transfer dependency","1997","in school","West Germany","5","","",""
"High transfer dependency","1997","in school","East Germany","1","","",""
"High transfer dependency","1997","inadequately","West Germany","16","","",""
"High transfer dependency","1997","inadequately","East Germany","1","","",""
"High transfer dependency","1997","general elemantary","West Germany","61","0.0343077962135106","0.0262985244388317","0.0423170679881896"
"High transfer dependency","1997","general elemantary","East Germany","19","","",""
"High transfer dependency","1997","middle vocational","West Germany","61","0.0142215972881113","0.0107610046062193","0.0176821899700033"
"High transfer dependency","1997","middle vocational","East Germany","102","0.059354557654327","0.0488805056879383","0.0698286096207157"
"High transfer dependency","1997","vocational + Abi","West Germany","8","","",""
"High transfer dependency","1997","vocational + Abi","East Germany","4","","",""
"High transfer dependency","1997","higher vocational","West Germany","3","","",""
"High transfer dependency","1997","higher vocational","East Germany","5","","",""
"High transfer dependency","1997","higher education","West Germany","8","","",""
"High transfer dependency","1997","higher education","East Germany","20","","",""
"Very high transfer dependency","1997","in school","West Germany","6","","",""
"Very high transfer dependency","1997","in school","East Germany","2","","",""
"Very high transfer dependency","1997","inadequately","West Germany","26","","",""
"Very high transfer dependency","1997","inadequately","East Germany","1","","",""
"Very high transfer dependency","1997","general elemantary","West Germany","80","0.0379526036729778","0.0295445344406372","0.0463606729053185"
"Very high transfer dependency","1997","general elemantary","East Germany","12","","",""
"Very high transfer dependency","1997","middle vocational","West Germany","93","0.0241929517081617","0.019702261957834","0.0286836414584894"
"Very high transfer dependency","1997","middle vocational","East Germany","76","0.0462923605804666","0.0369783440471543","0.0556063771137789"
"Very high transfer dependency","1997","vocational + Abi","West Germany","10","","",""
"Very high transfer dependency","1997","vocational + Abi","East Germany","2","","",""
"Very high transfer dependency","1997","higher vocational","West Germany","5","","",""
"Very high transfer dependency","1997","higher vocational","East Germany","","","",""
"Very high transfer dependency","1997","higher education","West Germany","10","","",""
"Very high transfer dependency","1997","higher education","East Germany","13","","",""
"Very low transfer dependency","1998","in school","West Germany","195","0.873409083264131","0.829961366711657","0.916856799816606"
"Very low transfer dependency","1998","in school","East Germany","93","0.878743421020971","0.816893392945544","0.940593449096398"
"Very low transfer dependency","1998","inadequately","West Germany","335","0.769474234189061","0.72975846342073","0.809190004957393"
"Very low transfer dependency","1998","inadequately","East Germany","11","","",""
"Very low transfer dependency","1998","general elemantary","West Germany","1883","0.89621583400025","0.883366183394084","0.909065484606416"
"Very low transfer dependency","1998","general elemantary","East Germany","301","0.839240894961847","0.802163558765376","0.876318231158318"
"Very low transfer dependency","1998","middle vocational","West Germany","4499","0.918978998073906","0.911353621820162","0.926604374327651"
"Very low transfer dependency","1998","middle vocational","East Germany","1612","0.775610316952224","0.757686302635572","0.793534331268875"
"Very low transfer dependency","1998","vocational + Abi","West Germany","390","0.882972282463538","0.852970524778178","0.912974040148898"
"Very low transfer dependency","1998","vocational + Abi","East Germany","53","0.716202258863205","0.60824968534631","0.824154832380099"
"Very low transfer dependency","1998","higher vocational","West Germany","556","0.939188478426618","0.919789309414264","0.958587647438971"
"Very low transfer dependency","1998","higher vocational","East Germany","211","0.905122741432675","0.867892623268529","0.942352859596821"
"Very low transfer dependency","1998","higher education","West Germany","1034","0.938524318573161","0.924342506223025","0.952706130923298"
"Very low transfer dependency","1998","higher education","East Germany","741","0.877875763191862","0.855954017218032","0.899797509165691"
"Low transfer dependency","1998","in school","West Germany","12","","",""
"Low transfer dependency","1998","in school","East Germany","8","","",""
"Low transfer dependency","1998","inadequately","West Germany","47","0.100662765557379","0.0722899827370274","0.129035548377731"
"Low transfer dependency","1998","inadequately","East Germany","1","","",""
"Low transfer dependency","1998","general elemantary","West Germany","158","0.0510755609059908","0.041799964341036","0.0603511574709457"
"Low transfer dependency","1998","general elemantary","East Germany","42","0.0780958887876825","0.051010543419209","0.105181234156156"
"Low transfer dependency","1998","middle vocational","West Germany","246","0.0413405127478417","0.0357772471214657","0.0469037783742177"
"Low transfer dependency","1998","middle vocational","East Germany","301","0.134062078022224","0.119423179376688","0.148700976667759"
"Low transfer dependency","1998","vocational + Abi","West Germany","27","","",""
"Low transfer dependency","1998","vocational + Abi","East Germany","10","","",""
"Low transfer dependency","1998","higher vocational","West Germany","15","","",""
"Low transfer dependency","1998","higher vocational","East Germany","17","","",""
"Low transfer dependency","1998","higher education","West Germany","39","0.0333587468662064","0.0227565754794867","0.0439609182529261"
"Low transfer dependency","1998","higher education","East Germany","85","0.0851228209215862","0.0664391555198726","0.1038064863233"
"High transfer dependency","1998","in school","West Germany","5","","",""
"High transfer dependency","1998","in school","East Germany","4","","",""
"High transfer dependency","1998","inadequately","West Germany","18","","",""
"High transfer dependency","1998","inadequately","East Germany","1","","",""
"High transfer dependency","1998","general elemantary","West Germany","57","0.0206355402804718","0.0146459163572812","0.0266251642036625"
"High transfer dependency","1998","general elemantary","East Germany","14","","",""
"High transfer dependency","1998","middle vocational","West Germany","70","0.0141665992671053","0.010864088452653","0.0174691100815576"
"High transfer dependency","1998","middle vocational","East Germany","84","0.0366458870179597","0.0285732086801519","0.0447185653557675"
"High transfer dependency","1998","vocational + Abi","West Germany","14","","",""
"High transfer dependency","1998","vocational + Abi","East Germany","1","","",""
"High transfer dependency","1998","higher vocational","West Germany","8","","",""
"High transfer dependency","1998","higher vocational","East Germany","5","","",""
"High transfer dependency","1998","higher education","West Germany","10","","",""
"High transfer dependency","1998","higher education","East Germany","20","","",""
"Very high transfer dependency","1998","in school","West Germany","13","","",""
"Very high transfer dependency","1998","in school","East Germany","2","","",""
"Very high transfer dependency","1998","inadequately","West Germany","32","0.0960182331669688","0.0682362714714322","0.123800194862505"
"Very high transfer dependency","1998","inadequately","East Germany","1","","",""
"Very high transfer dependency","1998","general elemantary","West Germany","66","0.0320730648132876","0.024649526035394","0.0394966035911812"
"Very high transfer dependency","1998","general elemantary","East Germany","20","","",""
"Very high transfer dependency","1998","middle vocational","West Germany","104","0.0255138899111466","0.0211074703653752","0.029920309456918"
"Very high transfer dependency","1998","middle vocational","East Germany","84","0.0536817180075929","0.0439979613117896","0.0633654747033961"
"Very high transfer dependency","1998","vocational + Abi","West Germany","10","","",""
"Very high transfer dependency","1998","vocational + Abi","East Germany","3","","",""
"Very high transfer dependency","1998","higher vocational","West Germany","4","","",""
"Very high transfer dependency","1998","higher vocational","East Germany","5","","",""
"Very high transfer dependency","1998","higher education","West Germany","19","","",""
"Very high transfer dependency","1998","higher education","East Germany","11","","",""
"Very low transfer dependency","1999","in school","West Germany","189","0.872365537360542","0.827866107896551","0.916864966824534"
"Very low transfer dependency","1999","in school","East Germany","88","0.801712879824635","0.72545054022992","0.87797521941935"
"Very low transfer dependency","1999","inadequately","West Germany","314","0.792253685667234","0.752839760802632","0.831667610531835"
"Very low transfer dependency","1999","inadequately","East Germany","12","","",""
"Very low transfer dependency","1999","general elemantary","West Germany","1823","0.900664856646246","0.88779814742079","0.913531565871702"
"Very low transfer dependency","1999","general elemantary","East Germany","292","0.825852956219138","0.787211218704344","0.864494693733932"
"Very low transfer dependency","1999","middle vocational","West Germany","4471","0.930025936601798","0.922838295934862","0.937213577268735"
"Very low transfer dependency","1999","middle vocational","East Germany","1592","0.766594374942636","0.74835893161896","0.784829818266311"
"Very low transfer dependency","1999","vocational + Abi","West Germany","391","0.91800201360148","0.892219403959827","0.943784623243134"
"Very low transfer dependency","1999","vocational + Abi","East Germany","66","0.864315876591863","0.786291017492267","0.942340735691459"
"Very low transfer dependency","1999","higher vocational","West Germany","550","0.95900950843617","0.942761389238323","0.975257627634017"
"Very low transfer dependency","1999","higher vocational","East Germany","217","0.9049775251599","0.868107195576685","0.941847854743116"
"Very low transfer dependency","1999","higher education","West Germany","1045","0.946728218479861","0.9334869917093","0.959969445250422"
