"pli0092_h","year","e11102","e11103","n","percent","lower_confidence","upper_confidence","value"
"Never","1998","Employed","Not Working","","","","","5"
"Rarely","1998","Not Employed","Full Time","","","","","4"
"Rarely","1998","Not Employed","Part Time","","","","","4"
"Rarely","1998","Not Employed","Not Working","848","0.151216717396359","0.141645337457621","0.160788097335098","4"
"Rarely","1998","Employed","Part Time","728","0.245688751903335","0.229903158953751","0.261474344852918","4"
"Rarely","1998","Employed","Full Time","1627","0.261894361236817","0.250733161874518","0.273055560599115","4"
"Rarely","1998","Employed","Not Working","","","","","4"
"Daily","1999","Not Employed","Full Time","","","","","1"
"Daily","1999","Not Employed","Part Time","","","","","1"
"Daily","1999","Not Employed","Not Working","","","","","1"
"Daily","1999","Employed","Full Time","","","","","1"
"Daily","1999","Employed","Part Time","","","","","1"
"Daily","1999","Employed","Not Working","","","","","1"
"Min 1x per month","1999","Not Employed","Full Time","","","","","3"
"Min 1x per month","1999","Not Employed","Part Time","","","","","3"
"Min 1x per month","1999","Not Employed","Not Working","188","0.0358165602227109","0.0306069616050985","0.0410261588403233","3"
"Min 1x per month","1999","Employed","Full Time","494","0.0822848625606361","0.0752231102482416","0.0893466148730307","3"
"Min 1x per month","1999","Employed","Part Time","245","0.0853093160869012","0.0751860532265129","0.0954325789472895","3"
"Min 1x per month","1999","Employed","Not Working","","","","","3"
"Min 1x per week","1999","Not Employed","Part Time","","","","","2"
"Min 1x per week","1999","Not Employed","Full Time","","","","","2"
"Min 1x per week","1999","Not Employed","Not Working","906","0.184689204256319","0.173810808762117","0.195567599750521","2"
"Min 1x per week","1999","Employed","Full Time","1600","0.302788293277611","0.290980997722714","0.314595588832509","2"
"Min 1x per week","1999","Employed","Part Time","782","0.309760623108744","0.293003551478241","0.326517694739247","2"
"Min 1x per week","1999","Employed","Not Working","","","","","2"
"Never","1999","Not Employed","Full Time","","","","","5"
"Never","1999","Not Employed","Part Time","","","","","5"
"Never","1999","Not Employed","Not Working","3175","0.661522310530535","0.648256928426653","0.674787692634417","5"
"Never","1999","Employed","Full Time","2221","0.358196348832291","0.345874943966404","0.370517753698179","5"
"Never","1999","Employed","Part Time","1238","0.397369437690613","0.379635386276007","0.415103489105218","5"
"Never","1999","Employed","Not Working","","","","","5"
"Rarely","1999","Not Employed","Full Time","","","","","4"
"Rarely","1999","Not Employed","Part Time","","","","","4"
"Rarely","1999","Not Employed","Not Working","619","0.117971924990435","0.108928914598964","0.127014935381906","4"
"Rarely","1999","Employed","Part Time","660","0.207560623113742","0.192863218082867","0.222258028144617","4"
"Rarely","1999","Employed","Full Time","1502","0.256730495329462","0.245504872510916","0.267956118148007","4"
"Rarely","1999","Employed","Not Working","","","","","4"
"Daily","2000","Not Employed","Full Time","","","","","1"
"Daily","2000","Not Employed","Part Time","","","","","1"
"Daily","2000","Not Employed","Not Working","","","","","1"
"Daily","2000","Employed","Full Time","","","","","1"
"Daily","2000","Employed","Not Working","","","","","1"
"Daily","2000","Employed","Part Time","","","","","1"
"Min 1x per month","2000","Not Employed","Part Time","","","","","3"
"Min 1x per month","2000","Not Employed","Full Time","","","","","3"
"Min 1x per month","2000","Not Employed","Not Working","","","","","3"
"Min 1x per month","2000","Employed","Full Time","","","","","3"
"Min 1x per month","2000","Employed","Part Time","","","","","3"
"Min 1x per month","2000","Employed","Not Working","","","","","3"
"Min 1x per week","2000","Not Employed","Full Time","","","","","2"
"Min 1x per week","2000","Not Employed","Part Time","","","","","2"
"Min 1x per week","2000","Not Employed","Not Working","","","","","2"
"Min 1x per week","2000","Employed","Full Time","","","","","2"
"Min 1x per week","2000","Employed","Not Working","","","","","2"
"Min 1x per week","2000","Employed","Part Time","","","","","2"
"Never","2000","Not Employed","Full Time","","","","","5"
"Never","2000","Not Employed","Part Time","","","","","5"
"Never","2000","Not Employed","Not Working","","","","","5"
"Never","2000","Employed","Full Time","","","","","5"
"Never","2000","Employed","Part Time","","","","","5"
"Never","2000","Employed","Not Working","","","","","5"
"Rarely","2000","Not Employed","Full Time","","","","","4"
"Rarely","2000","Not Employed","Part Time","","","","","4"
"Rarely","2000","Not Employed","Not Working","","","","","4"
"Rarely","2000","Employed","Full Time","","","","","4"
"Rarely","2000","Employed","Part Time","","","","","4"
"Rarely","2000","Employed","Not Working","","","","","4"
"Daily","2001","Not Employed","Full Time","","","","","1"
"Daily","2001","Not Employed","Part Time","","","","","1"
"Daily","2001","Not Employed","Not Working","","","","","1"
"Daily","2001","Employed","Full Time","","","","","1"
"Daily","2001","Employed","Part Time","","","","","1"
"Daily","2001","Employed","Not Working","","","","","1"
"Min 1x per month","2001","Not Employed","Full Time","","","","","3"
"Min 1x per month","2001","Not Employed","Part Time","","","","","3"
"Min 1x per month","2001","Not Employed","Not Working","310","0.0378372055771748","0.0336652568974173","0.0420091542569324","3"
"Min 1x per month","2001","Employed","Full Time","762","0.0849237129504909","0.0791736658515383","0.0906737600494435","3"
"Min 1x per month","2001","Employed","Part Time","300","0.0641604705255595","0.0572248032878751","0.0710961377632438","3"
"Min 1x per month","2001","Employed","Not Working","","","","","3"
"Min 1x per week","2001","Not Employed","Full Time","","","","","2"
"Min 1x per week","2001","Not Employed","Part Time","","","","","2"
"Min 1x per week","2001","Not Employed","Not Working","1609","0.193126460696042","0.184495109694549","0.201757811697535","2"
"Min 1x per week","2001","Employed","Full Time","2716","0.314249206143367","0.304673991488736","0.323824420797998","2"
"Min 1x per week","2001","Employed","Part Time","1564","0.335239331391016","0.321877563412031","0.348601099370001","2"
"Min 1x per week","2001","Employed","Not Working","","","","","2"
"Never","2001","Not Employed","Full Time","","","","","5"
"Never","2001","Not Employed","Part Time","","","","","5"
"Never","2001","Not Employed","Not Working","5287","0.677138477965689","0.666914920513956","0.687362035417423","5"
"Never","2001","Employed","Full Time","3586","0.387398612790612","0.377350227407635","0.397446998173588","5"
"Never","2001","Employed","Part Time","2033","0.416016865282813","0.402065734615214","0.429967995950412","5"
"Never","2001","Employed","Not Working","","","","","5"
"Rarely","2001","Not Employed","Full Time","","","","","4"
"Rarely","2001","Not Employed","Part Time","","","","","4"
"Rarely","2001","Not Employed","Not Working","829","0.0918978557610935","0.0855813748190712","0.0982143367031158","4"
"Rarely","2001","Employed","Full Time","1965","0.21342846811553","0.204977167496229","0.221879768734831","4"
"Rarely","2001","Employed","Part Time","898","0.184583332800612","0.173602385203851","0.195564280397373","4"
"Rarely","2001","Employed","Not Working","","","","","4"
"Daily","2002","Not Employed","Full Time","","","","","1"
"Daily","2002","Not Employed","Part Time","","","","","1"
"Daily","2002","Not Employed","Not Working","","","","","1"
"Daily","2002","Employed","Full Time","","","","","1"
"Daily","2002","Employed","Part Time","","","","","1"
"Daily","2002","Employed","Not Working","","","","","1"
"Min 1x per month","2002","Not Employed","Full Time","","","","","3"
"Min 1x per month","2002","Not Employed","Not Working","","","","","3"
"Min 1x per month","2002","Not Employed","Part Time","","","","","3"
"Min 1x per month","2002","Employed","Part Time","","","","","3"
"Min 1x per month","2002","Employed","Full Time","","","","","3"
"Min 1x per month","2002","Employed","Not Working","","","","","3"
"Min 1x per week","2002","Not Employed","Full Time","","","","","2"
"Min 1x per week","2002","Not Employed","Part Time","","","","","2"
"Min 1x per week","2002","Not Employed","Not Working","","","","","2"
"Min 1x per week","2002","Employed","Full Time","","","","","2"
"Min 1x per week","2002","Employed","Part Time","","","","","2"
"Min 1x per week","2002","Employed","Not Working","","","","","2"
"Never","2002","Not Employed","Full Time","","","","","5"
"Never","2002","Not Employed","Part Time","","","","","5"
"Never","2002","Not Employed","Not Working","","","","","5"
"Never","2002","Employed","Full Time","","","","","5"
"Never","2002","Employed","Part Time","","","","","5"
"Never","2002","Employed","Not Working","","","","","5"
"Rarely","2002","Not Employed","Full Time","","","","","4"
"Rarely","2002","Not Employed","Part Time","","","","","4"
"Rarely","2002","Not Employed","Not Working","","","","","4"
"Rarely","2002","Employed","Full Time","","","","","4"
"Rarely","2002","Employed","Part Time","","","","","4"
"Rarely","2002","Employed","Not Working","","","","","4"
"Daily","2003","Not Employed","Full Time","","","","","1"
"Daily","2003","Not Employed","Part Time","","","","","1"
"Daily","2003","Not Employed","Not Working","524","0.0548585050062739","0.0499158560188041","0.0598011539937436","1"
"Daily","2003","Employed","Full Time","532","0.060553461602927","0.0555955048599017","0.0655114183459523","1"
"Daily","2003","Employed","Part Time","424","0.0811551833770234","0.0736709564739857","0.0886394102800611","1"
"Daily","2003","Employed","Not Working","","","","","1"
"Min 1x per month","2003","Not Employed","Full Time","","","","","3"
"Min 1x per month","2003","Not Employed","Part Time","","","","","3"
"Min 1x per month","2003","Not Employed","Not Working","388","0.0473296350781327","0.0427204167974433","0.0519388533588222","3"
"Min 1x per month","2003","Employed","Full Time","910","0.103187437249783","0.0968638798443636","0.109510994655203","3"
"Min 1x per month","2003","Employed","Part Time","436","0.0837559434153997","0.0761635075535399","0.0913483792772595","3"
"Min 1x per month","2003","Employed","Not Working","","","","","3"
"Min 1x per week","2003","Not Employed","Full Time","","","","","2"
"Min 1x per week","2003","Not Employed","Part Time","","","","","2"
"Min 1x per week","2003","Not Employed","Not Working","1782","0.203293108434365","0.194557362696074","0.212028854172655","2"
"Min 1x per week","2003","Employed","Full Time","2929","0.318992552834992","0.309303899582339","0.328681206087645","2"
"Min 1x per week","2003","Employed","Part Time","1678","0.312449396228749","0.299746290640608","0.325152501816889","2"
"Min 1x per week","2003","Employed","Not Working","","","","","2"
"Never","2003","Not Employed","Full Time","","","","","5"
"Never","2003","Not Employed","Part Time","","","","","5"
"Never","2003","Not Employed","Not Working","4416","0.571998633494497","0.561258505840346","0.582738761148647","5"
"Never","2003","Employed","Full Time","2307","0.265760382286995","0.256577875932394","0.274942888641595","5"
"Never","2003","Employed","Part Time","1551","0.32303902918077","0.310222304867063","0.335855753494477","5"
"Never","2003","Employed","Not Working","","","","","5"
"Rarely","2003","Not Employed","Full Time","","","","","4"
"Rarely","2003","Not Employed","Part Time","","","","","4"
"Rarely","2003","Not Employed","Not Working","1043","0.122520117986732","0.115402877228993","0.129637358744471","4"
"Rarely","2003","Employed","Full Time","2212","0.251506166025303","0.242487015348012","0.260525316702595","4"
"Rarely","2003","Employed","Part Time","1025","0.199600447798058","0.188645712115326","0.21055518348079","4"
"Rarely","2003","Employed","Not Working","","","","","4"
"Daily","2004","Not Employed","Full Time","","","","","1"
"Daily","2004","Not Employed","Part Time","","","","","1"
"Daily","2004","Not Employed","Not Working","","","","","1"
"Daily","2004","Employed","Full Time","","","","","1"
"Daily","2004","Employed","Part Time","","","","","1"
"Daily","2004","Employed","Not Working","","","","","1"
"Min 1x per month","2004","Not Employed","Full Time","","","","","3"
"Min 1x per month","2004","Not Employed","Part Time","","","","","3"
"Min 1x per month","2004","Not Employed","Not Working","","","","","3"
"Min 1x per month","2004","Employed","Full Time","","","","","3"
"Min 1x per month","2004","Employed","Not Working","","","","","3"
"Min 1x per month","2004","Employed","Part Time","","","","","3"
"Min 1x per week","2004","Not Employed","Full Time","","","","","2"
"Min 1x per week","2004","Not Employed","Part Time","","","","","2"
"Min 1x per week","2004","Not Employed","Not Working","","","","","2"
"Min 1x per week","2004","Employed","Full Time","","","","","2"
"Min 1x per week","2004","Employed","Part Time","","","","","2"
"Min 1x per week","2004","Employed","Not Working","","","","","2"
"Never","2004","Not Employed","Part Time","","","","","5"
"Never","2004","Not Employed","Full Time","","","","","5"
"Never","2004","Not Employed","Not Working","","","","","5"
"Never","2004","Employed","Full Time","","","","","5"
"Never","2004","Employed","Part Time","","","","","5"
"Never","2004","Employed","Not Working","","","","","5"
"Rarely","2004","Not Employed","Part Time","","","","","4"
"Rarely","2004","Not Employed","Full Time","","","","","4"
"Rarely","2004","Not Employed","Not Working","","","","","4"
"Rarely","2004","Employed","Full Time","","","","","4"
"Rarely","2004","Employed","Part Time","","","","","4"
"Rarely","2004","Employed","Not Working","","","","","4"
"Daily","2005","Not Employed","Full Time","","","","","1"
"Daily","2005","Not Employed","Part Time","","","","","1"
"Daily","2005","Not Employed","Not Working","","","","","1"
"Daily","2005","Employed","Full Time","","","","","1"
"Daily","2005","Employed","Part Time","","","","","1"
"Daily","2005","Employed","Not Working","","","","","1"
"Min 1x per month","2005","Not Employed","Full Time","","","","","3"
"Min 1x per month","2005","Not Employed","Part Time","","","","","3"
"Min 1x per month","2005","Not Employed","Not Working","424","0.0487679182813609","0.0440088025203064","0.0535270340424155","3"
"Min 1x per month","2005","Employed","Full Time","801","0.108516393074586","0.101701166297313","0.11533161985186","3"
"Min 1x per month","2005","Employed","Part Time","402","0.0877856103389103","0.0797809600339653","0.0957902606438554","3"
"Min 1x per month","2005","Employed","Not Working","","","","","3"
"Min 1x per week","2005","Not Employed","Full Time","","","","","2"
"Min 1x per week","2005","Not Employed","Not Working","2092","0.237462398423266","0.228059884776632","0.246864912069901","2"
"Min 1x per week","2005","Not Employed","Part Time","","","","","2"
"Min 1x per week","2005","Employed","Full Time","2889","0.349253180503505","0.338807128879339","0.359699232127671","2"
"Min 1x per week","2005","Employed","Part Time","1799","0.356366786003085","0.342819569489539","0.369914002516631","2"
"Min 1x per week","2005","Employed","Not Working","","","","","2"
"Never","2005","Not Employed","Full Time","","","","","5"
"Never","2005","Not Employed","Part Time","","","","","5"
"Never","2005","Not Employed","Not Working","4344","0.58698567737204","0.576106095020116","0.597865259723965","5"
"Never","2005","Employed","Full Time","2451","0.312446287424101","0.302290421567851","0.322602153280352","5"
"Never","2005","Employed","Part Time","1593","0.344822380701972","0.331377421527709","0.358267339876235","5"
"Never","2005","Employed","Not Working","","","","","5"
"Rarely","2005","Not Employed","Full Time","","","","","4"
"Rarely","2005","Not Employed","Part Time","","","","","4"
"Rarely","2005","Not Employed","Not Working","1008","0.126784005923333","0.119431946794669","0.134136065051997","4"
"Rarely","2005","Employed","Full Time","1860","0.229784138997807","0.220566022154813","0.239002255840802","4"
"Rarely","2005","Employed","Not Working","","","","","4"
"Rarely","2005","Employed","Part Time","1007","0.211025222956033","0.199483225304522","0.222567220607544","4"
"Daily","2006","Not Employed","Full Time","","","","","1"
"Daily","2006","Not Employed","Part Time","","","","","1"
"Daily","2006","Not Employed","Not Working","","","","","1"
"Daily","2006","Employed","Full Time","","","","","1"
"Daily","2006","Employed","Part Time","","","","","1"
"Daily","2006","Employed","Not Working","","","","","1"
"Min 1x per month","2006","Not Employed","Full Time","","","","","3"
"Min 1x per month","2006","Not Employed","Part Time","","","","","3"
"Min 1x per month","2006","Not Employed","Not Working","","","","","3"
"Min 1x per month","2006","Employed","Full Time","","","","","3"
"Min 1x per month","2006","Employed","Part Time","","","","","3"
"Min 1x per month","2006","Employed","Not Working","","","","","3"
"Min 1x per week","2006","Not Employed","Full Time","","","","","2"
"Min 1x per week","2006","Not Employed","Not Working","","","","","2"
"Min 1x per week","2006","Not Employed","Part Time","","","","","2"
"Min 1x per week","2006","Employed","Full Time","","","","","2"
"Min 1x per week","2006","Employed","Part Time","","","","","2"
"Min 1x per week","2006","Employed","Not Working","","","","","2"
"Never","2006","Not Employed","Full Time","","","","","5"
"Never","2006","Not Employed","Part Time","","","","","5"
"Never","2006","Not Employed","Not Working","","","","","5"
"Never","2006","Employed","Full Time","","","","","5"
"Never","2006","Employed","Part Time","","","","","5"
"Never","2006","Employed","Not Working","","","","","5"
"Rarely","2006","Not Employed","Full Time","","","","","4"
"Rarely","2006","Not Employed","Part Time","","","","","4"
"Rarely","2006","Not Employed","Not Working","","","","","4"
"Rarely","2006","Employed","Full Time","","","","","4"
"Rarely","2006","Employed","Part Time","","","","","4"
"Rarely","2006","Employed","Not Working","","","","","4"
"Daily","2007","Not Employed","Full Time","","","","","1"
"Daily","2007","Not Employed","Part Time","","","","","1"
"Daily","2007","Not Employed","Not Working","","","","","1"
"Daily","2007","Employed","Full Time","","","","","1"
"Daily","2007","Employed","Part Time","","","","","1"
"Daily","2007","Employed","Not Working","","","","","1"
"Min 1x per month","2007","Not Employed","Full Time","","","","","3"
"Min 1x per month","2007","Not Employed","Part Time","","","","","3"
"Min 1x per month","2007","Not Employed","Not Working","379","0.0433220036234421","0.0388452248553967","0.0477987823914875","3"
"Min 1x per month","2007","Employed","Full Time","739","0.0965159251656326","0.0899839377057214","0.103047912625544","3"
"Min 1x per month","2007","Employed","Part Time","387","0.07751988303548","0.0698796396936271","0.0851601263773328","3"
"Min 1x per month","2007","Employed","Not Working","","","","","3"
"Min 1x per week","2007","Not Employed","Full Time","","","","","2"
"Min 1x per week","2007","Not Employed","Part Time","","","","","2"
"Min 1x per week","2007","Not Employed","Not Working","2266","0.266855867386353","0.257129256708021","0.276582478064685","2"
"Min 1x per week","2007","Employed","Full Time","3027","0.379054683378651","0.36832311459015","0.389786252167152","2"
"Min 1x per week","2007","Employed","Part Time","1856","0.378767601749671","0.364908483826815","0.392626719672527","2"
"Min 1x per week","2007","Employed","Not Working","","","","","2"
"Never","2007","Not Employed","Full Time","","","","","5"
"Never","2007","Not Employed","Part Time","","","","","5"
"Never","2007","Not Employed","Not Working","4372","0.573457139324516","0.562581362330431","0.584332916318602","5"
"Never","2007","Employed","Full Time","2323","0.296845083736667","0.286739159420509","0.306951008052825","5"
"Never","2007","Employed","Part Time","1512","0.33212738010857","0.318671215561842","0.345583544655297","5"
"Never","2007","Employed","Not Working","","","","","5"
"Rarely","2007","Not Employed","Full Time","","","","","4"
"Rarely","2007","Not Employed","Not Working","927","0.116364989665689","0.109313577538184","0.123416401793193","4"
"Rarely","2007","Not Employed","Part Time","","","","","4"
"Rarely","2007","Employed","Part Time","951","0.211585135106279","0.19991590757083","0.223254362641729","4"
"Rarely","2007","Employed","Full Time","1762","0.227584307719049","0.218309982880967","0.236858632557131","4"
"Rarely","2007","Employed","Not Working","","","","","4"
"Daily","2008","Not Employed","Full Time","","","","","1"
"Daily","2008","Not Employed","Part Time","","","","","1"
"Daily","2008","Not Employed","Not Working","650","0.0828064158686582","0.0765488805853259","0.0890639511519906","1"
"Daily","2008","Employed","Full Time","505","0.0665057187271285","0.0608561540367482","0.0721552834175089","1"
"Daily","2008","Employed","Part Time","390","0.0857722975338452","0.0775000450366858","0.0940445500310046","1"
"Daily","2008","Employed","Not Working","","","","","1"
"Min 1x per month","2008","Not Employed","Full Time","","","","","3"
"Min 1x per month","2008","Not Employed","Part Time","","","","","3"
"Min 1x per month","2008","Not Employed","Not Working","356","0.0453243591677001","0.0406011784128755","0.0500475399225248","3"
"Min 1x per month","2008","Employed","Full Time","744","0.104035470501257","0.0971129255334976","0.110958015469016","3"
"Min 1x per month","2008","Employed","Part Time","391","0.0920902219231488","0.0835483869160644","0.100632056930233","3"
"Min 1x per month","2008","Employed","Not Working","","","","","3"
"Min 1x per week","2008","Not Employed","Part Time","","","","","2"
"Min 1x per week","2008","Not Employed","Full Time","","","","","2"
"Min 1x per week","2008","Not Employed","Not Working","1925","0.240869104334534","0.231159764730447","0.250578443938621","2"
"Min 1x per week","2008","Employed","Full Time","2734","0.369043594647144","0.35810231364319","0.379984875651097","2"
"Min 1x per week","2008","Employed","Not Working","","","","","2"
"Min 1x per week","2008","Employed","Part Time","1609","0.34653151195373","0.332474054963094","0.360588968944367","2"
"Never","2008","Not Employed","Part Time","","","","","5"
"Never","2008","Not Employed","Full Time","","","","","5"
"Never","2008","Not Employed","Not Working","3536","0.49629752760485","0.484944834274228","0.507650220935472","5"
"Never","2008","Employed","Full Time","1725","0.225168224154057","0.215697418556654","0.23463902975146","5"
"Never","2008","Employed","Part Time","1109","0.257642546477596","0.244723263822399","0.270561829132793","5"
"Never","2008","Employed","Not Working","","","","","5"
"Rarely","2008","Not Employed","Full Time","","","","","4"
"Rarely","2008","Not Employed","Part Time","","","","","4"
"Rarely","2008","Not Employed","Not Working","984","0.134702593024258","0.126950633642788","0.142454552405727","4"
"Rarely","2008","Employed","Full Time","1764","0.235246991970414","0.225629711185775","0.244864272755054","4"
"Rarely","2008","Employed","Part Time","903","0.21796342211168","0.205767113245187","0.230159730978172","4"
"Rarely","2008","Employed","Not Working","","","","","4"
"Daily","2009","Not Employed","Full Time","","","","","1"
"Daily","2009","Not Employed","Part Time","","","","","1"
"Daily","2009","Not Employed","Not Working","","","","","1"
"Daily","2009","Employed","Full Time","","","","","1"
"Daily","2009","Employed","Part Time","","","","","1"
"Daily","2009","Employed","Not Working","","","","","1"
"Min 1x per month","2009","Not Employed","Full Time","","","","","3"
"Min 1x per month","2009","Not Employed","Part Time","","","","","3"
"Min 1x per month","2009","Not Employed","Not Working","318","0.0480639375686223","0.0429914672833576","0.053136407853887","3"
"Min 1x per month","2009","Employed","Full Time","676","0.107058357096079","0.0998070248989897","0.114309689293169","3"
"Min 1x per month","2009","Employed","Not Working","","","","","3"
"Min 1x per month","2009","Employed","Part Time","342","0.0765895899527532","0.068558284103412","0.0846208958020945","3"
"Min 1x per week","2009","Not Employed","Full Time","","","","","2"
"Min 1x per week","2009","Not Employed","Part Time","","","","","2"
"Min 1x per week","2009","Not Employed","Not Working","2041","0.281980415557254","0.271309945130455","0.292650885984052","2"
"Min 1x per week","2009","Employed","Part Time","1737","0.40575460277878","0.390925374504353","0.420583831053207","2"
"Min 1x per week","2009","Employed","Full Time","2770","0.401300098263729","0.389804404073126","0.412795792454333","2"
"Min 1x per week","2009","Employed","Not Working","","","","","2"
"Never","2009","Not Employed","Full Time","","","","","5"
"Never","2009","Not Employed","Part Time","","","","","5"
"Never","2009","Not Employed","Not Working","3704","0.561067130517738","0.549298866208793","0.572835394826684","5"
"Never","2009","Employed","Full Time","1948","0.270964586078436","0.260540774429175","0.281388397727698","5"
"Never","2009","Employed","Part Time","1272","0.29972434571704","0.285888699953663","0.313559991480416","5"
"Never","2009","Employed","Not Working","","","","","5"
"Rarely","2009","Not Employed","Part Time","","","","","4"
"Rarely","2009","Not Employed","Full Time","","","","","4"
"Rarely","2009","Not Employed","Not Working","768","0.108888516356385","0.101501602936923","0.116275429775848","4"
"Rarely","2009","Employed","Full Time","1590","0.220676958561755","0.21095098176973","0.23040293535378","4"
"Rarely","2009","Employed","Part Time","861","0.217931461551427","0.205463763290853","0.230399159812001","4"
"Rarely","2009","Employed","Not Working","","","","","4"
"Daily","2010","Not Employed","Full Time","","","","","1"
"Daily","2010","Not Employed","Part Time","","","","","1"
"Daily","2010","Not Employed","Not Working","","","","","1"
"Daily","2010","Employed","Full Time","","","","","1"
"Daily","2010","Employed","Part Time","","","","","1"
"Daily","2010","Employed","Not Working","","","","","1"
"Min 1x per month","2010","Not Employed","Full Time","","","","","3"
"Min 1x per month","2010","Not Employed","Not Working","","","","","3"
"Min 1x per month","2010","Not Employed","Part Time","","","","","3"
"Min 1x per month","2010","Employed","Full Time","","","","","3"
"Min 1x per month","2010","Employed","Part Time","","","","","3"
"Min 1x per month","2010","Employed","Not Working","","","","","3"
"Min 1x per week","2010","Not Employed","Full Time","","","","","2"
"Min 1x per week","2010","Not Employed","Not Working","","","","","2"
"Min 1x per week","2010","Not Employed","Part Time","","","","","2"
"Min 1x per week","2010","Employed","Part Time","","","","","2"
"Min 1x per week","2010","Employed","Full Time","","","","","2"
"Min 1x per week","2010","Employed","Not Working","","","","","2"
"Never","2010","Not Employed","Full Time","","","","","5"
"Never","2010","Not Employed","Part Time","","","","","5"
"Never","2010","Not Employed","Not Working","","","","","5"
"Never","2010","Employed","Full Time","","","","","5"
"Never","2010","Employed","Part Time","","","","","5"
"Never","2010","Employed","Not Working","","","","","5"
"Rarely","2010","Not Employed","Full Time","","","","","4"
"Rarely","2010","Not Employed","Not Working","","","","","4"
"Rarely","2010","Not Employed","Part Time","","","","","4"
"Rarely","2010","Employed","Part Time","","","","","4"
"Rarely","2010","Employed","Full Time","","","","","4"
"Rarely","2010","Employed","Not Working","","","","","4"
"Daily","2011","Not Employed","Full Time","","","","","1"
"Daily","2011","Not Employed","Part Time","","","","","1"
"Daily","2011","Not Employed","Not Working","","","","","1"
"Daily","2011","Employed","Full Time","","","","","1"
"Daily","2011","Employed","Part Time","","","","","1"
"Daily","2011","Employed","Not Working","","","","","1"
"Min 1x per month","2011","Not Employed","Full Time","","","","","3"
"Min 1x per month","2011","Not Employed","Part Time","","","","","3"
"Min 1x per month","2011","Not Employed","Not Working","378","0.0365128527034796","0.0328554838681107","0.0401702215388486","3"
"Min 1x per month","2011","Employed","Full Time","908","0.0888601132503875","0.083448182369087","0.0942720441316879","3"
"Min 1x per month","2011","Employed","Part Time","529","0.066890516565473","0.061292822140211","0.072488210990735","3"
"Min 1x per month","2011","Employed","Not Working","","","","","3"
"Min 1x per week","2011","Not Employed","Full Time","","","","","2"
"Min 1x per week","2011","Not Employed","Part Time","","","","","2"
"Min 1x per week","2011","Not Employed","Not Working","3064","0.290543548276259","0.281690529123001","0.299396567429517","2"
"Min 1x per week","2011","Employed","Full Time","4262","0.412448225386962","0.40308524590979","0.421811204864134","2"
"Min 1x per week","2011","Employed","Not Working","","","","","2"
"Min 1x per week","2011","Employed","Part Time","3052","0.413012723827103","0.401980662442194","0.424044785212012","2"
"Never","2011","Not Employed","Full Time","","","","","5"
"Never","2011","Not Employed","Part Time","","","","","5"
"Never","2011","Not Employed","Not Working","5559","0.572453938602244","0.562807108199802","0.582100769004686","5"
"Never","2011","Employed","Full Time","3310","0.293511493213561","0.284850426435209","0.302172559991913","5"
"Never","2011","Employed","Part Time","2716","0.338503795621843","0.327901349846208","0.349106241397479","5"
"Never","2011","Employed","Not Working","","","","","5"
"Rarely","2011","Not Employed","Full Time","","","","","4"
"Rarely","2011","Not Employed","Part Time","","","","","4"
"Rarely","2011","Not Employed","Not Working","1102","0.100489660418017","0.0946271087438557","0.106352212092178","4"
"Rarely","2011","Employed","Full Time","2139","0.205180168149089","0.197499335217517","0.212861001080661","4"
"Rarely","2011","Employed","Part Time","1355","0.181592963985581","0.172955330018407","0.190230597952755","4"
"Rarely","2011","Employed","Not Working","","","","","4"
"Daily","2012","Not Employed","Full Time","","","","","1"
"Daily","2012","Not Employed","Part Time","","","","","1"
"Daily","2012","Not Employed","Not Working","","","","","1"
"Daily","2012","Employed","Full Time","","","","","1"
"Daily","2012","Employed","Part Time","","","","","1"
"Daily","2012","Employed","Not Working","","","","","1"
"Min 1x per month","2012","Not Employed","Full Time","","","","","3"
"Min 1x per month","2012","Not Employed","Part Time","","","","","3"
"Min 1x per month","2012","Not Employed","Not Working","","","","","3"
"Min 1x per month","2012","Employed","Full Time","","","","","3"
"Min 1x per month","2012","Employed","Not Working","","","","","3"
"Min 1x per month","2012","Employed","Part Time","","","","","3"
"Min 1x per week","2012","Not Employed","Full Time","","","","","2"
"Min 1x per week","2012","Not Employed","Part Time","","","","","2"
"Min 1x per week","2012","Employed","Full Time","","","","","2"
"Min 1x per week","2012","Not Employed","Not Working","","","","","2"
"Min 1x per week","2012","Employed","Part Time","","","","","2"
"Min 1x per week","2012","Employed","Not Working","","","","","2"
"Never","2012","Not Employed","Full Time","","","","","5"
"Never","2012","Not Employed","Part Time","","","","","5"
"Never","2012","Not Employed","Not Working","","","","","5"
"Never","2012","Employed","Full Time","","","","","5"
"Never","2012","Employed","Part Time","","","","","5"
"Never","2012","Employed","Not Working","","","","","5"
"Rarely","2012","Not Employed","Part Time","","","","","4"
"Rarely","2012","Not Employed","Full Time","","","","","4"
"Rarely","2012","Not Employed","Not Working","","","","","4"
"Rarely","2012","Employed","Full Time","","","","","4"
"Rarely","2012","Employed","Part Time","","","","","4"
"Rarely","2012","Employed","Not Working","","","","","4"
"Daily","2013","Not Employed","Full Time","","","","","1"
"Daily","2013","Not Employed","Part Time","","","","","1"
"Daily","2013","Not Employed","Not Working","1360","0.151800252023428","0.144284789179667","0.159315714867188","1"
"Daily","2013","Employed","Full Time","1164","0.137809028897588","0.130926266093685","0.144691791701491","1"
