"pli0092_h","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Rarely","1997","indirect migration background","West Germany","132","0.25086995875962","0.214507377437793","0.287232540081446","4"
"Rarely","1997","indirect migration background","East Germany","14","","","","4"
"Daily","1998","no migration background","West Germany","417","0.0554482423539383","0.0502664858998757","0.0606299988080009","1"
"Daily","1998","no migration background","East Germany","143","0.0360068392446284","0.0300102030116677","0.0420034754775891","1"
"Daily","1998","direct migration background","West Germany","66","0.0313637571210231","0.0242108951129754","0.0385166191290709","1"
"Daily","1998","direct migration background","East Germany","5","","","","1"
"Daily","1998","indirect migration background","West Germany","48","0.0941706784438993","0.0702775409776488","0.11806381591015","1"
"Daily","1998","indirect migration background","East Germany","2","","","","1"
"Min 1x per month","1998","no migration background","West Germany","663","0.0825672048217873","0.0763354386941013","0.0887989709494732","3"
"Min 1x per month","1998","no migration background","East Germany","243","0.0608899673136976","0.0531931826044289","0.0685867520229663","3"
"Min 1x per month","1998","direct migration background","West Germany","118","0.0550151902178398","0.0456581354476731","0.0643722449880065","3"
"Min 1x per month","1998","direct migration background","East Germany","5","","","","3"
"Min 1x per month","1998","indirect migration background","West Germany","74","0.136980977276233","0.10885339140263","0.165108563149835","3"
"Min 1x per month","1998","indirect migration background","East Germany","3","","","","3"
"Min 1x per week","1998","no migration background","West Germany","2124","0.282563833099559","0.272369234173772","0.292758432025345","2"
"Min 1x per week","1998","no migration background","East Germany","686","0.168531850617025","0.156483099544621","0.180580601689429","2"
"Min 1x per week","1998","direct migration background","West Germany","269","0.161186257493824","0.146096501305373","0.176276013682276","2"
"Min 1x per week","1998","direct migration background","East Germany","13","","","","2"
"Min 1x per week","1998","indirect migration background","West Germany","171","0.32949977004061","0.291047749263487","0.367951790817733","2"
"Min 1x per week","1998","indirect migration background","East Germany","6","","","","2"
"Never","1998","no migration background","West Germany","2661","0.374820591338963","0.36385999261579","0.385781190062135","5"
"Never","1998","no migration background","East Germany","1627","0.476562974449745","0.460487248393207","0.492638700506283","5"
"Never","1998","direct migration background","West Germany","1433","0.575569451963416","0.555286197762038","0.595852706164795","5"
"Never","1998","direct migration background","East Germany","77","0.646706759606098","0.560825980721641","0.732587538490555","5"
"Never","1998","indirect migration background","West Germany","139","0.218127413888403","0.184343087576687","0.251911740200119","5"
"Never","1998","indirect migration background","East Germany","4","","","","5"
"Rarely","1998","no migration background","West Germany","1628","0.204600128385753","0.195466024768316","0.21373423200319","4"
"Rarely","1998","no migration background","East Germany","1009","0.258008368374904","0.243925386249825","0.272091350499983","4"
"Rarely","1998","direct migration background","West Germany","395","0.176865343203896","0.161207127819567","0.192523558588225","4"
"Rarely","1998","indirect migration background","West Germany","142","0.221221160350855","0.187265471200053","0.255176849501657","4"
"Rarely","1998","direct migration background","East Germany","19","","","","4"
"Rarely","1998","indirect migration background","East Germany","10","","","","4"
"Daily","1999","no migration background","West Germany","","","","","1"
"Daily","1999","no migration background","East Germany","","","","","1"
"Daily","1999","direct migration background","West Germany","","","","","1"
"Daily","1999","direct migration background","East Germany","","","","","1"
"Daily","1999","indirect migration background","West Germany","","","","","1"
"Daily","1999","indirect migration background","East Germany","","","","","1"
"Min 1x per month","1999","no migration background","West Germany","533","0.0658368722970901","0.0601053602754657","0.0715683843187145","3"
"Min 1x per month","1999","no migration background","East Germany","205","0.0511294980113461","0.0439651907444332","0.058293805278259","3"
"Min 1x per month","1999","direct migration background","West Germany","108","0.0598421815286899","0.0496755949315761","0.0700087681258038","3"
"Min 1x per month","1999","direct migration background","East Germany","5","","","","3"
"Min 1x per month","1999","indirect migration background","West Germany","76","0.123340549543606","0.0967622111226691","0.149918887964543","3"
"Min 1x per month","1999","indirect migration background","East Germany","","","","","3"
"Min 1x per week","1999","no migration background","East Germany","639","0.164978454243472","0.152905948451187","0.177050960035758","2"
"Min 1x per week","1999","no migration background","West Germany","2132","0.290828845044908","0.280332997295511","0.301324692794304","2"
"Min 1x per week","1999","direct migration background","West Germany","293","0.186866344415966","0.170158609046925","0.203574079785007","2"
"Min 1x per week","1999","direct migration background","East Germany","11","","","","2"
"Min 1x per week","1999","indirect migration background","West Germany","205","0.370630808386883","0.331593224872442","0.409668391901324","2"
"Min 1x per week","1999","indirect migration background","East Germany","8","","","","2"
"Never","1999","no migration background","West Germany","3028","0.451580064861402","0.440078756459468","0.463081373263337","5"
"Never","1999","no migration background","East Germany","1999","0.575431406563492","0.559354381830691","0.591508431296292","5"
"Never","1999","direct migration background","West Germany","1378","0.608427996020597","0.587507041945111","0.629348950096082","5"
"Never","1999","direct migration background","East Germany","79","0.752067599249673","0.669864112195824","0.834271086303523","5"
"Never","1999","indirect migration background","West Germany","146","0.239901402898591","0.205386171663914","0.274416634133268","5"
"Never","1999","indirect migration background","East Germany","4","","","","5"
"Rarely","1999","no migration background","West Germany","1499","0.1917542177966","0.182655767271913","0.200852668321286","4"
"Rarely","1999","no migration background","East Germany","788","0.20846064118169","0.195248194170745","0.221673088192635","4"
"Rarely","1999","direct migration background","West Germany","312","0.144863478034747","0.129777681147537","0.159949274921958","4"
"Rarely","1999","indirect migration background","West Germany","161","0.266127239170919","0.23040699027057","0.301847488071269","4"
"Rarely","1999","direct migration background","East Germany","11","","","","4"
"Rarely","1999","indirect migration background","East Germany","10","","","","4"
"Daily","2000","no migration background","West Germany","","","","","1"
"Daily","2000","no migration background","East Germany","","","","","1"
"Daily","2000","direct migration background","West Germany","","","","","1"
"Daily","2000","direct migration background","East Germany","","","","","1"
"Daily","2000","indirect migration background","East Germany","","","","","1"
"Daily","2000","indirect migration background","West Germany","","","","","1"
"Min 1x per month","2000","no migration background","East Germany","","","","","3"
"Min 1x per month","2000","no migration background","West Germany","","","","","3"
"Min 1x per month","2000","direct migration background","West Germany","","","","","3"
"Min 1x per month","2000","direct migration background","East Germany","","","","","3"
"Min 1x per month","2000","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2000","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2000","no migration background","West Germany","","","","","2"
"Min 1x per week","2000","no migration background","East Germany","","","","","2"
"Min 1x per week","2000","direct migration background","West Germany","","","","","2"
"Min 1x per week","2000","direct migration background","East Germany","","","","","2"
"Min 1x per week","2000","indirect migration background","East Germany","","","","","2"
"Min 1x per week","2000","indirect migration background","West Germany","","","","","2"
"Never","2000","no migration background","West Germany","","","","","5"
"Never","2000","no migration background","East Germany","","","","","5"
"Never","2000","direct migration background","West Germany","","","","","5"
"Never","2000","direct migration background","East Germany","","","","","5"
"Never","2000","indirect migration background","West Germany","","","","","5"
"Never","2000","indirect migration background","East Germany","","","","","5"
"Rarely","2000","no migration background","West Germany","","","","","4"
"Rarely","2000","no migration background","East Germany","","","","","4"
"Rarely","2000","direct migration background","West Germany","","","","","4"
"Rarely","2000","direct migration background","East Germany","","","","","4"
"Rarely","2000","indirect migration background","West Germany","","","","","4"
"Rarely","2000","indirect migration background","East Germany","","","","","4"
"Daily","2001","no migration background","West Germany","","","","","1"
"Daily","2001","no migration background","East Germany","","","","","1"
"Daily","2001","direct migration background","West Germany","","","","","1"
"Daily","2001","direct migration background","East Germany","","","","","1"
"Daily","2001","indirect migration background","West Germany","","","","","1"
"Daily","2001","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2001","no migration background","West Germany","884","0.0651675476479015","0.0609067847624497","0.0694283105333532","3"
"Min 1x per month","2001","no migration background","East Germany","276","0.0502067948214954","0.0443138464430371","0.0560997431999537","3"
"Min 1x per month","2001","direct migration background","West Germany","139","0.0607900715359039","0.051941173287365","0.0696389697844429","3"
"Min 1x per month","2001","direct migration background","East Germany","4","","","","3"
"Min 1x per month","2001","indirect migration background","West Germany","68","0.0779623308869279","0.0587227584307376","0.0972019033431181","3"
"Min 1x per month","2001","indirect migration background","East Germany","1","","","","3"
"Min 1x per week","2001","no migration background","West Germany","4023","0.302289885905252","0.294362060000483","0.310217711810022","2"
"Min 1x per week","2001","no migration background","East Germany","1105","0.203094210647913","0.192237728518267","0.213950692777559","2"
"Min 1x per week","2001","direct migration background","West Germany","465","0.185061686210884","0.170679922064338","0.19944345035743","2"
"Min 1x per week","2001","direct migration background","East Germany","13","","","","2"
"Min 1x per week","2001","indirect migration background","West Germany","275","0.389805020486988","0.354807545929825","0.424802495044151","2"
"Min 1x per week","2001","indirect migration background","East Germany","8","","","","2"
"Never","2001","no migration background","West Germany","5802","0.471038030601753","0.462421250747647","0.479654810455859","5"
"Never","2001","no migration background","East Germany","2923","0.579928583616321","0.566609152320206","0.593248014912437","5"
"Never","2001","direct migration background","West Germany","1843","0.627428188185263","0.609523014152566","0.645333362217959","5"
"Never","2001","direct migration background","East Germany","85","0.699687053118524","0.618011073403428","0.78136303283362","5"
"Never","2001","indirect migration background","West Germany","246","0.309449576465853","0.276277602063587","0.342621550868119","5"
"Never","2001","indirect migration background","East Germany","7","","","","5"
"Rarely","2001","no migration background","West Germany","2182","0.161504535845093","0.155151994393053","0.167857077297133","4"
"Rarely","2001","no migration background","East Germany","971","0.16677041091427","0.156710857513429","0.176829964315111","4"
"Rarely","2001","direct migration background","West Germany","354","0.126720054067949","0.114400614402366","0.139039493733532","4"
"Rarely","2001","direct migration background","East Germany","19","","","","4"
"Rarely","2001","indirect migration background","West Germany","157","0.222783072160231","0.192922996965293","0.252643147355169","4"
"Rarely","2001","indirect migration background","East Germany","9","","","","4"
"Daily","2002","no migration background","West Germany","","","","","1"
"Daily","2002","no migration background","East Germany","","","","","1"
"Daily","2002","direct migration background","West Germany","","","","","1"
"Daily","2002","direct migration background","East Germany","","","","","1"
"Daily","2002","indirect migration background","West Germany","","","","","1"
"Daily","2002","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2002","no migration background","West Germany","","","","","3"
"Min 1x per month","2002","direct migration background","West Germany","","","","","3"
"Min 1x per month","2002","no migration background","East Germany","","","","","3"
"Min 1x per month","2002","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2002","direct migration background","East Germany","","","","","3"
"Min 1x per month","2002","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2002","no migration background","West Germany","","","","","2"
"Min 1x per week","2002","no migration background","East Germany","","","","","2"
"Min 1x per week","2002","direct migration background","West Germany","","","","","2"
"Min 1x per week","2002","direct migration background","East Germany","","","","","2"
"Min 1x per week","2002","indirect migration background","West Germany","","","","","2"
"Min 1x per week","2002","indirect migration background","East Germany","","","","","2"
"Never","2002","no migration background","West Germany","","","","","5"
"Never","2002","no migration background","East Germany","","","","","5"
"Never","2002","direct migration background","West Germany","","","","","5"
"Never","2002","direct migration background","East Germany","","","","","5"
"Never","2002","indirect migration background","West Germany","","","","","5"
"Never","2002","indirect migration background","East Germany","","","","","5"
"Rarely","2002","no migration background","West Germany","","","","","4"
"Rarely","2002","no migration background","East Germany","","","","","4"
"Rarely","2002","direct migration background","West Germany","","","","","4"
"Rarely","2002","direct migration background","East Germany","","","","","4"
"Rarely","2002","indirect migration background","West Germany","","","","","4"
"Rarely","2002","indirect migration background","East Germany","","","","","4"
"Daily","2003","no migration background","West Germany","1030","0.0675022236554546","0.0632759873319852","0.0717284599789241","1"
"Daily","2003","no migration background","East Germany","279","0.0535787419164679","0.0474664923728106","0.0596909914601252","1"
"Daily","2003","direct migration background","West Germany","102","0.0460994660449678","0.0379039068807951","0.0542950252091404","1"
"Daily","2003","direct migration background","East Germany","6","","","","1"
"Daily","2003","indirect migration background","West Germany","61","0.086738021940021","0.0666487192001814","0.106827324679861","1"
"Daily","2003","indirect migration background","East Germany","2","","","","1"
"Min 1x per month","2003","no migration background","West Germany","1116","0.0801305559965759","0.075557221041815","0.0847038909513367","3"
"Min 1x per month","2003","no migration background","East Germany","394","0.0717394125210003","0.0647349237849774","0.0787439012570232","3"
"Min 1x per month","2003","direct migration background","West Germany","145","0.0600755198418931","0.0507885433652043","0.0693624963185819","3"
"Min 1x per month","2003","direct migration background","East Germany","5","","","","3"
"Min 1x per month","2003","indirect migration background","West Germany","73","0.0879571938577847","0.0677407058808445","0.108173681834725","3"
"Min 1x per month","2003","indirect migration background","East Germany","1","","","","3"
"Min 1x per week","2003","no migration background","West Germany","4450","0.29932773846962","0.291613345094922","0.307042131844317","2"
"Min 1x per week","2003","no migration background","East Germany","1257","0.228679037575942","0.217279340191895","0.240078734959989","2"
"Min 1x per week","2003","direct migration background","West Germany","404","0.165907802317646","0.151369304656065","0.180446299979226","2"
"Min 1x per week","2003","direct migration background","East Germany","16","","","","2"
"Min 1x per week","2003","indirect migration background","West Germany","252","0.328578032098485","0.295052208660068","0.362103855536901","2"
"Min 1x per week","2003","indirect migration background","East Germany","10","","","","2"
"Never","2003","no migration background","West Germany","4415","0.368823904492412","0.360696429573576","0.376951379411249","5"
"Never","2003","no migration background","East Germany","2092","0.434242709817339","0.420788942103513","0.447696477531165","5"
"Never","2003","direct migration background","West Germany","1476","0.562759514870931","0.543372957114026","0.582146072627836","5"
"Never","2003","direct migration background","East Germany","59","0.558939890714901","0.463514737795617","0.654365043634185","5"
"Never","2003","indirect migration background","West Germany","223","0.302559874828452","0.269771374852672","0.335348374804232","5"
"Never","2003","indirect migration background","East Germany","9","","","","5"
"Rarely","2003","no migration background","West Germany","2527","0.184215577385937","0.177685449056626","0.190745705715249","4"
"Rarely","2003","no migration background","East Germany","1192","0.21176009816925","0.200670550036302","0.222849646302199","4"
"Rarely","2003","direct migration background","West Germany","388","0.165157696924563","0.150645581327093","0.179669812522033","4"
"Rarely","2003","direct migration background","East Germany","18","","","","4"
"Rarely","2003","indirect migration background","West Germany","145","0.194166877275257","0.165932868303891","0.222400886246623","4"
"Rarely","2003","indirect migration background","East Germany","10","","","","4"
"Daily","2004","no migration background","West Germany","","","","","1"
"Daily","2004","no migration background","East Germany","","","","","1"
"Daily","2004","direct migration background","West Germany","","","","","1"
"Daily","2004","direct migration background","East Germany","","","","","1"
"Daily","2004","indirect migration background","West Germany","","","","","1"
"Daily","2004","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2004","no migration background","West Germany","","","","","3"
"Min 1x per month","2004","no migration background","East Germany","","","","","3"
"Min 1x per month","2004","direct migration background","West Germany","","","","","3"
"Min 1x per month","2004","direct migration background","East Germany","","","","","3"
"Min 1x per month","2004","indirect migration background","East Germany","","","","","3"
"Min 1x per month","2004","indirect migration background","West Germany","","","","","3"
"Min 1x per week","2004","no migration background","West Germany","","","","","2"
"Min 1x per week","2004","no migration background","East Germany","","","","","2"
"Min 1x per week","2004","direct migration background","West Germany","","","","","2"
"Min 1x per week","2004","direct migration background","East Germany","","","","","2"
"Min 1x per week","2004","indirect migration background","West Germany","","","","","2"
"Min 1x per week","2004","indirect migration background","East Germany","","","","","2"
"Never","2004","no migration background","East Germany","","","","","5"
"Never","2004","no migration background","West Germany","","","","","5"
"Never","2004","direct migration background","West Germany","","","","","5"
"Never","2004","direct migration background","East Germany","","","","","5"
"Never","2004","indirect migration background","West Germany","","","","","5"
"Never","2004","indirect migration background","East Germany","","","","","5"
"Rarely","2004","no migration background","East Germany","","","","","4"
"Rarely","2004","no migration background","West Germany","","","","","4"
"Rarely","2004","direct migration background","West Germany","","","","","4"
"Rarely","2004","direct migration background","East Germany","","","","","4"
"Rarely","2004","indirect migration background","West Germany","","","","","4"
"Rarely","2004","indirect migration background","East Germany","","","","","4"
"Daily","2005","no migration background","West Germany","","","","","1"
"Daily","2005","no migration background","East Germany","","","","","1"
"Daily","2005","direct migration background","West Germany","","","","","1"
"Daily","2005","direct migration background","East Germany","","","","","1"
"Daily","2005","indirect migration background","West Germany","","","","","1"
"Daily","2005","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2005","no migration background","West Germany","1035","0.0833976495044873","0.078566417446212","0.0882288815627626","3"
"Min 1x per month","2005","no migration background","East Germany","362","0.0708553126619228","0.0636696539863415","0.0780409713375041","3"
"Min 1x per month","2005","direct migration background","West Germany","137","0.0637728051037107","0.0537121438957919","0.0738334663116295","3"
"Min 1x per month","2005","direct migration background","East Germany","5","","","","3"
"Min 1x per month","2005","indirect migration background","West Germany","88","0.123949072607026","0.100956058428701","0.146942086785352","3"
"Min 1x per month","2005","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2005","no migration background","West Germany","4771","0.343225415729961","0.334929040258647","0.351521791201276","2"
"Min 1x per week","2005","direct migration background","West Germany","449","0.214763609286334","0.197855357969447","0.23167186060322","2"
"Min 1x per week","2005","no migration background","East Germany","1232","0.227473979541348","0.215734168100556","0.239213790982139","2"
"Min 1x per week","2005","direct migration background","East Germany","16","","","","2"
"Min 1x per week","2005","indirect migration background","West Germany","301","0.353845195463602","0.3204807024536","0.387209688473605","2"
"Min 1x per week","2005","indirect migration background","East Germany","11","","","","2"
"Never","2005","no migration background","West Germany","4536","0.397631724629022","0.389079835363162","0.406183613894882","5"
"Never","2005","no migration background","East Germany","2230","0.488800716613972","0.474801628865586","0.502799804362358","5"
"Never","2005","direct migration background","West Germany","1323","0.55782326088985","0.537374622518405","0.578271899261295","5"
"Never","2005","direct migration background","East Germany","65","0.600223915083856","0.504691126028777","0.695756704138935","5"
"Never","2005","indirect migration background","West Germany","223","0.265955607551137","0.235125479545547","0.296785735556727","5"
"Never","2005","indirect migration background","East Germany","11","","","","5"
"Rarely","2005","no migration background","West Germany","2239","0.175745210136529","0.169094576901437","0.182395843371621","4"
"Rarely","2005","no migration background","East Germany","1074","0.212869991182757","0.201406440467261","0.224333541898254","4"
"Rarely","2005","direct migration background","West Germany","357","0.163640324720106","0.148408222440258","0.178872426999954","4"
"Rarely","2005","direct migration background","East Germany","15","","","","4"
"Rarely","2005","indirect migration background","East Germany","13","","","","4"
"Rarely","2005","indirect migration background","West Germany","177","0.256250124378234","0.225788357870017","0.286711890886451","4"
"Daily","2006","no migration background","West Germany","","","","","1"
"Daily","2006","no migration background","East Germany","","","","","1"
"Daily","2006","direct migration background","West Germany","","","","","1"
"Daily","2006","direct migration background","East Germany","","","","","1"
"Daily","2006","indirect migration background","West Germany","","","","","1"
"Daily","2006","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2006","no migration background","West Germany","","","","","3"
"Min 1x per month","2006","no migration background","East Germany","","","","","3"
"Min 1x per month","2006","direct migration background","West Germany","","","","","3"
"Min 1x per month","2006","direct migration background","East Germany","","","","","3"
"Min 1x per month","2006","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2006","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2006","no migration background","West Germany","","","","","2"
"Min 1x per week","2006","direct migration background","West Germany","","","","","2"
"Min 1x per week","2006","no migration background","East Germany","","","","","2"
"Min 1x per week","2006","direct migration background","East Germany","","","","","2"
"Min 1x per week","2006","indirect migration background","West Germany","","","","","2"
"Min 1x per week","2006","indirect migration background","East Germany","","","","","2"
"Never","2006","no migration background","West Germany","","","","","5"
"Never","2006","no migration background","East Germany","","","","","5"
"Never","2006","direct migration background","West Germany","","","","","5"
"Never","2006","direct migration background","East Germany","","","","","5"
"Never","2006","indirect migration background","West Germany","","","","","5"
"Never","2006","indirect migration background","East Germany","","","","","5"
"Rarely","2006","no migration background","West Germany","","","","","4"
"Rarely","2006","no migration background","East Germany","","","","","4"
"Rarely","2006","direct migration background","West Germany","","","","","4"
"Rarely","2006","direct migration background","East Germany","","","","","4"
"Rarely","2006","indirect migration background","West Germany","","","","","4"
"Rarely","2006","indirect migration background","East Germany","","","","","4"
"Daily","2007","no migration background","West Germany","","","","","1"
"Daily","2007","no migration background","East Germany","","","","","1"
"Daily","2007","direct migration background","West Germany","","","","","1"
"Daily","2007","direct migration background","East Germany","","","","","1"
"Daily","2007","indirect migration background","West Germany","","","","","1"
"Daily","2007","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2007","no migration background","West Germany","970","0.0716608908443274","0.0671794917680138","0.076142289920641","3"
"Min 1x per month","2007","no migration background","East Germany","329","0.0667935739512843","0.0597830471722775","0.0738041007302912","3"
"Min 1x per month","2007","direct migration background","West Germany","101","0.0552670552268502","0.0453196706337398","0.0652144398199606","3"
"Min 1x per month","2007","direct migration background","East Germany","8","","","","3"
"Min 1x per month","2007","indirect migration background","West Germany","91","0.120760624547341","0.0973307521211689","0.144190496973513","3"
"Min 1x per month","2007","indirect migration background","East Germany","6","","","","3"
"Min 1x per week","2007","no migration background","West Germany","5086","0.376008885245921","0.367592851811425","0.384424918680416","2"
"Min 1x per week","2007","no migration background","East Germany","1306","0.253183107966095","0.240973017523081","0.265393198409111","2"
"Min 1x per week","2007","direct migration background","West Germany","445","0.225676547440359","0.207478464592699","0.243874630288019","2"
"Min 1x per week","2007","direct migration background","East Germany","14","","","","2"
"Min 1x per week","2007","indirect migration background","West Germany","288","0.379971868381159","0.345071090756242","0.414872646006076","2"
"Min 1x per week","2007","indirect migration background","East Germany","10","","","","2"
"Never","2007","no migration background","West Germany","4533","0.378822882371911","0.370394484627376","0.387251280116446","5"
"Never","2007","no migration background","East Germany","2226","0.481846250689846","0.467815593433403","0.495876907946289","5"
"Never","2007","direct migration background","West Germany","1162","0.560026314063263","0.538417109289641","0.581635518836884","5"
"Never","2007","direct migration background","East Germany","54","0.461829989289172","0.360507131906091","0.563152846672252","5"
"Never","2007","indirect migration background","West Germany","216","0.276156089959709","0.24400812701469","0.308304052904728","5"
"Never","2007","indirect migration background","East Germany","16","","","","5"
"Rarely","2007","no migration background","West Germany","2136","0.173507341537841","0.166927769845862","0.180086913229819","4"
"Rarely","2007","direct migration background","West Germany","319","0.159030083269528","0.143109789032005","0.174950377507052","4"
"Rarely","2007","no migration background","East Germany","1011","0.198177067392774","0.18698370958879","0.209370425196759","4"
"Rarely","2007","indirect migration background","West Germany","148","0.223111417111791","0.193175404643331","0.253047429580251","4"
"Rarely","2007","direct migration background","East Germany","17","","","","4"
"Rarely","2007","indirect migration background","East Germany","9","","","","4"
"Daily","2008","no migration background","West Germany","1068","0.0850766124301463","0.0800865013803868","0.0900667234799059","1"
"Daily","2008","no migration background","East Germany","290","0.05799151275676","0.0512729257659737","0.0647100997475462","1"
"Daily","2008","direct migration background","West Germany","104","0.0543575450045558","0.0439500034247035","0.064765086584408","1"
"Daily","2008","direct migration background","East Germany","5","","","","1"
"Daily","2008","indirect migration background","West Germany","73","0.100380570862214","0.0784609147708437","0.122300226953584","1"
"Daily","2008","indirect migration background","East Germany","5","","","","1"
"Min 1x per month","2008","no migration background","West Germany","955","0.0777741086579384","0.0729839607004097","0.082564256615467","3"
"Min 1x per month","2008","no migration background","East Germany","323","0.0718892632375967","0.0644641987023371","0.0793143277728564","3"
"Min 1x per month","2008","direct migration background","West Germany","113","0.0650426448526063","0.0537225581203705","0.0763627315848421","3"
"Min 1x per month","2008","direct migration background","East Germany","6","","","","3"
"Min 1x per month","2008","indirect migration background","West Germany","90","0.146948920906193","0.121123333332429","0.172774508479957","3"
"Min 1x per month","2008","indirect migration background","East Germany","4","","","","3"
"Min 1x per week","2008","no migration background","East Germany","1292","0.269845933675589","0.257086437941419","0.282605429409759","2"
"Min 1x per week","2008","no migration background","West Germany","4343","0.345092731099085","0.336589762748543","0.353595699449626","2"
"Min 1x per week","2008","direct migration background","West Germany","381","0.211684614092629","0.192932535919721","0.230436692265536","2"
"Min 1x per week","2008","direct migration background","East Germany","11","","","","2"
"Min 1x per week","2008","indirect migration background","East Germany","9","","","","2"
"Min 1x per week","2008","indirect migration background","West Germany","232","0.332167946208989","0.297812785627308","0.366523106790669","2"
"Never","2008","no migration background","East Germany","1720","0.38183701693697","0.36787144167291","0.39580259220103","5"
"Never","2008","no migration background","West Germany","3465","0.302727455071529","0.294509950790956","0.310944959352103","5"
"Never","2008","direct migration background","West Germany","944","0.50394583004509","0.480994321439314","0.526897338650866","5"
"Never","2008","direct migration background","East Germany","42","0.511789705834487","0.402254851033999","0.621324560634975","5"
"Never","2008","indirect migration background","West Germany","191","0.232511143866157","0.201697900238696","0.263324387493617","5"
"Never","2008","indirect migration background","East Germany","8","","","","5"
"Rarely","2008","no migration background","West Germany","2177","0.189329092741302","0.182321905507225","0.196336279975379","4"
"Rarely","2008","no migration background","East Germany","1024","0.218436273393084","0.206559105522693","0.230313441263476","4"
"Rarely","2008","direct migration background","West Germany","281","0.164969366005119","0.147931797559898","0.18200693445034","4"
"Rarely","2008","direct migration background","East Germany","16","","","","4"
"Rarely","2008","indirect migration background","West Germany","136","0.187991418156448","0.159492471143615","0.21649036516928","4"
"Rarely","2008","indirect migration background","East Germany","17","","","","4"
"Daily","2009","no migration background","West Germany","","","","","1"
"Daily","2009","no migration background","East Germany","","","","","1"
"Daily","2009","direct migration background","West Germany","","","","","1"
"Daily","2009","direct migration background","East Germany","","","","","1"
"Daily","2009","indirect migration background","West Germany","","","","","1"
"Daily","2009","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2009","no migration background","West Germany","802","0.0741578350987508","0.0693133170706492","0.0790023531268523","3"
"Min 1x per month","2009","no migration background","East Germany","332","0.0752436872339251","0.0674654009713929","0.0830219734964573","3"
"Min 1x per month","2009","direct migration background","West Germany","110","0.0710493432183668","0.0584016939224103","0.0836969925143234","3"
"Min 1x per month","2009","direct migration background","East Germany","8","","","","3"
"Min 1x per month","2009","indirect migration background","East Germany","3","","","","3"
"Min 1x per month","2009","indirect migration background","West Germany","81","0.144703948952317","0.118065488921328","0.171342408983307","3"
"Min 1x per week","2009","no migration background","West Germany","4633","0.394845262125232","0.385807721519011","0.403882802731452","2"
"Min 1x per week","2009","no migration background","East Germany","1234","0.271406445462426","0.25829387073092","0.284519020193932","2"
"Min 1x per week","2009","direct migration background","West Germany","387","0.266041599018363","0.244287357020504","0.287795841016222","2"
"Min 1x per week","2009","indirect migration background","West Germany","267","0.403162136895675","0.366018986032854","0.440305287758497","2"
"Min 1x per week","2009","direct migration background","East Germany","13","","","","2"
"Min 1x per week","2009","indirect migration background","East Germany","14","","","","2"
"Never","2009","no migration background","West Germany","3881","0.357158252744785","0.348299227109436","0.366017278380134","5"
"Never","2009","no migration background","East Germany","1975","0.468181523402266","0.453467749395621","0.482895297408912","5"
"Never","2009","direct migration background","West Germany","842","0.505365830444556","0.480752042646686","0.529979618242426","5"
"Never","2009","direct migration background","East Germany","44","0.582307251385549","0.471429129268767","0.693185373502331","5"
"Never","2009","indirect migration background","West Germany","171","0.214128597323096","0.183067001206826","0.245190193439365","5"
"Never","2009","indirect migration background","East Germany","11","","","","5"
"Rarely","2009","no migration background","East Germany","877","0.185168343901382","0.173714465902618","0.196622221900147","4"
"Rarely","2009","no migration background","West Germany","1922","0.173838650031232","0.166832020029759","0.180845280032706","4"
"Rarely","2009","direct migration background","West Germany","246","0.157543227318714","0.13960798950179","0.175478465135639","4"
"Rarely","2009","direct migration background","East Germany","11","","","","4"
"Rarely","2009","indirect migration background","West Germany","151","0.238005316828912","0.205759009435268","0.270251624222555","4"
"Rarely","2009","indirect migration background","East Germany","12","","","","4"
"Daily","2010","no migration background","West Germany","","","","","1"
"Daily","2010","no migration background","East Germany","","","","","1"
"Daily","2010","direct migration background","West Germany","","","","","1"
"Daily","2010","direct migration background","East Germany","","","","","1"
"Daily","2010","indirect migration background","West Germany","","","","","1"
"Daily","2010","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2010","no migration background","West Germany","","","","","3"
"Min 1x per month","2010","direct migration background","West Germany","","","","","3"
"Min 1x per month","2010","no migration background","East Germany","","","","","3"
"Min 1x per month","2010","direct migration background","East Germany","","","","","3"
"Min 1x per month","2010","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2010","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2010","no migration background","West Germany","","","","","2"
"Min 1x per week","2010","direct migration background","West Germany","","","","","2"
"Min 1x per week","2010","no migration background","East Germany","","","","","2"
"Min 1x per week","2010","indirect migration background","West Germany","","","","","2"
