"year","migback","pgcasmin","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2017","indirect migration background","(2b) intermediate general qualification","4.47","4.86","124","4.15","4.79","1","3","6","7"
"2017","indirect migration background","(2c_gen) general maturity certificate","4.66","5","234","4.42","4.9","2","3","6","7"
"2017","indirect migration background","(2c_voc) vocational maturity certificate","4.24","4","152","3.95","4.53","2","3","6","7"
"2017","indirect migration background","(3a) lower tertiary education","4.44","5","75","4.07","4.81","2","3","6","7"
"2017","indirect migration background","(3b) higher tertiary education","4.98","5","208","4.75","5.21","2","4","6","7"
"2017","no migration background","(0) in school","4.08","4","290","3.87","4.29","2","2","5","7"
"2017","no migration background","(1a) inadequately completed","3.88","4","191","3.6","4.16","1","2","5","7"
"2017","no migration background","(1b) general elementary school","3.62","4","1121","3.51","3.73","1","2","5","6"
"2017","no migration background","(1c) basic vocational qualification","4","4","4112","3.95","4.05","1","3","5","6"
"2017","no migration background","(2a) intermediate vocational","4.15","4","5574","4.1","4.2","2","3","6","7"
"2017","no migration background","(2b) intermediate general qualification","4.06","4","614","3.91","4.21","2","3","6","7"
"2017","no migration background","(2c_gen) general maturity certificate","4.61","5","860","4.49","4.73","2","3","6","7"
"2017","no migration background","(2c_voc) vocational maturity certificate","4.37","5","1824","4.29","4.45","2","3","6","7"
"2017","no migration background","(3a) lower tertiary education","4.61","5","1871","4.53","4.69","2","3","6","7"
"2017","no migration background","(3b) higher tertiary education","4.88","5","3187","4.82","4.94","2","4","6","7"
"2018","direct migration background","(0) in school","","","","","","","","",""
"2018","direct migration background","(1a) inadequately completed","","","","","","","","",""
"2018","direct migration background","(1b) general elementary school","","","","","","","","",""
"2018","direct migration background","(1c) basic vocational qualification","","","","","","","","",""
"2018","direct migration background","(2a) intermediate vocational","","","","","","","","",""
"2018","direct migration background","(2b) intermediate general qualification","","","","","","","","",""
"2018","direct migration background","(2c_gen) general maturity certificate","","","","","","","","",""
"2018","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","",""
"2018","direct migration background","(3a) lower tertiary education","","","","","","","","",""
"2018","direct migration background","(3b) higher tertiary education","","","","","","","","",""
"2018","indirect migration background","(0) in school","","","","","","","","",""
"2018","indirect migration background","(1a) inadequately completed","","","","","","","","",""
"2018","indirect migration background","(1b) general elementary school","","","","","","","","",""
"2018","indirect migration background","(1c) basic vocational qualification","","","","","","","","",""
"2018","indirect migration background","(2a) intermediate vocational","","","","","","","","",""
"2018","indirect migration background","(2b) intermediate general qualification","","","","","","","","",""
"2018","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","",""
"2018","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","",""
"2018","indirect migration background","(3a) lower tertiary education","","","","","","","","",""
"2018","indirect migration background","(3b) higher tertiary education","","","","","","","","",""
"2018","no migration background","(0) in school","","","","","","","","",""
"2018","no migration background","(1a) inadequately completed","","","","","","","","",""
"2018","no migration background","(1b) general elementary school","","","","","","","","",""
"2018","no migration background","(1c) basic vocational qualification","","","","","","","","",""
"2018","no migration background","(2a) intermediate vocational","","","","","","","","",""
"2018","no migration background","(2b) intermediate general qualification","","","","","","","","",""
"2018","no migration background","(2c_gen) general maturity certificate","","","","","","","","",""
"2018","no migration background","(2c_voc) vocational maturity certificate","","","","","","","","",""
"2018","no migration background","(3a) lower tertiary education","","","","","","","","",""
"2018","no migration background","(3b) higher tertiary education","","","","","","","","",""
"2019","direct migration background","(0) in school","5.28","5.79","43","4.61","5.95","2","4","7","7"
"2019","direct migration background","(1a) inadequately completed","3.75","4","227","3.5","4","1","2","5","7"
"2019","direct migration background","(1b) general elementary school","3.63","4","530","3.47","3.79","1","2","5","6"
"2019","direct migration background","(1c) basic vocational qualification","3.95","4","645","3.8","4.1","1","2","5","7"
"2019","direct migration background","(2a) intermediate vocational","4.21","4","212","3.96","4.46","1","3","6","7"
"2019","direct migration background","(2b) intermediate general qualification","3.68","4","55","3.19","4.17","1","1","5","7"
"2019","direct migration background","(2c_gen) general maturity certificate","4.3","4","326","4.09","4.51","2","3","6","7"
"2019","direct migration background","(2c_voc) vocational maturity certificate","4.32","4","551","4.16","4.48","2","3","6","7"
"2019","direct migration background","(3a) lower tertiary education","4.25","4","85","3.84","4.66","1","2","6","7"
"2019","direct migration background","(3b) higher tertiary education","4.96","5","977","4.85","5.07","2","4","6","7"
"2019","indirect migration background","(0) in school","4.31","4","82","3.87","4.75","1","3","6","7"
"2019","indirect migration background","(1a) inadequately completed","3.35","2.57","31","2.54","4.16","1","1","4","7"
"2019","indirect migration background","(1b) general elementary school","3.89","4","130","3.53","4.25","1","2","6","7"
"2019","indirect migration background","(1c) basic vocational qualification","4.17","4","190","3.89","4.45","1","3","6","7"
"2019","indirect migration background","(2a) intermediate vocational","4.1","4","279","3.88","4.32","1","3","6","6"
"2019","indirect migration background","(2b) intermediate general qualification","3.98","4","115","3.58","4.38","1","2","6","7"
"2019","indirect migration background","(2c_gen) general maturity certificate","4.66","5","210","4.4","4.92","2","3","6","7"
"2019","indirect migration background","(2c_voc) vocational maturity certificate","4.7","5","161","4.41","4.99","2","4","6","7"
"2019","indirect migration background","(3a) lower tertiary education","4.7","5","102","4.33","5.07","2","3","6","7"
"2019","indirect migration background","(3b) higher tertiary education","5.15","5","234","4.92","5.38","2","4","7","7"
"2019","no migration background","(0) in school","4.62","5","203","4.37","4.87","2","3","6","7"
"2019","no migration background","(1a) inadequately completed","3.89","4","176","3.59","4.19","1","2","6","7"
"2019","no migration background","(1b) general elementary school","3.6","4","983","3.48","3.72","1","2","5","6"
"2019","no migration background","(1c) basic vocational qualification","3.75","4","3616","3.69","3.81","1","2","5","6"
"2019","no migration background","(2a) intermediate vocational","4.06","4","5380","4.01","4.11","1","2","6","7"
"2019","no migration background","(2b) intermediate general qualification","4.04","4","619","3.89","4.19","1","3","5","6"
"2019","no migration background","(2c_gen) general maturity certificate","4.66","5","933","4.54","4.78","2","3","6","7"
"2019","no migration background","(2c_voc) vocational maturity certificate","4.34","5","1936","4.26","4.42","2","3","6","7"
"2019","no migration background","(3a) lower tertiary education","4.5","5","2009","4.42","4.58","2","3","6","7"
"2019","no migration background","(3b) higher tertiary education","4.76","5","3582","4.7","4.82","2","3","6","7"
