"year","education","pgisced97","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2018","college entrance qualification","higher education","","","","","","","","",""
"2018","college entrance qualification","higher vocational","","","","","","","","",""
"2018","college entrance qualification","in school","","","","","","","","",""
"2018","college entrance qualification","inadequately","","","","","","","","",""
"2018","college entrance qualification","middle vocational","","","","","","","","",""
"2018","college entrance qualification","vocational + Abi","","","","","","","","",""
"2018","lower secondary degree","general elemantary","","","","","","","","",""
"2018","lower secondary degree","higher education","","","","","","","","",""
"2018","lower secondary degree","higher vocational","","","","","","","","",""
"2018","lower secondary degree","in school","","","","","","","","",""
"2018","lower secondary degree","inadequately","","","","","","","","",""
"2018","lower secondary degree","middle vocational","","","","","","","","",""
"2018","lower secondary degree","vocational + Abi","","","","","","","","",""
"2018","no degree/no degree yet","general elemantary","","","","","","","","",""
"2018","no degree/no degree yet","higher education","","","","","","","","",""
"2018","no degree/no degree yet","higher vocational","","","","","","","","",""
"2018","no degree/no degree yet","in school","","","","","","","","",""
"2018","no degree/no degree yet","inadequately","","","","","","","","",""
"2018","no degree/no degree yet","middle vocational","","","","","","","","",""
"2018","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2018","Other degree","general elemantary","","","","","","","","",""
"2018","Other degree","higher education","","","","","","","","",""
"2018","Other degree","higher vocational","","","","","","","","",""
"2018","Other degree","in school","","","","","","","","",""
"2018","Other degree","inadequately","","","","","","","","",""
"2018","Other degree","middle vocational","","","","","","","","",""
"2018","Other degree","vocational + Abi","","","","","","","","",""
"2018","secondary school degree","general elemantary","","","","","","","","",""
"2018","secondary school degree","higher education","","","","","","","","",""
"2018","secondary school degree","higher vocational","","","","","","","","",""
"2018","secondary school degree","in school","","","","","","","","",""
"2018","secondary school degree","inadequately","","","","","","","","",""
"2018","secondary school degree","middle vocational","","","","","","","","",""
"2018","secondary school degree","vocational + Abi","","","","","","","","",""
"2019","college entrance qualification","general elemantary","","","","","","","","",""
"2019","college entrance qualification","higher education","4.67","5","5115","4.62","4.72","2","3","6","7"
"2019","college entrance qualification","higher vocational","4.37","5","470","4.2","4.54","2","3","6","7"
"2019","college entrance qualification","in school","","","","","","","","",""
"2019","college entrance qualification","inadequately","","","","","","","","",""
"2019","college entrance qualification","middle vocational","4.68","5","1221","4.58","4.78","2","3","6","7"
"2019","college entrance qualification","vocational + Abi","4.37","5","1721","4.28","4.46","2","3","6","7"
"2019","lower secondary degree","general elemantary","3.62","4","1202","3.51","3.73","1","2","5","6"
"2019","lower secondary degree","higher education","4.76","4","120","4.42","5.1","2","4","6","7"
"2019","lower secondary degree","higher vocational","3.84","4","347","3.64","4.04","1","2","6","6"
"2019","lower secondary degree","in school","","","","","","","","",""
"2019","lower secondary degree","inadequately","","","","","","","","",""
"2019","lower secondary degree","middle vocational","3.78","4","3595","3.72","3.84","1","2","5","6"
"2019","lower secondary degree","vocational + Abi","","","","","","","","",""
"2019","no degree/no degree yet","general elemantary","","","","","","","","",""
"2019","no degree/no degree yet","higher education","","","","","","","","",""
"2019","no degree/no degree yet","higher vocational","","","","","","","","",""
"2019","no degree/no degree yet","in school","4.58","5","325","4.37","4.79","2","3","6","7"
"2019","no degree/no degree yet","inadequately","3.63","4","327","3.42","3.84","1","2","5","7"
"2019","no degree/no degree yet","middle vocational","4.32","4","101","3.93","4.71","1","3","6","7"
"2019","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2019","Other degree","general elemantary","3.59","4","386","3.4","3.78","1","2","5","6"
"2019","Other degree","higher education","5.07","5","879","4.95","5.19","3","4","6","7"
"2019","Other degree","higher vocational","3.81","4","33","3.17","4.45","1","2","5","7"
"2019","Other degree","in school","","","","","","","","",""
"2019","Other degree","inadequately","4.01","5","55","3.41","4.61","1","2","6","7"
"2019","Other degree","middle vocational","3.97","4","748","3.83","4.11","1","2","6","7"
"2019","Other degree","vocational + Abi","4.27","4","421","4.09","4.45","2","3","6","7"
"2019","secondary school degree","general elemantary","4","4","789","3.87","4.13","1","2","5","7"
"2019","secondary school degree","higher education","4.64","5","705","4.5","4.78","2","3","6","7"
"2019","secondary school degree","higher vocational","4.22","4","763","4.09","4.35","2","3","6","7"
"2019","secondary school degree","in school","","","","","","","","",""
"2019","secondary school degree","inadequately","","","","","","","","",""
"2019","secondary school degree","middle vocational","4.05","4","5105","4","4.1","1","2","6","7"
"2019","secondary school degree","vocational + Abi","","","","","","","","",""
