"plh0223","year","e11102","e11103","n","percent","lower_confidence","upper_confidence"
"5 on scale 1-7","2014","Employed","Part Time","","","",""
"5 on scale 1-7","2014","Employed","Not Working","","","",""
"6 on scale 1-7","2014","Not Employed","Full Time","","","",""
"6 on scale 1-7","2014","Not Employed","Part Time","","","",""
"6 on scale 1-7","2014","Not Employed","Not Working","","","",""
"6 on scale 1-7","2014","Employed","Full Time","","","",""
"6 on scale 1-7","2014","Employed","Part Time","","","",""
"6 on scale 1-7","2014","Employed","Not Working","","","",""
"7 Strongly agree","2014","Not Employed","Full Time","","","",""
"7 Strongly agree","2014","Not Employed","Part Time","","","",""
"7 Strongly agree","2014","Not Employed","Not Working","","","",""
"7 Strongly agree","2014","Employed","Full Time","","","",""
"7 Strongly agree","2014","Employed","Part Time","","","",""
"7 Strongly agree","2014","Employed","Not Working","","","",""
"1 Strongly disagree","2015","Not Employed","Full Time","","","",""
"1 Strongly disagree","2015","Not Employed","Part Time","","","",""
"1 Strongly disagree","2015","Not Employed","Not Working","","","",""
"1 Strongly disagree","2015","Employed","Full Time","","","",""
"1 Strongly disagree","2015","Employed","Part Time","","","",""
"1 Strongly disagree","2015","Employed","Not Working","","","",""
"2 on scale 1-7 ","2015","Not Employed","Full Time","","","",""
"2 on scale 1-7 ","2015","Not Employed","Part Time","","","",""
"2 on scale 1-7 ","2015","Not Employed","Not Working","","","",""
"2 on scale 1-7 ","2015","Employed","Full Time","","","",""
"2 on scale 1-7 ","2015","Employed","Part Time","","","",""
"2 on scale 1-7 ","2015","Employed","Not Working","","","",""
"3 on scale 1-7 ","2015","Not Employed","Full Time","","","",""
"3 on scale 1-7 ","2015","Not Employed","Part Time","","","",""
"3 on scale 1-7 ","2015","Not Employed","Not Working","","","",""
"3 on scale 1-7 ","2015","Employed","Full Time","","","",""
"3 on scale 1-7 ","2015","Employed","Part Time","","","",""
"3 on scale 1-7 ","2015","Employed","Not Working","","","",""
"4 on scale 1-7","2015","Not Employed","Full Time","","","",""
"4 on scale 1-7","2015","Not Employed","Part Time","","","",""
"4 on scale 1-7","2015","Not Employed","Not Working","","","",""
"4 on scale 1-7","2015","Employed","Full Time","","","",""
"4 on scale 1-7","2015","Employed","Part Time","","","",""
"4 on scale 1-7","2015","Employed","Not Working","","","",""
"5 on scale 1-7","2015","Not Employed","Full Time","","","",""
"5 on scale 1-7","2015","Not Employed","Part Time","","","",""
"5 on scale 1-7","2015","Not Employed","Not Working","","","",""
"5 on scale 1-7","2015","Employed","Full Time","","","",""
"5 on scale 1-7","2015","Employed","Part Time","","","",""
"5 on scale 1-7","2015","Employed","Not Working","","","",""
"6 on scale 1-7","2015","Not Employed","Full Time","","","",""
"6 on scale 1-7","2015","Not Employed","Part Time","","","",""
"6 on scale 1-7","2015","Not Employed","Not Working","","","",""
"6 on scale 1-7","2015","Employed","Full Time","","","",""
"6 on scale 1-7","2015","Employed","Part Time","","","",""
"6 on scale 1-7","2015","Employed","Not Working","","","",""
"7 Strongly agree","2015","Not Employed","Full Time","","","",""
"7 Strongly agree","2015","Not Employed","Part Time","","","",""
"7 Strongly agree","2015","Not Employed","Not Working","","","",""
"7 Strongly agree","2015","Employed","Full Time","","","",""
"7 Strongly agree","2015","Employed","Part Time","","","",""
"7 Strongly agree","2015","Employed","Not Working","","","",""
"1 Strongly disagree","2016","Not Employed","Full Time","","","",""
"1 Strongly disagree","2016","Not Employed","Part Time","","","",""
"1 Strongly disagree","2016","Not Employed","Not Working","","","",""
"1 Strongly disagree","2016","Employed","Full Time","","","",""
"1 Strongly disagree","2016","Employed","Part Time","","","",""
"1 Strongly disagree","2016","Employed","Not Working","","","",""
"2 on scale 1-7 ","2016","Not Employed","Full Time","","","",""
"2 on scale 1-7 ","2016","Not Employed","Part Time","","","",""
"2 on scale 1-7 ","2016","Not Employed","Not Working","","","",""
"2 on scale 1-7 ","2016","Employed","Full Time","","","",""
"2 on scale 1-7 ","2016","Employed","Part Time","","","",""
"2 on scale 1-7 ","2016","Employed","Not Working","","","",""
"3 on scale 1-7 ","2016","Not Employed","Full Time","","","",""
"3 on scale 1-7 ","2016","Not Employed","Part Time","","","",""
"3 on scale 1-7 ","2016","Not Employed","Not Working","","","",""
"3 on scale 1-7 ","2016","Employed","Full Time","","","",""
"3 on scale 1-7 ","2016","Employed","Part Time","","","",""
"3 on scale 1-7 ","2016","Employed","Not Working","","","",""
"4 on scale 1-7","2016","Not Employed","Full Time","","","",""
"4 on scale 1-7","2016","Not Employed","Part Time","","","",""
"4 on scale 1-7","2016","Not Employed","Not Working","","","",""
"4 on scale 1-7","2016","Employed","Full Time","","","",""
"4 on scale 1-7","2016","Employed","Part Time","","","",""
"4 on scale 1-7","2016","Employed","Not Working","","","",""
"5 on scale 1-7","2016","Not Employed","Full Time","","","",""
"5 on scale 1-7","2016","Not Employed","Part Time","","","",""
"5 on scale 1-7","2016","Not Employed","Not Working","","","",""
"5 on scale 1-7","2016","Employed","Full Time","","","",""
"5 on scale 1-7","2016","Employed","Part Time","","","",""
"5 on scale 1-7","2016","Employed","Not Working","","","",""
"6 on scale 1-7","2016","Not Employed","Full Time","","","",""
"6 on scale 1-7","2016","Not Employed","Part Time","","","",""
"6 on scale 1-7","2016","Not Employed","Not Working","","","",""
"6 on scale 1-7","2016","Employed","Full Time","","","",""
"6 on scale 1-7","2016","Employed","Part Time","","","",""
"6 on scale 1-7","2016","Employed","Not Working","","","",""
"7 Strongly agree","2016","Not Employed","Full Time","","","",""
"7 Strongly agree","2016","Not Employed","Part Time","","","",""
"7 Strongly agree","2016","Not Employed","Not Working","","","",""
"7 Strongly agree","2016","Employed","Full Time","","","",""
"7 Strongly agree","2016","Employed","Part Time","","","",""
"7 Strongly agree","2016","Employed","Not Working","","","",""
"1 Strongly disagree","2017","Not Employed","Full Time","","","",""
"1 Strongly disagree","2017","Not Employed","Part Time","","","",""
"1 Strongly disagree","2017","Not Employed","Not Working","952","0.0528537864546342","0.0486550163830604","0.0570525565262079"
"1 Strongly disagree","2017","Employed","Full Time","831","0.0725510541468977","0.0675795175384284","0.0775225907553669"
"1 Strongly disagree","2017","Employed","Part Time","583","0.0757785336396951","0.0699130228397842","0.081644044439606"
"1 Strongly disagree","2017","Employed","Not Working","","","",""
"2 on scale 1-7 ","2017","Not Employed","Full Time","","","",""
"2 on scale 1-7 ","2017","Not Employed","Part Time","","","",""
"2 on scale 1-7 ","2017","Not Employed","Not Working","1138","0.106357747153285","0.100572233290212","0.112143261016359"
"2 on scale 1-7 ","2017","Employed","Full Time","1566","0.150316703023019","0.143467249335131","0.157166156710908"
"2 on scale 1-7 ","2017","Employed","Part Time","1180","0.151299627077234","0.143357426701614","0.159241827452854"
"2 on scale 1-7 ","2017","Employed","Not Working","","","",""
"3 on scale 1-7 ","2017","Not Employed","Full Time","","","",""
"3 on scale 1-7 ","2017","Not Employed","Part Time","","","",""
"3 on scale 1-7 ","2017","Not Employed","Not Working","1358","0.132013452082423","0.12566100409919","0.138365900065656"
"3 on scale 1-7 ","2017","Employed","Full Time","1676","0.160541786838263","0.153505924076182","0.167577649600345"
"3 on scale 1-7 ","2017","Employed","Part Time","1185","0.14627343652198","0.138441181061797","0.154105691982162"
"3 on scale 1-7 ","2017","Employed","Not Working","","","",""
"4 on scale 1-7","2017","Not Employed","Full Time","","","",""
"4 on scale 1-7","2017","Not Employed","Part Time","","","",""
"4 on scale 1-7","2017","Not Employed","Not Working","2506","0.23938209086955","0.231374449256016","0.247389732483083"
"4 on scale 1-7","2017","Employed","Full Time","2432","0.227328507323274","0.219296054802407","0.23536095984414"
"4 on scale 1-7","2017","Employed","Part Time","1876","0.235634647998807","0.226228435500018","0.245040860497596"
"4 on scale 1-7","2017","Employed","Not Working","","","",""
"5 on scale 1-7","2017","Not Employed","Full Time","","","",""
"5 on scale 1-7","2017","Not Employed","Part Time","","","",""
"5 on scale 1-7","2017","Not Employed","Not Working","2242","0.223341446691241","0.215525614009649","0.231157279372834"
"5 on scale 1-7","2017","Employed","Full Time","2083","0.205894642853093","0.198144934504277","0.213644351201908"
"5 on scale 1-7","2017","Employed","Part Time","1527","0.192655610242581","0.183914532948377","0.201396687536784"
"5 on scale 1-7","2017","Employed","Not Working","","","",""
"6 on scale 1-7","2017","Not Employed","Full Time","","","",""
"6 on scale 1-7","2017","Not Employed","Part Time","","","",""
"6 on scale 1-7","2017","Not Employed","Not Working","1668","0.170472996626795","0.163416021477285","0.177529971776305"
"6 on scale 1-7","2017","Employed","Full Time","1419","0.140404141240003","0.13374587911966","0.147062403360345"
"6 on scale 1-7","2017","Employed","Part Time","1069","0.145150318309264","0.137343059292557","0.152957577325972"
"6 on scale 1-7","2017","Employed","Not Working","","","",""
"7 Strongly agree","2017","Not Employed","Full Time","","","",""
"7 Strongly agree","2017","Not Employed","Part Time","","","",""
"7 Strongly agree","2017","Not Employed","Not Working","1044","0.0755784801220713","0.0706181608951393","0.0805387993490034"
"7 Strongly agree","2017","Employed","Full Time","451","0.0429631645754506","0.0390768653982082","0.0468494637526931"
"7 Strongly agree","2017","Employed","Part Time","400","0.0532078262104392","0.0482332074616454","0.058182444959233"
"7 Strongly agree","2017","Employed","Not Working","","","",""
"1 Strongly disagree","2018","Not Employed","Full Time","","","",""
"1 Strongly disagree","2018","Not Employed","Part Time","","","",""
"1 Strongly disagree","2018","Not Employed","Not Working","","","",""
"1 Strongly disagree","2018","Employed","Full Time","","","",""
"1 Strongly disagree","2018","Employed","Part Time","","","",""
"1 Strongly disagree","2018","Employed","Not Working","","","",""
"2 on scale 1-7 ","2018","Not Employed","Full Time","","","",""
"2 on scale 1-7 ","2018","Not Employed","Part Time","","","",""
"2 on scale 1-7 ","2018","Not Employed","Not Working","","","",""
"2 on scale 1-7 ","2018","Employed","Full Time","","","",""
"2 on scale 1-7 ","2018","Employed","Part Time","","","",""
"2 on scale 1-7 ","2018","Employed","Not Working","","","",""
"3 on scale 1-7 ","2018","Not Employed","Full Time","","","",""
"3 on scale 1-7 ","2018","Not Employed","Part Time","","","",""
"3 on scale 1-7 ","2018","Not Employed","Not Working","","","",""
"3 on scale 1-7 ","2018","Employed","Full Time","","","",""
"3 on scale 1-7 ","2018","Employed","Part Time","","","",""
"3 on scale 1-7 ","2018","Employed","Not Working","","","",""
"4 on scale 1-7","2018","Not Employed","Full Time","","","",""
"4 on scale 1-7","2018","Not Employed","Part Time","","","",""
"4 on scale 1-7","2018","Not Employed","Not Working","","","",""
"4 on scale 1-7","2018","Employed","Full Time","","","",""
"4 on scale 1-7","2018","Employed","Part Time","","","",""
"4 on scale 1-7","2018","Employed","Not Working","","","",""
"5 on scale 1-7","2018","Not Employed","Full Time","","","",""
"5 on scale 1-7","2018","Not Employed","Part Time","","","",""
"5 on scale 1-7","2018","Not Employed","Not Working","","","",""
"5 on scale 1-7","2018","Employed","Full Time","","","",""
"5 on scale 1-7","2018","Employed","Part Time","","","",""
"5 on scale 1-7","2018","Employed","Not Working","","","",""
"6 on scale 1-7","2018","Not Employed","Full Time","","","",""
"6 on scale 1-7","2018","Not Employed","Part Time","","","",""
"6 on scale 1-7","2018","Not Employed","Not Working","","","",""
"6 on scale 1-7","2018","Employed","Full Time","","","",""
"6 on scale 1-7","2018","Employed","Part Time","","","",""
"6 on scale 1-7","2018","Employed","Not Working","","","",""
"7 Strongly agree","2018","Not Employed","Full Time","","","",""
"7 Strongly agree","2018","Not Employed","Part Time","","","",""
"7 Strongly agree","2018","Not Employed","Not Working","","","",""
"7 Strongly agree","2018","Employed","Full Time","","","",""
"7 Strongly agree","2018","Employed","Part Time","","","",""
"7 Strongly agree","2018","Employed","Not Working","","","",""
"1 Strongly disagree","2019","Not Employed","Full Time","","","",""
"1 Strongly disagree","2019","Not Employed","Part Time","","","",""
"1 Strongly disagree","2019","Not Employed","Not Working","548","0.0589066811990379","0.053766172056686","0.0640471903413898"
"1 Strongly disagree","2019","Employed","Full Time","940","0.0755634683009472","0.0705062297304838","0.0806207068714107"
"1 Strongly disagree","2019","Employed","Part Time","632","0.081885980497838","0.0755565641474633","0.0882153968482126"
"1 Strongly disagree","2019","Employed","Not Working","","","",""
"2 on scale 1-7 ","2019","Not Employed","Full Time","","","",""
"2 on scale 1-7 ","2019","Not Employed","Part Time","","","",""
"2 on scale 1-7 ","2019","Not Employed","Not Working","946","0.113983353802163","0.107045116181398","0.120921591422928"
"2 on scale 1-7 ","2019","Employed","Full Time","1782","0.160295299579475","0.153275210291301","0.16731538886765"
"2 on scale 1-7 ","2019","Employed","Part Time","1134","0.156097597439985","0.147719318809885","0.164475876070086"
"2 on scale 1-7 ","2019","Employed","Not Working","","","",""
"3 on scale 1-7 ","2019","Not Employed","Full Time","","","",""
"3 on scale 1-7 ","2019","Not Employed","Part Time","","","",""
"3 on scale 1-7 ","2019","Not Employed","Not Working","1149","0.14108735491851","0.133487136784666","0.148687573052353"
"3 on scale 1-7 ","2019","Employed","Full Time","1671","0.156146262024825","0.149200525014616","0.163091999035033"
"3 on scale 1-7 ","2019","Employed","Part Time","1118","0.14925541302048","0.141029668425049","0.15748115761591"
"3 on scale 1-7 ","2019","Employed","Not Working","","","",""
"4 on scale 1-7","2019","Not Employed","Full Time","","","",""
"4 on scale 1-7","2019","Not Employed","Part Time","","","",""
"4 on scale 1-7","2019","Not Employed","Not Working","1951","0.249129278952735","0.239686442156413","0.258572115749056"
"4 on scale 1-7","2019","Employed","Full Time","2388","0.242100991242469","0.233904595795757","0.250297386689181"
"4 on scale 1-7","2019","Employed","Part Time","1731","0.243089508138913","0.233187667138984","0.252991349138841"
"4 on scale 1-7","2019","Employed","Not Working","","","",""
"5 on scale 1-7","2019","Not Employed","Full Time","","","",""
"5 on scale 1-7","2019","Not Employed","Part Time","","","",""
"5 on scale 1-7","2019","Not Employed","Not Working","1756","0.222584361598907","0.213502362100671","0.231666361097142"
"5 on scale 1-7","2019","Employed","Full Time","2024","0.196217230576024","0.188618223184216","0.203816237967831"
"5 on scale 1-7","2019","Employed","Part Time","1399","0.201575121693601","0.192314373534288","0.210835869852913"
"5 on scale 1-7","2019","Employed","Not Working","","","",""
"6 on scale 1-7","2019","Not Employed","Full Time","","","",""
"6 on scale 1-7","2019","Not Employed","Part Time","","","",""
"6 on scale 1-7","2019","Not Employed","Not Working","1202","0.152701525988471","0.144848312319885","0.160554739657056"
"6 on scale 1-7","2019","Employed","Full Time","1313","0.131314961148504","0.124852361900562","0.137777560396446"
"6 on scale 1-7","2019","Employed","Part Time","864","0.120476248611938","0.112962008261953","0.127990488961923"
"6 on scale 1-7","2019","Employed","Not Working","","","",""
"7 Strongly agree","2019","Not Employed","Full Time","","","",""
"7 Strongly agree","2019","Not Employed","Part Time","","","",""
"7 Strongly agree","2019","Not Employed","Not Working","507","0.0616074435401773","0.0563579623478301","0.0668569247325245"
"7 Strongly agree","2019","Employed","Full Time","374","0.0383617871277557","0.0346866442989689","0.0420369299565425"
"7 Strongly agree","2019","Employed","Part Time","331","0.0476201305972457","0.0427041408001647","0.0525361203943267"
"7 Strongly agree","2019","Employed","Not Working","","","",""
