"ple0008","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"Satisfactory","2002","16-34 y.","Rural Area","419","0.221194185863945","0.203292682305094","0.239095689422797"
"Satisfactory","2002","35-65 y.","Urban Area","3090","0.360805252840778","0.350853239648012","0.370757266033544"
"Satisfactory","2002","35-65 y.","Rural Area","1622","0.377535758634183","0.363157948471195","0.39191356879717"
"Satisfactory","2002","66 and older","Urban Area","1074","0.447343883603735","0.42748439357717","0.467203373630299"
"Satisfactory","2002","66 and older","Rural Area","571","0.460721570476041","0.432797213595353","0.48864592735673"
"Less good","2002","16-34 y.","Urban Area","219","0.0544709088499582","0.0475293281499282","0.0614124895499883"
"Less good","2002","16-34 y.","Rural Area","91","0.0480663765825631","0.0388404055051109","0.0572923476600152"
"Less good","2002","35-65 y.","Urban Area","1119","0.135225567359212","0.128138953891698","0.142312180826727"
"Less good","2002","35-65 y.","Rural Area","589","0.140726284200852","0.130412694051582","0.151039874350123"
"Less good","2002","66 and older","Urban Area","599","0.253958249519835","0.236572933941868","0.271343565097802"
"Less good","2002","66 and older","Rural Area","299","0.262545531346176","0.237894942200985","0.287196120491366"
"Poor","2002","16-34 y.","Urban Area","35","0.00874998301795978","0.00590136755471097","0.0115985984812086"
"Poor","2002","16-34 y.","Rural Area","15","","",""
"Poor","2002","35-65 y.","Urban Area","255","0.0371863463307053","0.0332651300817529","0.0411075625796578"
"Poor","2002","35-65 y.","Rural Area","138","0.0335503990274999","0.0282097388439184","0.0388910592110814"
"Poor","2002","66 and older","Urban Area","230","0.0996778943812918","0.0877127419941511","0.111643046768432"
"Poor","2002","66 and older","Rural Area","106","0.0924948645201429","0.0762640341811713","0.108725694859115"
"Very good","2003","16-34 y.","Urban Area","877","0.211719280774044","0.198932231846153","0.224506329701934"
"Very good","2003","16-34 y.","Rural Area","355","0.183087744661837","0.165922573888627","0.200252915435046"
"Very good","2003","35-65 y.","Urban Area","687","0.0724985473387163","0.0670020378096513","0.0779950568677813"
"Very good","2003","35-65 y.","Rural Area","255","0.0604919782801853","0.0532301318487539","0.0677538247116167"
"Very good","2003","66 and older","Urban Area","62","0.0250133059524833","0.0188283218102159","0.0311982900947507"
"Very good","2003","66 and older","Rural Area","21","","",""
"Good","2003","16-34 y.","Urban Area","2083","0.533901066691223","0.518286888954121","0.549515244428324"
"Good","2003","16-34 y.","Rural Area","1084","0.522793851677927","0.500624701964524","0.54496300139133"
"Good","2003","35-65 y.","Urban Area","3680","0.407172438303025","0.396758418160733","0.417586458445317"
"Good","2003","35-65 y.","Rural Area","1692","0.399733042729931","0.384811794205798","0.414654291254065"
"Good","2003","66 and older","Urban Area","503","0.198361425830893","0.182568172104178","0.214154679557608"
"Good","2003","66 and older","Rural Area","265","0.200821150275175","0.178594832749783","0.223047467800567"
"Satisfactory","2003","16-34 y.","Urban Area","746","0.20154870407273","0.188992340279316","0.214105067866143"
"Satisfactory","2003","16-34 y.","Rural Area","394","0.220079347951102","0.201690876031467","0.238467819870737"
"Satisfactory","2003","35-65 y.","Urban Area","2803","0.337579776519713","0.327556261724529","0.347603291314898"
"Satisfactory","2003","35-65 y.","Rural Area","1521","0.375459027788423","0.360708428555803","0.390209627021043"
"Satisfactory","2003","66 and older","Urban Area","1023","0.41702519552845","0.397497106853201","0.4365532842037"
"Satisfactory","2003","66 and older","Rural Area","561","0.44438622205591","0.416818073879223","0.471954370232597"
"Less good","2003","16-34 y.","Urban Area","190","0.0461868316539097","0.0396172091924595","0.0527564541153598"
"Less good","2003","16-34 y.","Rural Area","98","0.06117484479736","0.0505380793589325","0.0718116102357876"
"Less good","2003","35-65 y.","Urban Area","1128","0.144682976794347","0.137226437525376","0.152139516063318"
"Less good","2003","35-65 y.","Rural Area","536","0.129666857072132","0.119433805245544","0.139899908898719"
"Less good","2003","66 and older","Urban Area","624","0.256262765140507","0.238972318385099","0.273553211895915"
"Less good","2003","66 and older","Rural Area","281","0.236038390948966","0.21247879226116","0.259597989636771"
"Poor","2003","16-34 y.","Urban Area","25","","",""
"Poor","2003","16-34 y.","Rural Area","19","","",""
"Poor","2003","35-65 y.","Urban Area","252","0.0380662610441986","0.0340101697345921","0.0421223523538051"
"Poor","2003","35-65 y.","Rural Area","136","0.0346490941293287","0.0290780516868135","0.040220136571844"
"Poor","2003","66 and older","Urban Area","237","0.103337307547667","0.0912814857581645","0.115393129337169"
"Poor","2003","66 and older","Rural Area","120","0.102661483246045","0.0858222341851937","0.119500732306896"
"Very good","2004","16-34 y.","Urban Area","880","0.237201325661933","0.223587004923211","0.250815646400655"
"Very good","2004","16-34 y.","Rural Area","357","0.205047077727863","0.186830800035158","0.223263355420568"
"Very good","2004","35-65 y.","Urban Area","632","0.0717182764828078","0.0661495624576066","0.077286990508009"
"Very good","2004","35-65 y.","Rural Area","258","0.0693007744764991","0.0614383234214009","0.0771632255315973"
"Very good","2004","66 and older","Urban Area","59","0.0242003652783977","0.0181921825439441","0.0302085480128513"
"Very good","2004","66 and older","Rural Area","22","","",""
"Good","2004","16-34 y.","Urban Area","1981","0.50637926846003","0.490377532081308","0.522381004838753"
"Good","2004","16-34 y.","Rural Area","1079","0.533345830764087","0.510836417830649","0.555855243697524"
"Good","2004","35-65 y.","Urban Area","3549","0.394169467786303","0.383622753946206","0.4047161816264"
"Good","2004","35-65 y.","Rural Area","1629","0.39460954928736","0.379477915813777","0.409741182760943"
"Good","2004","66 and older","Urban Area","513","0.190725273578858","0.175364822877877","0.206085724279839"
"Good","2004","66 and older","Rural Area","235","0.168445228690807","0.147998040017483","0.188892417364132"
"Satisfactory","2004","16-34 y.","Urban Area","665","0.18475548086553","0.172333951613529","0.197177010117531"
"Satisfactory","2004","16-34 y.","Rural Area","352","0.203597049787808","0.185428748999036","0.22176535057658"
"Satisfactory","2004","35-65 y.","Urban Area","2723","0.340062883759912","0.329838644881669","0.350287122638155"
"Satisfactory","2004","35-65 y.","Rural Area","1465","0.361284769582237","0.346412998303684","0.37615654086079"
"Satisfactory","2004","66 and older","Urban Area","1008","0.389123735312172","0.370061565529461","0.408185905094884"
"Satisfactory","2004","66 and older","Rural Area","601","0.465367998481748","0.438116866280157","0.49261913068334"
"Less good","2004","16-34 y.","Urban Area","195","0.0591745375886633","0.0516226689866174","0.0667264061907092"
"Less good","2004","16-34 y.","Rural Area","85","0.0481520517590203","0.0384925810796003","0.0578115224384402"
"Less good","2004","35-65 y.","Urban Area","1087","0.153731217092403","0.145946635284817","0.161515798899988"
"Less good","2004","35-65 y.","Rural Area","534","0.145533136487423","0.134615898143888","0.156450374830958"
"Less good","2004","66 and older","Urban Area","649","0.272378206396255","0.254972531245677","0.289783881546832"
"Less good","2004","66 and older","Rural Area","308","0.254735005733024","0.230930536976797","0.278539474489251"
"Poor","2004","16-34 y.","Urban Area","29","","",""
"Poor","2004","16-34 y.","Rural Area","14","","",""
"Poor","2004","35-65 y.","Urban Area","256","0.0403181548785747","0.0360727994334633","0.044563510323686"
"Poor","2004","35-65 y.","Rural Area","122","0.0292717701664802","0.0240531275360844","0.034490412796876"
"Poor","2004","66 and older","Urban Area","284","0.123572419434317","0.110705616789187","0.136439222079448"
"Poor","2004","66 and older","Rural Area","121","0.0975833465243532","0.081370837826294","0.113795855222412"
"Very good","2005","16-34 y.","Urban Area","781","0.204348672487482","0.191106829327045","0.217590515647919"
"Very good","2005","16-34 y.","Rural Area","342","0.205427865706498","0.186579570364083","0.224276161048913"
"Very good","2005","35-65 y.","Urban Area","509","0.0604560075899494","0.0551652444026509","0.0657467707772478"
"Very good","2005","35-65 y.","Rural Area","254","0.0666232910107926","0.0587071564889352","0.0745394255326501"
"Very good","2005","66 and older","Urban Area","46","0.0182903846542928","0.0130740907748133","0.0235066785337722"
"Very good","2005","66 and older","Rural Area","20","","",""
"Good","2005","16-34 y.","Urban Area","1848","0.507292199666412","0.490874022240299","0.523710377092524"
"Good","2005","16-34 y.","Rural Area","957","0.527944073655979","0.504654238058443","0.551233909253514"
"Good","2005","35-65 y.","Urban Area","3293","0.389981894475792","0.379154259252943","0.400809529698641"
"Good","2005","35-65 y.","Rural Area","1499","0.384275636713347","0.368834252131518","0.399717021295175"
"Good","2005","66 and older","Urban Area","483","0.177554940277364","0.162679187998202","0.192430692556526"
"Good","2005","66 and older","Rural Area","255","0.186385261543164","0.164993375495513","0.207777147590814"
"Satisfactory","2005","16-34 y.","Urban Area","726","0.222538846368572","0.208879075991509","0.236198616745635"
"Satisfactory","2005","16-34 y.","Rural Area","365","0.207237240568911","0.188327687821801","0.226146793316021"
"Satisfactory","2005","35-65 y.","Urban Area","2686","0.354323211850158","0.343705096957993","0.364941326742324"
"Satisfactory","2005","35-65 y.","Rural Area","1390","0.360587383114305","0.345344486318782","0.375830279909828"
"Satisfactory","2005","66 and older","Urban Area","1066","0.410009617423621","0.390863593498695","0.429155641348546"
"Satisfactory","2005","66 and older","Rural Area","560","0.437017580250313","0.40976982310245","0.464265337398176"
"Less good","2005","16-34 y.","Urban Area","183","0.0566752544467018","0.0490819906780079","0.0642685182153957"
"Less good","2005","16-34 y.","Rural Area","88","0.0520290923567898","0.0416682189884044","0.0623899657251752"
"Less good","2005","35-65 y.","Urban Area","1066","0.157028508451536","0.148951775423478","0.165105241479594"
"Less good","2005","35-65 y.","Rural Area","533","0.15277731441534","0.141356426513802","0.164198202316878"
"Less good","2005","66 and older","Urban Area","675","0.277618581917484","0.260185801575729","0.295051362259239"
"Less good","2005","66 and older","Rural Area","326","0.266952836338878","0.242652229567034","0.291253443110722"
"Poor","2005","16-34 y.","Urban Area","24","","",""
"Poor","2005","16-34 y.","Rural Area","13","","",""
"Poor","2005","35-65 y.","Urban Area","241","0.0382103776325638","0.033954680237064","0.0424660750280637"
"Poor","2005","35-65 y.","Rural Area","136","0.0357363747462156","0.0298435329207283","0.0416292165717029"
"Poor","2005","66 and older","Urban Area","265","0.116526475727239","0.104036310468029","0.129016640986449"
"Poor","2005","66 and older","Rural Area","112","0.0915713769253947","0.0757275836840215","0.107415170166768"
"Very good","2006","16-34 y.","Urban Area","696","0.199814297086834","0.186393460912047","0.213235133261621"
"Very good","2006","16-34 y.","Rural Area","327","0.198341084217473","0.179551109556712","0.217131058878233"
"Very good","2006","35-65 y.","Urban Area","591","0.0738030124306151","0.0681698429682659","0.0794361818929643"
"Very good","2006","35-65 y.","Rural Area","278","0.0688937670289644","0.0611852531915191","0.0766022808664097"
"Very good","2006","66 and older","Urban Area","82","0.0249491701248321","0.0193179863165489","0.0305803539331153"
"Very good","2006","66 and older","Rural Area","23","","",""
"Good","2006","16-34 y.","Urban Area","1812","0.506155772753705","0.489375153270603","0.522936392236806"
"Good","2006","16-34 y.","Rural Area","952","0.534373027091406","0.510867696218955","0.557878357963858"
"Good","2006","35-65 y.","Urban Area","3523","0.394190992333711","0.383662036570324","0.404719948097098"
"Good","2006","35-65 y.","Rural Area","1645","0.373641536272048","0.358917729037342","0.388365343506755"
"Good","2006","66 and older","Urban Area","604","0.196571844740146","0.182223817144487","0.210919872335805"
"Good","2006","66 and older","Rural Area","328","0.199726603488774","0.179733066458235","0.219720140519312"
"Satisfactory","2006","16-34 y.","Urban Area","702","0.226770258603975","0.212715667198228","0.240824850009721"
"Satisfactory","2006","16-34 y.","Rural Area","351","0.201596790068878","0.182691733422443","0.220501846715312"
"Satisfactory","2006","35-65 y.","Urban Area","2858","0.359431366065948","0.34909292845822","0.369769803673675"
"Satisfactory","2006","35-65 y.","Rural Area","1528","0.368912661465453","0.354227200362325","0.383598122568582"
"Satisfactory","2006","66 and older","Urban Area","1207","0.403588891624664","0.385875550471647","0.421302232777681"
"Satisfactory","2006","66 and older","Rural Area","654","0.420755723535795","0.396067014866419","0.445444432205171"
"Less good","2006","16-34 y.","Urban Area","182","0.0595260549701414","0.051584640987184","0.0674674689530987"
"Less good","2006","16-34 y.","Rural Area","87","0.0581254091091309","0.0470997492273447","0.0691510689909172"
"Less good","2006","35-65 y.","Urban Area","1042","0.134823799384722","0.127465123872458","0.142182474896986"
"Less good","2006","35-65 y.","Rural Area","545","0.142355258454376","0.131720649011789","0.152989867896962"
"Less good","2006","66 and older","Urban Area","750","0.260494235041744","0.244647935420235","0.276340534663254"
"Less good","2006","66 and older","Rural Area","367","0.250399751551284","0.228733474568038","0.27206602853453"
"Poor","2006","16-34 y.","Urban Area","18","","",""
"Poor","2006","16-34 y.","Rural Area","13","","",""
"Poor","2006","35-65 y.","Urban Area","261","0.0377508297850037","0.0336443365332615","0.041857323036746"
"Poor","2006","35-65 y.","Rural Area","151","0.046196776779158","0.0398080207500763","0.0525855328082397"
"Poor","2006","66 and older","Urban Area","304","0.114395858468614","0.102904192509144","0.125887524428084"
"Poor","2006","66 and older","Rural Area","164","0.113566800218564","0.0976995677465794","0.129434032690549"
"Very good","2007","16-34 y.","Urban Area","617","0.196238530574367","0.182276026296514","0.210201034852221"
"Very good","2007","16-34 y.","Rural Area","312","0.205268962092799","0.185527614321421","0.225010309864176"
"Very good","2007","35-65 y.","Urban Area","489","0.0614521025660061","0.0560545724307014","0.0668496327013107"
"Very good","2007","35-65 y.","Rural Area","223","0.0499927030918473","0.0431168358618789","0.0568685703218156"
"Very good","2007","66 and older","Urban Area","64","0.0216180863064242","0.0163176480757833","0.0269185245370652"
"Very good","2007","66 and older","Rural Area","23","","",""
"Good","2007","16-34 y.","Urban Area","1671","0.532980371691309","0.515440324376042","0.550520419006577"
"Good","2007","16-34 y.","Rural Area","846","0.515196850998548","0.490769611821243","0.539624090175852"
"Good","2007","35-65 y.","Urban Area","3277","0.390197515925429","0.379234366675523","0.401160665175334"
"Good","2007","35-65 y.","Rural Area","1596","0.405881042296388","0.390387640260856","0.421374444331921"
"Good","2007","66 and older","Urban Area","630","0.197751330565558","0.183234789179118","0.212267871951998"
"Good","2007","66 and older","Rural Area","299","0.18159847357955","0.162089169685748","0.201107777473352"
"Satisfactory","2007","16-34 y.","Urban Area","650","0.215286708599123","0.200836580424209","0.229736836774038"
"Satisfactory","2007","16-34 y.","Rural Area","352","0.222959235548545","0.202615078318197","0.243303392778892"
"Satisfactory","2007","35-65 y.","Urban Area","2610","0.362318406314901","0.351515375341006","0.373121437288796"
"Satisfactory","2007","35-65 y.","Rural Area","1399","0.358652057322183","0.34352013100432","0.373783983640046"
"Satisfactory","2007","66 and older","Urban Area","1185","0.416367031293709","0.398400798526193","0.434333264061224"
"Satisfactory","2007","66 and older","Rural Area","671","0.442045676286051","0.416913195529594","0.467178157042508"
"Less good","2007","16-34 y.","Urban Area","151","0.0477295671127508","0.0402343971798069","0.0552247370456946"
"Less good","2007","16-34 y.","Rural Area","88","0.0516955403528543","0.0408735908057034","0.0625174899000051"
"Less good","2007","35-65 y.","Urban Area","985","0.146143268169658","0.138204001441439","0.154082534897876"
"Less good","2007","35-65 y.","Rural Area","509","0.153467329258795","0.142095232891222","0.164839425626368"
"Less good","2007","66 and older","Urban Area","745","0.268770623265972","0.252613402419012","0.284927844112933"
"Less good","2007","66 and older","Rural Area","392","0.273007639626036","0.250462403661336","0.295552875590736"
"Poor","2007","16-34 y.","Urban Area","19","","",""
"Poor","2007","16-34 y.","Rural Area","10","","",""
"Poor","2007","35-65 y.","Urban Area","244","0.0398887070240064","0.0354904130815503","0.0442870009664625"
"Poor","2007","35-65 y.","Rural Area","132","0.0320068680307863","0.0264533468918998","0.0375603891696729"
"Poor","2007","66 and older","Urban Area","268","0.0954929285683366","0.084781669187431","0.106204187949242"
"Poor","2007","66 and older","Rural Area","115","0.0864171006080966","0.0721978637702819","0.100636337445911"
"Very good","2008","16-34 y.","Urban Area","616","0.204996279068619","0.190318584173724","0.219673973963514"
"Very good","2008","16-34 y.","Rural Area","281","0.206773967860156","0.186021376329339","0.227526559390974"
"Very good","2008","35-65 y.","Urban Area","504","0.0718853031448941","0.0658614501193076","0.0779091561704807"
"Very good","2008","35-65 y.","Rural Area","220","0.0572950993633404","0.0497232769381444","0.0648669217885364"
"Very good","2008","66 and older","Urban Area","60","0.0202274902652303","0.0150752970317668","0.0253796834986937"
"Very good","2008","66 and older","Rural Area","18","","",""
"Good","2008","16-34 y.","Urban Area","1536","0.527344064438766","0.509192257024632","0.545495871852901"
"Good","2008","16-34 y.","Rural Area","776","0.505976757076733","0.480357596094231","0.531595918059236"
"Good","2008","35-65 y.","Urban Area","3009","0.394095986236009","0.382699882116501","0.405492090355517"
"Good","2008","35-65 y.","Rural Area","1462","0.39663729784514","0.38069907829907","0.412575517391211"
"Good","2008","66 and older","Urban Area","621","0.191366520381812","0.176969674459639","0.205763366303984"
"Good","2008","66 and older","Rural Area","332","0.207324958911875","0.18669250415762","0.22795741366613"
"Satisfactory","2008","16-34 y.","Urban Area","551","0.199495080152653","0.184965656619651","0.214024503685656"
"Satisfactory","2008","16-34 y.","Rural Area","302","0.215978046492148","0.19489201532556","0.237064077658737"
"Satisfactory","2008","35-65 y.","Urban Area","2364","0.348557863103096","0.337444926077901","0.35967080012829"
"Satisfactory","2008","35-65 y.","Rural Area","1314","0.359980193366916","0.344341883669212","0.375618503064621"
"Satisfactory","2008","66 and older","Urban Area","1223","0.44040763773718","0.422239022504595","0.458576252969766"
"Satisfactory","2008","66 and older","Rural Area","672","0.466488479876036","0.441098060286533","0.491878899465539"
"Less good","2008","16-34 y.","Urban Area","186","0.0641440671094772","0.0552360091998616","0.0730521250190929"
"Less good","2008","16-34 y.","Rural Area","97","0.0686045621758372","0.0556515885970322","0.0815575357546423"
"Less good","2008","35-65 y.","Urban Area","973","0.149158313660798","0.140850215863935","0.15746641145766"
"Less good","2008","35-65 y.","Rural Area","486","0.142090790107149","0.130715632331401","0.153465947882897"
"Less good","2008","66 and older","Urban Area","717","0.252214700390067","0.236320738141924","0.268108662638211"
"Less good","2008","66 and older","Rural Area","340","0.231223947636951","0.209765720179992","0.25268217509391"
"Poor","2008","16-34 y.","Urban Area","17","","",""
"Poor","2008","16-34 y.","Rural Area","7","","",""
"Poor","2008","35-65 y.","Urban Area","213","0.0363025338552035","0.0319404670151691","0.040664600695238"
"Poor","2008","35-65 y.","Rural Area","137","0.043996619317454","0.0373148240145783","0.0506784146203296"
"Poor","2008","66 and older","Urban Area","247","0.0957836512257103","0.0850130390286118","0.106554263422809"
"Poor","2008","66 and older","Rural Area","121","0.0779402847825398","0.0642964003009802","0.0915841692640994"
"Very good","2009","16-34 y.","Urban Area","526","0.190138860698928","0.175195515273277","0.205082206124579"
"Very good","2009","16-34 y.","Rural Area","237","0.165956458705747","0.146117820478749","0.185795096932744"
"Very good","2009","35-65 y.","Urban Area","430","0.068751642153629","0.0625669668724628","0.0749363174347953"
"Very good","2009","35-65 y.","Rural Area","179","0.0566589836430092","0.0489433740798691","0.0643745932061492"
"Very good","2009","66 and older","Urban Area","61","0.0162750084854448","0.0115536203427947","0.0209963966280949"
"Very good","2009","66 and older","Rural Area","28","","",""
"Good","2009","16-34 y.","Urban Area","1429","0.513484273959245","0.494450753336297","0.532517794582192"
"Good","2009","16-34 y.","Rural Area","749","0.571540956453101","0.545153425720183","0.59792848718602"
"Good","2009","35-65 y.","Urban Area","2673","0.382157699802807","0.370280809888976","0.394034589716639"
"Good","2009","35-65 y.","Rural Area","1348","0.366231472236503","0.350153004457662","0.382309940015345"
"Good","2009","66 and older","Urban Area","596","0.19871100742964","0.18382158704848","0.213600427810801"
"Good","2009","66 and older","Rural Area","277","0.1889270506735","0.168743796078559","0.209110305268441"
"Satisfactory","2009","16-34 y.","Urban Area","527","0.22412749311382","0.208247516442859","0.240007469784781"
"Satisfactory","2009","16-34 y.","Rural Area","282","0.19871187553593","0.177434077571728","0.219989673500133"
"Satisfactory","2009","35-65 y.","Urban Area","2266","0.369212367843686","0.357416706113089","0.381008029574283"
"Satisfactory","2009","35-65 y.","Rural Area","1331","0.396941711681239","0.380613278692809","0.413270144669668"
"Satisfactory","2009","66 and older","Urban Area","1183","0.441934170357779","0.423403388322451","0.460464952393106"
"Satisfactory","2009","66 and older","Rural Area","686","0.470397588584761","0.444662735826187","0.496132441343334"
"Less good","2009","16-34 y.","Urban Area","153","0.0659758355553181","0.0565226405358113","0.075429030574825"
"Less good","2009","16-34 y.","Rural Area","69","0.050874299540928","0.0391568928290983","0.0625917062527577"
"Less good","2009","35-65 y.","Urban Area","864","0.145067412958204","0.136459587082494","0.153675238833915"
"Less good","2009","35-65 y.","Rural Area","483","0.145180255580731","0.13342336315247","0.156937148008992"
"Less good","2009","66 and older","Urban Area","665","0.248138704999097","0.232021550812267","0.264255859185927"
"Less good","2009","66 and older","Rural Area","341","0.236503641009453","0.214593934087418","0.258413347931487"
"Poor","2009","16-34 y.","Urban Area","14","","",""
"Poor","2009","16-34 y.","Rural Area","14","","",""
"Poor","2009","35-65 y.","Urban Area","197","0.0348108772416733","0.0303305854671981","0.0392911690161485"
"Poor","2009","35-65 y.","Rural Area","108","0.0349875768585181","0.0288552558789136","0.0411198978381225"
"Poor","2009","66 and older","Urban Area","254","0.0949411087280391","0.0840031114752541","0.105879105980824"
"Poor","2009","66 and older","Rural Area","113","0.0805007524365476","0.0664729440035178","0.0945285608695774"
"Very good","2010","16-34 y.","Urban Area","980","0.221800820464419","0.209431934202647","0.234169706726191"
"Very good","2010","16-34 y.","Rural Area","426","0.195948775915694","0.179547789530823","0.212349762300566"
"Very good","2010","35-65 y.","Urban Area","905","0.0779148503705985","0.0723127550427715","0.0835169456984255"
"Very good","2010","35-65 y.","Rural Area","402","0.0607635188707754","0.0538598792948923","0.0676671584466585"
"Very good","2010","66 and older","Urban Area","66","0.0249973878440766","0.0190923028919596","0.0309024727961936"
"Very good","2010","66 and older","Rural Area","30","0.0241456380170856","0.0160643921052873","0.0322268839288839"
"Good","2010","16-34 y.","Urban Area","2103","0.497374558094445","0.48248891319284","0.512260202996051"
"Good","2010","16-34 y.","Rural Area","1162","0.495521994789431","0.474862988959821","0.516181000619042"
"Good","2010","35-65 y.","Urban Area","3747","0.390224096572923","0.380028866485381","0.400419326660464"
"Good","2010","35-65 y.","Rural Area","1944","0.395145451047427","0.381017696397299","0.409273205697554"
"Good","2010","66 and older","Urban Area","599","0.201113175157129","0.185951791530848","0.21627455878341"
"Good","2010","66 and older","Rural Area","283","0.194196543023965","0.173370738567069","0.21502234748086"
"Satisfactory","2010","16-34 y.","Urban Area","903","0.214391255864255","0.202172968757592","0.226609542970917"
"Satisfactory","2010","16-34 y.","Rural Area","496","0.231137650393903","0.21371892083953","0.248556379948275"
"Satisfactory","2010","35-65 y.","Urban Area","2720","0.337378872451616","0.327496836235364","0.347260908667867"
"Satisfactory","2010","35-65 y.","Rural Area","1530","0.360402211347453","0.346527742201542","0.374276680493364"
"Satisfactory","2010","66 and older","Urban Area","1136","0.424615575456877","0.405919392166496","0.443311758747259"
"Satisfactory","2010","66 and older","Rural Area","644","0.455838956127962","0.429618761055909","0.482059151200015"
"Less good","2010","16-34 y.","Urban Area","294","0.0540473813204754","0.0473156673016558","0.060779095339295"
"Less good","2010","16-34 y.","Rural Area","145","0.0716296226611692","0.0609743688092923","0.0822848765130462"
"Less good","2010","35-65 y.","Urban Area","1157","0.153504907950492","0.145970862855014","0.161038953045969"
"Less good","2010","35-65 y.","Rural Area","567","0.143192102447734","0.133070006760438","0.15331419813503"
"Less good","2010","66 and older","Urban Area","653","0.259241978143325","0.242666472296144","0.275817483990506"
"Less good","2010","66 and older","Rural Area","317","0.239089647422115","0.216634619049561","0.261544675794669"
"Poor","2010","16-34 y.","Urban Area","54","0.0123859842564058","0.00909320572408637","0.0156787627887252"
"Poor","2010","16-34 y.","Rural Area","21","","",""
"Poor","2010","35-65 y.","Urban Area","265","0.0409772726543717","0.0368340255567017","0.0451205197520416"
"Poor","2010","35-65 y.","Rural Area","157","0.0404967162866109","0.034800292220079","0.0461931403531428"
"Poor","2010","66 and older","Urban Area","231","0.0900318833985926","0.079205405302349","0.100858361494836"
"Poor","2010","66 and older","Rural Area","112","0.0867292154088726","0.0719126014006889","0.101545829417056"
"Very good","2011","16-34 y.","Urban Area","964","0.239720795209749","0.227171978597834","0.252269611821664"
"Very good","2011","16-34 y.","Rural Area","477","0.208921908472869","0.192565012461168","0.22527880448457"
"Very good","2011","35-65 y.","Urban Area","1056","0.0862667829138214","0.0809114216859861","0.0916221441416568"
"Very good","2011","35-65 y.","Rural Area","448","0.0582819864017623","0.0522954410295633","0.0642685317739613"
"Very good","2011","66 and older","Urban Area","120","0.027246178694376","0.0217747713616374","0.0327175860271147"
"Very good","2011","66 and older","Rural Area","30","0.0185284891118746","0.012300467845316","0.0247565103784333"
"Good","2011","16-34 y.","Urban Area","2231","0.498756017168548","0.484058904549732","0.513453129787363"
"Good","2011","16-34 y.","Rural Area","1167","0.470859297676144","0.450776214734265","0.490942380618023"
"Good","2011","35-65 y.","Urban Area","4417","0.394979924306869","0.385655336002365","0.404304512611373"
"Good","2011","35-65 y.","Rural Area","2489","0.390754001839565","0.37828600376151","0.403221999917619"
"Good","2011","66 and older","Urban Area","870","0.237086590127933","0.222793178706209","0.251380001549657"
"Good","2011","66 and older","Rural Area","418","0.216937978092786","0.197902792769568","0.235973163416004"
"Satisfactory","2011","16-34 y.","Urban Area","907","0.193621845280563","0.182007093946646","0.20523659661448"
"Satisfactory","2011","16-34 y.","Rural Area","536","0.255387126817513","0.23784169775361","0.272932555881415"
"Satisfactory","2011","35-65 y.","Urban Area","3331","0.332806588297081","0.323818256528532","0.34179492006563"
"Satisfactory","2011","35-65 y.","Rural Area","1930","0.356077600952075","0.343841649063887","0.368313552840263"
"Satisfactory","2011","66 and older","Urban Area","1322","0.381338736589069","0.365014732352493","0.397662740825644"
"Satisfactory","2011","66 and older","Rural Area","823","0.462274574050921","0.439248413721863","0.485300734379978"
"Less good","2011","16-34 y.","Urban Area","298","0.060287471530923","0.0532910751692633","0.0672838678925827"
"Less good","2011","16-34 y.","Rural Area","167","0.0561476391383918","0.0468853783430743","0.0654098999337093"
"Less good","2011","35-65 y.","Urban Area","1403","0.148762635142373","0.141974827400212","0.155550442884535"
"Less good","2011","35-65 y.","Rural Area","800","0.154625153358994","0.145386399443658","0.16386390727433"
"Less good","2011","66 and older","Urban Area","806","0.261652331572617","0.246880391623595","0.276424271521639"
"Less good","2011","66 and older","Rural Area","400","0.225589186414472","0.206285685614662","0.244892687214282"
"Poor","2011","16-34 y.","Urban Area","46","0.00761387081021735","0.0050587793153793","0.0101689623050554"
"Poor","2011","16-34 y.","Rural Area","26","","",""
"Poor","2011","35-65 y.","Urban Area","351","0.0371840693398547","0.0335748992131295","0.0407932394665798"
"Poor","2011","35-65 y.","Rural Area","216","0.0402612574476038","0.035238191875865","0.0452843230193427"
"Poor","2011","66 and older","Urban Area","283","0.0926761630160051","0.0829305321462711","0.102421793885739"
"Poor","2011","66 and older","Rural Area","130","0.0766697723299463","0.064381754065352","0.0889577905945406"
"Very good","2012","16-34 y.","Urban Area","922","0.23037448504091","0.217571256604707","0.243177713477113"
"Very good","2012","16-34 y.","Rural Area","418","0.224067449080509","0.206639878635361","0.241495019525657"
"Very good","2012","35-65 y.","Urban Area","880","0.0778386354129035","0.0726359686918584","0.0830413021339485"
"Very good","2012","35-65 y.","Rural Area","458","0.0645616281658551","0.0583025738985495","0.0708206824331607"
"Very good","2012","66 and older","Urban Area","112","0.0331850847992041","0.0271669729752887","0.0392031966231196"
"Very good","2012","66 and older","Rural Area","50","0.0287610127562133","0.02114911859743","0.0363729069149966"
"Good","2012","16-34 y.","Urban Area","2037","0.491580048189167","0.476379088986028","0.506781007392306"
"Good","2012","16-34 y.","Rural Area","1099","0.475573695473726","0.454700611390708","0.496446779556743"
"Good","2012","35-65 y.","Urban Area","4448","0.406377186462082","0.396839459426317","0.415914913497846"
