"pli0089","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","1996","Not Employed","middle vocational","","","","","2"
"Min 1x per week","1996","Not Employed","vocational + Abi","","","","","2"
"Min 1x per week","1996","Not Employed","higher vocational","","","","","2"
"Min 1x per week","1996","Not Employed","higher education","","","","","2"
"Min 1x per week","1996","Employed","in school","","","","","2"
"Min 1x per week","1996","Employed","inadequately","","","","","2"
"Min 1x per week","1996","Employed","general elemantary","","","","","2"
"Min 1x per week","1996","Employed","middle vocational","","","","","2"
"Min 1x per week","1996","Employed","vocational + Abi","","","","","2"
"Min 1x per week","1996","Employed","higher vocational","","","","","2"
"Min 1x per week","1996","Employed","higher education","","","","","2"
"Never","1996","Not Employed","in school","","","","","5"
"Never","1996","Not Employed","inadequately","","","","","5"
"Never","1996","Not Employed","general elemantary","","","","","5"
"Never","1996","Not Employed","middle vocational","","","","","5"
"Never","1996","Not Employed","vocational + Abi","","","","","5"
"Never","1996","Not Employed","higher vocational","","","","","5"
"Never","1996","Not Employed","higher education","","","","","5"
"Never","1996","Employed","in school","","","","","5"
"Never","1996","Employed","inadequately","","","","","5"
"Never","1996","Employed","general elemantary","","","","","5"
"Never","1996","Employed","middle vocational","","","","","5"
"Never","1996","Employed","vocational + Abi","","","","","5"
"Never","1996","Employed","higher vocational","","","","","5"
"Never","1996","Employed","higher education","","","","","5"
"Rarely","1996","Not Employed","in school","","","","","4"
"Rarely","1996","Not Employed","inadequately","","","","","4"
"Rarely","1996","Not Employed","general elemantary","","","","","4"
"Rarely","1996","Not Employed","middle vocational","","","","","4"
"Rarely","1996","Not Employed","vocational + Abi","","","","","4"
"Rarely","1996","Not Employed","higher vocational","","","","","4"
"Rarely","1996","Not Employed","higher education","","","","","4"
"Rarely","1996","Employed","in school","","","","","4"
"Rarely","1996","Employed","inadequately","","","","","4"
"Rarely","1996","Employed","general elemantary","","","","","4"
"Rarely","1996","Employed","middle vocational","","","","","4"
"Rarely","1996","Employed","vocational + Abi","","","","","4"
"Rarely","1996","Employed","higher vocational","","","","","4"
"Rarely","1996","Employed","higher education","","","","","4"
"Daily","1997","Not Employed","in school","","","","","1"
"Daily","1997","Not Employed","inadequately","","","","","1"
"Daily","1997","Not Employed","general elemantary","","","","","1"
"Daily","1997","Not Employed","middle vocational","","","","","1"
"Daily","1997","Not Employed","vocational + Abi","","","","","1"
"Daily","1997","Not Employed","higher vocational","","","","","1"
"Daily","1997","Not Employed","higher education","","","","","1"
"Daily","1997","Employed","in school","","","","","1"
"Daily","1997","Employed","inadequately","","","","","1"
"Daily","1997","Employed","general elemantary","","","","","1"
"Daily","1997","Employed","middle vocational","","","","","1"
"Daily","1997","Employed","vocational + Abi","","","","","1"
"Daily","1997","Employed","higher vocational","","","","","1"
"Daily","1997","Employed","higher education","","","","","1"
"Min 1x per month","1997","Employed","general elemantary","","","","","3"
"Min 1x per month","1997","Employed","middle vocational","","","","","3"
"Min 1x per month","1997","Employed","vocational + Abi","","","","","3"
"Min 1x per month","1997","Employed","higher vocational","","","","","3"
"Min 1x per month","1997","Employed","higher education","","","","","3"
"Min 1x per month","1997","Not Employed","in school","","","","","3"
"Min 1x per month","1997","Not Employed","inadequately","","","","","3"
"Min 1x per month","1997","Not Employed","general elemantary","","","","","3"
"Min 1x per month","1997","Not Employed","middle vocational","","","","","3"
"Min 1x per month","1997","Not Employed","vocational + Abi","","","","","3"
"Min 1x per month","1997","Not Employed","higher vocational","","","","","3"
"Min 1x per month","1997","Not Employed","higher education","","","","","3"
"Min 1x per month","1997","Employed","in school","","","","","3"
"Min 1x per month","1997","Employed","inadequately","","","","","3"
"Min 1x per week","1997","Employed","general elemantary","","","","","2"
"Min 1x per week","1997","Employed","middle vocational","","","","","2"
"Min 1x per week","1997","Employed","vocational + Abi","","","","","2"
"Min 1x per week","1997","Employed","higher vocational","","","","","2"
"Min 1x per week","1997","Employed","higher education","","","","","2"
"Min 1x per week","1997","Not Employed","in school","","","","","2"
"Min 1x per week","1997","Not Employed","inadequately","","","","","2"
"Min 1x per week","1997","Not Employed","general elemantary","","","","","2"
"Min 1x per week","1997","Not Employed","middle vocational","","","","","2"
"Min 1x per week","1997","Not Employed","vocational + Abi","","","","","2"
"Min 1x per week","1997","Not Employed","higher vocational","","","","","2"
"Min 1x per week","1997","Not Employed","higher education","","","","","2"
"Min 1x per week","1997","Employed","in school","","","","","2"
"Min 1x per week","1997","Employed","inadequately","","","","","2"
"Never","1997","Not Employed","in school","","","","","5"
"Never","1997","Not Employed","inadequately","","","","","5"
"Never","1997","Not Employed","general elemantary","","","","","5"
"Never","1997","Not Employed","middle vocational","","","","","5"
"Never","1997","Not Employed","vocational + Abi","","","","","5"
"Never","1997","Not Employed","higher vocational","","","","","5"
"Never","1997","Not Employed","higher education","","","","","5"
"Never","1997","Employed","in school","","","","","5"
"Never","1997","Employed","inadequately","","","","","5"
"Never","1997","Employed","general elemantary","","","","","5"
"Never","1997","Employed","middle vocational","","","","","5"
"Never","1997","Employed","vocational + Abi","","","","","5"
"Never","1997","Employed","higher vocational","","","","","5"
"Never","1997","Employed","higher education","","","","","5"
"Rarely","1997","Employed","general elemantary","","","","","4"
"Rarely","1997","Employed","middle vocational","","","","","4"
"Rarely","1997","Employed","vocational + Abi","","","","","4"
"Rarely","1997","Employed","higher vocational","","","","","4"
"Rarely","1997","Employed","higher education","","","","","4"
"Rarely","1997","Not Employed","in school","","","","","4"
"Rarely","1997","Not Employed","inadequately","","","","","4"
"Rarely","1997","Not Employed","general elemantary","","","","","4"
"Rarely","1997","Not Employed","middle vocational","","","","","4"
"Rarely","1997","Not Employed","vocational + Abi","","","","","4"
"Rarely","1997","Not Employed","higher vocational","","","","","4"
"Rarely","1997","Not Employed","higher education","","","","","4"
"Rarely","1997","Employed","in school","","","","","4"
"Rarely","1997","Employed","inadequately","","","","","4"
"Daily","1998","Not Employed","in school","","","","","1"
"Daily","1998","Not Employed","inadequately","","","","","1"
"Daily","1998","Not Employed","general elemantary","","","","","1"
"Daily","1998","Not Employed","middle vocational","4","","","","1"
"Daily","1998","Not Employed","vocational + Abi","1","","","","1"
"Daily","1998","Not Employed","higher vocational","1","","","","1"
"Daily","1998","Not Employed","higher education","","","","","1"
"Daily","1998","Employed","in school","","","","","1"
"Daily","1998","Employed","inadequately","","","","","1"
"Daily","1998","Employed","general elemantary","2","","","","1"
"Daily","1998","Employed","middle vocational","7","","","","1"
"Daily","1998","Employed","vocational + Abi","","","","","1"
"Daily","1998","Employed","higher vocational","1","","","","1"
"Daily","1998","Employed","higher education","","","","","1"
"Min 1x per month","1998","Employed","general elemantary","114","0.0938138784849075","0.0772479089196911","0.110379848050124","3"
"Min 1x per month","1998","Employed","middle vocational","429","0.0984238318340655","0.089736740415116","0.107110923253015","3"
"Min 1x per month","1998","Employed","vocational + Abi","31","0.0810458873135964","0.0537856187674099","0.108306155859783","3"
"Min 1x per month","1998","Employed","higher vocational","57","0.088793997831086","0.066404088383297","0.111183907278875","3"
"Min 1x per month","1998","Employed","higher education","123","0.0843370162981722","0.0704442700814878","0.0982297625148565","3"
"Min 1x per month","1998","Not Employed","in school","54","0.191709328356707","0.148029975011404","0.235388681702011","3"
"Min 1x per month","1998","Not Employed","inadequately","3","","","","3"
"Min 1x per month","1998","Not Employed","general elemantary","64","0.0376504195815274","0.0274510958868285","0.0478497432762263","3"
"Min 1x per month","1998","Not Employed","middle vocational","137","0.0518129368607887","0.0430859653616692","0.0605399083599081","3"
"Min 1x per month","1998","Not Employed","vocational + Abi","10","","","","3"
"Min 1x per month","1998","Not Employed","higher vocational","15","","","","3"
"Min 1x per month","1998","Not Employed","higher education","21","","","","3"
"Min 1x per month","1998","Employed","in school","3","","","","3"
"Min 1x per month","1998","Employed","inadequately","13","","","","3"
"Min 1x per week","1998","Employed","general elemantary","90","0.0741572319663426","0.0592697933108863","0.0890446706217988","2"
"Min 1x per week","1998","Employed","middle vocational","301","0.0692759897551124","0.061870992970829","0.0766809865393959","2"
"Min 1x per week","1998","Employed","vocational + Abi","19","","","","2"
"Min 1x per week","1998","Employed","higher vocational","37","0.075812826162395","0.0549773438575541","0.0966483084672359","2"
"Min 1x per week","1998","Employed","higher education","41","0.0270658813799892","0.018953208567868","0.0351785541921104","2"
"Min 1x per week","1998","Not Employed","in school","39","0.132711125417412","0.0950662080873342","0.170356042747491","2"
"Min 1x per week","1998","Not Employed","inadequately","7","","","","2"
"Min 1x per week","1998","Not Employed","general elemantary","35","0.0203319522065869","0.0127697367601469","0.027894167653027","2"
"Min 1x per week","1998","Not Employed","middle vocational","77","0.0292234650753553","0.0225917947254737","0.035855135425237","2"
"Min 1x per week","1998","Not Employed","vocational + Abi","4","","","","2"
"Min 1x per week","1998","Not Employed","higher vocational","6","","","","2"
"Min 1x per week","1998","Not Employed","higher education","17","","","","2"
"Min 1x per week","1998","Employed","in school","3","","","","2"
"Min 1x per week","1998","Employed","inadequately","14","","","","2"
"Never","1998","Not Employed","in school","84","0.250290668309197","0.20222449132195","0.298356845296445","5"
"Never","1998","Not Employed","inadequately","201","0.858577348968871","0.81393064911674","0.903224048821003","5"
"Never","1998","Not Employed","general elemantary","1020","0.789206682532349","0.767352033790787","0.811061331273911","5"
"Never","1998","Not Employed","middle vocational","1673","0.680571510961736","0.662213689311917","0.698929332611554","5"
"Never","1998","Not Employed","vocational + Abi","73","0.605105614884839","0.51871797562735","0.691493254142329","5"
"Never","1998","Not Employed","higher vocational","135","0.737296972494073","0.676303008732081","0.798290936256065","5"
"Never","1998","Not Employed","higher education","297","0.713479980043151","0.670695345465546","0.756264614620755","5"
"Never","1998","Employed","in school","4","","","","5"
"Never","1998","Employed","inadequately","141","0.704569851702611","0.642863783072435","0.766275920332787","5"
"Never","1998","Employed","general elemantary","652","0.537914567744438","0.509588101327306","0.56624103416157","5"
"Never","1998","Employed","middle vocational","2179","0.464768998210055","0.450224047568492","0.479313948851617","5"
"Never","1998","Employed","vocational + Abi","188","0.455193050949624","0.405449491641933","0.504936610257316","5"
"Never","1998","Employed","higher vocational","262","0.426157121164094","0.387231673171968","0.465082569156221","5"
"Never","1998","Employed","higher education","809","0.524460492428467","0.499493809357655","0.549427175499279","5"
"Rarely","1998","Employed","general elemantary","332","0.292919931205487","0.267062619559502","0.318777242851472","4"
"Rarely","1998","Employed","middle vocational","1601","0.365536562055578","0.351492531772028","0.379580592339128","4"
"Rarely","1998","Employed","vocational + Abi","147","0.400547336763209","0.351600785461186","0.449493888065233","4"
"Rarely","1998","Employed","higher vocational","263","0.408645420847564","0.369950893450771","0.447339948244358","4"
"Rarely","1998","Employed","higher education","564","0.364136609893372","0.340080508800962","0.388192710985782","4"
"Rarely","1998","Not Employed","in school","135","0.425288877916683","0.370431176343547","0.480146579489819","4"
"Rarely","1998","Not Employed","inadequately","23","","","","4"
"Rarely","1998","Not Employed","general elemantary","219","0.152810945679537","0.133531815581278","0.172090075777796","4"
"Rarely","1998","Not Employed","middle vocational","587","0.237096451516785","0.220351080107215","0.253841822926356","4"
"Rarely","1998","Not Employed","vocational + Abi","35","0.256502884741788","0.179327055238152","0.333678714245424","4"
"Rarely","1998","Not Employed","higher vocational","43","0.177963036244596","0.124954761468636","0.230971311020556","4"
"Rarely","1998","Not Employed","higher education","94","0.196589614405691","0.158982635101078","0.234196593710304","4"
"Rarely","1998","Employed","in school","7","","","","4"
"Rarely","1998","Employed","inadequately","42","0.177013683833064","0.125391286298784","0.228636081367343","4"
"Daily","1999","Not Employed","in school","","","","","1"
"Daily","1999","Not Employed","inadequately","","","","","1"
"Daily","1999","Not Employed","general elemantary","","","","","1"
"Daily","1999","Not Employed","middle vocational","","","","","1"
"Daily","1999","Not Employed","vocational + Abi","","","","","1"
"Daily","1999","Not Employed","higher vocational","","","","","1"
"Daily","1999","Not Employed","higher education","","","","","1"
"Daily","1999","Employed","in school","","","","","1"
"Daily","1999","Employed","inadequately","","","","","1"
"Daily","1999","Employed","general elemantary","","","","","1"
"Daily","1999","Employed","middle vocational","","","","","1"
"Daily","1999","Employed","vocational + Abi","","","","","1"
"Daily","1999","Employed","higher vocational","","","","","1"
"Daily","1999","Employed","higher education","","","","","1"
"Min 1x per month","1999","Not Employed","in school","","","","","3"
"Min 1x per month","1999","Not Employed","inadequately","","","","","3"
"Min 1x per month","1999","Not Employed","general elemantary","","","","","3"
"Min 1x per month","1999","Not Employed","middle vocational","","","","","3"
"Min 1x per month","1999","Not Employed","vocational + Abi","","","","","3"
"Min 1x per month","1999","Not Employed","higher vocational","","","","","3"
"Min 1x per month","1999","Not Employed","higher education","","","","","3"
"Min 1x per month","1999","Employed","in school","","","","","3"
"Min 1x per month","1999","Employed","inadequately","","","","","3"
"Min 1x per month","1999","Employed","general elemantary","","","","","3"
"Min 1x per month","1999","Employed","middle vocational","","","","","3"
"Min 1x per month","1999","Employed","vocational + Abi","","","","","3"
"Min 1x per month","1999","Employed","higher vocational","","","","","3"
"Min 1x per month","1999","Employed","higher education","","","","","3"
"Min 1x per week","1999","Not Employed","in school","","","","","2"
"Min 1x per week","1999","Not Employed","inadequately","","","","","2"
"Min 1x per week","1999","Not Employed","general elemantary","","","","","2"
"Min 1x per week","1999","Not Employed","middle vocational","","","","","2"
"Min 1x per week","1999","Not Employed","vocational + Abi","","","","","2"
"Min 1x per week","1999","Not Employed","higher vocational","","","","","2"
"Min 1x per week","1999","Not Employed","higher education","","","","","2"
"Min 1x per week","1999","Employed","in school","","","","","2"
"Min 1x per week","1999","Employed","inadequately","","","","","2"
"Min 1x per week","1999","Employed","general elemantary","","","","","2"
"Min 1x per week","1999","Employed","middle vocational","","","","","2"
"Min 1x per week","1999","Employed","vocational + Abi","","","","","2"
"Min 1x per week","1999","Employed","higher vocational","","","","","2"
"Min 1x per week","1999","Employed","higher education","","","","","2"
"Never","1999","Not Employed","in school","","","","","5"
"Never","1999","Not Employed","inadequately","","","","","5"
"Never","1999","Not Employed","general elemantary","","","","","5"
"Never","1999","Not Employed","middle vocational","","","","","5"
"Never","1999","Not Employed","vocational + Abi","","","","","5"
"Never","1999","Not Employed","higher vocational","","","","","5"
"Never","1999","Not Employed","higher education","","","","","5"
"Never","1999","Employed","in school","","","","","5"
"Never","1999","Employed","inadequately","","","","","5"
"Never","1999","Employed","general elemantary","","","","","5"
"Never","1999","Employed","middle vocational","","","","","5"
"Never","1999","Employed","vocational + Abi","","","","","5"
"Never","1999","Employed","higher vocational","","","","","5"
"Never","1999","Employed","higher education","","","","","5"
"Rarely","1999","Not Employed","in school","","","","","4"
"Rarely","1999","Not Employed","inadequately","","","","","4"
"Rarely","1999","Not Employed","general elemantary","","","","","4"
"Rarely","1999","Not Employed","middle vocational","","","","","4"
"Rarely","1999","Not Employed","vocational + Abi","","","","","4"
"Rarely","1999","Not Employed","higher vocational","","","","","4"
"Rarely","1999","Not Employed","higher education","","","","","4"
"Rarely","1999","Employed","in school","","","","","4"
"Rarely","1999","Employed","inadequately","","","","","4"
"Rarely","1999","Employed","general elemantary","","","","","4"
"Rarely","1999","Employed","middle vocational","","","","","4"
"Rarely","1999","Employed","vocational + Abi","","","","","4"
"Rarely","1999","Employed","higher vocational","","","","","4"
"Rarely","1999","Employed","higher education","","","","","4"
"Daily","2000","Not Employed","in school","","","","","1"
"Daily","2000","Not Employed","inadequately","","","","","1"
"Daily","2000","Not Employed","general elemantary","","","","","1"
"Daily","2000","Not Employed","middle vocational","","","","","1"
"Daily","2000","Not Employed","vocational + Abi","","","","","1"
"Daily","2000","Not Employed","higher vocational","","","","","1"
"Daily","2000","Not Employed","higher education","","","","","1"
"Daily","2000","Employed","in school","","","","","1"
"Daily","2000","Employed","inadequately","","","","","1"
"Daily","2000","Employed","general elemantary","","","","","1"
"Daily","2000","Employed","middle vocational","","","","","1"
"Daily","2000","Employed","vocational + Abi","","","","","1"
"Daily","2000","Employed","higher vocational","","","","","1"
"Daily","2000","Employed","higher education","","","","","1"
"Min 1x per month","2000","Not Employed","in school","","","","","3"
"Min 1x per month","2000","Not Employed","inadequately","","","","","3"
"Min 1x per month","2000","Not Employed","general elemantary","","","","","3"
"Min 1x per month","2000","Not Employed","middle vocational","","","","","3"
"Min 1x per month","2000","Not Employed","vocational + Abi","","","","","3"
"Min 1x per month","2000","Not Employed","higher vocational","","","","","3"
"Min 1x per month","2000","Not Employed","higher education","","","","","3"
"Min 1x per month","2000","Employed","in school","","","","","3"
"Min 1x per month","2000","Employed","inadequately","","","","","3"
"Min 1x per month","2000","Employed","general elemantary","","","","","3"
"Min 1x per month","2000","Employed","middle vocational","","","","","3"
"Min 1x per month","2000","Employed","vocational + Abi","","","","","3"
"Min 1x per month","2000","Employed","higher vocational","","","","","3"
"Min 1x per month","2000","Employed","higher education","","","","","3"
"Min 1x per week","2000","Not Employed","in school","","","","","2"
"Min 1x per week","2000","Not Employed","inadequately","","","","","2"
"Min 1x per week","2000","Not Employed","general elemantary","","","","","2"
"Min 1x per week","2000","Not Employed","middle vocational","","","","","2"
"Min 1x per week","2000","Not Employed","vocational + Abi","","","","","2"
"Min 1x per week","2000","Not Employed","higher vocational","","","","","2"
"Min 1x per week","2000","Not Employed","higher education","","","","","2"
"Min 1x per week","2000","Employed","in school","","","","","2"
"Min 1x per week","2000","Employed","inadequately","","","","","2"
"Min 1x per week","2000","Employed","general elemantary","","","","","2"
"Min 1x per week","2000","Employed","middle vocational","","","","","2"
"Min 1x per week","2000","Employed","vocational + Abi","","","","","2"
"Min 1x per week","2000","Employed","higher vocational","","","","","2"
"Min 1x per week","2000","Employed","higher education","","","","","2"
"Never","2000","Not Employed","in school","","","","","5"
"Never","2000","Not Employed","inadequately","","","","","5"
"Never","2000","Not Employed","general elemantary","","","","","5"
"Never","2000","Not Employed","middle vocational","","","","","5"
"Never","2000","Not Employed","vocational + Abi","","","","","5"
"Never","2000","Not Employed","higher vocational","","","","","5"
"Never","2000","Not Employed","higher education","","","","","5"
"Never","2000","Employed","in school","","","","","5"
"Never","2000","Employed","inadequately","","","","","5"
"Never","2000","Employed","general elemantary","","","","","5"
"Never","2000","Employed","middle vocational","","","","","5"
"Never","2000","Employed","vocational + Abi","","","","","5"
"Never","2000","Employed","higher vocational","","","","","5"
"Never","2000","Employed","higher education","","","","","5"
"Rarely","2000","Not Employed","in school","","","","","4"
"Rarely","2000","Not Employed","inadequately","","","","","4"
"Rarely","2000","Not Employed","general elemantary","","","","","4"
"Rarely","2000","Not Employed","middle vocational","","","","","4"
"Rarely","2000","Not Employed","vocational + Abi","","","","","4"
"Rarely","2000","Not Employed","higher vocational","","","","","4"
"Rarely","2000","Not Employed","higher education","","","","","4"
"Rarely","2000","Employed","in school","","","","","4"
"Rarely","2000","Employed","inadequately","","","","","4"
"Rarely","2000","Employed","general elemantary","","","","","4"
"Rarely","2000","Employed","middle vocational","","","","","4"
"Rarely","2000","Employed","vocational + Abi","","","","","4"
"Rarely","2000","Employed","higher vocational","","","","","4"
"Rarely","2000","Employed","higher education","","","","","4"
"Daily","2001","Not Employed","in school","","","","","1"
"Daily","2001","Not Employed","inadequately","","","","","1"
"Daily","2001","Not Employed","general elemantary","","","","","1"
"Daily","2001","Not Employed","middle vocational","","","","","1"
"Daily","2001","Not Employed","vocational + Abi","","","","","1"
"Daily","2001","Not Employed","higher vocational","","","","","1"
"Daily","2001","Not Employed","higher education","","","","","1"
"Daily","2001","Employed","in school","","","","","1"
"Daily","2001","Employed","inadequately","","","","","1"
"Daily","2001","Employed","general elemantary","","","","","1"
"Daily","2001","Employed","middle vocational","","","","","1"
"Daily","2001","Employed","vocational + Abi","","","","","1"
"Daily","2001","Employed","higher vocational","","","","","1"
"Daily","2001","Employed","higher education","","","","","1"
"Min 1x per month","2001","Not Employed","in school","","","","","3"
"Min 1x per month","2001","Not Employed","inadequately","","","","","3"
"Min 1x per month","2001","Not Employed","general elemantary","","","","","3"
"Min 1x per month","2001","Not Employed","middle vocational","","","","","3"
"Min 1x per month","2001","Not Employed","vocational + Abi","","","","","3"
"Min 1x per month","2001","Not Employed","higher vocational","","","","","3"
"Min 1x per month","2001","Not Employed","higher education","","","","","3"
"Min 1x per month","2001","Employed","in school","","","","","3"
"Min 1x per month","2001","Employed","inadequately","","","","","3"
"Min 1x per month","2001","Employed","general elemantary","","","","","3"
"Min 1x per month","2001","Employed","middle vocational","","","","","3"
"Min 1x per month","2001","Employed","vocational + Abi","","","","","3"
"Min 1x per month","2001","Employed","higher vocational","","","","","3"
"Min 1x per month","2001","Employed","higher education","","","","","3"
"Min 1x per week","2001","Employed","in school","","","","","2"
"Min 1x per week","2001","Employed","inadequately","","","","","2"
"Min 1x per week","2001","Employed","general elemantary","","","","","2"
"Min 1x per week","2001","Employed","middle vocational","","","","","2"
"Min 1x per week","2001","Employed","vocational + Abi","","","","","2"
"Min 1x per week","2001","Employed","higher vocational","","","","","2"
"Min 1x per week","2001","Employed","higher education","","","","","2"
"Min 1x per week","2001","Not Employed","in school","","","","","2"
"Min 1x per week","2001","Not Employed","inadequately","","","","","2"
"Min 1x per week","2001","Not Employed","general elemantary","","","","","2"
"Min 1x per week","2001","Not Employed","middle vocational","","","","","2"
"Min 1x per week","2001","Not Employed","vocational + Abi","","","","","2"
"Min 1x per week","2001","Not Employed","higher vocational","","","","","2"
"Min 1x per week","2001","Not Employed","higher education","","","","","2"
"Never","2001","Not Employed","in school","","","","","5"
"Never","2001","Not Employed","inadequately","","","","","5"
"Never","2001","Not Employed","general elemantary","","","","","5"
"Never","2001","Not Employed","middle vocational","","","","","5"
"Never","2001","Not Employed","vocational + Abi","","","","","5"
"Never","2001","Not Employed","higher vocational","","","","","5"
"Never","2001","Not Employed","higher education","","","","","5"
"Never","2001","Employed","in school","","","","","5"
"Never","2001","Employed","inadequately","","","","","5"
"Never","2001","Employed","general elemantary","","","","","5"
"Never","2001","Employed","middle vocational","","","","","5"
"Never","2001","Employed","vocational + Abi","","","","","5"
"Never","2001","Employed","higher vocational","","","","","5"
"Never","2001","Employed","higher education","","","","","5"
"Rarely","2001","Not Employed","in school","","","","","4"
"Rarely","2001","Not Employed","inadequately","","","","","4"
"Rarely","2001","Not Employed","general elemantary","","","","","4"
"Rarely","2001","Not Employed","middle vocational","","","","","4"
"Rarely","2001","Not Employed","vocational + Abi","","","","","4"
"Rarely","2001","Not Employed","higher vocational","","","","","4"
"Rarely","2001","Not Employed","higher education","","","","","4"
"Rarely","2001","Employed","in school","","","","","4"
"Rarely","2001","Employed","inadequately","","","","","4"
"Rarely","2001","Employed","general elemantary","","","","","4"
"Rarely","2001","Employed","middle vocational","","","","","4"
"Rarely","2001","Employed","vocational + Abi","","","","","4"
"Rarely","2001","Employed","higher vocational","","","","","4"
"Rarely","2001","Employed","higher education","","","","","4"
"Daily","2002","Not Employed","in school","","","","","1"
"Daily","2002","Not Employed","inadequately","","","","","1"
"Daily","2002","Not Employed","general elemantary","","","","","1"
"Daily","2002","Not Employed","middle vocational","","","","","1"
"Daily","2002","Not Employed","vocational + Abi","","","","","1"
"Daily","2002","Not Employed","higher vocational","","","","","1"
"Daily","2002","Not Employed","higher education","","","","","1"
"Daily","2002","Employed","in school","","","","","1"
"Daily","2002","Employed","inadequately","","","","","1"
"Daily","2002","Employed","general elemantary","","","","","1"
"Daily","2002","Employed","middle vocational","","","","","1"
"Daily","2002","Employed","vocational + Abi","","","","","1"
"Daily","2002","Employed","higher vocational","","","","","1"
"Daily","2002","Employed","higher education","","","","","1"
"Min 1x per month","2002","Not Employed","inadequately","","","","","3"
"Min 1x per month","2002","Not Employed","general elemantary","","","","","3"
"Min 1x per month","2002","Not Employed","middle vocational","","","","","3"
"Min 1x per month","2002","Not Employed","vocational + Abi","","","","","3"
"Min 1x per month","2002","Not Employed","higher vocational","","","","","3"
"Min 1x per month","2002","Not Employed","higher education","","","","","3"
"Min 1x per month","2002","Employed","in school","","","","","3"
"Min 1x per month","2002","Employed","inadequately","","","","","3"
"Min 1x per month","2002","Employed","general elemantary","","","","","3"
"Min 1x per month","2002","Not Employed","in school","","","","","3"
"Min 1x per month","2002","Employed","middle vocational","","","","","3"
"Min 1x per month","2002","Employed","vocational + Abi","","","","","3"
"Min 1x per month","2002","Employed","higher vocational","","","","","3"
"Min 1x per month","2002","Employed","higher education","","","","","3"
"Min 1x per week","2002","Not Employed","in school","","","","","2"
"Min 1x per week","2002","Not Employed","inadequately","","","","","2"
"Min 1x per week","2002","Not Employed","general elemantary","","","","","2"
"Min 1x per week","2002","Not Employed","middle vocational","","","","","2"
"Min 1x per week","2002","Not Employed","vocational + Abi","","","","","2"
"Min 1x per week","2002","Not Employed","higher vocational","","","","","2"
"Min 1x per week","2002","Not Employed","higher education","","","","","2"
"Min 1x per week","2002","Employed","in school","","","","","2"
"Min 1x per week","2002","Employed","inadequately","","","","","2"
"Min 1x per week","2002","Employed","general elemantary","","","","","2"
"Min 1x per week","2002","Employed","middle vocational","","","","","2"
"Min 1x per week","2002","Employed","vocational + Abi","","","","","2"
"Min 1x per week","2002","Employed","higher vocational","","","","","2"
"Min 1x per week","2002","Employed","higher education","","","","","2"
"Never","2002","Not Employed","in school","","","","","5"
"Never","2002","Not Employed","inadequately","","","","","5"
"Never","2002","Not Employed","general elemantary","","","","","5"
"Never","2002","Not Employed","middle vocational","","","","","5"
"Never","2002","Not Employed","vocational + Abi","","","","","5"
"Never","2002","Not Employed","higher vocational","","","","","5"
"Never","2002","Not Employed","higher education","","","","","5"
"Never","2002","Employed","in school","","","","","5"
"Never","2002","Employed","inadequately","","","","","5"
"Never","2002","Employed","general elemantary","","","","","5"
"Never","2002","Employed","middle vocational","","","","","5"
"Never","2002","Employed","vocational + Abi","","","","","5"
"Never","2002","Employed","higher vocational","","","","","5"
"Never","2002","Employed","higher education","","","","","5"
"Rarely","2002","Not Employed","in school","","","","","4"
"Rarely","2002","Not Employed","inadequately","","","","","4"
"Rarely","2002","Not Employed","general elemantary","","","","","4"
"Rarely","2002","Not Employed","middle vocational","","","","","4"
"Rarely","2002","Not Employed","vocational + Abi","","","","","4"
"Rarely","2002","Not Employed","higher vocational","","","","","4"
"Rarely","2002","Not Employed","higher education","","","","","4"
"Rarely","2002","Employed","in school","","","","","4"
"Rarely","2002","Employed","inadequately","","","","","4"
"Rarely","2002","Employed","general elemantary","","","","","4"
"Rarely","2002","Employed","middle vocational","","","","","4"
"Rarely","2002","Employed","vocational + Abi","","","","","4"
"Rarely","2002","Employed","higher vocational","","","","","4"
"Rarely","2002","Employed","higher education","","","","","4"
"Daily","2003","Not Employed","in school","3","","","","1"
"Daily","2003","Not Employed","inadequately","","","","","1"
"Daily","2003","Not Employed","general elemantary","2","","","","1"
"Daily","2003","Not Employed","middle vocational","4","","","","1"
"Daily","2003","Not Employed","vocational + Abi","1","","","","1"
"Daily","2003","Not Employed","higher vocational","1","","","","1"
"Daily","2003","Not Employed","higher education","1","","","","1"
"Daily","2003","Employed","in school","2","","","","1"
"Daily","2003","Employed","inadequately","","","","","1"
"Daily","2003","Employed","general elemantary","1","","","","1"
"Daily","2003","Employed","middle vocational","8","","","","1"
"Daily","2003","Employed","vocational + Abi","1","","","","1"
"Daily","2003","Employed","higher vocational","3","","","","1"
"Daily","2003","Employed","higher education","2","","","","1"
"Min 1x per month","2003","Not Employed","inadequately","4","","","","3"
"Min 1x per month","2003","Not Employed","general elemantary","50","0.025399490224732","0.0174133839262438","0.0333855965232202","3"
"Min 1x per month","2003","Not Employed","middle vocational","218","0.0476103544383685","0.0411395322567987","0.0540811766199383","3"
"Min 1x per month","2003","Not Employed","vocational + Abi","17","","","","3"
"Min 1x per month","2003","Not Employed","higher vocational","26","","","","3"
"Min 1x per month","2003","Not Employed","higher education","43","0.0344047023436016","0.0228989228242833","0.0459104818629198","3"
