"pli0089","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Never","1995","Saxony-Anhalt","West Germany","","","","","5"
"Never","1995","Saxony-Anhalt","East Germany","431","0.674171716154128","0.639150314272707","0.709193118035548","5"
"Never","1995","Thuringia","West Germany","","","","","5"
"Never","1995","Schleswig-Holstein","West Germany","166","0.547839707725494","0.489955261216231","0.605724154234757","5"
"Never","1995","Schleswig-Holstein","East Germany","","","","","5"
"Never","1995","Hamburg","West Germany","86","0.638932368851966","0.557303459464334","0.720561278239597","5"
"Never","1995","Hamburg","East Germany","","","","","5"
"Never","1995","Lower Saxony","West Germany","577","0.566848111757555","0.536790719445897","0.596905504069213","5"
"Never","1995","Lower Saxony","East Germany","","","","","5"
"Never","1995","Bremen","West Germany","57","0.64427644556771","0.548511864505016","0.740041026630405","5"
"Never","1995","Bremen","East Germany","","","","","5"
"Never","1995","North Rhine-Westphalia","West Germany","1499","0.574091594963646","0.555007519746921","0.593175670180371","5"
"Never","1995","North Rhine-Westphalia","East Germany","","","","","5"
"Never","1995","Hesse","West Germany","582","0.592627661681066","0.561250809840182","0.62400451352195","5"
"Never","1995","Hesse","East Germany","","","","","5"
"Never","1995","Rhineland-Palatinate,Saarland","West Germany","459","0.672735008062403","0.638197041646448","0.707272974478359","5"
"Never","1995","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Never","1995","Baden-Württemberg","West Germany","1000","0.585204223833676","0.562418343429918","0.607990104237435","5"
"Never","1995","Baden-Württemberg","East Germany","","","","","5"
"Never","1995","Bavaria","West Germany","980","0.598142275318553","0.574712209695447","0.62157234094166","5"
"Never","1995","Bavaria","East Germany","","","","","5"
"Never","1995","Berlin","West Germany","228","0.717641637680104","0.668321163505123","0.766962111855085","5"
"Never","1995","Berlin","East Germany","166","0.687571911245072","0.629297344475822","0.745846478014322","5"
"Never","1995","Brandenburg","West Germany","","","","","5"
"Rarely","1995","Thuringia","East Germany","188","0.248905105553283","0.215639912358728","0.282170298747837","4"
"Rarely","1995","Schleswig-Holstein","West Germany","85","0.330016430958712","0.275328841775596","0.384704020141828","4"
"Rarely","1995","Schleswig-Holstein","East Germany","","","","","4"
"Rarely","1995","Hamburg","West Germany","33","0.308527246779143","0.230029612520885","0.387024881037401","4"
"Rarely","1995","Bremen","East Germany","","","","","4"
"Rarely","1995","North Rhine-Westphalia","West Germany","692","0.274048695032862","0.256834368595821","0.291263021469904","4"
"Rarely","1995","North Rhine-Westphalia","East Germany","","","","","4"
"Rarely","1995","Hesse","West Germany","234","0.25353463726427","0.225753749503378","0.281315525025163","4"
"Rarely","1995","Hesse","East Germany","","","","","4"
"Rarely","1995","Rhineland-Palatinate,Saarland","West Germany","161","0.213194017905349","0.183046864750308","0.243341171060389","4"
"Rarely","1995","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Rarely","1995","Baden-Württemberg","West Germany","498","0.272471522828055","0.251880378484831","0.293062667171279","4"
"Rarely","1995","Baden-Württemberg","East Germany","","","","","4"
"Rarely","1995","Bavaria","West Germany","459","0.267841629170614","0.246678657513677","0.289004600827551","4"
"Rarely","1995","Brandenburg","East Germany","155","0.254939801400142","0.21965287866549","0.290226724134794","4"
"Rarely","1995","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Rarely","1995","Mecklenburg-Western Pomerania","East Germany","116","0.287066141569768","0.243488519635078","0.330643763504458","4"
"Rarely","1995","Thuringia","West Germany","","","","","4"
"Rarely","1995","Hamburg","East Germany","","","","","4"
"Rarely","1995","Lower Saxony","West Germany","313","0.298793946845127","0.271028378513901","0.326559515176353","4"
"Rarely","1995","Lower Saxony","East Germany","","","","","4"
"Rarely","1995","Bremen","West Germany","31","0.295834119245398","0.204533422041026","0.387134816449771","4"
"Rarely","1995","Saxony","West Germany","","","","","4"
"Rarely","1995","Saxony","East Germany","285","0.229019088866469","0.20413059102076","0.253907586712178","4"
"Rarely","1995","Saxony-Anhalt","West Germany","","","","","4"
"Rarely","1995","Saxony-Anhalt","East Germany","183","0.220801047727525","0.189806977212118","0.251795118242931","4"
"Rarely","1995","Bavaria","East Germany","","","","","4"
"Rarely","1995","Berlin","West Germany","73","0.236531848475973","0.18997180499437","0.283091891957577","4"
"Rarely","1995","Berlin","East Germany","64","0.236159734582727","0.182758763533427","0.289560705632027","4"
"Rarely","1995","Brandenburg","West Germany","","","","","4"
"Daily","1996","Thuringia","East Germany","","","","","1"
"Daily","1996","North Rhine-Westphalia","West Germany","","","","","1"
"Daily","1996","North Rhine-Westphalia","East Germany","","","","","1"
"Daily","1996","Hesse","West Germany","","","","","1"
"Daily","1996","Hesse","East Germany","","","","","1"
"Daily","1996","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Daily","1996","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Daily","1996","Baden-Württemberg","West Germany","","","","","1"
"Daily","1996","Baden-Württemberg","East Germany","","","","","1"
"Daily","1996","Bavaria","West Germany","","","","","1"
"Daily","1996","Bavaria","East Germany","","","","","1"
"Daily","1996","Berlin","West Germany","","","","","1"
"Daily","1996","Berlin","East Germany","","","","","1"
"Daily","1996","Brandenburg","West Germany","","","","","1"
"Daily","1996","Hamburg","West Germany","","","","","1"
"Daily","1996","Hamburg","East Germany","","","","","1"
"Daily","1996","Lower Saxony","West Germany","","","","","1"
"Daily","1996","Lower Saxony","East Germany","","","","","1"
"Daily","1996","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Daily","1996","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Daily","1996","Saxony","West Germany","","","","","1"
"Daily","1996","Saxony","East Germany","","","","","1"
"Daily","1996","Saxony-Anhalt","West Germany","","","","","1"
"Daily","1996","Saxony-Anhalt","East Germany","","","","","1"
"Daily","1996","Thuringia","West Germany","","","","","1"
"Daily","1996","Schleswig-Holstein","West Germany","","","","","1"
"Daily","1996","Schleswig-Holstein","East Germany","","","","","1"
"Daily","1996","Bremen","West Germany","","","","","1"
"Daily","1996","Bremen","East Germany","","","","","1"
"Daily","1996","Brandenburg","East Germany","","","","","1"
"Min 1x per month","1996","Brandenburg","East Germany","","","","","3"
"Min 1x per month","1996","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Min 1x per month","1996","Mecklenburg-Western Pomerania","East Germany","","","","","3"
"Min 1x per month","1996","Saxony","West Germany","","","","","3"
"Min 1x per month","1996","Saxony","East Germany","","","","","3"
"Min 1x per month","1996","Saxony-Anhalt","West Germany","","","","","3"
"Min 1x per month","1996","Saxony-Anhalt","East Germany","","","","","3"
"Min 1x per month","1996","Thuringia","West Germany","","","","","3"
"Min 1x per month","1996","Thuringia","East Germany","","","","","3"
"Min 1x per month","1996","Schleswig-Holstein","West Germany","","","","","3"
"Min 1x per month","1996","Schleswig-Holstein","East Germany","","","","","3"
"Min 1x per month","1996","Hamburg","West Germany","","","","","3"
"Min 1x per month","1996","Hamburg","East Germany","","","","","3"
"Min 1x per month","1996","North Rhine-Westphalia","West Germany","","","","","3"
"Min 1x per month","1996","North Rhine-Westphalia","East Germany","","","","","3"
"Min 1x per month","1996","Hesse","West Germany","","","","","3"
"Min 1x per month","1996","Hesse","East Germany","","","","","3"
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","West Germany","","","","","3"
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Min 1x per month","1996","Baden-Württemberg","West Germany","","","","","3"
"Min 1x per month","1996","Baden-Württemberg","East Germany","","","","","3"
"Min 1x per month","1996","Bavaria","West Germany","","","","","3"
"Min 1x per month","1996","Bavaria","East Germany","","","","","3"
"Min 1x per month","1996","Berlin","West Germany","","","","","3"
"Min 1x per month","1996","Berlin","East Germany","","","","","3"
"Min 1x per month","1996","Brandenburg","West Germany","","","","","3"
"Min 1x per month","1996","Lower Saxony","West Germany","","","","","3"
"Min 1x per month","1996","Bremen","East Germany","","","","","3"
"Min 1x per month","1996","Bremen","West Germany","","","","","3"
"Min 1x per month","1996","Lower Saxony","East Germany","","","","","3"
"Min 1x per week","1996","Brandenburg","East Germany","","","","","2"
"Min 1x per week","1996","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Min 1x per week","1996","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"Min 1x per week","1996","Saxony","West Germany","","","","","2"
"Min 1x per week","1996","Saxony","East Germany","","","","","2"
"Min 1x per week","1996","Saxony-Anhalt","West Germany","","","","","2"
"Min 1x per week","1996","Saxony-Anhalt","East Germany","","","","","2"
"Min 1x per week","1996","Thuringia","East Germany","","","","","2"
"Min 1x per week","1996","North Rhine-Westphalia","West Germany","","","","","2"
"Min 1x per week","1996","North Rhine-Westphalia","East Germany","","","","","2"
"Min 1x per week","1996","Hesse","West Germany","","","","","2"
"Min 1x per week","1996","Hesse","East Germany","","","","","2"
"Min 1x per week","1996","Thuringia","West Germany","","","","","2"
"Min 1x per week","1996","Schleswig-Holstein","West Germany","","","","","2"
"Min 1x per week","1996","Schleswig-Holstein","East Germany","","","","","2"
"Min 1x per week","1996","Hamburg","West Germany","","","","","2"
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","West Germany","","","","","2"
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Min 1x per week","1996","Baden-Württemberg","West Germany","","","","","2"
"Min 1x per week","1996","Baden-Württemberg","East Germany","","","","","2"
"Min 1x per week","1996","Bavaria","West Germany","","","","","2"
"Min 1x per week","1996","Bavaria","East Germany","","","","","2"
"Min 1x per week","1996","Berlin","West Germany","","","","","2"
"Min 1x per week","1996","Berlin","East Germany","","","","","2"
"Min 1x per week","1996","Brandenburg","West Germany","","","","","2"
"Min 1x per week","1996","Lower Saxony","West Germany","","","","","2"
"Min 1x per week","1996","Bremen","East Germany","","","","","2"
"Min 1x per week","1996","Hamburg","East Germany","","","","","2"
"Min 1x per week","1996","Lower Saxony","East Germany","","","","","2"
"Min 1x per week","1996","Bremen","West Germany","","","","","2"
"Never","1996","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Never","1996","Saxony","West Germany","","","","","5"
"Never","1996","Thuringia","East Germany","","","","","5"
"Never","1996","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Never","1996","Brandenburg","East Germany","","","","","5"
"Never","1996","Saxony-Anhalt","West Germany","","","","","5"
"Never","1996","Saxony-Anhalt","East Germany","","","","","5"
"Never","1996","Thuringia","West Germany","","","","","5"
"Never","1996","Saxony","East Germany","","","","","5"
"Never","1996","Schleswig-Holstein","West Germany","","","","","5"
"Never","1996","Schleswig-Holstein","East Germany","","","","","5"
"Never","1996","Hamburg","West Germany","","","","","5"
"Never","1996","Hamburg","East Germany","","","","","5"
"Never","1996","Lower Saxony","West Germany","","","","","5"
"Never","1996","Lower Saxony","East Germany","","","","","5"
"Never","1996","Bremen","West Germany","","","","","5"
"Never","1996","Bremen","East Germany","","","","","5"
"Never","1996","North Rhine-Westphalia","West Germany","","","","","5"
"Never","1996","North Rhine-Westphalia","East Germany","","","","","5"
"Never","1996","Hesse","West Germany","","","","","5"
"Never","1996","Hesse","East Germany","","","","","5"
"Never","1996","Rhineland-Palatinate,Saarland","West Germany","","","","","5"
"Never","1996","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Never","1996","Baden-Württemberg","West Germany","","","","","5"
"Never","1996","Baden-Württemberg","East Germany","","","","","5"
"Never","1996","Bavaria","West Germany","","","","","5"
"Never","1996","Bavaria","East Germany","","","","","5"
"Never","1996","Berlin","West Germany","","","","","5"
"Never","1996","Berlin","East Germany","","","","","5"
"Never","1996","Brandenburg","West Germany","","","","","5"
"Rarely","1996","Thuringia","East Germany","","","","","4"
"Rarely","1996","Hamburg","West Germany","","","","","4"
"Rarely","1996","Bremen","East Germany","","","","","4"
"Rarely","1996","North Rhine-Westphalia","West Germany","","","","","4"
"Rarely","1996","Mecklenburg-Western Pomerania","East Germany","","","","","4"
"Rarely","1996","Thuringia","West Germany","","","","","4"
"Rarely","1996","Schleswig-Holstein","West Germany","","","","","4"
"Rarely","1996","Schleswig-Holstein","East Germany","","","","","4"
"Rarely","1996","Hamburg","East Germany","","","","","4"
"Rarely","1996","Lower Saxony","West Germany","","","","","4"
"Rarely","1996","Lower Saxony","East Germany","","","","","4"
"Rarely","1996","Bremen","West Germany","","","","","4"
"Rarely","1996","North Rhine-Westphalia","East Germany","","","","","4"
"Rarely","1996","Hesse","West Germany","","","","","4"
"Rarely","1996","Hesse","East Germany","","","","","4"
"Rarely","1996","Rhineland-Palatinate,Saarland","West Germany","","","","","4"
"Rarely","1996","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Rarely","1996","Baden-Württemberg","West Germany","","","","","4"
"Rarely","1996","Baden-Württemberg","East Germany","","","","","4"
"Rarely","1996","Bavaria","West Germany","","","","","4"
"Rarely","1996","Brandenburg","East Germany","","","","","4"
"Rarely","1996","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Rarely","1996","Saxony","West Germany","","","","","4"
"Rarely","1996","Saxony","East Germany","","","","","4"
"Rarely","1996","Saxony-Anhalt","West Germany","","","","","4"
"Rarely","1996","Saxony-Anhalt","East Germany","","","","","4"
"Rarely","1996","Brandenburg","West Germany","","","","","4"
"Rarely","1996","Berlin","West Germany","","","","","4"
"Rarely","1996","Bavaria","East Germany","","","","","4"
"Rarely","1996","Berlin","East Germany","","","","","4"
"Daily","1997","Thuringia","East Germany","","","","","1"
"Daily","1997","Hamburg","West Germany","","","","","1"
"Daily","1997","Hamburg","East Germany","","","","","1"
"Daily","1997","Lower Saxony","West Germany","","","","","1"
"Daily","1997","North Rhine-Westphalia","West Germany","","","","","1"
"Daily","1997","North Rhine-Westphalia","East Germany","","","","","1"
"Daily","1997","Hesse","West Germany","","","","","1"
"Daily","1997","Hesse","East Germany","","","","","1"
"Daily","1997","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Daily","1997","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Daily","1997","Baden-Württemberg","West Germany","","","","","1"
"Daily","1997","Baden-Württemberg","East Germany","","","","","1"
"Daily","1997","Bavaria","West Germany","","","","","1"
"Daily","1997","Bavaria","East Germany","","","","","1"
"Daily","1997","Berlin","West Germany","","","","","1"
"Daily","1997","Berlin","East Germany","","","","","1"
"Daily","1997","Brandenburg","West Germany","","","","","1"
"Daily","1997","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Daily","1997","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Daily","1997","Saxony","West Germany","","","","","1"
"Daily","1997","Saxony","East Germany","","","","","1"
"Daily","1997","Saxony-Anhalt","West Germany","","","","","1"
"Daily","1997","Schleswig-Holstein","West Germany","","","","","1"
"Daily","1997","Schleswig-Holstein","East Germany","","","","","1"
"Daily","1997","Lower Saxony","East Germany","","","","","1"
"Daily","1997","Brandenburg","East Germany","","","","","1"
"Daily","1997","Saxony-Anhalt","East Germany","","","","","1"
"Daily","1997","Thuringia","West Germany","","","","","1"
"Daily","1997","Bremen","West Germany","","","","","1"
"Daily","1997","Bremen","East Germany","","","","","1"
"Min 1x per month","1997","Schleswig-Holstein","West Germany","","","","","3"
"Min 1x per month","1997","Schleswig-Holstein","East Germany","","","","","3"
"Min 1x per month","1997","Hamburg","West Germany","","","","","3"
"Min 1x per month","1997","Hamburg","East Germany","","","","","3"
"Min 1x per month","1997","Brandenburg","East Germany","","","","","3"
"Min 1x per month","1997","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Min 1x per month","1997","Mecklenburg-Western Pomerania","East Germany","","","","","3"
"Min 1x per month","1997","Saxony","West Germany","","","","","3"
"Min 1x per month","1997","Saxony","East Germany","","","","","3"
"Min 1x per month","1997","Saxony-Anhalt","West Germany","","","","","3"
"Min 1x per month","1997","Saxony-Anhalt","East Germany","","","","","3"
"Min 1x per month","1997","Thuringia","West Germany","","","","","3"
"Min 1x per month","1997","Thuringia","East Germany","","","","","3"
"Min 1x per month","1997","North Rhine-Westphalia","West Germany","","","","","3"
"Min 1x per month","1997","North Rhine-Westphalia","East Germany","","","","","3"
"Min 1x per month","1997","Bremen","East Germany","","","","","3"
"Min 1x per month","1997","Hesse","West Germany","","","","","3"
"Min 1x per month","1997","Hesse","East Germany","","","","","3"
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","West Germany","","","","","3"
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Min 1x per month","1997","Baden-Württemberg","West Germany","","","","","3"
"Min 1x per month","1997","Baden-Württemberg","East Germany","","","","","3"
"Min 1x per month","1997","Bavaria","West Germany","","","","","3"
"Min 1x per month","1997","Bavaria","East Germany","","","","","3"
"Min 1x per month","1997","Berlin","West Germany","","","","","3"
"Min 1x per month","1997","Berlin","East Germany","","","","","3"
"Min 1x per month","1997","Brandenburg","West Germany","","","","","3"
"Min 1x per month","1997","Lower Saxony","East Germany","","","","","3"
"Min 1x per month","1997","Bremen","West Germany","","","","","3"
"Min 1x per month","1997","Lower Saxony","West Germany","","","","","3"
"Min 1x per week","1997","Brandenburg","East Germany","","","","","2"
"Min 1x per week","1997","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Min 1x per week","1997","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"Min 1x per week","1997","Saxony","West Germany","","","","","2"
"Min 1x per week","1997","Saxony","East Germany","","","","","2"
"Min 1x per week","1997","Saxony-Anhalt","West Germany","","","","","2"
"Min 1x per week","1997","Saxony-Anhalt","East Germany","","","","","2"
"Min 1x per week","1997","Thuringia","West Germany","","","","","2"
"Min 1x per week","1997","Thuringia","East Germany","","","","","2"
"Min 1x per week","1997","North Rhine-Westphalia","West Germany","","","","","2"
"Min 1x per week","1997","North Rhine-Westphalia","East Germany","","","","","2"
"Min 1x per week","1997","Hesse","West Germany","","","","","2"
"Min 1x per week","1997","Hesse","East Germany","","","","","2"
"Min 1x per week","1997","Schleswig-Holstein","West Germany","","","","","2"
"Min 1x per week","1997","Schleswig-Holstein","East Germany","","","","","2"
"Min 1x per week","1997","Hamburg","West Germany","","","","","2"
"Min 1x per week","1997","Baden-Württemberg","West Germany","","","","","2"
"Min 1x per week","1997","Baden-Württemberg","East Germany","","","","","2"
"Min 1x per week","1997","Bavaria","West Germany","","","","","2"
"Min 1x per week","1997","Bavaria","East Germany","","","","","2"
"Min 1x per week","1997","Berlin","West Germany","","","","","2"
"Min 1x per week","1997","Rhineland-Palatinate,Saarland","West Germany","","","","","2"
"Min 1x per week","1997","Brandenburg","West Germany","","","","","2"
"Min 1x per week","1997","Bremen","West Germany","","","","","2"
"Min 1x per week","1997","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Min 1x per week","1997","Lower Saxony","East Germany","","","","","2"
"Min 1x per week","1997","Lower Saxony","West Germany","","","","","2"
"Min 1x per week","1997","Bremen","East Germany","","","","","2"
"Min 1x per week","1997","Berlin","East Germany","","","","","2"
"Min 1x per week","1997","Hamburg","East Germany","","","","","2"
"Never","1997","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Never","1997","Thuringia","West Germany","","","","","5"
"Never","1997","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Never","1997","Saxony","West Germany","","","","","5"
"Never","1997","Thuringia","East Germany","","","","","5"
"Never","1997","Brandenburg","East Germany","","","","","5"
"Never","1997","Saxony","East Germany","","","","","5"
"Never","1997","Saxony-Anhalt","West Germany","","","","","5"
"Never","1997","Saxony-Anhalt","East Germany","","","","","5"
"Never","1997","Schleswig-Holstein","West Germany","","","","","5"
"Never","1997","Schleswig-Holstein","East Germany","","","","","5"
"Never","1997","Hamburg","West Germany","","","","","5"
"Never","1997","Hamburg","East Germany","","","","","5"
"Never","1997","Lower Saxony","West Germany","","","","","5"
"Never","1997","Lower Saxony","East Germany","","","","","5"
"Never","1997","Bremen","West Germany","","","","","5"
"Never","1997","Bremen","East Germany","","","","","5"
"Never","1997","North Rhine-Westphalia","West Germany","","","","","5"
"Never","1997","North Rhine-Westphalia","East Germany","","","","","5"
"Never","1997","Hesse","West Germany","","","","","5"
"Never","1997","Hesse","East Germany","","","","","5"
"Never","1997","Rhineland-Palatinate,Saarland","West Germany","","","","","5"
"Never","1997","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Never","1997","Baden-Württemberg","West Germany","","","","","5"
"Never","1997","Baden-Württemberg","East Germany","","","","","5"
"Never","1997","Bavaria","West Germany","","","","","5"
"Never","1997","Bavaria","East Germany","","","","","5"
"Never","1997","Berlin","West Germany","","","","","5"
"Never","1997","Berlin","East Germany","","","","","5"
"Never","1997","Brandenburg","West Germany","","","","","5"
"Rarely","1997","Thuringia","East Germany","","","","","4"
"Rarely","1997","Schleswig-Holstein","West Germany","","","","","4"
"Rarely","1997","Schleswig-Holstein","East Germany","","","","","4"
"Rarely","1997","Hamburg","West Germany","","","","","4"
"Rarely","1997","Hamburg","East Germany","","","","","4"
"Rarely","1997","Lower Saxony","West Germany","","","","","4"
"Rarely","1997","Lower Saxony","East Germany","","","","","4"
"Rarely","1997","Bremen","West Germany","","","","","4"
"Rarely","1997","Bremen","East Germany","","","","","4"
"Rarely","1997","North Rhine-Westphalia","West Germany","","","","","4"
"Rarely","1997","Mecklenburg-Western Pomerania","East Germany","","","","","4"
"Rarely","1997","Saxony","West Germany","","","","","4"
"Rarely","1997","Saxony","East Germany","","","","","4"
"Rarely","1997","Saxony-Anhalt","West Germany","","","","","4"
"Rarely","1997","Saxony-Anhalt","East Germany","","","","","4"
"Rarely","1997","Thuringia","West Germany","","","","","4"
"Rarely","1997","North Rhine-Westphalia","East Germany","","","","","4"
"Rarely","1997","Hesse","West Germany","","","","","4"
"Rarely","1997","Hesse","East Germany","","","","","4"
"Rarely","1997","Rhineland-Palatinate,Saarland","West Germany","","","","","4"
"Rarely","1997","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Rarely","1997","Baden-Württemberg","West Germany","","","","","4"
"Rarely","1997","Baden-Württemberg","East Germany","","","","","4"
"Rarely","1997","Bavaria","West Germany","","","","","4"
"Rarely","1997","Brandenburg","East Germany","","","","","4"
"Rarely","1997","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Rarely","1997","Brandenburg","West Germany","","","","","4"
"Rarely","1997","Bavaria","East Germany","","","","","4"
"Rarely","1997","Berlin","West Germany","","","","","4"
"Rarely","1997","Berlin","East Germany","","","","","4"
"Daily","1998","Schleswig-Holstein","West Germany","","","","","1"
"Daily","1998","Schleswig-Holstein","East Germany","","","","","1"
"Daily","1998","Hamburg","West Germany","","","","","1"
"Daily","1998","Hamburg","East Germany","","","","","1"
"Daily","1998","Lower Saxony","West Germany","2","","","","1"
"Daily","1998","Lower Saxony","East Germany","","","","","1"
"Daily","1998","Bremen","West Germany","1","","","","1"
"Daily","1998","Bremen","East Germany","","","","","1"
"Daily","1998","North Rhine-Westphalia","West Germany","4","","","","1"
"Daily","1998","North Rhine-Westphalia","East Germany","","","","","1"
"Daily","1998","Hesse","West Germany","1","","","","1"
"Daily","1998","Hesse","East Germany","","","","","1"
"Daily","1998","Rhineland-Palatinate,Saarland","West Germany","2","","","","1"
"Daily","1998","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Daily","1998","Baden-Württemberg","West Germany","2","","","","1"
"Daily","1998","Baden-Württemberg","East Germany","","","","","1"
"Daily","1998","Bavaria","West Germany","","","","","1"
"Daily","1998","Bavaria","East Germany","","","","","1"
"Daily","1998","Berlin","West Germany","","","","","1"
"Daily","1998","Berlin","East Germany","","","","","1"
"Daily","1998","Brandenburg","West Germany","","","","","1"
"Daily","1998","Brandenburg","East Germany","1","","","","1"
"Daily","1998","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Daily","1998","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Daily","1998","Saxony","West Germany","","","","","1"
"Daily","1998","Saxony","East Germany","3","","","","1"
"Daily","1998","Saxony-Anhalt","West Germany","","","","","1"
"Daily","1998","Saxony-Anhalt","East Germany","","","","","1"
"Daily","1998","Thuringia","West Germany","","","","","1"
"Daily","1998","Thuringia","East Germany","","","","","1"
"Min 1x per month","1998","Schleswig-Holstein","East Germany","","","","","3"
"Min 1x per month","1998","Hamburg","West Germany","13","","","","3"
"Min 1x per month","1998","Hamburg","East Germany","","","","","3"
"Min 1x per month","1998","Schleswig-Holstein","West Germany","33","0.0823502424713118","0.0535095093530203","0.111190975589603","3"
"Min 1x per month","1998","Lower Saxony","West Germany","114","0.0956002849908173","0.0789427467982322","0.112257823183402","3"
"Min 1x per month","1998","Lower Saxony","East Germany","","","","","3"
"Min 1x per month","1998","Bremen","West Germany","5","","","","3"
"Min 1x per month","1998","Bremen","East Germany","","","","","3"
"Min 1x per month","1998","North Rhine-Westphalia","West Germany","224","0.0841115632339174","0.073891020838911","0.0943321056289238","3"
"Min 1x per month","1998","North Rhine-Westphalia","East Germany","","","","","3"
"Min 1x per month","1998","Hesse","West Germany","76","0.070742401476771","0.0543693133479266","0.0871154896056155","3"
"Min 1x per month","1998","Hesse","East Germany","","","","","3"
"Min 1x per month","1998","Rhineland-Palatinate,Saarland","West Germany","63","0.0788660758997194","0.0602354874924583","0.0974966643069805","3"
"Min 1x per month","1998","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Min 1x per month","1998","Baden-Württemberg","West Germany","180","0.0878527967101673","0.0748007302689411","0.100904863151394","3"
"Min 1x per month","1998","Baden-Württemberg","East Germany","","","","","3"
"Min 1x per month","1998","Bavaria","West Germany","147","0.0652890514428566","0.0540654109096893","0.0765126919760239","3"
"Min 1x per month","1998","Bavaria","East Germany","","","","","3"
"Min 1x per month","1998","Berlin","West Germany","22","","","","3"
"Min 1x per month","1998","Berlin","East Germany","9","","","","3"
"Min 1x per month","1998","Brandenburg","West Germany","","","","","3"
"Min 1x per month","1998","Brandenburg","East Germany","36","0.0580444829169329","0.0396685850202936","0.0764203808135722","3"
"Min 1x per month","1998","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Min 1x per month","1998","Mecklenburg-Western Pomerania","East Germany","27","","","","3"
"Min 1x per month","1998","Saxony","West Germany","","","","","3"
"Min 1x per month","1998","Saxony","East Germany","71","0.0535676141783551","0.0407042131893451","0.0664310151673651","3"
"Min 1x per month","1998","Saxony-Anhalt","West Germany","","","","","3"
"Min 1x per month","1998","Saxony-Anhalt","East Germany","48","0.0804022381708903","0.0600395163982682","0.100764959943512","3"
"Min 1x per month","1998","Thuringia","West Germany","","","","","3"
"Min 1x per month","1998","Thuringia","East Germany","58","0.0813406016088831","0.0615108345622608","0.101170368655505","3"
"Min 1x per week","1998","Schleswig-Holstein","East Germany","","","","","2"
"Min 1x per week","1998","Schleswig-Holstein","West Germany","25","","","","2"
"Min 1x per week","1998","Bremen","West Germany","8","","","","2"
"Min 1x per week","1998","Lower Saxony","East Germany","","","","","2"
"Min 1x per week","1998","Hesse","East Germany","","","","","2"
"Min 1x per week","1998","Rhineland-Palatinate,Saarland","West Germany","46","0.0545729178455604","0.0388720856016641","0.0702737500894567","2"
"Min 1x per week","1998","Hamburg","West Germany","7","","","","2"
"Min 1x per week","1998","Hamburg","East Germany","","","","","2"
"Min 1x per week","1998","Lower Saxony","West Germany","63","0.0479208860811353","0.0358204797346115","0.0600212924276591","2"
"Min 1x per week","1998","Hesse","West Germany","61","0.0591849622534599","0.0441161003686584","0.0742538241382614","2"
"Min 1x per week","1998","Bremen","East Germany","","","","","2"
"Min 1x per week","1998","North Rhine-Westphalia","West Germany","146","0.0520726688347059","0.0438914644060556","0.0602538732633561","2"
"Min 1x per week","1998","North Rhine-Westphalia","East Germany","","","","","2"
"Min 1x per week","1998","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
