"pli0089","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1998","indirect migration background","(2a) intermediate vocational","6","","",""
"Min 1x per week","1998","indirect migration background","(2c_gen) general maturity certificate","4","","",""
"Min 1x per week","1998","indirect migration background","(2c_voc) vocational maturity certificate","2","","",""
"Min 1x per week","1998","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1998","indirect migration background","(3b) higher tertiary education","1","","",""
"Min 1x per month","1998","no migration background","(0) in school","46","0.231174030279766","0.17680824748324","0.285539813076292"
"Min 1x per month","1998","no migration background","(1a) inadequately completed","7","","",""
"Min 1x per month","1998","no migration background","(1b) general elementary school","65","0.0422124235879516","0.0311970850331351","0.053227762142768"
"Min 1x per month","1998","no migration background","(1c) basic vocational qualification","261","0.0725390389532414","0.0638952027650377","0.081182875141445"
"Min 1x per month","1998","no migration background","(2b) intermediate general qualification","48","0.100449369623798","0.0716325290336067","0.12926621021399"
"Min 1x per month","1998","no migration background","(2a) intermediate vocational","208","0.0801032643590382","0.0698164513816091","0.0903900773364672"
"Min 1x per month","1998","no migration background","(2c_gen) general maturity certificate","45","0.148554659839452","0.109709073485226","0.187400246193677"
"Min 1x per month","1998","no migration background","(2c_voc) vocational maturity certificate","45","0.102725697335283","0.0759533296660153","0.12949806500455"
"Min 1x per month","1998","no migration background","(3a) lower tertiary education","54","0.0725673575271478","0.0555712912260105","0.0895634238282852"
"Min 1x per month","1998","no migration background","(3b) higher tertiary education","76","0.0899449063660959","0.0707676195748631","0.109122193157329"
"Min 1x per month","1998","direct migration background","(0) in school","5","","",""
"Min 1x per month","1998","direct migration background","(1a) inadequately completed","17","","",""
"Min 1x per month","1998","direct migration background","(1b) general elementary school","34","0.0598595981618513","0.0411714605531387","0.0785477357705639"
"Min 1x per month","1998","direct migration background","(1c) basic vocational qualification","45","0.0654731133525757","0.04571355460255","0.0852326721026015"
"Min 1x per month","1998","direct migration background","(2b) intermediate general qualification","4","","",""
"Min 1x per month","1998","direct migration background","(2a) intermediate vocational","8","","",""
"Min 1x per month","1998","direct migration background","(2c_gen) general maturity certificate","5","","",""
"Min 1x per month","1998","direct migration background","(2c_voc) vocational maturity certificate","12","","",""
"Min 1x per month","1998","direct migration background","(3a) lower tertiary education","2","","",""
"Min 1x per month","1998","direct migration background","(3b) higher tertiary education","8","","",""
"Min 1x per month","1998","indirect migration background","(0) in school","6","","",""
"Min 1x per month","1998","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1998","indirect migration background","(1b) general elementary school","23","","",""
"Min 1x per month","1998","indirect migration background","(1c) basic vocational qualification","11","","",""
"Min 1x per month","1998","indirect migration background","(2b) intermediate general qualification","6","","",""
"Min 1x per month","1998","indirect migration background","(2a) intermediate vocational","5","","",""
"Min 1x per month","1998","indirect migration background","(2c_gen) general maturity certificate","8","","",""
"Min 1x per month","1998","indirect migration background","(2c_voc) vocational maturity certificate","3","","",""
"Min 1x per month","1998","indirect migration background","(3a) lower tertiary education","1","","",""
"Min 1x per month","1998","indirect migration background","(3b) higher tertiary education","3","","",""
"Rarely","1998","no migration background","(0) in school","103","0.442896777060687","0.378840573367558","0.506952980753817"
"Rarely","1998","no migration background","(1a) inadequately completed","17","","",""
"Rarely","1998","no migration background","(1b) general elementary school","240","0.170675715136456","0.15006509005762","0.191286340215292"
"Rarely","1998","no migration background","(1c) basic vocational qualification","1025","0.293623108643353","0.278446100479332","0.308800116807374"
"Rarely","1998","no migration background","(2b) intermediate general qualification","145","0.355415143662062","0.309530436600016","0.401299850724109"
"Rarely","1998","no migration background","(2a) intermediate vocational","926","0.353391085577919","0.335276231635944","0.371505939519893"
"Rarely","1998","no migration background","(2c_gen) general maturity certificate","133","0.371204265562911","0.318434954078697","0.423973577047126"
"Rarely","1998","no migration background","(2c_voc) vocational maturity certificate","197","0.375058380201756","0.332365664852267","0.417751095551246"
"Rarely","1998","no migration background","(3a) lower tertiary education","313","0.333525179523169","0.30263696820251","0.364413390843828"
"Rarely","1998","no migration background","(3b) higher tertiary education","276","0.298805852458111","0.268124201522655","0.329487503393568"
"Rarely","1998","direct migration background","(0) in school","8","","",""
"Rarely","1998","direct migration background","(1a) inadequately completed","52","0.105613787207598","0.0756812565862132","0.135546317828983"
"Rarely","1998","direct migration background","(1b) general elementary school","99","0.159934067698558","0.13105853901666","0.188809596380455"
"Rarely","1998","direct migration background","(1c) basic vocational qualification","160","0.263694023442441","0.228495118578561","0.298892928306322"
"Rarely","1998","direct migration background","(2b) intermediate general qualification","12","","",""
"Rarely","1998","direct migration background","(2a) intermediate vocational","28","","",""
"Rarely","1998","direct migration background","(2c_gen) general maturity certificate","33","0.260616294687027","0.179319242159652","0.341913347214402"
"Rarely","1998","direct migration background","(2c_voc) vocational maturity certificate","30","0.224269778722692","0.15774240944711","0.290797147998274"
"Rarely","1998","direct migration background","(3a) lower tertiary education","21","","",""
"Rarely","1998","direct migration background","(3b) higher tertiary education","42","0.347205946029423","0.26806115023594","0.426350741822906"
"Rarely","1998","indirect migration background","(0) in school","30","0.414045558684446","0.296104049667645","0.531987067701247"
"Rarely","1998","indirect migration background","(1a) inadequately completed","4","","",""
"Rarely","1998","indirect migration background","(1b) general elementary school","34","0.314769672927375","0.23431378438158","0.395225561473171"
"Rarely","1998","indirect migration background","(1c) basic vocational qualification","34","0.352979229050363","0.255852155574759","0.450106302525968"
"Rarely","1998","indirect migration background","(2b) intermediate general qualification","31","0.40221131796937","0.291238031700615","0.513184604238124"
"Rarely","1998","indirect migration background","(2a) intermediate vocational","30","0.412564828453195","0.287999109439508","0.537130547466883"
"Rarely","1998","indirect migration background","(2c_gen) general maturity certificate","19","","",""
"Rarely","1998","indirect migration background","(2c_voc) vocational maturity certificate","9","","",""
"Rarely","1998","indirect migration background","(3a) lower tertiary education","4","","",""
"Rarely","1998","indirect migration background","(3b) higher tertiary education","2","","",""
"Never","1998","no migration background","(0) in school","53","0.202137390300107","0.150349349094992","0.253925431505222"
"Never","1998","no migration background","(1a) inadequately completed","48","0.681513071049453","0.576770266952808","0.786255875146098"
"Never","1998","no migration background","(1b) general elementary school","926","0.753048495040882","0.729424115173294","0.776672874908471"
"Never","1998","no migration background","(1c) basic vocational qualification","2003","0.584027110685109","0.567601488573351","0.600452732796866"
"Never","1998","no migration background","(2b) intermediate general qualification","189","0.474685667563253","0.426814652691696","0.52255668243481"
"Never","1998","no migration background","(2a) intermediate vocational","1389","0.507843108062094","0.488897752303882","0.526788463820305"
"Never","1998","no migration background","(2c_gen) general maturity certificate","124","0.419161929448129","0.365268154111156","0.473055704785102"
"Never","1998","no migration background","(2c_voc) vocational maturity certificate","227","0.468421079089074","0.424417631167209","0.51242452701094"
"Never","1998","no migration background","(3a) lower tertiary education","505","0.56438573800376","0.531901279351175","0.596870196656344"
"Never","1998","no migration background","(3b) higher tertiary education","476","0.582197167872316","0.549138468154468","0.615255867590164"
"Never","1998","direct migration background","(0) in school","14","","",""
"Never","1998","direct migration background","(1a) inadequately completed","319","0.813000606751285","0.775026627132343","0.850974586370227"
"Never","1998","direct migration background","(1b) general elementary school","463","0.754118303442147","0.720195978656632","0.788040628227663"
"Never","1998","direct migration background","(1c) basic vocational qualification","366","0.619547157288552","0.580764510366097","0.658329804211008"
"Never","1998","direct migration background","(2b) intermediate general qualification","22","","",""
"Never","1998","direct migration background","(2a) intermediate vocational","58","0.601730210841966","0.506257996734653","0.697202424949279"
"Never","1998","direct migration background","(2c_gen) general maturity certificate","66","0.658981227058046","0.571187245604635","0.746775208511457"
"Never","1998","direct migration background","(2c_voc) vocational maturity certificate","100","0.667588202680956","0.592451495519805","0.742724909842108"
"Never","1998","direct migration background","(3a) lower tertiary education","28","","",""
"Never","1998","direct migration background","(3b) higher tertiary education","84","0.570365722983218","0.488071971383602","0.652659474582834"
"Never","1998","indirect migration background","(0) in school","21","","",""
"Never","1998","indirect migration background","(1a) inadequately completed","7","","",""
"Never","1998","indirect migration background","(1b) general elementary school","59","0.421191793754185","0.335655506284704","0.506728081223666"
"Never","1998","indirect migration background","(1c) basic vocational qualification","37","0.432477767579036","0.33178924932524","0.533166285832832"
"Never","1998","indirect migration background","(2b) intermediate general qualification","30","0.341904185014793","0.234551173443806","0.449257196585779"
"Never","1998","indirect migration background","(2a) intermediate vocational","19","","",""
"Never","1998","indirect migration background","(2c_gen) general maturity certificate","19","","",""
"Never","1998","indirect migration background","(2c_voc) vocational maturity certificate","8","","",""
"Never","1998","indirect migration background","(3a) lower tertiary education","5","","",""
"Never","1998","indirect migration background","(3b) higher tertiary education","8","","",""
"Daily","1999","no migration background","(0) in school","","","",""
"Daily","1999","no migration background","(1a) inadequately completed","","","",""
"Daily","1999","no migration background","(1b) general elementary school","","","",""
"Daily","1999","no migration background","(1c) basic vocational qualification","","","",""
"Daily","1999","no migration background","(2b) intermediate general qualification","","","",""
"Daily","1999","no migration background","(2a) intermediate vocational","","","",""
"Daily","1999","no migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1999","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1999","no migration background","(3a) lower tertiary education","","","",""
"Daily","1999","no migration background","(3b) higher tertiary education","","","",""
"Daily","1999","direct migration background","(0) in school","","","",""
"Daily","1999","direct migration background","(1a) inadequately completed","","","",""
"Daily","1999","direct migration background","(1b) general elementary school","","","",""
"Daily","1999","direct migration background","(1c) basic vocational qualification","","","",""
"Daily","1999","direct migration background","(2b) intermediate general qualification","","","",""
"Daily","1999","direct migration background","(2a) intermediate vocational","","","",""
"Daily","1999","direct migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1999","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1999","direct migration background","(3a) lower tertiary education","","","",""
"Daily","1999","direct migration background","(3b) higher tertiary education","","","",""
"Daily","1999","indirect migration background","(0) in school","","","",""
"Daily","1999","indirect migration background","(1a) inadequately completed","","","",""
"Daily","1999","indirect migration background","(1b) general elementary school","","","",""
"Daily","1999","indirect migration background","(1c) basic vocational qualification","","","",""
"Daily","1999","indirect migration background","(2b) intermediate general qualification","","","",""
"Daily","1999","indirect migration background","(2a) intermediate vocational","","","",""
"Daily","1999","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1999","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1999","indirect migration background","(3a) lower tertiary education","","","",""
"Daily","1999","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1999","no migration background","(0) in school","","","",""
"Min 1x per week","1999","no migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1999","no migration background","(1b) general elementary school","","","",""
"Min 1x per week","1999","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1999","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1999","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1999","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1999","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1999","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1999","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1999","direct migration background","(0) in school","","","",""
"Min 1x per week","1999","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1999","direct migration background","(1b) general elementary school","","","",""
"Min 1x per week","1999","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1999","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1999","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1999","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1999","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1999","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1999","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1999","indirect migration background","(0) in school","","","",""
"Min 1x per week","1999","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1999","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per week","1999","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1999","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1999","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1999","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1999","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1999","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1999","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1999","no migration background","(0) in school","","","",""
"Min 1x per month","1999","no migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1999","no migration background","(1b) general elementary school","","","",""
"Min 1x per month","1999","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1999","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1999","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1999","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1999","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1999","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1999","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1999","direct migration background","(0) in school","","","",""
"Min 1x per month","1999","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1999","direct migration background","(1b) general elementary school","","","",""
"Min 1x per month","1999","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1999","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1999","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1999","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1999","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1999","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1999","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1999","indirect migration background","(0) in school","","","",""
"Min 1x per month","1999","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1999","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per month","1999","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1999","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1999","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1999","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1999","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1999","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1999","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","1999","no migration background","(0) in school","","","",""
"Rarely","1999","no migration background","(1a) inadequately completed","","","",""
"Rarely","1999","no migration background","(1b) general elementary school","","","",""
"Rarely","1999","no migration background","(1c) basic vocational qualification","","","",""
"Rarely","1999","no migration background","(2b) intermediate general qualification","","","",""
"Rarely","1999","no migration background","(2a) intermediate vocational","","","",""
"Rarely","1999","no migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1999","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1999","no migration background","(3a) lower tertiary education","","","",""
"Rarely","1999","no migration background","(3b) higher tertiary education","","","",""
"Rarely","1999","direct migration background","(0) in school","","","",""
"Rarely","1999","direct migration background","(1a) inadequately completed","","","",""
"Rarely","1999","direct migration background","(1b) general elementary school","","","",""
"Rarely","1999","direct migration background","(1c) basic vocational qualification","","","",""
"Rarely","1999","direct migration background","(2b) intermediate general qualification","","","",""
"Rarely","1999","direct migration background","(2a) intermediate vocational","","","",""
"Rarely","1999","direct migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1999","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1999","direct migration background","(3a) lower tertiary education","","","",""
"Rarely","1999","direct migration background","(3b) higher tertiary education","","","",""
"Rarely","1999","indirect migration background","(0) in school","","","",""
"Rarely","1999","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","1999","indirect migration background","(1b) general elementary school","","","",""
"Rarely","1999","indirect migration background","(1c) basic vocational qualification","","","",""
"Rarely","1999","indirect migration background","(2b) intermediate general qualification","","","",""
"Rarely","1999","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","1999","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1999","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1999","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","1999","indirect migration background","(3b) higher tertiary education","","","",""
"Never","1999","no migration background","(0) in school","","","",""
"Never","1999","no migration background","(1a) inadequately completed","","","",""
"Never","1999","no migration background","(1b) general elementary school","","","",""
"Never","1999","no migration background","(1c) basic vocational qualification","","","",""
"Never","1999","no migration background","(2b) intermediate general qualification","","","",""
"Never","1999","no migration background","(2a) intermediate vocational","","","",""
"Never","1999","no migration background","(2c_gen) general maturity certificate","","","",""
"Never","1999","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1999","no migration background","(3a) lower tertiary education","","","",""
"Never","1999","no migration background","(3b) higher tertiary education","","","",""
"Never","1999","direct migration background","(0) in school","","","",""
"Never","1999","direct migration background","(1a) inadequately completed","","","",""
"Never","1999","direct migration background","(1b) general elementary school","","","",""
"Never","1999","direct migration background","(1c) basic vocational qualification","","","",""
"Never","1999","direct migration background","(2b) intermediate general qualification","","","",""
"Never","1999","direct migration background","(2a) intermediate vocational","","","",""
"Never","1999","direct migration background","(2c_gen) general maturity certificate","","","",""
"Never","1999","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1999","direct migration background","(3a) lower tertiary education","","","",""
"Never","1999","direct migration background","(3b) higher tertiary education","","","",""
"Never","1999","indirect migration background","(0) in school","","","",""
"Never","1999","indirect migration background","(1a) inadequately completed","","","",""
"Never","1999","indirect migration background","(1b) general elementary school","","","",""
"Never","1999","indirect migration background","(1c) basic vocational qualification","","","",""
"Never","1999","indirect migration background","(2b) intermediate general qualification","","","",""
"Never","1999","indirect migration background","(2a) intermediate vocational","","","",""
"Never","1999","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","1999","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1999","indirect migration background","(3a) lower tertiary education","","","",""
"Never","1999","indirect migration background","(3b) higher tertiary education","","","",""
"Daily","2000","no migration background","(0) in school","","","",""
"Daily","2000","no migration background","(1a) inadequately completed","","","",""
"Daily","2000","no migration background","(1b) general elementary school","","","",""
"Daily","2000","no migration background","(1c) basic vocational qualification","","","",""
"Daily","2000","no migration background","(2b) intermediate general qualification","","","",""
"Daily","2000","no migration background","(2a) intermediate vocational","","","",""
"Daily","2000","no migration background","(2c_gen) general maturity certificate","","","",""
"Daily","2000","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","2000","no migration background","(3a) lower tertiary education","","","",""
"Daily","2000","no migration background","(3b) higher tertiary education","","","",""
"Daily","2000","direct migration background","(0) in school","","","",""
"Daily","2000","direct migration background","(1a) inadequately completed","","","",""
"Daily","2000","direct migration background","(1b) general elementary school","","","",""
"Daily","2000","direct migration background","(1c) basic vocational qualification","","","",""
"Daily","2000","direct migration background","(2b) intermediate general qualification","","","",""
"Daily","2000","direct migration background","(2a) intermediate vocational","","","",""
"Daily","2000","direct migration background","(2c_gen) general maturity certificate","","","",""
"Daily","2000","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","2000","direct migration background","(3a) lower tertiary education","","","",""
"Daily","2000","direct migration background","(3b) higher tertiary education","","","",""
"Daily","2000","indirect migration background","(0) in school","","","",""
"Daily","2000","indirect migration background","(1a) inadequately completed","","","",""
"Daily","2000","indirect migration background","(1b) general elementary school","","","",""
"Daily","2000","indirect migration background","(1c) basic vocational qualification","","","",""
"Daily","2000","indirect migration background","(2b) intermediate general qualification","","","",""
"Daily","2000","indirect migration background","(2a) intermediate vocational","","","",""
"Daily","2000","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Daily","2000","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","2000","indirect migration background","(3a) lower tertiary education","","","",""
"Daily","2000","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","2000","no migration background","(0) in school","","","",""
"Min 1x per week","2000","no migration background","(1a) inadequately completed","","","",""
"Min 1x per week","2000","no migration background","(1b) general elementary school","","","",""
"Min 1x per week","2000","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","2000","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","2000","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","2000","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","2000","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","2000","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","2000","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","2000","direct migration background","(0) in school","","","",""
"Min 1x per week","2000","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per week","2000","direct migration background","(1b) general elementary school","","","",""
"Min 1x per week","2000","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","2000","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","2000","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","2000","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","2000","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","2000","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","2000","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","2000","indirect migration background","(0) in school","","","",""
"Min 1x per week","2000","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per week","2000","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per week","2000","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","2000","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","2000","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","2000","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","2000","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","2000","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","2000","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","2000","no migration background","(0) in school","","","",""
"Min 1x per month","2000","no migration background","(1a) inadequately completed","","","",""
"Min 1x per month","2000","no migration background","(1b) general elementary school","","","",""
"Min 1x per month","2000","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","2000","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","2000","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","2000","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","2000","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","2000","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","2000","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","2000","direct migration background","(0) in school","","","",""
"Min 1x per month","2000","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per month","2000","direct migration background","(1b) general elementary school","","","",""
"Min 1x per month","2000","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","2000","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","2000","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","2000","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","2000","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","2000","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","2000","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","2000","indirect migration background","(0) in school","","","",""
"Min 1x per month","2000","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per month","2000","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per month","2000","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","2000","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","2000","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","2000","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","2000","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","2000","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","2000","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","2000","no migration background","(0) in school","","","",""
"Rarely","2000","no migration background","(1a) inadequately completed","","","",""
"Rarely","2000","no migration background","(1b) general elementary school","","","",""
"Rarely","2000","no migration background","(1c) basic vocational qualification","","","",""
"Rarely","2000","no migration background","(2b) intermediate general qualification","","","",""
"Rarely","2000","no migration background","(2a) intermediate vocational","","","",""
"Rarely","2000","no migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2000","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2000","no migration background","(3a) lower tertiary education","","","",""
"Rarely","2000","no migration background","(3b) higher tertiary education","","","",""
"Rarely","2000","direct migration background","(0) in school","","","",""
"Rarely","2000","direct migration background","(1a) inadequately completed","","","",""
"Rarely","2000","direct migration background","(1b) general elementary school","","","",""
"Rarely","2000","direct migration background","(1c) basic vocational qualification","","","",""
"Rarely","2000","direct migration background","(2b) intermediate general qualification","","","",""
"Rarely","2000","direct migration background","(2a) intermediate vocational","","","",""
"Rarely","2000","direct migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2000","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2000","direct migration background","(3a) lower tertiary education","","","",""
"Rarely","2000","direct migration background","(3b) higher tertiary education","","","",""
"Rarely","2000","indirect migration background","(0) in school","","","",""
"Rarely","2000","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","2000","indirect migration background","(1b) general elementary school","","","",""
"Rarely","2000","indirect migration background","(1c) basic vocational qualification","","","",""
"Rarely","2000","indirect migration background","(2b) intermediate general qualification","","","",""
"Rarely","2000","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","2000","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2000","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2000","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","2000","indirect migration background","(3b) higher tertiary education","","","",""
"Never","2000","no migration background","(0) in school","","","",""
"Never","2000","no migration background","(1a) inadequately completed","","","",""
"Never","2000","no migration background","(1b) general elementary school","","","",""
"Never","2000","no migration background","(1c) basic vocational qualification","","","",""
"Never","2000","no migration background","(2b) intermediate general qualification","","","",""
"Never","2000","no migration background","(2a) intermediate vocational","","","",""
"Never","2000","no migration background","(2c_gen) general maturity certificate","","","",""
"Never","2000","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2000","no migration background","(3a) lower tertiary education","","","",""
"Never","2000","no migration background","(3b) higher tertiary education","","","",""
"Never","2000","direct migration background","(0) in school","","","",""
"Never","2000","direct migration background","(1a) inadequately completed","","","",""
"Never","2000","direct migration background","(1b) general elementary school","","","",""
"Never","2000","direct migration background","(1c) basic vocational qualification","","","",""
"Never","2000","direct migration background","(2b) intermediate general qualification","","","",""
"Never","2000","direct migration background","(2a) intermediate vocational","","","",""
"Never","2000","direct migration background","(2c_gen) general maturity certificate","","","",""
"Never","2000","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2000","direct migration background","(3a) lower tertiary education","","","",""
"Never","2000","direct migration background","(3b) higher tertiary education","","","",""
"Never","2000","indirect migration background","(0) in school","","","",""
"Never","2000","indirect migration background","(1a) inadequately completed","","","",""
"Never","2000","indirect migration background","(1b) general elementary school","","","",""
"Never","2000","indirect migration background","(1c) basic vocational qualification","","","",""
"Never","2000","indirect migration background","(2b) intermediate general qualification","","","",""
