"pli0089","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Rarely","1997","college entrance qualification","1-pers.-HH","","","",""
"Rarely","1997","college entrance qualification","(Married) couple without C. ","","","",""
"Rarely","1997","college entrance qualification","Single parent ","","","",""
"Rarely","1997","college entrance qualification","Couple + C. LE 16 ","","","",""
"Rarely","1997","college entrance qualification","Couple + C. GT 16 ","","","",""
"Rarely","1997","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Rarely","1997","Other degree","1-pers.-HH","","","",""
"Rarely","1997","Other degree","(Married) couple without C. ","","","",""
"Rarely","1997","Other degree","Single parent ","","","",""
"Rarely","1997","Other degree","Couple + C. LE 16 ","","","",""
"Rarely","1997","Other degree","Couple + C. GT 16 ","","","",""
"Rarely","1997","Other degree","Couple + C. LE and GT 16","","","",""
"Rarely","1997","no degree/no degree yet","1-pers.-HH","","","",""
"Rarely","1997","no degree/no degree yet","(Married) couple without C. ","","","",""
"Rarely","1997","no degree/no degree yet","Single parent ","","","",""
"Rarely","1997","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Rarely","1997","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Rarely","1997","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Never","1997","lower secondary degree","1-pers.-HH","","","",""
"Never","1997","lower secondary degree","(Married) couple without C. ","","","",""
"Never","1997","lower secondary degree","Single parent ","","","",""
"Never","1997","lower secondary degree","Couple + C. LE 16 ","","","",""
"Never","1997","lower secondary degree","Couple + C. GT 16 ","","","",""
"Never","1997","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Never","1997","secondary school degree","1-pers.-HH","","","",""
"Never","1997","secondary school degree","(Married) couple without C. ","","","",""
"Never","1997","secondary school degree","Single parent ","","","",""
"Never","1997","secondary school degree","Couple + C. LE 16 ","","","",""
"Never","1997","secondary school degree","Couple + C. GT 16 ","","","",""
"Never","1997","secondary school degree","Couple + C. LE and GT 16","","","",""
"Never","1997","college entrance qualification","1-pers.-HH","","","",""
"Never","1997","college entrance qualification","(Married) couple without C. ","","","",""
"Never","1997","college entrance qualification","Single parent ","","","",""
"Never","1997","college entrance qualification","Couple + C. LE 16 ","","","",""
"Never","1997","college entrance qualification","Couple + C. GT 16 ","","","",""
"Never","1997","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Never","1997","Other degree","1-pers.-HH","","","",""
"Never","1997","Other degree","(Married) couple without C. ","","","",""
"Never","1997","Other degree","Single parent ","","","",""
"Never","1997","Other degree","Couple + C. LE 16 ","","","",""
"Never","1997","Other degree","Couple + C. GT 16 ","","","",""
"Never","1997","Other degree","Couple + C. LE and GT 16","","","",""
"Never","1997","no degree/no degree yet","1-pers.-HH","","","",""
"Never","1997","no degree/no degree yet","(Married) couple without C. ","","","",""
"Never","1997","no degree/no degree yet","Single parent ","","","",""
"Never","1997","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Never","1997","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Never","1997","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Daily","1998","lower secondary degree","1-pers.-HH","","","",""
"Daily","1998","lower secondary degree","(Married) couple without C. ","6","","",""
"Daily","1998","lower secondary degree","Single parent ","1","","",""
"Daily","1998","lower secondary degree","Couple + C. LE 16 ","1","","",""
"Daily","1998","lower secondary degree","Couple + C. GT 16 ","2","","",""
"Daily","1998","lower secondary degree","Couple + C. LE and GT 16","1","","",""
"Daily","1998","secondary school degree","1-pers.-HH","1","","",""
"Daily","1998","secondary school degree","(Married) couple without C. ","","","",""
"Daily","1998","secondary school degree","Single parent ","","","",""
"Daily","1998","secondary school degree","Couple + C. LE 16 ","1","","",""
"Daily","1998","secondary school degree","Couple + C. GT 16 ","","","",""
"Daily","1998","secondary school degree","Couple + C. LE and GT 16","","","",""
"Daily","1998","college entrance qualification","1-pers.-HH","1","","",""
"Daily","1998","college entrance qualification","(Married) couple without C. ","","","",""
"Daily","1998","college entrance qualification","Single parent ","","","",""
"Daily","1998","college entrance qualification","Couple + C. LE 16 ","","","",""
"Daily","1998","college entrance qualification","Couple + C. GT 16 ","2","","",""
"Daily","1998","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Daily","1998","Other degree","1-pers.-HH","","","",""
"Daily","1998","Other degree","(Married) couple without C. ","","","",""
"Daily","1998","Other degree","Single parent ","","","",""
"Daily","1998","Other degree","Couple + C. LE 16 ","","","",""
"Daily","1998","Other degree","Couple + C. GT 16 ","","","",""
"Daily","1998","Other degree","Couple + C. LE and GT 16","","","",""
"Daily","1998","no degree/no degree yet","1-pers.-HH","","","",""
"Daily","1998","no degree/no degree yet","(Married) couple without C. ","","","",""
"Daily","1998","no degree/no degree yet","Single parent ","","","",""
"Daily","1998","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Daily","1998","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Daily","1998","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1998","lower secondary degree","1-pers.-HH","31","0.0322884642386738","0.020100278494254","0.0444766499830936"
"Min 1x per week","1998","lower secondary degree","(Married) couple without C. ","65","0.0333293685698536","0.0256285007039979","0.0410302364357093"
"Min 1x per week","1998","lower secondary degree","Single parent ","26","","",""
"Min 1x per week","1998","lower secondary degree","Couple + C. LE 16 ","62","0.0794836182143665","0.0621918765189084","0.0967753599098246"
"Min 1x per week","1998","lower secondary degree","Couple + C. GT 16 ","41","0.0530562594665203","0.0382720488038904","0.0678404701291502"
"Min 1x per week","1998","lower secondary degree","Couple + C. LE and GT 16","28","","",""
"Min 1x per week","1998","secondary school degree","1-pers.-HH","14","","",""
"Min 1x per week","1998","secondary school degree","(Married) couple without C. ","43","0.0503416526833815","0.0358293182496214","0.0648539871171415"
"Min 1x per week","1998","secondary school degree","Single parent ","15","","",""
"Min 1x per week","1998","secondary school degree","Couple + C. LE 16 ","74","0.0619958810354457","0.0480463072683491","0.0759454548025423"
"Min 1x per week","1998","secondary school degree","Couple + C. GT 16 ","42","0.0846111604017688","0.0635223702957541","0.105699950507784"
"Min 1x per week","1998","secondary school degree","Couple + C. LE and GT 16","25","","",""
"Min 1x per week","1998","college entrance qualification","1-pers.-HH","12","","",""
"Min 1x per week","1998","college entrance qualification","(Married) couple without C. ","13","","",""
"Min 1x per week","1998","college entrance qualification","Single parent ","9","","",""
"Min 1x per week","1998","college entrance qualification","Couple + C. LE 16 ","24","","",""
"Min 1x per week","1998","college entrance qualification","Couple + C. GT 16 ","19","","",""
"Min 1x per week","1998","college entrance qualification","Couple + C. LE and GT 16","10","","",""
"Min 1x per week","1998","Other degree","1-pers.-HH","1","","",""
"Min 1x per week","1998","Other degree","(Married) couple without C. ","5","","",""
"Min 1x per week","1998","Other degree","Single parent ","","","",""
"Min 1x per week","1998","Other degree","Couple + C. LE 16 ","16","","",""
"Min 1x per week","1998","Other degree","Couple + C. GT 16 ","18","","",""
"Min 1x per week","1998","Other degree","Couple + C. LE and GT 16","3","","",""
"Min 1x per week","1998","no degree/no degree yet","1-pers.-HH","4","","",""
"Min 1x per week","1998","no degree/no degree yet","(Married) couple without C. ","2","","",""
"Min 1x per week","1998","no degree/no degree yet","Single parent ","6","","",""
"Min 1x per week","1998","no degree/no degree yet","Couple + C. LE 16 ","5","","",""
"Min 1x per week","1998","no degree/no degree yet","Couple + C. GT 16 ","19","","",""
"Min 1x per week","1998","no degree/no degree yet","Couple + C. LE and GT 16","24","","",""
"Min 1x per month","1998","lower secondary degree","1-pers.-HH","46","0.0448165361631383","0.0305504464132699","0.0590826259130067"
"Min 1x per month","1998","lower secondary degree","(Married) couple without C. ","134","0.0622259873241066","0.0518621196007777","0.0725898550474354"
"Min 1x per month","1998","lower secondary degree","Single parent ","28","","",""
"Min 1x per month","1998","lower secondary degree","Couple + C. LE 16 ","95","0.0864532353285543","0.0684876992238675","0.104418771433241"
"Min 1x per month","1998","lower secondary degree","Couple + C. GT 16 ","77","0.082118316154042","0.0640098732198663","0.100226759088218"
"Min 1x per month","1998","lower secondary degree","Couple + C. LE and GT 16","28","","",""
"Min 1x per month","1998","secondary school degree","1-pers.-HH","36","0.0763497625299513","0.050952841752508","0.101746683307395"
"Min 1x per month","1998","secondary school degree","(Married) couple without C. ","52","0.0650661133167052","0.0486957721027408","0.0814364545306696"
"Min 1x per month","1998","secondary school degree","Single parent ","17","","",""
"Min 1x per month","1998","secondary school degree","Couple + C. LE 16 ","90","0.0760132433163016","0.060682802179668","0.0913436844529353"
"Min 1x per month","1998","secondary school degree","Couple + C. GT 16 ","66","0.0991684462741802","0.0765197305063514","0.121817162042009"
"Min 1x per month","1998","secondary school degree","Couple + C. LE and GT 16","31","0.110063702855474","0.0783026277257783","0.141824777985171"
"Min 1x per month","1998","college entrance qualification","1-pers.-HH","34","0.128561535944222","0.0909357840006489","0.166187287887795"
"Min 1x per month","1998","college entrance qualification","(Married) couple without C. ","47","0.055173817198313","0.0371582481401312","0.0731893862564948"
"Min 1x per month","1998","college entrance qualification","Single parent ","8","","",""
"Min 1x per month","1998","college entrance qualification","Couple + C. LE 16 ","35","0.0719453728515185","0.0501310411570348","0.0937597045460023"
"Min 1x per month","1998","college entrance qualification","Couple + C. GT 16 ","43","0.118553868993949","0.0860517222720049","0.151056015715893"
"Min 1x per month","1998","college entrance qualification","Couple + C. LE and GT 16","26","","",""
"Min 1x per month","1998","Other degree","1-pers.-HH","4","","",""
"Min 1x per month","1998","Other degree","(Married) couple without C. ","14","","",""
"Min 1x per month","1998","Other degree","Single parent ","","","",""
"Min 1x per month","1998","Other degree","Couple + C. LE 16 ","9","","",""
"Min 1x per month","1998","Other degree","Couple + C. GT 16 ","15","","",""
"Min 1x per month","1998","Other degree","Couple + C. LE and GT 16","4","","",""
"Min 1x per month","1998","no degree/no degree yet","1-pers.-HH","2","","",""
"Min 1x per month","1998","no degree/no degree yet","(Married) couple without C. ","6","","",""
"Min 1x per month","1998","no degree/no degree yet","Single parent ","6","","",""
"Min 1x per month","1998","no degree/no degree yet","Couple + C. LE 16 ","5","","",""
"Min 1x per month","1998","no degree/no degree yet","Couple + C. GT 16 ","29","","",""
"Min 1x per month","1998","no degree/no degree yet","Couple + C. LE and GT 16","30","0.161000541006158","0.112323906709398","0.209677175302919"
"Rarely","1998","lower secondary degree","1-pers.-HH","122","0.140266056607635","0.116321834014118","0.164210279201153"
"Rarely","1998","lower secondary degree","(Married) couple without C. ","536","0.275951845134075","0.256774554803792","0.295129135464359"
"Rarely","1998","lower secondary degree","Single parent ","68","0.290394362981509","0.236248057612063","0.344540668350956"
"Rarely","1998","lower secondary degree","Couple + C. LE 16 ","309","0.327576314729838","0.297573506103676","0.357579123356"
"Rarely","1998","lower secondary degree","Couple + C. GT 16 ","280","0.317212975147527","0.286516688579796","0.347909261715259"
"Rarely","1998","lower secondary degree","Couple + C. LE and GT 16","118","0.398379947813593","0.34431662920314","0.452443266424046"
"Rarely","1998","secondary school degree","1-pers.-HH","127","0.280500450175765","0.237536372766519","0.32346452758501"
"Rarely","1998","secondary school degree","(Married) couple without C. ","279","0.307230638745482","0.27660984483724","0.337851432653724"
"Rarely","1998","secondary school degree","Single parent ","67","0.311382083274747","0.247682580680514","0.375081585868981"
"Rarely","1998","secondary school degree","Couple + C. LE 16 ","421","0.395603498399146","0.367317717066779","0.423889279731512"
"Rarely","1998","secondary school degree","Couple + C. GT 16 ","235","0.372926976243991","0.336282713271991","0.409571239215991"
"Rarely","1998","secondary school degree","Couple + C. LE and GT 16","137","0.373179800428203","0.324097576685831","0.422262024170575"
"Rarely","1998","college entrance qualification","1-pers.-HH","98","0.294946974053598","0.243685137433738","0.346208810673458"
"Rarely","1998","college entrance qualification","(Married) couple without C. ","213","0.312248100806012","0.275682618102996","0.348813583509027"
"Rarely","1998","college entrance qualification","Single parent ","42","0.417941053720725","0.321751390281697","0.514130717159754"
"Rarely","1998","college entrance qualification","Couple + C. LE 16 ","205","0.376108141677378","0.33521365746932","0.417002625885436"
"Rarely","1998","college entrance qualification","Couple + C. GT 16 ","157","0.38749589591905","0.338513012371611","0.43647877946649"
"Rarely","1998","college entrance qualification","Couple + C. LE and GT 16","61","0.416599042957171","0.340683048341906","0.492515037572437"
"Rarely","1998","Other degree","1-pers.-HH","11","","",""
"Rarely","1998","Other degree","(Married) couple without C. ","39","0.162158205937734","0.11431380257147","0.210002609303999"
"Rarely","1998","Other degree","Single parent ","3","","",""
"Rarely","1998","Other degree","Couple + C. LE 16 ","62","0.26563990563616","0.211535914720668","0.319743896551653"
"Rarely","1998","Other degree","Couple + C. GT 16 ","54","0.25571230810346","0.199695757113069","0.311728859093851"
"Rarely","1998","Other degree","Couple + C. LE and GT 16","26","","",""
"Rarely","1998","no degree/no degree yet","1-pers.-HH","3","","",""
"Rarely","1998","no degree/no degree yet","(Married) couple without C. ","10","","",""
"Rarely","1998","no degree/no degree yet","Single parent ","18","","",""
"Rarely","1998","no degree/no degree yet","Couple + C. LE 16 ","11","","",""
"Rarely","1998","no degree/no degree yet","Couple + C. GT 16 ","71","0.323275468628744","0.265754847418111","0.380796089839376"
"Rarely","1998","no degree/no degree yet","Couple + C. LE and GT 16","79","0.347478166873721","0.284413323967157","0.410543009780284"
"Never","1998","lower secondary degree","1-pers.-HH","609","0.782628942990553","0.754189491125129","0.811068394855976"
"Never","1998","lower secondary degree","(Married) couple without C. ","1346","0.625682306373373","0.604919599077126","0.64644501366962"
"Never","1998","lower secondary degree","Single parent ","147","0.524682635301788","0.465115543850574","0.584249726753002"
"Never","1998","lower secondary degree","Couple + C. LE 16 ","473","0.505057888274174","0.473096035478642","0.537019741069706"
"Never","1998","lower secondary degree","Couple + C. GT 16 ","483","0.546876360413976","0.514042596237364","0.579710124590589"
"Never","1998","lower secondary degree","Couple + C. LE and GT 16","140","0.424868469595818","0.370279656201577","0.479457282990059"
"Never","1998","secondary school degree","1-pers.-HH","242","0.612156996829077","0.56555732747231","0.658756666185843"
"Never","1998","secondary school degree","(Married) couple without C. ","498","0.577361595254431","0.544574852448282","0.610148338060581"
"Never","1998","secondary school degree","Single parent ","104","0.523244461098805","0.454537575078766","0.591951347118845"
"Never","1998","secondary school degree","Couple + C. LE 16 ","562","0.465881964874764","0.437026125119307","0.494737804630221"
"Never","1998","secondary school degree","Couple + C. GT 16 ","326","0.44329341708006","0.405649582912708","0.480937251247413"
"Never","1998","secondary school degree","Couple + C. LE and GT 16","180","0.437993405641685","0.387643557297823","0.488343253985546"
"Never","1998","college entrance qualification","1-pers.-HH","159","0.545811142082827","0.489841731194804","0.60178055297085"
"Never","1998","college entrance qualification","(Married) couple without C. ","344","0.606413039046563","0.567864304521932","0.644961773571193"
"Never","1998","college entrance qualification","Single parent ","42","0.375783951796729","0.281329162472698","0.470238741120759"
"Never","1998","college entrance qualification","Couple + C. LE 16 ","275","0.506477689061992","0.46427041898745","0.548684959136533"
"Never","1998","college entrance qualification","Couple + C. GT 16 ","159","0.425404603387735","0.375695210795091","0.475113995980379"
"Never","1998","college entrance qualification","Couple + C. LE and GT 16","65","0.356056785674811","0.282321731656653","0.429791839692969"
"Never","1998","Other degree","1-pers.-HH","50","0.750258980569521","0.645828647141447","0.854689313997596"
"Never","1998","Other degree","(Married) couple without C. ","170","0.771039184373444","0.716501150912253","0.825577217834636"
"Never","1998","Other degree","Single parent ","27","","",""
"Never","1998","Other degree","Couple + C. LE 16 ","169","0.631963883397672","0.57288674403644","0.691041022758903"
"Never","1998","Other degree","Couple + C. GT 16 ","146","0.577134790527874","0.513702596117972","0.640566984937776"
"Never","1998","Other degree","Couple + C. LE and GT 16","87","0.690485710341447","0.607772444693093","0.773198975989802"
"Never","1998","no degree/no degree yet","1-pers.-HH","24","","",""
"Never","1998","no degree/no degree yet","(Married) couple without C. ","87","0.855507942389288","0.788258691309002","0.922757193469574"
"Never","1998","no degree/no degree yet","Single parent ","26","","",""
"Never","1998","no degree/no degree yet","Couple + C. LE 16 ","49","0.692535862882","0.584437917746151","0.800633808017849"
"Never","1998","no degree/no degree yet","Couple + C. GT 16 ","135","0.442148609791567","0.381072041905755","0.503225177677378"
"Never","1998","no degree/no degree yet","Couple + C. LE and GT 16","86","0.345137428874416","0.282172727524006","0.408102130224827"
"Daily","1999","lower secondary degree","1-pers.-HH","","","",""
"Daily","1999","lower secondary degree","(Married) couple without C. ","","","",""
"Daily","1999","lower secondary degree","Single parent ","","","",""
"Daily","1999","lower secondary degree","Couple + C. LE 16 ","","","",""
"Daily","1999","lower secondary degree","Couple + C. GT 16 ","","","",""
"Daily","1999","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Daily","1999","secondary school degree","1-pers.-HH","","","",""
"Daily","1999","secondary school degree","(Married) couple without C. ","","","",""
"Daily","1999","secondary school degree","Single parent ","","","",""
"Daily","1999","secondary school degree","Couple + C. LE 16 ","","","",""
"Daily","1999","secondary school degree","Couple + C. GT 16 ","","","",""
"Daily","1999","secondary school degree","Couple + C. LE and GT 16","","","",""
"Daily","1999","college entrance qualification","1-pers.-HH","","","",""
"Daily","1999","college entrance qualification","(Married) couple without C. ","","","",""
"Daily","1999","college entrance qualification","Single parent ","","","",""
"Daily","1999","college entrance qualification","Couple + C. LE 16 ","","","",""
"Daily","1999","college entrance qualification","Couple + C. GT 16 ","","","",""
"Daily","1999","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Daily","1999","Other degree","1-pers.-HH","","","",""
"Daily","1999","Other degree","(Married) couple without C. ","","","",""
"Daily","1999","Other degree","Single parent ","","","",""
"Daily","1999","Other degree","Couple + C. LE 16 ","","","",""
"Daily","1999","Other degree","Couple + C. GT 16 ","","","",""
"Daily","1999","Other degree","Couple + C. LE and GT 16","","","",""
"Daily","1999","no degree/no degree yet","1-pers.-HH","","","",""
"Daily","1999","no degree/no degree yet","(Married) couple without C. ","","","",""
"Daily","1999","no degree/no degree yet","Single parent ","","","",""
"Daily","1999","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Daily","1999","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Daily","1999","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1999","lower secondary degree","1-pers.-HH","","","",""
"Min 1x per week","1999","lower secondary degree","(Married) couple without C. ","","","",""
"Min 1x per week","1999","lower secondary degree","Single parent ","","","",""
"Min 1x per week","1999","lower secondary degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1999","lower secondary degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1999","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1999","secondary school degree","1-pers.-HH","","","",""
"Min 1x per week","1999","secondary school degree","(Married) couple without C. ","","","",""
"Min 1x per week","1999","secondary school degree","Single parent ","","","",""
"Min 1x per week","1999","secondary school degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1999","secondary school degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1999","secondary school degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1999","college entrance qualification","1-pers.-HH","","","",""
"Min 1x per week","1999","college entrance qualification","(Married) couple without C. ","","","",""
"Min 1x per week","1999","college entrance qualification","Single parent ","","","",""
"Min 1x per week","1999","college entrance qualification","Couple + C. LE 16 ","","","",""
"Min 1x per week","1999","college entrance qualification","Couple + C. GT 16 ","","","",""
"Min 1x per week","1999","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1999","Other degree","1-pers.-HH","","","",""
"Min 1x per week","1999","Other degree","(Married) couple without C. ","","","",""
"Min 1x per week","1999","Other degree","Single parent ","","","",""
"Min 1x per week","1999","Other degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1999","Other degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1999","Other degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1999","no degree/no degree yet","1-pers.-HH","","","",""
"Min 1x per week","1999","no degree/no degree yet","(Married) couple without C. ","","","",""
"Min 1x per week","1999","no degree/no degree yet","Single parent ","","","",""
"Min 1x per week","1999","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Min 1x per week","1999","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Min 1x per week","1999","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1999","lower secondary degree","1-pers.-HH","","","",""
"Min 1x per month","1999","lower secondary degree","(Married) couple without C. ","","","",""
"Min 1x per month","1999","lower secondary degree","Single parent ","","","",""
"Min 1x per month","1999","lower secondary degree","Couple + C. LE 16 ","","","",""
"Min 1x per month","1999","lower secondary degree","Couple + C. GT 16 ","","","",""
"Min 1x per month","1999","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1999","secondary school degree","1-pers.-HH","","","",""
"Min 1x per month","1999","secondary school degree","(Married) couple without C. ","","","",""
"Min 1x per month","1999","secondary school degree","Single parent ","","","",""
"Min 1x per month","1999","secondary school degree","Couple + C. LE 16 ","","","",""
"Min 1x per month","1999","secondary school degree","Couple + C. GT 16 ","","","",""
"Min 1x per month","1999","secondary school degree","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1999","college entrance qualification","1-pers.-HH","","","",""
"Min 1x per month","1999","college entrance qualification","(Married) couple without C. ","","","",""
"Min 1x per month","1999","college entrance qualification","Single parent ","","","",""
"Min 1x per month","1999","college entrance qualification","Couple + C. LE 16 ","","","",""
"Min 1x per month","1999","college entrance qualification","Couple + C. GT 16 ","","","",""
"Min 1x per month","1999","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1999","Other degree","1-pers.-HH","","","",""
"Min 1x per month","1999","Other degree","(Married) couple without C. ","","","",""
"Min 1x per month","1999","Other degree","Single parent ","","","",""
"Min 1x per month","1999","Other degree","Couple + C. LE 16 ","","","",""
"Min 1x per month","1999","Other degree","Couple + C. GT 16 ","","","",""
"Min 1x per month","1999","Other degree","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1999","no degree/no degree yet","1-pers.-HH","","","",""
"Min 1x per month","1999","no degree/no degree yet","(Married) couple without C. ","","","",""
"Min 1x per month","1999","no degree/no degree yet","Single parent ","","","",""
"Min 1x per month","1999","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Min 1x per month","1999","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Min 1x per month","1999","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Rarely","1999","lower secondary degree","1-pers.-HH","","","",""
"Rarely","1999","lower secondary degree","(Married) couple without C. ","","","",""
"Rarely","1999","lower secondary degree","Single parent ","","","",""
"Rarely","1999","lower secondary degree","Couple + C. LE 16 ","","","",""
"Rarely","1999","lower secondary degree","Couple + C. GT 16 ","","","",""
"Rarely","1999","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Rarely","1999","secondary school degree","1-pers.-HH","","","",""
"Rarely","1999","secondary school degree","(Married) couple without C. ","","","",""
"Rarely","1999","secondary school degree","Single parent ","","","",""
"Rarely","1999","secondary school degree","Couple + C. LE 16 ","","","",""
"Rarely","1999","secondary school degree","Couple + C. GT 16 ","","","",""
"Rarely","1999","secondary school degree","Couple + C. LE and GT 16","","","",""
"Rarely","1999","college entrance qualification","1-pers.-HH","","","",""
"Rarely","1999","college entrance qualification","(Married) couple without C. ","","","",""
"Rarely","1999","college entrance qualification","Single parent ","","","",""
"Rarely","1999","college entrance qualification","Couple + C. LE 16 ","","","",""
"Rarely","1999","college entrance qualification","Couple + C. GT 16 ","","","",""
"Rarely","1999","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Rarely","1999","Other degree","1-pers.-HH","","","",""
"Rarely","1999","Other degree","(Married) couple without C. ","","","",""
"Rarely","1999","Other degree","Single parent ","","","",""
"Rarely","1999","Other degree","Couple + C. LE 16 ","","","",""
"Rarely","1999","Other degree","Couple + C. GT 16 ","","","",""
"Rarely","1999","Other degree","Couple + C. LE and GT 16","","","",""
"Rarely","1999","no degree/no degree yet","1-pers.-HH","","","",""
"Rarely","1999","no degree/no degree yet","(Married) couple without C. ","","","",""
"Rarely","1999","no degree/no degree yet","Single parent ","","","",""
"Rarely","1999","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Rarely","1999","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Rarely","1999","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Never","1999","lower secondary degree","1-pers.-HH","","","",""
"Never","1999","lower secondary degree","(Married) couple without C. ","","","",""
"Never","1999","lower secondary degree","Single parent ","","","",""
"Never","1999","lower secondary degree","Couple + C. LE 16 ","","","",""
"Never","1999","lower secondary degree","Couple + C. GT 16 ","","","",""
"Never","1999","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Never","1999","secondary school degree","1-pers.-HH","","","",""
"Never","1999","secondary school degree","(Married) couple without C. ","","","",""
"Never","1999","secondary school degree","Single parent ","","","",""
"Never","1999","secondary school degree","Couple + C. LE 16 ","","","",""
"Never","1999","secondary school degree","Couple + C. GT 16 ","","","",""
"Never","1999","secondary school degree","Couple + C. LE and GT 16","","","",""
"Never","1999","college entrance qualification","1-pers.-HH","","","",""
"Never","1999","college entrance qualification","(Married) couple without C. ","","","",""
"Never","1999","college entrance qualification","Single parent ","","","",""
"Never","1999","college entrance qualification","Couple + C. LE 16 ","","","",""
"Never","1999","college entrance qualification","Couple + C. GT 16 ","","","",""
"Never","1999","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Never","1999","Other degree","1-pers.-HH","","","",""
"Never","1999","Other degree","(Married) couple without C. ","","","",""
"Never","1999","Other degree","Single parent ","","","",""
"Never","1999","Other degree","Couple + C. LE 16 ","","","",""
"Never","1999","Other degree","Couple + C. GT 16 ","","","",""
"Never","1999","Other degree","Couple + C. LE and GT 16","","","",""
"Never","1999","no degree/no degree yet","1-pers.-HH","","","",""
"Never","1999","no degree/no degree yet","(Married) couple without C. ","","","",""
"Never","1999","no degree/no degree yet","Single parent ","","","",""
"Never","1999","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Never","1999","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Never","1999","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Daily","2000","lower secondary degree","1-pers.-HH","","","",""
"Daily","2000","lower secondary degree","(Married) couple without C. ","","","",""
"Daily","2000","lower secondary degree","Single parent ","","","",""
"Daily","2000","lower secondary degree","Couple + C. LE 16 ","","","",""
"Daily","2000","lower secondary degree","Couple + C. GT 16 ","","","",""
"Daily","2000","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Daily","2000","secondary school degree","1-pers.-HH","","","",""
"Daily","2000","secondary school degree","(Married) couple without C. ","","","",""
"Daily","2000","secondary school degree","Single parent ","","","",""
"Daily","2000","secondary school degree","Couple + C. LE 16 ","","","",""
"Daily","2000","secondary school degree","Couple + C. GT 16 ","","","",""
"Daily","2000","secondary school degree","Couple + C. LE and GT 16","","","",""
"Daily","2000","college entrance qualification","1-pers.-HH","","","",""
"Daily","2000","college entrance qualification","(Married) couple without C. ","","","",""
"Daily","2000","college entrance qualification","Single parent ","","","",""
"Daily","2000","college entrance qualification","Couple + C. LE 16 ","","","",""
"Daily","2000","college entrance qualification","Couple + C. GT 16 ","","","",""
"Daily","2000","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Daily","2000","Other degree","1-pers.-HH","","","",""
"Daily","2000","Other degree","(Married) couple without C. ","","","",""
"Daily","2000","Other degree","Single parent ","","","",""
"Daily","2000","Other degree","Couple + C. LE 16 ","","","",""
"Daily","2000","Other degree","Couple + C. GT 16 ","","","",""
"Daily","2000","Other degree","Couple + C. LE and GT 16","","","",""
"Daily","2000","no degree/no degree yet","1-pers.-HH","","","",""
"Daily","2000","no degree/no degree yet","(Married) couple without C. ","","","",""
