"pli0089","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1997","middle vocational","Female","","","",""
"Min 1x per month","1997","vocational + Abi","Male","","","",""
"Min 1x per month","1997","vocational + Abi","Female","","","",""
"Min 1x per month","1997","higher vocational","Male","","","",""
"Min 1x per month","1997","higher vocational","Female","","","",""
"Min 1x per month","1997","higher education","Male","","","",""
"Min 1x per month","1997","higher education","Female","","","",""
"Rarely","1997","in school","Male","","","",""
"Rarely","1997","in school","Female","","","",""
"Rarely","1997","inadequately","Male","","","",""
"Rarely","1997","inadequately","Female","","","",""
"Rarely","1997","general elemantary","Male","","","",""
"Rarely","1997","general elemantary","Female","","","",""
"Rarely","1997","middle vocational","Male","","","",""
"Rarely","1997","middle vocational","Female","","","",""
"Rarely","1997","vocational + Abi","Male","","","",""
"Rarely","1997","vocational + Abi","Female","","","",""
"Rarely","1997","higher vocational","Male","","","",""
"Rarely","1997","higher vocational","Female","","","",""
"Rarely","1997","higher education","Male","","","",""
"Rarely","1997","higher education","Female","","","",""
"Never","1997","in school","Male","","","",""
"Never","1997","in school","Female","","","",""
"Never","1997","inadequately","Male","","","",""
"Never","1997","inadequately","Female","","","",""
"Never","1997","general elemantary","Male","","","",""
"Never","1997","general elemantary","Female","","","",""
"Never","1997","middle vocational","Male","","","",""
"Never","1997","middle vocational","Female","","","",""
"Never","1997","vocational + Abi","Male","","","",""
"Never","1997","vocational + Abi","Female","","","",""
"Never","1997","higher vocational","Male","","","",""
"Never","1997","higher vocational","Female","","","",""
"Never","1997","higher education","Male","","","",""
"Never","1997","higher education","Female","","","",""
"Daily","1998","in school","Male","","","",""
"Daily","1998","in school","Female","","","",""
"Daily","1998","inadequately","Male","","","",""
"Daily","1998","inadequately","Female","","","",""
"Daily","1998","general elemantary","Male","2","","",""
"Daily","1998","general elemantary","Female","","","",""
"Daily","1998","middle vocational","Male","7","","",""
"Daily","1998","middle vocational","Female","4","","",""
"Daily","1998","vocational + Abi","Male","","","",""
"Daily","1998","vocational + Abi","Female","1","","",""
"Daily","1998","higher vocational","Male","2","","",""
"Daily","1998","higher vocational","Female","","","",""
"Daily","1998","higher education","Male","","","",""
"Daily","1998","higher education","Female","","","",""
"Min 1x per week","1998","in school","Male","31","0.205997823752526","0.143911427641729","0.268084219863323"
"Min 1x per week","1998","in school","Female","11","","",""
"Min 1x per week","1998","inadequately","Male","19","","",""
"Min 1x per week","1998","inadequately","Female","2","","",""
"Min 1x per week","1998","general elemantary","Male","94","0.092324800363262","0.0736087261477983","0.111040874578726"
"Min 1x per week","1998","general elemantary","Female","31","0.0173389066884319","0.0109609318099896","0.0237168815668741"
"Min 1x per week","1998","middle vocational","Male","273","0.0763789912282979","0.0675834638890446","0.0851745185675512"
"Min 1x per week","1998","middle vocational","Female","105","0.0282944315605398","0.0227948606528942","0.0337940024681854"
"Min 1x per week","1998","vocational + Abi","Male","14","","",""
"Min 1x per week","1998","vocational + Abi","Female","9","","",""
"Min 1x per week","1998","higher vocational","Male","32","0.079114141638372","0.0553840257699523","0.102844257506792"
"Min 1x per week","1998","higher vocational","Female","11","","",""
"Min 1x per week","1998","higher education","Male","35","0.0334318780763701","0.0227059719992746","0.0441577841534656"
"Min 1x per week","1998","higher education","Female","23","","",""
"Min 1x per month","1998","in school","Male","35","0.200919115736931","0.139407053310695","0.262431178163167"
"Min 1x per month","1998","in school","Female","22","","",""
"Min 1x per month","1998","inadequately","Male","12","","",""
"Min 1x per month","1998","inadequately","Female","4","","",""
"Min 1x per month","1998","general elemantary","Male","110","0.115264659399335","0.094618222714664","0.135911096084006"
"Min 1x per month","1998","general elemantary","Female","68","0.0334004692128246","0.0246209720485678","0.0421799663770814"
"Min 1x per month","1998","middle vocational","Male","418","0.119011679429168","0.108288887230327","0.129734471628009"
"Min 1x per month","1998","middle vocational","Female","148","0.0381319270454291","0.0317798887897349","0.0444839653011233"
"Min 1x per month","1998","vocational + Abi","Male","29","","",""
"Min 1x per month","1998","vocational + Abi","Female","12","","",""
"Min 1x per month","1998","higher vocational","Male","54","0.0999129681228833","0.0735482532242697","0.126277683021497"
"Min 1x per month","1998","higher vocational","Female","18","","",""
"Min 1x per month","1998","higher education","Male","97","0.0905857890522273","0.0734600913900108","0.107711486714444"
"Min 1x per month","1998","higher education","Female","47","0.053228577886437","0.0384551497834234","0.0680020059894507"
"Rarely","1998","in school","Male","65","0.408322128970095","0.332865324237649","0.483778933702541"
"Rarely","1998","in school","Female","77","0.420823172435092","0.345721525854187","0.495924819015997"
"Rarely","1998","inadequately","Male","43","0.20993519704969","0.151248966874175","0.268621427225205"
"Rarely","1998","inadequately","Female","22","","",""
"Rarely","1998","general elemantary","Male","275","0.298645117614806","0.269055663221113","0.3282345720085"
"Rarely","1998","general elemantary","Female","276","0.163800828423661","0.14571730794187","0.181884348905452"
"Rarely","1998","middle vocational","Male","1207","0.341152425909759","0.325452603860928","0.35685224795859"
"Rarely","1998","middle vocational","Female","981","0.282343585505531","0.267413640026732","0.29727353098433"
"Rarely","1998","vocational + Abi","Male","104","0.420809124771493","0.358479717124015","0.48313853241897"
"Rarely","1998","vocational + Abi","Female","78","0.309541338301288","0.254088902286742","0.364993774315834"
"Rarely","1998","higher vocational","Male","206","0.383687945240209","0.340935662840294","0.426440227640124"
"Rarely","1998","higher vocational","Female","100","0.271286849193244","0.222798264914146","0.319775433472342"
"Rarely","1998","higher education","Male","403","0.363563389191899","0.334861861233217","0.39226491715058"
"Rarely","1998","higher education","Female","255","0.262066930795476","0.233126774063211","0.29100708752774"
"Never","1998","in school","Male","32","0.184760931540448","0.125180745844052","0.244341117236843"
"Never","1998","in school","Female","56","0.328031248694314","0.25661020468151","0.399452292707119"
"Never","1998","inadequately","Male","111","0.618716998501743","0.548727646487696","0.68870635051579"
"Never","1998","inadequately","Female","231","0.901797039756787","0.865554810657062","0.938039268856513"
"Never","1998","general elemantary","Male","438","0.49231488235395","0.459992077974275","0.524637686733626"
"Never","1998","general elemantary","Female","1234","0.785459795675083","0.765401852617715","0.805517738732451"
"Never","1998","middle vocational","Male","1598","0.460806074248227","0.444299398679855","0.477312749816599"
"Never","1998","middle vocational","Female","2254","0.650494897469411","0.634680243970729","0.666309550968094"
"Never","1998","vocational + Abi","Male","94","0.376301580771742","0.315137716942939","0.437465444600545"
"Never","1998","vocational + Abi","Female","167","0.606878402875824","0.548290661832481","0.665466143919168"
"Never","1998","higher vocational","Male","203","0.434315817775049","0.39073857605608","0.477893059494018"
"Never","1998","higher vocational","Female","194","0.647839088842435","0.595749494104085","0.699928683580785"
"Never","1998","higher education","Male","544","0.512418943679504","0.482594430117203","0.542243457241805"
"Never","1998","higher education","Female","562","0.657787258062004","0.626564080604324","0.689010435519684"
"Daily","1999","in school","Male","","","",""
"Daily","1999","in school","Female","","","",""
"Daily","1999","inadequately","Male","","","",""
"Daily","1999","inadequately","Female","","","",""
"Daily","1999","general elemantary","Male","","","",""
"Daily","1999","general elemantary","Female","","","",""
"Daily","1999","middle vocational","Male","","","",""
"Daily","1999","middle vocational","Female","","","",""
"Daily","1999","vocational + Abi","Male","","","",""
"Daily","1999","vocational + Abi","Female","","","",""
"Daily","1999","higher vocational","Male","","","",""
"Daily","1999","higher vocational","Female","","","",""
"Daily","1999","higher education","Male","","","",""
"Daily","1999","higher education","Female","","","",""
"Min 1x per week","1999","in school","Male","","","",""
"Min 1x per week","1999","in school","Female","","","",""
"Min 1x per week","1999","inadequately","Male","","","",""
"Min 1x per week","1999","inadequately","Female","","","",""
"Min 1x per week","1999","general elemantary","Male","","","",""
"Min 1x per week","1999","general elemantary","Female","","","",""
"Min 1x per week","1999","middle vocational","Male","","","",""
"Min 1x per week","1999","middle vocational","Female","","","",""
"Min 1x per week","1999","vocational + Abi","Male","","","",""
"Min 1x per week","1999","vocational + Abi","Female","","","",""
"Min 1x per week","1999","higher vocational","Male","","","",""
"Min 1x per week","1999","higher vocational","Female","","","",""
"Min 1x per week","1999","higher education","Male","","","",""
"Min 1x per week","1999","higher education","Female","","","",""
"Min 1x per month","1999","in school","Male","","","",""
"Min 1x per month","1999","in school","Female","","","",""
"Min 1x per month","1999","inadequately","Male","","","",""
"Min 1x per month","1999","inadequately","Female","","","",""
"Min 1x per month","1999","general elemantary","Male","","","",""
"Min 1x per month","1999","general elemantary","Female","","","",""
"Min 1x per month","1999","middle vocational","Male","","","",""
"Min 1x per month","1999","middle vocational","Female","","","",""
"Min 1x per month","1999","vocational + Abi","Male","","","",""
"Min 1x per month","1999","vocational + Abi","Female","","","",""
"Min 1x per month","1999","higher vocational","Male","","","",""
"Min 1x per month","1999","higher vocational","Female","","","",""
"Min 1x per month","1999","higher education","Male","","","",""
"Min 1x per month","1999","higher education","Female","","","",""
"Rarely","1999","in school","Male","","","",""
"Rarely","1999","in school","Female","","","",""
"Rarely","1999","inadequately","Male","","","",""
"Rarely","1999","inadequately","Female","","","",""
"Rarely","1999","general elemantary","Male","","","",""
"Rarely","1999","general elemantary","Female","","","",""
"Rarely","1999","middle vocational","Male","","","",""
"Rarely","1999","middle vocational","Female","","","",""
"Rarely","1999","vocational + Abi","Male","","","",""
"Rarely","1999","vocational + Abi","Female","","","",""
"Rarely","1999","higher vocational","Male","","","",""
"Rarely","1999","higher vocational","Female","","","",""
"Rarely","1999","higher education","Male","","","",""
"Rarely","1999","higher education","Female","","","",""
"Never","1999","in school","Male","","","",""
"Never","1999","in school","Female","","","",""
"Never","1999","inadequately","Male","","","",""
"Never","1999","inadequately","Female","","","",""
"Never","1999","general elemantary","Male","","","",""
"Never","1999","general elemantary","Female","","","",""
"Never","1999","middle vocational","Male","","","",""
"Never","1999","middle vocational","Female","","","",""
"Never","1999","vocational + Abi","Male","","","",""
"Never","1999","vocational + Abi","Female","","","",""
"Never","1999","higher vocational","Male","","","",""
"Never","1999","higher vocational","Female","","","",""
"Never","1999","higher education","Male","","","",""
"Never","1999","higher education","Female","","","",""
"Daily","2000","in school","Male","","","",""
"Daily","2000","in school","Female","","","",""
"Daily","2000","inadequately","Male","","","",""
"Daily","2000","inadequately","Female","","","",""
"Daily","2000","general elemantary","Male","","","",""
"Daily","2000","general elemantary","Female","","","",""
"Daily","2000","middle vocational","Male","","","",""
"Daily","2000","middle vocational","Female","","","",""
"Daily","2000","vocational + Abi","Male","","","",""
"Daily","2000","vocational + Abi","Female","","","",""
"Daily","2000","higher vocational","Male","","","",""
"Daily","2000","higher vocational","Female","","","",""
"Daily","2000","higher education","Male","","","",""
"Daily","2000","higher education","Female","","","",""
"Min 1x per week","2000","in school","Male","","","",""
"Min 1x per week","2000","in school","Female","","","",""
"Min 1x per week","2000","inadequately","Male","","","",""
"Min 1x per week","2000","inadequately","Female","","","",""
"Min 1x per week","2000","general elemantary","Male","","","",""
"Min 1x per week","2000","general elemantary","Female","","","",""
"Min 1x per week","2000","middle vocational","Male","","","",""
"Min 1x per week","2000","middle vocational","Female","","","",""
"Min 1x per week","2000","vocational + Abi","Male","","","",""
"Min 1x per week","2000","vocational + Abi","Female","","","",""
"Min 1x per week","2000","higher vocational","Male","","","",""
"Min 1x per week","2000","higher vocational","Female","","","",""
"Min 1x per week","2000","higher education","Male","","","",""
"Min 1x per week","2000","higher education","Female","","","",""
"Min 1x per month","2000","in school","Male","","","",""
"Min 1x per month","2000","in school","Female","","","",""
"Min 1x per month","2000","inadequately","Male","","","",""
"Min 1x per month","2000","inadequately","Female","","","",""
"Min 1x per month","2000","general elemantary","Male","","","",""
"Min 1x per month","2000","general elemantary","Female","","","",""
"Min 1x per month","2000","middle vocational","Male","","","",""
"Min 1x per month","2000","middle vocational","Female","","","",""
"Min 1x per month","2000","vocational + Abi","Male","","","",""
"Min 1x per month","2000","vocational + Abi","Female","","","",""
"Min 1x per month","2000","higher vocational","Male","","","",""
"Min 1x per month","2000","higher vocational","Female","","","",""
"Min 1x per month","2000","higher education","Male","","","",""
"Min 1x per month","2000","higher education","Female","","","",""
"Rarely","2000","in school","Male","","","",""
"Rarely","2000","in school","Female","","","",""
"Rarely","2000","inadequately","Male","","","",""
"Rarely","2000","inadequately","Female","","","",""
"Rarely","2000","general elemantary","Male","","","",""
"Rarely","2000","general elemantary","Female","","","",""
"Rarely","2000","middle vocational","Male","","","",""
"Rarely","2000","middle vocational","Female","","","",""
"Rarely","2000","vocational + Abi","Male","","","",""
"Rarely","2000","vocational + Abi","Female","","","",""
"Rarely","2000","higher vocational","Male","","","",""
"Rarely","2000","higher vocational","Female","","","",""
"Rarely","2000","higher education","Male","","","",""
"Rarely","2000","higher education","Female","","","",""
"Never","2000","in school","Male","","","",""
"Never","2000","in school","Female","","","",""
"Never","2000","inadequately","Male","","","",""
"Never","2000","inadequately","Female","","","",""
"Never","2000","general elemantary","Male","","","",""
"Never","2000","general elemantary","Female","","","",""
"Never","2000","middle vocational","Male","","","",""
"Never","2000","middle vocational","Female","","","",""
"Never","2000","vocational + Abi","Male","","","",""
"Never","2000","vocational + Abi","Female","","","",""
"Never","2000","higher vocational","Male","","","",""
"Never","2000","higher vocational","Female","","","",""
"Never","2000","higher education","Male","","","",""
"Never","2000","higher education","Female","","","",""
"Daily","2001","in school","Male","","","",""
"Daily","2001","in school","Female","","","",""
"Daily","2001","inadequately","Male","","","",""
"Daily","2001","inadequately","Female","","","",""
"Daily","2001","general elemantary","Male","","","",""
"Daily","2001","general elemantary","Female","","","",""
"Daily","2001","middle vocational","Male","","","",""
"Daily","2001","middle vocational","Female","","","",""
"Daily","2001","vocational + Abi","Male","","","",""
"Daily","2001","vocational + Abi","Female","","","",""
"Daily","2001","higher vocational","Male","","","",""
"Daily","2001","higher vocational","Female","","","",""
"Daily","2001","higher education","Male","","","",""
"Daily","2001","higher education","Female","","","",""
"Min 1x per week","2001","in school","Male","","","",""
"Min 1x per week","2001","in school","Female","","","",""
"Min 1x per week","2001","inadequately","Male","","","",""
"Min 1x per week","2001","inadequately","Female","","","",""
"Min 1x per week","2001","general elemantary","Male","","","",""
"Min 1x per week","2001","general elemantary","Female","","","",""
"Min 1x per week","2001","middle vocational","Male","","","",""
"Min 1x per week","2001","middle vocational","Female","","","",""
"Min 1x per week","2001","vocational + Abi","Male","","","",""
"Min 1x per week","2001","vocational + Abi","Female","","","",""
"Min 1x per week","2001","higher vocational","Male","","","",""
"Min 1x per week","2001","higher vocational","Female","","","",""
"Min 1x per week","2001","higher education","Male","","","",""
"Min 1x per week","2001","higher education","Female","","","",""
"Min 1x per month","2001","in school","Male","","","",""
"Min 1x per month","2001","in school","Female","","","",""
"Min 1x per month","2001","inadequately","Male","","","",""
"Min 1x per month","2001","inadequately","Female","","","",""
"Min 1x per month","2001","general elemantary","Male","","","",""
"Min 1x per month","2001","general elemantary","Female","","","",""
"Min 1x per month","2001","middle vocational","Male","","","",""
"Min 1x per month","2001","middle vocational","Female","","","",""
"Min 1x per month","2001","vocational + Abi","Male","","","",""
"Min 1x per month","2001","vocational + Abi","Female","","","",""
"Min 1x per month","2001","higher vocational","Male","","","",""
"Min 1x per month","2001","higher vocational","Female","","","",""
"Min 1x per month","2001","higher education","Male","","","",""
"Min 1x per month","2001","higher education","Female","","","",""
"Rarely","2001","in school","Male","","","",""
"Rarely","2001","in school","Female","","","",""
"Rarely","2001","inadequately","Male","","","",""
"Rarely","2001","inadequately","Female","","","",""
"Rarely","2001","general elemantary","Male","","","",""
"Rarely","2001","general elemantary","Female","","","",""
"Rarely","2001","middle vocational","Male","","","",""
"Rarely","2001","middle vocational","Female","","","",""
"Rarely","2001","vocational + Abi","Male","","","",""
"Rarely","2001","vocational + Abi","Female","","","",""
"Rarely","2001","higher vocational","Male","","","",""
"Rarely","2001","higher vocational","Female","","","",""
"Rarely","2001","higher education","Male","","","",""
"Rarely","2001","higher education","Female","","","",""
"Never","2001","in school","Male","","","",""
"Never","2001","in school","Female","","","",""
"Never","2001","inadequately","Male","","","",""
"Never","2001","inadequately","Female","","","",""
"Never","2001","general elemantary","Male","","","",""
"Never","2001","general elemantary","Female","","","",""
"Never","2001","middle vocational","Male","","","",""
"Never","2001","middle vocational","Female","","","",""
"Never","2001","vocational + Abi","Male","","","",""
"Never","2001","vocational + Abi","Female","","","",""
"Never","2001","higher vocational","Male","","","",""
"Never","2001","higher vocational","Female","","","",""
"Never","2001","higher education","Male","","","",""
"Never","2001","higher education","Female","","","",""
"Daily","2002","in school","Male","","","",""
"Daily","2002","in school","Female","","","",""
"Daily","2002","inadequately","Male","","","",""
"Daily","2002","inadequately","Female","","","",""
"Daily","2002","general elemantary","Male","","","",""
"Daily","2002","general elemantary","Female","","","",""
"Daily","2002","middle vocational","Male","","","",""
"Daily","2002","middle vocational","Female","","","",""
"Daily","2002","vocational + Abi","Male","","","",""
"Daily","2002","vocational + Abi","Female","","","",""
"Daily","2002","higher vocational","Male","","","",""
"Daily","2002","higher vocational","Female","","","",""
"Daily","2002","higher education","Male","","","",""
"Daily","2002","higher education","Female","","","",""
"Min 1x per week","2002","in school","Male","","","",""
"Min 1x per week","2002","in school","Female","","","",""
"Min 1x per week","2002","inadequately","Male","","","",""
"Min 1x per week","2002","inadequately","Female","","","",""
"Min 1x per week","2002","general elemantary","Male","","","",""
"Min 1x per week","2002","general elemantary","Female","","","",""
"Min 1x per week","2002","middle vocational","Male","","","",""
"Min 1x per week","2002","middle vocational","Female","","","",""
"Min 1x per week","2002","vocational + Abi","Male","","","",""
"Min 1x per week","2002","vocational + Abi","Female","","","",""
"Min 1x per week","2002","higher vocational","Male","","","",""
"Min 1x per week","2002","higher vocational","Female","","","",""
"Min 1x per week","2002","higher education","Male","","","",""
"Min 1x per week","2002","higher education","Female","","","",""
"Min 1x per month","2002","in school","Male","","","",""
"Min 1x per month","2002","in school","Female","","","",""
"Min 1x per month","2002","inadequately","Male","","","",""
"Min 1x per month","2002","inadequately","Female","","","",""
"Min 1x per month","2002","general elemantary","Male","","","",""
"Min 1x per month","2002","general elemantary","Female","","","",""
"Min 1x per month","2002","middle vocational","Male","","","",""
"Min 1x per month","2002","middle vocational","Female","","","",""
"Min 1x per month","2002","vocational + Abi","Male","","","",""
"Min 1x per month","2002","vocational + Abi","Female","","","",""
"Min 1x per month","2002","higher vocational","Male","","","",""
"Min 1x per month","2002","higher vocational","Female","","","",""
"Min 1x per month","2002","higher education","Male","","","",""
"Min 1x per month","2002","higher education","Female","","","",""
"Rarely","2002","in school","Male","","","",""
"Rarely","2002","in school","Female","","","",""
"Rarely","2002","inadequately","Male","","","",""
"Rarely","2002","inadequately","Female","","","",""
"Rarely","2002","general elemantary","Male","","","",""
"Rarely","2002","general elemantary","Female","","","",""
"Rarely","2002","middle vocational","Male","","","",""
"Rarely","2002","middle vocational","Female","","","",""
"Rarely","2002","vocational + Abi","Male","","","",""
"Rarely","2002","vocational + Abi","Female","","","",""
"Rarely","2002","higher vocational","Male","","","",""
"Rarely","2002","higher vocational","Female","","","",""
"Rarely","2002","higher education","Male","","","",""
"Rarely","2002","higher education","Female","","","",""
"Never","2002","in school","Male","","","",""
"Never","2002","in school","Female","","","",""
"Never","2002","inadequately","Male","","","",""
"Never","2002","inadequately","Female","","","",""
"Never","2002","general elemantary","Male","","","",""
"Never","2002","general elemantary","Female","","","",""
"Never","2002","middle vocational","Male","","","",""
"Never","2002","middle vocational","Female","","","",""
"Never","2002","vocational + Abi","Male","","","",""
"Never","2002","vocational + Abi","Female","","","",""
"Never","2002","higher vocational","Male","","","",""
"Never","2002","higher vocational","Female","","","",""
"Never","2002","higher education","Male","","","",""
"Never","2002","higher education","Female","","","",""
"Daily","2003","in school","Male","5","","",""
"Daily","2003","in school","Female","","","",""
"Daily","2003","inadequately","Male","","","",""
"Daily","2003","inadequately","Female","","","",""
"Daily","2003","general elemantary","Male","2","","",""
"Daily","2003","general elemantary","Female","1","","",""
"Daily","2003","middle vocational","Male","8","","",""
"Daily","2003","middle vocational","Female","4","","",""
"Daily","2003","vocational + Abi","Male","1","","",""
"Daily","2003","vocational + Abi","Female","1","","",""
"Daily","2003","higher vocational","Male","1","","",""
"Daily","2003","higher vocational","Female","3","","",""
"Daily","2003","higher education","Male","2","","",""
"Daily","2003","higher education","Female","1","","",""
"Min 1x per week","2003","in school","Male","62","0.172490976184913","0.129523541491734","0.215458410878092"
"Min 1x per week","2003","in school","Female","26","","",""
"Min 1x per week","2003","inadequately","Male","9","","",""
"Min 1x per week","2003","inadequately","Female","3","","",""
"Min 1x per week","2003","general elemantary","Male","74","0.0866085732251677","0.0683645082701851","0.10485263818015"
"Min 1x per week","2003","general elemantary","Female","36","0.0186435313637115","0.0124513403880328","0.0248357223393902"
"Min 1x per week","2003","middle vocational","Male","387","0.0682197747270191","0.0614340043012098","0.0750055451528283"
"Min 1x per week","2003","middle vocational","Female","205","0.0308889184742433","0.0264285339239613","0.0353493030245254"
"Min 1x per week","2003","vocational + Abi","Male","25","","",""
"Min 1x per week","2003","vocational + Abi","Female","32","0.0391221342309432","0.0244738781736419","0.0537703902882445"
"Min 1x per week","2003","higher vocational","Male","61","0.0527810119181212","0.0387316783242355","0.0668303455120069"
"Min 1x per week","2003","higher vocational","Female","24","","",""
"Min 1x per week","2003","higher education","Male","94","0.0446815712143087","0.0365006286251388","0.0528625138034786"
"Min 1x per week","2003","higher education","Female","56","0.0271976856591006","0.0198547337088316","0.0345406376093696"
"Min 1x per month","2003","in school","Male","62","0.217139932782443","0.170249765049723","0.264030100515163"
"Min 1x per month","2003","in school","Female","54","0.154742385763623","0.114676466434034","0.194808305093212"
"Min 1x per month","2003","inadequately","Male","11","","",""
"Min 1x per month","2003","inadequately","Female","3","","",""
"Min 1x per month","2003","general elemantary","Male","108","0.119556363007889","0.0985113194323874","0.14060140658339"
"Min 1x per month","2003","general elemantary","Female","70","0.031674432016116","0.0236570611032733","0.0396918029289588"
"Min 1x per month","2003","middle vocational","Male","577","0.100144659342943","0.092065102820212","0.108224215865673"
"Min 1x per month","2003","middle vocational","Female","277","0.0412653568374415","0.0361376146149238","0.0463930990599591"
"Min 1x per month","2003","vocational + Abi","Male","79","0.159575154750085","0.12698328318168","0.192167026318491"
"Min 1x per month","2003","vocational + Abi","Female","51","0.0563657489760093","0.0389416612882676","0.073789836663751"
"Min 1x per month","2003","higher vocational","Male","94","0.0986632281008376","0.079925675028498","0.117400781173177"
"Min 1x per month","2003","higher vocational","Female","37","0.0546334486587082","0.0378457492127799","0.0714211481046366"
"Min 1x per month","2003","higher education","Male","226","0.0999039047756491","0.0880298043076944","0.111778005243604"
"Min 1x per month","2003","higher education","Female","99","0.041656959403359","0.0326371638454349","0.0506767549612831"
"Rarely","2003","in school","Male","108","0.371883623750972","0.316917710044751","0.426849537457193"
"Rarely","2003","in school","Female","120","0.385829346915058","0.331900879102323","0.439757814727794"
"Rarely","2003","inadequately","Male","13","","",""
"Rarely","2003","inadequately","Female","5","","",""
"Rarely","2003","general elemantary","Male","256","0.253078605244303","0.224876737721723","0.281280472766883"
"Rarely","2003","general elemantary","Female","249","0.118350525601883","0.103562849467243","0.133138201736523"
"Rarely","2003","middle vocational","Male","1806","0.348131883264806","0.33531037705096","0.360953389478653"
"Rarely","2003","middle vocational","Female","1444","0.236658811458968","0.225701478473663","0.247616144444273"
"Rarely","2003","vocational + Abi","Male","174","0.335844767448157","0.293812645627979","0.377876889268335"
"Rarely","2003","vocational + Abi","Female","206","0.310694500921342","0.275731136745105","0.345657865097579"
"Rarely","2003","higher vocational","Male","367","0.383996366334567","0.353436822636404","0.414555910032731"
"Rarely","2003","higher vocational","Female","203","0.271865124865773","0.238999308258687","0.30473094147286"
"Rarely","2003","higher education","Male","962","0.369482100953091","0.350369910656824","0.388594291249359"
"Rarely","2003","higher education","Female","557","0.274358706983581","0.254216234375339","0.294501179591822"
"Never","2003","in school","Male","60","0.222480370301675","0.175179253271418","0.269781487331931"
"Never","2003","in school","Female","113","0.395139751563387","0.340979732913062","0.449299770213711"
"Never","2003","inadequately","Male","75","0.667919970669655","0.579098122178922","0.756741819160388"
"Never","2003","inadequately","Female","148","0.927208509578294","0.886827372947138","0.96758964620945"
"Never","2003","general elemantary","Male","473","0.539119432052889","0.506786179547734","0.571452684558045"
"Never","2003","general elemantary","Female","1477","0.83109368438853","0.813941683366145","0.848245685410915"
"Never","2003","middle vocational","Male","2525","0.482385079948558","0.468936153950035","0.495834005947082"
"Never","2003","middle vocational","Female","3850","0.690651981140274","0.678735789686032","0.702568172594516"
"Never","2003","vocational + Abi","Male","206","0.452469983875576","0.408172804327786","0.496767163423366"
"Never","2003","vocational + Abi","Female","383","0.591925820568604","0.554794212362843","0.629057428774364"
"Never","2003","higher vocational","Male","450","0.462597846963314","0.431269089146395","0.493926604780234"
"Never","2003","higher vocational","Female","437","0.628761878394279","0.593073144086283","0.664450612702276"
"Never","2003","higher education","Male","1166","0.485496740366599","0.465706445122955","0.505287035610244"
"Never","2003","higher education","Female","1172","0.65473493530837","0.633271388517528","0.676198482099213"
"Daily","2004","in school","Male","","","",""
"Daily","2004","in school","Female","","","",""
"Daily","2004","inadequately","Male","","","",""
"Daily","2004","inadequately","Female","","","",""
"Daily","2004","general elemantary","Male","","","",""
"Daily","2004","general elemantary","Female","","","",""
"Daily","2004","middle vocational","Male","","","",""
"Daily","2004","middle vocational","Female","","","",""
"Daily","2004","vocational + Abi","Male","","","",""
"Daily","2004","vocational + Abi","Female","","","",""
"Daily","2004","higher vocational","Male","","","",""
"Daily","2004","higher vocational","Female","","","",""
"Daily","2004","higher education","Male","","","",""
"Daily","2004","higher education","Female","","","",""
"Min 1x per week","2004","in school","Male","","","",""
"Min 1x per week","2004","in school","Female","","","",""
"Min 1x per week","2004","inadequately","Male","","","",""
"Min 1x per week","2004","inadequately","Female","","","",""
"Min 1x per week","2004","general elemantary","Male","","","",""
"Min 1x per week","2004","general elemantary","Female","","","",""
"Min 1x per week","2004","middle vocational","Male","","","",""
"Min 1x per week","2004","middle vocational","Female","","","",""
"Min 1x per week","2004","vocational + Abi","Male","","","",""
"Min 1x per week","2004","vocational + Abi","Female","","","",""
"Min 1x per week","2004","higher vocational","Male","","","",""
"Min 1x per week","2004","higher vocational","Female","","","",""
"Min 1x per week","2004","higher education","Male","","","",""
"Min 1x per week","2004","higher education","Female","","","",""
"Min 1x per month","2004","in school","Male","","","",""
"Min 1x per month","2004","in school","Female","","","",""
"Min 1x per month","2004","inadequately","Male","","","",""
"Min 1x per month","2004","inadequately","Female","","","",""
"Min 1x per month","2004","general elemantary","Male","","","",""
"Min 1x per month","2004","general elemantary","Female","","","",""
"Min 1x per month","2004","middle vocational","Male","","","",""
"Min 1x per month","2004","middle vocational","Female","","","",""
"Min 1x per month","2004","vocational + Abi","Male","","","",""
"Min 1x per month","2004","vocational + Abi","Female","","","",""
"Min 1x per month","2004","higher vocational","Male","","","",""
"Min 1x per month","2004","higher vocational","Female","","","",""
"Min 1x per month","2004","higher education","Male","","","",""
"Min 1x per month","2004","higher education","Female","","","",""
"Rarely","2004","in school","Male","","","",""
"Rarely","2004","in school","Female","","","",""
"Rarely","2004","inadequately","Male","","","",""
"Rarely","2004","inadequately","Female","","","",""
"Rarely","2004","general elemantary","Male","","","",""
"Rarely","2004","general elemantary","Female","","","",""
"Rarely","2004","middle vocational","Male","","","",""
"Rarely","2004","middle vocational","Female","","","",""
"Rarely","2004","vocational + Abi","Male","","","",""
"Rarely","2004","vocational + Abi","Female","","","",""
"Rarely","2004","higher vocational","Male","","","",""
"Rarely","2004","higher vocational","Female","","","",""
"Rarely","2004","higher education","Male","","","",""
"Rarely","2004","higher education","Female","","","",""
"Never","2004","in school","Male","","","",""
"Never","2004","in school","Female","","","",""
"Never","2004","inadequately","Male","","","",""
"Never","2004","inadequately","Female","","","",""
"Never","2004","general elemantary","Male","","","",""
