"pli0089","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Never","1995","Baden-Württemberg","college entrance qualification","123","0.591573068224078","0.525406053090291","0.657740083357865"
"Never","1995","Baden-Württemberg","Other degree","165","0.608827088181288","0.549959329957084","0.667694846405491"
"Never","1995","Baden-Württemberg","no degree/no degree yet","135","0.594244378860052","0.528145365915047","0.660343391805057"
"Never","1995","Bavaria","lower secondary degree","420","0.592205896572807","0.557129154232617","0.627282638912996"
"Never","1995","Bavaria","secondary school degree","194","0.583340413463179","0.531910894745839","0.634769932180518"
"Never","1995","Bavaria","college entrance qualification","138","0.621498087691282","0.559749382490382","0.683246792892183"
"Never","1995","Bavaria","Other degree","133","0.787041334408655","0.726557657293065","0.847525011524244"
"Never","1995","Bavaria","no degree/no degree yet","58","0.423860023335598","0.32888560212633","0.518834444544867"
"Never","1995","Berlin","lower secondary degree","119","0.822175378600817","0.761188304646008","0.883162452555626"
"Never","1995","Berlin","secondary school degree","121","0.598959754910276","0.531035342074341","0.66688416774621"
"Never","1995","Berlin","college entrance qualification","79","0.669626707176203","0.584400333593678","0.754853080758728"
"Never","1995","Berlin","Other degree","41","0.861475664558145","0.763749238418524","0.959202090697767"
"Never","1995","Berlin","no degree/no degree yet","19","","",""
"Never","1995","Brandenburg","lower secondary degree","145","0.742853282722868","0.681821368201796","0.80388519724394"
"Never","1995","Brandenburg","secondary school degree","179","0.650452858256211","0.593786613927597","0.707119102584826"
"Never","1995","Brandenburg","college entrance qualification","42","0.606093038836583","0.497658592683236","0.714527484989929"
"Never","1995","Brandenburg","Other degree","8","","",""
"Never","1995","Brandenburg","no degree/no degree yet","6","","",""
"Never","1995","Mecklenburg-Western Pomerania","lower secondary degree","84","0.707445236873742","0.628010068840623","0.78688040490686"
"Never","1995","Mecklenburg-Western Pomerania","secondary school degree","127","0.586907648339796","0.519339585352158","0.654475711327434"
"Never","1995","Mecklenburg-Western Pomerania","college entrance qualification","32","0.584497001558052","0.456562144546199","0.712431858569904"
"Never","1995","Mecklenburg-Western Pomerania","Other degree","3","","",""
"Never","1995","Mecklenburg-Western Pomerania","no degree/no degree yet","8","","",""
"Never","1995","Saxony","lower secondary degree","318","0.812170263261769","0.774271614449878","0.85006891207366"
"Never","1995","Saxony","secondary school degree","291","0.634477480301807","0.591618444430325","0.67733651617329"
"Never","1995","Saxony","college entrance qualification","83","0.524398498649396","0.44628059267586","0.602516404622931"
"Never","1995","Saxony","Other degree","4","","",""
"Never","1995","Saxony","no degree/no degree yet","15","","",""
"Never","1995","Saxony-Anhalt","lower secondary degree","195","0.758880483843697","0.707182561407771","0.810578406279622"
"Never","1995","Saxony-Anhalt","secondary school degree","181","0.612026482775322","0.557517879774006","0.666535085776639"
"Never","1995","Saxony-Anhalt","college entrance qualification","43","0.589984134833033","0.486035362905636","0.69393290676043"
"Never","1995","Saxony-Anhalt","Other degree","6","","",""
"Never","1995","Saxony-Anhalt","no degree/no degree yet","3","","",""
"Never","1995","Thuringia","lower secondary degree","185","0.752504163289818","0.700047601785914","0.804960724793722"
"Never","1995","Thuringia","secondary school degree","153","0.516677315098024","0.46077790948138","0.572576720714669"
"Never","1995","Thuringia","college entrance qualification","30","0.457846522722785","0.331781806743953","0.583911238701617"
"Never","1995","Thuringia","Other degree","3","","",""
"Never","1995","Thuringia","no degree/no degree yet","4","","",""
"Daily","1996","Schleswig-Holstein","lower secondary degree","","","",""
"Daily","1996","Schleswig-Holstein","secondary school degree","","","",""
"Daily","1996","Schleswig-Holstein","college entrance qualification","","","",""
"Daily","1996","Schleswig-Holstein","Other degree","","","",""
"Daily","1996","Schleswig-Holstein","no degree/no degree yet","","","",""
"Daily","1996","Hamburg","lower secondary degree","","","",""
"Daily","1996","Hamburg","secondary school degree","","","",""
"Daily","1996","Hamburg","college entrance qualification","","","",""
"Daily","1996","Hamburg","Other degree","","","",""
"Daily","1996","Hamburg","no degree/no degree yet","","","",""
"Daily","1996","Lower Saxony","lower secondary degree","","","",""
"Daily","1996","Lower Saxony","secondary school degree","","","",""
"Daily","1996","Lower Saxony","college entrance qualification","","","",""
"Daily","1996","Lower Saxony","Other degree","","","",""
"Daily","1996","Lower Saxony","no degree/no degree yet","","","",""
"Daily","1996","Bremen","lower secondary degree","","","",""
"Daily","1996","Bremen","secondary school degree","","","",""
"Daily","1996","Bremen","college entrance qualification","","","",""
"Daily","1996","Bremen","Other degree","","","",""
"Daily","1996","Bremen","no degree/no degree yet","","","",""
"Daily","1996","North Rhine-Westphalia","lower secondary degree","","","",""
"Daily","1996","North Rhine-Westphalia","secondary school degree","","","",""
"Daily","1996","North Rhine-Westphalia","college entrance qualification","","","",""
"Daily","1996","North Rhine-Westphalia","Other degree","","","",""
"Daily","1996","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Daily","1996","Hesse","lower secondary degree","","","",""
"Daily","1996","Hesse","secondary school degree","","","",""
"Daily","1996","Hesse","college entrance qualification","","","",""
"Daily","1996","Hesse","Other degree","","","",""
"Daily","1996","Hesse","no degree/no degree yet","","","",""
"Daily","1996","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Daily","1996","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Daily","1996","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Daily","1996","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Daily","1996","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Daily","1996","Baden-Württemberg","lower secondary degree","","","",""
"Daily","1996","Baden-Württemberg","secondary school degree","","","",""
"Daily","1996","Baden-Württemberg","college entrance qualification","","","",""
"Daily","1996","Baden-Württemberg","Other degree","","","",""
"Daily","1996","Baden-Württemberg","no degree/no degree yet","","","",""
"Daily","1996","Bavaria","lower secondary degree","","","",""
"Daily","1996","Bavaria","secondary school degree","","","",""
"Daily","1996","Bavaria","college entrance qualification","","","",""
"Daily","1996","Bavaria","Other degree","","","",""
"Daily","1996","Bavaria","no degree/no degree yet","","","",""
"Daily","1996","Berlin","lower secondary degree","","","",""
"Daily","1996","Berlin","secondary school degree","","","",""
"Daily","1996","Berlin","college entrance qualification","","","",""
"Daily","1996","Berlin","Other degree","","","",""
"Daily","1996","Berlin","no degree/no degree yet","","","",""
"Daily","1996","Brandenburg","lower secondary degree","","","",""
"Daily","1996","Brandenburg","secondary school degree","","","",""
"Daily","1996","Brandenburg","college entrance qualification","","","",""
"Daily","1996","Brandenburg","Other degree","","","",""
"Daily","1996","Brandenburg","no degree/no degree yet","","","",""
"Daily","1996","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Daily","1996","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Daily","1996","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Daily","1996","Mecklenburg-Western Pomerania","Other degree","","","",""
"Daily","1996","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Daily","1996","Saxony","lower secondary degree","","","",""
"Daily","1996","Saxony","secondary school degree","","","",""
"Daily","1996","Saxony","college entrance qualification","","","",""
"Daily","1996","Saxony","Other degree","","","",""
"Daily","1996","Saxony","no degree/no degree yet","","","",""
"Daily","1996","Saxony-Anhalt","lower secondary degree","","","",""
"Daily","1996","Saxony-Anhalt","secondary school degree","","","",""
"Daily","1996","Saxony-Anhalt","college entrance qualification","","","",""
"Daily","1996","Saxony-Anhalt","Other degree","","","",""
"Daily","1996","Saxony-Anhalt","no degree/no degree yet","","","",""
"Daily","1996","Thuringia","lower secondary degree","","","",""
"Daily","1996","Thuringia","secondary school degree","","","",""
"Daily","1996","Thuringia","college entrance qualification","","","",""
"Daily","1996","Thuringia","Other degree","","","",""
"Daily","1996","Thuringia","no degree/no degree yet","","","",""
"Min 1x per week","1996","Schleswig-Holstein","lower secondary degree","","","",""
"Min 1x per week","1996","Schleswig-Holstein","secondary school degree","","","",""
"Min 1x per week","1996","Schleswig-Holstein","college entrance qualification","","","",""
"Min 1x per week","1996","Schleswig-Holstein","Other degree","","","",""
"Min 1x per week","1996","Schleswig-Holstein","no degree/no degree yet","","","",""
"Min 1x per week","1996","Hamburg","lower secondary degree","","","",""
"Min 1x per week","1996","Hamburg","secondary school degree","","","",""
"Min 1x per week","1996","Hamburg","college entrance qualification","","","",""
"Min 1x per week","1996","Hamburg","Other degree","","","",""
"Min 1x per week","1996","Hamburg","no degree/no degree yet","","","",""
"Min 1x per week","1996","Lower Saxony","lower secondary degree","","","",""
"Min 1x per week","1996","Lower Saxony","secondary school degree","","","",""
"Min 1x per week","1996","Lower Saxony","college entrance qualification","","","",""
"Min 1x per week","1996","Lower Saxony","Other degree","","","",""
"Min 1x per week","1996","Lower Saxony","no degree/no degree yet","","","",""
"Min 1x per week","1996","Bremen","lower secondary degree","","","",""
"Min 1x per week","1996","Bremen","secondary school degree","","","",""
"Min 1x per week","1996","Bremen","college entrance qualification","","","",""
"Min 1x per week","1996","Bremen","Other degree","","","",""
"Min 1x per week","1996","Bremen","no degree/no degree yet","","","",""
"Min 1x per week","1996","North Rhine-Westphalia","lower secondary degree","","","",""
"Min 1x per week","1996","North Rhine-Westphalia","secondary school degree","","","",""
"Min 1x per week","1996","North Rhine-Westphalia","college entrance qualification","","","",""
"Min 1x per week","1996","North Rhine-Westphalia","Other degree","","","",""
"Min 1x per week","1996","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Min 1x per week","1996","Hesse","lower secondary degree","","","",""
"Min 1x per week","1996","Hesse","secondary school degree","","","",""
"Min 1x per week","1996","Hesse","college entrance qualification","","","",""
"Min 1x per week","1996","Hesse","Other degree","","","",""
"Min 1x per week","1996","Hesse","no degree/no degree yet","","","",""
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Min 1x per week","1996","Baden-Württemberg","lower secondary degree","","","",""
"Min 1x per week","1996","Baden-Württemberg","secondary school degree","","","",""
"Min 1x per week","1996","Baden-Württemberg","college entrance qualification","","","",""
"Min 1x per week","1996","Baden-Württemberg","Other degree","","","",""
"Min 1x per week","1996","Baden-Württemberg","no degree/no degree yet","","","",""
"Min 1x per week","1996","Bavaria","lower secondary degree","","","",""
"Min 1x per week","1996","Bavaria","secondary school degree","","","",""
"Min 1x per week","1996","Bavaria","college entrance qualification","","","",""
"Min 1x per week","1996","Bavaria","Other degree","","","",""
"Min 1x per week","1996","Bavaria","no degree/no degree yet","","","",""
"Min 1x per week","1996","Berlin","lower secondary degree","","","",""
"Min 1x per week","1996","Berlin","secondary school degree","","","",""
"Min 1x per week","1996","Berlin","college entrance qualification","","","",""
"Min 1x per week","1996","Berlin","Other degree","","","",""
"Min 1x per week","1996","Berlin","no degree/no degree yet","","","",""
"Min 1x per week","1996","Brandenburg","lower secondary degree","","","",""
"Min 1x per week","1996","Brandenburg","secondary school degree","","","",""
"Min 1x per week","1996","Brandenburg","college entrance qualification","","","",""
"Min 1x per week","1996","Brandenburg","Other degree","","","",""
"Min 1x per week","1996","Brandenburg","no degree/no degree yet","","","",""
"Min 1x per week","1996","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Min 1x per week","1996","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Min 1x per week","1996","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Min 1x per week","1996","Mecklenburg-Western Pomerania","Other degree","","","",""
"Min 1x per week","1996","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Min 1x per week","1996","Saxony","lower secondary degree","","","",""
"Min 1x per week","1996","Saxony","secondary school degree","","","",""
"Min 1x per week","1996","Saxony","college entrance qualification","","","",""
"Min 1x per week","1996","Saxony","Other degree","","","",""
"Min 1x per week","1996","Saxony","no degree/no degree yet","","","",""
"Min 1x per week","1996","Saxony-Anhalt","lower secondary degree","","","",""
"Min 1x per week","1996","Saxony-Anhalt","secondary school degree","","","",""
"Min 1x per week","1996","Saxony-Anhalt","college entrance qualification","","","",""
"Min 1x per week","1996","Saxony-Anhalt","Other degree","","","",""
"Min 1x per week","1996","Saxony-Anhalt","no degree/no degree yet","","","",""
"Min 1x per week","1996","Thuringia","lower secondary degree","","","",""
"Min 1x per week","1996","Thuringia","secondary school degree","","","",""
"Min 1x per week","1996","Thuringia","college entrance qualification","","","",""
"Min 1x per week","1996","Thuringia","Other degree","","","",""
"Min 1x per week","1996","Thuringia","no degree/no degree yet","","","",""
"Min 1x per month","1996","Schleswig-Holstein","lower secondary degree","","","",""
"Min 1x per month","1996","Schleswig-Holstein","secondary school degree","","","",""
"Min 1x per month","1996","Schleswig-Holstein","college entrance qualification","","","",""
"Min 1x per month","1996","Schleswig-Holstein","Other degree","","","",""
"Min 1x per month","1996","Schleswig-Holstein","no degree/no degree yet","","","",""
"Min 1x per month","1996","Hamburg","lower secondary degree","","","",""
"Min 1x per month","1996","Hamburg","secondary school degree","","","",""
"Min 1x per month","1996","Hamburg","college entrance qualification","","","",""
"Min 1x per month","1996","Hamburg","Other degree","","","",""
"Min 1x per month","1996","Hamburg","no degree/no degree yet","","","",""
"Min 1x per month","1996","Lower Saxony","lower secondary degree","","","",""
"Min 1x per month","1996","Lower Saxony","secondary school degree","","","",""
"Min 1x per month","1996","Lower Saxony","college entrance qualification","","","",""
"Min 1x per month","1996","Lower Saxony","Other degree","","","",""
"Min 1x per month","1996","Lower Saxony","no degree/no degree yet","","","",""
"Min 1x per month","1996","Bremen","lower secondary degree","","","",""
"Min 1x per month","1996","Bremen","secondary school degree","","","",""
"Min 1x per month","1996","Bremen","college entrance qualification","","","",""
"Min 1x per month","1996","Bremen","Other degree","","","",""
"Min 1x per month","1996","Bremen","no degree/no degree yet","","","",""
"Min 1x per month","1996","North Rhine-Westphalia","lower secondary degree","","","",""
"Min 1x per month","1996","North Rhine-Westphalia","secondary school degree","","","",""
"Min 1x per month","1996","North Rhine-Westphalia","college entrance qualification","","","",""
"Min 1x per month","1996","North Rhine-Westphalia","Other degree","","","",""
"Min 1x per month","1996","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Min 1x per month","1996","Hesse","lower secondary degree","","","",""
"Min 1x per month","1996","Hesse","secondary school degree","","","",""
"Min 1x per month","1996","Hesse","college entrance qualification","","","",""
"Min 1x per month","1996","Hesse","Other degree","","","",""
"Min 1x per month","1996","Hesse","no degree/no degree yet","","","",""
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Min 1x per month","1996","Baden-Württemberg","lower secondary degree","","","",""
"Min 1x per month","1996","Baden-Württemberg","secondary school degree","","","",""
"Min 1x per month","1996","Baden-Württemberg","college entrance qualification","","","",""
"Min 1x per month","1996","Baden-Württemberg","Other degree","","","",""
"Min 1x per month","1996","Baden-Württemberg","no degree/no degree yet","","","",""
"Min 1x per month","1996","Bavaria","lower secondary degree","","","",""
"Min 1x per month","1996","Bavaria","secondary school degree","","","",""
"Min 1x per month","1996","Bavaria","college entrance qualification","","","",""
"Min 1x per month","1996","Bavaria","Other degree","","","",""
"Min 1x per month","1996","Bavaria","no degree/no degree yet","","","",""
"Min 1x per month","1996","Berlin","lower secondary degree","","","",""
"Min 1x per month","1996","Berlin","secondary school degree","","","",""
"Min 1x per month","1996","Berlin","college entrance qualification","","","",""
"Min 1x per month","1996","Berlin","Other degree","","","",""
"Min 1x per month","1996","Berlin","no degree/no degree yet","","","",""
"Min 1x per month","1996","Brandenburg","lower secondary degree","","","",""
"Min 1x per month","1996","Brandenburg","secondary school degree","","","",""
"Min 1x per month","1996","Brandenburg","college entrance qualification","","","",""
"Min 1x per month","1996","Brandenburg","Other degree","","","",""
"Min 1x per month","1996","Brandenburg","no degree/no degree yet","","","",""
"Min 1x per month","1996","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Min 1x per month","1996","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Min 1x per month","1996","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Min 1x per month","1996","Mecklenburg-Western Pomerania","Other degree","","","",""
"Min 1x per month","1996","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Min 1x per month","1996","Saxony","lower secondary degree","","","",""
"Min 1x per month","1996","Saxony","secondary school degree","","","",""
"Min 1x per month","1996","Saxony","college entrance qualification","","","",""
"Min 1x per month","1996","Saxony","Other degree","","","",""
"Min 1x per month","1996","Saxony","no degree/no degree yet","","","",""
"Min 1x per month","1996","Saxony-Anhalt","lower secondary degree","","","",""
"Min 1x per month","1996","Saxony-Anhalt","secondary school degree","","","",""
"Min 1x per month","1996","Saxony-Anhalt","college entrance qualification","","","",""
"Min 1x per month","1996","Saxony-Anhalt","Other degree","","","",""
"Min 1x per month","1996","Saxony-Anhalt","no degree/no degree yet","","","",""
"Min 1x per month","1996","Thuringia","lower secondary degree","","","",""
"Min 1x per month","1996","Thuringia","secondary school degree","","","",""
"Min 1x per month","1996","Thuringia","college entrance qualification","","","",""
"Min 1x per month","1996","Thuringia","Other degree","","","",""
"Min 1x per month","1996","Thuringia","no degree/no degree yet","","","",""
"Rarely","1996","Schleswig-Holstein","lower secondary degree","","","",""
"Rarely","1996","Schleswig-Holstein","secondary school degree","","","",""
"Rarely","1996","Schleswig-Holstein","college entrance qualification","","","",""
"Rarely","1996","Schleswig-Holstein","Other degree","","","",""
"Rarely","1996","Schleswig-Holstein","no degree/no degree yet","","","",""
"Rarely","1996","Hamburg","lower secondary degree","","","",""
"Rarely","1996","Hamburg","secondary school degree","","","",""
"Rarely","1996","Hamburg","college entrance qualification","","","",""
"Rarely","1996","Hamburg","Other degree","","","",""
"Rarely","1996","Hamburg","no degree/no degree yet","","","",""
"Rarely","1996","Lower Saxony","lower secondary degree","","","",""
"Rarely","1996","Lower Saxony","secondary school degree","","","",""
"Rarely","1996","Lower Saxony","college entrance qualification","","","",""
"Rarely","1996","Lower Saxony","Other degree","","","",""
"Rarely","1996","Lower Saxony","no degree/no degree yet","","","",""
"Rarely","1996","Bremen","lower secondary degree","","","",""
"Rarely","1996","Bremen","secondary school degree","","","",""
"Rarely","1996","Bremen","college entrance qualification","","","",""
"Rarely","1996","Bremen","Other degree","","","",""
"Rarely","1996","Bremen","no degree/no degree yet","","","",""
"Rarely","1996","North Rhine-Westphalia","lower secondary degree","","","",""
"Rarely","1996","North Rhine-Westphalia","secondary school degree","","","",""
"Rarely","1996","North Rhine-Westphalia","college entrance qualification","","","",""
"Rarely","1996","North Rhine-Westphalia","Other degree","","","",""
"Rarely","1996","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Rarely","1996","Hesse","lower secondary degree","","","",""
"Rarely","1996","Hesse","secondary school degree","","","",""
"Rarely","1996","Hesse","college entrance qualification","","","",""
"Rarely","1996","Hesse","Other degree","","","",""
"Rarely","1996","Hesse","no degree/no degree yet","","","",""
"Rarely","1996","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Rarely","1996","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Rarely","1996","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Rarely","1996","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Rarely","1996","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Rarely","1996","Baden-Württemberg","lower secondary degree","","","",""
"Rarely","1996","Baden-Württemberg","secondary school degree","","","",""
"Rarely","1996","Baden-Württemberg","college entrance qualification","","","",""
"Rarely","1996","Baden-Württemberg","Other degree","","","",""
"Rarely","1996","Baden-Württemberg","no degree/no degree yet","","","",""
"Rarely","1996","Bavaria","lower secondary degree","","","",""
"Rarely","1996","Bavaria","secondary school degree","","","",""
"Rarely","1996","Bavaria","college entrance qualification","","","",""
"Rarely","1996","Bavaria","Other degree","","","",""
"Rarely","1996","Bavaria","no degree/no degree yet","","","",""
"Rarely","1996","Berlin","lower secondary degree","","","",""
"Rarely","1996","Berlin","secondary school degree","","","",""
"Rarely","1996","Berlin","college entrance qualification","","","",""
"Rarely","1996","Berlin","Other degree","","","",""
"Rarely","1996","Berlin","no degree/no degree yet","","","",""
"Rarely","1996","Brandenburg","lower secondary degree","","","",""
"Rarely","1996","Brandenburg","secondary school degree","","","",""
"Rarely","1996","Brandenburg","college entrance qualification","","","",""
"Rarely","1996","Brandenburg","Other degree","","","",""
"Rarely","1996","Brandenburg","no degree/no degree yet","","","",""
"Rarely","1996","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Rarely","1996","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Rarely","1996","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Rarely","1996","Mecklenburg-Western Pomerania","Other degree","","","",""
"Rarely","1996","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Rarely","1996","Saxony","lower secondary degree","","","",""
"Rarely","1996","Saxony","secondary school degree","","","",""
"Rarely","1996","Saxony","college entrance qualification","","","",""
"Rarely","1996","Saxony","Other degree","","","",""
"Rarely","1996","Saxony","no degree/no degree yet","","","",""
"Rarely","1996","Saxony-Anhalt","lower secondary degree","","","",""
"Rarely","1996","Saxony-Anhalt","secondary school degree","","","",""
"Rarely","1996","Saxony-Anhalt","college entrance qualification","","","",""
"Rarely","1996","Saxony-Anhalt","Other degree","","","",""
"Rarely","1996","Saxony-Anhalt","no degree/no degree yet","","","",""
"Rarely","1996","Thuringia","lower secondary degree","","","",""
"Rarely","1996","Thuringia","secondary school degree","","","",""
"Rarely","1996","Thuringia","college entrance qualification","","","",""
"Rarely","1996","Thuringia","Other degree","","","",""
"Rarely","1996","Thuringia","no degree/no degree yet","","","",""
"Never","1996","Schleswig-Holstein","lower secondary degree","","","",""
"Never","1996","Schleswig-Holstein","secondary school degree","","","",""
"Never","1996","Schleswig-Holstein","college entrance qualification","","","",""
"Never","1996","Schleswig-Holstein","Other degree","","","",""
"Never","1996","Schleswig-Holstein","no degree/no degree yet","","","",""
"Never","1996","Hamburg","lower secondary degree","","","",""
"Never","1996","Hamburg","secondary school degree","","","",""
"Never","1996","Hamburg","college entrance qualification","","","",""
"Never","1996","Hamburg","Other degree","","","",""
"Never","1996","Hamburg","no degree/no degree yet","","","",""
"Never","1996","Lower Saxony","lower secondary degree","","","",""
"Never","1996","Lower Saxony","secondary school degree","","","",""
"Never","1996","Lower Saxony","college entrance qualification","","","",""
"Never","1996","Lower Saxony","Other degree","","","",""
"Never","1996","Lower Saxony","no degree/no degree yet","","","",""
"Never","1996","Bremen","lower secondary degree","","","",""
"Never","1996","Bremen","secondary school degree","","","",""
"Never","1996","Bremen","college entrance qualification","","","",""
"Never","1996","Bremen","Other degree","","","",""
"Never","1996","Bremen","no degree/no degree yet","","","",""
"Never","1996","North Rhine-Westphalia","lower secondary degree","","","",""
"Never","1996","North Rhine-Westphalia","secondary school degree","","","",""
"Never","1996","North Rhine-Westphalia","college entrance qualification","","","",""
"Never","1996","North Rhine-Westphalia","Other degree","","","",""
"Never","1996","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Never","1996","Hesse","lower secondary degree","","","",""
"Never","1996","Hesse","secondary school degree","","","",""
"Never","1996","Hesse","college entrance qualification","","","",""
"Never","1996","Hesse","Other degree","","","",""
"Never","1996","Hesse","no degree/no degree yet","","","",""
"Never","1996","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Never","1996","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Never","1996","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Never","1996","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Never","1996","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Never","1996","Baden-Württemberg","lower secondary degree","","","",""
"Never","1996","Baden-Württemberg","secondary school degree","","","",""
"Never","1996","Baden-Württemberg","college entrance qualification","","","",""
"Never","1996","Baden-Württemberg","Other degree","","","",""
"Never","1996","Baden-Württemberg","no degree/no degree yet","","","",""
"Never","1996","Bavaria","lower secondary degree","","","",""
"Never","1996","Bavaria","secondary school degree","","","",""
"Never","1996","Bavaria","college entrance qualification","","","",""
"Never","1996","Bavaria","Other degree","","","",""
"Never","1996","Bavaria","no degree/no degree yet","","","",""
"Never","1996","Berlin","lower secondary degree","","","",""
"Never","1996","Berlin","secondary school degree","","","",""
"Never","1996","Berlin","college entrance qualification","","","",""
"Never","1996","Berlin","Other degree","","","",""
"Never","1996","Berlin","no degree/no degree yet","","","",""
"Never","1996","Brandenburg","lower secondary degree","","","",""
"Never","1996","Brandenburg","secondary school degree","","","",""
"Never","1996","Brandenburg","college entrance qualification","","","",""
"Never","1996","Brandenburg","Other degree","","","",""
"Never","1996","Brandenburg","no degree/no degree yet","","","",""
"Never","1996","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Never","1996","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Never","1996","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Never","1996","Mecklenburg-Western Pomerania","Other degree","","","",""
"Never","1996","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Never","1996","Saxony","lower secondary degree","","","",""
"Never","1996","Saxony","secondary school degree","","","",""
"Never","1996","Saxony","college entrance qualification","","","",""
"Never","1996","Saxony","Other degree","","","",""
"Never","1996","Saxony","no degree/no degree yet","","","",""
"Never","1996","Saxony-Anhalt","lower secondary degree","","","",""
"Never","1996","Saxony-Anhalt","secondary school degree","","","",""
"Never","1996","Saxony-Anhalt","college entrance qualification","","","",""
"Never","1996","Saxony-Anhalt","Other degree","","","",""
"Never","1996","Saxony-Anhalt","no degree/no degree yet","","","",""
"Never","1996","Thuringia","lower secondary degree","","","",""
"Never","1996","Thuringia","secondary school degree","","","",""
"Never","1996","Thuringia","college entrance qualification","","","",""
"Never","1996","Thuringia","Other degree","","","",""
"Never","1996","Thuringia","no degree/no degree yet","","","",""
"Daily","1997","Schleswig-Holstein","lower secondary degree","","","",""
"Daily","1997","Schleswig-Holstein","secondary school degree","","","",""
"Daily","1997","Schleswig-Holstein","college entrance qualification","","","",""
"Daily","1997","Schleswig-Holstein","Other degree","","","",""
"Daily","1997","Schleswig-Holstein","no degree/no degree yet","","","",""
"Daily","1997","Hamburg","lower secondary degree","","","",""
"Daily","1997","Hamburg","secondary school degree","","","",""
"Daily","1997","Hamburg","college entrance qualification","","","",""
"Daily","1997","Hamburg","Other degree","","","",""
"Daily","1997","Hamburg","no degree/no degree yet","","","",""
"Daily","1997","Lower Saxony","lower secondary degree","","","",""
"Daily","1997","Lower Saxony","secondary school degree","","","",""
"Daily","1997","Lower Saxony","college entrance qualification","","","",""
"Daily","1997","Lower Saxony","Other degree","","","",""
"Daily","1997","Lower Saxony","no degree/no degree yet","","","",""
"Daily","1997","Bremen","lower secondary degree","","","",""
"Daily","1997","Bremen","secondary school degree","","","",""
"Daily","1997","Bremen","college entrance qualification","","","",""
"Daily","1997","Bremen","Other degree","","","",""
"Daily","1997","Bremen","no degree/no degree yet","","","",""
"Daily","1997","North Rhine-Westphalia","lower secondary degree","","","",""
"Daily","1997","North Rhine-Westphalia","secondary school degree","","","",""
"Daily","1997","North Rhine-Westphalia","college entrance qualification","","","",""
"Daily","1997","North Rhine-Westphalia","Other degree","","","",""
"Daily","1997","North Rhine-Westphalia","no degree/no degree yet","","","",""
