"pli0089","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","2005","66 and older","Male","","","","","3"
"Min 1x per month","2005","66 and older","Female","","","","","3"
"Min 1x per week","2005","16-34 y.","Female","","","","","2"
"Min 1x per week","2005","16-34 y.","Male","","","","","2"
"Min 1x per week","2005","35-65 y.","Male","","","","","2"
"Min 1x per week","2005","35-65 y.","Female","","","","","2"
"Min 1x per week","2005","66 and older","Male","","","","","2"
"Min 1x per week","2005","66 and older","Female","","","","","2"
"Never","2005","16-34 y.","Male","","","","","5"
"Never","2005","35-65 y.","Male","","","","","5"
"Never","2005","16-34 y.","Female","","","","","5"
"Never","2005","35-65 y.","Female","","","","","5"
"Never","2005","66 and older","Male","","","","","5"
"Never","2005","66 and older","Female","","","","","5"
"Rarely","2005","16-34 y.","Male","","","","","4"
"Rarely","2005","16-34 y.","Female","","","","","4"
"Rarely","2005","35-65 y.","Male","","","","","4"
"Rarely","2005","66 and older","Male","","","","","4"
"Rarely","2005","35-65 y.","Female","","","","","4"
"Rarely","2005","66 and older","Female","","","","","4"
"Daily","2006","16-34 y.","Male","","","","","1"
"Daily","2006","16-34 y.","Female","","","","","1"
"Daily","2006","35-65 y.","Male","","","","","1"
"Daily","2006","35-65 y.","Female","","","","","1"
"Daily","2006","66 and older","Male","","","","","1"
"Daily","2006","66 and older","Female","","","","","1"
"Min 1x per month","2006","16-34 y.","Male","","","","","3"
"Min 1x per month","2006","16-34 y.","Female","","","","","3"
"Min 1x per month","2006","35-65 y.","Male","","","","","3"
"Min 1x per month","2006","35-65 y.","Female","","","","","3"
"Min 1x per month","2006","66 and older","Male","","","","","3"
"Min 1x per month","2006","66 and older","Female","","","","","3"
"Min 1x per week","2006","16-34 y.","Female","","","","","2"
"Min 1x per week","2006","16-34 y.","Male","","","","","2"
"Min 1x per week","2006","35-65 y.","Male","","","","","2"
"Min 1x per week","2006","35-65 y.","Female","","","","","2"
"Min 1x per week","2006","66 and older","Male","","","","","2"
"Min 1x per week","2006","66 and older","Female","","","","","2"
"Never","2006","16-34 y.","Male","","","","","5"
"Never","2006","16-34 y.","Female","","","","","5"
"Never","2006","35-65 y.","Male","","","","","5"
"Never","2006","35-65 y.","Female","","","","","5"
"Never","2006","66 and older","Male","","","","","5"
"Never","2006","66 and older","Female","","","","","5"
"Rarely","2006","16-34 y.","Female","","","","","4"
"Rarely","2006","16-34 y.","Male","","","","","4"
"Rarely","2006","35-65 y.","Male","","","","","4"
"Rarely","2006","35-65 y.","Female","","","","","4"
"Rarely","2006","66 and older","Female","","","","","4"
"Rarely","2006","66 and older","Male","","","","","4"
"Daily","2007","16-34 y.","Male","","","","","1"
"Daily","2007","16-34 y.","Female","","","","","1"
"Daily","2007","35-65 y.","Male","","","","","1"
"Daily","2007","35-65 y.","Female","","","","","1"
"Daily","2007","66 and older","Male","","","","","1"
"Daily","2007","66 and older","Female","","","","","1"
"Min 1x per month","2007","16-34 y.","Male","","","","","3"
"Min 1x per month","2007","16-34 y.","Female","","","","","3"
"Min 1x per month","2007","35-65 y.","Male","","","","","3"
"Min 1x per month","2007","35-65 y.","Female","","","","","3"
"Min 1x per month","2007","66 and older","Male","","","","","3"
"Min 1x per month","2007","66 and older","Female","","","","","3"
"Min 1x per week","2007","16-34 y.","Male","","","","","2"
"Min 1x per week","2007","16-34 y.","Female","","","","","2"
"Min 1x per week","2007","35-65 y.","Male","","","","","2"
"Min 1x per week","2007","35-65 y.","Female","","","","","2"
"Min 1x per week","2007","66 and older","Male","","","","","2"
"Min 1x per week","2007","66 and older","Female","","","","","2"
"Never","2007","16-34 y.","Female","","","","","5"
"Never","2007","16-34 y.","Male","","","","","5"
"Never","2007","35-65 y.","Male","","","","","5"
"Never","2007","35-65 y.","Female","","","","","5"
"Never","2007","66 and older","Male","","","","","5"
"Never","2007","66 and older","Female","","","","","5"
"Rarely","2007","16-34 y.","Female","","","","","4"
"Rarely","2007","16-34 y.","Male","","","","","4"
"Rarely","2007","35-65 y.","Male","","","","","4"
"Rarely","2007","35-65 y.","Female","","","","","4"
"Rarely","2007","66 and older","Male","","","","","4"
"Rarely","2007","66 and older","Female","","","","","4"
"Daily","2008","16-34 y.","Male","13","","","","1"
"Daily","2008","16-34 y.","Female","7","","","","1"
"Daily","2008","35-65 y.","Male","5","","","","1"
"Daily","2008","35-65 y.","Female","3","","","","1"
"Daily","2008","66 and older","Female","","","","","1"
"Daily","2008","66 and older","Male","4","","","","1"
"Min 1x per month","2008","16-34 y.","Male","329","0.157401770200453","0.14170580955423","0.173097730846676","3"
"Min 1x per month","2008","16-34 y.","Female","180","0.0846912909759342","0.0732478657899547","0.0961347161619137","3"
"Min 1x per month","2008","35-65 y.","Male","601","0.114428597703722","0.105694573593058","0.123162621814386","3"
"Min 1x per month","2008","35-65 y.","Female","323","0.0553261892845216","0.0493142805883086","0.0613380979807347","3"
"Min 1x per month","2008","66 and older","Male","135","0.0702629914865342","0.0591745638646201","0.0813514191084483","3"
"Min 1x per month","2008","66 and older","Female","40","0.0187855581417234","0.0132224936035514","0.0243486226798953","3"
"Min 1x per week","2008","16-34 y.","Male","234","0.116547274775956","0.102717486143288","0.130377063408624","2"
"Min 1x per week","2008","35-65 y.","Male","280","0.0540120440657841","0.0478101632341844","0.0602139248973839","2"
"Min 1x per week","2008","16-34 y.","Female","137","0.0601882545768224","0.0504129753959669","0.069963533757678","2"
"Min 1x per week","2008","35-65 y.","Female","186","0.0311026516122282","0.026537621454444","0.0356676817700124","2"
"Min 1x per week","2008","66 and older","Male","63","0.034459240419194","0.0265458107906192","0.0423726700477687","2"
"Min 1x per week","2008","66 and older","Female","25","","","","2"
"Never","2008","16-34 y.","Female","1225","0.537074763722195","0.51658081419307","0.55756871325132","5"
"Never","2008","16-34 y.","Male","712","0.34914434549852","0.328598800245094","0.369689890751945","5"
"Never","2008","35-65 y.","Male","2343","0.461830745211865","0.448152317825623","0.475509172598106","5"
"Never","2008","35-65 y.","Female","3459","0.633564514942694","0.620893825584796","0.646235204300593","5"
"Never","2008","66 and older","Male","1311","0.640628529285208","0.619812325790628","0.661444732779788","5"
"Never","2008","66 and older","Female","1952","0.859878520700489","0.845655527968994","0.874101513431984","5"
"Rarely","2008","16-34 y.","Male","780","0.372325005997841","0.351489630107994","0.393160381887688","4"
"Rarely","2008","16-34 y.","Female","725","0.316745135061913","0.297624636870856","0.33586563325297","4"
"Rarely","2008","35-65 y.","Male","1874","0.368825992767813","0.355588046325444","0.382063939210182","4"
"Rarely","2008","35-65 y.","Female","1584","0.279767962445065","0.267963634478379","0.291572290411751","4"
"Rarely","2008","66 and older","Female","271","0.107089762783839","0.0944191400418276","0.11976038552585","4"
"Rarely","2008","66 and older","Male","528","0.253818251484982","0.234937889190919","0.272698613779046","4"
"Daily","2009","16-34 y.","Male","","","","","1"
"Daily","2009","16-34 y.","Female","","","","","1"
"Daily","2009","35-65 y.","Male","","","","","1"
"Daily","2009","35-65 y.","Female","","","","","1"
"Daily","2009","66 and older","Male","","","","","1"
"Daily","2009","66 and older","Female","","","","","1"
"Min 1x per month","2009","16-34 y.","Male","","","","","3"
"Min 1x per month","2009","16-34 y.","Female","","","","","3"
"Min 1x per month","2009","35-65 y.","Male","","","","","3"
"Min 1x per month","2009","35-65 y.","Female","","","","","3"
"Min 1x per month","2009","66 and older","Male","","","","","3"
"Min 1x per month","2009","66 and older","Female","","","","","3"
"Min 1x per week","2009","16-34 y.","Male","","","","","2"
"Min 1x per week","2009","16-34 y.","Female","","","","","2"
"Min 1x per week","2009","35-65 y.","Male","","","","","2"
"Min 1x per week","2009","35-65 y.","Female","","","","","2"
"Min 1x per week","2009","66 and older","Male","","","","","2"
"Min 1x per week","2009","66 and older","Female","","","","","2"
"Never","2009","16-34 y.","Male","","","","","5"
"Never","2009","16-34 y.","Female","","","","","5"
"Never","2009","35-65 y.","Male","","","","","5"
"Never","2009","35-65 y.","Female","","","","","5"
"Never","2009","66 and older","Male","","","","","5"
"Never","2009","66 and older","Female","","","","","5"
"Rarely","2009","16-34 y.","Male","","","","","4"
"Rarely","2009","16-34 y.","Female","","","","","4"
"Rarely","2009","35-65 y.","Male","","","","","4"
"Rarely","2009","35-65 y.","Female","","","","","4"
"Rarely","2009","66 and older","Male","","","","","4"
"Rarely","2009","66 and older","Female","","","","","4"
"Daily","2010","16-34 y.","Male","","","","","1"
"Daily","2010","16-34 y.","Female","","","","","1"
"Daily","2010","35-65 y.","Male","","","","","1"
"Daily","2010","35-65 y.","Female","","","","","1"
"Daily","2010","66 and older","Female","","","","","1"
"Daily","2010","66 and older","Male","","","","","1"
"Min 1x per month","2010","16-34 y.","Female","","","","","3"
"Min 1x per month","2010","16-34 y.","Male","","","","","3"
"Min 1x per month","2010","35-65 y.","Male","","","","","3"
"Min 1x per month","2010","35-65 y.","Female","","","","","3"
"Min 1x per month","2010","66 and older","Male","","","","","3"
"Min 1x per month","2010","66 and older","Female","","","","","3"
"Min 1x per week","2010","16-34 y.","Male","","","","","2"
"Min 1x per week","2010","16-34 y.","Female","","","","","2"
"Min 1x per week","2010","35-65 y.","Male","","","","","2"
"Min 1x per week","2010","35-65 y.","Female","","","","","2"
"Min 1x per week","2010","66 and older","Male","","","","","2"
"Min 1x per week","2010","66 and older","Female","","","","","2"
"Never","2010","16-34 y.","Female","","","","","5"
"Never","2010","16-34 y.","Male","","","","","5"
"Never","2010","35-65 y.","Male","","","","","5"
"Never","2010","35-65 y.","Female","","","","","5"
"Never","2010","66 and older","Male","","","","","5"
"Never","2010","66 and older","Female","","","","","5"
"Rarely","2010","16-34 y.","Female","","","","","4"
"Rarely","2010","16-34 y.","Male","","","","","4"
"Rarely","2010","35-65 y.","Male","","","","","4"
"Rarely","2010","35-65 y.","Female","","","","","4"
"Rarely","2010","66 and older","Male","","","","","4"
"Rarely","2010","66 and older","Female","","","","","4"
"Daily","2011","16-34 y.","Male","","","","","1"
"Daily","2011","16-34 y.","Female","","","","","1"
"Daily","2011","35-65 y.","Male","","","","","1"
"Daily","2011","35-65 y.","Female","","","","","1"
"Daily","2011","66 and older","Male","","","","","1"
"Daily","2011","66 and older","Female","","","","","1"
"Min 1x per month","2011","16-34 y.","Female","","","","","3"
"Min 1x per month","2011","16-34 y.","Male","","","","","3"
"Min 1x per month","2011","35-65 y.","Male","","","","","3"
"Min 1x per month","2011","35-65 y.","Female","","","","","3"
"Min 1x per month","2011","66 and older","Male","","","","","3"
"Min 1x per month","2011","66 and older","Female","","","","","3"
"Min 1x per week","2011","16-34 y.","Female","","","","","2"
"Min 1x per week","2011","16-34 y.","Male","","","","","2"
"Min 1x per week","2011","35-65 y.","Male","","","","","2"
"Min 1x per week","2011","35-65 y.","Female","","","","","2"
"Min 1x per week","2011","66 and older","Male","","","","","2"
"Min 1x per week","2011","66 and older","Female","","","","","2"
"Never","2011","16-34 y.","Female","","","","","5"
"Never","2011","16-34 y.","Male","","","","","5"
"Never","2011","35-65 y.","Male","","","","","5"
"Never","2011","35-65 y.","Female","","","","","5"
"Never","2011","66 and older","Male","","","","","5"
"Never","2011","66 and older","Female","","","","","5"
"Rarely","2011","16-34 y.","Male","","","","","4"
"Rarely","2011","16-34 y.","Female","","","","","4"
"Rarely","2011","35-65 y.","Male","","","","","4"
"Rarely","2011","35-65 y.","Female","","","","","4"
"Rarely","2011","66 and older","Male","","","","","4"
"Rarely","2011","66 and older","Female","","","","","4"
"Daily","2012","16-34 y.","Male","","","","","1"
"Daily","2012","16-34 y.","Female","","","","","1"
"Daily","2012","35-65 y.","Male","","","","","1"
"Daily","2012","35-65 y.","Female","","","","","1"
"Daily","2012","66 and older","Male","","","","","1"
"Daily","2012","66 and older","Female","","","","","1"
"Min 1x per month","2012","16-34 y.","Male","","","","","3"
"Min 1x per month","2012","16-34 y.","Female","","","","","3"
"Min 1x per month","2012","35-65 y.","Male","","","","","3"
"Min 1x per month","2012","35-65 y.","Female","","","","","3"
"Min 1x per month","2012","66 and older","Male","","","","","3"
"Min 1x per month","2012","66 and older","Female","","","","","3"
"Min 1x per week","2012","16-34 y.","Male","","","","","2"
"Min 1x per week","2012","16-34 y.","Female","","","","","2"
"Min 1x per week","2012","35-65 y.","Male","","","","","2"
"Min 1x per week","2012","66 and older","Male","","","","","2"
"Min 1x per week","2012","35-65 y.","Female","","","","","2"
"Min 1x per week","2012","66 and older","Female","","","","","2"
"Never","2012","16-34 y.","Male","","","","","5"
"Never","2012","16-34 y.","Female","","","","","5"
"Never","2012","35-65 y.","Male","","","","","5"
"Never","2012","35-65 y.","Female","","","","","5"
"Never","2012","66 and older","Male","","","","","5"
"Never","2012","66 and older","Female","","","","","5"
"Rarely","2012","16-34 y.","Female","","","","","4"
"Rarely","2012","16-34 y.","Male","","","","","4"
"Rarely","2012","35-65 y.","Male","","","","","4"
"Rarely","2012","35-65 y.","Female","","","","","4"
"Rarely","2012","66 and older","Male","","","","","4"
"Rarely","2012","66 and older","Female","","","","","4"
"Daily","2013","16-34 y.","Male","14","","","","1"
"Daily","2013","16-34 y.","Female","10","","","","1"
"Daily","2013","35-65 y.","Male","6","","","","1"
"Daily","2013","35-65 y.","Female","12","","","","1"
"Daily","2013","66 and older","Male","2","","","","1"
"Daily","2013","66 and older","Female","1","","","","1"
"Min 1x per month","2013","16-34 y.","Male","395","0.171737828238343","0.156843093206235","0.186632563270451","3"
"Min 1x per month","2013","16-34 y.","Female","289","0.106654226988422","0.0959089580553734","0.117399495921471","3"
"Min 1x per month","2013","35-65 y.","Male","843","0.124132828356019","0.116226819340758","0.13203883737128","3"
"Min 1x per month","2013","35-65 y.","Female","646","0.0669025123886217","0.0615025434240099","0.0723024813532334","3"
"Min 1x per month","2013","66 and older","Male","208","0.0856092365433133","0.0744109976295876","0.096807475457039","3"
"Min 1x per month","2013","66 and older","Female","64","0.0217295291356162","0.0160783723432283","0.027380685928004","3"
"Min 1x per week","2013","16-34 y.","Male","302","0.144940866914429","0.131037839232904","0.158843894595953","2"
"Min 1x per week","2013","16-34 y.","Female","221","0.0740498403526612","0.0649344697873841","0.0831652109179383","2"
"Min 1x per week","2013","35-65 y.","Male","520","0.0692235187841273","0.0631373444014634","0.0753096931667911","2"
"Min 1x per week","2013","35-65 y.","Female","446","0.040043604420572","0.0358062101541625","0.0442809986869815","2"
"Min 1x per week","2013","66 and older","Female","33","0.0118803046039562","0.00768076875585233","0.01607984045206","2"
"Min 1x per week","2013","66 and older","Male","94","0.0392127640049749","0.0314440194445961","0.0469815085653536","2"
"Never","2013","16-34 y.","Male","900","0.329293006164909","0.310733194879955","0.347852817449863","5"
"Never","2013","16-34 y.","Female","1731","0.477122660241103","0.459735310415951","0.494510010066255","5"
"Never","2013","35-65 y.","Male","2890","0.430451412702272","0.418579455738854","0.44232336966569","5"
"Never","2013","35-65 y.","Female","4746","0.598825279104246","0.588232171531521","0.609418386676971","5"
"Never","2013","66 and older","Male","1428","0.608147987945692","0.588609579719864","0.627686396171521","5"
"Never","2013","66 and older","Female","2044","0.827781636803062","0.81314705388644","0.842416219719684","5"
"Rarely","2013","16-34 y.","Male","852","0.345435419465033","0.326656285121251","0.364214553808816","4"
"Rarely","2013","35-65 y.","Male","2423","0.374105391643277","0.362503135631316","0.385707647655238","4"
"Rarely","2013","16-34 y.","Female","919","0.337887972409223","0.321422637650099","0.354353307168347","4"
"Rarely","2013","35-65 y.","Female","2374","0.293512225799511","0.283670484080102","0.303353967518921","4"
"Rarely","2013","66 and older","Male","666","0.26636223264001","0.248669265735469","0.284055199544551","4"
"Rarely","2013","66 and older","Female","415","0.138387450770757","0.125003414973636","0.151771486567877","4"
"Daily","2014","16-34 y.","Male","","","","","1"
"Daily","2014","16-34 y.","Female","","","","","1"
"Daily","2014","35-65 y.","Male","","","","","1"
"Daily","2014","35-65 y.","Female","","","","","1"
"Daily","2014","66 and older","Male","","","","","1"
"Daily","2014","66 and older","Female","","","","","1"
"Min 1x per month","2014","16-34 y.","Male","","","","","3"
"Min 1x per month","2014","16-34 y.","Female","","","","","3"
"Min 1x per month","2014","35-65 y.","Male","","","","","3"
"Min 1x per month","2014","35-65 y.","Female","","","","","3"
"Min 1x per month","2014","66 and older","Male","","","","","3"
"Min 1x per month","2014","66 and older","Female","","","","","3"
"Min 1x per week","2014","16-34 y.","Male","","","","","2"
"Min 1x per week","2014","16-34 y.","Female","","","","","2"
"Min 1x per week","2014","35-65 y.","Male","","","","","2"
"Min 1x per week","2014","35-65 y.","Female","","","","","2"
"Min 1x per week","2014","66 and older","Female","","","","","2"
"Min 1x per week","2014","66 and older","Male","","","","","2"
"Never","2014","16-34 y.","Male","","","","","5"
"Never","2014","16-34 y.","Female","","","","","5"
"Never","2014","35-65 y.","Male","","","","","5"
"Never","2014","35-65 y.","Female","","","","","5"
"Never","2014","66 and older","Male","","","","","5"
"Never","2014","66 and older","Female","","","","","5"
"Rarely","2014","16-34 y.","Male","","","","","4"
"Rarely","2014","16-34 y.","Female","","","","","4"
"Rarely","2014","35-65 y.","Male","","","","","4"
"Rarely","2014","35-65 y.","Female","","","","","4"
"Rarely","2014","66 and older","Male","","","","","4"
"Rarely","2014","66 and older","Female","","","","","4"
"Daily","2015","16-34 y.","Male","","","","","1"
"Daily","2015","16-34 y.","Female","","","","","1"
"Daily","2015","35-65 y.","Male","","","","","1"
"Daily","2015","35-65 y.","Female","","","","","1"
"Daily","2015","66 and older","Male","","","","","1"
"Daily","2015","66 and older","Female","","","","","1"
"Min 1x per month","2015","16-34 y.","Female","","","","","3"
"Min 1x per month","2015","16-34 y.","Male","","","","","3"
"Min 1x per month","2015","35-65 y.","Male","","","","","3"
"Min 1x per month","2015","35-65 y.","Female","","","","","3"
"Min 1x per month","2015","66 and older","Female","","","","","3"
"Min 1x per month","2015","66 and older","Male","","","","","3"
"Min 1x per week","2015","16-34 y.","Male","","","","","2"
"Min 1x per week","2015","16-34 y.","Female","","","","","2"
"Min 1x per week","2015","35-65 y.","Female","","","","","2"
"Min 1x per week","2015","35-65 y.","Male","","","","","2"
"Min 1x per week","2015","66 and older","Female","","","","","2"
"Min 1x per week","2015","66 and older","Male","","","","","2"
"Never","2015","16-34 y.","Male","","","","","5"
"Never","2015","16-34 y.","Female","","","","","5"
"Never","2015","35-65 y.","Male","","","","","5"
"Never","2015","35-65 y.","Female","","","","","5"
"Never","2015","66 and older","Male","","","","","5"
"Never","2015","66 and older","Female","","","","","5"
"Rarely","2015","16-34 y.","Female","","","","","4"
"Rarely","2015","16-34 y.","Male","","","","","4"
"Rarely","2015","35-65 y.","Male","","","","","4"
"Rarely","2015","35-65 y.","Female","","","","","4"
"Rarely","2015","66 and older","Male","","","","","4"
"Rarely","2015","66 and older","Female","","","","","4"
"Daily","2016","16-34 y.","Male","","","","","1"
"Daily","2016","16-34 y.","Female","","","","","1"
"Daily","2016","35-65 y.","Male","","","","","1"
"Daily","2016","35-65 y.","Female","","","","","1"
"Daily","2016","66 and older","Male","","","","","1"
"Daily","2016","66 and older","Female","","","","","1"
"Min 1x per month","2016","16-34 y.","Male","","","","","3"
"Min 1x per month","2016","16-34 y.","Female","","","","","3"
"Min 1x per month","2016","35-65 y.","Male","","","","","3"
"Min 1x per month","2016","35-65 y.","Female","","","","","3"
"Min 1x per month","2016","66 and older","Male","","","","","3"
"Min 1x per month","2016","66 and older","Female","","","","","3"
"Min 1x per week","2016","16-34 y.","Male","","","","","2"
"Min 1x per week","2016","16-34 y.","Female","","","","","2"
"Min 1x per week","2016","35-65 y.","Male","","","","","2"
"Min 1x per week","2016","35-65 y.","Female","","","","","2"
"Min 1x per week","2016","66 and older","Male","","","","","2"
"Min 1x per week","2016","66 and older","Female","","","","","2"
"Never","2016","16-34 y.","Male","","","","","5"
"Never","2016","16-34 y.","Female","","","","","5"
"Never","2016","35-65 y.","Male","","","","","5"
"Never","2016","35-65 y.","Female","","","","","5"
"Never","2016","66 and older","Male","","","","","5"
"Never","2016","66 and older","Female","","","","","5"
"Rarely","2016","16-34 y.","Male","","","","","4"
"Rarely","2016","16-34 y.","Female","","","","","4"
"Rarely","2016","35-65 y.","Male","","","","","4"
"Rarely","2016","35-65 y.","Female","","","","","4"
"Rarely","2016","66 and older","Male","","","","","4"
"Rarely","2016","66 and older","Female","","","","","4"
"Daily","2017","16-34 y.","Male","39","0.0170171582558423","0.011313138402077","0.0227211781096077","1"
"Daily","2017","16-34 y.","Female","4","","","","1"
"Daily","2017","35-65 y.","Male","13","","","","1"
"Daily","2017","35-65 y.","Female","3","","","","1"
"Daily","2017","66 and older","Male","","","","","1"
"Daily","2017","66 and older","Female","","","","","1"
"Min 1x per month","2017","16-34 y.","Male","163","0.0864695377853709","0.0740742211081798","0.0988648544625619","3"
"Min 1x per month","2017","16-34 y.","Female","29","","","","3"
"Min 1x per month","2017","35-65 y.","Male","94","0.0649003665158762","0.0516954729368297","0.0781052600949227","3"
"Min 1x per month","2017","35-65 y.","Female","14","","","","3"
"Min 1x per month","2017","66 and older","Female","","","","","3"
"Min 1x per month","2017","66 and older","Male","2","","","","3"
"Min 1x per week","2017","16-34 y.","Male","171","0.092831469628511","0.0800330559954662","0.105629883261556","2"
"Min 1x per week","2017","16-34 y.","Female","37","0.0186617589159699","0.0111865923425755","0.0261369254893642","2"
"Min 1x per week","2017","35-65 y.","Male","102","0.0842295174731053","0.0693424943032184","0.0991165406429923","2"
"Min 1x per week","2017","35-65 y.","Female","16","","","","2"
"Min 1x per week","2017","66 and older","Male","","","","","2"
"Min 1x per week","2017","66 and older","Female","","","","","2"
"Never","2017","16-34 y.","Male","1197","0.593852535554221","0.572193170468041","0.615511900640402","5"
"Never","2017","16-34 y.","Female","1075","0.87828210325419","0.860221616031895","0.896342590476486","5"
"Never","2017","35-65 y.","Male","897","0.674783149866963","0.649672900736274","0.699893398997651","5"
"Never","2017","35-65 y.","Female","791","0.892515137238808","0.872335876597684","0.912694397879933","5"
"Never","2017","66 and older","Male","18","","","","5"
"Never","2017","66 and older","Female","33","1","1","1","5"
"Rarely","2017","16-34 y.","Male","405","0.209829298776054","0.191871294655072","0.227787302897037","4"
"Rarely","2017","35-65 y.","Male","231","0.16948382083966","0.149373427774906","0.189594213904413","4"
"Rarely","2017","16-34 y.","Female","114","0.0773893021683239","0.0626293505381115","0.0921492537985364","4"
"Rarely","2017","66 and older","Male","","","","","4"
"Rarely","2017","35-65 y.","Female","81","0.0822631933843631","0.0643618485476987","0.100164538221028","4"
"Rarely","2017","66 and older","Female","","","","","4"
"Daily","2018","16-34 y.","Male","19","","","","1"
"Daily","2018","16-34 y.","Female","1","","","","1"
"Daily","2018","35-65 y.","Male","13","","","","1"
"Daily","2018","35-65 y.","Female","3","","","","1"
"Daily","2018","66 and older","Male","","","","","1"
"Daily","2018","66 and older","Female","","","","","1"
"Min 1x per month","2018","16-34 y.","Male","158","0.13170072195236","0.113138848972813","0.150262594931906","3"
"Min 1x per month","2018","16-34 y.","Female","29","","","","3"
"Min 1x per month","2018","35-65 y.","Male","116","0.0921171374137857","0.0749961842227441","0.109238090604827","3"
"Min 1x per month","2018","35-65 y.","Female","35","0.0415995781540857","0.0265809188571463","0.0566182374510251","3"
"Min 1x per month","2018","66 and older","Female","","","","","3"
"Min 1x per month","2018","66 and older","Male","1","","","","3"
"Min 1x per week","2018","16-34 y.","Male","168","0.133900905839293","0.115208355953875","0.152593455724711","2"
"Min 1x per week","2018","16-34 y.","Female","24","","","","2"
"Min 1x per week","2018","35-65 y.","Male","106","0.0708699675989373","0.0556780645532687","0.0860618706446059","2"
"Min 1x per week","2018","35-65 y.","Female","14","","","","2"
"Min 1x per week","2018","66 and older","Female","","","","","2"
"Min 1x per week","2018","66 and older","Male","","","","","2"
"Never","2018","16-34 y.","Male","615","0.466108535545963","0.438726671144279","0.493490399947646","5"
"Never","2018","16-34 y.","Female","609","0.818600453391044","0.791400072157131","0.845800834624956","5"
"Never","2018","35-65 y.","Male","645","0.605063614896636","0.576123056516874","0.634004173276398","5"
"Never","2018","35-65 y.","Female","531","0.834992413628828","0.807072991531714","0.862911835725942","5"
"Never","2018","66 and older","Male","11","","","","5"
"Never","2018","66 and older","Female","16","","","","5"
"Rarely","2018","16-34 y.","Male","315","0.255141744848324","0.231212963741419","0.279070525955229","4"
"Rarely","2018","16-34 y.","Female","108","0.130314515991993","0.106551672354604","0.154077359629381","4"
"Rarely","2018","35-65 y.","Male","216","0.219371759660023","0.194872367886701","0.243871151433344","4"
"Rarely","2018","35-65 y.","Female","96","0.104408454678392","0.0814080207059216","0.127408888650863","4"
"Rarely","2018","66 and older","Male","1","","","","4"
"Rarely","2018","66 and older","Female","2","","","","4"
"Daily","2019","16-34 y.","Male","26","","","","1"
"Daily","2019","16-34 y.","Female","10","","","","1"
"Daily","2019","35-65 y.","Male","27","","","","1"
"Daily","2019","35-65 y.","Female","7","","","","1"
"Daily","2019","66 and older","Male","8","","","","1"
"Daily","2019","66 and older","Female","5","","","","1"
"Min 1x per month","2019","16-34 y.","Male","515","0.175668459835045","0.163336727326507","0.188000192343583","3"
"Min 1x per month","2019","16-34 y.","Female","283","0.0983914371248358","0.0885660786555081","0.108216795594163","3"
"Min 1x per month","2019","35-65 y.","Male","1144","0.140104090198641","0.132587377055617","0.147620803341665","3"
"Min 1x per month","2019","35-65 y.","Female","664","0.0687469951489027","0.0634384403261148","0.0740555499716906","3"
"Min 1x per month","2019","66 and older","Female","100","0.0291560795574262","0.022692839631411","0.0356193194834415","3"
"Min 1x per month","2019","66 and older","Male","247","0.0894384419232795","0.0785649273907289","0.10031195645583","3"
"Min 1x per week","2019","16-34 y.","Male","453","0.10239670220394","0.0925721798492425","0.112221224558637","2"
"Min 1x per week","2019","35-65 y.","Male","629","0.0625667567186885","0.0573220449633043","0.0678114684740726","2"
"Min 1x per week","2019","16-34 y.","Female","202","0.0541350997192678","0.046670358377454","0.0615998410610816","2"
"Min 1x per week","2019","66 and older","Female","55","0.0177518414840621","0.01267909306486","0.0228245899032641","2"
"Min 1x per week","2019","35-65 y.","Female","423","0.0426697415899964","0.0384293447482902","0.0469101384317027","2"
"Min 1x per week","2019","66 and older","Male","115","0.0412981574408095","0.0337165675257741","0.0488797473558448","2"
"Never","2019","16-34 y.","Male","1514","0.372776192282436","0.35710645945437","0.388445925110502","5"
"Never","2019","16-34 y.","Female","2077","0.546848926262846","0.530427308961142","0.563270543564549","5"
"Never","2019","35-65 y.","Male","3597","0.432769315942375","0.422039612555974","0.443499019328776","5"
"Never","2019","35-65 y.","Female","5169","0.604808419567014","0.594551230544411","0.615065608589616","5"
"Never","2019","66 and older","Male","1497","0.590553290511857","0.57181709495811","0.609289486065604","5"
"Never","2019","66 and older","Female","1941","0.789193478649373","0.77352435268814","0.804862604610605","5"
"Rarely","2019","16-34 y.","Male","1150","0.343386177501335","0.327998514885809","0.358773840116861","4"
"Rarely","2019","16-34 y.","Female","958","0.297083574757489","0.282008762756917","0.312158386758061","4"
"Rarely","2019","35-65 y.","Male","2794","0.363032116862508","0.352618276411046","0.373445957313969","4"
"Rarely","2019","35-65 y.","Female","2464","0.282108881077193","0.272667114214333","0.291550647940054","4"
"Rarely","2019","66 and older","Female","502","0.161527003999139","0.147389325020604","0.175664682977675","4"
"Rarely","2019","66 and older","Male","779","0.277335282460265","0.260277437651572","0.294393127268957","4"
