"pli0089","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Daily","2005","general elemantary","","","","","1"
"Daily","2005","middle vocational","","","","","1"
"Daily","2005","in school","","","","","1"
"Min 1x per month","2005","vocational + Abi","","","","","3"
"Min 1x per month","2005","higher education","","","","","3"
"Min 1x per month","2005","inadequately","","","","","3"
"Min 1x per month","2005","middle vocational","","","","","3"
"Min 1x per month","2005","higher vocational","","","","","3"
"Min 1x per month","2005","in school","","","","","3"
"Min 1x per month","2005","general elemantary","","","","","3"
"Min 1x per week","2005","higher education","","","","","2"
"Min 1x per week","2005","vocational + Abi","","","","","2"
"Min 1x per week","2005","higher vocational","","","","","2"
"Min 1x per week","2005","middle vocational","","","","","2"
"Min 1x per week","2005","inadequately","","","","","2"
"Min 1x per week","2005","general elemantary","","","","","2"
"Min 1x per week","2005","in school","","","","","2"
"Never","2005","higher education","","","","","5"
"Never","2005","middle vocational","","","","","5"
"Never","2005","vocational + Abi","","","","","5"
"Never","2005","higher vocational","","","","","5"
"Never","2005","in school","","","","","5"
"Never","2005","inadequately","","","","","5"
"Never","2005","general elemantary","","","","","5"
"Rarely","2005","higher education","","","","","4"
"Rarely","2005","vocational + Abi","","","","","4"
"Rarely","2005","higher vocational","","","","","4"
"Rarely","2005","in school","","","","","4"
"Rarely","2005","middle vocational","","","","","4"
"Rarely","2005","general elemantary","","","","","4"
"Rarely","2005","inadequately","","","","","4"
"Daily","2006","vocational + Abi","","","","","1"
"Daily","2006","higher vocational","","","","","1"
"Daily","2006","higher education","","","","","1"
"Daily","2006","inadequately","","","","","1"
"Daily","2006","general elemantary","","","","","1"
"Daily","2006","middle vocational","","","","","1"
"Daily","2006","in school","","","","","1"
"Min 1x per month","2006","vocational + Abi","","","","","3"
"Min 1x per month","2006","inadequately","","","","","3"
"Min 1x per month","2006","higher vocational","","","","","3"
"Min 1x per month","2006","higher education","","","","","3"
"Min 1x per month","2006","middle vocational","","","","","3"
"Min 1x per month","2006","in school","","","","","3"
"Min 1x per month","2006","general elemantary","","","","","3"
"Min 1x per week","2006","vocational + Abi","","","","","2"
"Min 1x per week","2006","higher vocational","","","","","2"
"Min 1x per week","2006","middle vocational","","","","","2"
"Min 1x per week","2006","higher education","","","","","2"
"Min 1x per week","2006","inadequately","","","","","2"
"Min 1x per week","2006","general elemantary","","","","","2"
"Min 1x per week","2006","in school","","","","","2"
"Never","2006","middle vocational","","","","","5"
"Never","2006","vocational + Abi","","","","","5"
"Never","2006","higher vocational","","","","","5"
"Never","2006","higher education","","","","","5"
"Never","2006","in school","","","","","5"
"Never","2006","inadequately","","","","","5"
"Never","2006","general elemantary","","","","","5"
"Rarely","2006","higher vocational","","","","","4"
"Rarely","2006","higher education","","","","","4"
"Rarely","2006","vocational + Abi","","","","","4"
"Rarely","2006","middle vocational","","","","","4"
"Rarely","2006","inadequately","","","","","4"
"Rarely","2006","in school","","","","","4"
"Rarely","2006","general elemantary","","","","","4"
"Daily","2007","vocational + Abi","","","","","1"
"Daily","2007","higher vocational","","","","","1"
"Daily","2007","higher education","","","","","1"
"Daily","2007","inadequately","","","","","1"
"Daily","2007","in school","","","","","1"
"Daily","2007","general elemantary","","","","","1"
"Daily","2007","middle vocational","","","","","1"
"Min 1x per month","2007","vocational + Abi","","","","","3"
"Min 1x per month","2007","inadequately","","","","","3"
"Min 1x per month","2007","higher vocational","","","","","3"
"Min 1x per month","2007","higher education","","","","","3"
"Min 1x per month","2007","middle vocational","","","","","3"
"Min 1x per month","2007","in school","","","","","3"
"Min 1x per month","2007","general elemantary","","","","","3"
"Min 1x per week","2007","vocational + Abi","","","","","2"
"Min 1x per week","2007","middle vocational","","","","","2"
"Min 1x per week","2007","higher vocational","","","","","2"
"Min 1x per week","2007","higher education","","","","","2"
"Min 1x per week","2007","inadequately","","","","","2"
"Min 1x per week","2007","general elemantary","","","","","2"
"Min 1x per week","2007","in school","","","","","2"
"Never","2007","middle vocational","","","","","5"
"Never","2007","vocational + Abi","","","","","5"
"Never","2007","higher vocational","","","","","5"
"Never","2007","higher education","","","","","5"
"Never","2007","in school","","","","","5"
"Never","2007","inadequately","","","","","5"
"Never","2007","general elemantary","","","","","5"
"Rarely","2007","higher vocational","","","","","4"
"Rarely","2007","vocational + Abi","","","","","4"
"Rarely","2007","higher education","","","","","4"
"Rarely","2007","middle vocational","","","","","4"
"Rarely","2007","inadequately","","","","","4"
"Rarely","2007","in school","","","","","4"
"Rarely","2007","general elemantary","","","","","4"
"Daily","2008","vocational + Abi","1","","","","1"
"Daily","2008","higher vocational","3","","","","1"
"Daily","2008","higher education","7","","","","1"
"Daily","2008","inadequately","","","","","1"
"Daily","2008","general elemantary","3","","","","1"
"Daily","2008","middle vocational","10","","","","1"
"Daily","2008","in school","5","","","","1"
"Min 1x per month","2008","vocational + Abi","95","0.0837659735230534","0.0673571267458345","0.100174820300272","3"
"Min 1x per month","2008","inadequately","10","","","","3"
"Min 1x per month","2008","middle vocational","782","0.0860334738057931","0.0804623101611597","0.0916046374504264","3"
"Min 1x per month","2008","higher vocational","124","0.0874524333154574","0.0727436459208853","0.102161220710029","3"
"Min 1x per month","2008","higher education","373","0.0815221311038664","0.0732397011804496","0.0898045610272831","3"
"Min 1x per month","2008","in school","78","0.207263058599011","0.164736437544555","0.249789679653467","3"
"Min 1x per month","2008","general elemantary","102","0.0541427804386267","0.0442839384555665","0.0640016224216869","3"
"Min 1x per week","2008","vocational + Abi","50","0.0445741392972666","0.0323510492694626","0.0567972293250706","2"
"Min 1x per week","2008","inadequately","6","","","","2"
"Min 1x per week","2008","middle vocational","507","0.0530729716557259","0.0486190558822721","0.0575268874291798","2"
"Min 1x per week","2008","higher vocational","56","0.0359574603456655","0.0262633988577181","0.045651521833613","2"
"Min 1x per week","2008","higher education","129","0.0300844703083106","0.0249140743787059","0.0352548662379153","2"
"Min 1x per week","2008","general elemantary","88","0.0420910670539392","0.0333432454775489","0.0508388886303296","2"
"Min 1x per week","2008","in school","53","0.169672529617966","0.130293424013219","0.209051635222712","2"
"Never","2008","middle vocational","5594","0.569700492247261","0.559863648727472","0.579537335767051","5"
"Never","2008","vocational + Abi","570","0.516696791860915","0.487098356565006","0.546295227156824","5"
"Never","2008","higher vocational","753","0.526674336117551","0.500677872680791","0.552670799554312","5"
"Never","2008","higher education","2203","0.535169779145505","0.520073197216708","0.550266361074302","5"
"Never","2008","in school","98","0.282374665905658","0.235146930262276","0.329602401549041","5"
"Never","2008","inadequately","158","0.814934524605668","0.759273480351719","0.870595568859618","5"
"Never","2008","general elemantary","1469","0.724455414245119","0.704990853426543","0.743919975063695","5"
"Rarely","2008","vocational + Abi","379","0.354781460079289","0.326443087309766","0.383119832848812","4"
"Rarely","2008","higher vocational","481","0.349301271654286","0.324478331041894","0.374124212266677","4"
"Rarely","2008","higher education","1481","0.351662542055776","0.337209832592644","0.366115251518908","4"
"Rarely","2008","in school","115","0.319064672057622","0.270162553864162","0.367966790251082","4"
"Rarely","2008","middle vocational","2839","0.290591352999466","0.281570728116966","0.299611977881967","4"
"Rarely","2008","inadequately","13","","","","4"
"Rarely","2008","general elemantary","362","0.178931124306773","0.162232696736609","0.195629551876938","4"
"Daily","2009","vocational + Abi","","","","","1"
"Daily","2009","higher vocational","","","","","1"
"Daily","2009","higher education","","","","","1"
"Daily","2009","inadequately","","","","","1"
"Daily","2009","general elemantary","","","","","1"
"Daily","2009","middle vocational","","","","","1"
"Daily","2009","in school","","","","","1"
"Min 1x per month","2009","vocational + Abi","","","","","3"
"Min 1x per month","2009","inadequately","","","","","3"
"Min 1x per month","2009","middle vocational","","","","","3"
"Min 1x per month","2009","higher vocational","","","","","3"
"Min 1x per month","2009","higher education","","","","","3"
"Min 1x per month","2009","general elemantary","","","","","3"
"Min 1x per month","2009","in school","","","","","3"
"Min 1x per week","2009","vocational + Abi","","","","","2"
"Min 1x per week","2009","higher vocational","","","","","2"
"Min 1x per week","2009","inadequately","","","","","2"
"Min 1x per week","2009","general elemantary","","","","","2"
"Min 1x per week","2009","middle vocational","","","","","2"
"Min 1x per week","2009","higher education","","","","","2"
"Min 1x per week","2009","in school","","","","","2"
"Never","2009","middle vocational","","","","","5"
"Never","2009","vocational + Abi","","","","","5"
"Never","2009","higher vocational","","","","","5"
"Never","2009","higher education","","","","","5"
"Never","2009","in school","","","","","5"
"Never","2009","inadequately","","","","","5"
"Never","2009","general elemantary","","","","","5"
"Rarely","2009","higher education","","","","","4"
"Rarely","2009","higher vocational","","","","","4"
"Rarely","2009","vocational + Abi","","","","","4"
"Rarely","2009","middle vocational","","","","","4"
"Rarely","2009","inadequately","","","","","4"
"Rarely","2009","in school","","","","","4"
"Rarely","2009","general elemantary","","","","","4"
"Daily","2010","vocational + Abi","","","","","1"
"Daily","2010","higher vocational","","","","","1"
"Daily","2010","higher education","","","","","1"
"Daily","2010","inadequately","","","","","1"
"Daily","2010","in school","","","","","1"
"Daily","2010","general elemantary","","","","","1"
"Daily","2010","middle vocational","","","","","1"
"Min 1x per month","2010","vocational + Abi","","","","","3"
"Min 1x per month","2010","higher vocational","","","","","3"
"Min 1x per month","2010","inadequately","","","","","3"
"Min 1x per month","2010","middle vocational","","","","","3"
"Min 1x per month","2010","higher education","","","","","3"
"Min 1x per month","2010","general elemantary","","","","","3"
"Min 1x per month","2010","in school","","","","","3"
"Min 1x per week","2010","higher vocational","","","","","2"
"Min 1x per week","2010","vocational + Abi","","","","","2"
"Min 1x per week","2010","inadequately","","","","","2"
"Min 1x per week","2010","general elemantary","","","","","2"
"Min 1x per week","2010","middle vocational","","","","","2"
"Min 1x per week","2010","higher education","","","","","2"
"Min 1x per week","2010","in school","","","","","2"
"Never","2010","middle vocational","","","","","5"
"Never","2010","vocational + Abi","","","","","5"
"Never","2010","higher vocational","","","","","5"
"Never","2010","higher education","","","","","5"
"Never","2010","in school","","","","","5"
"Never","2010","inadequately","","","","","5"
"Never","2010","general elemantary","","","","","5"
"Rarely","2010","higher vocational","","","","","4"
"Rarely","2010","higher education","","","","","4"
"Rarely","2010","vocational + Abi","","","","","4"
"Rarely","2010","middle vocational","","","","","4"
"Rarely","2010","inadequately","","","","","4"
"Rarely","2010","in school","","","","","4"
"Rarely","2010","general elemantary","","","","","4"
"Daily","2011","vocational + Abi","","","","","1"
"Daily","2011","higher vocational","","","","","1"
"Daily","2011","higher education","","","","","1"
"Daily","2011","inadequately","","","","","1"
"Daily","2011","general elemantary","","","","","1"
"Daily","2011","middle vocational","","","","","1"
"Daily","2011","in school","","","","","1"
"Min 1x per month","2011","vocational + Abi","","","","","3"
"Min 1x per month","2011","inadequately","","","","","3"
"Min 1x per month","2011","middle vocational","","","","","3"
"Min 1x per month","2011","higher vocational","","","","","3"
"Min 1x per month","2011","higher education","","","","","3"
"Min 1x per month","2011","in school","","","","","3"
"Min 1x per month","2011","general elemantary","","","","","3"
"Min 1x per week","2011","vocational + Abi","","","","","2"
"Min 1x per week","2011","inadequately","","","","","2"
"Min 1x per week","2011","middle vocational","","","","","2"
"Min 1x per week","2011","higher vocational","","","","","2"
"Min 1x per week","2011","higher education","","","","","2"
"Min 1x per week","2011","general elemantary","","","","","2"
"Min 1x per week","2011","in school","","","","","2"
"Never","2011","higher vocational","","","","","5"
"Never","2011","higher education","","","","","5"
"Never","2011","middle vocational","","","","","5"
"Never","2011","vocational + Abi","","","","","5"
"Never","2011","in school","","","","","5"
"Never","2011","inadequately","","","","","5"
"Never","2011","general elemantary","","","","","5"
"Rarely","2011","vocational + Abi","","","","","4"
"Rarely","2011","middle vocational","","","","","4"
"Rarely","2011","higher vocational","","","","","4"
"Rarely","2011","higher education","","","","","4"
"Rarely","2011","inadequately","","","","","4"
"Rarely","2011","general elemantary","","","","","4"
"Rarely","2011","in school","","","","","4"
"Daily","2012","vocational + Abi","","","","","1"
"Daily","2012","higher vocational","","","","","1"
"Daily","2012","higher education","","","","","1"
"Daily","2012","inadequately","","","","","1"
"Daily","2012","general elemantary","","","","","1"
"Daily","2012","middle vocational","","","","","1"
"Daily","2012","in school","","","","","1"
"Min 1x per month","2012","vocational + Abi","","","","","3"
"Min 1x per month","2012","inadequately","","","","","3"
"Min 1x per month","2012","middle vocational","","","","","3"
"Min 1x per month","2012","higher vocational","","","","","3"
"Min 1x per month","2012","higher education","","","","","3"
"Min 1x per month","2012","in school","","","","","3"
"Min 1x per month","2012","general elemantary","","","","","3"
"Min 1x per week","2012","vocational + Abi","","","","","2"
"Min 1x per week","2012","higher vocational","","","","","2"
"Min 1x per week","2012","inadequately","","","","","2"
"Min 1x per week","2012","general elemantary","","","","","2"
"Min 1x per week","2012","middle vocational","","","","","2"
"Min 1x per week","2012","higher education","","","","","2"
"Min 1x per week","2012","in school","","","","","2"
"Never","2012","higher vocational","","","","","5"
"Never","2012","higher education","","","","","5"
"Never","2012","middle vocational","","","","","5"
"Never","2012","vocational + Abi","","","","","5"
"Never","2012","in school","","","","","5"
"Never","2012","inadequately","","","","","5"
"Never","2012","general elemantary","","","","","5"
"Rarely","2012","vocational + Abi","","","","","4"
"Rarely","2012","higher vocational","","","","","4"
"Rarely","2012","middle vocational","","","","","4"
"Rarely","2012","higher education","","","","","4"
"Rarely","2012","inadequately","","","","","4"
"Rarely","2012","general elemantary","","","","","4"
"Rarely","2012","in school","","","","","4"
"Daily","2013","vocational + Abi","2","","","","1"
"Daily","2013","higher vocational","2","","","","1"
"Daily","2013","higher education","7","","","","1"
"Daily","2013","inadequately","1","","","","1"
"Daily","2013","general elemantary","5","","","","1"
"Daily","2013","middle vocational","24","","","","1"
"Daily","2013","in school","4","","","","1"
"Min 1x per month","2013","vocational + Abi","204","0.129841604191745","0.114195730606415","0.145487477777075","3"
"Min 1x per month","2013","inadequately","15","","","","3"
"Min 1x per month","2013","in school","82","0.184185870632883","0.148129635852293","0.220242105413473","3"
"Min 1x per month","2013","general elemantary","170","0.0595952579017103","0.0504815763515496","0.068708939451871","3"
"Min 1x per month","2013","middle vocational","1164","0.0920137213268138","0.0869264409028586","0.0971010017507689","3"
"Min 1x per month","2013","higher vocational","163","0.0882706558691218","0.0746687110313532","0.10187260070689","3"
"Min 1x per month","2013","higher education","586","0.0936143564991648","0.0861294053589954","0.101099307639334","3"
"Min 1x per week","2013","higher vocational","103","0.0531172778213627","0.0423643713807192","0.0638701842620063","2"
"Min 1x per week","2013","inadequately","16","","","","2"
"Min 1x per week","2013","general elemantary","153","0.0630894689269093","0.0537298516911343","0.0724490861626843","2"
"Min 1x per week","2013","vocational + Abi","111","0.0648932429481911","0.0534269228959209","0.0763595630004613","2"
"Min 1x per week","2013","in school","60","0.151858253554053","0.118476432362008","0.185240074746098","2"
"Min 1x per week","2013","middle vocational","819","0.0593592331471802","0.0552003590160608","0.0635181072782997","2"
"Min 1x per week","2013","higher education","307","0.044821648301169","0.0395048843440289","0.0501384122583091","2"
"Never","2013","in school","150","0.269108860377106","0.22785667572554","0.310361045028673","5"
"Never","2013","inadequately","261","0.775480904335891","0.730324082820422","0.82063772585136","5"
"Never","2013","general elemantary","1767","0.699811029392161","0.682166163997275","0.717455894787047","5"
"Never","2013","middle vocational","6879","0.559246748452749","0.550508603724473","0.567984893181026","5"
"Never","2013","vocational + Abi","837","0.477232625146107","0.453983156908762","0.500482093383453","5"
"Never","2013","higher vocational","823","0.494053155086287","0.470081437608175","0.518024872564398","5"
"Never","2013","higher education","2810","0.488378525674844","0.475534123520523","0.501222927829164","5"
"Rarely","2013","vocational + Abi","619","0.327133013801285","0.305294628666619","0.348971398935952","4"
"Rarely","2013","inadequately","35","0.123804275537998","0.0881608401518474","0.15944771092415","4"
"Rarely","2013","general elemantary","497","0.17681750605392","0.162130229050505","0.191504783057334","4"
"Rarely","2013","middle vocational","3515","0.287123780905505","0.279161062032892","0.295086499778118","4"
"Rarely","2013","higher vocational","580","0.359183405610335","0.336180384773928","0.382186426446742","4"
"Rarely","2013","higher education","2108","0.371777311524625","0.359359087725878","0.384195535323371","4"
"Rarely","2013","in school","148","0.372974434646598","0.327992434531644","0.417956434761552","4"
"Daily","2014","vocational + Abi","","","","","1"
"Daily","2014","higher vocational","","","","","1"
"Daily","2014","higher education","","","","","1"
"Daily","2014","middle vocational","","","","","1"
"Daily","2014","general elemantary","","","","","1"
"Daily","2014","inadequately","","","","","1"
"Daily","2014","in school","","","","","1"
"Min 1x per month","2014","vocational + Abi","","","","","3"
"Min 1x per month","2014","inadequately","","","","","3"
"Min 1x per month","2014","in school","","","","","3"
"Min 1x per month","2014","middle vocational","","","","","3"
"Min 1x per month","2014","higher education","","","","","3"
"Min 1x per month","2014","general elemantary","","","","","3"
"Min 1x per month","2014","higher vocational","","","","","3"
"Min 1x per week","2014","general elemantary","","","","","2"
"Min 1x per week","2014","higher vocational","","","","","2"
"Min 1x per week","2014","inadequately","","","","","2"
"Min 1x per week","2014","vocational + Abi","","","","","2"
"Min 1x per week","2014","higher education","","","","","2"
"Min 1x per week","2014","in school","","","","","2"
"Min 1x per week","2014","middle vocational","","","","","2"
"Never","2014","in school","","","","","5"
"Never","2014","inadequately","","","","","5"
"Never","2014","general elemantary","","","","","5"
"Never","2014","middle vocational","","","","","5"
"Never","2014","vocational + Abi","","","","","5"
"Never","2014","higher vocational","","","","","5"
"Never","2014","higher education","","","","","5"
"Rarely","2014","vocational + Abi","","","","","4"
"Rarely","2014","inadequately","","","","","4"
"Rarely","2014","general elemantary","","","","","4"
"Rarely","2014","middle vocational","","","","","4"
"Rarely","2014","higher vocational","","","","","4"
"Rarely","2014","higher education","","","","","4"
"Rarely","2014","in school","","","","","4"
"Daily","2015","vocational + Abi","","","","","1"
"Daily","2015","higher vocational","","","","","1"
"Daily","2015","higher education","","","","","1"
"Daily","2015","inadequately","","","","","1"
"Daily","2015","general elemantary","","","","","1"
"Daily","2015","middle vocational","","","","","1"
"Daily","2015","in school","","","","","1"
"Min 1x per month","2015","inadequately","","","","","3"
"Min 1x per month","2015","vocational + Abi","","","","","3"
"Min 1x per month","2015","middle vocational","","","","","3"
"Min 1x per month","2015","in school","","","","","3"
"Min 1x per month","2015","general elemantary","","","","","3"
"Min 1x per month","2015","higher vocational","","","","","3"
"Min 1x per month","2015","higher education","","","","","3"
"Min 1x per week","2015","general elemantary","","","","","2"
"Min 1x per week","2015","higher vocational","","","","","2"
"Min 1x per week","2015","inadequately","","","","","2"
"Min 1x per week","2015","vocational + Abi","","","","","2"
"Min 1x per week","2015","higher education","","","","","2"
"Min 1x per week","2015","middle vocational","","","","","2"
"Min 1x per week","2015","in school","","","","","2"
"Never","2015","in school","","","","","5"
"Never","2015","inadequately","","","","","5"
"Never","2015","general elemantary","","","","","5"
"Never","2015","middle vocational","","","","","5"
"Never","2015","vocational + Abi","","","","","5"
"Never","2015","higher vocational","","","","","5"
"Never","2015","higher education","","","","","5"
"Rarely","2015","vocational + Abi","","","","","4"
"Rarely","2015","inadequately","","","","","4"
"Rarely","2015","general elemantary","","","","","4"
"Rarely","2015","middle vocational","","","","","4"
"Rarely","2015","higher vocational","","","","","4"
"Rarely","2015","higher education","","","","","4"
"Rarely","2015","in school","","","","","4"
"Daily","2016","vocational + Abi","","","","","1"
"Daily","2016","higher vocational","","","","","1"
"Daily","2016","higher education","","","","","1"
"Daily","2016","inadequately","","","","","1"
"Daily","2016","general elemantary","","","","","1"
"Daily","2016","middle vocational","","","","","1"
"Daily","2016","in school","","","","","1"
"Min 1x per month","2016","inadequately","","","","","3"
"Min 1x per month","2016","vocational + Abi","","","","","3"
"Min 1x per month","2016","higher vocational","","","","","3"
"Min 1x per month","2016","higher education","","","","","3"
"Min 1x per month","2016","middle vocational","","","","","3"
"Min 1x per month","2016","general elemantary","","","","","3"
"Min 1x per month","2016","in school","","","","","3"
"Min 1x per week","2016","general elemantary","","","","","2"
"Min 1x per week","2016","higher vocational","","","","","2"
"Min 1x per week","2016","inadequately","","","","","2"
"Min 1x per week","2016","vocational + Abi","","","","","2"
"Min 1x per week","2016","middle vocational","","","","","2"
"Min 1x per week","2016","higher education","","","","","2"
"Min 1x per week","2016","in school","","","","","2"
"Never","2016","in school","","","","","5"
"Never","2016","inadequately","","","","","5"
"Never","2016","general elemantary","","","","","5"
"Never","2016","middle vocational","","","","","5"
"Never","2016","vocational + Abi","","","","","5"
"Never","2016","higher vocational","","","","","5"
"Never","2016","higher education","","","","","5"
"Rarely","2016","vocational + Abi","","","","","4"
"Rarely","2016","inadequately","","","","","4"
"Rarely","2016","general elemantary","","","","","4"
"Rarely","2016","middle vocational","","","","","4"
"Rarely","2016","higher vocational","","","","","4"
"Rarely","2016","higher education","","","","","4"
"Rarely","2016","in school","","","","","4"
"Daily","2017","vocational + Abi","1","","","","1"
"Daily","2017","higher vocational","","","","","1"
"Daily","2017","higher education","9","","","","1"
"Daily","2017","inadequately","15","","","","1"
"Daily","2017","general elemantary","13","","","","1"
"Daily","2017","middle vocational","11","","","","1"
"Daily","2017","in school","1","","","","1"
"Min 1x per month","2017","inadequately","97","0.0613418651179164","0.0512037044392008","0.0714800257966321","3"
"Min 1x per month","2017","in school","1","","","","3"
"Min 1x per month","2017","vocational + Abi","6","","","","3"
"Min 1x per month","2017","higher vocational","","","","","3"
"Min 1x per month","2017","higher education","58","0.0771945160147218","0.0600317002033366","0.094357331826107","3"
"Min 1x per month","2017","middle vocational","55","0.0529576840895565","0.0382363762244648","0.0676789919546482","3"
"Min 1x per month","2017","general elemantary","73","0.0775178347080087","0.061620909725303","0.0934147596907144","3"
"Min 1x per week","2017","inadequately","115","0.0665238611007277","0.0559953419320695","0.0770523802693858","2"
"Min 1x per week","2017","general elemantary","69","0.0778524856980224","0.0619241734527399","0.0937807979433049","2"
"Min 1x per week","2017","vocational + Abi","6","","","","2"
"Min 1x per week","2017","higher vocational","","","","","2"
"Min 1x per week","2017","middle vocational","56","0.0733583099597629","0.056219613507109","0.0904970064124167","2"
"Min 1x per week","2017","higher education","53","0.0449846052831824","0.0316562249438892","0.0583129856224755","2"
"Min 1x per week","2017","in school","3","","","","2"
"Never","2017","in school","13","","","","5"
"Never","2017","inadequately","1677","0.735320866482702","0.71668175290258","0.753959980062825","5"
"Never","2017","general elemantary","752","0.658497611767486","0.630306818700434","0.686688404834538","5"
"Never","2017","middle vocational","620","0.670210257626922","0.639305786383406","0.701114728870438","5"
"Never","2017","vocational + Abi","94","0.666569116794294","0.586747375543418","0.746390858045171","5"
"Never","2017","higher vocational","","","","","5"
"Never","2017","higher education","624","0.652233432006907","0.621607756494543","0.682859107519272","5"
"Rarely","2017","vocational + Abi","27","","","","4"
"Rarely","2017","inadequately","248","0.130194048263334","0.115976205381049","0.144411891145618","4"
"Rarely","2017","general elemantary","180","0.171643627085366","0.14922774829886","0.194059505871873","4"
"Rarely","2017","middle vocational","147","0.192657795894001","0.166732762036787","0.218582829751215","4"
"Rarely","2017","higher vocational","","","","","4"
"Rarely","2017","higher education","185","0.213010054987092","0.186681630093506","0.239338479880678","4"
"Rarely","2017","in school","4","","","","4"
"Daily","2018","vocational + Abi","1","","","","1"
"Daily","2018","higher vocational","","","","","1"
"Daily","2018","higher education","4","","","","1"
"Daily","2018","inadequately","15","","","","1"
"Daily","2018","general elemantary","9","","","","1"
"Daily","2018","middle vocational","6","","","","1"
"Daily","2018","in school","","","","","1"
"Min 1x per month","2018","inadequately","116","0.0885098040244006","0.0738851504055734","0.103134457643228","3"
"Min 1x per month","2018","vocational + Abi","11","","","","3"
"Min 1x per month","2018","higher vocational","","","","","3"
"Min 1x per month","2018","higher education","60","0.0975500752185861","0.0748968133936585","0.120203337043514","3"
"Min 1x per month","2018","general elemantary","67","0.131778851515766","0.107408024310098","0.156149678721435","3"
"Min 1x per month","2018","in school","1","","","","3"
"Min 1x per month","2018","middle vocational","60","0.0766834704481935","0.0563523492546148","0.0970145916417721","3"
"Min 1x per week","2018","general elemantary","65","0.0782988811749753","0.0589433512255746","0.0976544111243759","2"
"Min 1x per week","2018","higher vocational","","","","","2"
"Min 1x per week","2018","inadequately","110","0.0968312042935034","0.0816044960246415","0.112057912562365","2"
"Min 1x per week","2018","vocational + Abi","6","","","","2"
"Min 1x per week","2018","higher education","56","0.0958312651009897","0.0733570911896575","0.118305439012322","2"
"Min 1x per week","2018","in school","1","","","","2"
"Min 1x per week","2018","middle vocational","47","0.0769194337988025","0.0565596581770823","0.0972792094205228","2"
"Never","2018","in school","2","","","","5"
"Never","2018","inadequately","965","0.61738372721782","0.592358777944358","0.642408676491281","5"
"Never","2018","general elemantary","452","0.564841778116596","0.529121137935541","0.600562418297651","5"
"Never","2018","middle vocational","408","0.601054495861782","0.56363922816627","0.638469763557295","5"
"Never","2018","vocational + Abi","54","0.751530839127031","0.660201878463302","0.842859799790761","5"
"Never","2018","higher vocational","","","","","5"
"Never","2018","higher education","386","0.534762098301711","0.496679792400934","0.572844404202488","5"
"Rarely","2018","vocational + Abi","14","","","","4"
"Rarely","2018","inadequately","243","0.184369596896442","0.164402944634415","0.204336249158469","4"
"Rarely","2018","in school","1","","","","4"
"Rarely","2018","general elemantary","147","0.219178722385132","0.18937247879238","0.248984965977884","4"
"Rarely","2018","middle vocational","137","0.238920534009414","0.206338598105502","0.271502469913327","4"
"Rarely","2018","higher vocational","","","","","4"
"Rarely","2018","higher education","153","0.260741165828378","0.227220823382214","0.294261508274542","4"
"Daily","2019","vocational + Abi","6","","","","1"
"Daily","2019","higher vocational","","","","","1"
"Daily","2019","higher education","15","","","","1"
"Daily","2019","inadequately","14","","","","1"
"Daily","2019","general elemantary","11","","","","1"
"Daily","2019","middle vocational","31","0.00246517644358611","0.00156550881562545","0.00336484407154677","1"
"Daily","2019","in school","2","","","","1"
"Min 1x per month","2019","inadequately","122","0.0739375863833185","0.0616848298602474","0.0861903429063897","3"
"Min 1x per month","2019","vocational + Abi","251","0.11952335834798","0.106136956545093","0.132909760150867","3"
"Min 1x per month","2019","higher vocational","201","0.10227552839377","0.087720992212003","0.116830064575536","3"
"Min 1x per month","2019","higher education","875","0.108478648532176","0.101486544583929","0.115470752480424","3"
"Min 1x per month","2019","in school","54","0.188070918268952","0.145973645123193","0.230168191414712","3"
"Min 1x per month","2019","general elemantary","204","0.0709332556256502","0.0619240021148692","0.0799425091364313","3"
"Min 1x per month","2019","middle vocational","1155","0.0972350550226727","0.0918598772522661","0.102610232793079","3"
"Min 1x per week","2019","general elemantary","203","0.0537375998369763","0.0458237951440701","0.0616514045298826","2"
"Min 1x per week","2019","higher vocational","125","0.0617944708643687","0.0502289612219575","0.07335998050678","2"
"Min 1x per week","2019","inadequately","131","0.060436829560025","0.0492786108592493","0.0715950482608008","2"
"Min 1x per week","2019","vocational + Abi","152","0.0519968894634009","0.0428352730027223","0.0611585059240795","2"
"Min 1x per week","2019","higher education","403","0.0385719584392619","0.0342421956245366","0.0429017212539872","2"
"Min 1x per week","2019","middle vocational","752","0.05613676829964","0.0519606547916299","0.06031288180765","2"
"Min 1x per week","2019","in school","34","0.10090064166896","0.068452868147609","0.133348415190312","2"
"Never","2019","in school","129","0.375241485761179","0.323080521739881","0.427402449782477","5"
"Never","2019","inadequately","1218","0.744581158967839","0.724160792754067","0.765001525181611","5"
"Never","2019","general elemantary","2079","0.691475111796603","0.675265456406229","0.707684767186976","5"
"Never","2019","middle vocational","6393","0.558386165166682","0.549377038014685","0.567395292318679","5"
"Never","2019","vocational + Abi","1059","0.497208394764512","0.476576373410163","0.517840416118862","5"
"Never","2019","higher vocational","729","0.462034915815106","0.438087678672582","0.48598215295763","5"
"Never","2019","higher education","3639","0.498503838389246","0.487261984699245","0.509745692079246","5"
"Rarely","2019","inadequately","267","0.117750146981543","0.10265777271733","0.132842521245756","4"
"Rarely","2019","vocational + Abi","788","0.325937985724152","0.306596227111846","0.345279744336459","4"
