"pli0089","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Daily","2004","no migration background","Rural Area","","","","","1"
"Daily","2004","direct migration background","Urban Area","","","","","1"
"Daily","2004","indirect migration background","Urban Area","","","","","1"
"Daily","2004","direct migration background","Rural Area","","","","","1"
"Daily","2004","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2004","no migration background","Urban Area","","","","","3"
"Min 1x per month","2004","no migration background","Rural Area","","","","","3"
"Min 1x per month","2004","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2004","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2004","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2004","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","2004","no migration background","Urban Area","","","","","2"
"Min 1x per week","2004","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2004","no migration background","Rural Area","","","","","2"
"Min 1x per week","2004","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2004","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","2004","indirect migration background","Rural Area","","","","","2"
"Never","2004","no migration background","Urban Area","","","","","5"
"Never","2004","no migration background","Rural Area","","","","","5"
"Never","2004","direct migration background","Urban Area","","","","","5"
"Never","2004","direct migration background","Rural Area","","","","","5"
"Never","2004","indirect migration background","Urban Area","","","","","5"
"Never","2004","indirect migration background","Rural Area","","","","","5"
"Rarely","2004","no migration background","Urban Area","","","","","4"
"Rarely","2004","no migration background","Rural Area","","","","","4"
"Rarely","2004","direct migration background","Urban Area","","","","","4"
"Rarely","2004","direct migration background","Rural Area","","","","","4"
"Rarely","2004","indirect migration background","Rural Area","","","","","4"
"Rarely","2004","indirect migration background","Urban Area","","","","","4"
"Daily","2005","no migration background","Urban Area","","","","","1"
"Daily","2005","no migration background","Rural Area","","","","","1"
"Daily","2005","direct migration background","Urban Area","","","","","1"
"Daily","2005","direct migration background","Rural Area","","","","","1"
"Daily","2005","indirect migration background","Urban Area","","","","","1"
"Daily","2005","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2005","no migration background","Urban Area","","","","","3"
"Min 1x per month","2005","no migration background","Rural Area","","","","","3"
"Min 1x per month","2005","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2005","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2005","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2005","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","2005","no migration background","Rural Area","","","","","2"
"Min 1x per week","2005","no migration background","Urban Area","","","","","2"
"Min 1x per week","2005","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2005","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2005","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","2005","indirect migration background","Rural Area","","","","","2"
"Never","2005","no migration background","Urban Area","","","","","5"
"Never","2005","direct migration background","Urban Area","","","","","5"
"Never","2005","no migration background","Rural Area","","","","","5"
"Never","2005","direct migration background","Rural Area","","","","","5"
"Never","2005","indirect migration background","Urban Area","","","","","5"
"Never","2005","indirect migration background","Rural Area","","","","","5"
"Rarely","2005","no migration background","Urban Area","","","","","4"
"Rarely","2005","no migration background","Rural Area","","","","","4"
"Rarely","2005","direct migration background","Urban Area","","","","","4"
"Rarely","2005","indirect migration background","Urban Area","","","","","4"
"Rarely","2005","direct migration background","Rural Area","","","","","4"
"Rarely","2005","indirect migration background","Rural Area","","","","","4"
"Daily","2006","no migration background","Urban Area","","","","","1"
"Daily","2006","no migration background","Rural Area","","","","","1"
"Daily","2006","direct migration background","Urban Area","","","","","1"
"Daily","2006","direct migration background","Rural Area","","","","","1"
"Daily","2006","indirect migration background","Urban Area","","","","","1"
"Daily","2006","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2006","no migration background","Urban Area","","","","","3"
"Min 1x per month","2006","no migration background","Rural Area","","","","","3"
"Min 1x per month","2006","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2006","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2006","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2006","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","2006","no migration background","Rural Area","","","","","2"
"Min 1x per week","2006","no migration background","Urban Area","","","","","2"
"Min 1x per week","2006","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2006","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2006","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","2006","indirect migration background","Rural Area","","","","","2"
"Never","2006","no migration background","Urban Area","","","","","5"
"Never","2006","no migration background","Rural Area","","","","","5"
"Never","2006","direct migration background","Urban Area","","","","","5"
"Never","2006","direct migration background","Rural Area","","","","","5"
"Never","2006","indirect migration background","Urban Area","","","","","5"
"Never","2006","indirect migration background","Rural Area","","","","","5"
"Rarely","2006","no migration background","Rural Area","","","","","4"
"Rarely","2006","no migration background","Urban Area","","","","","4"
"Rarely","2006","direct migration background","Urban Area","","","","","4"
"Rarely","2006","direct migration background","Rural Area","","","","","4"
"Rarely","2006","indirect migration background","Rural Area","","","","","4"
"Rarely","2006","indirect migration background","Urban Area","","","","","4"
"Daily","2007","no migration background","Urban Area","","","","","1"
"Daily","2007","no migration background","Rural Area","","","","","1"
"Daily","2007","direct migration background","Urban Area","","","","","1"
"Daily","2007","direct migration background","Rural Area","","","","","1"
"Daily","2007","indirect migration background","Urban Area","","","","","1"
"Daily","2007","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2007","no migration background","Urban Area","","","","","3"
"Min 1x per month","2007","no migration background","Rural Area","","","","","3"
"Min 1x per month","2007","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2007","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2007","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2007","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","2007","no migration background","Urban Area","","","","","2"
"Min 1x per week","2007","no migration background","Rural Area","","","","","2"
"Min 1x per week","2007","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2007","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2007","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","2007","indirect migration background","Rural Area","","","","","2"
"Never","2007","no migration background","Rural Area","","","","","5"
"Never","2007","no migration background","Urban Area","","","","","5"
"Never","2007","direct migration background","Urban Area","","","","","5"
"Never","2007","direct migration background","Rural Area","","","","","5"
"Never","2007","indirect migration background","Urban Area","","","","","5"
"Never","2007","indirect migration background","Rural Area","","","","","5"
"Rarely","2007","no migration background","Rural Area","","","","","4"
"Rarely","2007","no migration background","Urban Area","","","","","4"
"Rarely","2007","direct migration background","Urban Area","","","","","4"
"Rarely","2007","direct migration background","Rural Area","","","","","4"
"Rarely","2007","indirect migration background","Urban Area","","","","","4"
"Rarely","2007","indirect migration background","Rural Area","","","","","4"
"Daily","2008","no migration background","Urban Area","11","","","","1"
"Daily","2008","no migration background","Rural Area","13","","","","1"
"Daily","2008","direct migration background","Urban Area","1","","","","1"
"Daily","2008","direct migration background","Rural Area","","","","","1"
"Daily","2008","indirect migration background","Rural Area","1","","","","1"
"Daily","2008","indirect migration background","Urban Area","6","","","","1"
"Min 1x per month","2008","no migration background","Urban Area","906","0.0878440546897863","0.0824479447667965","0.093240164612776","3"
"Min 1x per month","2008","no migration background","Rural Area","496","0.075246399557313","0.0686179895253901","0.0818748095892359","3"
"Min 1x per month","2008","direct migration background","Urban Area","89","0.0577527320184501","0.0461731270577796","0.0693323369791206","3"
"Min 1x per month","2008","direct migration background","Rural Area","19","","","","3"
"Min 1x per month","2008","indirect migration background","Urban Area","80","0.137860868604598","0.111438703567719","0.164283033641477","3"
"Min 1x per month","2008","indirect migration background","Rural Area","18","","","","3"
"Min 1x per week","2008","no migration background","Urban Area","461","0.040380704147471","0.0366281541739613","0.0441332541209806","2"
"Min 1x per week","2008","direct migration background","Urban Area","57","0.0434487996134494","0.0333290903582684","0.0535685088686305","2"
"Min 1x per week","2008","no migration background","Rural Area","341","0.0619096978034615","0.0558541260635052","0.0679652695434177","2"
"Min 1x per week","2008","direct migration background","Rural Area","17","","","","2"
"Min 1x per week","2008","indirect migration background","Urban Area","43","0.0726179980119948","0.052729101668432","0.0925068943555576","2"
"Min 1x per week","2008","indirect migration background","Rural Area","6","","","","2"
"Never","2008","no migration background","Rural Area","3419","0.56265728573252","0.550192454299734","0.575122117165306","5"
"Never","2008","no migration background","Urban Area","5870","0.562245431737406","0.552788105604427","0.571702757870385","5"
"Never","2008","direct migration background","Urban Area","1102","0.697297474039843","0.674491842574523","0.720103105505163","5"
"Never","2008","direct migration background","Rural Area","242","0.70892124258969","0.661262823858205","0.756579661321175","5"
"Never","2008","indirect migration background","Urban Area","320","0.460473703421277","0.422273300625647","0.498674106216906","5"
"Never","2008","indirect migration background","Rural Area","49","0.340394647922245","0.252639515356355","0.428149780488135","5"
"Rarely","2008","no migration background","Urban Area","3323","0.308872820333194","0.300065193868113","0.317680446798275","4"
"Rarely","2008","no migration background","Rural Area","1815","0.298608120410835","0.287108469364711","0.310107771456958","4"
"Rarely","2008","direct migration background","Urban Area","310","0.200877538464792","0.180989250876022","0.220765826053563","4"
"Rarely","2008","direct migration background","Rural Area","71","0.194170474660122","0.152670430241021","0.235670519079223","4"
"Rarely","2008","indirect migration background","Rural Area","38","0.328360486586869","0.241387848366531","0.415333124807207","4"
"Rarely","2008","indirect migration background","Urban Area","205","0.323940727886931","0.288074609269901","0.35980684650396","4"
"Daily","2009","no migration background","Urban Area","","","","","1"
"Daily","2009","no migration background","Rural Area","","","","","1"
"Daily","2009","direct migration background","Urban Area","","","","","1"
"Daily","2009","direct migration background","Rural Area","","","","","1"
"Daily","2009","indirect migration background","Urban Area","","","","","1"
"Daily","2009","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2009","no migration background","Urban Area","","","","","3"
"Min 1x per month","2009","no migration background","Rural Area","","","","","3"
"Min 1x per month","2009","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2009","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2009","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2009","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","2009","no migration background","Urban Area","","","","","2"
"Min 1x per week","2009","no migration background","Rural Area","","","","","2"
"Min 1x per week","2009","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2009","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2009","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","2009","indirect migration background","Rural Area","","","","","2"
"Never","2009","no migration background","Urban Area","","","","","5"
"Never","2009","no migration background","Rural Area","","","","","5"
"Never","2009","direct migration background","Urban Area","","","","","5"
"Never","2009","direct migration background","Rural Area","","","","","5"
"Never","2009","indirect migration background","Urban Area","","","","","5"
"Never","2009","indirect migration background","Rural Area","","","","","5"
"Rarely","2009","no migration background","Urban Area","","","","","4"
"Rarely","2009","no migration background","Rural Area","","","","","4"
"Rarely","2009","direct migration background","Urban Area","","","","","4"
"Rarely","2009","direct migration background","Rural Area","","","","","4"
"Rarely","2009","indirect migration background","Urban Area","","","","","4"
"Rarely","2009","indirect migration background","Rural Area","","","","","4"
"Daily","2010","no migration background","Urban Area","","","","","1"
"Daily","2010","no migration background","Rural Area","","","","","1"
"Daily","2010","direct migration background","Urban Area","","","","","1"
"Daily","2010","direct migration background","Rural Area","","","","","1"
"Daily","2010","indirect migration background","Rural Area","","","","","1"
"Daily","2010","indirect migration background","Urban Area","","","","","1"
"Min 1x per month","2010","no migration background","Rural Area","","","","","3"
"Min 1x per month","2010","no migration background","Urban Area","","","","","3"
"Min 1x per month","2010","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2010","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2010","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2010","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","2010","no migration background","Urban Area","","","","","2"
"Min 1x per week","2010","no migration background","Rural Area","","","","","2"
"Min 1x per week","2010","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2010","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2010","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","2010","indirect migration background","Rural Area","","","","","2"
"Never","2010","no migration background","Rural Area","","","","","5"
"Never","2010","no migration background","Urban Area","","","","","5"
"Never","2010","direct migration background","Urban Area","","","","","5"
"Never","2010","direct migration background","Rural Area","","","","","5"
"Never","2010","indirect migration background","Urban Area","","","","","5"
"Never","2010","indirect migration background","Rural Area","","","","","5"
"Rarely","2010","no migration background","Rural Area","","","","","4"
"Rarely","2010","no migration background","Urban Area","","","","","4"
"Rarely","2010","direct migration background","Urban Area","","","","","4"
"Rarely","2010","direct migration background","Rural Area","","","","","4"
"Rarely","2010","indirect migration background","Urban Area","","","","","4"
"Rarely","2010","indirect migration background","Rural Area","","","","","4"
"Daily","2011","no migration background","Urban Area","","","","","1"
"Daily","2011","no migration background","Rural Area","","","","","1"
"Daily","2011","direct migration background","Urban Area","","","","","1"
"Daily","2011","direct migration background","Rural Area","","","","","1"
"Daily","2011","indirect migration background","Urban Area","","","","","1"
"Daily","2011","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2011","no migration background","Rural Area","","","","","3"
"Min 1x per month","2011","no migration background","Urban Area","","","","","3"
"Min 1x per month","2011","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2011","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2011","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2011","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","2011","no migration background","Rural Area","","","","","2"
"Min 1x per week","2011","no migration background","Urban Area","","","","","2"
"Min 1x per week","2011","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2011","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2011","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","2011","indirect migration background","Rural Area","","","","","2"
"Never","2011","no migration background","Rural Area","","","","","5"
"Never","2011","no migration background","Urban Area","","","","","5"
"Never","2011","direct migration background","Urban Area","","","","","5"
"Never","2011","direct migration background","Rural Area","","","","","5"
"Never","2011","indirect migration background","Urban Area","","","","","5"
"Never","2011","indirect migration background","Rural Area","","","","","5"
"Rarely","2011","no migration background","Urban Area","","","","","4"
"Rarely","2011","no migration background","Rural Area","","","","","4"
"Rarely","2011","direct migration background","Urban Area","","","","","4"
"Rarely","2011","direct migration background","Rural Area","","","","","4"
"Rarely","2011","indirect migration background","Urban Area","","","","","4"
"Rarely","2011","indirect migration background","Rural Area","","","","","4"
"Daily","2012","no migration background","Urban Area","","","","","1"
"Daily","2012","no migration background","Rural Area","","","","","1"
"Daily","2012","direct migration background","Urban Area","","","","","1"
"Daily","2012","direct migration background","Rural Area","","","","","1"
"Daily","2012","indirect migration background","Urban Area","","","","","1"
"Daily","2012","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2012","no migration background","Urban Area","","","","","3"
"Min 1x per month","2012","no migration background","Rural Area","","","","","3"
"Min 1x per month","2012","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2012","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2012","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2012","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","2012","no migration background","Urban Area","","","","","2"
"Min 1x per week","2012","no migration background","Rural Area","","","","","2"
"Min 1x per week","2012","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2012","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","2012","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2012","indirect migration background","Rural Area","","","","","2"
"Never","2012","no migration background","Urban Area","","","","","5"
"Never","2012","no migration background","Rural Area","","","","","5"
"Never","2012","direct migration background","Urban Area","","","","","5"
"Never","2012","direct migration background","Rural Area","","","","","5"
"Never","2012","indirect migration background","Urban Area","","","","","5"
"Never","2012","indirect migration background","Rural Area","","","","","5"
"Rarely","2012","no migration background","Rural Area","","","","","4"
"Rarely","2012","no migration background","Urban Area","","","","","4"
"Rarely","2012","direct migration background","Urban Area","","","","","4"
"Rarely","2012","direct migration background","Rural Area","","","","","4"
"Rarely","2012","indirect migration background","Urban Area","","","","","4"
"Rarely","2012","indirect migration background","Rural Area","","","","","4"
"Daily","2013","no migration background","Urban Area","23","","","","1"
"Daily","2013","no migration background","Rural Area","10","","","","1"
"Daily","2013","direct migration background","Urban Area","4","","","","1"
"Daily","2013","direct migration background","Rural Area","2","","","","1"
"Daily","2013","indirect migration background","Urban Area","5","","","","1"
"Daily","2013","indirect migration background","Rural Area","1","","","","1"
"Min 1x per month","2013","no migration background","Urban Area","1326","0.0934783774613189","0.0885471943932051","0.0984095605294328","3"
"Min 1x per month","2013","no migration background","Rural Area","811","0.0939080779444904","0.0876200896090273","0.100196066279953","3"
"Min 1x per month","2013","direct migration background","Urban Area","124","0.0536842482067901","0.043825819293901","0.0635426771196791","3"
"Min 1x per month","2013","direct migration background","Rural Area","44","0.117188595127401","0.0924236580090093","0.141953532245793","3"
"Min 1x per month","2013","indirect migration background","Urban Area","110","0.130636251341533","0.109329412776997","0.151943089906068","3"
"Min 1x per month","2013","indirect migration background","Rural Area","30","0.18097766900243","0.130446886204707","0.231508451800153","3"
"Min 1x per week","2013","no migration background","Urban Area","802","0.0554534785648392","0.0515765970082393","0.0593303601214392","2"
"Min 1x per week","2013","no migration background","Rural Area","568","0.0638198009863322","0.0585507600757635","0.0690888418969008","2"
"Min 1x per week","2013","direct migration background","Urban Area","119","0.0498217354724523","0.0403052145146272","0.0593382564302775","2"
"Min 1x per week","2013","direct migration background","Rural Area","32","0.0372957058555114","0.0227063385586082","0.0518850731524146","2"
"Min 1x per week","2013","indirect migration background","Rural Area","18","","","","2"
"Min 1x per week","2013","indirect migration background","Urban Area","77","0.0768646324941036","0.060023070441369","0.0937061945468382","2"
"Never","2013","no migration background","Urban Area","7090","0.545750216504765","0.537315882756181","0.55418455025335","5"
"Never","2013","no migration background","Rural Area","4264","0.520935299629462","0.51016660401669","0.531703995242233","5"
"Never","2013","direct migration background","Urban Area","1360","0.681366350359182","0.660986434026131","0.701746266692233","5"
"Never","2013","direct migration background","Rural Area","436","0.670802273808778","0.634620799068596","0.706983748548959","5"
"Never","2013","indirect migration background","Urban Area","487","0.481549185017513","0.449958393747086","0.513139976287941","5"
"Never","2013","indirect migration background","Rural Area","102","0.438808663714908","0.373677515407956","0.503939812021861","5"
"Rarely","2013","no migration background","Urban Area","4146","0.302889330831397","0.295105393836448","0.310673267826346","4"
"Rarely","2013","direct migration background","Urban Area","401","0.212699960370148","0.194801318520611","0.230598602219686","4"
"Rarely","2013","no migration background","Rural Area","2614","0.31987924721849","0.309824754399318","0.329933740037661","4"
"Rarely","2013","direct migration background","Rural Area","134","0.1736479249795","0.144481852675858","0.202813997283141","4"
"Rarely","2013","indirect migration background","Urban Area","282","0.304274697844566","0.275185066586549","0.333364329102583","4"
"Rarely","2013","indirect migration background","Rural Area","72","0.271711641637757","0.213326617159949","0.330096666115565","4"
"Daily","2014","no migration background","Urban Area","","","","","1"
"Daily","2014","no migration background","Rural Area","","","","","1"
"Daily","2014","direct migration background","Urban Area","","","","","1"
"Daily","2014","direct migration background","Rural Area","","","","","1"
"Daily","2014","indirect migration background","Urban Area","","","","","1"
"Daily","2014","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2014","no migration background","Urban Area","","","","","3"
"Min 1x per month","2014","no migration background","Rural Area","","","","","3"
"Min 1x per month","2014","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2014","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2014","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2014","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","2014","no migration background","Urban Area","","","","","2"
"Min 1x per week","2014","no migration background","Rural Area","","","","","2"
"Min 1x per week","2014","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2014","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2014","indirect migration background","Rural Area","","","","","2"
"Min 1x per week","2014","indirect migration background","Urban Area","","","","","2"
"Never","2014","no migration background","Urban Area","","","","","5"
"Never","2014","no migration background","Rural Area","","","","","5"
"Never","2014","direct migration background","Urban Area","","","","","5"
"Never","2014","direct migration background","Rural Area","","","","","5"
"Never","2014","indirect migration background","Urban Area","","","","","5"
"Never","2014","indirect migration background","Rural Area","","","","","5"
"Rarely","2014","no migration background","Urban Area","","","","","4"
"Rarely","2014","no migration background","Rural Area","","","","","4"
"Rarely","2014","direct migration background","Urban Area","","","","","4"
"Rarely","2014","direct migration background","Rural Area","","","","","4"
"Rarely","2014","indirect migration background","Urban Area","","","","","4"
"Rarely","2014","indirect migration background","Rural Area","","","","","4"
"Daily","2015","no migration background","Urban Area","","","","","1"
"Daily","2015","no migration background","Rural Area","","","","","1"
"Daily","2015","direct migration background","Urban Area","","","","","1"
"Daily","2015","direct migration background","Rural Area","","","","","1"
"Daily","2015","indirect migration background","Urban Area","","","","","1"
"Daily","2015","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2015","no migration background","Rural Area","","","","","3"
"Min 1x per month","2015","no migration background","Urban Area","","","","","3"
"Min 1x per month","2015","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2015","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2015","indirect migration background","Rural Area","","","","","3"
"Min 1x per month","2015","indirect migration background","Urban Area","","","","","3"
"Min 1x per week","2015","no migration background","Urban Area","","","","","2"
"Min 1x per week","2015","no migration background","Rural Area","","","","","2"
"Min 1x per week","2015","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2015","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2015","indirect migration background","Rural Area","","","","","2"
"Min 1x per week","2015","indirect migration background","Urban Area","","","","","2"
"Never","2015","no migration background","Urban Area","","","","","5"
"Never","2015","no migration background","Rural Area","","","","","5"
"Never","2015","direct migration background","Urban Area","","","","","5"
"Never","2015","direct migration background","Rural Area","","","","","5"
"Never","2015","indirect migration background","Urban Area","","","","","5"
"Never","2015","indirect migration background","Rural Area","","","","","5"
"Rarely","2015","no migration background","Rural Area","","","","","4"
"Rarely","2015","no migration background","Urban Area","","","","","4"
"Rarely","2015","direct migration background","Urban Area","","","","","4"
"Rarely","2015","direct migration background","Rural Area","","","","","4"
"Rarely","2015","indirect migration background","Urban Area","","","","","4"
"Rarely","2015","indirect migration background","Rural Area","","","","","4"
"Daily","2016","no migration background","Urban Area","","","","","1"
"Daily","2016","no migration background","Rural Area","","","","","1"
"Daily","2016","direct migration background","Urban Area","","","","","1"
"Daily","2016","direct migration background","Rural Area","","","","","1"
"Daily","2016","indirect migration background","Urban Area","","","","","1"
"Daily","2016","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2016","no migration background","Urban Area","","","","","3"
"Min 1x per month","2016","no migration background","Rural Area","","","","","3"
"Min 1x per month","2016","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2016","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2016","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2016","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","2016","no migration background","Urban Area","","","","","2"
"Min 1x per week","2016","no migration background","Rural Area","","","","","2"
"Min 1x per week","2016","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2016","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2016","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","2016","indirect migration background","Rural Area","","","","","2"
"Never","2016","no migration background","Urban Area","","","","","5"
"Never","2016","no migration background","Rural Area","","","","","5"
"Never","2016","direct migration background","Urban Area","","","","","5"
"Never","2016","direct migration background","Rural Area","","","","","5"
"Never","2016","indirect migration background","Urban Area","","","","","5"
"Never","2016","indirect migration background","Rural Area","","","","","5"
"Rarely","2016","no migration background","Urban Area","","","","","4"
"Rarely","2016","no migration background","Rural Area","","","","","4"
"Rarely","2016","direct migration background","Urban Area","","","","","4"
"Rarely","2016","direct migration background","Rural Area","","","","","4"
"Rarely","2016","indirect migration background","Urban Area","","","","","4"
"Rarely","2016","indirect migration background","Rural Area","","","","","4"
"Daily","2017","no migration background","Urban Area","","","","","1"
"Daily","2017","no migration background","Rural Area","","","","","1"
"Daily","2017","direct migration background","Urban Area","42","0.0102170608293799","0.00708299713540407","0.0133511245233558","1"
"Daily","2017","direct migration background","Rural Area","17","","","","1"
"Daily","2017","indirect migration background","Urban Area","","","","","1"
"Daily","2017","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2017","no migration background","Urban Area","","","","","3"
"Min 1x per month","2017","no migration background","Rural Area","","","","","3"
"Min 1x per month","2017","direct migration background","Urban Area","206","0.0586773708132417","0.051352846589281","0.0660018950372023","3"
"Min 1x per month","2017","direct migration background","Rural Area","96","0.0715942203560211","0.0588576169248042","0.084330823787238","3"
"Min 1x per month","2017","indirect migration background","Rural Area","","","","","3"
"Min 1x per month","2017","indirect migration background","Urban Area","","","","","3"
"Min 1x per week","2017","no migration background","Urban Area","","","","","2"
"Min 1x per week","2017","no migration background","Rural Area","","","","","2"
"Min 1x per week","2017","direct migration background","Urban Area","207","0.0627276645928001","0.0551708754247737","0.0702844537608264","2"
"Min 1x per week","2017","direct migration background","Rural Area","119","0.0834023078355966","0.0697431431631997","0.0970614725079935","2"
"Min 1x per week","2017","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","2017","indirect migration background","Rural Area","","","","","2"
"Never","2017","no migration background","Urban Area","","","","","5"
"Never","2017","no migration background","Rural Area","","","","","5"
"Never","2017","direct migration background","Urban Area","2903","0.699064347919186","0.684769805920322","0.713358889918051","5"
"Never","2017","direct migration background","Rural Area","1108","0.679352468982228","0.656295232377207","0.702409705587248","5"
"Never","2017","indirect migration background","Urban Area","","","","","5"
"Never","2017","indirect migration background","Rural Area","","","","","5"
"Rarely","2017","no migration background","Urban Area","","","","","4"
"Rarely","2017","direct migration background","Urban Area","597","0.169313555845392","0.157625580842429","0.181001530848355","4"
"Rarely","2017","no migration background","Rural Area","","","","","4"
"Rarely","2017","indirect migration background","Urban Area","","","","","4"
"Rarely","2017","direct migration background","Rural Area","234","0.15038241564844","0.132723826526442","0.168041004770439","4"
"Rarely","2017","indirect migration background","Rural Area","","","","","4"
"Daily","2018","no migration background","Urban Area","","","","","1"
"Daily","2018","no migration background","Rural Area","","","","","1"
"Daily","2018","direct migration background","Urban Area","26","","","","1"
"Daily","2018","direct migration background","Rural Area","10","","","","1"
"Daily","2018","indirect migration background","Urban Area","","","","","1"
"Daily","2018","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2018","no migration background","Urban Area","","","","","3"
"Min 1x per month","2018","no migration background","Rural Area","","","","","3"
"Min 1x per month","2018","direct migration background","Urban Area","251","0.0995461737144299","0.0885311634756268","0.110561183953233","3"
"Min 1x per month","2018","direct migration background","Rural Area","88","0.0907429300700275","0.0730630686713793","0.108422791468676","3"
"Min 1x per month","2018","indirect migration background","Rural Area","","","","","3"
"Min 1x per month","2018","indirect migration background","Urban Area","","","","","3"
"Min 1x per week","2018","no migration background","Urban Area","","","","","2"
"Min 1x per week","2018","no migration background","Rural Area","","","","","2"
"Min 1x per week","2018","direct migration background","Urban Area","231","0.0921906214365518","0.0815471671489702","0.102834075724133","2"
"Min 1x per week","2018","direct migration background","Rural Area","81","0.0829169758003375","0.0659441103798594","0.0998898412208157","2"
"Min 1x per week","2018","indirect migration background","Rural Area","","","","","2"
"Min 1x per week","2018","indirect migration background","Urban Area","","","","","2"
"Never","2018","no migration background","Urban Area","","","","","5"
"Never","2018","no migration background","Rural Area","","","","","5"
"Never","2018","direct migration background","Urban Area","1778","0.588558876571322","0.570454202908176","0.606663550234468","5"
