"pli0089","year","education","n","percent","lower_confidence","upper_confidence"
"Never","2010","college entrance qualification","","","",""
"Never","2010","Other degree","","","",""
"Never","2010","no degree/no degree yet","","","",""
"Daily","2011","lower secondary degree","","","",""
"Daily","2011","secondary school degree","","","",""
"Daily","2011","college entrance qualification","","","",""
"Daily","2011","Other degree","","","",""
"Daily","2011","no degree/no degree yet","","","",""
"Min 1x per week","2011","lower secondary degree","","","",""
"Min 1x per week","2011","secondary school degree","","","",""
"Min 1x per week","2011","college entrance qualification","","","",""
"Min 1x per week","2011","Other degree","","","",""
"Min 1x per week","2011","no degree/no degree yet","","","",""
"Min 1x per month","2011","lower secondary degree","","","",""
"Min 1x per month","2011","secondary school degree","","","",""
"Min 1x per month","2011","college entrance qualification","","","",""
"Min 1x per month","2011","Other degree","","","",""
"Min 1x per month","2011","no degree/no degree yet","","","",""
"Rarely","2011","lower secondary degree","","","",""
"Rarely","2011","secondary school degree","","","",""
"Rarely","2011","college entrance qualification","","","",""
"Rarely","2011","Other degree","","","",""
"Rarely","2011","no degree/no degree yet","","","",""
"Never","2011","lower secondary degree","","","",""
"Never","2011","secondary school degree","","","",""
"Never","2011","college entrance qualification","","","",""
"Never","2011","Other degree","","","",""
"Never","2011","no degree/no degree yet","","","",""
"Daily","2012","lower secondary degree","","","",""
"Daily","2012","secondary school degree","","","",""
"Daily","2012","college entrance qualification","","","",""
"Daily","2012","Other degree","","","",""
"Daily","2012","no degree/no degree yet","","","",""
"Min 1x per week","2012","lower secondary degree","","","",""
"Min 1x per week","2012","secondary school degree","","","",""
"Min 1x per week","2012","college entrance qualification","","","",""
"Min 1x per week","2012","Other degree","","","",""
"Min 1x per week","2012","no degree/no degree yet","","","",""
"Min 1x per month","2012","lower secondary degree","","","",""
"Min 1x per month","2012","secondary school degree","","","",""
"Min 1x per month","2012","college entrance qualification","","","",""
"Min 1x per month","2012","Other degree","","","",""
"Min 1x per month","2012","no degree/no degree yet","","","",""
"Rarely","2012","lower secondary degree","","","",""
"Rarely","2012","secondary school degree","","","",""
"Rarely","2012","college entrance qualification","","","",""
"Rarely","2012","Other degree","","","",""
"Rarely","2012","no degree/no degree yet","","","",""
"Never","2012","lower secondary degree","","","",""
"Never","2012","secondary school degree","","","",""
"Never","2012","college entrance qualification","","","",""
"Never","2012","Other degree","","","",""
"Never","2012","no degree/no degree yet","","","",""
"Daily","2013","lower secondary degree","12","","",""
"Daily","2013","secondary school degree","10","","",""
"Daily","2013","college entrance qualification","14","","",""
"Daily","2013","Other degree","4","","",""
"Daily","2013","no degree/no degree yet","4","","",""
"Min 1x per week","2013","lower secondary degree","376","0.0496658141867915","0.0446113206658696","0.0547203077077133"
"Min 1x per week","2013","secondary school degree","547","0.0637919092084636","0.0583927054188798","0.0691911129980475"
"Min 1x per week","2013","college entrance qualification","461","0.0594369328318133","0.0540410837684893","0.0648327818951372"
"Min 1x per week","2013","Other degree","93","0.0477546177764342","0.0373252629105382","0.0581839726423303"
"Min 1x per week","2013","no degree/no degree yet","73","0.0804684831636302","0.0617472746246247","0.0991896917026358"
"Min 1x per month","2013","lower secondary degree","536","0.0609985320557433","0.0554304770636058","0.0665665870478808"
"Min 1x per month","2013","secondary school degree","761","0.107311970322596","0.100473882646528","0.114150057998665"
"Min 1x per month","2013","college entrance qualification","877","0.115690755626369","0.108391323941939","0.1229901873108"
"Min 1x per month","2013","Other degree","81","0.0630400782703733","0.0511538463556939","0.0749263101850527"
"Min 1x per month","2013","no degree/no degree yet","101","0.113815183569982","0.0919577122167407","0.135672654923224"
"Rarely","2013","lower secondary degree","1714","0.24590347351241","0.23588488613412","0.255922060890701"
"Rarely","2013","secondary school degree","2501","0.318689268896821","0.30839448914954","0.328984048644102"
"Rarely","2013","college entrance qualification","2703","0.367150629967362","0.356150192618662","0.378151067316063"
"Rarely","2013","Other degree","302","0.18388500488567","0.164938715905158","0.202831293866181"
"Rarely","2013","no degree/no degree yet","194","0.239312618019143","0.209948053197925","0.268677182840362"
"Never","2013","lower secondary degree","4459","0.641485461942731","0.630328203751093","0.65264272013437"
"Never","2013","secondary school degree","4051","0.508967831557831","0.497922955053481","0.520012708062182"
"Never","2013","college entrance qualification","3321","0.45447813839201","0.443114949779259","0.465841327004761"
"Never","2013","Other degree","1126","0.704083834911348","0.681759843213375","0.726407826609322"
"Never","2013","no degree/no degree yet","439","0.556787012830442","0.522597851218207","0.590976174442677"
"Daily","2014","lower secondary degree","","","",""
"Daily","2014","secondary school degree","","","",""
"Daily","2014","college entrance qualification","","","",""
"Daily","2014","Other degree","","","",""
"Daily","2014","no degree/no degree yet","","","",""
"Min 1x per week","2014","lower secondary degree","","","",""
"Min 1x per week","2014","secondary school degree","","","",""
"Min 1x per week","2014","college entrance qualification","","","",""
"Min 1x per week","2014","Other degree","","","",""
"Min 1x per week","2014","no degree/no degree yet","","","",""
"Min 1x per month","2014","lower secondary degree","","","",""
"Min 1x per month","2014","secondary school degree","","","",""
"Min 1x per month","2014","college entrance qualification","","","",""
"Min 1x per month","2014","Other degree","","","",""
"Min 1x per month","2014","no degree/no degree yet","","","",""
"Rarely","2014","lower secondary degree","","","",""
"Rarely","2014","secondary school degree","","","",""
"Rarely","2014","college entrance qualification","","","",""
"Rarely","2014","Other degree","","","",""
"Rarely","2014","no degree/no degree yet","","","",""
"Never","2014","lower secondary degree","","","",""
"Never","2014","secondary school degree","","","",""
"Never","2014","college entrance qualification","","","",""
"Never","2014","Other degree","","","",""
"Never","2014","no degree/no degree yet","","","",""
"Daily","2015","lower secondary degree","","","",""
"Daily","2015","secondary school degree","","","",""
"Daily","2015","college entrance qualification","","","",""
"Daily","2015","Other degree","","","",""
"Daily","2015","no degree/no degree yet","","","",""
"Min 1x per week","2015","lower secondary degree","","","",""
"Min 1x per week","2015","secondary school degree","","","",""
"Min 1x per week","2015","college entrance qualification","","","",""
"Min 1x per week","2015","Other degree","","","",""
"Min 1x per week","2015","no degree/no degree yet","","","",""
"Min 1x per month","2015","lower secondary degree","","","",""
"Min 1x per month","2015","secondary school degree","","","",""
"Min 1x per month","2015","college entrance qualification","","","",""
"Min 1x per month","2015","Other degree","","","",""
"Min 1x per month","2015","no degree/no degree yet","","","",""
"Rarely","2015","lower secondary degree","","","",""
"Rarely","2015","secondary school degree","","","",""
"Rarely","2015","college entrance qualification","","","",""
"Rarely","2015","Other degree","","","",""
"Rarely","2015","no degree/no degree yet","","","",""
"Never","2015","lower secondary degree","","","",""
"Never","2015","secondary school degree","","","",""
"Never","2015","college entrance qualification","","","",""
"Never","2015","Other degree","","","",""
"Never","2015","no degree/no degree yet","","","",""
"Daily","2016","lower secondary degree","","","",""
"Daily","2016","secondary school degree","","","",""
"Daily","2016","college entrance qualification","","","",""
"Daily","2016","Other degree","","","",""
"Daily","2016","no degree/no degree yet","","","",""
"Min 1x per week","2016","lower secondary degree","","","",""
"Min 1x per week","2016","secondary school degree","","","",""
"Min 1x per week","2016","college entrance qualification","","","",""
"Min 1x per week","2016","Other degree","","","",""
"Min 1x per week","2016","no degree/no degree yet","","","",""
"Min 1x per month","2016","lower secondary degree","","","",""
"Min 1x per month","2016","secondary school degree","","","",""
"Min 1x per month","2016","college entrance qualification","","","",""
"Min 1x per month","2016","Other degree","","","",""
"Min 1x per month","2016","no degree/no degree yet","","","",""
"Rarely","2016","lower secondary degree","","","",""
"Rarely","2016","secondary school degree","","","",""
"Rarely","2016","college entrance qualification","","","",""
"Rarely","2016","Other degree","","","",""
"Rarely","2016","no degree/no degree yet","","","",""
"Never","2016","lower secondary degree","","","",""
"Never","2016","secondary school degree","","","",""
"Never","2016","college entrance qualification","","","",""
"Never","2016","Other degree","","","",""
"Never","2016","no degree/no degree yet","","","",""
"Daily","2017","lower secondary degree","2","","",""
"Daily","2017","secondary school degree","","","",""
"Daily","2017","college entrance qualification","3","","",""
"Daily","2017","Other degree","28","","",""
"Daily","2017","no degree/no degree yet","16","","",""
"Min 1x per week","2017","lower secondary degree","2","","",""
"Min 1x per week","2017","secondary school degree","1","","",""
"Min 1x per week","2017","college entrance qualification","1","","",""
"Min 1x per week","2017","Other degree","178","0.0714851186168668","0.062090555782878","0.0808796814508555"
"Min 1x per week","2017","no degree/no degree yet","115","0.062129240939601","0.0520308925324004","0.0722275893468016"
"Min 1x per month","2017","lower secondary degree","3","","",""
"Min 1x per month","2017","secondary school degree","3","","",""
"Min 1x per month","2017","college entrance qualification","3","","",""
"Min 1x per month","2017","Other degree","176","0.0663105855694333","0.0572372500837817","0.0753839210550849"
"Min 1x per month","2017","no degree/no degree yet","99","0.0574147078311594","0.0476826935459398","0.0671467221163791"
"Rarely","2017","lower secondary degree","7","","",""
"Rarely","2017","secondary school degree","4","","",""
"Rarely","2017","college entrance qualification","6","","",""
"Rarely","2017","Other degree","507","0.188349790192248","0.174092357069894","0.202607223314601"
"Rarely","2017","no degree/no degree yet","256","0.133000484977887","0.118794646633516","0.147206323322257"
"Never","2017","lower secondary degree","21","","",""
"Never","2017","secondary school degree","7","","",""
"Never","2017","college entrance qualification","8","","",""
"Never","2017","Other degree","2000","0.662506981935694","0.645264413982674","0.679749549888714"
"Never","2017","no degree/no degree yet","1709","0.740786820282557","0.722454983072615","0.759118657492498"
"Daily","2018","lower secondary degree","","","",""
"Daily","2018","secondary school degree","","","",""
"Daily","2018","college entrance qualification","","","",""
"Daily","2018","Other degree","20","","",""
"Daily","2018","no degree/no degree yet","15","","",""
"Min 1x per week","2018","lower secondary degree","6","","",""
"Min 1x per week","2018","secondary school degree","1","","",""
"Min 1x per week","2018","college entrance qualification","1","","",""
"Min 1x per week","2018","Other degree","163","0.0854873637697131","0.0732516743594654","0.0977230531799608"
"Min 1x per week","2018","no degree/no degree yet","106","0.0978553419378762","0.0824503194378604","0.113260364437892"
"Min 1x per month","2018","lower secondary degree","7","","",""
"Min 1x per month","2018","secondary school degree","1","","",""
"Min 1x per month","2018","college entrance qualification","2","","",""
"Min 1x per month","2018","Other degree","179","0.0967671372650079","0.0838297541700671","0.109704520359949"
"Min 1x per month","2018","no degree/no degree yet","120","0.0935848855118864","0.0784841395093124","0.10868563151446"
"Rarely","2018","lower secondary degree","4","","",""
"Rarely","2018","secondary school degree","5","","",""
"Rarely","2018","college entrance qualification","3","","",""
"Rarely","2018","Other degree","421","0.226871430173812","0.208544134253204","0.24519872609442"
"Rarely","2018","no degree/no degree yet","245","0.190361793379599","0.17000696863104","0.210716618128158"
"Never","2018","lower secondary degree","21","","",""
"Never","2018","secondary school degree","13","","",""
"Never","2018","college entrance qualification","11","","",""
"Never","2018","Other degree","1223","0.582710636880154","0.561131813676098","0.60428946008421"
"Never","2018","no degree/no degree yet","943","0.604897510683614","0.579550441032607","0.63024458033462"
"Daily","2019","lower secondary degree","15","","",""
"Daily","2019","secondary school degree","13","","",""
"Daily","2019","college entrance qualification","11","","",""
"Daily","2019","Other degree","24","","",""
"Daily","2019","no degree/no degree yet","15","","",""
"Min 1x per week","2019","lower secondary degree","309","0.048985124354976","0.0432133964170652","0.0547568522928867"
"Min 1x per week","2019","secondary school degree","465","0.0549954018911788","0.0498204726248187","0.0601703311575389"
"Min 1x per week","2019","college entrance qualification","530","0.053780735324105","0.0490049851042861","0.0585564855439239"
"Min 1x per week","2019","Other degree","289","0.0394594688582347","0.0336686944472314","0.0452502432692381"
"Min 1x per week","2019","no degree/no degree yet","157","0.0662897076963519","0.0556692822945394","0.0769101330981644"
"Min 1x per month","2019","lower secondary degree","423","0.0753204469259101","0.068263251233128","0.0823776426186922"
"Min 1x per month","2019","secondary school degree","783","0.106464974927197","0.0994635983776907","0.113466351476703"
"Min 1x per month","2019","college entrance qualification","1149","0.12301413929275","0.116060596121211","0.12996768246429"
"Min 1x per month","2019","Other degree","283","0.0734958822527605","0.0657341552749478","0.0812576092305731"
"Min 1x per month","2019","no degree/no degree yet","172","0.0998627242025057","0.0870639356047616","0.11266151280025"
"Rarely","2019","lower secondary degree","1306","0.231685484948297","0.220403149162145","0.242967820734449"
"Rarely","2019","secondary school degree","2446","0.333032139978441","0.322333716260164","0.343730563696718"
"Rarely","2019","college entrance qualification","3262","0.370693683494077","0.360468503024471","0.380918863963683"
"Rarely","2019","Other degree","833","0.178089590486734","0.16670978891174","0.189469392061727"
"Rarely","2019","no degree/no degree yet","397","0.187793308017036","0.171121368519622","0.20446524751445"
"Never","2019","lower secondary degree","3319","0.64044457739305","0.627612298587608","0.653276856198493"
"Never","2019","secondary school degree","3748","0.503772526073585","0.492422890697622","0.515122161449547"
"Never","2019","college entrance qualification","3619","0.450409226972416","0.439876139294817","0.460942314650015"
"Never","2019","Other degree","2913","0.70685892530181","0.693319261136185","0.720398589467434"
"Never","2019","no degree/no degree yet","1367","0.642506536281662","0.622047479122722","0.662965593440602"
