"pli0089","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Rarely","2004","indirect migration background","West Germany","","","","","4"
"Daily","2005","no migration background","West Germany","","","","","1"
"Daily","2005","no migration background","East Germany","","","","","1"
"Daily","2005","direct migration background","West Germany","","","","","1"
"Daily","2005","direct migration background","East Germany","","","","","1"
"Daily","2005","indirect migration background","West Germany","","","","","1"
"Daily","2005","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2005","no migration background","West Germany","","","","","3"
"Min 1x per month","2005","no migration background","East Germany","","","","","3"
"Min 1x per month","2005","direct migration background","West Germany","","","","","3"
"Min 1x per month","2005","direct migration background","East Germany","","","","","3"
"Min 1x per month","2005","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2005","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2005","no migration background","East Germany","","","","","2"
"Min 1x per week","2005","no migration background","West Germany","","","","","2"
"Min 1x per week","2005","direct migration background","West Germany","","","","","2"
"Min 1x per week","2005","direct migration background","East Germany","","","","","2"
"Min 1x per week","2005","indirect migration background","West Germany","","","","","2"
"Min 1x per week","2005","indirect migration background","East Germany","","","","","2"
"Never","2005","no migration background","West Germany","","","","","5"
"Never","2005","direct migration background","West Germany","","","","","5"
"Never","2005","no migration background","East Germany","","","","","5"
"Never","2005","direct migration background","East Germany","","","","","5"
"Never","2005","indirect migration background","West Germany","","","","","5"
"Never","2005","indirect migration background","East Germany","","","","","5"
"Rarely","2005","no migration background","West Germany","","","","","4"
"Rarely","2005","no migration background","East Germany","","","","","4"
"Rarely","2005","direct migration background","West Germany","","","","","4"
"Rarely","2005","indirect migration background","West Germany","","","","","4"
"Rarely","2005","direct migration background","East Germany","","","","","4"
"Rarely","2005","indirect migration background","East Germany","","","","","4"
"Daily","2006","no migration background","West Germany","","","","","1"
"Daily","2006","no migration background","East Germany","","","","","1"
"Daily","2006","direct migration background","West Germany","","","","","1"
"Daily","2006","direct migration background","East Germany","","","","","1"
"Daily","2006","indirect migration background","West Germany","","","","","1"
"Daily","2006","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2006","no migration background","West Germany","","","","","3"
"Min 1x per month","2006","no migration background","East Germany","","","","","3"
"Min 1x per month","2006","direct migration background","West Germany","","","","","3"
"Min 1x per month","2006","direct migration background","East Germany","","","","","3"
"Min 1x per month","2006","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2006","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2006","no migration background","East Germany","","","","","2"
"Min 1x per week","2006","no migration background","West Germany","","","","","2"
"Min 1x per week","2006","direct migration background","West Germany","","","","","2"
"Min 1x per week","2006","direct migration background","East Germany","","","","","2"
"Min 1x per week","2006","indirect migration background","West Germany","","","","","2"
"Min 1x per week","2006","indirect migration background","East Germany","","","","","2"
"Never","2006","no migration background","West Germany","","","","","5"
"Never","2006","no migration background","East Germany","","","","","5"
"Never","2006","direct migration background","West Germany","","","","","5"
"Never","2006","direct migration background","East Germany","","","","","5"
"Never","2006","indirect migration background","West Germany","","","","","5"
"Never","2006","indirect migration background","East Germany","","","","","5"
"Rarely","2006","no migration background","East Germany","","","","","4"
"Rarely","2006","no migration background","West Germany","","","","","4"
"Rarely","2006","direct migration background","West Germany","","","","","4"
"Rarely","2006","direct migration background","East Germany","","","","","4"
"Rarely","2006","indirect migration background","East Germany","","","","","4"
"Rarely","2006","indirect migration background","West Germany","","","","","4"
"Daily","2007","no migration background","West Germany","","","","","1"
"Daily","2007","no migration background","East Germany","","","","","1"
"Daily","2007","direct migration background","West Germany","","","","","1"
"Daily","2007","direct migration background","East Germany","","","","","1"
"Daily","2007","indirect migration background","West Germany","","","","","1"
"Daily","2007","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2007","no migration background","West Germany","","","","","3"
"Min 1x per month","2007","no migration background","East Germany","","","","","3"
"Min 1x per month","2007","direct migration background","West Germany","","","","","3"
"Min 1x per month","2007","direct migration background","East Germany","","","","","3"
"Min 1x per month","2007","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2007","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2007","no migration background","West Germany","","","","","2"
"Min 1x per week","2007","no migration background","East Germany","","","","","2"
"Min 1x per week","2007","direct migration background","West Germany","","","","","2"
"Min 1x per week","2007","direct migration background","East Germany","","","","","2"
"Min 1x per week","2007","indirect migration background","West Germany","","","","","2"
"Min 1x per week","2007","indirect migration background","East Germany","","","","","2"
"Never","2007","no migration background","East Germany","","","","","5"
"Never","2007","no migration background","West Germany","","","","","5"
"Never","2007","direct migration background","West Germany","","","","","5"
"Never","2007","direct migration background","East Germany","","","","","5"
"Never","2007","indirect migration background","West Germany","","","","","5"
"Never","2007","indirect migration background","East Germany","","","","","5"
"Rarely","2007","no migration background","East Germany","","","","","4"
"Rarely","2007","no migration background","West Germany","","","","","4"
"Rarely","2007","direct migration background","West Germany","","","","","4"
"Rarely","2007","direct migration background","East Germany","","","","","4"
"Rarely","2007","indirect migration background","West Germany","","","","","4"
"Rarely","2007","indirect migration background","East Germany","","","","","4"
"Daily","2008","no migration background","West Germany","19","","","","1"
"Daily","2008","no migration background","East Germany","5","","","","1"
"Daily","2008","direct migration background","West Germany","1","","","","1"
"Daily","2008","direct migration background","East Germany","","","","","1"
"Daily","2008","indirect migration background","East Germany","2","","","","1"
"Daily","2008","indirect migration background","West Germany","5","","","","1"
"Min 1x per month","2008","no migration background","West Germany","1117","0.0890926520917597","0.0839960664540142","0.0941892377295052","3"
"Min 1x per month","2008","no migration background","East Germany","285","0.0634937008388365","0.0564871829221138","0.0705002187555591","3"
"Min 1x per month","2008","direct migration background","West Germany","102","0.0582666362444666","0.0475283754514282","0.0690048970375051","3"
"Min 1x per month","2008","direct migration background","East Germany","6","","","","3"
"Min 1x per month","2008","indirect migration background","West Germany","96","0.147533333589578","0.121683204084575","0.17338346309458","3"
"Min 1x per month","2008","indirect migration background","East Germany","2","","","","3"
"Min 1x per week","2008","no migration background","West Germany","609","0.0494977641271614","0.0456172377296822","0.0533782905246407","2"
"Min 1x per week","2008","direct migration background","West Germany","73","0.0435031931914006","0.0341521012831544","0.0528542850996469","2"
"Min 1x per week","2008","no migration background","East Germany","193","0.0414991667928628","0.0357686010308538","0.0472297325548718","2"
"Min 1x per week","2008","direct migration background","East Germany","1","","","","2"
"Min 1x per week","2008","indirect migration background","West Germany","47","0.0823002085850436","0.0622679588010223","0.102332458369065","2"
"Min 1x per week","2008","indirect migration background","East Germany","2","","","","2"
"Never","2008","no migration background","East Germany","2823","0.610159560541082","0.596146057276925","0.624173063805238","5"
"Never","2008","no migration background","West Germany","6466","0.549113801759837","0.540211835775431","0.558015767744243","5"
"Never","2008","direct migration background","West Germany","1289","0.697061830389399","0.675996288033095","0.718127372745702","5"
"Never","2008","direct migration background","East Germany","55","0.778657511313588","0.687685304385731","0.869629718241444","5"
"Never","2008","indirect migration background","West Germany","349","0.442667855220416","0.406462319190746","0.478873391250086","5"
"Never","2008","indirect migration background","East Germany","20","","","","5"
"Rarely","2008","no migration background","West Germany","3791","0.311229959724196","0.302946741518911","0.319513177929481","4"
"Rarely","2008","no migration background","East Germany","1347","0.284209638073956","0.271249969693086","0.297169306454827","4"
"Rarely","2008","direct migration background","West Germany","363","0.200649511721943","0.182290568816594","0.219008454627293","4"
"Rarely","2008","direct migration background","East Germany","18","","","","4"
"Rarely","2008","indirect migration background","East Germany","17","","","","4"
"Rarely","2008","indirect migration background","West Germany","226","0.32382039938717","0.289711942113245","0.357928856661096","4"
"Daily","2009","no migration background","West Germany","","","","","1"
"Daily","2009","no migration background","East Germany","","","","","1"
"Daily","2009","direct migration background","West Germany","","","","","1"
"Daily","2009","direct migration background","East Germany","","","","","1"
"Daily","2009","indirect migration background","West Germany","","","","","1"
"Daily","2009","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2009","no migration background","West Germany","","","","","3"
"Min 1x per month","2009","no migration background","East Germany","","","","","3"
"Min 1x per month","2009","direct migration background","West Germany","","","","","3"
"Min 1x per month","2009","direct migration background","East Germany","","","","","3"
"Min 1x per month","2009","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2009","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2009","no migration background","West Germany","","","","","2"
"Min 1x per week","2009","no migration background","East Germany","","","","","2"
"Min 1x per week","2009","direct migration background","West Germany","","","","","2"
"Min 1x per week","2009","direct migration background","East Germany","","","","","2"
"Min 1x per week","2009","indirect migration background","West Germany","","","","","2"
"Min 1x per week","2009","indirect migration background","East Germany","","","","","2"
"Never","2009","no migration background","West Germany","","","","","5"
"Never","2009","no migration background","East Germany","","","","","5"
"Never","2009","direct migration background","West Germany","","","","","5"
"Never","2009","direct migration background","East Germany","","","","","5"
"Never","2009","indirect migration background","West Germany","","","","","5"
"Never","2009","indirect migration background","East Germany","","","","","5"
"Rarely","2009","no migration background","West Germany","","","","","4"
"Rarely","2009","no migration background","East Germany","","","","","4"
"Rarely","2009","direct migration background","West Germany","","","","","4"
"Rarely","2009","direct migration background","East Germany","","","","","4"
"Rarely","2009","indirect migration background","West Germany","","","","","4"
"Rarely","2009","indirect migration background","East Germany","","","","","4"
"Daily","2010","no migration background","West Germany","","","","","1"
"Daily","2010","no migration background","East Germany","","","","","1"
"Daily","2010","direct migration background","West Germany","","","","","1"
"Daily","2010","direct migration background","East Germany","","","","","1"
"Daily","2010","indirect migration background","East Germany","","","","","1"
"Daily","2010","indirect migration background","West Germany","","","","","1"
"Min 1x per month","2010","no migration background","East Germany","","","","","3"
"Min 1x per month","2010","no migration background","West Germany","","","","","3"
"Min 1x per month","2010","direct migration background","West Germany","","","","","3"
"Min 1x per month","2010","direct migration background","East Germany","","","","","3"
"Min 1x per month","2010","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2010","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2010","no migration background","West Germany","","","","","2"
"Min 1x per week","2010","no migration background","East Germany","","","","","2"
"Min 1x per week","2010","direct migration background","West Germany","","","","","2"
"Min 1x per week","2010","direct migration background","East Germany","","","","","2"
"Min 1x per week","2010","indirect migration background","West Germany","","","","","2"
"Min 1x per week","2010","indirect migration background","East Germany","","","","","2"
"Never","2010","no migration background","East Germany","","","","","5"
"Never","2010","no migration background","West Germany","","","","","5"
"Never","2010","direct migration background","West Germany","","","","","5"
"Never","2010","direct migration background","East Germany","","","","","5"
"Never","2010","indirect migration background","West Germany","","","","","5"
"Never","2010","indirect migration background","East Germany","","","","","5"
"Rarely","2010","no migration background","East Germany","","","","","4"
"Rarely","2010","no migration background","West Germany","","","","","4"
"Rarely","2010","direct migration background","West Germany","","","","","4"
"Rarely","2010","direct migration background","East Germany","","","","","4"
"Rarely","2010","indirect migration background","West Germany","","","","","4"
"Rarely","2010","indirect migration background","East Germany","","","","","4"
"Daily","2011","no migration background","West Germany","","","","","1"
"Daily","2011","no migration background","East Germany","","","","","1"
"Daily","2011","direct migration background","West Germany","","","","","1"
"Daily","2011","direct migration background","East Germany","","","","","1"
"Daily","2011","indirect migration background","West Germany","","","","","1"
"Daily","2011","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2011","no migration background","East Germany","","","","","3"
"Min 1x per month","2011","no migration background","West Germany","","","","","3"
"Min 1x per month","2011","direct migration background","West Germany","","","","","3"
"Min 1x per month","2011","direct migration background","East Germany","","","","","3"
"Min 1x per month","2011","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2011","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2011","no migration background","East Germany","","","","","2"
"Min 1x per week","2011","no migration background","West Germany","","","","","2"
"Min 1x per week","2011","direct migration background","West Germany","","","","","2"
"Min 1x per week","2011","direct migration background","East Germany","","","","","2"
"Min 1x per week","2011","indirect migration background","West Germany","","","","","2"
"Min 1x per week","2011","indirect migration background","East Germany","","","","","2"
"Never","2011","no migration background","East Germany","","","","","5"
"Never","2011","no migration background","West Germany","","","","","5"
"Never","2011","direct migration background","West Germany","","","","","5"
"Never","2011","direct migration background","East Germany","","","","","5"
"Never","2011","indirect migration background","West Germany","","","","","5"
"Never","2011","indirect migration background","East Germany","","","","","5"
"Rarely","2011","no migration background","West Germany","","","","","4"
"Rarely","2011","no migration background","East Germany","","","","","4"
"Rarely","2011","direct migration background","West Germany","","","","","4"
"Rarely","2011","direct migration background","East Germany","","","","","4"
"Rarely","2011","indirect migration background","West Germany","","","","","4"
"Rarely","2011","indirect migration background","East Germany","","","","","4"
"Daily","2012","no migration background","West Germany","","","","","1"
"Daily","2012","no migration background","East Germany","","","","","1"
"Daily","2012","direct migration background","West Germany","","","","","1"
"Daily","2012","direct migration background","East Germany","","","","","1"
"Daily","2012","indirect migration background","West Germany","","","","","1"
"Daily","2012","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2012","no migration background","West Germany","","","","","3"
"Min 1x per month","2012","no migration background","East Germany","","","","","3"
"Min 1x per month","2012","direct migration background","West Germany","","","","","3"
"Min 1x per month","2012","direct migration background","East Germany","","","","","3"
"Min 1x per month","2012","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2012","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2012","no migration background","West Germany","","","","","2"
"Min 1x per week","2012","no migration background","East Germany","","","","","2"
"Min 1x per week","2012","direct migration background","West Germany","","","","","2"
"Min 1x per week","2012","indirect migration background","West Germany","","","","","2"
"Min 1x per week","2012","direct migration background","East Germany","","","","","2"
"Min 1x per week","2012","indirect migration background","East Germany","","","","","2"
"Never","2012","no migration background","West Germany","","","","","5"
"Never","2012","no migration background","East Germany","","","","","5"
"Never","2012","direct migration background","West Germany","","","","","5"
"Never","2012","direct migration background","East Germany","","","","","5"
"Never","2012","indirect migration background","West Germany","","","","","5"
"Never","2012","indirect migration background","East Germany","","","","","5"
"Rarely","2012","no migration background","East Germany","","","","","4"
"Rarely","2012","no migration background","West Germany","","","","","4"
"Rarely","2012","direct migration background","West Germany","","","","","4"
"Rarely","2012","direct migration background","East Germany","","","","","4"
"Rarely","2012","indirect migration background","West Germany","","","","","4"
"Rarely","2012","indirect migration background","East Germany","","","","","4"
"Daily","2013","no migration background","West Germany","26","","","","1"
"Daily","2013","no migration background","East Germany","7","","","","1"
"Daily","2013","direct migration background","West Germany","6","","","","1"
"Daily","2013","direct migration background","East Germany","","","","","1"
"Daily","2013","indirect migration background","West Germany","6","","","","1"
"Daily","2013","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2013","no migration background","West Germany","1719","0.0974194371465532","0.0928448840936246","0.101993990199482","3"
"Min 1x per month","2013","no migration background","East Germany","418","0.0796485176466237","0.0725015831518872","0.0867954521413602","3"
"Min 1x per month","2013","direct migration background","West Germany","159","0.0678023750025108","0.0579885543359263","0.0776161956690954","3"
"Min 1x per month","2013","direct migration background","East Germany","9","","","","3"
"Min 1x per month","2013","indirect migration background","West Germany","131","0.142575362533168","0.121988108078832","0.163162616987503","3"
"Min 1x per month","2013","indirect migration background","East Germany","9","","","","3"
"Min 1x per week","2013","no migration background","West Germany","1121","0.0623055907750978","0.0585767224753975","0.0660344590747981","2"
"Min 1x per week","2013","no migration background","East Germany","249","0.043818419115029","0.0384151993238945","0.0492216389061636","2"
"Min 1x per week","2013","direct migration background","West Germany","146","0.0475204381790119","0.0392156278311761","0.0558252485268476","2"
"Min 1x per week","2013","direct migration background","East Germany","5","","","","2"
"Min 1x per week","2013","indirect migration background","East Germany","1","","","","2"
"Min 1x per week","2013","indirect migration background","West Germany","94","0.0780894867859257","0.0622908767655841","0.0938880968062673","2"
"Never","2013","no migration background","West Germany","8121","0.525332470461659","0.517628852149623","0.533036088773695","5"
"Never","2013","no migration background","East Germany","3233","0.580607105143274","0.567581263258039","0.593632947028508","5"
"Never","2013","direct migration background","West Germany","1704","0.677029780831389","0.658776253787204","0.695283307875574","5"
"Never","2013","direct migration background","East Germany","92","0.73291583499544","0.658282589226698","0.807549080764181","5"
"Never","2013","indirect migration background","West Germany","542","0.470926942335461","0.441536047907316","0.500317836763606","5"
"Never","2013","indirect migration background","East Germany","47","0.508029767637179","0.395632620572653","0.620426914701706","5"
"Rarely","2013","no migration background","West Germany","5154","0.313231328966398","0.306076146612595","0.320386511320201","4"
"Rarely","2013","direct migration background","West Germany","506","0.205441747382918","0.189670396658457","0.221213098107379","4"
"Rarely","2013","no migration background","East Germany","1606","0.292433989256835","0.280426519527754","0.304441458985917","4"
"Rarely","2013","direct migration background","East Germany","29","","","","4"
"Rarely","2013","indirect migration background","West Germany","335","0.302553580130714","0.275505603431231","0.329601556830197","4"
"Rarely","2013","indirect migration background","East Germany","19","","","","4"
"Daily","2014","no migration background","West Germany","","","","","1"
"Daily","2014","no migration background","East Germany","","","","","1"
"Daily","2014","direct migration background","West Germany","","","","","1"
"Daily","2014","direct migration background","East Germany","","","","","1"
"Daily","2014","indirect migration background","West Germany","","","","","1"
"Daily","2014","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2014","no migration background","West Germany","","","","","3"
"Min 1x per month","2014","no migration background","East Germany","","","","","3"
"Min 1x per month","2014","direct migration background","West Germany","","","","","3"
"Min 1x per month","2014","direct migration background","East Germany","","","","","3"
"Min 1x per month","2014","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2014","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2014","no migration background","West Germany","","","","","2"
"Min 1x per week","2014","no migration background","East Germany","","","","","2"
"Min 1x per week","2014","direct migration background","West Germany","","","","","2"
"Min 1x per week","2014","direct migration background","East Germany","","","","","2"
"Min 1x per week","2014","indirect migration background","East Germany","","","","","2"
"Min 1x per week","2014","indirect migration background","West Germany","","","","","2"
"Never","2014","no migration background","West Germany","","","","","5"
"Never","2014","no migration background","East Germany","","","","","5"
"Never","2014","direct migration background","West Germany","","","","","5"
"Never","2014","direct migration background","East Germany","","","","","5"
"Never","2014","indirect migration background","West Germany","","","","","5"
"Never","2014","indirect migration background","East Germany","","","","","5"
"Rarely","2014","no migration background","West Germany","","","","","4"
"Rarely","2014","no migration background","East Germany","","","","","4"
"Rarely","2014","direct migration background","West Germany","","","","","4"
"Rarely","2014","direct migration background","East Germany","","","","","4"
"Rarely","2014","indirect migration background","West Germany","","","","","4"
"Rarely","2014","indirect migration background","East Germany","","","","","4"
"Daily","2015","no migration background","West Germany","","","","","1"
"Daily","2015","no migration background","East Germany","","","","","1"
"Daily","2015","direct migration background","West Germany","","","","","1"
"Daily","2015","direct migration background","East Germany","","","","","1"
"Daily","2015","indirect migration background","West Germany","","","","","1"
"Daily","2015","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2015","no migration background","East Germany","","","","","3"
"Min 1x per month","2015","no migration background","West Germany","","","","","3"
"Min 1x per month","2015","direct migration background","West Germany","","","","","3"
"Min 1x per month","2015","direct migration background","East Germany","","","","","3"
"Min 1x per month","2015","indirect migration background","East Germany","","","","","3"
"Min 1x per month","2015","indirect migration background","West Germany","","","","","3"
"Min 1x per week","2015","no migration background","West Germany","","","","","2"
"Min 1x per week","2015","no migration background","East Germany","","","","","2"
"Min 1x per week","2015","direct migration background","East Germany","","","","","2"
"Min 1x per week","2015","direct migration background","West Germany","","","","","2"
"Min 1x per week","2015","indirect migration background","East Germany","","","","","2"
"Min 1x per week","2015","indirect migration background","West Germany","","","","","2"
"Never","2015","no migration background","West Germany","","","","","5"
"Never","2015","no migration background","East Germany","","","","","5"
"Never","2015","direct migration background","West Germany","","","","","5"
"Never","2015","direct migration background","East Germany","","","","","5"
"Never","2015","indirect migration background","West Germany","","","","","5"
"Never","2015","indirect migration background","East Germany","","","","","5"
"Rarely","2015","no migration background","East Germany","","","","","4"
"Rarely","2015","no migration background","West Germany","","","","","4"
"Rarely","2015","direct migration background","West Germany","","","","","4"
"Rarely","2015","direct migration background","East Germany","","","","","4"
"Rarely","2015","indirect migration background","West Germany","","","","","4"
"Rarely","2015","indirect migration background","East Germany","","","","","4"
"Daily","2016","no migration background","West Germany","","","","","1"
"Daily","2016","no migration background","East Germany","","","","","1"
"Daily","2016","direct migration background","West Germany","","","","","1"
"Daily","2016","direct migration background","East Germany","","","","","1"
"Daily","2016","indirect migration background","West Germany","","","","","1"
"Daily","2016","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2016","no migration background","West Germany","","","","","3"
"Min 1x per month","2016","no migration background","East Germany","","","","","3"
"Min 1x per month","2016","direct migration background","West Germany","","","","","3"
"Min 1x per month","2016","direct migration background","East Germany","","","","","3"
"Min 1x per month","2016","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2016","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2016","no migration background","West Germany","","","","","2"
"Min 1x per week","2016","no migration background","East Germany","","","","","2"
"Min 1x per week","2016","direct migration background","West Germany","","","","","2"
"Min 1x per week","2016","direct migration background","East Germany","","","","","2"
"Min 1x per week","2016","indirect migration background","West Germany","","","","","2"
"Min 1x per week","2016","indirect migration background","East Germany","","","","","2"
"Never","2016","no migration background","West Germany","","","","","5"
"Never","2016","no migration background","East Germany","","","","","5"
"Never","2016","direct migration background","West Germany","","","","","5"
"Never","2016","direct migration background","East Germany","","","","","5"
"Never","2016","indirect migration background","West Germany","","","","","5"
"Never","2016","indirect migration background","East Germany","","","","","5"
"Rarely","2016","no migration background","West Germany","","","","","4"
"Rarely","2016","no migration background","East Germany","","","","","4"
"Rarely","2016","direct migration background","West Germany","","","","","4"
"Rarely","2016","direct migration background","East Germany","","","","","4"
"Rarely","2016","indirect migration background","West Germany","","","","","4"
"Rarely","2016","indirect migration background","East Germany","","","","","4"
"Daily","2017","no migration background","West Germany","","","","","1"
"Daily","2017","no migration background","East Germany","","","","","1"
"Daily","2017","direct migration background","West Germany","49","0.0119842690372933","0.00890304902224641","0.0150654890523402","1"
"Daily","2017","direct migration background","East Germany","10","","","","1"
"Daily","2017","indirect migration background","West Germany","","","","","1"
"Daily","2017","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2017","no migration background","West Germany","","","","","3"
"Min 1x per month","2017","no migration background","East Germany","","","","","3"
"Min 1x per month","2017","direct migration background","West Germany","250","0.0552397690056934","0.048770998641288","0.0617085393700989","3"
"Min 1x per month","2017","direct migration background","East Germany","52","0.100171847808448","0.0785111451445557","0.12183255047234","3"
"Min 1x per month","2017","indirect migration background","East Germany","","","","","3"
"Min 1x per month","2017","indirect migration background","West Germany","","","","","3"
"Min 1x per week","2017","no migration background","West Germany","","","","","2"
"Min 1x per week","2017","no migration background","East Germany","","","","","2"
"Min 1x per week","2017","direct migration background","West Germany","275","0.066461970556026","0.0594087474809344","0.0735151936311175","2"
"Min 1x per week","2017","direct migration background","East Germany","51","0.0809427198945603","0.0612647588367287","0.100620680952392","2"
"Min 1x per week","2017","indirect migration background","West Germany","","","","","2"
"Min 1x per week","2017","indirect migration background","East Germany","","","","","2"
"Never","2017","no migration background","West Germany","","","","","5"
"Never","2017","no migration background","East Germany","","","","","5"
"Never","2017","direct migration background","West Germany","3488","0.695304288982953","0.682270951820569","0.708337626145338","5"
"Never","2017","direct migration background","East Germany","523","0.682739394177195","0.649161344605447","0.716317443748943","5"
"Never","2017","indirect migration background","West Germany","","","","","5"
"Never","2017","indirect migration background","East Germany","","","","","5"
"Rarely","2017","no migration background","West Germany","","","","","4"
"Rarely","2017","direct migration background","West Germany","729","0.171009702418034","0.160348158382153","0.181671246453914","4"
"Rarely","2017","no migration background","East Germany","","","","","4"
"Rarely","2017","indirect migration background","West Germany","","","","","4"
"Rarely","2017","direct migration background","East Germany","102","0.125939132555146","0.102002056627113","0.149876208483178","4"
"Rarely","2017","indirect migration background","East Germany","","","","","4"
"Daily","2018","no migration background","West Germany","","","","","1"
"Daily","2018","no migration background","East Germany","","","","","1"
"Daily","2018","direct migration background","West Germany","31","0.00889407175460177","0.00569025782995349","0.01209788567925","1"
"Daily","2018","direct migration background","East Germany","5","","","","1"
"Daily","2018","indirect migration background","West Germany","","","","","1"
"Daily","2018","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2018","no migration background","West Germany","","","","","3"
"Min 1x per month","2018","no migration background","East Germany","","","","","3"
"Min 1x per month","2018","direct migration background","West Germany","297","0.0996771139288952","0.0894546919238199","0.109899535933971","3"
"Min 1x per month","2018","direct migration background","East Germany","42","0.0835349990925041","0.0604740220415249","0.106595976143483","3"
"Min 1x per month","2018","indirect migration background","East Germany","","","","","3"
"Min 1x per month","2018","indirect migration background","West Germany","","","","","3"
"Min 1x per week","2018","no migration background","West Germany","","","","","2"
"Min 1x per week","2018","no migration background","East Germany","","","","","2"
"Min 1x per week","2018","direct migration background","West Germany","266","0.0870161355271391","0.0773980556330693","0.0966342154212089","2"
"Min 1x per week","2018","direct migration background","East Germany","46","0.103969060513461","0.0785301159960778","0.129408005030844","2"
"Min 1x per week","2018","indirect migration background","East Germany","","","","","2"
"Min 1x per week","2018","indirect migration background","West Germany","","","","","2"
"Never","2018","no migration background","West Germany","","","","","5"
"Never","2018","no migration background","East Germany","","","","","5"
"Never","2018","direct migration background","West Germany","2043","0.582295817538652","0.565466628819921","0.599125006257384","5"
"Never","2018","direct migration background","East Germany","384","0.650218875395429","0.610471038727654","0.689966712063204","5"
"Never","2018","indirect migration background","West Germany","","","","","5"
"Never","2018","indirect migration background","East Germany","","","","","5"
"Rarely","2018","no migration background","West Germany","","","","","4"
"Rarely","2018","no migration background","East Germany","","","","","4"
"Rarely","2018","direct migration background","West Germany","662","0.222116861250712","0.207932660276617","0.236301062224806","4"
"Rarely","2018","direct migration background","East Germany","76","0.147034752454043","0.117518501698792","0.176551003209295","4"
"Rarely","2018","indirect migration background","West Germany","","","","","4"
"Rarely","2018","indirect migration background","East Germany","","","","","4"
"Daily","2019","no migration background","West Germany","25","","","","1"
"Daily","2019","no migration background","East Germany","10","","","","1"
"Daily","2019","direct migration background","West Germany","35","0.00159097041482364","0.00063292104941939","0.00254901978022788","1"
"Daily","2019","direct migration background","East Germany","6","","","","1"
"Daily","2019","indirect migration background","West Germany","6","","","","1"
"Daily","2019","indirect migration background","East Germany","1","","","","1"
"Min 1x per month","2019","no migration background","West Germany","1740","0.106091980884201","0.101169335924549","0.111014625843854","3"
"Min 1x per month","2019","no migration background","East Germany","500","0.0853291398470746","0.077688729411352","0.0929695502827972","3"
"Min 1x per month","2019","direct migration background","West Germany","468","0.0850746922957386","0.0783681973827395","0.0917811872087376","3"
"Min 1x per month","2019","direct migration background","East Germany","51","0.106379558994451","0.0845737039375047","0.128185414051397","3"
"Min 1x per month","2019","indirect migration background","East Germany","9","","","","3"
"Min 1x per month","2019","indirect migration background","West Germany","178","0.124217300607549","0.107881461903938","0.140553139311159","3"
"Min 1x per week","2019","no migration background","West Germany","959","0.0531229440359681","0.0495378654306759","0.0567080226412604","2"
"Min 1x per week","2019","direct migration background","West Germany","500","0.047225227755574","0.0421262309390181","0.0523242245721298","2"
"Min 1x per week","2019","no migration background","East Germany","237","0.0449254759354171","0.0392604675481894","0.0505904843226448","2"
"Min 1x per week","2019","indirect migration background","East Germany","5","","","","2"
"Min 1x per week","2019","direct migration background","East Germany","47","0.0395727340184017","0.0257848459377457","0.0533606220990577","2"
"Min 1x per week","2019","indirect migration background","West Germany","124","0.0897606167617696","0.0756035611762836","0.103917672347256","2"
"Never","2019","no migration background","West Germany","7318","0.523130058262313","0.515146148316067","0.531113968208559","5"
"Never","2019","no migration background","East Germany","2705","0.549021698382279","0.535413264069582","0.562630132694975","5"
"Never","2019","direct migration background","West Germany","4342","0.662816931542974","0.651452904413879","0.67418095867207","5"
"Never","2019","direct migration background","East Germany","525","0.684327216920582","0.6514558353946","0.717198598446564","5"
"Never","2019","indirect migration background","West Germany","786","0.491035440210477","0.466275339742455","0.515795540678498","5"
"Never","2019","indirect migration background","East Germany","79","0.621377188030059","0.538943769301349","0.70381060675877","5"
