"pli0089","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Never","1994","Baden-Württemberg","indirect migration background","","","",""
"Never","1994","Bavaria","no migration background","","","",""
"Never","1994","Bavaria","direct migration background","","","",""
"Never","1994","Bavaria","indirect migration background","","","",""
"Never","1994","Berlin","no migration background","","","",""
"Never","1994","Berlin","direct migration background","","","",""
"Never","1994","Berlin","indirect migration background","","","",""
"Never","1994","Brandenburg","no migration background","","","",""
"Never","1994","Brandenburg","direct migration background","","","",""
"Never","1994","Brandenburg","indirect migration background","","","",""
"Never","1994","Mecklenburg-Western Pomerania","no migration background","","","",""
"Never","1994","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Never","1994","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Never","1994","Saxony","no migration background","","","",""
"Never","1994","Saxony","direct migration background","","","",""
"Never","1994","Saxony","indirect migration background","","","",""
"Never","1994","Saxony-Anhalt","no migration background","","","",""
"Never","1994","Saxony-Anhalt","direct migration background","","","",""
"Never","1994","Saxony-Anhalt","indirect migration background","","","",""
"Never","1994","Thuringia","no migration background","","","",""
"Never","1994","Thuringia","direct migration background","","","",""
"Never","1994","Thuringia","indirect migration background","","","",""
"Daily","1995","Schleswig-Holstein","no migration background","","","",""
"Daily","1995","Schleswig-Holstein","direct migration background","","","",""
"Daily","1995","Schleswig-Holstein","indirect migration background","1","","",""
"Daily","1995","Hamburg","no migration background","","","",""
"Daily","1995","Hamburg","direct migration background","","","",""
"Daily","1995","Hamburg","indirect migration background","","","",""
"Daily","1995","Lower Saxony","no migration background","","","",""
"Daily","1995","Lower Saxony","direct migration background","1","","",""
"Daily","1995","Lower Saxony","indirect migration background","","","",""
"Daily","1995","Bremen","no migration background","","","",""
"Daily","1995","Bremen","direct migration background","","","",""
"Daily","1995","Bremen","indirect migration background","1","","",""
"Daily","1995","North Rhine-Westphalia","no migration background","2","","",""
"Daily","1995","North Rhine-Westphalia","direct migration background","","","",""
"Daily","1995","North Rhine-Westphalia","indirect migration background","5","","",""
"Daily","1995","Hesse","no migration background","3","","",""
"Daily","1995","Hesse","direct migration background","1","","",""
"Daily","1995","Hesse","indirect migration background","","","",""
"Daily","1995","Rhineland-Palatinate,Saarland","no migration background","2","","",""
"Daily","1995","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Daily","1995","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Daily","1995","Baden-Württemberg","no migration background","1","","",""
"Daily","1995","Baden-Württemberg","direct migration background","","","",""
"Daily","1995","Baden-Württemberg","indirect migration background","","","",""
"Daily","1995","Bavaria","no migration background","1","","",""
"Daily","1995","Bavaria","direct migration background","1","","",""
"Daily","1995","Bavaria","indirect migration background","","","",""
"Daily","1995","Berlin","no migration background","","","",""
"Daily","1995","Berlin","direct migration background","","","",""
"Daily","1995","Berlin","indirect migration background","","","",""
"Daily","1995","Brandenburg","no migration background","1","","",""
"Daily","1995","Brandenburg","direct migration background","","","",""
"Daily","1995","Brandenburg","indirect migration background","","","",""
"Daily","1995","Mecklenburg-Western Pomerania","no migration background","","","",""
"Daily","1995","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Daily","1995","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Daily","1995","Saxony","no migration background","1","","",""
"Daily","1995","Saxony","direct migration background","","","",""
"Daily","1995","Saxony","indirect migration background","","","",""
"Daily","1995","Saxony-Anhalt","no migration background","1","","",""
"Daily","1995","Saxony-Anhalt","direct migration background","","","",""
"Daily","1995","Saxony-Anhalt","indirect migration background","","","",""
"Daily","1995","Thuringia","no migration background","1","","",""
"Daily","1995","Thuringia","direct migration background","","","",""
"Daily","1995","Thuringia","indirect migration background","","","",""
"Min 1x per week","1995","Schleswig-Holstein","no migration background","10","","",""
"Min 1x per week","1995","Schleswig-Holstein","direct migration background","4","","",""
"Min 1x per week","1995","Schleswig-Holstein","indirect migration background","1","","",""
"Min 1x per week","1995","Hamburg","no migration background","1","","",""
"Min 1x per week","1995","Hamburg","direct migration background","","","",""
"Min 1x per week","1995","Hamburg","indirect migration background","2","","",""
"Min 1x per week","1995","Lower Saxony","no migration background","41","0.0427492173632042","0.0287138561364775","0.0567845785899309"
"Min 1x per week","1995","Lower Saxony","direct migration background","10","","",""
"Min 1x per week","1995","Lower Saxony","indirect migration background","8","","",""
"Min 1x per week","1995","Bremen","no migration background","2","","",""
"Min 1x per week","1995","Bremen","direct migration background","","","",""
"Min 1x per week","1995","Bremen","indirect migration background","","","",""
"Min 1x per week","1995","North Rhine-Westphalia","no migration background","103","0.0635038737696035","0.0520519850967037","0.0749557624425033"
"Min 1x per week","1995","North Rhine-Westphalia","direct migration background","41","0.0726551011588139","0.0531884413795228","0.092121760938105"
"Min 1x per week","1995","North Rhine-Westphalia","indirect migration background","18","","",""
"Min 1x per week","1995","Hesse","no migration background","46","0.0959249705520439","0.0718755330130731","0.119974408091015"
"Min 1x per week","1995","Hesse","direct migration background","12","","",""
"Min 1x per week","1995","Hesse","indirect migration background","2","","",""
"Min 1x per week","1995","Rhineland-Palatinate,Saarland","no migration background","33","0.055430536215624","0.0356490907911109","0.0752119816401371"
"Min 1x per week","1995","Rhineland-Palatinate,Saarland","direct migration background","11","","",""
"Min 1x per week","1995","Rhineland-Palatinate,Saarland","indirect migration background","1","","",""
"Min 1x per week","1995","Baden-Württemberg","no migration background","40","0.0390638305052276","0.0269459398092682","0.0511817212011871"
"Min 1x per week","1995","Baden-Württemberg","direct migration background","34","0.0543931063670001","0.0374218779410873","0.071364334792913"
"Min 1x per week","1995","Baden-Württemberg","indirect migration background","15","","",""
"Min 1x per week","1995","Bavaria","no migration background","64","0.0550902000497743","0.0422134345007118","0.0679669655988369"
"Min 1x per week","1995","Bavaria","direct migration background","18","","",""
"Min 1x per week","1995","Bavaria","indirect migration background","8","","",""
"Min 1x per week","1995","Berlin","no migration background","10","","",""
"Min 1x per week","1995","Berlin","direct migration background","2","","",""
"Min 1x per week","1995","Berlin","indirect migration background","3","","",""
"Min 1x per week","1995","Brandenburg","no migration background","16","","",""
"Min 1x per week","1995","Brandenburg","direct migration background","1","","",""
"Min 1x per week","1995","Brandenburg","indirect migration background","","","",""
"Min 1x per week","1995","Mecklenburg-Western Pomerania","no migration background","10","","",""
"Min 1x per week","1995","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"Min 1x per week","1995","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per week","1995","Saxony","no migration background","38","0.0279921813152235","0.0180055112949521","0.0379788513354948"
"Min 1x per week","1995","Saxony","direct migration background","","","",""
"Min 1x per week","1995","Saxony","indirect migration background","","","",""
"Min 1x per week","1995","Saxony-Anhalt","no migration background","22","","",""
"Min 1x per week","1995","Saxony-Anhalt","direct migration background","1","","",""
"Min 1x per week","1995","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per week","1995","Thuringia","no migration background","40","0.0574702046144552","0.0391503863113731","0.0757900229175372"
"Min 1x per week","1995","Thuringia","direct migration background","","","",""
"Min 1x per week","1995","Thuringia","indirect migration background","","","",""
"Min 1x per month","1995","Schleswig-Holstein","no migration background","14","","",""
"Min 1x per month","1995","Schleswig-Holstein","direct migration background","3","","",""
"Min 1x per month","1995","Schleswig-Holstein","indirect migration background","","","",""
"Min 1x per month","1995","Hamburg","no migration background","5","","",""
"Min 1x per month","1995","Hamburg","direct migration background","4","","",""
"Min 1x per month","1995","Hamburg","indirect migration background","2","","",""
"Min 1x per month","1995","Lower Saxony","no migration background","75","0.0902018459208223","0.0703259422340727","0.110077749607572"
"Min 1x per month","1995","Lower Saxony","direct migration background","13","","",""
"Min 1x per month","1995","Lower Saxony","indirect migration background","6","","",""
"Min 1x per month","1995","Bremen","no migration background","4","","",""
"Min 1x per month","1995","Bremen","direct migration background","1","","",""
"Min 1x per month","1995","Bremen","indirect migration background","","","",""
"Min 1x per month","1995","North Rhine-Westphalia","no migration background","157","0.0857667061226464","0.0726171256305219","0.0989162866147708"
"Min 1x per month","1995","North Rhine-Westphalia","direct migration background","40","0.0637497459134944","0.0454277432247425","0.0820717486022464"
"Min 1x per month","1995","North Rhine-Westphalia","indirect migration background","22","","",""
"Min 1x per month","1995","Hesse","no migration background","44","0.0675349620570615","0.0470413996771077","0.0880285244370152"
"Min 1x per month","1995","Hesse","direct migration background","13","","",""
"Min 1x per month","1995","Hesse","indirect migration background","5","","",""
"Min 1x per month","1995","Rhineland-Palatinate,Saarland","no migration background","33","0.061421106848206","0.0406642905136464","0.0821779231827656"
"Min 1x per month","1995","Rhineland-Palatinate,Saarland","direct migration background","9","","",""
"Min 1x per month","1995","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Min 1x per month","1995","Baden-Württemberg","no migration background","112","0.101665228536616","0.0827636675112257","0.120566789562005"
"Min 1x per month","1995","Baden-Württemberg","direct migration background","59","0.0711885696448024","0.0519463599847583","0.0904307793048465"
"Min 1x per month","1995","Baden-Württemberg","indirect migration background","37","0.203448669943014","0.13370939670094","0.273187943185088"
"Min 1x per month","1995","Bavaria","no migration background","110","0.0823523090478993","0.0668373613620637","0.0978672567337348"
"Min 1x per month","1995","Bavaria","direct migration background","30","0.0498190010978518","0.0283900370368488","0.0712479651588547"
"Min 1x per month","1995","Bavaria","indirect migration background","11","","",""
"Min 1x per month","1995","Berlin","no migration background","12","","",""
"Min 1x per month","1995","Berlin","direct migration background","4","","",""
"Min 1x per month","1995","Berlin","indirect migration background","1","","",""
"Min 1x per month","1995","Brandenburg","no migration background","26","","",""
"Min 1x per month","1995","Brandenburg","direct migration background","","","",""
"Min 1x per month","1995","Brandenburg","indirect migration background","","","",""
"Min 1x per month","1995","Mecklenburg-Western Pomerania","no migration background","30","0.0635058053979525","0.0395770063776009","0.0874346044183042"
"Min 1x per month","1995","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"Min 1x per month","1995","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per month","1995","Saxony","no migration background","55","0.0476054663023485","0.0347139409067093","0.0604969916979877"
"Min 1x per month","1995","Saxony","direct migration background","1","","",""
"Min 1x per month","1995","Saxony","indirect migration background","1","","",""
"Min 1x per month","1995","Saxony-Anhalt","no migration background","47","0.0675903347331276","0.0483208556180658","0.0868598138481894"
"Min 1x per month","1995","Saxony-Anhalt","direct migration background","2","","",""
"Min 1x per month","1995","Saxony-Anhalt","indirect migration background","1","","",""
"Min 1x per month","1995","Thuringia","no migration background","36","0.0577729539829149","0.0394078954708085","0.0761380124950214"
"Min 1x per month","1995","Thuringia","direct migration background","4","","",""
"Min 1x per month","1995","Thuringia","indirect migration background","","","",""
"Rarely","1995","Schleswig-Holstein","no migration background","73","0.31792485986743","0.259495445616239","0.376354274118622"
"Rarely","1995","Schleswig-Holstein","direct migration background","11","","",""
"Rarely","1995","Schleswig-Holstein","indirect migration background","1","","",""
"Rarely","1995","Hamburg","no migration background","28","","",""
"Rarely","1995","Hamburg","direct migration background","4","","",""
"Rarely","1995","Hamburg","indirect migration background","1","","",""
"Rarely","1995","Lower Saxony","no migration background","267","0.31633857059301","0.284072709586306","0.348604431599715"
"Rarely","1995","Lower Saxony","direct migration background","36","0.17462780990343","0.123402041354025","0.225853578452835"
"Rarely","1995","Lower Saxony","indirect migration background","10","","",""
"Rarely","1995","Bremen","no migration background","24","","",""
"Rarely","1995","Bremen","direct migration background","6","","",""
"Rarely","1995","Bremen","indirect migration background","1","","",""
"Rarely","1995","North Rhine-Westphalia","no migration background","530","0.289947651763969","0.268640323457069","0.31125498007087"
"Rarely","1995","North Rhine-Westphalia","direct migration background","125","0.19720197218677","0.16736213050567","0.227041813867869"
"Rarely","1995","North Rhine-Westphalia","indirect migration background","37","0.223220109128941","0.157453814202053","0.288986404055828"
"Rarely","1995","Hesse","no migration background","177","0.288930822427221","0.251914803110374","0.325946841744069"
"Rarely","1995","Hesse","direct migration background","44","0.1252296704305","0.088909038970989","0.161550301890012"
"Rarely","1995","Hesse","indirect migration background","13","","",""
"Rarely","1995","Rhineland-Palatinate,Saarland","no migration background","136","0.231622130636517","0.195151440495635","0.268092820777398"
"Rarely","1995","Rhineland-Palatinate,Saarland","direct migration background","21","","",""
"Rarely","1995","Rhineland-Palatinate,Saarland","indirect migration background","4","","",""
"Rarely","1995","Baden-Württemberg","no migration background","293","0.27418574822051","0.246284249529851","0.302087246911169"
"Rarely","1995","Baden-Württemberg","direct migration background","171","0.271896640368063","0.238601222381783","0.305192058354342"
"Rarely","1995","Baden-Württemberg","indirect migration background","34","0.231295341719215","0.15824768216281","0.304343001275621"
"Rarely","1995","Bavaria","no migration background","348","0.270193978610461","0.245131963273081","0.29525599394784"
"Rarely","1995","Bavaria","direct migration background","79","0.243493111808518","0.201221356559843","0.285764867057192"
"Rarely","1995","Bavaria","indirect migration background","32","0.352077940771797","0.247417179733835","0.456738701809759"
"Rarely","1995","Berlin","no migration background","120","0.249719539251758","0.209726913889624","0.289712164613891"
"Rarely","1995","Berlin","direct migration background","13","","",""
"Rarely","1995","Berlin","indirect migration background","4","","",""
"Rarely","1995","Brandenburg","no migration background","150","0.258372623334732","0.222341924505838","0.294403322163625"
"Rarely","1995","Brandenburg","direct migration background","3","","",""
"Rarely","1995","Brandenburg","indirect migration background","2","","",""
"Rarely","1995","Mecklenburg-Western Pomerania","no migration background","111","0.286387149286762","0.242029375936863","0.330744922636661"
"Rarely","1995","Mecklenburg-Western Pomerania","direct migration background","4","","",""
"Rarely","1995","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Rarely","1995","Saxony","no migration background","273","0.228099684131912","0.202695198801765","0.253504169462059"
"Rarely","1995","Saxony","direct migration background","12","","",""
"Rarely","1995","Saxony","indirect migration background","","","",""
"Rarely","1995","Saxony-Anhalt","no migration background","176","0.21905789308846","0.187310127413297","0.250805658763624"
"Rarely","1995","Saxony-Anhalt","direct migration background","6","","",""
"Rarely","1995","Saxony-Anhalt","indirect migration background","1","","",""
"Rarely","1995","Thuringia","no migration background","183","0.251934672815244","0.217763020409804","0.286106325220684"
"Rarely","1995","Thuringia","direct migration background","4","","",""
"Rarely","1995","Thuringia","indirect migration background","1","","",""
"Never","1995","Schleswig-Holstein","no migration background","147","0.563627542283901","0.501400673617447","0.625854410950355"
"Never","1995","Schleswig-Holstein","direct migration background","15","","",""
"Never","1995","Schleswig-Holstein","indirect migration background","4","","",""
"Never","1995","Hamburg","no migration background","62","0.637957025025901","0.541820537838554","0.734093512213248"
"Never","1995","Hamburg","direct migration background","21","","",""
"Never","1995","Hamburg","indirect migration background","3","","",""
"Never","1995","Lower Saxony","no migration background","415","0.550710366122963","0.516198259434876","0.585222472811051"
"Never","1995","Lower Saxony","direct migration background","151","0.705774670709192","0.644288148932162","0.767261192486222"
"Never","1995","Lower Saxony","indirect migration background","11","","",""
"Never","1995","Bremen","no migration background","43","0.643738587504428","0.533882070641922","0.753595104366935"
"Never","1995","Bremen","direct migration background","13","","",""
"Never","1995","Bremen","indirect migration background","1","","",""
"Never","1995","North Rhine-Westphalia","no migration background","950","0.559886232733853","0.536575475206132","0.583196990261574"
"Never","1995","North Rhine-Westphalia","direct migration background","477","0.666393180740922","0.631032511898669","0.701753849583176"
"Never","1995","North Rhine-Westphalia","indirect migration background","72","0.490364688014849","0.41141015288658","0.569319223143118"
"Never","1995","Hesse","no migration background","306","0.544821244858465","0.504153053511528","0.585489436205402"
"Never","1995","Hesse","direct migration background","249","0.763275578955454","0.716629519157199","0.809921638753708"
"Never","1995","Hesse","indirect migration background","27","","",""
"Never","1995","Rhineland-Palatinate,Saarland","no migration background","310","0.649474506034268","0.608226079111276","0.690722932957261"
"Never","1995","Rhineland-Palatinate,Saarland","direct migration background","139","0.797804971370586","0.739131005449779","0.856478937291394"
"Never","1995","Rhineland-Palatinate,Saarland","indirect migration background","10","","",""
"Never","1995","Baden-Württemberg","no migration background","536","0.583963831763981","0.553135440248233","0.614792223279728"
"Never","1995","Baden-Württemberg","direct migration background","422","0.602521683620135","0.565900776784071","0.639142590456198"
"Never","1995","Baden-Württemberg","indirect migration background","42","0.484458319587756","0.397881185242807","0.571035453932704"
"Never","1995","Bavaria","no migration background","683","0.591115761305606","0.563369089845441","0.61886243276577"
"Never","1995","Bavaria","direct migration background","268","0.665513823844491","0.619044310387679","0.711983337301304"
"Never","1995","Bavaria","indirect migration background","29","","",""
"Never","1995","Berlin","no migration background","308","0.700774299949971","0.658465533516973","0.743083066382969"
"Never","1995","Berlin","direct migration background","78","0.77915547772594","0.696605377695663","0.861705577756216"
"Never","1995","Berlin","indirect migration background","8","","",""
"Never","1995","Brandenburg","no migration background","374","0.671394009944469","0.632732124419118","0.710055895469819"
"Never","1995","Brandenburg","direct migration background","13","","",""
"Never","1995","Brandenburg","indirect migration background","","","",""
"Never","1995","Mecklenburg-Western Pomerania","no migration background","248","0.632068828934996","0.584750748175079","0.679386909694913"
"Never","1995","Mecklenburg-Western Pomerania","direct migration background","7","","",""
"Never","1995","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Never","1995","Saxony","no migration background","681","0.695644564645018","0.667786452727343","0.723502676562693"
"Never","1995","Saxony","direct migration background","29","","",""
"Never","1995","Saxony","indirect migration background","4","","",""
"Never","1995","Saxony-Anhalt","no migration background","406","0.673574863153912","0.637582610700541","0.709567115607283"
"Never","1995","Saxony-Anhalt","direct migration background","25","","",""
"Never","1995","Saxony-Anhalt","indirect migration background","","","",""
"Never","1995","Thuringia","no migration background","360","0.631148191773919","0.593169161129882","0.669127222417957"
"Never","1995","Thuringia","direct migration background","17","","",""
"Never","1995","Thuringia","indirect migration background","3","","",""
"Daily","1996","Schleswig-Holstein","no migration background","","","",""
"Daily","1996","Schleswig-Holstein","direct migration background","","","",""
"Daily","1996","Schleswig-Holstein","indirect migration background","","","",""
"Daily","1996","Hamburg","no migration background","","","",""
"Daily","1996","Hamburg","direct migration background","","","",""
"Daily","1996","Hamburg","indirect migration background","","","",""
"Daily","1996","Lower Saxony","no migration background","","","",""
"Daily","1996","Lower Saxony","direct migration background","","","",""
"Daily","1996","Lower Saxony","indirect migration background","","","",""
"Daily","1996","Bremen","no migration background","","","",""
"Daily","1996","Bremen","direct migration background","","","",""
"Daily","1996","Bremen","indirect migration background","","","",""
"Daily","1996","North Rhine-Westphalia","no migration background","","","",""
"Daily","1996","North Rhine-Westphalia","direct migration background","","","",""
"Daily","1996","North Rhine-Westphalia","indirect migration background","","","",""
"Daily","1996","Hesse","no migration background","","","",""
"Daily","1996","Hesse","direct migration background","","","",""
"Daily","1996","Hesse","indirect migration background","","","",""
"Daily","1996","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Daily","1996","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Daily","1996","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Daily","1996","Baden-Württemberg","no migration background","","","",""
"Daily","1996","Baden-Württemberg","direct migration background","","","",""
"Daily","1996","Baden-Württemberg","indirect migration background","","","",""
"Daily","1996","Bavaria","no migration background","","","",""
"Daily","1996","Bavaria","direct migration background","","","",""
"Daily","1996","Bavaria","indirect migration background","","","",""
"Daily","1996","Berlin","no migration background","","","",""
"Daily","1996","Berlin","direct migration background","","","",""
"Daily","1996","Berlin","indirect migration background","","","",""
"Daily","1996","Brandenburg","no migration background","","","",""
"Daily","1996","Brandenburg","direct migration background","","","",""
"Daily","1996","Brandenburg","indirect migration background","","","",""
"Daily","1996","Mecklenburg-Western Pomerania","no migration background","","","",""
"Daily","1996","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Daily","1996","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Daily","1996","Saxony","no migration background","","","",""
"Daily","1996","Saxony","direct migration background","","","",""
"Daily","1996","Saxony","indirect migration background","","","",""
"Daily","1996","Saxony-Anhalt","no migration background","","","",""
"Daily","1996","Saxony-Anhalt","direct migration background","","","",""
"Daily","1996","Saxony-Anhalt","indirect migration background","","","",""
"Daily","1996","Thuringia","no migration background","","","",""
"Daily","1996","Thuringia","direct migration background","","","",""
"Daily","1996","Thuringia","indirect migration background","","","",""
"Min 1x per week","1996","Schleswig-Holstein","no migration background","","","",""
"Min 1x per week","1996","Schleswig-Holstein","direct migration background","","","",""
"Min 1x per week","1996","Schleswig-Holstein","indirect migration background","","","",""
"Min 1x per week","1996","Hamburg","no migration background","","","",""
"Min 1x per week","1996","Hamburg","direct migration background","","","",""
"Min 1x per week","1996","Hamburg","indirect migration background","","","",""
"Min 1x per week","1996","Lower Saxony","no migration background","","","",""
"Min 1x per week","1996","Lower Saxony","direct migration background","","","",""
"Min 1x per week","1996","Lower Saxony","indirect migration background","","","",""
"Min 1x per week","1996","Bremen","no migration background","","","",""
"Min 1x per week","1996","Bremen","direct migration background","","","",""
"Min 1x per week","1996","Bremen","indirect migration background","","","",""
"Min 1x per week","1996","North Rhine-Westphalia","no migration background","","","",""
"Min 1x per week","1996","North Rhine-Westphalia","direct migration background","","","",""
"Min 1x per week","1996","North Rhine-Westphalia","indirect migration background","","","",""
"Min 1x per week","1996","Hesse","no migration background","","","",""
"Min 1x per week","1996","Hesse","direct migration background","","","",""
"Min 1x per week","1996","Hesse","indirect migration background","","","",""
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Min 1x per week","1996","Baden-Württemberg","no migration background","","","",""
"Min 1x per week","1996","Baden-Württemberg","direct migration background","","","",""
"Min 1x per week","1996","Baden-Württemberg","indirect migration background","","","",""
"Min 1x per week","1996","Bavaria","no migration background","","","",""
"Min 1x per week","1996","Bavaria","direct migration background","","","",""
"Min 1x per week","1996","Bavaria","indirect migration background","","","",""
"Min 1x per week","1996","Berlin","no migration background","","","",""
"Min 1x per week","1996","Berlin","direct migration background","","","",""
"Min 1x per week","1996","Berlin","indirect migration background","","","",""
"Min 1x per week","1996","Brandenburg","no migration background","","","",""
"Min 1x per week","1996","Brandenburg","direct migration background","","","",""
"Min 1x per week","1996","Brandenburg","indirect migration background","","","",""
"Min 1x per week","1996","Mecklenburg-Western Pomerania","no migration background","","","",""
"Min 1x per week","1996","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Min 1x per week","1996","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per week","1996","Saxony","no migration background","","","",""
"Min 1x per week","1996","Saxony","direct migration background","","","",""
"Min 1x per week","1996","Saxony","indirect migration background","","","",""
"Min 1x per week","1996","Saxony-Anhalt","no migration background","","","",""
"Min 1x per week","1996","Saxony-Anhalt","direct migration background","","","",""
"Min 1x per week","1996","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per week","1996","Thuringia","no migration background","","","",""
"Min 1x per week","1996","Thuringia","direct migration background","","","",""
"Min 1x per week","1996","Thuringia","indirect migration background","","","",""
"Min 1x per month","1996","Schleswig-Holstein","no migration background","","","",""
"Min 1x per month","1996","Schleswig-Holstein","direct migration background","","","",""
"Min 1x per month","1996","Schleswig-Holstein","indirect migration background","","","",""
"Min 1x per month","1996","Hamburg","no migration background","","","",""
"Min 1x per month","1996","Hamburg","direct migration background","","","",""
"Min 1x per month","1996","Hamburg","indirect migration background","","","",""
"Min 1x per month","1996","Lower Saxony","no migration background","","","",""
"Min 1x per month","1996","Lower Saxony","direct migration background","","","",""
"Min 1x per month","1996","Lower Saxony","indirect migration background","","","",""
"Min 1x per month","1996","Bremen","no migration background","","","",""
"Min 1x per month","1996","Bremen","direct migration background","","","",""
"Min 1x per month","1996","Bremen","indirect migration background","","","",""
"Min 1x per month","1996","North Rhine-Westphalia","no migration background","","","",""
"Min 1x per month","1996","North Rhine-Westphalia","direct migration background","","","",""
"Min 1x per month","1996","North Rhine-Westphalia","indirect migration background","","","",""
"Min 1x per month","1996","Hesse","no migration background","","","",""
"Min 1x per month","1996","Hesse","direct migration background","","","",""
"Min 1x per month","1996","Hesse","indirect migration background","","","",""
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Min 1x per month","1996","Baden-Württemberg","no migration background","","","",""
"Min 1x per month","1996","Baden-Württemberg","direct migration background","","","",""
"Min 1x per month","1996","Baden-Württemberg","indirect migration background","","","",""
"Min 1x per month","1996","Bavaria","no migration background","","","",""
"Min 1x per month","1996","Bavaria","direct migration background","","","",""
"Min 1x per month","1996","Bavaria","indirect migration background","","","",""
"Min 1x per month","1996","Berlin","no migration background","","","",""
"Min 1x per month","1996","Berlin","direct migration background","","","",""
"Min 1x per month","1996","Berlin","indirect migration background","","","",""
"Min 1x per month","1996","Brandenburg","no migration background","","","",""
"Min 1x per month","1996","Brandenburg","direct migration background","","","",""
"Min 1x per month","1996","Brandenburg","indirect migration background","","","",""
"Min 1x per month","1996","Mecklenburg-Western Pomerania","no migration background","","","",""
"Min 1x per month","1996","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Min 1x per month","1996","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per month","1996","Saxony","no migration background","","","",""
"Min 1x per month","1996","Saxony","direct migration background","","","",""
"Min 1x per month","1996","Saxony","indirect migration background","","","",""
"Min 1x per month","1996","Saxony-Anhalt","no migration background","","","",""
"Min 1x per month","1996","Saxony-Anhalt","direct migration background","","","",""
"Min 1x per month","1996","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per month","1996","Thuringia","no migration background","","","",""
"Min 1x per month","1996","Thuringia","direct migration background","","","",""
"Min 1x per month","1996","Thuringia","indirect migration background","","","",""
"Rarely","1996","Schleswig-Holstein","no migration background","","","",""
"Rarely","1996","Schleswig-Holstein","direct migration background","","","",""
"Rarely","1996","Schleswig-Holstein","indirect migration background","","","",""
"Rarely","1996","Hamburg","no migration background","","","",""
"Rarely","1996","Hamburg","direct migration background","","","",""
"Rarely","1996","Hamburg","indirect migration background","","","",""
"Rarely","1996","Lower Saxony","no migration background","","","",""
"Rarely","1996","Lower Saxony","direct migration background","","","",""
"Rarely","1996","Lower Saxony","indirect migration background","","","",""
"Rarely","1996","Bremen","no migration background","","","",""
"Rarely","1996","Bremen","direct migration background","","","",""
"Rarely","1996","Bremen","indirect migration background","","","",""
"Rarely","1996","North Rhine-Westphalia","no migration background","","","",""
"Rarely","1996","North Rhine-Westphalia","direct migration background","","","",""
"Rarely","1996","North Rhine-Westphalia","indirect migration background","","","",""
"Rarely","1996","Hesse","no migration background","","","",""
"Rarely","1996","Hesse","direct migration background","","","",""
"Rarely","1996","Hesse","indirect migration background","","","",""
"Rarely","1996","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Rarely","1996","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Rarely","1996","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Rarely","1996","Baden-Württemberg","no migration background","","","",""
"Rarely","1996","Baden-Württemberg","direct migration background","","","",""
"Rarely","1996","Baden-Württemberg","indirect migration background","","","",""
"Rarely","1996","Bavaria","no migration background","","","",""
"Rarely","1996","Bavaria","direct migration background","","","",""
"Rarely","1996","Bavaria","indirect migration background","","","",""
"Rarely","1996","Berlin","no migration background","","","",""
"Rarely","1996","Berlin","direct migration background","","","",""
"Rarely","1996","Berlin","indirect migration background","","","",""
"Rarely","1996","Brandenburg","no migration background","","","",""
"Rarely","1996","Brandenburg","direct migration background","","","",""
"Rarely","1996","Brandenburg","indirect migration background","","","",""
"Rarely","1996","Mecklenburg-Western Pomerania","no migration background","","","",""
"Rarely","1996","Mecklenburg-Western Pomerania","direct migration background","","","",""
