"pli0089","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Rarely","2011","Employed","Rural Area","","","","","4"
"Rarely","2011","Not Employed","Rural Area","","","","","4"
"Rarely","2011","Not Employed","Urban Area","","","","","4"
"Rarely","2011","Employed","Urban Area","","","","","4"
"Daily","2012","Not Employed","Urban Area","","","","","1"
"Daily","2012","Not Employed","Rural Area","","","","","1"
"Daily","2012","Employed","Urban Area","","","","","1"
"Daily","2012","Employed","Rural Area","","","","","1"
"Min 1x per month","2012","Employed","Rural Area","","","","","3"
"Min 1x per month","2012","Employed","Urban Area","","","","","3"
"Min 1x per month","2012","Not Employed","Rural Area","","","","","3"
"Min 1x per month","2012","Not Employed","Urban Area","","","","","3"
"Min 1x per week","2012","Employed","Urban Area","","","","","2"
"Min 1x per week","2012","Not Employed","Rural Area","","","","","2"
"Min 1x per week","2012","Employed","Rural Area","","","","","2"
"Min 1x per week","2012","Not Employed","Urban Area","","","","","2"
"Never","2012","Employed","Urban Area","","","","","5"
"Never","2012","Not Employed","Urban Area","","","","","5"
"Never","2012","Not Employed","Rural Area","","","","","5"
"Never","2012","Employed","Rural Area","","","","","5"
"Rarely","2012","Employed","Urban Area","","","","","4"
"Rarely","2012","Employed","Rural Area","","","","","4"
"Rarely","2012","Not Employed","Rural Area","","","","","4"
"Rarely","2012","Not Employed","Urban Area","","","","","4"
"Daily","2013","Not Employed","Urban Area","7","","","","1"
"Daily","2013","Not Employed","Rural Area","7","","","","1"
"Daily","2013","Employed","Rural Area","6","","","","1"
"Daily","2013","Employed","Urban Area","25","","","","1"
"Min 1x per month","2013","Employed","Rural Area","704","0.124312269535071","0.115954794423093","0.13266974464705","3"
"Min 1x per month","2013","Not Employed","Rural Area","181","0.0518439332622772","0.0441026532814149","0.0595852132431396","3"
"Min 1x per month","2013","Employed","Urban Area","1173","0.109711485653513","0.103802731781561","0.115620239525464","3"
"Min 1x per month","2013","Not Employed","Urban Area","387","0.0599888996225573","0.0537743836305004","0.0662034156146141","3"
"Min 1x per week","2013","Employed","Rural Area","465","0.0740026930262302","0.0673717990180268","0.0806335870344336","2"
"Min 1x per week","2013","Not Employed","Urban Area","238","0.0368151683161766","0.0318871355866157","0.0417432010457374","2"
"Min 1x per week","2013","Employed","Urban Area","760","0.0674299652127226","0.0626889465737566","0.0721709838516886","2"
"Min 1x per week","2013","Not Employed","Rural Area","153","0.044827497534876","0.0376025109865884","0.0520524840831636","2"
"Never","2013","Not Employed","Rural Area","2038","0.674065653688071","0.657699747675164","0.690431559700979","5"
"Never","2013","Employed","Urban Area","5170","0.471975204077332","0.462536959727757","0.481413448426907","5"
"Never","2013","Employed","Rural Area","2764","0.440421942925477","0.427846934804561","0.452996951046393","5"
"Never","2013","Not Employed","Urban Area","3767","0.695006187215575","0.682957347666643","0.707055026764507","5"
"Rarely","2013","Employed","Rural Area","2048","0.36007442455913","0.347915243277351","0.372233605840909","4"
"Rarely","2013","Employed","Urban Area","3619","0.347298305793545","0.338296841378883","0.356299770208206","4"
"Rarely","2013","Not Employed","Urban Area","1210","0.207207596888785","0.196600709746797","0.217814484030772","4"
"Rarely","2013","Not Employed","Rural Area","772","0.227443128348529","0.212807022911957","0.2420792337851","4"
"Daily","2014","Not Employed","Urban Area","","","","","1"
"Daily","2014","Not Employed","Rural Area","","","","","1"
"Daily","2014","Employed","Rural Area","","","","","1"
"Daily","2014","Employed","Urban Area","","","","","1"
"Min 1x per month","2014","Employed","Urban Area","","","","","3"
"Min 1x per month","2014","Not Employed","Rural Area","","","","","3"
"Min 1x per month","2014","Employed","Rural Area","","","","","3"
"Min 1x per month","2014","Not Employed","Urban Area","","","","","3"
"Min 1x per week","2014","Not Employed","Rural Area","","","","","2"
"Min 1x per week","2014","Employed","Rural Area","","","","","2"
"Min 1x per week","2014","Not Employed","Urban Area","","","","","2"
"Min 1x per week","2014","Employed","Urban Area","","","","","2"
"Never","2014","Not Employed","Rural Area","","","","","5"
"Never","2014","Employed","Urban Area","","","","","5"
"Never","2014","Not Employed","Urban Area","","","","","5"
"Never","2014","Employed","Rural Area","","","","","5"
"Rarely","2014","Employed","Rural Area","","","","","4"
"Rarely","2014","Not Employed","Rural Area","","","","","4"
"Rarely","2014","Employed","Urban Area","","","","","4"
"Rarely","2014","Not Employed","Urban Area","","","","","4"
"Daily","2015","Not Employed","Urban Area","","","","","1"
"Daily","2015","Not Employed","Rural Area","","","","","1"
"Daily","2015","Employed","Urban Area","","","","","1"
"Daily","2015","Employed","Rural Area","","","","","1"
"Min 1x per month","2015","Employed","Urban Area","","","","","3"
"Min 1x per month","2015","Employed","Rural Area","","","","","3"
"Min 1x per month","2015","Not Employed","Urban Area","","","","","3"
"Min 1x per month","2015","Not Employed","Rural Area","","","","","3"
"Min 1x per week","2015","Employed","Urban Area","","","","","2"
"Min 1x per week","2015","Employed","Rural Area","","","","","2"
"Min 1x per week","2015","Not Employed","Rural Area","","","","","2"
"Min 1x per week","2015","Not Employed","Urban Area","","","","","2"
"Never","2015","Not Employed","Rural Area","","","","","5"
"Never","2015","Employed","Urban Area","","","","","5"
"Never","2015","Not Employed","Urban Area","","","","","5"
"Never","2015","Employed","Rural Area","","","","","5"
"Rarely","2015","Employed","Urban Area","","","","","4"
"Rarely","2015","Employed","Rural Area","","","","","4"
"Rarely","2015","Not Employed","Rural Area","","","","","4"
"Rarely","2015","Not Employed","Urban Area","","","","","4"
"Daily","2016","Not Employed","Urban Area","","","","","1"
"Daily","2016","Not Employed","Rural Area","","","","","1"
"Daily","2016","Employed","Urban Area","","","","","1"
"Daily","2016","Employed","Rural Area","","","","","1"
"Min 1x per month","2016","Not Employed","Rural Area","","","","","3"
"Min 1x per month","2016","Not Employed","Urban Area","","","","","3"
"Min 1x per month","2016","Employed","Urban Area","","","","","3"
"Min 1x per month","2016","Employed","Rural Area","","","","","3"
"Min 1x per week","2016","Not Employed","Urban Area","","","","","2"
"Min 1x per week","2016","Employed","Urban Area","","","","","2"
"Min 1x per week","2016","Employed","Rural Area","","","","","2"
"Min 1x per week","2016","Not Employed","Rural Area","","","","","2"
"Never","2016","Not Employed","Rural Area","","","","","5"
"Never","2016","Not Employed","Urban Area","","","","","5"
"Never","2016","Employed","Urban Area","","","","","5"
"Never","2016","Employed","Rural Area","","","","","5"
"Rarely","2016","Employed","Urban Area","","","","","4"
"Rarely","2016","Not Employed","Urban Area","","","","","4"
"Rarely","2016","Not Employed","Rural Area","","","","","4"
"Rarely","2016","Employed","Rural Area","","","","","4"
"Daily","2017","Not Employed","Urban Area","41","0.0107031157848082","0.0074292517926013","0.0139769797770151","1"
"Daily","2017","Not Employed","Rural Area","15","","","","1"
"Daily","2017","Employed","Urban Area","1","","","","1"
"Daily","2017","Employed","Rural Area","2","","","","1"
"Min 1x per month","2017","Not Employed","Rural Area","89","0.074140816316202","0.060890865206974","0.08739076742543","3"
"Min 1x per month","2017","Employed","Urban Area","20","","","","3"
"Min 1x per month","2017","Not Employed","Urban Area","186","0.0522804998334152","0.0451985642069045","0.0593624354599259","3"
"Min 1x per month","2017","Employed","Rural Area","7","","","","3"
"Min 1x per week","2017","Not Employed","Rural Area","109","0.0790909450278467","0.0654424464538788","0.0927394436018147","2"
"Min 1x per week","2017","Employed","Rural Area","10","","","","2"
"Min 1x per week","2017","Employed","Urban Area","14","","","","2"
"Min 1x per week","2017","Not Employed","Urban Area","193","0.0582097899940383","0.0507604584622845","0.0656591215257921","2"
"Never","2017","Not Employed","Rural Area","1075","0.692808055895857","0.669477531503848","0.716138580287865","5"
"Never","2017","Not Employed","Urban Area","2820","0.719421116405997","0.70512686938749","0.733715363424505","5"
"Never","2017","Employed","Urban Area","83","0.410061462947962","0.333850761044329","0.486272164851595","5"
"Never","2017","Employed","Rural Area","33","0.503461347049585","0.387972129121528","0.618950564977642","5"
"Rarely","2017","Employed","Rural Area","20","","","","4"
"Rarely","2017","Not Employed","Rural Area","214","0.141307553829481","0.123691256363287","0.158923851295675","4"
"Rarely","2017","Employed","Urban Area","42","0.310261425182956","0.238582043743901","0.38194080662201","4"
"Rarely","2017","Not Employed","Urban Area","555","0.159385477981741","0.147739793495744","0.171031162467738","4"
"Daily","2018","Not Employed","Urban Area","22","","","","1"
"Daily","2018","Not Employed","Rural Area","10","","","","1"
"Daily","2018","Employed","Urban Area","4","","","","1"
"Daily","2018","Employed","Rural Area","","","","","1"
"Min 1x per month","2018","Not Employed","Urban Area","199","0.0912022677296071","0.0798486033974301","0.102555932061784","3"
"Min 1x per month","2018","Employed","Rural Area","17","","","","3"
"Min 1x per month","2018","Employed","Urban Area","52","0.141484561467722","0.105876136620782","0.177092986314662","3"
"Min 1x per month","2018","Not Employed","Rural Area","71","0.0806847251849877","0.0626287780367214","0.098740672333254","3"
"Min 1x per week","2018","Employed","Rural Area","9","","","","2"
"Min 1x per week","2018","Employed","Urban Area","38","0.116496418497952","0.0837182543490983","0.149274582646807","2"
"Min 1x per week","2018","Not Employed","Rural Area","72","0.0940846782089527","0.0747295688663865","0.113439787551519","2"
"Min 1x per week","2018","Not Employed","Urban Area","193","0.0873548302573692","0.0762197319328923","0.0984899285818461","2"
"Never","2018","Not Employed","Urban Area","1599","0.622726233856149","0.603611137172117","0.641841330540181","5"
"Never","2018","Not Employed","Rural Area","563","0.599072822228518","0.566581683537439","0.631563960919597","5"
"Never","2018","Employed","Urban Area","179","0.416825891932858","0.366452564112403","0.467199219753312","5"
"Never","2018","Employed","Rural Area","86","0.629753365228085","0.549767198962731","0.709739531493438","5"
"Rarely","2018","Not Employed","Rural Area","158","0.218849993333778","0.191438489388579","0.246261497278977","4"
"Rarely","2018","Employed","Rural Area","28","","","","4"
"Rarely","2018","Not Employed","Urban Area","457","0.18809934442016","0.172687851845065","0.203510836995255","4"
"Rarely","2018","Employed","Urban Area","95","0.310204183648125","0.262942598354569","0.35746576894168","4"
"Daily","2019","Not Employed","Urban Area","32","0.00209834808546569","0.00100084052436279","0.00319585564656858","1"
"Daily","2019","Not Employed","Rural Area","14","","","","1"
"Daily","2019","Employed","Urban Area","23","","","","1"
"Daily","2019","Employed","Rural Area","13","","","","1"
"Min 1x per month","2019","Not Employed","Rural Area","260","0.0782098157562964","0.0693636620598782","0.0870559694527146","3"
"Min 1x per month","2019","Not Employed","Urban Area","444","0.0635436452999172","0.0576929872369433","0.0693943033628911","3"
"Min 1x per month","2019","Employed","Rural Area","781","0.121289715680013","0.113203206520381","0.129376224839645","3"
"Min 1x per month","2019","Employed","Urban Area","1358","0.122450858476721","0.116390463976929","0.128511252976513","3"
"Min 1x per week","2019","Not Employed","Urban Area","399","0.0383291702247014","0.0337244546068042","0.0429338858425985","2"
"Min 1x per week","2019","Employed","Urban Area","777","0.0615801613199934","0.0571358624490363","0.0660244601909505","2"
"Min 1x per week","2019","Employed","Rural Area","476","0.0688732336520295","0.0626005139464894","0.0751459533575697","2"
"Min 1x per week","2019","Not Employed","Rural Area","173","0.0386256261049733","0.0322768231748845","0.044974429035062","2"
"Never","2019","Not Employed","Urban Area","4386","0.681959430941428","0.670789630491907","0.693129231390948","5"
"Never","2019","Not Employed","Rural Area","2260","0.662146322450336","0.646563392418592","0.677729252482079","5"
"Never","2019","Employed","Urban Area","5341","0.483010926480015","0.473772384953159","0.492249468006872","5"
"Never","2019","Employed","Rural Area","2843","0.458411073743216","0.446068984648076","0.470753162838355","5"
"Rarely","2019","Employed","Urban Area","3740","0.330843775604843","0.322144972503666","0.33954257870602","4"
"Rarely","2019","Not Employed","Rural Area","832","0.217728826795986","0.204131784788468","0.231325868803504","4"
"Rarely","2019","Not Employed","Urban Area","1417","0.214069405448488","0.204231689409275","0.223907121487702","4"
"Rarely","2019","Employed","Rural Area","2148","0.347864797087895","0.336067016848388","0.359662577327402","4"
