"pli0083","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","1996","inadequately","Rural Area","","","","","2"
"Min 1x per week","1996","general elemantary","Urban Area","","","","","2"
"Min 1x per week","1996","general elemantary","Rural Area","","","","","2"
"Min 1x per week","1996","middle vocational","Urban Area","","","","","2"
"Min 1x per week","1996","middle vocational","Rural Area","","","","","2"
"Min 1x per week","1996","vocational + Abi","Urban Area","","","","","2"
"Min 1x per week","1996","vocational + Abi","Rural Area","","","","","2"
"Min 1x per week","1996","higher vocational","Urban Area","","","","","2"
"Min 1x per week","1996","higher vocational","Rural Area","","","","","2"
"Min 1x per week","1996","higher education","Urban Area","","","","","2"
"Min 1x per week","1996","higher education","Rural Area","","","","","2"
"Never","1996","in school","Urban Area","","","","","5"
"Never","1996","in school","Rural Area","","","","","5"
"Never","1996","inadequately","Urban Area","","","","","5"
"Never","1996","inadequately","Rural Area","","","","","5"
"Never","1996","general elemantary","Urban Area","","","","","5"
"Never","1996","general elemantary","Rural Area","","","","","5"
"Never","1996","middle vocational","Urban Area","","","","","5"
"Never","1996","middle vocational","Rural Area","","","","","5"
"Never","1996","vocational + Abi","Urban Area","","","","","5"
"Never","1996","vocational + Abi","Rural Area","","","","","5"
"Never","1996","higher vocational","Urban Area","","","","","5"
"Never","1996","higher vocational","Rural Area","","","","","5"
"Never","1996","higher education","Urban Area","","","","","5"
"Never","1996","higher education","Rural Area","","","","","5"
"Rarely","1996","in school","Urban Area","","","","","4"
"Rarely","1996","in school","Rural Area","","","","","4"
"Rarely","1996","inadequately","Urban Area","","","","","4"
"Rarely","1996","inadequately","Rural Area","","","","","4"
"Rarely","1996","general elemantary","Urban Area","","","","","4"
"Rarely","1996","general elemantary","Rural Area","","","","","4"
"Rarely","1996","middle vocational","Urban Area","","","","","4"
"Rarely","1996","middle vocational","Rural Area","","","","","4"
"Rarely","1996","vocational + Abi","Urban Area","","","","","4"
"Rarely","1996","vocational + Abi","Rural Area","","","","","4"
"Rarely","1996","higher vocational","Urban Area","","","","","4"
"Rarely","1996","higher vocational","Rural Area","","","","","4"
"Rarely","1996","higher education","Urban Area","","","","","4"
"Rarely","1996","higher education","Rural Area","","","","","4"
"Daily","1997","in school","Urban Area","","","","","1"
"Daily","1997","in school","Rural Area","","","","","1"
"Daily","1997","inadequately","Urban Area","","","","","1"
"Daily","1997","inadequately","Rural Area","","","","","1"
"Daily","1997","general elemantary","Urban Area","","","","","1"
"Daily","1997","general elemantary","Rural Area","","","","","1"
"Daily","1997","middle vocational","Urban Area","","","","","1"
"Daily","1997","middle vocational","Rural Area","","","","","1"
"Daily","1997","vocational + Abi","Urban Area","","","","","1"
"Daily","1997","vocational + Abi","Rural Area","","","","","1"
"Daily","1997","higher vocational","Urban Area","","","","","1"
"Daily","1997","higher vocational","Rural Area","","","","","1"
"Daily","1997","higher education","Urban Area","","","","","1"
"Daily","1997","higher education","Rural Area","","","","","1"
"Min 1x per month","1997","vocational + Abi","Rural Area","","","","","3"
"Min 1x per month","1997","higher vocational","Urban Area","","","","","3"
"Min 1x per month","1997","higher vocational","Rural Area","","","","","3"
"Min 1x per month","1997","higher education","Urban Area","","","","","3"
"Min 1x per month","1997","higher education","Rural Area","","","","","3"
"Min 1x per month","1997","in school","Urban Area","","","","","3"
"Min 1x per month","1997","in school","Rural Area","","","","","3"
"Min 1x per month","1997","inadequately","Urban Area","","","","","3"
"Min 1x per month","1997","inadequately","Rural Area","","","","","3"
"Min 1x per month","1997","general elemantary","Urban Area","","","","","3"
"Min 1x per month","1997","general elemantary","Rural Area","","","","","3"
"Min 1x per month","1997","middle vocational","Urban Area","","","","","3"
"Min 1x per month","1997","middle vocational","Rural Area","","","","","3"
"Min 1x per month","1997","vocational + Abi","Urban Area","","","","","3"
"Min 1x per week","1997","vocational + Abi","Rural Area","","","","","2"
"Min 1x per week","1997","higher vocational","Urban Area","","","","","2"
"Min 1x per week","1997","higher vocational","Rural Area","","","","","2"
"Min 1x per week","1997","higher education","Urban Area","","","","","2"
"Min 1x per week","1997","higher education","Rural Area","","","","","2"
"Min 1x per week","1997","in school","Urban Area","","","","","2"
"Min 1x per week","1997","in school","Rural Area","","","","","2"
"Min 1x per week","1997","inadequately","Urban Area","","","","","2"
"Min 1x per week","1997","inadequately","Rural Area","","","","","2"
"Min 1x per week","1997","general elemantary","Urban Area","","","","","2"
"Min 1x per week","1997","general elemantary","Rural Area","","","","","2"
"Min 1x per week","1997","middle vocational","Urban Area","","","","","2"
"Min 1x per week","1997","middle vocational","Rural Area","","","","","2"
"Min 1x per week","1997","vocational + Abi","Urban Area","","","","","2"
"Never","1997","in school","Urban Area","","","","","5"
"Never","1997","in school","Rural Area","","","","","5"
"Never","1997","inadequately","Urban Area","","","","","5"
"Never","1997","inadequately","Rural Area","","","","","5"
"Never","1997","general elemantary","Urban Area","","","","","5"
"Never","1997","general elemantary","Rural Area","","","","","5"
"Never","1997","middle vocational","Urban Area","","","","","5"
"Never","1997","middle vocational","Rural Area","","","","","5"
"Never","1997","vocational + Abi","Urban Area","","","","","5"
"Never","1997","vocational + Abi","Rural Area","","","","","5"
"Never","1997","higher vocational","Urban Area","","","","","5"
"Never","1997","higher vocational","Rural Area","","","","","5"
"Never","1997","higher education","Urban Area","","","","","5"
"Never","1997","higher education","Rural Area","","","","","5"
"Rarely","1997","vocational + Abi","Rural Area","","","","","4"
"Rarely","1997","higher vocational","Urban Area","","","","","4"
"Rarely","1997","higher vocational","Rural Area","","","","","4"
"Rarely","1997","higher education","Urban Area","","","","","4"
"Rarely","1997","higher education","Rural Area","","","","","4"
"Rarely","1997","in school","Urban Area","","","","","4"
"Rarely","1997","in school","Rural Area","","","","","4"
"Rarely","1997","inadequately","Urban Area","","","","","4"
"Rarely","1997","inadequately","Rural Area","","","","","4"
"Rarely","1997","general elemantary","Urban Area","","","","","4"
"Rarely","1997","general elemantary","Rural Area","","","","","4"
"Rarely","1997","middle vocational","Urban Area","","","","","4"
"Rarely","1997","middle vocational","Rural Area","","","","","4"
"Rarely","1997","vocational + Abi","Urban Area","","","","","4"
"Daily","1998","in school","Urban Area","183","0.792678229760727","0.738987790976833","0.846368668544621","1"
"Daily","1998","in school","Rural Area","104","0.89394725860872","0.83742590378253","0.950468613434911","1"
"Daily","1998","inadequately","Urban Area","343","0.923755313246459","0.896640448114364","0.950870178378555","1"
"Daily","1998","inadequately","Rural Area","73","0.949700279220507","0.90088241238481","0.998518146056204","1"
"Daily","1998","general elemantary","Urban Area","1600","0.902572980658534","0.888789367216886","0.916356594100182","1"
"Daily","1998","general elemantary","Rural Area","688","0.922219752163784","0.903203607327481","0.941235897000088","1"
"Daily","1998","middle vocational","Urban Area","3815","0.860274610443972","0.850055927151835","0.870493293736108","1"
"Daily","1998","middle vocational","Rural Area","2294","0.879928063792205","0.867421910393926","0.892434217190484","1"
"Daily","1998","vocational + Abi","Urban Area","299","0.740073035850876","0.6967104898416","0.783435581860152","1"
"Daily","1998","vocational + Abi","Rural Area","93","0.732213292245371","0.652654547452995","0.811772037037747","1"
"Daily","1998","higher vocational","Urban Area","424","0.802864553644734","0.768833770642746","0.836895336646722","1"
"Daily","1998","higher vocational","Rural Area","251","0.814326045581462","0.770251570044049","0.858400521118876","1"
"Daily","1998","higher education","Urban Area","934","0.735593892083995","0.711252503657537","0.759935280510453","1"
"Daily","1998","higher education","Rural Area","570","0.764776983775261","0.733600968717481","0.79595299883304","1"
"Min 1x per month","1998","vocational + Abi","Rural Area","1","","","","3"
"Min 1x per month","1998","higher vocational","Urban Area","9","","","","3"
"Min 1x per month","1998","higher vocational","Rural Area","4","","","","3"
"Min 1x per month","1998","higher education","Urban Area","13","","","","3"
"Min 1x per month","1998","higher education","Rural Area","18","","","","3"
"Min 1x per month","1998","in school","Urban Area","","","","","3"
"Min 1x per month","1998","in school","Rural Area","1","","","","3"
"Min 1x per month","1998","inadequately","Urban Area","3","","","","3"
"Min 1x per month","1998","inadequately","Rural Area","1","","","","3"
"Min 1x per month","1998","general elemantary","Urban Area","14","","","","3"
"Min 1x per month","1998","general elemantary","Rural Area","6","","","","3"
"Min 1x per month","1998","middle vocational","Urban Area","38","0.00847027732693555","0.00576917892768773","0.0111713757261834","3"
"Min 1x per month","1998","middle vocational","Rural Area","17","","","","3"
"Min 1x per month","1998","vocational + Abi","Urban Area","4","","","","3"
"Min 1x per week","1998","vocational + Abi","Rural Area","22","","","","2"
"Min 1x per week","1998","higher vocational","Urban Area","71","0.131999694614319","0.103045276498668","0.16095411272997","2"
"Min 1x per week","1998","higher vocational","Rural Area","31","0.0864191219918182","0.054570479772497","0.118267764211139","2"
"Min 1x per week","1998","higher education","Urban Area","258","0.209610383265945","0.187144807323409","0.232075959208481","2"
"Min 1x per week","1998","higher education","Rural Area","93","0.139441592148175","0.113979174747542","0.164904009548807","2"
"Min 1x per week","1998","in school","Urban Area","32","0.186141506649208","0.134592286913628","0.237690726384788","2"
"Min 1x per week","1998","in school","Rural Area","7","","","","2"
"Min 1x per week","1998","inadequately","Urban Area","13","","","","2"
"Min 1x per week","1998","inadequately","Rural Area","2","","","","2"
"Min 1x per week","1998","general elemantary","Urban Area","101","0.0539217182350357","0.0434232095824081","0.0644202268876633","2"
"Min 1x per week","1998","general elemantary","Rural Area","51","0.0508288276614594","0.0352333772653275","0.0664242780575913","2"
"Min 1x per week","1998","middle vocational","Urban Area","433","0.0967595884934828","0.0880461933714913","0.105472983615474","2"
"Min 1x per week","1998","middle vocational","Rural Area","200","0.0744181739925814","0.0643203842399897","0.0845159637451731","2"
"Min 1x per week","1998","vocational + Abi","Urban Area","69","0.200112234408638","0.160557072769369","0.239667396047907","2"
"Never","1998","in school","Urban Area","1","","","","5"
"Never","1998","in school","Rural Area","","","","","5"
"Never","1998","inadequately","Urban Area","4","","","","5"
"Never","1998","inadequately","Rural Area","","","","","5"
"Never","1998","general elemantary","Urban Area","27","","","","5"
"Never","1998","general elemantary","Rural Area","4","","","","5"
"Never","1998","middle vocational","Urban Area","38","0.00714658327642467","0.00466384740786266","0.00962931914498669","5"
"Never","1998","middle vocational","Rural Area","14","","","","5"
"Never","1998","vocational + Abi","Urban Area","7","","","","5"
"Never","1998","vocational + Abi","Rural Area","","","","","5"
"Never","1998","higher vocational","Urban Area","4","","","","5"
"Never","1998","higher vocational","Rural Area","6","","","","5"
"Never","1998","higher education","Urban Area","21","","","","5"
"Never","1998","higher education","Rural Area","7","","","","5"
"Rarely","1998","vocational + Abi","Rural Area","3","","","","4"
"Rarely","1998","higher vocational","Urban Area","17","","","","4"
"Rarely","1998","higher vocational","Rural Area","7","","","","4"
"Rarely","1998","higher education","Urban Area","35","0.0240198747990234","0.0155691024171148","0.032470647180932","4"
"Rarely","1998","higher education","Rural Area","23","","","","4"
"Rarely","1998","in school","Urban Area","3","","","","4"
"Rarely","1998","in school","Rural Area","2","","","","4"
"Rarely","1998","inadequately","Urban Area","5","","","","4"
"Rarely","1998","inadequately","Rural Area","1","","","","4"
"Rarely","1998","general elemantary","Urban Area","36","0.0142544552731236","0.00874460322858162","0.0197643073176656","4"
"Rarely","1998","general elemantary","Rural Area","13","","","","4"
"Rarely","1998","middle vocational","Urban Area","98","0.0273489404591851","0.0225417923074085","0.0321560886109617","4"
"Rarely","1998","middle vocational","Rural Area","70","0.0288088599481951","0.0223731746083812","0.035244545288009","4"
"Rarely","1998","vocational + Abi","Urban Area","14","","","","4"
"Daily","1999","in school","Urban Area","","","","","1"
"Daily","1999","in school","Rural Area","","","","","1"
"Daily","1999","inadequately","Urban Area","","","","","1"
"Daily","1999","inadequately","Rural Area","","","","","1"
"Daily","1999","general elemantary","Urban Area","","","","","1"
"Daily","1999","general elemantary","Rural Area","","","","","1"
"Daily","1999","middle vocational","Urban Area","","","","","1"
"Daily","1999","middle vocational","Rural Area","","","","","1"
"Daily","1999","vocational + Abi","Urban Area","","","","","1"
"Daily","1999","vocational + Abi","Rural Area","","","","","1"
"Daily","1999","higher vocational","Urban Area","","","","","1"
"Daily","1999","higher vocational","Rural Area","","","","","1"
"Daily","1999","higher education","Urban Area","","","","","1"
"Daily","1999","higher education","Rural Area","","","","","1"
"Min 1x per month","1999","in school","Urban Area","","","","","3"
"Min 1x per month","1999","in school","Rural Area","","","","","3"
"Min 1x per month","1999","inadequately","Urban Area","","","","","3"
"Min 1x per month","1999","inadequately","Rural Area","","","","","3"
"Min 1x per month","1999","general elemantary","Urban Area","","","","","3"
"Min 1x per month","1999","general elemantary","Rural Area","","","","","3"
"Min 1x per month","1999","middle vocational","Urban Area","","","","","3"
"Min 1x per month","1999","middle vocational","Rural Area","","","","","3"
"Min 1x per month","1999","vocational + Abi","Urban Area","","","","","3"
"Min 1x per month","1999","vocational + Abi","Rural Area","","","","","3"
"Min 1x per month","1999","higher vocational","Urban Area","","","","","3"
"Min 1x per month","1999","higher vocational","Rural Area","","","","","3"
"Min 1x per month","1999","higher education","Urban Area","","","","","3"
"Min 1x per month","1999","higher education","Rural Area","","","","","3"
"Min 1x per week","1999","in school","Urban Area","","","","","2"
"Min 1x per week","1999","in school","Rural Area","","","","","2"
"Min 1x per week","1999","inadequately","Urban Area","","","","","2"
"Min 1x per week","1999","inadequately","Rural Area","","","","","2"
"Min 1x per week","1999","general elemantary","Urban Area","","","","","2"
"Min 1x per week","1999","general elemantary","Rural Area","","","","","2"
"Min 1x per week","1999","middle vocational","Urban Area","","","","","2"
"Min 1x per week","1999","middle vocational","Rural Area","","","","","2"
"Min 1x per week","1999","vocational + Abi","Urban Area","","","","","2"
"Min 1x per week","1999","vocational + Abi","Rural Area","","","","","2"
"Min 1x per week","1999","higher vocational","Urban Area","","","","","2"
"Min 1x per week","1999","higher vocational","Rural Area","","","","","2"
"Min 1x per week","1999","higher education","Urban Area","","","","","2"
"Min 1x per week","1999","higher education","Rural Area","","","","","2"
"Never","1999","in school","Urban Area","","","","","5"
"Never","1999","in school","Rural Area","","","","","5"
"Never","1999","inadequately","Urban Area","","","","","5"
"Never","1999","inadequately","Rural Area","","","","","5"
"Never","1999","general elemantary","Urban Area","","","","","5"
"Never","1999","general elemantary","Rural Area","","","","","5"
"Never","1999","middle vocational","Urban Area","","","","","5"
"Never","1999","middle vocational","Rural Area","","","","","5"
"Never","1999","vocational + Abi","Urban Area","","","","","5"
"Never","1999","vocational + Abi","Rural Area","","","","","5"
"Never","1999","higher vocational","Urban Area","","","","","5"
"Never","1999","higher vocational","Rural Area","","","","","5"
"Never","1999","higher education","Urban Area","","","","","5"
"Never","1999","higher education","Rural Area","","","","","5"
"Rarely","1999","in school","Urban Area","","","","","4"
"Rarely","1999","in school","Rural Area","","","","","4"
"Rarely","1999","inadequately","Urban Area","","","","","4"
"Rarely","1999","inadequately","Rural Area","","","","","4"
"Rarely","1999","general elemantary","Urban Area","","","","","4"
"Rarely","1999","general elemantary","Rural Area","","","","","4"
"Rarely","1999","middle vocational","Urban Area","","","","","4"
"Rarely","1999","middle vocational","Rural Area","","","","","4"
"Rarely","1999","vocational + Abi","Urban Area","","","","","4"
"Rarely","1999","vocational + Abi","Rural Area","","","","","4"
"Rarely","1999","higher vocational","Urban Area","","","","","4"
"Rarely","1999","higher vocational","Rural Area","","","","","4"
"Rarely","1999","higher education","Urban Area","","","","","4"
"Rarely","1999","higher education","Rural Area","","","","","4"
"Daily","2000","in school","Urban Area","","","","","1"
"Daily","2000","in school","Rural Area","","","","","1"
"Daily","2000","inadequately","Urban Area","","","","","1"
"Daily","2000","inadequately","Rural Area","","","","","1"
"Daily","2000","general elemantary","Urban Area","","","","","1"
"Daily","2000","general elemantary","Rural Area","","","","","1"
"Daily","2000","middle vocational","Urban Area","","","","","1"
"Daily","2000","middle vocational","Rural Area","","","","","1"
"Daily","2000","vocational + Abi","Urban Area","","","","","1"
"Daily","2000","vocational + Abi","Rural Area","","","","","1"
"Daily","2000","higher vocational","Urban Area","","","","","1"
"Daily","2000","higher vocational","Rural Area","","","","","1"
"Daily","2000","higher education","Urban Area","","","","","1"
"Daily","2000","higher education","Rural Area","","","","","1"
"Min 1x per month","2000","in school","Urban Area","","","","","3"
"Min 1x per month","2000","in school","Rural Area","","","","","3"
"Min 1x per month","2000","inadequately","Urban Area","","","","","3"
"Min 1x per month","2000","inadequately","Rural Area","","","","","3"
"Min 1x per month","2000","general elemantary","Urban Area","","","","","3"
"Min 1x per month","2000","general elemantary","Rural Area","","","","","3"
"Min 1x per month","2000","middle vocational","Urban Area","","","","","3"
"Min 1x per month","2000","middle vocational","Rural Area","","","","","3"
"Min 1x per month","2000","vocational + Abi","Urban Area","","","","","3"
"Min 1x per month","2000","vocational + Abi","Rural Area","","","","","3"
"Min 1x per month","2000","higher vocational","Urban Area","","","","","3"
"Min 1x per month","2000","higher vocational","Rural Area","","","","","3"
"Min 1x per month","2000","higher education","Urban Area","","","","","3"
"Min 1x per month","2000","higher education","Rural Area","","","","","3"
"Min 1x per week","2000","in school","Urban Area","","","","","2"
"Min 1x per week","2000","in school","Rural Area","","","","","2"
"Min 1x per week","2000","inadequately","Urban Area","","","","","2"
"Min 1x per week","2000","inadequately","Rural Area","","","","","2"
"Min 1x per week","2000","general elemantary","Urban Area","","","","","2"
"Min 1x per week","2000","general elemantary","Rural Area","","","","","2"
"Min 1x per week","2000","middle vocational","Urban Area","","","","","2"
"Min 1x per week","2000","middle vocational","Rural Area","","","","","2"
"Min 1x per week","2000","vocational + Abi","Urban Area","","","","","2"
"Min 1x per week","2000","vocational + Abi","Rural Area","","","","","2"
"Min 1x per week","2000","higher vocational","Urban Area","","","","","2"
"Min 1x per week","2000","higher vocational","Rural Area","","","","","2"
"Min 1x per week","2000","higher education","Urban Area","","","","","2"
"Min 1x per week","2000","higher education","Rural Area","","","","","2"
"Never","2000","in school","Urban Area","","","","","5"
"Never","2000","in school","Rural Area","","","","","5"
"Never","2000","inadequately","Urban Area","","","","","5"
"Never","2000","inadequately","Rural Area","","","","","5"
"Never","2000","general elemantary","Urban Area","","","","","5"
"Never","2000","general elemantary","Rural Area","","","","","5"
"Never","2000","middle vocational","Urban Area","","","","","5"
"Never","2000","middle vocational","Rural Area","","","","","5"
"Never","2000","vocational + Abi","Urban Area","","","","","5"
"Never","2000","vocational + Abi","Rural Area","","","","","5"
"Never","2000","higher vocational","Urban Area","","","","","5"
"Never","2000","higher vocational","Rural Area","","","","","5"
"Never","2000","higher education","Urban Area","","","","","5"
"Never","2000","higher education","Rural Area","","","","","5"
"Rarely","2000","in school","Urban Area","","","","","4"
"Rarely","2000","in school","Rural Area","","","","","4"
"Rarely","2000","inadequately","Urban Area","","","","","4"
"Rarely","2000","inadequately","Rural Area","","","","","4"
"Rarely","2000","general elemantary","Urban Area","","","","","4"
"Rarely","2000","general elemantary","Rural Area","","","","","4"
"Rarely","2000","middle vocational","Urban Area","","","","","4"
"Rarely","2000","middle vocational","Rural Area","","","","","4"
"Rarely","2000","vocational + Abi","Urban Area","","","","","4"
"Rarely","2000","vocational + Abi","Rural Area","","","","","4"
"Rarely","2000","higher vocational","Urban Area","","","","","4"
"Rarely","2000","higher vocational","Rural Area","","","","","4"
"Rarely","2000","higher education","Urban Area","","","","","4"
"Rarely","2000","higher education","Rural Area","","","","","4"
"Daily","2001","in school","Urban Area","","","","","1"
"Daily","2001","in school","Rural Area","","","","","1"
"Daily","2001","inadequately","Urban Area","","","","","1"
"Daily","2001","inadequately","Rural Area","","","","","1"
"Daily","2001","general elemantary","Urban Area","","","","","1"
"Daily","2001","general elemantary","Rural Area","","","","","1"
"Daily","2001","middle vocational","Urban Area","","","","","1"
"Daily","2001","middle vocational","Rural Area","","","","","1"
"Daily","2001","vocational + Abi","Urban Area","","","","","1"
"Daily","2001","vocational + Abi","Rural Area","","","","","1"
"Daily","2001","higher vocational","Urban Area","","","","","1"
"Daily","2001","higher vocational","Rural Area","","","","","1"
"Daily","2001","higher education","Urban Area","","","","","1"
"Daily","2001","higher education","Rural Area","","","","","1"
"Min 1x per month","2001","in school","Urban Area","","","","","3"
"Min 1x per month","2001","in school","Rural Area","","","","","3"
"Min 1x per month","2001","inadequately","Urban Area","","","","","3"
"Min 1x per month","2001","inadequately","Rural Area","","","","","3"
"Min 1x per month","2001","general elemantary","Urban Area","","","","","3"
"Min 1x per month","2001","general elemantary","Rural Area","","","","","3"
"Min 1x per month","2001","middle vocational","Urban Area","","","","","3"
"Min 1x per month","2001","middle vocational","Rural Area","","","","","3"
"Min 1x per month","2001","vocational + Abi","Urban Area","","","","","3"
"Min 1x per month","2001","vocational + Abi","Rural Area","","","","","3"
"Min 1x per month","2001","higher vocational","Urban Area","","","","","3"
"Min 1x per month","2001","higher vocational","Rural Area","","","","","3"
"Min 1x per month","2001","higher education","Urban Area","","","","","3"
"Min 1x per month","2001","higher education","Rural Area","","","","","3"
"Min 1x per week","2001","middle vocational","Rural Area","","","","","2"
"Min 1x per week","2001","vocational + Abi","Urban Area","","","","","2"
"Min 1x per week","2001","vocational + Abi","Rural Area","","","","","2"
"Min 1x per week","2001","higher vocational","Urban Area","","","","","2"
"Min 1x per week","2001","higher vocational","Rural Area","","","","","2"
"Min 1x per week","2001","higher education","Urban Area","","","","","2"
"Min 1x per week","2001","higher education","Rural Area","","","","","2"
"Min 1x per week","2001","in school","Urban Area","","","","","2"
"Min 1x per week","2001","in school","Rural Area","","","","","2"
"Min 1x per week","2001","inadequately","Urban Area","","","","","2"
"Min 1x per week","2001","inadequately","Rural Area","","","","","2"
"Min 1x per week","2001","general elemantary","Urban Area","","","","","2"
"Min 1x per week","2001","general elemantary","Rural Area","","","","","2"
"Min 1x per week","2001","middle vocational","Urban Area","","","","","2"
"Never","2001","in school","Urban Area","","","","","5"
"Never","2001","in school","Rural Area","","","","","5"
"Never","2001","inadequately","Urban Area","","","","","5"
"Never","2001","inadequately","Rural Area","","","","","5"
"Never","2001","general elemantary","Urban Area","","","","","5"
"Never","2001","general elemantary","Rural Area","","","","","5"
"Never","2001","middle vocational","Urban Area","","","","","5"
"Never","2001","middle vocational","Rural Area","","","","","5"
"Never","2001","vocational + Abi","Urban Area","","","","","5"
"Never","2001","vocational + Abi","Rural Area","","","","","5"
"Never","2001","higher vocational","Urban Area","","","","","5"
"Never","2001","higher vocational","Rural Area","","","","","5"
"Never","2001","higher education","Urban Area","","","","","5"
"Never","2001","higher education","Rural Area","","","","","5"
"Rarely","2001","in school","Urban Area","","","","","4"
"Rarely","2001","in school","Rural Area","","","","","4"
"Rarely","2001","inadequately","Urban Area","","","","","4"
"Rarely","2001","inadequately","Rural Area","","","","","4"
"Rarely","2001","general elemantary","Urban Area","","","","","4"
"Rarely","2001","general elemantary","Rural Area","","","","","4"
"Rarely","2001","middle vocational","Urban Area","","","","","4"
"Rarely","2001","middle vocational","Rural Area","","","","","4"
"Rarely","2001","vocational + Abi","Urban Area","","","","","4"
"Rarely","2001","vocational + Abi","Rural Area","","","","","4"
"Rarely","2001","higher vocational","Urban Area","","","","","4"
"Rarely","2001","higher vocational","Rural Area","","","","","4"
"Rarely","2001","higher education","Urban Area","","","","","4"
"Rarely","2001","higher education","Rural Area","","","","","4"
"Daily","2002","in school","Urban Area","","","","","1"
"Daily","2002","in school","Rural Area","","","","","1"
"Daily","2002","inadequately","Urban Area","","","","","1"
"Daily","2002","inadequately","Rural Area","","","","","1"
"Daily","2002","general elemantary","Urban Area","","","","","1"
"Daily","2002","general elemantary","Rural Area","","","","","1"
"Daily","2002","middle vocational","Urban Area","","","","","1"
"Daily","2002","middle vocational","Rural Area","","","","","1"
"Daily","2002","vocational + Abi","Urban Area","","","","","1"
"Daily","2002","vocational + Abi","Rural Area","","","","","1"
"Daily","2002","higher vocational","Urban Area","","","","","1"
"Daily","2002","higher vocational","Rural Area","","","","","1"
"Daily","2002","higher education","Urban Area","","","","","1"
"Daily","2002","higher education","Rural Area","","","","","1"
"Min 1x per month","2002","in school","Rural Area","","","","","3"
"Min 1x per month","2002","inadequately","Urban Area","","","","","3"
"Min 1x per month","2002","inadequately","Rural Area","","","","","3"
"Min 1x per month","2002","general elemantary","Urban Area","","","","","3"
"Min 1x per month","2002","general elemantary","Rural Area","","","","","3"
"Min 1x per month","2002","middle vocational","Urban Area","","","","","3"
"Min 1x per month","2002","middle vocational","Rural Area","","","","","3"
"Min 1x per month","2002","vocational + Abi","Urban Area","","","","","3"
"Min 1x per month","2002","vocational + Abi","Rural Area","","","","","3"
"Min 1x per month","2002","in school","Urban Area","","","","","3"
"Min 1x per month","2002","higher vocational","Urban Area","","","","","3"
"Min 1x per month","2002","higher vocational","Rural Area","","","","","3"
"Min 1x per month","2002","higher education","Urban Area","","","","","3"
"Min 1x per month","2002","higher education","Rural Area","","","","","3"
"Min 1x per week","2002","in school","Urban Area","","","","","2"
"Min 1x per week","2002","in school","Rural Area","","","","","2"
"Min 1x per week","2002","inadequately","Urban Area","","","","","2"
"Min 1x per week","2002","inadequately","Rural Area","","","","","2"
"Min 1x per week","2002","general elemantary","Urban Area","","","","","2"
"Min 1x per week","2002","general elemantary","Rural Area","","","","","2"
"Min 1x per week","2002","middle vocational","Urban Area","","","","","2"
"Min 1x per week","2002","middle vocational","Rural Area","","","","","2"
"Min 1x per week","2002","vocational + Abi","Urban Area","","","","","2"
"Min 1x per week","2002","vocational + Abi","Rural Area","","","","","2"
"Min 1x per week","2002","higher vocational","Urban Area","","","","","2"
"Min 1x per week","2002","higher vocational","Rural Area","","","","","2"
"Min 1x per week","2002","higher education","Urban Area","","","","","2"
"Min 1x per week","2002","higher education","Rural Area","","","","","2"
"Never","2002","in school","Urban Area","","","","","5"
"Never","2002","in school","Rural Area","","","","","5"
"Never","2002","inadequately","Urban Area","","","","","5"
"Never","2002","inadequately","Rural Area","","","","","5"
"Never","2002","general elemantary","Urban Area","","","","","5"
"Never","2002","general elemantary","Rural Area","","","","","5"
"Never","2002","middle vocational","Urban Area","","","","","5"
"Never","2002","middle vocational","Rural Area","","","","","5"
"Never","2002","vocational + Abi","Urban Area","","","","","5"
"Never","2002","vocational + Abi","Rural Area","","","","","5"
"Never","2002","higher vocational","Urban Area","","","","","5"
"Never","2002","higher vocational","Rural Area","","","","","5"
"Never","2002","higher education","Urban Area","","","","","5"
"Never","2002","higher education","Rural Area","","","","","5"
"Rarely","2002","in school","Urban Area","","","","","4"
"Rarely","2002","in school","Rural Area","","","","","4"
"Rarely","2002","inadequately","Urban Area","","","","","4"
"Rarely","2002","inadequately","Rural Area","","","","","4"
"Rarely","2002","general elemantary","Urban Area","","","","","4"
"Rarely","2002","general elemantary","Rural Area","","","","","4"
"Rarely","2002","middle vocational","Urban Area","","","","","4"
"Rarely","2002","middle vocational","Rural Area","","","","","4"
"Rarely","2002","vocational + Abi","Urban Area","","","","","4"
"Rarely","2002","vocational + Abi","Rural Area","","","","","4"
"Rarely","2002","higher vocational","Urban Area","","","","","4"
"Rarely","2002","higher vocational","Rural Area","","","","","4"
"Rarely","2002","higher education","Urban Area","","","","","4"
"Rarely","2002","higher education","Rural Area","","","","","4"
"Daily","2003","in school","Urban Area","352","0.823139670136467","0.786736110926236","0.859543229346698","1"
"Daily","2003","in school","Rural Area","161","0.794299011402255","0.737123813418603","0.851474209385908","1"
"Daily","2003","inadequately","Urban Area","189","0.89146042278279","0.849288826112026","0.933632019453554","1"
"Daily","2003","inadequately","Rural Area","54","0.927676651385382","0.862136107377074","0.993217195393691","1"
"Daily","2003","general elemantary","Urban Area","1709","0.92399000124087","0.911962437380177","0.936017565101562","1"
"Daily","2003","general elemantary","Rural Area","803","0.911229902044505","0.892575999973486","0.929883804115524","1"
"Daily","2003","middle vocational","Urban Area","6348","0.88612580892983","0.878767942066826","0.893483675792835","1"
