"pli0083","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Never","2011","Not Employed","Rural Area","","","","","5"
"Never","2011","Not Employed","Urban Area","","","","","5"
"Never","2011","Employed","Rural Area","","","","","5"
"Rarely","2011","Employed","Rural Area","","","","","4"
"Rarely","2011","Not Employed","Rural Area","","","","","4"
"Rarely","2011","Not Employed","Urban Area","","","","","4"
"Rarely","2011","Employed","Urban Area","","","","","4"
"Daily","2012","Not Employed","Urban Area","","","","","1"
"Daily","2012","Not Employed","Rural Area","","","","","1"
"Daily","2012","Employed","Urban Area","","","","","1"
"Daily","2012","Employed","Rural Area","","","","","1"
"Min 1x per month","2012","Employed","Rural Area","","","","","3"
"Min 1x per month","2012","Employed","Urban Area","","","","","3"
"Min 1x per month","2012","Not Employed","Rural Area","","","","","3"
"Min 1x per month","2012","Not Employed","Urban Area","","","","","3"
"Min 1x per week","2012","Employed","Urban Area","","","","","2"
"Min 1x per week","2012","Not Employed","Rural Area","","","","","2"
"Min 1x per week","2012","Employed","Rural Area","","","","","2"
"Min 1x per week","2012","Not Employed","Urban Area","","","","","2"
"Never","2012","Employed","Urban Area","","","","","5"
"Never","2012","Not Employed","Urban Area","","","","","5"
"Never","2012","Not Employed","Rural Area","","","","","5"
"Never","2012","Employed","Rural Area","","","","","5"
"Rarely","2012","Employed","Urban Area","","","","","4"
"Rarely","2012","Employed","Rural Area","","","","","4"
"Rarely","2012","Not Employed","Rural Area","","","","","4"
"Rarely","2012","Not Employed","Urban Area","","","","","4"
"Daily","2013","Not Employed","Urban Area","4740","0.86597011923082","0.857080486493199","0.874859751968441","1"
"Daily","2013","Not Employed","Rural Area","2783","0.882202605873325","0.870977058827606","0.893428152919045","1"
"Daily","2013","Employed","Rural Area","4598","0.777903436164385","0.767377313069087","0.788429559259683","1"
"Daily","2013","Employed","Urban Area","7778","0.734221521286954","0.725881008348355","0.742562034225554","1"
"Min 1x per month","2013","Employed","Rural Area","144","0.0282621138802548","0.0240653786709682","0.0324588490895415","3"
"Min 1x per month","2013","Not Employed","Rural Area","39","0.0101879031170932","0.00669107499369424","0.0136847312404922","3"
"Min 1x per month","2013","Employed","Urban Area","302","0.0257313583815382","0.0227419171607198","0.0287207996023566","3"
"Min 1x per month","2013","Not Employed","Urban Area","83","0.0128046528691641","0.00987094406170472","0.0157383616766234","3"
"Min 1x per week","2013","Employed","Rural Area","980","0.150013224592936","0.140970370210138","0.159056078975735","2"
"Min 1x per week","2013","Not Employed","Urban Area","592","0.0805895946945732","0.0734868575433819","0.0876923318457645","2"
"Min 1x per week","2013","Employed","Urban Area","2183","0.197596367619386","0.190078317423457","0.205114417815316","2"
"Min 1x per week","2013","Not Employed","Rural Area","241","0.0759840736343274","0.0667571586411179","0.085210988627537","2"
"Never","2013","Not Employed","Rural Area","35","0.0126287913745904","0.00874034039263683","0.016517242356544","5"
"Never","2013","Employed","Urban Area","109","0.00823101173576493","0.00652512115111212","0.00993690232041773","5"
"Never","2013","Employed","Rural Area","50","0.0104128635610452","0.0078421908375672","0.0129835362845233","5"
"Never","2013","Not Employed","Urban Area","102","0.0218875120572936","0.0180696155546864","0.0257054085599008","5"
"Rarely","2013","Employed","Rural Area","218","0.0334083618013785","0.0288576033230904","0.0379591202796667","4"
"Rarely","2013","Employed","Urban Area","404","0.034219740976356","0.0307873494544379","0.0376521324982741","4"
"Rarely","2013","Not Employed","Urban Area","125","0.0187481211481496","0.0152089572405218","0.0222872850557773","4"
"Rarely","2013","Not Employed","Rural Area","70","0.0189966260006637","0.014242956420089","0.0237502955812383","4"
"Daily","2014","Not Employed","Urban Area","","","","","1"
"Daily","2014","Not Employed","Rural Area","","","","","1"
"Daily","2014","Employed","Rural Area","","","","","1"
"Daily","2014","Employed","Urban Area","","","","","1"
"Min 1x per month","2014","Employed","Urban Area","","","","","3"
"Min 1x per month","2014","Not Employed","Rural Area","","","","","3"
"Min 1x per month","2014","Employed","Rural Area","","","","","3"
"Min 1x per month","2014","Not Employed","Urban Area","","","","","3"
"Min 1x per week","2014","Not Employed","Rural Area","","","","","2"
"Min 1x per week","2014","Employed","Rural Area","","","","","2"
"Min 1x per week","2014","Not Employed","Urban Area","","","","","2"
"Min 1x per week","2014","Employed","Urban Area","","","","","2"
"Never","2014","Not Employed","Rural Area","","","","","5"
"Never","2014","Employed","Urban Area","","","","","5"
"Never","2014","Not Employed","Urban Area","","","","","5"
"Never","2014","Employed","Rural Area","","","","","5"
"Rarely","2014","Employed","Rural Area","","","","","4"
"Rarely","2014","Not Employed","Rural Area","","","","","4"
"Rarely","2014","Employed","Urban Area","","","","","4"
"Rarely","2014","Not Employed","Urban Area","","","","","4"
"Daily","2015","Not Employed","Urban Area","","","","","1"
"Daily","2015","Not Employed","Rural Area","","","","","1"
"Daily","2015","Employed","Urban Area","","","","","1"
"Daily","2015","Employed","Rural Area","","","","","1"
"Min 1x per month","2015","Employed","Urban Area","","","","","3"
"Min 1x per month","2015","Employed","Rural Area","","","","","3"
"Min 1x per month","2015","Not Employed","Urban Area","","","","","3"
"Min 1x per month","2015","Not Employed","Rural Area","","","","","3"
"Min 1x per week","2015","Employed","Urban Area","","","","","2"
"Min 1x per week","2015","Employed","Rural Area","","","","","2"
"Min 1x per week","2015","Not Employed","Rural Area","","","","","2"
"Min 1x per week","2015","Not Employed","Urban Area","","","","","2"
"Never","2015","Not Employed","Rural Area","","","","","5"
"Never","2015","Employed","Urban Area","","","","","5"
"Never","2015","Not Employed","Urban Area","","","","","5"
"Never","2015","Employed","Rural Area","","","","","5"
"Rarely","2015","Employed","Urban Area","","","","","4"
"Rarely","2015","Employed","Rural Area","","","","","4"
"Rarely","2015","Not Employed","Rural Area","","","","","4"
"Rarely","2015","Not Employed","Urban Area","","","","","4"
"Daily","2016","Not Employed","Urban Area","","","","","1"
"Daily","2016","Not Employed","Rural Area","","","","","1"
"Daily","2016","Employed","Urban Area","","","","","1"
"Daily","2016","Employed","Rural Area","","","","","1"
"Min 1x per month","2016","Not Employed","Rural Area","","","","","3"
"Min 1x per month","2016","Not Employed","Urban Area","","","","","3"
"Min 1x per month","2016","Employed","Urban Area","","","","","3"
"Min 1x per month","2016","Employed","Rural Area","","","","","3"
"Min 1x per week","2016","Not Employed","Urban Area","","","","","2"
"Min 1x per week","2016","Employed","Urban Area","","","","","2"
"Min 1x per week","2016","Employed","Rural Area","","","","","2"
"Min 1x per week","2016","Not Employed","Rural Area","","","","","2"
"Never","2016","Not Employed","Rural Area","","","","","5"
"Never","2016","Not Employed","Urban Area","","","","","5"
"Never","2016","Employed","Urban Area","","","","","5"
"Never","2016","Employed","Rural Area","","","","","5"
"Rarely","2016","Employed","Urban Area","","","","","4"
"Rarely","2016","Not Employed","Urban Area","","","","","4"
"Rarely","2016","Not Employed","Rural Area","","","","","4"
"Rarely","2016","Employed","Rural Area","","","","","4"
"Daily","2017","Not Employed","Urban Area","","","","","1"
"Daily","2017","Not Employed","Rural Area","","","","","1"
"Daily","2017","Employed","Urban Area","","","","","1"
"Daily","2017","Employed","Rural Area","","","","","1"
"Min 1x per month","2017","Not Employed","Rural Area","","","","","3"
"Min 1x per month","2017","Employed","Urban Area","","","","","3"
"Min 1x per month","2017","Not Employed","Urban Area","","","","","3"
"Min 1x per month","2017","Employed","Rural Area","","","","","3"
"Min 1x per week","2017","Not Employed","Rural Area","","","","","2"
"Min 1x per week","2017","Employed","Rural Area","","","","","2"
"Min 1x per week","2017","Employed","Urban Area","","","","","2"
"Min 1x per week","2017","Not Employed","Urban Area","","","","","2"
"Never","2017","Not Employed","Rural Area","","","","","5"
"Never","2017","Not Employed","Urban Area","","","","","5"
"Never","2017","Employed","Urban Area","","","","","5"
"Never","2017","Employed","Rural Area","","","","","5"
"Rarely","2017","Employed","Rural Area","","","","","4"
"Rarely","2017","Not Employed","Rural Area","","","","","4"
"Rarely","2017","Employed","Urban Area","","","","","4"
"Rarely","2017","Not Employed","Urban Area","","","","","4"
"Daily","2018","Not Employed","Urban Area","","","","","1"
"Daily","2018","Not Employed","Rural Area","","","","","1"
"Daily","2018","Employed","Urban Area","","","","","1"
"Daily","2018","Employed","Rural Area","","","","","1"
"Min 1x per month","2018","Not Employed","Urban Area","","","","","3"
"Min 1x per month","2018","Employed","Rural Area","","","","","3"
"Min 1x per month","2018","Employed","Urban Area","","","","","3"
"Min 1x per month","2018","Not Employed","Rural Area","","","","","3"
"Min 1x per week","2018","Employed","Rural Area","","","","","2"
"Min 1x per week","2018","Employed","Urban Area","","","","","2"
"Min 1x per week","2018","Not Employed","Rural Area","","","","","2"
"Min 1x per week","2018","Not Employed","Urban Area","","","","","2"
"Never","2018","Not Employed","Urban Area","","","","","5"
"Never","2018","Not Employed","Rural Area","","","","","5"
"Never","2018","Employed","Urban Area","","","","","5"
"Never","2018","Employed","Rural Area","","","","","5"
"Rarely","2018","Not Employed","Rural Area","","","","","4"
"Rarely","2018","Employed","Rural Area","","","","","4"
"Rarely","2018","Not Employed","Urban Area","","","","","4"
"Rarely","2018","Employed","Urban Area","","","","","4"
"Daily","2019","Not Employed","Urban Area","3946","0.850646104677953","0.840546837637944","0.860745371717961","1"
"Daily","2019","Not Employed","Rural Area","2467","0.866029735202528","0.853539702352307","0.878519768052749","1"
"Daily","2019","Employed","Urban Area","7495","0.719408712979698","0.710885779744005","0.72793164621539","1"
"Daily","2019","Employed","Rural Area","4529","0.761703113457338","0.750938210113464","0.772468016801212","1"
"Min 1x per month","2019","Not Employed","Rural Area","34","0.0128602269942885","0.00872873787588879","0.0169917161126881","3"
"Min 1x per month","2019","Not Employed","Urban Area","63","0.00877872862681451","0.00613566122325424","0.0114217960303748","3"
"Min 1x per month","2019","Employed","Rural Area","125","0.0207163457387207","0.0171174529162812","0.0243152385611601","3"
"Min 1x per month","2019","Employed","Urban Area","258","0.024156822320432","0.0212442677795182","0.0270693768613459","3"
"Min 1x per week","2019","Not Employed","Urban Area","525","0.0898851917359964","0.0817811944873029","0.09798918898469","2"
"Min 1x per week","2019","Employed","Urban Area","2284","0.204326228420483","0.196677420945238","0.211975035895728","2"
"Min 1x per week","2019","Employed","Rural Area","1054","0.170238407391096","0.160741908464886","0.179734906317305","2"
"Min 1x per week","2019","Not Employed","Rural Area","247","0.081236470286574","0.0712187161853458","0.0912542243878021","2"
"Never","2019","Not Employed","Urban Area","79","0.017607752726969","0.0138812490978059","0.0213342563561321","5"
"Never","2019","Not Employed","Rural Area","25","","","","5"
"Never","2019","Employed","Urban Area","158","0.012921954007298","0.0107795370803356","0.0150643709342603","5"
"Never","2019","Employed","Rural Area","65","0.010593377865259","0.00800657863181817","0.0131801770986999","5"
"Rarely","2019","Employed","Urban Area","480","0.0391862822720895","0.0355054097422368","0.0428671548019423","4"
"Rarely","2019","Not Employed","Rural Area","84","0.0309731302963615","0.0246205022101357","0.0373257583825873","4"
"Rarely","2019","Not Employed","Urban Area","172","0.0330822222322675","0.0280146583758018","0.0381497860887332","4"
"Rarely","2019","Employed","Rural Area","244","0.0367487555475868","0.0319948648397147","0.041502646255459","4"
