"pli0083","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","2005","indirect migration background","Urban Area","","","",""
"Min 1x per week","2005","indirect migration background","Rural Area","","","",""
"Min 1x per month","2005","no migration background","Urban Area","","","",""
"Min 1x per month","2005","no migration background","Rural Area","","","",""
"Min 1x per month","2005","direct migration background","Urban Area","","","",""
"Min 1x per month","2005","direct migration background","Rural Area","","","",""
"Min 1x per month","2005","indirect migration background","Urban Area","","","",""
"Min 1x per month","2005","indirect migration background","Rural Area","","","",""
"Rarely","2005","no migration background","Urban Area","","","",""
"Rarely","2005","no migration background","Rural Area","","","",""
"Rarely","2005","direct migration background","Urban Area","","","",""
"Rarely","2005","direct migration background","Rural Area","","","",""
"Rarely","2005","indirect migration background","Urban Area","","","",""
"Rarely","2005","indirect migration background","Rural Area","","","",""
"Never","2005","no migration background","Urban Area","","","",""
"Never","2005","no migration background","Rural Area","","","",""
"Never","2005","direct migration background","Urban Area","","","",""
"Never","2005","direct migration background","Rural Area","","","",""
"Never","2005","indirect migration background","Urban Area","","","",""
"Never","2005","indirect migration background","Rural Area","","","",""
"Daily","2006","no migration background","Urban Area","","","",""
"Daily","2006","no migration background","Rural Area","","","",""
"Daily","2006","direct migration background","Urban Area","","","",""
"Daily","2006","direct migration background","Rural Area","","","",""
"Daily","2006","indirect migration background","Urban Area","","","",""
"Daily","2006","indirect migration background","Rural Area","","","",""
"Min 1x per week","2006","no migration background","Urban Area","","","",""
"Min 1x per week","2006","no migration background","Rural Area","","","",""
"Min 1x per week","2006","direct migration background","Urban Area","","","",""
"Min 1x per week","2006","direct migration background","Rural Area","","","",""
"Min 1x per week","2006","indirect migration background","Urban Area","","","",""
"Min 1x per week","2006","indirect migration background","Rural Area","","","",""
"Min 1x per month","2006","no migration background","Urban Area","","","",""
"Min 1x per month","2006","no migration background","Rural Area","","","",""
"Min 1x per month","2006","direct migration background","Urban Area","","","",""
"Min 1x per month","2006","direct migration background","Rural Area","","","",""
"Min 1x per month","2006","indirect migration background","Urban Area","","","",""
"Min 1x per month","2006","indirect migration background","Rural Area","","","",""
"Rarely","2006","no migration background","Urban Area","","","",""
"Rarely","2006","no migration background","Rural Area","","","",""
"Rarely","2006","direct migration background","Urban Area","","","",""
"Rarely","2006","direct migration background","Rural Area","","","",""
"Rarely","2006","indirect migration background","Urban Area","","","",""
"Rarely","2006","indirect migration background","Rural Area","","","",""
"Never","2006","no migration background","Urban Area","","","",""
"Never","2006","no migration background","Rural Area","","","",""
"Never","2006","direct migration background","Urban Area","","","",""
"Never","2006","direct migration background","Rural Area","","","",""
"Never","2006","indirect migration background","Urban Area","","","",""
"Never","2006","indirect migration background","Rural Area","","","",""
"Daily","2007","no migration background","Urban Area","","","",""
"Daily","2007","no migration background","Rural Area","","","",""
"Daily","2007","direct migration background","Urban Area","","","",""
"Daily","2007","direct migration background","Rural Area","","","",""
"Daily","2007","indirect migration background","Urban Area","","","",""
"Daily","2007","indirect migration background","Rural Area","","","",""
"Min 1x per week","2007","no migration background","Urban Area","","","",""
"Min 1x per week","2007","no migration background","Rural Area","","","",""
"Min 1x per week","2007","direct migration background","Urban Area","","","",""
"Min 1x per week","2007","direct migration background","Rural Area","","","",""
"Min 1x per week","2007","indirect migration background","Urban Area","","","",""
"Min 1x per week","2007","indirect migration background","Rural Area","","","",""
"Min 1x per month","2007","no migration background","Urban Area","","","",""
"Min 1x per month","2007","no migration background","Rural Area","","","",""
"Min 1x per month","2007","direct migration background","Urban Area","","","",""
"Min 1x per month","2007","direct migration background","Rural Area","","","",""
"Min 1x per month","2007","indirect migration background","Urban Area","","","",""
"Min 1x per month","2007","indirect migration background","Rural Area","","","",""
"Rarely","2007","no migration background","Urban Area","","","",""
"Rarely","2007","no migration background","Rural Area","","","",""
"Rarely","2007","direct migration background","Urban Area","","","",""
"Rarely","2007","direct migration background","Rural Area","","","",""
"Rarely","2007","indirect migration background","Urban Area","","","",""
"Rarely","2007","indirect migration background","Rural Area","","","",""
"Never","2007","no migration background","Urban Area","","","",""
"Never","2007","no migration background","Rural Area","","","",""
"Never","2007","direct migration background","Urban Area","","","",""
"Never","2007","direct migration background","Rural Area","","","",""
"Never","2007","indirect migration background","Urban Area","","","",""
"Never","2007","indirect migration background","Rural Area","","","",""
"Daily","2008","no migration background","Urban Area","8738","0.829163918653699","0.822000114433571","0.836327722873826"
"Daily","2008","no migration background","Rural Area","5192","0.84440455407977","0.83530095404207","0.85350815411747"
"Daily","2008","direct migration background","Urban Area","1338","0.858882639376604","0.841590014543153","0.876175264210055"
"Daily","2008","direct migration background","Rural Area","302","0.863727500158534","0.827733686611282","0.899721313705785"
"Daily","2008","indirect migration background","Urban Area","522","0.771814722918932","0.739749409932733","0.803880035905131"
"Daily","2008","indirect migration background","Rural Area","91","0.80946361494761","0.737053956986741","0.881873272908479"
"Min 1x per week","2008","no migration background","Urban Area","1363","0.12269086008107","0.116446094464358","0.128935625697782"
"Min 1x per week","2008","no migration background","Rural Area","627","0.102913230482564","0.0952820403177701","0.110544420647357"
"Min 1x per week","2008","direct migration background","Urban Area","124","0.0847697143782754","0.0709343903138648","0.0986050384426859"
"Min 1x per week","2008","direct migration background","Rural Area","31","0.0845022474090503","0.0553213832725649","0.113683111545536"
"Min 1x per week","2008","indirect migration background","Urban Area","95","0.158346432586496","0.130452742570791","0.186240122602202"
"Min 1x per week","2008","indirect migration background","Rural Area","16","","",""
"Min 1x per month","2008","no migration background","Urban Area","153","0.0142075495582931","0.0119549393700011","0.0164601597465851"
"Min 1x per month","2008","no migration background","Rural Area","75","0.0124331233815279","0.00965012583173373","0.0152161209313221"
"Min 1x per month","2008","direct migration background","Urban Area","26","","",""
"Min 1x per month","2008","direct migration background","Rural Area","4","","",""
"Min 1x per month","2008","indirect migration background","Urban Area","16","","",""
"Min 1x per month","2008","indirect migration background","Rural Area","1","","",""
"Rarely","2008","no migration background","Urban Area","237","0.0208424703122569","0.0181233113946708","0.0235616292298431"
"Rarely","2008","no migration background","Rural Area","141","0.0269133058045387","0.022848884353164","0.0309777272559133"
"Rarely","2008","direct migration background","Urban Area","33","0.0216473278472119","0.0144187368955688","0.028875918798855"
"Rarely","2008","direct migration background","Rural Area","6","","",""
"Rarely","2008","indirect migration background","Urban Area","20","","",""
"Rarely","2008","indirect migration background","Rural Area","2","","",""
"Never","2008","no migration background","Urban Area","112","0.0130952013946815","0.0109313500005449","0.0152590527888181"
"Never","2008","no migration background","Rural Area","55","0.0133357862515993","0.0104548513431036","0.016216721160095"
"Never","2008","direct migration background","Urban Area","36","0.0146812483186594","0.0087071323211249","0.0206553643161938"
"Never","2008","direct migration background","Rural Area","6","","",""
"Never","2008","indirect migration background","Urban Area","5","","",""
"Never","2008","indirect migration background","Rural Area","3","","",""
"Daily","2009","no migration background","Urban Area","","","",""
"Daily","2009","no migration background","Rural Area","","","",""
"Daily","2009","direct migration background","Urban Area","","","",""
"Daily","2009","direct migration background","Rural Area","","","",""
"Daily","2009","indirect migration background","Urban Area","","","",""
"Daily","2009","indirect migration background","Rural Area","","","",""
"Min 1x per week","2009","no migration background","Urban Area","","","",""
"Min 1x per week","2009","no migration background","Rural Area","","","",""
"Min 1x per week","2009","direct migration background","Urban Area","","","",""
"Min 1x per week","2009","direct migration background","Rural Area","","","",""
"Min 1x per week","2009","indirect migration background","Urban Area","","","",""
"Min 1x per week","2009","indirect migration background","Rural Area","","","",""
"Min 1x per month","2009","no migration background","Urban Area","","","",""
"Min 1x per month","2009","no migration background","Rural Area","","","",""
"Min 1x per month","2009","direct migration background","Urban Area","","","",""
"Min 1x per month","2009","direct migration background","Rural Area","","","",""
"Min 1x per month","2009","indirect migration background","Urban Area","","","",""
"Min 1x per month","2009","indirect migration background","Rural Area","","","",""
"Rarely","2009","no migration background","Urban Area","","","",""
"Rarely","2009","no migration background","Rural Area","","","",""
"Rarely","2009","direct migration background","Urban Area","","","",""
"Rarely","2009","direct migration background","Rural Area","","","",""
"Rarely","2009","indirect migration background","Urban Area","","","",""
"Rarely","2009","indirect migration background","Rural Area","","","",""
"Never","2009","no migration background","Urban Area","","","",""
"Never","2009","no migration background","Rural Area","","","",""
"Never","2009","direct migration background","Urban Area","","","",""
"Never","2009","direct migration background","Rural Area","","","",""
"Never","2009","indirect migration background","Urban Area","","","",""
"Never","2009","indirect migration background","Rural Area","","","",""
"Daily","2010","no migration background","Urban Area","","","",""
"Daily","2010","no migration background","Rural Area","","","",""
"Daily","2010","direct migration background","Urban Area","","","",""
"Daily","2010","direct migration background","Rural Area","","","",""
"Daily","2010","indirect migration background","Urban Area","","","",""
"Daily","2010","indirect migration background","Rural Area","","","",""
"Min 1x per week","2010","no migration background","Urban Area","","","",""
"Min 1x per week","2010","no migration background","Rural Area","","","",""
"Min 1x per week","2010","direct migration background","Urban Area","","","",""
"Min 1x per week","2010","direct migration background","Rural Area","","","",""
"Min 1x per week","2010","indirect migration background","Urban Area","","","",""
"Min 1x per week","2010","indirect migration background","Rural Area","","","",""
"Min 1x per month","2010","no migration background","Urban Area","","","",""
"Min 1x per month","2010","no migration background","Rural Area","","","",""
"Min 1x per month","2010","direct migration background","Urban Area","","","",""
"Min 1x per month","2010","direct migration background","Rural Area","","","",""
"Min 1x per month","2010","indirect migration background","Urban Area","","","",""
"Min 1x per month","2010","indirect migration background","Rural Area","","","",""
"Rarely","2010","no migration background","Urban Area","","","",""
"Rarely","2010","no migration background","Rural Area","","","",""
"Rarely","2010","direct migration background","Urban Area","","","",""
"Rarely","2010","direct migration background","Rural Area","","","",""
"Rarely","2010","indirect migration background","Urban Area","","","",""
"Rarely","2010","indirect migration background","Rural Area","","","",""
"Never","2010","no migration background","Urban Area","","","",""
"Never","2010","no migration background","Rural Area","","","",""
"Never","2010","direct migration background","Urban Area","","","",""
"Never","2010","direct migration background","Rural Area","","","",""
"Never","2010","indirect migration background","Urban Area","","","",""
"Never","2010","indirect migration background","Rural Area","","","",""
"Daily","2011","no migration background","Urban Area","","","",""
"Daily","2011","no migration background","Rural Area","","","",""
"Daily","2011","direct migration background","Urban Area","","","",""
"Daily","2011","direct migration background","Rural Area","","","",""
"Daily","2011","indirect migration background","Urban Area","","","",""
"Daily","2011","indirect migration background","Rural Area","","","",""
"Min 1x per week","2011","no migration background","Urban Area","","","",""
"Min 1x per week","2011","no migration background","Rural Area","","","",""
"Min 1x per week","2011","direct migration background","Urban Area","","","",""
"Min 1x per week","2011","direct migration background","Rural Area","","","",""
"Min 1x per week","2011","indirect migration background","Urban Area","","","",""
"Min 1x per week","2011","indirect migration background","Rural Area","","","",""
"Min 1x per month","2011","no migration background","Urban Area","","","",""
"Min 1x per month","2011","no migration background","Rural Area","","","",""
"Min 1x per month","2011","direct migration background","Urban Area","","","",""
"Min 1x per month","2011","direct migration background","Rural Area","","","",""
"Min 1x per month","2011","indirect migration background","Urban Area","","","",""
"Min 1x per month","2011","indirect migration background","Rural Area","","","",""
"Rarely","2011","no migration background","Urban Area","","","",""
"Rarely","2011","no migration background","Rural Area","","","",""
"Rarely","2011","direct migration background","Urban Area","","","",""
"Rarely","2011","direct migration background","Rural Area","","","",""
"Rarely","2011","indirect migration background","Urban Area","","","",""
"Rarely","2011","indirect migration background","Rural Area","","","",""
"Never","2011","no migration background","Urban Area","","","",""
"Never","2011","no migration background","Rural Area","","","",""
"Never","2011","direct migration background","Urban Area","","","",""
"Never","2011","direct migration background","Rural Area","","","",""
"Never","2011","indirect migration background","Urban Area","","","",""
"Never","2011","indirect migration background","Rural Area","","","",""
"Daily","2012","no migration background","Urban Area","","","",""
"Daily","2012","no migration background","Rural Area","","","",""
"Daily","2012","direct migration background","Urban Area","","","",""
"Daily","2012","direct migration background","Rural Area","","","",""
"Daily","2012","indirect migration background","Urban Area","","","",""
"Daily","2012","indirect migration background","Rural Area","","","",""
"Min 1x per week","2012","no migration background","Urban Area","","","",""
"Min 1x per week","2012","no migration background","Rural Area","","","",""
"Min 1x per week","2012","direct migration background","Urban Area","","","",""
"Min 1x per week","2012","direct migration background","Rural Area","","","",""
"Min 1x per week","2012","indirect migration background","Urban Area","","","",""
"Min 1x per week","2012","indirect migration background","Rural Area","","","",""
"Min 1x per month","2012","no migration background","Urban Area","","","",""
"Min 1x per month","2012","no migration background","Rural Area","","","",""
"Min 1x per month","2012","direct migration background","Urban Area","","","",""
"Min 1x per month","2012","direct migration background","Rural Area","","","",""
"Min 1x per month","2012","indirect migration background","Urban Area","","","",""
"Min 1x per month","2012","indirect migration background","Rural Area","","","",""
"Rarely","2012","no migration background","Urban Area","","","",""
"Rarely","2012","no migration background","Rural Area","","","",""
"Rarely","2012","direct migration background","Urban Area","","","",""
"Rarely","2012","direct migration background","Rural Area","","","",""
"Rarely","2012","indirect migration background","Urban Area","","","",""
"Rarely","2012","indirect migration background","Rural Area","","","",""
"Never","2012","no migration background","Urban Area","","","",""
"Never","2012","no migration background","Rural Area","","","",""
"Never","2012","direct migration background","Urban Area","","","",""
"Never","2012","direct migration background","Rural Area","","","",""
"Never","2012","indirect migration background","Urban Area","","","",""
"Never","2012","indirect migration background","Rural Area","","","",""
"Daily","2013","no migration background","Urban Area","10342","0.78899873906781","0.782100131308911","0.795897346826709"
"Daily","2013","no migration background","Rural Area","6685","0.818846406326061","0.810553122375775","0.827139690276348"
"Daily","2013","direct migration background","Urban Area","1517","0.794859943563246","0.777233147972515","0.812486739153977"
"Daily","2013","direct migration background","Rural Area","525","0.799194601819107","0.768397817225353","0.829991386412861"
"Daily","2013","indirect migration background","Urban Area","659","0.665465008701094","0.635680327126893","0.695249690275294"
"Daily","2013","indirect migration background","Rural Area","171","0.812198308635839","0.760938562677704","0.863458054593975"
"Min 1x per week","2013","no migration background","Urban Area","2226","0.151448382366565","0.145387271541659","0.157509493191472"
"Min 1x per week","2013","no migration background","Rural Area","1096","0.11908844396589","0.112114109054374","0.126062778877406"
"Min 1x per week","2013","direct migration background","Urban Area","332","0.126882550699208","0.112353403917024","0.141411697481393"
"Min 1x per week","2013","direct migration background","Rural Area","90","0.158710903305923","0.130619888760886","0.18680191785096"
"Min 1x per week","2013","indirect migration background","Urban Area","217","0.249671346488378","0.222348893235612","0.276993799741143"
"Min 1x per week","2013","indirect migration background","Rural Area","35","0.139054788548207","0.0936421860159533","0.184467391080462"
"Min 1x per month","2013","no migration background","Urban Area","319","0.021003526192513","0.0185790526857029","0.023427999699323"
"Min 1x per month","2013","no migration background","Rural Area","166","0.0222900115773835","0.0191112203363173","0.0254688028184498"
"Min 1x per month","2013","direct migration background","Urban Area","39","0.015031132823939","0.00971972149992795","0.02034254414795"
"Min 1x per month","2013","direct migration background","Rural Area","9","","",""
"Min 1x per month","2013","indirect migration background","Urban Area","27","","",""
"Min 1x per month","2013","indirect migration background","Rural Area","8","","",""
"Rarely","2013","no migration background","Urban Area","397","0.0255605612025164","0.0228922075320324","0.0282289148730004"
"Rarely","2013","no migration background","Rural Area","262","0.0285034140101656","0.0249202151235131","0.0320866128968181"
"Rarely","2013","direct migration background","Urban Area","83","0.0436919998833783","0.0347691685533388","0.0526148312134179"
"Rarely","2013","direct migration background","Rural Area","19","","",""
"Rarely","2013","indirect migration background","Urban Area","49","0.0455271658862503","0.032368051317747","0.0586862804547535"
"Rarely","2013","indirect migration background","Rural Area","7","","",""
"Never","2013","no migration background","Urban Area","154","0.0129887911705954","0.0110744198378529","0.0149031625033379"
"Never","2013","no migration background","Rural Area","76","0.0112717241204994","0.00899853542735127","0.0135449128136475"
"Never","2013","direct migration background","Urban Area","45","0.0195343730302279","0.0134932350949154","0.0255755109655404"
"Never","2013","direct migration background","Rural Area","7","","",""
"Never","2013","indirect migration background","Urban Area","12","","",""
"Never","2013","indirect migration background","Rural Area","2","","",""
"Daily","2014","no migration background","Urban Area","","","",""
"Daily","2014","no migration background","Rural Area","","","",""
"Daily","2014","direct migration background","Urban Area","","","",""
"Daily","2014","direct migration background","Rural Area","","","",""
"Daily","2014","indirect migration background","Urban Area","","","",""
"Daily","2014","indirect migration background","Rural Area","","","",""
"Min 1x per week","2014","no migration background","Urban Area","","","",""
"Min 1x per week","2014","no migration background","Rural Area","","","",""
"Min 1x per week","2014","direct migration background","Urban Area","","","",""
"Min 1x per week","2014","direct migration background","Rural Area","","","",""
"Min 1x per week","2014","indirect migration background","Urban Area","","","",""
"Min 1x per week","2014","indirect migration background","Rural Area","","","",""
"Min 1x per month","2014","no migration background","Urban Area","","","",""
"Min 1x per month","2014","no migration background","Rural Area","","","",""
"Min 1x per month","2014","direct migration background","Urban Area","","","",""
"Min 1x per month","2014","direct migration background","Rural Area","","","",""
"Min 1x per month","2014","indirect migration background","Urban Area","","","",""
"Min 1x per month","2014","indirect migration background","Rural Area","","","",""
"Rarely","2014","no migration background","Urban Area","","","",""
"Rarely","2014","no migration background","Rural Area","","","",""
"Rarely","2014","direct migration background","Urban Area","","","",""
"Rarely","2014","direct migration background","Rural Area","","","",""
"Rarely","2014","indirect migration background","Urban Area","","","",""
"Rarely","2014","indirect migration background","Rural Area","","","",""
"Never","2014","no migration background","Urban Area","","","",""
"Never","2014","no migration background","Rural Area","","","",""
"Never","2014","direct migration background","Urban Area","","","",""
"Never","2014","direct migration background","Rural Area","","","",""
"Never","2014","indirect migration background","Urban Area","","","",""
"Never","2014","indirect migration background","Rural Area","","","",""
"Daily","2015","no migration background","Urban Area","","","",""
"Daily","2015","no migration background","Rural Area","","","",""
"Daily","2015","direct migration background","Urban Area","","","",""
"Daily","2015","direct migration background","Rural Area","","","",""
"Daily","2015","indirect migration background","Urban Area","","","",""
"Daily","2015","indirect migration background","Rural Area","","","",""
"Min 1x per week","2015","no migration background","Urban Area","","","",""
"Min 1x per week","2015","no migration background","Rural Area","","","",""
"Min 1x per week","2015","direct migration background","Urban Area","","","",""
"Min 1x per week","2015","direct migration background","Rural Area","","","",""
"Min 1x per week","2015","indirect migration background","Urban Area","","","",""
"Min 1x per week","2015","indirect migration background","Rural Area","","","",""
"Min 1x per month","2015","no migration background","Urban Area","","","",""
"Min 1x per month","2015","no migration background","Rural Area","","","",""
"Min 1x per month","2015","direct migration background","Urban Area","","","",""
"Min 1x per month","2015","direct migration background","Rural Area","","","",""
"Min 1x per month","2015","indirect migration background","Urban Area","","","",""
"Min 1x per month","2015","indirect migration background","Rural Area","","","",""
"Rarely","2015","no migration background","Urban Area","","","",""
"Rarely","2015","no migration background","Rural Area","","","",""
"Rarely","2015","direct migration background","Urban Area","","","",""
"Rarely","2015","direct migration background","Rural Area","","","",""
"Rarely","2015","indirect migration background","Urban Area","","","",""
"Rarely","2015","indirect migration background","Rural Area","","","",""
"Never","2015","no migration background","Urban Area","","","",""
"Never","2015","no migration background","Rural Area","","","",""
"Never","2015","direct migration background","Urban Area","","","",""
"Never","2015","direct migration background","Rural Area","","","",""
"Never","2015","indirect migration background","Urban Area","","","",""
"Never","2015","indirect migration background","Rural Area","","","",""
"Daily","2016","no migration background","Urban Area","","","",""
"Daily","2016","no migration background","Rural Area","","","",""
"Daily","2016","direct migration background","Urban Area","","","",""
"Daily","2016","direct migration background","Rural Area","","","",""
"Daily","2016","indirect migration background","Urban Area","","","",""
"Daily","2016","indirect migration background","Rural Area","","","",""
"Min 1x per week","2016","no migration background","Urban Area","","","",""
"Min 1x per week","2016","no migration background","Rural Area","","","",""
"Min 1x per week","2016","direct migration background","Urban Area","","","",""
"Min 1x per week","2016","direct migration background","Rural Area","","","",""
"Min 1x per week","2016","indirect migration background","Urban Area","","","",""
"Min 1x per week","2016","indirect migration background","Rural Area","","","",""
"Min 1x per month","2016","no migration background","Urban Area","","","",""
"Min 1x per month","2016","no migration background","Rural Area","","","",""
"Min 1x per month","2016","direct migration background","Urban Area","","","",""
"Min 1x per month","2016","direct migration background","Rural Area","","","",""
"Min 1x per month","2016","indirect migration background","Urban Area","","","",""
"Min 1x per month","2016","indirect migration background","Rural Area","","","",""
"Rarely","2016","no migration background","Urban Area","","","",""
"Rarely","2016","no migration background","Rural Area","","","",""
"Rarely","2016","direct migration background","Urban Area","","","",""
"Rarely","2016","direct migration background","Rural Area","","","",""
"Rarely","2016","indirect migration background","Urban Area","","","",""
"Rarely","2016","indirect migration background","Rural Area","","","",""
"Never","2016","no migration background","Urban Area","","","",""
"Never","2016","no migration background","Rural Area","","","",""
"Never","2016","direct migration background","Urban Area","","","",""
"Never","2016","direct migration background","Rural Area","","","",""
"Never","2016","indirect migration background","Urban Area","","","",""
"Never","2016","indirect migration background","Rural Area","","","",""
"Daily","2017","no migration background","Urban Area","","","",""
"Daily","2017","no migration background","Rural Area","","","",""
"Daily","2017","direct migration background","Urban Area","","","",""
"Daily","2017","direct migration background","Rural Area","","","",""
"Daily","2017","indirect migration background","Urban Area","","","",""
"Daily","2017","indirect migration background","Rural Area","","","",""
"Min 1x per week","2017","no migration background","Urban Area","","","",""
"Min 1x per week","2017","no migration background","Rural Area","","","",""
"Min 1x per week","2017","direct migration background","Urban Area","","","",""
"Min 1x per week","2017","direct migration background","Rural Area","","","",""
"Min 1x per week","2017","indirect migration background","Urban Area","","","",""
"Min 1x per week","2017","indirect migration background","Rural Area","","","",""
"Min 1x per month","2017","no migration background","Urban Area","","","",""
"Min 1x per month","2017","no migration background","Rural Area","","","",""
"Min 1x per month","2017","direct migration background","Urban Area","","","",""
"Min 1x per month","2017","direct migration background","Rural Area","","","",""
"Min 1x per month","2017","indirect migration background","Urban Area","","","",""
"Min 1x per month","2017","indirect migration background","Rural Area","","","",""
"Rarely","2017","no migration background","Urban Area","","","",""
"Rarely","2017","no migration background","Rural Area","","","",""
"Rarely","2017","direct migration background","Urban Area","","","",""
"Rarely","2017","direct migration background","Rural Area","","","",""
"Rarely","2017","indirect migration background","Urban Area","","","",""
"Rarely","2017","indirect migration background","Rural Area","","","",""
"Never","2017","no migration background","Urban Area","","","",""
"Never","2017","no migration background","Rural Area","","","",""
"Never","2017","direct migration background","Urban Area","","","",""
"Never","2017","direct migration background","Rural Area","","","",""
"Never","2017","indirect migration background","Urban Area","","","",""
"Never","2017","indirect migration background","Rural Area","","","",""
"Daily","2018","no migration background","Urban Area","","","",""
"Daily","2018","no migration background","Rural Area","","","",""
"Daily","2018","direct migration background","Urban Area","","","",""
"Daily","2018","direct migration background","Rural Area","","","",""
"Daily","2018","indirect migration background","Urban Area","","","",""
"Daily","2018","indirect migration background","Rural Area","","","",""
"Min 1x per week","2018","no migration background","Urban Area","","","",""
"Min 1x per week","2018","no migration background","Rural Area","","","",""
"Min 1x per week","2018","direct migration background","Urban Area","","","",""
"Min 1x per week","2018","direct migration background","Rural Area","","","",""
"Min 1x per week","2018","indirect migration background","Urban Area","","","",""
"Min 1x per week","2018","indirect migration background","Rural Area","","","",""
"Min 1x per month","2018","no migration background","Urban Area","","","",""
"Min 1x per month","2018","no migration background","Rural Area","","","",""
"Min 1x per month","2018","direct migration background","Urban Area","","","",""
"Min 1x per month","2018","direct migration background","Rural Area","","","",""
"Min 1x per month","2018","indirect migration background","Urban Area","","","",""
"Min 1x per month","2018","indirect migration background","Rural Area","","","",""
"Rarely","2018","no migration background","Urban Area","","","",""
"Rarely","2018","no migration background","Rural Area","","","",""
"Rarely","2018","direct migration background","Urban Area","","","",""
"Rarely","2018","direct migration background","Rural Area","","","",""
"Rarely","2018","indirect migration background","Urban Area","","","",""
"Rarely","2018","indirect migration background","Rural Area","","","",""
"Never","2018","no migration background","Urban Area","","","",""
"Never","2018","no migration background","Rural Area","","","",""
"Never","2018","direct migration background","Urban Area","","","",""
"Never","2018","direct migration background","Rural Area","","","",""
"Never","2018","indirect migration background","Urban Area","","","",""
"Never","2018","indirect migration background","Rural Area","","","",""
"Daily","2019","no migration background","Urban Area","8611","0.776510950816472","0.768894507774044","0.784127393858899"
"Daily","2019","no migration background","Rural Area","6024","0.805600355088784","0.79667915096443","0.814521559213138"
"Daily","2019","direct migration background","Urban Area","1948","0.747014990601554","0.730596169654204","0.763433811548903"
"Daily","2019","direct migration background","Rural Area","754","0.786431049646382","0.760863512404963","0.811998586887802"
"Daily","2019","indirect migration background","Urban Area","882","0.699958518961103","0.674803780822199","0.725113257100007"
"Daily","2019","indirect migration background","Rural Area","218","0.660765515593253","0.609528379037034","0.712002652149472"
"Min 1x per week","2019","no migration background","Urban Area","2076","0.162414259218213","0.155670889089752","0.169157629346673"
"Min 1x per week","2019","no migration background","Rural Area","1085","0.134817264975261","0.12711811824052","0.142516411710003"
"Min 1x per week","2019","direct migration background","Urban Area","465","0.154605682030029","0.140951292063129","0.168260071996929"
"Min 1x per week","2019","direct migration background","Rural Area","144","0.14613945435687","0.124101730913055","0.168177177800684"
"Min 1x per week","2019","indirect migration background","Urban Area","268","0.20707846825031","0.184836379148638","0.229320557351981"
"Min 1x per week","2019","indirect migration background","Rural Area","72","0.210608025461281","0.166481982775037","0.254734068147525"
"Min 1x per month","2019","no migration background","Urban Area","237","0.0192879542662678","0.0167733820020049","0.0218025265305306"
"Min 1x per month","2019","no migration background","Rural Area","134","0.0185488887378458","0.0155072389950002","0.0215905384806913"
"Min 1x per month","2019","direct migration background","Urban Area","56","0.0161362535303763","0.0113774393427554","0.0208950677179973"
"Min 1x per month","2019","direct migration background","Rural Area","14","","",""
"Min 1x per month","2019","indirect migration background","Urban Area","28","","",""
"Min 1x per month","2019","indirect migration background","Rural Area","11","","",""
"Rarely","2019","no migration background","Urban Area","427","0.0290641175527132","0.0259928041936852","0.0321354309117412"
"Rarely","2019","no migration background","Rural Area","245","0.03187998554175","0.0279195807660514","0.0358403903174487"
"Rarely","2019","direct migration background","Urban Area","156","0.063453765641811","0.0542466578971573","0.0726608733864648"
"Rarely","2019","direct migration background","Rural Area","60","0.0453305835582698","0.0323524668723457","0.0583087002441939"
"Rarely","2019","indirect migration background","Urban Area","69","0.0505432683836612","0.0385189006729279","0.0625676360943945"
"Rarely","2019","indirect migration background","Rural Area","23","","",""
"Never","2019","no migration background","Urban Area","141","0.0127227181463345","0.010673633933908","0.0147718023587609"
"Never","2019","no migration background","Rural Area","71","0.00915350565635884","0.00700660062366486","0.0113004106890528"
"Never","2019","direct migration background","Urban Area","68","0.0187893081962303","0.0136610905908143","0.0239175258016463"
"Never","2019","direct migration background","Rural Area","15","","",""
"Never","2019","indirect migration background","Urban Area","28","","",""
"Never","2019","indirect migration background","Rural Area","4","","",""
