"plb0037_h","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"Permanent","2012","direct migration background","Urban Area","967","0.827741253713338","0.806159716699739","0.849322790726936"
"Permanent","2012","direct migration background","Rural Area","322","0.846507030066149","0.811093755692839","0.881920304439458"
"Permanent","2012","indirect migration background","Urban Area","468","0.694698368299101","0.658506116830946","0.730890619767257"
"Permanent","2012","indirect migration background","Rural Area","107","0.690256641297547","0.614995571291373","0.765517711303721"
"Limited","2012","no migration background","Urban Area","1091","0.152927765785341","0.144756015949533","0.161099515621149"
"Limited","2012","no migration background","Rural Area","695","0.144802090840601","0.134703913378156","0.154900268303046"
"Limited","2012","direct migration background","Urban Area","209","0.172258746286662","0.150677209273064","0.193840283300261"
"Limited","2012","direct migration background","Rural Area","76","0.153492969933851","0.118079695560542","0.18890624430716"
"Limited","2012","indirect migration background","Urban Area","154","0.305301631700899","0.269109380232743","0.341493883169054"
"Limited","2012","indirect migration background","Rural Area","38","0.309743358702453","0.234482288696279","0.385004428708627"
"Permanent","2013","no migration background","Urban Area","6063","0.839891139447902","0.831412548798898","0.848369730096905"
"Permanent","2013","no migration background","Rural Area","3758","0.861017917346902","0.850797752310458","0.871238082383347"
"Permanent","2013","direct migration background","Urban Area","2107","0.801653785111819","0.78656257427683","0.816744995946807"
"Permanent","2013","direct migration background","Rural Area","670","0.838520523011764","0.813927360437068","0.86311368558646"
"Permanent","2013","indirect migration background","Urban Area","706","0.680779300150249","0.65211443316905","0.709444167131447"
"Permanent","2013","indirect migration background","Rural Area","156","0.764582078205096","0.707871943508943","0.82129221290125"
"Limited","2013","no migration background","Urban Area","1123","0.160108860552098","0.151630269903095","0.168587451201102"
"Limited","2013","no migration background","Rural Area","643","0.138982082653098","0.128761917616653","0.149202247689542"
"Limited","2013","direct migration background","Urban Area","575","0.198346214888181","0.183255004053192","0.21343742572317"
"Limited","2013","direct migration background","Rural Area","190","0.161479476988236","0.13688631441354","0.186072639562932"
"Limited","2013","indirect migration background","Urban Area","310","0.319220699849751","0.290555832868553","0.34788556683095"
"Limited","2013","indirect migration background","Rural Area","59","0.235417921794903","0.17870778709875","0.292128056491057"
"Permanent","2014","no migration background","Urban Area","5511","0.837945870106357","0.829001927060327","0.846889813152387"
"Permanent","2014","no migration background","Rural Area","3411","0.844963341783367","0.833744117519021","0.856182566047714"
"Permanent","2014","direct migration background","Urban Area","1720","0.795157406272169","0.778097935725117","0.812216876819221"
"Permanent","2014","direct migration background","Rural Area","565","0.862247295080744","0.836789091827519","0.887705498333969"
"Permanent","2014","indirect migration background","Urban Area","608","0.672520163235354","0.641389676817319","0.703650649653388"
"Permanent","2014","indirect migration background","Rural Area","158","0.75034840618972","0.692224212275893","0.808472600103546"
"Limited","2014","no migration background","Urban Area","1010","0.162054129893643","0.153110186847613","0.170998072939673"
"Limited","2014","no migration background","Rural Area","587","0.155036658216632","0.143817433952286","0.166255882480979"
"Limited","2014","direct migration background","Urban Area","430","0.204842593727831","0.187783123180779","0.221902064274883"
"Limited","2014","direct migration background","Rural Area","139","0.137752704919256","0.112294501666031","0.163210908172481"
"Limited","2014","indirect migration background","Urban Area","265","0.327479836764647","0.296349350346612","0.358610323182681"
"Limited","2014","indirect migration background","Rural Area","55","0.24965159381028","0.191527399896454","0.307775787724106"
"Permanent","2015","no migration background","Urban Area","5260","0.839000837949801","0.829864952144017","0.848136723755585"
"Permanent","2015","no migration background","Rural Area","3276","0.860314847379826","0.849378853184726","0.871250841574926"
"Permanent","2015","direct migration background","Urban Area","1914","0.798114486934114","0.782367010198009","0.81386196367022"
"Permanent","2015","direct migration background","Rural Area","708","0.846310147015334","0.822468238068835","0.870152055961833"
"Permanent","2015","indirect migration background","Urban Area","575","0.697259522629346","0.665540993267209","0.728978051991483"
"Permanent","2015","indirect migration background","Rural Area","135","0.697456967641494","0.632481447763597","0.762432487519391"
"Limited","2015","no migration background","Urban Area","957","0.160999162050199","0.151863276244415","0.170135047855983"
"Limited","2015","no migration background","Rural Area","584","0.139685152620174","0.128749158425074","0.150621146815274"
"Limited","2015","direct migration background","Urban Area","582","0.201885513065886","0.18613803632978","0.217632989801991"
"Limited","2015","direct migration background","Rural Area","171","0.153689852984666","0.129847944038167","0.177531761931165"
"Limited","2015","indirect migration background","Urban Area","231","0.302740477370654","0.271021948008517","0.334459006732791"
"Limited","2015","indirect migration background","Rural Area","57","0.302543032358506","0.237567512480609","0.367518552236403"
"Permanent","2016","no migration background","Urban Area","4901","0.830378805144128","0.820719414646812","0.840038195641444"
"Permanent","2016","no migration background","Rural Area","3029","0.856407872164174","0.844919119421869","0.867896624906479"
"Permanent","2016","direct migration background","Urban Area","1691","0.783349176794139","0.766693126354387","0.80000522723389"
"Permanent","2016","direct migration background","Rural Area","604","0.838042014893679","0.813128068438266","0.862955961349092"
"Permanent","2016","indirect migration background","Urban Area","558","0.700703286606211","0.668482563587005","0.732924009625417"
"Permanent","2016","indirect migration background","Rural Area","136","0.733474360260355","0.671575589989631","0.795373130531079"
"Limited","2016","no migration background","Urban Area","898","0.169621194855872","0.159961804358556","0.179280585353188"
"Limited","2016","no migration background","Rural Area","550","0.143592127835826","0.132103375093521","0.155080880578131"
"Limited","2016","direct migration background","Urban Area","659","0.216650823205862","0.19999477276611","0.233306873645613"
"Limited","2016","direct migration background","Rural Area","236","0.161957985106321","0.137044038650908","0.186871931561734"
"Limited","2016","indirect migration background","Urban Area","218","0.299296713393789","0.267075990374583","0.331517436412995"
"Limited","2016","indirect migration background","Rural Area","60","0.266525639739645","0.204626869468921","0.328424410010369"
"Permanent","2017","no migration background","Urban Area","5778","0.840692727964264","0.831988752229766","0.849396703698763"
"Permanent","2017","no migration background","Rural Area","3692","0.856693613234144","0.846265663775404","0.867121562692884"
"Permanent","2017","direct migration background","Urban Area","1709","0.801934109985844","0.786162591655836","0.817705628315851"
"Permanent","2017","direct migration background","Rural Area","648","0.796507926862456","0.770591386691729","0.822424467033182"
"Permanent","2017","indirect migration background","Urban Area","616","0.698518027893349","0.667776128848288","0.729259926938411"
"Permanent","2017","indirect migration background","Rural Area","144","0.772248237569373","0.714698633061802","0.829797842076943"
"Limited","2017","no migration background","Urban Area","1013","0.159307272035736","0.150603296301237","0.168011247770234"
"Limited","2017","no migration background","Rural Area","645","0.143306386765856","0.132878437307116","0.153734336224596"
"Limited","2017","direct migration background","Urban Area","744","0.198065890014156","0.182294371684149","0.213837408344164"
"Limited","2017","direct migration background","Rural Area","279","0.203492073137545","0.177575532966818","0.229408613308271"
"Limited","2017","indirect migration background","Urban Area","240","0.30148197210665","0.270740073061589","0.332223871151712"
"Limited","2017","indirect migration background","Rural Area","60","0.227751762430627","0.170202157923057","0.285301366938198"
"Permanent","2018","no migration background","Urban Area","5592","0.852231158451953","0.843629888844785","0.860832428059122"
"Permanent","2018","no migration background","Rural Area","3549","0.86964528464423","0.859371796472065","0.879918772816394"
"Permanent","2018","direct migration background","Urban Area","1717","0.784563099584297","0.768760250156204","0.80036594901239"
"Permanent","2018","direct migration background","Rural Area","636","0.795999008811797","0.770360817314213","0.82163720030938"
"Permanent","2018","indirect migration background","Urban Area","608","0.671762920999964","0.640542407871618","0.70298343412831"
"Permanent","2018","indirect migration background","Rural Area","152","0.81752326452223","0.765408512579152","0.869638016465307"
"Limited","2018","no migration background","Urban Area","947","0.147768841548047","0.139167571940878","0.156370111155215"
"Limited","2018","no migration background","Rural Area","577","0.13035471535577","0.120081227183606","0.140628203527935"
"Limited","2018","direct migration background","Urban Area","883","0.215436900415703","0.19963405098761","0.231239749843796"
"Limited","2018","direct migration background","Rural Area","313","0.204000991188203","0.17836279969062","0.229639182685787"
"Limited","2018","indirect migration background","Urban Area","261","0.328237079000036","0.29701656587169","0.359457592128382"
"Limited","2018","indirect migration background","Rural Area","59","0.18247673547777","0.130361983534693","0.234591487420848"
"Permanent","2019","no migration background","Urban Area","5056","0.86576912309471","0.857039395992722","0.874498850196697"
"Permanent","2019","no migration background","Rural Area","3376","0.875093396480672","0.864690551398058","0.885496241563285"
"Permanent","2019","direct migration background","Urban Area","1489","0.79540713954673","0.778952964842395","0.811861314251065"
"Permanent","2019","direct migration background","Rural Area","607","0.804528505427962","0.778847454675613","0.830209556180312"
"Permanent","2019","indirect migration background","Urban Area","557","0.699735116126369","0.667295962393079","0.732174269859658"
"Permanent","2019","indirect migration background","Rural Area","144","0.809682457243739","0.755548573976239","0.863816340511239"
"Limited","2019","no migration background","Urban Area","802","0.13423087690529","0.125501149803303","0.142960604007278"
"Limited","2019","no migration background","Rural Area","504","0.124906603519328","0.114503758436715","0.135309448601942"
"Limited","2019","direct migration background","Urban Area","820","0.20459286045327","0.188138685748935","0.221047035157605"
"Limited","2019","direct migration background","Rural Area","309","0.195471494572038","0.169790443819688","0.221152545324387"
"Limited","2019","indirect migration background","Urban Area","210","0.300264883873631","0.267825730140342","0.332704037606921"
"Limited","2019","indirect migration background","Rural Area","58","0.190317542756261","0.136183659488761","0.244451426023761"
