"plb0037_h","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"Permanent","2013","Not Employed","indirect migration background","345","0.630493643808389","0.589821152826015","0.671166134790763","1"
"Permanent","2013","Employed","no migration background","9495","0.85140941356939","0.844801187498994","0.858017639639786","1"
"Permanent","2013","Employed","direct migration background","1108","0.846644626966582","0.827286686943835","0.86600256698933","1"
"Permanent","2013","Employed","indirect migration background","517","0.73669239396615","0.703830064841523","0.769554723090778","1"
"Limited","2014","Not Employed","no migration background","131","0.470226330966839","0.412781924200944","0.527670737732733","2"
"Limited","2014","Not Employed","direct migration background","59","0.457915188139841","0.381429455203598","0.534400921076084","2"
"Limited","2014","Not Employed","indirect migration background","45","0.648581391794239","0.541247737848595","0.755915045739883","2"
"Limited","2014","Employed","no migration background","1466","0.152261455682124","0.14529907997236","0.159223831391888","2"
"Limited","2014","Employed","direct migration background","510","0.174326304301283","0.159991989818184","0.188660618784383","2"
"Limited","2014","Employed","indirect migration background","275","0.295847451350689","0.267698987564107","0.323995915137271","2"
"Permanent","2014","Not Employed","no migration background","159","0.529773669033161","0.472329262267267","0.587218075799056","1"
"Permanent","2014","Not Employed","direct migration background","104","0.542084811860159","0.465599078923916","0.618570544796402","1"
"Permanent","2014","Not Employed","indirect migration background","31","0.351418608205761","0.244084954260117","0.458752262151405","1"
"Permanent","2014","Employed","no migration background","8763","0.847738544317876","0.840776168608112","0.85470092002764","1"
"Permanent","2014","Employed","direct migration background","2181","0.825673695698717","0.811339381215617","0.840008010181816","1"
"Permanent","2014","Employed","indirect migration background","735","0.704152548649311","0.676004084862729","0.732301012435893","1"
"Limited","2015","Not Employed","no migration background","110","0.450844101378282","0.390822559187308","0.510865643569256","2"
"Limited","2015","Not Employed","direct migration background","347","0.364728341328959","0.335144667153163","0.394312015504755","2"
"Limited","2015","Not Employed","indirect migration background","34","0.485383381993413","0.366593899721156","0.60417286426567","2"
"Limited","2015","Employed","no migration background","1431","0.147294962331128","0.140282984202186","0.154306940460069","2"
"Limited","2015","Employed","direct migration background","406","0.154343601043719","0.139761588257063","0.168925613830376","2"
"Limited","2015","Employed","indirect migration background","254","0.291523231510759","0.262314949816421","0.320731513205097","2"
"Permanent","2015","Not Employed","no migration background","154","0.549155898621718","0.489134356430744","0.609177440812692","1"
"Permanent","2015","Not Employed","direct migration background","670","0.635271658671041","0.605687984495245","0.664855332846837","1"
"Permanent","2015","Not Employed","indirect migration background","34","0.514616618006587","0.39582713573433","0.633406100278844","1"
"Permanent","2015","Employed","no migration background","8382","0.852705037668872","0.845693059539931","0.859717015797814","1"
"Permanent","2015","Employed","direct migration background","1952","0.84565639895628","0.831074386169624","0.860238411742937","1"
"Permanent","2015","Employed","indirect migration background","676","0.708476768489241","0.679268486794903","0.737685050183579","1"
"Limited","2016","Not Employed","no migration background","115","0.58492297596706","0.517307408856675","0.652538543077444","2"
"Limited","2016","Not Employed","direct migration background","339","0.461860086835423","0.418029961227585","0.505690212443262","2"
"Limited","2016","Not Employed","indirect migration background","27","","","","2"
"Limited","2016","Employed","no migration background","1333","0.151949000403229","0.14460337745776","0.159294623348698","2"
"Limited","2016","Employed","direct migration background","554","0.192000710238224","0.177119160875533","0.206882259600914","2"
"Limited","2016","Employed","indirect migration background","251","0.288086695620673","0.258886399133012","0.317286992108335","2"
"Permanent","2016","Not Employed","no migration background","89","0.415077024032941","0.347461456922556","0.482692591143325","1"
"Permanent","2016","Not Employed","direct migration background","158","0.538139913164577","0.494309787556738","0.581970038772415","1"
"Permanent","2016","Not Employed","indirect migration background","21","","","","1"
"Permanent","2016","Employed","no migration background","7841","0.848050999596771","0.840705376651302","0.85539662254224","1"
"Permanent","2016","Employed","direct migration background","2137","0.807999289761776","0.793117740399086","0.822880839124467","1"
"Permanent","2016","Employed","indirect migration background","673","0.711913304379327","0.682713007891665","0.741113600866988","1"
"Limited","2017","Not Employed","no migration background","121","0.469165845914278","0.405763951303257","0.532567740525299","2"
"Limited","2017","Not Employed","direct migration background","486","0.612960114699122","0.576133870931325","0.649786358466919","2"
"Limited","2017","Not Employed","indirect migration background","24","","","","2"
"Limited","2017","Employed","no migration background","1537","0.147227123771775","0.140572174424491","0.153882073119059","2"
"Limited","2017","Employed","direct migration background","537","0.169298568170368","0.155174074670946","0.18342306166979","2"
"Limited","2017","Employed","indirect migration background","276","0.280198673732504","0.252583956789921","0.307813390675088","2"
"Permanent","2017","Not Employed","no migration background","117","0.530834154085722","0.467432259474701","0.594236048696743","1"
"Permanent","2017","Not Employed","direct migration background","186","0.387039885300878","0.350213641533081","0.423866129068675","1"
"Permanent","2017","Employed","no migration background","9353","0.852772876228225","0.846117926880941","0.859427825575509","1"
"Permanent","2017","Not Employed","indirect migration background","20","","","","1"
"Permanent","2017","Employed","direct migration background","2171","0.830701431829632","0.81657693833021","0.844825925329054","1"
"Permanent","2017","Employed","indirect migration background","740","0.719801326267496","0.692186609324912","0.747416043210079","1"
"Limited","2018","Not Employed","no migration background","106","0.522105501374866","0.451265826772919","0.592945175976814","2"
"Limited","2018","Not Employed","direct migration background","524","0.670956972063729","0.636492417750129","0.705421526377328","2"
"Limited","2018","Not Employed","indirect migration background","27","","","","2"
"Limited","2018","Employed","no migration background","1418","0.136095748124029","0.129529052438841","0.142662443809216","2"
"Limited","2018","Employed","direct migration background","672","0.18697514799418","0.172623049281986","0.201327246706374","2"
"Limited","2018","Employed","indirect migration background","293","0.291742786300856","0.264036176522716","0.319449396078997","2"
"Permanent","2018","Not Employed","no migration background","85","0.477894498625134","0.407054824023186","0.548734173227081","1"
"Permanent","2018","Not Employed","direct migration background","190","0.329043027936271","0.294578473622672","0.363507582249871","1"
"Permanent","2018","Employed","no migration background","9056","0.863904251875971","0.857337556190784","0.870470947561159","1"
"Permanent","2018","Not Employed","indirect migration background","19","","","","1"
"Permanent","2018","Employed","indirect migration background","741","0.708257213699144","0.680550603921003","0.735963823477285","1"
"Permanent","2018","Employed","direct migration background","2163","0.81302485200582","0.798672753293626","0.827376950718014","1"
"Limited","2019","Not Employed","no migration background","135","0.430606195180688","0.378204234529884","0.483008155831493","2"
"Limited","2019","Not Employed","direct migration background","418","0.565086959831413","0.524706834122404","0.605467085540422","2"
"Limited","2019","Not Employed","indirect migration background","27","","","","2"
"Limited","2019","Employed","no migration background","1306","0.126293163196045","0.119792957247372","0.132793369144717","2"
"Limited","2019","Employed","direct migration background","766","0.193239966748962","0.178578473672728","0.207901459825195","2"
"Limited","2019","Employed","indirect migration background","262","0.281147044609547","0.253114894421422","0.309179194797672","2"
"Permanent","2019","Not Employed","no migration background","208","0.569393804819312","0.516991844168507","0.621795765470117","1"
"Permanent","2019","Not Employed","direct migration background","161","0.434913040168587","0.394532914459578","0.475293165877596","1"
"Permanent","2019","Not Employed","indirect migration background","21","","","","1"
"Permanent","2019","Employed","no migration background","8726","0.873706836803955","0.867206630855283","0.880207042752628","1"
"Permanent","2019","Employed","direct migration background","2020","0.806760033251038","0.792098540174805","0.821421526327272","1"
"Permanent","2019","Employed","indirect migration background","726","0.718852955390453","0.690820805202328","0.746885105578578","1"
