"year","education","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2011","secondary school degree","indirect migration background","7.51","8","169","5","7","9","10","7.26","7.76","8","8"
"2011","secondary school degree","no migration background","6.99","7","5054","5","6","8","9","6.94","7.04","7","8"
"2012","college entrance qualification","direct migration background","8.63","9","105","7","8","10","10","8.37","8.89","8","9"
"2012","college entrance qualification","indirect migration background","8.28","8","139","7","8","9","10","8.09","8.47","8","9"
"2012","college entrance qualification","no migration background","8.2","8","1889","7","8","9","10","8.14","8.26","8","8"
"2012","lower secondary degree","direct migration background","7.66","8","151","5","7","9","10","7.36","7.96","8","8"
"2012","lower secondary degree","indirect migration background","7.43","8","110","3","7","9","10","7.04","7.82","8","8"
"2012","lower secondary degree","no migration background","7.32","8","1123","5","6","9","10","7.2","7.44","8","8"
"2012","no degree/no degree yet","direct migration background","7.52","8","81","5","6","9","10","7.12","7.92","7","8"
"2012","no degree/no degree yet","indirect migration background","8.37","9","47","6","8","10","10","7.85","8.89","8","9"
"2012","no degree/no degree yet","no migration background","7.77","8","222","5","7","9","10","7.54","8","8","8"
"2012","Other degree","direct migration background","7.83","8","612","5","7","9","10","7.69","7.97","8","8"
"2012","Other degree","indirect migration background","","","","","","","","","","",""
"2012","Other degree","no migration background","7.53","8","43","5","7","9","10","6.88","8.18","7","8"
"2012","secondary school degree","direct migration background","8.21","8","110","6","7","9","10","7.9","8.52","8","9"
"2012","secondary school degree","indirect migration background","8.09","8","142","6","7","9","10","7.8","8.38","8","9"
"2012","secondary school degree","no migration background","7.69","8","2110","5","7","9","10","7.62","7.76","8","8"
"2013","college entrance qualification","direct migration background","8.41","9","442","7","8","10","10","8.26","8.56","9","9"
"2013","college entrance qualification","indirect migration background","8.52","9","506","6","8","10","10","8.4","8.64","9","9"
"2013","college entrance qualification","no migration background","7.72","8","4996","5","7","9","9","7.67","7.77","8","8"
"2013","lower secondary degree","direct migration background","7.28","8","579","4","6","9","10","7.1","7.46","8","8"
"2013","lower secondary degree","indirect migration background","7.86","8","408","5","7","10","10","7.67","8.05","8","9"
"2013","lower secondary degree","no migration background","6.55","7","5196","4","5","8","9","6.49","6.61","7","7"
"2013","no degree/no degree yet","direct migration background","7.02","7","442","4","5","9","10","6.81","7.23","8","8"
"2013","no degree/no degree yet","indirect migration background","8.51","9","170","7","8","10","10","8.26","8.76","9","9"
"2013","no degree/no degree yet","no migration background","7.42","8","337","4","6","9","10","7.21","7.63","8","8"
"2013","Other degree","direct migration background","7.57","8","3117","5","7","9","10","7.5","7.64","8","8"
"2013","Other degree","indirect migration background","7.69","8","64","5","7","10","10","7.2","8.18","8","9"
"2013","Other degree","no migration background","6.96","8","162","4","6","9","10","6.6","7.32","7","8"
"2013","secondary school degree","direct migration background","7.62","8","410","5","7","9","10","7.45","7.79","8","9"
"2013","secondary school degree","indirect migration background","8.39","9","385","7","8","9","10","8.22","8.56","9","9"
"2013","secondary school degree","no migration background","7.16","8","5278","5","6","9","9","7.11","7.21","8","8"
"2014","college entrance qualification","direct migration background","","","","","","","","","","",""
"2014","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2014","college entrance qualification","no migration background","","","","","","","","","","",""
"2014","lower secondary degree","direct migration background","","","","","","","","","","",""
"2014","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2014","lower secondary degree","no migration background","","","","","","","","","","",""
"2014","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2014","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2014","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2014","Other degree","direct migration background","","","","","","","","","","",""
"2014","Other degree","indirect migration background","","","","","","","","","","",""
"2014","Other degree","no migration background","","","","","","","","","","",""
"2014","secondary school degree","direct migration background","","","","","","","","","","",""
"2014","secondary school degree","indirect migration background","","","","","","","","","","",""
"2014","secondary school degree","no migration background","","","","","","","","","","",""
"2015","college entrance qualification","direct migration background","","","","","","","","","","",""
"2015","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2015","college entrance qualification","no migration background","","","","","","","","","","",""
"2015","lower secondary degree","direct migration background","","","","","","","","","","",""
"2015","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2015","lower secondary degree","no migration background","","","","","","","","","","",""
"2015","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2015","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2015","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2015","Other degree","direct migration background","","","","","","","","","","",""
"2015","Other degree","indirect migration background","","","","","","","","","","",""
"2015","Other degree","no migration background","","","","","","","","","","",""
"2015","secondary school degree","direct migration background","","","","","","","","","","",""
"2015","secondary school degree","indirect migration background","","","","","","","","","","",""
"2015","secondary school degree","no migration background","","","","","","","","","","",""
"2016","college entrance qualification","direct migration background","","","","","","","","","","",""
"2016","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2016","college entrance qualification","no migration background","","","","","","","","","","",""
"2016","lower secondary degree","direct migration background","","","","","","","","","","",""
"2016","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2016","lower secondary degree","no migration background","","","","","","","","","","",""
"2016","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2016","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2016","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2016","Other degree","direct migration background","","","","","","","","","","",""
"2016","Other degree","indirect migration background","","","","","","","","","","",""
"2016","Other degree","no migration background","","","","","","","","","","",""
"2016","secondary school degree","direct migration background","","","","","","","","","","",""
"2016","secondary school degree","indirect migration background","","","","","","","","","","",""
"2016","secondary school degree","no migration background","","","","","","","","","","",""
"2017","college entrance qualification","direct migration background","","","","","","","","","","",""
"2017","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2017","college entrance qualification","no migration background","","","","","","","","","","",""
"2017","lower secondary degree","direct migration background","","","","","","","","","","",""
"2017","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2017","lower secondary degree","no migration background","","","","","","","","","","",""
"2017","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2017","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2017","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2017","Other degree","direct migration background","","","","","","","","","","",""
"2017","Other degree","indirect migration background","","","","","","","","","","",""
"2017","Other degree","no migration background","","","","","","","","","","",""
"2017","secondary school degree","direct migration background","","","","","","","","","","",""
"2017","secondary school degree","indirect migration background","","","","","","","","","","",""
"2017","secondary school degree","no migration background","","","","","","","","","","",""
"2018","college entrance qualification","direct migration background","8.34","8","389","7","8","9","10","8.2","8.48","8","9"
"2018","college entrance qualification","indirect migration background","8.61","9","561","7","8","9","10","8.5","8.72","9","9"
"2018","college entrance qualification","no migration background","7.92","8","6512","6","7","9","10","7.88","7.96","8","8"
"2018","lower secondary degree","direct migration background","7.57","8","391","5","7","9","10","7.36","7.78","8","8"
"2018","lower secondary degree","indirect migration background","7.75","8","341","5","7","9","10","7.55","7.95","8","9"
"2018","lower secondary degree","no migration background","6.78","7","4612","4","5","8","9","6.72","6.84","7","8"
"2018","no degree/no degree yet","direct migration background","7.27","8","334","4","6","9","10","7.05","7.49","8","8"
"2018","no degree/no degree yet","indirect migration background","8.09","8.92","120","5","8","10","10","7.78","8.4","8","9"
"2018","no degree/no degree yet","no migration background","7.67","8","394","5","6","9","10","7.48","7.86","8","8"
"2018","Other degree","direct migration background","7.66","8","2576","5","7","9","10","7.59","7.73","8","8"
"2018","Other degree","indirect migration background","8.28","8","46","7","8","9","10","7.8","8.76","8","9"
"2018","Other degree","no migration background","7.2","8","142","4","6","9","10","6.81","7.59","7","8"
"2018","secondary school degree","direct migration background","7.92","8","314","6","7","9","10","7.72","8.12","8","9"
"2018","secondary school degree","indirect migration background","8.21","8","410","6","7","10","10","8.05","8.37","8","9"
"2018","secondary school degree","no migration background","7.47","8","6257","5","7","9","10","7.42","7.52","8","8"
