"year","age_gr","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2011","16-34 y.","secondary school degree","7.84","8","1041","5","7","9","10","7.74","7.94","8","8"
"2011","35-65 y.","college entrance qualification","7.46","8","2775","5","7","8","9","7.4","7.52","8","8"
"2011","35-65 y.","lower secondary degree","6.64","7","2731","4","5","8","9","6.57","6.71","7","7"
"2011","35-65 y.","no degree/no degree yet","6.93","7","102","4","5","9","10","6.54","7.32","6","8"
"2011","35-65 y.","Other degree","6.86","7","576","5","5","8","9","6.7","7.02","7","8"
"2011","35-65 y.","secondary school degree","6.92","7","3534","5","6","8","9","6.86","6.98","7","7"
"2011","66 and older","college entrance qualification","6.57","7","788","4","5","8","9","6.44","6.7","7","7"
"2011","66 and older","lower secondary degree","6.01","6","2401","3","5","8","8","5.93","6.09","6","6"
"2011","66 and older","no degree/no degree yet","5.63","5","61","3","4","8","9","5.03","6.23","5","7"
"2011","66 and older","Other degree","6.19","7","201","4","5","8","8","5.91","6.47","6","7"
"2011","66 and older","secondary school degree","6.34","7","819","4","5","8","9","6.21","6.47","6","7"
"2012","16-34 y.","college entrance qualification","8.48","9","408","7","8","9","10","8.37","8.59","8","9"
"2012","16-34 y.","lower secondary degree","7.85","8","497","5","7","9","10","7.7","8","8","8"
"2012","16-34 y.","no degree/no degree yet","8.06","8","274","6","8","9","10","7.87","8.25","8","8"
"2012","16-34 y.","Other degree","8.16","8","200","6","7","9","10","7.94","8.38","8","9"
"2012","16-34 y.","secondary school degree","8.03","8","680","6","7","9","10","7.91","8.15","8","8"
"2012","35-65 y.","college entrance qualification","8.16","8","1722","7","8","9","10","8.1","8.22","8","8"
"2012","35-65 y.","lower secondary degree","7.09","8","878","4","6","9","10","6.95","7.23","8","8"
"2012","35-65 y.","no degree/no degree yet","6.76","7","76","5","5","8","9","6.31","7.21","6","8"
"2012","35-65 y.","Other degree","7.66","8","474","5","7","9","10","7.5","7.82","8","8"
"2012","35-65 y.","secondary school degree","7.61","8","1675","5","7","9","10","7.53","7.69","8","8"
"2012","66 and older","college entrance qualification","","","","","","","","","","",""
"2012","66 and older","lower secondary degree","","","","","","","","","","",""
"2012","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2012","66 and older","Other degree","","","","","","","","","","",""
"2012","66 and older","secondary school degree","","","","","","","","","","",""
"2013","16-34 y.","college entrance qualification","8.5","9","1866","7","8","9","10","8.44","8.56","9","9"
"2013","16-34 y.","lower secondary degree","8.13","8","873","5","7","10","10","8.01","8.25","9","9"
"2013","16-34 y.","no degree/no degree yet","8.26","8","534","6","8","9","10","8.13","8.39","9","9"
"2013","16-34 y.","Other degree","8.67","9","646","7","8","10","10","8.56","8.78","9","9"
"2013","16-34 y.","secondary school degree","8.16","8","1379","6","8","9","10","8.08","8.24","8","9"
"2013","35-65 y.","college entrance qualification","7.7","8","3170","6","7","9","9","7.64","7.76","8","8"
"2013","35-65 y.","lower secondary degree","6.91","7","2826","4","5","8","9","6.83","6.99","7","8"
"2013","35-65 y.","no degree/no degree yet","6.88","7","331","4","5","9","10","6.63","7.13","7","8"
"2013","35-65 y.","Other degree","7.4","8","2413","5","6","9","10","7.32","7.48","8","8"
"2013","35-65 y.","secondary school degree","7.1","8","3739","5","6","8","9","7.04","7.16","8","8"
"2013","66 and older","college entrance qualification","6.68","7","908","4","5","8","9","6.55","6.81","7","7"
"2013","66 and older","lower secondary degree","6.03","6","2484","3","5","8","9","5.95","6.11","6","6"
"2013","66 and older","no degree/no degree yet","5.99","5","84","3","4","8","10","5.46","6.52","5","7"
"2013","66 and older","Other degree","6.72","7","284","4","5","8","9","6.48","6.96","7","7"
"2013","66 and older","secondary school degree","6.55","7","955","4","5","8","9","6.42","6.68","7","7"
"2014","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2014","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2014","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2014","16-34 y.","Other degree","","","","","","","","","","",""
"2014","16-34 y.","secondary school degree","","","","","","","","","","",""
"2014","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2014","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2014","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2014","35-65 y.","Other degree","","","","","","","","","","",""
"2014","35-65 y.","secondary school degree","","","","","","","","","","",""
"2014","66 and older","college entrance qualification","","","","","","","","","","",""
"2014","66 and older","lower secondary degree","","","","","","","","","","",""
"2014","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2014","66 and older","Other degree","","","","","","","","","","",""
"2014","66 and older","secondary school degree","","","","","","","","","","",""
"2015","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2015","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2015","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2015","16-34 y.","Other degree","","","","","","","","","","",""
"2015","16-34 y.","secondary school degree","","","","","","","","","","",""
"2015","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2015","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2015","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2015","35-65 y.","Other degree","","","","","","","","","","",""
"2015","35-65 y.","secondary school degree","","","","","","","","","","",""
"2015","66 and older","college entrance qualification","","","","","","","","","","",""
"2015","66 and older","lower secondary degree","","","","","","","","","","",""
"2015","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2015","66 and older","Other degree","","","","","","","","","","",""
"2015","66 and older","secondary school degree","","","","","","","","","","",""
"2016","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2016","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2016","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2016","16-34 y.","Other degree","","","","","","","","","","",""
"2016","16-34 y.","secondary school degree","","","","","","","","","","",""
"2016","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2016","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2016","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2016","35-65 y.","Other degree","","","","","","","","","","",""
"2016","35-65 y.","secondary school degree","","","","","","","","","","",""
"2016","66 and older","college entrance qualification","","","","","","","","","","",""
"2016","66 and older","lower secondary degree","","","","","","","","","","",""
"2016","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2016","66 and older","Other degree","","","","","","","","","","",""
"2016","66 and older","secondary school degree","","","","","","","","","","",""
"2017","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2017","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2017","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2017","16-34 y.","Other degree","","","","","","","","","","",""
"2017","16-34 y.","secondary school degree","","","","","","","","","","",""
"2017","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2017","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2017","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2017","35-65 y.","Other degree","","","","","","","","","","",""
"2017","35-65 y.","secondary school degree","","","","","","","","","","",""
"2017","66 and older","college entrance qualification","","","","","","","","","","",""
"2017","66 and older","lower secondary degree","","","","","","","","","","",""
"2017","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2017","66 and older","Other degree","","","","","","","","","","",""
"2017","66 and older","secondary school degree","","","","","","","","","","",""
"2018","16-34 y.","college entrance qualification","8.57","9","2109","7","8","9","10","8.52","8.62","9","9"
"2018","16-34 y.","lower secondary degree","8.08","8","760","5","7","10","10","7.96","8.2","8","9"
"2018","16-34 y.","no degree/no degree yet","8.31","8","466","7","8","9","10","8.18","8.44","8","9"
"2018","16-34 y.","Other degree","8.68","9","487","7","8","10","10","8.56","8.8","9","9"
"2018","16-34 y.","secondary school degree","8.25","8","1267","6","8","9","10","8.17","8.33","9","9"
"2018","35-65 y.","college entrance qualification","7.95","8","4350","6","7","9","10","7.91","7.99","8","8"
"2018","35-65 y.","lower secondary degree","7.07","7","2572","5","6","8","10","6.99","7.15","8","8"
"2018","35-65 y.","no degree/no degree yet","7.27","8","327","5","6","9","10","7.03","7.51","7","8"
"2018","35-65 y.","Other degree","7.66","8","1972","5","7","9","10","7.58","7.74","8","8"
"2018","35-65 y.","secondary school degree","7.56","8","4588","5","7","9","10","7.51","7.61","8","8"
"2018","66 and older","college entrance qualification","6.96","7","1003","5","6","8","9","6.84","7.08","7","8"
"2018","66 and older","lower secondary degree","6.38","7","2012","3","5","8","9","6.29","6.47","7","7"
"2018","66 and older","no degree/no degree yet","5.6","5.92","55","2","4","7","9","4.96","6.24","5","7"
"2018","66 and older","Other degree","6.73","7","305","4","6","8","9","6.49","6.97","7","7"
"2018","66 and older","secondary school degree","6.71","7","1126","4","5","8","9","6.59","6.83","7","7"
