"plh0178","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1995","Saxony","Rural Area","","","","","0"
"0 Completely dissatisfied","1995","Saxony-Anhalt","Urban Area","","","","","0"
"0 Completely dissatisfied","1995","Saxony-Anhalt","Rural Area","","","","","0"
"0 Completely dissatisfied","1995","Thuringia","Urban Area","","","","","0"
"0 Completely dissatisfied","1995","Thuringia","Rural Area","","","","","0"
"0 Completely dissatisfied","1995","Schleswig-Holstein","Urban Area","","","","","0"
"0 Completely dissatisfied","1995","Schleswig-Holstein","Rural Area","","","","","0"
"0 Completely dissatisfied","1995","Hamburg","Urban Area","","","","","0"
"0 Completely dissatisfied","1995","Hamburg","Rural Area","","","","","0"
"0 Completely dissatisfied","1995","Lower Saxony","Urban Area","","","","","0"
"0 Completely dissatisfied","1995","Lower Saxony","Rural Area","","","","","0"
"0 Completely dissatisfied","1995","Bremen","Urban Area","","","","","0"
"0 Completely dissatisfied","1995","Bremen","Rural Area","","","","","0"
"0 Completely dissatisfied","1995","North Rhine-Westphalia","Urban Area","","","","","0"
"0 Completely dissatisfied","1995","North Rhine-Westphalia","Rural Area","","","","","0"
"1 on Scale 1 to 10","1995","Brandenburg","Urban Area","","","","","1"
"1 on Scale 1 to 10","1995","Brandenburg","Rural Area","","","","","1"
"1 on Scale 1 to 10","1995","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"1 on Scale 1 to 10","1995","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"1 on Scale 1 to 10","1995","Saxony","Urban Area","","","","","1"
"1 on Scale 1 to 10","1995","Saxony","Rural Area","","","","","1"
"1 on Scale 1 to 10","1995","Schleswig-Holstein","Urban Area","","","","","1"
"1 on Scale 1 to 10","1995","Schleswig-Holstein","Rural Area","","","","","1"
"1 on Scale 1 to 10","1995","Baden-Württemberg","Urban Area","","","","","1"
"1 on Scale 1 to 10","1995","Baden-Württemberg","Rural Area","","","","","1"
"1 on Scale 1 to 10","1995","Bavaria","Urban Area","","","","","1"
"1 on Scale 1 to 10","1995","Bavaria","Rural Area","","","","","1"
"1 on Scale 1 to 10","1995","Berlin","Urban Area","","","","","1"
"1 on Scale 1 to 10","1995","Berlin","Rural Area","","","","","1"
"1 on Scale 1 to 10","1995","Saxony-Anhalt","Urban Area","","","","","1"
"1 on Scale 1 to 10","1995","Saxony-Anhalt","Rural Area","","","","","1"
"1 on Scale 1 to 10","1995","Thuringia","Urban Area","","","","","1"
"1 on Scale 1 to 10","1995","Thuringia","Rural Area","","","","","1"
"1 on Scale 1 to 10","1995","Hamburg","Urban Area","","","","","1"
"1 on Scale 1 to 10","1995","Hamburg","Rural Area","","","","","1"
"1 on Scale 1 to 10","1995","Lower Saxony","Urban Area","","","","","1"
"1 on Scale 1 to 10","1995","Lower Saxony","Rural Area","","","","","1"
"1 on Scale 1 to 10","1995","Bremen","Urban Area","","","","","1"
"1 on Scale 1 to 10","1995","Bremen","Rural Area","","","","","1"
"1 on Scale 1 to 10","1995","North Rhine-Westphalia","Urban Area","","","","","1"
"1 on Scale 1 to 10","1995","North Rhine-Westphalia","Rural Area","","","","","1"
"1 on Scale 1 to 10","1995","Hesse","Urban Area","","","","","1"
"1 on Scale 1 to 10","1995","Hesse","Rural Area","","","","","1"
"1 on Scale 1 to 10","1995","Rhineland-Palatinate,Saarland","Urban Area","","","","","1"
"1 on Scale 1 to 10","1995","Rhineland-Palatinate,Saarland","Rural Area","","","","","1"
"10 Completely satisfied","1995","Saxony","Rural Area","","","","","10"
"10 Completely satisfied","1995","Mecklenburg-Western Pomerania","Urban Area","","","","","10"
"10 Completely satisfied","1995","Saxony","Urban Area","","","","","10"
"10 Completely satisfied","1995","Saxony-Anhalt","Urban Area","","","","","10"
"10 Completely satisfied","1995","Saxony-Anhalt","Rural Area","","","","","10"
"10 Completely satisfied","1995","Thuringia","Urban Area","","","","","10"
"10 Completely satisfied","1995","Thuringia","Rural Area","","","","","10"
"10 Completely satisfied","1995","Mecklenburg-Western Pomerania","Rural Area","","","","","10"
"10 Completely satisfied","1995","Brandenburg","Urban Area","","","","","10"
"10 Completely satisfied","1995","Brandenburg","Rural Area","","","","","10"
"10 Completely satisfied","1995","Schleswig-Holstein","Urban Area","","","","","10"
"10 Completely satisfied","1995","Schleswig-Holstein","Rural Area","","","","","10"
"10 Completely satisfied","1995","Hamburg","Urban Area","","","","","10"
"10 Completely satisfied","1995","Hamburg","Rural Area","","","","","10"
"10 Completely satisfied","1995","Lower Saxony","Urban Area","","","","","10"
"10 Completely satisfied","1995","Lower Saxony","Rural Area","","","","","10"
"10 Completely satisfied","1995","Bremen","Urban Area","","","","","10"
"10 Completely satisfied","1995","Bremen","Rural Area","","","","","10"
"10 Completely satisfied","1995","North Rhine-Westphalia","Urban Area","","","","","10"
"10 Completely satisfied","1995","North Rhine-Westphalia","Rural Area","","","","","10"
"10 Completely satisfied","1995","Hesse","Urban Area","","","","","10"
"10 Completely satisfied","1995","Hesse","Rural Area","","","","","10"
"10 Completely satisfied","1995","Rhineland-Palatinate,Saarland","Urban Area","","","","","10"
"10 Completely satisfied","1995","Rhineland-Palatinate,Saarland","Rural Area","","","","","10"
"10 Completely satisfied","1995","Baden-Württemberg","Urban Area","","","","","10"
"10 Completely satisfied","1995","Baden-Württemberg","Rural Area","","","","","10"
"10 Completely satisfied","1995","Bavaria","Urban Area","","","","","10"
"10 Completely satisfied","1995","Bavaria","Rural Area","","","","","10"
"10 Completely satisfied","1995","Berlin","Urban Area","","","","","10"
"10 Completely satisfied","1995","Berlin","Rural Area","","","","","10"
"2 on Scale 1 to 10","1995","Saxony-Anhalt","Rural Area","","","","","2"
"2 on Scale 1 to 10","1995","Thuringia","Urban Area","","","","","2"
"2 on Scale 1 to 10","1995","Saxony","Rural Area","","","","","2"
"2 on Scale 1 to 10","1995","Saxony-Anhalt","Urban Area","","","","","2"
"2 on Scale 1 to 10","1995","Saxony","Urban Area","","","","","2"
"2 on Scale 1 to 10","1995","Thuringia","Rural Area","","","","","2"
"2 on Scale 1 to 10","1995","Brandenburg","Rural Area","","","","","2"
"2 on Scale 1 to 10","1995","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"2 on Scale 1 to 10","1995","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"2 on Scale 1 to 10","1995","Brandenburg","Urban Area","","","","","2"
"2 on Scale 1 to 10","1995","Hesse","Urban Area","","","","","2"
"2 on Scale 1 to 10","1995","Hesse","Rural Area","","","","","2"
"2 on Scale 1 to 10","1995","Rhineland-Palatinate,Saarland","Urban Area","","","","","2"
"2 on Scale 1 to 10","1995","Rhineland-Palatinate,Saarland","Rural Area","","","","","2"
"2 on Scale 1 to 10","1995","Baden-Württemberg","Urban Area","","","","","2"
"2 on Scale 1 to 10","1995","Baden-Württemberg","Rural Area","","","","","2"
"2 on Scale 1 to 10","1995","Schleswig-Holstein","Urban Area","","","","","2"
"2 on Scale 1 to 10","1995","Schleswig-Holstein","Rural Area","","","","","2"
"2 on Scale 1 to 10","1995","Hamburg","Urban Area","","","","","2"
"2 on Scale 1 to 10","1995","Hamburg","Rural Area","","","","","2"
"2 on Scale 1 to 10","1995","Lower Saxony","Urban Area","","","","","2"
"2 on Scale 1 to 10","1995","Lower Saxony","Rural Area","","","","","2"
"2 on Scale 1 to 10","1995","Bavaria","Urban Area","","","","","2"
"2 on Scale 1 to 10","1995","Bavaria","Rural Area","","","","","2"
"2 on Scale 1 to 10","1995","Berlin","Urban Area","","","","","2"
"2 on Scale 1 to 10","1995","Berlin","Rural Area","","","","","2"
"2 on Scale 1 to 10","1995","Bremen","Urban Area","","","","","2"
"2 on Scale 1 to 10","1995","Bremen","Rural Area","","","","","2"
"2 on Scale 1 to 10","1995","North Rhine-Westphalia","Urban Area","","","","","2"
"2 on Scale 1 to 10","1995","North Rhine-Westphalia","Rural Area","","","","","2"
"3 on Scale 1 to 10","1995","Saxony-Anhalt","Urban Area","","","","","3"
"3 on Scale 1 to 10","1995","Hesse","Urban Area","","","","","3"
"3 on Scale 1 to 10","1995","Brandenburg","Urban Area","","","","","3"
"3 on Scale 1 to 10","1995","Hesse","Rural Area","","","","","3"
"3 on Scale 1 to 10","1995","Saxony-Anhalt","Rural Area","","","","","3"
"3 on Scale 1 to 10","1995","Thuringia","Urban Area","","","","","3"
"3 on Scale 1 to 10","1995","Thuringia","Rural Area","","","","","3"
"3 on Scale 1 to 10","1995","Brandenburg","Rural Area","","","","","3"
"3 on Scale 1 to 10","1995","Saxony","Urban Area","","","","","3"
"3 on Scale 1 to 10","1995","Saxony","Rural Area","","","","","3"
"3 on Scale 1 to 10","1995","Mecklenburg-Western Pomerania","Rural Area","","","","","3"
"3 on Scale 1 to 10","1995","Hamburg","Rural Area","","","","","3"
"3 on Scale 1 to 10","1995","Mecklenburg-Western Pomerania","Urban Area","","","","","3"
"3 on Scale 1 to 10","1995","Schleswig-Holstein","Rural Area","","","","","3"
"3 on Scale 1 to 10","1995","Hamburg","Urban Area","","","","","3"
"3 on Scale 1 to 10","1995","Lower Saxony","Urban Area","","","","","3"
"3 on Scale 1 to 10","1995","Lower Saxony","Rural Area","","","","","3"
"3 on Scale 1 to 10","1995","Bremen","Urban Area","","","","","3"
"3 on Scale 1 to 10","1995","Bremen","Rural Area","","","","","3"
"3 on Scale 1 to 10","1995","North Rhine-Westphalia","Urban Area","","","","","3"
"3 on Scale 1 to 10","1995","North Rhine-Westphalia","Rural Area","","","","","3"
"3 on Scale 1 to 10","1995","Rhineland-Palatinate,Saarland","Urban Area","","","","","3"
"3 on Scale 1 to 10","1995","Rhineland-Palatinate,Saarland","Rural Area","","","","","3"
"3 on Scale 1 to 10","1995","Baden-Württemberg","Urban Area","","","","","3"
"3 on Scale 1 to 10","1995","Baden-Württemberg","Rural Area","","","","","3"
"3 on Scale 1 to 10","1995","Bavaria","Urban Area","","","","","3"
"3 on Scale 1 to 10","1995","Bavaria","Rural Area","","","","","3"
"3 on Scale 1 to 10","1995","Berlin","Urban Area","","","","","3"
"3 on Scale 1 to 10","1995","Schleswig-Holstein","Urban Area","","","","","3"
"3 on Scale 1 to 10","1995","Berlin","Rural Area","","","","","3"
"4 on Scale 1 to 10","1995","Saxony","Urban Area","","","","","4"
"4 on Scale 1 to 10","1995","Mecklenburg-Western Pomerania","Rural Area","","","","","4"
"4 on Scale 1 to 10","1995","Brandenburg","Urban Area","","","","","4"
"4 on Scale 1 to 10","1995","Mecklenburg-Western Pomerania","Urban Area","","","","","4"
"4 on Scale 1 to 10","1995","Schleswig-Holstein","Urban Area","","","","","4"
"4 on Scale 1 to 10","1995","Brandenburg","Rural Area","","","","","4"
"4 on Scale 1 to 10","1995","Schleswig-Holstein","Rural Area","","","","","4"
"4 on Scale 1 to 10","1995","Hesse","Urban Area","","","","","4"
"4 on Scale 1 to 10","1995","Hesse","Rural Area","","","","","4"
"4 on Scale 1 to 10","1995","Rhineland-Palatinate,Saarland","Urban Area","","","","","4"
"4 on Scale 1 to 10","1995","Rhineland-Palatinate,Saarland","Rural Area","","","","","4"
"4 on Scale 1 to 10","1995","Baden-Württemberg","Urban Area","","","","","4"
"4 on Scale 1 to 10","1995","Baden-Württemberg","Rural Area","","","","","4"
"4 on Scale 1 to 10","1995","Berlin","Rural Area","","","","","4"
"4 on Scale 1 to 10","1995","Saxony","Rural Area","","","","","4"
"4 on Scale 1 to 10","1995","Saxony-Anhalt","Urban Area","","","","","4"
"4 on Scale 1 to 10","1995","Saxony-Anhalt","Rural Area","","","","","4"
"4 on Scale 1 to 10","1995","Thuringia","Urban Area","","","","","4"
"4 on Scale 1 to 10","1995","Thuringia","Rural Area","","","","","4"
"4 on Scale 1 to 10","1995","Bavaria","Urban Area","","","","","4"
"4 on Scale 1 to 10","1995","Bavaria","Rural Area","","","","","4"
"4 on Scale 1 to 10","1995","Berlin","Urban Area","","","","","4"
"4 on Scale 1 to 10","1995","Hamburg","Urban Area","","","","","4"
"4 on Scale 1 to 10","1995","Hamburg","Rural Area","","","","","4"
"4 on Scale 1 to 10","1995","Lower Saxony","Urban Area","","","","","4"
"4 on Scale 1 to 10","1995","Lower Saxony","Rural Area","","","","","4"
"4 on Scale 1 to 10","1995","Bremen","Urban Area","","","","","4"
"4 on Scale 1 to 10","1995","Bremen","Rural Area","","","","","4"
"4 on Scale 1 to 10","1995","North Rhine-Westphalia","Urban Area","","","","","4"
"4 on Scale 1 to 10","1995","North Rhine-Westphalia","Rural Area","","","","","4"
"5 on Scale 1 to 10","1995","Thuringia","Urban Area","","","","","5"
"5 on Scale 1 to 10","1995","Saxony-Anhalt","Urban Area","","","","","5"
"5 on Scale 1 to 10","1995","Saxony-Anhalt","Rural Area","","","","","5"
"5 on Scale 1 to 10","1995","Saxony","Rural Area","","","","","5"
"5 on Scale 1 to 10","1995","Saxony","Urban Area","","","","","5"
"5 on Scale 1 to 10","1995","Thuringia","Rural Area","","","","","5"
"5 on Scale 1 to 10","1995","Mecklenburg-Western Pomerania","Urban Area","","","","","5"
"5 on Scale 1 to 10","1995","Mecklenburg-Western Pomerania","Rural Area","","","","","5"
"5 on Scale 1 to 10","1995","Brandenburg","Rural Area","","","","","5"
"5 on Scale 1 to 10","1995","Baden-Württemberg","Urban Area","","","","","5"
"5 on Scale 1 to 10","1995","Brandenburg","Urban Area","","","","","5"
"5 on Scale 1 to 10","1995","Berlin","Urban Area","","","","","5"
"5 on Scale 1 to 10","1995","Berlin","Rural Area","","","","","5"
"5 on Scale 1 to 10","1995","Schleswig-Holstein","Urban Area","","","","","5"
"5 on Scale 1 to 10","1995","Schleswig-Holstein","Rural Area","","","","","5"
"5 on Scale 1 to 10","1995","Hamburg","Urban Area","","","","","5"
"5 on Scale 1 to 10","1995","Hamburg","Rural Area","","","","","5"
"5 on Scale 1 to 10","1995","Lower Saxony","Urban Area","","","","","5"
"5 on Scale 1 to 10","1995","Hesse","Urban Area","","","","","5"
"5 on Scale 1 to 10","1995","Hesse","Rural Area","","","","","5"
"5 on Scale 1 to 10","1995","Rhineland-Palatinate,Saarland","Urban Area","","","","","5"
"5 on Scale 1 to 10","1995","Rhineland-Palatinate,Saarland","Rural Area","","","","","5"
"5 on Scale 1 to 10","1995","Baden-Württemberg","Rural Area","","","","","5"
"5 on Scale 1 to 10","1995","Bavaria","Urban Area","","","","","5"
"5 on Scale 1 to 10","1995","Bavaria","Rural Area","","","","","5"
"5 on Scale 1 to 10","1995","Lower Saxony","Rural Area","","","","","5"
"5 on Scale 1 to 10","1995","Bremen","Urban Area","","","","","5"
"5 on Scale 1 to 10","1995","Bremen","Rural Area","","","","","5"
"5 on Scale 1 to 10","1995","North Rhine-Westphalia","Urban Area","","","","","5"
"5 on Scale 1 to 10","1995","North Rhine-Westphalia","Rural Area","","","","","5"
"6 on Scale 1 to 10","1995","Saxony-Anhalt","Urban Area","","","","","6"
"6 on Scale 1 to 10","1995","Saxony-Anhalt","Rural Area","","","","","6"
"6 on Scale 1 to 10","1995","Thuringia","Urban Area","","","","","6"
"6 on Scale 1 to 10","1995","Saxony","Rural Area","","","","","6"
"6 on Scale 1 to 10","1995","Thuringia","Rural Area","","","","","6"
"6 on Scale 1 to 10","1995","Hesse","Urban Area","","","","","6"
"6 on Scale 1 to 10","1995","Hesse","Rural Area","","","","","6"
"6 on Scale 1 to 10","1995","Rhineland-Palatinate,Saarland","Urban Area","","","","","6"
"6 on Scale 1 to 10","1995","Rhineland-Palatinate,Saarland","Rural Area","","","","","6"
"6 on Scale 1 to 10","1995","Baden-Württemberg","Urban Area","","","","","6"
"6 on Scale 1 to 10","1995","Baden-Württemberg","Rural Area","","","","","6"
"6 on Scale 1 to 10","1995","Bavaria","Urban Area","","","","","6"
"6 on Scale 1 to 10","1995","Brandenburg","Urban Area","","","","","6"
"6 on Scale 1 to 10","1995","Brandenburg","Rural Area","","","","","6"
"6 on Scale 1 to 10","1995","Mecklenburg-Western Pomerania","Urban Area","","","","","6"
"6 on Scale 1 to 10","1995","Mecklenburg-Western Pomerania","Rural Area","","","","","6"
"6 on Scale 1 to 10","1995","Saxony","Urban Area","","","","","6"
"6 on Scale 1 to 10","1995","Bavaria","Rural Area","","","","","6"
"6 on Scale 1 to 10","1995","Berlin","Urban Area","","","","","6"
"6 on Scale 1 to 10","1995","Berlin","Rural Area","","","","","6"
"6 on Scale 1 to 10","1995","Schleswig-Holstein","Urban Area","","","","","6"
"6 on Scale 1 to 10","1995","Schleswig-Holstein","Rural Area","","","","","6"
"6 on Scale 1 to 10","1995","Hamburg","Urban Area","","","","","6"
"6 on Scale 1 to 10","1995","Hamburg","Rural Area","","","","","6"
"6 on Scale 1 to 10","1995","Lower Saxony","Urban Area","","","","","6"
"6 on Scale 1 to 10","1995","Lower Saxony","Rural Area","","","","","6"
"6 on Scale 1 to 10","1995","Bremen","Urban Area","","","","","6"
"6 on Scale 1 to 10","1995","Bremen","Rural Area","","","","","6"
"6 on Scale 1 to 10","1995","North Rhine-Westphalia","Urban Area","","","","","6"
"6 on Scale 1 to 10","1995","North Rhine-Westphalia","Rural Area","","","","","6"
"7 on Scale 1 to 10","1995","Saxony","Rural Area","","","","","7"
"7 on Scale 1 to 10","1995","Thuringia","Urban Area","","","","","7"
"7 on Scale 1 to 10","1995","Thuringia","Rural Area","","","","","7"
"7 on Scale 1 to 10","1995","Hesse","Urban Area","","","","","7"
"7 on Scale 1 to 10","1995","Baden-Württemberg","Urban Area","","","","","7"
"7 on Scale 1 to 10","1995","Baden-Württemberg","Rural Area","","","","","7"
"7 on Scale 1 to 10","1995","Brandenburg","Rural Area","","","","","7"
"7 on Scale 1 to 10","1995","Mecklenburg-Western Pomerania","Urban Area","","","","","7"
"7 on Scale 1 to 10","1995","Mecklenburg-Western Pomerania","Rural Area","","","","","7"
"7 on Scale 1 to 10","1995","Saxony","Urban Area","","","","","7"
"7 on Scale 1 to 10","1995","Saxony-Anhalt","Rural Area","","","","","7"
"7 on Scale 1 to 10","1995","Hesse","Rural Area","","","","","7"
"7 on Scale 1 to 10","1995","Rhineland-Palatinate,Saarland","Urban Area","","","","","7"
"7 on Scale 1 to 10","1995","Rhineland-Palatinate,Saarland","Rural Area","","","","","7"
"7 on Scale 1 to 10","1995","Saxony-Anhalt","Urban Area","","","","","7"
"7 on Scale 1 to 10","1995","Hamburg","Rural Area","","","","","7"
"7 on Scale 1 to 10","1995","Brandenburg","Urban Area","","","","","7"
"7 on Scale 1 to 10","1995","Schleswig-Holstein","Rural Area","","","","","7"
"7 on Scale 1 to 10","1995","Hamburg","Urban Area","","","","","7"
"7 on Scale 1 to 10","1995","Lower Saxony","Urban Area","","","","","7"
"7 on Scale 1 to 10","1995","Lower Saxony","Rural Area","","","","","7"
"7 on Scale 1 to 10","1995","Bremen","Urban Area","","","","","7"
"7 on Scale 1 to 10","1995","Bremen","Rural Area","","","","","7"
"7 on Scale 1 to 10","1995","North Rhine-Westphalia","Urban Area","","","","","7"
"7 on Scale 1 to 10","1995","North Rhine-Westphalia","Rural Area","","","","","7"
"7 on Scale 1 to 10","1995","Bavaria","Rural Area","","","","","7"
"7 on Scale 1 to 10","1995","Berlin","Urban Area","","","","","7"
"7 on Scale 1 to 10","1995","Berlin","Rural Area","","","","","7"
"7 on Scale 1 to 10","1995","Schleswig-Holstein","Urban Area","","","","","7"
"7 on Scale 1 to 10","1995","Bavaria","Urban Area","","","","","7"
"8 on Scale 1 to 10","1995","Saxony","Urban Area","","","","","8"
"8 on Scale 1 to 10","1995","Mecklenburg-Western Pomerania","Rural Area","","","","","8"
"8 on Scale 1 to 10","1995","Brandenburg","Rural Area","","","","","8"
"8 on Scale 1 to 10","1995","Saxony","Rural Area","","","","","8"
"8 on Scale 1 to 10","1995","Saxony-Anhalt","Urban Area","","","","","8"
"8 on Scale 1 to 10","1995","Saxony-Anhalt","Rural Area","","","","","8"
"8 on Scale 1 to 10","1995","Brandenburg","Urban Area","","","","","8"
"8 on Scale 1 to 10","1995","Berlin","Urban Area","","","","","8"
"8 on Scale 1 to 10","1995","Mecklenburg-Western Pomerania","Urban Area","","","","","8"
"8 on Scale 1 to 10","1995","Thuringia","Urban Area","","","","","8"
"8 on Scale 1 to 10","1995","Schleswig-Holstein","Urban Area","","","","","8"
"8 on Scale 1 to 10","1995","Schleswig-Holstein","Rural Area","","","","","8"
"8 on Scale 1 to 10","1995","Hamburg","Urban Area","","","","","8"
"8 on Scale 1 to 10","1995","Hamburg","Rural Area","","","","","8"
"8 on Scale 1 to 10","1995","Lower Saxony","Urban Area","","","","","8"
"8 on Scale 1 to 10","1995","Lower Saxony","Rural Area","","","","","8"
"8 on Scale 1 to 10","1995","Baden-Württemberg","Urban Area","","","","","8"
"8 on Scale 1 to 10","1995","Baden-Württemberg","Rural Area","","","","","8"
"8 on Scale 1 to 10","1995","Bavaria","Urban Area","","","","","8"
"8 on Scale 1 to 10","1995","Bavaria","Rural Area","","","","","8"
"8 on Scale 1 to 10","1995","Berlin","Rural Area","","","","","8"
"8 on Scale 1 to 10","1995","Thuringia","Rural Area","","","","","8"
"8 on Scale 1 to 10","1995","Hesse","Urban Area","","","","","8"
"8 on Scale 1 to 10","1995","Hesse","Rural Area","","","","","8"
"8 on Scale 1 to 10","1995","Rhineland-Palatinate,Saarland","Urban Area","","","","","8"
"8 on Scale 1 to 10","1995","Rhineland-Palatinate,Saarland","Rural Area","","","","","8"
"8 on Scale 1 to 10","1995","Bremen","Urban Area","","","","","8"
"8 on Scale 1 to 10","1995","Bremen","Rural Area","","","","","8"
"8 on Scale 1 to 10","1995","North Rhine-Westphalia","Urban Area","","","","","8"
"8 on Scale 1 to 10","1995","North Rhine-Westphalia","Rural Area","","","","","8"
"9 on Scale 1 to 10","1995","Mecklenburg-Western Pomerania","Rural Area","","","","","9"
"9 on Scale 1 to 10","1995","Saxony","Rural Area","","","","","9"
"9 on Scale 1 to 10","1995","Saxony-Anhalt","Urban Area","","","","","9"
"9 on Scale 1 to 10","1995","Saxony","Urban Area","","","","","9"
"9 on Scale 1 to 10","1995","Mecklenburg-Western Pomerania","Urban Area","","","","","9"
"9 on Scale 1 to 10","1995","Saxony-Anhalt","Rural Area","","","","","9"
"9 on Scale 1 to 10","1995","Thuringia","Urban Area","","","","","9"
"9 on Scale 1 to 10","1995","Brandenburg","Rural Area","","","","","9"
"9 on Scale 1 to 10","1995","Thuringia","Rural Area","","","","","9"
"9 on Scale 1 to 10","1995","Schleswig-Holstein","Urban Area","","","","","9"
"9 on Scale 1 to 10","1995","Schleswig-Holstein","Rural Area","","","","","9"
"9 on Scale 1 to 10","1995","Hamburg","Urban Area","","","","","9"
"9 on Scale 1 to 10","1995","Hesse","Urban Area","","","","","9"
"9 on Scale 1 to 10","1995","Brandenburg","Urban Area","","","","","9"
"9 on Scale 1 to 10","1995","Berlin","Urban Area","","","","","9"
"9 on Scale 1 to 10","1995","Berlin","Rural Area","","","","","9"
"9 on Scale 1 to 10","1995","Baden-Württemberg","Rural Area","","","","","9"
"9 on Scale 1 to 10","1995","Bavaria","Urban Area","","","","","9"
"9 on Scale 1 to 10","1995","Bavaria","Rural Area","","","","","9"
"9 on Scale 1 to 10","1995","Hamburg","Rural Area","","","","","9"
"9 on Scale 1 to 10","1995","Lower Saxony","Urban Area","","","","","9"
"9 on Scale 1 to 10","1995","Lower Saxony","Rural Area","","","","","9"
"9 on Scale 1 to 10","1995","Bremen","Urban Area","","","","","9"
"9 on Scale 1 to 10","1995","Bremen","Rural Area","","","","","9"
"9 on Scale 1 to 10","1995","North Rhine-Westphalia","Urban Area","","","","","9"
"9 on Scale 1 to 10","1995","Hesse","Rural Area","","","","","9"
"9 on Scale 1 to 10","1995","Rhineland-Palatinate,Saarland","Urban Area","","","","","9"
"9 on Scale 1 to 10","1995","Rhineland-Palatinate,Saarland","Rural Area","","","","","9"
"9 on Scale 1 to 10","1995","Baden-Württemberg","Urban Area","","","","","9"
"9 on Scale 1 to 10","1995","North Rhine-Westphalia","Rural Area","","","","","9"
"0 Completely dissatisfied","1996","Hesse","Urban Area","4","","","","0"
"0 Completely dissatisfied","1996","Hesse","Rural Area","1","","","","0"
"0 Completely dissatisfied","1996","Rhineland-Palatinate,Saarland","Urban Area","13","","","","0"
"0 Completely dissatisfied","1996","Rhineland-Palatinate,Saarland","Rural Area","","","","","0"
"0 Completely dissatisfied","1996","Baden-Württemberg","Urban Area","13","","","","0"
"0 Completely dissatisfied","1996","Baden-Württemberg","Rural Area","","","","","0"
"0 Completely dissatisfied","1996","Bavaria","Urban Area","13","","","","0"
"0 Completely dissatisfied","1996","Bavaria","Rural Area","8","","","","0"
"0 Completely dissatisfied","1996","Berlin","Urban Area","8","","","","0"
"0 Completely dissatisfied","1996","Berlin","Rural Area","","","","","0"
"0 Completely dissatisfied","1996","Brandenburg","Urban Area","","","","","0"
"0 Completely dissatisfied","1996","Brandenburg","Rural Area","5","","","","0"
"0 Completely dissatisfied","1996","Mecklenburg-Western Pomerania","Urban Area","1","","","","0"
"0 Completely dissatisfied","1996","Mecklenburg-Western Pomerania","Rural Area","2","","","","0"
"0 Completely dissatisfied","1996","Saxony","Urban Area","6","","","","0"
"0 Completely dissatisfied","1996","Saxony","Rural Area","10","","","","0"
"0 Completely dissatisfied","1996","Saxony-Anhalt","Urban Area","5","","","","0"
"0 Completely dissatisfied","1996","Saxony-Anhalt","Rural Area","4","","","","0"
"0 Completely dissatisfied","1996","Thuringia","Urban Area","4","","","","0"
"0 Completely dissatisfied","1996","Thuringia","Rural Area","7","","","","0"
"0 Completely dissatisfied","1996","Schleswig-Holstein","Urban Area","","","","","0"
"0 Completely dissatisfied","1996","Schleswig-Holstein","Rural Area","1","","","","0"
"0 Completely dissatisfied","1996","Hamburg","Rural Area","","","","","0"
"0 Completely dissatisfied","1996","Bremen","Urban Area","","","","","0"
"0 Completely dissatisfied","1996","Bremen","Rural Area","","","","","0"
"0 Completely dissatisfied","1996","North Rhine-Westphalia","Urban Area","17","","","","0"
"0 Completely dissatisfied","1996","North Rhine-Westphalia","Rural Area","","","","","0"
"0 Completely dissatisfied","1996","Hamburg","Urban Area","1","","","","0"
"0 Completely dissatisfied","1996","Lower Saxony","Rural Area","3","","","","0"
"0 Completely dissatisfied","1996","Lower Saxony","Urban Area","2","","","","0"
"1 on Scale 1 to 10","1996","Brandenburg","Urban Area","","","","","1"
"1 on Scale 1 to 10","1996","Brandenburg","Rural Area","5","","","","1"
"1 on Scale 1 to 10","1996","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"1 on Scale 1 to 10","1996","Mecklenburg-Western Pomerania","Rural Area","2","","","","1"
"1 on Scale 1 to 10","1996","Saxony","Urban Area","15","","","","1"
"1 on Scale 1 to 10","1996","Saxony","Rural Area","5","","","","1"
"1 on Scale 1 to 10","1996","Saxony-Anhalt","Urban Area","4","","","","1"
"1 on Scale 1 to 10","1996","Saxony-Anhalt","Rural Area","11","","","","1"
"1 on Scale 1 to 10","1996","Thuringia","Urban Area","","","","","1"
"1 on Scale 1 to 10","1996","Thuringia","Rural Area","15","","","","1"
"1 on Scale 1 to 10","1996","Baden-Württemberg","Urban Area","22","","","","1"
"1 on Scale 1 to 10","1996","Baden-Württemberg","Rural Area","1","","","","1"
"1 on Scale 1 to 10","1996","Bavaria","Urban Area","10","","","","1"
"1 on Scale 1 to 10","1996","Schleswig-Holstein","Urban Area","2","","","","1"
"1 on Scale 1 to 10","1996","Schleswig-Holstein","Rural Area","2","","","","1"
"1 on Scale 1 to 10","1996","Rhineland-Palatinate,Saarland","Rural Area","2","","","","1"
"1 on Scale 1 to 10","1996","Bavaria","Rural Area","16","","","","1"
"1 on Scale 1 to 10","1996","Berlin","Urban Area","7","","","","1"
