"hlf0001_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Nursing Home/Retirement Community","1990","indirect migration background","in school","","","",""
"Nursing Home/Retirement Community","1990","indirect migration background","inadequately","","","",""
"Nursing Home/Retirement Community","1990","indirect migration background","general elemantary","","","",""
"Nursing Home/Retirement Community","1990","indirect migration background","middle vocational","","","",""
"Nursing Home/Retirement Community","1990","indirect migration background","vocational + Abi","","","",""
"Nursing Home/Retirement Community","1990","indirect migration background","higher vocational","","","",""
"Nursing Home/Retirement Community","1990","indirect migration background","higher education","","","",""
"Tenant","1990","no migration background","in school","","","",""
"Tenant","1990","no migration background","inadequately","","","",""
"Tenant","1990","no migration background","general elemantary","1","","",""
"Tenant","1990","no migration background","middle vocational","4","","",""
"Tenant","1990","no migration background","vocational + Abi","1","","",""
"Tenant","1990","no migration background","higher vocational","","","",""
"Tenant","1990","no migration background","higher education","3","","",""
"Tenant","1990","direct migration background","in school","","","",""
"Tenant","1990","direct migration background","inadequately","","","",""
"Tenant","1990","direct migration background","general elemantary","","","",""
"Tenant","1990","direct migration background","middle vocational","2","","",""
"Tenant","1990","direct migration background","vocational + Abi","","","",""
"Tenant","1990","direct migration background","higher vocational","","","",""
"Tenant","1990","direct migration background","higher education","","","",""
"Tenant","1990","indirect migration background","in school","","","",""
"Tenant","1990","indirect migration background","inadequately","","","",""
"Tenant","1990","indirect migration background","general elemantary","","","",""
"Tenant","1990","indirect migration background","middle vocational","","","",""
"Tenant","1990","indirect migration background","vocational + Abi","","","",""
"Tenant","1990","indirect migration background","higher vocational","","","",""
"Tenant","1990","indirect migration background","higher education","","","",""
"Main Tenant","1991","no migration background","in school","42","0.360194746583942","0.269657183391609","0.450732309776275"
"Main Tenant","1991","no migration background","inadequately","66","0.663455333474647","0.572640117020492","0.754270549928802"
"Main Tenant","1991","no migration background","general elemantary","928","0.509191386237338","0.486671333863232","0.531711438611444"
"Main Tenant","1991","no migration background","middle vocational","3055","0.515738545964219","0.50303494311111","0.528442148817328"
"Main Tenant","1991","no migration background","vocational + Abi","153","0.56859356616841","0.509297624083242","0.627889508253579"
"Main Tenant","1991","no migration background","higher vocational","318","0.470660225469736","0.43349793384967","0.507822517089803"
"Main Tenant","1991","no migration background","higher education","911","0.549131304819165","0.524400056572957","0.573862553065372"
"Main Tenant","1991","direct migration background","in school","16","","",""
"Main Tenant","1991","direct migration background","inadequately","485","0.890139140728112","0.863787970700724","0.916490310755499"
"Main Tenant","1991","direct migration background","general elemantary","698","0.743671408010322","0.714388903160891","0.772953912859753"
"Main Tenant","1991","direct migration background","middle vocational","668","0.6620014528821","0.630569211371145","0.693433694393055"
"Main Tenant","1991","direct migration background","vocational + Abi","83","0.841288477357116","0.770025476961103","0.91255147775313"
"Main Tenant","1991","direct migration background","higher vocational","34","0.515318173194956","0.38779527258789","0.642841073802022"
"Main Tenant","1991","direct migration background","higher education","77","0.508290404246385","0.421343018643396","0.595237789849374"
"Main Tenant","1991","indirect migration background","in school","30","0.906414599234593","0.808516078247827","1.00431312022136"
"Main Tenant","1991","indirect migration background","inadequately","15","","",""
"Main Tenant","1991","indirect migration background","general elemantary","116","0.842687440281899","0.781940626015927","0.90343425454787"
"Main Tenant","1991","indirect migration background","middle vocational","96","0.713647287438253","0.633758101509182","0.793536473367324"
"Main Tenant","1991","indirect migration background","vocational + Abi","7","","",""
"Main Tenant","1991","indirect migration background","higher vocational","3","","",""
"Main Tenant","1991","indirect migration background","higher education","2","","",""
"Sub-Tenant","1991","no migration background","in school","3","","",""
"Sub-Tenant","1991","no migration background","inadequately","3","","",""
"Sub-Tenant","1991","no migration background","general elemantary","57","0.0324832622549898","0.0244972155324782","0.0404693089775014"
"Sub-Tenant","1991","no migration background","middle vocational","219","0.0332086120217926","0.0286538686735738","0.0377633553700115"
"Sub-Tenant","1991","no migration background","vocational + Abi","5","","",""
"Sub-Tenant","1991","no migration background","higher vocational","11","","",""
"Sub-Tenant","1991","no migration background","higher education","35","0.0272493179941556","0.019157213450959","0.0353414225373523"
"Sub-Tenant","1991","direct migration background","in school","","","",""
"Sub-Tenant","1991","direct migration background","inadequately","17","","",""
"Sub-Tenant","1991","direct migration background","general elemantary","18","","",""
"Sub-Tenant","1991","direct migration background","middle vocational","23","","",""
"Sub-Tenant","1991","direct migration background","vocational + Abi","1","","",""
"Sub-Tenant","1991","direct migration background","higher vocational","1","","",""
"Sub-Tenant","1991","direct migration background","higher education","3","","",""
"Sub-Tenant","1991","indirect migration background","in school","","","",""
"Sub-Tenant","1991","indirect migration background","inadequately","","","",""
"Sub-Tenant","1991","indirect migration background","general elemantary","1","","",""
"Sub-Tenant","1991","indirect migration background","middle vocational","3","","",""
"Sub-Tenant","1991","indirect migration background","vocational + Abi","","","",""
"Sub-Tenant","1991","indirect migration background","higher vocational","","","",""
"Sub-Tenant","1991","indirect migration background","higher education","","","",""
"Owner","1991","no migration background","in school","63","0.591176841196857","0.498459138083919","0.683894544309795"
"Owner","1991","no migration background","inadequately","35","0.316668882983661","0.227266372281555","0.406071393685768"
"Owner","1991","no migration background","general elemantary","906","0.456037207377881","0.433600582850895","0.478473831904868"
"Owner","1991","no migration background","middle vocational","2666","0.449867036349121","0.437221184731956","0.462512887966286"
"Owner","1991","no migration background","vocational + Abi","110","0.398368029239421","0.33975578024565","0.456980278233193"
"Owner","1991","no migration background","higher vocational","364","0.51495081116646","0.477741019511271","0.552160602821649"
"Owner","1991","no migration background","higher education","609","0.42361937718668","0.399059539684789","0.44817921468857"
"Owner","1991","direct migration background","in school","4","","",""
"Owner","1991","direct migration background","inadequately","39","0.078647036527192","0.0559638711889332","0.101330201865451"
"Owner","1991","direct migration background","general elemantary","137","0.232214849982249","0.203895452819459","0.26053424714504"
"Owner","1991","direct migration background","middle vocational","178","0.29375736721555","0.26349103369031","0.324023700740789"
"Owner","1991","direct migration background","vocational + Abi","16","","",""
"Owner","1991","direct migration background","higher vocational","24","","",""
"Owner","1991","direct migration background","higher education","47","0.48029375824956","0.393401983380826","0.567185533118294"
"Owner","1991","indirect migration background","in school","4","","",""
"Owner","1991","indirect migration background","inadequately","4","","",""
"Owner","1991","indirect migration background","general elemantary","21","","",""
"Owner","1991","indirect migration background","middle vocational","24","","",""
"Owner","1991","indirect migration background","vocational + Abi","2","","",""
"Owner","1991","indirect migration background","higher vocational","3","","",""
"Owner","1991","indirect migration background","higher education","","","",""
"Nursing Home/Retirement Community","1991","no migration background","in school","","","",""
"Nursing Home/Retirement Community","1991","no migration background","inadequately","","","",""
"Nursing Home/Retirement Community","1991","no migration background","general elemantary","","","",""
"Nursing Home/Retirement Community","1991","no migration background","middle vocational","","","",""
"Nursing Home/Retirement Community","1991","no migration background","vocational + Abi","","","",""
"Nursing Home/Retirement Community","1991","no migration background","higher vocational","","","",""
"Nursing Home/Retirement Community","1991","no migration background","higher education","","","",""
"Nursing Home/Retirement Community","1991","direct migration background","in school","","","",""
"Nursing Home/Retirement Community","1991","direct migration background","inadequately","","","",""
"Nursing Home/Retirement Community","1991","direct migration background","general elemantary","","","",""
"Nursing Home/Retirement Community","1991","direct migration background","middle vocational","","","",""
"Nursing Home/Retirement Community","1991","direct migration background","vocational + Abi","","","",""
"Nursing Home/Retirement Community","1991","direct migration background","higher vocational","","","",""
"Nursing Home/Retirement Community","1991","direct migration background","higher education","","","",""
"Nursing Home/Retirement Community","1991","indirect migration background","in school","","","",""
"Nursing Home/Retirement Community","1991","indirect migration background","inadequately","","","",""
"Nursing Home/Retirement Community","1991","indirect migration background","general elemantary","","","",""
"Nursing Home/Retirement Community","1991","indirect migration background","middle vocational","","","",""
"Nursing Home/Retirement Community","1991","indirect migration background","vocational + Abi","","","",""
"Nursing Home/Retirement Community","1991","indirect migration background","higher vocational","","","",""
"Nursing Home/Retirement Community","1991","indirect migration background","higher education","","","",""
"Tenant","1991","no migration background","in school","","","",""
"Tenant","1991","no migration background","inadequately","","","",""
"Tenant","1991","no migration background","general elemantary","2","","",""
"Tenant","1991","no migration background","middle vocational","5","","",""
"Tenant","1991","no migration background","vocational + Abi","","","",""
"Tenant","1991","no migration background","higher vocational","","","",""
"Tenant","1991","no migration background","higher education","","","",""
"Tenant","1991","direct migration background","in school","","","",""
"Tenant","1991","direct migration background","inadequately","","","",""
"Tenant","1991","direct migration background","general elemantary","1","","",""
"Tenant","1991","direct migration background","middle vocational","1","","",""
"Tenant","1991","direct migration background","vocational + Abi","1","","",""
"Tenant","1991","direct migration background","higher vocational","","","",""
"Tenant","1991","direct migration background","higher education","","","",""
"Tenant","1991","indirect migration background","in school","","","",""
"Tenant","1991","indirect migration background","inadequately","","","",""
"Tenant","1991","indirect migration background","general elemantary","","","",""
"Tenant","1991","indirect migration background","middle vocational","","","",""
"Tenant","1991","indirect migration background","vocational + Abi","","","",""
"Tenant","1991","indirect migration background","higher vocational","","","",""
"Tenant","1991","indirect migration background","higher education","","","",""
"Main Tenant","1992","no migration background","in school","53","0.368483691863125","0.283917941742207","0.453049441984043"
"Main Tenant","1992","no migration background","inadequately","58","0.692551881095193","0.596142602834406","0.788961159355979"
"Main Tenant","1992","no migration background","general elemantary","914","0.515188793046544","0.49218397949239","0.538193606600697"
"Main Tenant","1992","no migration background","middle vocational","3053","0.516334001055611","0.503447498961624","0.529220503149598"
"Main Tenant","1992","no migration background","vocational + Abi","154","0.55683549297082","0.498123383535004","0.615547602406636"
"Main Tenant","1992","no migration background","higher vocational","318","0.461675951049665","0.424745076840823","0.498606825258507"
"Main Tenant","1992","no migration background","higher education","918","0.559723196320696","0.534808091169269","0.584638301472123"
"Main Tenant","1992","direct migration background","in school","11","","",""
"Main Tenant","1992","direct migration background","inadequately","447","0.863234330318648","0.833644933566637","0.892823727070659"
"Main Tenant","1992","direct migration background","general elemantary","663","0.740893008412839","0.711049475316048","0.77073654150963"
"Main Tenant","1992","direct migration background","middle vocational","633","0.658371399105264","0.626488983602399","0.690253814608129"
"Main Tenant","1992","direct migration background","vocational + Abi","76","0.83408275879717","0.760430616402878","0.907734901191461"
"Main Tenant","1992","direct migration background","higher vocational","36","0.474105374361794","0.350804935666","0.597405813057588"
"Main Tenant","1992","direct migration background","higher education","85","0.519958280650725","0.434729776496622","0.605186784804828"
"Main Tenant","1992","indirect migration background","in school","38","0.759896239670838","0.639058080439062","0.880734398902614"
"Main Tenant","1992","indirect migration background","inadequately","23","","",""
"Main Tenant","1992","indirect migration background","general elemantary","137","0.77673035208142","0.713758940005235","0.839701764157606"
"Main Tenant","1992","indirect migration background","middle vocational","95","0.68293652928278","0.601033394450426","0.764839664115135"
"Main Tenant","1992","indirect migration background","vocational + Abi","10","","",""
"Main Tenant","1992","indirect migration background","higher vocational","5","","",""
"Main Tenant","1992","indirect migration background","higher education","2","","",""
"Sub-Tenant","1992","no migration background","in school","1","","",""
"Sub-Tenant","1992","no migration background","inadequately","5","","",""
"Sub-Tenant","1992","no migration background","general elemantary","55","0.0350019298485737","0.0265421627589783","0.0434616969381691"
"Sub-Tenant","1992","no migration background","middle vocational","153","0.0283613482469257","0.0240806685298766","0.0326420279639748"
"Sub-Tenant","1992","no migration background","vocational + Abi","9","","",""
"Sub-Tenant","1992","no migration background","higher vocational","11","","",""
"Sub-Tenant","1992","no migration background","higher education","18","","",""
"Sub-Tenant","1992","direct migration background","in school","","","",""
"Sub-Tenant","1992","direct migration background","inadequately","18","","",""
"Sub-Tenant","1992","direct migration background","general elemantary","18","","",""
"Sub-Tenant","1992","direct migration background","middle vocational","24","","",""
"Sub-Tenant","1992","direct migration background","vocational + Abi","2","","",""
"Sub-Tenant","1992","direct migration background","higher vocational","1","","",""
"Sub-Tenant","1992","direct migration background","higher education","3","","",""
"Sub-Tenant","1992","indirect migration background","in school","","","",""
"Sub-Tenant","1992","indirect migration background","inadequately","","","",""
"Sub-Tenant","1992","indirect migration background","general elemantary","2","","",""
"Sub-Tenant","1992","indirect migration background","middle vocational","2","","",""
"Sub-Tenant","1992","indirect migration background","vocational + Abi","","","",""
"Sub-Tenant","1992","indirect migration background","higher vocational","","","",""
"Sub-Tenant","1992","indirect migration background","higher education","","","",""
"Owner","1992","no migration background","in school","71","0.605156774737028","0.519464952206169","0.690848597267888"
"Owner","1992","no migration background","inadequately","25","","",""
"Owner","1992","no migration background","general elemantary","842","0.446866878777513","0.423981763497233","0.469751994057792"
"Owner","1992","no migration background","middle vocational","2567","0.454318925363342","0.441479465105388","0.467158385621296"
"Owner","1992","no migration background","vocational + Abi","112","0.408712407112812","0.350610546786497","0.466814267439127"
"Owner","1992","no migration background","higher vocational","370","0.52169002173791","0.484685051727769","0.55869499174805"
"Owner","1992","no migration background","higher education","589","0.425729714772346","0.400913340891835","0.450546088652858"
"Owner","1992","direct migration background","in school","3","","",""
"Owner","1992","direct migration background","inadequately","53","0.102428851978658","0.0763175332689277","0.128540170688388"
"Owner","1992","direct migration background","general elemantary","146","0.228526633796708","0.199926912393958","0.257126355199457"
"Owner","1992","direct migration background","middle vocational","193","0.299056600139776","0.268277437579044","0.329835762700507"
"Owner","1992","direct migration background","vocational + Abi","20","","",""
"Owner","1992","direct migration background","higher vocational","26","","",""
"Owner","1992","direct migration background","higher education","44","0.46929368200677","0.384158198257773","0.554429165755767"
"Owner","1992","indirect migration background","in school","10","","",""
"Owner","1992","indirect migration background","inadequately","4","","",""
"Owner","1992","indirect migration background","general elemantary","29","","",""
"Owner","1992","indirect migration background","middle vocational","27","","",""
"Owner","1992","indirect migration background","vocational + Abi","2","","",""
"Owner","1992","indirect migration background","higher vocational","2","","",""
"Owner","1992","indirect migration background","higher education","1","","",""
"Nursing Home/Retirement Community","1992","no migration background","in school","","","",""
"Nursing Home/Retirement Community","1992","no migration background","inadequately","","","",""
"Nursing Home/Retirement Community","1992","no migration background","general elemantary","","","",""
"Nursing Home/Retirement Community","1992","no migration background","middle vocational","","","",""
"Nursing Home/Retirement Community","1992","no migration background","vocational + Abi","","","",""
"Nursing Home/Retirement Community","1992","no migration background","higher vocational","","","",""
"Nursing Home/Retirement Community","1992","no migration background","higher education","","","",""
"Nursing Home/Retirement Community","1992","direct migration background","in school","","","",""
"Nursing Home/Retirement Community","1992","direct migration background","inadequately","","","",""
"Nursing Home/Retirement Community","1992","direct migration background","general elemantary","","","",""
"Nursing Home/Retirement Community","1992","direct migration background","middle vocational","","","",""
"Nursing Home/Retirement Community","1992","direct migration background","vocational + Abi","","","",""
"Nursing Home/Retirement Community","1992","direct migration background","higher vocational","","","",""
"Nursing Home/Retirement Community","1992","direct migration background","higher education","","","",""
"Nursing Home/Retirement Community","1992","indirect migration background","in school","","","",""
"Nursing Home/Retirement Community","1992","indirect migration background","inadequately","","","",""
"Nursing Home/Retirement Community","1992","indirect migration background","general elemantary","","","",""
"Nursing Home/Retirement Community","1992","indirect migration background","middle vocational","","","",""
"Nursing Home/Retirement Community","1992","indirect migration background","vocational + Abi","","","",""
"Nursing Home/Retirement Community","1992","indirect migration background","higher vocational","","","",""
"Nursing Home/Retirement Community","1992","indirect migration background","higher education","","","",""
"Tenant","1992","no migration background","in school","","","",""
"Tenant","1992","no migration background","inadequately","","","",""
"Tenant","1992","no migration background","general elemantary","2","","",""
"Tenant","1992","no migration background","middle vocational","4","","",""
"Tenant","1992","no migration background","vocational + Abi","","","",""
"Tenant","1992","no migration background","higher vocational","1","","",""
"Tenant","1992","no migration background","higher education","","","",""
"Tenant","1992","direct migration background","in school","","","",""
"Tenant","1992","direct migration background","inadequately","","","",""
"Tenant","1992","direct migration background","general elemantary","1","","",""
"Tenant","1992","direct migration background","middle vocational","","","",""
"Tenant","1992","direct migration background","vocational + Abi","","","",""
"Tenant","1992","direct migration background","higher vocational","","","",""
"Tenant","1992","direct migration background","higher education","","","",""
"Tenant","1992","indirect migration background","in school","","","",""
"Tenant","1992","indirect migration background","inadequately","","","",""
"Tenant","1992","indirect migration background","general elemantary","","","",""
"Tenant","1992","indirect migration background","middle vocational","","","",""
"Tenant","1992","indirect migration background","vocational + Abi","","","",""
"Tenant","1992","indirect migration background","higher vocational","","","",""
"Tenant","1992","indirect migration background","higher education","","","",""
"Main Tenant","1993","no migration background","in school","62","0.398724462952782","0.313900938322736","0.483547987582828"
"Main Tenant","1993","no migration background","inadequately","51","0.60400577485779","0.500036838762091","0.70797471095349"
"Main Tenant","1993","no migration background","general elemantary","861","0.501167497396078","0.47753122572284","0.524803769069315"
"Main Tenant","1993","no migration background","middle vocational","3004","0.510773786914385","0.497796622018285","0.523750951810485"
"Main Tenant","1993","no migration background","vocational + Abi","155","0.556598847553738","0.498305962575848","0.614891732531627"
"Main Tenant","1993","no migration background","higher vocational","322","0.482733240977332","0.445202648288757","0.520263833665908"
"Main Tenant","1993","no migration background","higher education","886","0.545521833213475","0.520340674788401","0.57070299163855"
"Main Tenant","1993","direct migration background","in school","10","","",""
"Main Tenant","1993","direct migration background","inadequately","437","0.849052652779592","0.817859958641806","0.880245346917378"
"Main Tenant","1993","direct migration background","general elemantary","624","0.729218803096296","0.698232288682134","0.760205317510458"
"Main Tenant","1993","direct migration background","middle vocational","622","0.658088747751399","0.626086845298792","0.690090650204006"
"Main Tenant","1993","direct migration background","vocational + Abi","73","0.766922656227028","0.682348380277822","0.851496932176235"
"Main Tenant","1993","direct migration background","higher vocational","29","","",""
"Main Tenant","1993","direct migration background","higher education","83","0.481550902795878","0.396312503116128","0.566789302475628"
"Main Tenant","1993","indirect migration background","in school","32","0.570238722145831","0.428711117722188","0.711766326569474"
"Main Tenant","1993","indirect migration background","inadequately","18","","",""
"Main Tenant","1993","indirect migration background","general elemantary","157","0.726108822691474","0.663992551956245","0.788225093426703"
"Main Tenant","1993","indirect migration background","middle vocational","118","0.676383287825903","0.601512161522634","0.751254414129172"
"Main Tenant","1993","indirect migration background","vocational + Abi","9","","",""
"Main Tenant","1993","indirect migration background","higher vocational","6","","",""
"Main Tenant","1993","indirect migration background","higher education","2","","",""
"Sub-Tenant","1993","no migration background","in school","1","","",""
"Sub-Tenant","1993","no migration background","inadequately","8","","",""
"Sub-Tenant","1993","no migration background","general elemantary","59","0.0441752582832789","0.0344614654848758","0.053889051081682"
"Sub-Tenant","1993","no migration background","middle vocational","144","0.0238990234507662","0.0199339785059987","0.0278640683955337"
"Sub-Tenant","1993","no migration background","vocational + Abi","11","","",""
"Sub-Tenant","1993","no migration background","higher vocational","12","","",""
"Sub-Tenant","1993","no migration background","higher education","23","","",""
"Sub-Tenant","1993","direct migration background","in school","","","",""
"Sub-Tenant","1993","direct migration background","inadequately","14","","",""
"Sub-Tenant","1993","direct migration background","general elemantary","27","","",""
"Sub-Tenant","1993","direct migration background","middle vocational","26","","",""
"Sub-Tenant","1993","direct migration background","vocational + Abi","3","","",""
"Sub-Tenant","1993","direct migration background","higher vocational","2","","",""
"Sub-Tenant","1993","direct migration background","higher education","2","","",""
"Sub-Tenant","1993","indirect migration background","in school","","","",""
"Sub-Tenant","1993","indirect migration background","inadequately","1","","",""
"Sub-Tenant","1993","indirect migration background","general elemantary","6","","",""
"Sub-Tenant","1993","indirect migration background","middle vocational","3","","",""
"Sub-Tenant","1993","indirect migration background","vocational + Abi","","","",""
"Sub-Tenant","1993","indirect migration background","higher vocational","","","",""
"Sub-Tenant","1993","indirect migration background","higher education","1","","",""
"Owner","1993","no migration background","in school","65","0.576685239470452","0.491091060586141","0.662279418354762"
"Owner","1993","no migration background","inadequately","26","","",""
"Owner","1993","no migration background","general elemantary","799","0.454657244320643","0.431118299842321","0.478196188798966"
"Owner","1993","no migration background","middle vocational","2552","0.465327189634849","0.452378258304129","0.478276120965568"
"Owner","1993","no migration background","vocational + Abi","113","0.408805802792336","0.351119912910932","0.46649169267374"
"Owner","1993","no migration background","higher vocational","347","0.497355432290528","0.459802966026781","0.534907898554274"
"Owner","1993","no migration background","higher education","593","0.433969798789076","0.408905089022954","0.459034508555199"
"Owner","1993","direct migration background","in school","1","","",""
"Owner","1993","direct migration background","inadequately","55","0.101566640188159","0.0752463113794959","0.127886968996822"
"Owner","1993","direct migration background","general elemantary","139","0.217474335748827","0.188707781300345","0.24624089019731"
"Owner","1993","direct migration background","middle vocational","196","0.300301807084377","0.269376699678797","0.331226914489957"
"Owner","1993","direct migration background","vocational + Abi","20","","",""
"Owner","1993","direct migration background","higher vocational","27","","",""
"Owner","1993","direct migration background","higher education","47","0.500817381272948","0.415521011201677","0.586113751344218"
"Owner","1993","indirect migration background","in school","15","","",""
"Owner","1993","indirect migration background","inadequately","4","","",""
"Owner","1993","indirect migration background","general elemantary","35","0.228772530070793","0.170265415736679","0.287279644404908"
"Owner","1993","indirect migration background","middle vocational","29","","",""
"Owner","1993","indirect migration background","vocational + Abi","3","","",""
"Owner","1993","indirect migration background","higher vocational","2","","",""
"Owner","1993","indirect migration background","higher education","2","","",""
"Nursing Home/Retirement Community","1993","no migration background","in school","","","",""
"Nursing Home/Retirement Community","1993","no migration background","inadequately","","","",""
"Nursing Home/Retirement Community","1993","no migration background","general elemantary","","","",""
"Nursing Home/Retirement Community","1993","no migration background","middle vocational","","","",""
"Nursing Home/Retirement Community","1993","no migration background","vocational + Abi","","","",""
"Nursing Home/Retirement Community","1993","no migration background","higher vocational","","","",""
"Nursing Home/Retirement Community","1993","no migration background","higher education","","","",""
"Nursing Home/Retirement Community","1993","direct migration background","in school","","","",""
"Nursing Home/Retirement Community","1993","direct migration background","inadequately","","","",""
"Nursing Home/Retirement Community","1993","direct migration background","general elemantary","","","",""
"Nursing Home/Retirement Community","1993","direct migration background","middle vocational","","","",""
"Nursing Home/Retirement Community","1993","direct migration background","vocational + Abi","","","",""
"Nursing Home/Retirement Community","1993","direct migration background","higher vocational","","","",""
"Nursing Home/Retirement Community","1993","direct migration background","higher education","","","",""
"Nursing Home/Retirement Community","1993","indirect migration background","in school","","","",""
"Nursing Home/Retirement Community","1993","indirect migration background","inadequately","","","",""
"Nursing Home/Retirement Community","1993","indirect migration background","general elemantary","","","",""
"Nursing Home/Retirement Community","1993","indirect migration background","middle vocational","","","",""
"Nursing Home/Retirement Community","1993","indirect migration background","vocational + Abi","","","",""
"Nursing Home/Retirement Community","1993","indirect migration background","higher vocational","","","",""
"Nursing Home/Retirement Community","1993","indirect migration background","higher education","","","",""
"Tenant","1993","no migration background","in school","","","",""
"Tenant","1993","no migration background","inadequately","","","",""
"Tenant","1993","no migration background","general elemantary","","","",""
"Tenant","1993","no migration background","middle vocational","","","",""
"Tenant","1993","no migration background","vocational + Abi","","","",""
"Tenant","1993","no migration background","higher vocational","","","",""
"Tenant","1993","no migration background","higher education","","","",""
"Tenant","1993","direct migration background","in school","","","",""
"Tenant","1993","direct migration background","inadequately","","","",""
"Tenant","1993","direct migration background","general elemantary","","","",""
"Tenant","1993","direct migration background","middle vocational","","","",""
"Tenant","1993","direct migration background","vocational + Abi","","","",""
"Tenant","1993","direct migration background","higher vocational","","","",""
"Tenant","1993","direct migration background","higher education","","","",""
"Tenant","1993","indirect migration background","in school","","","",""
"Tenant","1993","indirect migration background","inadequately","","","",""
"Tenant","1993","indirect migration background","general elemantary","","","",""
"Tenant","1993","indirect migration background","middle vocational","","","",""
"Tenant","1993","indirect migration background","vocational + Abi","","","",""
"Tenant","1993","indirect migration background","higher vocational","","","",""
"Tenant","1993","indirect migration background","higher education","","","",""
"Main Tenant","1994","no migration background","in school","85","0.391301569756118","0.317281968470181","0.465321171042054"
"Main Tenant","1994","no migration background","inadequately","52","0.740838493353911","0.640322844862428","0.841354141845394"
"Main Tenant","1994","no migration background","general elemantary","827","0.52535391777018","0.501029883615443","0.549677951924917"
"Main Tenant","1994","no migration background","middle vocational","2897","0.498926184678049","0.485849322570103","0.512003046785994"
"Main Tenant","1994","no migration background","vocational + Abi","165","0.570303659240096","0.513524288905596","0.627083029574595"
"Main Tenant","1994","no migration background","higher vocational","324","0.468648083823915","0.431333012947523","0.505963154700307"
"Main Tenant","1994","no migration background","higher education","865","0.530237629538185","0.505155877542961","0.55531938153341"
"Main Tenant","1994","direct migration background","in school","10","","",""
"Main Tenant","1994","direct migration background","inadequately","402","0.849497286133714","0.817136815200785","0.881857757066643"
"Main Tenant","1994","direct migration background","general elemantary","575","0.763677064786779","0.732494550065906","0.794859579507652"
"Main Tenant","1994","direct migration background","middle vocational","599","0.662458859013544","0.630073482293042","0.694844235734047"
"Main Tenant","1994","direct migration background","vocational + Abi","69","0.75752795337521","0.667470712852051","0.84758519389837"
"Main Tenant","1994","direct migration background","higher vocational","30","0.338996117610258","0.219219558363228","0.458772676857287"
"Main Tenant","1994","direct migration background","higher education","72","0.46953568009249","0.382046273003627","0.557025087181354"
"Main Tenant","1994","indirect migration background","in school","38","0.56338425581019","0.436830763472353","0.689937748148028"
"Main Tenant","1994","indirect migration background","inadequately","14","","",""
"Main Tenant","1994","indirect migration background","general elemantary","148","0.723796355246426","0.659015683868189","0.788577026624663"
"Main Tenant","1994","indirect migration background","middle vocational","130","0.736503418734417","0.668029622702965","0.80497721476587"
"Main Tenant","1994","indirect migration background","vocational + Abi","11","","",""
"Main Tenant","1994","indirect migration background","higher vocational","9","","",""
"Main Tenant","1994","indirect migration background","higher education","5","","",""
"Sub-Tenant","1994","no migration background","in school","1","","",""
"Sub-Tenant","1994","no migration background","inadequately","1","","",""
"Sub-Tenant","1994","no migration background","general elemantary","51","0.0394770909158436","0.029991790259349","0.0489623915723383"
"Sub-Tenant","1994","no migration background","middle vocational","157","0.0289602139023533","0.0245743622663645","0.0333460655383421"
"Sub-Tenant","1994","no migration background","vocational + Abi","8","","",""
"Sub-Tenant","1994","no migration background","higher vocational","10","","",""
"Sub-Tenant","1994","no migration background","higher education","28","","",""
"Sub-Tenant","1994","direct migration background","in school","1","","",""
"Sub-Tenant","1994","direct migration background","inadequately","17","","",""
"Sub-Tenant","1994","direct migration background","general elemantary","19","","",""
"Sub-Tenant","1994","direct migration background","middle vocational","23","","",""
"Sub-Tenant","1994","direct migration background","vocational + Abi","1","","",""
"Sub-Tenant","1994","direct migration background","higher vocational","1","","",""
"Sub-Tenant","1994","direct migration background","higher education","2","","",""
"Sub-Tenant","1994","indirect migration background","in school","","","",""
"Sub-Tenant","1994","indirect migration background","inadequately","","","",""
"Sub-Tenant","1994","indirect migration background","general elemantary","3","","",""
"Sub-Tenant","1994","indirect migration background","middle vocational","3","","",""
"Sub-Tenant","1994","indirect migration background","vocational + Abi","","","",""
"Sub-Tenant","1994","indirect migration background","higher vocational","","","",""
"Sub-Tenant","1994","indirect migration background","higher education","1","","",""
"Owner","1994","no migration background","in school","81","0.598050750272175","0.523689876136552","0.672411624407799"
"Owner","1994","no migration background","inadequately","20","","",""
"Owner","1994","no migration background","general elemantary","741","0.435168991313976","0.411019226654985","0.459318755972967"
"Owner","1994","no migration background","middle vocational","2562","0.472113601419598","0.459057063517752","0.485170139321444"
"Owner","1994","no migration background","vocational + Abi","119","0.390425117391937","0.334470095251278","0.446380139532596"
"Owner","1994","no migration background","higher vocational","353","0.52185480625113","0.48450189434047","0.559207718161789"
"Owner","1994","no migration background","higher education","628","0.446016085823233","0.421035229459116","0.470996942187351"
"Owner","1994","direct migration background","in school","3","","",""
"Owner","1994","direct migration background","inadequately","50","0.111549393779045","0.0830581163972735","0.140040671160817"
"Owner","1994","direct migration background","general elemantary","119","0.19592346704254","0.166789793562824","0.225057140522255"
"Owner","1994","direct migration background","middle vocational","197","0.303768303286032","0.272272385842815","0.335264220729249"
"Owner","1994","direct migration background","vocational + Abi","17","","",""
"Owner","1994","direct migration background","higher vocational","29","","",""
"Owner","1994","direct migration background","higher education","51","0.524242648236033","0.436693482309642","0.611791814162424"
"Owner","1994","indirect migration background","in school","21","","",""
"Owner","1994","indirect migration background","inadequately","3","","",""
