"hlf0001_h","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"Sub-Tenant","2001","Urban Area","Male","85","0.017127338427049","0.014070607340324","0.020184069513774","2"
"Tenant","2001","Urban Area","Male","","","","","5"
"Tenant","2001","Urban Area","Female","","","","","5"
"Tenant","2001","Rural Area","Male","","","","","5"
"Tenant","2001","Rural Area","Female","","","","","5"
"Main Tenant","2002","Urban Area","Male","3601","0.537488801874264","0.526163192557544","0.548814411190985","1"
"Main Tenant","2002","Urban Area","Female","4030","0.551219619903274","0.540349225006387","0.562090014800161","1"
"Main Tenant","2002","Rural Area","Female","1520","0.419513312285211","0.404098636693667","0.434927987876755","1"
"Main Tenant","2002","Rural Area","Male","1334","0.400576807270689","0.384857667785778","0.4162959467556","1"
"Nursing Home/Retirement Community","2002","Rural Area","Male","1","","","","4"
"Nursing Home/Retirement Community","2002","Rural Area","Female","8","","","","4"
"Nursing Home/Retirement Community","2002","Urban Area","Female","21","","","","4"
"Nursing Home/Retirement Community","2002","Urban Area","Male","4","","","","4"
"Owner","2002","Rural Area","Female","2336","0.555126878944757","0.539603738202798","0.570650019686717","3"
"Owner","2002","Urban Area","Female","3871","0.426080210243295","0.415272409271529","0.436888011215061","3"
"Owner","2002","Rural Area","Male","2332","0.577765988704414","0.561921738608215","0.593610238800614","3"
"Owner","2002","Urban Area","Male","3749","0.446433337695328","0.435141125957402","0.457725549433254","3"
"Sub-Tenant","2002","Rural Area","Female","73","0.0210437610114867","0.016560348459208","0.0255271735637655","2"
"Sub-Tenant","2002","Rural Area","Male","66","0.0209157934746285","0.0163252268902624","0.0255063600589946","2"
"Sub-Tenant","2002","Urban Area","Male","91","0.0150171439165631","0.0122545074054551","0.0177797804276711","2"
"Sub-Tenant","2002","Urban Area","Female","120","0.0177111534762512","0.0148283895005372","0.0205939174519652","2"
"Tenant","2002","Urban Area","Female","","","","","5"
"Tenant","2002","Urban Area","Male","","","","","5"
"Tenant","2002","Rural Area","Male","","","","","5"
"Tenant","2002","Rural Area","Female","","","","","5"
"Main Tenant","2003","Urban Area","Male","3430","0.543860036831351","0.532332119186461","0.555387954476242","1"
"Main Tenant","2003","Urban Area","Female","3849","0.546827902284903","0.535763527470771","0.557892277099035","1"
"Main Tenant","2003","Rural Area","Male","1249","0.387900475373987","0.371894053137161","0.403906897610814","1"
"Main Tenant","2003","Rural Area","Female","1427","0.404617758621882","0.388991719964777","0.420243797278987","1"
"Nursing Home/Retirement Community","2003","Rural Area","Female","9","","","","4"
"Nursing Home/Retirement Community","2003","Urban Area","Male","4","","","","4"
"Nursing Home/Retirement Community","2003","Urban Area","Female","21","","","","4"
"Nursing Home/Retirement Community","2003","Rural Area","Male","","","","","4"
"Owner","2003","Rural Area","Male","2232","0.582657883303063","0.566459338082505","0.598856428523622","3"
"Owner","2003","Rural Area","Female","2271","0.561858989908046","0.546062917870693","0.577655061945399","3"
"Owner","2003","Urban Area","Female","3777","0.427060067534492","0.41606573183475","0.438054403234235","3"
"Owner","2003","Urban Area","Male","3628","0.436486538065103","0.425007756159123","0.447965319971083","3"
"Sub-Tenant","2003","Rural Area","Female","83","0.0281732398151334","0.0229052938833967","0.0334411857468701","2"
"Sub-Tenant","2003","Urban Area","Male","109","0.0184753573433818","0.0153585837393765","0.0215921309473871","2"
"Sub-Tenant","2003","Urban Area","Female","129","0.0215774774035655","0.018347990550222","0.024806964256909","2"
"Sub-Tenant","2003","Rural Area","Male","79","0.0294416413229495","0.0238888042887029","0.034994478357196","2"
"Tenant","2003","Urban Area","Female","","","","","5"
"Tenant","2003","Urban Area","Male","","","","","5"
"Tenant","2003","Rural Area","Male","","","","","5"
"Tenant","2003","Rural Area","Female","","","","","5"
"Main Tenant","2004","Urban Area","Male","3303","0.544167271397718","0.532459825209136","0.555874717586299","1"
"Main Tenant","2004","Urban Area","Female","3773","0.554440193114348","0.543256289757309","0.565624096471388","1"
"Main Tenant","2004","Rural Area","Male","1224","0.405168213787303","0.388850454846894","0.421485972727713","1"
"Main Tenant","2004","Rural Area","Female","1383","0.407071889807528","0.391278026050305","0.422865753564751","1"
"Nursing Home/Retirement Community","2004","Urban Area","Female","20","","","","4"
"Nursing Home/Retirement Community","2004","Rural Area","Female","14","","","","4"
"Nursing Home/Retirement Community","2004","Rural Area","Male","","","","","4"
"Nursing Home/Retirement Community","2004","Urban Area","Male","6","","","","4"
"Owner","2004","Rural Area","Male","2181","0.571548352477028","0.555099972018405","0.58799673293565","3"
"Owner","2004","Rural Area","Female","2242","0.557760088647961","0.541793780941157","0.573726396354766","3"
"Owner","2004","Urban Area","Male","3547","0.436421221535327","0.424763237526184","0.448079205544471","3"
"Owner","2004","Urban Area","Female","3677","0.419201622673842","0.408098702339114","0.43030454300857","3"
"Sub-Tenant","2004","Rural Area","Male","72","0.0232834337356691","0.0182709435315784","0.0282959239397598","2"
"Sub-Tenant","2004","Rural Area","Female","78","0.0266687004567513","0.0214892571728567","0.031848143740646","2"
"Sub-Tenant","2004","Urban Area","Female","117","0.0216949946493194","0.0184168360556117","0.0249731532430271","2"
"Sub-Tenant","2004","Urban Area","Male","96","0.0179319290335131","0.0148124827555159","0.0210513753115103","2"
"Tenant","2004","Urban Area","Female","","","","","5"
"Tenant","2004","Urban Area","Male","","","","","5"
"Tenant","2004","Rural Area","Male","","","","","5"
"Tenant","2004","Rural Area","Female","","","","","5"
"Main Tenant","2005","Urban Area","Male","3159","0.552874297020792","0.540911770312698","0.564836823728887","1"
"Main Tenant","2005","Urban Area","Female","3641","0.567862217456676","0.556494636666728","0.579229798246624","1"
"Main Tenant","2005","Rural Area","Male","1149","0.407568438964465","0.390828515786834","0.424308362142096","1"
"Main Tenant","2005","Rural Area","Female","1303","0.405517755684387","0.389411730857028","0.421623780511746","1"
"Nursing Home/Retirement Community","2005","Rural Area","Male","3","","","","4"
"Nursing Home/Retirement Community","2005","Urban Area","Male","3","","","","4"
"Nursing Home/Retirement Community","2005","Urban Area","Female","15","","","","4"
"Nursing Home/Retirement Community","2005","Rural Area","Female","18","","","","4"
"Owner","2005","Rural Area","Female","2169","0.55715086884509","0.540856847252443","0.573444890437738","3"
"Owner","2005","Urban Area","Female","3499","0.401798236437139","0.390547957237122","0.413048515637156","3"
"Owner","2005","Rural Area","Male","2095","0.573044405080271","0.556193641439014","0.589895168721527","3"
"Owner","2005","Urban Area","Male","3366","0.420662622798869","0.408785051682478","0.432540193915259","3"
"Sub-Tenant","2005","Rural Area","Male","63","0.0184573958104544","0.0138720310982007","0.0230427605227082","2"
"Sub-Tenant","2005","Rural Area","Female","80","0.0273775097418613","0.0220246839694388","0.0327303355142838","2"
"Sub-Tenant","2005","Urban Area","Male","108","0.0254787362272204","0.0216875117155577","0.029269960738883","2"
"Sub-Tenant","2005","Urban Area","Female","140","0.0264458902188634","0.0227637986425686","0.0301279817951582","2"
"Tenant","2005","Urban Area","Male","","","","","5"
"Tenant","2005","Urban Area","Female","","","","","5"
"Tenant","2005","Rural Area","Male","","","","","5"
"Tenant","2005","Rural Area","Female","","","","","5"
"Main Tenant","2006","Urban Area","Male","3264","0.551779779030492","0.540176054289095","0.56338350377189","1"
"Main Tenant","2006","Urban Area","Female","3831","0.573363406273674","0.562376113052833","0.584350699494516","1"
"Main Tenant","2006","Rural Area","Male","1252","0.408689205888955","0.392673050021373","0.424705361756537","1"
"Main Tenant","2006","Rural Area","Female","1459","0.422243973888257","0.406782210264387","0.437705737512127","1"
"Nursing Home/Retirement Community","2006","Urban Area","Male","6","","","","4"
"Nursing Home/Retirement Community","2006","Rural Area","Male","4","","","","4"
"Nursing Home/Retirement Community","2006","Rural Area","Female","19","","","","4"
"Nursing Home/Retirement Community","2006","Urban Area","Female","19","","","","4"
"Owner","2006","Urban Area","Female","3813","0.399806350967256","0.388924138034263","0.410688563900249","3"
"Owner","2006","Rural Area","Male","2293","0.566314324994301","0.550168133022849","0.582460516965754","3"
"Owner","2006","Rural Area","Female","2363","0.542191922392929","0.526595560471588","0.55778828431427","3"
"Owner","2006","Urban Area","Male","3687","0.429728434840436","0.418177777258116","0.441279092422756","3"
"Sub-Tenant","2006","Rural Area","Female","79","0.0268065931461575","0.0217503791323744","0.0318628071599406","2"
"Sub-Tenant","2006","Urban Area","Female","121","0.0236657592453287","0.0202889528727812","0.0270425656178763","2"
"Sub-Tenant","2006","Rural Area","Male","70","0.0238237549803296","0.0188552809529079","0.0287922290077512","2"
"Sub-Tenant","2006","Urban Area","Male","99","0.0169456014899304","0.0139340792500513","0.0199571237298096","2"
"Tenant","2006","Urban Area","Male","","","","","5"
"Tenant","2006","Urban Area","Female","","","","","5"
"Tenant","2006","Rural Area","Male","","","","","5"
"Tenant","2006","Rural Area","Female","","","","","5"
"Main Tenant","2007","Urban Area","Male","3006","0.537564106899892","0.525506186339037","0.549622027460748","1"
"Main Tenant","2007","Urban Area","Female","3570","0.563044917346655","0.551661179048479","0.574428655644831","1"
"Main Tenant","2007","Rural Area","Male","1204","0.408694029908897","0.392240100595142","0.425147959222651","1"
"Main Tenant","2007","Rural Area","Female","1377","0.422936602574008","0.406964252524423","0.438908952623593","1"
"Nursing Home/Retirement Community","2007","Urban Area","Female","20","","","","4"
"Nursing Home/Retirement Community","2007","Rural Area","Female","21","","","","4"
"Nursing Home/Retirement Community","2007","Urban Area","Male","6","","","","4"
"Nursing Home/Retirement Community","2007","Rural Area","Male","5","","","","4"
"Owner","2007","Rural Area","Male","2162","0.56119784598046","0.544588339761656","0.577807352199264","3"
"Owner","2007","Urban Area","Male","3456","0.441043084977644","0.429035347229437","0.45305082272585","3"
"Owner","2007","Urban Area","Female","3583","0.409281167647511","0.397996305105349","0.420566030189673","3"
"Owner","2007","Rural Area","Female","2206","0.541103406231288","0.524992611279292","0.557214201183285","3"
"Sub-Tenant","2007","Urban Area","Female","120","0.0236865126114982","0.0201963939682806","0.0271766312547158","2"
"Sub-Tenant","2007","Rural Area","Male","58","0.0273333644357186","0.0218758749979987","0.0327908538734386","2"
"Sub-Tenant","2007","Rural Area","Female","71","0.0259559536130836","0.0208151949971899","0.0310967122289773","2"
"Sub-Tenant","2007","Urban Area","Male","100","0.0198946598605999","0.0165176202404413","0.0232716994807584","2"
"Tenant","2007","Urban Area","Male","","","","","5"
"Tenant","2007","Urban Area","Female","","","","","5"
"Tenant","2007","Rural Area","Male","","","","","5"
"Tenant","2007","Rural Area","Female","","","","","5"
"Main Tenant","2008","Urban Area","Male","2813","0.53148382487955","0.519030559903471","0.543937089855628","1"
"Main Tenant","2008","Urban Area","Female","3313","0.552643765787777","0.540876730003704","0.56441080157185","1"
"Main Tenant","2008","Rural Area","Female","1257","0.411736756613959","0.395295374074466","0.428178139153451","1"
"Main Tenant","2008","Rural Area","Male","1077","0.393087216676182","0.376208859875448","0.409965573476915","1"
"Nursing Home/Retirement Community","2008","Urban Area","Female","21","","","","4"
"Nursing Home/Retirement Community","2008","Rural Area","Male","5","","","","4"
"Nursing Home/Retirement Community","2008","Rural Area","Female","17","","","","4"
"Nursing Home/Retirement Community","2008","Urban Area","Male","6","","","","4"
"Owner","2008","Urban Area","Male","3269","0.447863432523231","0.435453427246789","0.460273437799673","3"
"Owner","2008","Urban Area","Female","3409","0.419612205530234","0.407933334001747","0.431291077058722","3"
"Owner","2008","Rural Area","Female","2099","0.552541222652187","0.53593000319081","0.569152442113565","3"
"Owner","2008","Rural Area","Male","2066","0.572613584705101","0.555518795851883","0.589708373558319","3"
"Sub-Tenant","2008","Rural Area","Male","69","0.0311373954694451","0.0251354119486058","0.0371393789902844","2"
"Sub-Tenant","2008","Urban Area","Male","80","0.0190863416991643","0.0156716409748011","0.0225010424235274","2"
"Sub-Tenant","2008","Urban Area","Female","116","0.0227314408282947","0.019204175453746","0.0262587062028434","2"
"Sub-Tenant","2008","Rural Area","Female","69","0.0276264115982265","0.0221509407130959","0.0331018824833571","2"
"Tenant","2008","Urban Area","Male","","","","","5"
"Tenant","2008","Urban Area","Female","","","","","5"
"Tenant","2008","Rural Area","Male","","","","","5"
"Tenant","2008","Rural Area","Female","","","","","5"
"Main Tenant","2009","Urban Area","Male","2553","0.518430526956407","0.505477336875177","0.531383717037638","1"
"Main Tenant","2009","Urban Area","Female","3038","0.547495790705815","0.535228352912668","0.559763228498962","1"
"Main Tenant","2009","Rural Area","Male","1031","0.39405897359199","0.376742711817048","0.411375235366932","1"
"Main Tenant","2009","Rural Area","Female","1211","0.419985757604621","0.403053704322862","0.436917810886381","1"
"Nursing Home/Retirement Community","2009","Urban Area","Male","5","","","","4"
"Nursing Home/Retirement Community","2009","Rural Area","Male","6","","","","4"
"Nursing Home/Retirement Community","2009","Rural Area","Female","12","","","","4"
"Nursing Home/Retirement Community","2009","Urban Area","Female","19","","","","4"
"Owner","2009","Urban Area","Female","3156","0.425697448749325","0.413511115313464","0.437883782185186","3"
"Owner","2009","Urban Area","Male","3064","0.456909155920816","0.443995382804363","0.469822929037268","3"
"Owner","2009","Rural Area","Male","1960","0.578056081752586","0.560554765782354","0.595557397722819","3"
"Owner","2009","Rural Area","Female","1961","0.543869416424376","0.5267824513726","0.560956381476152","3"
"Sub-Tenant","2009","Rural Area","Female","80","0.0310112109455742","0.0250642956216905","0.036958126269458","2"
"Sub-Tenant","2009","Urban Area","Male","94","0.0233209966553116","0.0194085226961213","0.0272334706145019","2"
"Sub-Tenant","2009","Urban Area","Female","111","0.0219856188281048","0.01837156906734","0.0255996685888695","2"
"Sub-Tenant","2009","Rural Area","Male","62","0.0240488302468841","0.0186198360753553","0.0294778244184129","2"
"Tenant","2009","Urban Area","Male","","","","","5"
"Tenant","2009","Urban Area","Female","","","","","5"
"Tenant","2009","Rural Area","Male","","","","","5"
"Tenant","2009","Rural Area","Female","","","","","5"
"Main Tenant","2010","Urban Area","Male","3520","0.506656164297467","0.495164510409227","0.518147818185706","1"
"Main Tenant","2010","Urban Area","Female","4747","0.538304822813601","0.527881178531273","0.548728467095929","1"
"Main Tenant","2010","Rural Area","Male","1422","0.397386776510498","0.381951151314184","0.412822401706813","1"
"Main Tenant","2010","Rural Area","Female","1919","0.422486114698593","0.408074824633258","0.436897404763928","1"
"Nursing Home/Retirement Community","2010","Rural Area","Female","13","","","","4"
"Nursing Home/Retirement Community","2010","Urban Area","Male","8","","","","4"
"Nursing Home/Retirement Community","2010","Urban Area","Female","20","","","","4"
"Nursing Home/Retirement Community","2010","Rural Area","Male","7","","","","4"
"Owner","2010","Urban Area","Male","3649","0.468803335720469","0.457333055315826","0.480273616125112","3"
"Owner","2010","Rural Area","Male","2370","0.579158989480381","0.563586569122889","0.594731409837874","3"
"Owner","2010","Rural Area","Female","2486","0.546960969674069","0.532437800302387","0.561484139045751","3"
"Owner","2010","Urban Area","Female","3896","0.435662948433741","0.425295488315344","0.446030408552138","3"
"Sub-Tenant","2010","Urban Area","Female","124","0.021630878161294","0.0185891792513139","0.0246725770712741","2"
"Sub-Tenant","2010","Rural Area","Female","95","0.0248041796434885","0.0202666050874983","0.0293417541994786","2"
"Sub-Tenant","2010","Urban Area","Male","94","0.0219897482416807","0.0186189492844658","0.0253605471988956","2"
"Sub-Tenant","2010","Rural Area","Male","62","0.0197886591751016","0.0153956082678102","0.024181710082393","2"
"Tenant","2010","Rural Area","Male","","","","","5"
"Tenant","2010","Urban Area","Male","","","","","5"
"Tenant","2010","Urban Area","Female","","","","","5"
"Tenant","2010","Rural Area","Female","","","","","5"
"Main Tenant","2011","Urban Area","Male","4007","0.499750827497044","0.48909507312276","0.510406581871327","1"
"Main Tenant","2011","Urban Area","Female","5486","0.533256643035333","0.52362150874891","0.542891777321757","1"
"Main Tenant","2011","Rural Area","Male","1738","0.394612894351125","0.380672106475569","0.40855368222668","1"
"Main Tenant","2011","Rural Area","Female","2369","0.422128699432324","0.409118377194496","0.435139021670153","1"
"Nursing Home/Retirement Community","2011","Rural Area","Female","15","","","","4"
"Nursing Home/Retirement Community","2011","Urban Area","Female","23","","","","4"
"Nursing Home/Retirement Community","2011","Rural Area","Male","11","","","","4"
"Nursing Home/Retirement Community","2011","Urban Area","Male","10","","","","4"
"Owner","2011","Rural Area","Female","3070","0.551165132750588","0.538063234817284","0.564267030683893","3"
"Owner","2011","Urban Area","Male","4335","0.478252229383939","0.467606558068525","0.488897900699353","3"
"Owner","2011","Urban Area","Female","4676","0.446335860220612","0.43673512151027","0.455936598930954","3"
"Owner","2011","Rural Area","Male","2906","0.58076414303757","0.566690251256714","0.594838034818425","3"
"Sub-Tenant","2011","Rural Area","Male","67","0.0205900526371344","0.0165396697136483","0.0246404355606205","2"
"Sub-Tenant","2011","Urban Area","Male","106","0.020221470216081","0.0172217235878557","0.0232212168443062","2"
"Sub-Tenant","2011","Urban Area","Female","114","0.015741475354457","0.0133375118439455","0.0181454388649685","2"
"Sub-Tenant","2011","Rural Area","Female","82","0.0228384483278482","0.0189032508376003","0.026773645818096","2"
"Tenant","2011","Rural Area","Male","","","","","5"
"Tenant","2011","Urban Area","Male","","","","","5"
"Tenant","2011","Urban Area","Female","","","","","5"
"Tenant","2011","Rural Area","Female","","","","","5"
"Main Tenant","2012","Urban Area","Male","3864","0.498595867103647","0.487757284241571","0.509434449965723","1"
"Main Tenant","2012","Urban Area","Female","5271","0.5319376238466","0.522129330808068","0.541745916885133","1"
"Main Tenant","2012","Rural Area","Male","1766","0.409304644038471","0.395224781728703","0.423384506348238","1"
"Main Tenant","2012","Rural Area","Female","2341","0.429278918219442","0.416166661831737","0.442391174607147","1"
"Nursing Home/Retirement Community","2012","Rural Area","Male","7","","","","4"
"Nursing Home/Retirement Community","2012","Rural Area","Female","13","","","","4"
"Nursing Home/Retirement Community","2012","Urban Area","Male","7","","","","4"
"Nursing Home/Retirement Community","2012","Urban Area","Female","16","","","","4"
"Owner","2012","Rural Area","Female","3026","0.540012090682372","0.526809150837817","0.553215030526928","3"
"Owner","2012","Urban Area","Female","4546","0.448179875654849","0.438404439246343","0.457955312063354","3"
"Owner","2012","Rural Area","Male","2843","0.570742360424742","0.556569015266037","0.584915705583447","3"
"Owner","2012","Urban Area","Male","4219","0.482828341034583","0.471996109201219","0.493660572867947","3"
"Sub-Tenant","2012","Urban Area","Male","85","0.0174350829963923","0.0145978379490781","0.0202723280437065","2"
"Sub-Tenant","2012","Rural Area","Male","69","0.0174857921340093","0.0137325604947182","0.0212390237733003","2"
"Sub-Tenant","2012","Rural Area","Female","94","0.0272629619198223","0.0229489639221854","0.0315769599174593","2"
"Sub-Tenant","2012","Urban Area","Female","109","0.0167640149177589","0.0142403649758908","0.0192876648596271","2"
"Tenant","2012","Urban Area","Female","","","","","5"
"Tenant","2012","Rural Area","Male","","","","","5"
"Tenant","2012","Urban Area","Male","","","","","5"
"Tenant","2012","Rural Area","Female","","","","","5"
"Main Tenant","2013","Urban Area","Male","4974","0.501389134929571","0.491296987147873","0.511481282711269","1"
"Main Tenant","2013","Urban Area","Female","6463","0.526693551474303","0.517498781857004","0.535888321091602","1"
"Main Tenant","2013","Rural Area","Male","1990","0.398043646400045","0.384309994687246","0.411777298112844","1"
"Main Tenant","2013","Rural Area","Female","2579","0.427167643015059","0.414303322021698","0.440031964008419","1"
"Nursing Home/Retirement Community","2013","Rural Area","Female","12","","","","4"
"Nursing Home/Retirement Community","2013","Rural Area","Male","6","","","","4"
"Nursing Home/Retirement Community","2013","Urban Area","Male","9","","","","4"
"Nursing Home/Retirement Community","2013","Urban Area","Female","21","","","","4"
"Owner","2013","Rural Area","Male","2808","0.581603184380894","0.567762876439318","0.595443492322469","3"
"Owner","2013","Rural Area","Female","2992","0.549178847916708","0.536238886950844","0.562118808882571","3"
"Owner","2013","Urban Area","Male","4345","0.482393732047744","0.472307804022582","0.492479660072905","3"
"Owner","2013","Urban Area","Female","4728","0.453287521410506","0.444119892703721","0.462455150117291","3"
"Sub-Tenant","2013","Rural Area","Female","97","0.0201129381377149","0.0164620401870844","0.0237638360883454","2"
"Sub-Tenant","2013","Urban Area","Female","115","0.0161668499502021","0.0138443053077003","0.0184893945927039","2"
"Sub-Tenant","2013","Urban Area","Male","101","0.0148684143214804","0.0124255760108025","0.0173112526321582","2"
"Sub-Tenant","2013","Rural Area","Male","76","0.018398895035525","0.014628372244712","0.0221694178263381","2"
"Tenant","2013","Rural Area","Female","","","","","5"
"Tenant","2013","Urban Area","Female","","","","","5"
"Tenant","2013","Rural Area","Male","","","","","5"
"Tenant","2013","Urban Area","Male","","","","","5"
"Main Tenant","2014","Urban Area","Male","4314","0.509325939072269","0.498606567850863","0.520045310293676","1"
"Main Tenant","2014","Urban Area","Female","5486","0.520507730631219","0.510678240472448","0.53033722078999","1"
"Main Tenant","2014","Rural Area","Male","1783","0.411149728169804","0.396655477307231","0.425643979032377","1"
"Main Tenant","2014","Rural Area","Female","2272","0.439236390595621","0.425590164522396","0.452882616668845","1"
"Nursing Home/Retirement Community","2014","Urban Area","Female","18","","","","4"
"Nursing Home/Retirement Community","2014","Rural Area","Male","4","","","","4"
"Nursing Home/Retirement Community","2014","Rural Area","Female","12","","","","4"
"Nursing Home/Retirement Community","2014","Urban Area","Male","11","","","","4"
"Owner","2014","Rural Area","Female","2723","0.534888358099968","0.521173741491576","0.548602974708361","3"
"Owner","2014","Rural Area","Male","2576","0.570069927965477","0.555486611250518","0.584653244680436","3"
"Owner","2014","Urban Area","Male","3945","0.475203241978143","0.464495198322808","0.485911285633479","3"
"Owner","2014","Urban Area","Female","4290","0.456873099392656","0.447071994300505","0.466674204484807","3"
"Sub-Tenant","2014","Urban Area","Female","129","0.019821472542276","0.0170789693290298","0.0225639757555221","2"
"Sub-Tenant","2014","Rural Area","Male","64","0.0172435476303599","0.0134088635325611","0.0210782317281586","2"
"Sub-Tenant","2014","Rural Area","Female","74","0.021064872399789","0.0171163930927831","0.0250133517067949","2"
"Sub-Tenant","2014","Urban Area","Male","85","0.0137149919279212","0.0112211216578907","0.0162088621979518","2"
"Tenant","2014","Rural Area","Male","","","","","5"
"Tenant","2014","Urban Area","Female","","","","","5"
"Tenant","2014","Rural Area","Female","","","","","5"
"Tenant","2014","Urban Area","Male","","","","","5"
"Main Tenant","2015","Urban Area","Male","4435","0.500619872274831","0.489865124176281","0.511374620373381","1"
"Main Tenant","2015","Urban Area","Female","5585","0.519797121819595","0.509919672006991","0.5296745716322","1"
"Main Tenant","2015","Rural Area","Male","1818","0.423983034254993","0.40932256593345","0.438643502576536","1"
"Main Tenant","2015","Rural Area","Female","2292","0.440642914596706","0.42690384591607","0.454381983277341","1"
"Nursing Home/Retirement Community","2015","Rural Area","Male","3","","","","4"
"Nursing Home/Retirement Community","2015","Rural Area","Female","7","","","","4"
"Nursing Home/Retirement Community","2015","Urban Area","Female","24","","","","4"
"Nursing Home/Retirement Community","2015","Urban Area","Male","14","","","","4"
"Owner","2015","Rural Area","Female","2635","0.533725267216241","0.519919862281779","0.547530672150702","3"
"Owner","2015","Urban Area","Female","4098","0.461647450168724","0.451791372325774","0.471503528011674","3"
"Owner","2015","Rural Area","Male","2480","0.5608056280578","0.546082824013383","0.575528432102217","3"
"Owner","2015","Urban Area","Male","3728","0.477107353390999","0.466363875502087","0.48785083127991","3"
"Sub-Tenant","2015","Rural Area","Male","64","0.0137946012965065","0.0103344568341478","0.0172547457588652","2"
"Sub-Tenant","2015","Rural Area","Female","82","0.0222393008082917","0.0181584926369593","0.026320108979624","2"
"Sub-Tenant","2015","Urban Area","Male","126","0.0198871256168771","0.0168841304895","0.0228901207442541","2"
"Sub-Tenant","2015","Urban Area","Female","121","0.01499988056231","0.0125967489349633","0.0174030121896567","2"
"Tenant","2015","Rural Area","Male","","","","","5"
"Tenant","2015","Urban Area","Female","","","","","5"
"Tenant","2015","Rural Area","Female","","","","","5"
"Tenant","2015","Urban Area","Male","","","","","5"
"Main Tenant","2016","Urban Area","Male","3880","0.502470919633791","0.491123382759956","0.513818456507626","1"
"Main Tenant","2016","Urban Area","Female","4967","0.521342636905356","0.51096431632196","0.531720957488752","1"
"Main Tenant","2016","Rural Area","Male","1599","0.405837636596358","0.390604772970945","0.421070500221772","1"
"Main Tenant","2016","Rural Area","Female","2036","0.426596893630351","0.412313711001413","0.440880076259288","1"
"Nursing Home/Retirement Community","2016","Rural Area","Female","9","","","","4"
"Nursing Home/Retirement Community","2016","Urban Area","Male","10","","","","4"
"Nursing Home/Retirement Community","2016","Urban Area","Female","24","","","","4"
"Nursing Home/Retirement Community","2016","Rural Area","Male","3","","","","4"
"Owner","2016","Rural Area","Male","2326","0.570716090263834","0.555361607597233","0.586070572930436","3"
"Owner","2016","Rural Area","Female","2479","0.542348108849678","0.527960360937571","0.556735856761784","3"
"Owner","2016","Urban Area","Female","3798","0.456748432954795","0.446399582420778","0.467097283488812","3"
"Owner","2016","Urban Area","Male","3468","0.474942002783243","0.46360858678655","0.486275418779935","3"
"Sub-Tenant","2016","Urban Area","Male","100","0.0205252553081438","0.0173073163126062","0.0237431943036814","2"
"Sub-Tenant","2016","Rural Area","Female","82","0.0266017615647827","0.0219546125316594","0.0312489105979059","2"
"Sub-Tenant","2016","Rural Area","Male","64","0.0218999073628241","0.0173598053252836","0.0264400094003647","2"
"Sub-Tenant","2016","Urban Area","Female","111","0.0171154796881883","0.0144208513480206","0.019810108028356","2"
"Tenant","2016","Urban Area","Female","","","","","5"
"Tenant","2016","Rural Area","Male","","","","","5"
"Tenant","2016","Urban Area","Male","","","","","5"
"Tenant","2016","Rural Area","Female","","","","","5"
"Main Tenant","2017","Urban Area","Male","5147","0.504581761174269","0.4943696107009","0.514793911647638","1"
"Main Tenant","2017","Urban Area","Female","5982","0.514438161234303","0.504815521990199","0.524060800478407","1"
"Main Tenant","2017","Rural Area","Male","2261","0.407352583401189","0.393708961840268","0.420996204962111","1"
"Main Tenant","2017","Rural Area","Female","2594","0.432062398347139","0.418956566627681","0.445168230066596","1"
"Nursing Home/Retirement Community","2017","Urban Area","Female","23","","","","4"
"Nursing Home/Retirement Community","2017","Rural Area","Female","14","","","","4"
"Nursing Home/Retirement Community","2017","Rural Area","Male","6","","","","4"
"Nursing Home/Retirement Community","2017","Urban Area","Male","14","","","","4"
"Owner","2017","Rural Area","Male","2601","0.56300627897753","0.549232901596301","0.57677965635876","3"
"Owner","2017","Rural Area","Female","2777","0.537267468815982","0.524075751736949","0.550459185895015","3"
"Owner","2017","Urban Area","Female","4191","0.462941814579794","0.453341638098213","0.472541991061375","3"
"Owner","2017","Urban Area","Male","3838","0.468650667963045","0.458458181921413","0.478843154004677","3"
"Sub-Tenant","2017","Urban Area","Male","209","0.0240942019503372","0.0209621737920265","0.0272262301086479","2"
"Sub-Tenant","2017","Urban Area","Female","167","0.0184510992877849","0.0158600693240678","0.021042129251502","2"
"Sub-Tenant","2017","Rural Area","Male","114","0.0275765343300132","0.0230293371457989","0.0321237315142275","2"
"Sub-Tenant","2017","Rural Area","Female","103","0.0242637054244486","0.0201928485643422","0.0283345622845549","2"
"Tenant","2017","Urban Area","Female","","","","","5"
"Tenant","2017","Rural Area","Male","","","","","5"
"Tenant","2017","Urban Area","Male","","","","","5"
"Tenant","2017","Rural Area","Female","","","","","5"
"Main Tenant","2018","Urban Area","Male","5563","0.506685668283671","0.496552925497436","0.516818411069906","1"
"Main Tenant","2018","Urban Area","Female","6208","0.517353048043709","0.507707496894909","0.526998599192509","1"
"Main Tenant","2018","Rural Area","Male","2329","0.398263928669861","0.384561244298227","0.411966613041495","1"
"Main Tenant","2018","Rural Area","Female","2600","0.439037824772075","0.4257546329471","0.452321016597051","1"
"Nursing Home/Retirement Community","2018","Rural Area","Male","8","","","","4"
"Nursing Home/Retirement Community","2018","Rural Area","Female","10","","","","4"
"Nursing Home/Retirement Community","2018","Urban Area","Male","14","","","","4"
