"hlf0001_h","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Sub-Tenant","1995","66 and older","Urban Area","16","","","","2"
"Tenant","1995","16-34 y.","Urban Area","","","","","5"
"Tenant","1995","16-34 y.","Rural Area","","","","","5"
"Tenant","1995","35-65 y.","Urban Area","","","","","5"
"Tenant","1995","35-65 y.","Rural Area","","","","","5"
"Tenant","1995","66 and older","Urban Area","","","","","5"
"Tenant","1995","66 and older","Rural Area","","","","","5"
"Main Tenant","1996","16-34 y.","Urban Area","2281","0.666008803719913","0.649700821739541","0.682316785700286","1"
"Main Tenant","1996","16-34 y.","Rural Area","833","0.498292891300811","0.473536857564999","0.523048925036623","1"
"Main Tenant","1996","35-65 y.","Urban Area","2555","0.51121808284474","0.496456402267445","0.525979763422035","1"
"Main Tenant","1996","35-65 y.","Rural Area","1030","0.398224916145039","0.378474629400495","0.417975202889582","1"
"Main Tenant","1996","66 and older","Rural Area","227","0.438053613213401","0.394866399444529","0.481240826982274","1"
"Main Tenant","1996","66 and older","Urban Area","589","0.540185724688825","0.510351588015231","0.570019861362419","1"
"Nursing Home/Retirement Community","1996","16-34 y.","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1996","16-34 y.","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1996","35-65 y.","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1996","35-65 y.","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1996","66 and older","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1996","66 and older","Urban Area","","","","","4"
"Owner","1996","16-34 y.","Urban Area","810","0.293566491727029","0.277820079556687","0.309312903897371","3"
"Owner","1996","16-34 y.","Rural Area","652","0.44848632658757","0.423861887972393","0.473110765202747","3"
"Owner","1996","35-65 y.","Urban Area","1746","0.465045076541853","0.450315805480765","0.47977434760294","3"
"Owner","1996","35-65 y.","Rural Area","1287","0.580710618630131","0.560802560269885","0.600618676990377","3"
"Owner","1996","66 and older","Urban Area","463","0.430508641475801","0.400868163394305","0.460149119557297","3"
"Owner","1996","66 and older","Rural Area","263","0.51853544017019","0.475042827638835","0.562028052701546","3"
"Sub-Tenant","1996","16-34 y.","Urban Area","122","0.0404247045530573","0.033614570125215","0.0472348389808996","2"
"Sub-Tenant","1996","16-34 y.","Rural Area","82","0.0532207821116191","0.0421065726528392","0.064334991570399","2"
"Sub-Tenant","1996","35-65 y.","Urban Area","104","0.0237368406134072","0.0192414230095544","0.0282322582172599","2"
"Sub-Tenant","1996","35-65 y.","Rural Area","43","0.0210644652248303","0.0152709206167939","0.0268580098328667","2"
"Sub-Tenant","1996","66 and older","Urban Area","20","","","","2"
"Sub-Tenant","1996","66 and older","Rural Area","17","","","","2"
"Tenant","1996","16-34 y.","Urban Area","","","","","5"
"Tenant","1996","16-34 y.","Rural Area","","","","","5"
"Tenant","1996","35-65 y.","Urban Area","","","","","5"
"Tenant","1996","35-65 y.","Rural Area","","","","","5"
"Tenant","1996","66 and older","Urban Area","","","","","5"
"Tenant","1996","66 and older","Rural Area","","","","","5"
"Main Tenant","1997","16-34 y.","Urban Area","2175","0.663276688707408","0.646688689941835","0.679864687472981","1"
"Main Tenant","1997","16-34 y.","Rural Area","793","0.499731186279642","0.474570340128753","0.524892032430531","1"
"Main Tenant","1997","35-65 y.","Urban Area","2456","0.501368047146659","0.48648396977869","0.516252124514628","1"
"Main Tenant","1997","35-65 y.","Rural Area","967","0.38403827390549","0.364294004308356","0.403782543502624","1"
"Main Tenant","1997","66 and older","Urban Area","608","0.550143649903566","0.5206780008943","0.579609298912831","1"
"Main Tenant","1997","66 and older","Rural Area","241","0.428539073250108","0.385923170298555","0.47115497620166","1"
"Nursing Home/Retirement Community","1997","16-34 y.","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1997","16-34 y.","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1997","35-65 y.","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1997","35-65 y.","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1997","66 and older","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1997","66 and older","Rural Area","","","","","4"
"Owner","1997","16-34 y.","Urban Area","845","0.303187027520151","0.287053718337055","0.319320336703247","3"
"Owner","1997","16-34 y.","Rural Area","641","0.440327275841671","0.415346255914529","0.465308295768814","3"
"Owner","1997","35-65 y.","Urban Area","1798","0.478215007903252","0.463345009132234","0.49308500667427","3"
"Owner","1997","35-65 y.","Rural Area","1313","0.588970903445118","0.568997128250863","0.608944678639373","3"
"Owner","1997","66 and older","Urban Area","466","0.418046530120674","0.388832096306319","0.447260963935029","3"
"Owner","1997","66 and older","Rural Area","266","0.538681783743156","0.495752893864528","0.581610673621784","3"
"Sub-Tenant","1997","16-34 y.","Urban Area","98","0.0335362837724404","0.0272171102585322","0.0398554572863487","2"
"Sub-Tenant","1997","35-65 y.","Urban Area","81","0.0204169449500891","0.0162070665561834","0.0246268233439948","2"
"Sub-Tenant","1997","16-34 y.","Rural Area","83","0.0599415378786869","0.0479962485650271","0.0718868271923467","2"
"Sub-Tenant","1997","66 and older","Urban Area","21","","","","2"
"Sub-Tenant","1997","35-65 y.","Rural Area","51","0.0269908226493918","0.0204120711304334","0.0335695741683503","2"
"Sub-Tenant","1997","66 and older","Rural Area","11","","","","2"
"Tenant","1997","16-34 y.","Urban Area","","","","","5"
"Tenant","1997","16-34 y.","Rural Area","","","","","5"
"Tenant","1997","35-65 y.","Urban Area","","","","","5"
"Tenant","1997","35-65 y.","Rural Area","","","","","5"
"Tenant","1997","66 and older","Urban Area","","","","","5"
"Tenant","1997","66 and older","Rural Area","","","","","5"
"Main Tenant","1998","16-34 y.","Urban Area","2216","0.648426111542167","0.63207373072016","0.664778492364173","1"
"Main Tenant","1998","16-34 y.","Rural Area","793","0.477769883884681","0.453370689054055","0.502169078715306","1"
"Main Tenant","1998","35-65 y.","Urban Area","2687","0.500233948328975","0.486215598994882","0.514252297663069","1"
"Main Tenant","1998","35-65 y.","Rural Area","1022","0.361420896868766","0.343177951326843","0.37966384241069","1"
"Main Tenant","1998","66 and older","Urban Area","687","0.532501649687856","0.505168251613608","0.559835047762104","1"
"Main Tenant","1998","66 and older","Rural Area","263","0.403240787172946","0.364344398695288","0.442137175650603","1"
"Nursing Home/Retirement Community","1998","16-34 y.","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1998","16-34 y.","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1998","35-65 y.","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1998","66 and older","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1998","35-65 y.","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1998","66 and older","Rural Area","","","","","4"
"Owner","1998","16-34 y.","Urban Area","927","0.302564015403945","0.286831315740343","0.318296715067547","3"
"Owner","1998","16-34 y.","Rural Area","727","0.455239767185271","0.430914481600436","0.479565052770105","3"
"Owner","1998","35-65 y.","Urban Area","2096","0.474873351423704","0.460872712673406","0.488873990174001","3"
"Owner","1998","35-65 y.","Rural Area","1580","0.614897433839906","0.596418771598754","0.633376096081057","3"
"Owner","1998","66 and older","Urban Area","563","0.433508853983567","0.406360803046004","0.460656904921131","3"
"Owner","1998","66 and older","Rural Area","329","0.555700291134048","0.516301235486233","0.595099346781863","3"
"Sub-Tenant","1998","16-34 y.","Urban Area","132","0.0490098730538885","0.0416159958819196","0.0564037502258574","2"
"Sub-Tenant","1998","16-34 y.","Rural Area","90","0.0669903489300487","0.0547784179516529","0.0792022799084445","2"
"Sub-Tenant","1998","35-65 y.","Urban Area","103","0.0244143232073356","0.020087372237402","0.0287412741772691","2"
"Sub-Tenant","1998","35-65 y.","Rural Area","62","0.0236816692913276","0.017907588470534","0.0294557501121213","2"
"Sub-Tenant","1998","66 and older","Urban Area","17","","","","2"
"Sub-Tenant","1998","66 and older","Rural Area","14","","","","2"
"Tenant","1998","16-34 y.","Urban Area","","","","","5"
"Tenant","1998","16-34 y.","Rural Area","","","","","5"
"Tenant","1998","35-65 y.","Urban Area","1","","","","5"
"Tenant","1998","35-65 y.","Rural Area","","","","","5"
"Tenant","1998","66 and older","Urban Area","13","","","","5"
"Tenant","1998","66 and older","Rural Area","5","","","","5"
"Main Tenant","1999","16-34 y.","Urban Area","2095","0.658133226514634","0.64136248883164","0.674903964197627","1"
"Main Tenant","1999","16-34 y.","Rural Area","776","0.484041757871537","0.459114578719553","0.508968937023522","1"
"Main Tenant","1999","35-65 y.","Urban Area","2556","0.503975245713606","0.489744633174473","0.518205858252739","1"
"Main Tenant","1999","35-65 y.","Rural Area","990","0.361608768895799","0.343047538869023","0.380169998922574","1"
"Main Tenant","1999","66 and older","Urban Area","629","0.518147726269485","0.490166689553333","0.546128762985637","1"
"Main Tenant","1999","66 and older","Rural Area","267","0.411453885887585","0.372402719862947","0.450505051912223","1"
"Nursing Home/Retirement Community","1999","16-34 y.","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","1999","16-34 y.","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","1999","35-65 y.","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","1999","66 and older","Urban Area","18","","","","4"
"Nursing Home/Retirement Community","1999","35-65 y.","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1999","66 and older","Rural Area","5","","","","4"
"Owner","1999","16-34 y.","Urban Area","890","0.309758717249213","0.293410174595133","0.326107259903293","3"
"Owner","1999","16-34 y.","Rural Area","702","0.458643934358224","0.433789506299614","0.483498362416834","3"
"Owner","1999","35-65 y.","Urban Area","2095","0.474958132801958","0.460744930146762","0.489171335457154","3"
"Owner","1999","35-65 y.","Rural Area","1532","0.616653175820486","0.597870379855744","0.635435971785227","3"
"Owner","1999","66 and older","Urban Area","556","0.442387440636469","0.414574448397421","0.470200432875517","3"
"Owner","1999","66 and older","Rural Area","325","0.549582221324443","0.510099482294539","0.589064960354348","3"
"Sub-Tenant","1999","16-34 y.","Rural Area","65","0.057003530746171","0.0454389377054582","0.0685681237868838","2"
"Sub-Tenant","1999","16-34 y.","Urban Area","87","0.0319815131855658","0.0257605427027944","0.0382024836683373","2"
"Sub-Tenant","1999","35-65 y.","Urban Area","90","0.0205875045315628","0.0165459169881659","0.0246290920749596","2"
"Sub-Tenant","1999","35-65 y.","Rural Area","52","0.0217380552837159","0.0161045105932518","0.0273715999741801","2"
"Sub-Tenant","1999","66 and older","Urban Area","22","","","","2"
"Sub-Tenant","1999","66 and older","Rural Area","13","","","","2"
"Tenant","1999","16-34 y.","Urban Area","","","","","5"
"Tenant","1999","16-34 y.","Rural Area","","","","","5"
"Tenant","1999","35-65 y.","Urban Area","","","","","5"
"Tenant","1999","35-65 y.","Rural Area","","","","","5"
"Tenant","1999","66 and older","Urban Area","","","","","5"
"Tenant","1999","66 and older","Rural Area","","","","","5"
"Main Tenant","2000","16-34 y.","Urban Area","3123","0.684798803360468","0.671530571179606","0.698067035541329","1"
"Main Tenant","2000","16-34 y.","Rural Area","1192","0.52154325818999","0.501702186998845","0.541384329381134","1"
"Main Tenant","2000","35-65 y.","Urban Area","4317","0.503666767280685","0.493255249003262","0.514078285558108","1"
"Main Tenant","2000","35-65 y.","Rural Area","1590","0.364848977979805","0.350967932700006","0.378730023259604","1"
"Main Tenant","2000","66 and older","Rural Area","506","0.42957320968116","0.402131470267055","0.457014949095266","1"
"Main Tenant","2000","66 and older","Urban Area","1105","0.494109363513916","0.474065150792074","0.514153576235758","1"
"Nursing Home/Retirement Community","2000","16-34 y.","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2000","16-34 y.","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2000","35-65 y.","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2000","35-65 y.","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2000","66 and older","Urban Area","23","","","","4"
"Nursing Home/Retirement Community","2000","66 and older","Rural Area","8","","","","4"
"Owner","2000","16-34 y.","Rural Area","1179","0.44899626281262","0.429240343507427","0.468752182117812","3"
"Owner","2000","16-34 y.","Urban Area","1471","0.284358961848643","0.271475911146527","0.297242012550759","3"
"Owner","2000","35-65 y.","Urban Area","4460","0.484464271700135","0.47405750061493","0.49487104278534","3"
"Owner","2000","35-65 y.","Rural Area","2978","0.623533040511517","0.609562272788868","0.637503808234166","3"
"Owner","2000","66 and older","Urban Area","1238","0.481442035550164","0.461410243723322","0.501473827377007","3"
"Owner","2000","66 and older","Rural Area","722","0.540507968243774","0.512881006446068","0.56813493004148","3"
"Sub-Tenant","2000","16-34 y.","Urban Area","116","0.0308422347908899","0.0259047269665487","0.035779742615231","2"
"Sub-Tenant","2000","16-34 y.","Rural Area","64","0.0294604789973905","0.0227442557673743","0.0361767022274066","2"
"Sub-Tenant","2000","35-65 y.","Urban Area","81","0.0117597850924947","0.00951493836303608","0.0140046318219534","2"
"Sub-Tenant","2000","35-65 y.","Rural Area","51","0.0109584770665165","0.00795648550397581","0.0139604686290573","2"
"Sub-Tenant","2000","66 and older","Rural Area","14","","","","2"
"Sub-Tenant","2000","66 and older","Urban Area","24","","","","2"
"Tenant","2000","16-34 y.","Urban Area","","","","","5"
"Tenant","2000","16-34 y.","Rural Area","","","","","5"
"Tenant","2000","35-65 y.","Urban Area","","","","","5"
"Tenant","2000","35-65 y.","Rural Area","","","","","5"
"Tenant","2000","66 and older","Urban Area","","","","","5"
"Tenant","2000","66 and older","Rural Area","","","","","5"
"Main Tenant","2001","16-34 y.","Urban Area","2776","0.686222069582352","0.672139836319444","0.700304302845261","1"
"Main Tenant","2001","16-34 y.","Rural Area","965","0.491171432833238","0.469935929800987","0.512406935865488","1"
"Main Tenant","2001","35-65 y.","Urban Area","3972","0.50983777517515","0.49894850518976","0.52072704516054","1"
"Main Tenant","2001","35-65 y.","Rural Area","1462","0.366786458359347","0.35224959460254","0.381323322116155","1"
"Main Tenant","2001","66 and older","Urban Area","1050","0.484135363450113","0.463545327922779","0.504725398977447","1"
"Main Tenant","2001","66 and older","Rural Area","451","0.407430592788221","0.379419130319684","0.435442055256759","1"
"Nursing Home/Retirement Community","2001","16-34 y.","Urban Area","3","","","","4"
"Nursing Home/Retirement Community","2001","16-34 y.","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2001","35-65 y.","Urban Area","3","","","","4"
"Nursing Home/Retirement Community","2001","35-65 y.","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2001","66 and older","Urban Area","24","","","","4"
"Nursing Home/Retirement Community","2001","66 and older","Rural Area","7","","","","4"
"Owner","2001","16-34 y.","Urban Area","1288","0.283144712142787","0.269472210936443","0.296817213349131","3"
"Owner","2001","16-34 y.","Rural Area","1094","0.479517613267993","0.458296627162462","0.500738599373523","3"
"Owner","2001","35-65 y.","Urban Area","4054","0.476327670798038","0.465448505884863","0.487206835711214","3"
"Owner","2001","35-65 y.","Rural Area","2707","0.61710755301299","0.602445060369393","0.631770045656586","3"
"Owner","2001","66 and older","Urban Area","1168","0.487437024860352","0.4668431207079","0.508030929012803","3"
"Owner","2001","66 and older","Rural Area","709","0.566188274753819","0.537934893400716","0.594441656106921","3"
"Sub-Tenant","2001","16-34 y.","Urban Area","104","0.0304865521338357","0.0252690928307088","0.0357040114369626","2"
"Sub-Tenant","2001","16-34 y.","Rural Area","70","0.0293109538987696","0.0221459686453969","0.0364759391521422","2"
"Sub-Tenant","2001","35-65 y.","Urban Area","67","0.0134468857264118","0.0109379823596183","0.0159557890932053","2"
"Sub-Tenant","2001","35-65 y.","Rural Area","52","0.0153985827961182","0.0116844315829884","0.019112734009248","2"
"Sub-Tenant","2001","66 and older","Urban Area","21","","","","2"
"Sub-Tenant","2001","66 and older","Rural Area","15","","","","2"
"Tenant","2001","16-34 y.","Urban Area","","","","","5"
"Tenant","2001","16-34 y.","Rural Area","","","","","5"
"Tenant","2001","35-65 y.","Urban Area","","","","","5"
"Tenant","2001","35-65 y.","Rural Area","","","","","5"
"Tenant","2001","66 and older","Urban Area","","","","","5"
"Tenant","2001","66 and older","Rural Area","","","","","5"
"Main Tenant","2002","16-34 y.","Urban Area","2578","0.692766616337142","0.67867077999193","0.706862452682353","1"
"Main Tenant","2002","16-34 y.","Rural Area","928","0.5053599826991","0.483827054591034","0.526892910807165","1"
"Main Tenant","2002","35-65 y.","Urban Area","3969","0.503779199815966","0.493425968406645","0.514132431225287","1"
"Main Tenant","2002","35-65 y.","Rural Area","1432","0.36119638179692","0.346956280880864","0.375436482712977","1"
"Main Tenant","2002","66 and older","Urban Area","1084","0.473087270791973","0.453166350091592","0.493008191492354","1"
"Main Tenant","2002","66 and older","Rural Area","494","0.420926865902355","0.393313526006795","0.448540205797914","1"
"Nursing Home/Retirement Community","2002","16-34 y.","Urban Area","3","","","","4"
"Nursing Home/Retirement Community","2002","16-34 y.","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2002","35-65 y.","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2002","35-65 y.","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2002","66 and older","Urban Area","22","","","","4"
"Nursing Home/Retirement Community","2002","66 and older","Rural Area","8","","","","4"
"Owner","2002","16-34 y.","Urban Area","1425","0.277919549975805","0.264232321601833","0.291606778349778","3"
"Owner","2002","35-65 y.","Urban Area","4908","0.4820362267038","0.471689383809956","0.492383069597643","3"
"Owner","2002","16-34 y.","Rural Area","1081","0.468283661074987","0.446792862832179","0.489774459317795","3"
"Owner","2002","66 and older","Urban Area","1287","0.505407667746839","0.485458993760298","0.525356341733381","3"
"Owner","2002","35-65 y.","Rural Area","2883","0.619928093095152","0.605538078597463","0.634318107592841","3"
"Owner","2002","66 and older","Rural Area","704","0.546979143469024","0.519137594768566","0.574820692169482","3"
"Sub-Tenant","2002","16-34 y.","Urban Area","109","0.0286939382163288","0.0235931616493805","0.0337947147832771","2"
"Sub-Tenant","2002","16-34 y.","Rural Area","62","0.0263563562259137","0.0194571243330767","0.0332555881187507","2"
"Sub-Tenant","2002","35-65 y.","Urban Area","82","0.0141845734802342","0.0117359372650638","0.0166332096954046","2"
"Sub-Tenant","2002","35-65 y.","Rural Area","55","0.0182016453912752","0.0142386445704618","0.0221646462120886","2"
"Sub-Tenant","2002","66 and older","Urban Area","20","","","","2"
"Sub-Tenant","2002","66 and older","Rural Area","22","","","","2"
"Tenant","2002","16-34 y.","Urban Area","","","","","5"
"Tenant","2002","16-34 y.","Rural Area","","","","","5"
"Tenant","2002","35-65 y.","Urban Area","","","","","5"
"Tenant","2002","35-65 y.","Rural Area","","","","","5"
"Tenant","2002","66 and older","Urban Area","","","","","5"
"Tenant","2002","66 and older","Rural Area","","","","","5"
"Main Tenant","2003","16-34 y.","Urban Area","2434","0.686630270383032","0.672129650661399","0.701130890104664","1"
"Main Tenant","2003","16-34 y.","Rural Area","845","0.478919371962454","0.456775254510771","0.501063489414137","1"
"Main Tenant","2003","35-65 y.","Urban Area","3766","0.514994000527266","0.504407921798131","0.5255800792564","1"
"Main Tenant","2003","35-65 y.","Rural Area","1333","0.354533656055","0.339970638961705","0.369096673148295","1"
"Main Tenant","2003","66 and older","Urban Area","1079","0.459603188080617","0.439885376275415","0.479320999885818","1"
"Main Tenant","2003","66 and older","Rural Area","498","0.406034820797153","0.37881061513005","0.433259026464256","1"
"Nursing Home/Retirement Community","2003","16-34 y.","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2003","16-34 y.","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2003","35-65 y.","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2003","35-65 y.","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2003","66 and older","Urban Area","23","","","","4"
"Nursing Home/Retirement Community","2003","66 and older","Rural Area","9","","","","4"
"Owner","2003","16-34 y.","Urban Area","1384","0.281114135301798","0.267061172937579","0.295167097666017","3"
"Owner","2003","16-34 y.","Rural Area","1036","0.470362603463216","0.448237748930409","0.492487457996024","3"
"Owner","2003","35-65 y.","Urban Area","4700","0.469074875638624","0.458504310567042","0.479645440710207","3"
"Owner","2003","35-65 y.","Rural Area","2745","0.624566753907467","0.609825255862512","0.639308251952421","3"
"Owner","2003","66 and older","Urban Area","1321","0.510321917963951","0.490543650061625","0.530100185866278","3"
"Owner","2003","66 and older","Rural Area","722","0.558062953519877","0.530532403655302","0.585593503384453","3"
"Sub-Tenant","2003","16-34 y.","Urban Area","112","0.0322315837782581","0.0267105155455536","0.0377526520109625","2"
"Sub-Tenant","2003","16-34 y.","Rural Area","74","0.0507180245743298","0.0409915939729944","0.0604444551756652","2"
"Sub-Tenant","2003","35-65 y.","Urban Area","95","0.0157680011959423","0.0131292554776884","0.0184067469141961","2"
"Sub-Tenant","2003","35-65 y.","Rural Area","67","0.0208995900375333","0.0165447889434298","0.0252543911316368","2"
"Sub-Tenant","2003","66 and older","Urban Area","31","0.0169467882262135","0.011840056703163","0.0220535197492641","2"
"Sub-Tenant","2003","66 and older","Rural Area","21","","","","2"
"Tenant","2003","16-34 y.","Urban Area","","","","","5"
"Tenant","2003","16-34 y.","Rural Area","","","","","5"
"Tenant","2003","35-65 y.","Urban Area","","","","","5"
"Tenant","2003","35-65 y.","Rural Area","","","","","5"
"Tenant","2003","66 and older","Urban Area","","","","","5"
"Tenant","2003","66 and older","Rural Area","","","","","5"
"Main Tenant","2004","16-34 y.","Urban Area","2334","0.689946659517147","0.675161095578316","0.704732223455979","1"
"Main Tenant","2004","16-34 y.","Rural Area","817","0.498198606003084","0.475639113442521","0.520758098563648","1"
"Main Tenant","2004","35-65 y.","Urban Area","3638","0.520942891627909","0.510167031354273","0.531718751901545","1"
"Main Tenant","2004","35-65 y.","Rural Area","1287","0.360671497315505","0.345816336703905","0.375526657927106","1"
"Main Tenant","2004","66 and older","Urban Area","1104","0.465882682148949","0.446421911740841","0.485343452557058","1"
"Main Tenant","2004","66 and older","Rural Area","503","0.411764829523916","0.384939260266491","0.438590398781341","1"
"Nursing Home/Retirement Community","2004","16-34 y.","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2004","16-34 y.","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2004","35-65 y.","Urban Area","3","","","","4"
"Nursing Home/Retirement Community","2004","35-65 y.","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2004","66 and older","Urban Area","22","","","","4"
"Nursing Home/Retirement Community","2004","66 and older","Rural Area","14","","","","4"
"Owner","2004","16-34 y.","Urban Area","1326","0.281305248913747","0.266931399768565","0.295679098058929","3"
"Owner","2004","16-34 y.","Rural Area","997","0.45041104578837","0.427962632209918","0.472859459366822","3"
"Owner","2004","35-65 y.","Urban Area","4525","0.46042972347814","0.449678226585718","0.471181220370562","3"
"Owner","2004","35-65 y.","Rural Area","2672","0.623851120749158","0.608865326248732","0.638836915249584","3"
"Owner","2004","66 and older","Rural Area","754","0.550437581778337","0.523323314860733","0.577551848695941","3"
"Owner","2004","66 and older","Urban Area","1373","0.506902321637104","0.48739794679542","0.526406696478788","3"
"Sub-Tenant","2004","16-34 y.","Urban Area","98","0.0287216392129135","0.0233822891423248","0.0340609892835023","2"
"Sub-Tenant","2004","16-34 y.","Rural Area","73","0.0513903482085458","0.0414283446921659","0.0613523517249256","2"
"Sub-Tenant","2004","35-65 y.","Urban Area","90","0.0183873056024451","0.0154893456533537","0.0212852655515365","2"
"Sub-Tenant","2004","35-65 y.","Rural Area","55","0.0154773819353363","0.0116586338854578","0.0192961299852148","2"
"Sub-Tenant","2004","66 and older","Urban Area","25","","","","2"
"Sub-Tenant","2004","66 and older","Rural Area","22","","","","2"
"Tenant","2004","16-34 y.","Rural Area","","","","","5"
"Tenant","2004","16-34 y.","Urban Area","","","","","5"
"Tenant","2004","35-65 y.","Urban Area","","","","","5"
"Tenant","2004","35-65 y.","Rural Area","","","","","5"
"Tenant","2004","66 and older","Urban Area","","","","","5"
"Tenant","2004","66 and older","Rural Area","","","","","5"
"Main Tenant","2005","16-34 y.","Urban Area","2213","0.686886158732882","0.67167767626268","0.702094641203084","1"
"Main Tenant","2005","16-34 y.","Rural Area","773","0.508270644015497","0.484993654344099","0.531547633686894","1"
"Main Tenant","2005","35-65 y.","Urban Area","3494","0.53822142131084","0.527169107781099","0.54927373484058","1"
"Main Tenant","2005","35-65 y.","Rural Area","1187","0.355429664103","0.34027496444532","0.37058436376068","1"
"Main Tenant","2005","66 and older","Urban Area","1093","0.469885614538323","0.450487667000529","0.489283562076116","1"
"Main Tenant","2005","66 and older","Rural Area","492","0.409758001472433","0.382774299628046","0.43674170331682","1"
"Nursing Home/Retirement Community","2005","16-34 y.","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2005","16-34 y.","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2005","35-65 y.","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2005","35-65 y.","Rural Area","4","","","","4"
"Nursing Home/Retirement Community","2005","66 and older","Rural Area","17","","","","4"
"Nursing Home/Retirement Community","2005","66 and older","Urban Area","18","","","","4"
"Owner","2005","16-34 y.","Urban Area","1239","0.268960104964597","0.254418684310849","0.283501525618345","3"
"Owner","2005","16-34 y.","Rural Area","935","0.450822344036647","0.427655046402037","0.473989641671256","3"
"Owner","2005","35-65 y.","Urban Area","4232","0.442000975819935","0.430991056171188","0.453010895468683","3"
"Owner","2005","35-65 y.","Rural Area","2586","0.627706491184737","0.612400678898901","0.643012303470573","3"
"Owner","2005","66 and older","Urban Area","1394","0.49886829223726","0.479435115393512","0.518301469081008","3"
"Owner","2005","66 and older","Rural Area","743","0.547645237318854","0.520335847606909","0.574954627030798","3"
"Sub-Tenant","2005","16-34 y.","Urban Area","120","0.0441537363025217","0.0374166808946956","0.0508907917103478","2"
"Sub-Tenant","2005","35-65 y.","Urban Area","90","0.019777602869225","0.0166908280238495","0.0228643777146004","2"
"Sub-Tenant","2005","16-34 y.","Rural Area","64","0.0409070119478564","0.0316845797933961","0.0501294441023168","2"
"Sub-Tenant","2005","35-65 y.","Rural Area","55","0.0159325260960793","0.0119680107911207","0.0198970414010379","2"
"Sub-Tenant","2005","66 and older","Urban Area","38","0.0200134742952035","0.0145703756260242","0.0254565729643828","2"
"Sub-Tenant","2005","66 and older","Rural Area","24","","","","2"
"Tenant","2005","16-34 y.","Urban Area","","","","","5"
"Tenant","2005","16-34 y.","Rural Area","","","","","5"
"Tenant","2005","35-65 y.","Urban Area","","","","","5"
"Tenant","2005","35-65 y.","Rural Area","","","","","5"
"Tenant","2005","66 and older","Urban Area","","","","","5"
"Tenant","2005","66 and older","Rural Area","","","","","5"
"Main Tenant","2006","16-34 y.","Urban Area","2201","0.690761733898911","0.675666241612555","0.705857226185267","1"
"Main Tenant","2006","16-34 y.","Rural Area","825","0.515612102795753","0.49282677395684","0.538397431634666","1"
"Main Tenant","2006","35-65 y.","Urban Area","3626","0.534013114584747","0.523272918012394","0.5447533111571","1"
"Main Tenant","2006","35-65 y.","Rural Area","1307","0.372003915065504","0.357300305986339","0.386707524144669","1"
"Main Tenant","2006","66 and older","Urban Area","1268","0.49162113828441","0.473586853201458","0.509655423367361","1"
"Main Tenant","2006","66 and older","Rural Area","579","0.404387593235037","0.379876171077988","0.428899015392086","1"
"Nursing Home/Retirement Community","2006","16-34 y.","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2006","16-34 y.","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2006","35-65 y.","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2006","35-65 y.","Rural Area","3","","","","4"
"Nursing Home/Retirement Community","2006","66 and older","Urban Area","24","","","","4"
"Nursing Home/Retirement Community","2006","66 and older","Rural Area","20","","","","4"
"Owner","2006","16-34 y.","Urban Area","1290","0.270296550564355","0.255791141470209","0.284801959658501","3"
