"hlf0001_h","year","age_gr","n","percent","lower_confidence","upper_confidence","value"
"Sub-Tenant","2007","16-34 y.","182","0.0493784455031121","0.0434153217657765","0.0553415692404478","2"
"Sub-Tenant","2007","35-65 y.","111","0.0139543105969621","0.0118093975624731","0.0160992236314511","2"
"Sub-Tenant","2007","66 and older","56","0.0169159450723295","0.0131077551987445","0.0207241349459144","2"
"Tenant","2007","16-34 y.","","","","","5"
"Tenant","2007","35-65 y.","","","","","5"
"Tenant","2007","66 and older","","","","","5"
"Main Tenant","2008","16-34 y.","2550","0.609337162651198","0.595286600555353","0.623387724747043","1"
"Main Tenant","2008","35-65 y.","4192","0.474743588885025","0.465279185626219","0.484207992143832","1"
"Main Tenant","2008","66 and older","1718","0.434071159256086","0.419359345258413","0.448782973253759","1"
"Nursing Home/Retirement Community","2008","35-65 y.","5","","","","4"
"Nursing Home/Retirement Community","2008","16-34 y.","1","","","","4"
"Nursing Home/Retirement Community","2008","66 and older","43","0.0142448506569077","0.0107274784808035","0.0177622228330119","4"
"Owner","2008","16-34 y.","1936","0.348473199749608","0.33475128712175","0.362195112377465","3"
"Owner","2008","66 and older","2533","0.52959631921624","0.514780943109645","0.544411695322836","3"
"Owner","2008","35-65 y.","6374","0.508312826505222","0.498837635465837","0.517788017544607","3"
"Sub-Tenant","2008","35-65 y.","123","0.0159965285072268","0.0136186525891967","0.0183744044252569","2"
"Sub-Tenant","2008","16-34 y.","145","0.0411688940192051","0.0354472679297151","0.0468905201086951","2"
"Sub-Tenant","2008","66 and older","66","0.0220876708707663","0.017725227842512","0.0264501138990207","2"
"Tenant","2008","16-34 y.","","","","","5"
"Tenant","2008","35-65 y.","","","","","5"
"Tenant","2008","66 and older","","","","","5"
"Main Tenant","2009","16-34 y.","2342","0.609484874123627","0.594805350195471","0.624164398051783","1"
"Main Tenant","2009","35-65 y.","3812","0.464710464846913","0.454886333426122","0.474534596267704","1"
"Main Tenant","2009","66 and older","1679","0.432667672503848","0.417717737052163","0.447617607955533","1"
"Nursing Home/Retirement Community","2009","16-34 y.","1","","","","4"
"Nursing Home/Retirement Community","2009","35-65 y.","6","","","","4"
"Nursing Home/Retirement Community","2009","66 and older","35","0.0122275323440172","0.0089113286641465","0.0155437360238878","4"
"Owner","2009","16-34 y.","1741","0.345991779872183","0.331678601977427","0.360304957766939","3"
"Owner","2009","35-65 y.","5964","0.517112398813478","0.507269476362321","0.526955321264634","3"
"Owner","2009","66 and older","2436","0.536338820480298","0.521291356498449","0.551386284462148","3"
"Sub-Tenant","2009","16-34 y.","159","0.0434742093271013","0.0373383447849063","0.0496100738692964","2"
"Sub-Tenant","2009","35-65 y.","119","0.0173908198061284","0.0148159279301479","0.0199657116821089","2"
"Sub-Tenant","2009","66 and older","69","0.0187659746718367","0.014671339703992","0.0228606096396815","2"
"Tenant","2009","16-34 y.","","","","","5"
"Tenant","2009","35-65 y.","","","","","5"
"Tenant","2009","66 and older","","","","","5"
"Main Tenant","2010","16-34 y.","4298","0.599626009983759","0.588106636792399","0.61114538317512","1"
"Main Tenant","2010","35-65 y.","5715","0.462556885564651","0.454116791046498","0.470996980082804","1"
"Main Tenant","2010","66 and older","1595","0.426704806604997","0.411520886107382","0.441888727102611","1"
"Nursing Home/Retirement Community","2010","16-34 y.","3","","","","4"
"Nursing Home/Retirement Community","2010","35-65 y.","8","","","","4"
"Nursing Home/Retirement Community","2010","66 and older","37","0.0132858578334602","0.00977088898664114","0.0168008266802793","4"
"Owner","2010","16-34 y.","2468","0.362753173586108","0.351449616299255","0.374056730872961","3"
"Owner","2010","35-65 y.","7544","0.519966486851233","0.511509377633362","0.528423596069103","3"
"Owner","2010","66 and older","2389","0.541550808388485","0.526254162494248","0.556847454282722","3"
"Sub-Tenant","2010","16-34 y.","181","0.0364988660924246","0.0320900550069086","0.0409076771779407","2"
"Sub-Tenant","2010","35-65 y.","139","0.0166395934460923","0.0144742529503427","0.0188049339418419","2"
"Sub-Tenant","2010","66 and older","55","0.0184585271730585","0.0143263031975125","0.0225907511486045","2"
"Tenant","2010","16-34 y.","","","","","5"
"Tenant","2010","35-65 y.","","","","","5"
"Tenant","2010","66 and older","","","","","5"
"Main Tenant","2011","16-34 y.","4494","0.601347306083037","0.59015232011187","0.612542292054205","1"
"Main Tenant","2011","35-65 y.","7040","0.451675888015568","0.44407207772123","0.459279698309906","1"
"Main Tenant","2011","66 and older","2066","0.42775394308186","0.414322140415794","0.441185745747927","1"
"Nursing Home/Retirement Community","2011","16-34 y.","1","","","","4"
"Nursing Home/Retirement Community","2011","35-65 y.","7","","","","4"
"Nursing Home/Retirement Community","2011","66 and older","51","0.0125715638075","0.00954678686017746","0.0155963407548225","4"
"Owner","2011","16-34 y.","2672","0.36138039539669","0.350396233260771","0.372364557532609","3"
"Owner","2011","35-65 y.","9271","0.533799467293252","0.526177368063034","0.541421566523471","3"
"Owner","2011","66 and older","3044","0.547312480504238","0.533799136769651","0.560825824238825","3"
"Sub-Tenant","2011","16-34 y.","181","0.0364938783118496","0.0322064115509374","0.0407813450727617","2"
"Sub-Tenant","2011","66 and older","51","0.0123620126064019","0.00936223284003758","0.0153617923727662","2"
"Sub-Tenant","2011","35-65 y.","137","0.0140131917560283","0.0122172045756172","0.0158091789364393","2"
"Tenant","2011","16-34 y.","","","","","5"
"Tenant","2011","35-65 y.","","","","","5"
"Tenant","2011","66 and older","","","","","5"
"Main Tenant","2012","16-34 y.","4211","0.613557329547962","0.602062194884049","0.625052464211876","1"
"Main Tenant","2012","35-65 y.","6912","0.450436785441041","0.442756491267713","0.458117079614369","1"
"Main Tenant","2012","66 and older","2119","0.42845007118398","0.415079502899879","0.441820639468082","1"
"Nursing Home/Retirement Community","2012","16-34 y.","","","","","4"
"Nursing Home/Retirement Community","2012","35-65 y.","7","","","","4"
"Nursing Home/Retirement Community","2012","66 and older","36","0.00834415784365111","0.00588636988602531","0.0108019458012769","4"
"Owner","2012","16-34 y.","2528","0.35108082399615","0.339812928504885","0.362348719487415","3"
"Owner","2012","35-65 y.","9062","0.535363967792444","0.527664989164491","0.543062946420396","3"
"Owner","2012","66 and older","3044","0.5495724303952","0.536129386382226","0.563015474408174","3"
"Sub-Tenant","2012","16-34 y.","154","0.0353618464558872","0.0310017747031019","0.0397219182086726","2"
"Sub-Tenant","2012","35-65 y.","140","0.0133961501592452","0.0116214969106737","0.0151708034078168","2"
"Sub-Tenant","2012","66 and older","63","0.0136333405771687","0.0105001053319372","0.0167665758224002","2"
"Tenant","2012","16-34 y.","","","","","5"
"Tenant","2012","35-65 y.","","","","","5"
"Tenant","2012","66 and older","","","","","5"
"Main Tenant","2013","35-65 y.","8443","0.446594632600113","0.439284391592547","0.453904873607679","1"
"Main Tenant","2013","16-34 y.","5518","0.631403553894513","0.62111140760536","0.641695700183666","1"
"Main Tenant","2013","66 and older","2045","0.40660290234899","0.39313513557273","0.42007066912525","1"
"Nursing Home/Retirement Community","2013","16-34 y.","","","","","4"
"Nursing Home/Retirement Community","2013","35-65 y.","3","","","","4"
"Nursing Home/Retirement Community","2013","66 and older","45","0.0102683865743849","0.00750432656694188","0.0130324465818278","4"
"Owner","2013","16-34 y.","2753","0.342447530196744","0.332323834241042","0.352571226152445","3"
"Owner","2013","35-65 y.","9155","0.539016093011521","0.531686210555752","0.546345975467291","3"
"Owner","2013","66 and older","2965","0.570058095595584","0.556484275536947","0.583631915654221","3"
"Sub-Tenant","2013","16-34 y.","169","0.0261489159087432","0.0227444421742065","0.0295533896432799","2"
"Sub-Tenant","2013","66 and older","55","0.0130706154810412","0.00995654311922926","0.0161846878428532","2"
"Sub-Tenant","2013","35-65 y.","165","0.0140033630527555","0.0122755086131727","0.0157312174923383","2"
"Tenant","2013","16-34 y.","","","","","5"
"Tenant","2013","35-65 y.","","","","","5"
"Tenant","2013","66 and older","","","","","5"
"Main Tenant","2014","16-34 y.","4604","0.632645030705441","0.621479374176614","0.643810687234267","1"
"Main Tenant","2014","35-65 y.","7240","0.455045047842613","0.447234444289007","0.462855651396219","1"
"Main Tenant","2014","66 and older","2011","0.406074166697728","0.392475447162885","0.419672886232571","1"
"Nursing Home/Retirement Community","2014","16-34 y.","2","","","","4"
"Nursing Home/Retirement Community","2014","35-65 y.","2","","","","4"
"Nursing Home/Retirement Community","2014","66 and older","41","0.00960269821047834","0.00690228270829569","0.012303113712661","4"
"Owner","2014","16-34 y.","2393","0.336272291753413","0.325330164274468","0.347214419232358","3"
"Owner","2014","35-65 y.","8239","0.53180607083615","0.523979588108075","0.539632553564225","3"
"Owner","2014","66 and older","2902","0.569971402309499","0.556262444810023","0.583680359808976","3"
"Sub-Tenant","2014","35-65 y.","134","0.0127640354780236","0.0110033508112465","0.0145247201448007","2"
"Sub-Tenant","2014","16-34 y.","162","0.0309238989744792","0.0269144257395384","0.03493337220942","2"
"Sub-Tenant","2014","66 and older","56","0.0143517327822942","0.0110583487218319","0.0176451168427564","2"
"Tenant","2014","16-34 y.","","","","","5"
"Tenant","2014","35-65 y.","","","","","5"
"Tenant","2014","66 and older","","","","","5"
"Main Tenant","2015","16-34 y.","4874","0.633948991720391","0.622884014174834","0.645013969265949","1"
"Main Tenant","2015","35-65 y.","7280","0.46013026082505","0.452222978289202","0.468037543360898","1"
"Main Tenant","2015","66 and older","1976","0.39440729718213","0.380818645074546","0.407995949289714","1"
"Nursing Home/Retirement Community","2015","16-34 y.","1","","","","4"
"Nursing Home/Retirement Community","2015","35-65 y.","3","","","","4"
"Nursing Home/Retirement Community","2015","66 and older","44","0.0102140745339483","0.00741841847166809","0.0130097305962285","4"
"Owner","2015","16-34 y.","2221","0.331925083041949","0.32110862188639","0.342741544197509","3"
"Owner","2015","35-65 y.","7831","0.52731830037281","0.519397607340877","0.535238993404743","3"
"Owner","2015","66 and older","2889","0.58228297424392","0.568570313642975","0.595995634844865","3"
"Sub-Tenant","2015","16-34 y.","185","0.0341012424549189","0.0299325152119808","0.038269969697857","2"
"Sub-Tenant","2015","35-65 y.","148","0.0119855187860343","0.0102590750085059","0.0137119625635627","2"
"Sub-Tenant","2015","66 and older","60","0.0130956540400017","0.00993472519185994","0.0162565828881434","2"
"Tenant","2015","16-34 y.","","","","","5"
"Tenant","2015","35-65 y.","","","","","5"
"Tenant","2015","66 and older","","","","","5"
"Main Tenant","2016","16-34 y.","4022","0.627648697840253","0.615628898401875","0.639668497278631","1"
"Main Tenant","2016","35-65 y.","6549","0.455260025936626","0.446999080300065","0.463520971573188","1"
"Main Tenant","2016","66 and older","1911","0.391751947273759","0.377916625929097","0.40558726861842","1"
"Nursing Home/Retirement Community","2016","16-34 y.","1","","","","4"
"Nursing Home/Retirement Community","2016","35-65 y.","5","","","","4"
"Nursing Home/Retirement Community","2016","66 and older","40","0.0118408790336654","0.00877504444824509","0.0149067136190857","4"
"Owner","2016","16-34 y.","2024","0.329018532735199","0.317336244705021","0.340700820765377","3"
"Owner","2016","35-65 y.","7268","0.531289645934013","0.523011685777926","0.539567606090101","3"
"Owner","2016","66 and older","2779","0.58220476650143","0.568226190761162","0.596183342241699","3"
"Sub-Tenant","2016","16-34 y.","167","0.0433005556352221","0.0382400144692019","0.0483610968012423","2"
"Sub-Tenant","2016","35-65 y.","138","0.0125475600117286","0.0107010863540623","0.0143940336693949","2"
"Sub-Tenant","2016","66 and older","52","0.0142024071911455","0.0108487539030299","0.0175560604792611","2"
"Tenant","2016","16-34 y.","","","","","5"
"Tenant","2016","35-65 y.","","","","","5"
"Tenant","2016","66 and older","","","","","5"
"Main Tenant","2017","16-34 y.","5674","0.64630269532667","0.635965591431417","0.656639799221924","1"
"Main Tenant","2017","35-65 y.","8348","0.450961079957406","0.443430977794631","0.458491182120181","1"
"Main Tenant","2017","66 and older","1962","0.378564174882738","0.365185493684107","0.391942856081369","1"
"Nursing Home/Retirement Community","2017","35-65 y.","6","","","","4"
"Nursing Home/Retirement Community","2017","16-34 y.","1","","","","4"
"Nursing Home/Retirement Community","2017","66 and older","50","0.0128740648794523","0.00976457223648985","0.0159835575224148","4"
"Owner","2017","16-34 y.","2254","0.313244021422655","0.303216175731622","0.323271867113688","3"
"Owner","2017","35-65 y.","8198","0.5318270346372","0.52427579691343","0.539378272360969","3"
"Owner","2017","66 and older","2955","0.590039099912177","0.57647293723435","0.603605262590004","3"
"Sub-Tenant","2017","16-34 y.","289","0.0404228817224381","0.0361647548261576","0.0446810086187186","2"
"Sub-Tenant","2017","66 and older","82","0.0185226603256324","0.0148035657243487","0.0222417549269161","2"
"Sub-Tenant","2017","35-65 y.","222","0.0161072914658242","0.0142022040799597","0.0180123788516886","2"
"Tenant","2017","16-34 y.","","","","","5"
"Tenant","2017","35-65 y.","","","","","5"
"Tenant","2017","66 and older","","","","","5"
"Main Tenant","2018","16-34 y.","6022","0.636079410727911","0.625807042553897","0.646351778901925","1"
"Main Tenant","2018","35-65 y.","8608","0.456748136564489","0.449127003003764","0.464369270125214","1"
"Main Tenant","2018","66 and older","2070","0.386997147113857","0.373615271301779","0.400379022925934","1"
"Nursing Home/Retirement Community","2018","16-34 y.","","","","","4"
"Nursing Home/Retirement Community","2018","66 and older","52","0.0131422758883809","0.0100133561148281","0.0162711956619336","4"
"Nursing Home/Retirement Community","2018","35-65 y.","2","","","","4"
"Owner","2018","16-34 y.","2134","0.32590149156208","0.315894202348322","0.335908780775838","3"
"Owner","2018","35-65 y.","7622","0.529985149307392","0.522349109062995","0.537621189551789","3"
"Owner","2018","66 and older","2920","0.590057067820892","0.57654441634016","0.603569719301624","3"
"Sub-Tenant","2018","16-34 y.","271","0.0380190977100092","0.0339359440670834","0.042102251352935","2"
"Sub-Tenant","2018","66 and older","47","0.00980350917687072","0.00709653983659522","0.0125104785171462","2"
"Sub-Tenant","2018","35-65 y.","179","0.0129628324233757","0.0112322301297299","0.0146934347170215","2"
"Tenant","2018","16-34 y.","","","","","5"
"Tenant","2018","35-65 y.","","","","","5"
"Tenant","2018","66 and older","","","","","5"
"Main Tenant","2019","16-34 y.","5256","0.636631177327433","0.625781391613728","0.647480963041138","1"
"Main Tenant","2019","35-65 y.","8121","0.447139418456246","0.439646223044384","0.454632613868109","1"
"Main Tenant","2019","66 and older","2049","0.384517397245486","0.371395488367832","0.39763930612314","1"
"Nursing Home/Retirement Community","2019","16-34 y.","2","","","","4"
"Nursing Home/Retirement Community","2019","35-65 y.","4","","","","4"
"Nursing Home/Retirement Community","2019","66 and older","55","0.0147210404488022","0.011472562021192","0.0179695188764125","4"
"Owner","2019","35-65 y.","8565","0.540696176931737","0.533185753097037","0.548206600766438","3"
"Owner","2019","16-34 y.","1991","0.320102484989467","0.309578756663621","0.330626213315313","3"
"Owner","2019","66 and older","3110","0.586468630365839","0.573185276166934","0.599751984564745","3"
"Sub-Tenant","2019","16-34 y.","300","0.0429311995864551","0.0383586179316342","0.0475037812412759","2"
"Sub-Tenant","2019","35-65 y.","223","0.01152767985673","0.0099189209059658","0.0131364388074943","2"
"Sub-Tenant","2019","66 and older","66","0.0142929319398725","0.0110913418429447","0.0174945220368004","2"
"Tenant","2019","16-34 y.","","","","","5"
"Tenant","2019","35-65 y.","","","","","5"
"Tenant","2019","66 and older","","","","","5"
