"hlf0001_h","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"Tenant","1991","16-34 y.","direct migration background","","","","","5"
"Tenant","1991","16-34 y.","indirect migration background","","","","","5"
"Tenant","1991","35-65 y.","indirect migration background","","","","","5"
"Tenant","1991","66 and older","no migration background","3","","","","5"
"Tenant","1991","66 and older","direct migration background","","","","","5"
"Tenant","1991","66 and older","indirect migration background","","","","","5"
"Main Tenant","1992","16-34 y.","no migration background","2263","0.587056002559841","0.571345501595257","0.602766503524424","1"
"Main Tenant","1992","16-34 y.","direct migration background","702","0.767917386946574","0.73945323233278","0.796381541560368","1"
"Main Tenant","1992","16-34 y.","indirect migration background","314","0.796577456081012","0.756104042126183","0.837050870035841","1"
"Main Tenant","1992","35-65 y.","no migration background","2585","0.464276060693681","0.45084557319901","0.477706548188352","1"
"Main Tenant","1992","35-65 y.","direct migration background","1218","0.678990058782354","0.656020609821355","0.701959507743352","1"
"Main Tenant","1992","35-65 y.","indirect migration background","12","","","","1"
"Main Tenant","1992","66 and older","no migration background","670","0.543327312714051","0.516627041362635","0.570027584065466","1"
"Main Tenant","1992","66 and older","direct migration background","87","0.618144755563074","0.537377529904483","0.698911981221665","1"
"Main Tenant","1992","66 and older","indirect migration background","3","","","","1"
"Nursing Home/Retirement Community","1992","16-34 y.","no migration background","","","","","4"
"Nursing Home/Retirement Community","1992","16-34 y.","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1992","35-65 y.","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1992","16-34 y.","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1992","35-65 y.","no migration background","","","","","4"
"Nursing Home/Retirement Community","1992","35-65 y.","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1992","66 and older","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1992","66 and older","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1992","66 and older","no migration background","","","","","4"
"Owner","1992","16-34 y.","no migration background","1353","0.36275710802509","0.347415702362507","0.378098513687673","3"
"Owner","1992","16-34 y.","direct migration background","122","0.194252467018368","0.167577585424966","0.220927348611771","3"
"Owner","1992","16-34 y.","indirect migration background","62","0.181166208950423","0.142441089218827","0.21989132868202","3"
"Owner","1992","35-65 y.","indirect migration background","15","","","","3"
"Owner","1992","66 and older","indirect migration background","1","","","","3"
"Owner","1992","35-65 y.","no migration background","2625","0.518265618205616","0.50480970659777","0.531721529813462","3"
"Owner","1992","35-65 y.","direct migration background","322","0.284956452082801","0.262748162017733","0.307164742147869","3"
"Owner","1992","66 and older","no migration background","644","0.431834866179086","0.405284010071458","0.458385722286713","3"
"Owner","1992","66 and older","direct migration background","50","0.380352720249026","0.299646645009077","0.461058795488975","3"
"Sub-Tenant","1992","16-34 y.","no migration background","156","0.0498529497305755","0.042908377000017","0.056797522461134","2"
"Sub-Tenant","1992","35-65 y.","direct migration background","46","0.0339940217344815","0.0250784169506237","0.0429096265183393","2"
"Sub-Tenant","1992","35-65 y.","indirect migration background","","","","","2"
"Sub-Tenant","1992","66 and older","direct migration background","2","","","","2"
"Sub-Tenant","1992","66 and older","indirect migration background","","","","","2"
"Sub-Tenant","1992","35-65 y.","no migration background","82","0.0160567038628343","0.0126717999964048","0.0194416077292637","2"
"Sub-Tenant","1992","16-34 y.","direct migration background","21","","","","2"
"Sub-Tenant","1992","16-34 y.","indirect migration background","4","","","","2"
"Sub-Tenant","1992","66 and older","no migration background","22","","","","2"
"Tenant","1992","16-34 y.","no migration background","1","","","","5"
"Tenant","1992","35-65 y.","no migration background","5","","","","5"
"Tenant","1992","35-65 y.","direct migration background","1","","","","5"
"Tenant","1992","16-34 y.","direct migration background","","","","","5"
"Tenant","1992","16-34 y.","indirect migration background","","","","","5"
"Tenant","1992","35-65 y.","indirect migration background","","","","","5"
"Tenant","1992","66 and older","no migration background","1","","","","5"
"Tenant","1992","66 and older","direct migration background","","","","","5"
"Tenant","1992","66 and older","indirect migration background","","","","","5"
"Main Tenant","1993","16-34 y.","no migration background","2205","0.593018354384068","0.577102534058185","0.608934174709952","1"
"Main Tenant","1993","16-34 y.","direct migration background","670","0.764089714224358","0.734941302071312","0.793238126377403","1"
"Main Tenant","1993","16-34 y.","indirect migration background","353","0.733700763262177","0.69258569153591","0.774815834988444","1"
"Main Tenant","1993","35-65 y.","no migration background","2511","0.449683665026173","0.436169242837392","0.463198087214954","1"
"Main Tenant","1993","35-65 y.","direct migration background","1169","0.676182131052033","0.652696868524361","0.699667393579704","1"
"Main Tenant","1993","66 and older","direct migration background","92","0.499031691012866","0.42106865598189","0.576994726043841","1"
"Main Tenant","1993","66 and older","indirect migration background","3","","","","1"
"Main Tenant","1993","35-65 y.","indirect migration background","13","","","","1"
"Main Tenant","1993","66 and older","no migration background","677","0.542076362425301","0.515360350543617","0.568792374306985","1"
"Nursing Home/Retirement Community","1993","16-34 y.","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1993","16-34 y.","no migration background","","","","","4"
"Nursing Home/Retirement Community","1993","16-34 y.","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1993","35-65 y.","no migration background","","","","","4"
"Nursing Home/Retirement Community","1993","35-65 y.","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1993","35-65 y.","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1993","66 and older","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1993","66 and older","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1993","66 and older","no migration background","","","","","4"
"Owner","1993","16-34 y.","direct migration background","120","0.19204256164031","0.164999100507088","0.219086022773531","3"
"Owner","1993","16-34 y.","no migration background","1285","0.355961141672311","0.340449245842855","0.371473037501766","3"
"Owner","1993","16-34 y.","indirect migration background","79","0.224934526253972","0.18609679405793","0.263772258450014","3"
"Owner","1993","35-65 y.","no migration background","2618","0.530845435051233","0.517287931063913","0.544402939038553","3"
"Owner","1993","35-65 y.","direct migration background","313","0.289461941593501","0.266700352597378","0.312223530589624","3"
"Owner","1993","35-65 y.","indirect migration background","15","","","","3"
"Owner","1993","66 and older","indirect migration background","1","","","","3"
"Owner","1993","66 and older","no migration background","639","0.439742046803422","0.4131263479583","0.466357745648545","3"
"Owner","1993","66 and older","direct migration background","58","0.417862821479534","0.340958794432737","0.49476684852633","3"
"Sub-Tenant","1993","16-34 y.","no migration background","170","0.0510205039436212","0.0438918368331109","0.0581491710541315","2"
"Sub-Tenant","1993","16-34 y.","indirect migration background","12","","","","2"
"Sub-Tenant","1993","35-65 y.","no migration background","76","0.0194708999225935","0.0157171876526402","0.0232246121925469","2"
"Sub-Tenant","1993","35-65 y.","direct migration background","43","0.0343559273544665","0.0252143203618616","0.0434975343470713","2"
"Sub-Tenant","1993","35-65 y.","indirect migration background","","","","","2"
"Sub-Tenant","1993","66 and older","direct migration background","8","","","","2"
"Sub-Tenant","1993","66 and older","indirect migration background","","","","","2"
"Sub-Tenant","1993","16-34 y.","direct migration background","25","","","","2"
"Sub-Tenant","1993","66 and older","no migration background","20","","","","2"
"Tenant","1993","16-34 y.","no migration background","","","","","5"
"Tenant","1993","16-34 y.","direct migration background","","","","","5"
"Tenant","1993","16-34 y.","indirect migration background","","","","","5"
"Tenant","1993","35-65 y.","no migration background","","","","","5"
"Tenant","1993","35-65 y.","direct migration background","","","","","5"
"Tenant","1993","35-65 y.","indirect migration background","","","","","5"
"Tenant","1993","66 and older","no migration background","","","","","5"
"Tenant","1993","66 and older","direct migration background","","","","","5"
"Tenant","1993","66 and older","indirect migration background","","","","","5"
"Main Tenant","1994","16-34 y.","no migration background","2156","0.599592491311502","0.583571157039548","0.615613825583456","1"
"Main Tenant","1994","16-34 y.","direct migration background","631","0.778159326313421","0.748581357999133","0.80773729462771","1"
"Main Tenant","1994","16-34 y.","indirect migration background","375","0.742462177368546","0.702674665802982","0.78224968893411","1"
"Main Tenant","1994","35-65 y.","no migration background","2432","0.445135607266835","0.43154386347894","0.45872735105473","1"
"Main Tenant","1994","35-65 y.","direct migration background","1097","0.680801318819684","0.656724029947764","0.704878607691604","1"
"Main Tenant","1994","66 and older","direct migration background","104","0.536405910751017","0.462310861791665","0.610500959710369","1"
"Main Tenant","1994","66 and older","indirect migration background","3","","","","1"
"Main Tenant","1994","66 and older","no migration background","675","0.531163383463236","0.504464281188299","0.557862485738173","1"
"Main Tenant","1994","35-65 y.","indirect migration background","16","","","","1"
"Nursing Home/Retirement Community","1994","16-34 y.","no migration background","","","","","4"
"Nursing Home/Retirement Community","1994","16-34 y.","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1994","16-34 y.","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1994","35-65 y.","no migration background","","","","","4"
"Nursing Home/Retirement Community","1994","35-65 y.","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1994","35-65 y.","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1994","66 and older","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1994","66 and older","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1994","66 and older","no migration background","","","","","4"
"Owner","1994","16-34 y.","no migration background","1283","0.356251801965531","0.340593090182739","0.371910513748324","3"
"Owner","1994","16-34 y.","direct migration background","103","0.190205890253038","0.16226676684839","0.218145013657686","3"
"Owner","1994","16-34 y.","indirect migration background","80","0.228513597359456","0.190309559885381","0.266717634833531","3"
"Owner","1994","35-65 y.","no migration background","2618","0.534567472045852","0.520925875098358","0.548209068993346","3"
"Owner","1994","35-65 y.","direct migration background","304","0.291765741746271","0.268287127596035","0.315244355896507","3"
"Owner","1994","35-65 y.","indirect migration background","12","","","","3"
"Owner","1994","66 and older","indirect migration background","1","","","","3"
"Owner","1994","66 and older","direct migration background","65","0.412771928510097","0.339618961026001","0.485924895994193","3"
"Owner","1994","66 and older","no migration background","648","0.44272143043323","0.416146430213499","0.469296430652961","3"
"Sub-Tenant","1994","16-34 y.","no migration background","154","0.0441557067229664","0.0374382252347266","0.0508731882112061","2"
"Sub-Tenant","1994","16-34 y.","direct migration background","24","","","","2"
"Sub-Tenant","1994","16-34 y.","indirect migration background","9","","","","2"
"Sub-Tenant","1994","35-65 y.","no migration background","86","0.0202969206873131","0.0164403801798718","0.0241534611947544","2"
"Sub-Tenant","1994","35-65 y.","direct migration background","39","0.0274329394340442","0.0189964300177083","0.0358694488503801","2"
"Sub-Tenant","1994","35-65 y.","indirect migration background","","","","","2"
"Sub-Tenant","1994","66 and older","direct migration background","5","","","","2"
"Sub-Tenant","1994","66 and older","indirect migration background","","","","","2"
"Sub-Tenant","1994","66 and older","no migration background","19","","","","2"
"Tenant","1994","16-34 y.","no migration background","","","","","5"
"Tenant","1994","16-34 y.","direct migration background","","","","","5"
"Tenant","1994","16-34 y.","indirect migration background","","","","","5"
"Tenant","1994","35-65 y.","no migration background","","","","","5"
"Tenant","1994","35-65 y.","direct migration background","","","","","5"
"Tenant","1994","35-65 y.","indirect migration background","","","","","5"
"Tenant","1994","66 and older","no migration background","","","","","5"
"Tenant","1994","66 and older","direct migration background","","","","","5"
"Tenant","1994","66 and older","indirect migration background","","","","","5"
"Main Tenant","1995","16-34 y.","no migration background","2093","0.575722687075499","0.559437199954769","0.592008174196228","1"
"Main Tenant","1995","16-34 y.","direct migration background","797","0.776382842719888","0.749817054109129","0.802948631330648","1"
"Main Tenant","1995","16-34 y.","indirect migration background","377","0.663179522289978","0.620854701117626","0.705504343462331","1"
"Main Tenant","1995","35-65 y.","no migration background","2452","0.442465837173791","0.428928400555969","0.456003273791614","1"
"Main Tenant","1995","35-65 y.","direct migration background","1268","0.683904106062345","0.661503687945606","0.706304524179085","1"
"Main Tenant","1995","35-65 y.","indirect migration background","17","","","","1"
"Main Tenant","1995","66 and older","no migration background","664","0.507406357316815","0.480578095890343","0.534234618743287","1"
"Main Tenant","1995","66 and older","direct migration background","131","0.524838163821492","0.457930682115951","0.591745645527032","1"
"Main Tenant","1995","66 and older","indirect migration background","1","","","","1"
"Nursing Home/Retirement Community","1995","16-34 y.","no migration background","","","","","4"
"Nursing Home/Retirement Community","1995","16-34 y.","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1995","35-65 y.","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1995","35-65 y.","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1995","66 and older","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1995","16-34 y.","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1995","35-65 y.","no migration background","","","","","4"
"Nursing Home/Retirement Community","1995","66 and older","no migration background","","","","","4"
"Nursing Home/Retirement Community","1995","66 and older","direct migration background","","","","","4"
"Owner","1995","16-34 y.","direct migration background","108","0.144952366676741","0.122506313023518","0.167398420329965","3"
"Owner","1995","16-34 y.","no migration background","1284","0.370398456952749","0.354486021573299","0.3863108923322","3"
"Owner","1995","16-34 y.","indirect migration background","89","0.279604121045984","0.239412295907084","0.319795946184883","3"
"Owner","1995","35-65 y.","no migration background","2636","0.540194846349936","0.526610993831165","0.553778698868707","3"
"Owner","1995","35-65 y.","direct migration background","338","0.283052202205958","0.261348884466954","0.304755519944962","3"
"Owner","1995","66 and older","indirect migration background","3","","","","3"
"Owner","1995","35-65 y.","indirect migration background","11","","","","3"
"Owner","1995","66 and older","no migration background","642","0.461379239318441","0.434628194743385","0.488130283893497","3"
"Owner","1995","66 and older","direct migration background","77","0.444312634068371","0.377739224948709","0.510886043188033","3"
"Sub-Tenant","1995","16-34 y.","no migration background","161","0.0538788559717517","0.0464392191770947","0.0613184927664087","2"
"Sub-Tenant","1995","35-65 y.","no migration background","83","0.0173393164762726","0.0137815404943986","0.0208970924581466","2"
"Sub-Tenant","1995","35-65 y.","direct migration background","49","0.0330436917316969","0.0244318349559725","0.0416555485074213","2"
"Sub-Tenant","1995","35-65 y.","indirect migration background","","","","","2"
"Sub-Tenant","1995","66 and older","direct migration background","6","","","","2"
"Sub-Tenant","1995","66 and older","indirect migration background","2","","","","2"
"Sub-Tenant","1995","16-34 y.","indirect migration background","13","","","","2"
"Sub-Tenant","1995","16-34 y.","direct migration background","40","0.0786647906033705","0.061500288255498","0.0958292929512431","2"
"Sub-Tenant","1995","66 and older","no migration background","28","","","","2"
"Tenant","1995","16-34 y.","no migration background","","","","","5"
"Tenant","1995","16-34 y.","direct migration background","","","","","5"
"Tenant","1995","16-34 y.","indirect migration background","","","","","5"
"Tenant","1995","35-65 y.","no migration background","","","","","5"
"Tenant","1995","35-65 y.","direct migration background","","","","","5"
"Tenant","1995","66 and older","no migration background","","","","","5"
"Tenant","1995","66 and older","direct migration background","","","","","5"
"Tenant","1995","66 and older","indirect migration background","","","","","5"
"Tenant","1995","35-65 y.","indirect migration background","","","","","5"
"Main Tenant","1996","16-34 y.","no migration background","2021","0.577343086490332","0.560797118246865","0.593889054733799","1"
"Main Tenant","1996","16-34 y.","direct migration background","699","0.814630562526311","0.788429484991606","0.840831640061015","1"
"Main Tenant","1996","16-34 y.","indirect migration background","395","0.69524622039355","0.655375234092709","0.735117206694392","1"
"Main Tenant","1996","35-65 y.","no migration background","2392","0.437857304155007","0.424358483072172","0.451356125237841","1"
"Main Tenant","1996","35-65 y.","direct migration background","1175","0.689847061504004","0.666782340344736","0.712911782663272","1"
"Main Tenant","1996","66 and older","indirect migration background","2","","","","1"
"Main Tenant","1996","66 and older","direct migration background","140","0.527461662220438","0.463080905761656","0.591842418679219","1"
"Main Tenant","1996","35-65 y.","indirect migration background","18","","","","1"
"Main Tenant","1996","66 and older","no migration background","674","0.509145409777756","0.48239877313469","0.535892046420822","1"
"Nursing Home/Retirement Community","1996","16-34 y.","no migration background","","","","","4"
"Nursing Home/Retirement Community","1996","16-34 y.","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1996","35-65 y.","no migration background","","","","","4"
"Nursing Home/Retirement Community","1996","35-65 y.","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1996","35-65 y.","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1996","66 and older","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1996","16-34 y.","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1996","66 and older","no migration background","","","","","4"
"Nursing Home/Retirement Community","1996","66 and older","direct migration background","","","","","4"
"Owner","1996","16-34 y.","no migration background","1272","0.382621196111701","0.3663416765831","0.398900715640301","3"
"Owner","1996","16-34 y.","direct migration background","98","0.124506073521026","0.102245232197985","0.146766914844067","3"
"Owner","1996","16-34 y.","indirect migration background","92","0.239205562576358","0.202254033696074","0.276157091456642","3"
"Owner","1996","35-65 y.","no migration background","2699","0.540946809765998","0.527388203708818","0.554505415823177","3"
"Owner","1996","35-65 y.","direct migration background","321","0.277349958461895","0.255026477426331","0.299673439497459","3"
"Owner","1996","66 and older","indirect migration background","4","","","","3"
"Owner","1996","66 and older","direct migration background","83","0.423086837428183","0.359376180659286","0.48679749419708","3"
"Owner","1996","35-65 y.","indirect migration background","13","","","","3"
"Owner","1996","66 and older","no migration background","639","0.459227229749812","0.432565209342195","0.485889250157429","3"
"Sub-Tenant","1996","16-34 y.","no migration background","131","0.0400357173979676","0.0334692384267864","0.0466021963691489","2"
"Sub-Tenant","1996","16-34 y.","indirect migration background","25","","","","2"
"Sub-Tenant","1996","35-65 y.","no migration background","98","0.0211958860789956","0.0172768439055677","0.0251149282524234","2"
"Sub-Tenant","1996","35-65 y.","direct migration background","49","0.0328029800341008","0.0239212417083136","0.041684718359888","2"
"Sub-Tenant","1996","35-65 y.","indirect migration background","","","","","2"
"Sub-Tenant","1996","66 and older","direct migration background","8","","","","2"
"Sub-Tenant","1996","66 and older","indirect migration background","","","","","2"
"Sub-Tenant","1996","16-34 y.","direct migration background","48","0.060863363952663","0.0447434728296177","0.0769832550757082","2"
"Sub-Tenant","1996","66 and older","no migration background","29","","","","2"
"Tenant","1996","16-34 y.","no migration background","","","","","5"
"Tenant","1996","16-34 y.","direct migration background","","","","","5"
"Tenant","1996","16-34 y.","indirect migration background","","","","","5"
"Tenant","1996","35-65 y.","no migration background","","","","","5"
"Tenant","1996","35-65 y.","direct migration background","","","","","5"
"Tenant","1996","66 and older","no migration background","","","","","5"
"Tenant","1996","66 and older","direct migration background","","","","","5"
"Tenant","1996","66 and older","indirect migration background","","","","","5"
"Tenant","1996","35-65 y.","indirect migration background","","","","","5"
"Main Tenant","1997","16-34 y.","no migration background","1913","0.573699616313139","0.55687248663399","0.590526745992287","1"
"Main Tenant","1997","16-34 y.","direct migration background","649","0.821282882637752","0.794448187172924","0.848117578102581","1"
"Main Tenant","1997","16-34 y.","indirect migration background","407","0.692115048170795","0.652999035566964","0.731231060774627","1"
"Main Tenant","1997","35-65 y.","no migration background","2311","0.425504289259614","0.412016696101829","0.438991882417399","1"
"Main Tenant","1997","35-65 y.","direct migration background","1094","0.686509553715385","0.66280252081457","0.7102165866162","1"
"Main Tenant","1997","66 and older","direct migration background","144","0.557932164343865","0.494837189640272","0.621027139047458","1"
"Main Tenant","1997","66 and older","no migration background","703","0.510170100680234","0.483679903615449","0.536660297745019","1"
"Main Tenant","1997","66 and older","indirect migration background","2","","","","1"
"Main Tenant","1997","35-65 y.","indirect migration background","18","","","","1"
"Nursing Home/Retirement Community","1997","16-34 y.","no migration background","","","","","4"
"Nursing Home/Retirement Community","1997","16-34 y.","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1997","16-34 y.","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1997","35-65 y.","no migration background","","","","","4"
"Nursing Home/Retirement Community","1997","35-65 y.","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1997","35-65 y.","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1997","66 and older","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1997","66 and older","no migration background","","","","","4"
"Nursing Home/Retirement Community","1997","66 and older","direct migration background","","","","","4"
"Owner","1997","16-34 y.","no migration background","1271","0.387027336896403","0.370454331403833","0.403600342388972","3"
"Owner","1997","16-34 y.","direct migration background","102","0.120474136701797","0.0976739486575069","0.143274324746087","3"
"Owner","1997","16-34 y.","indirect migration background","113","0.273194002408777","0.235435389513761","0.310952615303794","3"
"Owner","1997","35-65 y.","no migration background","2765","0.553695815599518","0.540134863217701","0.567256767981336","3"
"Owner","1997","35-65 y.","direct migration background","332","0.283632811217708","0.260597831595891","0.306667790839525","3"
"Owner","1997","66 and older","indirect migration background","5","","","","3"
"Owner","1997","66 and older","direct migration background","88","0.415370966519608","0.352764690641125","0.477977242398092","3"
"Owner","1997","66 and older","no migration background","639","0.456838545147729","0.430441769353204","0.483235320942254","3"
"Owner","1997","35-65 y.","indirect migration background","14","","","","3"
"Sub-Tenant","1997","16-34 y.","no migration background","134","0.0392730467904589","0.032663720614856","0.0458823729660619","2"
"Sub-Tenant","1997","16-34 y.","direct migration background","32","0.058242980660451","0.0418386528545714","0.0746473084663307","2"
"Sub-Tenant","1997","16-34 y.","indirect migration background","15","","","","2"
"Sub-Tenant","1997","35-65 y.","no migration background","86","0.0207998951408681","0.0169067070219355","0.0246930832598008","2"
"Sub-Tenant","1997","35-65 y.","direct migration background","45","0.0298576350669076","0.0211602801575796","0.0385549899762356","2"
"Sub-Tenant","1997","35-65 y.","indirect migration background","1","","","","2"
"Sub-Tenant","1997","66 and older","direct migration background","6","","","","2"
"Sub-Tenant","1997","66 and older","indirect migration background","","","","","2"
"Sub-Tenant","1997","66 and older","no migration background","26","","","","2"
"Tenant","1997","16-34 y.","no migration background","","","","","5"
"Tenant","1997","16-34 y.","direct migration background","","","","","5"
"Tenant","1997","16-34 y.","indirect migration background","","","","","5"
"Tenant","1997","35-65 y.","no migration background","","","","","5"
"Tenant","1997","35-65 y.","direct migration background","","","","","5"
"Tenant","1997","66 and older","no migration background","","","","","5"
"Tenant","1997","66 and older","direct migration background","","","","","5"
"Tenant","1997","66 and older","indirect migration background","","","","","5"
"Tenant","1997","35-65 y.","indirect migration background","","","","","5"
"Main Tenant","1998","16-34 y.","no migration background","2041","0.560326071758542","0.544132583077769","0.576519560439315","1"
"Main Tenant","1998","16-34 y.","direct migration background","568","0.794439291519587","0.764962520832783","0.823916062206391","1"
"Main Tenant","1998","16-34 y.","indirect migration background","400","0.644247440143342","0.604382274189749","0.684112606096934","1"
"Main Tenant","1998","35-65 y.","no migration background","2642","0.419521402428582","0.407098865632584","0.43194393922458","1"
"Main Tenant","1998","66 and older","indirect migration background","","","","","1"
"Main Tenant","1998","35-65 y.","direct migration background","1040","0.668323387984027","0.644048070332222","0.692598705635831","1"
"Main Tenant","1998","35-65 y.","indirect migration background","27","","","","1"
"Main Tenant","1998","66 and older","no migration background","798","0.491755273175236","0.467492967834224","0.516017578516247","1"
"Main Tenant","1998","66 and older","direct migration background","152","0.53485200156476","0.473512022467064","0.596191980662455","1"
"Nursing Home/Retirement Community","1998","16-34 y.","no migration background","","","","","4"
"Nursing Home/Retirement Community","1998","16-34 y.","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1998","16-34 y.","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1998","35-65 y.","no migration background","","","","","4"
"Nursing Home/Retirement Community","1998","35-65 y.","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1998","66 and older","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1998","35-65 y.","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1998","66 and older","no migration background","","","","","4"
"Nursing Home/Retirement Community","1998","66 and older","direct migration background","","","","","4"
"Owner","1998","16-34 y.","no migration background","1405","0.386429939283699","0.370543662923708","0.402316215643689","3"
"Owner","1998","16-34 y.","indirect migration background","128","0.303665542890434","0.265374260678877","0.341956825101991","3"
"Owner","1998","35-65 y.","no migration background","3315","0.558913559065403","0.546414586878616","0.57141253125219","3"
"Owner","1998","16-34 y.","direct migration background","121","0.143089663180752","0.117547874127459","0.168631452234044","3"
"Owner","1998","35-65 y.","direct migration background","344","0.289540197708492","0.266155144839316","0.312925250577668","3"
"Owner","1998","35-65 y.","indirect migration background","17","","","","3"
"Owner","1998","66 and older","indirect migration background","5","","","","3"
"Owner","1998","66 and older","no migration background","794","0.474798717731432","0.450563955227742","0.499033480235122","3"
"Owner","1998","66 and older","direct migration background","93","0.416254657017396","0.355633740258655","0.476875573776137","3"
"Sub-Tenant","1998","16-34 y.","no migration background","163","0.0532439889577595","0.0459189662065689","0.0605690117089501","2"
"Sub-Tenant","1998","16-34 y.","indirect migration background","26","","","","2"
"Sub-Tenant","1998","35-65 y.","no migration background","105","0.0215650385060146","0.0179084067611377","0.0252216702508915","2"
"Sub-Tenant","1998","35-65 y.","direct migration background","60","0.0399114932590368","0.0298185276994541","0.0500044588186195","2"
"Sub-Tenant","1998","66 and older","direct migration background","6","","","","2"
"Sub-Tenant","1998","66 and older","indirect migration background","","","","","2"
"Sub-Tenant","1998","16-34 y.","direct migration background","33","0.0624710452996612","0.0448183419369107","0.0801237486624116","2"
"Sub-Tenant","1998","66 and older","no migration background","25","","","","2"
"Sub-Tenant","1998","35-65 y.","indirect migration background","","","","","2"
"Tenant","1998","16-34 y.","no migration background","","","","","5"
"Tenant","1998","16-34 y.","direct migration background","","","","","5"
"Tenant","1998","16-34 y.","indirect migration background","","","","","5"
"Tenant","1998","35-65 y.","no migration background","","","","","5"
"Tenant","1998","35-65 y.","direct migration background","1","","","","5"
"Tenant","1998","66 and older","no migration background","14","","","","5"
"Tenant","1998","66 and older","direct migration background","3","","","","5"
"Tenant","1998","66 and older","indirect migration background","1","","","","5"
"Tenant","1998","35-65 y.","indirect migration background","","","","","5"
"Main Tenant","1999","16-34 y.","no migration background","1966","0.570891082770766","0.554315141374315","0.587467024167216","1"
"Main Tenant","1999","16-34 y.","direct migration background","503","0.811321895197672","0.780986125904432","0.841657664490912","1"
"Main Tenant","1999","16-34 y.","indirect migration background","402","0.640191865229711","0.600190382458619","0.680193348000804","1"
"Main Tenant","1999","35-65 y.","no migration background","2583","0.429098689943111","0.416503444530549","0.441693935355673","1"
"Main Tenant","1999","66 and older","direct migration background","145","0.523030007496658","0.461362463504814","0.584697551488501","1"
"Main Tenant","1999","66 and older","indirect migration background","1","","","","1"
"Main Tenant","1999","66 and older","no migration background","750","0.483004087025229","0.458332962679775","0.507675211370683","1"
"Main Tenant","1999","35-65 y.","direct migration background","932","0.641859714110504","0.616111765969078","0.66760766225193","1"
"Main Tenant","1999","35-65 y.","indirect migration background","31","0.541535706809895","0.406106377877513","0.676965035742277","1"
"Nursing Home/Retirement Community","1999","16-34 y.","no migration background","2","","","","4"
"Nursing Home/Retirement Community","1999","16-34 y.","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1999","16-34 y.","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1999","35-65 y.","no migration background","","","","","4"
"Nursing Home/Retirement Community","1999","35-65 y.","direct migration background","1","","","","4"
"Nursing Home/Retirement Community","1999","66 and older","indirect migration background","1","","","","4"
"Nursing Home/Retirement Community","1999","35-65 y.","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1999","66 and older","no migration background","19","","","","4"
"Nursing Home/Retirement Community","1999","66 and older","direct migration background","3","","","","4"
"Owner","1999","16-34 y.","no migration background","1345","0.38940442260524","0.373074088501427","0.405734756709053","3"
"Owner","1999","16-34 y.","indirect migration background","129","0.308650330500539","0.27014970562151","0.347150955379568","3"
"Owner","1999","35-65 y.","no migration background","3261","0.55270963614299","0.540056714776948","0.565362557509033","3"
"Owner","1999","16-34 y.","direct migration background","118","0.158037603912519","0.129754685033775","0.186320522791263","3"
"Owner","1999","35-65 y.","direct migration background","346","0.318957902627653","0.293928548614654","0.343987256640652","3"
"Owner","1999","35-65 y.","indirect migration background","20","","","","3"
"Owner","1999","66 and older","indirect migration background","5","","","","3"
