"hlf0001_h","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"Tenant","1995","direct migration background","Male","","","","","5"
"Tenant","1995","direct migration background","Female","","","","","5"
"Tenant","1995","indirect migration background","Male","","","","","5"
"Tenant","1995","indirect migration background","Female","","","","","5"
"Main Tenant","1996","no migration background","Male","2324","0.467828511718168","0.453607431747143","0.482049591689194","1"
"Main Tenant","1996","no migration background","Female","2763","0.51348431096876","0.499933184370827","0.527035437566693","1"
"Main Tenant","1996","direct migration background","Male","1013","0.697542705138464","0.672735797142023","0.722349613134904","1"
"Main Tenant","1996","direct migration background","Female","1001","0.701934152759622","0.677107761782634","0.72676054373661","1"
"Main Tenant","1996","indirect migration background","Female","209","0.656243301299536","0.600610990198756","0.711875612400317","1"
"Main Tenant","1996","indirect migration background","Male","206","0.674529036665971","0.61853672466322","0.730521348668721","1"
"Nursing Home/Retirement Community","1996","no migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1996","no migration background","Female","","","","","4"
"Nursing Home/Retirement Community","1996","direct migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1996","direct migration background","Female","","","","","4"
"Nursing Home/Retirement Community","1996","indirect migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1996","indirect migration background","Female","","","","","4"
"Owner","1996","no migration background","Male","2276","0.502534434517554","0.48828400813204","0.516784860903069","3"
"Owner","1996","no migration background","Female","2334","0.458762894037338","0.445253019626717","0.472272768447958","3"
"Owner","1996","direct migration background","Male","249","0.258163491277042","0.234528430806437","0.281798551747647","3"
"Owner","1996","direct migration background","Female","253","0.25617293991839","0.232480384322568","0.279865495514212","3"
"Owner","1996","indirect migration background","Female","54","0.273137220161346","0.220947408064","0.325327032258692","3"
"Owner","1996","indirect migration background","Male","55","0.282868334336416","0.229045871395455","0.336690797277377","3"
"Sub-Tenant","1996","no migration background","Male","129","0.0296370537642774","0.0248037059327859","0.034470401595769","2"
"Sub-Tenant","1996","no migration background","Female","129","0.0277527949939026","0.0232992575939157","0.0322063323938894","2"
"Sub-Tenant","1996","direct migration background","Male","55","0.0442938035844938","0.0331818890562744","0.0554057181127133","2"
"Sub-Tenant","1996","direct migration background","Female","50","0.0418929073219878","0.0310189763091144","0.0527668383348613","2"
"Sub-Tenant","1996","indirect migration background","Female","17","","","","2"
"Sub-Tenant","1996","indirect migration background","Male","8","","","","2"
"Tenant","1996","no migration background","Male","","","","","5"
"Tenant","1996","no migration background","Female","","","","","5"
"Tenant","1996","direct migration background","Male","","","","","5"
"Tenant","1996","direct migration background","Female","","","","","5"
"Tenant","1996","indirect migration background","Male","","","","","5"
"Tenant","1996","indirect migration background","Female","","","","","5"
"Main Tenant","1997","no migration background","Male","2272","0.466745916886258","0.452460245629673","0.481031588142844","1"
"Main Tenant","1997","no migration background","Female","2655","0.499652290126378","0.486013780084028","0.513290800168727","1"
"Main Tenant","1997","direct migration background","Male","956","0.689980519152411","0.664433035328394","0.715528002976428","1"
"Main Tenant","1997","indirect migration background","Male","214","0.657091494261551","0.602739393771417","0.711443594751685","1"
"Main Tenant","1997","direct migration background","Female","931","0.717148898243833","0.692009773218667","0.742288023269","1"
"Main Tenant","1997","indirect migration background","Female","213","0.657488860125783","0.602102211558708","0.712875508692858","1"
"Nursing Home/Retirement Community","1997","no migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1997","no migration background","Female","","","","","4"
"Nursing Home/Retirement Community","1997","direct migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1997","direct migration background","Female","","","","","4"
"Nursing Home/Retirement Community","1997","indirect migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1997","indirect migration background","Female","","","","","4"
"Owner","1997","no migration background","Male","2302","0.508714497024928","0.494399300158193","0.523029693891663","3"
"Owner","1997","no migration background","Female","2373","0.468387182899678","0.45477595670449","0.481998409094866","3"
"Owner","1997","direct migration background","Male","263","0.275901519799276","0.251212088278074","0.300590951320479","3"
"Owner","1997","direct migration background","Female","259","0.242764579394674","0.218832817483787","0.266696341305562","3"
"Owner","1997","indirect migration background","Male","70","0.299576898655008","0.247126514685641","0.352027282624375","3"
"Owner","1997","indirect migration background","Female","62","0.3154065242196","0.261172072866523","0.369640975572677","3"
"Sub-Tenant","1997","no migration background","Male","111","0.0245395860888135","0.0201093003796669","0.0289698717979601","2"
"Sub-Tenant","1997","no migration background","Female","135","0.0319605269739444","0.0271626343144718","0.0367584196334169","2"
"Sub-Tenant","1997","direct migration background","Male","40","0.0341179610483127","0.0240905502888494","0.0441453718077761","2"
"Sub-Tenant","1997","direct migration background","Female","43","0.0400865223614924","0.0291373375037039","0.0510357072192808","2"
"Sub-Tenant","1997","indirect migration background","Male","9","","","","2"
"Sub-Tenant","1997","indirect migration background","Female","7","","","","2"
"Tenant","1997","no migration background","Male","","","","","5"
"Tenant","1997","no migration background","Female","","","","","5"
"Tenant","1997","direct migration background","Male","","","","","5"
"Tenant","1997","direct migration background","Female","","","","","5"
"Tenant","1997","indirect migration background","Male","","","","","5"
"Tenant","1997","indirect migration background","Female","","","","","5"
"Main Tenant","1998","no migration background","Male","2511","0.451098421182492","0.437806784582595","0.464390057782389","1"
"Main Tenant","1998","no migration background","Female","2970","0.490519024291497","0.477782453189442","0.503255595393551","1"
"Main Tenant","1998","direct migration background","Male","893","0.673966803965191","0.647684547327621","0.70024906060276","1"
"Main Tenant","1998","direct migration background","Female","867","0.689871737258956","0.663690308123731","0.71605316639418","1"
"Main Tenant","1998","indirect migration background","Male","218","0.611883360808629","0.557635490032915","0.666131231584344","1"
"Main Tenant","1998","indirect migration background","Female","209","0.629802618259289","0.574608432851316","0.684996803667262","1"
"Nursing Home/Retirement Community","1998","no migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1998","no migration background","Female","","","","","4"
"Nursing Home/Retirement Community","1998","direct migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1998","indirect migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1998","direct migration background","Female","","","","","4"
"Nursing Home/Retirement Community","1998","indirect migration background","Female","","","","","4"
"Owner","1998","no migration background","Male","2734","0.520003925822884","0.506658952213145","0.533348899432622","3"
"Owner","1998","no migration background","Female","2780","0.473882252908326","0.461160782597316","0.486603723219337","3"
"Owner","1998","direct migration background","Male","276","0.274920364826762","0.249887601252314","0.29995312840121","3"
"Owner","1998","direct migration background","Female","282","0.263927501363732","0.238979192129258","0.288875810598206","3"
"Owner","1998","indirect migration background","Male","83","0.348550527006728","0.295506011809856","0.401595042203599","3"
"Owner","1998","indirect migration background","Female","67","0.302210176075849","0.24971839805301","0.354701954098689","3"
"Sub-Tenant","1998","no migration background","Female","155","0.0315088929433112","0.0270582269673737","0.0359595589192487","2"
"Sub-Tenant","1998","no migration background","Male","138","0.0285743940165175","0.0241240984730321","0.033024689560003","2"
"Sub-Tenant","1998","direct migration background","Male","50","0.0449598301800478","0.0333417160472492","0.0565779443128464","2"
"Sub-Tenant","1998","direct migration background","Female","49","0.0416496450878741","0.0303411111436362","0.052958179032112","2"
"Sub-Tenant","1998","indirect migration background","Male","9","","","","2"
"Sub-Tenant","1998","indirect migration background","Female","17","","","","2"
"Tenant","1998","no migration background","Male","1","","","","5"
"Tenant","1998","no migration background","Female","13","","","","5"
"Tenant","1998","direct migration background","Male","3","","","","5"
"Tenant","1998","direct migration background","Female","1","","","","5"
"Tenant","1998","indirect migration background","Male","","","","","5"
"Tenant","1998","indirect migration background","Female","1","","","","5"
"Main Tenant","1999","no migration background","Male","2442","0.457810955896671","0.444291595913148","0.471330315880194","1"
"Main Tenant","1999","no migration background","Female","2857","0.494191885757778","0.481230761262102","0.507153010253453","1"
"Main Tenant","1999","direct migration background","Male","800","0.668768635556734","0.641167612506915","0.696369658606552","1"
"Main Tenant","1999","direct migration background","Female","780","0.660258230219905","0.632345526122013","0.688170934317796","1"
"Main Tenant","1999","indirect migration background","Female","216","0.624157698498626","0.569441635811014","0.678873761186238","1"
"Main Tenant","1999","indirect migration background","Male","218","0.595680977071299","0.541138249836587","0.650223704306012","1"
"Nursing Home/Retirement Community","1999","no migration background","Male","3","","","","4"
"Nursing Home/Retirement Community","1999","no migration background","Female","18","","","","4"
"Nursing Home/Retirement Community","1999","direct migration background","Male","3","","","","4"
"Nursing Home/Retirement Community","1999","direct migration background","Female","1","","","","4"
"Nursing Home/Retirement Community","1999","indirect migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1999","indirect migration background","Female","1","","","","4"
"Owner","1999","no migration background","Male","2667","0.517815422823733","0.504256292935975","0.53137455271149","3"
"Owner","1999","no migration background","Female","2719","0.476085803300408","0.463138638382719","0.489032968218097","3"
"Owner","1999","direct migration background","Male","277","0.290005018536306","0.263394588030825","0.316615449041787","3"
"Owner","1999","direct migration background","Female","283","0.297232617631434","0.270297147582158","0.324168087680711","3"
"Owner","1999","indirect migration background","Male","82","0.36593455834672","0.312399700836764","0.419469415856677","3"
"Owner","1999","indirect migration background","Female","72","0.308326768858463","0.25615675607556","0.360496781641366","3"
"Sub-Tenant","1999","no migration background","Male","105","0.0234802138649362","0.0193712793442689","0.0275891483856035","2"
"Sub-Tenant","1999","no migration background","Female","122","0.0240562325045862","0.0200840592331842","0.0280284057759882","2"
"Sub-Tenant","1999","direct migration background","Male","37","0.0348574795858282","0.0241011222859126","0.0456138368857437","2"
"Sub-Tenant","1999","direct migration background","Female","42","0.037793919596149","0.0265552334437474","0.0490326057485506","2"
"Sub-Tenant","1999","indirect migration background","Female","12","","","","2"
"Sub-Tenant","1999","indirect migration background","Male","11","","","","2"
"Tenant","1999","no migration background","Female","","","","","5"
"Tenant","1999","no migration background","Male","","","","","5"
"Tenant","1999","direct migration background","Male","","","","","5"
"Tenant","1999","direct migration background","Female","","","","","5"
"Tenant","1999","indirect migration background","Male","","","","","5"
"Tenant","1999","indirect migration background","Female","","","","","5"
"Main Tenant","2000","no migration background","Male","4123","0.460438090986419","0.450469107187916","0.470407074784921","1"
"Main Tenant","2000","no migration background","Female","4795","0.489191599032229","0.479624720444588","0.49875847761987","1"
"Main Tenant","2000","direct migration background","Male","1176","0.714717895599353","0.692877218026395","0.73655857317231","1"
"Main Tenant","2000","indirect migration background","Male","270","0.615611514267351","0.568582515573039","0.662640512961663","1"
"Main Tenant","2000","direct migration background","Female","1186","0.699015287028053","0.677223950426911","0.720806623629195","1"
"Main Tenant","2000","indirect migration background","Female","285","0.642061106594241","0.596213562924128","0.687908650264353","1"
"Nursing Home/Retirement Community","2000","no migration background","Male","6","","","","4"
"Nursing Home/Retirement Community","2000","no migration background","Female","23","","","","4"
"Nursing Home/Retirement Community","2000","direct migration background","Male","1","","","","4"
"Nursing Home/Retirement Community","2000","direct migration background","Female","2","","","","4"
"Nursing Home/Retirement Community","2000","indirect migration background","Male","","","","","4"
"Nursing Home/Retirement Community","2000","indirect migration background","Female","1","","","","4"
"Owner","2000","no migration background","Female","5531","0.491508414903854","0.481940680397871","0.501076149409836","3"
"Owner","2000","no migration background","Male","5350","0.522851319368581","0.512861431940589","0.532841206796573","3"
"Owner","2000","direct migration background","Male","433","0.258589903655138","0.237411337946453","0.279768469363823","3"
"Owner","2000","direct migration background","Female","481","0.277145959009892","0.255881815478018","0.298410102541765","3"
"Owner","2000","indirect migration background","Female","125","0.323054630468438","0.278330877298318","0.367778383638559","3"
"Owner","2000","indirect migration background","Male","128","0.337333867206352","0.291624570376053","0.383043164036652","3"
"Sub-Tenant","2000","no migration background","Female","139","0.0156229883667468","0.0132496233431444","0.0179963533903491","2"
"Sub-Tenant","2000","no migration background","Male","124","0.0153953003373466","0.0129328376324404","0.0178577630422528","2"
"Sub-Tenant","2000","direct migration background","Male","32","0.0257627044857219","0.0180998669814578","0.033425541989986","2"
"Sub-Tenant","2000","direct migration background","Female","33","0.0201141921514992","0.0134444761138341","0.0267839081891642","2"
"Sub-Tenant","2000","indirect migration background","Female","9","","","","2"
"Sub-Tenant","2000","indirect migration background","Male","13","","","","2"
"Tenant","2000","no migration background","Male","","","","","5"
"Tenant","2000","no migration background","Female","","","","","5"
"Tenant","2000","direct migration background","Male","","","","","5"
"Tenant","2000","direct migration background","Female","","","","","5"
"Tenant","2000","indirect migration background","Male","","","","","5"
"Tenant","2000","indirect migration background","Female","","","","","5"
"Main Tenant","2001","no migration background","Male","3736","0.459205316134652","0.448769161913424","0.46964147035588","1"
"Main Tenant","2001","no migration background","Female","4349","0.48367042675294","0.473664477984261","0.493676375521619","1"
"Main Tenant","2001","direct migration background","Male","1028","0.715161516008219","0.691874366767358","0.738448665249081","1"
"Main Tenant","2001","direct migration background","Female","1038","0.697154618291325","0.673917184967937","0.720392051614714","1"
"Main Tenant","2001","indirect migration background","Male","254","0.634417336616652","0.585996018211908","0.682838655021395","1"
"Main Tenant","2001","indirect migration background","Female","271","0.629290781864032","0.581779667659177","0.676801896068886","1"
"Nursing Home/Retirement Community","2001","no migration background","Male","6","","","","4"
"Nursing Home/Retirement Community","2001","no migration background","Female","27","","","","4"
"Nursing Home/Retirement Community","2001","direct migration background","Male","1","","","","4"
"Nursing Home/Retirement Community","2001","direct migration background","Female","3","","","","4"
"Nursing Home/Retirement Community","2001","indirect migration background","Male","","","","","4"
"Nursing Home/Retirement Community","2001","indirect migration background","Female","1","","","","4"
"Owner","2001","no migration background","Male","4884","0.521887028496847","0.511426001029512","0.532348055964183","3"
"Owner","2001","no migration background","Female","5075","0.495866966823346","0.485856019541048","0.505877914105644","3"
"Owner","2001","direct migration background","Male","394","0.258541839622937","0.235951452805016","0.281132226440858","3"
"Owner","2001","direct migration background","Female","433","0.271780570506355","0.249282075970464","0.294279065042247","3"
"Owner","2001","indirect migration background","Male","119","0.335699372953008","0.288219025441536","0.38317972046448","3"
"Owner","2001","indirect migration background","Female","115","0.332129150298838","0.285800187328586","0.378458113269089","3"
"Sub-Tenant","2001","no migration background","Male","133","0.0172795505814838","0.0145505599424052","0.0200085412205625","2"
"Sub-Tenant","2001","direct migration background","Male","20","","","","2"
"Sub-Tenant","2001","no migration background","Female","131","0.0157591521211203","0.0132654927801391","0.0182528114621016","2"
"Sub-Tenant","2001","direct migration background","Female","28","","","","2"
"Sub-Tenant","2001","indirect migration background","Male","7","","","","2"
"Sub-Tenant","2001","indirect migration background","Female","10","","","","2"
"Tenant","2001","no migration background","Male","","","","","5"
"Tenant","2001","no migration background","Female","","","","","5"
"Tenant","2001","direct migration background","Male","","","","","5"
"Tenant","2001","direct migration background","Female","","","","","5"
"Tenant","2001","indirect migration background","Male","","","","","5"
"Tenant","2001","indirect migration background","Female","","","","","5"
"Main Tenant","2002","no migration background","Male","3768","0.457172641495322","0.447121275073469","0.467224007917175","1"
"Main Tenant","2002","no migration background","Female","4322","0.478917434569182","0.469183110261473","0.488651758876891","1"
"Main Tenant","2002","direct migration background","Male","935","0.715136395741063","0.691227512558389","0.739045278923736","1"
"Main Tenant","2002","direct migration background","Female","967","0.692395953224262","0.668650106094096","0.716141800354428","1"
"Main Tenant","2002","indirect migration background","Male","232","0.597350552871772","0.54758006892449","0.647121036819054","1"
"Main Tenant","2002","indirect migration background","Female","261","0.623174329794484","0.576325127788043","0.670023531800925","1"
"Nursing Home/Retirement Community","2002","no migration background","Male","5","","","","4"
"Nursing Home/Retirement Community","2002","no migration background","Female","26","","","","4"
"Nursing Home/Retirement Community","2002","direct migration background","Male","","","","","4"
"Nursing Home/Retirement Community","2002","indirect migration background","Male","","","","","4"
"Nursing Home/Retirement Community","2002","direct migration background","Female","2","","","","4"
"Nursing Home/Retirement Community","2002","indirect migration background","Female","1","","","","4"
"Owner","2002","no migration background","Male","5536","0.525969679404955","0.515894853731204","0.536044505078706","3"
"Owner","2002","no migration background","Female","5614","0.49889901022232","0.489156044660333","0.508641975784307","3"
"Owner","2002","direct migration background","Male","413","0.262604672496427","0.239294376824161","0.285914968168694","3"
"Owner","2002","direct migration background","Female","455","0.282078957395685","0.25892431537009","0.305233599421281","3"
"Owner","2002","indirect migration background","Male","132","0.376114943349969","0.326955578713654","0.425274307986283","3"
"Owner","2002","indirect migration background","Female","138","0.321933663514481","0.27676404030259","0.367103286726372","3"
"Sub-Tenant","2002","no migration background","Male","127","0.0157174632673081","0.01320785901323","0.0182270675213862","2"
"Sub-Tenant","2002","no migration background","Female","155","0.0174664687606893","0.0149137764977355","0.0200191610236431","2"
"Sub-Tenant","2002","direct migration background","Male","21","","","","2"
"Sub-Tenant","2002","direct migration background","Female","27","","","","2"
"Sub-Tenant","2002","indirect migration background","Male","9","","","","2"
"Sub-Tenant","2002","indirect migration background","Female","11","","","","2"
"Tenant","2002","no migration background","Male","","","","","5"
"Tenant","2002","no migration background","Female","","","","","5"
"Tenant","2002","direct migration background","Male","","","","","5"
"Tenant","2002","direct migration background","Female","","","","","5"
"Tenant","2002","indirect migration background","Male","","","","","5"
"Tenant","2002","indirect migration background","Female","","","","","5"
"Main Tenant","2003","no migration background","Male","3612","0.460505695842442","0.450255211915921","0.470756179768962","1"
"Main Tenant","2003","no migration background","Female","4138","0.475154881128985","0.465257186585853","0.485052575672117","1"
"Main Tenant","2003","direct migration background","Male","842","0.686233970969315","0.66074378778275","0.71172415415588","1"
"Main Tenant","2003","direct migration background","Female","883","0.662486187920729","0.637465155565593","0.687507220275865","1"
"Main Tenant","2003","indirect migration background","Male","225","0.639596862142456","0.591003169644558","0.688190554640354","1"
"Main Tenant","2003","indirect migration background","Female","255","0.591946692570288","0.544661649059976","0.639231736080601","1"
"Nursing Home/Retirement Community","2003","no migration background","Female","28","","","","4"
"Nursing Home/Retirement Community","2003","no migration background","Male","4","","","","4"
"Nursing Home/Retirement Community","2003","direct migration background","Male","","","","","4"
"Nursing Home/Retirement Community","2003","direct migration background","Female","1","","","","4"
"Nursing Home/Retirement Community","2003","indirect migration background","Female","1","","","","4"
"Nursing Home/Retirement Community","2003","indirect migration background","Male","","","","","4"
"Owner","2003","no migration background","Female","5449","0.49842829734703","0.488518409792781","0.508338184901278","3"
"Owner","2003","no migration background","Male","5320","0.520256388393768","0.509982218452888","0.530530558334649","3"
"Owner","2003","direct migration background","Male","399","0.272183806411","0.247733973927149","0.296633638894851","3"
"Owner","2003","direct migration background","Female","455","0.300142636582082","0.275891078259799","0.324394194904366","3"
"Owner","2003","indirect migration background","Female","144","0.363574696852629","0.31729456505733","0.409854828647928","3"
"Owner","2003","indirect migration background","Male","141","0.322907696504053","0.27558215476873","0.370233238239376","3"
"Sub-Tenant","2003","no migration background","Male","147","0.0182713038910661","0.0155169867351247","0.0210256210470075","2"
"Sub-Tenant","2003","no migration background","Female","164","0.0213574517943175","0.0184920361206419","0.0242228674679931","2"
"Sub-Tenant","2003","direct migration background","Male","32","0.0415822226196852","0.0306157951872508","0.0525486500521196","2"
"Sub-Tenant","2003","direct migration background","Female","33","0.0360165358874333","0.0261569926195693","0.0458760791552973","2"
"Sub-Tenant","2003","indirect migration background","Male","9","","","","2"
"Sub-Tenant","2003","indirect migration background","Female","15","","","","2"
"Tenant","2003","no migration background","Male","","","","","5"
"Tenant","2003","direct migration background","Male","","","","","5"
"Tenant","2003","no migration background","Female","","","","","5"
"Tenant","2003","direct migration background","Female","","","","","5"
"Tenant","2003","indirect migration background","Male","","","","","5"
"Tenant","2003","indirect migration background","Female","","","","","5"
"Main Tenant","2004","no migration background","Male","3503","0.466866830511207","0.456452021880782","0.477281639141632","1"
"Main Tenant","2004","no migration background","Female","4037","0.478336435154987","0.468320425626052","0.488352444683921","1"
"Main Tenant","2004","direct migration background","Male","797","0.688660048124512","0.662719613195672","0.714600483053352","1"
"Main Tenant","2004","direct migration background","Female","856","0.680548736004371","0.655471424493932","0.70562604751481","1"
"Main Tenant","2004","indirect migration background","Female","263","0.595868127204055","0.548992869029271","0.64274338537884","1"
"Main Tenant","2004","indirect migration background","Male","227","0.615621472299148","0.56734314367537","0.663899800922926","1"
"Nursing Home/Retirement Community","2004","no migration background","Female","33","0.00657628851970698","0.00495563403441241","0.00819694300500155","4"
"Nursing Home/Retirement Community","2004","no migration background","Male","5","","","","4"
"Nursing Home/Retirement Community","2004","direct migration background","Male","1","","","","4"
"Nursing Home/Retirement Community","2004","direct migration background","Female","","","","","4"
"Nursing Home/Retirement Community","2004","indirect migration background","Male","","","","","4"
"Nursing Home/Retirement Community","2004","indirect migration background","Female","1","","","","4"
"Owner","2004","no migration background","Male","5164","0.5126191142754","0.502184687947228","0.523053540603572","3"
"Owner","2004","no migration background","Female","5328","0.49421416209445","0.484189409323863","0.504238914865037","3"
"Owner","2004","direct migration background","Male","411","0.29352830842907","0.268017174651523","0.319039442206616","3"
"Owner","2004","direct migration background","Female","446","0.28571625820223","0.26141929964296","0.3100132167615","3"
"Owner","2004","indirect migration background","Male","153","0.350928934219058","0.303562411755705","0.398295456682412","3"
"Owner","2004","indirect migration background","Female","145","0.352457429181326","0.306822798490477","0.398092059872176","3"
"Sub-Tenant","2004","no migration background","Male","143","0.0193195972583298","0.0164461732543464","0.0221930212623132","2"
"Sub-Tenant","2004","no migration background","Female","157","0.0208731142308562","0.0180066544126839","0.0237395740490285","2"
"Sub-Tenant","2004","direct migration background","Male","15","","","","2"
"Sub-Tenant","2004","direct migration background","Female","26","","","","2"
"Sub-Tenant","2004","indirect migration background","Male","10","","","","2"
"Sub-Tenant","2004","indirect migration background","Female","12","","","","2"
"Tenant","2004","no migration background","Female","","","","","5"
"Tenant","2004","no migration background","Male","","","","","5"
"Tenant","2004","direct migration background","Male","","","","","5"
"Tenant","2004","direct migration background","Female","","","","","5"
"Tenant","2004","indirect migration background","Male","","","","","5"
"Tenant","2004","indirect migration background","Female","","","","","5"
"Main Tenant","2005","no migration background","Male","3339","0.469334261103585","0.458672059706342","0.479996462500827","1"
"Main Tenant","2005","no migration background","Female","3884","0.487448203808372","0.477221056635356","0.497675350981388","1"
"Main Tenant","2005","direct migration background","Male","724","0.701338869098837","0.67458305052694","0.728094687670734","1"
"Main Tenant","2005","direct migration background","Female","798","0.680817872027888","0.655078522034904","0.706557222020873","1"
"Main Tenant","2005","indirect migration background","Male","245","0.686461663004975","0.641334446817785","0.731588879192164","1"
"Main Tenant","2005","indirect migration background","Female","262","0.590888069682519","0.544362346989594","0.637413792375443","1"
"Nursing Home/Retirement Community","2005","no migration background","Male","6","","","","4"
"Nursing Home/Retirement Community","2005","no migration background","Female","31","0.00648942767274694","0.00484652879382","0.00813232655167389","4"
"Nursing Home/Retirement Community","2005","direct migration background","Male","","","","","4"
"Nursing Home/Retirement Community","2005","direct migration background","Female","2","","","","4"
"Nursing Home/Retirement Community","2005","indirect migration background","Female","","","","","4"
"Nursing Home/Retirement Community","2005","indirect migration background","Male","","","","","4"
"Owner","2005","no migration background","Male","4928","0.507774774682503","0.497093754839277","0.51845579452573","3"
"Owner","2005","no migration background","Female","5085","0.482523631010344","0.472299510889528","0.492747751131159","3"
"Owner","2005","direct migration background","Male","383","0.26773569441576","0.241850465778712","0.293620923052808","3"
"Owner","2005","direct migration background","Female","435","0.287960857527036","0.262958470027854","0.312963245026218","3"
"Owner","2005","indirect migration background","Male","150","0.282047757533662","0.238275980536449","0.325819534530875","3"
"Owner","2005","indirect migration background","Female","148","0.316486320316416","0.272474379341597","0.360498261291235","3"
"Sub-Tenant","2005","no migration background","Male","143","0.0217292003491358","0.018614282158267","0.0248441185400046","2"
"Sub-Tenant","2005","direct migration background","Male","17","","","","2"
"Sub-Tenant","2005","no migration background","Female","176","0.0235387375085369","0.020436746883103","0.0266407281339709","2"
"Sub-Tenant","2005","direct migration background","Female","25","","","","2"
"Sub-Tenant","2005","indirect migration background","Male","11","","","","2"
"Sub-Tenant","2005","indirect migration background","Female","19","","","","2"
"Tenant","2005","no migration background","Male","","","","","5"
"Tenant","2005","no migration background","Female","","","","","5"
"Tenant","2005","direct migration background","Male","","","","","5"
"Tenant","2005","direct migration background","Female","","","","","5"
"Tenant","2005","indirect migration background","Male","","","","","5"
"Tenant","2005","indirect migration background","Female","","","","","5"
"Main Tenant","2006","no migration background","Male","3584","0.470021866423068","0.459795401076755","0.480248331769381","1"
"Main Tenant","2006","no migration background","Female","4193","0.493398683313349","0.483583509108429","0.50321385751827","1"
"Main Tenant","2006","direct migration background","Male","693","0.698796874170994","0.671831843940639","0.725761904401349","1"
"Main Tenant","2006","direct migration background","Female","814","0.682455282627357","0.657022237397074","0.70788832785764","1"
"Main Tenant","2006","indirect migration background","Male","239","0.644594955817773","0.598433626137454","0.690756285498093","1"
"Main Tenant","2006","indirect migration background","Female","283","0.663106318362366","0.619436654388821","0.706775982335911","1"
"Nursing Home/Retirement Community","2006","no migration background","Male","10","","","","4"
"Nursing Home/Retirement Community","2006","no migration background","Female","35","0.00553091697847494","0.00407492133795798","0.00698691261899189","4"
"Nursing Home/Retirement Community","2006","direct migration background","Male","","","","","4"
"Nursing Home/Retirement Community","2006","direct migration background","Female","3","","","","4"
"Nursing Home/Retirement Community","2006","indirect migration background","Male","","","","","4"
"Nursing Home/Retirement Community","2006","indirect migration background","Female","","","","","4"
"Owner","2006","no migration background","Male","5416","0.51019290165476","0.499950134803326","0.520435668506195","3"
"Owner","2006","no migration background","Female","5571","0.477575570688571","0.467769417981708","0.487381723395435","3"
"Owner","2006","direct migration background","Male","401","0.283761109925119","0.257263842815281","0.310258377034957","3"
"Owner","2006","direct migration background","Female","443","0.282232490113744","0.257642734117149","0.306822246110339","3"
"Owner","2006","indirect migration background","Male","163","0.312282554442632","0.267588274231678","0.356976834653585","3"
"Owner","2006","indirect migration background","Female","162","0.314771987191318","0.27186209468655","0.357681879696086","3"
"Sub-Tenant","2006","no migration background","Male","140","0.0180602523422013","0.0153316397999569","0.0207888648844457","2"
"Sub-Tenant","2006","no migration background","Female","168","0.0234948290196042","0.02052118292599","0.0264684751132185","2"
"Sub-Tenant","2006","direct migration background","Male","18","","","","2"
"Sub-Tenant","2006","direct migration background","Female","27","","","","2"
"Sub-Tenant","2006","indirect migration background","Male","11","","","","2"
"Sub-Tenant","2006","indirect migration background","Female","5","","","","2"
"Tenant","2006","no migration background","Male","","","","","5"
"Tenant","2006","direct migration background","Male","","","","","5"
"Tenant","2006","no migration background","Female","","","","","5"
"Tenant","2006","direct migration background","Female","","","","","5"
"Tenant","2006","indirect migration background","Male","","","","","5"
"Tenant","2006","indirect migration background","Female","","","","","5"
"Main Tenant","2007","no migration background","Male","3366","0.458416543453287","0.447886959590866","0.468946127315708","1"
"Main Tenant","2007","no migration background","Female","3944","0.483473372467703","0.473354453711953","0.493592291223454","1"
"Main Tenant","2007","direct migration background","Male","616","0.701699542021997","0.673214699659192","0.730184384384803","1"
"Main Tenant","2007","direct migration background","Female","727","0.692070470080178","0.665481920914941","0.718659019245416","1"
"Main Tenant","2007","indirect migration background","Male","228","0.626003061273124","0.578820701194603","0.673185421351646","1"
"Main Tenant","2007","indirect migration background","Female","276","0.66835146761763","0.624410431909379","0.712292503325881","1"
"Nursing Home/Retirement Community","2007","no migration background","Female","36","0.00615953023508475","0.00457524415657652","0.00774381631359298","4"
"Nursing Home/Retirement Community","2007","no migration background","Male","10","","","","4"
"Nursing Home/Retirement Community","2007","direct migration background","Male","1","","","","4"
"Nursing Home/Retirement Community","2007","direct migration background","Female","5","","","","4"
"Nursing Home/Retirement Community","2007","indirect migration background","Male","","","","","4"
"Nursing Home/Retirement Community","2007","indirect migration background","Female","","","","","4"
"Owner","2007","no migration background","Female","5229","0.486181320443615","0.476060736991735","0.496301903895494","3"
"Owner","2007","no migration background","Male","5100","0.518654309497475","0.508095476735718","0.529213142259232","3"
"Owner","2007","direct migration background","Male","357","0.276390628876701","0.248547052854369","0.304234204899033","3"
"Owner","2007","direct migration background","Female","407","0.278129426531652","0.252321866233101","0.303936986830204","3"
