"hlf0001_h","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"Owner","1995","35-65 y.","Employed","2194","0.506215720399705","0.492211342220204","0.520220098579206","3"
"Owner","1995","66 and older","Not Employed","697","0.456211752023851","0.431097861200346","0.481325642847356","3"
"Owner","1995","66 and older","Employed","25","","","","3"
"Sub-Tenant","1995","16-34 y.","Employed","159","0.0557188316121312","0.0482186609217237","0.0632190023025387","2"
"Sub-Tenant","1995","16-34 y.","Not Employed","55","0.0627360161192174","0.0498909661046985","0.0755810661337362","2"
"Sub-Tenant","1995","35-65 y.","Not Employed","46","0.0248209512022015","0.0179297784260199","0.0317121239783832","2"
"Sub-Tenant","1995","35-65 y.","Employed","86","0.0175059527180056","0.0138324088879066","0.0211794965481046","2"
"Sub-Tenant","1995","66 and older","Not Employed","35","0.0304911145562629","0.021821926868674","0.0391603022438517","2"
"Sub-Tenant","1995","66 and older","Employed","1","","","","2"
"Tenant","1995","16-34 y.","Not Employed","","","","","5"
"Tenant","1995","16-34 y.","Employed","","","","","5"
"Tenant","1995","35-65 y.","Not Employed","","","","","5"
"Tenant","1995","35-65 y.","Employed","","","","","5"
"Tenant","1995","66 and older","Not Employed","","","","","5"
"Tenant","1995","66 and older","Employed","","","","","5"
"Main Tenant","1996","16-34 y.","Not Employed","820","0.583048706234946","0.556037860219708","0.610059552250183","1"
"Main Tenant","1996","16-34 y.","Employed","2295","0.627083684117945","0.611065234531155","0.643102133704736","1"
"Main Tenant","1996","35-65 y.","Not Employed","1047","0.48480446307262","0.462110464967391","0.507498461177849","1"
"Main Tenant","1996","35-65 y.","Employed","2538","0.474375272957948","0.460396779969932","0.488353765945963","1"
"Main Tenant","1996","66 and older","Employed","20","","","","1"
"Main Tenant","1996","66 and older","Not Employed","796","0.513646238164365","0.488585456693227","0.538707019635502","1"
"Nursing Home/Retirement Community","1996","16-34 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1996","16-34 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","1996","35-65 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1996","35-65 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","1996","66 and older","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1996","66 and older","Employed","","","","","4"
"Owner","1996","16-34 y.","Not Employed","416","0.38181255747455","0.355197445385469","0.408427669563632","3"
"Owner","1996","16-34 y.","Employed","1046","0.32540379872313","0.309884028374925","0.340923569071334","3"
"Owner","1996","35-65 y.","Not Employed","776","0.495378229435163","0.47267471377009","0.518081745100236","3"
"Owner","1996","35-65 y.","Employed","2257","0.501369567249323","0.487372733227066","0.51536640127158","3"
"Owner","1996","66 and older","Employed","30","0.503913199451982","0.366692475554428","0.641133923349536","3"
"Owner","1996","66 and older","Not Employed","696","0.45476655401268","0.429799234638457","0.479733873386904","3"
"Sub-Tenant","1996","16-34 y.","Not Employed","44","0.035138736290504","0.0250515832220392","0.0452258893589687","2"
"Sub-Tenant","1996","16-34 y.","Employed","160","0.0475125171589248","0.0404658185983514","0.0545592157194982","2"
"Sub-Tenant","1996","35-65 y.","Not Employed","40","0.0198173074922166","0.0134885638736777","0.0261460511107556","2"
"Sub-Tenant","1996","35-65 y.","Employed","107","0.0242551597927292","0.0199485885177922","0.0285617310676661","2"
"Sub-Tenant","1996","66 and older","Employed","1","","","","2"
"Sub-Tenant","1996","66 and older","Not Employed","36","0.031587207822955","0.0228177591287648","0.0403566565171451","2"
"Tenant","1996","16-34 y.","Not Employed","","","","","5"
"Tenant","1996","16-34 y.","Employed","","","","","5"
"Tenant","1996","35-65 y.","Not Employed","","","","","5"
"Tenant","1996","35-65 y.","Employed","","","","","5"
"Tenant","1996","66 and older","Not Employed","","","","","5"
"Tenant","1996","66 and older","Employed","","","","","5"
"Main Tenant","1997","16-34 y.","Not Employed","802","0.565982263175627","0.539224763082598","0.592739763268656","1"
"Main Tenant","1997","16-34 y.","Employed","2167","0.632863388204597","0.616462070774842","0.649264705634351","1"
"Main Tenant","1997","35-65 y.","Not Employed","1045","0.481319876709627","0.458703962081574","0.50393579133768","1"
"Main Tenant","1997","66 and older","Not Employed","828","0.51714977372646","0.492344762806901","0.541954784646019","1"
"Main Tenant","1997","35-65 y.","Employed","2378","0.459979900084347","0.445867223297121","0.474092576871574","1"
"Main Tenant","1997","66 and older","Employed","21","","","","1"
"Nursing Home/Retirement Community","1997","16-34 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1997","16-34 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","1997","35-65 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1997","35-65 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","1997","66 and older","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1997","66 and older","Employed","","","","","4"
"Owner","1997","16-34 y.","Not Employed","478","0.399027376391614","0.372589956019312","0.425464796763917","3"
"Owner","1997","16-34 y.","Employed","1008","0.323204762394728","0.307290833145673","0.339118691643782","3"
"Owner","1997","35-65 y.","Not Employed","794","0.497865421770021","0.475233913328823","0.520496930211218","3"
"Owner","1997","35-65 y.","Employed","2317","0.516970504986604","0.502820561223902","0.531120448749307","3"
"Owner","1997","66 and older","Not Employed","699","0.449687462948215","0.424993822131744","0.474381103764686","3"
"Owner","1997","66 and older","Employed","33","0.5662254305603","0.434041719617884","0.698409141502716","3"
"Sub-Tenant","1997","16-34 y.","Not Employed","38","0.0349903604327588","0.0250699321977082","0.0449107886678094","2"
"Sub-Tenant","1997","16-34 y.","Employed","143","0.0439318494006756","0.0369584575694454","0.0509052412319057","2"
"Sub-Tenant","1997","35-65 y.","Not Employed","36","0.0208147015203525","0.0143527307246212","0.0272766723160838","2"
"Sub-Tenant","1997","35-65 y.","Employed","96","0.0230495949290482","0.0188004366072346","0.0272987532508619","2"
"Sub-Tenant","1997","66 and older","Not Employed","32","0.0331627633253252","0.0242742920474937","0.0420512346031567","2"
"Sub-Tenant","1997","66 and older","Employed","","","","","2"
"Tenant","1997","16-34 y.","Not Employed","","","","","5"
"Tenant","1997","16-34 y.","Employed","","","","","5"
"Tenant","1997","35-65 y.","Not Employed","","","","","5"
"Tenant","1997","35-65 y.","Employed","","","","","5"
"Tenant","1997","66 and older","Not Employed","","","","","5"
"Tenant","1997","66 and older","Employed","","","","","5"
"Main Tenant","1998","16-34 y.","Not Employed","807","0.546913949424366","0.520838372909583","0.572989525939148","1"
"Main Tenant","1998","16-34 y.","Employed","2202","0.618590368645926","0.602463720722738","0.634717016569114","1"
"Main Tenant","1998","35-65 y.","Not Employed","1144","0.454160542507975","0.433383558749948","0.474937526266003","1"
"Main Tenant","1998","35-65 y.","Employed","2565","0.459755217196531","0.446394404979655","0.473116029413407","1"
"Main Tenant","1998","66 and older","Not Employed","932","0.498086407613238","0.475197045899966","0.520975769326511","1"
"Main Tenant","1998","66 and older","Employed","18","","","","1"
"Nursing Home/Retirement Community","1998","16-34 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1998","16-34 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","1998","35-65 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1998","66 and older","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1998","35-65 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","1998","66 and older","Employed","","","","","4"
"Owner","1998","16-34 y.","Not Employed","532","0.401302171811748","0.375626390406614","0.426977953216882","3"
"Owner","1998","16-34 y.","Employed","1122","0.325994575319917","0.31043192417225","0.341557226467583","3"
"Owner","1998","35-65 y.","Not Employed","1014","0.524362362971597","0.503522291725986","0.545202434217208","3"
"Owner","1998","35-65 y.","Employed","2662","0.514370835404515","0.500972069955882","0.527769600853148","3"
"Owner","1998","66 and older","Not Employed","854","0.465235619610159","0.442401484126236","0.488069755094082","3"
"Owner","1998","66 and older","Employed","38","0.649682710441907","0.526906129542268","0.772459291341545","3"
"Sub-Tenant","1998","16-34 y.","Employed","161","0.0554150560341572","0.0478191235195304","0.0630109885487839","2"
"Sub-Tenant","1998","16-34 y.","Not Employed","61","0.0517838787638862","0.0401764766694721","0.0633912808583003","2"
"Sub-Tenant","1998","35-65 y.","Not Employed","47","0.0203921540978833","0.0144941778867036","0.026290130309063","2"
"Sub-Tenant","1998","35-65 y.","Employed","118","0.0258739473989539","0.021617834291297","0.0301300605066108","2"
"Sub-Tenant","1998","66 and older","Not Employed","29","","","","2"
"Sub-Tenant","1998","66 and older","Employed","2","","","","2"
"Tenant","1998","16-34 y.","Not Employed","","","","","5"
"Tenant","1998","16-34 y.","Employed","","","","","5"
"Tenant","1998","35-65 y.","Not Employed","1","","","","5"
"Tenant","1998","35-65 y.","Employed","","","","","5"
"Tenant","1998","66 and older","Not Employed","18","","","","5"
"Tenant","1998","66 and older","Employed","","","","","5"
"Main Tenant","1999","16-34 y.","Not Employed","714","0.566848314316097","0.538870872466811","0.594825756165383","1"
"Main Tenant","1999","16-34 y.","Employed","2157","0.620116615891823","0.603830954041265","0.636402277742382","1"
"Main Tenant","1999","35-65 y.","Not Employed","1057","0.475996868227556","0.454120005413907","0.497873731041204","1"
"Main Tenant","1999","35-65 y.","Employed","2489","0.455345504212887","0.441955879987204","0.46873512843857","1"
"Main Tenant","1999","66 and older","Employed","27","","","","1"
"Main Tenant","1999","66 and older","Not Employed","869","0.488123472170776","0.464777290179978","0.511469654161574","1"
"Nursing Home/Retirement Community","1999","16-34 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1999","16-34 y.","Employed","2","","","","4"
"Nursing Home/Retirement Community","1999","35-65 y.","Not Employed","1","","","","4"
"Nursing Home/Retirement Community","1999","35-65 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","1999","66 and older","Not Employed","23","","","","4"
"Nursing Home/Retirement Community","1999","66 and older","Employed","","","","","4"
"Owner","1999","16-34 y.","Not Employed","455","0.396981182491662","0.369356012416479","0.424606352566845","3"
"Owner","1999","16-34 y.","Employed","1137","0.339105614555904","0.323220984632639","0.354990244479169","3"
"Owner","1999","35-65 y.","Not Employed","904","0.501692783055824","0.479790793384625","0.523594772727022","3"
"Owner","1999","35-65 y.","Employed","2723","0.523793379309019","0.510365264898517","0.537221493719522","3"
"Owner","1999","66 and older","Not Employed","835","0.471241184726056","0.447927074628271","0.494555294823842","3"
"Owner","1999","66 and older","Employed","46","0.565471249713179","0.45253151743928","0.678410981987078","3"
"Sub-Tenant","1999","16-34 y.","Not Employed","36","0.0361705031922406","0.0256282862406169","0.0467127201438644","2"
"Sub-Tenant","1999","16-34 y.","Employed","116","0.0405338365824031","0.0339167431381353","0.047150930026671","2"
"Sub-Tenant","1999","35-65 y.","Not Employed","40","0.021118866854401","0.0148206684212207","0.0274170652875812","2"
"Sub-Tenant","1999","35-65 y.","Employed","102","0.0208611164780936","0.0170184894003228","0.0247037435558645","2"
"Sub-Tenant","1999","66 and older","Employed","1","","","","2"
"Sub-Tenant","1999","66 and older","Not Employed","34","0.0219556553284475","0.0151114837519813","0.0287998269049138","2"
"Tenant","1999","16-34 y.","Employed","","","","","5"
"Tenant","1999","16-34 y.","Not Employed","","","","","5"
"Tenant","1999","35-65 y.","Not Employed","","","","","5"
"Tenant","1999","35-65 y.","Employed","","","","","5"
"Tenant","1999","66 and older","Not Employed","","","","","5"
"Tenant","1999","66 and older","Employed","","","","","5"
"Main Tenant","2000","16-34 y.","Not Employed","1025","0.574550504326465","0.551910658344129","0.597190350308801","1"
"Main Tenant","2000","16-34 y.","Employed","3290","0.652534065135186","0.639730353215651","0.665337777054721","1"
"Main Tenant","2000","35-65 y.","Not Employed","1731","0.468682201148517","0.452689246608644","0.484675155688389","1"
"Main Tenant","2000","66 and older","Not Employed","1568","0.478981555644865","0.462424381414368","0.495538729875362","1"
"Main Tenant","2000","35-65 y.","Employed","4176","0.458483066838073","0.448587092074346","0.4683790416018","1"
"Main Tenant","2000","66 and older","Employed","43","0.347135561605995","0.269109240250547","0.425161882961443","1"
"Nursing Home/Retirement Community","2000","16-34 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","2000","16-34 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","2000","35-65 y.","Not Employed","1","","","","4"
"Nursing Home/Retirement Community","2000","35-65 y.","Employed","1","","","","4"
"Nursing Home/Retirement Community","2000","66 and older","Not Employed","31","0.0129371242642198","0.0091917815919195","0.0166824669365201","4"
"Nursing Home/Retirement Community","2000","66 and older","Employed","","","","","4"
"Owner","2000","16-34 y.","Employed","1875","0.31464327805661","0.30215663346816","0.32712992264506","3"
"Owner","2000","16-34 y.","Not Employed","775","0.402591559860526","0.380134475714461","0.425048644006591","3"
"Owner","2000","35-65 y.","Not Employed","1974","0.521167325755256","0.505157272782679","0.537177378727833","3"
"Owner","2000","35-65 y.","Employed","5464","0.529110385973028","0.519196963668911","0.539023808277145","3"
"Owner","2000","66 and older","Employed","99","0.64524480636448","0.566828440363853","0.723661172365107","3"
"Owner","2000","66 and older","Not Employed","1861","0.494028796021326","0.477458155070537","0.510599436972116","3"
"Sub-Tenant","2000","16-34 y.","Employed","148","0.0328226568082043","0.0280317457748748","0.0376135678415339","2"
"Sub-Tenant","2000","16-34 y.","Not Employed","32","0.0228579358130087","0.01601436578805","0.0297015058379673","2"
"Sub-Tenant","2000","35-65 y.","Not Employed","34","0.0098719817399433","0.00670343486270273","0.0130405286171839","2"
"Sub-Tenant","2000","35-65 y.","Employed","98","0.0121297022124566","0.00995567016649661","0.0143037342584166","2"
"Sub-Tenant","2000","66 and older","Employed","1","","","","2"
"Sub-Tenant","2000","66 and older","Not Employed","37","0.0140525240695889","0.0101512691121291","0.0179537790270488","2"
"Tenant","2000","16-34 y.","Not Employed","","","","","5"
"Tenant","2000","16-34 y.","Employed","","","","","5"
"Tenant","2000","35-65 y.","Not Employed","","","","","5"
"Tenant","2000","35-65 y.","Employed","","","","","5"
"Tenant","2000","66 and older","Not Employed","","","","","5"
"Tenant","2000","66 and older","Employed","","","","","5"
"Main Tenant","2001","16-34 y.","Not Employed","887","0.576505787034142","0.552324941396679","0.600686632671606","1"
"Main Tenant","2001","16-34 y.","Employed","2854","0.640920342769614","0.62719947825318","0.654641207286048","1"
"Main Tenant","2001","35-65 y.","Not Employed","1521","0.479247353551014","0.462053618853795","0.496441088248233","1"
"Main Tenant","2001","35-65 y.","Employed","3913","0.461847977755352","0.451590825889992","0.472105129620712","1"
"Main Tenant","2001","66 and older","Not Employed","1450","0.463961593411426","0.44692600466976","0.480997182153091","1"
"Main Tenant","2001","66 and older","Employed","51","0.372614807863623","0.296002320521834","0.449227295205412","1"
"Nursing Home/Retirement Community","2001","16-34 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","2001","16-34 y.","Employed","3","","","","4"
"Nursing Home/Retirement Community","2001","35-65 y.","Not Employed","3","","","","4"
"Nursing Home/Retirement Community","2001","35-65 y.","Employed","1","","","","4"
"Nursing Home/Retirement Community","2001","66 and older","Not Employed","31","0.0153092892399409","0.011115123268363","0.0195034552115188","4"
"Nursing Home/Retirement Community","2001","66 and older","Employed","","","","","4"
"Owner","2001","16-34 y.","Not Employed","691","0.404001655014718","0.379987903741444","0.428015406287991","3"
"Owner","2001","16-34 y.","Employed","1691","0.325589749027084","0.312187382530454","0.338992115523714","3"
"Owner","2001","35-65 y.","Not Employed","1686","0.504731251802562","0.487523458647495","0.521939044957629","3"
"Owner","2001","35-65 y.","Employed","5075","0.524149360741434","0.513874223461436","0.534424498021432","3"
"Owner","2001","66 and older","Not Employed","1777","0.507535361539097","0.490457288895422","0.524613434182772","3"
"Owner","2001","66 and older","Employed","100","0.613968832936397","0.536827573816669","0.691110092056125","3"
"Sub-Tenant","2001","16-34 y.","Not Employed","26","","","","2"
"Sub-Tenant","2001","35-65 y.","Not Employed","33","0.0149787301326294","0.010798165722102","0.0191592945431569","2"
"Sub-Tenant","2001","16-34 y.","Employed","148","0.0333577802736453","0.0282218928146014","0.0384936677326892","2"
"Sub-Tenant","2001","35-65 y.","Employed","86","0.0137125333048257","0.0113198491198213","0.0161052174898301","2"
"Sub-Tenant","2001","66 and older","Not Employed","34","0.0131937558095369","0.00929596665249951","0.0170915449665743","2"
"Sub-Tenant","2001","66 and older","Employed","2","","","","2"
"Tenant","2001","16-34 y.","Not Employed","","","","","5"
"Tenant","2001","16-34 y.","Employed","","","","","5"
"Tenant","2001","35-65 y.","Not Employed","","","","","5"
"Tenant","2001","35-65 y.","Employed","","","","","5"
"Tenant","2001","66 and older","Not Employed","","","","","5"
"Tenant","2001","66 and older","Employed","","","","","5"
"Main Tenant","2002","16-34 y.","Not Employed","830","0.578931145664132","0.555165706473991","0.602696584854273","1"
"Main Tenant","2002","16-34 y.","Employed","2676","0.651834120551956","0.637958368499345","0.665709872604567","1"
"Main Tenant","2002","35-65 y.","Not Employed","1413","0.468549392460959","0.451297597086639","0.485801187835279","1"
"Main Tenant","2002","35-65 y.","Employed","3988","0.456428394556826","0.446721989988753","0.466134799124899","1"
"Main Tenant","2002","66 and older","Not Employed","1517","0.461795924025933","0.445128945960336","0.47846290209153","1"
"Main Tenant","2002","66 and older","Employed","61","0.358590921528535","0.292779661826623","0.424402181230447","1"
"Nursing Home/Retirement Community","2002","16-34 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","2002","16-34 y.","Employed","3","","","","4"
"Nursing Home/Retirement Community","2002","35-65 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","2002","66 and older","Not Employed","30","0.0135655073356496","0.00969818412059699","0.0174328305507022","4"
"Nursing Home/Retirement Community","2002","35-65 y.","Employed","1","","","","4"
"Nursing Home/Retirement Community","2002","66 and older","Employed","","","","","4"
"Owner","2002","16-34 y.","Not Employed","791","0.39747929195971","0.373923426207068","0.421035157712353","3"
"Owner","2002","16-34 y.","Employed","1715","0.318209968309791","0.304643178526085","0.331776758093498","3"
"Owner","2002","35-65 y.","Not Employed","1762","0.513424394015527","0.496144599628059","0.530704188402994","3"
"Owner","2002","35-65 y.","Employed","6029","0.528762824222816","0.519035488396156","0.538490160049475","3"
"Owner","2002","66 and older","Not Employed","1852","0.513178676199442","0.496468638777276","0.529888713621608","3"
"Owner","2002","66 and older","Employed","139","0.620671200103895","0.554086919348142","0.687255480859649","3"
"Sub-Tenant","2002","16-34 y.","Not Employed","37","0.0235895623761574","0.01628436462732","0.0308947601249949","2"
"Sub-Tenant","2002","16-34 y.","Employed","134","0.0293916078032303","0.0244720216000227","0.0343111940064379","2"
"Sub-Tenant","2002","35-65 y.","Not Employed","39","0.0180262135235139","0.0134265362901777","0.02262589075685","2"
"Sub-Tenant","2002","35-65 y.","Employed","98","0.0145270413851798","0.0121954382885755","0.0168586444817842","2"
"Sub-Tenant","2002","66 and older","Not Employed","38","0.0114598924389757","0.00790156636579115","0.0150182185121603","2"
"Sub-Tenant","2002","66 and older","Employed","4","","","","2"
"Tenant","2002","16-34 y.","Not Employed","","","","","5"
"Tenant","2002","16-34 y.","Employed","","","","","5"
"Tenant","2002","35-65 y.","Not Employed","","","","","5"
"Tenant","2002","35-65 y.","Employed","","","","","5"
"Tenant","2002","66 and older","Not Employed","","","","","5"
"Tenant","2002","66 and older","Employed","","","","","5"
"Main Tenant","2003","16-34 y.","Not Employed","816","0.588900811946296","0.565181283529103","0.612620340363488","1"
"Main Tenant","2003","16-34 y.","Employed","2463","0.634472527479358","0.6199651009605","0.648979953998217","1"
"Main Tenant","2003","35-65 y.","Not Employed","1334","0.482946104851166","0.46527248848482","0.500619721217512","1"
"Main Tenant","2003","35-65 y.","Employed","3765","0.459447458537158","0.449497149279624","0.469397767794692","1"
"Main Tenant","2003","66 and older","Not Employed","1517","0.447386321546718","0.43090178783131","0.463870855262126","1"
"Main Tenant","2003","66 and older","Employed","60","0.360857677076813","0.295748574265433","0.425966779888193","1"
"Nursing Home/Retirement Community","2003","16-34 y.","Employed","1","","","","4"
"Nursing Home/Retirement Community","2003","16-34 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","2003","35-65 y.","Not Employed","1","","","","4"
"Nursing Home/Retirement Community","2003","35-65 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","2003","66 and older","Employed","","","","","4"
"Nursing Home/Retirement Community","2003","66 and older","Not Employed","32","0.0136651648525493","0.00981619841198583","0.0175141312931127","4"
"Owner","2003","16-34 y.","Employed","1621","0.322540904912805","0.308459113868626","0.336622695956984","3"
"Owner","2003","16-34 y.","Not Employed","799","0.386884275565788","0.363405608856588","0.410362942274988","3"
"Owner","2003","35-65 y.","Not Employed","1690","0.495978109417638","0.478294775953546","0.51366144288173","3"
"Owner","2003","35-65 y.","Employed","5755","0.52437501835381","0.514403689931083","0.534346346776537","3"
"Owner","2003","66 and older","Employed","148","0.63797118922399","0.572816294406026","0.703126084041954","3"
"Owner","2003","66 and older","Not Employed","1895","0.518991164607403","0.502426562432752","0.535555766782055","3"
"Sub-Tenant","2003","16-34 y.","Not Employed","38","0.0242149124879166","0.0168047077983902","0.0316251171774429","2"
"Sub-Tenant","2003","16-34 y.","Employed","148","0.0429639539382833","0.0368553745043668","0.0490725333721999","2"
"Sub-Tenant","2003","35-65 y.","Not Employed","46","0.0206446963632155","0.0156156855148515","0.0256737072115796","2"
"Sub-Tenant","2003","35-65 y.","Employed","116","0.0161775231090315","0.013658604818108","0.018696441399955","2"
"Sub-Tenant","2003","66 and older","Not Employed","51","0.019957348993329","0.0153207619729564","0.0245939360137016","2"
"Sub-Tenant","2003","66 and older","Employed","1","","","","2"
"Tenant","2003","16-34 y.","Not Employed","","","","","5"
"Tenant","2003","35-65 y.","Not Employed","","","","","5"
"Tenant","2003","16-34 y.","Employed","","","","","5"
"Tenant","2003","35-65 y.","Employed","","","","","5"
"Tenant","2003","66 and older","Not Employed","","","","","5"
"Tenant","2003","66 and older","Employed","","","","","5"
"Main Tenant","2004","16-34 y.","Not Employed","836","0.585283207150593","0.561822006679993","0.608744407621193","1"
"Main Tenant","2004","16-34 y.","Employed","2315","0.646789332413254","0.631887559084358","0.661691105742151","1"
"Main Tenant","2004","35-65 y.","Not Employed","1310","0.493029425708163","0.474951441955554","0.511107409460773","1"
"Main Tenant","2004","35-65 y.","Employed","3615","0.464310055207612","0.454191429821105","0.474428680594119","1"
"Main Tenant","2004","66 and older","Employed","70","0.349029060011127","0.28702119805133","0.411036921970924","1"
"Main Tenant","2004","66 and older","Not Employed","1537","0.454778418154899","0.438489684975185","0.471067151334614","1"
"Nursing Home/Retirement Community","2004","16-34 y.","Employed","1","","","","4"
"Nursing Home/Retirement Community","2004","16-34 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","2004","35-65 y.","Not Employed","1","","","","4"
"Nursing Home/Retirement Community","2004","35-65 y.","Employed","2","","","","4"
"Nursing Home/Retirement Community","2004","66 and older","Not Employed","36","0.0161046372307506","0.0119869742608317","0.0202223002006694","4"
"Nursing Home/Retirement Community","2004","66 and older","Employed","","","","","4"
"Owner","2004","16-34 y.","Not Employed","837","0.399811458641519","0.376484245565024","0.423138671718015","3"
"Owner","2004","16-34 y.","Employed","1486","0.309166327966927","0.294757705384018","0.323574950549836","3"
"Owner","2004","35-65 y.","Not Employed","1590","0.485179092154585","0.467107295879169","0.503250888430002","3"
"Owner","2004","35-65 y.","Employed","5607","0.519460051852553","0.5093232361229","0.529596867582206","3"
"Owner","2004","66 and older","Not Employed","1970","0.512913251643839","0.496562941926678","0.529263561360999","3"
"Owner","2004","66 and older","Employed","157","0.650970939988873","0.588963078029076","0.71297880194867","3"
"Sub-Tenant","2004","16-34 y.","Not Employed","21","","","","2"
"Sub-Tenant","2004","16-34 y.","Employed","150","0.0440191641865494","0.0376235079550025","0.0504148204180963","2"
"Sub-Tenant","2004","35-65 y.","Not Employed","37","0.021296940974714","0.0160765109141547","0.0265173710352733","2"
"Sub-Tenant","2004","35-65 y.","Employed","108","0.0161771439363013","0.0136175557048187","0.018736732167784","2"
"Sub-Tenant","2004","66 and older","Not Employed","47","0.0162036929705113","0.0120735939562421","0.0203337919847805","2"
"Sub-Tenant","2004","66 and older","Employed","","","","","2"
"Tenant","2004","16-34 y.","Employed","","","","","5"
"Tenant","2004","16-34 y.","Not Employed","","","","","5"
"Tenant","2004","35-65 y.","Not Employed","","","","","5"
"Tenant","2004","35-65 y.","Employed","","","","","5"
"Tenant","2004","66 and older","Not Employed","","","","","5"
"Tenant","2004","66 and older","Employed","","","","","5"
"Main Tenant","2005","16-34 y.","Not Employed","813","0.592315712467341","0.568423298991353","0.616208125943329","1"
"Main Tenant","2005","16-34 y.","Employed","2173","0.644743232194116","0.629361700737926","0.660124763650306","1"
"Main Tenant","2005","35-65 y.","Not Employed","1239","0.513484939342298","0.494673793610858","0.532296085073737","1"
"Main Tenant","2005","35-65 y.","Employed","3442","0.470998905204861","0.460649515389101","0.481348295020621","1"
"Main Tenant","2005","66 and older","Not Employed","1516","0.455824322646143","0.43953705482021","0.472111590472076","1"
"Main Tenant","2005","66 and older","Employed","69","0.37632640363299","0.313303822410464","0.439348984855516","1"
"Nursing Home/Retirement Community","2005","16-34 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","2005","16-34 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","2005","35-65 y.","Not Employed","2","","","","4"
"Nursing Home/Retirement Community","2005","35-65 y.","Employed","2","","","","4"
"Nursing Home/Retirement Community","2005","66 and older","Employed","","","","","4"
"Nursing Home/Retirement Community","2005","66 and older","Not Employed","35","0.0158715169680023","0.0117844190118137","0.019958614924191","4"
"Owner","2005","16-34 y.","Not Employed","769","0.371297665630132","0.347806473645524","0.39478885761474","3"
"Owner","2005","16-34 y.","Employed","1405","0.309615769999446","0.294756688334218","0.324474851664673","3"
"Owner","2005","35-65 y.","Not Employed","1435","0.468321759237222","0.449541574495079","0.487101943979365","3"
"Owner","2005","35-65 y.","Employed","5383","0.509912277025649","0.499547471524062","0.520277082527236","3"
"Owner","2005","66 and older","Not Employed","1983","0.508056238415939","0.49170714971666","0.524405327115218","3"
"Owner","2005","66 and older","Employed","154","0.612347927718779","0.548967474030715","0.675728381406843","3"
"Sub-Tenant","2005","16-34 y.","Not Employed","43","0.0363866219025277","0.0272823821128362","0.0454908616922192","2"
"Sub-Tenant","2005","35-65 y.","Not Employed","36","0.0171805028374762","0.0122899487608355","0.0220710569141169","2"
"Sub-Tenant","2005","16-34 y.","Employed","141","0.0456409978064385","0.0389333777557123","0.0523486178571647","2"
"Sub-Tenant","2005","35-65 y.","Employed","109","0.0190315506261458","0.0161985862199963","0.0218645150322953","2"
"Sub-Tenant","2005","66 and older","Not Employed","58","0.0202479219699156","0.0156418761606377","0.0248539677791935","2"
"Sub-Tenant","2005","66 and older","Employed","4","","","","2"
"Tenant","2005","16-34 y.","Not Employed","","","","","5"
"Tenant","2005","16-34 y.","Employed","","","","","5"
"Tenant","2005","35-65 y.","Not Employed","","","","","5"
"Tenant","2005","35-65 y.","Employed","","","","","5"
"Tenant","2005","66 and older","Not Employed","","","","","5"
"Tenant","2005","66 and older","Employed","","","","","5"
"Main Tenant","2006","16-34 y.","Not Employed","864","0.593664015255342","0.570955587969288","0.616372442541396","1"
"Main Tenant","2006","16-34 y.","Employed","2162","0.651693324085611","0.63624130478511","0.667145343386112","1"
"Main Tenant","2006","35-65 y.","Not Employed","1304","0.525308536377395","0.507137187497676","0.543479885257114","1"
"Main Tenant","2006","35-65 y.","Employed","3629","0.470036115896672","0.460019270948875","0.480052960844468","1"
"Main Tenant","2006","66 and older","Not Employed","1766","0.47046309634117","0.455369850451334","0.485556342231006","1"
"Main Tenant","2006","66 and older","Employed","81","0.358253051150464","0.303162330724292","0.413343771576635","1"
"Nursing Home/Retirement Community","2006","16-34 y.","Not Employed","","","","","4"
